a	a˧˥
một đào một kép	mok͡p˨ˀ˩ʔ daw˦˨ mok͡p˨ˀ˩ʔ kɛp˦˥
một đèn một bóng	mok͡p˨ˀ˩ʔ dɛŋ˦˨ mok͡p˨ˀ˩ʔ bɔŋ͡m˩˧
một đêm nằm một năm ở	mok͡p˨ˀ˩ʔ dem˧˥ năm˦˨ mok͡p˨ˀ˩ʔ năm˧˥ ɤ˧˩˨
một đêm nằm, một năm ở	mok͡p˨ˀ˩ʔ dem˧˥ năm˦˨ mok͡p˨ˀ˩ʔ năm˧˥ ɤ˧˩˨
một đón mười rào	mok͡p˨ˀ˩ʔ dɔŋ͡m˩˧ mɯəj˦˨ ʐaw˦˨
một đôi	mok͡p˨ˀ˩ʔ doj˧˥
một đằng	mok͡p˨ˀ˩ʔ dăŋ˦˨
một đồng chẳng thông đi chợ	mok͡p˨ˀ˩ʔ doŋ͡m˦˨ căŋ˧˩˨ tʰoŋ͡m˧˥ di˧˥ cɤ˨ˀ˩ʔ
một đồng cũng đỡ một đồng	mok͡p˨ˀ˩ʔ doŋ͡m˦˨ kuŋ͡m˧˩˨ dɤ˧˩˨ mok͡p˨ˀ˩ʔ doŋ͡m˦˨
một đồng khoai là hai đồng vỏ	mok͡p˨ˀ˩ʔ doŋ͡m˦˨ xwaj˧˥ la˦˨ haj˧˥ doŋ͡m˦˨ jɔ˧˩˨
một đồng một chữ	mok͡p˨ˀ˩ʔ doŋ͡m˦˨ mok͡p˨ˀ˩ʔ cɯ˧˩˨
một đồng một cốt	mok͡p˨ˀ˩ʔ doŋ͡m˦˨ mok͡p˨ˀ˩ʔ kok͡p˦˥
một độ	mok͡p˨ˀ˩ʔ do˨ˀ˩ʔ
một đời	mok͡p˨ˀ˩ʔ dɤj˦˨
một đời cha ba đời con	mok͡p˨ˀ˩ʔ dɤj˦˨ ca˧˥ ba˧˥ dɤj˦˨ kɔŋ͡m˧˥
một đời cha, ba đời con	mok͡p˨ˀ˩ʔ dɤj˦˨ ca˧˥ ba˧˥ dɤj˦˨ kɔŋ͡m˧˥
một đời kiện chín đời thù	mok͡p˨ˀ˩ʔ dɤj˦˨ kiəŋ˨ˀ˩ʔ cin˩˧ dɤj˦˨ tʰu˦˨
một đời làm lại, bại hoại ba đời	mok͡p˨ˀ˩ʔ dɤj˦˨ lam˦˨ laj˨ˀ˩ʔ baj˨ˀ˩ʔ hwaj˨ˀ˩ʔ ba˧˥ dɤj˦˨
mớ	mɤ˩˧
mớ ba mớ bảy	mɤ˩˧ ba˧˥ mɤ˩˧ băj˧˩˨
mớ bái	mɤ˩˧ baj˩˧
mớ bòng bong	mɤ˩˧ bɔŋ͡m˦˨ bɔŋ͡m˧˥
mớ bảy mớ ba	mɤ˩˧ băj˧˩˨ mɤ˩˧ ba˧˥
mớ đời	mɤ˩˧ dɤj˦˨
mới	mɤj˩˧
mới cắt chỉ	mɤj˩˧ kăk˦˥ ci˧˩˨
mới cứng	mɤj˩˧ kɯŋ˩˧
mới hay	mɤj˩˧ hăj˧˥
mới lạ	mɤj˩˧ la˨ˀ˩ʔ
mới mẻ	mɤj˩˧ mɛ˧˩˨
mới nguyên	mɤj˩˧ ŋwiəŋ˧˥
mới phải	mɤj˩˧ faj˧˩˨
mới rồi	mɤj˩˧ ʐoj˦˨
mới tinh	mɤj˩˧ tin˧˥
mới toanh	mɤj˩˧ twan˧˥
mới đây	mɤj˩˧ dɤ̆j˧˥
mới đó	mɤj˩˧ dɔ˩˧
mới đấy	mɤj˩˧ dɤ̆j˩˧
mới đầu	mɤj˩˧ dɤ̆w˦˨
mớm	mɤm˩˧
mớm cung	mɤm˩˧ kuŋ͡m˧˥
mớm lời	mɤm˩˧ lɤj˦˨
mớm trống	mɤm˩˧ ʈoŋ͡m˩˧
mớn	mɤŋ˩˧
mớn nước	mɤŋ˩˧ nɯək˦˥
mờ	mɤ˦˨
mờ lỡ	mɤ˦˨ lɤ˧˩˨
mờ mịt	mɤ˦˨ mit˨ˀ˩ʔ
mờ mờ	mɤ˦˨ mɤ˦˨
mờ nhạt	mɤ˦˨ ɲak˨ˀ˩ʔ
mờ sáng	mɤ˦˨ ʂaŋ˩˧
mờ tối	mɤ˦˨ toj˩˧
mờ ám	mɤ˦˨ am˩˧
mờ đục	mɤ˦˨ duk͡p˨ˀ˩ʔ
mờ ơ	mɤ˦˨ ɤ˧˥
mờ ảo	mɤ˦˨ aw˧˩˨
mời	mɤj˦˨
mời chào	mɤj˦˨ caw˦˨
mời cơm	mɤj˦˨ kɤm˧˥
mời lơi	mɤj˦˨ lɤj˧˥
mời mọc	mɤj˦˨ mɔk͡p˨ˀ˩ʔ
mời rơi	mɤj˦˨ ʐɤj˧˥
mờm	mɤm˦˨
mở	mɤ˧˩˨
mở bát	mɤ˧˩˨ bak˦˥
mở bảy	mɤ˧˩˨ băj˧˩˨
mở cờ	mɤ˧˩˨ kɤ˦˨
mở cờ gióng trống	mɤ˧˩˨ kɤ˦˨ jɔŋ͡m˩˧ ʈoŋ͡m˩˧
mở cờ trong bụng	mɤ˧˩˨ kɤ˦˨ ʈɔŋ͡m˧˥ buŋ͡m˨ˀ˩ʔ
mở cửa	mɤ˧˩˨ kɯə˧˩˨
mở dấu ngoặc	mɤ˧˩˨ jɤ̆w˩˧ ŋwăk˨ˀ˩ʔ
mở hàng	mɤ˧˩˨ haŋ˦˨
mở khoá động đào	mɤ˧˩˨ xwa˩˧ doŋ͡m˨ˀ˩ʔ daw˦˨
mở lòng mở dạ	mɤ˧˩˨ lɔŋ͡m˦˨ mɤ˧˩˨ ja˨ˀ˩ʔ
mở lượng hải hà	mɤ˧˩˨ lɯəŋ˨ˀ˩ʔ haj˧˩˨ ha˦˨
mở mang	mɤ˧˩˨ maŋ˧˥
mở miệng	mɤ˧˩˨ miəŋ˨ˀ˩ʔ
mở màn	mɤ˧˩˨ maŋ˦˨
mở mào	mɤ˧˩˨ maw˦˨
mở mày mở mặt	mɤ˧˩˨ măj˦˨ mɤ˧˩˨ măk˨ˀ˩ʔ
mở máy	mɤ˧˩˨ măj˩˧
mở mắt	mɤ˧˩˨ măk˦˥
mở mặt	mɤ˧˩˨ măk˨ˀ˩ʔ
mở mặt mở mày	mɤ˧˩˨ măk˨ˀ˩ʔ mɤ˧˩˨ măj˦˨
mở một dấu ngoặc	mɤ˧˩˨ mok͡p˨ˀ˩ʔ jɤ̆w˩˧ ŋwăk˨ˀ˩ʔ
mở ra	mɤ˧˩˨ ʐa˧˥
mở rộng	mɤ˧˩˨ ʐoŋ͡m˨ˀ˩ʔ
mở thầu	mɤ˧˩˨ tʰɤ̆w˦˨
mở tiệc	mɤ˧˩˨ tiək˨ˀ˩ʔ
mở toang	mɤ˧˩˨ twaŋ˧˥
mở tung	mɤ˧˩˨ tuŋ͡m˧˥
mở đường	mɤ˧˩˨ dɯəŋ˦˨
mở đường cho hươu chạy	mɤ˧˩˨ dɯəŋ˦˨ cɔ˧˥ hɯəw˧˥ căj˨ˀ˩ʔ
mở đường máu	mɤ˧˩˨ dɯəŋ˦˨ măw˩˧
mở đầu	mɤ˧˩˨ dɤ̆w˦˨
mởn	mɤŋ˧˩˨
mởn mơ	mɤŋ˧˩˨ mɤ˧˥
mỡ	mɤ˧˩˨
mỡ bò	mɤ˧˩˨ bɔ˦˨
mỡ chài	mɤ˧˩˨ caj˦˨
mỡ cái	mɤ˧˩˨ kaj˩˧
mỡ cơm xôi	mɤ˧˩˨ kɤm˧˥ soj˧˥
mỡ giắt	mɤ˧˩˨ jăk˦˥
mỡ gà	mɤ˧˩˨ ɣa˦˨
mỡ gà thì gió, mỡ chó thì mưa	mɤ˧˩˨ ɣa˦˨ tʰi˦˨ jɔ˩˧ mɤ˧˩˨ cɔ˩˧ tʰi˦˨ mɯə˧˥
mỡ gàu	mɤ˧˩˨ ɣăw˦˨
mỡ khổ	mɤ˧˩˨ xo˧˩˨
mỡ lá	mɤ˧˩˨ la˩˧
mỡ màng	mɤ˧˩˨ maŋ˦˨
mỡ màu	mɤ˧˩˨ măw˦˨
mỡ máy	mɤ˧˩˨ măj˩˧
mỡ nây	mɤ˧˩˨ nɤ̆j˧˥
mỡ nước	mɤ˧˩˨ nɯək˦˥
mỡ phần	mɤ˧˩˨ fɤ̆ŋ˦˨
mỡ sa	mɤ˧˩˨ ʂa˧˥
mỡ để miệng mèo	mɤ˧˩˨ de˧˩˨ miəŋ˨ˀ˩ʔ meo˦˨
mợ	mɤ˨ˀ˩ʔ
mụ	mu˨ˀ˩ʔ
mụ gia	mu˨ˀ˩ʔ ja˧˥
mụ mẫm	mu˨ˀ˩ʔ mɤ̆m˧˩˨
mụ mị	mu˨ˀ˩ʔ mi˨ˀ˩ʔ
mụ vườn	mu˨ˀ˩ʔ jɯəŋ˦˨
mục	muk͡p˨ˀ˩ʔ
mục dân	muk͡p˨ˀ˩ʔ jɤ̆ŋ˧˥
mục hạ	muk͡p˨ˀ˩ʔ ha˨ˀ˩ʔ
mục hạ vô nhân	muk͡p˨ˀ˩ʔ ha˨ˀ˩ʔ jo˧˥ ɲɤ̆ŋ˧˥
mục kích	muk͡p˨ˀ˩ʔ kit˦˥
mục kỉnh	muk͡p˨ˀ˩ʔ kin˧˩˨
mục lục	muk͡p˨ˀ˩ʔ luk͡p˨ˀ˩ʔ
mục nhi	muk͡p˨ˀ˩ʔ ɲi˧˥
mục nát	muk͡p˨ˀ˩ʔ nak˦˥
mục phu	muk͡p˨ˀ˩ʔ fu˧˥
mục ruỗng	muk͡p˨ˀ˩ʔ ʐuəŋ˧˩˨
mục súc	muk͡p˨ˀ˩ʔ ʂuk͡p˦˥
mục sư	muk͡p˨ˀ˩ʔ ʂɯ˧˥
mục sở thị	muk͡p˨ˀ˩ʔ ʂɤ˧˩˨ tʰi˨ˀ˩ʔ
mục tiêu	muk͡p˨ˀ˩ʔ tiəw˧˥
mục tiền	muk͡p˨ˀ˩ʔ tiəŋ˦˨
mục trường	muk͡p˨ˀ˩ʔ ʈɯəŋ˦˨
mục từ	muk͡p˨ˀ˩ʔ tɯ˦˨
mục tử	muk͡p˨ˀ˩ʔ tɯ˧˩˨
mục đích	muk͡p˨ˀ˩ʔ dit˦˥
mục đích luận	muk͡p˨ˀ˩ʔ dit˦˥ lwɤ̆ŋ˨ˀ˩ʔ
mục đồng	muk͡p˨ˀ˩ʔ doŋ͡m˦˨
mụi	muj˨ˀ˩ʔ
mụn	muŋ͡m˨ˀ˩ʔ
mụn con	muŋ͡m˨ˀ˩ʔ kɔŋ͡m˧˥
mụn cóc	muŋ͡m˨ˀ˩ʔ kɔk͡p˦˥
mụn cơm	muŋ͡m˨ˀ˩ʔ kɤm˧˥
mụn ghẻ	muŋ͡m˨ˀ˩ʔ ɣɛ˧˩˨
mụn mủ	muŋ͡m˨ˀ˩ʔ mu˧˩˨
mụn nhọt	muŋ͡m˨ˀ˩ʔ ɲɔk͡p˨ˀ˩ʔ
mụn nước	muŋ͡m˨ˀ˩ʔ nɯək˦˥
mụn rộp	muŋ͡m˨ˀ˩ʔ ʐop˨ˀ˩ʔ
mụp	mup˨ˀ˩ʔ
mụt	muk͡p˨ˀ˩ʔ
mụt cơm	muk͡p˨ˀ˩ʔ kɤm˧˥
mủ	mu˧˩˨
mủ mỉ	mu˧˩˨ mi˧˩˨
mủ thối	mu˧˩˨ tʰoj˩˧
mủi	muj˧˩˨
mủi lòng	muj˧˩˨ lɔŋ͡m˦˨
mủm mỉm	mum˧˩˨ mim˧˩˨
mủn	muŋ͡m˧˩˨
mủng	muŋ͡m˧˩˨
mứa	mɯə˩˧
mức	mɯk˦˥
mức lương	mɯk˦˥ lɯəŋ˧˥
mức nước	mɯk˦˥ nɯək˦˥
mức nước tuyệt đối	mɯk˦˥ nɯək˦˥ twiək˨ˀ˩ʔ doj˩˧
mức sống	mɯk˦˥ ʂoŋ͡m˩˧
mức thiếu hụt	mɯk˦˥ tʰiəw˩˧ huk͡p˨ˀ˩ʔ
mức độ	mɯk˦˥ do˨ˀ˩ʔ
mứn xen	mɯŋ˩˧ sɛŋ˧˥
mứt	mɯk˦˥
mứt kẹo	mɯk˦˥ keo˨ˀ˩ʔ
mừng	mɯŋ˦˨
mừng cuống	mɯŋ˦˨ kuəŋ˩˧
mừng công	mɯŋ˦˨ koŋ͡m˧˥
mừng húm	mɯŋ˦˨ hum˩˧
mừng hơn cha chết sống dậy	mɯŋ˦˨ hɤŋ˧˥ ca˧˥ cet˦˥ ʂoŋ͡m˩˧ jɤ̆j˨ˀ˩ʔ
mừng hụt	mɯŋ˦˨ huk͡p˨ˀ˩ʔ
mừng lòng	mɯŋ˦˨ lɔŋ͡m˦˨
mừng mặt bắt tay	mɯŋ˦˨ măk˨ˀ˩ʔ băk˦˥ tăj˧˥
mừng quýnh	mɯŋ˦˨ win˩˧
mừng rơn	mɯŋ˦˨ ʐɤŋ˧˥
mừng rỡ	mɯŋ˦˨ ʐɤ˧˩˨
mừng thầm	mɯŋ˦˨ tʰɤ̆m˦˨
mừng tuổi	mɯŋ˦˨ tuəj˧˩˨
mửa	mɯə˧˩˨
mửa mật	mɯə˧˩˨ mɤ̆k˨ˀ˩ʔ
mửng	mɯŋ˧˩˨
mự	mɯ˨ˀ˩ʔ
mựa	mɯə˨ˀ˩ʔ
mực	mɯk˨ˀ˩ʔ
mực bướm	mɯk˨ˀ˩ʔ bɯəm˩˧
mực mai	mɯk˨ˀ˩ʔ maj˧˥
mực nang	mɯk˨ˀ˩ʔ naŋ˧˥
mực nho	mɯk˨ˀ˩ʔ ɲɔ˧˥
mực nước	mɯk˨ˀ˩ʔ nɯək˦˥
mực phủ	mɯk˨ˀ˩ʔ fu˧˩˨
mực thước	mɯk˨ˀ˩ʔ tʰɯək˦˥
mực thẳng mất lòng cây gỗ cong	mɯk˨ˀ˩ʔ tʰăŋ˧˩˨ mɤ̆k˦˥ lɔŋ͡m˦˨ kɤ̆j˧˥ ɣo˧˩˨ kɔŋ͡m˧˥
mực thẻ	mɯk˨ˀ˩ʔ tʰɛ˧˩˨
mực tàu	mɯk˨ˀ˩ʔ tăw˦˨
mực đen giấy trắng	mɯk˨ˀ˩ʔ dɛŋ˧˥ jɤ̆j˩˧ ʈăŋ˩˧
mực độ	mɯk˨ˀ˩ʔ do˨ˀ˩ʔ
mực ống	mɯk˨ˀ˩ʔ oŋ͡m˩˧
mỹ	mi˧˩˨
mỹ cảm	mi˧˩˨ kam˧˩˨
mỹ dục	mi˧˩˨ juk͡p˨ˀ˩ʔ
mỹ học	mi˧˩˨ hɔk͡p˨ˀ˩ʔ
mỹ lệ	mi˧˩˨ le˨ˀ˩ʔ
mỹ miều	mi˧˩˨ miəw˦˨
mỹ mãn	mi˧˩˨ maŋ˧˩˨
mỹ nghệ	mi˧˩˨ ŋe˨ˀ˩ʔ
mỹ nhân	mi˧˩˨ ɲɤ̆ŋ˧˥
mỹ nữ	mi˧˩˨ nɯ˧˩˨
mỹ quan	mi˧˩˨ waŋ˧˥
mỹ thuật	mi˧˩˨ tʰwɤ̆k˨ˀ˩ʔ
mỹ tục	mi˧˩˨ tuk͡p˨ˀ˩ʔ
mỹ vị	mi˧˩˨ ji˨ˀ˩ʔ
mỹ ý	mi˧˩˨ i˩˧
mỹ đức	mi˧˩˨ dɯk˦˥
na	na˧˥
na mô	na˧˥ mo˧˥
na mô a di đà phật	na˧˥ mo˧˥ a˧˥ ji˧˥ da˦˨ fɤ̆k˨ˀ˩ʔ
na ná	na˧˥ na˩˧
na pan	na˧˥ paŋ˧˥
na-bi-ca	na˧˥-bi˧˥-ka˧˥
na-di	na˧˥-ji˧˥
na-pan	na˧˥-paŋ˧˥
na-tri	na˧˥-ʈi˧˥
nai	naj˧˥
nai lưng	naj˧˥ lɯŋ˧˥
nai nịt	naj˧˥ nit˨ˀ˩ʔ
nai ăn đâu, nát giậu ở đó	naj˧˥ ăŋ˧˥ dɤ̆w˧˥ nak˦˥ jɤ̆w˨ˀ˩ʔ ɤ˧˩˨ dɔ˩˧
nam	nam˧˥
nam ai	nam˧˥ aj˧˥
nam bán cầu	nam˧˥ baŋ˩˧ kɤ̆w˦˨
nam bình	nam˧˥ bin˦˨
nam bằng	nam˧˥ băŋ˦˨
nam bộ	nam˧˥ bo˨ˀ˩ʔ
nam cao	nam˧˥ kaw˧˥
nam chinh bắc chiến	nam˧˥ cin˧˥ băk˦˥ ciəŋ˩˧
nam châm	nam˧˥ cɤ̆m˧˥
nam cực	nam˧˥ kɯk˨ˀ˩ʔ
nam cực quyền	nam˧˥ kɯk˨ˀ˩ʔ wiɛŋ˦˨
nam giao	nam˧˥ jaw˧˥
nam giản	nam˧˥ jaŋ˧˩˨
nam giới	nam˧˥ jɤj˩˧
nam hoàng liên	nam˧˥ hwaŋ˦˨ liəŋ˧˥
nam huân	nam˧˥ hwɤ̆ŋ˧˥
nam hóa	nam˧˥ hwa˩˧
nam hải dị nhân	nam˧˥ haj˧˩˨ ji˨ˀ˩ʔ ɲɤ̆ŋ˧˥
nam kha	nam˧˥ xa˧˥
nam lâu	nam˧˥ lɤ̆w˧˥
nam mô	nam˧˥ mo˧˥
nam mô một bồ dao găm	nam˧˥ mo˧˥ mok͡p˨ˀ˩ʔ bo˦˨ jaw˧˥ ɣăm˧˥
nam mô một bồ lấy bốn	nam˧˥ mo˧˥ mok͡p˨ˀ˩ʔ bo˦˨ lɤ̆j˩˧ boŋ͡m˩˧
nam mộc hương	nam˧˥ mok͡p˨ˀ˩ʔ hɯəŋ˧˥
nam ngoại nữ nội	nam˧˥ ŋwaj˨ˀ˩ʔ nɯ˧˩˨ noj˨ˀ˩ʔ
nam nhi	nam˧˥ ɲi˧˥
nam nhi chi chí	nam˧˥ ɲi˧˥ ci˧˥ ci˩˧
nam nhi đắc chí	nam˧˥ ɲi˧˥ dăk˦˥ ci˩˧
nam nhân	nam˧˥ ɲɤ̆ŋ˧˥
nam nữ	nam˧˥ nɯ˧˩˨
nam nữ bình quyền	nam˧˥ nɯ˧˩˨ bin˦˨ wiɛŋ˦˨
nam nữ bình đẳng	nam˧˥ nɯ˧˩˨ bin˦˨ dăŋ˧˩˨
nam phong	nam˧˥ fɔŋ͡m˧˥
nam phụ lão ấu	nam˧˥ fu˨ˀ˩ʔ law˧˩˨ ɤ̆w˩˧
nam phục	nam˧˥ fuk͡p˨ˀ˩ʔ
nam quan	nam˧˥ waŋ˧˥
nam quý nữ tiện	nam˧˥ wi˩˧ nɯ˧˩˨ tiəŋ˨ˀ˩ʔ
nam sinh	nam˧˥ ʂin˧˥
nam sinh viên	nam˧˥ ʂin˧˥ jiəŋ˧˥
nam sài hồ	nam˧˥ ʂaj˦˨ ho˦˨
nam sử	nam˧˥ ʂɯ˧˩˨
nam thanh nữ tú	nam˧˥ tʰan˧˥ nɯ˧˩˨ tu˩˧
nam thương	nam˧˥ tʰɯəŋ˧˥
nam thực như hổ	nam˧˥ tʰɯk˨ˀ˩ʔ ɲɯ˧˥ ho˧˩˨
nam tiến	nam˧˥ tiəŋ˩˧
nam trang	nam˧˥ ʈaŋ˧˥
nam trung	nam˧˥ ʈuŋ͡m˧˥
nam trầm	nam˧˥ ʈɤ̆m˦˨
nam tào	nam˧˥ taw˦˨
nam tính	nam˧˥ tin˩˧
nam tính hóa	nam˧˥ tin˩˧ hwa˩˧
nam tôn nữ ti	nam˧˥ toŋ͡m˧˥ nɯ˧˩˨ ti˧˥
nam tước	nam˧˥ tɯək˦˥
nam tử	nam˧˥ tɯ˧˩˨
nam vô	nam˧˥ jo˧˥
nam vô tửu như kì vô phong	nam˧˥ jo˧˥ tɯw˧˩˨ ɲɯ˧˥ ki˦˨ jo˧˥ fɔŋ͡m˧˥
nam ông mộng lục	nam˧˥ oŋ͡m˧˥ moŋ͡m˨ˀ˩ʔ luk͡p˨ˀ˩ʔ
nam đánh giặc, bắc lấy công	nam˧˥ dan˩˧ jăk˨ˀ˩ʔ băk˦˥ lɤ̆j˩˧ koŋ͡m˧˥
nam đảo	nam˧˥ daw˧˩˨
nam đồng hương	nam˧˥ doŋ͡m˦˨ hɯəŋ˧˥
nam-kì	nam˧˥-ki˦˨
nan du	naŋ˧˥ ju˧˥
nan giải	naŋ˧˥ jaj˧˩˨
nan hoa	naŋ˧˥ hwa˧˥
nan hóa	naŋ˧˥ hwa˩˧
nan quạt	naŋ˧˥ wak˨ˀ˩ʔ
nan trị	naŋ˧˥ ʈi˨ˀ˩ʔ
nan y	naŋ˧˥ i˧˥
nang	naŋ˧˥
nang hóa	naŋ˧˥ hwa˩˧
nanh	nan˧˥
nanh móng	nan˧˥ mɔŋ͡m˩˧
nanh nọc	nan˧˥ nɔk͡p˨ˀ˩ʔ
nanh sấu	nan˧˥ ʂɤ̆w˩˧
nanh vuốt	nan˧˥ juək˦˥
nanh ác	nan˧˥ ak˦˥
nao	naw˧˥
nao lòng	naw˧˥ lɔŋ͡m˦˨
nao nao	naw˧˥ naw˧˥
nao núng	naw˧˥ nuŋ͡m˩˧
nao nức	naw˧˥ nɯk˦˥
nau	năw˧˥
nay	năj˧˥
nay bắc mai đông	năj˧˥ băk˦˥ maj˧˥ doŋ͡m˧˥
nay gánh mai đội	năj˧˥ ɣan˩˧ maj˧˥ doj˨ˀ˩ʔ
nay kính	năj˧˥ kin˩˧
nay lần mai lữa	năj˧˥ lɤ̆ŋ˦˨ maj˧˥ lɯə˧˩˨
nay mai	năj˧˥ maj˧˥
nay sang mai hèn	năj˧˥ ʂaŋ˧˥ maj˧˥ hɛŋ˦˨
nay thư	năj˧˥ tʰɯ˧˥
nay ăn tấm, mai ăn gạo	năj˧˥ ăŋ˧˥ tɤ̆m˩˧ maj˧˥ ăŋ˧˥ ɣaw˨ˀ˩ʔ
nay đây mai đó	năj˧˥ dɤ̆j˧˥ maj˧˥ dɔ˩˧
nay đợi mai chờ	năj˧˥ dɤj˨ˀ˩ʔ maj˧˥ cɤ˦˨
ne	nɛ˧˥
ne nét	nɛ˧˥ nɛk˦˥
nem	nɛm˧˥
nem bì	nɛm˧˥ bi˦˨
nem chua	nɛm˧˥ cuə˧˥
nem chua chả rán	nɛm˧˥ cuə˧˥ ca˧˩˨ ʐaŋ˩˧
nem chạo	nɛm˧˥ caw˨ˀ˩ʔ
nem công chả phượng	nɛm˧˥ koŋ͡m˧˥ ca˧˩˨ fɯəŋ˨ˀ˩ʔ
nem nép	nɛm˧˥ nɛp˦˥
nem rán	nɛm˧˥ ʐaŋ˩˧
nen	nɛŋ˧˥
nen nét	nɛŋ˧˥ nɛk˦˥
nen nét như rắn mồng năm	nɛŋ˧˥ nɛk˦˥ ɲɯ˧˥ ʐăŋ˩˧ moŋ͡m˦˨ năm˧˥
neo	neo˧˥
neo bấn	neo˧˥ bɤ̆ŋ˩˧
neo người	neo˧˥ ŋɯəj˦˨
neo túng	neo˧˥ tuŋ͡m˩˧
neo đơn	neo˧˥ dɤŋ˧˥
neon	neoŋ˧˥
nga	ŋa˧˥
nga hoàng	ŋa˧˥ hwaŋ˦˨
nga mi	ŋa˧˥ mi˧˥
nga truật	ŋa˧˥ ʈwɤ̆k˨ˀ˩ʔ
nga văn	ŋa˧˥ jăŋ˧˥
ngai	ŋaj˧˥
ngai ngái	ŋaj˧˥ ŋaj˩˧
ngai rồng	ŋaj˧˥ ʐoŋ͡m˦˨
ngai vàng	ŋaj˧˥ jaŋ˦˨
ngam ngám	ŋam˧˥ ŋam˩˧
ngan	ŋaŋ˧˥
ngan ngán	ŋaŋ˧˥ ŋaŋ˩˧
ngan ngát	ŋaŋ˧˥ ŋak˦˥
ngang	ŋaŋ˧˥
ngang bè	ŋaŋ˧˥ bɛ˦˨
ngang bướng	ŋaŋ˧˥ bɯəŋ˩˧
ngang bằng	ŋaŋ˧˥ băŋ˦˨
ngang bằng sổ ngay	ŋaŋ˧˥ băŋ˦˨ ʂo˧˩˨ ŋăj˧˥
ngang chướng	ŋaŋ˧˥ cɯəŋ˩˧
ngang cung	ŋaŋ˧˥ kuŋ͡m˧˥
ngang cành bứa	ŋaŋ˧˥ kan˦˨ bɯə˩˧
ngang dạ	ŋaŋ˧˥ ja˨ˀ˩ʔ
ngang dọc	ŋaŋ˧˥ jɔk͡p˨ˀ˩ʔ
ngang giá	ŋaŋ˧˥ ja˩˧
ngang hàng	ŋaŋ˧˥ haŋ˦˨
ngang hông	ŋaŋ˧˥ hoŋ͡m˧˥
ngang lưng	ŋaŋ˧˥ lɯŋ˧˥
ngang mặt	ŋaŋ˧˥ măk˨ˀ˩ʔ
ngang ngang	ŋaŋ˧˥ ŋaŋ˧˥
ngang ngược	ŋaŋ˧˥ ŋɯək˨ˀ˩ʔ
ngang ngạnh	ŋaŋ˧˥ ŋan˨ˀ˩ʔ
ngang ngổ	ŋaŋ˧˥ ŋo˧˩˨
ngang ngửa	ŋaŋ˧˥ ŋɯə˧˩˨
ngang nhau	ŋaŋ˧˥ ɲăw˧˥
ngang nhiên	ŋaŋ˧˥ ɲiəŋ˧˥
ngang như cua	ŋaŋ˧˥ ɲɯ˧˥ kuə˧˥
ngang như cành bứa	ŋaŋ˧˥ ɲɯ˧˥ kan˦˨ bɯə˩˧
ngang nối	ŋaŋ˧˥ noj˩˧
ngang phè	ŋaŋ˧˥ fɛ˦˨
ngang tai	ŋaŋ˧˥ taj˧˥
ngang tai chướng mắt	ŋaŋ˧˥ taj˧˥ cɯəŋ˩˧ măk˦˥
ngang thiên nghịch địa	ŋaŋ˧˥ tʰiəŋ˧˥ ŋit˨ˀ˩ʔ diə˨ˀ˩ʔ
ngang trái	ŋaŋ˧˥ ʈaj˩˧
ngang trời dọc đất	ŋaŋ˧˥ ʈɤj˦˨ jɔk͡p˨ˀ˩ʔ dɤ̆k˦˥
ngang tàng	ŋaŋ˧˥ taŋ˦˨
ngang tầm	ŋaŋ˧˥ tɤ̆m˦˨
ngang tắt	ŋaŋ˧˥ tăk˦˥
ngang vai	ŋaŋ˧˥ jaj˧˥
ngang vai phải lứa	ŋaŋ˧˥ jaj˧˥ faj˧˩˨ lɯə˩˧
ngang điểm	ŋaŋ˧˥ diəm˧˩˨
ngao	ŋaw˧˥
ngao du	ŋaw˧˥ ju˧˥
ngao ngán	ŋaw˧˥ ŋaŋ˩˧
ngau ngáu	ŋăw˧˥ ŋăw˩˧
ngay	ŋăj˧˥
ngay cán tàn	ŋăj˧˥ kaŋ˩˧ taŋ˦˨
ngay cả	ŋăj˧˥ ka˧˩˨
ngay gian	ŋăj˧˥ jaŋ˧˥
ngay họng	ŋăj˧˥ hɔŋ͡m˨ˀ˩ʔ
ngay lành	ŋăj˧˥ lan˦˨
ngay lưng	ŋăj˧˥ lɯŋ˧˥
ngay lập tức	ŋăj˧˥ lɤ̆p˨ˀ˩ʔ tɯk˦˥
ngay mặt	ŋăj˧˥ măk˨ˀ˩ʔ
ngay ngáy	ŋăj˧˥ ŋăj˩˧
ngay ngắn	ŋăj˧˥ ŋăŋ˩˧
ngay ngớn	ŋăj˧˥ ŋɤŋ˩˧
ngay râu	ŋăj˧˥ ʐɤ̆w˧˥
ngay thảo	ŋăj˧˥ tʰaw˧˩˨
ngay thật	ŋăj˧˥ tʰɤ̆k˨ˀ˩ʔ
ngay thẳng	ŋăj˧˥ tʰăŋ˧˩˨
ngay tình	ŋăj˧˥ tin˦˨
ngay tức khắc	ŋăj˧˥ tɯk˦˥ xăk˦˥
ngay tức thì	ŋăj˧˥ tɯk˦˥ tʰi˦˨
ngay xương	ŋăj˧˥ sɯəŋ˧˥
ngay đuôn	ŋăj˧˥ duəŋ˧˥
ngay đơ	ŋăj˧˥ dɤ˧˥
nghe	ŋɛ˧˥
nghe bệnh	ŋɛ˧˥ ben˨ˀ˩ʔ
nghe chừng	ŋɛ˧˥ cɯŋ˦˨
