abadžija	âbad͡ʒija
polumrak	pôlumraːk
polutama	pôlutaːma
polutka	pǒlutka
pomada	pomǎːda
pomagati	pomǎːɡati
pomagač	pomǎɡaːt͡ʃ
pomaknuti	pomǎknuti
pomalo	pǒmalo
pomast	pômaːst
pomazati	pǒmazati
pomaći	pǒmat͡ɕi
pomesti	pǒmesti
pomešati	poměːʃati
pomfrit	pǒmfrit
pomicati	pǒmit͡sati
pomiješati	pomiěːʃati
pomilovati	pǒmiloʋati
pomiriti	pomǐːriti
pomisliti	pǒmisliti
pomišljati	pomǐːʃʎati
pomladak	pǒmladak
pomnožiti	pomnǒʒiti
pomodan	pômoːdan
pomorandža	pomǒraːnd͡ʒa
pomorje	pǒmoːrje
pomoć	pômoːt͡ɕ
pomoći	pǒmot͡ɕi
pomoćni	pǒmot͡ɕniː
pomoćnica	pomǒt͡ɕnit͡sa
pomoćnik	pomǒt͡ɕniːk
pomoću	pômot͡ɕu
pomusti	pǒmusti
ponadati	ponǎːdati
ponadvor	ponadvor
ponadzrndziti	ponadzrndziti
ponajpre	pǒnaːjpre
ponajprije	pǒnaːjprije
ponajviše	pǒnaːjʋiʃe
ponaosob	ponaǒsob
ponavljati	ponǎːʋʎati
ponašanje	ponǎːʃaːɲe
ponašati	ponǎːʃati
pondelek	pondelek
ponedeljak	ponědeʎak
ponedjeljak	ponědjeʎak
ponekad	pǒnekad
ponestajati	poněstajati
ponestati	poněstati
poniziti	ponǐːziti
poništavati	poniʃtǎːʋati
poništiti	pǒniʃtiti
ponižavati	poniʒǎːʋati
poniženje	poniʒěːɲe
ponor	pǒnor
ponos	pǒnos
ponosan	pǒnosan
ponosit	pǒnosit
ponositi	ponǒsiti
ponosito	pǒnosito
ponosno	pǒnosno
ponovan	pônoːʋan
ponoviti	ponǒʋiti
ponovno	pônoːʋno
ponovo	pônoʋo
ponuda	pônuda
ponuditi	pǒnuditi
poorati	poǒrati
pop	pôp
popis	pǒpis
popisati	popǐːsati
popisivati	popisǐːʋati
popiti	pǒpiti
poplava	pôplaʋa
poplaviti	poplǎːʋiti
poplašiti	pǒplaʃiti
poplun	pǒplun
popodne	popǒːdne
poprati	pǒprati
popratiti	pǒpratiti
popratni	pǒpratniː
popravak	pǒpraʋak
popravilište	poprǎʋiliːʃte
popraviti	pǒpraʋiti
popravljati	pǒpraʋʎati
popravljač	poprǎʋʎaːt͡ʃ
popravljačica	popraʋʎǎt͡ʃit͡sa
popravljiv	poprǎʋʎiʋ
popravni	pǒpraːʋniː
popraćivati	poprat͡ɕǐːʋati
popreko	pôpreːko
poprečan	pôpret͡ʃan
poprečnica	pôpret͡ʃnit͡sa
poprečno	pôpret͡ʃno
poprijeko	pôprijeːko
popriličan	poprǐːlit͡ʃan
poprilično	poprǐːlit͡ʃno
poprimati	poprǐːmati
poprimiti	poprǐːmiti
popričati	poprǐːt͡ʃati
poprište	pôpriːʃte
poprsje	pǒprːsje
poprskati	popřːskati
poprskavati	poprskǎːʋati
popržiti	pǒprʒiti
popucati	pǒput͡sati
popudbina	pǒpudbina
populacija	populǎːt͡sija
populacijski	populǎːt͡siːjskiː
popularan	pôpulaːran
popularizacija	popularizǎːt͡sija
popularizator	popularǐzaːtor
popularizatorski	popularǐzaːtoːrskiː
popularizirati	popularizǐːrati
popularno	pôpulaːrno
popularnost	populǎːrnoːst
populist	popǔlist
populistički	populǐstitʃki
populistički	populǐstitʃkiː
populizam	populǐzam
popuna	pôpuna
popuniti	pǒpuniti
popunjavati	popuɲǎːʋati
popust	pǒpust
popustiti	popǔstiti
popustljiv	popǔstʎiʋ
popustljivo	popǔstʎiʋo
popustljivost	popǔstʎiʋoːst
poput	pôpuːt
poputnina	pǒputnina
popušiti	pǒpuʃiti
popuštati	popǔːʃtati
pora	pǒːra
poraba	pôraba
poradi	pôradi
poraditi	porǎːditi
poraniti	pǒraniti
porast	pôraːst
porasti	pǒraːsti
poravnati	porǎʋnati
poravnavati	poraʋnǎːʋati
poraz	pôraːz
poraće	pǒraːt͡ɕe
porađati	porǎːd͡ʑati
pored	pôred
poredak	pǒredak
poredba	pǒredba
poreklo	porěːklo
poremetiti	porěmetiti
poremećaj	pôremet͡ɕaːj
poremećivati	poremet͡ɕǐːʋati
porezati	pǒrezati
poreći	pǒret͡ɕi
poricati	porǐːt͡sati
porijeklo	porijěːklo
pornograf	pornǒɡraf
pornografija	pornoɡrǎfija
pornografski	pornǒɡrafskiː
porobiti	porǒbiti
porobljavati	porobʎǎːʋati
porobljivati	porobʎǐːʋati
porodica	pǒrodit͡sa
poroditi	porǒditi
porodični	pǒrodit͡ʃniː
porok	pǒrok
porota	pôrota
porotni	pôrotniː
porotnica	pǒrotnit͡sa
porotnik	pǒrotniːk
porozan	pôroːzan
portal	pǒrtaːl
portfelj	pǒrtfeʎ
portugal	pôrtuɡal
portugalac	portuɡǎːlat͡s
portugalski	pôrtuɡaːlskiː
porudžbina	pǒrud͡ʒbina
poruga	pôruɡa
poruka	pôruka
porumeneti	poruměneti
porumeniti	poruměniti
porumenjeti	poruměɲeti
poručiti	porǔːt͡ʃiti
poručivati	porut͡ʃǐːʋati
poručnica	pǒrut͡ʃnit͡sa
poručnik	pǒrut͡ʃniːk
porušiti	pǒruʃiti
posada	pôsada
posaditi	posǎːditi
posao	pǒsao
posađivati	posad͡ʑǐːʋati
poseban	pǒːseban
posebice	pǒːsebit͡seː
posebno	pǒːsebno
posebnost	pǒːsebnoːst
posed	pǒːsed
posedeti	posěːdeti
posediti	posěːditi
posedovati	pǒːsedoʋati
posekotina	posekǒtina
poset	pôset
poseta	pôseta
posetilac	posětilat͡s
posetitelj	posětiteʎ
posetiti	pǒsetiti
posetnica	pǒsetnit͡sa
poseći	pǒset͡ɕi
posećivati	poset͡ɕǐːʋati
posijediti	posijěːditi
posijedjeti	posijěːdjeti
posjed	pǒːsjed
posjedovati	pǒːsjedoʋati
posjekotina	posjekǒtina
posjet	pôsjet
posjeta	pôsjeta
posjetilac	posjětilat͡s
posjetitelj	posjětiteʎ
posjetiti	pǒsjetiti
posjetnica	pǒsjetnit͡sa
posjeći	pǒsjet͡ɕi
posjećivati	posjet͡ɕǐːʋati
poslanik	pǒslaniːk
poslanstvo	poslǎːnstʋo
poslastica	pǒslastit͡sa
poslati	pǒslati
posledica	pǒsledit͡sa
poslednji	pǒsledɲiː
posljedica	pǒsʎedit͡sa
posljednji	pǒsʎedɲiː
poslodavac	poslodǎːʋat͡s
poslovan	pôsloːʋan
poslovanje	posloʋǎːɲe
poslovati	poslǒʋati
poslovotkinja	poslǒʋotkiɲa
poslovođa	pôsloʋod͡ʑa
posluga	pôsluɡa
posluh	pôsluːx
poslušan	pôsluːʃan
poslušati	pǒsluʃati
poslušnik	pǒsluːʃniːk
poslušno	pôsluːʃno
poslušnost	poslǔːʃnoːst
poslužitelj	poslǔʒiteʎ
poslužiti	poslǔːʒiti
posluživati	posluʒǐːʋati
posmrče	pǒsmrt͡ʃe
posoliti	posǒliti
pospan	pôspaːn
pospano	pôspaːno
posramiti	posrǎːmiti
posramljivati	posramʎǐːʋati
posredan	pǒsredan
posrednik	pǒsredniːk
posredno	pǒsredno
posredovati	pǒsredoʋati
posredstvo	pǒsredstʋo
posrkati	posřːkati
posrnuti	posřːnuti
posrtati	pǒsrtati
post	pôːst
postaja	pôstaja
postajati	pǒstajati
postalveolaran	pôstalʋeolaːran
postanak	pǒstanak
postariji	pôstarijiː
postati	pǒstati
postaviti	pǒstaʋiti
postavka	pǒstaːʋka
postavljati	pǒstaʋʎati
postelja	pôsteʎa
posteljica	pôsteʎit͡sa
posteljina	posteʎǐna
postfeminizam	postfeminǐzam
postideti	postǐːdeti
postidjeti	postǐːdjeti
postignuti	pǒstiɡnuti
postiti	pǒstiti
postizati	pǒstizati
postići	pǒstit͡ɕi
postojan	pǒːstojaːn
postojanje	pǒːstojaːɲe
postojanost	pǒːstojaːnoːst
postojati	pǒːstojati
postojeći	pǒːstojeːt͡ɕiː
postola	postǒla
postolar	postǒlaːr
postolje	pǒːstoːʎe
postotak	pǒstotak
postulat	postǔlaːt
postupak	pǒstupak
postupan	pǒstupan
postupati	postǔːpati
postupiti	postǔːpiti
postupno	pǒstupno
posuda	pôsuda
posuditi	posǔːditi
posustajati	posǔstajati
posustati	posǔstati
posuđivati	posud͡ʑǐːʋati
posve	pǒsʋe
posvema	posʋěma
posvemašnji	pǒsʋemaʃɲiː
posveta	pôsʋeta
posvetiti	posʋěːtiti
posvećivati	posʋet͡ɕǐːʋati
potajan	pôtaːjan
potaknuti	potǎknuti
potanko	pôtanko
potapati	potǎːpati
potaći	pǒtat͡ɕi
potegnuti	potěːɡnuti
potencijal	potent͡sǐjaːl
potencijalan	pôtent͡sijaːlan
potencijalno	pôtent͡sijaːlno
potepuh	potěpuːx
potera	pôtera
poternica	pǒteːrnit͡sa
potezati	potěːzati
poteškoća	poteʃkǒt͡ɕa
poticati	pǒtit͡sati
potiho	pôtixo
potiljak	pǒtiʎak
potišten	pǒtiːʃten
potištenost	pǒtiːʃtenoːst
potjera	pôtjera
potjernica	pǒtjeːrnit͡sa
potkivati	potkǐːʋati
potkopati	potkǒpati
potkopavati	potkopǎːʋati
potkova	pǒtkoʋa
potkovati	potkǒʋati
potkovica	pǒtkoʋit͡sa
potkraj	pǒtkraːj
potkrepiti	potkrěːpiti
potkrepljivati	potkrepʎǐːʋati
potkrijepiti	potkrjěːpiti
potkupiti	potkǔːpiti
potkupljivati	potkupʎǐːʋati
potmuo	pǒtmuo
potok	pǒtok
potom	pǒtoːm
potomak	pǒtomak
potomstvo	pǒtoːmstʋo
potop	pǒtop
potopiti	potǒpiti
potočić	pǒtot͡ʃit͡ɕ
potočni	pǒtot͡ʃniː
potpetica	pǒtpetit͡sa
potpis	pǒtpis
potpisati	potpǐːsati
potpisivati	potpisǐːʋati
potpisnica	pǒtpisnit͡sa
potpisnik	pǒtpisniːk
potplatiti	potplǎːtiti
potplaćivati	potplat͡ɕǐːʋati
potpora	pôtpora
potpredsednik	potprěːdsedniːk
potpredsjednik	potprěːdsjedniːk
potpun	pǒtpun
potpuno	pǒtpuno
potraga	pôtraɡa
potrajati	pǒtrajati
potražiti	potrǎːʒiti
potreba	pôtreba
potreban	pôtreban
potrebovati	pǒtreboʋati
potres	pǒtres
potrošač	potrǒʃaːt͡ʃ
potrošiti	potrǒʃiti
potrošnja	potrǒʃɲa
potruditi	potrǔːditi
potvrda	pôtʋrda
potvrditi	potʋřːditi
potvrđivati	potʋrd͡ʑǐːʋati
pouzdan	pǒuzdaːn
pouzdanje	pouzdǎːɲe
pouzdano	pǒuzdaːno
pouzdanost	pǒuzdaːnoːst
povelja	pǒʋeʎa
poveravati	poʋerǎːʋati
poverenik	poʋerěniːk
poverenje	poʋerěːɲe
poverenstvo	poʋerěnstʋo
poveriti	pǒʋeriti
poverljiv	poʋěrʎiʋ
poverovati	pǒʋeroʋati
povest	pôʋeːst
povesti	pǒʋesti
povetarac	poʋetǎːrat͡s
povezati	poʋěːzati
povezivati	poʋezǐːʋati
poveznica	pǒʋeznit͡sa
povećalo	poʋět͡ɕalo
povećati	poʋět͡ɕati
povećavati	poʋet͡ɕǎːʋati
povijati	poʋǐːjati
povijedati	povjedati
povijest	pôʋjeːst
povisok	pôʋisok
poviti	pǒʋiti
povjeravati	poʋjerǎːʋati
povjerenik	poʋjerěniːk
povjerenje	poʋjerěːɲe
povjerenstvo	poʋjerěnstʋo
povjeriti	pǒʋjeriti
povjerljiv	poʋjěrʎiʋ
povjerovati	pǒʋjeroʋati
povjesničar	pôʋjesnit͡ʃaːr
povjetarac	poʋjetǎːrat͡s
povlastica	pǒʋlastit͡sa
povlačiti	poʋlǎːt͡ʃiti
povod	pǒʋod
povoditi	poʋǒditi
povodom	pǒʋodom
povoljan	pôʋoːʎan
povoljno	pôʋoːʎno
povorka	pǒʋoːrka
povratak	pǒʋratak
povratiti	povrǎːtiti
povratnica	pǒʋratnit͡sa
povratnik	pǒʋratniːk
povraćati	pǒʋrat͡ɕati
povreda	pôʋreda
povrediti	poʋrěːditi
povrediv	poʋrědiʋ
povremen	pǒʋremen
povremeno	pǒʋremeno
povređivati	poʋred͡ʑǐːʋati
povrijediti	poʋrjěːditi
povrtni	pǒʋrtniː
povrće	pǒʋrt͡ɕe
površan	pǒʋrʃan
površina	pôʋrʃina
povući	pǒʋuːt͡ɕi
povučen	poʋǔt͡ʃen
pozadina	pǒzadina
pozan	pôːzan
pozdrav	pôzdraːʋ
pozdraviti	pǒzdraʋiti
pozdravljati	pǒzdraʋʎati
pozdravni	pôzdraːʋniː
pozer	pǒzeːr
pozicija	pǒziːt͡sija
pozirati	pozǐːrati
pozitivan	pôzitiːʋan
pozitivno	pôzitiːʋno
poziv	pǒːziʋ
pozivati	pozǐːʋati
pozlatiti	pozlǎːtiti
poznanica	pǒznanit͡sa
poznanik	pǒznaniːk
poznanstvo	poznǎːnstʋo
poznat	pôznaːt
poznati	pǒznati
poznatost	pôznaːtoːst
poznavati	poznǎːʋati
pozoj	pǒzoj
pozoran	pǒːzoːran
pozornica	pozǒːrnit͡sa
pozornik	pǒːzoːrniːk
pozorno	pǒːzoːrno
pozornost	pozǒːrnoːst
pozvati	pǒzʋati
poći	pôːt͡ɕi
počakati	potʃakati
počast	pôt͡ʃaːst
počelo	pot͡ʃěːlo
početak	pot͡ʃěːtak
početi	pǒt͡ʃeːti
početkom	pot͡ʃěːtkom
početni	pǒt͡ʃetniː
početnica	pǒt͡ʃetnit͡sa
početnik	pǒt͡ʃetniːk
počiniti	pot͡ʃǐniti
počinjati	pǒt͡ʃiɲati
počinuti	pǒt͡ʃinuti
pośekotina	poɕekotina
pośet	pôɕet
pośetiti	pǒɕetiti
pošast	pôʃaːst
pošta	pôʃta
poštanski	pôʃtanskiː
pošteda	pôʃteda
poštedeti	poʃtěːdeti
poštedjeti	poʃtěːdjeti
pošten	pǒʃten
pošteđivati	poʃted͡ʑǐːʋati
pošto	pôʃto
poštovalac	poʃtǒʋalat͡s
poštovan	pôʃtoʋaːn
poštovanje	poʃtoʋǎːɲe
poštovatelj	poʃtǒʋateʎ
poštovati	poʃtǒʋati
pošumiti	pǒʃumiti
pošumljavati	poʃumʎǎːʋati
pošumljivati	poʃumʎǐːʋati
požar	pôʒaːr
poželeti	poʒěleti
poželjan	pôʒeːʎan
poželjeti	poʒěʎeti
požuda	pôʒuda
požudan	pôʒuːdan
prag	prâɡ
pragmatizam	praɡmatǐzam
prah	prâːx
prajdovac	prâːjdoʋat͡s
prakrt	prǎkrt
praksa	prâksa
praktičan	prǎktit͡ʃan
praktički	prǎktit͡ʃki
praktično	prǎktit͡ʃno
praktičnost	prǎktit͡ʃnoːst
pralja	prâːʎa
pram	prâm
pram	prâːm
pramac	prǎːmat͡s
pramajka	prǎmaːjka
pramen	prâmeːn
pranje	prǎːɲe
praonica	praǒːnit͡sa
praotac	praǒtat͡s
praroditelj	prarǒditeʎ
praskati	prâskati
praskozorje	prâskozoːrje
praslavenski	prâslaʋeːnskiː
praslovenski	prâsloʋeːnskiː
prasnuti	prâsnuti
prastar	prâstar
prati	prâti
pratilac	prǎtilat͡s
pratiti	prâtiti
pratnja	prǎtɲa
prav	prâʋ
pravac	prǎːʋat͡s
pravaš	prǎʋaːʃ
pravdati	prâːʋdati
pravi	prâːʋiː
pravilan	prâʋiːlan
pravilnik	prǎʋiːlniːk
pravilo	prâʋilo
praviti	prâʋiti
pravni	prâːʋniː
pravnica	prâːʋnit͡sa
pravnik	prâːʋniːk
pravno	prâːʋno
pravo	prâʋo
pravo	prǎːʋo
pravodoban	prâʋodoban
pravodobno	prâʋodobno
pravodobnost	prâʋodobnoːst
pravopisni	prâʋopiːsniː
pravopiždžija	praʋopǐʒd͡ʒija
pravorek	prâʋoreːk
pravorijek	prâʋorijeːk
pravoslavac	praʋoslǎːʋat͡s
pravoslavan	prâʋoslaːʋan
pravoslavlje	prâʋoslaːʋʎe
pravosudni	prâʋosuːdniː
pravosuđe	prâʋosuːd͡ʑe
pravovaljan	praʋoʋǎʎaːn
pravovaljano	praʋoʋǎʎaːno
pravovaljanost	praʋoʋǎʎanoːst
pravoverac	praʋoʋěːrat͡s
pravoveran	prâʋoʋeːran
pravoverje	prâʋoʋeːrje
pravoverno	prâʋoʋeːrno
pravovernost	praʋoʋěːrnoːst
pravovjerac	praʋoʋjěːrat͡s
pravovjeran	prâʋoʋjeːran
pravovjerje	prâʋoʋjeːrje
pravovjerno	prâʋoʋjeːrno
pravovjernost	praʋoʋjěːrnoːst
pravovremen	prâʋoʋremen
pravovremeno	prâʋoʋremeno
pravovremenost	prâʋoʋremenoːst
prazan	prǎːzan
praznik	prâːzniːk
praznina	praznǐna
prazniti	prǎːzniti
praznični	prâːznit͡ʃniː
prazno	prâːzno
praznoglavac	praznǒɡlaʋat͡s
praznovati	prâznoʋati
praznoveran	prâznoʋeːran
praznoverje	prâznoʋeːrje
praznovernost	prâznoʋeːrnoːst
praznovjeran	prâznoʋjeːran
praznovjerje	prâznoʋjeːrje
praznovjernost	prâznoʋjeːrnoːst
prašak	prǎːʃak
prašan	prǎːʃan
prašina	prǎʃina
praški	prâʃkiː
prašnica	prâːʃnit͡sa
prašnjav	prâʃɲaʋ
pražanin	prâʒanin
prdeti	přdeti
prdež	pr̂deʒ
prditi	přditi
prdjeti	přdjeti
prdnuti	pr̂dnuti
pre	prê
preambula	prěambula
prebaciti	prebǎːt͡siti
prebacivati	prebat͡sǐːʋati
prebijati	prebǐːjati
prebiti	prěbiti
prebroditi	prebrǒditi
prebrođivati	prebrod͡ʑǐːʋati
precijeniti	pret͡sijěːniti
precizan	prêt͡siːzan
precizno	prêt͡siːzno
pred	prêd
preda	prêda
predahnuti	predǎxnuti
predaja	prêdaja
predak	prêdak
predati	prědati
predator	prědaːtor
predavanje	predǎːʋaːɲe
predavati	predǎːʋati
predavač	predǎʋaːt͡ʃ
predbaciti	predbǎːt͡siti
predbacivati	predbat͡sǐːʋati
predbilježiti	predbǐʎeʒiti
predeo	prěːdeo
predgovor	prêdɡoʋoːr
predgrađe	prědɡraːd͡ʑe
predigra	prêdiɡra
predika	prêdika
predio	prěːdio
predivo	prêdiːʋo
predizborni	prêdizboːrniː
predlagati	predlǎːɡati
predlog	prěːdloɡ
predložiti	predlǒʒiti
predložni	prěːdloʒniː
predmet	prěːdmet
predmetak	prěːdmetak
prednost	prêdnoːst
predodžba	prědod͡ʒba
predomisliti	predǒmisliti
predomišljati	predomǐːʃʎati
predosjećati	predǒsjet͡ɕati
predočavati	predot͡ʃǎːʋati
predočiti	predǒt͡ʃiti
predočivati	predot͡ʃǐːʋati
predrasuda	prědraːsuda
predsednik	prěːdsedniːk
predsjedati	predsjěːdati
predsjedavati	predsjedǎːʋati
predsjednik	prěːdsjedniːk
predstava	prědstaʋa
predstaviti	prědstaʋiti
predstavljati	prědstaʋʎati
predstavnica	prěːdstaːʋnit͡sa
predstavnik	prěːdstaːʋniːk
predstavnički	prěːdstaːʋnit͡ʃkiː
predujam	predǔːjam
preduvjet	predǔːʋjet
preduzeće	preduzet͡ɕe
predvideti	prědʋideti
predvidjeti	prědʋidjeti
predvidljiv	predʋǐdʎiʋ
predvidljivost	predʋǐdʎiʋoːst
predviđati	predʋǐːd͡ʑati
predvoditi	predʋǒditi
predvodnica	prědʋodnit͡sa
predvodnik	prědʋodniːk
predvodnički	prědʋodnit͡ʃki
predvodnički	prědʋodnit͡ʃkiː
predvorje	prěːdʋoːrje
predzadnji	prědzadɲiː
predziđe	prědziːd͡ʑe
predznak	prêdznaːk
predznanje	predznǎːɲe
predśednik	predɕednik
predškola	prědʃkoːla
predživot	prěd͡ʒiʋot
prefekt	prěfekt
prefektura	prefektǔːra
preferans	prěferans
preferencijalan	prêferent͡sijaːlan
preferirati	preferǐːrati
prefiks	prěfiks
preformulirati	preformulǐːrati
prefrigan	prěfriɡaːn
prefriganac	prefriɡǎːnat͡s
pregalac	prěɡalat͡s
pregalaštvo	prěɡalaːʃtʋo
pregača	prěɡat͡ʃa
pregib	prěːɡib
pregibati	preɡǐːbati
preglas	prěːɡlas
pregled	prěːɡled
pregledan	prěːɡledan
preglednik	prěːɡledniːk
pregledno	prěːɡledno
preglednost	prěːɡlednoːst
pregnantan	preɡnǎntan
pregnuti	prěːɡnuti
pregovarati	preɡoʋǎːrati
pregovarač	preɡoʋǎraːt͡ʃ
pregovarački	preɡoʋǎraːtʃki
pregovarački	preɡoʋǎraːtʃkiː
pregovor	prêɡoʋoːr
pregrada	prêɡrada
pregraditi	preɡrǎːditi
pregrađivati	preɡrad͡ʑǐːʋati
pregrejati	prěɡrejati
pregrejavati	preɡrejǎːʋati
pregrijati	prěɡrijati
pregrijavati	preɡrijǎːʋati
pregristi	prěɡristi
pregršt	prêɡrːʃt
prehladiti	prexlǎːditi
prekaliti	prekǎːliti
prekasno	prêkasno
prekid	prěːkid
prekidati	prekǐːdati
prekidač	prekǐdaːt͡ʃ
prekinuti	prěkinuti
prekipeti	prekǐːpeti
prekipjeti	prekǐːpjeti
prekjuče	prêkjut͡ʃeː
prekjučer	prêkjut͡ʃeːr
preklani	prêklaːni
preko	prêko
prekopati	prekǒpati
prekopavati	prekopǎːʋati
prekor	prěːkor
prekosutra	prekǒsutra
prekretati	prěkretati
prekretnica	prěkretnit͡sa
prekriti	prěkriti
prekrivati	prekrǐːʋati
prekršiti	prekřːʃiti
preksutra	prěksutra
prelamati	prelǎːmati
prelaz	prěːlaz
prelazak	prělazak
prelazan	prěːlazan
prelaziti	prělaziti
preletati	prelěːtati
preleteti	prelěteti
preletjeti	prelětjeti
prelijetati	prelijěːtati
preliminaran	prêliminaːran
prelistati	prelǐstati
prelistavati	prelistǎːʋati
preljub	prěːʎub
prelom	prěːlom
prelomiti	prelǒmiti
prema	prêma
premalen	prêmalen
premalo	prêmalo
premašiti	prěmaʃiti
premda	prêmda
premijer	premǐjeːr
premijera	premijěːra
preminuti	premǐːnuti
premjestiti	prěmjestiti
premještati	premjěːʃtati
premlatiti	premlǎːtiti
premlaćivati	premlat͡ɕǐːʋati
premotati	premǒtati
preneti	prěneːti
prenijeti	prěnjeːti
prenos	prěːnos
prenositi	prenǒsiti
prenosnik	prěːnosniːk
prenoćiti	prenǒt͡ɕiti
prenoćivati	prenot͡ɕǐːʋati
prenuti	prênuti
preokrenuti	preokrěːnuti
preokret	prêokreːt
preorati	preǒrati
preoravati	preorǎːʋati
preostajati	preǒstajati
preostati	preǒstati
preoteti	preǒteːti
preotimati	preǒtimati
prepad	prěːpad
prepadati	prěpadati
prepasti	prěpasti
prepelica	prêpelit͡sa
prepeličar	prêpelit͡ʃaːr
prepeći	prěpet͡ɕi
prepiliti	prepǐːliti
prepirati	prěpirati
prepirka	prěpiːrka
prepis	prěːpis
prepisati	prepǐːsati
prepisivati	prepisǐːʋati
preplatiti	preplǎːtiti
preplaćivati	preplat͡ɕǐːʋati
preplašiti	prěplaʃiti
preplivati	prěpliʋati
preplivavati	prepliʋǎːʋati
preploviti	preplǒʋiti
prepodne	prepǒːdne
prepolavljati	prepolǎːʋʎati
prepoloviti	prepolǒʋiti
prepolovljivati	prepoloʋʎǐːʋati
prepona	prêpona
preporod	prêporod
preporuka	prêporuka
preporučiti	preporǔːt͡ʃiti
preporučivati	preporut͡ʃǐːʋati
prepoznati	prepǒznati
prepoznatljiv	prepoznǎtʎiʋ
prepoznatljivost	prepoznǎtʎiʋoːst
prepoznavati	prepoznǎːʋati
preprati	prěprati
prepreden	preprěden
prepreka	prêpreka
prepričati	preprǐːt͡ʃati
prepričavati	preprit͡ʃǎːʋati
prepun	prěpun
prepustiti	prepǔstiti
prepuštati	prepǔːʃtati
preraditi	prerǎːditi
preraspodela	prerǎspodela
preraspodeliti	preraspoděːliti
preraspodijeliti	preraspodijěːliti
preraspodjela	prerǎspodjela
prerasti	prěraːsti
preračunati	prerat͡ʃǔnati
preračunavati	prerat͡ʃunǎːʋati
prerađivati	prerad͡ʑǐːʋati
prerezati	prěrezati
prerezivati	prerezǐːʋati
prerija	prêːrija
prerijski	prêːriːjskiː
prerušiti	prěruʃiti
prerušivati	preruʃǐːʋati
pres	prês
presaditi	presǎːditi
presahnjivati	presaxɲǐːʋati
presahnuti	presǎxnuti
presan	prěːsan
presađivati	presad͡ʑǐːʋati
presecati	presěːt͡sati
presek	prěːsek
preseliti	presěliti
preseljavati	preseʎǎːʋati
presenetiti	preseněːtiti
presenećivati	presenet͡ɕǐːʋati
preseći	prěset͡ɕi
presica	prêsit͡sa
presijecati	presijěːt͡sati
presjek	prěːsjek
presjeći	prěsjet͡ɕi
preskakati	preskǎːkati
preskočiti	preskǒt͡ʃiti
preslica	prêslit͡sa
preslikati	prěslikati
preslikavati	preslikǎːʋati
presoliti	presǒliti
presoljavati	presoʎǎːʋati
presoljivati	presoʎǐːʋati
prespavati	prespǎːʋati
presresti	prěsresti
presretati	prěsretati
prestajati	prěstajati
prestanak	prěstanak
prestati	prěstati
presti	prêsti
prestignuti	prěstiɡnuti
prestizati	prěstizati
prestići	prěstit͡ɕi
prestiž	prêstiːʒ
prestižni	prêstiʒniː
prestolje	prěːstoːʎe
prestolonaslednica	prestolonǎːslednit͡sa
prestolonaslednik	prestolonǎːsledniːk
prestonica	prěːstoːnit͡sa
prestraviti	prestrǎːʋiti
prestravljivati	prestraʋʎǐːʋati
prestrašiti	prěstraʃiti
prestup	prěːstup
prestupiti	prestǔːpiti
prestupnik	prěːstupniːk
presuda	prêsuda
presudan	prêsudan
presuditi	presǔːditi
presuđivati	presud͡ʑǐːʋati
presvlačiti	presʋlǎːt͡ʃiti
presvući	prěsʋuːt͡ɕi
pretapati	pretǎːpati
pretenzija	pretěnzija
preteran	prěteraːn
preterano	prěteraːno
preterati	prěterati
preterivati	preterǐːʋati
preteča	prêtet͡ʃa
pretežno	prěːteʒno
prethodan	prěːtxodan
prethoditi	pretxǒditi
prethodnica	prěːtxodnit͡sa
prethodnik	prěːtxodniːk
prethodno	prěːtxodno
pretinac	prětinat͡s
pretisak	prětisaːk
pretiti	prěːtiti
pretičak	prětit͡ʃak
pretjeran	prětjeraːn
pretjerano	prětjeraːno
pretjerati	prětjerati
pretjerivati	pretjerǐːʋati
pretopiti	pretǒpiti
pretorijanac	pretorijǎːnat͡s
pretplata	prêtplata
pretplatiti	pretplǎːtiti
pretplatnica	prětplatnit͡sa
pretplatnik	prětplatniːk
pretplaćivati	pretplat͡ɕǐːʋati
pretpostaviti	pretpǒstaʋiti
pretpostavka	prêtpostaːʋka
pretpostavljati	pretpǒstaʋʎati
pretraga	prêtraɡa
pretražiti	pretrǎːʒiti
pretraživati	pretraʒǐːʋati
pretrpeti	pretřːpeti
pretrpjeti	pretřːpjeti
pretući	prětuːt͡ɕi
pretvarati	pretʋǎːrati
pretvarač	pretʋǎraːt͡ʃ
pretvorba	prětʋorba
pretvoriti	pretʋǒriti
pretvoriv	pretʋǒriʋ
pretvorivost	pretʋǒriʋoːst
pretvorljiv	pretʋǒrʎiʋ
preuzeti	preǔzeːti
preuzimati	preǔzimati
prevaga	prêʋaɡa
prevagnuti	preʋǎːɡnuti
prevaliti	preʋǎːliti
prevaljivati	preʋaʎǐːʋati
prevara	prêʋara
prevariti	prěʋariti
prevashodan	prevǎsxodan
prevashodno	prevǎsxodno
prevelik	prěʋelik
preventivan	prêʋentiːʋan
preventivno	prêʋentiːʋno
prevesti	prěʋesti
previše	prêʋiʃeː
prevladati	preʋlǎːdati
prevladavati	preʋladǎːʋati
prevlađivati	preʋlad͡ʑǐːʋati
prevod	prěːʋod
prevodilac	preʋǒdilat͡s
prevoditelj	preʋǒditeʎ
prevoditi	preʋǒditi
prevodiv	preʋǒdiʋ
