abbadísin	apatiːsɪn
reikningsskilagúrúar	rɛjhkniŋscɪlakuːruar
reikningsskilavenju	rɛjhkniŋscɪːlavɛnjʏ
reikningsskilum	reihkniŋkscɪːlʏm
reikningum	reihkniŋkʏm
reikningur	reihkniŋkʏr
reikningurinn	reihkniŋkʏrɪn
reiknireglur	rɛjhknɪrɛklʏr
reiknistofa	reihknɪstɔːva
reiknistofnun	rɛjhknɪstɔpnʏn
reiknistofu	rɛjhknɪstɔːvʏ
reiknum	reihknʏm
reiknuð	reihknʏð
reiknuðu	reihknʏðʏ
reiknuðum	reihknʏðʏm
reikuðu	reiːkʏðʏ
reikuðum	reiːkʏðʏm
reima	reiːma
reimar	rɛːjmar
reimt	rɛjm̥t
reinina	rɛːjnɪna
reip	reiːp
reipi	reiːpɪ
reipin	reiːpɪn
reipinu	reiːpɪnʏ
reipið	reiːpɪð
reiprennandi	reiːprɛnantɪ
reis	reiːs
reisa	reiːsa
reisir	reiːsɪr
reisn	reistn̥
reist	reist
reistan	reistan
reistar	reistar
reisti	reistɪ
reistir	reistɪr
reistu	reistʏ
reistur	reistʏr
reisuleg	reiːsʏlɛɣ
reisulegt	reiːsʏlɛxt
reit	reiːt
reita	reiːta
reitatalningar	rɛːjtatʰalniŋkar
reiti	reiːtɪ
reitina	rɛːjtɪna
reitnum	reihtnʏm
reitt	reiht
reitur	reiːtʏr
reið	reiːð
reiða	reiːða
reiðanum	reiːðanʏm
reiðar	reiːðar
reiðari	reiːðarɪ
reiðarslag	reiːðarstlaːɣ
reiðast	reiːðast
reiðhjól	reiðçoul
reiðhjólavagnar	rɛjðçoulavaknar
reiðhjóli	reiðçoulɪ
reiðhjólinu	reiðçoulɪnʏ
reiði	reiːðɪ
reiðiköst	reiːðɪkœst
reiðilega	reiːðɪlɛɣa
reiðilegum	reiːðɪlɛɣʏm
reiðilestur	reiːðɪlɛstʏr
reiðileysi	reiːðɪleiːsɪ
reiðin	reiːðɪn
reiðingsgras	rɛːjðiŋkskraːs
reiðinnar	reiːðɪnar
reiðir	reiːðɪr
reiðiskjálfi	reiːðɪscaulvɪ
reiðmennsku	reiðmɛnskʏ
reiðskjóta	reiðscouta
reiðst	reiðst
reiðtygi	rɛjðtijɪ
reiðtúr	reiðtur
reiðu	reiːðʏ
reiðubúin	reiːðʏpuːɪn
reiðubúinn	reiːðʏpuːɪn
reiðubúið	reiːðʏpuːɪð
reiðubúna	reiːðʏpuːna
reiðubúnir	reiːðʏpuːnɪr
reiðufé	reiːðʏfjɛː
reiðum	reiːðʏm
reiður	reiːðʏr
rek	rɛːk
reka	rɛːka
rekald	rɛːkalt
rekandi	rɛːkantɪ
rekast	rɛːkast
reki	rɛːcɪ
rekin	rɛːcɪn
rekinn	rɛːcɪn
rekist	rɛːcɪst
rekið	rɛːcɪð
rekja	rɛːca
rekju	rɛhkjʏ
rekkju	rɛhcʏ
rekkjubúnaður	rɛhcʏpuːnaðʏr
rekkjunni	rɛhcʏnɪ
rekkjurnar	rɛhcʏtnar
reknar	rɛhknar
reknetasíld	rɛːknɛtasilt
reknir	rɛhknɪr
reknu	rɛhknʏ
rekst	rɛkst
rekstrar	rɛkstrar
rekstrarafkomunni	rɛkstrarafkʰɔmʏnɪ
rekstraraðila	rɛkstraraːðɪla
rekstraraðilar	rɛkstraraːðɪlar
rekstrareiningar	rɛkstrareiːniŋkar
rekstrareiningu	rɛkstrarɛːjniŋkʏ
rekstrarform	rɛkstrarfɔrm
rekstrarformi	rɛkstrarfɔrmɪ
rekstrarfræðingur	rɛkstrarfrajːðiŋkʏr
rekstrargjöld	rɛkstrarcœlt
rekstrargreinar	rɛkstrarkrɛːjnar
rekstrargrundvöll	rɛkstrarkrʏntvœtl̥
rekstrarins	rɛkstrarɪns
rekstrarkostnað	rɛkstrarkʰɔstnað
rekstrarkostnaðar	rɛkstrarkʰɔstnaðar
rekstrarkostnaði	rɛkstrarkʰɔstnaðɪ
rekstrarkostnaður	rɛkstrarkʰɔstnaðʏr
rekstrarleigusamningi	rɛkstrarlɛjɣʏsamniɲcɪ
rekstrarleyfi	rɛkstrarleiːvɪ
rekstrarleyfis	rɛkstrarlɛːjvɪs
rekstrarleyfishafa	rɛkstrarlɛjvɪshaːva
rekstrarnefnd	rɛkstrarnɛmt
rekstrarreikningi	rɛkstrareihkniɲcɪ
rekstrarreikningurinn	rɛkstrarɛjhkniŋkʏrɪn
rekstrarsamningur	rɛkstrar̥samniŋkʏr
rekstrarskilyrði	rɛkstrarscɪlɪrðɪ
rekstrarstjóra	rɛkstrar̥stjouːra
rekstrarstjóri	rɛkstrarstjouːrɪ
rekstrarstjórinn	rɛkstrarstjouːrɪn
rekstrartekjum	rɛkstrartɛːcʏm
rekstrartekjur	rɛkstrartɛːcʏr
rekstrarumhverfi	rɛkstrarʏmkʰvɛrvɪ
rekstrarupplýsingar	rɛkstrarʏhplisiŋkar
rekstraráætlun	rɛkstrarauːaihtlʏn
rekstri	rɛkstrɪ
rekstrinum	rɛkstrɪnʏm
rekstur	rɛkstʏr
reksturinn	rɛkstʏrɪn
reksturs	rɛkstʏr̥s
rektor	rɛxtɔr
rektorinn	rɛxtɔrɪn
rektors	rɛxtɔr̥s
rektorskjörs	rɛxtɔr̥scʰœr̥s
rektu	rɛxtʏ
rekum	rɛːkʏm
rekuna	rɛːkʏna
rekur	rɛːkʏr
rellu	rɛtlʏ
rembast	rɛmpast
rembdist	rɛmtɪst
rembingsþörf	rɛmpiŋsθœrv
rembist	rɛmpɪst
renata	rɛːnata
renault	rʏːnou
renaultbílsins	rɛːnoupilsɪns
rendur	rɛntʏr
renglulegur	reiŋklʏlɛːɣʏr
renna	rɛna
rennandi	rɛnantɪ
rennblaut	rɛnplœit
rennblautum	rɛnplœitʏm
rennblautur	rɛnplœitʏr
renndi	rɛntɪ
renndu	rɛntʏ
renndum	rɛntʏm
renni	rɛnɪ
rennibraut	rɛnɪprœjt
rennihurðunum	rɛnɪhʏrðɔnʏm
rennir	rɛnɪr
rennislétt	rɛnɪsljɛht
rennsli	rɛnstlɪ
rennslis	rɛnstlɪs
rennslétt	rɛnsljɛht
rennt	rɛn̥t
rennur	rɛnʏr
rentu	rɛn̥tʏ
repúblikana	rɛːpuplɪkana
repúblikanar	rɛːpuplɪkanar
reri	rɛːrɪ
reru	rɛːrʏ
restin	rɛstɪn
restina	rɛstɪna
restinni	rɛstɪnɪ
rettu	rɛhtʏ
rettuna	rɛhtʏna
rex	rɛks
reyfara	reiːvara
reyfið	rɛːjvɪð
reyk	reiːk
reykdal	reiːktal
reykelsi	reiːcɛlsɪ
reykfjallasósu	rɛːjkfjatlasouːsʏ
reykholt	reiːkhɔl̥t
reykholti	reiːkhɔl̥tɪ
reykholtsdal	reiːkhɔl̥tstaːl
reykholtskirkju	reiːkhɔl̥tscɪr̥cʏ
reykháfa	rɛːjkhauva
reykháfinn	reiːkhauvɪn
reykhólahrepps	rɛːjkhoular̥ɛhps
reykhólum	reiːkhoulʏm
reykhúsi	reiːkhusɪ
reykhúsinu	reiːkhusɪnʏ
reykhúsið	reiːkhusɪð
reyki	reiːcɪ
reykinga	reiːciŋka
reykingafólks	reiːciŋkafoulks
reykingamenn	reiːciŋkamɛn
reykingar	reiːciŋkar
reykingarfólk	rɛːjciŋkarfoul̥k
reykingarmenn	rɛːjciŋkarmɛn
reykingum	reiːciŋkʏm
reykinn	reiːcɪn
reykir	reiːcɪr
reykja	reiːca
reykjabyggð	rɛːjcapɪɣð
reykjadal	reiːkjataːl
reykjadalnum	rɛːjcatalnʏm
reykjadalslækur	rɛːjcatalstlajːkʏr
reykjagarðs	reiːcakarðs
reykjahlíð	reiːkjahliːð
reykjalundar	reiːcalʏntar
reykjalundi	reiːcalʏntɪ
reykjandi	reiːcantɪ
reykjanes	reiːkjanɛːs
reykjanesbraut	reiːcanɛsprœiːt
reykjanesbrautar	reiːcanɛsprœiːtar
reykjanesbrautina	reiːcanɛsprœiːtɪna
reykjanesbrautinni	reiːcanɛsprœiːtɪnɪ
reykjanesbæ	reiːkjanɛːspaiː
reykjanesbæjar	reiːkjanɛːspaiːjar
reykjanesbær	reiːkjanɛːspaiːr
reykjaneshrygg	reiːcanɛsr̥ɪk
reykjaneshöll	reiːcanɛshœtl̥
reykjanesi	reiːkjanɛːsɪ
reykjaness	reiːkjanɛːs
reykjanesskaga	reiːcanɛskaːɣa
reykjarmekki	reiːcarmɛhcɪ
reykjarmökkur	reiːkjamœhkʏr
reykjarslæðu	reiːkjaslaiːðʏ
reykjarvíkurborgar	rɛːjcarvikʏrpɔrkar
reykjaréttir	rɛːjcarjɛhtɪr
reykjasel	rɛːjcasɛːl
reykjavalla	reiːcavatla
reykjavík	reiːkjaviːk
reykjavíkur	reiːkjaviːkʏr
reykjavíkurakademían	reiːkjaviːkʏraːkatɛmian
reykjavíkurborg	reiːkjaviːkʏrpɔrk
reykjavíkurborgar	reiːkjaviːkʏrpɔrkar
reykjavíkurdeild	reiːcavikʏrteilt
reykjavíkurdeildar	reiːcavikʏrteiltar
reykjavíkurflugvallar	reiːcavikʏrflʏɣvatlar
reykjavíkurflugvelli	reiːcavikʏrflʏɣvɛtlɪ
reykjavíkurflugvöll	reiːcavikʏrflʏɣvœtl̥
reykjavíkurflugvöllur	reiːcavikʏrflʏɣvœtlʏr
reykjavíkurhafnar	reiːkjaviːkʏrhapnar
reykjavíkurhöfn	reiːkjaviːkʏrhœpn
reykjavíkurlistann	reiːcavikʏrlɪstan
reykjavíkurlistans	reiːcavikʏrlɪstans
reykjavíkurlistanum	reiːcavikʏrlɪstanʏm
reykjavíkurlistinn	reiːcavikʏrlɪstɪn
reykjavíkurmaraþoninu	rɛːjcavikʏrmaːraθɔnɪnʏ
reykjavíkurmeistaratitilinn	rɛːjcavikʏrmɛjstaratʰɪːtɪtlɪn
reykjavíkurprófastsdæma	reiːcavikʏrpʰrouːfastaiːma
reykjavíkurprófastsdæmi	reiːcavikʏrpʰrouːfastaiːmɪ
reykjavíkurrisarnir	rɛːjcavikʏrɪːsatnɪr
reykjavíkursvæðinu	reiːcavikʏrsvaiːðɪnʏ
reykjavíkurveg	reiːkjaviːkʏrvɛːɣ
reykjavíkurvegi	reiːkjaviːkʏrveiːjɪ
reykjavöllum	reiːcavœtlʏm
reykjum	reiːcʏm
reyklaus	reiːklœis
reyklausir	rɛːjkʰlœjsɪr
reykmökkinn	reiːkmœhkɪn
reyknum	reihknʏm
reyks	reiks
reyksalur	rɛːjksalʏr
reykskýi	reiːkscijɪ
reykskýið	reiːkskijɪð
reykstaður	rɛːjkstaðʏr
reykstofu	rɛːjkstɔvʏ
reykt	reixt
reykti	reixtɪ
reyktir	reixtɪr
reyktu	reixtʏ
reyktum	reixtʏm
reykur	reiːkʏr
reykurinn	reiːkʏrɪn
reykvíkinga	reiːkviciŋka
reykvíkingar	reiːkviciŋkar
reykvíkingum	reiːkviciŋkʏm
reykvíkingur	reiːkviciŋkʏr
reykárhreppi	reiːkaur̥ɛhpɪ
reyna	reiːna
reynast	reiːnast
reynd	reint
reynda	reinta
reyndar	reintar
reyndari	reintarɪ
reyndi	reintɪ
reyndin	reintɪn
reyndir	reintɪr
reyndist	reintɪst
reyndu	reintʏ
reyndum	reintʏm
reyndur	reintʏr
reyndust	reintʏst
reyndustu	reintʏstʏ
reyni	reiːnɪ
reynihlíð	reiːnɪhl̥iːð
reynir	reiːnɪr
reynis	reiːnɪs
reynisdóttir	reiːnɪstouhtɪr
reynisson	reiːnɪsɔːn
reynissonar	reiːnɪsɔːnar
reynist	reinɪst
reynisvatni	reiːnɪsvahtnɪ
reynitré	reiːnɪtrjɛ
reynsla	reinstla
reynslan	reinstlan
reynslu	reinstlʏ
reynslukennslu	rɛjnstlʏcʰɛnstlʏ
reynsluleysi	reinstlʏleiːsɪ
reynsluna	reinstlʏna
reynslunnar	reinstlʏnar
reynslunni	reinstlʏnɪ
reynslutímanum	rɛjnstlʏtʰiːmanʏm
reynst	reinst
reynt	rein̥t
reynum	reiːnʏm
reyr	reiːr
reyra	reiːra
reyrður	reirðʏr
reyta	reiːta
reytt	reiht
reytti	reihtɪ
reyðarfirði	reiːðarfɪrðɪ
reyðarfjarðar	reiːðarfjarðar
reyðarfjörð	reiːðarfjœrð
reyðarfjörður	rɛːjðarfjœrðʏr
reyðargerði	reiːðarcɛrðɪ
reyðarál	reiːðarauːl
reyðaráls	reiːðarauls
reyðfirðingar	reiðfɪrðiŋkar
reðursrætur	rɛːðʏrsrajːtʏr
ribbaldar	ripaltar
riddara	rɪtara
riddaraborg	rɪtarapɔrk
riddaramennska	rɪtaramɛnska
riddarar	rɪtarar
riddari	rɪtarɪ
riddarinn	rɪtarɪn
rifaði	rɪːvaðɪ
rifbein	rɪvpein
rifbeinin	rɪvpeinɪn
riffil	rɪfɪl
riffilinn	rɪfɪlɪn
riffillinn	rɪfɪtlɪn
riffla	rɪfla
rifflana	rɪflana
rifflar	rɪflar
riffli	rɪflɪ
rifflinum	rɪflɪnʏm
rifflum	rɪflʏm
rifi	rɪːvɪ
rifin	rɪːvɪn
rifinn	rɪːvɪn
rifist	rɪːvɪst
rifið	rɪːvɪð
rifja	rɪvja
rifjar	rɪvjar
rifjast	rɪvjast
rifjað	rɪvjað
rifjaðar	rɪvjaðar
rifjaði	rɪvjaðɪ
rifjaðir	rɪvjaðɪr
rifjaðist	rɪvjaðɪst
rifjum	rɪvjʏm
rifjuð	rɪvjʏð
rifjuðu	rɪvjʏðʏ
rifjuðum	rɪvjʏðʏm
rifjuðust	rɪvjʏðʏst
rifka	rɪfka
rifna	rɪpna
rifnar	rɪpnar
rifnað	rɪpnað
rifnaði	rɪpnaðɪ
rifnu	rɪpnʏ
rifnum	rɪpnʏm
rifrildi	rɪvrɪltɪ
rifrildinu	rɪvrɪltɪnʏ
rifrildið	rɪvrɪltɪð
rifsberjatrjánum	rɪfspɛrjatʰrjauːnʏm
rifsberjatré	rɪfspɛrjatrjɛː
rifsberjatrén	rɪfspɛrjatʰrjɛːn
rifshöfn	rɪfshœpn̥
rifta	rɪfta
riftún	rɪftun
rifu	rɪːvʏ
rifum	rɪːvʏm
rifumst	rɪːvʏmst
rifuna	rɪːvʏna
rifurnar	rɪːvʏtnar
riga	riːka
rigna	rɪkna
rigndi	rɪŋtɪ
rigning	rɪkniŋk
rigningar	rɪkniŋkar
rigningarbílnum	rɪkniŋkar̥pilnʏm
rigningarvatn	rɪkniŋkavahtn̥
rigningin	rɪkniɲcɪn
rigningu	rɪkniŋkʏ
rigningunni	rɪkniŋkʏnɪ
rignir	rɪknɪr
rignt	rɪŋ̊t
rigsar	rɪxsar
rigsaði	rɪksaðɪ
rikk	rɪhk
rikka	rɪhka
rikki	rɪhcɪ
rimaskóla	rɪːmaskouːla
rimini	riːmini
rimlagólf	rɪmlakoulv
rimlahlið	rɪmlal̥ɪːð
rimlana	rɪmlana
rimlanna	rɪmlana
rimlum	rɪmlʏm
rimlunum	rɪmlɔnʏm
rimmu	rɪmʏ
ringlaða	riŋklaða
ringlaðan	riŋklaðan
ringlaðir	riŋklaðɪr
ringluð	riːɲklʏð
ringulreið	riŋkʏlreiːð
ringulreiðinni	riŋkʏlreiːðɪnɪ
rio	riːou
ris	rɪːs
risa	rɪːsa
risaeðlugarðinum	rɪːsaɛðlʏkarðɪnʏm
risaeðlur	rɪːsaɛðlʏr
risaeðlurnar	rɪːsaɛðlʏtnar
risafrumna	rɪːsafrʏmna
risafrumuæðabólgu	rɪːsafrʏmʏajːðapoulkʏ
risafyrirtækinu	rɪːsafɪrɪrtʰaːjcɪnʏ
risaolíuskipa	rɪːsaɔːlijʏscɪpa
risasamrunanum	rɪːsasamrʏnanʏm
risaskjá	rɪːsascaːu
risastór	rɪːsastouːr
risastóra	rɪːsastouːra
risastóran	rɪːsastouːran
risastórar	rɪːsastouːrar
risastórir	rɪːsastouːrɪr
risastórt	rɪːsastour̥t
risastóru	rɪːsastouːrʏ
risastórum	rɪːsastouːrʏm
risatónleikar	rɪːsatʰounlɛjkar
risavaxin	rɪːsavaksɪn
risavaxinn	rɪːsavaksɪn
risavaxna	rɪːsavakstna
risavaxnir	rɪːsavakstnɪr
risavöxnum	rɪːsavœkstnʏm
risin	rɪːsɪn
risinn	rɪːsɪn
risið	rɪːsɪð
risk	rɪsk
rismikill	rɪsmɪcɪtl̥
risnukostnaður	rɪstnʏkʰɔstnaðʏr
rispa	rɪspa
rispað	rɪspað
rispaður	rɪspaðʏr
rispur	rɪspʏr
rissa	rɪsa
rista	rɪsta
ristahlífum	rɪstal̥iːvʏm
ristaða	rɪstaða
ristilinn	rɪstɪlɪn
ristina	rɪstɪna
ristinn	rɪstɪn
ristir	rɪstɪr
ristli	rɪstlɪ
ristu	rɪstʏ
ristuðu	rɪstʏðʏ
risu	rɪːsʏ
rit	rɪːt
rita	rɪːta
ritakostinum	rɪːtakʰɔstɪnʏm
ritar	rɪːtar
ritara	rɪːtara
ritarann	rɪːtaran
ritari	rɪːtarɪ
ritað	rɪːtað
ritaðar	rɪːtaðar
ritaði	rɪːtaðɪ
ritblý	rɪːtpli
ritdómendur	rɪːtoumɛntʏr
ritfær	rɪːtfair
ritgerð	rɪːtcɛrð
ritgerðarinnar	rɪːtcɛrðarɪnar
ritgerðasmíð	rɪːtcɛrðasmiːð
ritgerðaspurningum	rɪːtcɛrðaspʏrtniŋkʏm
ritgerðasveifina	rɪːtcɛrðasvɛːjvɪna
ritgerðin	rɪːtcɛrðɪn
ritgerðina	rɪːtcɛrðɪna
ritgerðinni	rɪːtcɛrðɪnɪ
ritgerðir	rɪːtcɛrðɪr
ritgerðirnar	rɪːtcɛrðɪtnar
ritgerðum	rɪːtcɛrðʏm
rithætti	rɪːthajhtɪ
rithöfund	rɪːthœvʏnt
rithöfunda	rɪːthœvʏnta
rithöfundafélag	rɪːthœvʏntafjɛːlaɣ
rithöfundafélagi	rɪːthœvʏntafjɛːlaijɪ
rithöfundar	rɪːthœvʏntar
rithöfundarins	rɪːthœvʏntarɪns
rithöfundaráðsins	rɪːthœvʏntarauðsɪns
rithöfundarþráin	rɪthœvʏntarθrauːɪn
rithöfundasamband	rɪːthœvʏntasampant
rithöfundasambandinu	rɪːthœvʏntasampantɪnʏ
rithöfundasambandið	rɪːthœvʏntasampantɪð
rithöfundaþingi	rɪːthœvʏntaθiɲcɪ
rithöfundi	rɪːthœvʏntɪ
rithöfundinn	rɪːthœvʏntɪn
rithöfundinum	rɪːthœvʏntɪnʏm
rithöfundum	rɪːthœvʏntʏm
rithöfundur	rɪːthœvʏntʏr
rithöfundurinn	rɪːthœvʏntʏrɪn
rithömlun	rɪːthœmlʏn
rithönd	rɪːthœnt
rithöndin	rɪːthœntɪn
rithöndinni	rɪthœntɪnɪ
riti	rɪːtɪ
ritinu	rɪːtɪnʏ
ritið	rɪːtɪð
ritmálsskrá	rɪːtmaulskrau
ritnefnd	rɪːtnɛmt
ritning	rɪhtniŋk
ritningargrein	rɪhtniŋkarkreiːn
ritningargreinar	rɪhtniŋkarkrɛːjnar
ritningarlestra	rɪhtniŋkarlɛstra
ritningarlestur	rɪhtniŋkarlɛstʏr
ritningin	rɪhtniɲcɪn
ritningu	rɪhtniŋkʏ
ritninguna	rɪhtniŋkʏna
ritningunni	rɪhtniŋkʏnɪ
ritraðir	rɪːtraðɪr
ritröð	rɪːtrœð
ritrýnt	rɪːtrin̥t
ritsafn	rɪːtsapn̥
ritsins	rɪːtsɪns
ritskoðun	rɪːtskɔðʏn
ritskýring	rɪːtsciriŋk
ritsmíðar	rɪːtsmiðar
ritstjóra	rɪːtstjoura
ritstjórann	rɪːtstjouran
ritstjóranna	rɪːtstjourana
ritstjóranum	rɪːtstjouranʏm
ritstjórar	rɪːtstjourar
ritstjórarnir	rɪːtstjouratnɪr
ritstjóri	rɪːtstjourɪ
ritstjórinn	rɪːtstjourɪn
ritstjórn	rɪːtstjourtn̥
ritstjórnar	rɪːtstjourtnar
ritstjórnargreininni	rɪːtstjourtnarkrɛjnɪnɪ
ritstjórnarinnar	rɪːtstjourtnarɪnar
ritstjórnarmeðlimir	rɪːtstjourtnarmɛðlɪmɪr
ritstjórnin	rɪːtstjourtnɪn
ritstjórnina	rɪːtstjourtnɪna
ritstol	rɪːtstɔl
ritstörf	rɪːtstœrv
ritstörfum	rɪːtstœrvʏm
ritstýra	rɪːtstira
ritstýrt	rɪːtstir̥t
ritstýrði	rɪːtstirðɪ
ritu	rɪːtʏ
ritum	rɪːtʏm
ritun	rɪːtʏn
ritunarbendilinn	rɪːtʏnapɛntɪlɪn
rituð	rɪːtʏð
rituðu	rɪːtʏðʏ
ritverk	rɪːtvɛr̥k
ritverkum	rɪːtvɛr̥kʏm
ritvinnslukerfin	rɪːtvɪnstlʏcʰɛrvɪ
ritvinnsluna	rɪːtvɪnstlʏna
ritvél	rɪːtvjɛl
ritvélina	rɪːtjɛlɪna
riðaði	rɪːðaðɪ
riðilinn	rɪːðɪtlɪn
riðill	rɪːðɪtl̥
riðils	rɪːðɪls
riðilsins	rɪːðɪlsɪns
riðið	rɪːðɪð
riðla	rɪðla
riðlakeppni	rɪðlacʰɛhpnɪ
riðlakeppninni	rɪðlacʰɛhpnɪnɪ
riðlast	rɪðlast
riðli	rɪðlɪ
riðlinum	rɪðlɪnʏm
riðlum	rɪðlʏm
riðsspenna	rɪðspɛna
riðu	rɪːðʏ
riðuhjörð	rɪːðʏçœrð
riðusmit	rɪːðʏsmɪt
rjóma	rjouːma
rjómabúið	rjouːmapuːɪð
rjómann	rjouːman
rjómanum	rjouːmanʏm
rjómaost	rjouːmaɔst
rjómaskyr	rjouːmascɪːr
rjómatoppur	rjouːmatʰɔhpʏr
rjómaís	rjouːmaiːs
rjómi	rjouːmɪ
rjótt	rjouht
rjóð	rjouːð
rjóða	rjouːða
rjóðar	rjouːðar
rjóðri	rjouðrɪ
rjóðrinu	rjouðrɪnʏ
rjóðrið	rjouðrɪð
rjúfa	rjuːa
rjúfi	rjuvɪ
rjúka	rjuːka
rjúkandi	rjuːkantɪ
rjúpa	rjuːpa
rjúpan	rjuːpan
rjúpnasoðinu	rjuhpnasɔːðɪnʏ
rjúpnaumræðurnar	rjuhpnaʏmrajðʏtnar
rjúpu	rjuːpʏ
rjúpur	rjuːpʏr
rkí	ɛrkauːiː
robba	rɔpa
rof	rɔːv
rofa	rɔːva
rofabarða	rɔːvaparða
rofanum	rɔːvanʏm
rofar	rɔvːar
rofaði	rɔːvaðɪ
rofin	rɔːvɪn
rofinn	rɔːvɪn
rofið	rɔːvɪð
rofnað	rɔpnað
rofnaði	rɔpnaðɪ
rogast	rɔːɣast
rogastans	rɔːɣastans
rogaðist	rɔːɣaðɪst
rogginn	rɔcɪn
rok	rɔːk
rokan	rɔːkan
roki	rɔːcɪ
rokin	rɔːcɪn
rokinn	rɔːcɪn
rokinu	rɔːcɪnʏ
rokið	rɔːcɪð
rokk	rɔhk
rokka	rɔhka
rokkar	rɔhkar
rokkara	rɔhkara
rokkbænum	rɔhkpajnʏm
rokki	rɔhcɪ
rokkinu	rɔhcɪnʏ
rokkið	rɔhcɪð
rokkland	rɔhklant
rokksins	rɔhksɪns
rokkstjarna	rɔhkstjatna
rokksveit	rɔhksveit
rokktónlist	rɔhktounlɪst
rokna	rɔhkna
rokur	rɔːkʏr
rolla	rɔtla
rollu	rɔtlʏ
rollur	rɔtlʏr
rollurnar	rɔtlʏtnar
roluleg	rɔːlʏlɛɣ
romm	rɔm
rommdrykkju	rɔmtrɪhcʏ
rommi	rɔmɪ
ropa	rɔːpa
ropaði	rɔːpaðɪ
rosa	rɔːsa
rosaflott	rɔːsaflɔht
rosaflottan	rɔːsaflɔhtan
rosaleg	rɔːsalɛɣ
rosalega	rɔːsalɛɣa
rosalegan	rɔːsalɛɣan
rosalegt	rɔːsalɛxt
rosalegum	rɔːsalɛːɣʏm
rosalegur	rɔːsalɛɣʏr
rosamjúkt	rɔːsamjuxt
roskin	rɔscɪn
roskna	rɔskna
rostann	rɔstan
rostungar	rɔstuŋkar
rota	rɔːta
rotaðist	rɔːtaðɪst
rotinu	rɔːtɪnʏ
rotna	rɔhtna
rotnandi	rɔhtnantɪ
rotnun	rɔhtnʏn
rotta	rɔhta
rottagöngurnar	rɔhtakœjŋkʏrtnar
rotterdam	rɔhtɛrtam
rottu	rɔhtʏ
rottuher	rɔhtʏhɛːr
rottuhund	rɔhtʏhʏnt
rottum	rɔhtʏm
rottunum	rɔhtɔnʏm
rottur	rɔhtʏm
rotturnar	rɔhtʏtnar
rottusönginn	rɔhtʏsœjɲcɪn
rotvarin	rɔːtvarɪn
roð	rɔːð
roðann	rɔːðan
roðanum	rɔːðanʏm
roðar	rɔːðar
roði	rɔːðɪ
roðinn	rɔːðɪn
roðinu	rɔːðɪnʏ
roðið	rɔːðɪð
roðna	rɔðna
roðnaði	rɔðnaðɪ
ruddalega	rʏtalɛɣa
ruddalegustu	rʏtalɛɣʏstʏ
ruddi	rʏtɪ
ruddu	rʏtʏ
rufu	rʏːvʏ
rugga	rʏka
ruggar	rʏkar
ruggaði	rʏkaðɪ
ruggustól	rʏkʏstouːl
ruggustólinn	rʏkʏstouːlɪn
rugl	rʏkl̥
rugla	rʏkla
ruglar	rʏklar
ruglarinn	rʏklarɪn
ruglast	rʏklast
ruglað	rʏklað
ruglaðist	rʏklaðɪst
ruglaður	rʏklaðʏr
rugli	rʏklɪ
ruglingslegar	rʏkliŋstlɛɣar
ruglingslegt	rʏkliŋstlɛxt
ruglinu	rʏklɪnʏ
ruglið	rʏklɪð
rugluð	rʏklʏð
rukka	rʏhka
ruku	rʏːkʏ
rulla	rʏtla
rullu	rʏtlʏ
rum	rʏːm
rumdi	rʏmtɪ
rumska	rʏmska
rumskaði	rʏmskaðɪ
runka	ruŋ̊ka
runna	rʏna
runnalendi	rʏnalɛntɪ
runnana	rʏnana
runnann	rʏnan
runnanum	rʏnanʏm
runnar	rʏnar
runnaþykkni	rʏnaθɪhknɪ
runni	rʏnɪ
runnin	rʏnɪn
runninn	rʏnɪn
runnið	rʏnɪð
runnu	rʏnʏ
runnum	rʏnʏm
runnunum	rʏnɔnʏm
runu	rʏːnʏ
runólfs	rʏːnouls
runólfsdóttir	rʏːnoulstouhtʏr
runólfsdóttur	rʏːnoulstouhtʏr
runólfsson	rʏːnoulsɔːn
runólfssonar	rʏːnoulsɔːnar
runólfur	rʏːnoulvʏr
rupl	rʏhpl
rusl	rʏstl̥
ruslafötuna	rʏstlafœːtʏna
ruslakarfan	rʏstlakʰarvan
ruslakarl	rʏstlakʰatl̥
ruslakörfuna	rʏstlakʰœrvʏna
ruslakörfunnar	rʏstlakʰœrvʏnar
rusli	rʏstlɪ
ruslinu	rʏstlɪnʏ
ruslið	rʏstlɪð
ruslpósti	rʏstlpʰoustɪ
rut	rʏːt
rutar	rʏːtar
ruth	rʏːt
rutt	rʏht
ruðningur	rʏðniŋkʏr
ruðst	rʏðst
ryk	rɪːk
rykfrakkanum	rɪːkfrahkanʏm
rykföllnum	rɪːkfœtl̥nʏm
ryki	rɪːcɪ
rykinu	rɪːcɪnʏ
rykið	rɪːcɪð
rykk	rɪhk
rykkir	rɪhcɪr
rykkja	rɪhca
rykkjum	rɪhcʏm
rykkorn	rɪːkɔtn̥
rykktist	rɪxtɪst
rykktu	rɪxtʏ
ryksogi	rɪːksɔjɪ
ryksuga	rɪksʏɣa
ryksugan	rɪːksʏɣan
ryksugu	rɪksʏɣʏ
ryksuguhaus	rɪːksʏɣʏhœis
ryksuguna	rɪksʏɣʏna
ryksveppi	rɪːksvɛhpɪ
rykug	rɪːkʏɣ
rykugum	rɪːkʏɣʏm
rymjanda	rɪmjanta
rymjandi	rɪmjantɪ
rymur	rɪːmʏr
