ۋە	wˈæ
قوشۇنىنىڭ	qˌoʃunˈɪnɪŋ
قويۇشنى	qojˈuʃnɪ
قىزغا	qˈɪzʁɑ
قىزىنى	qɪzˈɪnɪ
قىلىشىمىز	qˌɪlɪʃˈɪmɪz
قىلىنمىغان	qˌɪlɪnmˈɪʁɑn
قىلىنىشقا	qˌɪlɪnˈɪʃqɑ
قىلىپتۇ	qɪlˈɪptu
قىپتۇ	qˈɪptu
قۇتادغۇبىلىك	qˌutɑdʁubˈɪlɪk
قۇر	qˈur
قۇرغۇچىسى	qˌurʁut͡ʃˈɪsɪ
قۇرۇلمىسىنى	qˌuɾulmɪsˈɪnɪ
قۇللۇق	qˈulluq
قۇيىدۇ	qujˈɪdu
قەبرە	qˈæbræ
كالىفورنىيە	kˌɑlɪfornˈɪjæ
كامال	kˈɑmɑl
كامالەتكە	kˌɑmɑlˈætkæ
كىرگۈزۈپ	kɪrɡˈyzyp
كىلاسسىك	kɪlˈɑssɪk
كىلوگرام	kɪlˈoɡrɑm
كىچىككىنە	kˌɪt͡ʃɪkkˈɪnæ
كىگىز	kˈɪɡɪz
كۆتۈرىدۇ	kˌœtyɾˈɪdu
كۆرۈنىدۇ	kˌœɾynˈɪdu
كۆزىنى	kœzˈɪnɪ
كۆلەملىك	kœlˈæmlɪk
كۈتۈپ	kˈytyp
كۈز	kˈyz
كۈلۈپ	kˈylyp
كۈچىنىڭ	kyt͡ʃˈɪnɪŋ
كېرىيە	keɾˈɪjæ
كېسىلىنى	kˌesɪlˈɪnɪ
كەسىپنى	kæsˈɪpnɪ
كەلسە	kˈælsæ
لوپ	lˈop
لىپەك	lˈɪpæk
لېكسىيە	leksˈɪjæ
م	m
ماددىلار	mɑddˈɪlɑr
مارشى	mˈɑrʃɪ
ماھىيەتتە	mˌɑhɪjˈættæ
موڭغۇلىيە	mˌoŋʁulˈɪjæ
مىنىستىرى	mˌɪnɪstˈɪɾɪ
مىڭلىغان	mɪŋlˈɪʁɑn
مەجبۇرىيىتى	mˌæd͡ʒbuɾɪjˈɪtɪ
مەجبۇرىيىتىنى	mˌæd͡ʒbuɾˌɪjɪtˈɪnɪ
مەرىپەت	mæɾˈɪpæt
مەسخىرە	mæsχˈɪɾæ
مەسىلىسىدە	mˌæsɪlɪsˈɪdæ
مەسىلىنىڭ	mˌæsɪlˈɪnɪŋ
مەشرەپكە	mæʃrˈæpkæ
مەقسىدى	mæqsˈɪdɪ
مەكتەپلەرنى	mˌæktæplˈærnɪ
مەمۇرى	mæmˈuɾɪ
مەنىدىن	mænˈɪdɪn
مەنىسىدىكى	mˌænɪsɪdˈɪkɪ
مەڭگۈلۈك	mæŋɡˈylyk
مەھكىمە	mæhkˈɪmæ
مەھكۇم	mˈæhkum
ناھىيىسىدە	nˌɑhɪjɪsˈɪdæ
ناھىيىنىڭ	nˌɑhɪjˈɪnɪŋ
نىشانغا	nɪʃˈɑnʁɑ
نۇسخا	nˈusχɑ
نەزىر	nˈæzɪr
نەقىل	nˈæqɪl
ياد	jˈɑd
ياردەمچىسى	jˌɑrdæmt͡ʃˈɪsɪ
يازدى	jˈɑzdɪ
ياسايدۇ	jɑsˈɑjdu
يالىڭاچ	jɑlˈɪŋɑt͡ʃ
يىغىنغا	jɪʁˈɪnʁɑ
يىلنى	jˈɪlnɪ
يۇسۇف	jˈusuf
يۇقۇملۇق	juqˈumluq
يۈزىدىكى	jˌyzɪdˈɪkɪ
يۈزىدە	jyzˈɪdæ
يۈزىنى	jyzˈɪnɪ
يېتىم	jˈetɪm
يېرىمىنى	jˌeɾɪmˈɪnɪ
يېزىشقا	jezˈɪʃqɑ
يېشى	jˈeʃɪ
يېقىملىق	jeqˈɪmlɪq
يەتكۈزىدىغان	jˌætkyzɪdˈɪʁɑn
يەل	jˈæl
پارلاق	pˈɑrlɑq
پورتى	pˈortɪ
پۇلغا	pˈulʁɑ
پۇلنىڭ	pˈulnɪŋ
پەتىۋا	pætˈɪwɑ
پەرقلىنىپ	pærqlˈɪnɪp
پەنلىرى	pænlˈɪɾɪ
چاشقان	t͡ʃˈɑʃqɑn
چاقىرىق	t͡ʃɑqˈɪɾɪq
چوشقا	t͡ʃˈoʃqɑ
چەمبەر	t͡ʃˈæmbær
گېپى	ɡˈepɪ
ھادىسىسى	hˌɑdɪsˈɪsɪ
ھالبۇكى	hɑlbˈukɪ
ھالىتىگە	hˌɑlɪtˈɪɡæ
ھونلارنىڭ	honlˈɑrnɪŋ
ھىجرى	hˈɪd͡ʒrɪ
ھۆكۈمىتىگە	hˌœkymɪtˈɪɡæ
ھۈجەيرە	hyd͡ʒˈæjræ
ھەدىسنى	hædˈɪsnɪ
ھەرىكىتىنىڭ	hˌæɾɪkɪtˈɪnɪŋ
ھەقتىكى	hæqtˈɪkɪ
ھەققىنى	hæqqˈɪnɪ
ھەمكارلىشىپ	hˌæmkɑrlˈɪʃɪp
ھەممىسىنىڭ	hˌæmmɪsˈɪnɪŋ
ھەيۋەتلىك	hæjwˈætlɪk
ھەپتىدە	hæptˈɪdæ
ۋاستە	wˈɑstæ
ۋايىغا	wɑjˈɪʁɑ
ۋەزىيەت	wæzˈɪjæt
ۋەزىپىلەرنى	wˌæzɪpɪlˈærnɪ
ئابلاجان	ɑblˈɑd͡ʒɑn
ئاخىرلاشتى	ˌɑχɪrlˈɑʃtɪ
ئاراللىرى	ˌɑɾɑllˈɪɾɪ
ئارقىسىدا	ˌɑrqɪsˈɪdɑ
ئارىلىقىدا	ˌɑɾɪlɪqˈɪdɑ
ئاسسىمىلياتسىيە	ˌɑssɪmˌɪljɑtsˈɪjæ
ئالامەتلەر	ˌɑlɑmˈætlær
ئاللىبۇرۇن	ˌɑllɪbˈuɾun
ئامبال	ˈɑmbɑl
ئاياللىرىنىڭ	ˌɑjɑllɪɾˈɪnɪŋ
ئاچتى	ˈɑt͡ʃtɪ
ئاڭلىق	ˈɑŋlɪq
ئوبرازىنى	ˌobrɑzˈɪnɪ
ئورتا	ˈortɑ
ئورگىنىغا	ˌorɡɪnˈɪʁɑ
ئوقۇغۇچىنىڭ	ˌoquʁut͡ʃˈɪnɪŋ
ئوينىلىدۇ	ˌojnɪlˈɪdu
ئوۋچىلىق	owt͡ʃˈɪlɪq
ئىتتىپاقداش	ˌɪttɪpˈɑqdɑʃ
ئىجارىگە	ˌɪd͡ʒɑɾˈɪɡæ
ئىدىقۇت	ɪdˈɪqut
ئىزدىنىش	ɪzdˈɪnɪʃ
ئىسىمنى	ɪsˈɪmnɪ
ئىشلاردىن	ɪʃlˈɑrdɪn
ئىشلىتىپ	ɪʃlˈɪtɪp
ئىشلەشكە	ɪʃlˈæʃkæ
ئىشىنىدۇ	ˌɪʃɪnˈɪdu
ئىنقىلابىي	ˌɪnqɪlˈɑbɪj
ئىنىمىز	ɪnˈɪmɪz
ئىپادىسى	ˌɪpɑdˈɪsɪ
ئىچكىرىدە	ˌɪt͡ʃkɪɾˈɪdæ
ئىگىسىنىڭ	ˌɪɡɪsˈɪnɪŋ
ئۆتكەندە	œtkˈændæ
ئۆتىمەن	œtˈɪmæn
ئۆزگەرتىپ	œzɡˈærtɪp
ئۆزگەرگەن	œzɡˈærɡæn
ئۆستەڭ	ˈœstæŋ
ئۆسۈملۈكنىڭ	ˌœsymlˈyknɪŋ
ئۆلكىسى	œlkˈɪsɪ
ئۆيىنى	œjˈɪnɪ
ئۇرخۇن	ˈurχun
ئۇرۇشنى	uɾˈuʃnɪ
ئۇزۇنلۇق	uzˈunluq
ئۇيغۇردىن	ujʁˈurdɪn
ئۇيغۇرلاردىكى	ˌujʁurlɑrdˈɪkɪ
ئۇيغۇرلارمۇ	ˌujʁurlˈɑrmu
ئۇچ	ˈut͡ʃ
ئۈزى	ˈyzɪ
ئېتىبارەن	ˌetɪbˈɑɾæn
ئېرۇر	ˈeɾur
ئېلىندى	elˈɪndɪ
ئېلېكترونلۇق	ˌelektrˈonluq
ئېيتتى	ˈejttɪ
ئېيتىش	ˈejtɪʃ
ئەخمەق	ˈæχmæq
ئەدلىيە	ædlˈɪjæ
ئەرلەرنىڭ	ærlˈærnɪŋ
ئەرلەرگە	ærlˈærɡæ
ئەرەبلەر	æɾˈæblær
ئەسكەرتىش	æskˈærtɪʃ
ئەمەلىيەتكە	ˌæmælɪjˈætkæ
ئەنقەرە	ænqˈæɾæ
ئەھۋاللارنى	ˌæhwɑllˈɑrnɪ
باستۇرۇپ	bɑstˈuɾup
باشقارمىسى	bˌɑʃqɑrmˈɪsɪ
باشقۇرۇشىدا	bˌɑʃquɾuʃˈɪdɑ
باشلاندى	bɑʃlˈɑndɪ
باقايلى	bɑqˈɑjlɪ
بولىسىز	bolˈɪsɪz
بىرۇنى	bɪɾˈunɪ
بىلىشكە	bɪlˈɪʃkæ
بىلەتتى	bɪlˈættɪ
بۆرە	bˈœɾæ
بۆلىكى	bœlˈɪkɪ
بۈگۈنگىچە	bˌyɡynɡˈɪt͡ʃæ
بېشىدىكى	bˌeʃɪdˈɪkɪ
بېيجىڭدا	bejd͡ʒˈɪŋdɑ
بېيجىڭغا	bejd͡ʒˈɪŋʁɑ
بەدەل	bˈædæl
بەرمىگەن	bærmˈɪɡæn
بەكلا	bˈæklɑ
بەلباغ	bˈælbɑʁ
تارتىپلا	tɑrtˈɪplɑ
تارماقلىرى	tˌɑrmɑqlˈɪɾɪ
تارىختىكى	tˌɑɾɪχtˈɪkɪ
تارىخىنىڭ	tˌɑɾɪχˈɪnɪŋ
تازا	tˈɑzɑ
تاشيوللىرى	tˌɑʃjollˈɪɾɪ
تاشيولىنىڭ	tˌɑʃjolˈɪnɪŋ
تالانتى	tɑlˈɑntɪ
تاپالماي	tɑpˈɑlmɑj
توختامنى	toχtˈɑmnɪ
توپا	tˈopɑ
توپلاش	tˈoplɑʃ
توپلانغان	toplˈɑnʁɑn
توپىغا	topˈɪʁɑ
تىجارىتى	tˌɪd͡ʒɑɾˈɪtɪ
تىرىشقان	tɪɾˈɪʃqɑn
تىللارغا	tɪllˈɑrʁɑ
تىپلىق	tˈɪplɪq
تۆتىنچى	tœtˈɪnt͡ʃɪ
تۈركىيەگە	tˌyrkɪjˈæɡæ
تۈمەن	tˈymæn
تۈگەپ	tˈyɡæp
تېلېۋىزور	tˌelewˈɪzor
تەتقىقاتىغا	tˌætqɪqɑtˈɪʁɑ
تەرىقىسىدە	tˌæɾɪqɪsˈɪdæ
تەۋەسىدىن	tˌæwæsˈɪdɪn
جانلىقلار	d͡ʒɑnlˈɪqlɑr
جىلد	d͡ʒˈɪld
خاسىيەتلىك	χˌɑsɪjˈætlɪk
خالىغانچە	χˌɑlɪʁˈɑnt͡ʃæ
خاڭگۇڭ	χˈɑŋɡuŋ
خىتايغا	χɪtˈɑjʁɑ
خىراجىتى	χˌɪɾɑd͡ʒˈɪtɪ
خىزمەتچى	χɪzmˈætt͡ʃɪ
خىلدىن	χˈɪldɪn
خىلى	χˈɪlɪ
خەتنى	χˈætnɪ
خەلقئارادا	χˌælqɑɾˈɑdɑ
خەلىقنىڭ	χælˈɪqnɪŋ
خەنسۇلار	χænsˈulɑr
خەۋپ	χˈæwp
دادىسىدىن	dˌɑdɪsˈɪdɪn
دانا	dˈɑnɑ
دوتەي	dˈotæj
دىلمۇرات	dɪlmˈuɾɑt
دىپلوماتىيە	dˌɪplomɑtˈɪjæ
دېمەكچى	demˈækt͡ʃɪ
دېگىنىمىز	dˌeɡɪnˈɪmɪz
دەرىجىدىكى	dˌæɾɪd͡ʒɪdˈɪkɪ
رايونىدىكى	rˌɑjonɪdˈɪkɪ
راھەت	rˈɑhæt
روياپقا	rojˈɑpqɑ
رىقابەت	rɪqˈɑbæt
رۇمى	rˈumɪ
زامانىدا	zˌɑmɑnˈɪdɑ
زوراۋانلىق	zˌoɾɑwˈɑnlɪq
زىت	zˈɪt
زېمىنى	zemˈɪnɪ
سالاھىيىتىگە	sˌɑlɑhˌɪjɪtˈɪɡæ
سالماقنى	sɑlmˈɑqnɪ
سانائىتىدىن	sˌɑnɑɪtˈɪdɪn
ساندا	sˈɑndɑ
سانىنى	sɑnˈɪnɪ
سورايمەن	soɾˈɑjmæn
سىرتتىن	sˈɪrttɪn
سىزدىن	sˈɪzdɪn
سىنا	sˈɪnɑ
سىناش	sˈɪnɑʃ
سىنىڭ	sˈɪnɪŋ
سىياسىتىنى	sˌɪjɑsɪtˈɪnɪ
سىياسىتىنىڭ	sˌɪjɑsɪtˈɪnɪŋ
سۆزلۈك	sˈœzlyk
سۇغۇرتا	suʁˈurtɑ
سۇڭپىياز	suŋpˈɪjɑz
سۈرئەتتە	syɾˈættæ
سۈرۈك	sˈyɾyk
سەلبىي	sˈælbɪj
سەۋەپلىك	sæwˈæplɪk
شاگىرتى	ʃɑɡˈɪrtɪ
شاھى	ʃˈɑhɪ
شىركەتلىرى	ʃˌɪrkætlˈɪɾɪ
شىمالدىكى	ʃˌɪmɑldˈɪkɪ
شىمالدىن	ʃɪmˈɑldɪn
شىمالىغا	ʃˌɪmɑlˈɪʁɑ
شۇغۇللىنىدۇ	ʃˌuʁullɪnˈɪdu
شۇلارنىڭ	ʃulˈɑrnɪŋ
شېڭ	ʃˈeŋ
شەھرىنىڭ	ʃæhrˈɪnɪŋ
غايىسى	ʁɑjˈɪsɪ
غۇلجىدىكى	ʁˌuld͡ʒɪdˈɪkɪ
فونېتىكىلىق	fˌonetɪkˈɪlɪq
فىرانسىيە	fˌɪɾɑnsˈɪjæ
قابىلىيىتى	qˌɑbɪlɪjˈɪtɪ
قاتكۆك	qˈɑtkœk
قارارىغا	qˌɑɾɑɾˈɪʁɑ
قاراشەھەر	qˌɑɾɑʃˈæhær
قالاتتى	qɑlˈɑttɪ
قالايمىقان	qˌɑlɑjmˈɪqɑn
قالغاندا	qɑlʁˈɑndɑ
قايتىش	qˈɑjtɪʃ
قاھىرە	qɑhˈɪɾæ
قولدا	qˈoldɑ
قوللىنىدىغان	qˌollɪnɪdˈɪʁɑn
قوماندانلىق	qˌomɑndˈɑnlɪq
قىل	qˈɪl
قىلسىڭىز	qɪlsˈɪŋɪz
قىلغانلار	qɪlʁˈɑnlɑr
قىلمىشى	qɪlmˈɪʃɪ
قىلىشىدۇ	qˌɪlɪʃˈɪdu
قىممەتكە	qɪmmˈætkæ
قۇتقۇزۇش	qutqˈuzuʃ
قۇرئاننى	quɾˈɑnnɪ
قېرىنداشلارنىڭ	qˌeɾɪndɑʃlˈɑrnɪŋ
قېنى	qˈenɪ
قەيسەر	qˈæjsær
كان	kˈɑn
كاپالەتكە	kˌɑpɑlˈætkæ
كورلا	kˈorlɑ
كوممۇنىستىك	kˌommunˈɪstɪk
كىتابتىكى	kˌɪtɑbtˈɪkɪ
كۆرىسىز	kœɾˈɪsɪz
كۆزلىگەن	kœzlˈɪɡæn
كۇچا	kˈut͡ʃɑ
كۈنلەر	kˈynlær
كېتىۋاتقان	kˌetɪwˈɑtqɑn
كېتەتتى	ketˈættɪ
كېرەكلىك	keɾˈæklɪk
كېرەكلىكى	kˌeɾæklˈɪkɪ
كېلىشىم	kelˈɪʃɪm
كېيىنلا	kejˈɪnlɑ
كەبىسە	kæbˈɪsæ
كەلىمىسى	kˌælɪmˈɪsɪ
كەلگۈسىگە	kˌælɡysˈɪɡæ
كەچلىك	kˈæt͡ʃlɪk
كەچۈرگەن	kæt͡ʃˈyrɡæn
لوپنۇر	lˈopnur
لۇت	lˈut
ماتېماتىكىلىق	mˌɑtemˌɑtɪkˈɪlɪq
ماددى	mˈɑddɪ
ماددىسىدىكى	mˌɑddɪsɪdˈɪkɪ
ماقالىدا	mˌɑqɑlˈɪdɑ
ماقۇل	mˈɑqul
مانى	mˈɑnɪ
ماڭغاندا	mɑŋʁˈɑndɑ
ماگنىت	mˈɑɡnɪt
مىقداردىكى	mˌɪqdɑrdˈɪkɪ
مىلادىنىڭ	mˌɪlɑdˈɪnɪŋ
مىڭغا	mˈɪŋʁɑ
مۇستەقىللىقىنى	mˌustæqˌɪllɪqˈɪnɪ
مۇنار	mˈunɑr
مۇنبەت	mˈunbæt
مۇنتىزىم	muntˈɪzɪm
مۇھاپىزەت	mˌuhɑpˈɪzæt
مېتر	mˈetr
مېيىپلەر	mejˈɪplær
مېھرى	mˈehrɪ
مېۋىسى	mewˈɪsɪ
مەدىنىدە	mˌædɪnˈɪdæ
مەركىزىدە	mˌærkɪzˈɪdæ
مەركىزىگە	mˌærkɪzˈɪɡæ
مەسئۇلىيىتى	mˌæsulɪjˈɪtɪ
مەقسەتلىك	mæqsˈætlɪk
مەلۇماتقا	mˌælumˈɑtqɑ
مەندەك	mˈændæk
مەنىدىكى	mˌænɪdˈɪkɪ
مەيدانىدا	mˌæjdɑnˈɪdɑ
مەۋجۇتلۇقىنى	mˌæwd͡ʒutluqˈɪnɪ
مەۋھۇم	mˈæwhum
نامرات	nˈɑmrɑt
ناملىرى	nɑmlˈɪɾɪ
نېمىنى	nemˈɪnɪ
نەزەردىن	næzˈærdɪn
نەسلىدىن	næslˈɪdɪn
نەقىش	nˈæqɪʃ
نەقەدەر	næqˈædær
نەپىس	nˈæpɪs
نەۋائىينىڭ	nˌæwɑˈɪjnɪŋ
نەۋرىسى	næwrˈɪsɪ
يارقىن	jˈɑrqɪn
يازغۇچىلىرى	jˌɑzʁut͡ʃɪlˈɪɾɪ
يازلىق	jˈɑzlɪq
ياشانغان	jɑʃˈɑnʁɑn
ياشنىڭ	jˈɑʃnɪŋ
يولباشلاش	jolbˈɑʃlɑʃ
يوللىرىنى	jˌollɪɾˈɪnɪ
يوللۇق	jˈolluq
يۇنان	jˈunɑn
يۈزلەنگەن	jyzlˈænɡæn
يۈك	jˈyk
يۈەندىن	jyˈændɪn
يېتىشتۈرۈش	jˌetɪʃtˈyɾyʃ
يېتەكچى	jetˈækt͡ʃɪ
يېزىقتا	jezˈɪqtɑ
يەكۈن	jˈækyn
پائالىيەتلەر	pˌɑɑlɪjˈætlær
پارىسچە	pɑɾˈɪst͡ʃæ
پاك	pˈɑk
پايتەخت	pˈɑjtæχt
پروگراممىلىق	prˌoɡrɑmmˈɪlɪq
پىكرىنى	pɪkrˈɪnɪ
پىلانىنى	pˌɪlɑnˈɪnɪ
پىچاق	pˈɪt͡ʃɑq
پۇتىن	pˈutɪn
پۇرسەتتىن	pursˈættɪn
پەرقلىنىدۇ	pˌærqlɪnˈɪdu
چاناق	t͡ʃˈɑnɑq
چىداملىق	t͡ʃɪdˈɑmlɪq
چىرا	t͡ʃˈɪɾɑ
چىراغ	t͡ʃˈɪɾɑʁ
چىقىرىدىغان	t͡ʃˌɪqɪɾɪdˈɪʁɑn
چىقىشىغا	t͡ʃˌɪqɪʃˈɪʁɑ
چىڭگىزخان	t͡ʃɪŋɡˈɪzχɑn
چۆچەك	t͡ʃˈœt͡ʃæk
چېپىپ	t͡ʃˈepɪp
چەتئەلگە	t͡ʃætˈælɡæ
گومىنداڭ	ɡomˈɪndɑŋ
گىلەم	ɡˈɪlæm
گۈلخان	ɡˈylχɑn
گۈللىنىش	ɡyllˈɪnɪʃ
گەندى	ɡˈændɪ
گەنسۇ	ɡˈænsu
ھاجىتى	hɑd͡ʒˈɪtɪ
ھالقىلىق	hɑlqˈɪlɪq
ھاياتنى	hɑjˈɑtnɪ
ھورمۇن	hˈormun
ھوقۇقنى	hoqˈuqnɪ
ھىندىستاندا	hˌɪndɪstˈɑndɑ
ھۇجۇمغا	hud͡ʒˈumʁɑ
ھېسابات	hesˈɑbɑt
ھە	hˈæ
ھەجىملىك	hæd͡ʒˈɪmlɪk
ھەمراھى	hæmrˈɑhɪ
ھەممىمىزگە	hˌæmmɪmˈɪzɡæ
ھەيدەش	hˈæjdæʃ
ۋاپاتىدىن	wˌɑpɑtˈɪdɪn
ۋىرۇس	wˈɪɾus
ۋەزىپىگە	wˌæzɪpˈɪɡæ
II	ˈɪɪ
ئاتالغۇسى	ˌɑtɑlʁˈusɪ
ئاتىلىپ	ɑtˈɪlɪp
ئادەتكە	ɑdˈætkæ
ئارزۇسىنى	ˌɑrzusˈɪnɪ
ئارۇز	ˈɑɾuz
ئاساسىدىكى	ˌɑsɑsɪdˈɪkɪ
ئاساسىغا	ˌɑsɑsˈɪʁɑ
ئافرىقىدىكى	ˌɑfrɪqɪdˈɪkɪ
ئالدىم	ˈɑldɪm
ئالماشتۇرۇپ	ˌɑlmɑʃtˈuɾup
ئالەمشۇمۇل	ˌɑlæmʃˈumul
ئاممىۋىي	ɑmmˈɪwɪj
ئامىللارنى	ˌɑmɪllˈɑrnɪ
ئانىلار	ɑnˈɪlɑr
ئاياق	ˈɑjɑq
ئايەتلەر	ɑjˈætlær
ئاپىرىپ	ɑpˈɪɾɪp
ئاڭلايدىغان	ˌɑŋlɑjdˈɪʁɑn
ئاھالىسىنىڭ	ˌɑhɑlɪsˈɪnɪŋ
ئاھالىنىڭ	ˌɑhɑlˈɪnɪŋ
ئوخشاشمىغان	ˌoχʃɑʃmˈɪʁɑn
ئورۇنلار	oɾˈunlɑr
ئورۇنلاشقان	ˌoɾunlˈɑʃqɑn
ئوغۇللار	oʁˈullɑr
ئوقۇغۇچىلاردىن	ˌoquʁˌut͡ʃɪlˈɑrdɪn
ئوقۇغۇچىلىرى	ˌoquʁˌut͡ʃɪlˈɪɾɪ
ئويلىنىپ	ojlˈɪnɪp
ئىتتىپاقىغا	ˌɪttɪpɑqˈɪʁɑ
ئىزدەڭ	ˈɪzdæŋ
ئىسىملار	ɪsˈɪmlɑr
ئىشخانىسى	ˌɪʃχɑnˈɪsɪ
ئىشلەۋاتقان	ˌɪʃlæwˈɑtqɑn
ئىشىغا	ɪʃˈɪʁɑ
ئىككىدىن	ɪkkˈɪdɪn
ئىمكانىيەت	ˌɪmkɑnˈɪjæt
ئىنسانغا	ɪnsˈɑnʁɑ
ئىنىسى	ɪnˈɪsɪ
ئىپادىلەنگەن	ˌɪpɑdɪlˈænɡæn
ئىپادىلەپ	ˌɪpɑdˈɪlæp
ئىچكىرى	ɪt͡ʃkˈɪɾɪ
ئىچىنى	ɪt͡ʃˈɪnɪ
ئىگىلىكىنى	ˌɪɡɪlɪkˈɪnɪ
ئىگەللەيدۇ	ˌɪɡællˈæjdu
ئۆتكۈزىدۇ	ˌœtkyzˈɪdu
ئۆتمەيلا	œtmˈæjlɑ
ئۆردەك	ˈœrdæk
ئۆردەكنىڭ	œrdˈæknɪŋ
ئۆزگىرىشلەر	ˌœzɡɪɾˈɪʃlær
ئۆزگەرتىشكە	ˌœzɡærtˈɪʃkæ
ئۆزۈمنى	œzˈymnɪ
ئۆستۈرۈلىدۇ	ˌœstyɾylˈɪdu
ئۆسكەن	ˈœskæn
ئۆسىدۇ	œsˈɪdu
ئۆلتۈرىۋېلىش	ˌœltyɾɪwˈelɪʃ
ئۆچمەنلىك	œt͡ʃmˈænlɪk
ئۆگىنىدۇ	ˌœɡɪnˈɪdu
ئۇتۇق	ˈutuq
ئۇسۇللىرى	ˌusullˈɪɾɪ
ئۇلاردىكى	ˌulɑrdˈɪkɪ
ئۇلۇغۋار	ulˈuʁwɑr
ئۇنىڭدىكى	ˌunɪŋdˈɪkɪ
ئۇنۋانىغا	ˌunwɑnˈɪʁɑ
ئۇنۋانىنى	ˌunwɑnˈɪnɪ
ئۇيغۇرلۇق	ujʁˈurluq
ئۇچۇرلارنىڭ	ˌut͡ʃurlˈɑrnɪŋ
ئۈندەيدۇ	yndˈæjdu
ئېسىمگە	esˈɪmɡæ
ئېشىش	ˈeʃɪʃ
ئېلى	ˈelɪ
ئېنىقلاش	enˈɪqlɑʃ
ئېينىشتىيىن	ˌejnɪʃtˈɪjɪn
ئېيى	ˈejɪ
ئېھتىمال	ehtˈɪmɑl
ئېھتىماللىقى	ˌehtɪmɑllˈɪqɪ
ئەبى	ˈæbɪ
ئەتكەن	ˈætkæn
ئەخلەت	ˈæχlæt
ئەسكى	ˈæskɪ
ئەسكىرى	æskˈɪɾɪ
ئەقلى	ˈæqlɪ
ئەقىدىسى	ˌæqɪdˈɪsɪ
ئەلدىكى	ældˈɪkɪ
ئەمەستۇر	æmˈæstur
ئەندىشە	ændˈɪʃæ
ئەھمىيەتلىك	ˌæhmɪjˈætlɪk
ئەۋلىيا	æwlˈɪjɑ
بارات	bˈɑɾɑt
بازارلىق	bɑzˈɑrlɪq
باشلىنىپ	bɑʃlˈɪnɪp
باغۋەنچىلىك	bˌɑʁwænt͡ʃˈɪlɪk
بالىڭىزغا	bˌɑlɪŋˈɪzʁɑ
بايرىقى	bɑjrˈɪqɪ
بوسنىيە	bosnˈɪjæ
بولغانلار	bolʁˈɑnlɑr
بولغانلارغا	bˌolʁɑnlˈɑrʁɑ
بولغانىكەن	bˌolʁɑnˈɪkæn
بولغىلى	bolʁˈɪlɪ
بولغىنىغا	bˌolʁɪnˈɪʁɑ
بولمايدىغانلىقىنى	bˌolmɑjdˌɪʁɑnlɪqˈɪnɪ
بولمىغاندا	bˌolmɪʁˈɑndɑ
بويلاپ	bˈojlɑp
بوۋىسى	bowˈɪsɪ
بىخەۋەر	bɪχˈæwær
بۇخىل	bˈuχɪl
بېرىشتىن	beɾˈɪʃtɪn
بېسىش	bˈesɪʃ
بېقىڭ	bˈeqɪŋ
بەختلىك	bˈæχtlɪk
بەدىلىگە	bˌædɪlˈɪɡæ
بەرگەندە	bærɡˈændæ
بەس	bˈæs
بەشىنچى	bæʃˈɪnt͡ʃɪ
تائالانىڭ	tˌɑɑlˈɑnɪŋ
تارقاتقان	tɑrqˈɑtqɑn
تارمىقىغا	tˌɑrmɪqˈɪʁɑ
تاغقا	tˈɑʁqɑ
تاپشۇرغان	tɑpʃˈurʁɑn
تاۋۇز	tˈɑwuz
تاۋۇشلار	tɑwˈuʃlɑr
توختالغان	toχtˈɑlʁɑn
توردىن	tˈordɪn
توملۇق	tˈomluq
تونۇرغا	tonˈurʁɑ
تىبەت	tˈɪbæt
تىرازىي	tɪɾˈɑzɪj
تىللىرىنى	tˌɪllɪɾˈɪnɪ
تۆلەم	tˈœlæm
تۇرسا	tˈursɑ
تۇرۇپتۇ	tuɾˈuptu
تۇپراققا	tuprˈɑqqɑ
تۇڭگان	tˈuŋɡɑn
تۈرتكىلىك	tyrtkˈɪlɪk
تۈركىستاننى	tˌyrkɪstˈɑnnɪ
تۈسىنى	tysˈɪnɪ
تۈنۈگۈن	tynˈyɡyn
تېرىقچىلىق	tˌeɾɪqt͡ʃˈɪlɪq
تېلىفون	telˈɪfon
تەجەللىنىڭ	tˌæd͡ʒællˈɪnɪŋ
تەخسە	tˈæχsæ
تەرىقىدە	tˌæɾɪqˈɪdæ
تەرىپىدىكى	tˌæɾɪpɪdˈɪkɪ
تەشكىلىي	tæʃkˈɪlɪj
تەشنا	tˈæʃnɑ
تەكلىپى	tæklˈɪpɪ
تەمىنلەش	tæmˈɪnlæʃ
تەنلىكلەر	tænlˈɪklær
تەپسىلى	tæpsˈɪlɪ
تەڭلا	tˈæŋlɑ
جايى	d͡ʒˈɑjɪ
جون	d͡ʒˈon
جەريان	d͡ʒˈærjɑn
جەلىپ	d͡ʒˈælɪp
جەننەتكە	d͡ʒænnˈætkæ
خاتىرجەم	χɑtˈɪrd͡ʒæm
خانغا	χˈɑnʁɑ
خانىمنىڭ	χɑnˈɪmnɪŋ
خوتۇنى	χotˈunɪ
خىتايچە	χɪtˈɑjt͡ʃæ
خىش	χˈɪʃ
خىمىيىلىك	χˌɪmɪjˈɪlɪk
خۇسۇسى	χusˈusɪ
خۇسۇسىيىتىگە	χˌususˌɪjɪtˈɪɡæ
خۇسۇسەن	χusˈusæn
خۇيزۇ	χˈujzu
خېنىم	χˈenɪm
د	d
دالا	dˈɑlɑ
داڭق	dˈɑŋq
