'day	daɪ̯
latag	lɐtaɡ
latak	latɐk
latak	lɐtak
latay	lataɪ̯
latayan	lɐtajɐn
lathala	lɐthalɐʔ
lathala	lɐthɐlaʔ
lati	latɪʔ
latigo	latɪɰo
latik	lɐtik
latin	lɐtin
latitud	lɐtɪtud
latok	lɐtok
latundan	lɐtʊndan
lauriat	loɾjɐt
lawa	lawɐʔ
lawaan	lɐwaʔɐn
lawaan	lɐwɐʔan
lawak	lawɐk
laway	lawaɪ̯
laway	lɐwaɪ̯
lawi	lɐwi
lawig	lawɪɡ
lawig	lɐwiɡ
lawin	lawɪn
lawing	lɐwiŋ
lawit	lawɪt
lawit	lɐwit
lawlaw	laʊ̯laʊ̯
laxamana	lɐksɐmanɐ
laya	lajɐ
laya	lajɐʔ
laya	lɐjaʔ
layag	lajɐɡ
layag	lɐjaɡ
layak	lɐjak
layas	lajɐs
layas	lɐjas
layaw	lajaʊ̯
layaw	lɐjaʊ̯
laygo	laɪ̯ɰo
laylay	laɪ̯laɪ̯
laylayan	laɪ̯lajɐn
laylo	laɪ̯lo
layno	laɪ̯no
layo	lɐjoʔ
layon	lɐjon
layter	laɪ̯teɾ
lazarte	lɐsaɾte
lazatin	lɐsatɪn
lebadura	lebɐduɾɐ
lechias	let͡ʃiɐs
lee	lɪ
legal	leɰal
legalidad	leɰɐlɪdad
legazpi	leɰaspɪ
legwas	leɡwɐs
lehislasyon	lehɪslɐʃon
lehislatura	lehɪslɐtuɾɐ
lehitimo	lehitɪmo
lehiya	lehiɐ
lehiya	lehɪa
leksikograpiko	leksɪxoɡɾapɪxo
leksikograpiya	leksɪxoɡɾɐpiɐ
leksikograpo	leksɪxoɡɾɐpo
leksiyon	lekʃon
leksiyon	lɪkʃon
lelang	lelɐŋ
lemur	lemʊɾ
lengguwahe	leŋɡwɐhe
lentehas	lentehɐs
lesbiyana	lesbjɐnɐ
lesbyana	lesbjɐnɐ
lespu	lespʊ
letmaku	letmɐxu
letra	letɾɐ
letsugas	let͡ʃuɰɐs
leung	ljʊŋ
leynes	leɪ̯nes
leyte	leɪ̯te
li	lɪ
libag	lɪbaɡ
libak	lɪbak
liban	libɐn
liban	lɪban
libang	lɪbaŋ
libano	libɐno
libay	lɪbaɪ̯
liberal	lɪbeɾal
liberalisasyon	lɪbeɾɐlɪsɐʃon
liberasyon	lɪbeɾɐʃon
libid	libɪd
libid	lɪbid
libing	lɪbiŋ
libingan	libiŋɐn
libingan	lɪbɪŋan
libis	lɪbis
liblib	lɪblib
libot	lɪbot
libra	libɾɐ
libradilla	lɪbɾɐdillɐ
libre	lɪbɾe
libro	lɪbɾo
libtos	lɪbtos
libumbon	lɪbumbon
libuntaon	libʊntɐʔon
libya	libjɐ
lichauco	lɪt͡ʃaʊ̯xo
licup	lixʊp
liderato	lɪdeɾato
liga	liɰɐ
ligalig	lɪɰalɪɡ
ligalig	lɪɰɐliɡ
ligamento	lɪɰɐmento
ligamgam	lɪɰɐmɡam
ligao	lɪɰaʊ̯
ligat	liɰɐt
ligata	lɪɰatɐʔ
ligaw	liɰaʊ̯
ligaw	lɪɰaʊ̯
ligawgaw	lɪɰaʊ̯ɰaʊ̯
ligaya	lɪɰajɐ
ligid	liɰɪd
ligid	lɪɰid
ligis	lɪɰis
ligo	liɰoʔ
ligo	lɪɰo
ligo	lɪɰoʔ
ligoy	liɰoɪ̯
ligpit	lɪɡpit
ligpitin	lɪɡpɪtin
ligta	lɪɡtaʔ
ligtas	lɪɡtas
ligwak	lɪɡwak
ligwan	lɪɡwan
liha	lihɐ
liha	lihɐʔ
liha	lɪha
liham	lihɐm
lihi	lɪhi
lihi	lɪhiʔ
lihim	lihɪm
lihim	lɪhim
lihis	lɪhis
lihiya	lɪhiɐ
lihiya	lɪhɪa
lihukan	lihuxɐn
liig	lɪʔiɡ
liing	lɪʔiŋ
liit	lɪʔit
likas	lixɐs
likas	lɪxas
likat	lɪxat
likaw	lixaʊ̯
likaw	lɪxaʊ̯
likha	lɪkha
likha	lɪkhaʔ
likido	lixɪdo
liknayan	lɪknajɐn
liko	lɪxoʔ
likod	lɪxod
likom	lixom
likom	lɪxom
likop	lixop
likop	lɪxop
likot	lɪxot
liksi	lɪksiʔ
likuran	lɪxʊɾan
lila	lilɐ
lila	lilɐʔ
lilik	lilɪk
lilim	lilɪm
liling	lilɪŋ
lilip	lilɪp
lilip	lɪlip
lilok	lɪlok
lima	lɪma
limahi	lɪmahɪʔ
limahi	lɪmɐhiʔ
limahid	lɪmahɪd
limahid	lɪmɐhid
limampu	lɪmɐmpuʔ
limandaan	lɪmɐndɐʔan
limanlaksa	lɪmɐnlɐksaʔ
limas	lɪmas
limatik	lɪmatɪk
limatik	lɪmɐtik
limay	limaɪ̯
limay	lɪmaɪ̯
limbag	lɪmbaɡ
limbaga	lɪmbaɰɐ
limbay	lɪmbaɪ̯
limi	limɪ
limi	limɪʔ
limi	lɪmiʔ
limit	limɪt
limita	lɪmɪta
limitado	lɪmɪtado
limitasyon	lɪmɪtɐʃon
limjoco	lɪmd͡ʒoxo
limlim	lɪmlim
limon	lɪmon
limonada	lɪmonadɐ
limonsito	lɪmonsito
limos	lɪmos
limot	lɪmot
limpa	lɪmpaʔ
limpak	lɪmpak
limpal	lɪmpal
limpik	lɪmpik
limsiha	lɪmsihɐʔ
limusina	lɪmʊsinɐ
linab	lɪnab
linang	lɪnaŋ
linatoc	lɪnatok
linatsay	lɪnɐt͡ʃaɪ̯
linaw	linaʊ̯
linay	linaɪ̯
linay	lɪnaɪ̯
lindayag	lɪndajɐɡ
lindol	lɪndol
lindulin	lɪndʊlin
linga	liŋɐʔ
linga	lɪŋa
linga	lɪŋaʔ
lingad	liŋɐd
lingaw	liŋaʊ̯
lingaw	lɪŋaʊ̯
lingawngaw	lɪŋaʊ̯ŋaʊ̯
linggal	lɪŋɡal
linggatong	lɪŋɡatoŋ
linggaw	lɪŋɡaʊ̯
linggi	lɪŋɡiʔ
linggit	lɪŋɡit
linggo	lɪŋɡo
lingguwista	lɪŋɡwɪstɐ
lingguwistika	lɪŋɡwistɪxa
lingid	lɪŋid
lingil	liŋɪl
lingil	lɪŋil
lingindayat	lɪŋindɐjat
lingindayat	lɪŋɪndajɐt
lingkaw	lɪŋkaʊ̯
lingkod	lɪŋkod
lingming	lɪŋmiŋ
lingo	lɪŋo
lingon	lɪŋon
linib	lɪnib
linis	linɪs
linis	lɪnis
linisan	lɪnisɐn
linisan	lɪnɪsan
linisin	lɪnisɪn
linisin	lɪnɪsin
linlang	lɪnlaŋ
linsil	lɪnsil
linta	lɪntaʔ
lintik	lɪntik
lintos	lɪntos
linuknok	lɪnʊknok
linya	liɲɐ
lipa	lipɐʔ
lipa	lɪpa
lipad	lɪpad
lipak	lɪpak
lipana	lɪpanɐʔ
lipas	lipɐs
lipas	lɪpas
lipat	lipɐt
lipi	lipɪʔ
lipit	lipɪt
lipol	lɪpol
lipot	lɪpot
lipstik	lipstɪk
lipumpon	lɪpumpon
lipunan	lipunɐn
lipunan	lɪpʊnan
lipya	lɪpjaʔ
liquigan	lɪxiɰɐn
lira	liɾɐ
lira	liɾɐʔ
lirot	lɪɾot
lisa	lɪsaʔ
lisan	lisɐn
lisensiya	lɪsenʃa
lisensiyado	lɪsenʃɐdo
lising	lisɪŋ
lislis	lɪslis
liso	lɪso
liso	lɪsoʔ
lisok	lɪsok
lista	listɐ
lista	lɪsta
listahan	lɪstahɐn
listahan	lɪstɐhan
listo	lɪsto
litak	lɪtak
litang	lɪtaŋ
litas	litɐs
litaw	lɪtaʊ̯
literal	lɪteɾal
literasiya	lɪteɾɐsiɐ
literasya	lɪteɾaʃɐ
literatura	lɪteɾɐtuɾɐ
litid	litɪd
litigante	lɪtɪɰante
litigasyon	lɪtɪɰɐʃon
litik	litɪk
litis	litɪs
litograpiya	lɪtoɡɾɐpiɐ
litratista	lɪtɾɐtistɐ
litrato	lɪtɾato
litsiyas	lɪt͡ʃiɐs
litson	lɪt͡ʃon
liturhiya	lɪtuɾhɪa
litwanya	lɪtwaɲɐ
lityo	lit͡ʃo
liwag	liwɐɡ
liwaliw	lɪwɐliʊ̯
liwanag	lɪwanɐɡ
liwas	liwɐs
liwas	lɪwas
liwat	liwɐt
liway	lɪwaɪ̯
liwayway	lɪwaɪ̯waɪ̯
liya	liɐʔ
liya	ljaʔ
liyab	ljab
liyama	ljɐmɐ
liyamado	lɪɐmado
liyempo	ljempo
lizada	lɪsadɐ
llanera	llɐneɾɐ
loa	loʔɐ
lodi	lodɪ
logarta	loɰaɾtɐ
logo	loɰo
lohika	lohɪxa
lohikal	lohɪxal
lohiko	lohɪxo
lohuwa	lohʊa
loka	loxɐ
lokal	loxal
lokalidad	loxɐlɪdad
loko	loxo
lola	lolɐ
lolipap	lolɪpap
lomi	lomɪ
lomibao	lomibaʊ̯
lona	lonɐ
longganisa	loŋɡɐnisɐ
longhitud	loŋhɪtud
lonta	lontɐ
loo	lʊ
loobkaphay	loʔobkɐphaɪ̯
lorenzana	loɾensanɐ
loryat	loɾjɐt
losyon	loʃon
loteriya	loteɾiɐ
loterya	loteɾjɐ
lowat	lowɐt
lozada	losadɐ
lu	lʊ
luad	lʊʔad
lubak	lubɐk
lubak	lʊbak
lubang	lubɐŋ
lubay	lʊbaɪ̯
lubha	lʊbhaʔ
lubiano	lʊbjano
lubid	lubɪd
lubid	lʊbid
lubig	lʊbiɡ
lubigan	lʊbiɰɐn
lubigan	lʊbɪɰan
lublob	lʊblob
lubo	lʊbo
lubo	lʊboʔ
lubog	lʊboɡ
lubos	lʊbos
lubot	lʊbot
lubyak	lʊbjak
lucena	lʊsenɐ
lucy	lʊsɪ
luga	luɰɐʔ
lugami	lʊɰamɪʔ
lugami	lʊɰɐmiʔ
luganggang	lʊŋɡɐɰaŋ
lugar	lʊɰaɾ
lugas	lʊɰas
lugaw	luɰaʊ̯
lugaw	lʊɰaʊ̯
lugay	luɰaɪ̯
lugay	lʊɰaɪ̯
lugi	luɰɪ
lugi	luɰɪʔ
lugit	luɰɪt
luglog	lʊɡloɡ
lugmok	lʊɡmok
lugnas	lʊɡnas
lugo	lʊɰo
lugod	lʊɰod
lugot	luɰot
lugot	lʊɰot
lugpo	lʊɡpoʔ
lugso	lʊɡsoʔ
luha	luhɐʔ
luhod	lʊhod
luhuran	luhuɾɐn
luhuran	lʊhʊɾan
lukba	lʊkbaʔ
lukban	lukbɐn
lukban	lʊkban
lukbot	lʊkbot
lukemya	lʊxemjɐ
luklok	lʊklok
luklukan	lʊkluxɐn
luklukan	lʊklʊxan
luko	luxo
luko	lʊxoʔ
lukob	luxob
lukob	lʊxob
lukong	lʊxoŋ
lukot	luxot
lukot	lʊxot
luksa	lʊksaʔ
luksemburgo	lʊksembuɾɡo
lukso	lʊkso
lukto	lʊktoʔ
lukton	lʊkton
lukulok	lʊxʊlok
lukutan	lʊxutɐn
lula	lulɐʔ
lula	lʊlaʔ
lulan	lulɐn
lulay	lulaɪ̯
lulod	lʊlod
lulon	lʊlon
lulong	lʊloŋ
lulot	lʊlot
luma	lumɐʔ
luma	lʊma
lumabag	lʊmɐbaɡ
lumaban	lʊmabɐn
lumabas	lʊmɐbas
lumabo	lʊmaboʔ
lumabo	lʊmɐbo
lumad	lumɐd
lumagui	lʊmaɰɪ
lumakad	lʊmaxɐd
lumakas	lʊmɐxas
lumakdang	lʊmɐkdaŋ
lumaki	lʊmɐxi
lumalaban	lʊmɐlabɐn
lumambitin	lʊmɐmbitɪn
lumamig	lʊmɐmiɡ
lumanay	lʊmanaɪ̯
lumanglas	lʊmaŋlɐs
lumangoy	lʊmɐŋoɪ̯
lumapastangan	lʊmɐpɐstaŋɐn
lumapirot	lʊmɐpɪɾot
lumapit	lʊmapɪt
lumay	lumaɪ̯
lumay	lʊmaɪ̯
lumaya	lʊmajɐʔ
lumayas	lʊmajɐs
lumayo	lʊmajoʔ
lumayo	lʊmɐjoʔ
lumbang	lumbɐŋ
lumbao	lumbaʊ̯
lumbay	lumbaɪ̯
lumboy	lumboɪ̯
lumi	lumɪʔ
lumi	lʊmiʔ
lumibao	lʊmibaʊ̯
lumigwak	lʊmɪɡwak
lumihis	lʊmɪhis
lumiit	lʊmɪʔit
lumikha	lʊmɪkhaʔ
luminaw	lʊminaʊ̯
lumindol	lʊmɪndol
luminis	lʊminɪs
lumipad	lʊmɪpad
lumipol	lʊmipol
lumiwanag	lʊmɪwanɐɡ
lumo	lʊmo
lumon	lʊmon
lumpia	lumpjaʔ
lumpiya	lumpjaʔ
lumuklok	lʊmʊklok
lumundag	lʊmʊndaɡ
lumutang	lʊmutɐŋ
lumuwag	lʊmwaɡ
lunak	lʊnak
lunas	lunɐs
lunas	lʊnas
lunaw	lunaʊ̯
lunaw	lʊnaʊ̯
lundag	lʊndaɡ
lunday	lʊndaɪ̯
lundo	lʊndoʔ
lungad	luŋɐd
lungad	lʊŋad
lungas	lʊŋas
lungaw	lʊŋaʊ̯
lungga	lʊŋɡaʔ
lunggati	lʊŋɡɐtiʔ
lungib	lʊŋib
lungkag	lʊŋkaɡ
lungkot	lʊŋkot
lungsod	lʊŋsod
luningning	lʊnɪŋniŋ
lunod	lʊnod
lunok	lʊnok
lunot	lʊnot
lunsad	lʊnsad
lunsod	lʊnsod
lunti	lʊntiʔ
luntian	lʊntiʔɐn
luntian	lʊntɪʔan
luntidinsol	lʊntɪdɪnsol
lunukin	lʊnʊxin
luoy	lʊʔoɪ̯
lupa	lupɐʔ
lupagi	lʊpaɰɪʔ
lupagi	lʊpɐɰiʔ
lupain	lʊpɐʔin
lupalop	lʊpalop
lupasay	lʊpasaɪ̯
lupasay	lʊpɐsaɪ̯
lupi	lʊpiʔ
lupig	lupɪɡ
lupig	lʊpiɡ
luping	lupɪŋ
luping	lʊpiŋ
lupit	lʊpit
lupog	lʊpoɡ
lura	lʊɾaʔ
lusaw	lusaʊ̯
lusaw	lʊsaʊ̯
lusay	lusaɪ̯
lusay	lʊsaɪ̯
luslos	lʊslos
lusok	lʊsok
lusong	lʊsoŋ
lusot	lʊsot
lutad	lʊtad
lutang	lutɐŋ
lutang	lʊtaŋ
lutas	lutɐs
lutas	lʊtas
lutay	lutaɪ̯
lutay	lʊtaɪ̯
luto	lʊto
luto	lʊtoʔ
lutong	lʊtoŋ
luwa	luɐ
luwa	lwaʔ
luwad	lwad
luwag	lwaɡ
luwal	lwal
luwalhati	lʊɐlhatɪʔ
luwan	lwan
luwang	lwaŋ
luwas	lwas
luwat	lwat
luway	lwaɪ̯
luy	lʊɪ
luya	lujɐ
luyok	lʊjok
luzano	lʊsano
luzon	lʊson
luzuriaga	lʊsʊɾjaɰɐ
maabilidad	mɐʔɐbɪlɪdad
maabo	mɐʔɐbo
maagap	mɐʔaɰɐp
maagrabyado	mɐʔɐʔɡɾɐbjado
maako	mɐʔɐxo
maalamat	mɐɐlɐmat
maalat	mɐʔalɐt
maalintana	mɐʔɐlɪntanɐ
maalon	maɐlon
maamag	mɐʔamɐɡ
maangas	mɐʔaŋɐs
maangas	mɐʔɐŋas
maanghang	mɐɐŋhaŋ
maapoy	mɐɐpoɪ̯
maarte	mɐʔaɾte
maasim	mɐʔasɪm
maasin	mɐʔɐsin
maatik	mɐʔɐtik
mababa	mɐbabɐʔ
mababaw	mɐbabaʊ̯
mabagal	mɐbaɰɐl
mabagsik	mɐbɐɡsik
mabagyo	mɐbɐɡjo
mabait	mɐbɐʔit
mabalacat	mɐbɐlaxɐt
mabalahibo	mɐbɐlɐhibo
mabali	mɐbalɪʔ
mabalot	mɐbalot
mabanas	mɐbɐnas
mabangis	mɐbɐŋis
mabasa	mabasɐ
mabasa	mabɐsaʔ
mabasa	mɐbasɐ
mabasa	mɐbɐsa
mabasa	mɐbɐsaʔ
mabasag	mɐbasɐɡ
mabato	mabɐto
mabato	mɐbɐto
mabayaran	mɐbɐjaɾɐn
mabigat	mɐbɪɰat
mabilis	mɐbɪlis
mabini	mɐbinɪ
mabini	mɐbinɪʔ
mabitamina	mɐbɪtɐminɐ
mabolo	mɐbolo
mabuhok	mɐbʊhok
mabuhol	mɐbʊhol
mabula	mɐbʊlaʔ
mabulaklak	mɐbʊlɐklak
mabulo	mɐbulo
maburyong	mɐbʊɾjoŋ
mabuti	mɐbutɪ
mabutig	mɐbʊtiɡ
mabuwisit	mɐbwisɪt
macababbad	mɐxɐbabbɐd
macadangdang	mɐxɐdaŋdɐŋ
macalalad	mɐxɐlalɐd
macalindong	mɐxɐlindoŋ
macapagal	mɐxɐpɐɰal
macapinlac	mɐxɐpinlɐk
macapugay	mɐxɐpuɰaɪ̯
macaranas	mɐxɐɾanɐs
macasaet	mɐxasɐet
macasieb	mɐxasɪeb
macaspac	mɐxaspɐk
macatulad	mɐxɐtulɐd
maceda	mɐsedɐ
macuha	mɐxuhɐ
madaga	mɐdɐɰaʔ
madalas	mɐdɐlas
madaldal	mɐdɐldal
madamay	mɐdamaɪ̯
madamot	mɐdamot
madlangbayan	mɐdlɐŋbajɐn
madriaga	mɐdɾiɐɰɐ
madulas	madʊlas
madulas	mɐdʊlas
madyong	mɐd͡ʒoŋ
magabok	mɐɰɐbok
magaling	mɐɰalɪŋ
magallanes	mɐɰɐljanes
magalona	mɐɰɐlonɐ
maganap	mɐɰɐnap
magandahan	mɐɰɐndɐhan
magarbo	mɐɰaɾbo
magaso	mɐɰɐso
magatas	mɐɰatɐs
magbababoy	mɐɡbɐbɐboɪ̯
magbabakal	mɐɡbɐbaxɐl
magbabakal	mɐɡbɐbɐxal
magbabalot	mɐɡbɐbɐlot
magbabaon	nɐɡbaʔon
magbabaon	nɐɡbɐʔon
magbabasa	mɐɡbɐbɐsa
magbabasa	mɐɡbɐbɐsaʔ
magbakal	mɐɡbaxɐl
magbakal	mɐɡbɐxal
magbakasakali	mɐɡbɐxɐsɐxalɪʔ
magbalatkayo	mɐɡbɐlɐtkɐjoʔ
magbanda	mɐɡbandɐ
magbanua	mɐɡbanʊɐ
magbaon	mɐɡbaʔon
magbaon	mɐɡbɐʔon
magbarena	mɐɡbɐɾenɐ
magbasa	mɐɡbɐsa
magbasa	mɐɡbɐsaʔ
magbati	mɐɡbɐti
magbati	mɐɡbɐtiʔ
magbayad	mɐɡbajɐd
magbenta	mɐɡbentɐ
magbentilador	mɐɡbentɪlɐdoɾ
magbibigas	mɐɡbɪbiɰɐs
magbibigas	mɐɡbɪbɪɰas
magbigay	mɐɡbɪɰaɪ̯
magbihis	mɐɡbihɪs
magbilad	mɐɡbɪlad
magbinata	mɐɡbɪnɐtaʔ
magbiro	mɐɡbɪɾoʔ
magbisikleta	mɐɡbɪsɪkletɐ
magbobote	mɐɡbobote
magboo	mɐɡboo
magbrotsa	mɐɡbɾot͡ʃɐ
magbubukid	mɐɡbʊbuxɪd
magbubukid	mɐɡbʊbʊxid
magbuhat	mɐɡbuhɐt
magbukid	mɐɡbuxɪd
magbulakbol	mɐɡbʊlɐkbol
magdalaga	mɐɡdɐlɐɰa
magdamag	mɐɡdɐmaɡ
magdaspan	mɐɡdaspɐn
magdayao	mɐɡdajaʊ̯
magdede	mɐɡdede
magdede	mɐɡdedeʔ
magdeliryo	mɐɡdeliɾjo
magdemanda	mɐɡdemandɐ
maggatong	mɐɡɡatoŋ
maghabilin	mɐɡhɐbilɪn
maghabla	mɐɡhɐbla
maghalili	mɐɡhɐlilɪ
maghalili	mɐɡhɐlɪli
maghanapbuhay	mɐɡhɐnɐpbuhaɪ̯
maghanda	mɐɡhɐndaʔ
maghangad	mɐɡhɐŋad
maghapon	mɐɡhapon
maghari	mɐɡhaɾɪʔ
maghasik	mɐɡhɐsik
maghati	mɐɡhatɪʔ
maghawak	mɐɡhawɐk
maghiganti	mɐɡhɪɰɐnti
maghikab	mɐɡhɪxab
maghikaw	mɐɡhixaʊ̯
maghilik	mɐɡhɪlik
maghimagsik	mɐɡhɪmɐɡsik
maghimutok	mɐɡhɪmʊtok
maghinala	mɐɡhɪnalɐʔ
maghingalo	mɐɡhɪŋɐlo
maghinto	mɐɡhɪntoʔ
maghinuha	mɐɡhɪnuhɐʔ
maghirang	mɐɡhiɾɐŋ
maghirap	mɐɡhiɾɐp
maghitso	mɐɡhɪt͡ʃo
maghiyas	mɐɡhɪas
maghugas	mɐɡhuɰɐs
maghumpay	mɐɡhumpaɪ̯
magkaaway	mɐɡkɐʔawaɪ̯
magkakarne	mɐɡkɐxɐɾne
magkanlong	mɐɡkɐnloŋ
magkataon	mɐɡkɐtɐʔon
magkeyk	mɐɡkeɪ̯k
maglabas	mɐɡlɐbas
maglalako	mɐɡlɐlaxoʔ
maglalako	mɐɡlɐlɐxoʔ
maglalang	mɐɡlalɐŋ
maglandi	mɐɡlɐndiʔ
maglanggas	mɐɡlɐŋɡas
maglangib	mɐɡlɐŋib
maglango	mɐɡlɐŋo
maglantod	mɐɡlɐntod
maglapa	mɐɡlapɐʔ
maglapastangan	mɐɡlɐpɐstaŋɐn
maglarawan	mɐɡlɐɾawɐn
maglaro	mɐɡlɐɾoʔ
maglaso	mɐɡlaso
maglaway	mɐɡlɐwaɪ̯
maglingid	mɐɡlɪŋid
maglingkod	mɐɡlɪŋkod
maglola	mɐɡlolɐ
maglolo	mɐɡlolo
magluwat	mɐɡlwat
magma	maɡmɐ
magmaliw	mɐɡmalɪʊ̯
magmaneho	mɐɡmɐneho
magmaniobra	mɐɡmɐniobɾɐ
magmartsa	mɐɡmaɾt͡ʃɐ
magnakaw	mɐɡnaxaʊ̯
magnanakaw	mɐɡnɐnɐxaʊ̯
magnanay	mɐɡnanaɪ̯
magnesyo	mɐɡneʃo
magnetiko	mɐɡnetɪxo
magnipayer	mɐɡnɪpajeɾ
magnipikador	mɐɡnɪpɪxɐdoɾ
magpalaganap	mɐɡpɐlɐɰanɐp
magpanatili	mɐɡpɐnɐtilɪ
magparaya	mɐɡpɐɾajɐʔ
magpasubasta	mɐɡpɐsʊbastɐ
magpaubaya	mɐɡpaʊ̯bajɐʔ
magpaubaya	mɐɡpɐʔʊbajɐʔ
magpawis	mɐɡpɐwis
magpraktis	mɐɡpɾaktɪs
magrasa	mɐɡɾasɐ
magrenta	mɐɡɾentɐ
magsalang	mɐɡsalɐŋ
magsaliksik	mɐɡsɐlɪksik
magsapatos	mɐɡsɐpatos
magsimba	mɐɡsɪmba
magsiwalat	mɐɡsɪwalɐt
magsugal	mɐɡsʊɰal
magsuntukan	mɐɡsʊntuxɐn
magtalas	mɐɡtalɐs
magtalo	mɐɡtalo
magtimpla	mɐɡtɪmpla
magtinda	mɐɡtɪnda
magustuhan	mɐɰʊstʊhan
magwala	mɐɡwɐlaʔ
mahalaga	mɐhɐlɐɰa
mahalay	mɐhalaɪ̯
mahamog	mɐhɐmoɡ
mahangin	mɐhaŋɪn
mahikaw	mɐhixaʊ̯
mahilig	mɐhilɪɡ
mahinay	mɐhinaɪ̯
mahirap	mɐhiɾɐp
mahistrado	mɐhɪstɾado
mahiwaga	mɐhɪwaɰɐʔ
mahiyain	mɐhɪaʔɪn
mahulog	mɐhuloɡ
mahumaling	mɐhʊmɐliŋ
maingay	mɐʔiŋaɪ̯
mainit	mɐʔinɪt
mainsekto	mɐʔɪnsekto
mais	mɐʔis
makaako	mɐxɐʔɐxo
makabuluhan	mɐxɐbʊlʊhan
makahiya	mɐxɐhɪaʔ
makakaliwa	mɐxakɐlɪwaʔ
makalat	mɐxalɐt
makaluma	mɐxɐlumɐʔ
makapuno	mɐxɐpʊnoʔ
makati	mɐxatɪ
makatotohanan	mɐxɐtotohanɐn
makatulog	mɐxɐtuloɡ
makatulog	mɐxɐtʊloɡ
makiapid	mɐxiʔɐpid
makibahagi	mɐxɪbɐhaɰɪʔ
makiko	mɐxiko
makina	maxɪnɐ
makinis	mɐxinɪs
makipagbati	mɐxɪpɐɡbɐtiʔ
makipagsuntukan	mɐxɪpɐɡsʊntuxɐn
makontento	mɐxontento
makulimlim	mɐxʊlɪmlim
makulit	mɐxʊlit
makulog	mɐxʊloɡ
makunan	mɐxunɐn
makunat	mɐxunɐt
malabuntala	mɐlɐbʊntalɐʔ
malabuyoc	mɐlɐbujok
malakanyang	mɐlɐxaɲɐŋ
malaluan	mɐlalʊɐn
malamang	mɐlɐmaŋ
malambot	mɐlambot
malanta	mɐlɐnta
malas	malɐs
malaswa	mɐlɐswaʔ
malatala	mɐlɐtalɐʔ
malay	malaɪ̯
malaya	mɐlajɐʔ
malbarosa	mɐlbɐɾosɐ
maliban	mɐlibɐn
malibiran	mɐlɪbiɾɐn
malicsi	mɐliksɪ
maligaw	malɪɰaʊ̯
maligaw	mɐlɪɰaʊ̯
malihan	mɐlihɐn
malikdim	mɐlikdɪm
malikhain	mɐlɪkhaʔɪn
maliksi	mɐliksɪ
malindol	mɐlɪndol
malinis	mɐlinɪs
malisyoso	mɐlɪʃoso
maliwanag	mɐlɪwanɐɡ
mallare	mɐllaɾe
mallari	mɐljaɾɪ
mallorca	mɐlloɾkɐ
malta	maltɐ
malubak	mɐlʊbak
malukong	mɐlʊxoŋ
malutong	mɐlʊtoŋ
mamad	mɐmad
mamagitan	mɐmɐɰitɐn
mamahagi	mɐmɐhaɰɪʔ
mamakyaw	mɐmakjaʊ̯
mamamahayag	mɐmɐmɐhɐjaɡ
mamamakyaw	mɐmamɐkjaʊ̯
mamamakyaw	mɐmɐmɐkjaʊ̯
mamamana	mɐmɐmanɐʔ
mamamangka	mɐmɐmɐŋkaʔ
mamamayan	mɐmɐmɐjan
mamanhikan	mɐmɐŋhixɐn
mamaril	mɐmaɾɪl
mamaril	mɐmɐɾil
mamasa	mɐmɐsaʔ
mamasada	mɐmɐsadɐ
mamasura	mɐmɐsuɾɐ
mambabae	mɐmbɐbaʔe
mambabarang	mɐmbɐbaɾɐŋ
mambabatas	mɐmbɐbatɐs
mambiktima	mɐmbɪktimɐ
mambobola	mɐmbobolɐ
mambola	mɐmbolɐ
mamboso	mɐmboso
mambugaw	mɐmbuɰaʊ̯
mambuwisit	mɐmbwisɪt
mamigay	mɐmiɰaɪ̯
mamihasa	mɐmɪhasɐ
mamihasa	mɐmɪhasɐʔ
mamimili	mɐmɪmilɪ
mamimili	mɐmɪmɪli
mamintog	mɐmɪntoɡ
mamuhunan	mɐmʊhunɐn
mamulaklak	mɐmʊlɐklak
mamumundok	mamʊmʊndok
mamuti	mɐmʊtiʔ
mamuyac	mɐmujɐk
man	mɐn
manabat	mɐnabɐt
manabunot	mɐnɐbunot
managinip	mɐnɐɰinɪp
manakit	mɐnɐxit
manalad	mɐnalɐd
manalikod	mɐnɐlixod
manalo	mɐnalo
manaloto	mɐnɐloto
manamantala	mɐnɐmɐntɐla
manamit	mɐnɐmit
mananahi	mɐnɐnahɪʔ
mananahi	mɐnɐnɐhiʔ
mananakop	mɐnɐnaxop
manananggal	mɐnɐnɐŋɡal
manang	manɐŋ
manangan	mɐnaŋɐn
mananghalian	mɐnɐŋhɐliʔɐn
mananquil	mɐnaŋkɪl
manantan	mɐnantɐn
manaog	manɐoɡ
manaois	manɐoɪ̯s
manarang	mɐnaɾɐŋ
manatad	mɐnatɐd
mancao	maŋkaʊ̯
mandadangkal	mɐndɐdɐŋkal
mandaragat	mɐndɐɾɐɰat
mandarambong	mɐndɐɾɐmboŋ
mandirigma	mɐndɪɾɪɡmaʔ
mandocdoc	mɐndokdok
mandukot	mɐnduxot
mandurukot	mɐndʊɾuxot
maneho	mɐneho
mang	mɐŋ
mangagat	mɐŋɐɰat
mangailangan	mɐŋɐʔɪlaŋɐn
mangalandakan	mɐŋɐlɐndaxɐn
mangalay	mɐŋalaɪ̯
mangalunya	mɐŋɐlʊɲaʔ
mangamba	mɐŋɐmba
mangamote	mɐŋɐmote
manganak	mɐŋɐnak
mangaoang	mɐŋawɐŋ
