'ch	χ
manteision	mantei̯ʃɔn
map	map
mapiau	mapja
mapiau	mapjaɨ̯
mapiau	mapjɛ
mapio	mapjɔ
mapio	mapɔ
mara	mara
march	marχ
marchgacwn	marχɡakʊn
marchgacynen	marχɡakənan
marchgacynen	marχɡakənɛn
marchnad	marχnad
marchog	marχɔɡ
marchogaeth	marχɔɡaɨ̯θ
marchogaeth	marχɔɡɛθ
mari	marɪ
marnau	marna
marnau	marnaɨ̯
marnau	marnɛ
marnwr	marnʊr
marus	marɨ̞s
marw	maru
mas	maːs
masen	masan
masen	masɛn
masg	masɡ
masgau	masɡa
masgau	masɡaɨ̯
masgau	masɡɛ
masgiau	masɡja
masgiau	masɡjaɨ̯
masgiau	masɡjɛ
masgio	masɡjɔ
masnachdy	masnaχdɨ
math	maːθ
mathau	maθa
mathau	maθaɨ̯
mathau	maθɛ
mathemateg	maθɛmatɛɡ
mawl	mau̯l
mawr	mau̯r
mawrth	mau̯rθ
medd	meːð
meddai	mɛða
meddai	mɛðai̯
meddai	mɛðɛ
meddal	mɛðal
meddiannau	mɛðjana
meddiannau	mɛðjanaɨ̯
meddiannau	mɛðjanɛ
meddiannol	mɛðjanɔl
meddiannu	mɛðjanɨ
meddiant	mɛðjant
meddu	mɛðɨ
meddw	mɛðu
meddwl	mɛðʊl
meddyg	mɛðɨ̞ɡ
meddyg	mɛðɪɡ
meddygfa	mɛðəɡva
meddygfeydd	mɛðəɡveɨ̯ð
medi	mɛdi
medra	mɛdra
medran	mɛdran
medren	mɛdrɛn
medro	mɛdrɔ
medru	mɛdri
medru	mɛdrɨ
mefus	mɛvɨ̞s
mefusa	mɛvɨ̞sa
mefusen	mɛvɨ̞san
mefusen	mɛvɨ̞sɛn
megan	mɛɡan
megis	mɛɡɪs
mehefin	mɛhɛvɪn
meheryn	mɛhɛrɨ̞n
meibion	məi̯bjɔn
meiddio	meiðjɔ
meiddion	mei̯ðjɔn
mela	mɛla
melen	mɛlɛn
melfaréd	mɛlvarɛd
melin	mɛlɪn
mellt	meːɬd
mellten	mɛɬdan
mellten	mɛɬdɛn
melltith	mɛɬdɪθ
melltithio	mɛɬdɪθjɔ
melltithion	mɛɬdɪθjɔn
melon	mɛlɔn
melon dŵr	mɛlɔnduːr
melyn	mɛlɨ̞n
melyngoch	mɛləŋɡɔχ
melynion	mɛlənjɔn
melys	mɛlɨ̞s
melyster	mɛləsdɛr
men siarl	mɛnʃarl
men siarlmaen	mɛnʃarlmaɨ̯n
men siarlys	mɛnʃarlɨ̞s
menig	mɛnɪɡ
menyn	mɛnɨ̞n
menyw	mɛnɨ̞u̯
merch	mɛrχ
mercher	mɛrχar
mercher	mɛrχɛr
mercwri	mɛrkʊri
merfenw	mɛrvɛnu
merlen	mɛrlɛn
merlod	mɛrlɔd
merlota	mɛrlɔta
merlotwr	mɛrlɔtʊr
merlyn	mɛrlɨ̞n
mesa	mɛsa
mesur	mɛsɨ̞r
meteleg	mɛtɛlɛɡ
metelegol	mɛtɛlɛɡɔl
metelegwr	mɛtɛlɛɡʊr
metelegwyr	mɛtɛlɛɡwɨ̞r
metelegydd	mɛtɛlɛɡɨ̞ð
methan	mɛθan
mether	mɛθɛr
methi	mɛθi
metho	mɛθɔ
methu	mɛθɨ
mewn	mɛu̯n
mewn	mɨ̞u̯n
mewn chwinciad	mɛu̯nχwɪŋkjad
mewnblyg	mɛu̯nblɨ̞ɡ
mewnfodol	mɛu̯nvɔdɔl
mewnforiadwy	mɛu̯nvɔrjadʊɨ̯
mewnforio	mɛu̯nvɔrjɔ
mewnforion	mɛu̯nvɔrjɔn
mewnforiwr	mɛu̯nvɔrjʊr
mewnforwyr	mɛu̯nvɔrwɨ̞r
mewnforyn	mɛu̯nvɔrɨ̞n
mewnfudo	mɛu̯nvɨ̞dɔ
mewngofnodi	mɛu̯ŋɡɔvnɔdi
mewnol	mɛu̯nɔl
mewnrwyd	mɛu̯nrʊɨ̯d
meysydd	meɨ̯sɨ̞ð
meysydd awyr	meɨ̯sɨ̞ðau̯ɨ̞r
mhabell	m̥abaɬ
mhabell	m̥abɛɬ
mhaith	m̥ai̯θ
mham	m̥am
mhaned	m̥anad
mhaned	m̥anɛd
mhant	m̥ant
mhapur	m̥apɨ̞r
mharc	m̥ark
mharod	m̥arɔd
mhasta	m̥asda
mhastai	m̥asdai̯
mhedol	m̥ɛdɔl
mhedwar	m̥ɛdwar
mhei	m̥ei
mheiriannwr	m̥ei̯rjanʊr
mheis	m̥eis
mhen	m̥ɛn
mhencampwr	m̥ɛŋkampʊr
mhencampwriaeth	m̥ɛŋkampʊrjaɨ̯θ
mhencampwriaeth	m̥ɛŋkampʊrjɛθ
mhencampwyr	m̥ɛŋkampwɨ̞r
mhengwin	m̥ɛŋɡwɪn
mhengwiniaid	m̥ɛŋɡwɪnjai̯d
mhengwiniaid	m̥ɛŋɡwɪnjɛd
mherthynas	m̥ɛrθənas
mheth	m̥eːθ
mhethau	m̥ɛθa
mhethau	m̥ɛθaɨ̯
mhethau	m̥ɛθɛ
mhib	m̥iːb
mhibgorn	m̥ɪbɡɔrn
mhigwrn	m̥ɪɡʊrn
mhob	m̥oːb
mhobl	m̥ɔbl
mhobl	m̥ɔbɔl
mhobloedd	m̥ɔblɔɨ̯ð
mhont	m̥ɔnt
mhoptai	m̥ɔptai̯
mhopty	m̥ɔptɨ
mhortiwgal	m̥ɔrtjʊɡal
mhortiwgal	m̥ɔrtɪu̯ɡal
mhrif	m̥riːv
mhrydain	m̥rədai̯n
mhrydain	m̥rədɛn
mhryf	m̥rɨːv
mhryfed	m̥rəvad
mhryfed	m̥rəvɛd
mhrynu	m̥rənɨ
mhum	m̥ɨ̞m
mhunt	m̥ɨ̞nt
mhwl	m̥ʊl
mhyliau	m̥əlja
mhyliau	m̥əljaɨ̯
mhyliau	m̥əljɛ
mhysgod	m̥əsɡɔd
mhysgodyn	m̥əsɡɔdɨ̯n
mi	miː
microsgopau	mei̯krɔsɡɔpa
microsgopau	mei̯krɔsɡɔpɛ
microsgopau	mɪkrɔsɡɔpaɨ̯
migwrn	mɪɡʊrn
mil	miːl
milcant	milkant
milddail	milðai̯l
miliwn	mɪljʊn
milwr	mɪlʊr
milwrol	mɪlʊrɔl
milwyr	mɪlwɨ̞r
mis	miːs
mislif	mɪslɪv
mislifol	mɪslɪvɔl
mlaidd	mlai̯ð
mleiddiaid	mlei̯ðjai̯d
mleiddiaid	mlei̯ðjɛd
mleiddiau	mlei̯ðja
mleiddiau	mlei̯ðjaɨ̯
mleiddiau	mlei̯ðjɛ
mlew	mleːu̯
mlewyn	mlɛu̯ɨ̞n
mlodau	mlɔda
mlodau	mlɔdaɨ̯
mlodau	mlɔdɛ
mlodyn	mlɔdɨ̞n
mlog	mlɔɡ
mlwydd	mluːɨ̯ð
mlwyddi	mlʊɨ̯ði
mlwyddyn	mlʊɨ̯ðɨ̞n
mlynedd	mlənað
mlynedd	mlənɛð
mlynyddoedd	mlənəðɔɨ̯ð
mo	mɔ
moch	moːχ
moch coed	moːχkoːɨ̯d
moch daear	moːχdeɨ̯ar
mochyn	mɔχɨ̞n
mochyn coed	mɔχɨ̞nkoːɨ̯d
mochyn daear	mɔχɨ̞ndeɨ̯ar
mod	moːd
modd	moːð
modfedd	mɔdvað
modfedd	mɔdvɛð
modrwy	mɔdrʊɨ̯
moel	moːɨ̯l
moes	moːɨ̯s
mol	mɔl
moli	mɔli
moliannau	mɔljana
moliannau	mɔljanaɨ̯
moliannau	mɔljanɛ
moliant	mɔljant
moll	mɔɬ
mollt	moːɬd
mordwy	mɔrdʊɨ̯
mordydd	mɔrdɨ̞ð
more	mɔra
more	mɔrɛ
moresg	mɔrɛsɡ
morfil	mɔrvɪl
morio	mɔrjɔ
morwennol	moːrwɛnɔl
morwennol	mɔrwɛnɔl
morwyn	mɔrʊɨ̯n
motél	mɔtɛl
mrain	mrai̯n
mrawd	mrau̯d
mrechdan	mrɛχdan
mrecwast	mrɛkwast
mrenin	mrɛnɪn
mri	mriː
mroch	mroːχ
mron	mrɔn
mrân	mraːn
muchudd	mɨ̞χɨ̞ð
munud	mɨ̞nɨ̞d
munudau	mɨ̞nɨ̞da
munudau	mɨ̞nɨ̞daɨ̯
munudau	mɨ̞nɨ̞dɛ
mur	mɨːr
murddun	mɨ̞rðɨ̞n
murddunnod	mɨ̞rðɨ̞nɔd
muwch	mɨu̯χ
mwcws	mʊkʊs
mwg	muːɡ
mwgwd	mʊɡʊd
mwlgaria	mʊlɡarja
mwll	mʊɬ
mwnci	mʊŋki
mwncïod	mʊŋkɪɔd
mwng	mʊŋ
mwnt	mʊnt
mws	muːs
mwsogla	mʊsɔɡla
mwst	mʊsd
mwthyn	mʊθɨ̞n
mwy	muːɨ̯
mwyaf	mʊɨ̯a
mwyaf	mʊɨ̯av
mwyafrif	mʊɨ̯avrɪv
mwyalchen	muɨ̯alχan
mwyalchen	muɨ̯alχɛn
mwyar	mʊɨ̯ar
mwyar y berwyn	mʊɨ̯arəbɛrwɨ̞n
mwyara	mʊɨ̯ara
mwyaren	mʊɨ̯aran
mwyaren	mʊɨ̯arɛn
mwyd	muːɨ̯d
mwydod	mʊɨ̯dɔd
mwydyn	mʊɨ̯dɨ̞n
mwyeilch	muɨ̯ei̯lχ
mwyn	muːɨ̯n
mwynach	mʊɨ̯naχ
mwynhau	mʊɨ̯nhaɨ̯
myfanwy	məvanʊɨ̯
myfyrio	məvərjɔ
myfyriwr	məvərjʊr
myfyrwyr	məvərwɨ̞r
mygydau	məɡəda
mygydau	məɡədaɨ̯
mygydau	məɡədɛ
mynach	mənaχ
mynachaeth	mənaχaɨ̯θ
mynachaeth	mənaχɛθ
mynachaidd	mənaχai̯ð
mynachaidd	mənaχɛð
mynachdai	mənaχdai̯
mynachdy	mənaχdɨ
mynachlog	mənaχlɔɡ
mynachlogydd	mənaχlɔɡɨ̞ð
mynachod	mənaχɔd
mynaich	mənai̯χ
mynd	mɨ̞n
mynd	mɨ̞nd
myned	mənɛd
mynedadwy	mənɛdadʊɨ̯
mynediad	mənɛdjad
mynegai	mənɛɡai̯
mynegi	mənɛɡi
mynnu	məni
mynnu	mənɨ
mynwy	mənʊɨ̯
mynych	mənɨ̞χ
mynychu	mənəχɨ
mynydd	mənɨ̞ð
mynydda	mənəða
mynyddig	mənəðɪɡ
mynyddoedd	mənəðɔɨ̯ð
myr	mɨ̞r
myrdd	mɨ̞rð
myrddiwn	mərðjʊn
mys	miːs
mys	mɨːs
myth	mɨːθ
mywyd	məu̯ɨ̞d
màs	mas
mân	maːn
mêl	meːl
mên	meːn
mêt	meːt
mêts	meːts
môn	moːn
môr	moːr
mẁg	mʊɡ
mỳg	məɡ
na	na
na	naː
nabl	nabl
nabod	nabɔd
nacáu	nakaɨ̯
nad	nad
nadlwytho	nadlʊɨ̯θɔ
nadolig	dɔlɪɡ
nadolig	nadɔlɪɡ
nadredd	nadrɛð
nadroedd	nadrɔɨ̯ð
naear	neɨ̯ar
naen	naːi̯n
naet	naːi̯t
nag	naɡ
nage	naɡɛ
nage ddim	naɡɛðɪm
nai	nai̯
naid	nai̯d
nail	nai̯l
nain	nai̯n
nal	nal
nalen	nalɛn
nant	nant
nathlu	naθlɨ
naw	naːu̯
naw ar hugain	naːu̯arhɪɡai̯n
nawf	nau̯v
nawfed	nau̯vad
nawfed	nau̯vɛd
nawn	nau̯n
nawr	nau̯r
neb	neːb
nef	neːv
neges	nɛɡɛs
negeseua	nɛɡɛseɨ̯a
negesfwrdd	nɛɡɛsvʊrð
negesydd	nɛɡɛsɨ̞ð
negfed	nɛɡvad
negfed	nɛɡvɛd
nei	nei̯
neidiau	nei̯dja
neidiau	nei̯djaɨ̯
neidiau	nei̯djɛ
neidio	nei̯djɔ
neidit	nei̯dɪt
neidr	nei̯dr
neilen	nei̯lan
neilen	nei̯lɛn
neiliad	nei̯ljad
neiliaid	nei̯ljai̯d
neiliaid	nei̯ljɛd
neithiwr	nei̯θjʊr
neithiwyr	nei̯θjʊɨ̯r
neng	neːŋ
nenmarc	nɛnmark
nentydd	nɛntɨ̞ð
nerf	nɛrv
nerfus	nɛrvɨ̞s
nerth	nɛrθ
nerthoedd	nɛrθɔɨ̯ð
nes	neːs
nes	nɛs
nest	nɛsd
neu	neɨ̯
neuadd	neɨ̯að
neuaddau	neɨ̯aða
neuaddau	neɨ̯aðaɨ̯
neuaddau	neɨ̯aðɛ
neud	neɨ̯d
neuddeg	neɨ̯ðaɡ
neuddeg	neɨ̯ðɛɡ
neuddegfed	neɨ̯ðɛɡvad
neuddegfed	neɨ̯ðɛɡvɛd
newid	nɛu̯ɪd
newydd	nɛu̯ɨ̞ð
newyn	nɛu̯ɨ̞n
newynau	nɛu̯əna
newynau	nɛu̯ənaɨ̯
newynau	nɛu̯ənɛ
ngadael	ŋadal
ngadael	ŋadaɨ̯l
ngadael	ŋadɛl
ngaeaf	ŋeɨ̯a
ngaeaf	ŋeɨ̯av
ngafr	ŋavr
ngair	ŋai̯r
ngardd	ŋarð
ngardd	ŋaːrð
ngeiriadurwr	ŋei̯rjadɨ̞rʊr
ngeiriadurwyr	ŋei̯rjadɨ̞rwɨ̞r
ngelli	ŋɛɬɪ
ngelyn	ŋɛlɨ̞n
ngeni	ŋɛnɪ
nghacen	ŋ̊akan
nghacen	ŋ̊akɛn
nghad	ŋ̊aːd
nghadair	ŋ̊adai̯r
nghadair	ŋ̊adar
nghadair	ŋ̊adɛr
nghae	ŋ̊aːɨ̯
nghael	ŋ̊aːl
nghael	ŋ̊aːɨ̯l
nghaeredin	ŋ̊aɨ̯rɛdɨ̞n
nghaffi	ŋ̊afi
nghain	ŋ̊ai̯n
nghaint	ŋ̊ai̯nt
nghais	ŋ̊ai̯s
nghalan	ŋ̊alan
nghaled	ŋ̊alad
nghaled	ŋ̊alɛd
nghalenigion	ŋ̊alɛnɪɡjɔn
nghalennig	ŋ̊alɛnɪɡ
nghaleted	ŋ̊alɛtɛd
nghalon	ŋ̊alɔn
nghanlyniad	ŋ̊anlənjad
nghant	ŋ̊ant
nghanu	ŋ̊anɨ̞
nghanwr	ŋ̊anʊr
nghapel	ŋ̊apɛl
nghar	ŋ̊ar
ngharafán	ŋ̊aravan
nghariad	ŋ̊arjad
ngharwr	ŋ̊arʊr
nghastell	ŋ̊asdaɬ
nghastell	ŋ̊asdɛɬ
nghath	ŋ̊aːθ
nghathod	ŋ̊aθɔd
nghawl	ŋ̊au̯l
nghawod	ŋ̊au̯ɔd
nghaws	ŋ̊au̯s
ngheffyl	ŋ̊ɛfɨ̞l
nghefn	ŋ̊ɛvn
nghefnau	ŋ̊ɛvna
nghefnau	ŋ̊ɛvnaɨ̯
nghefnau	ŋ̊ɛvnɛ
nghegin	ŋ̊ɛɡɪn
ngheir	ŋ̊ei̯r
nghell	ŋ̊ɛɬ
nghelyn	ŋ̊ɛlɨ̞n
nghenhinen	ŋ̊ɛnhɪnan
nghenhinen	ŋ̊ɛnhɪnɛn
ngherdded	ŋ̊ɛrðɛd
ngherddoriaeth	ŋ̊ɛrðɔrjaɨ̯θ
ngherddoriaeth	ŋ̊ɛrðɔrjɛθ
nghestyll	ŋ̊ɛsdɨ̞ɬ
nghi	ŋ̊iː
nghinio	ŋ̊ɪnjɔ
nghlefyd	ŋ̊lɛvɨ̞d
nghloch	ŋ̊loːχ
nghlust	ŋ̊lɨːst
nghlustdlws	ŋ̊lɨ̞sdlʊs
nghlwb	ŋ̊lʊb
nghlybiau	ŋ̊ləbja
nghlybiau	ŋ̊ləbjaɨ̯
nghlybiau	ŋ̊ləbjɛ
nghlyw	ŋ̊lɨu̯
nghlyw	ŋ̊lɪu̯
nghlywed	ŋ̊ləu̯ad
nghlywed	ŋ̊ləu̯ɛd
nghnau	ŋ̊naɨ̯
nghnau cyll	ŋ̊naɨ̯kɨ̞ɬ
nghnau ffrengig	ŋ̊naɨ̯frɛŋɪɡ
nghneuen	ŋ̊neɨ̯an
nghneuen	ŋ̊neɨ̯ɛn
nghneuen ffrengig	ŋ̊neɨ̯anfrɛŋɪɡ
nghneuen ffrengig	ŋ̊neɨ̯ɛnfrɛŋɪɡ
nghneuen gyll	ŋ̊neɨ̯anɡɨ̞ɬ
nghneuen gyll	ŋ̊neɨ̯ɛnɡɨ̞ɬ
nghnwd	ŋ̊nuːd
nghoch	ŋ̊oːχ
nghoed	ŋ̊oːɨ̯d
ngholli	ŋ̊ɔɬi
nghorff	ŋ̊ɔrf
nghosyn	ŋ̊ɔsɨ̞n
nghot	ŋ̊ɔt
nghrist	ŋ̊riːst
nghroes	ŋ̊roːɨ̯s
nghrwth	ŋ̊ruːθ
nghusan	ŋ̊ɨ̞san
nghusanau	ŋ̊ɨ̞sana
nghusanau	ŋ̊ɨ̞sanaɨ̯
nghusanau	ŋ̊ɨ̞sanɛ
nghusanu	ŋ̊ɨ̞sanɨ̞
nghut	ŋ̊ɨ̞t
nghwch	ŋ̊ʊχ
nghwestiwn	kwɛsdjʊn
nghwningen	ŋ̊ʊnɪŋan
nghwningen	ŋ̊ʊnɪŋɛn
nghwpan	ŋ̊ʊpan
nghwpwrdd	ŋ̊ʊpʊrð
nghwrdd	ŋ̊ʊrð
nghwrs	ŋ̊ʊrs
nghwrw	ŋ̊ʊru
nghychwyn	ŋ̊əχwɨ̞n
nghydbreswylwyr	ŋ̊ɨːdbrɛsʊɨ̯lwɨ̞r
nghyfarfod	ŋ̊warvɔd
nghyfarfod	ŋ̊əvarvɔd
nghyfiawnder	ŋ̊əvjau̯ndɛr
nghyfnither	ŋ̊əvnɪθar
nghyfnither	ŋ̊əvnɪθɛr
nghyfreithiwr	ŋ̊əvrei̯θjʊr
nghylchgrawn	ŋ̊əlχɡrau̯n
nghylchgrawn	ŋ̊ɨ̞lχɡrau̯n
nghymaint	ŋ̊əmai̯nt
nghymaint	ŋ̊əmɛnt
nghymedrolwr	ŋ̊əmɛdrɔlʊr
nghymedrolwyr	ŋ̊əmɛdrɔlwɨ̞r
nghymorth	ŋ̊əmɔrθ
nghymru	ŋ̊əmrɨ̞
nghyngor	ŋ̊əŋɔr
nghynhadledd	ŋ̊ənhadlɛð
nghynnwrf	ŋ̊ənʊrv
nghythraul	ŋ̊əθral
nghythraul	ŋ̊əθraɨ̯l
nghythraul	ŋ̊əθrɛl
nghythreuliaid	ŋ̊əθreɨ̯ljai̯d
nghythreuliaid	ŋ̊əθreɨ̯ljɛd
nghân	ŋ̊aːn
nghôt	ŋ̊oːt
nghôt law	ŋ̊oːtlaːu̯
nglanach	ŋlanaχ
nglanaf	ŋlana
nglanaf	ŋlanav
nglaned	ŋlanɛd
nglas	ŋlaːs
nglasach	ŋlasaχ
nglased	ŋlasɛd
nglawio	ŋlau̯jɔ
ngleision	ŋlei̯ʃɔn
nglân	ŋlaːn
ngogledd	ŋɔɡlað
ngogledd	ŋɔɡlɛð
ngolau	ŋɔla
ngolau	ŋɔlaɨ̯
ngolau	ŋɔlɛ
ngolchi	ŋɔlχɪ
ngoleuadau	ŋɔleɨ̯ada
ngoleuadau	ŋɔleɨ̯adaɨ̯
ngoleuadau	ŋɔleɨ̯adɛ
ngolwg	ŋɔlʊɡ
ngorsaf	ŋɔrsav
ngroeg	ŋroːɨ̯ɡ
ngwahanol	ŋwahanɔl
ngwain	ŋwai̯n
ngwair	ŋwai̯r
ngwallt	ŋwaːɬd
ngwanwyn	ŋwanwɨ̞n
ngwario	ŋwarjɔ
ngwddf	ŋʊðu
ngwddf	ŋʊðv
ngwddf	ŋʊðʊv
ngwddw	ŋʊðu
ngwddwg	ŋʊðʊɡ
ngweddi	ŋwɛði
ngweddi'r arglwydd	ŋwɛðirarɡluɨ̯ð
ngweddïo	ŋwɛðɪɔ
ngweithiwr	ŋwei̯θjʊr
ngweld	ŋwɛld
ngwella	ŋwɛɬa
ngwely	ŋwɛlɨ
ngwennol	ŋwɛnɔl
ngwenoliaid	ŋwɛnɔljai̯d
ngwenoliaid	ŋwɛnɔljɛd
ngweriniaeth	ŋwɛrɪnjaɨ̯θ
ngweriniaeth	ŋwɛrɪnjɛθ
ngweriniaethau	ɡwɛrɪnjeɨ̯θa
ngweriniaethau	ɡwɛrɪnjeɨ̯θaɨ̯
ngweriniaethau	ɡwɛrɪnjeɨ̯θɛ
ngwin	ŋwiːn
ngwinoedd	ŋwɪnɔɨ̯ð
ngwiwer	ŋwɪu̯ar
ngwiwer	ŋwɪu̯ɛr
ngwiwerod	ŋwɪu̯ɛrɔd
ngwlad	ŋwlaːd
ngwlad belg	ŋwlaːdbɛlɡ
ngwlad pwyl	ŋwlaːdpuːɨ̯l
ngwladfa	ŋwladva
ngwledydd	ŋwlɛdɨ̞ð
ngwrando	ŋwrandɔ
ngwres	ŋwreːs
ngwybod	ŋwɨ̞bɔd
ngwybod	ŋʊbɔd
ngwybodaeth	ŋwəbɔdaɨ̯θ
ngwybodaeth	ŋwəbɔdɛθ
ngwybodaeth	ŋwɨ̞bɔdaɨ̯θ
ngwybodaeth	ŋwɨ̞bɔdɛθ
ngwych	ŋwɨːχ
ngwychach	ŋwəχaχ
ngwyched	ŋwəχɛd
ngwyddion	ŋwəðjɔn
ngwylio	ŋwɨ̞ljɔ
ngwylio	ŋwɪljɔ
ngwys	ŋwɨːs
ngwystl	ŋwɨ̞sdl
ngwŷdd	ŋwɨːð
ngwŷr	ŋwɨːr
ngyrru	ŋərɨ
ngâl	ŋaːl
ngŵr	ŋuːr
ngŵydd	ŋuːɨ̯ð
ngŵyr	ŋuːɨ̯r
nhad	n̥aːd
nhadau	n̥ada
nhadau	n̥adaɨ̯
nhadau	n̥adɛ
nhafarn	n̥avarn
nhain	n̥ai̯n
nhaith	n̥ai̯θ
nhalcen	n̥alkan
nhalcen	n̥alkɛn
nhalent	n̥alɛnt
nhaliadau	n̥aljada
nhaliadau	n̥aljadaɨ̯
nhaliadau	n̥aljadɛ
nharian	n̥arjan
nharianau	n̥arjana
nharianau	n̥arjanaɨ̯
nharianau	n̥arjanɛ
nharw	n̥aru
nhatws	n̥atʊs
nhe	n̥eː
nhegan	n̥ɛɡan
nheigr	n̥ei̯ɡr
nheigrod	n̥ei̯ɡrɔd
nheirw	n̥ei̯ru
nheisen	n̥ei̯san
nheisen	n̥ei̯sɛn
nheisen	n̥ei̯ʃan
nheisen	n̥ei̯ʃɛn
nheisen	n̥ɪʃan
nheisen	n̥ɪʃɛn
nheledu	n̥ɛlɛdɨ
nhelyn	n̥ɛlɨn
nhelynor	n̥ɛlənɔr
nhelynores	n̥ɛlənɔras
nhelynores	n̥ɛlənɔrɛs
nheulu	n̥eɨ̯lɨ
nhew	n̥eːu̯
nhewed	n̥ɛu̯ɛd
nhewi	n̥ɛu̯i
nheyrnaddoliant	n̥eɨ̯rnaðɔljant
nheyrnas	n̥eɨ̯rnas
nhi	n̥iː
nhraed	n̥raːɨ̯d
nhre	n̥reː
nhrefydd	n̥rɛvɨ̞ð
nhreisiwr	n̥rei̯ʃʊr
nhro	n̥roː
nhroed	n̥roːɨ̯d
nhrwydded	n̥rʊɨ̯ðad
nhrwydded	n̥rʊɨ̯ðɛd
nhrwyddedau	n̥rʊɨ̯ðɛda
nhrwyddedau	n̥rʊɨ̯ðɛdaɨ̯
nhrwyddedau	n̥rʊɨ̯ðɛdɛ
nhrwyn	n̥ruːɨ̯n
nhrydanwr	n̥rədanʊr
nhu	n̥ɨː
nhudalen	n̥ɨ̞dalan
nhudalen	n̥ɨ̞dalɛn
nhwrci	n̥ʊrki
nhwymyn	n̥ʊɨ̯mɨ̞n
nhyn	n̥ɨ̞n
nhyrrau	n̥əra
nhyrrau	n̥əraɨ
nhyrrau	n̥ərɛ
nhywyll	n̥əu̯ɨ̞ɬ
nhâl	n̥aːl
nhân	n̥aːn
nhîm	n̥iːm
nhŵr	n̥uːr
nhŷ	n̥ɨː
ni	niː
nico	nɪkɔ
nid	nɪd
nid wrth ei big y mae mesur cyffylog	nɪdʊrθei̯biːɡəmaːɨ̯mɛsɨ̞rkəfəlɔɡ
nid wrth ei big y mae mesur cyffylog	nɪdʊrθibiːɡəmamɛsɨ̞rkəfəlɔɡ
nid wrth ei big y mae prynu cyffylog	nɪdʊrθei̯biːɡəmaːɨ̯prənɨkəfəlɔɡ
nid wrth ei big y mae prynu cyffylog	nɪdʊrθibiːɡəmaprənɨkəfəlɔɡ
nigon	nɪɡɔn
niod	niːɔd
nithio	nɪθjɔ
nitrogen	nɪtrɔɡɛn
niwclear	nɪu̯klɛar
niweidio	nɪu̯ei̯djɔ
niwl	nɪu̯l
niwlen	nɪu̯lɛn
niwliog	nɪu̯ljɔɡ
niwlog	nɪu̯lɔɡ
nod	noːd
nodi	nɔdi
nodwydd	nɔdwɨ̞ð
noeth	noːɨ̯θ
nofio	nɔvjɔ
nofiwr	nɔvjʊr
nofwraig	nɔvwrai̯ɡ
noli	nɔli
nolis	nɔlɪs
norwy	nɔrʊɨ̯
nos	noːs
nos fawrth	noːsvau̯rθ
nos fawrth	nɔsvau̯rθ
nos fercher	noːsvɛrχar
nos fercher	noːsvɛrχɛr
nos fercher	nɔsvɛrχar
nos fercher	nɔsvɛrχɛr
nos iau	noːsjaɨ̯
nos iau	noːʃaɨ̯
nos iau	nɔsjaɨ̯
nos iau	nɔʃaɨ̯
nos lun	noːslɨːn
nos lun	nɔslɨːn
nos sadwrn	noːssadʊn
nos sadwrn	noːssadʊrn
nos sadwrn	nɔsadʊn
nos sadwrn	nɔsadʊrn
nos sadwrn	nɔssadʊn
nos sadwrn	nɔssadʊrn
nos sul	noːssɨːl
nos sul	nɔssɨːl
nos sul	nɔsɨːl
nos wener	noːswɛnar
nos wener	noːswɛnɛr
nos wener	nɔswɛnar
nos wener	nɔswɛnɛr
nrama	nrama
nudd	nɨːð
nudden	nɨ̞ðɛn
nwfr	nʊvr
nwy	nuːɨ̯
nwyf	nuːɨ̯v
nwylo	nʊɨ̯lɔ
nydden	nəðɛn
nyddu	nəðɨ
nymff	nɨ̞mf
nyrs	nərs
nyrsys	nərsɨ̞s
nysgu	nəsɡɨ̞
nyth	nɨːθ
nythfa	nəθva
nythfeydd	nəθveɨ̯ð
nythu	nəθɨ̞
nôl	noːl
o	oː
o blith	oːbliːθ
o dan	ɔdan
o flaen	ɔvlaːɨ̯n
o flaen llaw	ɔvlaːɨ̯nɬaːu̯
o hyn allan	ɔhɨ̞naɬan
o'r gloch	oːrɡloːχ
o'r gloch	ɔrɡloːχ
obeutu	ɔbeɨ̯tɨ̞
oce	ɔkɛ
ocr	ɔkr
ocsigenu	ɔksɪɡɛnɨ
ocsiwn	ɔkʃʊn
ocsiynau	ɔkʃəna
ocsiynau	ɔkʃənaɨ̯
ocsiynau	ɔkʃənɛ
ocê	ɔkeː
oddeutu	ɔðeɨ̯tɨ
oddf	ɔðv
oddi	ɔði
odl	ɔdl
oed	oːɨ̯d
oedd	oːɨ̯ð
oedi	ɔɨ̯di
oedolion	ɔɨ̯dɔljɔn
oedolyn	ɔɨ̯dɔlɨ̞n
oen	oːɨ̯n
oer	oːɨ̯r
oeri	ɔɨ̯ri
oes	oːɨ̯s
ofer	ɔvɛr
oferedd	ɔvɛrɛð
ofergoel	ɔvɛrɡɔi̯l
ofergoel	ɔvɛrɡɔɨ̯l
offeiriad	ɔfəi̯rjad
offer	ɔfar
offer	ɔfɛr
offeren	ɔfɛrɛn
ofnadwy	ɔvnadu
ofnadwy	ɔvnadʊɨ̯
ofyn	ɔvɨ̞n
ogledd	ɔɡlað
ogledd	ɔɡlɛð
ogof	ɔɡɔv
ogwr	ɔɡʊr
ogystal	ɔɡəsdal
ogystal	ɔɡəstal
oherwydd	ɔhɛrwɨ̞ð
ohirio	ɔhɪrjɔ
olaf	ɔla
olaf	ɔlav
olau	ɔla
