ա	ɑ
հռոմ	həɾɔm
հռոմ	hɾɔm
հռոմեական	həɾɔmjɑɡɑn
հռոմեական	hɾɔmjɑɡɑn
հռոմեացի	həɾɔmɛjɑt͡sʰi
հռոմեացի	hɾɔmɛjɑt͡sʰi
հռովմայեցի	həɾɔvmɑjɛt͡sʰi
հռովմայեցի	hɾɔvmɑjɛt͡sʰi
հռովմեական	həɾɔvmɛjɑɡɑn
հռովմեական	hɾɔvmɛjɑɡɑn
հռչակ	həɾt͡ʃʰɑɡ
հռչակավոր	həɾt͡ʃʰɑɡɑvɔɾ
հսկա	həskɑ
հսկայական	həskɑjɑɡɑn
հսկել	həskɛl
հստակ	həstɑɡ
հստակորեն	həstɑɡɔɾɛn
հտհ	hədəhə
հրաբուխ	həɾɑpʰuχ
հրադադար	həɾɑtʰɑtʰɑɾ
հրազդան	həɾɑstʰɑn
հրաժարական	həɾɑʒɑɾɑɡɑn
հրաժեշտ	həɾɑʒɛʃt
հրաժեշտախնջույք	həɾɑʒɛʃtɑχənt͡ʃʰujkʰ
հրաժեշտասեղան	həɾɑʒɛʃtɑsɛʁɑn
հրահան	həɾɑhɑn
հրահրել	həɾɑhəɾɛl
հրաձգարան	həɾɑt͡sʰəkʰɑɾɑn
հրաձգել	həɾɑt͡sʰəkʰɛl
հրամայական	həɾɑmɑjɑɡɑn
հրամայել	həɾɑmɑjɛl
հրաման	həɾɑmɑn
հրամանատար	həɾɑmɑnɑdɑɾ
հրայր	həɾɑjɾ
հրանտ	həɾɑnd
հրաշակերտ	həɾɑʃɑɡɛɾd
հրաշք	həɾɑʃkʰ
հրաչ	həɾɑt͡ʃʰ
հրաչյա	həɾɑt͡ʃʰjɑ
հրապատ	həɾɑbɑd
հրապարակ	həɾɑbɑɾɑɡ
հրապարակայնություն	həɾɑbɑɾɑɡɑjnutʰʏn
հրապարակավ	hɾɑbɑɾɑɡɑv
հրապարակել	həɾɑbɑɾɑɡɛl
հրապույր	həɾɑbujɾ
հրապուրել	həɾɑbuɾɛl
հրասախ	həɾɑsɑχ
հրասայլ	həɾɑsɑjl
հրավառել	həɾɑvɑɾɛl
հրավառություն	həɾɑvɑɾutʰʏn
հրավեր	həɾɑvɛɾ
հրավերք	həɾɑvɛɾkʰ
հրավիրել	həɾɑviɾɛl
հրատ	həɾɑd
հրատապ	həɾɑdɑb
հրատարակել	həɾɑdɑɾɑɡɛl
հրատարակիչ	həɾɑdɑɾɑɡit͡ʃʰ
հրատարակում	həɾɑdɑɾɑɡum
հրատարակչություն	həɾɑdɑɾɑkʰt͡ʃʰutʰʏn
հրացան	həɾɑt͡sʰɑn
հրացանակիր	həɾɑt͡sʰɑnɑɡiɾ
հրդեհ	həɾtʰɛh
հրդեհում	həɾtʰɛhum
հրեա	həɾjɑ
հրեա	həɾɛɑ
հրեական	həɾjɑɡɑn
հրեաստան	həɾjɑstɑn
հրեաստան	həɾɛɑstɑn
հրել	həɾɛl
հրեղեն	həɾɛʁɛn
հրեշ	həɾɛʃ
հրեշտակ	həɾɛʃtɑɡ
հրեշտակյան	həɾɛʃtɑɡjɑn
հրես	həɾɛs
հրետ	həɾɛd
հրետանի	həɾɛdɑni
հրթիռ	həɾtʰiɾ
հրկիզել	həɾɡizɛl
հրկիզում	həɾɡizum
հրճվանք	həɾd͡ʒvɑŋkʰ
հրճվել	həɾd͡ʒvɛl
հրշեջ	həɾʃɛt͡ʃʰ
հրողբեր	həɾɔχpɛɾ
հրովարտակ	həɾɔvɑɾdɑɡ
հրուդեն	həɾutʰɛn
հրուշակ	həɾuʃɑɡ
հրուշակագործ	həɾuʃɑɡɑkʰɔɾd͡z
հրուշակեղեն	həɾuʃɑɡɛʁɛn
հրվանդան	həɾvɑntʰɑn
հօգուտ	hɔkʰud
հօպ	hɔb
ձ	t͡sʰə
ձա	t͡sʰɑ
ձագ	t͡sʰɑkʰ
ձագար	t͡sʰɑkʰɑɾ
ձախ	t͡sʰɑχ
ձախլիկ	t͡sʰɑχliɡ
ձախող	t͡sʰɑχɔʁ
ձախողակ	t͡sʰɑχɔʁɑɡ
ձաղ	t͡sʰɑʁ
ձաղանք	t͡sʰɑʁɑŋkʰ
ձաղել	t͡sʰɑʁɛl
ձաղկ	t͡sʰɑχk
ձաղկել	t͡sʰɑχkɛl
ձաղտել	t͡sʰɑχtɛl
ձայն	t͡sʰɑjn
ձայնապնակ	t͡sʰɑjnɑbənɑɡ
ձայնասփյուռ	t͡sʰɑjnɑspʰʏɾ
ձայնավոր	t͡sʰɑjnɑvɔɾ
ձայնդարձ	t͡sʰɑjntʰɑɾt͡sʰ
ձայնեղ	t͡sʰɑjnɛʁ
ձայներիզ	t͡sʰɑjnɛɾiz
ձայնորդ	t͡sʰɑjnɔɾtʰ
ձանձրալի	t͡sʰɑnt͡sʰɾɑli
ձանձրույթ	t͡sʰɑnt͡sʰɾujtʰ
ձաուջիկաու	t͡sʰɑut͡ʃʰiɡɑu
ձառ	t͡sʰɑɾ
ձավար	t͡sʰɑvɑɾ
ձավարապուր	t͡sʰɑvɑɾɑbuɾ
ձար	t͡sʰɑɾ
ձարխոտ	t͡sʰɑɾχɔd
ձգել	t͡sʰəkʰɛl
ձգտել	t͡sʰəkʰtɛl
ձգտում	t͡sʰəkʰtum
ձեզ	t͡sʰɛz
ձեթ	t͡sʰɛtʰ
ձելկվա	t͡sʰɛlɡvɑ
ձեղնահարկ	t͡sʰɛʁnɑhɑɾɡ
ձեղուն	t͡sʰɛʁun
ձեն	t͡sʰɛn
ձեռ	t͡sʰɛɾ
ձեռագիր	t͡sʰɛɾɑkʰiɾ
ձեռային	t͡sʰɛɾɑjin
ձեռնագնդակ	t͡sʰɛɾnɑkʰəntʰɑɡ
ձեռնածու	t͡sʰɛɾnɑd͡zu
ձեռնաշարժություն	t͡sʰɛɾnɑʃɑɾʒutʰʏn
ձեռնաշղթա	t͡sʰɛɾnɑʃəχtʰɑ
ձեռնասայլ	t͡sʰɛɾnɑsɑjl
ձեռնասայլակ	t͡sʰɛɾnɑsɑjlɑɡ
ձեռնարկ	t͡sʰɛɾnɑɾɡ
ձեռնարկություն	t͡sʰɛɾnɑɾɡutʰʏn
ձեռներեց	t͡sʰɛɾnɛɾɛt͡sʰ
ձեռնոց	t͡sʰɛɾnɔt͡sʰ
ձեռնպահ	t͡sʰɛɾənbɑh
ձեռնտու	t͡sʰɛɾəndu
ձեռք	t͡sʰɛɾkʰ
ձեռքի	t͡sʰɛɾkʰi
ձեռքսեղմում	t͡sʰɛɾkʰsɛʁmum
ձեռքսեղմում	t͡sʰɛɾkʰsɛχmum
ձետ	t͡sʰɛd
ձերբակալ	t͡sʰɛɾpʰɑɡɑl
ձերբակալել	t͡sʰɛɾpʰɑɡɑlɛl
ձերբակալություն	t͡sʰɛɾpʰɑɡɑlutʰʏn
ձերովսանն	t͡sʰɛɾɔfsɑnː
ձեւ	t͡sʰɛv
ձեւաբանություն	t͡sʰɛvɑpʰɑnutʰʏn
ձեւանմուշ	t͡sʰɛvɑnəmuʃ
ձեւաչափ	t͡sʰɛvɑt͡ʃʰɑpʰ
ձեւավորել	t͡sʰɛvɑvɔɾɛl
ձեւույթ	t͡sʰɛvujtʰ
ձի	t͡sʰi
ձիաբոռ	t͡sʰijɑpʰɔɾ
ձիահ	t͡sʰiɑh
ձիաուժ	t͡sʰijɑuʒ
ձիաստան	t͡sʰijɑstɑn
ձիաստաց	t͡sʰijɑstɑt͡sʰ
ձիգ	t͡sʰikʰ
ձիթայուղ	t͡sʰitʰɑjuʁ
ձիթապտուղ	t͡sʰitʰɑbəduʁ
ձիթենի	t͡sʰitʰɛni
ձիր	t͡sʰiɾ
ձիրք	t͡sʰiɾkʰ
ձկնաբան	t͡sʰəɡnɑpʰɑn
ձկնաբանական	t͡sʰəɡnɑpʰɑnɑɡɑn
ձկնաբանություն	t͡sʰəɡnɑpʰɑnutʰʏn
ձկնկիթ	t͡sʰəɡəŋɡitʰ
ձկնկուլ	t͡sʰəɡəŋɡul
ձկնորս	t͡sʰəɡnɔɾs
ձկնորսական	t͡sʰəɡnɔɾsɑɡɑn
ձկնորսություն	t͡sʰəɡnɔɾsutʰʏn
ձձում	t͡sʰət͡sʰum
ձմեթ	t͡sʰəmɛtʰ
ձմեռ	t͡sʰəmɛɾ
ձմեռային	t͡sʰəmɛɾɑjin
ձմեռանոց	t͡sʰəmɛɾɑnɔt͡sʰ
ձմեռոց	t͡sʰəmɛɾɔt͡sʰ
ձմերուկ	t͡sʰəmɛɾuɡ
ձմուկ	t͡sʰəmuɡ
ձմռանը	t͡sʰəmɾɑnə
ձյութ	t͡sʰʏtʰ
ձյուն	t͡sʰʏn
ձյունակույտ	t͡sʰʏnɑɡujd
ձյունահովազ	t͡sʰʏnɑhɔvɑz
ձյունամրրիկ	t͡sʰʏnɑməɾːiɡ
ձյունատախտակ	t͡sʰʏnɑdɑχtɑɡ
ձյունափաթիլ	t͡sʰʏnɑpʰɑtʰil
ձյունե	t͡sʰʏnɛ
ձնաբուք	t͡sʰənɑpʰukʰ
ձնագնդիկ	t͡sʰənɑkʰəntʰiɡ
ձնահյուս	t͡sʰənɑhʏs
ձնամարդ	t͡sʰənɑmɑɾtʰ
ձնե	t͡sʰənɛ
ձնեմարդ	t͡sʰənɛmɑɾtʰ
ձնծաղիկ	t͡sʰənd͡zɑʁiɡ
ձող	t͡sʰɔʁ
ձողաձուկ	t͡sʰɔʁɑt͡sʰuɡ
ձողիկ	t͡sʰɔʁiɡ
ձոր	t͡sʰɔɾ
ձորակ	t͡sʰɔɾɑɡ
ձորձ	t͡sʰɔɾt͡sʰ
ձու	t͡sʰu
ձութ	t͡sʰutʰ
ձուլածո	t͡sʰulɑd͡zɔ
ձուլարան	t͡sʰulɑɾɑn
ձուլել	t͡sʰulɛl
ձուկ	t͡sʰuɡ
ձուղբ	t͡sʰuχp
ձուղպ	t͡sʰuʁb
ձույլ	t͡sʰujl
ձուն	t͡sʰun
ձվաբջիջ	t͡sʰəvɑpʰət͡ʃʰit͡ʃʰ
ձվագիծ	t͡sʰəvɑkʰid͡z
ձվածեղ	t͡sʰəvɑd͡zɛʁ
ձվաձեղ	t͡sʰəvɑt͡sʰɛʁ
ձվաձեւ	t͡sʰəvɑt͡sʰɛv
ձվատար	t͡sʰəvɑdɑɾ
ձվարան	t͡sʰəvɑɾɑn
ձվիկ	t͡sʰəviɡ
ձրի	t͡sʰəɾi
ղ	ʁə
ղաբուլ	ʁɑpʰul
ղազ	ʁɑz
ղազախ	ʁɑzɑχ
ղազախական	ʁɑzɑχɑɡɑn
ղազախերեն	ʁɑzɑχɛɾɛn
ղազախստան	ʁɑzɑχstɑn
ղազար	ʁɑzɑɾ
ղազարյան	ʁɑzɑɾjɑn
ղազարոս	ʁɑzɑɾɔs
ղազվին	ʁɑzvin
ղալաթ	ʁɑlɑtʰ
ղալամթրաշ	ʁɑlɑmtʰəɾɑʃ
ղալիբ	ʁɑlipʰ
ղալմաղալ	ʁɑlmɑʁɑl
ղայիլ	ʁɑjil
ղայիշ	ʁɑjiʃ
ղանդահար	ʁɑntʰɑhɑɾ
ղանթար	ʁɑntʰɑɾ
ղանձիլ	ʁɑnt͡sʰil
ղանձլամեր	ʁɑnt͡sʰəlɑmɛɾ
ղանոն	ʁɑnɔn
ղաշանգ	ʁɑʃɑŋkʰ
ղասաբ	ʁɑsɑpʰ
ղասաբյան	ʁɑsɑpʰjɑn
ղավ	ʁɑv
ղատ	ʁɑd
ղարաբաղ	ʁɑɾɑpʰɑʁ
ղարաբաղյան	ʁɑɾɑpʰɑʁjɑn
ղարաբաղցի	ʁɑɾɑpʰɑχt͡sʰi
ղարանֆիլ	ʁɑɾɑnfil
ղարավաշ	ʁɑɾɑvɑʃ
ղարս	ʁɑɾs
ղափաղ	ʁɑpʰɑʁ
ղափամա	ʁɑpʰɑmɑ
ղափան	ʁɑpʰɑn
ղափլան	ʁɑpʰlɑn
ղեկ	ʁɛɡ
ղեկավար	ʁɛɡɑvɑɾ
ղեկավարել	ʁɛɡɑvɑɾɛl
ղեկավարություն	ʁɛɡɑvɑɾutʰʏn
ղենջակ	ʁɛnt͡ʃʰɑɡ
ղեւոնդ	ʁɛvɔntʰ
ղզիկ	ʁəziɡ
ղզլար	ʁəzlɑɾ
ղզղնած	ʁəzʁənɑd͡z
ղիամաթ	ʁijɑmɑtʰ
ղոզ	ʁɔz
ղոնաղ	ʁɔnɑʁ
ղութի	ʁutʰi
ղուկաս	ʁuɡɑs
ղում	ʁum
ղուշ	ʁuʃ
ղուսուր	ʁusuɾ
ղուրան	ʁuɾɑn
ղպտի	ʁəbdi
ղպտիական	ʁəbdijɑɡɑn
ղպտիերեն	ʁəbdijɛɾɛn
ղսմաթ	ʁəsmɑtʰ
ղրիմ	ʁəɾim
ղրղզական	ʁəɾʁəzɑɡɑn
ղրղզերեն	ʁəɾʁəzɛɾɛn
ղրղզստան	ʁəɾʁəzstɑn
ղրղըզ	ʁəɾʁəz
ճ	d͡ʒə
ճագար	d͡ʒɑkʰɑɾ
ճախարակ	d͡ʒɑχɑɾɑɡ
ճախրել	d͡ʒɑχɾɛl
ճակատ	d͡ʒɑɡɑd
ճակատագիր	d͡ʒɑɡɑdɑkʰiɾ
ճակատամարտ	d͡ʒɑɡɑdɑmɑɾd
ճակատային	d͡ʒɑɡɑdɑjin
ճակնդեղ	d͡ʒɑɡəntʰɛʁ
ճահիճ	d͡ʒɑhid͡ʒ
ճահուկ	d͡ʒɑhuɡ
ճաղ	d͡ʒɑʁ
ճաղաշար	d͡ʒɑʁɑʃɑɾ
ճաղաշարք	d͡ʒɑʁɑʃɑɾkʰ
ճաղատ	d͡ʒɑʁɑd
ճաճանչ	d͡ʒɑd͡ʒɑnt͡ʃʰ
ճամայկա	d͡ʒɑmɑjɡɑ
ճամբար	d͡ʒɑmpʰɑɾ
ճամուկ	d͡ʒɑmuɡ
ճամպրուկ	d͡ʒɑmbɾuɡ
ճամփա	d͡ʒɑmpʰɑ
ճամփել	d͡ʒɑmpʰɛl
ճամփորդ	d͡ʒɑmpʰɔɾtʰ
ճամփորդել	d͡ʒɑmpʰɔɾtʰɛl
ճայ	d͡ʒɑj
ճան	d͡ʒɑn
ճանաչել	d͡ʒɑnɑt͡ʃʰɛl
ճանաչում	d͡ʒɑnɑt͡ʃʰum
ճանապարհ	d͡ʒɑnɑbɑɾ
ճանապարհային	d͡ʒɑnɑbɑɾɑjin
ճանապարհել	d͡ʒɑnɑbɑɾɛl
ճանապարհորդ	d͡ʒɑnɑbɑɾɔɾtʰ
ճանապարհորդել	d͡ʒɑnɑbɑɾɔɾtʰɛl
ճանապարհորդություն	d͡ʒɑnɑbɑɾɔɾtʰutʰʏn
ճանգ	d͡ʒɑŋkʰ
ճանդան	d͡ʒɑntʰɑn
ճանկ	d͡ʒɑŋɡ
ճանճ	d͡ʒɑnd͡ʒ
ճանճկեն	d͡ʒɑnd͡ʒɡɛn
ճաշ	d͡ʒɑʃ
ճաշակ	d͡ʒɑʃɑɡ
ճաշաման	d͡ʒɑʃɑmɑn
ճաշասեղան	d͡ʒɑʃɑsɛʁɑn
ճաշասրահ	d͡ʒɑʃɑsəɾɑh
ճաշարան	d͡ʒɑʃɑɾɑn
ճաշացուցակ	d͡ʒɑʃɑt͡sʰut͡sʰɑɡ
ճաշել	d͡ʒɑʃɛl
ճաշկերույթ	d͡ʒɑʃkɛɾujtʰ
ճապոնական	d͡ʒɑbɔnɑɡɑn
ճապոնացի	d͡ʒɑbɔnɑt͡sʰi
ճապոներեն	d͡ʒɑbɔnɛɾɛn
ճապոնիա	d͡ʒɑbɔnjɑ
ճապուկ	d͡ʒɑbuɡ
ճառ	d͡ʒɑɾ
ճառագայթ	d͡ʒɑɾɑkʰɑjtʰ
ճավա	d͡ʒɑvɑ
ճավայերեն	d͡ʒɑvɑjɛɾɛn
ճատրակ	d͡ʒɑdɾɑɡ
ճար	d͡ʒɑɾ
ճարակ	d͡ʒɑɾɑɡ
ճարահատ	d͡ʒɑɾɑhɑd
ճարահատել	d͡ʒɑɾɑhɑdɛl
ճարահատյալ	d͡ʒɑɾɑhɑdjɑl
ճարահատություն	d͡ʒɑɾɑhɑdutʰʏn
ճարահատվել	d͡ʒɑɾɑhɑdvɛl
ճարել	d͡ʒɑɾɛl
ճարմանդ	d͡ʒɑɾmɑntʰ
ճարպ	d͡ʒɑɾb
ճարպիկ	d͡ʒɑɾbiɡ
ճարտար	d͡ʒɑɾdɑɾ
ճարտարագետ	d͡ʒɑɾdɑɾɑkʰɛd
ճարտարագիտական	d͡ʒɑɾdɑɾɑkʰidɑɡɑn
ճարտարապետ	d͡ʒɑɾdɑɾɑbɛd
ճարտարապետություն	d͡ʒɑɾdɑɾɑbɛdutʰʏn
ճարտուկ	d͡ʒɑɾduɡ
ճաք	d͡ʒɑkʰ
ճաքած	d͡ʒɑkʰɑd͡z
ճաքել	d͡ʒɑkʰɛl
ճգնաժամ	d͡ʒəkʰnɑʒɑm
ճգնավոր	d͡ʒəkʰnɑvɔɾ
ճե	d͡ʒɛ
ճեղք	d͡ʒɛχkʰ
ճեղքել	d͡ʒɛχkʰɛl
ճեղքում	d͡ʒɛχkʰum
ճեղքվածք	d͡ʒɛχkʰvɑt͡sʰkʰ
ճեղքվել	d͡ʒɛχkʰvɛl
ճեմասրահ	d͡ʒɛmɑsəɾɑh
ճեմել	d͡ʒɛmɛl
ճենապակի	d͡ʒɛnɑbɑɡi
ճենովա	d͡ʒɛnɔvɑ
ճենովական	d͡ʒɛnɔvɑɡɑn
ճենովացի	d͡ʒɛnɔvɑt͡sʰi
ճեպազրույց	d͡ʒɛbɑzəɾujt͡sʰ
ճերմակ	d͡ʒɛɾmɑɡ
ճերմակություն	d͡ʒɛɾmɑɡutʰʏn
ճիգ	d͡ʒikʰ
ճիզվիտ	d͡ʒizvid
ճիճ	d͡ʒid͡ʒ
ճիճու	d͡ʒid͡ʒu
ճիմ	d͡ʒim
ճիշտ	d͡ʒiʃt
ճիչ	d͡ʒit͡ʃʰ
ճիպոտ	d͡ʒibɔd
ճիռ	d͡ʒiɾ
ճիվ	d͡ʒiv
ճիտ	d͡ʒid
ճիտք	d͡ʒitkʰ
ճիրան	d͡ʒiɾɑn
ճլեզ	d͡ʒəlɛz
ճկել	d͡ʒəɡɛl
ճկույթ	d͡ʒəɡujtʰ
ճկուն	d͡ʒəɡun
ճկունություն	d͡ʒəɡunutʰʏn
ճղել	d͡ʒəʁɛl
ճճու	d͡ʒəd͡ʒu
ճմլել	d͡ʒəmlɛl
ճմռել	d͡ʒəmɾɛl
ճմռթել	d͡ʒəməɾtʰɛl
ճյուղ	d͡ʒʏʁ
ճնճղկաբլիթ	d͡ʒənd͡ʒəʁɡɑpʰəlitʰ
ճնճղուկ	d͡ʒənd͡ʒəʁuɡ
ճնշում	d͡ʒənʃum
ճշգրիտ	d͡ʒəʃkʰəɾid
ճշգրիտ	d͡ʒəʃkʰɾid
ճշգրտել	d͡ʒəʃkʰəɾdɛl
ճշմարիտ	d͡ʒəʃmɑɾid
ճշմարտիվ	d͡ʒəʃmɑɾdiv
ճշմարտություն	d͡ʒəʃmɑɾdutʰʏn
ճշտիվ	d͡ʒəʃtiv
ճո	d͡ʒəɔ
ճոխ	d͡ʒɔχ
ճոկան	d͡ʒɔɡɑn
ճողոպրել	d͡ʒɔʁɔbɾɛl
ճոճ	d͡ʒɔd͡ʒ
ճոճաթոռ	d͡ʒɔd͡ʒɑtʰɔɾ
ճոճանակ	d͡ʒɔd͡ʒɑnɑɡ
ճոճել	d͡ʒɔd͡ʒɛl
ճոն	d͡ʒɔn
ճոպան	d͡ʒɔbɑn
ճոռոմ	d͡ʒɔɾɔm
ճոռոմաբան	d͡ʒɔɾɔmɑpʰɑn
ճոռոմաբանական	d͡ʒɔɾɔmɑpʰɑnɑɡɑn
ճոռոմաբանել	d͡ʒɔɾɔmɑpʰɑnɛl
ճոռոմաբանություն	d͡ʒɔɾɔmɑpʰɑnutʰʏn
ճոռոմախոս	d͡ʒɔɾɔmɑχɔs
ճոռոմախոսել	d͡ʒɔɾɔmɑχɔsɛl
ճոռոմախոսություն	d͡ʒɔɾɔmɑχɔsutʰʏn
ճորոխ	d͡ʒɔɾɔχ
ճորտ	d͡ʒɔɾd
ճուճուլ	d͡ʒud͡ʒul
ճուճուլիկ	d͡ʒud͡ʒuliɡ
ճումբ	d͡ʒumpʰ
ճուտ	d͡ʒud
ճչալ	d͡ʒət͡ʃʰɑl
ճչել	d͡ʒət͡ʃʰɛl
ճպուռ	d͡ʒəbuɾ
ճռիկ	d͡ʒəɾiɡ
ճռճռալ	d͡ʒəɾd͡ʒəɾɑl
ճվատել	d͡ʒəvɑdɛl
ճտճտալ	d͡ʒədəd͡ʒdɑl
ճտպտալ	d͡ʒədbədɑl
ճտվտալ	d͡ʒədvədɑl
ճրագ	d͡ʒəɾɑkʰ
ճրագալույց	d͡ʒəɾɑkʰɑlujt͡sʰ
ճրագու	d͡ʒəɾɑkʰu
մ	mə
մա	mɑ
մագադան	mɑkʰɑtʰɑn
մագաս	mɑkʰɑs
մագելան	mɑkʰɛlɑn
մագիլ	mɑkʰil
մագլցել	mɑkʰəlt͡sʰɛl
մագմա	mɑkʰmɑ
մագնիս	mɑkʰnis
մագնիսականություն	mɑkʰnisɑɡɑnutʰʏn
մադագասկար	mɑtʰɑkʰɑskɑɾ
մադադյան	mɑtʰɑtʰjɑn
մադաթ	mɑtʰɑtʰ
մադաթյան	mɑtʰɑtʰjɑn
մադիան	mɑtʰjɑn
մադուրերեն	mɑtʰuɾɛɾɛn
մադրիդ	mɑtʰɾitʰ
մադրիդյան	mɑtʰɾitʰjɑn
մազ	mɑz
մազանոթ	mɑzɑnɔtʰ
մազդեզն	mɑstʰɛzən
մազուրկա	mɑzuɾɡɑ
մաթեմատիկա	mɑtʰɛmɑdiɡɑ
մաթեմատիկոս	mɑtʰɛmɑdiɡɔs
մաթեւոս	mɑtʰɛvɔs
մաթեւոսյան	mɑtʰɛvɔsjɑn
մաթիլ	mɑtʰil
մալ	mɑl
մալայալամ	mɑlɑjɑlɑm
մալայերեն	mɑlɑjɛɾɛn
մալայզիա	mɑlɑjzjɑ
մալավի	mɑlɑvi
մալարիա	mɑlɑɾjɑ
մալգաշերեն	mɑlkʰɑʃɛɾɛn
մալդիվերեն	mɑltʰivɛɾɛn
մալդիվներ	mɑltʰivnɛɾ
մալե	mɑlɛ
մալել	mɑlɛl
մալթա	mɑltʰɑ
մալթայերեն	mɑltʰɑjɛɾɛn
մալի	mɑli
մալուխ	mɑluχ
մախաթ	mɑχɑtʰ
մախաչկալա	mɑχɑt͡ʃʰkɑlɑ
մախր	mɑχəɾ
մածնաբրդոշ	mɑd͡znɑpʰəɾtʰɔʃ
մածուկ	mɑd͡zuɡ
մածուն	mɑd͡zun
մածվել	mɑd͡zvɛl
մակ	mɑɡ
մակամորձի	mɑɡɑmɔɾt͡sʰi
մական	mɑɡɑn
մականախաղ	mɑɡɑnɑχɑʁ
մականուն	mɑɡɑnun
մակաշերտ	mɑɡɑʃɛɾd
մակարդակ	mɑɡɑɾtʰɑɡ
մակարոն	mɑɡɑɾɔn
մակբայ	mɑɡpʰɑj
մակբայական	mɑkʰpʰɑjɑɡɑn
մակդիր	mɑkʰtʰiɾ
մակեդոնական	mɑɡɛtʰɔnɑɡɑn
մակեդոնացի	mɑɡɛtʰɔnɑt͡sʰi
մակեդոներեն	mɑɡɛtʰɔnɛɾɛn
մակեդոնիա	mɑɡɛtʰɔnjɑ
մակերես	mɑɡɛɾɛs
մակերիկամ	mɑɡɛɾiɡɑm
մակույկ	mɑɡujɡ
մակրոտնտեսական	mɑɡɾɔdəndɛsɑɡɑn
մահ	mɑh
մահաբեր	mɑhɑpʰɛɾ
մահակ	mɑhɑɡ
մահանա	mɑhɑnɑ
մահանալ	mɑhɑnɑl
մահապատիժ	mɑhɑbɑdiʒ
մահապարտ	mɑhɑbɑɾd
մահարաշտրա	mɑhɑɾɑʃtɾɑ
մահացու	mɑhɑt͡sʰu
մահափորձ	mɑhɑpʰɔɾt͡sʰ
մահաքաղաք	mɑhɑkʰɑʁɑkʰ
մահիկ	mɑhiɡ
մահիճ	mɑhid͡ʒ
մահլա	mɑhlɑ
մահկանացու	mɑhɡɑnɑt͡sʰu
մահճակալ	mɑhd͡ʒɑɡɑl
մահմեդական	mɑhmɛtʰɑɡɑn
մահմեդականություն	mɑhmɛtʰɑɡɑnutʰʏn
մահջոնգ	mɑht͡ʃʰɔŋkʰ
մաղ	mɑʁ
մաղադանոս	mɑʁɑtʰɑnɔs
մաղարիչ	mɑʁɑɾit͡ʃʰ
մաղել	mɑʁɛl
մաղթանք	mɑχtʰɑŋkʰ
մաղթել	mɑχtʰɛl
մաղձ	mɑχt͡sʰ
մաճ	mɑd͡ʒ
մաճառ	mɑd͡ʒɑɾ
մաճար	mɑd͡ʒɑɾ
մամ	mɑm
մամա	mɑmɑ
մամբո	mɑmpʰɔ
մամելյուկ	mɑmɛlʏɡ
մամիկ	mɑmiɡ
մամլյուք	mɑmlʏkʰ
մամխենի	mɑmχɛni
մամխի	mɑmχi
մամոնտ	mɑmɔnd
մամուլ	mɑmul
մամուլի	mɑmuli
մամուխ	mɑmuχ
մամուկ	mɑmuɡ
մամուռ	mɑmuɾ
մայա	mɑjɑ
մայել	mɑjɛl
մայթ	mɑjtʰ
մայիս	mɑjis
մայիսյան	mɑjisjɑn
մայլա	mɑjlɑ
մայկա	mɑjɡɑ
մայկոպ	mɑjɡɔb
մայն	mɑjn
մայոնեզ	mɑjɔnɛz
մայտներիում	mɑjdnɛɾijum
մայր	mɑjɾ
մայրաբերդ	mɑjɾɑpʰɛɾtʰ
մայրական	mɑjɾɑɡɑn
մայրամուտ	mɑjɾɑmud
մայրապետ	mɑjɾɑbɛd
մայրապետյան	mɑjɾɑbɛdjɑn
մայրասպան	mɑjɾɑspɑn
մայրաքաղաք	mɑjɾɑkʰɑʁɑkʰ
մայրեհավ	mɑjɾɛhɑv
մայրենի	mɑjɾɛni
մայրի	mɑjɾi
մայրիկ	mɑjɾiɡ
մայրուղի	mɑjɾuʁi
մայրցամաք	mɑjɾt͡sʰɑmɑkʰ
մանագուա	mɑnɑkʰuɑ
մանաթ	mɑnɑtʰ
մանամա	mɑnɑmɑ
մանանա	mɑnɑnɑ
մանանդյան	mɑnɑntʰjɑn
մանանեխ	mɑnɑnɛχ
մանգաղ	mɑŋkʰɑʁ
մանգան	mɑŋkʰɑn
մանգո	mɑŋkʰɔ
մանգուստ	mɑŋkʰust
մանդակ	mɑntʰɑɡ
մանդակունի	mɑntʰɑɡuni
մանդարին	mɑntʰɑɾin
մանե	mɑnɛ
մանեթ	mɑnɛtʰ
մանթ	mɑntʰ
մանթապուր	mɑntʰɑbuɾ
մանթի	mɑntʰi
մանիշակ	mɑniʃɑɡ
մանիպուր	mɑnibuɾ
մանկանալ	mɑŋɡɑnɑl
մանկապարտեզ	mɑŋɡɑbɑɾdɛz
մանկապիղծ	mɑŋɡɑbiʁd͡z
մանկասայլակ	mɑŋɡɑsɑjlɑɡ
մանկասար	mɑŋɡɑsɑɾ
մանկություն	mɑŋɡutʰʏn
մանկտի	mɑŋɡdi
մանկտիք	mɑŋɡdikʰ
մանյակ	mɑnjɑɡ
մանուլ	mɑnul
մանուկ	mɑnuɡ
մանուկյան	mɑnuɡjɑn
մանուշակագույն	mɑnuʃɑɡɑkʰujn
մանչեստր	mɑnt͡ʃʰɛstəɾ
մանջուրիա	mɑnt͡ʃʰuɾjɑ
մանսարդ	mɑnsɑɾtʰ
մանվածապատ	mɑnvɑd͡zɑbɑd
մանվածապատություն	mɑnvɑd͡zɑbɑdutʰʏn
