да	dˈɑ
аруақтарға	ɑɾwɑqtɑɾʀˈɑ
астамының	ɑstˈɑmənəŋ
астананы	ɑstɑnˈɑnə
асырса	ˈɑsəɾsɑ
асырылмақ	ˈɑsəɾəɫmɑq
асығады	ˈɑsəʀɑdə
асқына	ˈɑsqənɑ
асқындырып	ˈɑsqəndəɾəp
атаң	ɑtˈɑŋ
атсалысады	ɑtsˈɑɫəsɑdə
атсалысу	ɑtsˈɑɫəsw
аттанар	ɑttɑnˈɑɾ
аттандырған	ɑttˈɑndəɾʀɑn
атқарса	ɑtqɑɾsˈɑ
аударушылар	ɑwdˈɑɾwʃəɫɑɾ
аударғандар	ɑwdɑɾʀɑndˈɑɾ
аударғым	ɑwdˈɑɾʀəm
аудиториясы	ˈɑwdəjtoɾəjjasə
аутизмге	ˈɑwtəjzmɡe
ауызсудың	ˈɑwəzswdəŋ
ауызын	ˈɑwəzən
ауылымызда	ˈɑwəɫəməzdɑ
ауысқанын	ˈɑwəsqɑnən
ауғанша	ɑwʀɑnʃˈɑ
ашылатынын	ˈɑʃəɫɑtənən
ашқанына	ɑʃqˈɑnənɑ
аяймын	ɑjˈajmən
аяғымнан	ɑjˈaʀəmnɑn
ағаларының	ɑʀɑɫˈɑɾənəŋ
ағаттық	ɑʀˈɑttəq
ағзасын	ɑʀzˈɑsən
ақжарқын	ɑqʒˈɑɾqən
ақыға	ˈɑqəʀɑ
байланыссыз	bɑjɫˈɑnəssəz
байқағанын	bɑjqɑʀˈɑnən
баланс	bɑɫˈɑns
балансы	bɑɫˈɑnsə
балығын	bˈɑɫəʀən
банктеріне	bɑnkteɾɪnˈe
банктік	bɑnktˈɪk
баруымыз	bˈɑɾwəməz
барғанмын	bɑɾʀˈɑnmən
барғанымен	bɑɾʀˈɑnəmen
баспасына	bɑspˈɑsənɑ
бастамадан	bɑstɑmɑdˈɑn
бастасаңыз	bɑstɑsˈɑŋəz
бастым	bˈɑstəm
басшымыз	bˈɑsʃəməz
басымдау	bˈɑsəmdɑw
басымның	bˈɑsəmnəŋ
басыңыз	bˈɑsəŋəz
басқаларына	bɑsqɑɫˈɑɾənɑ
басқаратынын	bɑsqɑɾˈɑtənən
басқармалары	bɑsqɑɾmɑɫˈɑɾə
батпай	bɑtpˈɑj
батса	bɑtsˈɑ
батқанын	bɑtqˈɑnən
бауырымен	bˈɑwəɾəmen
баю	bɑjˈu
баяулап	bɑjawɫˈɑp
бағаламай	bɑʀɑɫɑmˈɑj
бағалануы	bɑʀɑɫˈɑnwə
бақай	bɑqˈɑj
бақиға	bˈɑqəjʀɑ
бақыр	bˈɑqəɾ
бейнежазбасы	bejneʒɑzbˈɑsə
бейнет	bejnˈet
бейнетаспада	bejnetɑspɑdˈɑ
белгісінің	beɫɡɪsɪnˈɪŋ
беренді	beɾendˈɪ
берме	beɾmˈe
берілуге	beɾɪɫwɡˈe
бильярд	bəjɫʔjaɾd
биолог	bəjoɫoɡ
биржада	bəjɾʒɑdɑ
болдырмас	bˈoɫdəɾmɑs
болмап	boɫmˈɑp
большевиктердің	boɫʔʃˈevəjkteɾdɪŋ
болғың	bˈoɫʀəŋ
бордай	boɾdˈɑj
борышкердің	bˈoɾəʃkeɾdɪŋ
босану	bosˈɑnw
былғап	bəɫʀɑp
білмейтіндерін	bɪɫmejtɪndeɾˈɪn
білудің	bɪɫwdˈɪŋ
білімім	bɪlɪmˈɪm
бірдеңеге	bɪɾdeŋeɡˈe
біртуар	bɪɾtwˈɑɾ
бітпейді	bɪtpejdˈɪ
бітіргендер	bɪtɪɾɡendˈeɾ
бітіспес	bɪtɪspˈes
бүлініп	bulɪnˈɪp
бәсекелестіктің	bæsekelestɪktˈɪŋ
бәсең	bæsˈeŋ
бөгеттің	bɵɡettˈɪŋ
бөленді	bɵlendˈɪ
бөлетінін	bɵletɪnˈɪn
бөлмелері	bɵɫmeleɾˈɪ
бөліктерін	bɵlɪkteɾˈɪn
бөлінбек	bɵlɪnbˈek
бөлінуіне	bɵlɪnwɪnˈe
вагонда	vɑɡondˈɑ
вебсайт	vebsˈɑjt
гандболшылары	ɡɑndbˈoɫʃəɫɑɾə
грузиялық	ɡɾwzəjjaɫəq
гүлге	ɡuɫɡˈe
дамуымен	dˈɑmwəmen
дамығанын	dˈɑməʀɑnən
дата	dɑtˈɑ
даурығып	dˈɑwɾəʀəp
дақыл	dˈɑqəɫ
дейтінім	dejtɪnˈɪm
декан	dekˈɑn
демалған	demɑɫʀˈɑn
демонстрация	demonstɾˈɑtsəjja
деректен	deɾektˈen
державаға	deɾʒɑvɑʀˈɑ
десеңдер	deseŋdˈeɾ
дипломаттың	dəjpɫomɑttəŋ
диссиденттің	dəjssəjdenttɪŋ
домбырасы	dˈombəɾɑsə
достасып	dostˈɑsəp
достығын	dˈostəʀən
достықтың	dˈostəqtəŋ
дүкендерінің	dukendeɾɪnˈɪŋ
дәрілердің	dæɾɪleɾdˈɪŋ
дәріптеуге	dæɾɪptewɡˈe
дәулет	dæwlˈet
дәуірдегі	dæwɪɾdeɡˈɪ
еди	ˈedəj
ей	ˈej
елемеуге	elemewɡˈe
енгенін	enɡenˈɪn
енгізсе	enɡɪzsˈe
ереуілшілерді	eɾewɪɫʃɪleɾdˈɪ
еріктілерді	eɾɪktɪleɾdˈɪ
есептемейді	eseptemejdˈɪ
ескертуін	eskeɾtwˈɪn
етері	eteɾˈɪ
ететіндігін	etetɪndɪɡˈɪn
еткендеріне	etkendeɾɪnˈe
етсең	etsˈeŋ
жабдықтауға	ʒˈɑbdəqtɑwʀɑ
жабылуға	ʒˈɑbəɫwʀɑ
жадағай	ʒɑdɑʀˈɑj
жаздайды	ʒɑzdˈɑjdə
жазылар	ʒˈɑzəɫɑɾ
жазғаннан	ʒɑzʀɑnnˈɑn
жазғаным	ʒɑzʀˈɑnəm
жазғызып	ʒˈɑzʀəzəp
жайлау	ʒɑjɫˈɑw
жаймашуақ	ʒɑjmɑʃwˈɑq
жайылатын	ʒˈɑjəɫɑtən
жайынан	ʒˈɑjənɑn
жалтақтық	ʒɑɫtˈɑqtəq
жалындаған	ʒˈɑɫəndɑʀɑn
жалығып	ʒˈɑɫəʀəp
жандайшаптар	ʒɑndɑjʃɑptˈɑɾ
жанжалынан	ʒɑnʒˈɑɫənɑn
жанталасуда	ʒɑntɑɫɑswdˈɑ
жапан	ʒɑpˈɑn
жапонның	ʒɑpˈonnəŋ
жаппақ	ʒɑppˈɑq
жараланғандардың	ʒɑɾɑɫɑnʀɑndˈɑɾdəŋ
жарамсақ	ʒɑɾɑmsˈɑq
жарасатын	ʒɑɾɑsˈɑtən
жаратпай	ʒɑɾɑtpˈɑj
жариялаудың	ʒˈɑɾəjjaɫɑwdəŋ
жартысының	ʒˈɑɾtəsənəŋ
жарқылдап	ʒˈɑɾqəɫdɑp
жатпаса	ʒɑtpɑsˈɑ
жауаппен	ʒɑwɑppˈen
жаяды	ʒɑjˈadə
жағымызда	ʒˈɑʀəməzdɑ
жақсарғанын	ʒɑqsɑɾʀˈɑnən
жақыннан	ʒˈɑqənnɑn
жаңартылып	ʒɑŋˈɑɾtəɫəp
жаңбырдың	ʒˈɑŋbəɾdəŋ
желден	ʒeɫdˈen
жерлерінен	ʒeɾleɾɪnˈen
жертөле	ʒeɾtɵlˈe
жететіндей	ʒetetɪndˈej
жеңілдететін	ʒeŋɪɫdetetˈɪn
жеңіліске	ʒeŋɪlɪskˈe
жинадым	ʒəjnɑdəm
жиналуы	ʒəjnɑɫwə
жиналыстың	ʒəjnɑɫəstəŋ
жиналғаны	ʒəjnɑɫʀɑnə
жинақы	ʒəjnɑqə
жиындары	ʒəjəndɑɾə
жиіледі	ʒəjɪledɪ
жолатпайды	ʒoɫɑtpˈɑjdə
жорамалды	ʒoɾɑmˈɑɫdə
жоспарларына	ʒospɑɾɫˈɑɾənɑ
жоғалтпай	ʒoʀɑɫtpˈɑj
жоғалғанын	ʒoʀɑɫʀˈɑnən
журналисінің	ʒwɾnˈɑɫəjsɪnɪŋ
жыладым	ʒəɫɑdəm
жылжытып	ʒəɫʒətəp
жылымық	ʒəɫəməq
жырларымен	ʒəɾɫɑɾəmen
жырларының	ʒəɾɫɑɾənəŋ
жырында	ʒəɾəndɑ
жібермейтін	ʒɪbeɾmejtˈɪn
жүзді	ʒuzdˈɪ
жүйедегі	ʒujedeɡˈɪ
жүргенім	ʒuɾɡenˈɪm
жүргеніміз	ʒuɾɡenɪmˈɪz
жүректің	ʒuɾektˈɪŋ
жүрмейтін	ʒuɾmejtˈɪn
жүрмес	ʒuɾmˈes
жұдырығын	ʒˈʊdəɾəʀən
жұлқынып	ʒˈʊɫqənəp
жұмсаймын	ʒʊmsˈɑjmən
жұмсалса	ʒʊmsɑɫsˈɑ
жұмсағаны	ʒʊmsɑʀˈɑnə
жұмылдыра	ʒˈʊməɫdəɾɑ
жұмыскерлер	ʒˈʊməskeɾleɾ
жұмысымыздың	ʒˈʊməsəməzdəŋ
жұртшылығын	ʒˈʊɾtʃəɫəʀən
заманымызға	zɑmˈɑnəməzʀɑ
зауыттарды	zˈɑwəttɑɾdə
заңындағы	zˈɑŋəndɑʀə
зиратта	zəjɾɑttɑ
зулап	zwɫˈɑp
идеологиядан	əjdeoɫoɡəjjadɑn
иелене	əjelene
имамдарды	əjmɑmdɑɾdə
имидж	əjməjdʒ
имиджі	əjməjdʒɪ
иммиграциялық	əjmməjɡɾɑtsəjjaɫəq
инвестициялау	əjnvestəjtsəjjaɫɑw
итжеккенге	əjtʒekkenɡe
к	kə
кездесулердің	kezdeswleɾdˈɪŋ
кезекшісі	kezekʃɪsˈɪ
кезеңімен	kezeŋɪmˈen
кейбіреулердің	kejbɪɾewleɾdˈɪŋ
келгендерден	keɫɡendeɾdˈen
келемеж	kelemˈeʒ
келтірер	keɫtɪɾˈeɾ
келіншектер	kelɪnʃektˈeɾ
кембағал	kembɑʀˈɑɫ
кемелерін	kemeleɾˈɪn
кепкен	kepkˈen
керең	keɾˈeŋ
кеселге	keseɫɡˈe
кетпейтін	ketpejtˈɪn
кетірілген	ketɪɾɪɫɡˈen
кеңейтуді	keŋejtwdˈɪ
кеңшар	keŋʃˈɑɾ
киносына	kəjnosənɑ
киінеді	kəjɪnedɪ
клубтан	kɫwbtˈɑn
км	kəmə
кодекстегі	kodeksteɡˈɪ
командамен	komɑndɑmˈen
комедия	komˈedəjja
комиссарының	kˈoməjssɑɾənəŋ
компьютерлер	kompʔjuteɾlˈeɾ
комсомолдың	komsomˈoɫdəŋ
конвенцияның	konvˈentsəjjanəŋ
конкурстан	konkwɾstˈɑn
концертті	kontseɾttˈɪ
конькимен	kˈonʔkəjmen
кооперативі	koopeɾˈɑtəjvɪ
корпорациялар	koɾpoɾˈɑtsəjjaɫɑɾ
курстары	kwɾstˈɑɾə
куәлігінен	kwælɪɡɪnˈen
кіргізе	kɪɾɡɪzˈe
кірісетін	kɪɾɪsetˈɪn
кірісуге	kɪɾɪswɡˈe
күдіктіге	kudɪktɪɡˈe
күздің	kuzdˈɪŋ
күйрей	kujɾˈej
күнкөрісі	kunkɵɾɪsˈɪ
күресуде	kuɾeswdˈe
күтімі	kutɪmˈɪ
күң	kˈuŋ
кәсіподақтардың	kæsɪpodɑqtˈɑɾdəŋ
көзбояу	kɵzbojˈaw
көздесе	kɵzdesˈe
көзқарасымызды	kɵzqɑɾˈɑsəməzdə
көктемі	kɵktemˈɪ
көкшетаулық	kɵkʃetˈɑwɫəq
көмектеспейді	kɵmektespejdˈɪ
көмекшілерін	kɵmekʃɪleɾˈɪn
көпес	kɵpˈes
көрмегендей	kɵɾmeɡendˈej
көрсеткенімен	kɵɾsetkenɪmˈen
көрсеткіштерді	kɵɾsetkɪʃteɾdˈɪ
көршісінің	kɵɾʃɪsɪnˈɪŋ
көтерілу	kɵteɾˈɪɫw
көтерілістер	kɵteɾɪlɪstˈeɾ
көшемен	kɵʃemˈen
көшуіне	kɵʃwɪnˈe
көшірмелері	kɵʃɪɾmeleɾˈɪ
ластануы	ɫɑstˈɑnwə
лағынет	ɫˈɑʀənet
лентаны	lentˈɑnə
логистика	ɫˈoɡəjstəjkɑ
мазалайтын	mɑzɑɫˈɑjtən
мазасызданып	mɑzˈɑsəzdɑnəp
мазмұнымен	mɑzmˈʊnəmen
малымызды	mˈɑɫəməzdə
мамандықтарды	mɑmˈɑndəqtɑɾdə
мансабын	mɑnsˈɑbən
марқұмдарды	mɑɾqʊmdˈɑɾdə
материалдан	mɑtˈeɾəjɑɫdɑn
махаббатқа	mɑxɑbbɑtqˈɑ
машиналарын	mˈɑʃəjnɑɫɑɾən
мағынаға	mˈɑʀənɑʀɑ
мақалаларда	mɑqɑɫɑɫɑɾdˈɑ
мақаламызда	mɑqɑɫˈɑməzdɑ
мақтанамыз	mɑqtɑnˈɑməz
маңдайалды	mɑŋdɑjˈɑɫdə
медицинасын	mˈedəjtsəjnɑsən
медицинасының	mˈedəjtsəjnɑsənəŋ
мемлекетіндегі	memleketɪndeɡˈɪ
мерзімдері	meɾzɪmdeɾˈɪ
металдың	metˈɑɫdəŋ
механизмдерін	mexˈɑnəjzmdeɾɪn
механик	mexˈɑnəjk
миллионерлер	məjɫɫəjoneɾleɾ
минуттарда	məjnwttɑɾdɑ
мойнымда	mˈojnəmdɑ
мойындайтынын	mˈojəndɑjtənən
мойынға	mˈojənʀɑ
молдовалық	moɫdovˈɑɫəq
музыканттардың	mwzəkɑnttɑɾdəŋ
мүфтиінің	mˈuftəjɪnɪŋ
мұнаймен	mʊnɑjmˈen
мәдениетінен	mædˈenəjetɪnen
мәліметінде	mælɪmetɪndˈe
мөлшерлемені	mɵɫʃeɾlemenˈɪ
найзаның	nɑjzˈɑnəŋ
нарқы	nˈɑɾqə
насихаттағаны	nˈɑsəjxɑttɑʀɑnə
нацистердің	nˈɑtsəjsteɾdɪŋ
нағашым	nɑʀˈɑʃəm
нақақтан	nɑqɑqtˈɑn
ниеттеніп	nəjettenɪp
ниқаб	nəjqɑb
нығайтуды	nəʀɑjtwdə
нөміріне	nɵmɪɾɪnˈe
ойламаса	ojɫɑmɑsˈɑ
ойландым	ojɫˈɑndəm
ойландырып	ojɫˈɑndəɾəp
ойластыра	ojɫˈɑstəɾɑ
ойлаңызшы	ojɫˈɑŋəzʃə
олқылық	ˈoɫqəɫəq
ордасын	oɾdˈɑsən
орнатқаны	oɾnɑtqˈɑnə
орталықазиялық	oɾtˈɑɫəqɑzəjjaɫəq
отандасы	otɑndˈɑsə
отаншылдық	otˈɑnʃəɫdəq
отызыншы	ˈotəzənʃə
отырмағанын	ˈotəɾmɑʀɑnən
ошағын	oʃˈɑʀən
оята	ojatˈɑ
оққағарлары	oqqɑʀɑɾɫˈɑɾə
оңбаған	oŋbɑʀˈɑn
парақшаларды	pɑɾɑqʃɑɫˈɑɾdə
парламентаризм	pɑɾɫɑmentˈɑɾəjzm
парызым	pˈɑɾəzəm
патриархы	pˈɑtɾəjɑɾxə
пендеге	pendeɡˈe
пирамида	pəjɾɑməjdɑ
полк	pˈoɫk
порнографиялық	poɾnoɡɾˈɑfəjjaɫəq
португалиялық	poɾtwɡˈɑɫəjjaɫəq
принциптерге	pɾəjntsəjpteɾɡe
проблемалармен	pɾoblemɑɫɑɾmˈen
проблемамен	pɾoblemɑmˈen
провинция	pɾˈovəjntsəjja
программист	pɾoɡɾˈɑmməjst
психологиясына	psəjxoɫoɡəjjasənɑ
пікірлес	pɪkɪɾlˈes
пұл	pˈʊɫ
пәлеге	pæleɡˈe
пәренже	pæɾenʒˈe
пәтерлерде	pæteɾleɾdˈe
радиоға	ɾˈɑdəjoʀɑ
редакторын	ɾedɑktˈoɾən
резина	ɾˈezəjnɑ
резолюция	ɾezoɫjˈutsəjja
ресейліктерді	ɾesejlɪkteɾdˈɪ
республикамыздағы	ɾˈespwbɫəjkɑməzdɑʀə
ресурстардың	ɾeswɾstˈɑɾdəŋ
ресурсты	ɾˈeswɾstə
ретін	ɾetˈɪn
рынокта	ɾənoktɑ
сабындай	sˈɑbəndɑj
садаға	sɑdɑʀˈɑ
сайлаулары	sɑjɫɑwɫˈɑɾə
салмағының	sɑɫmˈɑʀənəŋ
салғым	sˈɑɫʀəm
санасу	sɑnˈɑsw
сандары	sɑndˈɑɾə
санкцияларын	sˈɑnktsəjjaɫɑɾən
сасқалақтап	sɑsqɑɫɑqtˈɑp
сатылғанын	sˈɑtəɫʀɑnən
саусағындай	sɑwsˈɑʀəndɑj
саябағындағы	sɑjabˈɑʀəndɑʀə
саябақтағы	sɑjabɑqtˈɑʀə
саяхатшылар	sɑjaxˈɑtʃəɫɑɾ
сағынышын	sˈɑʀənəʃən
сақтала	sɑqtɑɫˈɑ
саңлақтардың	sɑŋɫɑqtˈɑɾdəŋ
сезімдерін	sezɪmdeɾˈɪn
секталарға	sektɑɫɑɾʀˈɑ
село	seɫˈo
селосы	seɫˈosə
сенбілік	senbɪlˈɪk
сенсациялық	sensˈɑtsəjjaɫəq
сербтер	seɾbtˈeɾ
сериалдарын	sˈeɾəjɑɫdɑɾən
сериалы	sˈeɾəjɑɫə
сессияның	sˈessəjjanəŋ
символикалық	səjmvoɫəjkɑɫəq
сияқтыларға	səjjaqtəɫɑɾʀɑ
скрипкашы	səkɾəjpkɑʃə
сомға	somʀˈɑ
соттық	sˈottəq
социал	sˈotsəjɑɫ
стадионына	stˈɑdəjonənɑ
стансасынан	stɑnsˈɑsənɑn
сыйақыны	səjɑqənə
сылтаулармен	səɫtɑwɫɑɾmen
сылтауы	səɫtɑwə
сылқ	səɫq
сынағына	sənɑʀənɑ
сыныптас	sənəptɑs
сынығы	sənəʀə
сіңілісі	sɪŋɪlɪsˈɪ
сүзіп	suzˈɪp
сүйенер	sujenˈeɾ
сүйреткен	sujɾetkˈen
сүйретіп	sujɾetˈɪp
сұлатып	sʊɫˈɑtəp
сұрар	sʊɾˈɑɾ
сұрағанбыз	sʊɾɑʀˈɑnbəz
сұрағыма	sʊɾˈɑʀəmɑ
сұрақтарының	sʊɾɑqtˈɑɾənəŋ
сұрыптап	sˈʊɾəptɑp
сұхбатына	sʊxbˈɑtənɑ
сұға	sʊʀˈɑ
сөздік	sɵzdˈɪk
сөйлегенін	sɵjleɡenˈɪn
сөккен	sɵkkˈen
табиғатпен	tˈɑbəjʀɑtpen
табысуға	tˈɑbəswʀɑ
талайлар	tɑɫɑjɫˈɑɾ
таланттың	tɑɫˈɑnttəŋ
таныдым	tˈɑnədəm
танытқандар	tˈɑnətqɑndɑɾ
тапқанда	tɑpqɑndˈɑ
тартсын	tˈɑɾtsən
тартылмады	tˈɑɾtəɫmɑdə
тартылу	tˈɑɾtəɫw
тартынып	tˈɑɾtənəp
таси	tˈɑsəj
тастардың	tɑstˈɑɾdəŋ
тауларында	tɑwɫˈɑɾəndɑ
тағайындалса	tɑʀˈɑjəndɑɫsɑ
тағылым	tˈɑʀəɫəm
тағылымы	tˈɑʀəɫəmə
тақағанда	tɑqɑʀɑndˈɑ
таңдандырды	tɑŋdˈɑndəɾdə
таңдағанда	tɑŋdɑʀɑndˈɑ
таңу	tˈɑŋw
таңғалуға	tɑŋʀɑɫwʀˈɑ
тексереміз	tekseɾemˈɪz
тексеруде	tekseɾwdˈe
тексерумен	tekseɾwmˈen
телекомпаниясының	telekompˈɑnəjjasənəŋ
телефондарына	telefondˈɑɾənɑ
телефонымды	telefˈonəmdə
телехабар	telexɑbˈɑɾ
темекінің	temekɪnˈɪŋ
тергеушіге	teɾɡewʃɪɡˈe
тереңдетіп	teɾeŋdetˈɪp
терме	teɾmˈe
территорияда	tˈeɾɾəjtoɾəjjadɑ
терісін	teɾɪsˈɪn
тесіп	tesˈɪp
техногендік	texnoɡendˈɪk
теңесе	teŋesˈe
теңеуге	teŋewɡˈe
тиражын	təjɾɑʒən
тозақтың	tozˈɑqtəŋ
толуы	tˈoɫwə
толқудан	toɫqwdˈɑn
толқуларды	toɫqwɫˈɑɾdə
толқуына	tˈoɫqwənɑ
тост	tˈost
тосқан	tosqˈɑn
тоқталар	toqtɑɫˈɑɾ
тоқтатылғанын	toqtˈɑtəɫʀɑnən
тоқтағанын	toqtɑʀˈɑnən
тоқылған	tˈoqəɫʀɑn
транспорттық	tɾɑnspˈoɾttəq
трибунал	tɾəjbwnɑɫ
тудыратыны	twdəɾɑtənə
тудырғаны	twdəɾʀɑnə
тулап	twɫˈɑp
туысқандарының	twəsqɑndɑɾənəŋ
тыйылмай	təjəɫmɑj
тындыра	təndəɾɑ
тырысатыны	təɾəsɑtənə
тыңдарманның	təŋdɑɾmɑnnəŋ
тыңдауына	təŋdɑwənɑ
тыңнан	təŋnɑn
тізбегі	tɪzbeɡˈɪ
тізгінді	tɪzɡɪndˈɪ
тізерлеп	tɪzeɾlˈep
тізіліп	tɪzɪlˈɪp
тілдесті	tɪɫdestˈɪ
тілейміз	tɪlejmˈɪz
тіліміздің	tɪlɪmɪzdˈɪŋ
тіршіліктің	tɪɾʃɪlɪktˈɪŋ
түзетіп	tuzetˈɪp
түкіріп	tukɪɾˈɪp
түріктердің	tuɾɪkteɾdˈɪŋ
түсінбестік	tusɪnbestˈɪk
түсіндірмек	tusɪndɪɾmˈek
түсіндіруі	tusɪndɪɾwˈɪ
тұзы	tˈʊzə
тұтанды	tʊtˈɑndə
тұтатынын	tʊtˈɑtənən
тұтынып	tˈʊtənəp
тұңғиық	tˈʊŋʀəjəq
тәжірибелік	tæʒˈɪɾəjbelɪk
тәжірибем	tæʒˈɪɾəjbem
тәжірибесімен	tæʒˈɪɾəjbesɪmen
тәрбиешісі	tˈæɾbəjeʃɪsɪ
тәте	tætˈe
тәуірлеу	tæwɪɾlˈew
төлемдерін	tɵlemdeɾˈɪn
төлеушілердің	tɵlewʃɪleɾdˈɪŋ
төндірді	tɵndɪɾdˈɪ
төнуі	tɵnwˈɪ
төрағасынан	tɵɾɑʀˈɑsənɑn
төрелігіне	tɵɾelɪɡɪnˈe
төркіні	tɵɾkɪnˈɪ
учаскесіндегі	wt͡ʃɑskesɪndeɡˈɪ
фактілерінің	fɑktɪleɾɪnˈɪŋ
филологиялық	fəjɫoɫoɡəjjaɫəq
философы	fəjɫosofə
фотоаппаратты	fotoɑppɑɾˈɑttə
фотосуреттерді	fotoswɾetteɾdˈɪ
француздардың	fɾɑntswzdˈɑɾdəŋ
футболка	fwtboɫkˈɑ
хабардармыз	xɑbɑɾdˈɑɾməz
хабарларда	xɑbɑɾɫɑɾdˈɑ
хабарлағанымыздай	xɑbɑɾɫɑʀˈɑnəməzdɑj
хакерлердің	xɑkeɾleɾdˈɪŋ
хикаялары	xəjkɑjaɫɑɾə
хұқтарын	xʊqtˈɑɾən
шалағай	ʃɑɫɑʀˈɑj
шамның	ʃˈɑmnəŋ
шаралармен	ʃɑɾɑɫɑɾmˈen
шарындағы	ʃˈɑɾəndɑʀə
шатастыруға	ʃɑtˈɑstəɾwʀɑ
шахтасы	ʃɑxtˈɑsə
шағымданамыз	ʃˈɑʀəmdɑnɑməz
шағымданса	ʃˈɑʀəmdɑnsɑ
шағымданғанымен	ʃˈɑʀəmdɑnʀɑnəmen
шақталған	ʃɑqtɑɫʀˈɑn
шақыртылған	ʃˈɑqəɾtəɫʀɑn
шебінде	ʃebɪndˈe
шектелуі	ʃekteɫwˈɪ
шерулердің	ʃeɾwleɾdˈɪŋ
шеттетіліп	ʃettetɪlˈɪp
шешуден	ʃeʃwdˈen
шошқаның	ʃoʃqˈɑnəŋ
шуағы	ʃwˈɑʀə
шылғи	ʃəɫʀəj
шырмалған	ʃəɾmɑɫʀɑn
шығайық	ʃəʀɑjəq
шығармашыл	ʃəʀɑɾmɑʃəɫ
шығармашылыққа	ʃəʀɑɾmɑʃəɫəqqɑ
шығарылуын	ʃəʀɑɾəɫwən
шықпауға	ʃəqpɑwʀɑ
шыққанмын	ʃəqqɑnmən
ші	ʃˈɪ
шүкіршілік	ʃukɪɾʃɪlˈɪk
шұғылдану	ʃˈʊʀəɫdɑnw
шұқылап	ʃˈʊqəɫɑp
ыдырауы	ədəɾɑwə
ызасын	əzɑsən
ынталандыруға	əntɑɫɑndəɾwʀɑ
ырқына	əɾqənɑ
ыстыққа	əstəqqɑ
экспонат	eksponˈɑt
экстремистерге	ekstɾˈeməjsteɾɡe
электрик	elˈektɾəjk
этномәдени	etnomædˈenəj
юбка	jubkˈɑ
ілім	ɪlˈɪm
іргедегі	ɪɾɡedeɡˈɪ
істейтіні	ɪstejtɪnˈɪ
істепті	ɪsteptˈɪ
істерімен	ɪsteɾɪmˈen
Ғұмар	ʀʊmˈɑɾ
ғаламда	ʀɑɫɑmdˈɑ
ғасырдай	ʀˈɑsəɾdɑj
ғылымына	ʀəɫəmənɑ
ғылымында	ʀəɫəməndɑ
ҚБК	qəbəkə
Қадырбаева	qˈɑdəɾbɑevɑ
Қажекең	qɑʒekˈeŋ
Қазақмысқа	qɑzˈɑqməsqɑ
Қазба	qɑzbˈɑ
Қайткенде	qɑjtkendˈe
Қайырбеков	qˈɑjəɾbekov
Қане	qɑnˈe
Қаппаровтың	qɑppɑɾˈovtəŋ
Қарабақта	qɑɾɑbɑqtˈɑ
Қаражалдағы	qɑɾɑʒɑɫdˈɑʀə
Қарақұм	qɑɾɑqˈʊm
Қартайған	qɑɾtɑjʀˈɑn
Қарымта	qˈɑɾəmtɑ
Қашқар	qɑʃqˈɑɾ
Қожамберді	qoʒɑmbeɾdˈɪ
Қожамжаровтың	qoʒɑmʒɑɾˈovtəŋ
Қойылым	qˈojəɫəm
Қолын	qˈoɫən
Қонақтар	qonɑqtˈɑɾ
Қоңырау	qˈoŋəɾɑw
Қызымның	qəzəmnəŋ
Қыр	qəɾ
Қытайлықтар	qətɑjɫəqtɑɾ
Құба	qʊbˈɑ
Құлдық	qˈʊɫdəq
Құрманғалиева	qʊɾmɑnʀˈɑɫəjevɑ
қабылдайтындар	qˈɑbəɫdɑjtəndɑɾ
қабылдамас	qˈɑbəɫdɑmɑs
қабылдамаса	qˈɑbəɫdɑmɑsɑ
қабылдамау	qˈɑbəɫdɑmɑw
қабырғаның	qˈɑbəɾʀɑnəŋ
қабырғасындағы	qˈɑbəɾʀɑsəndɑʀə
қабыспайтын	qˈɑbəspɑjtən
