va	ʋˈæ
sharqshunoslik	ʃˌæɾqʃʊnˈɑsɫyk
shartlar	ʃˈæɾtlæɾ
shaxslarni	ʃæχslˈæɾny
shilimshiq	ʃyɫˈymʃyq
shina	ʃˈynæ
shogirdlar	ʃɑɡˈyɾdlæɾ
shugʻullanish	ʃˌʊʁʊɫlˈænyʃ
shugʻullanishgan	ʃˌʊʁʊɫlænˈyʃɡæn
sinfiga	synfˌyɡæ
sirtqi	sˈyɾtqy
skelet	skˈelet
slanetslar	slænˈetslæɾ
smolalar	smɑlˈælæɾ
soda	sˈɑdæ
sohaga	sɑhˈæɡæ
sohasining	sˌɑhæsˈynyŋ
solinib	sɑɫˈynyb
sozandalar	sˌɑzændˈælæɾ
soʻradi	soɾˈædy
soʻragan	soɾˈæɡæn
strukturasini	stɾˌʊktʊɾæsˈyny
sugʻorma	sʊʁˈɑɾmæ
surib	sˈʊɾyb
tadbir	tˈædbyɾ
tahdid	tˈæhdyd
takrorlanadi	tˌækɾɑɾlænˈædy
taktik	tˈæktyk
taqqoslash	tæqqˈɑslæʃ
taraqqiyotini	tˌæɾæqqˌyjɑtˈyny
tarzini	tæɾzˈyny
tashladi	tæʃlˈædy
tashlagan	tæʃlˈæɡæn
tasodifan	tˌæsɑdˈyfˌæn
tasvirlaydi	tˌæsʋyɾlˈæjdy
tavallud	tæʋˈæɫɫʊd
tekisligining	tˌekysɫyɡˈynyŋ
tekislikka	tˌekysɫˈykkæ
tennis	tˈennys
terini	teɾˈyny
tildagi	tyɫdˈæɡy
tirikchilik	tˌyɾykt͡Sˈyɫyk
tovarlarni	tˌɑʋæɾlˈæɾny
tozalangan	tˌɑzælˈæŋæn
toʻldirilgan	tˌoɫdyɾˈyɫɡæn
toʻqimalarda	tˌoqymælˈæɾdæ
toʻqimalarga	tˌoqymælˈæɾɡæ
toʻqimasi	tˌoqymˈæsy
tugadi	tʊɡˈædy
tugʻiladi	tˌʊʁylˈædy
tuklar	tˈʊklæɾ
tukli	tˈʊkɫy
turishga	tʊɾˈyʃɡæ
turkmanlar	tʊɾkmˈænlæɾ
tushunchasiga	tˌʊʃʊnt͡Sæsˈyɡæ
tusiga	tʊsˈyɡæ
tuxumi	tʊχˈʊmy
tuzilmalari	tˌʊzyɫmælˈæɾy
uchrashuvida	ˌʊt͡Sɾæʃʊʋˈydæ
uchrashuvlari	ˌʊt͡Sɾæʃʊʋlˈæɾy
ulash	ˈʊlæʃ
umid	ˈʊmyd
umri	ˈʊmɾy
undoshlar	ʊndˈɑʃlæɾ
urilgan	ʊɾˈyɫɡæn
urinishlar	ˌʊɾynˈyʃlæɾ
urishi	ʊɾˈyʃy
usullarni	ˌʊsʊɫlˈæɾny
uygʻunligi	ˌʊjʁʊnɫˈyɡy
uyushgan	ʊjˈʊʃɡæn
uzoqqa	ʊzˈɑqqæ
uzoqroq	ʊzˈɑqɾɑq
uzunlikdagi	ˌʊzʊnɫykdˈæɡy
virus	ʋˈyɾʊs
vodoprovod	ʋˌɑdɑpɾˈɑʋɑd
xarakterga	χˌæɾæktˈeɾɡæ
xavfsizligi	χæʋfsˌyzɫˈyɡy
xizmatiga	χˌyzmætˈyɡæ
xotin	χˈɑtyn
xoʻjayin	χod͡ʒˈæjyn
xudosi	χʊdˈɑsy
yarimoʻtkazgichlar	jˌæɾymˌotkæzɡˈyt͡Slæɾ
yaxshilab	jæχʃˈylæb
yaylovlar	jæjɫˈɑʋlæɾ
yeb	jˈeb
yechishda	jet͡Sˈyʃdæ
yetakchilik	jˌetækt͡Sˈyɫyk
yetish	jˈetyʃ
yevropa	jeʋɾˈɑpæ
yiriklari	jˌyɾyklˈæɾy
yopishqoq	jɑpˈyʃqɑq
yorqinligi	jˌɑɾqynɫˈyɡy
yoshligida	jˌɑʃɫyɡˈydæ
yovuz	jˈɑʋʊz
yoyish	jˈɑjyʃ
yoʻlni	jˈoɫny
yurt	jˈʊɾt
yuzini	jʊzˈyny
zallari	zæɫlˈæɾy
zardushtiylik	zˌæɾdʊʃtˈyjɫyk
zarrachalar	zˌæɾɾæt͡Sˈælæɾ
zarralarni	zˌæɾɾælˈæɾny
zaytun	zˈæjtʊn
zilziladan	zˌyɫzylˈædæn
zulmiga	zʊɫmˈyɡæ
бўлган	bˈoːɫɡæn
деб	dˈeb
AKSH	ˈækʃ
Adib	ˈædyb
Aksincha	æksˈynt͡Sæ
Allohdan	æɫɫˈɑhdæn
Ashxobod	æʃχˈɑbɑd
Asl	ˈæsɫ
Avesto	æʋˈestɑ
Avgust	ˈæʋɡʊst
Bahouddin	bˌæhɑˈʊddyn
Baland	bˈælænd
Bangladesh	bæŋlˈædeʃ
Benkov	bˈenkɑʋ
Binobarin	bˌynɑbˈæɾyn
Birinchisi	bˌyɾynt͡Sˈysy
Boburning	bɑbˈʊɾnyŋ
Boshqaruv	bɑʃqˈæɾʊʋ
Bosma	bˈɑsmæ
Bosniya	bɑsnˈyjæ
Burun	bˈʊɾʊn
Buxoroni	bˌʊχɑɾˈɑny
Buyrak	bˈʊjɾæk
Chorvachilikda	t͡Sˌɑɾʋæt͡Syɫˈykdæ
Dala	dˈælæ
Davolash	dæʋˈɑlæʃ
Elektromagnit	ˌelektɾɑmˈæɡnyt
Eshitish	eʃˈytyʃ
Faol	fˌæɑɫ
Fargona	fˌæɾɡˈɑnæ
Finlyandiya	fˌynɫjændˈyjæ
Fizik	fˌyzyk
Galiley	ɡæɫˈylej
Geologik	ɡˌeɑɫˈɑɡyk
Hasharotlar	hˌæʃæɾˈɑtlæɾ
Hayvonot	hæjʋˈɑnɑt
Ijodi	yd͡ʒˈɑdy
Ijodida	ˌyd͡ʒɑdˈydæ
J	d͡ʒˈe
Jalil	d͡ʒˈæɫyɫ
Jon	d͡ʒˈɑn
Kanal	kˈænæɫ
Karib	kˈæɾyb
Kavkazning	kæʋkˈæznyŋ
Kitobda	kytˈɑbdæ
Koreyada	kˌɑɾejˈædæ
Koʻchati	kot͡Sˈæty
Krasnoyarsk	kɾæsnˈɑjæɾsk
Madagaskar	mˌædæɡˈæskæɾ
Manguberdi	mˌæŋʊbˈeɾdy
Mariya	mæɾˈyjæ
Mart	mˈæɾt
Narimonov	nˌæɾymˈɑnɑʋ
Nikaragua	nˌykæɾæɡˈʊæ
Nur	nˈʊɾ
Nutq	nˈʊtq
Olimjon	ɑɫˈymd͡ʒɑn
Ommaviy	ɑmmˈæʋyj
Organizmning	ˌɑɾɡænˈyzmnyŋ
Oʻsimliklarning	ˌosymɫyklˈæɾnyŋ
Purkinye	pʊɾkˈynje
Qibray	qˈybɾæj
Qohira	qɑhˈyɾæ
Qorasuv	qɑɾˈæsʊʋ
Rangi	ɾˈæŋy
Repertuaridan	ɾˌepeɾtˌʊæɾˈydæn
Sanoatning	sˌænɑˈætnyŋ
Saratov	sæɾˈætɑʋ
Shekspir	ʃˈekspyɾ
Sibirning	sybˈyɾnyŋ
Skandinaviya	skˌændynæʋˈyjæ
Solih	sˈɑɫyh
Somoniylar	sˌɑmɑnˈyjlæɾ
Soveti	sɑʋˈety
Soʻzlashuvchilarning	sˌozlæʃˌʊʋt͡Sylˈæɾnyŋ
Sugʻorish	sʊʁˈɑɾyʃ
Tashkilot	tæʃkˈyɫɑt
Tatariston	tˌætæɾˈystɑn
Teatrning	teˈætɾnyŋ
Tugʻma	tˈʊʁmæ
Uzunligi	ˌʊzʊnɫˈyɡy
Van	ʋˈæn
Vashington	ʋæʃˈyŋtɑn
Viktoriya	ʋˌyktɑɾˈyjæ
Xonkandi	χɑnkˈændy
Xurosonda	χˌʊɾɑsˈɑndæ
YESY	jˈesj
Yava	jˈæʋæ
Yoz	jˈɑz
Yugoslaviya	jˌʊɡɑslæʋˈyjæ
Yuqoridagi	jˌʊqɑɾydˈæɡy
Yura	jˈʊɾæ
Yuz	jˈʊz
Zakavkazye	zˌækæʋkˈæzje
afsona	æfsˌɑnæ
agregat	æɡɾˈeɡæt
ajraladigan	ˌæd͡ʒɾælædˈyɡæn
ajratilib	ˌæd͡ʒɾætˈyɫyb
akalari	ˌækælˈæɾy
aktrisa	æktɾˈysæ
algebra	æɫɡˈebɾæ
aloqani	ˌæɫɑqˈæny
amirlar	æmˈyɾlæɾ
amirlik	æmˈyɾɫyk
aqlli	ˈæqɫɫy
arqon	ˈæɾqɑn
atalmish	ætˈæɫmyʃ
atletika	ˌætletˈykæ
atroflicha	ˌætɾɑfɫˌyt͡Sæ
avtomobillarni	ˌæʋtɑmˌɑbyɫlˈæɾny
ayollarga	ˌæjɑɫlˈæɾɡæ
badan	bˈædæn
bagʻrida	bæʁɾˈydæ
baliqlarning	bˌæɫyqlˈæɾnyŋ
barvaqt	bˈæɾʋæqt
baza	bˈæzæ
bazasini	bˌæzæsˈyny
belgilarga	bˌeɫɡylˈæɾɡæ
berishini	bˌeɾyʃˈyny
bezagi	bezˈæɡy
bilimini	bˌyɫymˈyny
birikadi	bˌyɾykˈædy
bitgan	bˈytɡæn
bob	bˈɑb
boshlanishida	bˌɑʃlænyʃˈydæ
boshqaradigan	bˌɑʃqæɾædˈyɡæn
boshqarishga	bˌɑʃqæɾˈyʃɡæ
boshqaruvchisi	bˌɑʃqæɾʊʋt͡Sˈysy
bosilib	bɑsˈyɫyb
bosimining	bˌɑsymˈynyŋ
bosmaxona	bˌɑsmæχˈɑnæ
boʻlajak	bolˈæd͡ʒæk
boʻyoklar	bojˈɑklæɾ
britan	bɾˈytæn
buyrugʻi	bʊjɾˈʊʁy
buyrugʻiga	bˌʊjɾʊʁˈyɡæ
chiniqtirish	t͡Sˌynyqtˈyɾyʃ
chiqaruvchisi	t͡Sˌyqæɾʊʋt͡Sˈysy
cholgʻular	t͡Sɑɫʁˈʊlæɾ
chorvachilikka	t͡Sˌɑɾʋæt͡Syɫˈykkæ
choʻzilishi	t͡Sˌozyɫˈyʃy
darvozalari	dˌæɾʋɑzælˈæɾy
dasturni	dæstˈʊɾny
davlatda	dæʋlˈætdæ
devorlarini	dˌeʋɑɾlæɾˈyny
dinida	dynˈydæ
doirasidagi	dˌɑyɾˌæsydˈæɡy
dub	dˈʊb
duragay	dʊɾˈæɡæj
dushmanning	dʊʃmˈænnyŋ
effekt	ˈeffˌekt
efirda	efˌyɾdæ
efirga	efˌyɾɡæ
efirlari	efˌyɾlˈæɾy
egiluvchan	ˌeɡyɫˈʊʋt͡Sæn
ehtimoli	ˌehtymˈɑɫy
ekinlarini	ˌekynlæɾˈyny
ekologiya	ˌekɑɫɑɡˈyjæ
ellarga	eɫlˈæɾɡæ
erishilgan	ˌeɾyʃˈyɫɡæn
etilgach	etˈyɫɡæt͡S
etilgandan	ˌetyɫɡˈændæn
etilishiga	ˌetyɫyʃˈyɡæ
etnografiya	ˌetnɑɡɾæfˌyjæ
ettirishga	ˌettyɾˈyʃɡæ
faoliyatning	fˌæɑɫyjˈætnyŋ
farqlar	fˌæɾqlæɾ
finalga	fˌynˈæɫɡæ
flotining	fɫˌɑtˈynyŋ
fojiasi	fˌɑd͡ʒyˈæsy
fon	fˌɑn
fosfat	fˌɑsfˌæt
foto	fˌɑtɑ
foydalanadilar	fˌɑjdælˌænædˈylæɾ
funksiyalarini	fˌʊnksyjˌælæɾˈyny
funksiyalarni	fˌʊnksyjælˈæɾny
garov	ɡˈæɾɑʋ
geokimyoviy	ɡˌeɑkymjˈɑʋyj
gidrologik	ɡˌydɾɑɫˈɑɡyk
gilamlar	ɡylˈæmlæɾ
goʻyo	ɡˈojɑ
goʻzalligi	ɡˌozæɫɫˈyɡy
gullab	ɡˈʊɫlæb
gumanitar	ɡˌʊmænˈytæɾ
guvohlik	ɡʊʋˈɑhɫyk
gʻarbi	ʁˈæɾby
gʻildirakli	ʁˌyɫdyɾˈækɫy
gʻoyalarni	ʁˌɑjælˈæɾny
gʻoʻzaning	ʁozˈænyŋ
hamohang	hæmˈɑhæŋ
harakatlanib	hˌæɾækætlˈænyb
havoga	hæʋˈɑɡæ
havola	hæʋˈɑlæ
havosi	hæʋˈɑsy
hayvonlarini	hˌæjʋɑnlæɾˈyny
hisoblanmaydi	hˌysɑblænmˈæjdy
hisoblashda	hˌysɑblˈæʃdæ
hissasiga	hˌyssæsˈyɡæ
holga	hˈɑɫɡæ
hujayralarda	hˌʊd͡ʒæjɾælˈæɾdæ
hujayrasi	hˌʊd͡ʒæjɾˈæsy
hunarmandchiligi	hˌʊnæɾmˌændt͡Syɫˈyɡy
huquqlar	hʊqˈʊqlæɾ
huquqning	hʊqˈʊqnyŋ
ifodalab	yfˌɑdˈælæb
immun	ˈymmʊn
institutda	ˌynstytˈʊtdæ
intildi	yntˈyɫdy
intlari	yntlˈæɾy
intruziv	yntɾˈʊzyʋ
irmoklari	ˌyɾmɑklˈæɾy
ishchilari	ˌyʃt͡Sylˈæɾy
ishtirokchisi	ˌyʃtyɾɑkt͡Sˈysy
islohoti	ˌysɫɑhˈɑty
izotoplar	ˌyzɑtˈɑplæɾ
jabra	d͡ʒˈæbɾæ
janrlar	d͡ʒˈænɾlæɾ
jarayonni	d͡ʒˌæɾæjˈɑnny
jinslarida	d͡ʒˌynslæɾˈydæ
jinslarini	d͡ʒˌynslæɾˈyny
jismga	d͡ʒˈysmɡæ
joʻnatgan	d͡ʒonˈætɡæn
joʻshqin	d͡ʒˈoʃqyn
jurnalida	d͡ʒˌʊɾnæɫˈydæ
kalendar	kælˈendæɾ
kalla	kˈæɫlæ
kamligi	kæmɫˈyɡy
kapillyar	kæpˈyɫɫjæɾ
kasalxonalar	kˌæsæɫχɑnˈælæɾ
kashfiyotlar	kæʃfˌyjˈɑtlæɾ
kattagina	kˌættæɡˈynæ
kechdi	kˈet͡Sdy
kelinmoqda	kˌeɫynmˈɑqdæ
kelishida	kˌeɫyʃˈydæ
kelishilgan	kˌeɫyʃˈyɫɡæn
kelishuvga	kˌeɫyʃˈʊʋɡæ
keltiriladigan	kˌeɫtyɾˌylædˈyɡæn
keltiruvchi	kˌeɫtyɾˈʊʋt͡Sy
kengaytirishga	kˌeŋæjtyɾˈyʃɡæ
kilib	kˈyɫyb
kilingan	kyɫˈyŋæn
kinetik	kynˈetyk
kirishga	kyɾˈyʃɡæ
kishilari	kˌyʃylˈæɾy
kitobning	kytˈɑbnyŋ
klublar	kɫˈʊblæɾ
kolloid	kɑɫɫˈɑyd
korporativ	kˌɑɾpɑɾˈætyʋ
korxonada	kˌɑɾχɑnˈædæ
korxonalardan	kˌɑɾχɑnælˈæɾdæn
korxonalarining	kˌɑɾχɑnˌælæɾˈynyŋ
kovak	kˈɑʋæk
koʻchaga	kot͡Sˈæɡæ
koʻmak	kˈomæk
koʻpchilikni	kˌopt͡Syɫˈykny
koʻrgazmalarda	kˌoɾɡæzmælˈæɾdæ
koʻrsatishga	kˌoɾsætˈyʃɡæ
kraxmal	kɾˈæχmæɫ
kuchaytiradi	kˌʊt͡Sæjtyɾˈædy
kuchliroq	kʊt͡Sɫˈyɾɑq
kulgili	kʊɫɡˈyɫy
kunlarda	kʊnlˈæɾdæ
kunning	kˈʊnnyŋ
lampa	lˈæmpæ
layoqatli	lˌæjɑqˈætɫy
lichinka	ɫyt͡Sˈynkæ
lik	ɫˈyk
loyihalari	ɫˌɑjyhælˈæɾy
lugʻati	ɫʊʁˈæty
magnetit	mæɡnˈetyt
manfaatlariga	mænfˌæætlæɾˈyɡæ
maqbaralar	mˌæqbæɾˈælæɾ
maqol	mˈæqɑɫ
maqomlari	mˌæqɑmlˈæɾy
mardlik	mˈæɾdɫyk
markali	mæɾkˈæɫy
markazlar	mæɾkˈæzlæɾ
maskanlari	mˌæskænlˈæɾy
matbaa	mætbˈææ
matbuotda	mˌætbʊˈɑtdæ
matnlar	mˈætnlæɾ
maydonlarga	mˌæjdɑnlˈæɾɡæ
maydonlarida	mˌæjdɑnlæɾˈydæ
mehnatni	mehnˈætny
mezbonlik	mezbˈɑnɫyk
mikrofirmalar	mˌykɾɑfˌyɾmˈælæɾ
mikroskopik	mˌykɾɑskˈɑpyk
misolida	mˌysɑɫˈydæ
moʻljallab	moɫd͡ʒˈæɫlæb
mudofaasi	mˌʊdɑfˌæˈæsy
mufassal	mʊfˌæssæɫ
mulkni	mˈʊɫkny
musiqachilar	mˌʊsyqæt͡Sˈylæɾ
musobaqalarda	mˌʊsɑbˌæqælˈæɾdæ
musulmonlarning	mˌʊsʊɫmɑnlˈæɾnyŋ
mutafakkirlar	mˌʊtæfˌækkˈyɾlæɾ
muvaffaqiyatga	mˌʊʋæffˌæqyjˈætɡæ
narsaning	næɾsˈænyŋ
narxlar	nˈæɾχlæɾ
natijalariga	nˌætyd͡ʒˌælæɾˈyɡæ
navbat	nˈæʋbæt
nazariyalar	nˌæzæɾyjˈælæɾ
neytron	nˈejtɾɑn
nisbiylik	nysbˈyjɫyk
niyatida	nˌyjætˈydæ
noaniq	nɑˈænyq
nomining	nɑmˈynyŋ
nuqsonlar	nʊqsˈɑnlæɾ
nurlarning	nʊɾlˈæɾnyŋ
ocherklar	ɑt͡Sˈeɾklæɾ
ochko	ˈɑt͡Skɑ
odamlari	ˌɑdæmlˈæɾy
ogʻzi	ˈɑʁzy
ohaktoshlardan	ˌɑhæktɑʃlˈæɾdæn
oilaning	ˌɑylˈænyŋ
olinmagan	ˌɑɫynmˈæɡæn
olishlari	ˌɑɫyʃlˈæɾy
olsa	ˈɑɫsæ
ongli	ˈɑŋɫy
operatsiyasi	ˌɑpeɾˌætsyjˈæsy
oradan	ɑɾˈædæn
original	ˌɑɾyɡˈynæɫ
ortigʻi	ɑɾtˈyʁy
ovul	ˈɑʋʊɫ
oynashisha	ˌɑjnæʃˈyʃæ
ozroq	ˈɑzɾɑq
oʻchogʻi	ot͡Sˈɑʁy
oʻldirgan	oɫdˈyɾɡæn
oʻlkasida	ˌoɫkæsˈydæ
oʻlpon	ˈoɫpɑn
oʻrgatish	oɾɡˈætyʃ
oʻrnashgan	oɾnˈæʃɡæn
oʻrnidan	oɾnˈydæn
oʻrtalariga	ˌoɾtælæɾˈyɡæ
oʻsmalar	osmˈælæɾ
oʻtloqi	otɫˈɑqy
oʻtmish	ˈotmyʃ
oʻtsimon	otsˈymɑn
oʻzgarishini	ˌozɡæɾyʃˈyny
parlamenti	pˌæɾlæmˈenty
payti	pˈæjty
pishiriladi	pˌyʃyɾylˈædy
plato	plˈætɑ
podzol	pˈɑdzɑɫ
purkash	pˈʊɾkæʃ
putur	pˈʊtʊɾ
qatiy	qˈætyj
qaytdi	qˈæjtdy
qaytishi	qæjtˈyʃy
qilinmoqda	qˌyɫynmˈɑqdæ
qimmatga	qymmˈætɡæ
qishlab	qˈyʃlæb
qismda	qˈysmdæ
qismlariga	qˌysmlæɾˈyɡæ
qisqartirish	qˌysqæɾtˈyɾyʃ
qissalari	qˌyssælˈæɾy
qizdirilganda	qˌyzdyɾyɫɡˈændæ
qizgʻin	qˈyzʁyn
qiziqib	qyzˈyqyb
qochgan	qˈɑt͡Sɡæn
qochma	qˈɑt͡Smæ
qolgani	qɑɫɡˈæny
qonida	qɑnˈydæ
qoraxoniylar	qˌɑɾæχɑnˈyjlæɾ
qosil	qˈɑsyɫ
qoʻllanilishi	qˌoɫlænyɫˈyʃy
qoʻriqlash	qoɾˈyqlæʃ
qoʻshilish	qoʃˈyɫyʃ
qoʻshiqlarini	qˌoʃyqlæɾˈyny
qurgʻoqchilik	qˌʊɾʁɑqt͡Sˈyɫyk
quyma	qˈʊjmæ
rahbarlaridan	ɾˌæhbæɾlæɾˈydæn
rasadxona	ɾˌæsædχˈɑnæ
rayem	ɾˈæjem
respublikadagi	ɾˌespʊbɫˌykædˈæɡy
rusumli	ɾʊsˈʊmɫy
sabzavotlar	sˌæbzæʋˈɑtlæɾ
sabzi	sˈæbzy
sahnasida	sˌæhnæsˈydæ
samaradorligi	sˌæmæɾˌædɑɾɫˈyɡy
sanoatini	sˌænɑætˈyny
sanoatni	sˌænɑˈætny
savannalar	sˌæʋænnˈælæɾ
sayyohi	sæjjˈɑhy
sayyor	sˈæjjɑɾ
sekundiga	sˌekʊndˈyɡæ
sezish	sˈezyʃ
shahardagi	ʃˌæhæɾdˈæɡy
sharbati	ʃæɾbˈæty
shaxsni	ʃˈæχsny
shia	ʃˈyæ
shialar	ʃyˈælæɾ
shoʻro	ʃˈoɾɑ
shuvoq	ʃˈʊʋɑq
sindirish	syndˈyɾyʃ
sinflar	sˈynflˌæɾ
singl	sˈyŋɫ
sistemada	sˌystemˈædæ
siyosatining	sˌyjɑsætˈynyŋ
sochma	sˈɑt͡Smæ
sohasini	sˌɑhæsˈyny
soʻrib	sˈoɾyb
stratigrafik	stɾˌætyɡɾˈæfˌyk
styasi	stjˈæsy
suyaklar	sʊjˈæklæɾ
suyaklari	sˌʊjæklˈæɾy
suyuqlanish	sˌʊjʊqlˈænyʃ
tadqiqotlarni	tˌædqyqɑtlˈæɾny
tajribali	tˌæd͡ʒɾybˈæɫy
tanda	tˈændæ
tanish	tˈænyʃ
taolo	tæˈɑɫɑ
taqsimlangan	tˌæqsymlˈæŋæn
tarannum	tæɾˈænnʊm
tarixidan	tˌæɾyχˈydæn
tarmogʻini	tˌæɾmɑʁˈyny
tarmoqqa	tæɾmˈɑqqæ
tarqalishini	tˌæɾqæɫyʃˈyny
tartibini	tˌæɾtybˈyny
tashrifi	tæʃɾˈyfˌy
tayyorladi	tˌæjjɑɾlˈædy
teatrning	teˈætɾnyŋ
tegib	tˈeɡyb
tekisligida	tˌekysɫyɡˈydæ
teran	tˈeɾæn
terapiya	tˌeɾæpˈyjæ
terisidan	tˌeɾysˈydæn
termodinamik	tˌeɾmɑdynˈæmyk
test	tˈest
tezlanish	tezlˈænyʃ
tiklanib	tyklˈænyb
tildan	tˈyɫdæn
tirnoq	tˈyɾnɑq
tizimlarining	tˌyzymlæɾˈynyŋ
togʻining	tɑʁˈynyŋ
togʻlaridan	tˌɑʁlæɾˈydæn
toifadagi	tˌɑyfˌædˈæɡy
toji	tˈɑd͡ʒy
tokni	tˈɑkny
tubining	tʊbˈynyŋ
tugatilgan	tˌʊɡætˈyɫɡæn
tugʻdiradi	tˌʊʁdyɾˈædy
tumanlar	tʊmˈænlæɾ
tungi	tˈʊŋy
tunnel	tˈʊnneɫ
turdan	tˈʊɾdæn
turishini	tˌʊɾyʃˈyny
tushunchalarini	tˌʊʃʊnt͡Sˌælæɾˈyny
tutilishi	tˌʊtyɫˈyʃy
tutun	tˈʊtʊn
tuzalib	tʊzˈæɫyb
tuzilmalar	tˌʊzyɫmˈælæɾ
tuzilmasi	tˌʊzyɫmˈæsy
tuzishni	tʊzˈyʃny
uchrashuvda	ˌʊt͡Sɾæʃˈʊʋdæ
ultratovush	ˌʊɫtɾætˈɑʋʊʃ
umrbod	ˈʊmɾbɑd
umumxalq	ʊmˈʊmχæɫq
universitetlar	ˌʊnyʋˌeɾsytˈetlæɾ
ustalar	ʊstˈælæɾ
ustoz	ˈʊstɑz
ustunligi	ˌʊstʊnɫˈyɡy
uyali	ʊjˈæɫy
uygʻunlashgan	ˌʊjʁʊnlˈæʃɡæn
uyqu	ˈʊjqʊ
uzoqda	ʊzˈɑqdæ
vegetatsiya	ʋˌeɡetætsˈyjæ
viloyatda	ʋˌyɫɑjˈætdæ
voleybol	ʋɑlˈejbɑɫ
vrachi	ʋɾˈæt͡Sy
xalklar	χˈæɫklæɾ
xarakterli	χˌæɾæktˈeɾɫy
xavfsizligini	χæʋfsˌyzɫyɡˈyny
xiliga	χyɫˈyɡæ
xizmatlarini	χˌyzmætlæɾˈyny
xohlagan	χɑhlˈæɡæn
xonligini	χˌɑnɫyɡˈyny
yadrolari	jˌædɾɑlˈæɾy
yakun	jˈækʊn
yaqinligi	jˌæqynɫˈyɡy
yarimoʻtkazgich	jˌæɾymotkˈæzɡyt͡S
yashay	jˈæʃæj
yaxshilashga	jˌæχʃylˈæʃɡæ
yemirilishi	jˌemyɾyɫˈyʃy
yetkazgan	jetkˈæzɡæn
yigʻilishi	jˌyʁyɫˈyʃy
yillarga	jyɫlˈæɾɡæ
yodgorliklarini	jˌɑdɡɑɾɫˌyklæɾˈyny
yogʻmoy	jˈɑʁmɑj
yoqib	jˈɑqyb
yordamchisi	jˌɑɾdæmt͡Sˈysy
yotqiziklar	jˌɑtqyzˈyklæɾ
yoʻldoshi	joɫdˈɑʃy
yoʻnalishga	jˌonæɫˈyʃɡæ
yumaloq	jʊmˈæɫɑq
yutuqlar	jʊtˈʊqlæɾ
yuviladi	jˌʊʋylˈædy
zaharlanish	zˌæhæɾlˈænyʃ
zanjirli	zænd͡ʒˈyɾɫy
zaryadi	zæɾjˈædy
zavodlarida	zˌæʋɑdlæɾˈydæ
zdlari	zdlˈæɾy
zodagonlari	zˌɑdæɡɑnlˈæɾy
бу	bʊ
хам	χˈæm
AQShdagi	ˌæqˈaʃdˈæɡy
Akademik	ˌækædˈemyk
Akbarov	ækbˈæɾɑʋ
Amin	ˈæmyn
Avstraliyaning	ˌæʋstɾæɫyjˈænyŋ
Axborot	æχbˈɑɾɑt
BXSR	bˌeχˌaˌesˈeɾ
Behbudiy	behbˈʊdyj
Berdaq	bˈeɾdæq
Boburnoma	bˌɑbʊɾnˈɑmæ
Bogʻ	bˈɑʁ
Bor	bˈɑɾ
Boʻr	bˈoɾ
Boʻzsuv	bˈozsʊʋ
Chery	t͡Sˈeɾj
Chimboy	t͡Sˈymbɑj
Doimiy	dɑˈymyj
Elektrotexnika	ˌelektɾˌɑteχnˈykæ
Endilikda	ˌendyɫˈykdæ
Erta	ˈeɾtæ
Ey	ˈej
Fe	fˌe
Georgiy	ɡeˈɑɾɡyj
Gruziyada	ɡɾˌʊzyjˈædæ
Gruziyaning	ɡɾˌʊzyjˈænyŋ
Gul	ɡˈʊɫ
Hammasi	hæmmˈæsy
Holid	hˈɑɫyd
Homiladorlik	hˌɑmylædˈɑɾɫyk
Hunarmandchilikda	hˌʊnæɾmˌændt͡Syɫˈykdæ
Ikkilamchi	ˌykkylˈæmt͡Sy
Infeksion	ynfˌeksˈyɑn
Ismoilov	ˌysmɑˈyɫɑʋ
Jahondagi	d͡ʒˌæhɑndˈæɡy
Kesh	kˈeʃ
Kobul	kˈɑbʊɫ
Kushon	kˈʊʃɑn
Mali	mˈæɫy
Markazi	mæɾkˈæzy
Mavjud	mˈæʋd͡ʒʊd
Moskvaga	mɑskʋˈæɡæ
Muhammadjonov	mˌʊhæmmædd͡ʒˈɑnɑʋ
Nazariy	næzˈæɾyj
Olmaota	ˌɑɫmæˈɑtæ
Ovoz	ˈɑʋɑz
Ozod	ˈɑzɑd
Oʻlik	ˈoɫyk
Oʻtmishda	otmˈyʃdæ
OʻzME	ˈozmˈe
Poyasi	pɑjˈæsy
Poʻlat	pˈolæt
Quruq	qˈʊɾʊq
Quyoshdan	qʊjˈɑʃdæn
Rajabiy	ɾæd͡ʒˈæbyj
Ramazon	ɾæmˈæzɑn
Rassom	ɾˈæssɑm
Rivojlanish	ɾˌyʋɑd͡ʒlˈænyʃ
Sahroi	sæhɾˈɑy
Serial	seɾˈyæɫ
Sharqqa	ʃˈæɾqqæ
Shayboniyxon	ʃˌæjbɑnˈyjχɑn
Shimol	ʃˈymɑɫ
Shirvonshohlar	ʃˌyɾʋɑnʃˈɑhlæɾ
Shoʻrolar	ʃoɾˈɑlæɾ
Sintetik	syntˈetyk
Taxminan	tæχmˌynæn
Telefon	telˈefˌɑn
Telegraf	telˈeɡɾæf
Topografik	tˌɑpɑɡɾˈæfˌyk
Tuprogʻi	tʊpɾˈɑʁy
Unt	ˈʊnt
Urgut	ˈʊɾɡʊt
Uzluksiz	ʊzɫˈʊksyz
Vegetatsiya	ʋˌeɡetætsˈyjæ
Veterinariya	ʋˌeteɾˌynæɾˈyjæ
