је	je
Желела	ʒˈɛlɛlɐ
Жермен	ʒˈɛrmɛn
Жозе	ʒˈozɛ
Загребачке	zˈaɡrɛbˌɐt͡ʃkɛ
Званичан	zvˈanɪt͡ʃɐn
Звездом	zvˈɛzdom
Звер	zvˈɛr
Зека	zˈɛkɐ
Зеленом	zˈɛlɛnom
Земаљска	zˈɛmɐʎskɐ
Зејнеп	zˈejnɛp
Зимска	zˈimskɐ
ИЕЕЕ	ˈiɛˌɛɛ
ИТ	ˈit
Ивице	ˈivɪt͡sɛ
Излазак	ˈizlɐzɐk
Израдио	ˈizrɐdˌɪo
Изразито	ˈizrɐzˌɪto
Имале	ˈimɐlɛ
Имамо	ˈimɐmo
Именице	ˈimɛnˌɪt͡sɛ
Имплементација	ˈimplɛmˌɛntɐt͡sˌɪjɐ
Инглис	ˈiŋɡlɪs
Индустријска	ˈindʊstrˌɪjskɐ
Инжењер	ˈinʒɛɲer
Иницијативу	ˈinɪt͡sˌɪjɐtˌɪvʊ
Ираном	ˈirɐnom
Кавад	kˈavɐd
Калабић	kˈalɐbɪt͡ɕ
Канбера	kˈanbɛrɐ
Кандидати	kˈandɪdˌɐtɪ
Капетана	kˈapɛtˌɐnɐ
Карановац	kˈɑrɐnˌovɐt͡s
Карловаца	kˈɑrlovˌɐt͡sɐ
Карлове	kˈɑrlovɛ
Каролин	kˈɑrolɪn
Каросерија	kˈɑrosˌɛrɪjɐ
Касационог	kˈasɐt͡sˌɪonoɡ
Касим	kˈasɪm
Ката	kˈatɐ
Кај	kˈɑj
Квинс	kvˈins
Келну	kˈɛlnʊ
Кендал	kˈɛndɐl
Кентаки	kˈɛntɐkɪ
Кинеског	kˈinɛskoɡ
Кирк	kˈirk
Клисуре	klˈisʊrɛ
Кмера	kmˈɛrɐ
Козма	kˈozmɐ
Колегијум	kˈolɛɡˌɪjʊm
Конг	kˈoŋɡ
Константинова	kˈonstɐntˌɪnovɐ
Копаоник	kˈopɐˌonɪk
Копље	kˈopʎe
Косовског	kˈosofskoɡ
Крајње	krˈɑjɲe
Крвава	krvˈavɐ
Крејн	krˈejn
Кристину	krˈistɪnʊ
Крсна	krsnˈa
Крсто	krstˈo
Ксенофонт	ksˈɛnofont
Кукавице	kˈukɐvˌɪt͡sɛ
Купе	kˈupɛ
Лавову	lˈavovʊ
Лала	lˈalɐ
Лале	lˈalɛ
Ламар	lˈamɑr
Ланкастера	lˈaŋkɐstˌɛrɐ
Легенде	lˈɛɡɛndɛ
Леонор	lˈɛonor
Лењинграду	lˈɛɲɪŋɡrˌɐdʊ
Ливна	lˈivnɐ
Лидери	lˈidɛrɪ
Линет	lˈinɛt
Логика	lˈoɡɪkɐ
Лоис	lˈoɪs
Лондонској	lˈondonskoj
Лопе	lˈopɛ
Лорда	lˈordɐ
Лоренса	lˈorɛnsɐ
Лоша	lˈoʃɐ
Лужице	lˈuʒɪt͡sɛ
Лукавица	lˈukɐvˌɪt͡sɐ
МГ	mˈəɡˌə
МП	mˈəpˌə
Манифест	mˈanɪfɛst
Марином	mˈɑrɪnom
Масе	mˈasɛ
Матици	mˈatɪt͡sɪ
Мато	mˈato
Меланија	mˈɛlɐnˌɪjɐ
Мемфис	mˈɛmfɪs
Месија	mˈɛsɪjɐ
Миленијум	mˈilɛnˌɪjʊm
Милошев	mˈiloʃɛv
Милоја	mˈilojɐ
Милутиновића	mˈilʊtˌɪnovˌɪt͡ɕɐ
Мин	mˈin
Министарски	mˈinɪstˌɑrskɪ
Мисисипија	mˈisɪsˌɪpɪjɐ
Михал	mˈihɐl
Модрича	mˈodrɪt͡ʃɐ
Модул	mˈodʊl
Мозес	mˈozɛs
Молитва	mˈolɪtvɐ
Моста	mˈostɐ
Мосту	mˈostʊ
Мојсија	mˈojsɪjɐ
НОО	nˈoo
НФ	nˈəfˌə
Наваре	nˈavɑrɛ
Нама	nˈamɐ
Наполеонова	nˈapolˌɛonˌovɐ
Наполи	nˈapolɪ
Народноослободилачки	nˈɑrodnˌooslˌobodˌɪlɐt͡ʃkɪ
Настали	nˈastɐlɪ
Најмањи	nˈɑjmɐɲɪ
Невског	nˈɛfskoɡ
Недеља	nˈɛdɛʎɐ
Независни	nˈɛzɐvˌɪsnɪ
Необично	nˈɛobˌɪt͡ʃno
Нехру	nˈɛhrʊ
Нејт	nˈejt
Нижа	nˈiʒɐ
Николају	nˈikolˌɑjʊ
Николићи	nˈikolˌɪt͡ɕɪ
Никсон	nˈikson
Нобелова	nˈobɛlˌovɐ
Новела	nˈovɛlɐ
Новосадски	nˈovosˌɐtskɪ
Ноћи	nˈot͡ɕɪ
Обични	ˈobɪt͡ʃnɪ
Огранак	ˈoɡrɐnɐk
Окланд	ˈoklɐnd
Олимпије	ˈolɪmpˌɪje
Омладински	ˈomlɐdˌɪnskɪ
Организује	ˈorɡɐnˌɪzʊje
Осака	ˈosɐkɐ
Основној	ˈosnovnoj
Откривена	ˈotkrɪvˌɛnɐ
Павлова	pˈavlovɐ
Пазови	pˈazovɪ
Параћину	pˈɑrɐt͡ɕˌɪnʊ
Париског	pˈɑrɪskoɡ
Париском	pˈɑrɪskom
Пацифик	pˈat͡sɪfɪk
Певала	pˈɛvɐlɐ
Персеј	pˈɛrsej
Петковића	pˈɛtkovˌɪt͡ɕɐ
Плата	plˈatɐ
Плзења	pˈl̩zɛɲɐ
Плутон	plˈuton
Повезивање	pˈovɛzˌɪvɐɲe
Подељена	pˈodɛʎˌenɐ
Поднео	pˈodnɛo
Подрињу	pˈodrɪɲʊ
Подружнице	pˈodrʊʒnˌɪt͡sɛ
Покрети	pˈokrɛtɪ
Покушавао	pˈokʊʃˌɐvɐo
Помаже	pˈomɐʒɛ
Помпеја	pˈompejɐ
Поријекло	pˈorɪjˌeklo
Посветио	pˈosvɛtˌɪo
Постављање	pˈostɐvljˌɐɲe
Потрага	pˈotrɐɡɐ
Појединачни	pˈojedˌɪnɐt͡ʃnɪ
Пољопривредна	pˈoʎoprˌɪvrɛdnɐ
Предговор	prˈɛdɡovor
Предности	prˈɛdnostɪ
Представљала	prˈɛtstɐvljˌɐlɐ
Престоница	prˈɛstonˌɪt͡sɐ
Прецизније	prˈɛt͡sɪznˌɪje
Приказан	prˈikɐzɐn
Примећено	prˈimɛt͡ɕˌɛno
Примљен	prˈimʎen
Принципа	prˈint͡sɪpɐ
Производила	prˈoɪzvˌodɪlɐ
Прокопија	prˈokopˌɪjɐ
Променљиве	prˈomɛnʎˌɪvɛ
Протића	prˈotɪt͡ɕɐ
Путин	pˈutɪn
РТП	rtp
Радар	rˈadɑr
Радо	rˈado
Развојни	rˈazvojnɪ
Размена	rˈazmɛnɐ
Ранди	rˈandɪ
Ранија	rˈanɪjɐ
Рачуна	rˈat͡ʃʊnɐ
Рајнер	rˈɑjnɛr
Регионалне	rˈɛɡɪˌonɐlnɛ
Ренато	rˈɛnɐto
Рихтер	rˈihtɛr
Ричарду	rˈit͡ʃɑrdʊ
Рокстар	rˈokstɑr
Роуд	rˈo͡ʊd
Румунски	rˈumʊnskɪ
САС	sˈas
СКА	skˈa
СКУ	skˈu
Савезницима	sˈavɛznˌɪt͡sɪmɐ
Савоја	sˈavojɐ
Сазнаје	sˈaznɑje
Саул	sˈaʊl
Свемирски	svˈɛmɪrskɪ
Светло	svˈɛtlo
Севиља	sˈɛvɪʎɐ
Сервис	sˈɛrvɪs
Сиријска	sˈirɪjskɐ
Сијетла	sˈijetlɐ
Славенски	slˈavɛnskɪ
Славиша	slˈavɪʃɐ
Слађана	slˈad͡ʑɐnɐ
Слободану	slˈobodˌɐnʊ
Словачку	slˈovɐt͡ʃkʊ
Слој	slˈoj
Смер	smˈɛr
Снег	snˈɛɡ
Соба	sˈobɐ
Социјални	sˈot͡sɪjˌɐlnɪ
Станоја	stˈanojɐ
Станојевића	stˈanojˌevɪt͡ɕɐ
Старих	stˈɑrɪh
Стварни	stvˈɑrnɪ
Стене	stˈɛnɛ
Стокхолм	stˈokholm
Стрељан	strˈɛʎɐn
Стуб	stˈub
Схватајући	shvˈatɑjˌʊt͡ɕɪ
Тадашње	tˈadɐʃɲe
Танзаније	tˈanzɐnˌɪje
Тајланд	tˈɑjlɐnd
Теа	tˈɛɐ
Теда	tˈɛdɐ
Тезеј	tˈɛzej
Темпо	tˈɛmpo
Тенк	tˈɛŋk
Теофил	tˈɛofɪl
Тибета	tˈibɛtɐ
Тиси	tˈisɪ
Толеду	tˈolɛdʊ
Томасом	tˈomɐsom
Тополи	tˈopolɪ
Траг	trˈaɡ
Трајко	trˈɑjko
Триглав	trˈiɡlɐv
Трнави	trnˈavɪ
Троцки	trˈot͡skɪ
Тројанци	trˈojɐnt͡sɪ
Туристи	tˈurɪstɪ
Турско	tˈursko
Уб	ˈub
Убице	ˈubɪt͡sɛ
Узун	ˈuzʊn
Уклањање	ˈuklɐɲˌɐɲe
Ултра	ˈultrɐ
Успела	ˈuspɛlɐ
Успомене	ˈuspomˌɛnɛ
Успостављање	ˈuspostˌɐvljɐɲe
Усташка	ˈustɐʃkɐ
Ухапшено	ˈuhɐpʃˌɛno
Учестовало	ˈut͡ʃɛstˌovɐlo
Фабрици	fˈabrɪt͡sɪ
Федерални	fˈɛdɛrˌɐlnɪ
Фејсбуку	fˈejzbʊkʊ
Фиренцу	fˈirɛnt͡sʊ
Флечер	flˈɛt͡ʃɛr
Формирао	fˈormɪrˌɐo
Фраза	frˈazɐ
Фрода	frˈodɐ
ХСС	xˈəsˌəsˌə
Хабзбурга	xˈabzbʊrɡɐ
Хамид	xˈamɪd
Хамлет	xˈamlɛt
Хатиџе	xˈatɪd͡ʒɛ
Хајнц	xˈɑjnt͡s
Хеликоптер	xˈɛlɪkˌoptɛr
Хем	xˈɛm
Хенсон	xˈɛnson
Хермес	xˈɛrmɛs
Хигинс	xˈiɡɪns
Хитлеровом	xˈitlɛrˌovom
Холанђанима	xˈolɐnd͡ʑˌɐnɪmɐ
Хонгконгу	xˈoŋkkoŋɡʊ
Хрушчов	xrˈuʃt͡ʃov
Хума	xˈumɐ
Цетињског	t͡sˈɛtɪɲskoɡ
Цигани	t͡sˈiɡɐnɪ
Цирих	t͡sˈirɪh
Чекајући	t͡ʃˈɛkɑjˌʊt͡ɕɪ
Чекић	t͡ʃˈɛkɪt͡ɕ
Честе	t͡ʃˈɛstɛ
Читалиште	t͡ʃˈitɐlˌɪʃtɛ
Чукарица	t͡ʃˈukɑrˌɪt͡sɐ
Шангаја	ʃˈaŋɡɑjɐ
Шевић	ʃˈɛvɪt͡ɕ
Шекспира	ʃˈɛkspɪrɐ
Шестог	ʃˈɛstoɡ
Шид	ʃˈid
Шрек	ʃrˈɛk
Штефан	ʃtˈɛfɐn
аграрну	ˈaɡrɑrnʊ
агресивности	ˈaɡrɛsˌɪvnostɪ
азбуке	ˈazbʊkɛ
акваријум	ˈakvɑrˌɪjʊm
акционар	ˈakt͡sɪˌonɑr
акционих	ˈakt͡sɪˌonɪh
алманаха	ˈalmɐnˌɐhɐ
алудирајући	ˈalʊdˌɪrɑjˌʊt͡ɕɪ
аналогије	ˈanɐlˌoɡɪje
анархиста	ˈanɑrhˌɪstɐ
анархија	ˈanɑrhˌɪjɐ
анестезију	ˈanɛstˌɛzɪjʊ
аноде	ˈanodɛ
апаратима	ˈapɑrˌɐtɪmɐ
апартман	ˈapɑrtmɐn
апоенима	ˈapoˌɛnɪmɐ
аристократе	ˈɑrɪstˌokrɐtɛ
атрактивне	ˈatrɐktˌɪvnɛ
аустралијском	ˈaʊstrˌɐlɪjskom
аутентичним	ˈaʊtˌɛntɪt͡ʃnɪm
аутобусима	ˈaʊtˌobʊsˌɪmɐ
аутоматска	ˈaʊtˌomɐtskɐ
аутоматских	ˈaʊtˌomɐtskɪh
аутомобилски	ˈaʊtˌomobˌɪlskɪ
ауторско	ˈaʊtˌorsko
ауту	ˈaʊtʊ
афричком	ˈafrɪt͡ʃkom
базалне	bˈazɐlnɛ
базне	bˈaznɛ
бакром	bˈakrom
баладу	bˈalɐdʊ
балу	bˈalʊ
баража	bˈɑrɐʒɐ
бачене	bˈat͡ʃɛnɛ
баштином	bˈaʃtɪnom
бележили	bˈɛlɛʒˌɪlɪ
бележник	bˈɛlɛʒnɪk
бензинска	bˈɛnzɪnskɐ
бизнису	bˈiznɪsʊ
билиона	bˈilɪˌonɐ
бинарним	bˈinɑrnɪm
биљежио	bˈiʎeʒˌɪo
блоком	blˈokom
богаташ	bˈoɡɐtɐʃ
бодовања	bˈodovˌɐɲɐ
болесно	bˈolɛsno
бомбардовала	bˈombɑrdˌovɐlɐ
боравити	bˈorɐvˌɪtɪ
боравком	bˈorɐfkom
бошњачких	bˈoʃɲɐt͡ʃkɪh
бољшевицима	bˈoʎʃɛvˌɪt͡sɪmɐ
бразилских	brˈazɪlskɪh
брања	brˈaɲɐ
бржим	brʒˈim
бруталан	brˈutɐlɐn
будала	bˈudɐlɐ
буквара	bˈukvɑrɐ
бунари	bˈunɑrɪ
бункере	bˈuŋkɛrɛ
варијабилност	vˈɑrɪjˌɐbɪlnost
варошици	vˈɑroʃˌɪt͡sɪ
ватрених	vˈatrɛnɪh
ватрогасна	vˈatroɡˌɐsnɐ
ваљевске	vˈaʎefskɛ
вежњаче	vˈɛʒɲɐt͡ʃɛ
величанства	vˈɛlɪt͡ʃˌɐnstvɐ
венце	vˈɛnt͡sɛ
веродостојности	vˈɛrodˌostojnˌostɪ
вешала	vˈɛʃɐlɐ
видне	vˈidnɛ
виски	vˈiskɪ
високошколска	vˈisokˌoʃkolskɐ
вису	vˈisʊ
вишебоју	vˈiʃɛbˌojʊ
вишеструку	vˈiʃɛstrˌʊkʊ
владарска	vlˈadɑrskɐ
власи	vlˈasɪ
властели	vlˈastɛlɪ
водника	vˈodnɪkɐ
водоснабдевања	vˈodosnˌɐbdɛvˌɐɲɐ
вола	vˈolɐ
вођених	vˈod͡ʑɛnɪh
војводству	vˈojvotstvʊ
воћарством	vˈot͡ɕɑrstvom
воћњацима	vˈot͡ɕɲɐt͡sˌɪmɐ
вређа	vrˈɛd͡ʑɐ
вришти	vrˈiʃtɪ
врућина	vrˈut͡ɕɪnɐ
вршњаци	vrʃɲˈat͡sɪ
вунене	vˈunɛnɛ
вјеровања	vjˈerovˌɐɲɐ
вјерских	vjˈerskɪh
газдинстава	ɡˈazdɪnstˌɐvɐ
гвозденом	ɡvˈozdɛnom
генералним	ɡˈɛnɛrˌɐlnɪm
гестације	ɡˈɛstɐt͡sˌɪje
гипса	ɡˈipsɐ
говорних	ɡˈovornɪh
голуб	ɡˈolʊb
голубица	ɡˈolʊbˌɪt͡sɐ
горила	ɡˈorɪlɐ
горког	ɡˈorkoɡ
гостовали	ɡˈostovˌɐlɪ
гостујуће	ɡˈostʊjˌʊt͡ɕɛ
гравитациона	ɡrˈavɪtˌɐt͡sɪˌonɐ
граном	ɡrˈanom
графит	ɡrˈafɪt
грм	ɡrm
гробна	ɡrˈobnɐ
гробних	ɡrˈobnɪh
грофова	ɡrˈofovɐ
груписаних	ɡrˈupɪsˌɐnɪh
груписати	ɡrˈupɪsˌɐtɪ
гужва	ɡˈuʒvɐ
гусле	ɡˈuslɛ
данских	dˈanskɪh
датирана	dˈatɪrˌɐnɐ
датотеци	dˈatotˌɛt͡sɪ
датумима	dˈatʊmˌɪmɐ
дахије	dˈahɪje
двадесети	dvˈadɛsˌɛtɪ
девизни	dˈɛvɪznɪ
девојчици	dˈɛvojt͡ʃˌɪt͡sɪ
делимичну	dˈɛlɪmˌɪt͡ʃnʊ
делфини	dˈɛlfɪnɪ
демографске	dˈɛmoɡrˌɐfskɛ
деобу	dˈɛobʊ
департман	dˈɛpɑrtmɐn
детективи	dˈɛtɛktˌɪvɪ
дешавала	dˈɛʃɐvˌɐlɐ
дивљину	dˈivljɪnʊ
дивљу	dˈivljʊ
дигиталној	dˈiɡɪtˌɐlnoj
дизајнирала	dˈizɑjnˌɪrɐlɐ
дизајнирања	dˈizɑjnˌɪrɐɲɐ
диктирао	dˈiktɪrˌɐo
динамичка	dˈinɐmˌɪt͡ʃkɐ
динамично	dˈinɐmˌɪt͡ʃno
дипломом	dˈiplomom
директива	dˈirɛktˌɪvɐ
директиви	dˈirɛktˌɪvɪ
директорке	dˈirɛktˌorkɛ
дијаманти	dˈijɐmˌɐntɪ
доводиле	dˈovodˌɪlɛ
доделило	dˈodɛlˌɪlo
додјељују	dˈodjeʎˌʊjʊ
домете	dˈomɛtɛ
донирала	dˈonɪrˌɐlɐ
донијели	dˈonɪjˌelɪ
доприносећи	dˈoprɪnˌosɛt͡ɕɪ
досељава	dˈosɛʎˌɐvɐ
досељавањем	dˈosɛʎˌɐvɐɲem
досељених	dˈosɛʎˌenɪh
дочекују	dˈot͡ʃɛkˌʊjʊ
држављанима	drʒˈavljɐnˌɪmɐ
дубровачкој	dˈubrovˌɐt͡ʃkoj
душама	dˈuʃɐmɐ
евентуалних	ˈɛvɛntˌʊɐlnɪh
евро	ˈɛvro
егзотичних	ˈɛɡzotˌɪt͡ʃnɪh
едукацији	ˈɛdʊkˌɐt͡sɪjɪ
екскурзије	ˈɛkskʊrzˌɪje
експонент	ˈɛksponɛnt
екстензија	ˈɛkstɛnzˌɪjɐ
екстремна	ˈɛkstrɛmnɐ
електромагнетних	ˈɛlɛktrˌomɐɡnˌɛtnɪh
елитним	ˈɛlɪtnɪm
емитер	ˈɛmɪtɛr
емоцију	ˈɛmot͡sˌɪjʊ
енергична	ˈɛnɛrɡˌɪt͡ʃnɐ
енергијама	ˈɛnɛrɡˌɪjɐmɐ
епу	ˈɛpʊ
ервејз	ˈɛrvejz
етнографске	ˈɛtnoɡrˌɐfskɛ
живљем	ʒˈivljem
жилав	ʒˈilɐv
жртвовао	ʒrtvˈovɐo
жуди	ʒˈudɪ
загонетка	zˈaɡonˌɛtkɐ
загревању	zˈaɡrɛvˌɐɲʊ
задовољно	zˈadovˌoʎno
задуго	zˈadʊɡo
заживео	zˈaʒɪvˌɛo
замаха	zˈamɐhɐ
заменило	zˈamɛnˌɪlo
занимљивост	zˈanɪmʎˌɪvost
заобиђе	zˈaobˌɪd͡ʑɛ
заостао	zˈaostˌɐo
запаженији	zˈapɐʒˌɛnɪjɪ
зараженим	zˈɑrɐʒˌɛnɪm
засад	zˈasɐd
засађено	zˈasɐd͡ʑˌɛno
заслугама	zˈaslʊɡˌɐmɐ
заслужним	zˈaslʊʒnɪm
затвориле	zˈatvorˌɪlɛ
затвором	zˈatvorom
заустављене	zˈaʊstˌɐvljenɛ
захтеван	zˈahtɛvɐn
зачетника	zˈat͡ʃɛtnˌɪkɐ
заштитном	zˈaʃtɪtnom
збаце	zbˈat͡sɛ
збрињавања	zbrˈiɲɐvˌɐɲɐ
звучно	zvˈut͡ʃno
земни	zˈɛmnɪ
земљорадничких	zˈɛmʎorˌɐdnɪt͡ʃkɪh
земљорадња	zˈɛmʎorˌɐdɲɐ
зиданим	zˈidɐnɪm
зидари	zˈidɑrɪ
знатних	znˈatnɪh
зубне	zˈubnɛ
играном	ˈiɡrɐnom
играчице	ˈiɡrɐt͡ʃˌɪt͡sɛ
играњем	ˈiɡrɐɲem
идаље	ˈidɐʎe
идентичним	ˈidɛntˌɪt͡ʃnɪm
избјеглице	ˈizbjeɡlˌɪt͡sɛ
извело	ˈizvɛlo
извршавањем	ˈizvrʃɐvˌɐɲem
изграђеног	ˈizɡrɐd͡ʑˌɛnoɡ
изграђеном	ˈizɡrɐd͡ʑˌɛnom
издале	ˈizdɐlɛ
издало	ˈizdɐlo
издани	ˈizdɐnɪ
издајом	ˈizdɑjom
издржала	ˈizdrʒɐlɐ
излазном	ˈizlɐznom
излета	ˈizlɛtɐ
израђиване	ˈizrɐd͡ʑˌɪvɐnɛ
изузецима	ˈizʊzˌɛt͡sɪmɐ
изузимајући	ˈizʊzˌɪmɑjˌʊt͡ɕɪ
изјасни	ˈizjɐsnɪ
илирске	ˈilɪrskɛ
инвазивна	ˈinvɐzˌɪvnɐ
инжењерству	ˈinʒɛɲˌerstvʊ
иностранством	ˈinostrˌɐnstvom
инспирисало	ˈinspɪrˌɪsɐlo
интересантне	ˈintɛrˌɛsɐntnɛ
интерни	ˈintɛrnɪ
инфлацију	ˈinflɐt͡sˌɪjʊ
исказати	ˈiskɐzˌɐtɪ
исказе	ˈiskɐzɛ
искази	ˈiskɐzɪ
испало	ˈispɐlo
испловио	ˈisplovˌɪo
исповест	ˈispovɛst
исповести	ˈispovˌɛstɪ
исправне	ˈisprɐvnɛ
истовар	ˈistovɑr
исхраном	ˈishrɐnom
исцељења	ˈist͡sɛʎˌeɲɐ
исцрпљен	ˈist͡srpʎen
кабловима	kˈablovˌɪmɐ
кампова	kˈampovɐ
кампусу	kˈampʊsʊ
капитулацији	kˈapɪtˌʊlɐt͡sˌɪjɪ
каплара	kˈaplɑrɐ
каскада	kˈaskɐdɐ
кат	kˈat
катастрофи	kˈatɐstrˌofɪ
катетера	kˈatɛtˌɛrɐ
католицизам	kˈatolˌɪt͡sɪzɐm
катуна	kˈatʊnɐ
кацигу	kˈat͡sɪɡʊ
квалитетним	kvˈalɪtˌɛtnɪm
квантитативно	kvˈantɪtˌɐtɪvno
келије	kˈɛlɪje
кесице	kˈɛsɪt͡sɛ
ки	kˈi
клавирски	klˈavɪrskɪ
клавиру	klˈavɪrʊ
кланови	klˈanovɪ
класификоване	klˈasɪfˌɪkovˌɐnɛ
клаузулу	klˈaʊzˌʊlʊ
клизачица	klˈizɐt͡ʃˌɪt͡sɐ
кованицама	kˈovɐnˌɪt͡sɐmɐ
ковач	kˈovɐt͡ʃ
колектора	kˈolɛktˌorɐ
количник	kˈolɪt͡ʃnɪk
комбинујући	kˈombɪnˌʊjʊt͡ɕɪ
коментаришу	kˈomɛntˌɑrɪʃʊ
компоновање	kˈomponˌovɐɲe
компоновању	kˈomponˌovɐɲʊ
комшијама	kˈomʃɪjˌɐmɐ
конвертује	kˈonvɛrtˌʊje
конзерваторијуму	kˈonzɛrvˌɐtorˌɪjʊmʊ
конобар	kˈonobɑr
конотацију	kˈonotˌɐt͡sɪjʊ
констатовао	kˈonstɐtˌovɐo
конструишу	kˈonstrʊˌɪʃʊ
континуирану	kˈontɪnˌʊɪrˌɐnʊ
контраофанзиву	kˈontrɐˌofɐnzˌɪvʊ
контролисан	kˈontrolˌɪsɐn
конфузије	kˈonfʊzˌɪje
координатног	kˈoordˌɪnɐtnoɡ
копаља	kˈopɐʎɐ
коралних	kˈorɐlnɪh
коронавируса	kˈoronˌɐvɪrˌʊsɐ
корумпирани	kˈorʊmpˌɪrɐnɪ
косовски	kˈosofskɪ
костиму	kˈostɪmʊ
кохерентности	kˈohɛrˌɛntnostɪ
коцкање	kˈot͡skɐɲe
кочење	kˈot͡ʃɛɲe
кочија	kˈot͡ʃɪjɐ
коњем	kˈoɲem
краљево	krˈaʎevo
крвавог	krvˈavoɡ
крвопролиће	krvˈoprolˌɪt͡ɕɛ
кречним	krˈɛt͡ʃnɪm
крилаца	krˈilɐt͡sɐ
криминалцима	krˈimɪnˌɐlt͡sɪmɐ
кровови	krˈovovɪ
крововима	krˈovovˌɪmɐ
крокодила	krˈokodˌɪlɐ
крсти	krstˈi
кружну	krˈuʒnʊ
крупну	krˈupnʊ
крчми	krt͡ʃmˈi
ктитори	ktˈitorɪ
кук	kˈuk
куна	kˈunɐ
куне	kˈunɛ
кухињама	kˈuhɪɲˌɐmɐ
кућно	kˈut͡ɕno
лектира	lˈɛktɪrɐ
леса	lˈɛsɐ
летелицом	lˈɛtɛlˌɪt͡som
леукемије	lˈɛʊkˌɛmɪje
лигамената	lˈiɡɐmˌɛnɐtɐ
лимун	lˈimʊn
лингвистички	lˈiŋɡvɪstˌɪt͡ʃkɪ
линеарну	lˈinɛˌɑrnʊ
лиске	lˈiskɛ
листопадног	lˈistopˌɐdnoɡ
литерарног	lˈitɛrˌɑrnoɡ
литији	lˈitɪjɪ
лобањи	lˈobɐɲɪ
логаритам	lˈoɡɑrˌɪtɐm
логистику	lˈoɡɪstˌɪkʊ
логичком	lˈoɡɪt͡ʃkom
логичку	lˈoɡɪt͡ʃkʊ
логотип	lˈoɡotɪp
лондонска	lˈondonskɐ
лос	lˈos
лошој	lˈoʃoj
лужичкосрпски	lˈuʒɪt͡ʃkˌosrpskɪ
лужњака	lˈuʒɲɐkɐ
магичним	mˈaɡɪt͡ʃnɪm
магично	mˈaɡɪt͡ʃno
маказе	mˈakɐzɛ
макуле	mˈakʊlɛ
маме	mˈamɛ
манама	mˈanɐmɐ
манган	mˈaŋɡɐn
марксиста	mˈɑrksɪstɐ
марку	mˈɑrkʊ
матерњим	mˈatɛrɲɪm
матрицу	mˈatrɪt͡sʊ
маховина	mˈahovˌɪnɐ
машинство	mˈaʃɪnstvo
мајмун	mˈɑjmʊn
мајчин	mˈɑjt͡ʃɪn
медитеранских	mˈɛdɪtˌɛrɐnskɪh
медијским	mˈɛdɪjskɪm
мемоари	mˈɛmoˌɑrɪ
менингитис	mˈɛnɪŋɡˌɪtɪs
мермерне	mˈɛrmɛrnɛ
механичара	mˈɛhɐnˌɪt͡ʃɑrɐ
међуратног	mˈɛd͡ʑʊrˌɐtnoɡ
мењан	mˈɛɲɐn
мигрира	mˈiɡrɪrɐ
мирисом	mˈirɪsom
мислиоца	mˈislɪˌot͡sɐ
митинг	mˈitɪŋɡ
митове	mˈitovɛ
митологију	mˈitolˌoɡɪjʊ
митрополији	mˈitropˌolɪjɪ
младенци	mlˈadɛnt͡sɪ
млазница	mlˈaznɪt͡sɐ
млинови	mlˈinovɪ
мокраћи	mˈokrɐt͡ɕɪ
молдавског	mˈoldɐfskoɡ
монтирани	mˈontɪrˌɐnɪ
морнаричких	mˈornɑrˌɪt͡ʃkɪh
мотел	mˈotɛl
мотивисана	mˈotɪvˌɪsɐnɐ
мочварним	mˈot͡ʃvɑrnɪm
мрачних	mrˈat͡ʃnɪh
мучнина	mˈut͡ʃnɪnɐ
мучнине	mˈut͡ʃnɪnɛ
набављена	nˈabɐvljˌenɐ
навигација	nˈavɪɡˌɐt͡sɪjɐ
навикао	nˈavɪkˌɐo
надлежна	nˈadlɛʒnɐ
називано	nˈazɪvˌɐno
наклоњена	nˈakloɲˌenɐ
належе	nˈalɛʒɛ
налоге	nˈaloɡɛ
наменио	nˈamɛnˌɪo
намесници	nˈamɛsnˌɪt͡sɪ
наметнута	nˈamɛtnˌʊtɐ
намењеног	nˈamɛɲˌenoɡ
наново	nˈanovo
нападачки	nˈapɐdˌɐt͡ʃkɪ
наплаћивао	nˈaplɐt͡ɕˌɪvɐo
напредном	nˈaprɛdnom
нарацију	nˈɑrɐt͡sˌɪjʊ
наречја	nˈɑrɛt͡ʃjɐ
наруши	nˈɑrʊʃɪ
насељеницима	nˈasɛʎˌenɪt͡sˌɪmɐ
наследног	nˈaslɛdnoɡ
наслика	nˈaslɪkɐ
насталом	nˈastɐlom
настојале	nˈastojˌɐlɛ
настрадали	nˈastrɐdˌɐlɪ
