--nya	--ɲa
mendudukkan	mənduduʔkan
menduga	mənduga
mendugalkan	məndugalkan
mendugang	məndugaŋ
mendugas	məndugas
mendukacitakan	məndukatʃitakan
mendukakan	məndukakan
mendukung	məndukuŋ
mendukungnya	məndukuŋɲa
mendukunkan	məndukunkan
mendulang	məndulaŋ
mendung	mənduŋ
mendungas	mənduŋas
mendunia	məndunia
mendupai	məndupai
mendupak	məndupaʔ
mendura	məndura
mendurhaka	məndurhaka
mendurhakai	məndurhakai
menduri	mənduri
mendusin	məndusin
mendusta	məndusta
mendustai	məndustai
mendustakan	məndustakan
mendut	məndut
mendwigandakan	məndwigandakan
mendébat	məndebat
mendébitkan	məndebitkan
mendédél	məndedel
mendédés	məndedes
mendéfinisikan	məndefinisikan
mendékar	məndekar
mendéklamasikan	məndeʔlamasikan
mendéklarasikan	məndeʔlarasikan
mendélégasikan	məndelegasikan
mendémo	məndemo
mendémokrasikan	məndemoʔrasikan
mendémonstrasi	məndemonstrasi
mendémonstrasikan	məndemonstrasikan
mendémpétkan	məndempetkan
mendéndangkan	məndendaŋkan
mendéndéng	məndendeŋ
mendéponir	məndeponir
mendéportasi	məndeportasi
mendépositokan	məndepositokan
mendéra	məndera
mendérék	məndereʔ
mendérétkan	mənderetkan
mendésain	məndesain
mendéskripsikan	məndesʔripsikan
mendétail	məndetail
mendétasir	məndetasir
mendévaluasikan	məndevaluasikan
mendéwakan	məndewakan
mendéwasakan	məndewasakan
menebah	mənəbah
menebak	mənəbaʔ
menebal	mənəbal
menebalkan	mənəbalkan
menebang	mənəbaŋ
menebangi	mənəbaŋi
menebas	mənəbas
menebasi	mənəbasi
menebaskan	mənəbaskan
menebat	mənəbat
menebing	mənəbiŋ
menebuk	mənəbuʔ
menebus	mənəbus
meneduh	mənəduh
meneduhi	mənəduhi
meneduhkan	mənəduhkan
menegah	mənəgah
menegak	mənəgaʔ
menegakkan	mənəgaʔkan
menegang	mənəgaŋ
menegangi	mənəgaŋi
menegangkan	mənəgaŋkan
menegapkan	mənəgapkan
menegarkan	mənəgarkan
menegas	mənəgas
menegaskan	mənəgaskan
meneguhkan	mənəguhkan
meneguk	mənəguʔ
menegun	mənəgun
menegur	mənəgur
meneguri	mənəguri
menekak	mənəkaʔ
menekan	mənəkan
menekang	mənəkaŋ
menekankan	mənəkankan
menekap	mənəkap
menekapi	mənəkapi
menekapkan	mənəkapkan
menekat	mənəkat
menekik	mənəkiʔ
menekuk	mənəkuʔ
menekuni	mənəkuni
menekunkan	mənəkunkan
menekur	mənəkur
menekuri	mənəkuri
menekurkan	mənəkurkan
menelaah	mənəlaʔah
meneladani	mənəladani
menelah	mənəlah
menelan	mənəlan
menelangkai	mənəlaŋkai
menelanjangi	mənəlandʒaŋi
menelantarkan	mənəlantarkan
menelap	mənəlap
menelempap	mənələmpap
menelentang	mənələntaŋ
menelentangkan	mənələntaŋkan
menelik	mənəliʔ
menelikung	mənəlikuŋ
meneliti	mənəliti
menelungkup	mənəluŋkup
menelungkupkan	mənəluŋkupkan
menelur	mənəlur
menelurkan	mənəlurkan
menelus	mənəlus
menelusuri	mənəlusuri
menelédorkan	mənəledorkan
menemani	mənəmani
menembaga	mənəmbaga
menembis	mənəmbis
menembung	mənəmbuŋ
menembus	mənəmbus
menembusi	mənəmbusi
menembérang	mənəmberaŋ
menemin	mənəmin
menempa	mənəmpa
menempah	mənəmpah
menempati	mənəmpati
menempatkan	mənəmpatkan
menempelak	mənəmpəlaʔ
menempias	mənəmpias
menempikkan	mənəmpiʔkan
menempuh	mənəmpuh
menempuhkan	mənəmpuhkan
menempur	mənəmpur
menemu	mənəmu
menemui	mənəmui
menemukan	mənəmukan
menenagai	mənənagai
menenang	mənənaŋ
menenangkan	mənənaŋkan
menendang	mənəndaŋ
menendas	mənəndas
menengadah	mənəŋadah
menengadahkan	mənəŋadahkan
menengah	mənəŋah
menengahi	mənəŋahi
menengarai	mənəŋarai
menenggak	mənəŋgaʔ
menenggala	mənəŋgala
menenggara	mənəŋgara
menenggelamkan	mənəŋgəlamkan
menengil	mənəŋil
menengkarapkan	mənəŋkarapkan
menengkari	mənəŋkari
menengkarkan	mənəŋkarkan
menengking	mənəŋkiŋ
menengkurap	mənəŋkurap
menengkurapkan	mənəŋkurapkan
menentang	mənəntaŋ
menentangi	mənəntaŋi
menentangkan	mənəntaŋkan
menentu	mənəntu
menentui	mənəntui
menentukan	mənəntukan
menenun	mənənun
menenung	mənənuŋ
menepak	mənəpaʔ
menepam	mənəpam
menepas	mənəpas
menepati	mənəpati
menepatkan	mənəpatkan
menepi	mənəpi
menepik	mənəpiʔ
menepikan	mənəpikan
menepis	mənəpis
menepuk	mənəpuʔ
menepung	mənəpuŋ
menepung-tawari	mənəpuŋ-tawari
menera	mənəra
menerajui	mənəradʒui
menerakan	mənərakan
meneral	mənəral
meneran	mənəran
menerang	mənəraŋ
menerang-jelaskan	mənəraŋ-dʒəlaskan
menerangi	mənəraŋi
menerangkan	mənəraŋkan
menerap	mənərap
menerapkan	mənərapkan
meneratak	mənərataʔ
menerau	mənərau
menerawang	mənərawaŋ
menerbangi	mənərbaŋi
menerbangkan	mənərbaŋkan
menerbitkan	mənərbitkan
meneriaki	mənəriaki
meneriakkan	mənəriaʔkan
menerima	mənərima
menerimakan	mənərimakan
menerjang	mənərdʒaŋ
menerjangkan	mənərdʒaŋkan
menerjemahkan	mənərdʒəmahkan
menerjuni	mənərdʒuni
menerjunkan	mənərdʒunkan
menerka	mənərka
menerkam	mənərkam
menerkap	mənərkap
menerkup	mənərkup
menerkupkan	mənərkupkan
menernakkan	mənərnaʔkan
menerobos	mənərobos
meneroka	mənəroka
meneropong	mənəropoŋ
meneropongi	mənəropoŋi
menerpa	mənərpa
menertibkan	mənərtibkan
menerumkan	mənərumkan
menerungkukan	mənəruŋkukan
menerus	mənərus
menerusi	mənərusi
meneruskan	mənəruskan
menetak	mənətaʔ
menetakkan	mənətaʔkan
menetal	mənətal
menetap	mənətap
menetapi	mənətapi
menetapkan	mənətapkan
menetar	mənətar
menetas	mənətas
menetaskan	mənətaskan
meng	məŋ
meng--i	məŋ--i
mengabadikan	məŋabadikan
mengabahkan	məŋabahkan
mengabaikan	məŋabaikan
mengabar	məŋabar
mengabarkan	məŋabarkan
mengabdi	məŋabdi
mengabdikan	məŋabdikan
mengabet	məŋabət
mengabjadkan	məŋabdʒadkan
mengabsahkan	məŋabsahkan
mengabsorpsi	məŋabsorpsi
mengabstrakkan	məŋabstraʔkan
mengabsén	məŋabsen
mengabu	məŋabu
mengabui	məŋabui
mengabuk	məŋabuʔ
mengabukan	məŋabukan
mengabulkan	məŋabulkan
mengabur	məŋabur
mengaburi	məŋaburi
mengaburkan	məŋaburkan
mengabén	məŋaben
mengacah	məŋatʃah
mengacak	məŋatʃaʔ
mengacan	məŋatʃan
mengacapi	məŋatʃapi
mengacapkan	məŋatʃapkan
mengacara	məŋatʃara
mengacarakan	məŋatʃarakan
mengacau	məŋatʃau
mengacaukan	məŋatʃaukan
mengacikan	məŋatʃikan
mengaco	məŋatʃo
mengacu	məŋatʃu
mengacuhkan	məŋatʃuhkan
mengacukan	məŋatʃukan
mengacum	məŋatʃum
mengacung	məŋatʃuŋ
mengacungkan	məŋatʃuŋkan
mengadabi	məŋadabi
mengadakan	məŋadakan
mengadang	məŋadaŋ
mengadangi	məŋadaŋi
mengadangkan	məŋadaŋkan
mengadar	məŋadar
mengadatkan	məŋadatkan
mengadem	məŋadəm
mengadili	məŋadili
mengadon	məŋadon
mengadopsi	məŋadopsi
mengadréskan	məŋadreskan
mengadu	məŋadu
mengaduh	məŋaduh
mengaduk	məŋaduʔ
mengadukan	məŋadukan
mengadukkan	məŋaduʔkan
mengafiatkan	məŋafiatkan
mengagah	məŋagah
mengagak	məŋagaʔ
mengagakkan	məŋagaʔkan
mengagamakan	məŋagamakan
mengagan	məŋagan
mengagas	məŋagas
mengagih	məŋagih
mengagihkan	məŋagihkan
mengagulkan	məŋagulkan
mengagumi	məŋagumi
mengagumkan	məŋagumkan
mengagungkan	məŋaguŋkan
mengagunkan	məŋagunkan
mengagéndakan	məŋagendakan
mengagéni	məŋageni
mengah	məŋah
mengahadkan	məŋahadkan
mengahlikan	məŋahlikan
mengaibkan	məŋaibkan
mengail	məŋail
mengairi	məŋairi
mengais	məŋais
mengait	məŋait
mengaitkan	məŋaitkan
mengajaibkan	məŋadʒaibkan
mengajak	məŋadʒaʔ
mengajakkan	məŋadʒaʔkan
mengajar	məŋadʒar
mengajari	məŋadʒari
mengajarkan	məŋadʒarkan
mengaji	məŋadʒi
mengajuk	məŋadʒuʔ
mengajukan	məŋadʒukan
mengajun	məŋadʒun
mengakali	məŋakali
mengakalkan	məŋakalkan
mengakan	məŋakan
mengakankan	məŋakankan
mengakar	məŋakar
mengakhiri	məŋaʔhiri
mengakhirkan	məŋaʔhirkan
mengakibatkan	məŋakibatkan
mengakomodasi	məŋakomodasi
mengakrabi	məŋaʔrabi
mengakrabkan	məŋaʔrabkan
mengakronimkan	məŋaʔronimkan
mengakséntuasi	məŋaʔsentuasi
mengaksép	məŋaʔsep
mengaksés	məŋaʔses
mengaktifkan	məŋaʔtifkan
mengaktualisasikan	məŋaʔtualisasikan
mengaktualkan	məŋaʔtualkan
mengaku	məŋaku
mengakui	məŋakui
mengakukan	məŋakukan
mengakuri	məŋakuri
mengakurkan	məŋakurkan
mengalah	məŋalah
mengalahi	məŋalahi
mengalahkan	məŋalahkan
mengalamati	məŋalamati
mengalamatkan	məŋalamatkan
mengalami	məŋalami
mengalang	məŋalaŋ
mengalangi	məŋalaŋi
mengalangkan	məŋalaŋkan
mengalap	məŋalap
mengalas	məŋalas
mengalasi	məŋalasi
mengalaskan	məŋalaskan
mengalati	məŋalati
mengalatkan	məŋalatkan
mengali	məŋali
mengalih	məŋalih
mengalih-tugaskan	məŋalih-tugaskan
mengalihkan	məŋalihkan
mengalin	məŋalin
mengalingi	məŋaliŋi
mengalir	məŋalir
mengaliri	məŋaliri
mengalirkan	məŋalirkan
mengalit	məŋalit
mengalokasikan	məŋalokasikan
mengalpakan	məŋalpakan
mengalum	məŋalum
mengalun	məŋalun
mengalunkan	məŋalunkan
mengalup	məŋalup
mengalupi	məŋalupi
mengamalkan	məŋamalkan
mengamanati	məŋamanati
mengamanatkan	məŋamanatkan
mengamang	məŋamaŋ
mengamangi	məŋamaŋi
mengamankan	məŋamankan
mengamati	məŋamati
mengambai	məŋambai
mengambang	məŋambaŋ
mengambau	məŋambau
mengambek-parama-artakan	məŋambək-parama-artakan
mengambil	məŋambil
mengambili	məŋambili
mengambilkan	məŋambilkan
mengambilnya	məŋambilɲa
mengambin	məŋambin
mengambrukkan	məŋambruʔkan
mengambul	məŋambul
mengambung	məŋambuŋ
mengambur	məŋambur
mengamini	məŋamini
mengaminkan	məŋaminkan
mengampai	məŋampai
mengampaikan	məŋampaikan
mengampelas	məŋampəlas
mengamplopi	məŋamplopi
mengamplopkan	məŋamplopkan
mengampu	məŋampu
mengampuh	məŋampuh
mengampuhkan	məŋampuhkan
mengampukan	məŋampukan
mengampuni	məŋampuni
mengampunkan	məŋampunkan
mengamput	məŋamput
mengamputasi	məŋamputasi
mengamuk	məŋamuʔ
mengamukkan	məŋamuʔkan
menganak-emaskan	məŋanak-əmaskan
menganak-tirikan	məŋanak-tirikan
menganalisa	məŋanalisa
menganalisis	məŋanalisis
menganalogikan	məŋanalogikan
mengancaikan	məŋantʃaikan
mengancam	məŋantʃam
mengancamkan	məŋantʃamkan
mengancuk	məŋantʃuʔ
mengandak	məŋandaʔ
mengandalkan	məŋandalkan
mengandam	məŋandam
mengandarkan	məŋandarkan
menganduh	məŋanduh
mengandung	məŋanduŋ
mengandungi	məŋanduŋi
mengandungkan	məŋanduŋkan
menganeksasi	məŋanəʔsasi
mengangah	məŋaŋah
mengangakan	məŋaŋakan
mengangan	məŋaŋan
mengangankan	məŋaŋankan
menganggali	məŋaŋgali
menganggalkan	məŋaŋgalkan
menganggap	məŋaŋgap
menganggapkan	məŋaŋgapkan
menganggapnya	məŋaŋgapɲa
menganggar	məŋaŋgar
menganggarkan	məŋaŋgarkan
menganggit	məŋaŋgit
menganggotai	məŋaŋgotai
mengangguk	məŋaŋguʔ
menganggukkan	məŋaŋguʔkan
menganggul	məŋaŋgul
menganggung	məŋaŋguŋ
menganggur	məŋaŋgur
mengangin	məŋaŋin
mengangini	məŋaŋini
menganginkan	məŋaŋinkan
mengangka	məŋaŋka
mengangkakan	məŋaŋkakan
mengangkasa	məŋaŋkasa
mengangkat	məŋaŋkat
mengangkati	məŋaŋkati
mengangkatkan	məŋaŋkatkan
mengangkatnya	məŋaŋkatɲa
mengangkit	məŋaŋkit
mengangkup	məŋaŋkup
mengangkut	məŋaŋkut
mengangkuti	məŋaŋkuti
menganglap	məŋaŋlap
mengangon	məŋaŋon
mengangsu	məŋaŋsu
mengangsur	məŋaŋsur
mengangsurkan	məŋaŋsurkan
mengangut	məŋaŋut
menganiaya	məŋaniaja
menganjak	məŋandʒaʔ
menganjal	məŋandʒal
menganju	məŋandʒu
menganjung	məŋandʒuŋ
menganjur	məŋandʒur
menganjuri	məŋandʒuri
menganjurkan	məŋandʒurkan
mengantamir	məŋantamir
mengantapkan	məŋantapkan
mengantar	məŋantar
mengantara	məŋantara
mengantarai	məŋantarai
mengantari	məŋantari
mengantarkan	məŋantarkan
mengantepi	məŋantəpi
mengantih	məŋantih
mengantikkan	məŋantiʔkan
menganting	məŋantiŋ
mengantisipasi	məŋantisipasi
mengantré	məŋantre
mengantuk	məŋantuʔ
mengantukkan	məŋantuʔkan
mengantul	məŋantul
mengantungi	məŋantuŋi
menganugerahi	məŋanugərahi
menganugerahkan	məŋanugərahkan
menganulir	məŋanulir
menganut	məŋanut
menganyam	məŋaɲam
menganyang	məŋaɲaŋ
menganéhkan	məŋanehkan
menganéka-jeniskan	məŋaneka-dʒəniskan
menganéka-ragamkan	məŋaneka-ragamkan
menganékakan	məŋanekakan
mengap	məŋap
mengapa	məŋapa
mengapai	məŋapai
mengapakan	məŋapakan
mengapam	məŋapam
mengapani	məŋapani
mengapi	məŋapi
mengapit	məŋapit
mengapkir	məŋapkir
mengaplikasikan	məŋaplikasikan
mengaplus	məŋaplus
mengaprésiasi	məŋapresiasi
mengapung	məŋapuŋ
mengapungkan	məŋapuŋkan
mengapur	məŋapur
mengarah	məŋarah
mengarahkan	məŋarahkan
mengarak	məŋaraʔ
mengarang	məŋaraŋ
mengarangkan	məŋaraŋkan
mengaras	məŋaras
mengarifi	məŋarifi
mengarifkan	məŋarifkan
mengarih	məŋarih
mengarik	məŋariʔ
mengarit	məŋarit
mengaron	məŋaron
mengarsipkan	məŋarsipkan
mengarsir	məŋarsir
mengartikan	məŋartikan
mengartikelkan	məŋartikəlkan
mengaruk	məŋaruʔ
mengarun	məŋarun
mengarung	məŋaruŋ
mengarungi	məŋaruŋi
mengaruniai	məŋaruniai
mengaruniakan	məŋaruniakan
mengarus	məŋarus
mengarut	məŋarut
mengarés	məŋares
mengasa	məŋasa
mengasah	məŋasah
mengasak	məŋasaʔ
mengasakan	məŋasakan
mengasakkan	məŋasaʔkan
mengasalkan	məŋasalkan
mengasam	məŋasam
mengasami	məŋasami
mengasamkan	məŋasamkan
mengasap	məŋasap
mengasapi	məŋasapi
mengasari	məŋasari
mengasaskan	məŋasaskan
mengasi	məŋasi
mengasih	məŋasih
mengasihani	məŋasihani
mengasihi	məŋasihi
mengasing	məŋasiŋ
mengasingkan	məŋasiŋkan
mengasini	məŋasini
mengasinkan	məŋasinkan
mengasisténi	məŋasisteni
mengaso	məŋaso
mengasong	məŋasoŋ
mengasosiasikan	məŋasosiasikan
mengasramakan	məŋasramakan
mengasuh	məŋasuh
mengasung	məŋasuŋ
mengasyiki	məŋasjiki
mengasyikkan	məŋasjiʔkan
mengata	məŋata
mengatak	məŋataʔ
mengatakan	məŋatakan
mengatap	məŋatap
mengatapi	məŋatapi
mengatari	məŋatari
mengatas	məŋatas
mengatas-namakan	məŋatas-namakan
mengatasi	məŋatasi
mengataskan	məŋataskan
mengatupkan	məŋatupkan
mengatur	məŋatur
mengaturkan	məŋaturkan
mengatus	məŋatus
mengatuskan	məŋatuskan
mengaudit	məŋaudit
mengaum	məŋaum
mengaung	məŋauŋ
mengaur	məŋaur
mengaus	məŋaus
mengauskan	məŋauskan
mengaut	məŋaut
mengautopsi	məŋautopsi
mengawahamakan	məŋawahamakan
mengawai	məŋawai
mengawaki	məŋawaki
mengawal	məŋawal
mengawalengaskan	məŋawaləŋaskan
mengawamkan	məŋawamkan
mengawan	məŋawan
mengawang	məŋawaŋ
mengawasi	məŋawasi
mengawaskan	məŋawaskan
mengawat	məŋawat
mengawini	məŋawini
mengawininya	məŋawiniɲa
mengawinkan	məŋawinkan
mengawur	məŋawur
mengawurkan	məŋawurkan
mengawétkan	məŋawetkan
mengayak	məŋajaʔ
mengayap	məŋajap
mengayomi	məŋajomi
mengayum	məŋajum
mengayun	məŋajun
mengayunkan	məŋajunkan
mengazab	məŋazab
mengazamkan	məŋazamkan
mengazankan	məŋazankan
mengebaskan	məŋəbaskan
mengebom	məŋəbom
mengebon	məŋəbon
mengebor	məŋəbor
mengebumikan	məŋəbumikan
mengebur	məŋəbur
mengebut	məŋəbut
mengebél	məŋəbel
mengecam	məŋətʃam
mengecambahkan	məŋətʃambahkan
mengecap	məŋətʃap
mengecapkan	məŋətʃapkan
mengecas	məŋətʃas
mengecaskan	məŋətʃaskan
mengecat	məŋətʃat
mengecil	məŋətʃil
mengecilkan	məŋətʃilkan
mengecimus	məŋətʃimus
mengecohkan	məŋətʃohkan
mengecualikan	məŋətʃualikan
mengecundangi	məŋətʃundaŋi
mengecup	məŋətʃup
mengecut	məŋətʃut
mengecutkan	məŋətʃutkan
mengecék	məŋətʃeʔ
mengecéwakan	məŋətʃewakan
mengedab	məŋədab
mengedaikan	məŋədaikan
mengedang	məŋədaŋ
mengedau	məŋədau
mengedepankan	məŋədəpankan
mengedik	məŋədiʔ
mengedikkan	məŋədiʔkan
mengedipkan	məŋədipkan
mengedor	məŋədor
mengedrop	məŋədrop
mengedub	məŋədub
mengedut	məŋədut
mengedutkan	məŋədutkan
mengedép	məŋədep
mengegatkan	məŋəgatkan
mengejan	məŋədʒan
mengejangkan	məŋədʒaŋkan
mengejap	məŋədʒap
mengejapkan	məŋədʒapkan
mengejar	məŋədʒar
mengejuju	məŋədʒudʒu
mengejut	məŋədʒut
mengejuti	məŋədʒuti
mengejutkan	məŋədʒutkan
mengekalkan	məŋəkalkan
mengekang	məŋəkaŋ
mengekar	məŋəkar
mengekarkan	məŋəkarkan
mengekas	məŋəkas
mengelabang	məŋəlabaŋ
mengelabui	məŋəlabui
mengeladau	məŋəladau
mengelah	məŋəlah
mengelai	məŋəlai
mengelak	məŋəlaʔ
mengelam	məŋəlam
mengelamini	məŋəlamini
mengelamkan	məŋəlamkan
mengelana	məŋəlana
mengelantang	məŋəlantaŋ
mengelar	məŋəlar
mengelarai	məŋəlarai
mengelas	məŋəlas
mengelaskan	məŋəlaskan
mengelebukan	məŋələbukan
mengelenggarakan	məŋələŋgarakan
mengelepat	məŋələpat
mengelepik	məŋələpiʔ
mengelepur	məŋələpur
mengelibat	məŋəlibat
mengelih	məŋəlih
mengelik	məŋəliʔ
mengelikik	məŋəlikiʔ
mengelikkan	məŋəliʔkan
mengelilingi	məŋəliliŋi
mengelilingkan	məŋəliliŋkan
mengelim	məŋəlim
mengeling	məŋəliŋ
mengelirukan	məŋəlirukan
mengelis	məŋəlis
mengelit	məŋəlit
mengelitkan	məŋəlitkan
mengelocak	məŋəlotʃaʔ
mengelola	məŋəlola
mengelompokkan	məŋəlompoʔkan
mengelon	məŋəlon
mengeloni	məŋəloni
mengelopak	məŋəlopaʔ
mengelu	məŋəlu
mengeluani	məŋəluani
mengeluarkan	məŋəluarkan
mengeluh	məŋəluh
mengeluhkan	məŋəluhkan
mengelukan	məŋəlukan
mengelumuni	məŋəlumuni
mengelupas	məŋəlupas
mengelupaskan	məŋəlupaskan
mengelupur	məŋəlupur
mengelus	məŋəlus
mengelébékkan	məŋəlebeʔkan
mengelélotkan	məŋəlelotkan
mengemas	məŋəmas
mengemasi	məŋəmasi
mengemaskan	məŋəmaskan
mengemat	məŋəmat
mengembalikan	məŋəmbalikan
mengemban	məŋəmban
mengembang	məŋəmbaŋ
mengembang-biakkan	məŋəmbaŋ-biaʔkan
mengembangkan	məŋəmbaŋkan
mengembara	məŋəmbara
mengembarai	məŋəmbarai
mengembari	məŋəmbari
mengembarkan	məŋəmbarkan
mengembat	məŋəmbat
mengembatkan	məŋəmbatkan
mengembungkan	məŋəmbuŋkan
mengembusi	məŋəmbusi
mengemendang	məŋəməndaŋ
mengemis	məŋəmis
mengemong	məŋəmoŋ
mengempa	məŋəmpa
mengempis	məŋəmpis
mengempiskan	məŋəmpiskan
mengempit	məŋəmpit
mengemplang	məŋəmplaŋ
mengemu	məŋəmu
mengemudi	məŋəmudi
mengemudiankan	məŋəmudiankan
mengemudikan	məŋəmudikan
mengemukakan	məŋəmukakan
mengemuli	məŋəmuli
mengemut	məŋəmut
mengena	məŋəna
mengenai	məŋənai
mengenakan	məŋənakan
mengenal	məŋənal
mengenali	məŋənali
mengenang	məŋənaŋ
mengenangkan	məŋənaŋkan
mengencangkan	məŋəntʃaŋkan
mengencani	məŋəntʃani
mengendalakan	məŋəndalakan
mengendalikan	məŋəndalikan
mengendap	məŋəndap
mengendapkan	məŋəndapkan
mengendarai	məŋəndarai
mengendur	məŋəndur
mengendurikan	məŋəndurikan
mengental	məŋəntal
mengentalkan	məŋəntalkan
mengentarakan	məŋəntarakan
mengentas	məŋəntas
mengentuti	məŋəntuti
mengenyak	məŋəɲaʔ
mengenyal	məŋəɲal
mengenyam	məŋəɲam
mengenyangkan	məŋəɲaŋkan
mengenyit	məŋəɲit
mengepak	məŋəpaʔ
mengepal	məŋəpal
mengepalai	məŋəpalai
mengepalakan	məŋəpalakan
mengepil	məŋəpil
mengepilkan	məŋəpilkan
mengeping	məŋəpiŋ
mengepit	məŋəpit
mengeplak	məŋəplaʔ
mengepruk	məŋəpruʔ
mengepuh	məŋəpuh
mengepul	məŋəpul
mengepulkan	məŋəpulkan
mengepung	məŋəpuŋ
mengepél	məŋəpel
mengerabikkan	məŋərabiʔkan
mengerabu	məŋərabu
mengerahkan	məŋərahkan
mengerakali	məŋərakali
mengeram	məŋəram
mengeramasi	məŋəramasi
mengeramkan	məŋəramkan
mengerang	məŋəraŋ
mengerapkan	məŋərapkan
mengeras	məŋəras
mengerasi	məŋərasi
mengeraskan	məŋəraskan
mengerat	məŋərat
mengeratkan	məŋəratkan
mengerawan	məŋərawan
mengerawang	məŋərawaŋ
mengerbat	məŋərbat
mengerbuk	məŋərbuʔ
mengercingkan	məŋərtʃiŋkan
mengercitkan	məŋərtʃitkan
mengerdomkan	məŋərdomkan
mengeremus	məŋərəmus
mengerepas	məŋərəpas
mengeri	məŋəri
mengeriap	məŋəriap
mengericau	məŋəritʃau
mengerih	məŋərih
mengerik	məŋəriʔ
mengerikan	məŋərikan
mengerikil	məŋərikil
mengering	məŋəriŋ
mengeringatkan	məŋəriŋatkan
mengeringkan	məŋəriŋkan
mengerinjang	məŋərindʒaŋ
mengerip	məŋərip
mengeris	məŋəris
mengerisik	məŋərisiʔ
mengerit	məŋərit
mengeriting	məŋəritiŋ
mengeritingkan	məŋəritiŋkan
mengeritkan	məŋəritkan
mengerjakan	məŋərdʒakan
mengerkau	məŋərkau
mengerlap	məŋərlap
mengerling	məŋərliŋ
mengerlip	məŋərlip
mengerna	məŋərna
mengernai	məŋərnai
mengernyih	məŋərɲih
mengernying	məŋərɲiŋ
mengernyit	məŋərɲit
mengernyitkan	məŋərɲitkan
mengernyut	məŋərɲut
mengerobék	məŋərobeʔ
mengerok	məŋəroʔ
mengeroncongkan	məŋərontʃoŋkan
mengeropéng	məŋəropeŋ
mengerosi	məŋərosi
mengerosong	məŋərosoŋ
mengeroyok	məŋərojoʔ
mengerpus	məŋərpus
mengersik	məŋərsiʔ
mengertak	məŋərtaʔ
mengertangkan	məŋərtaŋkan
mengerti	məŋərti
mengerubungi	məŋərubuŋi
mengerubuti	məŋərubuti
mengerucut	məŋərutʃut
mengerudungi	məŋəruduŋi
mengeruh	məŋəruh
mengeruhkan	məŋəruhkan
mengeruk	məŋəruʔ
mengerukkan	məŋəruʔkan
mengerukut	məŋərukut
mengerukutkan	məŋərukutkan
