ve	vɛ
dinleyicilere	dɪnlejid͡ʒileɾˈɛ
dizilerek	dizileɾˈɛk
dizisiyle	dizisˈɪjlɛ
doktorluk	dɔktɔrɫˈʊk
dokusunu	dokusunˈʊ
dolanan	doɫanˈan
doldurması	dɔɫdʊrmasˈɯ
donanımları	donanɯmɫaɾˈɯ
dozlarda	dɔzɫardˈa
duyduklarını	dʊjdʊkɫaɾɯnˈɯ
duyması	dʊjmasˈɯ
duyurmak	dujʊrmˈak
duyurulan	dujuɾuɫˈan
dönemle	dœnˈæmlɛ
dönmekte	dœnmɛktˈɛ
dövülerek	dœvyleɾˈɛk
dükkan	dykːˈan
düzenlemenin	dyzænlˈemenɪn
düzenlenmişti	dyzænlænmɪʃtˈɪ
düzenlerler	dyzænlɛrlˈɛr
düşünmekteydi	dyʃønmɛktɛjdˈɪ
eczane	ɛd͡ʒzanˈɛ
edebilirsiniz	edebilˈɪrsinɪz
edilmektedirler	edɪlmɛktˈedɪrlɛr
ekibinden	ekibɪndˈæn
ekli	ɛklˈɪ
ekranlarında	ɛkranɫaɾɯndˈa
eleştirmektedir	elɛʃtɪrmɛktˈedɪr
emre	æmrˈɛ
endişeli	ændiʃelˈɪ
endüstrinin	ændøstrinˈɪn
enstrümanları	ænstrymanɫaɾˈɯ
erdiren	ɛrdiɾˈæn
erecektir	eɾed͡ʒˈɛktɪr
erişimine	eɾiʃiminˈɛ
etiketler	etikɛtlˈɛr
etkindir	ɛtkˈɪndɪr
etmişse	ɛtmˈɪʃsɛ
evlendirmek	ɛvlændɪrmˈɛk
evlenmişti	ɛvlænmɪʃtˈɪ
eylemini	ɛjleminˈɪ
eğilimini	ejiliminˈɪ
eğriler	ɛjɾilˈɛr
fabrikalarında	fabrikaɫaɾɯndˈa
fakülteleri	fakølteleɾˈɪ
fakülteye	fakøltejˈɛ
familyasının	famɪljasɯnˈɯn
festivalidir	fɛstivalˈidɪr
figürün	fiɟyɾˈøn
filosunda	fiɫosʊndˈa
füzenin	fyzenˈɪn
geleneğinden	ɟelenejɪndˈæn
geliştirilebilir	ɟelɪʃtiɾilebilˈɪr
genelkurmay	ɟenælkʊrmˈaj
genişletir	ɟenɪʃletˈɪr
genişliğindeki	ɟenɪʃlijɪndekˈɪ
gerektirdiğinden	ɟeɾɛktɪrdijɪndˈæn
gerektirecek	ɟeɾˈɛktiɾed͡ʒɛk
gerçekleşmesine	ɟɛrt͡ʃɛklɛʃmesinˈɛ
gerçekliğini	ɟɛrt͡ʃɛklijinˈɪ
gezegenden	ɟezeɟændˈæn
geçemez	ɟet͡ʃemˈɛz
geçirgenliği	ɟet͡ʃɪrɟænlijˈɪ
gide	ɟidˈɛ
gireceği	ɟiɾed͡ʒejˈɪ
girerse	ɟiɾˈɛrsɛ
gitmişlerdir	ɟɪtmɪʃlˈɛrdɪr
giyerlerdi	ɟijɛrlɛrdˈɪ
giymesi	ɟɪjmesˈɪ
gökadalar	ɟœkadaɫˈar
gömü	ɟœmˈø
gömüt	ɟœmˈøt
görüşüp	ɟœɾyʃˈøp
göstermeleri	ɟœstɛrmeleɾˈɪ
göstermesini	ɟœstɛrmesinˈɪ
götürdüler	ɟœtørdylˈær
götürülen	ɟœtyɾylˈæn
gözdağı	ɟœzdaːˈɯ
gözlemlere	ɟœzlæmleɾˈɛ
güreşen	ɟyɾeʃˈæn
gırtlak	ɡɯrtɫˈak
habitat	habitˈat
hadise	hadˈisɛ
halkta	haɫktˈa
halâ	halˈa
harflerini	harfleɾinˈɪ
hatip	hatˈɪp
hatların	hatɫaɾˈɯn
havalimanının	havalimanɯnˈɯn
havayla	havˈajɫa
hedefli	hedɛflˈɪ
hedefliyordu	hedɛflˈijɔrdʊ
helal	heɫˈaɫ
hocalar	hod͡ʒaɫˈar
hoşnutsuz	hɔʃnˈʊtsʊz
hukukunda	hukukʊndˈa
hutbe	hʊtbˈɛ
ifadedir	ifadˈedɪr
ikinciliği	ikɪnd͡ʒilijˈɪ
ikincisinde	ikɪnd͡ʒisɪndˈɛ
ikon	ikˈɔn
ilerlemekte	ilɛrlemɛktˈɛ
ilişkisinde	ilɪʃkisɪndˈɛ
ilkelere	ɪlkeleɾˈɛ
indirgenmiş	ɪndɪrɟænmˈɪʃ
inerler	inɛrlˈɛr
inhibitör	ɪnhibitˈœr
istasyonlarının	ɪstasjɔnɫaɾɯnˈɯn
istatistiklere	ɪstatɪstɪkleɾˈɛ
istem	ɪstˈæm
istemiyle	ɪstemˈɪjlɛ
isteyebilir	ɪstejebilˈɪr
isteğinde	ɪstejɪndˈɛ
istifasından	ɪstifasɯndˈan
istikrarını	ɪstɪkraɾɯnˈɯ
ithalatı	ɪthaɫatˈɯ
iyot	ijˈɔt
işaretlenir	iʃaɾɛtlenˈɪr
işkenceler	ɪʃkˈænd͡ʒɛlɛr
işlemlerine	ɪʃlæmleɾinˈɛ
işletmelerde	ɪʃlɛtmelɛrdˈɛ
jeneratör	ʒeneɾatˈœr
jeneratörü	ʒeneɾatœɾˈø
kabarık	kabaɾˈɯk
kabri	kabrˈɪ
kadardı	kadardˈɯ
kaderine	kadeɾinˈɛ
kafalarını	kafaɫaɾɯnˈɯ
kafeterya	kafetɛrjˈa
kaldırım	kˈaɫdɯɾɯm
kalibreli	kalˈɪbrelɪ
kalifiye	kalifijˈɛ
kambur	kambˈʊr
kampanyasını	kampanjasɯnˈɯ
kapsam	kˈapsam
kapıkulu	kapɯkuɫˈʊ
karakterinden	kaɾakteɾɪndˈæn
karşılarına	karʃɯɫaɾɯnˈa
karşılaşmasına	karʃɯɫaʃmasɯnˈa
katiller	katɪllˈɛr
katlanmış	katɫanmˈɯʃ
katılanların	katɯɫanɫaɾˈɯn
kayalıklar	kajaɫɯkɫˈar
kaybedecektir	kajbeded͡ʒˈɛktɪr
kaybedenlerin	kajbedænleɾˈɪn
kaybetmesiyle	kajbɛtmesˈɪjlɛ
kayınpederi	kajɯnpedeɾˈɪ
kazandırılmıştır	kazandɯɾɯɫmˈɯʃtɯr
kaçındı	kˈat͡ʃɯndɯ
kaçınılmazdır	kat͡ʃɯnɯɫmˈazdɯr
kaçırılmış	kat͡ʃɯɾɯɫmˈɯʃ
kehribar	kɛhribˈar
kentlere	kæntleɾˈɛ
keyifli	kejɪflˈɪ
kilometreye	kiɫomˈɛtrejɛ
kompleksleri	kɔmplɛksleɾˈɪ
kompresör	kɔmpresˈœr
konfor	kɔnfˈɔr
konservatuvar	kɔnsɛrvatuvˈar
konumlarına	konʊmɫaɾɯnˈa
konuşmuştur	konʊʃmˈʊʃtʊr
konveksiyon	kɔnvɛksijˈɔn
koordinatlar	koɔrdinatɫˈar
koordinatlarında	koɔrdinatɫaɾɯndˈa
korunmaya	koɾˈʊnmaja
kozmopolit	kɔzmopolˈɪt
koçluk	kɔt͡ʃɫˈʊk
krallığında	kraɫɫɯɯɯndˈa
kristallerin	krɪstaɫleɾˈɪn
kullanıcıyı	kʊɫɫanɯd͡ʒɯjˈɯ
kumtaşı	kʊmtaʃˈɯ
kumu	kumˈʊ
kurarken	kuɾˈarcæn
kurmasıyla	kʊrmasˈɯjɫa
kurtarırlar	kʊrtaɾɯrɫˈar
kurumdan	kˈuɾʊmdan
kutupsal	kutʊpsˈaɫ
kutusuna	kutusunˈa
kâgir	kaɟˈɪr
kâşif	kaʃˈɪf
kılacak	kɯɫad͡ʒˈak
kırılmıştır	kɯɾɯɫmˈɯʃtɯr
kısıtlayan	kɯsɯtɫajˈan
kıyıdaki	kɯjɯdakˈɪ
kıyısından	kɯjɯsɯndˈan
kızlardan	kɯzɫardˈan
kızlarla	kɯzɫˈarɫa
l	lˈɛ
larvaları	ɫarvaɫaɾˈɯ
lavlar	ɫavɫˈar
lifli	lɪflˈɪ
maddeyle	madːˈɛjlɛ
mahkemelerinde	mahkemeleɾɪndˈɛ
maiyeti	maijetˈɪ
makara	makaɾˈa
makinelerde	makinelɛrdˈɛ
manasında	manasɯndˈa
menajerlik	menaʒɛrlˈɪk
mevkisinde	mɛvkisɪndˈɛ
meşale	meʃˈalɛ
modellerden	modællɛrdˈæn
modernleşme	modɛrnlˈɛʃmɛ
muzaffer	muzaffˈɛr
münferit	mønfeɾˈɪt
müzakerelerin	myzakeɾeleɾˈɪn
naif	naˈɪf
nanometre	nanomɛtrˈɛ
nar	nˈar
nedensel	nedænsˈæl
nesnelerden	nɛsnelɛrdˈæn
nitelendirmiştir	nitelændɪrmˈɪʃtɪr
numaralarını	numaɾaɫaɾɯnˈɯ
nöron	nœɾˈɔn
obüs	obˈøs
odaklanmaya	odakɫˈanmaja
odalarına	odaɫaɾɯnˈa
olgunlaşır	ɔɫɡʊnɫaʃˈɯr
onaylı	onajɫˈɯ
onsuz	ˈɔnsʊz
onurlandırmak	onʊrɫandɯrmˈak
oransal	oɾansˈaɫ
ortaklar	ɔrtakɫˈar
otobüsün	otobysˈøn
otoritesine	otoɾitesinˈɛ
oylarının	ɔjɫaɾɯnˈɯn
oyuncakları	ojʊnd͡ʒakɫaɾˈɯ
oğula	oːˈuɫa
parlaktır	parɫˈaktɯr
parçalarda	part͡ʃaɫardˈa
parçalık	part͡ʃaɫˈɯk
paşanın	paʃanˈɯn
pin	pˈɪn
plajı	pɫaʒˈɯ
planlamıştı	pɫanɫamɯʃtˈɯ
playoff	pɫajˈɔff
pol	pˈɔɫ
polisleri	polɪsleɾˈɪ
pratiği	pratijˈɪ
profilleri	profɪlleɾˈɪ
profilli	profɪllˈɪ
programdır	prɔɡrˈamdɯr
projelerinden	proʒeleɾɪndˈæn
prosedürleri	prosedørleɾˈɪ
puanına	puanɯnˈa
püskürtme	pøskˈørtmɛ
rastlayan	rastɫajˈan
reaksiyonların	reaksijɔnɫaɾˈɯn
reformcu	refɔrmd͡ʒˈʊ
rekombinasyon	rekɔmbinasjˈɔn
resmedilen	rɛsmedilˈæn
ressamları	rɛssamɫaɾˈɯ
rezil	rezˈɪl
rollerle	rɔɫlˈɛrlɛ
ruhban	rʊhbˈan
sahnesinden	sahnesɪndˈæn
sakıncalı	sakɯnd͡ʒaɫˈɯ
saldırmasını	saɫdɯrmasɯnˈɯ
sanarak	sanaɾˈak
sanayisinde	sanajisɪndˈɛ
sancağına	sand͡ʒaːɯnˈa
sansüre	sansyɾˈɛ
sapmalar	sˈapmaɫar
sarayını	saɾajɯnˈɯ
sayarak	sajaɾˈak
saçan	sat͡ʃˈan
saçılma	sat͡ʃˈɯɫma
sağladıkları	saːɫadɯkɫaɾˈɯ
sağlamanın	saːɫˈamanɯn
sağlanmalıdır	saːɫanmaɫˈɯdɯr
sağlanıyordu	saːɫanˈɯjɔrdʊ
seneden	senedˈæn
serer	seɾˈɛr
sergilerler	sɛrɟilɛrlˈɛr
serilerde	seɾilɛrdˈɛ
servetinin	sɛrvetinˈɪn
servikal	sɛrvikˈaɫ
servise	sɛrvˈisɛ
seviyenin	sevijenˈɪn
seçilecek	set͡ʃiled͡ʒˈɛk
sikkeleri	sikːeleɾˈɪ
simgesidir	sɪmɟesˈidɪr
sisli	sɪslˈɪ
sitelerinin	siteleɾinˈɪn
sokulur	sokuɫˈʊr
solgun	sɔɫɡˈʊn
sonun	sonˈʊn
sormak	sɔrmˈak
spiritüel	spiɾityˈæl
sporcuyla	spɔrd͡ʒˈʊjɫa
sucul	sud͡ʒˈʊɫ
söyle	sˈœjlɛ
söyledikten	sœjledɪktˈæn
söylemesine	sœjlemesinˈɛ
sürdürürler	sørdyɾørlˈɛr
sürdürüyordu	sørdyɾˈyjɔrdʊ
süresinden	syɾesɪndˈæn
sürüldüğü	syɾøldˈøː
süvarisi	syvaɾisˈɪ
sıcaklıklara	sɯd͡ʒakɫɯkɫaɾˈa
sıkılan	sɯkɯɫˈan
sınırdışı	sɯnɯrdɯʃˈɯ
sıtma	sˈɯtma
sıvıyı	sɯvɯjˈɯ
taarruzunu	taarruzunˈʊ
tablolarını	tabɫoɫaɾɯnˈɯ
tahribata	tahribatˈa
takmıştır	takmˈɯʃtɯr
taktı	taktˈɯ
takılmış	takɯɫmˈɯʃ
talimatını	talimatɯnˈɯ
tankına	tankɯnˈa
tanıtılmış	tanɯtɯɫmˈɯʃ
tarihlere	taɾɪhleɾˈɛ
tarlalar	tˈarɫaɫar
tavanı	tavanˈɯ
tecrübesiz	tɛd͡ʒrybˈesɪz
tehcir	tɛhd͡ʒˈɪr
tehlikeden	tɛhlikedˈæn
teklifine	tɛklifinˈɛ
tekrarı	tɛkraɾˈɯ
temelidir	temelˈidɪr
teneke	tenekˈɛ
teorilerinin	teoɾileɾinˈɪn
tepesinin	tepesinˈɪn
tercihleri	tɛrd͡ʒɪhleɾˈɪ
terimlerle	teɾɪmlˈɛrlɛ
terkeder	tɛrkedˈɛr
tesislere	tesɪsleɾˈɛ
tesislerine	tesɪsleɾinˈɛ
tezinin	tezinˈɪn
teçhizatı	tɛt͡ʃhizatˈɯ
teşekkül	teʃekːˈøl
tipteki	tɪptekˈɪ
topladılar	tˈɔpɫadɯɫar
toplanmaktadır	tɔpɫanmaktˈadɯr
tulum	tˈuɫʊm
turizmine	tuɾɪzminˈɛ
turnuvadaki	tʊrnuvadakˈɪ
tutkusunu	tʊtkusunˈʊ
tutulmalıdır	tutʊɫmaɫˈɯdɯr
tutumları	tutʊmɫaɾˈɯ
tuzları	tʊzɫaɾˈɯ
tüketilmesi	tyketɪlmesˈɪ
türbesine	tørbesinˈɛ
ucunun	ud͡ʒunˈʊn
uyararak	ujaɾaɾˈak
uyarlanabilir	ujarɫanabilˈɪr
uyarısı	ujaɾɯsˈɯ
uyumluluğu	ujʊmɫuɫˈʊː
uzaklaştırılması	uzakɫaʃtɯɾɯɫmasˈɯ
uzantı	uzantˈɯ
uzanıyor	uzanˈɯjɔr
uzlaşmaz	ʊzɫaʃmˈaz
uzundu	uzʊndˈʊ
uçaklardan	ut͡ʃakɫardˈan
vakanın	vakanˈɯn
vararak	vaɾaɾˈak
vazife	vazifˈɛ
veraset	veɾasˈɛt
verem	veɾˈæm
veritabanında	veɾitabanɯndˈa
vizyonu	vɪzjonˈʊ
yaka	jakˈa
yakıcı	jakɯd͡ʒˈɯ
yamaçta	jamat͡ʃtˈa
yapılabileceği	japɯɫabiled͡ʒejˈɪ
yapımın	jˈapɯmɯn
yararlanmaktadır	jaɾarɫanmaktˈadɯr
yaratacak	jaɾatad͡ʒˈak
yargılanmış	jarɡɯɫanmˈɯʃ
yarımadası	jaɾɯmadasˈɯ
yatarak	jataɾˈak
yatma	jˈatma
yayılış	jajɯɫˈɯʃ
yayınlamayı	jajɯnɫˈamajɯ
yazıtı	jazɯtˈɯ
yazıtın	jazɯtˈɯn
yazıyla	jazˈɯjɫa
yaşamlarında	jaʃamɫaɾɯndˈa
yaşayacağı	jaʃajad͡ʒaːˈɯ
yirmiye	jɪrmijˈɛ
yiyeceği	jijed͡ʒejˈɪ
yokluk	jɔkɫˈʊk
yollu	jɔɫɫˈʊ
yorumuyla	joɾumˈʊjɫa
yoğunlukları	joːʊnɫʊkɫaɾˈɯ
yumurtanın	jumʊrtanˈɯn
yöneticinin	jœnetid͡ʒinˈɪn
yöneticisinin	jœnetid͡ʒisinˈɪn
yönlendirmesi	jœnlændɪrmesˈɪ
yükselmesini	jøksælmesinˈɪ
yükümlülükleri	jykømlyløkleɾˈɪ
yürütmenin	jyɾˈøtmenɪn
yüzyıllardan	jøzjɯɫɫardˈan
zincirine	zɪnd͡ʒiɾinˈɛ
Çal	t͡ʃˈaɫ
Çinlilerin	t͡ʃɪnlileɾˈɪn
Çiçekleri	t͡ʃit͡ʃɛkleɾˈɪ
Çiçerin	t͡ʃit͡ʃeɾˈɪn
Çoruh	t͡ʃoɾˈʊh
Çıkarma	t͡ʃɯkˈarma
Öyleyse	œjlˈɛjsɛ
Özetle	œzˈɛtlɛ
Üyelik	yjelˈɪk
Üyeliğine	yjelijinˈɛ
çabasıyla	t͡ʃabasˈɯjɫa
çaldığını	t͡ʃaɫdɯɯɯnˈɯ
çalınmış	t͡ʃaɫɯnmˈɯʃ
çekilecek	t͡ʃekiled͡ʒˈɛk
çekilmektedir	t͡ʃekɪlmɛktˈedɪr
çekirdeğinde	t͡ʃekɪrdejɪndˈɛ
çerçevenin	t͡ʃɛrt͡ʃevenˈɪn
çevrelenmiştir	t͡ʃɛvrelænmˈɪʃtɪr
çevrimdışı	t͡ʃɛvrɪmdɯʃˈɯ
çözen	t͡ʃœzˈæn
çözmesi	t͡ʃœzmesˈɪ
çıkarılmaktadır	t͡ʃɯkaɾɯɫmaktˈadɯr
çıkmamış	t͡ʃɯkmamˈɯʃ
çıktıklarında	t͡ʃɯktɯkɫaɾɯndˈa
ödüllerinden	œdølleɾɪndˈæn
ölecek	œled͡ʒˈɛk
ölümlere	œlømleɾˈɛ
örgütüdür	œrɟytˈydør
öykülerinde	œjkyleɾɪndˈɛ
özdeşleşmiştir	œzdɛʃlɛʃmˈɪʃtɪr
özetlenebilir	œzɛtlenebilˈɪr
özetler	œzɛtlˈɛr
özgürlüğe	œzɟørlyːˈɛ
özlü	œzlˈø
öğrenilmesi	œːɾenɪlmesˈɪ
öğretmenliğe	œːɾɛtmænlijˈɛ
üretilmekte	yɾetɪlmɛktˈɛ
üretilmesine	yɾetɪlmesinˈɛ
ürünlerle	yɾønlˈɛrlɛ
üstlenmek	østlænmˈɛk
üzerindeydi	yzeɾɪndɛjdˈɪ
İhtiyaç	ɪhtijˈat͡ʃ
İlkel	ɪlkˈæl
İnkılap	ɪnkɯɫˈap
İnsanı	ˈɪnsanɯ
İstasyonun	ɪstasjonˈʊn
İşleme	ˈɪʃlemɛ
ışıkla	ɯʃˈɯkɫa
Şimdilerde	ʃɪmdilɛrdˈɛ
Şiran	ʃiɾˈan
şarkıcıya	ʃarkɯd͡ʒɯjˈa
şeritten	ʃeɾitːˈæn
şifresiz	ʃɪfrˈesɪz
şikâyet	ʃikajˈɛt
şimdiden	ʃɪmdidˈæn
şölen	ʃœlˈæn
şövalyeleri	ʃœvaɫjeleɾˈɪ
ARM	ˈarm
AVM	ˌavˌɛmˈɛ
Adamları	adamɫaɾˈɯ
Akçıl	akt͡ʃˈɯɫ
Akış	akˈɯʃ
Alessandro	alɛssandrˈɔ
Aman	amˈan
Ancient	and͡ʒiˈænt
Andre	andrˈɛ
Anlamı	anɫamˈɯ
Antropoloji	antropoɫoʒˈɪ
Aries	aɾiˈɛs
Asliye	aslijˈɛ
Ateşli	atɛʃlˈɪ
Açıkça	at͡ʃɯkt͡ʃˈa
Ağırlığı	aːɯrɫɯɯˈɯ
Ballas	baɫɫˈas
Barker	barkˈɛr
Bath	bˈath
Behlül	bɛhlˈøl
Bellick	bællˈɪd͡ʒk
Beton	betˈɔn
Beyler	bɛjlˈɛr
Bi	bˈɪ
Birbirinden	bɪrbiɾɪndˈæn
Blackburn	bɫad͡ʒkbˈʊrn
Bloku	bɫokˈʊ
Bomba	bɔmbˈa
Bosnalı	bɔsnaɫˈɯ
Brent	brˈænt
Bulgarları	bʊɫɡarɫaɾˈɯ
Bunlarda	bʊnɫardˈa
CNN	d͡ʒˌɛnˌɛnˈɛ
Carpenter	d͡ʒarpæntˈɛr
Cesar	d͡ʒesˈar
Chang	d͡ʒhˈanɡ
Cizre	d͡ʒɪzrˈɛ
Cloud	d͡ʒɫoˈʊd
Communications	d͡ʒɔmmunid͡ʒatiˈɔns
Cream	d͡ʒreˈam
Córdoba	d͡ʒɔrdobˈa
DMC	dˌɛmˌɛd͡ʒˈɛ
Dağıtım	daːˈɯtɯm
Delice	delˈid͡ʒɛ
Dernekleri	dɛrnɛkleɾˈɪ
Dinler	dɪnlˈɛr
Dolayısı	doɫajɯsˈɯ
Doğubayazıt	doːubajazˈɯt
Dudley	dʊdlˈɛj
Durham	dʊrhˈam
Düzen	dyzˈæn
Düşesi	dyʃesˈɪ
ECW	ˈɛd͡ʒw
Eko	ekˈɔ
Elaine	eɫainˈɛ
Emeviler	emevilˈɛr
Emilia	emiliˈa
Enfeksiyon	ænfɛksijˈɔn
Enflasyon	ænfɫasjˈɔn
Engel	ænɟˈæl
Engineering	ænɟineeɾˈɪnɡ
Erin	eɾˈɪn
Eugen	euɟˈæn
Evleri	ɛvleɾˈɪ
Factory	fad͡ʒtˈɔrj
Fernández	fɛrnandˈɛz
Fiji	fiʒˈɪ
Fuarı	fuaɾˈɯ
Fuchs	fˈʊd͡ʒhs
GPU	ɡpˈʊ
Gabrielle	ɡabriˈællɛ
Gemilerin	ɟemileɾˈɪn
Geçtiğimiz	ɟɛt͡ʃtˈijimɪz
Guide	ɡuidˈɛ
Gwen	ɡwˈæn
Gördes	ɟœrdˈɛs
HDP	hˌɛdˌɛpˈɛ
Hamam	hamˈam
Hand	hˈand
Handel	handˈæl
Hapishane	hapɪshanˈɛ
Harem	haɾˈæm
Hastings	hastˈɪnɡs
Hazırlanan	hazɯrɫanˈan
Hera	heɾˈa
His	hˈɪs
Holosen	hoɫˈosæn
Huo	huˈɔ
Hâlbuki	halbukˈɪ
Inside	ɯnsidˈɛ
Institut	ɯnstitˈʊt
Ivy	ˈɯvj
Kadim	kadˈɪm
Kalbi	kaɫbˈɪ
Kayserispor	kajseɾɪspˈɔr
Kağanlığı	kaːnɫɯɯˈɯ
Kellerman	kællɛrmˈan
Kilisesinin	kilisesinˈɪn
Konfüçyüs	kɔnføt͡ʃjˈøs
Kongresinde	kɔnɡresɪndˈɛ
Koruyucu	koɾujud͡ʒˈʊ
Koza	kozˈa
Krallığının	kraɫɫɯɯɯnˈɯn
Kudret	kʊdrˈɛt
Kullanımı	kʊɫɫˈanɯmɯ
Kurak	kuɾˈak
Kurtalan	kʊrtaɫˈan
Kuşatmanın	kuʃˈatmanɯn
Köyünün	kœjynˈøn
Küreselleşme	kyɾesællˈɛʃmɛ
Kınık	kɯnˈɯk
Kır	kˈɯr
Kızılötesi	kɯzɯlœtesˈɪ
Lewandowski	lewandɔwskˈɪ
Lou	ɫoˈʊ
Louvre	ɫoʊvrˈɛ
Mafya	mafjˈa
Mahone	mahonˈɛ
Malay	maɫˈaj
Malaya	mˈaɫaja
Manager	manaɟˈɛr
Masaüstü	masaøstˈø
McGregor	mˌɛd͡ʒˈɛɡreɡˈɔr
McLaren	mˌɛd͡ʒˈɛɫaɾˈæn
Mebusan	mebˈusan
Mervan	mɛrvˈan
Metallica	metaɫlid͡ʒˈa
Mitsubishi	mɪtsubɪshˈɪ
Motorola	motoɾˈoɫa
Müdürlüğünde	mydørløːndˈɛ
Nedeni	nedenˈɪ
Nezareti	nezaɾetˈɪ
Nirvana	nɪrvanˈa
Numune	numunˈɛ
Oksijen	ɔksiʒˈæn
Olan	oɫˈan
Olimpiyatlara	olɪmpijatɫaɾˈa
Onbaşı	ɔnbaʃˈɯ
Once	ˈɔnd͡ʒɛ
Orduya	ˈɔrduja
Organizasyonu	ɔrɡanizasjonˈʊ
Osiris	osiɾˈɪs
Oswald	ɔswˈaɫd
Otello	otælɫˈɔ
Oğuzhan	oːʊzhˈan
Pardus	pardˈʊs
Partizan	partizˈan
Pazarcık	pazard͡ʒˈɯk
Philipp	philˈɪpː
Pius	piˈʊs
Plaj	pɫˈaʒ
Pompey	pɔmpˈɛj
Psion	psiˈɔn
RCA	rd͡ʒˈa
Remix	remˈɪks
Rezerv	rezˈɛrv
Rosenberg	rosænbˈɛrɡ
Rules	rulˈɛs
Running	rʊnnˈɪnɡ
SATA	satˈa
Sabiha	sabihˈa
Sade	sadˈɛ
Sakura	sakuɾˈa
Samoa	samoˈa
Sanjay	sanʒˈaj
Saturn	satˈʊrn
Savunması	savʊnmasˈɯ
Semerkant	semɛrkˈant
Sencer	sænd͡ʒˈɛr
Sentetik	sæntetˈɪk
Seride	seɾidˈɛ
Serik	seɾˈɪk
Services	sɛrvid͡ʒˈɛs
Seviye	sevijˈɛ
Sheldon	shældˈɔn
Shepherd	shɛphˈɛrd
Sim	sˈɪm
Simone	simonˈɛ
Slayer	sɫajˈɛr
Springfield	sprɪnɡfiˈæld
Susuz	sˈusʊz
Sözler	sœzlˈɛr
Sünnet	sønnˈɛt
Takvim	tˈakvɪm
Temsil	tæmsˈɪl
Termopylae	tɛrmˈɔpjɫaɛ
Tetkik	tɛtkˈɪk
Thales	thalˈɛs
There	theɾˈɛ
Tiffany	tɪffˈanj
Toro	toɾˈɔ
Toskana	tɔskanˈa
Trent	trˈænt
Türkmenlerinin	tørkmænleɾinˈɪn
UDP	ˈʊdp
Ur	ˈʊr
Uygurların	ʊjɡʊrɫaɾˈɯn
Uzayda	uzajdˈa
Vakfıkebir	vakfɯkebˈɪr
Valentina	valæntinˈa
Vardar	vardˈar
Vernon	vɛrnˈɔn
Viktorya	vɪktɔrjˈa
Wanna	wannˈa
Waterloo	watɛrɫoˈɔ
XVII	zvɯˈɯ
Yahudilerle	jahudilˈɛrlɛ
Yalın	jaɫˈɯn
Yellow	jælɫˈɔw
Yengeç	jænɟˈɛt͡ʃ
Youth	joˈʊth
Zaragoza	zaɾaɡozˈa
Zhou	zhoˈʊ
Zimbabve	zɪmbabvˈɛ
Zuko	zukˈɔ
ahali	ahalˈɪ
ailesidir	ailesˈidɪr
aktivitesini	aktivitesinˈɪ
akşama	akʃˈama
alanlarıyla	aɫanɫaɾˈɯjɫa
aldatma	aɫdˈatma
aletlerinin	alɛtleɾinˈɪn
alimleri	alɪmleɾˈɪ
almaması	aɫmamasˈɯ
altyapıya	aɫtjapɯjˈa
alıcıları	aɫɯd͡ʒɯɫaɾˈɯ
alındılar	aɫɯndɯɫˈar
ambulans	ambuɫˈans
amerikan	ameɾikˈan
analizinin	analizinˈɪn
andırmaktadır	andɯrmaktˈadɯr
anketler	ankɛtlˈɛr
anladığı	anɫadɯɯˈɯ
anlattıkları	anɫatːɯkɫaɾˈɯ
anlatımıyla	anɫatɯmˈɯjɫa
anlatırlar	anɫatɯrɫˈar
anlayışından	anɫajɯʃɯndˈan
anlaşan	anɫaʃˈan
anlaşılmasına	anɫaʃɯɫmasɯnˈa
anterior	anteɾiˈɔr
antrenmanlara	antrænmanɫaɾˈa
anıtları	anɯtɫaɾˈɯ
aranır	aɾanˈɯr
arasıdır	aɾasˈɯdɯr
arazidir	aɾazˈidɪr
arkadaki	arkadakˈɪ
artırmayı	artˈɯrmajɯ
asteroit	asteɾoˈɪt
ateşinin	ateʃinˈɪn
ateşledi	atˈɛʃledɪ
atlarının	atɫaɾɯnˈɯn
averajı	aveɾaʒˈɯ
avları	avɫaɾˈɯ
ayrımcılığa	ajrɯmd͡ʒɯɫɯɯˈa
açıcı	at͡ʃɯd͡ʒˈɯ
aşamalarını	aʃamaɫaɾɯnˈɯ
aşiretinin	aʃiɾetinˈɪn
bacağından	bad͡ʒaːɯndˈan
bakma	bˈakma
baktığı	baktɯɯˈɯ
balinalar	balinaɫˈar
bankada	bˈankada
bardağı	bardaːˈɯ
bataklığa	batakɫɯɯˈa
bataryalar	batarjaɫˈar
bağladığı	baːɫadɯɯˈɯ
bağlantısına	baːɫantɯsɯnˈa
bağıntı	baːɯntˈɯ
başarıların	baʃaɾɯɫaɾˈɯn
başkaca	baʃkad͡ʒˈa
başkentine	baʃkæntinˈɛ
bebeklerde	bebɛklɛrdˈɛ
bedene	bedenˈɛ
beldesinde	bældesɪndˈɛ
belirlenirken	belɪrlenˈɪrcæn
belirlenmesini	belɪrlænmesinˈɪ
bellekler	bællɛklˈɛr
benimsediği	benɪmsedijˈɪ
benimsenmiş	benɪmsænmˈɪʃ
beğenisine	bejenisinˈɛ
bileşiği	bileʃijˈɪ
bilirler	bilɪrlˈɛr
bindiği	bɪndijˈɪ
biteni	bitenˈɪ
bizlere	bɪzleɾˈɛ
bombalanması	bɔmbaɫanmasˈɯ
boncuk	bɔnd͡ʒˈʊk
