'll	l,əl
interested	ˈɪntɹəstɪd,ˈɪntɹɪstɪd,ˈɪntəɹɪstɪd
interesting	ˈɪntɹɪstɪŋ,ˈɪntəɹɪstɪŋ,ˈɪntɹəstɪŋ
interestingly	ˈɪntɹɪstɪŋli,ˈɪntɹəstɪŋli
interests	ˈɪntɹəsts,ˈɪntəɹɪsts,ˈɪntɹɪsts
interface	ˈɪntəfˌeɪs
interfaces	ˈɪntəfˌeɪsɪz
interfacing	ˈɪntəfˌeɪsɪŋ
interfaith	ˌɪntəfˈeɪθ
interfere	ˌɪntəfˈiə,ˌɪntəfˈɪə
interfered	ˌɪntəfˈiəd
interference	ˌɪntəfˈiəɹəns,ˌɪntəfˈɪəɹəns
interferences	ˌɪntəfˈiəɹənsɪz
interferes	ˌɪntəfˈiəz
interfering	ˌɪntəfˈiəɹɪŋ
interferometer	ˌɪntəfˈiəɹˈɒmɪtɐ
intergalactic	ˌɪntəɡɐlˈæktɪk
interglacial	ˌɪntəɡlˈeɪʃəl
intergovernmental	ˌɪntəɡˌʌvənmˈɛntəl
interim	ˈɪntəɹɪm,ˈɪntəɹˌɪm
interior	ɪntˈiəɹɪɐ,ɪntˈɪəɹɪə
interiors	ɪntˈiəɹɪəz
interject	ˌɪntədʒˈɛkt
interjected	ˌɪntədʒˈɛktɪd
interjecting	ˌɪntədʒˈɛktɪŋ
interjection	ˌɪntədʒˈɛkʃən
interjections	ˌɪntədʒˈɛkʃənz
interlace	ˌɪntəlˈeɪs
interlaced	ˌɪntəlˈeɪst
interlacing	ˌɪntəlˈeɪsɪŋ
interleave	ˌɪntəlˈiːv
interleaved	ˌɪntəlˈiːvd
interleaving	ˌɪntəlˈiːvɪŋ
interlink	ˌɪntəlˈɪŋk
interlinked	ˌɪntəlˈɪŋkt
interlinking	ˌɪntəlˈɪŋkɪŋ
interlinks	ˌɪntəlˈɪŋks
interlock	ˌɪntəlˈɒk
interlocked	ˌɪntəlˈɒkt
interlocking	ˌɪntəlˈɒkɪŋ
interlocks	ˌɪntəlˈɒks
interlocutor	ˌɪntəlˈəʊkjuːtɐ
interlocutors	ˌɪntəlˈəʊkjuːtəz
interlope	ˌɪntəlˈəʊp
interloper	ˌɪntəlˈəʊpɐ
interlopers	ˌɪntəlˈəʊpəz
interlude	ˈɪntəlˌuːd
interludes	ˈɪntəlˌuːdz
intermarriage	ˌɪntəmˈæɹɪdʒ
intermarried	ˌɪntəmˈæɹɪd
intermarry	ˌɪntəmˈæɹi
intermarrying	ˌɪntəmˈæɹɪɪŋ
intermediaries	ˌɪntəmˈiːdiːəɹɪz
intermediary	ˌɪntəmˈiːdiːəɹi
intermediate	ˌɪntəmˈiːdɪət
intermediates	ˌɪntəmˈiːdiəts
interment	ɪntˈɜːmənt
intermezzo	ˌɪntəmˈɛzəʊ
interminable	ɪntˈɜːmɪnəbəl
interminably	ɪntˈɜːmɪnəbli
intermingle	ɪntˈɜːmɪŋɡəl
intermingled	ɪntˈɜːmɪŋɡəld
intermingling	ɪntˈɜːmɪŋɡəlˌɪŋ
intermission	ˌɪntəmˈɪʃən
intermissions	ˌɪntəmˈɪʃənz
intermit	ˌɪntəmˈɪt
intermittency	ˌɪntəmˈɪtənsi
intermittent	ˌɪntəmˈɪtənt
intermittently	ˌɪntəmˈɪtəntli
intermixing	ˌɪntəmˈɪksɪŋ
intern	ˈɪntɜːn,ɪntˈɜːn
internal	ɪntˈɜːnəl
internalise	ɪntˈɜːnəlˌaɪz
internalised	ɪntˈɜːnəlˌaɪzd
internalising	ɪntˈɜːnəlˌaɪzɪŋ
internally	ɪntˈɜːnəli
internals	ɪntˈɜːnəlz
international	ˌɪntənˈæʃənəl
internationalisation	ˌɪntənˌæʃənəlaɪzˈeɪʃən
internationalise	ˌɪntənˈæʃənəlˌaɪz
internationalised	ˌɪntənˈæʃənəlˌaɪzd
internationalising	ˌɪntənˈæʃənəlˌaɪzɪŋ
internationalism	ˌɪntənˈæʃənəlˌɪzəm
internationalist	ˌɪntənˈæʃənəlˌɪst
internationalists	ˌɪntənˈæʃənəlˌɪsts
internationally	ˌɪntənˈæʃnəli,ˌɪntənˈæʃənəli
internationals	ˌɪntənˈæʃənəlz
interne	ˌɪntənˈiː
internecine	ˌɪntənˈɛsiːn
interned	ɪntˈɜːnd
internee	ɪntˈɜːniː
internees	ɪntˈɜːniːz
internet	ˈɪntənˌɛt
interning	ɪntˈɜːnɪŋ
internment	ɪntˈɜːnmənt
internship	ˈɪntənʃˌɪp,ɪntˈɜːnʃɪp
internships	ɪntˈɜːnʃɪps
interoperability	ˌɪntəɹˌɒpəɹəbˈɪlɪti
interpersonal	ˌɪntəpˈɜːsənəl
interplanetary	ˌɪntəplˈænɪtəɹi
interplay	ˌɪntəplˈeɪ
interpolate	ɪntˈɜːpəlˌeɪt
interpose	ˌɪntəpˈəʊz
interposed	ˌɪntəpˈəʊzd
interposition	ˌɪntəpəzˈɪʃən
interpret	ɪntˈɜːpɹɪt
interpretation	ɪntˌɜːpɹɪtˈeɪʃən
interpretations	ɪntˌɜːpɹɪtˈeɪʃənz
interpretative	ɪntˈɜːpɹɪtətˌɪv
interpreted	ɪntˈɜːpɹɪtɪd
interpreter	ɪntˈɜːpɹɪtɐ
interpreters	ɪntˈɜːpɹɪtəz
interpreting	ɪntˈɜːpɹɪtɪŋ
interpretive	ɪntˈɜːpɹɪtˌɪv
interprets	ɪntˈɜːpɹɪts
interracial	ˌɪntəɹˈeɪʃəl
interred	ɪntˈɜːd
interregnum	ˌɪntəɹɪɡnˈʌm
interrelate	ˌɪntəɹɪlˈeɪt
interrelated	ˌɪntəɹɪlˈeɪtɪd
interrelationship	ˌɪntəɹɪlˈeɪʃənʃˌɪp
interrelationships	ˌɪntəɹɪlˈeɪʃənʃˌɪps
interrogate	ɪntˈɛɹəɡˌeɪt
interrogated	ɪntˈɛɹəɡˌeɪtɪd
interrogates	ɪntˈɛɹəɡˌeɪts
interrogating	ɪntˈɛɹəɡˌeɪtɪŋ
interrogation	ɪntˌɛɹəɡˈeɪʃən
interrogations	ɪntˌɛɹəɡˈeɪʃənz
interrogative	ɪntˈɛɹəɡətˌɪv
interrogator	ɪntˈɛɹəɡˌeɪtɐ
interrogators	ɪntˈɛɹəɡˌeɪtəz
interrogatory	ɪntɪɹˈɒɡətəɹˌi
interrupt	ˌɪntəɹˈɐpt,ˈɪntəɹˌʌpt
interrupted	ˌɪntəɹˈʌptɪd
interrupter	ˌɪntəɹˈʌptɐ
interrupting	ˌɪntəɹˈʌptɪŋ
interruption	ˌɪntəɹˈʌpʃən
interruptions	ˌɪntəɹˈʌpʃənz
interrupts	ˈɪntəɹˌʌpts
intersect	ˌɪntəsˈɛkt
intersected	ˌɪntəsˈɛktɪd
intersecting	ˌɪntəsˈɛktɪŋ
intersection	ˌɪntəsˈɛkʃən
intersections	ˌɪntəsˈɛkʃənz
intersects	ˌɪntəsˈɛkts
intersession	ˌɪntəsˈɛʃən
interspersed	ˌɪntəspˈɜːsd
interspersing	ˌɪntəspˈɜːsɪŋ
interstate	ˈɪntəstˌeɪt,ˌɪntəstˈeɪt
interstates	ˌɪntəstˈeɪts
interstellar	ˌɪntəstˈɛlɐ
interstices	ɪntˈɜːstɪsɪz
interstitial	ˌɪntəstˈɪʃəl
intertidal	ˌɪntətˈaɪdəl
intertwine	ˌɪntətwˈaɪn
intertwined	ˌɪntətwˈaɪnd
intertwines	ˌɪntətwˈaɪnz
intertwining	ˌɪntətwˈaɪnɪŋ
interval	ˈɪntəvəl
intervals	ˈɪntəvəlz
intervene	ˌɪntəvˈiːn
intervened	ˌɪntəvˈiːnd
intervenes	ˌɪntəvˈiːnz
intervening	ˌɪntəvˈiːnɪŋ
intervention	ˌɪntəvˈɛnʃən
interventionism	ˌɪntəvˈɛnʃənˌɪzəm
interventionist	ˌɪntəvˈɛnʃənˌɪst
interventionists	ˌɪntəvˈɛnʃənˌɪsts
interventions	ˌɪntəvˈɛnʃənz
interview	ˈɪntəvjˌuː
interviewed	ˈɪntəvjˌuːd
interviewee	ˈɪntəvjˌuːiː,ˌɪntəvjuːˈiː
interviewees	ˈɪntəvjˌuːiːz
interviewer	ˈɪntəvjˌuːə,ˈɪntəvjˌuːɐ
interviewers	ˈɪntəvjˌuːəz
interviewing	ˈɪntəvjˌuːɪŋ
interviews	ˈɪntəvjˌuːz
interwar	ˌɪntəwˈɔː
interweave	ɪntəwˈiːv,ˌɪntəwˈiːv
interweaved	ˌɪntəwˈiːvd
interweaves	ˌɪntəwˈiːvz
interweaving	ˌɪntəwˈiːvɪŋ
interwoven	ˌɪntəwˈəʊvən,ɪntəwˈəʊvən
intestacy	ɪntˈɛstəsi
intestate	ɪntɪstˈeɪt
intestinal	ɪntˈɛstɪnəl
intestine	ɪntˈɛstɪn
intestines	ɪntˈɛstɪnz
inti	ɪntˈaɪ
intifada	ɪntɪfˈɑːdɐ
intimacies	ˈɪntɪməsɪz
intimacy	ˈɪntɪməsi
intimate	ˈɪntɪmˌeɪt,ˈɪntɪmɪt
intimated	ˈɪntɪmˌeɪtɪd
intimately	ˈɪntɪmətli
intimating	ˈɪntɪmˌeɪtɪŋ
intimation	ˌɪntɪmˈeɪʃən
intimations	ˌɪntɪmˈeɪʃənz
intimidate	ɪntˈɪmɪdˌeɪt
intimidated	ɪntˈɪmɪdˌeɪtɪd
intimidates	ɪntˈɪmɪdˌeɪts
intimidating	ɪntˈɪmɪdˌeɪtɪŋ
intimidatingly	ɪntˈɪmɪdˌeɪtɪŋli
intimidation	ɪntˌɪmɪdˈeɪʃən
intimidatory	ɪntˈɪmɪdətəɹˌi
into	ɪntˈuː,ˈɪntʊ,ˈɪntuː,ɪntə
intolerable	ɪntˈɒləɹəbəl
intolerably	ɪntˈɒləɹəbli
intolerance	ɪntˈɒləɹəns
intolerant	ɪntˈɒləɹənt
intonation	ˌɪntənˈeɪʃən
intonations	ˌɪntənˈeɪʃənz
intone	ɪntˈəʊn
intoned	ɪntˈəʊnd
intones	ɪntˈəʊnz
intoxicant	ɪntˈɒksɪkənt
intoxicants	ɪntˈɒksɪkənts
intoxicate	ɪntˈɒksɪkˌeɪt
intoxicated	ɪntˈɒksɪkˌeɪtɪd
intoxicates	ɪntˈɒksɪkˌeɪts
intoxicating	ɪntˈɒksɪkˌeɪtɪŋ
intoxication	ɪntˌɒksɪkˈeɪʃən
intracardiac	ˌɪntɹəkˈɑːdɪˌæk
intracranial	ˌɪntɹəkɹˈeɪnɪəl
intractable	ɪntɹˈæktəbəl
intramural	ˈɪntɹəmjˌʊɹəl
intramuscular	ˌɪntɹəmˈʌskjʊlɐ
intranet	ˈɪntɹənˌɛt
intransigence	ɪntɹˈænsɪdʒəns
intransigent	ɪntɹˈænsɪdʒənt
intransitive	ɪntɹˈænsɪtˌɪv
intraocular	ˌɪntɹəɹˈɒkjʊlɐ
intrauterine	ˈɪntɹəjˌuːtəɹˌiːn
intravenous	ˈɪntɹəvənəs
intravenously	ˈɪntɹəvənəsli
intrepid	ɪntɹˈɛpɪd
intrepidly	ɪntɹˈɛpɪdli
intricacies	ˈɪntɹɪkəsɪz
intricacy	ˈɪntɹɪkəsi
intricate	ˈɪntɹɪkət
intricately	ˈɪntɹɪkətli
intrigue	ˈɪntɹiːg,ɪntɹˈiːg
intrigued	ɪntɹˈiːɡd
intriguer	ɪntɹˈiːɡɐ
intriguers	ɪntɹˈiːɡəz
intrigues	ɪntɹˈiːɡz
intriguing	ɪntɹˈiːɡɪŋ
intriguingly	ɪntɹˈiːɡɪŋli
intrinsic	ɪntɹˈɪnzɪk
intrinsically	ɪntɹˈɪnzɪkli
intro	ˈɪntɹəʊ
introduce	ˌɪntɹədjˈuːs
introduced	ˌɪntɹədjˈuːst
introduces	ˌɪntɹədjˈuːsɪz
introducing	ˌɪntɹədjˈuːsɪŋ
introduction	ˌɪntɹədˈɐkʃən,ˌɪntɹədˈʌkʃən
introductions	ˌɪntɹədˈʌkʃənz
introductory	ˌɪntɹədˈʌktəɹˌi,ˌɪntɹədˈɐktəɹi
intros	ˈɪntɹəʊz
introspection	ˌɪntɹəspˈɛkʃən
introspective	ˌɪntɹəspˈɛktɪv
introversion	ˌɪntɹəvˈɜːʃən
introverted	ˈɪntɹəvˌɜːtɪd
intrude	ɪntɹˈuːd
intruded	ɪntɹˈuːdɪd
intruder	ɪntɹˈuːdɐ
intruders	ɪntɹˈuːdəz
intrudes	ɪntɹˈuːdz
intruding	ɪntɹˈuːdɪŋ
intrusion	ɪntɹˈuːʒən
intrusions	ɪntɹˈuːʒənz
intrusive	ɪntɹˈuːsɪv
intrusively	ɪntɹˈuːsɪvli
intubate	ɪntjˈuːbeɪt
intuit	ɪntjˈuːɪt
intuited	ɪntjˈuːɪtɪd
intuition	ɪntjuːˈɪʃən,ˌɪntjʊˈɪʃən
intuitions	ɪntjuːˈɪʃənz
intuitive	ˌɪntjˈuːˈɪtɪv,ɪntjˈuːɪtˌɪv
intuitively	ɪntjˈuːɪtˌɪvli
intumescent	ɪntjuːmˈɛsənt
intussusception	ɪntˌʌsəskˈɛpʃən
inundate	ˈɪnəndˌeɪt
inundated	ˈɪnəndˌeɪtɪd
inundates	ˈɪnəndˌeɪts
inundating	ˈɪnəndˌeɪtɪŋ
inundation	ˌɪnəndˈeɪʃən
inure	ɪnjˈɔː
inured	ɪnjˈɔːd
invade	ɪnvˈeɪd
invaded	ɪnvˈeɪdɪd
invader	ɪnvˈeɪdə,ɪnvˈeɪdɐ
invaders	ɪnvˈeɪdəz
invades	ɪnvˈeɪdz
invading	ɪnvˈeɪdɪŋ
invaginations	ɪnvˌædʒɪnˈeɪʃənz
invalid	ˈɪnvəlɪd,ɪnvˈælɪd
invalidate	ɪnvˈælɪdˌeɪt
invalidated	ɪnvˈælɪdˌeɪtɪd
invalidates	ɪnvˈælɪdˌeɪts
invalidating	ɪnvˈælɪdˌeɪtɪŋ
invalided	ɪnvˈælaɪdɪd
invalidity	ɪnvælˈɪdɪti
invalids	ɪnvˈælɪdz
invaluable	ɪnvˈæljuːəbəl,ɪnvˈæljʊbəl
invariable	ɪnvˈeəɹɪəbəl
invariably	ɪnvˈeəɹɪəbli,ɪnvˈɛəɹɪəbli
invariant	ɪnvˈeəɹiənt
invasion	ɪnvˈeɪʒən
invasions	ɪnvˈeɪʒənz
invasive	ɪnvˈeɪsɪv
invective	ɪnvˈɛktɪv
inveigle	ɪnvˈeɪɡəl
inveigled	ɪnvˈeɪɡəld
inveigling	ɪnvˈeɪɡlɪŋ
invent	ɪnvˈɛnt
invented	ɪnvˈɛntɪd
inventing	ɪnvˈɛntɪŋ
invention	ɪnvˈɛnʃən
inventions	ɪnvˈɛnʃənz
inventive	ɪnvˈɛntɪv
inventively	ɪnvˈɛntɪvli
inventiveness	ɪnvˈɛntɪvnəs
inventor	ɪnvˈɛntɐ
inventoried	ˈɪnvəntɹˌid
inventories	ˈɪnvəntɹˌiz
inventors	ɪnvˈɛntəz
inventory	ˈɪnvəntɹˌi,ˈɪnvəntəɹi
invents	ɪnvˈɛnts
inverclyde	ˌɪnvəklˈaɪd
inverness	ˌɪnvənˈɛs
inverse	ɪnvˈɜːs,ˈɪnvɜːs
inversely	ɪnvˈɜːsli
inverses	ɪnvˈɜːsɪz
inversion	ɪnvˈɜːʃən,ɪnvˈɜːʒən
inversions	ɪnvˈɜːʃənz
invert	ɪnvˈɜːt,ˈɪnvɜːt
invertebrate	ɪnvˈɜːtɪbɹˌeɪt
invertebrates	ɪnvˈɜːtɪbɹˌeɪts
inverted	ɪnvˈɜːtɪd
inverter	ɪnvˈɜːtɐ
inverting	ɪnvˈɜːtɪŋ
inverts	ɪnvˈɜːts
invest	ɪnvˈɛst
invested	ɪnvˈɛstɪd
investigate	ɪnvˈɛstɪɡˌeɪt,ɪnvˈɛstɪgˌeɪt
investigated	ɪnvˈɛstɪɡˌeɪtɪd,ɪnvˈɛstɪgˌeɪtɪd
investigates	ɪnvˈɛstɪɡˌeɪts
investigating	ɪnvˈɛstɪɡˌeɪtɪŋ,ɪnvˈɛstɪgˌeɪtɪŋ
investigation	ɪnvˌɛstɪgˈeɪʃən,ɪnvˌɛstɪɡˈeɪʃən
investigations	ɪnvˌɛstɪgˈeɪʃənz,ɪnvˌɛstɪɡˈeɪʃənz
investigative	ɪnvˈɛstɪɡətˌɪv
investigator	ɪnvˈɛstɪgˌeɪtə,ɪnvˈɛstɪɡˌeɪtɐ
investigators	ɪnvˈɛstɪgˌeɪtəz,ɪnvˈɛstɪɡˌeɪtəz
investigatory	ɪnvˈɛstɪɡətəɹˌi
investing	ɪnvˈɛstɪŋ
investiture	ɪnvˈɛstɪtʃɐ
investitures	ɪnvˈɛstɪtʃəz
investment	ɪnvˈɛstmənt
investments	ɪnvˈɛstmənts
investor	ɪnvˈɛstə,ɪnvˈɛstɐ
investors	ɪnvˈɛstəz
invests	ɪnvˈɛsts
inveterate	ɪnvˈɛtəɹˌeɪt
invidious	ɪnvˈɪdɪəs
invigilate	ɪnvˈɪdʒɪlˌeɪt
invigilating	ɪnvˈɪdʒɪlˌeɪtɪŋ
invigilator	ɪnvˈɪdʒɪlˌeɪtɐ
invigilators	ɪnvˈɪdʒɪlˌeɪtəz
invigorate	ɪnvˈɪɡəɹˌeɪt
invigorated	ɪnvˈɪɡəɹˌeɪtɪd
invigorates	ɪnvˈɪɡəɹˌeɪts
invigorating	ɪnvˈɪɡəɹˌeɪtɪŋ
invigoration	ɪnvˌɪɡəɹˈeɪʃən
invincibility	ɪnvˌɪnsɪbˈɪlɪti
invincible	ɪnvˈɪnsəbəl
inviolable	ɪnvˈaɪələbəl
inviolate	ɪnvˈaɪəleɪt
invisibility	ɪnvˌɪzəbˈɪlɪti
invisible	ɪnvˈɪzəbəl,ɪnvˈɪzɪbəl
invisibly	ɪnvˈɪzəbli
invitation	ˌɪnvɪtˈeɪʃən,ɪnvɪtˈeɪʃən
invitational	ɪnvɪtˈeɪʃənəl
invitations	ɪnvɪtˈeɪʃənz,ˌɪnvɪtˈeɪʃənz
invite	ɪnvˈaɪt
invited	ɪnvˈaɪtɪd
invitees	ɪnvˈaɪtiːz
inviting	ɪnvˈaɪtɪŋ
invitingly	ɪnvˈaɪtɪŋli
invocation	ɪnvəʊkˈeɪʃən,ɪnvəkˈeɪʃən
invocations	ɪnvəʊkˈeɪʃənz
invoice	ˈɪnvɔɪs,ˈɪnvˌɔɪs
invoiced	ˈɪnvɔɪst
invoices	ˈɪnvɔɪsɪz
invoicing	ˈɪnvɔɪsɪŋ
invoke	ɪnvˈəʊk
invoked	ɪnvˈəʊkt
invokes	ɪnvˈəʊks
invoking	ɪnvˈəʊkɪŋ
involuntarily	ɪnvˌɒləntˈɛɹəli
involuntary	ɪnvˈɒləntəɹi
involve	ɪnvˈɒlv
involved	ɪnvˈɒlvd
involvement	ɪnvˈɒlvmənt
involvements	ɪnvˈɒlvmənts
involves	ɪnvˈɒlvz
involving	ɪnvˈɒlvɪŋ
invulnerability	ɪnvˌʌlnəɹəbˈɪlɪti
invulnerable	ɪnvˈʌlnəɹəbəl
inward	ˈɪnwəd
inwardly	ˈɪnwədli
inwardness	ˈɪnwədnəs
inwards	ˈɪnwədz
iodide	ˈaɪədˌaɪd
iodine	ˈaɪədˌiːn
ion	ˈaɪɒn,ˈaɪən,ˈaɪˌɒn
ionic	aɪˈɒnɪk
ionisation	ˌaɪənaɪzˈeɪʃən
ionise	ˈaɪənˌaɪz
ionised	ˈaɪənˌaɪzd
ionising	ˈaɪənˌaɪzɪŋ
ionosphere	ˈaɪənˌɒsfiə
ions	ˈaɪɒnz
iota	aɪˈəʊtə,aɪˈəʊtɐ
iowa	ˈaɪəʊə
ipecac	ˈaɪpkæk
ipod	ˈaɪpˌɒd
ipomoea	ˌaɪpəmˈiə
ipswich	ˈɪpswɪtʃ
iran	ɪɹˈɑːn
iranian	ɪɹˈeɪnɪən,ɪɹˈɑːnɪən
iraq	ɪɹˈɑːk
iraqi	ɪɹˈɑːki
irascible	ɪɹˈæsəbəl
irate	aɪɹˈeɪt
ire	ˈaɪə
ireland	ˈaɪələnd
irene	aɪɹˈiːn
iridescence	ˌɪɹɪdˈɛsəns
iridescent	ˌɪɹɪdˈɛsənt
iridium	ɪɹˈɪdiəm
iris	ˈaɪɹɪs
irises	ˈaɪɹɪsɪz
irish	ˈaɪɹɪʃ
iritis	ɪɹˈaɪtɪs
irk	ˈɜːk
irked	ˈɜːkt
irks	ˈɜːks
irksome	ˈɜːksʌm
iron	ˈaɪən
ironclad	ˈaɪəŋklæd
ironclads	ˈaɪəŋklædz
ironed	ˈaɪənd
ironer	ˈaɪənɐ
ironic	aɪɹˈɒnɪk
ironical	aɪɹˈɒnɪkəl
ironically	aɪɹˈɒnɪkli
ironies	ˈaɪɹənɪz
ironing	ˈaɪənɪŋ
ironmaster	ˈaɪənmɑːstɐ
ironmonger	ˈaɪənmʌŋɡɐ
ironmongers	ˈaɪənmʌŋɡəz
ironmongery	ˈaɪənməŋɡəɹi
irons	ˈaɪənz
ironsides	ˈaɪənsaɪdz
ironstone	ˈaɪənstəʊn
ironweed	ˈaɪənwiːd
ironwood	ˈaɪənwʊd
ironwork	ˈaɪənwɜːk
ironworker	ˈaɪənwɜːkɐ
ironworkers	ˈaɪənwɜːkəz
ironworks	ˈaɪənwɜːks
irony	ˈaɪɹəni
irradiate	ɪɹˈeɪdɪˌeɪt
irradiated	ɪɹˈeɪdɪˌeɪtɪd
irrational	ɪɹˈæʃənəl
irrationality	ɪɹˌæʃənˈælɪti
irrationally	ɪɹˈæʃənəli
irreconcilable	ɪɹˈɛkənsˌaɪləbəl
irrecoverable	ɪɹɪkˈʌvəɹəbəl
irredeemable	ɪɹɪdˈiːməbəl
irredeemably	ɪɹɪdˈiːməbli
irreducible	ɪɹɪdjˈuːsəbəl
irrefutable	ɪɹɪfjˈuːtəbəl
irrefutably	ɪɹɪfjˈuːtəbli
irregular	ɪɹˈɛgjʊlə,ɪɹˈɛɡjuːlɐ
irregularities	ɪɹˌɛɡjuːlˈæɹɪtiz
irregularity	ɪɹˌɛɡjuːlˈæɹɪti
irregularly	ɪɹˈɛɡjuːləli
irregulars	ɪɹˈɛɡjuːləz
irrelevance	ɪɹˈɛlɪvəns
irrelevancy	ɪɹˈɛlɪvənsi
irrelevant	ɪɹˈɛlɪvənt,ɪɹˈɛləvənt
irreligious	ɪɹɪlˈɪdʒəs
irreparable	ɪɹˈɛpəɹəbəl
irreparably	ɪɹɪpˈɑːɹəbli
irreplaceable	ɪɹɪplˈeɪsəbəl
irrepressible	ɪɹɪpɹˈɛsəbəl
irrepressibly	ɪɹɪpɹˈɛsəbli
irreproachable	ɪɹɪpɹˈəʊtʃəbəl
irresistibility	ɪɹɪsˌɪstɪbˈɪlɪti
irresistible	ɪɹɪsˈɪstəbəl
irresistibly	ɪɹɪsˈɪstəbli
irresolution	ɪɹˌɛzəlˈuːʃən
irrespective	ɪɹɪspˈɛktɪv
irresponsibility	ɪɹɪspˌɒnsəbˈɪlɪti
irresponsible	ɪɹɪspˈɒnsəbəl
irresponsibly	ɪɹɪspˈɒnsəbli
irretrievable	ɪɹɪtɹˈiːvəbəl
irretrievably	ɪɹɪtɹˈiːvəbli
irreverence	ɪɹˈɛvɹəns
irreverent	ɪɹˈɛvɹənt
irreverently	ɪɹˈɛvɹəntli
irreversible	ɪɹɪvˈɜːsəbəl
irreversibly	ɪɹɪvˈɜːsəbli
irrevocable	ɪɹɪvˈɒkəbəl
irrevocably	ɪɹɪvˈɒkəbli
irrigate	ˈɪɹɪɡˌeɪt
irrigated	ˈɪɹɪɡˌeɪtɪd
irrigating	ˈɪɹɪɡˌeɪtɪŋ
irrigation	ˌɪɹɪɡˈeɪʃən,ˌɪɹɪgˈeɪʃən
irritability	ˌɪɹɪtəbˈɪlɪti
irritable	ˈɪɹɪtəbəl
irritably	ˈɪɹɪtəbli
irritant	ˈɪɹɪtənt
irritants	ˈɪɹɪtənts
irritate	ˈɪɹɪtˌeɪt
irritated	ˈɪɹɪtˌeɪtɪd
irritates	ˈɪɹɪtˌeɪts
irritating	ˈɪɹɪtˌeɪtɪŋ
irritatingly	ˈɪɹɪtˌeɪtɪŋli
irritation	ˌɪɹɪtˈeɪʃən
irritations	ˌɪɹɪtˈeɪʃənz
is	ˈɪz,ɪz
isaac	ˈaɪzək
ischaemia	ɪskˈiːmiə
ischaemic	ɪskˈiːmɪk
ischia	ˈɪskiɐ
ischium	ˈɪstʃiəm
isinglass	ˈɪsɪŋɡlˌɑːs
islam	ˈɪzlˌɑːm,ɪslˈɑːm
islamic	ɪzlˈæmɪk
island	ˈaɪlənd
islander	ˈaɪləndɐ
islanders	ˈaɪləndəz
islands	ˈaɪləndz
islay	ˈaɪlˌeɪ
isle	ˈaɪl,ˈaɪəl
isles	ˈaɪəlz
islet	ˈaɪlət
islets	ˈaɪləts
isleworth	ˈaɪzəlwɜːθ
islington	ˈɪzlɪŋtən
ism	ˈɪzəm
isms	ˈɪzəmz
isn't	ˈɪzənt,ɪzənt
isobar	ˈaɪsəbˌɑː
isobars	ˈaɪsəbˌɑːz
isolate	ˈaɪsəlˌeɪt
isolated	ˈaɪsəlˌeɪtɪd
isolates	ˈaɪsəlˌeɪts
isolating	ˈaɪsəlˌeɪtɪŋ
isolation	ˌaɪsəlˈeɪʃən
isolationism	ˌaɪsəlˈeɪʃənˌɪzəm
isolationist	ˌaɪsəlˈeɪʃənˌɪst
isolationists	ˌaɪsəlˈeɪʃənˌɪsts
isolator	ˈaɪsəlˌeɪtɐ
isolators	ˈaɪsəlˌeɪtəz
isomer	ˈaɪsəmɐ
isomers	ˈaɪsəməz
isometric	ˌaɪsəʊmˈɛtɹɪk
isomorphic	ˌaɪsəmˈɔːfɪk
isopod	ˈaɪsəpˌɒd
isopods	ˈaɪsəpˌɒdz
isopropanol	ˌaɪsəpɹˈəʊpɐnˌɒl
isopropyl	ˌaɪsəpɹˈəʊpaɪl
isosceles	aɪsˈɒsəlˌiːz
isotherm	ˈaɪsəðˌɜːm
isotone	ˈaɪsətˌəʊn
isotonic	ˌaɪsətˈɒnɪk
isotope	ˈaɪsətˌəʊp
isotopes	ˈaɪsətˌəʊps
isotopic	ˌaɪsətˈɒpɪk
israel	ˈɪzɹɪəl,ˈɪzɹeɪl
israeli	ɪzɹˈeɪli
issuance	ˈɪsjuːəns
issue	ˈɪʃuː
issued	ˈɪʃuːd
issuer	ˈɪʃuːɐ
issuers	ˈɪʃuːəz
issues	ˈɪʃuːz
issuing	ˈɪʃuːɪŋ
istanbul	ˌɪstænbˈuːl
isthmian	ˈɪsθmiən
isthmus	ˈɪstməs,ˈɪsθməs,ˈɪsməs
isthmuses	ˈɪsθmjuːsɪz
it	ˈɪt,ɪt
italian	ɪtˈæljən
italic	ɪtˈælɪk
italics	ɪtˈælɪks
italy	ˈɪtəli
itch	ˈɪtʃ
itched	ˈɪtʃt
itches	ˈɪtʃɪz
itchiness	ˈɪtʃɪnəs
itching	ˈɪtʃɪŋ
itchy	ˈɪtʃi
item	ˈaɪtəm
itemise	ˈaɪtəmˌaɪz
itemised	ˈaɪtəmˌaɪzd
itemiser	ˈaɪtəmˌaɪzɐ
itemises	ˈaɪtəmˌaɪzɪz
itemising	ˈaɪtəmˌaɪzɪŋ
items	ˈaɪtəmz
iterate	ˈɪtəɹˌeɪt
iterated	ˈɪtəɹˌeɪtɪd
iterating	ˈɪtəɹˌeɪtɪŋ
iteration	ˌɪtəɹˈeɪʃən
iterations	ˌɪtəɹˈeɪʃənz
iterative	ˈɪtəɹətˌɪv
itinerant	aɪtˈɪnəɹənt
itinerants	aɪtˈɪnəɹənts
itineraries	aɪtˈɪnəɹəɹiz
