㔂	lan²⁴
癲癇	tiɛn⁴⁴⁻²²han²⁴
癶	puat̚³²
癸	kui⁵³
癸丑	kui⁵³⁻⁴⁴tʰiu⁵³
癸亥	kui⁵³⁻⁴⁴haɪ²²
癸卯	kui⁵³⁻⁴⁴baʊ⁵³
癸巳	kui⁵³⁻⁴⁴su²²
癸未	kui⁵³⁻⁴⁴bi²²
癸酉	kui⁵³⁻⁴⁴iu⁵³
登	tiɪŋ⁴⁴
登出	tiɪŋ⁴⁴⁻²²t͡sʰut̚³²
登基	tiɪŋ⁴⁴⁻²²ki⁴⁴
登報	tiɪŋ⁴⁴⁻²²po²¹
登天	tiɪŋ⁴⁴⁻²²tʰiɛn⁴⁴
登山	tiɪŋ⁴⁴⁻²²suã⁴⁴
登岸	tiɪŋ⁴⁴⁻²²huã²²
登機	tiɪŋ⁴⁴⁻²²ki⁴⁴
登記	tiɪŋ⁴⁴⁻²²ki²¹
登載	tiɪŋ⁴⁴⁻²²t͡saɪ²¹
登錄	tiɪŋ⁴⁴⁻²²lɔk̚⁴
登陸	tiɪŋ⁴⁴⁻²²liɔk̚⁴
登高	tiɪŋ⁴⁴⁻²²ko⁴⁴
發	huat̚³²
發	huat̚⁴
發	puʔ³²
發人	huat̚³²⁻⁴d͡ʑin²⁴
發人深省	huat̚³²⁻⁴d͡ʑin²⁴⁻²²t͡ɕʰim⁴⁴⁻²²ɕiɪŋ⁵³
發作	huat̚³²⁻⁴t͡soʔ³²
發作	huat̚³²⁻⁴t͡sɔk̚³²
發光	huat̚³²⁻⁴kŋ̍⁴⁴
發兵	huat̚³²⁻⁴piɪŋ⁴⁴
發出	huat̚³²⁻⁴t͡sʰut̚³²
發函	huat̚³²⁻⁴ham²⁴
發刊	huat̚³²⁻⁴kʰan⁴⁴
發動	huat̚³²⁻⁴tɔŋ²²
發動機	huat̚³²⁻⁴tɔŋ²²⁻²¹ki⁴⁴
發包	huat̚³²⁻⁴paʊ⁴⁴
發呆	huat̚³²⁻⁴taɪ⁴⁴
發售	huat̚³²⁻⁴ɕiu²⁴
發問	huat̚³²⁻⁴mŋ̍²²
發喪	huat̚³²⁻⁴sɔŋ⁴⁴
發回	huat̚³²⁻⁴hue²⁴
發報	huat̚³²⁻⁴po²¹
發奮	huat̚³²⁻⁴hun²¹
發威	huat̚³²⁻⁴ui⁴⁴
發射	huat̚³²⁻⁴ɕia²²
發展	huat̚³²⁻⁴tiɛn⁵³
發布	huat̚³²⁻⁴pɔ²¹
發怒	huat̚³²⁻⁴nɔ̃²²
發性地	huat̚³²⁻⁴ɕiɪŋ²¹⁻⁵³te²²
發情	huat̚³²⁻⁴t͡ɕiɪŋ²⁴
發愁	huat̚³²⁻⁴t͡sʰɔ²⁴
發愁	huat̚³²⁻⁴t͡ɕʰiu²⁴
發慌	huat̚³²⁻⁴hɔŋ⁴⁴
發抖	huat̚³²⁻⁴tio²²
發掘	huat̚³²⁻⁴kut̚⁴
發揚	huat̚³²⁻⁴iɔŋ²⁴
發揚光大	huat̚³²⁻⁴iɔŋ²⁴⁻²²kɔŋ⁴⁴⁻²²taɪ²²
發揮	huat̚³²⁻⁴hui⁴⁴
發放	huat̚³²⁻⁴hɔŋ²¹
發散	huat̚³²⁻⁴san²¹
發文	huat̚³²⁻⁴bun²⁴
發明	huat̚³²⁻⁴biɪŋ²⁴
發明家	huat̚³²⁻⁴biɪŋ²⁴⁻²²ka⁴⁴
發昏	huat̚³²⁻⁴hun⁴⁴
發條	huat̚³²⁻⁴tiaʊ²⁴
發榜	huat̚³²⁻⁴pŋ̍⁵³
發毛	huat̚³²⁻⁴mŋ̍²⁴
發汗	huat̚³²⁻⁴kuã²²
發洩	huat̚³²⁻⁴ɕiap̚⁴
發洩	huat̚³²⁻⁴ɕiɛt̚³²
發源	huat̚³²⁻⁴ɡuan²⁴
發源地	huat̚³²⁻⁴ɡuan²⁴⁻²²tue²²
發火	huat̚³²⁻⁴he⁵³
發炎	huat̚³²⁻⁴iam²²
發熱	huat̚³²⁻⁴liɛt̚⁴
發燒	huat̚³²⁻⁴ɕio⁴⁴
發燒友	huat̚³²⁻⁴ɕio⁴⁴⁻²²iu⁵³
發狂	huat̚³²⁻⁴kɔŋ²⁴
發現	huat̚³²⁻⁴hiɛn²²
發球	huat̚³²⁻⁴kiu²⁴
發生	huat̚³²⁻⁴ɕiɪŋ⁴⁴
發病	huat̚³²⁻⁴pĩ²²
發癀	huat̚³²⁻⁴hɔŋ²⁴
發票	huat̚³²⁻⁴pʰio²¹
發福	huat̚³²⁻⁴hɔk̚³²
發稿	huat̚³²⁻⁴ko⁵³
發笑	huat̚³²⁻⁴t͡ɕʰio²¹
發粉	huat̚³²⁻⁴hun⁵³
發粿	huat̚³²⁻⁴ke⁵³
發聲	huat̚³²⁻⁴ɕiã⁴⁴
發育	huat̚³²⁻⁴iɔk̚⁴
發脾氣	huat̚³²⁻⁴pʰi²⁴⁻²²kʰi²¹
發臉	huat̚³²⁻⁴liɛn⁵³
發芽	huat̚³²⁻⁴ɡe²⁴
發芽	puʔ³²⁻⁵³ɡe²⁴
發行	huat̚³²⁻⁴haŋ²⁴
發行	huat̚³²⁻⁴hiɪŋ²⁴
發行人	huat̚³²⁻⁴hiɪŋ²⁴⁻²²lin²⁴
發表	huat̚³²⁻⁴piaʊ⁵³
發覺	huat̚³²⁻⁴kak̚³²
發言	huat̚³²⁻⁴ɡiɛn²⁴
發言人	huat̚³²⁻⁴ɡiɛn²⁴⁻²²laŋ²⁴
發言人	huat̚³²⁻⁴ɡiɛn²⁴⁻²²lin²⁴
發言權	huat̚³²⁻⁴ɡiɛn²⁴⁻²²kuan²⁴
發誓	huat̚³²⁻⁴se²²
發誓	huat̚³²⁻⁴se²¹
發財	huat̚³²⁻⁴t͡saɪ²⁴
發起	huat̚³²⁻⁴kʰi⁵³
發起人	huat̚³²⁻⁴kʰi⁵³⁻⁴⁴d͡ʑin²⁴
發跡	huat̚³²⁻⁴t͡ɕiɪk̚³²
發車	huat̚³²⁻⁴t͡ɕʰia⁴⁴
發送	huat̚³²⁻⁴saŋ²¹
發達	huat̚³²⁻⁴tat̚⁴
發達國家	huat̚³²⁻⁴tat̚⁴⁻³²kɔk̚³²⁻⁴ka⁴⁴
發還	huat̚³²⁻⁴huan²⁴
發配	huat̚³²⁻⁴pʰue²¹
發酒瘋	huat̚³²⁻⁴t͡ɕiu⁵³⁻⁴⁴hɔŋ⁴⁴
發酵	huat̚³²⁻⁴kã²¹
發難	huat̚³²⁻⁴lan²²
發電	huat̚³²⁻⁴tiɛn²²
發電機	huat̚³²⁻⁴tiɛn²²⁻²¹ki⁴⁴
發電機	huat̚³²⁻⁴tiɛn⁴⁴⁻²²ki⁴⁴
發霉	huat̚³²⁻⁴muĩ²⁴
發音	huat̚³²⁻⁴im⁴⁴
發願	huat̚³²⁻⁴ɡuan²²
白	peʔ⁴
白	piɪk̚⁴
白了	peʔ⁴⁻²¹liaʊ⁵³
白人	peʔ⁴⁻²¹laŋ²⁴
白仁	peʔ⁴⁻²¹lin²⁴
白俄羅斯	peʔ⁴⁻²¹ɡo²⁴⁻²²lo²⁴⁻²²su⁴⁴
白包	peʔ⁴⁻²¹paʊ⁴⁴
白喉	peʔ⁴⁻²¹aʊ²⁴
白土	peʔ⁴⁻²¹tʰɔ²⁴
白墨	peʔ⁴⁻²¹bak̚⁴
白子	peʔ⁴⁻²¹li⁵³
白宮	peʔ⁴⁻²¹kiɔŋ⁴⁴
白布	peʔ⁴⁻²¹pɔ²¹
白帖	peʔ⁴⁻²¹tʰiap̚³²
白帶	piɪk̚⁴⁻³²taɪ²¹
白斑	peʔ⁴⁻²¹pan⁴⁴
白斬雞	peʔ⁴⁻²¹t͡sam²²⁻²¹ke⁴⁴
白斬雞	peʔ⁴⁻²¹t͡sam²²⁻²¹kue⁴⁴
白族	peʔ⁴⁻²¹t͡sɔk̚⁴
白日	peʔ⁴⁻²¹lit̚⁴
白日	piɪk̚⁴⁻³²lit̚⁴
白朓	peʔ⁴⁻²¹tio²²
白木耳	peʔ⁴⁻²¹bɔk̚⁴⁻³²nĩ⁵³
白果	peʔ⁴⁻²¹ke⁵³
白柄仔	peʔ⁴⁻²¹piɪŋ⁵³⁻⁴⁴a⁵³
白檀	peʔ⁴⁻²¹tuã²⁴
白毛藤	peʔ⁴⁻²¹mŋ̍²⁴⁻²²tin²⁴
白毛藤	peʔ⁴⁻²¹mɔ̃²⁴⁻²²tin²⁴
白水	peʔ⁴⁻²¹t͡sui⁵³
白河	peʔ⁴⁻²¹ho²⁴
白波	peʔ⁴⁻²¹pʰo⁴⁴
白火	peʔ⁴⁻²¹he⁵³
白灰	peʔ⁴⁻²¹he⁴⁴
白熊	peʔ⁴⁻²¹him²⁴
白熱	peʔ⁴⁻²¹d͡zuaʔ⁴
白熱化	peʔ⁴⁻²¹d͡ʑiɛt̚⁴⁻³²hua²¹
白玉	peʔ⁴⁻²¹ɡiɪk̚⁴
白玉蘭	peʔ⁴⁻²¹ɡiɔk̚⁴⁻³²lan²⁴
白痴	peʔ⁴⁻²¹tʰi⁴⁴
白痴	peʔ⁴⁻²¹t͡ɕʰi⁴⁴
白白	peʔ⁴⁻²¹peʔ⁴
白皙皙	peʔ⁴⁻²¹ɕiak̚³²⁻⁴ɕiak̚³²
白皮書	peʔ⁴⁻²¹pʰe²⁴⁻²²su⁴⁴
白皮書	peʔ⁴⁻²¹pʰue²⁴⁻²²su⁴⁴
白目仁	peʔ⁴⁻²¹bak̚⁴⁻³²lin²⁴
白眼	piɪk̚⁴⁻³²ɡan⁵³
白礬	peʔ⁴⁻²¹huan²⁴
白米	peʔ⁴⁻²¹bi⁵³
白糖	peʔ⁴⁻²¹tʰŋ̍²⁴
白紙	peʔ⁴⁻²¹t͡sua⁵³
白絨雞	peʔ⁴⁻²¹liɔŋ²⁴⁻²²kue⁴⁴
白聯	peʔ⁴⁻²¹liɛn²⁴
白肉	peʔ⁴⁻²¹baʔ³²
白胡椒	peʔ⁴⁻²¹hɔ²⁴⁻²²t͡ɕio⁴⁴
白色	peʔ⁴⁻²¹ɕiɪk̚³²
白芍	peʔ⁴⁻²¹t͡ɕiɔk̚³²
白茅	peʔ⁴⁻²¹hm̩²⁴
白茶	peʔ⁴⁻²¹te²⁴
白菜	peʔ⁴⁻²¹t͡sʰaɪ²¹
白藥	peʔ⁴⁻²¹ioʔ⁴
白蘭地	piɪk̚⁴⁻³²lan²⁴⁻²²te²²
白虎	peʔ⁴⁻²¹hɔ⁵³
白蟻	peʔ⁴⁻²¹hia²²
白蠟	peʔ⁴⁻²¹laʔ⁴
白衣	peʔ⁴⁻²¹i⁴⁴
白西洋	peʔ⁴⁻²¹saɪ⁴⁴⁻²²iũ²⁴
白話	peʔ⁴⁻²¹ue²²
白話字	peʔ⁴⁻²¹ue²²⁻²¹d͡ʑi²²
白話字	peʔ⁴⁻²¹ue²²⁻²¹li²²
白讀	peʔ⁴⁻²¹tʰak̚⁴
白費	peʔ⁴⁻²¹hui²¹
白賊	peʔ⁴⁻²¹t͡sʰat̚⁴
白賊七	peʔ⁴⁻²¹t͡sʰat̚⁴⁻³²t͡ɕʰit̚³²
白賊七仔	peʔ⁴⁻²¹t͡sʰat̚⁴⁻³²t͡ɕʰit̚³²⁻⁴a⁵³
白賊話	peʔ⁴⁻²¹t͡sʰat̚⁴⁻³²ue²²
白跤蹄	peʔ⁴⁻²¹kʰa⁴⁴⁻²²tue²⁴
白身	peʔ⁴⁻²¹ɕin⁴⁴
白身人	peʔ⁴⁻²¹ɕin⁴⁴⁻²²laŋ²⁴
白送	peʔ⁴⁻²¹saŋ²¹
白酒	peʔ⁴⁻²¹t͡ɕiu⁵³
白金	peʔ⁴⁻²¹kim⁴⁴
白鉛	peʔ⁴⁻²¹iɛn²⁴
白銀	peʔ⁴⁻²¹ɡin²⁴
白銀	peʔ⁴⁻²¹ɡun²⁴
白鐵	peʔ⁴⁻²¹tʰiʔ³²
白雲	peʔ⁴⁻²¹hun²⁴
白雲山	peʔ⁴⁻²¹hun²⁴⁻²²suã⁴⁴
白露	peʔ⁴⁻²¹lɔ²²
白面仔	peʔ⁴⁻²¹bin²²⁻²¹a⁵³
白領	peʔ⁴⁻²¹niã⁵³
白頭	piɪk̚⁴⁻³²tʰɔ²⁴
白頭偕老	piɪk̚⁴⁻³²tʰɔ²⁴kaɪ⁴⁴⁻²²lo⁵³
白頭翁	peʔ⁴⁻²¹tʰaʊ²⁴⁻²²ɔŋ⁴⁴
白食	peʔ⁴⁻²¹t͡ɕiaʔ⁴
白飯	peʔ⁴⁻²¹pŋ̍²²
白飯藤	peʔ⁴⁻²¹pŋ̍²²⁻²¹tin²⁴
白首	piɪk̚⁴⁻³²ɕiu⁵³
白馬	peʔ⁴⁻²¹be⁵³
白馬王子	peʔ⁴⁻²¹be⁵³⁻⁴⁴ɔŋ²⁴⁻²²t͡su⁵³
白驚	peʔ⁴⁻²¹kiã⁴⁴
白骨	peʔ⁴⁻²¹kut̚³²
白髮	peʔ⁴⁻²¹huat̚³²
白魚	peʔ⁴⁻²¹hi²⁴
白鯧	peʔ⁴⁻²¹t͡ɕʰiũ⁴⁴
白鰗	peʔ⁴⁻²¹kɔ²⁴
白鱀豚	peʔ⁴⁻²¹ki²⁴⁻²²tʰun²⁴
白鴒鷥	peʔ⁴⁻²¹liɪŋ²²⁻²¹ɕi⁴⁴
白鶴	peʔ⁴⁻²¹hoʔ⁴
白鷺	peʔ⁴⁻²¹lɔ²²
白麻	peʔ⁴⁻²¹muã²⁴
白麻油	peʔ⁴⁻²¹muã²⁴⁻²²iu²⁴
百	paʔ³²
百	peʔ³²
百	piɪk̚³²
百倍	paʔ³²⁻⁵³pe²²
百分之	paʔ³²⁻⁵³hun⁴⁴⁻²²t͡ɕi⁴⁴
百分比	paʔ³²⁻⁵³hun²²⁻²¹pi⁵³
百分比	paʔ³²⁻⁵³hun⁴⁴⁻²²pi⁵³
百分點	paʔ³²⁻⁵³hun⁴⁴⁻²²tiam⁵³
百口莫辯	piɪk̚³²⁻⁴kʰaʊ⁵³⁻⁴⁴bɔk̚⁴⁻³²piɛn²²
百合	peʔ³²⁻⁵³hap̚⁴
百合	piɪk̚³²⁻⁴hap̚⁴
百合花	peʔ³²⁻⁵³hap̚⁴⁻³²hue⁴⁴
百合花	piɪk̚³²⁻⁴hap̚⁴⁻³²hue⁴⁴
百姓	peʔ³²⁻⁵³ɕĩ²¹
百家姓	piɪk̚³²⁻⁴ka⁴⁴⁻²²ɕiɪŋ²¹
百年	paʔ³²⁻⁵³nĩ²⁴
百年	piɪk̚³²⁻⁴liɛn²⁴
百慕大	piɪk̚³²⁻⁴mɔ̃²²⁻²¹taɪ²²
百戰百勝	piɪk̚³²⁻⁴t͡ɕiɛn²¹⁻⁵³piɪk̚³²⁻⁴ɕiɪŋ²¹
百日	paʔ³²⁻⁵³d͡ʑit̚⁴
百日	paʔ³²⁻⁵³lit̚⁴
百日嗽	paʔ³²⁻⁵³lit̚⁴⁻³²saʊ²¹
百歲	paʔ³²⁻⁵³he²¹
百歲年老	paʔ³²⁻⁵³he²¹⁻⁵³nĩ²⁴⁻²²laʊ²²
百病草	paʔ³²⁻⁵³pĩ²²⁻²¹t͡sʰaʊ⁵³
百病草	piɪk̚³²⁻⁴pĩ²²⁻²¹t͡sʰaʊ⁵³
百發百中	piɪk̚³²⁻⁴huat̚³²piɪk̚³²⁻⁴tiɔŋ²¹
百福	paʔ³²⁻⁵³hɔk̚³²
百科	paʔ³²⁻⁵³kʰo⁴⁴
百科全書	piɪk̚³²⁻⁴kʰo⁴⁴⁻²²t͡suan²⁴⁻²²su⁴⁴
百老匯	paʔ³²⁻⁵³laʊ²²⁻²¹hue²²
百舌鳥	piɪk̚³²⁻⁴ɕiɛt̚⁴⁻³²niãʊ⁵³
百般	paʔ³²⁻⁵³puã⁴⁴
百花	paʔ³²⁻⁵³hue⁴⁴
百萬	paʔ³²⁻⁵³ban²²
百萬富翁	paʔ³²⁻⁵³ban²²⁻²¹hu²¹⁻⁵³ɔŋ⁴⁴
百葉	piɪk̚³²⁻⁴iap̚⁴
百葉窗	paʔ³²⁻⁵³hioʔ⁴⁻²¹tʰaŋ⁴⁴
百葉窗	paʔ³²⁻⁵³iap̚⁴⁻³²tʰaŋ⁴⁴
百補衫	paʔ³²⁻⁵³pɔ⁵³⁻⁴⁴sã⁴⁴
百貨	piɪk̚³²⁻⁴he²¹
百貨公司	piɪk̚³²⁻⁴he²¹⁻⁵³kɔŋ⁴⁴⁻²²ɕi⁴⁴
百里	piɪk̚³²⁻⁴li⁵³
皂	t͡so²²
的	e²⁴
的	tit̚³²
的	tiɪk̚³²
的士	tiɪk̚³²⁻⁴ɕi²⁴
的確	tiɪk̚³²⁻⁴kʰak̚³²
的確良	tiɪk̚³²⁻⁴kʰak̚³²⁻⁴liɔŋ²⁴
皆	kaɪ⁴⁴
皇	hɔŋ²⁴
皇上	hɔŋ²⁴⁻²²ɕiɔŋ²²
皇儲	hɔŋ²⁴⁻²²tʰu²⁴
皇冠	hɔŋ²⁴⁻²²kuan⁴⁴
皇后	hɔŋ²⁴⁻²²hɔ²²
皇太子	hɔŋ²⁴⁻²²tʰaɪ²¹⁻⁵³t͡su⁵³
皇室	hɔŋ²⁴⁻²²ɕiɪk̚³²
皇宮	hɔŋ²⁴⁻²²kiɔŋ⁴⁴
皇帝	hɔŋ²⁴⁻²²te²¹
皇帝陛下	hɔŋ²⁴⁻²²te²¹⁻⁵³pe²²⁻²¹ha²²
皇族	hɔŋ²⁴⁻²²t͡sɔk̚⁴
皇曆	hɔŋ²⁴⁻²²liɪk̚⁴
皇甫	hɔŋ²⁴⁻²²hu⁵³
皈依	kui⁴⁴⁻²²i⁴⁴
皈依者	kui⁴⁴⁻²²i⁴⁴⁻²²t͡ɕia⁵³
皋	ko⁴⁴
皎	kiaʊ⁵³
皓	ho²²
皚	kʰaɪ⁵³
皚	ɡaɪ²⁴
皤	po²⁴
皤	pʰo⁴⁴
皮	pʰe²⁴
皮	pʰi²⁴
皮包	pʰe²⁴⁻²²paʊ⁴⁴
皮帶	pʰe²⁴⁻²²tua²¹
皮毛	pʰe²⁴⁻²²mɔ̃²⁴
皮毛	pʰi²⁴⁻²²mɔ̃²⁴
皮特凱恩群島	pʰi²⁴⁻²²tiɪk̚⁴⁻³²kʰaɪ⁵³⁻⁴⁴un⁴⁴⁻²²kun²⁴⁻²²to⁵³
皮球	pʰe²⁴⁻²²kiu²⁴
皮皮	pʰe²⁴⁻²²pʰe²⁴
皮皮剉	pʰi²⁴⁻²²pʰi²⁴⁻²²t͡sʰuaʔ³²
皮肉	pʰe²⁴⁻²²baʔ³²
皮膚	pʰe²⁴⁻²²hu⁴⁴
皮草	pʰe²⁴⁻²²t͡sʰaʊ⁵³
皮草	pʰue²⁴⁻²²t͡sʰaʊ⁵³
皮蛋	pʰi²⁴⁻²²tan²¹
皮衣	pʰe²⁴⁻²²i⁴⁴
皮衫	pʰe²⁴⁻²²sã⁴⁴
皮革	pʰe²⁴⁻²²kiɪk̚³²
皮鞋	pʰe²⁴⁻²²ue²⁴
皰	pʰa²²
皰	pʰaʊ²²
皰疹	pʰaʊ²²⁻²¹t͡ɕin⁵³
皸裂	kun⁴⁴⁻²²liɛt̚⁴
皺	liaʊ²⁴
皺	t͡sɔ²¹
皺痕	liaʊ²⁴⁻²²hun²⁴
皺紋	t͡sɔ²¹⁻⁵³bun²⁴
皿	bin⁵³
皿	biɪŋ⁵³
盂	u²⁴
盂	ɔ²⁴
盅	t͡ɕiɔŋ⁴⁴
盅	t͡ɕiɪŋ⁴⁴
盆	pʰun²⁴
盆地	pʰun²⁴⁻²²tue²²
盆景	pʰun²⁴⁻²²kiɪŋ⁵³
盆栽	pʰun²⁴⁻²²t͡saɪ⁴⁴
盈	iã²⁴
盈	iɪŋ²⁴
盈利	iɪŋ²⁴⁻²²li²²
盈盈	iɪŋ²⁴⁻²²iɪŋ²⁴
盈虧	iɪŋ²⁴⁻²²kʰui⁴⁴
盈餘	iɪŋ²⁴⁻²²i²⁴
盈餘	iɪŋ²⁴⁻²²u²⁴
益	iaʔ³²
益	iɪk̚³²
益友	iɪk̚³²⁻⁴iu⁵³
益智	iɪk̚³²⁻⁴ti²¹
益母草	aʔ³²⁻⁵³bu⁵³⁻⁴⁴t͡sʰaʊ⁵³
益處	iɪk̚³²⁻⁴t͡sʰu²¹
益蟲	iɪk̚³²⁻⁴tʰaŋ²⁴
盍	ap̚⁴
盍	kʰaʔ³²
盎	ɔŋ²¹
盎司	ɔŋ²¹⁻⁵³su⁴⁴
盎然	ɔŋ²¹⁻⁵³liɛn²⁴
盒	ap̚⁴
盒	aʔ⁴
盒	hap̚⁴
盒仔	ap̚⁴⁻³²a⁵³
盒仔	aʔ⁴⁻²¹a⁵³
盔	kʰue⁴⁴
盔甲	kʰue⁴⁴⁻²²kaʔ³²
盛	ɕiã²²
盛	ɕiɪŋ²²
盛	ɕiɪŋ²⁴
盛世	ɕiɪŋ²²⁻²¹se²¹
盛事	ɕiɪŋ²²⁻²¹su²²
盛典	ɕiɪŋ²²⁻²¹tiɛn⁵³
盛名	ɕiɪŋ²²⁻²¹biɪŋ²⁴
盛唐	ɕiɪŋ²²⁻²¹tɔŋ²⁴
盛大	ɕiɪŋ²²⁻²¹taɪ²²
盛怒	ɕiɪŋ²²⁻²¹nɔ̃²²
盛情	ɕiɪŋ²²⁻²¹t͡ɕiɪŋ²⁴
盛意	ɕiɪŋ²²⁻²¹i²¹
盛會	ɕiɪŋ²²⁻²¹hue²²
盛況	ɕiɪŋ²²⁻²¹hɔŋ⁵³
盛產	ɕiɪŋ²²⁻²¹san⁵³
盛舉	ɕiɪŋ²²⁻²¹ku⁵³
盛行	ɕiɪŋ²²⁻²¹hiɪŋ²⁴
盛裝	ɕiɪŋ²²⁻²¹t͡sɔŋ⁴⁴
盛譽	ɕiɪŋ²²⁻²¹u²²
盛讚	ɕiɪŋ²²⁻²¹t͡san²¹
盛開	ɕiɪŋ²²⁻²¹kʰaɪ⁴⁴
盛開	ɕiɪŋ²²⁻²¹kʰui⁴⁴
盜	to²²
盜匪	to²²⁻²¹hui⁵³
盜汗	to²²⁻²¹han²²
盜版	to²²⁻²¹pan⁵³
盜用	to²²⁻²¹iɔŋ²²
盜竊	to²²⁻²¹t͡ɕʰiap̚³²
盜賊	to²²⁻²¹t͡sʰat̚⁴
盜賊	to²²⁻²¹t͡ɕiɪk̚⁴
盜賣	to²²⁻²¹bue²²
盜賣	to²²⁻²¹mãɪ²²
盞	t͡san⁵³
盞	t͡suã⁵³
盟	biɪŋ²⁴
盟主	biɪŋ²⁴⁻²²t͡su⁵³
盟友	biɪŋ²⁴⁻²²iu⁵³
盟國	biɪŋ²⁴⁻²²kɔk̚³²
盟約	biɪŋ²⁴⁻²²iɔk̚³²
盟軍	biɪŋ²⁴⁻²²kun⁴⁴
盟邦	biɪŋ²⁴⁻²²paŋ⁴⁴
盡	t͡ɕin²²
盡力	t͡ɕin²²⁻²¹lat̚⁴
盡力	t͡ɕin²²⁻²¹liɪk̚⁴
盡加	t͡ɕin²²⁻²¹ke⁴⁴
盡可能	t͡ɕin²²⁻²¹kʰo⁵³⁻⁴⁴liɪŋ²⁴
盡善盡美	t͡ɕin²²⁻²¹ɕiɛn²²⁻²¹t͡ɕin²²⁻²¹bi⁵³
盡心	t͡ɕin²²⁻²¹ɕim⁴⁴
盡忠	t͡ɕin²²⁻²¹tiɔŋ⁴⁴
盡情	t͡ɕin²²⁻²¹t͡ɕiɪŋ²⁴
盡職	t͡ɕin²²⁻²¹t͡ɕit̚³²
盡興	t͡ɕin²²⁻²¹hiɪŋ²¹
盡責	t͡ɕin²²⁻²¹t͡ɕiɪk̚³²
盡量	t͡ɕin²²⁻²¹liɔŋ²²
盡頭	t͡ɕin²²⁻²¹tʰaʊ²⁴
盡驚	t͡ɕin²²⁻²¹kiã⁴⁴
監	kam²¹
監	kam⁴⁴
監	kã⁴⁴
監囚	kã⁴⁴⁻²²ɕiu²⁴
監守	kam²¹⁻⁵³ɕiu⁵³
監守	kam⁴⁴⁻²²ɕiu⁵³
監察	kam²¹⁻⁵³t͡sʰat̚³²
監察	kam⁴⁴⁻²²t͡sʰat̚³²
監工	kam²¹⁻⁵³kaŋ⁴⁴
監押	kam²¹⁻⁵³aʔ³²
監測	kam²¹⁻⁵³t͡ɕʰiɪk̚³²
監牢	kã⁴⁴⁻²²lo²⁴
監犯	kã⁴⁴⁻²²huan²²
監獄	kã⁴⁴⁻²²ɡak̚⁴
監督	kam²¹⁻⁵³tɔk̚³²
監督	kam⁴⁴⁻²²tɔk̚³²
監票	kam²¹⁻⁵³pʰio²¹
監禁	kam²¹⁻⁵³kim²¹
監禁	kam⁴⁴⁻²²kim²¹
監管	kam²¹⁻⁵³kuan⁵³
監考	kam²¹⁻⁵³kʰo⁵³
監考	kam⁴⁴⁻²²kʰo⁵³
監製	kam²¹⁻⁵³t͡se²¹
監視	kam²¹⁻⁵³ɕi²²
監視	kam⁴⁴⁻²²ɕi²²
監視器	kam²¹⁻⁵³ɕi²²⁻²¹kʰi²¹
監護	kam²¹⁻⁵³hɔ²²
監護	kam⁴⁴⁻²²hɔ²²
監護人	kam²¹⁻⁵³hɔ²²⁻²¹d͡ʑin²⁴
盤	puan²⁴
盤	puã²⁴
盤	pʰuan²⁴
盤仔	puã²⁴⁻²²a⁵³
盤剝	pʰuan²⁴⁻²²pak̚³²
盤古	pʰuan²⁴⁻²²kɔ⁵³
盤問	pan²⁴⁻²²bun²²
盤喙錦	puã²⁴⁻²²t͡sʰui²¹⁻⁵³ɡim⁵³
盤存	puã²⁴⁻²²t͡sun²⁴
盤山過嶺	puã²⁴⁻²²suã⁴⁴⁻²²ke²¹⁻⁵³niã⁵³
盤數	puã²⁴⁻²²ɕiaʊ²¹
盤旋	puan²⁴⁻²²suan²⁴
盤曲	puan²⁴⁻²²kʰiɔk̚³²
盤查	puã²⁴⁻²²t͡sa²⁴
盤栽	puã²⁴⁻²²t͡saɪ⁴⁴
盤算	puan²⁴⁻²²suan²¹
盤繞	puan²⁴⁻²²liaʊ⁵³
盤纏	puã²⁴⁻²²tĩ²⁴
盤腿	puan²⁴⁻²²tʰui⁵³
盤菜	puã²⁴⁻²²t͡sʰaɪ²¹
盤踞	puan²⁴⁻²²ku²¹
盤車	puã²⁴⁻²²t͡ɕʰia⁴⁴
盤頭	puã²⁴⁻²²tʰaʊ²⁴
盤點	puã²⁴⁻²²tiam⁵³
盧	lɔ²⁴
盧布	lɔ²⁴⁻²²pɔ²¹
盧布爾雅那	lɔ²⁴⁻²²pɔ²¹⁻⁵³nĩ⁵³⁻⁴⁴ŋã⁵³⁻⁴⁴nã⁵³
盧德	lɔ²⁴⁻²²tiɪk̚³²
盧德傳	lɔ²⁴⁻²²tiɪk̚³²⁻⁴tuan²²
盧旺達	lɔ²⁴⁻²²ɔŋ²²⁻²¹tat̚⁴
盧森堡	lɔ²⁴⁻²²ɕim⁴⁴⁻²²po⁵³
盪	tʰŋ̍²²
盪	tʰɔŋ²²
目	bak̚⁴
目	bɔk̚⁴
目下	bak̚⁴⁻³²e²²
目中無人	bɔk̚⁴⁻³²tiɔŋ⁴⁴⁻²²bu²⁴⁻²²lin²⁴
目仁	bak̚⁴⁻³²lin²⁴
目今	bak̚⁴⁻³²kim⁴⁴
目光	bak̚⁴⁻³²kŋ̍⁴⁴
目光	bɔk̚⁴⁻³²kɔŋ⁴⁴
目前	bak̚⁴⁻³²t͡ɕiɪŋ²⁴
目前	bɔk̚⁴⁻³²t͡ɕiɛn²⁴
目尾	bak̚⁴⁻³²be⁵³
