aarōn	aaɾoːn
obumbrāverimus	ɔbʊmbɾaːwɛɾɪmʊs̠
obumbrāveris	ɔbʊmbɾaːwɛɾiːs̠
obumbrāveris	ɔbʊmbɾaːwɛɾɪs̠
obumbrāveritis	ɔbʊmbɾaːwɛɾiːt̪ɪs̠
obumbrāveritis	ɔbʊmbɾaːwɛɾɪt̪ɪs̠
obumbrō	ɔbʊmbɾoː
obveniō	ɔbwɛnioː
obversor	ɔbwɛrs̠ɔr
obvie	ɔbwiɛ
obvius	ɔbwiʊs̠
obviāte	ɔbwiaːt̪ɛ
obviātum	ɔbwiaːt̪ʊ̃ˑ
obviō	ɔbwioː
obvolvō	ɔbwɔɫ̪woː
obvāllātus	ɔbwaːl̠l̠aːt̪ʊs̠
obātrātus	ɔbaːt̪ɾaːt̪ʊs̠
obēdientēs	ɔbeːd̪iɛn̪t̪eːs̠
obēdiō	ɔbeːd̪ioː
obēsitās	ɔbeːs̠ɪt̪aːs̠
ocazanēs	ɔkazzaneːs̠
occaecātis	ɔkkae̯kaːt̪ɪs̠
occaecātus	ɔkkae̯kaːt̪ʊs̠
occaecātīs	ɔkkae̯kaːt̪iːs̠
occaecāverimus	ɔkkae̯kaːwɛɾiːmʊs̠
occaecāverimus	ɔkkae̯kaːwɛɾɪmʊs̠
occaecāveris	ɔkkae̯kaːwɛɾiːs̠
occaecāveris	ɔkkae̯kaːwɛɾɪs̠
occaecāveritis	ɔkkae̯kaːwɛɾiːt̪ɪs̠
occaecāveritis	ɔkkae̯kaːwɛɾɪt̪ɪs̠
occaecō	ɔkkae̯koː
occallātus	ɔkkal̠l̠aːt̪ʊs̠
occidentissimus	ɔkkɪd̪ɛn̪t̪ɪs̠s̠ɪmʊs̠
occidentālis	ɔkkɪd̪ɛn̪t̪aːl̪ɪs̠
occidēns	ɔkkɪd̪ẽːs̠
occidō	ɔkkɪd̪oː
occipitālis	ɔkkɪpɪt̪aːl̪ɪs̠
occipitālēs	ɔkkɪpɪt̪aːɫ̪eːs̠
occipiō	ɔkkɪpioː
occiput	ɔkkɪpʊt̪
occitāna	ɔkkɪt̪aːna
occitāna	ɔkkɪt̪aːnaː
occitānicus	ɔkkɪt̪aːnɪkʊs̠
occitānus	ɔkkɪt̪aːnʊs̠
occius	ɔkkiʊs̠
occlūdēns	ɔkkɫ̪uːd̪ẽːs̠
occlūdō	ɔkkɫ̪uːd̪oː
occubō	ɔkkʊboː
occultātis	ɔkkʊɫ̪t̪aːt̪ɪs̠
occultātīs	ɔkkʊɫ̪t̪aːt̪iːs̠
occultāverimus	ɔkkʊɫ̪t̪aːwɛɾiːmʊs̠
occultāverimus	ɔkkʊɫ̪t̪aːwɛɾɪmʊs̠
occultāveris	ɔkkʊɫ̪t̪aːwɛɾiːs̠
occultāveris	ɔkkʊɫ̪t̪aːwɛɾɪs̠
occultāveritis	ɔkkʊɫ̪t̪aːwɛɾiːt̪ɪs̠
occultāveritis	ɔkkʊɫ̪t̪aːwɛɾɪt̪ɪs̠
occultō	ɔkkʊɫ̪t̪oː
occulō	ɔkkʊɫ̪oː
occumbō	ɔkkʊmboː
occupātis	ɔkkʊpaːt̪ɪs̠
occupātiō	ɔkkʊpaːt̪ioː
occupātīs	ɔkkʊpaːt̪iːs̠
occupāverimus	ɔkkʊpaːwɛɾiːmʊs̠
occupāverimus	ɔkkʊpaːwɛɾɪmʊs̠
occupāveris	ɔkkʊpaːwɛɾiːs̠
occupāveris	ɔkkʊpaːwɛɾɪs̠
occupāveritis	ɔkkʊpaːwɛɾiːt̪ɪs̠
occupāveritis	ɔkkʊpaːwɛɾɪt̪ɪs̠
occupō	ɔkkʊpoː
occurrō	ɔkkʊrroː
occursiō	ɔkkʊrs̠ioː
occursātis	ɔkkʊrs̠aːt̪ɪs̠
occursātiō	ɔkkʊrs̠aːt̪ioː
occursātor	ɔkkʊrs̠aːt̪ɔr
occursātīs	ɔkkʊrs̠aːt̪iːs̠
occursāverimus	ɔkkʊrs̠aːwɛɾiːmʊs̠
occursāverimus	ɔkkʊrs̠aːwɛɾɪmʊs̠
occursāveris	ɔkkʊrs̠aːwɛɾiːs̠
occursāveris	ɔkkʊrs̠aːwɛɾɪs̠
occursāveritis	ɔkkʊrs̠aːwɛɾiːt̪ɪs̠
occursāveritis	ɔkkʊrs̠aːwɛɾɪt̪ɪs̠
occursō	ɔkkʊrs̠oː
occāsiō	ɔkkaːs̠ioː
occāsus	ɔkkaːs̠ʊs̠
occīdēns	ɔkkiːd̪ẽːs̠
occīdō	ɔkkiːd̪oː
occīsa	ɔkkiːs̠a
occīsa	ɔkkiːs̠aː
occīsō	ɔkkiːs̠oː
occō	ɔkkoː
ocellus	ɔkɛl̠l̠ʊs̠
ocellātus	ɔkɛl̠l̠aːt̪ʊs̠
ocharius	ɔkʰaɾiʊs̠
ochē	ɔkʰeː
oclatius	ɔkɫ̪at̪iʊs̠
oclatīnius	ɔkɫ̪at̪iːniʊs̠
ocliferius	ɔkl̪ɪfɛɾiʊs̠
oclus	ɔkɫ̪ʊs̠
ocnus	ɔknʊs̠
ocra	ɔkɾa
ocre	ɔkɾɛ
ocrea	ɔkɾea
ocriculum	ɔkɾɪkʊɫ̪ʊ̃ˑ
ocris	ɔkɾɪs̠
octaedron	ɔkt̪aɛd̪ɾɔn
octaedros	ɔkt̪ae̯d̪ɾɔs̠
octante	ɔkt̪an̪t̪ɛ
octaëdricus	ɔkt̪aɛd̪ɾɪkʊs̠
octennis	ɔkt̪ɛnnɪs̠
octingenta	ɔkt̪ɪŋɡɛn̪t̪a
octingentae	ɔkt̪ɪŋɡɛn̪t̪ae̯
octingentēsimus	ɔkt̪ɪŋɡɛn̪t̪eːs̠ɪmʊs̠
octingentī	ɔkt̪ɪŋɡɛn̪t̪iː
octipēs	ɔkt̪ɪpeːs̠
octogēsa	ɔkt̪ɔɡeːs̠a
octuplus	ɔkt̪ʊpɫ̪ʊs̠
octāgintā	ɔkt̪aːɡɪn̪t̪aː
octāns	ɔkt̪ãːs̠
octāvius	ɔkt̪aːwiʊs̠
octāvus	ɔkt̪aːwʊs̠
octāvās	ɔkt̪aːwaːs̠
octāvōs	ɔkt̪aːwoːs̠
octō	ɔkt̪oː
octōber	ɔkt̪oːbɛr
octōcarīnātus	ɔkt̪oːkaɾiːnaːt̪ʊs̠
octōdecim	ɔkt̪oːd̪ɛkɪ̃ˑ
octōgintā	ɔkt̪oːɡɪn̪t̪aː
octōgēnāria	ɔkt̪oːɡeːnaːɾia
octōgēnāria	ɔkt̪oːɡeːnaːɾiaː
octōgēnārius	ɔkt̪oːɡeːnaːɾiʊs̠
octōgēnāriās	ɔkt̪oːɡeːnaːɾiaːs̠
octōgēnāriō	ɔkt̪oːɡeːnaːɾioː
octōgēnāriōs	ɔkt̪oːɡeːnaːɾioːs̠
octōgēsimus	ɔkt̪oːɡeːs̠ɪmʊs̠
octōnārius	ɔkt̪oːnaːɾiʊs̠
octōnī	ɔkt̪oːniː
octōpodēs	ɔkt̪oːpɔd̪eːs̠
octōpūs	ɔkt̪oːpuːs̠
octōvir	ɔkt̪oːwɪr
octōvirātus	ɔkt̪oːwɪɾaːt̪ʊs̠
oculus	ɔkʊɫ̪ʊs̠
oculāris	ɔkʊɫ̪aːɾɪs̠
oculāriter	ɔkʊɫ̪aːɾɪt̪ɛr
oculārius	ɔkʊɫ̪aːɾiʊs̠
oculātus	ɔkʊɫ̪aːt̪ʊs̠
ocēlis	ɔkeːl̪ɪs̠
odanda	ɔd̪an̪d̪a
odibilis	ɔd̪ɪbɪl̪ɪs̠
odium	ɔd̪iʊ̃ˑ
odiāta	ɔd̪iaːt̪a
odiāta	ɔd̪iaːt̪aː
odiāte	ɔd̪iaːt̪ɛ
odiātī	ɔd̪iaːt̪iː
odiātō	ɔd̪iaːt̪oː
odiō	ɔd̪ioː
odiōsus	ɔd̪ioːs̠ʊs̠
odomboerae	ɔd̪ɔmboe̯rae̯
odor	ɔd̪ɔr
odrysae	ɔd̪ɾʏs̠ae̯
odyssēa	ɔd̪ʏs̠s̠eːa
odēssus	ɔd̪ɛs̠s̠ʊs̠
odōrifer	ɔd̪oːɾɪfɛr
odōrus	ɔd̪oːɾʊs̠
odōrātus	ɔd̪oːɾaːt̪ʊs̠
odōrō	ɔd̪oːɾoː
oeanthē	oe̯an̪t̪ʰeː
oecalicēs	oe̯kal̪ɪkeːs̠
oechalia	oe̯kʰal̪ia
oechardēs	oe̯kʰard̪eːs̠
oecologia	oe̯kɔɫ̪ɔɡia
oeconomia	oe̯kɔnɔmia
oecosystēma	oe̯kɔs̠ʏs̠t̪eːma
oecūmenicus	oe̯kuːmɛnɪkʊs̠
oedipūs	oe̯d̪ɪpuːs̠
oenanthinus	oe̯nan̪t̪ʰɪnʊs̠
oeniadae	oe̯niad̪ae̯
oenobarās	oe̯nɔbaɾaːs̠
oenomaus	oe̯nɔmau̯s̠
oenoē	oe̯nɔeː
oenūs	oe̯nuːs̠
oenūssae	oe̯nuːs̠s̠ae̯
oesalcēs	oe̯s̠aɫ̪keːs̠
oescus	oe̯s̠kʊs̠
oestrus	oe̯s̠t̪ɾʊs̠
oesyma	oe̯s̠ʏma
oeta	oe̯t̪a
oetaeī	oe̯t̪ae̯iː
oetylus	oe̯t̪ʏɫ̪ʊs̠
offa	ɔffa
offendō	ɔffɛn̪d̪oː
offerō	ɔffɛɾoː
offex	ɔffɛks̠
officium	ɔffɪkiʊ̃ˑ
officiālis	ɔffɪkiaːl̪ɪs̠
officiāliter	ɔffɪkiaːl̪ɪt̪ɛr
officiō	ɔffɪkioː
officiōsus	ɔffɪkioːs̠ʊs̠
officīna	ɔffɪkiːna
officīnālis	ɔffɪkiːnaːl̪ɪs̠
offirmātis	ɔffɪrmaːt̪ɪs̠
offirmātīs	ɔffɪrmaːt̪iːs̠
offirmāverimus	ɔffɪrmaːwɛɾiːmʊs̠
offirmāverimus	ɔffɪrmaːwɛɾɪmʊs̠
offirmāveris	ɔffɪrmaːwɛɾiːs̠
offirmāveris	ɔffɪrmaːwɛɾɪs̠
offirmāveritis	ɔffɪrmaːwɛɾiːt̪ɪs̠
offirmāveritis	ɔffɪrmaːwɛɾɪt̪ɪs̠
offirmō	ɔffɪrmoː
offulgeō	ɔffʊɫ̪ɡeoː
offundō	ɔffʊn̪d̪oː
offuscō	ɔffʊs̠koː
offēnsante	ɔffẽːs̠an̪t̪ɛ
offēnse	ɔffẽːs̠ɛ
offēnsus	ɔffẽːs̠ʊs̠
offēnsātis	ɔffẽːs̠aːt̪ɪs̠
offēnsātīs	ɔffẽːs̠aːt̪iːs̠
offēnsāverimus	ɔffẽːs̠aːwɛɾiːmʊs̠
offēnsāverimus	ɔffẽːs̠aːwɛɾɪmʊs̠
offēnsāveris	ɔffẽːs̠aːwɛɾiːs̠
offēnsāveris	ɔffẽːs̠aːwɛɾɪs̠
offēnsāveritis	ɔffẽːs̠aːwɛɾiːt̪ɪs̠
offēnsāveritis	ɔffẽːs̠aːwɛɾɪt̪ɪs̠
offēnsō	ɔffẽːs̠oː
offōcō	ɔffoːkoː
ofilius	ɔfɪl̪iʊs̠
ofānius	ɔfaːniʊs̠
ofōnius	ɔfoːniʊs̠
ogganniō	ɔɡɡannioː
oggerō	ɔɡɡɛɾoː
oglasa	ɔɡɫ̪as̠a
ogulnius	ɔɡʊɫ̪niʊs̠
ohioēnsis	ɔhiɔẽːs̠ɪs̠
ohīum	ɔhiːʊ̃ˑ
oica	ɔɪka
oklahomēnsis	ɔkɫ̪ahɔmẽːs̠ɪs̠
olarsō	ɔɫ̪ars̠oː
olbius	ɔɫ̪biʊs̠
olca	ɔɫ̪ka
olcadēs	ɔɫ̪kad̪eːs̠
olea	ɔɫ̪ea
oleaster	ɔɫ̪eas̠t̪ɛr
oleitās	ɔɫ̪eɪt̪aːs̠
olentia	ɔɫ̪ɛn̪t̪ia
olenticētum	ɔɫ̪ɛn̪t̪ɪkeːt̪ʊ̃ˑ
olerāceus	ɔɫ̪ɛɾaːkeʊs̠
oleum	ɔɫ̪eʊ̃ˑ
oleāgineus	ɔɫ̪eaːɡɪneʊs̠
oleāmen	ɔɫ̪eaːmɛn
oleāmentum	ɔɫ̪eaːmɛn̪t̪ʊ̃ˑ
oleāris	ɔɫ̪eaːɾɪs̠
oleārius	ɔɫ̪eaːɾiʊs̠
oleātus	ɔɫ̪eaːt̪ʊs̠
oleōsus	ɔɫ̪eoːs̠ʊs̠
olfaciō	ɔɫ̪fakioː
olfactōrius	ɔɫ̪fakt̪oːɾiʊs̠
olida	ɔl̪ɪd̪a
olida	ɔl̪ɪd̪aː
olidus	ɔl̪ɪd̪ʊs̠
olidās	ɔl̪ɪd̪aːs̠
olidō	ɔl̪ɪd̪oː
olidōs	ɔl̪ɪd̪oːs̠
oliganthus	ɔl̪ɪɡan̪t̪ʰʊs̠
oligarcha	ɔl̪ɪɡarkʰa
oligarchia	ɔl̪ɪɡarkʰia
oligarchicus	ɔl̪ɪɡarkʰɪkʊs̠
oligyrtus	ɔl̪ɪɡʏrt̪ʊs̠
olisīpō	ɔl̪ɪs̠iːpoː
olisīpōnēnsis	ɔl̪ɪs̠iːpoːnẽːs̠ɪs̠
olizōn	ɔl̪ɪzzoːn
olle	ɔl̠l̠ɛ
olma	ɔɫ̪ma
olmius	ɔɫ̪miʊs̠
olomucēnsis	ɔɫ̪ɔmʊkẽːs̠ɪs̠
olontigi	ɔɫ̪ɔn̪t̪ɪɡɪ
oloossōn	ɔɫ̪ɔɔs̠s̠oːn
olophyxus	ɔɫ̪ɔpʰʏks̠ʊs̠
olor	ɔɫ̪ɔr
olorus	ɔɫ̪ɔɾʊs̠
olpae	ɔɫ̪pae̯
oltis	ɔɫ̪t̪ɪs̠
olubria	ɔɫ̪ʊbɾia
olvātium	ɔɫ̪waːt̪iʊ̃ˑ
olympus	ɔl̪ʏmpʊs̠
olynthos	ɔl̪ʏn̪t̪ʰɔs̠
olīva	ɔl̪iːwa
olīvitās	ɔl̪iːwɪt̪aːs̠
olīvāceus	ɔl̪iːwaːkeʊs̠
olīvārius	ɔl̪iːwaːɾiʊs̠
olīvās	ɔl̪iːwaːs̠
olīvētum	ɔl̪iːweːt̪ʊ̃ˑ
olō	ɔɫ̪oː
olōrīne	ɔɫ̪oːɾiːnɛ
olōrīnus	ɔɫ̪oːɾiːnʊs̠
olōrīnīs	ɔɫ̪oːɾiːniːs̠
olȳbrius	ɔl̪yːbɾiʊs̠
omalis	ɔmal̪ɪs̠
ombos	ɔmbɔs̠
ombrōnēs	ɔmbɾoːneːs̠
omirās	ɔmɪɾaːs̠
omittō	ɔmɪt̪t̪oː
ommatidium	ɔmmat̪ɪd̪iʊ̃ˑ
omnia	ɔmnia
omnicarpus	ɔmnɪkarpʊs̠
omniciēns	ɔmnɪkiẽːs̠
omnifōrmis	ɔmnɪfoːrmɪs̠
omnigenus	ɔmnɪɡɛnʊs̠
omnimodus	ɔmnɪmɔd̪ʊs̠
omnipotēns	ɔmnɪpɔt̪ẽːs̠
omnis	ɔmnɪs̠
omniscientēs	ɔmnɪs̠kiɛn̪t̪eːs̠
omniscius	ɔmnɪs̠kiʊs̠
omnisciēns	ɔmnɪs̠kiẽːs̠
omnivagus	ɔmnɪwaɡʊs̠
omnivolus	ɔmnɪwɔɫ̪ʊs̠
omnivora	ɔmnɪwɔɾa
omnivora	ɔmnɪwɔɾaː
omnivore	ɔmnɪwɔɾɛ
omnivorus	ɔmnɪwɔɾʊs̠
omnivorī	ɔmnɪwɔɾiː
omnivorō	ɔmnɪwɔɾoː
omnēs	ɔmneːs̠
omnīnō	ɔmniːnoː
omoemus	ɔmoe̯mʊs̠
omoticus	ɔmɔt̪ɪkʊs̠
omphalium	ɔmpʰal̪iʊ̃ˑ
omānēnsis	ɔmaːnẽːs̠ɪs̠
omāsum	ɔmaːs̠ʊ̃ˑ
onager	ɔnaɡɛr
onatās	ɔnat̪aːs̠
onceium	ɔŋkɛjjʊ̃ˑ
onchēsmus	ɔŋkʰeːs̠mʊs̠
onchēstus	ɔŋkʰeːs̠t̪ʊs̠
oncō	ɔŋkoː
oneidēnsis	ɔnei̯d̪ẽːs̠ɪs̠
onerārius	ɔnɛɾaːɾiʊs̠
onerātis	ɔnɛɾaːt̪ɪs̠
onerātīs	ɔnɛɾaːt̪iːs̠
onerāverimus	ɔnɛɾaːwɛɾiːmʊs̠
onerāverimus	ɔnɛɾaːwɛɾɪmʊs̠
onerāveris	ɔnɛɾaːwɛɾiːs̠
onerāveris	ɔnɛɾaːwɛɾɪs̠
onerāveritis	ɔnɛɾaːwɛɾiːt̪ɪs̠
onerāveritis	ɔnɛɾaːwɛɾɪt̪ɪs̠
onerō	ɔnɛɾoː
onerōsus	ɔnɛɾoːs̠ʊs̠
oningi	ɔnɪŋɡɪ
oniscus	ɔnɪs̠kʊs̠
onobalās	ɔnɔbaɫ̪aːs̠
onobrisātēs	ɔnɔbɾɪs̠aːt̪eːs̠
onocentaurus	ɔnɔkɛn̪t̪au̯rʊs̠
onolatrīa	ɔnɔɫ̪at̪ɾiːa
onolatrīae	ɔnɔɫ̪at̪ɾiːae̯
onoma	ɔnɔma
onomatopoeia	ɔnɔmat̪ɔpoe̯ja
onomatopēia	ɔnɔmat̪ɔpeːja
onopyxos	ɔnɔpʏks̠ɔs̠
ontariō	ɔn̪t̪aɾioː
onuba	ɔnʊba
onugnathus	ɔnʊŋnat̪ʰʊs̠
onus	ɔnʊs̠
onustus	ɔnʊs̠t̪ʊs̠
onychinus	ɔnʏkʰɪnʊs̠
onysia	ɔnʏs̠ia
onyx	ɔnʏks̠
onēsicritus	ɔneːs̠ɪkɾɪt̪ʊs̠
onēsilus	ɔneːs̠ɪɫ̪ʊs̠
onīros	ɔniːɾɔs̠
onūphis	ɔnuːpʰɪs̠
opacifrōns	ɔpakɪfɾõːs̠
opellius	ɔpɛl̠l̠iʊs̠
opera	ɔpɛɾa
operculum	ɔpɛrkʊɫ̪ʊ̃ˑ
operculāris	ɔpɛrkʊɫ̪aːɾɪs̠
operistitium	ɔpɛɾɪs̠t̪ɪt̪iʊ̃ˑ
operiō	ɔpɛɾioː
operor	ɔpɛɾɔr
operārius	ɔpɛɾaːɾiʊs̠
operātor	ɔpɛɾaːt̪ɔr
operātīvus	ɔpɛɾaːt̪iːwʊs̠
operō	ɔpɛɾoː
operōsus	ɔpɛɾoːs̠ʊs̠
opharus	ɔpʰaɾʊs̠
ophicardēlos	ɔpʰɪkard̪eːɫ̪ɔs̠
ophis	ɔpʰɪs̠
ophiūsa	ɔpʰiuːs̠a
ophlimus	ɔpʰl̪ɪmʊs̠
ophrynium	ɔpʰɾʏniʊ̃ˑ
ophrādus	ɔpʰɾaːd̪ʊs̠
ophthalmicus	ɔpʰt̪ʰaɫ̪mɪkʊs̠
opifex	ɔpɪfɛks̠
opitulor	ɔpɪt̪ʊɫ̪ɔr
opium	ɔpiʊ̃ˑ
opiātus	ɔpiaːt̪ʊs̠
opobalsamētum	ɔpɔbaɫ̪s̠ameːt̪ʊ̃ˑ
oportet	ɔpɔrt̪ɛt̪
oporteō	ɔpɔrt̪eoː
oportūnus	ɔpɔrt̪uːnʊs̠
oppandō	ɔppan̪d̪oː
opperior	ɔppɛɾiɔr
oppetō	ɔppɛt̪oː
oppidius	ɔppɪd̪iʊs̠
oppidum	ɔppɪd̪ʊ̃ˑ
oppidānus	ɔppɪd̪aːnʊs̠
oppius	ɔppiʊs̠
oppleō	ɔppɫ̪eoː
opportūnitās	ɔppɔrt̪uːnɪt̪aːs̠
opportūnus	ɔppɔrt̪uːnʊs̠
oppositifolius	ɔppɔs̠ɪt̪ɪfɔl̪iʊs̠
oppositiō	ɔppɔs̠ɪt̪ioː
oppositus	ɔppɔs̠ɪt̪ʊs̠
opprimō	ɔppɾɪmoː
opprobrium	ɔppɾɔbɾiʊ̃ˑ
opprobriōsus	ɔppɾɔbɾioːs̠ʊs̠
opprobrō	ɔppɾɔbɾoː
oppugnātis	ɔppʊŋnaːt̪ɪs̠
oppugnātīs	ɔppʊŋnaːt̪iːs̠
oppugnāverimus	ɔppʊŋnaːwɛɾiːmʊs̠
oppugnāverimus	ɔppʊŋnaːwɛɾɪmʊs̠
oppugnāveris	ɔppʊŋnaːwɛɾiːs̠
oppugnāveris	ɔppʊŋnaːwɛɾɪs̠
oppugnāveritis	ɔppʊŋnaːwɛɾiːt̪ɪs̠
oppugnāveritis	ɔppʊŋnaːwɛɾɪt̪ɪs̠
oppugnō	ɔppʊŋnoː
oppīlāta	ɔppiːɫ̪aːt̪a
oppīlāta	ɔppiːɫ̪aːt̪aː
oppīlāte	ɔppiːɫ̪aːt̪ɛ
oppīlātiō	ɔppiːɫ̪aːt̪ioː
oppīlō	ɔppiːɫ̪oː
oppōnō	ɔppoːnoː
opressum	ɔpɾɛs̠s̠ʊ̃ˑ
opressūrus	ɔpɾɛs̠s̠uːɾʊs̠
ops	ɔps̠
opsideō	ɔps̠ɪd̪eoː
opsius	ɔps̠iʊs̠
optemperō	ɔpt̪ɛmpɛɾoː
opticus	ɔpt̪ɪkʊs̠
optime	ɔpt̪ɪmɛ
optimus	ɔpt̪ɪmʊs̠
optimās	ɔpt̪ɪmaːs̠
optimē	ɔpt̪ɪmeː
optingō	ɔpt̪ɪŋɡoː
optiō	ɔpt̪ioː
optumās	ɔpt̪ʊmaːs̠
optābilis	ɔpt̪aːbɪl̪ɪs̠
optātis	ɔpt̪aːt̪ɪs̠
optātiō	ɔpt̪aːt̪ioː
optātus	ɔpt̪aːt̪ʊs̠
optātīs	ɔpt̪aːt̪iːs̠
optāverimus	ɔpt̪aːwɛɾiːmʊs̠
optāverimus	ɔpt̪aːwɛɾɪmʊs̠
optāveris	ɔpt̪aːwɛɾiːs̠
optāveris	ɔpt̪aːwɛɾɪs̠
optāveritis	ɔpt̪aːwɛɾiːt̪ɪs̠
optāveritis	ɔpt̪aːwɛɾɪt̪ɪs̠
optō	ɔpt̪oː
opulentus	ɔpʊɫ̪ɛn̪t̪ʊs̠
opulus	ɔpʊɫ̪ʊs̠
opum	ɔpʊ̃ˑ
opus	ɔpʊs̠
opusculum	ɔpʊs̠kʊɫ̪ʊ̃ˑ
opācitās	ɔpaːkɪt̪aːs̠
opācus	ɔpaːkʊs̠
opācō	ɔpaːkoː
opīmius	ɔpiːmiʊs̠
opīmus	ɔpiːmʊs̠
opīniō	ɔpiːnioː
opīnor	ɔpiːnɔr
opīnābilis	ɔpiːnaːbɪl̪ɪs̠
opīternius	ɔpiːt̪ɛrniʊs̠
opūs	ɔpuːs̠
oranēnsis	ɔɾanẽːs̠ɪs̠
oratellī	ɔɾat̪ɛl̠l̠iː
orba	ɔrba
orbiculāris	ɔrbɪkʊɫ̪aːɾɪs̠
orbiculātus	ɔrbɪkʊɫ̪aːt̪ʊs̠
orbilius	ɔrbɪl̪iʊs̠
orbis	ɔrbɪs̠
orbita	ɔrbɪt̪a
orbitālis	ɔrbɪt̪aːl̪ɪs̠
orbitālēs	ɔrbɪt̪aːɫ̪eːs̠
orbitās	ɔrbɪt̪aːs̠
orbus	ɔrbʊs̠
orbēlus	ɔrbeːɫ̪ʊs̠
orbī	ɔrbiː
orbō	ɔrboː
orbōna	ɔrboːna
orca	ɔrka
orcadas	ɔrkad̪as̠
orcades	ɔrkad̪ɛs̠
orchis	ɔrkʰɪs̠
orchius	ɔrkʰiʊs̠
orchomenus	ɔrkʰɔmɛnʊs̠
orchēsta	ɔrkʰeːs̠t̪a
orchēstra	ɔrkʰeːs̠t̪ɾa
orcivius	ɔrkɪwiʊs̠
orciānī	ɔrkiaːniː
orcus	ɔrkʊs̠
ordovīcēs	ɔrd̪ɔwiːkeːs̠
ordymnus	ɔrd̪ʏmnʊs̠
ordēsus	ɔrd̪eːs̠ʊs̠
oregonēnsis	ɔɾɛɡɔnẽːs̠ɪs̠
oregēs	ɔɾɛɡeːs̠
oregōnia	ɔɾɛɡoːnia
oreophilus	ɔɾeɔpʰɪɫ̪ʊs̠
oresthasium	ɔɾɛs̠t̪ʰas̠iʊ̃ˑ
orestis	ɔɾɛs̠t̪ɪs̠
orestēs	ɔɾɛs̠t̪eːs̠
orexis	ɔɾɛks̠ɪs̠
orfitus	ɔrfɪt̪ʊs̠
orfius	ɔrfiʊs̠
organagae	ɔrɡanaɡae̯
organicus	ɔrɡanɪkʊs̠
organismus	ɔrɡanɪs̠mʊs̠
organizō	ɔrɡanɪzzoː
organum	ɔrɡanʊ̃ˑ
organīs	ɔrɡaniːs̠
organōrum	ɔrɡanoːɾʊ̃ˑ
orgetorīx	ɔrɡɛt̪ɔɾiːks̠
orgia	ɔrɡia
orgocynī	ɔrɡɔkʏniː
orgomanēs	ɔrɡɔmaneːs̠
orgus	ɔrɡʊs̠
orgās	ɔrɡaːs̠
orichalcum	ɔɾiːkʰaɫ̪kʊ̃ˑ
oricla	oːɾɪkkɫ̪a
orientālis	ɔɾiɛn̪t̪aːl̪ɪs̠
orior	ɔɾiɔr
orippō	ɔɾɪppoː
oriunda	ɔɾiʊn̪d̪a
oriunda	ɔɾiʊn̪d̪aː
oriunde	ɔɾiʊn̪d̪ɛ
oriundus	ɔɾiʊn̪d̪ʊs̠
oriundās	ɔɾiʊn̪d̪aːs̠
oriundī	ɔɾiʊn̪d̪iː
oriundōs	ɔɾiʊn̪d̪oːs̠
orminium	ɔrmɪniʊ̃ˑ
orna	ɔrna
orniacī	ɔrniakiː
ornus	ɔrnʊs̠
ornīthorhynchus	ɔrniːt̪ʰɔɾʏŋkʰʊs̠
oroanda	ɔɾɔan̪d̪a
orobiae	ɔɾɔbiae̯
orobis	ɔɾɔbɪs̠
orobiās	ɔɾɔbiaːs̠
orobiī	ɔɾɔbiiː
orontēs	ɔɾɔn̪t̪eːs̠
orontēus	ɔɾɔn̪t̪eːʊs̠
orosinēs	ɔɾɔs̠ɪneːs̠
orostrae	ɔɾɔs̠t̪ɾae̯
oroātis	ɔɾɔaːt̪ɪs̠
orphe͡us	ɔrpʰeu̯s̠
orphus	ɔrpʰʊs̠
orphēus	ɔrpʰeːʊs̠
orsīnus	ɔrs̠iːnʊs̠
orsōrius	ɔrs̠oːɾiʊs̠
ortaciās	ɔrt̪akiaːs̠
orthodoxus	ɔrt̪ʰɔd̪ɔks̠ʊs̠
orthographia	ɔrt̪ʰɔɡrapʰia
orthogōnius	ɔrt̪ʰɔɡoːniʊs̠
orthogōnālis	ɔrt̪ʰɔɡoːnaːl̪ɪs̠
orthē	ɔrt̪ʰeː
orthōsia	ɔrt̪ʰoːs̠ia
ortoplinia	ɔrt̪ɔpl̪ɪnia
ortospanum	ɔrt̪ɔs̠panʊ̃ˑ
ortus	ɔrt̪ʊs̠
ortygia	ɔrt̪ʏɡia
ortyx	ɔrt̪ʏks̠
ortōna	ɔrt̪oːna
orumcolae	ɔɾʊŋkɔɫ̪ae̯
orxinēs	ɔrks̠ɪneːs̠
oryx	ɔɾʏks̠
orānī	ɔɾaːniː
orātae	ɔɾaːt̪ae̯
orēas	ɔɾeːas̠
orībasius	ɔɾiːbas̠iʊs̠
orīganum	ɔɾiːɡanʊ̃ˑ
orīgine	ɔɾiːɡɪnɛ
orīgināle	ɔɾiːɡɪnaːɫ̪ɛ
orīginālis	ɔɾiːɡɪnaːl̪ɪs̠
orīginālēs	ɔɾiːɡɪnaːɫ̪eːs̠
orīgināria	ɔɾiːɡɪnaːɾia
orīgināria	ɔɾiːɡɪnaːɾiaː
orīgināriam	ɔɾiːɡɪnaːɾiãˑ
orīginārie	ɔɾiːɡɪnaːɾiɛ
orīginārius	ɔɾiːɡɪnaːɾiʊs̠
orīgināriās	ɔɾiːɡɪnaːɾiaːs̠
orīgināriō	ɔɾiːɡɪnaːɾioː
