جي	ɟˈeː
ڪهڙا	kəhˈʌr.aː
ڪوثر	koːsˈʌr
ڪوڙو	kˈoːr.oː
ڪيڏانهن	kˌeːɖaːnəhˈʌn
ڪٿائن	kˌətʰaːˈɪn
گرامي	ɡərˈaːmi
گز	ɡˈʌz
گلوڪار	ɡˌəloːkˈaːr
گوهر	ɡoːhˈʌr
گيٽ	ɡˈeːʈ
گپ	ɡˈʌp
گچيري	ɡəcˈiːri
گھريلو	ɡʰərˈiːloː
ڳائيندا	ɡaːˈiːndaː
ڳالھيون	ɡˌaːlhjˈoːn
ھدايت	hˌədaːˈiːt̪
ھلڪو	həlˈʌkoː
ھيٺئين	hˌeːʈʰˈiːn
ہے	hˈʌeː
آروهي	aːrˈoːhi
آري	ˈaːri
آسا	ˈaːsaː
آلي	ˈaːli
آندائين	ˌaːndaːˈiːn
آنڊي	ˈaːnɖi
آيس	aːˈiːs
آگ	ˈaːɡ
آھيون	aːhjˈoːn
ابوالقاسم	abʋˈaːlqˌaːsəm
ادائگي	ˌadaːˈɪɡi
ادارت	ˌadaːrˈʌt̪
ارنيسٽ	ˌarnisˈʌʈ
اسٽيفن	ˌasʈifˈʌn
اسپتالن	ˌasəpt̪aːlˈʌn
اسڪولي	ˌaskˈoːli
اطلاعات	ˌatlaːˈaːt̪
الفابيٽ	ˌalfaːbˈiːʈ
الهداد	ˌaləhədˈaːd
انتخاب	ˌɪntɪxˈaːb
انفراديت	ˌanəfraːdˈiːt̪
انڊو	ˈɪnɖoː
انکان	ˌankʰˈaːn
اوائل	ˌuːaːˈɪl
اولڊ	uːlˈʌɖ
اوڀرندي	ˌuːbʰərˈʌndi
ايڊ	ˈeːɖ
ايڪسپريس	ˌeːkəsˌəprˈiːs
اٽڪ	aʈˈʌk
اھڙيون	ˌahr.jˈoːn
بااختيار	bˈaːaːxt̪jˌaːr
باقر	bˈaːqər
باليووڊ	bˈaːljʋoːɖ
باگو	bˈaːɡoː
بر	bˈʌr
برفت	bˌərəfˈʌt̪
بلاذري	bˌəlaːzˈʌri
بندرن	bˌəndərˈʌn
بياني	bjˈaːni
بيس	bˈeːs
بينگال	bˈeːnɡaːl
بيٺڪون	bˈeːʈʰkˌoːn
تبليغي	t̪ˌəblˈiːɣi
تحفته	t̪ˌəhəfət̪ˈʌh
تحقيقات	t̪ˌəhqˌiːqˈaːt
تعليمات	t̪ˌaːlimˈaːt
تفھيم	t̪ˌəfhˈiːm
تند	t̪ˈʌnd
تهن	t̪əhˈʌn
توجهه	t̪ˌoːɟəhˈʌh
جمالياتي	ɟˌəmaːljˈaːt̪i
جهڙين	ɟˌəhər.ˈiːn
جوڙيا	ɟˈoːr.jaː
جھڙن	ɟˌəhər.ˈʌn
حادثو	haːdˈʌsoː
حديثن	hˌədisˈʌn
حرم	hərˈʌm
حوض	hˈoːz
خاڪي	xˈaːki
خصوصي	xəʂˈoːʂi
خلجي	xəlˈʌɟi
داؤد	daːˈa͡ʊd
دال	dˈaːl
درين	dərˈiːn
ذھن	zəhˈʌn
رابرٽس	rˌaːbərəʈˈʌs
راحت	raːhˈʌt̪
رفيق	rəfˈiːq
رونما	roːnˈʌmaː
روڳ	rˈoːɡ
ريگستاني	rˌeːɡɪstˈaːni
زبير	zəbˈiːr
زحل	zəhˈʌl
زرداري	zərdˈaːri
سؤٽ	səˈa͡ʊʈ
سالڪن	sˌaːləkˈʌn
ساڪن	saːkˈʌn
سترهن	sˌət̪ərəhˈʌn
سرشار	sˌərʃˈaːr
سرڪي	sərˈʌki
سمهڻ	sˌəməhˈʌɳ
سميجن	sˌəmiɟˈʌn
سندر	səndˈʌr
سهي	sˈʌhi
سواد	sʋˈaːd
سوڀارو	soːbʰˈaːroː
سوڊان	soːɖˈaːn
سوڻ	sˈoːɳ
سينيٽر	sˌeːniʈˈʌr
سڀيئي	səbʰˈiːi
سڌارڪ	sˌədʰaːrˈʌk
سڪ	sˈʌk
شاهراهه	ʃˌaːhəraːhˈʌh
شجرو	ʃəɟˈʌroː
شپ	ʃˈʌp
شڪوه	ʃəkˈoːh
صحرا	ʂəhˈʌraː
صنفون	ʂˌənfˈuːn
ضياء	zjˈaː
طالبان	tˌaːlbˈaːn
طاهر	taːhˈʌr
طنز	tənˈʌz
عالي	ˈaːli
عبارت	abˈaːrət̪
عبدالحسين	ˌabdˌaːləhsˈiːn
عرساڻي	ˌarsˈaːɳi
عروضي	arˈoːzi
عضوو	ˈazʋoː
عمارتي	ˌamaːrˈʌt̪i
عهديدار	ˌahədidˈaːr
عھد	ahˈʌd
غياث	ɣjˈaːs
فراھم	fˌəraːhˈʌm
فصاحت	fˌəʂaːhˈʌt̪
فقہ	fəqˈʌh
فولاد	foːlˈaːd
فيڊرل	fˌeːɖərˈʌl
قانونساز	qˌaːnoːnsˈaːz
لائڻ	laːˈɪɳ
لاس	lˈaːs
لالچند	lˌaːləcˈʌnd
لاهوتي	laːhˈoːt̪i
لاڙن	laːr.ˈʌn
ليٽويا	lˈeːʈʋjaː
لڌيون	lədʰjˈoːn
مامي	mˈaːmi
مانجهند	mˌaːnəɟəhˈʌnd
ماپڻ	maːpˈʌɳ
مثبت	mˌəsəbˈʌt̪
محمدن	mˌəhəmədˈʌn
مخلص	mˌəxəlˈʌʂ
مردم	mərdˈʌm
مروان	mərʋˈaːn
مرچ	mˈʌrc
مزاحمتي	mˌəzaːhəmˈʌt̪i
مشڪن	mˌəʃəkˈʌn
معنائن	mˌaːnaːˈɪn
ملازمن	mˌəlaːzəmˈʌn
ملاوٽ	mˌəlaːˈoːʈ
ملهائيندا	mˌəlhaːˈiːndaː
منجهيل	mˌənəɟˈʌhjal
منطقي	mˌənətˈʌqi
منگول	mənɡˈuːl
مهرن	mˌəhərˈʌn
مهمانن	mˌəhəmaːnˈʌn
موڪليندا	mˌoːklˈiːndaː
ميوزم	mjoːzˈʌm
ميين	mjˈeːn
مٺ	mˈʌʈʰ
مٿيان	mətʰjˈaːn
مھيا	mˈʌhjaː
نئن	nˈʌn
ناٽڪن	nˌaːʈəkˈʌn
ناگپور	nˌaːɡpˈoːr
نجوم	nəɟˈoːm
نزديڪ	nˌəzdˈiːk
نمائندي	nˈʊmaːˈɪndi
نمونيا	nəmˈoːnjaː
نويسي	nʋˈeːsi
هاڪڙي	haːkˈʌr.i
هزاري	həzˈaːri
هلائيندو	hˌəlaːˈiːndoː
هنڌان	həndʰˈaːn
هيروئن	hˌeːroːˈɪn
هٽايو	həʈˈaːjoː
واسي	ʋˈaːsi
وراثت	ʋˌəraːsˈʌt̪
ورلي	ʋərˈʌli
ورھائجي	ʋˌərhaːˈɪɟi
وفائي	ʋəfˈaːi
وهنوار	ʋˌəhənʋˈaːr
ووٽن	ʋoːʈˈʌn
ويجهه	ʋˌeːɟəhˈʌh
ويسر	ʋeːsˈʌr
ويڪرا	ʋeːkˈʌraː
وٺرائي	ʋˌəʈʰrˈaːi
وڪيلن	ʋˌəkilˈʌn
وھندڙ	ʋˌəhəndˈʌr.
يونيسڪو	jˌoːnisˈʌkoː
ٺارو	ʈʰˈaːroː
ٺاھيون	ʈʰaːhjˈoːn
ٻولهه	bˌoːləhˈʌh
ٻوڙن	boːr.ˈʌn
ٻھ	bˈʌh
ٽرين	ʈərˈiːn
ٽوپي	ʈˈoːpi
ٽيئي	ʈˈeːi
ٽيمن	ʈeːmˈʌn
ٽيمون	ʈeːmˈoːn
ٽپي	ʈˈʌpi
ٽڪنڊي	ʈəkˈʌnɖi
پاتل	paːt̪ˈʌl
پاتي	pˈaːt̪i
پال	pˈaːl
پالنا	paːlˈʌnaː
پاليسيون	pˌaːlisjˈoːn
پاڇو	pˈaːcʰoː
پذيرائي	pˌəzirˈaːi
پروسيسنگ	pˌəroːsisˈʌnɡ
پلان	pəlˈaːn
پناهگيرن	pˌənaːhˌəɡirˈʌn
پنجاھ	pˌənɟˈaːh
پنهنجيون	pʌ̃hnɟjˈoːn
پنڊ	pˈʌnɖ
پورچوگال	pˌoːrcoːɡˈaːl
پوش	pˈoːʃ
پوٽن	poːʈˈʌn
پيدائشي	pˌeːdaːˈɪʃi
پيري	pˈeːri
پيوتن	pjoːt̪ˈʌn
پھچائڻ	pˌəhcaːˈɪɳ
ٿانو	tʰˈaːnoː
ٿهيم	ʈəhˈiːm
ڀونگر	bʰoːnɡˈʌr
ڀينرن	bʰˌeːnərˈʌn
چاڳلا	caːɡˈʌlaː
چونڊيا	cˈoːnɖjaː
ڇانگ	cʰˈaːnɡ
ڇوڏا	cʰˈoːɖaː
ڇوڪرو	cʰoːkˈʌroː
ڇپائيندڙ	cʰˌəpaːindˈʌr.
ڇڏبو	cʰˌəɖbˈoː
ڊولپمينٽ	ɖˌoːləpminˈʌʈ
ڊيلٽا	ɖeːlˈʌʈaː
ڌوئڻ	dʰoːˈɪɳ
ڏار	ɖˈaːr
ڏير	ɖˈeːr
ڦرڙين	pʰˌərr.ˈiːn
ڦٽو	pʰˈʌʈoː
ڦڪي	pʰˈʌki
کاڌ	kʰˈaːdʰ
کاڌا	kʰˈaːdʰaː
کيڏڻ	kʰeːɖˈʌɳ
ڪاروائي	kaːrʋˈaːi
ڪارونجهر	kˌaːroːnˌəɟəhˈʌr
ڪافرن	kˌaːfərˈʌn
ڪاڇو	kˈaːcʰoː
ڪرائيندا	kˌəraːˈiːndaː
ڪرنٽ	kˌərənˈʌʈ
ڪشمڪش	kˌəʃəməkˈʌʃ
ڪمائڻ	kˌəmaːˈɪɳ
ڪميونزم	kˌəmjoːnəzˈʌm
ڪنڊياري	kənɖjˈaːri
ڪيرت	keːrˈʌt̪
ڪيمپ	kˈeːmp
ڪيڙن	keːr.ˈʌn
گذارو	ɡəzˈaːroː
گهراڻن	ɡˌəhəraːɳˈʌn
گورنرن	ɡˌoːrənərˈʌn
گيهه	ɡeːhˈʌh
گھاٽي	ɡʰˈaːʈi
گھوٽڪي	ɡʰoːʈˈʌki
ڳالهايون	ɡˌaːlhaːjˈoːn
ڳجھارت	ɡˌəɟhaːrˈʌt̪
ھلندي	həlˈʌndi
ھموار	həmʋˈaːr
ھميشه	hˌəmiʃˈʌh
ھميشہ	hˌəmiʃˈʌh
ھٿيارن	hˌətʰjaːrˈʌn
ھڏين	həɖˈiːn
آئن	aːˈɪn
آئيويٽا	aːjʋˈiːʈaː
آبدوز	ˌaːbdˈoːz
آفت	aːfˈʌt̪
آچار	aːcˈaːr
اتحادين	ˌat̪haːdˈiːn
اتهاس	ˌat̪hˈaːs
اسٽئنڊرڊ	ˌasəʈˌənɖərˈʌɖ
اسٽوڊيو	ˌasʈˈoːɖjoː
اسپيشل	ˌaspiʃˈʌl
اصلوڪي	ˌaʂlˈoːki
المقدس	ˌaləmˌəqədˈʌs
انفارميشن	ˌanfˌaːrmiʃˈʌn
انفيڪشن	ˌanfˌiːkəʃˈʌn
انوکو	anˈoːkʰoː
انڪشاف	ˌanəkʃˈaːf
اوپن	uːpˈʌn
اوڏانهن	ˌuːɖaːnəhˈʌn
ايشور	eːʃˈoːr
ايٽم	eːʈˈʌm
ايڊيوڪيشن	ˌeːɖjoːkiʃˈʌn
بارٽل	bˈaːrəʈˌəl
باس	bˈaːs
باهمي	bˈaːhəmˌiː
بجا	bˈʌɟaː
بدلائڻ	bˌədlaːˈɪɳ
برھمڻ	bˌərəhəmˈʌɳ
بيهن	bˈeːhən
بڻ	bˈʌɳ
تاجر	t̪aːɟˈʌr
تذڪرو	t̪ˌəzəkˈʌroː
ترتيبوار	t̪ˌərt̪ibʋˈaːr
تعظيم	t̪aːʐˈiːm
تقي	t̪ˈʌqi
تمغو	t̪əmˈʌɣoː
تندون	t̪əndˈuːn
تولد	t̪oːlˈʌd
تڪڙو	t̪əkˈʌr.oː
تڪڙي	t̪əkˈʌr.i
ج	ɟˈiːm
جامعه	ɟaːmˈaːh
جانچ	ɟˈaːnc
جاگيردارن	ɟˌaːɡirdaːrˈʌn
جس	ɟˈʌs
جملا	ɟˈʊmlaː
جنگن	ɟənɡˈʌn
جهونا	ɟəhˈoːnaː
جوائنٽ	ɟˈaʋaːˈɪnəʈ
جواني	ɟˈaʋaːnˌiː
جويو	ɟʋjˈoː
جوڙو	ɟˈoːr.oː
جيد	ɟˈeːd
جھلم	ɟˌəhəlˈʌm
حيوانن	hjʋaːnˈʌn
حڪمن	hˌəkəmˈʌn
خانقاهه	xˌaːnqaːhˈʌh
خدمتگار	xˌədəmˌət̪ɡˈaːr
خصوصيتون	xˌəʂoːʂit̪ˈoːn
خطبو	xˌətbˈoː
دارالعلوم	dˌaːraːlaːlˈoːm
داغن	daːɣˈʌn
درحقيقت	dˌərəhqiqˈʌt̪
دشمني	dˌəʃəmˈʌni
دلگير	dˌəlɡˈiːr
دٻائڻ	dˌəbaːˈɪɳ
ذخيرن	zˌəxirˈʌn
ذرڙن	zˌərər.ˈʌn
ذمي	zˈʌmi
ذميدار	zˌəmidˈaːr
راتين	raːt̪ˈiːn
رشتن	rəʃt̪ˈʌn
رشتو	rˈʌʃt̪oː
روزا	rˈoːzaː
رويي	rʋjˈeː
ريتون	reːt̪ˈoːn
ريڊيي	rˈeːɖji
زخم	zəxˈʌm
سادا	sˈaːdaː
سالم	saːlˈʌm
ساڃاهه	sˌaːɲaːhˈʌh
سجاد	səɟˈaːd
سرمايو	sˌərmˈaːjoː
سمٿ	səmˈʌʈ
سوئيڊن	sˌoːiɖˈʌn
سوکڙي	soːkʰˈʌr.i
سيٽن	seːʈˈʌn
سٺن	səʈʰˈʌn
سپرنٽينڊنٽ	sˌəpərˌənʈˌiːnɖənˈʌʈ
سڃاڻي	səɲˈaːɳi
سڊني	səɖˈʌni
سگھندي	səɡʰˈʌndi
شخصن	ʃˈaxʂn
صلاحيتون	ʂˌəlaːhit̪ˈoːn
صلعم	ʂəlˈaːm
صنعتون	ʂˌənaːt̪ˈoːn
طريقيڪار	tˌəriqikˈaːr
عبدالخالق	ˌabdˌaːlxaːlˈʌq
عبدالمطلب	ˌabdˌaːləmˌətəlˈʌb
عرفان	ˌarfˈaːn
علامتون	ˌalaːmt̪ˈoːn
عيال	ajˈaːl
غنيمت	ɣˌənimˈʌt̪
فائلم	fˌaːɪlˈʌm
فبروري	fˌəbrˈuːri
فلاسافر	fˌəlaːsaːfˈʌr
ق	qˈaːf
قبيلائي	qəbˈiːlaːˌiː
قسمين	qˌəsmˈiːn
قطارن	qˌətaːrˈʌn
لاڙا	lˈaːr.aː
لبرل	lˌəbərˈʌl
لتا	lˈʌt̪aː
لهرون	lˌəhərˈuːn
لڳنديون	lˌəɡndjˈoːn
لڳولڳ	lˌəɡoːlˈʌɡ
ماترائن	mˌaːt̪raːˈɪn
ماروي	mˈaːrʋi
متضاد	mˌət̪zˈaːd
محرڪ	mˌəhərˈʌk
مدرسا	mˌədərˈʌsaː
مصور	məʂˈoːr
مضبوطي	mˌəzbˈuːti
مطمئن	mˌətəmˈʌn
معاشرن	mˌaːʃərˈʌn
معيشيت	mˌaːiʃˈiːt̪
مقابلن	mˌəqaːbəlˈʌn
منجهانئس	mˌənəɟhaːnˈʌs
منهنجا	mˌənəhənˈʌɟaː
مورتي	moːrˈʌt̪i
موڪليل	moːkˈʌljal
ميراڻي	meːrˈaːɳi
مينهون	mˌeːnhˈoːn
ميونسپالٽي	mjˌoːnsəpaːlˈʌʈi
مٺاڻ	məʈʰˈaːɳ
مڙئي	mər.ˈʌi
مھر	məhˈʌr
نائو	nˈaːoː
نالين	naːlˈiːn
نان	nˈaːn
نبين	nəbˈiːn
نثار	nəsˈaːr
نديم	nədˈiːm
نذير	nəzˈiːr
نصر	nəʂˈʌr
نظارن	nˌəʐaːrˈʌn
ننڍڙيون	nˌənəɖʰr.jˈoːn
نورجهان	nˌoːrəɟhˈaːn
هائڊروجن	hˌaːɪɖroːɟˈʌn
هدايتون	hˌədaːit̪ˈoːn
هرچند	hərcˈʌnd
هرگز	hˌərəɡˈʌz
هول	hˈoːl
هيستائين	hˌeːst̪aːˈiːn
هڙتال	hˌər.t̪ˈaːl
والٽئر	ʋˌaːləʈˈʌr
واهي	ʋˈaːhi
وايومنڊل	ʋˌaːjoːmənɖˈʌl
وسندڙ	ʋˌəsəndˈʌr.
ونيونٽ	ʋˌənjoːnˈʌʈ
وچن	ʋəcˈʌn
وڌندا	ʋədʰˈʌndaː
وڌيون	ʋədʰjˈoːn
ياتري	jaːt̪ˈʌri
ٺري	ʈʰˈʌri
ٺهندا	ʈʰəhˈʌndaː
ٻارھين	bˌaːrhˈiːn
ٻاويهه	bˌaːʋihˈʌh
ٻرهل	bˌərəhˈʌl
ٻوليء	bˈoːli
ٻچو	bˈʌcoː
ٽائيلن	ʈˌaːilˈʌn
ٽوڙ	ʈˈoːr.
ٽيچر	ʈeːcˈʌr
پان	pˈaːn
پت	pˈʌt̪
پرواز	pərʋˈaːz
پريميئر	pˌərimiˈɪr
پرچي	pˈʌrci
پنو	pˈʌnoː
پهچندي	pˌəhəcˈʌndi
پورهيتن	pˌoːrhit̪ˈʌn
پيرزادي	pˌeːrzˈaːdi
پيروڪار	pˌeːroːkˈaːr
پيمائش	pˌeːmaːˈɪʃ
پيڇو	pˈeːcʰoː
پڄاڻي	pəɟˈaːɳi
پڇا	pˈʌcʰaː
پڙھي	pˈʌr.hi
ٿلھي	ʈəlˈʌhi
ٿورڙو	tʰoːrˈʌr.oː
ٿياسافيڪل	tʰjˌaːsaːfikˈʌl
ٿينس	tʰˈeːns
ڀاشا	bʰˈaːʃaː
ڄاڻن	ɟaːɳˈʌn
چئنلن	cˌənəlˈʌn
چارئي	caːrˈʌi
چانڊيا	cˈaːnɖjaː
چشمي	cəʃˈʌmi
چمپا	cˈʌmpaː
چمڪ	cəmˈʌk
چهري	cəhˈʌri
چوماسي	coːmˈaːsi
چونديون	coːndjˈoːn
چڙهائي	cˌər.hˈaːi
ڇڏائڻ	cʰˌəɖaːˈɪɳ
ڇڪ	cʰˈʌk
ڇڻي	cʰˈʌɳi
ڊجيٽل	ɖˌəɟiʈˈʌl
ڌوم	dʰˈoːm
ڍاڪا	ɖʰˈaːkaː
ڏاڍيون	ɖaːɖʰjˈoːn
ڏاڙهون	ɖˌaːr.hˈoːn
ڏاڪا	ɖˈaːkaː
ڏبو	ɖəbˈoː
ڏهون	ɖəhˈoːn
ڦھليل	pʰəhˈʌljal
ڪام	kˈaːm
ڪاٽن	kaːʈˈʌn
ڪاٿي	kˈaːtʰi
ڪرائجي	kˌəraːˈɪɟi
ڪويتا	kʋˈeːt̪aː
ڪوڙهه	kˌoːr.əhˈʌh
ڪيميا	kˈeːmjaː
ڪيمپس	keːmpˈʌs
ڪيپيٽل	kˌeːpiʈˈʌl
ڪپتان	kˌəpt̪ˈaːn
ڪپر	kəpˈʌr
ڪچهرين	kˌəcəhərˈiːn
گجر	ɡəɟˈʌr
گذرندڙ	ɡˌəzərəndˈʌr.
گريجوئيٽ	ɡˌəriɟoːˈiːʈ
گشت	ɡˈʌʃt̪
گهران	ɡˌəhərˈaːn
گهوڙو	ɡəhˈoːr.oː
گورک	ɡoːrˈʌkʰ
گپت	ɡəpˈʌt̪
گڏو	ɡˈʌɖoː
گھڻائي	ɡʰəɳˈaːi
ڳنڍيون	ɡˌənɖʰjˈoːn
ھائر	haːˈɪr
ھاري	hˈaːri
ھاڻوڪي	haːɳˈoːki
آبادڪاري	aːbˈaːdkˌaːri
آبھوا	aːbˈʌhʋaː
آقا	ˈaːqaː
آهيو	ˈaːhjoː
آيتن	ˌaːit̪ˈʌn
احاطي	ahˈaːti
اداره	ˌadaːrˈʌh
اسانجي	ˌasaːnˈʌɟi
استقبال	ˌɪstɪqbˈaːl
اسلامڪ	ˌɪslˈaːmk
اسڪاٽ	ˌaskˈaːʈ
اشاري	aʃˈaːri
الحرام	ˌaləhrˈaːm
الشان	ˌalʃˈaːn
الوجود	ˌaloːɟˈoːd
الوحيد	ˌaloːhˈiːd
الوداع	alˈoːdaː
اماڻيو	amˈaːɳjoː
امجد	ˌaməɟˈʌd
اولياء	ˈuːljaː
اونهو	uːnˈʌhoː
اوچتي	uːcˈʌt̪i
ايني	ˈeːni
ايپليڪيشن	ˌeːplˌiːkiʃˈʌn
اڀريو	abʰˈʌrjoː
اڄڪلھ	ˌaɟəkəlˈʌh
اڇلائي	ˌacʰlˈaːi
اڏام	aɖˈaːm
اڏامي	aɖˈaːmi
اڏيري	aɖˈiːri
اڪثريتي	ˌakəsrˈiːt̪i
اگهن	ˌaɡəhˈʌn
اڻويهين	ˌaɳʋihˈiːn
باد	bˈaːd
باغبان	bˈaːɣbˈaːn
بالٽڪ	bˈaːləʈˌək
بايزيد	bˈaːizˌiːd
باڪس	bˈaːkəs
بجي	bˈʌɟi
برهما	bˌərəhˈʌmaː
بروھي	bərˈoːhi
بلور	bəlˈoːr
بيجنگ	bˈeːɟənɡ
بيسنت	bˈeːsənˌət̪
بيڪس	bˈeːkəs
تاڪ	t̪ˈaːk
ترقياتي	t̪ˌərqjˈaːt̪i
تصويري	t̪əʂʋˈiːri
تلقين	t̪ˌəlqˈiːn
تناظر	t̪ˌənaːʐˈʌr
تڪرارن	t̪ˌəkraːrˈʌn
جاوا	ɟˈaːʋaː
جبري	ɟəbˈʌri
جميل	ɟˈʌmjal
جهونو	ɟəhˈoːnoː
جوابي	ɟˈaʋaːbˈiː
جينياتي	ɟeːnjˈaːt̪i
حامين	haːmˈiːn
حرام	hərˈaːm
حروف	hərˈoːf
حماد	həmˈaːd
حواس	hʋˈaːs
حياتيات	hjˌaːt̪iˈaːt
حيدري	heːdˈʌri
خانصاحب	xˌaːnʂaːhˈʌb
خانہ	xaːnˈʌh
خطا	xˈʌtaː
خميس	xəmˈiːs
خوان	xʋˈaːn
خيرو	xˈeːroː
داري	dˈaːri
دامن	daːmˈʌn
دانهون	dˌaːnhˈoːn
دراني	dərˈaːni
دراوڙن	dˌəraːoːr.ˈʌn
دري	dˈʌri
دعويدار	dˌaːʋidˈaːr
دورا	dˈoːraː
دڪانن	dˌəkaːnˈʌn
رازن	raːzˈʌn
راهو	rˈaːhoː
راين	raːˈiːn
راڳن	raːɡˈʌn
زبانون	zəbˈaːnoːn
زنجير	zˌənɟˈiːr
زڪريا	zəkˈʌrjaː
سادن	saːdˈʌn
سادگي	saːdˈʌɡi
سارين	saːrˈiːn
سازن	saːzˈʌn
ساموئي	saːmˈoːi
سانت	saːnˈʌt̪
سانگھڙ	saːnɡʰˈʌr.
ساڳ	sˈaːɡ
سبز	səbˈʌz
ستاره	sɪtˈaːrh
سفارتڪاري	sˌəfaːrˌət̪kˈaːri
سلسلا	sˈɪlsˌɪlaː
سمجھن	sˌəməɟəhˈʌn
سنگهار	sˌənɡəhˈaːr
سهارو	səhˈaːroː
سهڪاري	sˌəhəkˈaːri
سوئر	soːˈɪr
سوم	sˈoːm
سونھن	sˈoːnhn
سيلون	seːlˈoːn
سينيما	seːnˈiːmaː
سيڙپ	seːr.ˈʌp
سيڪيورٽي	sˌeːkjoːrˈʌʈi
سٿ	sˈʌʈ
سڃاتي	səɲˈaːt̪i
سڃاڻڻ	sˌəɲaːɳˈʌɳ
سڌا	sˈʌdʰaː
سگهڻ	sˌəɡəhˈʌɳ
سگھندا	səɡʰˈʌndaː
شامي	ʃˈaːmi
شاهاڻي	ʃaːhˈaːɳi
شبير	ʃəbˈiːr
شل	ʃˈʌl
شمر	ʃəmˈʌr
شيء	ʃˈeː
شھريت	ʃˌəhrˈiːt̪
صفراوي	ʂˌəfrˈaːʋi
طبعزاد	təbˈaːzaːd
عابد	aːbˈʌd
عراقي	arˈaːqi
علاوہ	ˌalaːˈoːh
غزنوي	ɣəzˈʌnʋi
فقري	fəqˈʌri
فيئر	feːˈɪr
فيشن	feːʃˈʌn
فيصد	feːʂˈʌd
فيضياب	feːzjˈaːb
قادن	qaːdˈʌn
قاعدي	qˈaːjdi
قافلا	qaːfˈʌlaː
قافيه	qaːfˈiːh
قوتون	qoːt̪ˈoːn
لنڊ	lˈʌnɖ
لهه	ləhˈʌh
لکپڙهه	lˌəkʰəpˌər.əhˈʌh
لڪائي	ləkˈaːi
لڳايل	ləɡˈaːjal
ماليڪيول	mˌaːlikjˈoːl
مامو	mˈaːmoː
مايا	mˈaːjaː
ماڻيائين	mˌaːɳjaːˈiːn
مثالن	mˌəsaːlˈʌn
مثل	məsˈʌl
مجازي	məɟˈaːzi
مجددي	mˌəɟədˈʌdi
مريم	mərˈiːm
مرچن	mərcˈʌn
مشينون	mˌəʃinˈoːn
مشڪون	mˌəʃkˈuːn
مشھوري	mˌəʃhˈuːri
مصالحو	mˌəʂaːlˈʌhoː
مصرعون	mˌəʂraːˈoːn
مصلحت	mˌəʂələhˈʌt̪
مطابقت	mˌətaːbəqˈʌt̪
مغليه	mˌəɣlˈiːh
ملاقاتون	mˌəlaːqaːt̪ˈoːn
ملاکڙو	mˌəlaːkʰˈʌr.oː
ملتاني	mˌəlt̪ˈaːni
مليريا	məlˈiːrjaː
منتظم	mˌənət̪əʐˈʌm
مهربان	mˌəhərbˈaːn
موٽواڻي	moːʈʋˈaːɳi
ميرصاحب	mˌeːrʂaːhˈʌb
مٺائي	məʈʰˈaːi
مٿاهين	mˌətʰaːhˈiːn
مٿاھين	mˌətʰaːhˈiːn
نائٽروجن	nˌaːʈroːɟˈʌn
نامعلوم	nˌaːmaːlˈoːm
نامياتي	naːmjˈaːt̪i
نمبرن	nˌəmbərˈʌn
نندو	nˈʌndoː
نوي	nʋˈeː
نوڪدار	nˌoːkdˈaːr
نياڻيون	njaːɳjˈoːn
هارڊ	haːrˈʌɖ
هاشمي	haːʃˈʌmi
هاضمي	haːzˈʌmi
هيڊي	hˈeːɖi
هڏي	hˈʌɖi
وارثن	ʋˌaːrəsˈʌn
واسطيدار	ʋˌaːstidˈaːr
واپڊا	ʋaːpˈʌɖaː
وحداني	ʋˌəhdˈaːni
وسائي	ʋəsˈaːi
وعدو	ʋˈaːdoː
ووٽر	ʋoːʈˈʌr
ويتر	ʋeːt̪ˈʌr
ويهاري	ʋeːhˈaːri
وڃائڻ	ʋˌəɲaːˈɪɳ
وڙهندو	ʋˌər.əhˈʌndoː
وڳي	ʋˈʌɡi
وھن	ʋəhˈʌn
يوگنڊا	joːɡˈʌnɖaː
ٺاھيندا	ʈʰaːhˈiːndaː
ٻاهريون	bˌaːhərjˈoːn
ٻڌايا	bədʰˈaːjaː
ٻڌجي	bədʰˈʌɟi
ٻڌن	bədʰˈʌn
ٽماهي	ʈəmˈaːhi
ٽينس	ʈˈeːns
ٽٽل	ʈəʈˈʌl
ٽڪ	ʈˈʌk
پئرس	pərˈʌs
پائوڊر	pˌaːoːɖˈʌr
پائينديون	pˌaːindjˈoːn
پراسرار	pˌəraːsrˈaːr
پرامن	pˌəraːmˈʌn
پرسرام	pˌərəsrˈaːm
پرڻو	pərˈʌɳoː
پهاڙ	pəhˈaːr.
پهاڪا	pəhˈaːkaː
پهر	pəhˈʌr
پورائي	poːrˈaːi
پيالو	pjˈaːloː
پيسا	pˈeːsaː
پيشڪش	pˌeːʃəkˈʌʃ
پينٽنگ	pˌeːnəʈˈʌnɡ
پٿري	pəʈˈʌri
پڙهيائين	pˌər.hjaːˈiːn
پڪين	pəkˈiːn
پڪيون	pəkjˈoːn
پڪڙڻ	pˌəkər.ˈʌɳ
پڳدار	pˌəɡdˈaːr
پڻي	pˈʌɳi
ڀنگ	bʰˈʌnɡ
ڀوپال	bʰoːpˈaːl
چال	cˈaːl
چالاڪ	caːlˈaːk
چاڙھي	cˈaːr.hi
چوٽيون	coːʈjˈoːn
چوڏهين	cˌoːɖhˈiːn
چوڏھين	cˌoːɖhˈiːn
چيٽ	cˈeːʈ
چٽا	cˈʌʈaː
چٽيل	cˈʌʈjal
