а	ɑ
одеса	ɔdɛsɐ
один	ɔdɪn
одинадцятий	ɔdenɑd͡zʲt͡sʲɐtei̯
одинадцять	ɔdenɑd͡zʲt͡sʲɐtʲ
одна	ɔdnɑ
однина	ɔdnenɑ
одно	ɔdnɔ
одноголосний	ɔdnɔɦɔɫɔsnei̯
однозначний	ɔdnɔznɑt͡ʃnei̯
однозначно	ɔdnɔznɑt͡ʃnɔ
однокласник	ɔdnɔkɫɑsnek
однокласниця	ɔdnɔkɫɑsnet͡sʲɐ
одноманітний	ɔdnɔmɐnʲitnei̯
одномовний	ɔdnɔmɔu̯nei̯
одномовність	ɔdnɔmɔu̯nʲisʲtʲ
одноокий	ɔdnɔɔkei̯
одноплемінник	ɔdnɔpɫemʲinːek
одноповерховий	ɔdnɔpɔʋerxɔʋei̯
одностатевий	ɔdnɔstɐtɛʋei̯
одночасний	ɔdnɔt͡ʃɑsnei̯
одночасно	ɔdnɔt͡ʃɑsnɔ
одночасність	ɔdnɔt͡ʃɑsʲnʲisʲtʲ
одношлюбний	ɔdnoʃlʲubnei̯
одношлюбність	ɔdnoʃlʲubnʲisʲtʲ
одружуватися	odruʒʊʋɐtesʲɐ
одуд	ɔdʊd
одужати	oduʒɐte
одужувати	oduʒʊʋɐte
одяг	ɔdʲɐɦ
одягати	ɔdʲɐɦɑte
одягатися	ɔdʲɐɦɑtesʲɐ
одягнути	ɔdʲɐɦnute
одягти	ɔdʲɐɦtɪ
ожина	ɔʒɪnɐ
озброювати	ɔzbrɔjʊʋɐte
озброїти	ɔzbrɔjite
озеро	ɔzerɔ
озерце	ɔzert͡sɛ
озерце	ɔzɛrt͡se
озимий	ɔzɪmei̯
озимі	ɔzɪmʲi
ознайомлення	ɔznɐjɔmɫenʲːɐ
ознака	ɔznɑkɐ
означати	ɔznɐt͡ʃɑte
океан	ɔkeɑn
око	ɔkɔ
окремий	ɔkrɛmei̯
окрім	okrʲim
окріп	okrʲip
оксамит	ɔksɐmɪt
оксана	ɔksɑnɐ
окуляри	ɔkʊlʲɑre
окупант	ɔkʊpɑnt
окупаційний	ɔkʊpɐt͡sʲii̯nei̯
окупація	ɔkʊpɑt͡sʲijɐ
окупувати	ɔkʊpʊʋɑte
оладка	ɔɫɑdkɐ
оладок	ɔɫɑdɔk
олег	ɔɫɛɦ
олександр	ɔɫeksɑndr
олена	ɔɫɛnɐ
оленина	ɔɫenɪnɐ
олень	ɔɫenʲ
олива	ɔɫɪʋɐ
олин	ɔɫen
олово	ɔɫɔwɔ
ольга	ɔlʲɦɐ
олівець	ɔlʲiʋɛt͡sʲ
олігарх	ɔlʲiɦɑrx
олігархічний	ɔlʲiɦɐrxʲit͡ʃnei̯
олігархія	ɔlʲiɦɑrxʲijɐ
олімпіада	ɔlʲimpʲiɑdɐ
олія	olʲijɐ
оман	ɔmɑn
омбудсмен	ɔmbʊd͡zsmɛn
омела	ɔmeɫɑ
омела	ɔmɛɫɐ
омлет	ɔmɫɛt
онколог	ɔnkɔɫɔɦ
онкологічний	ɔnkɔɫoɦʲit͡ʃnei̯
онкологія	ɔnkɔɫɔɦʲijɐ
онтологічний	ɔntɔɫoɦʲit͡ʃnei̯
онтологія	ɔntɔɫɔɦʲijɐ
онук	onuk
онука	onukɐ
опановувати	ɔpɐnɔwʊʋɐte
опанувати	ɔpɐnʊʋɑte
опариш	ɔpɑreʃ
опера	ɔperɐ
операція	ɔperɑt͡sʲijɐ
опис	ɔpes
описати	ɔpesɑte
описовий	ɔpesɔʋei̯
описувати	ɔpɪsʊʋɐte
опитати	ɔpetɑte
опитувати	ɔpɪtʊʋɐte
оповідання	ɔpɔʋʲidɑnʲːɐ
оповідати	ɔpɔʋʲidɑte
оповісти	ɔpɔʋʲistɪ
оподатковувати	ɔpɔdɐtkɔwʊʋɐte
оподаткувати	ɔpɔdɐtkʊʋɑte
опозиційний	ɔpɔzet͡sʲii̯nei̯
опозиція	ɔpɔzɪt͡sʲijɐ
опонент	ɔpɔnɛnt
оприлюднити	ɔprelʲudnete
оприлюднювати	ɔprelʲudʲnʲʊʋɐte
оптика	ɔptekɐ
оптимальний	ɔptemɑlʲnei̯
оптимізм	ɔptemʲizm
оптимістичний	ɔptemʲistɪt͡ʃnei̯
оптична	ɔptɪt͡ʃnɐ
оптичний	ɔptɪt͡ʃnei̯
опубліковувати	ɔpʊblʲikɔwʊʋɐte
опублікувати	ɔpʊblʲikʊʋɑte
опір	ɔpʲir
оранжевий	ɔrɑnʒeʋei̯
оранжерея	ɔrɐnʒerɛjɐ
орбіт	orbʲit
орбіта	orbʲitɐ
орбітам	orbʲitɐm
орбітами	orbʲitɐme
орбітах	orbʲitɐx
орбіти	orbʲite
орбітою	orbʲitɔjʊ
орбіту	orbʲitʊ
орбіті	orbʲitʲi
оргазм	ɔrɦɑzm
орган	ɔrɦɐn
орган	ɔrɦɑn
органи	ɔrɦɐne
органи	ɔrɦɑne
органів	ɔrɦɐnʲiu̯
органів	ɔrɦɑnʲiu̯
організатор	ɔrɦɐnʲizɑtɔr
організаторка	ɔrɦɐnʲizɑtɔrkɐ
організацій	ɔrɦɐnʲizɑt͡sʲii̯
організаційний	ɔrɦɐnʲizɐt͡sʲii̯nei̯
організацію	ɔrɦɐnʲizɑt͡sʲijʊ
організація	ɔrɦɐnʲizɑt͡sʲijɐ
організаціям	ɔrɦɐnʲizɑt͡sʲijɐm
організаціями	ɔrɦɐnʲizɑt͡sʲijɐme
організаціях	ɔrɦɐnʲizɑt͡sʲijɐx
організаціє	ɔrɦɐnʲizɑt͡sʲije
організацією	ɔrɦɐnʲizɑt͡sʲijejʊ
організації	ɔrɦɐnʲizɑt͡sʲiji
організм	ɔrɦɐnʲizm
організми	ɔrɦɐnʲizme
організмів	ɔrɦɐnʲizʲmʲiu̯
організована	ɔrɦɐnʲizɔʋɐnɐ
організований	ɔrɦɐnʲizɔʋɐnei̯
організовувати	ɔrɦɐnʲizɔwʊʋɐte
організувати	ɔrɦɐnʲizʊʋɑte
органічна	ɔrɦɐnʲit͡ʃnɐ
органічний	ɔrɦɐnʲit͡ʃnei̯
орден	ɔrden
орел	ɔrɛɫ
оренда	ɔrɛndɐ
оригінальний	ɔreɦʲinɑlʲnei̯
оригінальність	ɔreɦʲinɑlʲnʲisʲtʲ
орнітологічний	ɔrnʲitɔɫoɦʲit͡ʃnei̯
орнітологія	ɔrnʲitɔɫɔɦʲijɐ
орудний	orudnei̯
орфографічний	ɔrfɔɦrɐfʲit͡ʃnei̯
орієнтація	ɔrʲijentɑt͡sʲijɐ
орієнтувати	ɔrʲijentʊʋɑte
оса	ɔsɑ
освіжати	ɔsʲʋʲiʒɑte
освіжити	ɔsʲʋʲiʒɪte
освіта	ɔsʲʋʲitɐ
освітній	ɔsʲʋʲitʲnʲii̯
освітологія	ɔsʲʋʲitɔɫɔɦʲijɐ
освічений	ɔsʲʋʲit͡ʃenei̯
осел	ɔsɛɫ
оселедець	ɔseɫɛdet͡sʲ
осердя	ɔsɛrdʲɐ
осло	ɔsɫɔ
осмислити	ɔsmɪsɫete
осмислювати	ɔsmɪsʲlʲʊʋɐte
основа	ɔsnɔʋɐ
основний	ɔsnɔu̯nɪi̯
основному	ɔsnɔu̯nɔmʊ
особа	ɔsɔbɐ
особистий	ɔsɔbɪstei̯
особисто	ɔsɔbɪstɔ
особистість	ɔsɔbɪsʲtʲisʲtʲ
особливий	ɔsɔbɫɪʋei̯
особливо	ɔsɔbɫɪwɔ
особливість	ɔsɔbɫɪʋʲisʲtʲ
особовий	ɔsɔbɔʋei̯
останній	ɔstɑnʲːii̯
остаточний	ɔstɐtɔt͡ʃnei̯
острів	ɔstʲrʲiu̯
ось	ɔsʲ
осінній	osʲinʲːii̯
осінь	ɔsʲinʲ
отава	ɔtɑʋɐ
отаман	ɔtɑmɐn
отвір	ɔtʲʋʲir
отець	ɔtɛt͡sʲ
отже	ɔdʒe
оточення	ɔtɔt͡ʃenʲːɐ
оточити	ɔtɔt͡ʃɪte
оточувати	ɔtɔt͡ʃʊʋɐte
отримати	ɔtrɪmɐte
отримувати	ɔtrɪmʊʋɐte
отруйний	otrui̯nei̯
отрута	otrutɐ
отруїти	ɔtrʊjite
офіра	ofʲirɐ
офіс	ɔfʲis
офісний	ɔfʲisnei̯
офіціант	ɔfʲit͡sʲiɑnt
офіціантка	ɔfʲit͡sʲiɑntkɐ
офіційний	ɔfʲit͡sʲii̯nei̯
охопити	ɔxɔpɪte
охоплювати	ɔxɔplʲʊʋɐte
охорона	ɔxɔrɔnɐ
охоронець	ɔxɔrɔnet͡sʲ
охоронити	ɔxɔrɔnɪte
охороняти	ɔxɔrɔnʲɑte
охра	ɔxrɐ
оце	ɔt͡sɛ
оцей	ɔt͡sɛi̯
оцет	ɔt͡set
оцим	ɔt͡sɪm
оцими	ɔt͡sɪme
оцих	ɔt͡sɪx
оцього	ɔt͡sʲɔɦɔ
оцьому	ɔt͡sʲomu
оцю	ot͡sʲu
оця	ɔt͡sʲɑ
оці	ot͡sʲi
оцій	ot͡sʲii̯
оцім	ot͡sʲim
оцінити	ɔt͡sʲinɪte
оцінка	ot͡sʲinkɐ
оцінювати	ot͡sʲinʲʊʋɐte
оцією	ɔt͡sʲijɛjʊ
оцієї	ɔt͡sʲijɛji
очевидець	ɔt͡ʃeʋɪdet͡sʲ
очевидиця	ɔt͡ʃeʋɪdet͡sʲɐ
очевидно	ɔt͡ʃeʋɪdnɔ
очеревина	ɔt͡ʃerɛʋenɐ
очерет	ɔt͡ʃerɛt
очиці	ɔt͡ʃɪt͡sʲi
очко	ɔt͡ʃkɔ
очолити	ɔt͡ʃɔɫete
очолювати	ɔt͡ʃɔlʲʊʋɐte
очі	ɔt͡ʃʲi
очікувати	ot͡ʃʲikʊʋɐte
оштрафувати	ɔʃtrɐfʊʋɑte
ощасливити	ɔʃt͡ʃɐsɫɪʋete
ощасливлювати	ɔʃt͡ʃɐsɫɪu̯lʲʊʋɐte
п'ядун	pjɐdun
п'яний	pjɑnei̯
п'ята	pjɐtɑ
п'ята	pjɑtɐ
п'ятдесят	pjɐddesʲɑt
п'ятдесят	pjɐdesʲɑt
п'ятдесятий	pjɐddesʲɑtei̯
п'ятеро	pjɑterɔ
п'ятий	pjɑtei̯
п'ятисот	pjɐtesɔt
п'ятисотий	pjɐtesɔtei̯
п'ятнадцятий	pjɐtnɑd͡zʲt͡sʲɐtei̯
п'ятнадцять	pjɐtnɑd͡zʲt͡sʲɐtʲ
п'ятниця	pjɑtnet͡sʲɐ
п'ятсот	pjɐt͡sɔt
п'ять	pjɑtʲ
п'єса	pjɛsɐ
павза	pɑu̯zɐ
павич	pɐʋɪt͡ʃ
павук	pɐwuk
павутина	pɐwʊtɪnɐ
падати	pɑdɐte
падь	pɑdʲ
пазл	pɑzɫ
пакет	pɐkɛt
пакистан	pɐkestɑn
паламар	pɐɫɐmɑr
палати	pɐɫɑte
палац	pɐɫɑt͡s
палестина	pɐɫestɪnɐ
палестинець	pɐɫestɪnet͡sʲ
палестинка	pɐɫestɪnkɐ
палестинський	pɐɫestɪnʲsʲkei̯
палець	pɑɫet͡sʲ
паливний	pɑɫeu̯nei̯
паливо	pɑɫewɔ
палити	pɐɫɪte
палиця	pɑɫet͡sʲɐ
палка	pɑɫkɐ
паломництво	pɐɫɔmnet͡stwɔ
палтус	pɑɫtʊs
пальто	pɐlʲtɔ
пальчик	pɑlʲt͡ʃek
палітурник	pɐlʲiturnek
пам'ятати	pɐmjɐtɑte
пам'ятний	pɑmjɐtnei̯
пам'ятник	pɑmjɐtnek
пам'ять	pɑmjɐtʲ
паморозь	pɑmɔrɔzʲ
пан	pɑn
панас	pɐnɑs
пандемічний	pɐndemʲit͡ʃnei̯
пандемія	pɐndemʲijɐ
пандус	pɑndʊs
панкреатит	pɐnkreɐtɪt
панпсихізм	pɐnpsexʲizm
панство	pɑnstwɔ
панчоха	pɐnt͡ʃɔxɐ
пані	pɑnʲi
паніка	pɑnʲikɐ
панікер	pɐnʲikɛr
панікерство	pɐnʲikɛrstwɔ
панікувати	pɐnʲikʊʋɑte
панічний	pɐnʲit͡ʃnei̯
папа	pɑpɐ
паперовий	pɐperɔʋei̯
паприка	pɑprekɐ
папуга	pɐpuɦɐ
папір	pɐpʲir
пара	pɑrɐ
парада	pɐrɑdɐ
парадигма	pɐrɐdɪɦmɐ
парадигматичний	pɐrɐdeɦmɐtɪt͡ʃnei̯
парадокс	pɐrɐdɔks
парадоксальний	pɐrɐdɔksɑlʲnei̯
паразит	pɐrɐzɪt
паралель	pɐrɐɫɛlʲ
паралельний	pɐrɐɫɛlʲnei̯
параліч	pɐrɑlʲit͡ʃ
параметр	pɐrɑmetr
параметричний	pɐrɐmetrɪt͡ʃnei̯
парасолька	pɐrɐsɔlʲkɐ
парашут	pɐrɐʃut
парашутизм	pɐrɐʃʊtɪzm
париж	pɐrɪʒ
парижанин	pɐreʒɑnen
парижанка	pɐreʒɑnkɐ
паризький	pɐrɪzʲkei̯
парк	pɑrk
паркан	pɐrkɑn
парламент	pɐrɫɑment
парник	pɐrnɪk
парниковий	pɐrnekɔʋei̯
паровоз	pɐrɔwɔz
пародія	pɐrɔdʲijɐ
пароль	pɐrɔlʲ
пароплав	pɐrɔpɫɑu̯
парта	pɑrtɐ
партнер	pɐrtnɛr
партнерство	pɐrtnɛrstwɔ
партійний	pɐrtʲii̯nei̯
партія	pɑrtʲijɐ
парубок	pɑrʊbɔk
пархоменко	pɐrxɔmenkɔ
парша	pɑrʃɐ
парші	pɑrʃʲi
пасажир	pɐsɐʒɪr
пасажирка	pɐsɐʒɪrkɐ
пасажирський	pɐsɐʒɪrsʲkei̯
пасивний	pɐsɪu̯nei̯
пасивність	pɐsɪu̯nʲisʲtʲ
паспорт	pɑspɔrt
пастернак	pɐsternɑk
пасти	pɑste
пастка	pɑstkɐ
пасіка	pɑsʲikɐ
пасічник	pɑsʲit͡ʃnek
пательня	pɐtɛlʲnʲɐ
патент	pɐtɛnt
патентувати	pɐtentʊʋɑte
патетичний	pɐtetɪt͡ʃnei̯
патина	pɐtɪnɐ
патина	pɑtenɐ
патоген	pɐtɔɦɛn
патогенний	pɐtɔɦɛnːei̯
патологічний	pɐtɔɫoɦʲit͡ʃnei̯
патологія	pɐtɔɫɔɦʲijɐ
патруль	pɐtrulʲ
патріарх	pɐtʲrʲiɑrx
патріотизм	pɐtʲrʲiɔtɪzm
патріотизмові	pɐtʲrʲiɔtɪzmɔʋʲi
патріотизмом	pɐtʲrʲiɔtɪzmɔm
патріотизму	pɐtʲrʲiɔtɪzmʊ
патріотизмі	pɐtʲrʲiɔtɪzʲmʲi
пауз	pɑʊz
пауза	pɑʊzɐ
паузам	pɑʊzɐm
паузами	pɑʊzɐme
паузах	pɑʊzɐx
паузи	pɑʊze
паузою	pɑʊzɔjʊ
паузу	pɑʊzʊ
паузі	pɑʊzʲi
пацалунак	pɐt͡sɐɫunɐk
пацюк	pɐt͡sʲuk
пацієнт	pɐt͡sʲijɛnt
пацієнтка	pɐt͡sʲijɛntkɐ
певний	pɛu̯nei̯
певною	pɛu̯nɔjʊ
педагог	pedɐɦɔɦ
педагогіка	pedɐɦɔɦʲikɐ
педагогічний	pedɐɦoɦʲit͡ʃnei̯
пейзаж	pei̯zɑʒ
пекар	pɛkɐr
пекарень	pekɑrenʲ
пекарка	pɛkɐrkɐ
пекарня	pekɑrnʲɐ
пекарні	pekɑrnʲi
пекло	pɛkɫɔ
пекти	pektɪ
пекін	pekʲin
пелюстка	pelʲustkɐ
пелюстка	pelʲʊstkɑ
пелюшка	pelʲuʃkɐ
пензель	pɛnzelʲ
пенсильванія	penselʲʋɑnʲijɐ
пенсія	pɛnʲsʲijɐ
пень	pɛnʲ
пеніс	pɛnʲis
перга	perɦɑ
пердіти	perdʲite
перебувати	perebʊʋɑte
перебудова	perebʊdɔʋɐ
перебільшити	perebʲilʲʃete
перебільшувати	perebʲilʲʃʊʋɐte
перевага	pereʋɑɦɐ
переважати	pereʋɐʒɑte
переважити	pereʋɑʒete
переважний	pereʋɑʒnei̯
переважно	pereʋɑʒnɔ
переважувати	pereʋɑʒʊʋɐte
перевалити	pereʋɐɫɪte
перевалювати	pereʋɑlʲʊʋɐte
перевантажений	pereʋɐntɑʒenei̯
перевантаження	pereʋɐntɑʒenʲːɐ
перевантаженість	pereʋɐntɑʒenʲisʲtʲ
перевантажити	pereʋɐntɑʒete
перевантажувати	pereʋɐntɑʒʊʋɐte
переведений	pereʋɛdenei̯
перевезення	pereʋɛzenʲːɐ
перевезти	pereʋeztɪ
перевершити	pereʋɛrʃete
перевершувати	pereʋɛrʃʊʋɐte
перевести	pereʋestɪ
перевибори	pereʋɪbɔre
перевидання	pereʋedɑnʲːɐ
перевиховати	pereʋɪxɔʋɐte
перевиховувати	pereʋexɔwʊʋɐte
перевищити	pereʋɪʃt͡ʃete
перевищувати	pereʋɪʃt͡ʃʊʋɐte
переводити	perewɔdete
переводити	perewɔdɪte
перевозити	perewɔzete
переворот	perewɔrɔt
перевізник	pereʋʲiznek
перевірений	pereʋʲirenei̯
перевірити	pereʋʲirete
перевірка	pereʋʲirkɐ
перевірка	perɛʋʲirkɐ
перевіряти	pereʋʲirʲɑte
переглядати	pereɦlʲɐdɑte
переглянути	pereɦlʲɑnʊte
переговори	pereɦɔwɔre
перед	perɛd
перед	pɛred
передбачати	peredbɐt͡ʃɑte
передбачити	peredbɑt͡ʃete
передвиборчий	peredʋɪbɔrt͡ʃei̯
передвоєнний	peredwɔjɛnːei̯
переддень	peredːɛnʲ
передмістя	peredʲmʲisʲtʲɐ
передній	perɛdʲnʲii̯
передова	peredɔʋɑ
передовий	peredɔʋɪi̯
передумати	peredumɐte
передумова	peredʊmɔʋɐ
передумувати	peredumʊʋɐte
передусім	peredʊsʲim
передчасна	pered͡ʒt͡ʃɑsnɐ
передчасний	pered͡ʒt͡ʃɑsnei̯
передчуття	pered͡ʒt͡ʃʊtʲːɑ
передісторія	peredʲistɔrʲijɐ
переживати	pereʒeʋɑte
пережити	pereʒɪte
перезаписати	perezɐpesɑte
перезаписувати	perezɐpɪsʊʋɐte
перейменовувати	perei̯menɔwʊʋɐte
перейменувати	perei̯menʊʋɑte
переклад	perɛkɫɐd
перекладати	perekɫɐdɑte
перекладач	perekɫɐdɑt͡ʃ
перекладачка	perekɫɐdɑt͡ʃkɐ
перекладачки	perekɫɐdɑt͡ʃke
перекладачок	perekɫɐdɑt͡ʃɔk
перекласти	perekɫɑste
переконати	perekɔnɑte
переконувати	perekɔnʊʋɐte
перемир'я	peremɪrjɐ
перемога	peremɔɦɐ
перемістити	peremʲistɪte
переміщати	peremʲiʃt͡ʃɑte
переносний	perenɔsnei̯
переносний	perenɔsnɪi̯
переобирати	pereɔberɑte
переобрання	pereɔbrɑnʲːɐ
переобрати	pereɔbrɑte
переорієнтація	pereɔrʲijentɑt͡sʲijɐ
переорієнтовувати	pereɔrʲijentɔwʊʋɐte
переорієнтувати	pereɔrʲijentʊʋɑte
переосмислити	pereɔsmɪsɫete
переосмислювати	pereɔsmɪsʲlʲʊʋɐte
переоцінити	pereɔt͡sʲinɪte
переоцінювати	pereot͡sʲinʲʊʋɐte
перепросити	pereprɔsɪte
перепрошувати	pereprɔʃʊʋɐte
перепрошую	pereprɔʃʊjʊ
перерва	perɛrʋɐ
перервати	pererʋɑte
переривати	perereʋɑte
пересаджування	peresɑd͡ʒʊʋɐnʲːɐ
пересадка	peresɑdkɐ
переселити	pereseɫɪte
переселяти	pereselʲɑte
переслідувати	peresʲlʲidʊʋɐte
пересічний	peresʲit͡ʃnei̯
пересічний	peresʲit͡ʃnɪi̯
перетворити	peretwɔrɪte
перетворювати	peretwɔrʲʊʋɐte
перетин	perɛten
перетинка	perɛtenkɐ
перехід	perexʲid
перехідний	perexʲidnɪi̯
перець	pɛret͡sʲ
перешийок	pereʃɪjɔk
перешкоджати	pereʃkɔd͡ʒɑte
перешкодити	pereʃkɔdete
перитоніт	peretonʲit
периферія	pereferʲijɐ
перлина	perɫɪnɐ
перо	perɔ
перса	pɛrsɐ
персефона	persefɔnɐ
персидський	persɪd͡zʲsʲkei̯
персонаж	persɔnɑʒ
персональний	persɔnɑlʲnei̯
персонально	persɔnɑlʲnɔ
персоналізувати	persɔnɐlʲizʊʋɑte
персоніфікація	persɔnʲifʲikɑt͡sʲijɐ
персоніфікувати	persɔnʲifʲikʊʋɑte
перспектива	perspektɪʋɐ
перспективний	perspektɪu̯nei̯
перстень	pɛrstenʲ
перський	pɛrsʲkei̯
персія	pɛrsʲijɐ
перукар	perʊkɑr
перукарня	perʊkɑrnʲɐ
перше	pɛrʃe
перший	pɛrʃei̯
першого	pɛrʃɔɦɔ
першокласний	perʃɔkɫɑsnei̯
першомученик	perʃomut͡ʃenek
першомучениця	perʃomut͡ʃenet͡sʲɐ
першість	pɛrʃʲisʲtʲ
період	perʲiɔd
періодизацій	perʲiɔdezɑt͡sʲii̯
періодизацію	perʲiɔdezɑt͡sʲijʊ
періодизація	perʲiɔdezɑt͡sʲijɐ
періодизаціям	perʲiɔdezɑt͡sʲijɐm
періодизаціями	perʲiɔdezɑt͡sʲijɐme
періодизаціях	perʲiɔdezɑt͡sʲijɐx
періодизацією	perʲiɔdezɑt͡sʲijejʊ
періодизації	perʲiɔdezɑt͡sʲiji
періодичний	perʲiɔdɪt͡ʃnei̯
періодично	perʲiɔdɪt͡ʃnɔ
періодичність	perʲiɔdɪt͡ʃnʲisʲtʲ
пес	pɛs
песимізм	pesemʲizm
песимістичний	pesemʲistɪt͡ʃnei̯
пестицид	pestet͡sɪd
петицій	petɪt͡sʲii̯
петицію	petɪt͡sʲijʊ
петиція	petɪt͡sʲijɐ
петиціям	petɪt͡sʲijɐm
петиціями	petɪt͡sʲijɐme
петиціях	petɪt͡sʲijɐx
петицією	petɪt͡sʲijejʊ
петиції	petɪt͡sʲiji
петро	petrɔ
печера	pet͡ʃɛrɐ
печив	pɛt͡ʃeu̯
печива	pɛt͡ʃeʋɐ
печивам	pɛt͡ʃeʋɐm
печивами	pɛt͡ʃeʋɐme
печивах	pɛt͡ʃeʋɐx
печиво	pɛt͡ʃewɔ
печивом	pɛt͡ʃewɔm
печиву	pɛt͡ʃewʊ
печиві	pɛt͡ʃeʋʲi
печінка	pet͡ʃʲinkɐ
пивний	peu̯nɪi̯
пиво	pɪwɔ
пивовар	pewɔʋɑr
пивоварня	pewɔʋɑrnʲɐ
пивоварство	pewɔʋɑrstwɔ
пизда	pezdɑ
пил	pɪɫ
пила	peɫɑ
пилосос	peɫɔsɔs
пильний	pɪlʲnei̯
пиріг	perʲiɦ
писанка	pɪsɐnkɐ
писар	pɪsɐr
писати	pesɑte
письменний	pesʲmɛnːei̯
письменник	pesʲmɛnːek
письменниць	pesʲmɛnːet͡sʲ
письменниця	pesʲmɛnːet͡sʲɐ
письменниці	pesʲmɛnːet͡sʲi
письменність	pesʲmɛnʲːisʲtʲ
письмо	pesʲmɔ
питальний	petɑlʲnei̯
питання	petɑnʲːɐ
питати	petɑte
пити	pɪte
питний	petnɪi̯
пиття	petʲːɑ
плавати	pɫɑʋɐte
плавець	pɫɐʋɛt͡sʲ
плавчиня	pɫɐu̯t͡ʃɪnʲɐ
плазун	pɫɐzun
плакат	pɫɐkɑt
плакати	pɫɐkɑte
плакати	pɫɑkɐte
план	pɫɑn
планета	pɫɐnɛtɐ
планомірний	pɫɐnomʲirnei̯
