a-vorto	avorto
loto	loto
lotoso	lotoso
lotujo	lotuio
lotumi	lotumi
lotuso	lotuso
loveno	loveno
lozanĝo	lozand͡ʒo
loĝantaro	lod͡ʒantaro
loĝanto	lod͡ʒanto
loĝaŭto	lod͡ʒauto
loĝdomo	lod͡ʒdomo
loĝebla	lod͡ʒebla
loĝejo	lod͡ʒeio
loĝi	lod͡ʒi
loĝigi	lod͡ʒigi
loĝio	lod͡ʒio
loĝistiko	lod͡ʒistiko
loĵbanisto	loʒbanisto
loĵbano	loʒbano
lubrikaĵo	lubrikaʒo
lubriki	lubriki
lubrikilo	lubrikilo
lubriko	lubriko
lucerno	lut͡serno
luciano	lut͡siano
lucida	lut͡sida
ludi	ludi
ludilo	ludilo
ludkarto	ludkarto
ludo	ludo
ludoni	ludoni
ludoviko	ludoviko
lufo	lufo
lugro	lugro
lugrovelo	lugrovelo
lui	lui
luidoro	luidoro
luigi	luigi
lukanedoj	lukanedoi
lukano	lukano
luko	luko
luksa	luksa
luksemburgio	luksemburgio
luksemburgo	luksemburgo
lukso	lukso
lukti	lukti
lukumo	lukumo
luli	luli
lulilo	lulilo
lulkanto	lulkanto
lulseĝo	lulsed͡ʒo
luma	luma
lumaĵo	lumaʒo
lumbaĵo	lumbaʒo
lumbildo	lumbildo
lumbo	lumbo
lumbrikedoj	lumbrikedoi
lumbriko	lumbriko
lumdiskego	lumdiskego
lumdisko	lumdisko
lumfibro	lumfibro
lumgaso	lumgaso
lumhoro	lumhoro
lumi	lumi
lumigi	lumigi
lumigilo	lumigilo
lumilo	lumilo
lumineska	lumineska
lumineskaĵo	lumineskaʒo
lumineski	lumineski
luminesko	luminesko
lumingo	lumingo
lumjaro	lumjaro
lumkondukilo	lumkondukilo
lumminuto	lumminuto
lumo	lumo
lumoŝirmilo	lumoʃirmilo
lumpulsi	lumpulsi
lumrapido	lumrapido
lumsekundo	lumsekundo
lumstrio	lumstrio
lumtago	lumtago
lumturo	lumturo
lumŝirmilo	lumʃirmilo
luna	luna
luna kalendaro	lunakalendaro
lunario	lunario
lunarko	lunarko
lunatiko	lunatiko
lundaŭro	lundauro
lundo	lundo
lunkalendaro	lunkalendaro
luno	luno
lunperiodo	lunperiodo
lunĉo	lunt͡ʃo
luparaneedoj	luparaneedoi
luparaneo	luparaneo
lupeno	lupeno
lupeo	lupeo
lupido	lupido
lupino	lupino
lupo	lupo
lupolo	lupolo
lupreni	lupreni
lupuso	lupuso
lusoldato	lusoldato
lustro	lustro
lutecio	lutet͡sio
luteranismo	luteranismo
luterano	luterano
luterismo	luterismo
lutero	lutero
luti	luti
lutro	lutro
luzerno	luzerno
maato	maato
maceri	mat͡seri
maco	mat͡so
madagaskaro	madagaskaro
madejro	madeiro
madono	madono
madrigalo	madrigalo
mafia	mafia
mafiano	mafiano
mafio	mafio
mafiulo	mafiulo
magazenego	magazenego
magazeno	magazeno
magazino	magazino
magia	magia
magiaĵo	magiaʒo
magiisto	magiisto
magio	magio
magistrato	magistrato
magistro	magistro
magmo	magmo
magnato	magnato
magneta	magneta
magneta disko	magnetadisko
magnetigi	magnetigi
magnetismo	magnetismo
magnetito	magnetito
magneto	magneto
magnetofono	magnetofono
magnezio	magnezio
magnezito	magnezito
magnezo	magnezo
magnoliacoj	magnoliat͡soi
magnolio	magnolio
magnolioplantoj	magnolioplantoi
mago	mago
magra	magra
magrebano	magrebano
magrebo	magrebo
mahabarato	mahabarato
mahagono	mahagono
mahajana	mahaiana
mahajano	mahaiano
mahaviro	mahaviro
mahometano	mahometano
mahometo	mahometo
mahometo 	mahometo
maizflokoj	maizflokoi
maizkaĉo	maizkat͡ʃo
maizo	maizo
maizpano	maizpano
maizviskio	maizviskio
majenco	maient͡so
majesta	maiesta
majesto	maiesto
majfloro	maifloro
majno	maino
majo	maio
majoliko	maioliko
majonezo	maionezo
majorano	maiorano
majordomo	maiordomo
majoritato	maioritato
majoro	maioro
majskarabo	maiskarabo
majstraĵo	maistraʒo
majstro	maistro
majstroverko	maistroverko
majuskla	maiuskla
majusklo	maiusklo
makabra	makabra
makadami	makadami
makadamo	makadamo
makako	makako
makaronio	makaronio
makarono	makarono
makedonio	makedonio
makedono	makedono
makedonujo	makedonuio
makiavela	makiavela
makintoŝo	makintoʃo
makintoŝulo	makintoʃulo
makiso	makiso
makleraĵo	makleraʒo
makleri	makleri
makleristo	makleristo
makrocefaledoj	makrot͡sefaledoi
makrocefalo	makrot͡sefalo
makroo	makroo
makropedoj	makropedoi
makropo	makropo
maksimiliano	maksimiliano
maksimo	maksimo
maksimuma	maksimuma
maksimumejo	maksimumeio
maksimumiganto	maksimumiganto
maksimumo	maksimumo
makuli	makuli
makulo	makulo
makzelo	makzelo
malaboni	malaboni
malabunda	malabunda
malafabla	malafabla
malagnoski	malagnoski
malagrabla	malagrabla
malagrafi	malagrafi
malajzio	malaizio
malakcepti	malakt͡septi
malakito	malakito
malakorda	malakorda
malakordi	malakordi
malakordigebla	malakordigebla
malakordo	malakordo
malaktuala	malaktuala
malakuta	malakuta
malalta	malalta
malalta tajdo	malaltataido
malaltigi	malaltigi
malaltmaro	malaltmaro
malambiguigi	malambiguigi
malamiko	malamiko
malamo	malamo
malantaŭ	malantau
malantaŭa	malantaua
malantaŭa grajpo	malantauagraipo
malantaŭaĵo	malantauaʒo
malantaŭe	malantaue
malantaŭen	malantauen
malantaŭeniri	malantaueniri
malantaŭo	malantauo
malaperi	malaperi
malaperigi	malaperigi
malaranĝi	malarand͡ʒi
malario	malario
malarmi	malarmi
malasidua	malasidua
malavara	malavara
malavio	malavio
malaŭo	malauo
malbanala	malbanala
malbela	malbela
malbeni	malbeni
malbeno	malbeno
malbildo	malbildo
malblindigi	malblindigi
malblindiĝi	malblindid͡ʒi
malbolti	malbolti
malbona	malbona
malbonavida	malbonavida
malbonaŭgura	malbonaugura
malbonfamigi	malbonfamigi
malbonigi	malbonigi
malbonintenca	malbonintent͡sa
malbonintenco	malbonintent͡so
malbonodori	malbonodori
malbutoni	malbutoni
malbutonumi	malbutonumi
malcedema	malt͡sedema
malcedi	malt͡sedi
malcerta	malt͡serta
maldaŭra	maldaura
maldeca	maldet͡sa
maldekstra	maldekstra
maldekstra klaso	maldekstraklaso
maldekstre	maldekstre
maldekstre de	maldekstrede
maldekstrulo	maldekstrulo
maldekstruma	maldekstruma
maldelikata	maldelikata
maldelikate	maldelikate
maldelikatulo	maldelikatulo
maldensa	maldensa
maldensiĝi	maldensid͡ʒi
malderivaĵo	malderivaʒo
maldetala	maldetala
maldetale	maldetale
maldika	maldika
maldika intesto	maldikaintesto
maldikiĝi	maldikid͡ʒi
maldiligenta	maldiligenta
maldiligenteco	maldiligentet͡so
maldiligento	maldiligento
maldiligentulo	maldiligentulo
maldilui	maldilui
maldiskreta	maldiskreta
maldiversa	maldiversa
maldivoj	maldivoi
maldormi	maldormi
maldrasta	maldrasta
maldungi	maldungi
malebriiĝi	malebriid͡ʒi
malekvilibrigi	malekvilibrigi
malema	malema
maleo	maleo
maleolo	maleolo
malesotera	malesotera
malesperi	malesperi
malesperigi	malesperigi
malespero	malespero
malesti	malesti
malestimi	malestimi
maleviti	maleviti
malfacila	malfat͡sila
malfacilaĵo	malfat͡silaʒo
malfaciligi	malfat͡siligi
malfaldi	malfaldi
malfari	malfari
malfeliĉa	malfelit͡ʃa
malfeliĉe	malfelit͡ʃe
malfermaĵo	malfermaʒo
malfermfrukto	malfermfrukto
malfermi	malfermi
malfermita	malfermita
malfidela	malfidela
malfideliĝi	malfidelid͡ʒi
malfidi	malfidi
malfinia	malfinia
malfinio	malfinio
malfirma	malfirma
malflusi	malflusi
malfluso	malfluso
malfono	malfono
malforta	malforta
malforta topologio	malfortatopologio
malfortaĵo	malfortaʒo
malforte konverĝa	malfortekonverd͡ʒa
malfortigi	malfortigi
malfortiĝi	malfortid͡ʒi
malfreŝa	malfreʃa
malfrua	malfrua
malfrui	malfrui
malfruigi	malfruigi
malfruiĝi	malfruid͡ʒi
malfruo	malfruo
malgaja	malgaia
malgaji	malgaii
malgajni	malgaini
malgajo	malgaio
malglata	malglata
malglora	malglora
malglori	malglori
malgloriga	malgloriga
malglorigi	malglorigi
malgloro	malgloro
malglui	malglui
malgracia	malgrat͡sia
malgrand-azio	malgrandazio
malgranda	malgranda
malgranda duonakso	malgrandaduonakso
malgranda fingro	malgrandafingro
malgranda kalorio	malgrandakalorio
malgranda litero	malgrandalitero
malgranda pando	malgrandapando
malgranda ursino	malgrandaursino
malgranda ĉimpanzo	malgrandat͡ʃimpanzo
malgrandegulo	malgrandegulo
malgrandioza	malgrandioza
malgrandpolujo	malgrandpoluio
malgrasa	malgrasa
malgrava	malgrava
malgravaĵo	malgravaʒo
malgravigi	malgravigi
malgraŭ	malgrau
malgraŭ ke	malgrauke
malgraŭe	malgraue
malhardi	malhardi
malhavi	malhavi
malhaŭso	malhauso
malhelpa	malhelpa
malhelpi	malhelpi
malhelpo	malhelpo
malhisi	malhisi
malhonestaĵo	malhonestaʒo
malhonesteco	malhonestet͡so
malhonesto	malhonesto
malhonora	malhonora
malhonori	malhonori
malhumila	malhumila
malica	malit͡sa
maliceta	malit͡seta
maligna	maligna
malimplici	malimplit͡si
malimpliki	malimpliki
malinda	malinda
malinfekti	malinfekti
malinflacio	malinflat͡sio
malinklina	malinklina
malinstali	malinstali
malinstalilo	malinstalilo
malinstigi	malinstigi
malinteligenta	malinteligenta
malio	malio
malizotropa	malizotropa
maljesi	maljesi
maljuna	maljuna
maljuneco	maljunet͡so
maljungi	maljungi
maljuniĝi	maljunid͡ʒi
maljunulo	maljunulo
maljusta	maljusta
maljustaĵo	maljustaʒo
maljusteco	maljustet͡so
malkajo	malkaio
malkaresi	malkaresi
malkateni	malkateni
malkatizi	malkatizi
malkava	malkava
malkaŝa	malkaʃa
malkaŝi	malkaʃi
malkaŝo	malkaʃo
malkiel	malkiel
malklara	malklara
malklera	malklera
malklerulo	malklerulo
malkodi	malkodi
malkohera	malkohera
malkombi	malkombi
malkomenti	malkomenti
malkompakta	malkompakta
malkompata	malkompata
malkompatema	malkompatema
malkompatemo	malkompatemo
malkompetenta	malkompetenta
malkompleta	malkompleta
malkomponi	malkomponi
malkomponiĝi	malkomponid͡ʒi
malkomprenebla	malkomprenebla
malkompreno	malkompreno
malkoncentri	malkont͡sentri
malkondamni	malkondamni
malkonekti	malkonekti
malkonfesi	malkonfesi
malkonfidema	malkonfidema
malkonfidi	malkonfidi
malkonfido	malkonfido
malkonfirmi	malkonfirmi
malkonfuzi	malkonfuzi
malkonkreta	malkonkreta
malkonsenti	malkonsenti
malkonsili	malkonsili
malkonstrui	malkonstrui
malkonverĝa	malkonverd͡ʒa
malkonverĝi	malkonverd͡ʒi
malkorekta	malkorekta
malkovri	malkovri
malkreditigi	malkreditigi
malkreskanta	malkreskanta
malkreski	malkreski
malkroĉi	malkrot͡ʃi
malkulmino	malkulmino
malkvieta	malkvieta
mallaborema	mallaborema
mallaŭdi	mallaudi
mallaŭdinda	mallaudinda
mallegala	mallegala
mallerta	mallerta
mallevi	mallevi
malleviĝi	mallevid͡ʒi
malleviĝo	mallevid͡ʒo
mallibera	mallibera
malliberejo	mallibereio
malliberigi	malliberigi
malliberulo	malliberulo
malligi	malligi
mallogi	mallogi
mallojala	malloiala
malloka	malloka
malloka reto	mallokareto
mallonga	mallonga
mallongigi	mallongigi
mallongigita cikloido	mallongigitat͡sikloido
mallongigita epicikloido	mallongigitaepit͡sikloido
mallongigita hipocikloido	mallongigitahipot͡sikloido
mallongigo	mallongigo
malluksa	malluksa
malluma	malluma
mallumo	mallumo
malmanka	malmanka
malmendi	malmendi
malmiksi	malmiksi
malmilda	malmilda
malmiopa	malmiopa
malmodera	malmodera
malmoderna	malmoderna
malmola	malmola
malmolnuka	malmolnuka
malmulta	malmulta
malmulte	malmulte
malmultiĝi	malmultid͡ʒi
malmunti	malmunti
malnepra	malnepra
malneto	malneto
malnobla	malnobla
malnoblulo	malnoblulo
malnova	malnova
malnova mondo	malnovamondo
malnova testamento	malnovatestamento
malnovbavarujo	malnovbavaruio
malobeema	malobeema
malobservi	malobservi
malofta	malofta
maloftaĵo	maloftaʒo
malofte	malofte
maloftiĝi	maloftid͡ʒi
malokupi	malokupi
maloportuna	maloportuna
maloportunaĵo	maloportunaʒo
maloportuni	maloportuni
malordaĵo	malordaʒo
malordigi	malordigi
malordo	malordo
malpacema	malpat͡sema
malpaceto	malpat͡seto
malpaci	malpat͡si
malpacienca	malpat͡sient͡sa
malpaciĝi	malpat͡sid͡ʒi
malpaco	malpat͡so
malpaki	malpaki
malparto	malparto
malpermesi	malpermesi
malpeza	malpeza
malpezigi	malpezigi
malpia	malpia
malpiaĵo	malpiaʒo
malpieco	malpiet͡so
malpiulo	malpiulo
malplaĉi	malplat͡ʃi
malplej	malplei
malpleje	malpleie
malplekti	malplekti
malplena	malplena
malplena aro	malplenaaro
malplenumi	malplenumi
malplezuro	malplezuro
malpli	malpli
malpligravigi	malpligravigi
malpliigi	malpliigi
malpliiĝi	malpliid͡ʒi
malplimulto	malplimulto
malpozitiva	malpozitiva
malprava	malprava
malpravi	malpravi
malpremi	malpremi
malpretendi	malpretendi
malpretendo	malpretendo
malprofanigi	malprofanigi
malprofito	malprofito
malprofunda	malprofunda
malprofundaĵo	malprofundaʒo
malprogresi	malprogresi
malprogreso	malprogreso
malproksima	malproksima
malproksime de	malproksimede
malpropra	malpropra
malprosperi	malprosperi
malprospero	malprospero
malprotesto	malprotesto
malpruvi	malpruvi
malpura	malpura
malpurigi	malpurigi
malpuriĝi	malpurid͡ʒi
malreala	malreala
malrefleksiva	malrefleksiva
malrekta	malrekta
malrespekta	malrespekta
malrespekti	malrespekti
malrespekto	malrespekto
malrigida	malrigida
malriĉa	malrit͡ʃa
malriĉeco	malrit͡ʃet͡so
malriĉigi	malrit͡ʃigi
malriĉiĝi	malrit͡ʃid͡ʒi
malriĉo	malrit͡ʃo
malriĉulo	malrit͡ʃulo
malsama	malsama
malsamopinii	malsamopinii
malsana	malsana
malsanema	malsanema
malsanhistorio	malsanhistorio
malsaniĝi	malsanid͡ʒi
malsano	malsano
malsanulejo	malsanuleio
malsata	malsata
malsati	malsati
malsatostriko	malsatostriko
malsatstriko	malsatstriko
malsaĝa	malsad͡ʒa
malscio	malst͡sio
malseka	malseka
malseketa	malseketa
malsekretigi	malsekretigi
malserena	malserena
malserioza	malserioza
malsezono	malsezono
malsimetria	malsimetria
malsimila	malsimila
malsimpatii	malsimpatii
malsimpatio	malsimpatio
malsimpla	malsimpla
malsorbiĝi	malsorbid͡ʒi
malsovaĝa	malsovad͡ʒa
malsperteco	malspertet͡so
malsprita	malsprita
malspritulo	malspritulo
malstabila	malstabila
malstabileco	malstabilet͡so
malstabiligi	malstabiligi
malsukcesi	malsukt͡sesi
malsupra saksujo	malsuprasaksuio
malsupreniri	malsupreniri
malsvelta	malsvelta
malta kruco	maltakrut͡so
maltigi	maltigi
maltima	maltima
maltimi	maltimi
malto	malto
maltrafi	maltrafi
maltrankvila	maltrankvila
maltrankviligi	maltrankviligi
maltroigo	maltroigo
maltusianismo	maltusianismo
malutila	malutila
malutili	malutili
malutilo	malutilo
malvacoj	malvat͡soi
malvarma	malvarma
malvarma milito	malvarmamilito
malvarmego	malvarmego
malvarmeta	malvarmeta
malvarmeto	malvarmeto
malvarmo	malvarmo
malvarmsanga	malvarmsanga
malvarmsango	malvarmsango
malvarmumi	malvarmumi
malvarmumo	malvarmumo
malvasta	malvasta
malvastigaĵo	malvastigaʒo
malvazio	malvazio
malvenki	malvenki
malvenko	malvenko
malversacio	malversat͡sio
malvesti	malvesti
malvigla	malvigla
malvigla sezono	malviglasezono
malvigli	malvigli
malvigligi	malvigligi
malvigliĝi	malviglid͡ʒi
malviglo	malviglo
malvirgigi	malvirgigi
malvirta	malvirta
malvirto	malvirto
malviva	malviva
malvivo	malvivo
malvivulo	malvivulo
malvo	malvo
malvoli	malvoli
malvolonte	malvolonte
malvolvi	malvolvi
malzipi	malzipi
malzomi	malzomi
malzorgi	malzorgi
malĉasta	malt͡ʃasta
malĉastaĵo	malt͡ʃastaʒo
malĉasteco	malt͡ʃastet͡so
malĉastejo	malt͡ʃasteio
malĉasti	malt͡ʃasti
malĉastistino	malt͡ʃastistino
malĉastisto	malt͡ʃastisto
malĉefa	malt͡ʃefa
malĉifri	malt͡ʃifri
malĝentila	mald͡ʒentila
malĝentilulo	mald͡ʒentilulo
malĝoja	mald͡ʒoia
malĝoji	mald͡ʒoii
malĝojo	mald͡ʒoio
malŝalti	malʃalti
malŝarĝi	malʃard͡ʒi
malŝati	malʃati
malŝatindaĵo	malʃatindaʒo
malŝpari	malʃpari
malŝuldigi	malʃuldigi
mambestoj	mambestoi
mameto	mameto
mamfrato	mamfrato
mamnutri	mamnutri
mamnutristino	mamnutristino
mamo	mamo
mamono	mamono
mampinto	mampinto
mamsuĉi	mamsut͡ʃi
mamsuĉigi	mamsut͡ʃigi
mamuloj	mamuloi
mamuta	mamuta
mamuto	mamuto
mamzono	mamzono
man-en-mane kun	manenmanekun
manao	manao
manartiko	manartiko
manato	manato
mancinelfrukto	mant͡sinelfrukto
mancinelo	mant͡sinelo
mandalo	mandalo
mandareno	mandareno
mandarino	mandarino
mandato	mandato
mandiblo	mandiblo
mandolino	mandolino
mandorso	mandorso
mandragoro	mandragoro
manenmane kun	manenmanekun
maneĝejo	maned͡ʒeio
maneĝo	maned͡ʒo
manfingro	manfingro
mangano	mangano
mangao	mangao
mangarbo	mangarbo
mango	mango
mangujo	manguio
manierismo	manierismo
maniero	maniero
manifestacio	manifestat͡sio
manifestado	manifestado
manifestaĵo	manifestaʒo
manifesti	manifesti
manifestiĝi	manifestid͡ʒi
manifesto	manifesto
maniko	maniko
manikuri	manikuri
manikuristo	manikuristo
manikuro	manikuro
manio	manio
manioko	manioko
manipulatoro	manipulatoro
manipuli	manipuli
maniso	maniso
mankateno	mankateno
mankavo	mankavo
manke de	mankede
manki	manki
mankigi	mankigi
mankloko	mankloko
manko	manko
manlaboro	manlaboro
mano	mano
manometro	manometro
manovri	manovri
manpilkado	manpilkado
manpilko	manpilko
manplato	manplato
manpleno	manpleno
manpremo	manpremo
manradiko	manradiko
mansako	mansako
mansardo	mansardo
mansupro	mansupro
mansvingi	mansvingi
mantelo	mantelo
mantilo	mantilo
mantiso	mantiso
manto	manto
mantro	mantro
manufakturo	manufakturo
manumo	manumo
manuskripto	manuskripto
manuzi	manuzi
manĝaĵo	mand͡ʒaʒo
manĝegi	mand͡ʒegi
manĝeti	mand͡ʒeti
manĝi	mand͡ʒi
manĝigi	mand͡ʒigi
manĝilaro	mand͡ʒilaro
manĝilo	mand͡ʒilo
manĝo	mand͡ʒo
manĝokarto	mand͡ʒokarto
manĝometo	mand͡ʒometo
manĝosalono	mand͡ʒosalono
manĝoĉambro	mand͡ʒot͡ʃambro
manĝuo	mand͡ʒuo
manŝtupo	manʃtupo
maoria	maoria
maorio	maorio
maparo	maparo
mapigi	mapigi
mapklarigo	mapklarigo
mapo	mapo
marabuo	marabuo
marakvo	marakvo
maranemono	maranemono
mararaneo	mararaneo
mararmeo	mararmeo
marasmo	marasmo
maratono	maratono
maravedo	maravedo
marbordo	marbordo
marcialo	mart͡sialo
marcipano	mart͡sipano
mardo	mardo
marerinaco	marerinat͡so
margarino	margarino
marhaveno	marhaveno
marini	marini
marioneto	marioneto
mariskarabo	mariskarabo
markaŝtano	markaʃtano
markezo	markezo
marki	marki
markizo	markizo
marko	marko
markolo	markolo
markoti	markoti
markoto	markoto
marksismo	marksismo
markso	markso
markukumo	markukumo
marmalsano	marmalsano
marmelado	marmelado
marmoro	marmoro
marmoto	marmoto
marni	marni
marno	marno
maro	maro
marodero	marodero
marodi	marodi
marokeno	marokeno
maroko	maroko
marono	marono
marrozo	marrozo
marsa	marsa
marsalo	marsalo
marsano	marsano
marseljezo	marseljezo
marso	marso
marsoldato	marsoldato
marstelo	marstelo
marsupiuloj	marsupiuloi
marta	marta
marteli	marteli
martelo	martelo
marteno	marteno
marteso	marteso
martirigi	martirigi
martiro	martiro
marto	marto
martofloro	martofloro
marĉandado	mart͡ʃandado
marĉandi	mart͡ʃandi
marĉo	mart͡ʃo
marĝeno	mard͡ʒeno
marŝalo	marʃalo
marŝaloj	marʃaloi
marŝi	marʃi
marŝo	marʃo
masakri	masakri
masakro	masakro
masaĝi	masad͡ʒi
masaĝo	masad͡ʒo
masiva	masiva
masivaĵo	masivaʒo
masivo	masivo
maskerado	maskerado
maski	maski
maskla	maskla
masklo	masklo
masko	masko
maskofesto	maskofesto
maso	maso
masoni	masoni
masora biblio	masorabiblio
masoristo	masoristo
masoro	masoro
masoro 	masoro
masoĥismo	masoxismo
masoĥisto	masoxisto
mastaro	mastaro
mastiki	mastiki
mastiko	mastiko
masto	masto
mastodonto	mastodonto
mastri	mastri
mastriĥto	mastrixto
mastro	mastro
mastrostriko	mastrostriko
mastruma sistemo	mastrumasistemo
mastrumi	mastrumi
mat	mat
matadoro	matadoro
matematika logiko	matematikalogiko
matematika platonismo	matematikaplatonismo
matematikisto	matematikisto
matematiko	matematiko
mateni	mateni
matenmanĝi	matenmand͡ʒi
matenmanĝo	matenmand͡ʒo
mateno	mateno
matenruĝo	matenrud͡ʒo
matenstelo	matenstelo
mateo	mateo
materia	materia
materiala	materiala
materialismo	materialismo
materialisto	materialisto
materialo	materialo
materiismo 	materiismo
materiisto	materiisto
materio	materio
mato	mato
matraco	matrat͡so
matrica adicio	matrit͡saadit͡sio
matrica multipliko	matrit͡samultipliko
matrica nulo	matrit͡sanulo
matrica unuo	matrit͡saunuo
matrici	matrit͡si
matrico	matrit͡so
matrico de vektora homomorfio	matrit͡sodevektorahomomorfio
matrikulo	matrikulo
matrono	matrono
matroso	matroso
matura	matura
matureco	maturet͡so
maturiĝi	maturid͡ʒi
mazdaano	mazdaano
mazdaismo	mazdaismo
mazdao	mazdao
mazurko	mazurko
mazuto	mazuto
maĉeto	mat͡ʃeto
maĉi	mat͡ʃi
maĉo	mat͡ʃo
maĉstomako	mat͡ʃstomako
maĉtabako	mat͡ʃtabako
maĝangi	mad͡ʒangi
maĝango	mad͡ʒango
maĥinacio	maxinat͡sio
maĥo	maxo
maĵora	maʒora
maŝaro	maʃaro
maŝine	maʃine
maŝinejo	maʃineio
maŝinismo	maʃinismo
maŝinisto	maʃinisto
maŝinlingvo	maʃinlingvo
maŝino	maʃino
maŝinpafilo	maʃinpafilo
maŝinĉambro	maʃint͡ʃambro
maŝkiraso	maʃkiraso
maŝo	maʃo
maŭra	maura
maŭricio	maurit͡sio
maŭritanio	mauritanio
maŭro	mauro
maŭzoleo	mauzoleo
meandro	meandro
meblaro	meblaro
mebli	mebli
meblisto	meblisto
meblo	meblo
mecenateco	met͡senatet͡so
mecenati	met͡senati
mecenato	met͡senato
meda	meda
medaliono	medaliono
medalo	medalo
medeo	medeo
mediacianto	mediat͡sianto
mediacii	mediat͡sii
mediaciisto	mediat͡siisto
mediacio	mediat͡sio
mediano	mediano
mediatoro	mediatoro
medicina	medit͡sina
medicinaĵo	medit͡sinaʒo
medicinisto	medit͡sinisto
medicino	medit͡sino
medikago	medikago
medikamento	medikamento
medio	medio
mediprotekto	mediprotekto
meditado	meditado
meditema	meditema
mediteranea	mediteranea
mediteraneo	mediteraneo
mediti	mediti
medito	medito
mediumo	mediumo
mediĉaj satelitoj	medit͡ʃaisatelitoi
medo	medo
medolo	medolo
medujo	meduio
meduzo	meduzo
mefito	mefito
megabitoko	megabitoko
megafono	megafono
megalito	megalito
megalomanio	megalomanio
megalosaŭro	megalosauro
megaomo	megaomo
megatuno	megatuno
megavato	megavato
megero	megero
megomo	megomo
mejlo	meilo
mejloŝtono	meiloʃtono
mejtnerio	meitnerio
mekaniko	mekaniko
meki	meki
meklenburgo-antaŭpomerio	meklenburgoantaupomerio
meksikia	meksikia
meksikiano	meksikiano
meksikio	meksikio
meksiklando	meksiklando
meksiko	meksiko
meksikurbo	meksikurbo
melampiro	melampiro
melankolia	melankolia
melankolio	melankolio
melankoliulo	melankoliulo
melaso	melaso
meleagro	meleagro
melhundo	melhundo
meliacoj	meliat͡soi
meliloto	meliloto
melinito	melinito
melio	melio
meliso	meliso
melkebla	melkebla
melki	melki
melo	melo
melodia	melodia
melodio	melodio
melodiornamo	melodiornamo
melodramo	melodramo
melolonto	melolonto
melongeno	melongeno
melono	melono
melopeo	melopeo
melopepo	melopepo
melopsitako	melopsitako
mem	mem
mema	mema
membiografio	membiografio
membrano	membrano
membro	membro
membroŝtato	membroʃtato
memdigno	memdigno
memdire	memdire
memeco	memet͡so
memestimo	memestimo
memfido	memfido
memforgeso	memforgeso
meminstruito	meminstruito
memkompato	memkompato
memkomprenebla	memkomprenebla
memkompreneble	memkompreneble
memkondamnita	memkondamnita
memkonfido	memkonfido
memkonjugita	memkonjugita
memkritiko	memkritiko
memlerninto	memlerninto
memmastrumado	memmastrumado
memmortigi	memmortigi
memmortigo	memmortigo
memo	memo
memorando	memorando
memorarto	memorarto
memoraĵo	memoraʒo
memore	memore
memore de	memorede
memori	memori
memorigaĵo	memorigaʒo
memorigi	memorigi
memorigilo	memorigilo
memorinda	memorinda
memorlibro	memorlibro
memorlikado	memorlikado
memoro	memoro
memorsigno	memorsigno
memortruo	memortruo
memregado	memregado
memregeco	memreget͡so
memserva	memserva
memstara	memstara
memstira	memstira
memuaro	memuaro
memvola	memvola
memŝaltilo	memʃaltilo
menaĝerio	menad͡ʒerio
menceo	ment͡seo
mencii	ment͡sii
menciinda	ment͡siinda
menciindi	ment͡siindi
mencio	ment͡sio
mendelevio	mendelevio
mendelevo	mendelevo
