کے	keː
یونیسکو	jɔnˈiːskˌoː
آبادنے	aːbˈaːdnˌeː
آبدیدہ	ˌaːbdˈiːda
آداب	aːdˈaːb
آشا	ˈaːʃaː
آٹھو	ˈaːʈʰoː
اتری	ˈʊtri
اسما	ˈasmˌaː
اسٹال	ɪsʈˈaːl
اورخوشحالی	ˌoːrxˌoːʃhˈaːli
اورکورنگی	ˌoːrkˈoːrənɡi
اوکٹا	ˈoːkʈˌaː
اپناتے	ˌapnˈaːteː
اڑے	ˈar.eː
اینڈریو	ˈeːnɖərˌeːoː
بجھوانے	bˈʊɟhʋaːnˌeː
بدبو	bˈadbuː
بنائینگے	bˌənaːˈiːnɡˌeː
بورن	bˈoːrən
بڑھوتری	bˈar.hoːtri
بھتے	bʰˈʌteː
بیوپاریوں	bˌeːoːpˈaːriˌõː
تمھارے	tʊmhˈaːreː
تنظیمات	tˌənʐˌiːmˈaːt
تواتر	taʋˈaːtʊr
تگ	tˈʌɡ
جازان	ɟaːzˈaːn
جلاس	ɟəlˈaːs
جہانگیرترین	ɟˌəhaːnɡirˌətrˈiːn
خریدیں	xərˈiːdẽː
خریف	xərˈiːf
خونریز	xˌoːnrˈiːz
درسگاہ	dˌərəsɡˈaːh
دوردراز	dˈoːrdərˌaːz
دوررس	dˈoːrərˌəs
دھابیجی	dʰaːbˈiːɟi
دھویں	dʰˈaʋẽː
دہانیاں	dəhˈaːnjãː
دہرا	dˈɔhraː
رفاہی	rəfˈaːhi
رندھاوا	rəndʰˈaːʋaː
زنا	zˈʌnaː
زچہ	zˈʌca
زہروں	zˈɛhrõː
سدھارتھ	sədʰˈaːrətʰ
سرسبز	sˈarsabz
سلک	sˈʌlək
سلیکٹ	səlˈeːkʈ
سمرہ	sˈʌməra
سوری	sˈoːri
سوسائٹیوں	soːsˈa͡ɪʈiˌõː
سولنگی	sˈoːlənɡi
سٹریٹیجک	sˌəʈriʈˈiːɟək
سپلائرز	sˌəplˈa͡ɪrz
سکورر	səkˈoːrər
سینسر	sˈeːnsər
شاھد	ʃˈaːhəd
شاہجہان	ʃˌaːhəɟhˈaːn
شدیدمذمت	ʃədˈiːdəmˌəzəmˌət
صدرکے	ʂˈʌdərkeː
صوبیدار	ʂˈuːbidˌaːr
عبدالطیف	ˌabdˌaːltˈiːf
فائربریگیڈ	fˌa͡ɪrəbriɡˈiːɖ
فیور	fˈeːʋər
فیکس	fˈeːkəs
قطرینہ	qˌətrˈiːnˌa
لتا	lˈʌtaː
لتو	lˈʌtoː
لدھا	lˈʌdʰaː
لسانیت	lˌɪsaːniˈat
لفٹر	lˈɪfʈar
لگنا	lˈʌɡnˌaː
لیبس	lˈeːbəs
مانگنی	mˈaːnɡni
مانیں	mˈaːnẽː
مستانی	mˌəstˈaːni
مستردکردیا	mˌʊstardˌəkrdˈiːaː
مہک	mˈɛhɛk
میابی	mjˈaːbi
میعاد	miˈaːd
میڈونا	meːɖˈoːnaː
میڈیارپورٹ	mˌeːɖjaːrpˈoːrʈ
ناانصافیوں	nˌaːaːnʂˈaːfiˌõː
ناحق	naːhˈaq
نیشا	nˈeːʃaː
ویانا	ʋjˈaːnaː
ٹریلرز	ʈreːlˈʌrz
پاتا	pˈaːtaː
پاسز	pˈaːsəz
پتن	pˈʌtən
پریزنٹیشن	pˌərizˌənʈeːʃˈan
پشتونوں	pəʃtˈoːnõː
پنڈتوں	pˈanɖɪtˌõː
پڑیگا	pər.ˈiːɡaː
پیٹرولنگ	pˌeːʈrˈoːlɪnɡ
ڈومکی	ɖˈoːmkˌiː
کاتحریک	kˌaːtəhərˈiːk
کافر	kˈaːfɪr
کامشترکہ	kaːmˈʌʃtərˌəkˌa
کاٹیں	kˈaːʈẽː
کرمقامی	kˌərəmqˈaːmi
کلوز	kəlˈoːz
کمیشنر	kəmˈiːʃənˌər
کنٹینرائزڈ	kˈanʈinra͡ɪzˌəɖ
کوہاٹی	koːhˈaːʈi
کچا	kˈʌcaː
کہلاتا	kˈɛhlaːtˌaː
کیمیکلز	keːmˈiːkəlˌəz
گودا	ɡˈoːdaː
گپتا	ɡˈʌptˌaː
ہارٹیکلچر	hˈaːrʈikˌələcˌər
ہربل	hˈʌrəbˌəl
ہچکچاہٹ	hˌɪckɪcˈaːhəʈ
یانگ	jˈaːnɡ
آئٹمز	ˈaːɪʈˌəməz
آبادکی	aːbˈaːdkˌiː
آبیاری	ˈaːbjaːrˌiː
آوازوں	aːʋˈaːzõː
احد	ˈahəd
اداکریں	adˈaːkrˌẽː
الظواہری	alʐaʋˈaːhri
القیوم	alqˈeːʋəm
انفرااسٹرکچر	ˌɪnfɪraːˈaːsʈərˌəkəcˌər
اورخواتین	ˌoːrxʋaːtˈiːn
اورنگ	ˈoːrənɡ
اپلائی	ˌaplˈaːi
ایئربیس	eːˈarbˌiːs
باکسرز	bˌaːkəsˈʌrz
بخشے	bˈʌxʃˌeː
بستے	bˈʌstˌeː
بنو	bˈʌnoː
بورڈزکے	bˈoːrɖəzkeː
بٹھایا	bˈɪʈʰaːjˌaː
تواضع	tˈaʋaːzˌeː
توپ	tˈoːp
تکنیک	tˌəknˈiːk
تھوک	tʰˈoːk
ثنااﷲ	sˈeːnˈuːnˈalɪfˈalɪfˈallaːh
جوشی	ɟˈoːʃi
حقو	hˈʌqoː
خائف	xˈa͡ɪf
خزاں	xɪzˈaːn
خوداردادیت	xˈʊdaːrdˌaːdˌiːat
دراڑیں	dərˈaːr.ẽː
دشواریوں	dʊʃʋˈaːriˌõː
دندناتے	dˌəndənˈaːteː
دوقومی	doːqˈoːmi
دھندگان	dʰˌəndəɡˈaːn
رائیڈ	raːˈiːɖ
رسانی	rəsˈaːni
روٹین	roːʈˈiːn
روڑ	rˈoːr.
ریستوران	rˌeːstoːrˈaːn
سرفس	sˈʌrəfˌəs
سلو	sˈʌloː
سلیمی	səlˈiːmi
سٹیرنگ	sʈˈeːrɪnɡ
سٹیون	sʈeːˈoːn
سکیورٹیز	sˌəkeːˈoːrʈiz
شمائلہ	ʃəmˈa͡ɪlˌa
صحرائے	ʂˌəhərˈaːeː
صغری	ʂˈʌɣrˌiː
صفا	ʂˈʌfaː
عالمزیب	ˌaːləmzˈiːb
غازیوں	ɣˈaːziˌõː
فالتو	fˈaːltˌoː
فیٹ	fˈeːʈ
قطری	qˈʌtrˌiː
كی	ˈiː
لیمنٹ	lˈeːmənʈ
منان	mənˈaːn
منقولہ	mˌənqˈuːlˌa
میانی	mjˈaːni
میراث	mirˈaːs
نانگا	nˈaːnɡˌaː
نزلہ	nˈʌzəla
نصیبوں	nəʂˈiːbõː
نظا	nˈʌʐaː
نعم	nˈeːm
ننھی	nˈʌnhi
نیس	nˈeːs
نیلسن	nˈeːləsˌən
واسطی	ʋˈaːstˌiː
وانے	ʋˈaːneː
وحمل	ʋˈʌhəmˌəl
ورون	ʋərˈoːn
وستم	ʋˈʌsətˌəm
ویسا	ʋˈeːsaː
ٹرانسپلانٹر	ʈrˌaːnsəplˈaːnʈər
ٹوررزم	ʈˈoːrərˌəzəm
ٹھکانہ	ʈʰɪkˈaːna
ٹیررزم	ʈˈeːrərˌəzəm
پالپا	pˈaːlpˌaː
پنکھے	pˈʌnkʰˌeː
پٹھوں	pˈʌʈʰõː
پگڑی	pˈʌɡr.ˌiː
پہنایا	pɛhnˈaːjaː
پہنچتی	pahˈʊncti
پیوٹن	peːˈoːʈən
چابی	cˈaːbi
چونیاں	cˈoːnjãː
چپل	cˈʌpəl
چھوڑتے	cʰˈoːr.tˌeː
ڈائری	ɖˈa͡ɪri
ڈائمنڈ	ɖa͡ɪmˈʌnɖ
کامرہ	kˈaːməra
کاکہناتھا	kˌaːkhnˈaːtʰaː
کرتاہوں	kˌərtˈaːhõː
کروکر	kərˈoːkər
کلاسوں	klˈaːsõː
کوبیوروکریسی	kˌoːbeːˌoːroːkrˈiːsi
کوجلد	kˈoːɟəlˌəd
کورال	koːrˈaːl
کپتانوں	kˌəptˈaːnõː
کھارادر	kʰaːrˈaːdɪr
کہاگیاہے	kəhˈaːɡjaːhˌeː
کےماتحت	keːmˈaːtəhˌət
گرفتارکیا	ɡˈɪrɪftˌaːrkjˌaː
گوار	ɡaʋˈaːr
گورنرہاؤس	ɡˌaʋarnˈarhaːˌoːs
ہرارے	hərˈaːreː
ہرطرح	hˌərətˌərˈah
ہمیش	həmˈiːʃ
ہٹائی	həʈˈaːi
ہیئر	heːˈar
آئیڈیا	aːˈiːɖjaː
آبادگاروں	ˌaːbaːdɡˈaːrõː
آراو	aːrˈaːoː
آرفن	ˈaːrəfˌən
آزمائشی	ˌaːzmˈa͡ɪʃi
آلائشیں	aːlˈa͡ɪʃẽː
اخترنے	ˌaxtˈarneː
اسٹنٹ	ˈɪsʈənʈ
افرادزخمی	ˌafrˈaːdəzˌəxmˌiː
اقربا	ˈaqrabˌaː
الحمید	alhəmˈiːd
المدت	almʊdˈat
اندھی	ˈandʰi
انسپکٹرقتل	ˌɪnspəkʈˈarqətˌəl
اورآئی	oːrˈaːi
اورآج	oːrˈaːɟ
اورمنشیات	ˌoːrəmˌənʃiˈaːt
ایئرفورس	eːˈarfˌoːrəs
ایئرپورٹس	eːˈarpˌoːrʈs
ایبلڈ	eːbˈʌlɖ
ایفی	ˈeːfi
باندھنے	bˈaːndʰənˌeː
برامدات	bˌəraːmˌədˈaːt
براوٴن	bˈeːrˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːn
برتھ	bˈʌrətʰ
بعقوبہ	bˈaːquːba
بولیں	bˈoːlẽː
بکرم	bˈakram
تعمیرکاافتتاح	tˈaːmirkaːˌɪtɪtˈaːh
تنقیدملک	tˌənqˈiːdəmˌələk
جامن	ɟˈaːmɪn
جھونکنے	ɟʰˈoːnəkneː
جھکاؤ	ɟʰʊkˈaːoː
جیلیں	ɟˈeːlẽː
حیرانی	heːrˈaːni
خامی	xˈaːmi
خدوخال	xˌədoːxˈaːl
دارالحکومتوں	dˌaːraːlhˌʊkuːmˈatõː
دستخطوں	dˈʌsətˌəxtˌõː
دعاگو	dʊˈaːɡoː
دوکاندار	doːkˈaːndaːr
رائونڈ	raːˈoːnɖ
رکیٹ	rəkˈiːʈ
رہنی	rˈɛhni
زمیں	zˈamĩː
سالن	sˈaːlɪn
سانچے	sˈaːnceː
ستھری	sˈʌtʰrˌiː
سدرہ	sˈʌdəra
سنز	sˈʌnəz
سوہنا	soːˈanaː
سٹیزن	sʈˈeːzən
سکینڈ	səkˈiːnɖ
شیم	ʃˈeːm
صدا	ʂˈʌdaː
عبدالواحد	ˌabdˈaːlʋaːhˌɪd
علاؤ	alˈaːoː
فشر	fˈʌʃər
فورتھ	fˈoːrətʰ
فورٹ	fˈoːrʈ
قبریں	qˈʌbrˌẽː
قمرالزمان	qˌəmrˌaːləzmˈaːn
لائین	laːˈiːn
لبہ	lˈʌbˌa
لیزر	lˈeːzər
مباحثہ	məbˈaːhəsa
مرمتی	mˈʌrəmti
مشتر	mˈʊʃtr
مشی	mˈʌʃi
معلو	mˈaːloː
منوا	mˈʌnʋaː
مورچہ	mˈoːrca
مکاؤ	məkˈaːoː
مکالمے	məkˈaːlmˌeː
مکر	mˈʌkər
مہمندوباجوڑ	mˈɛhməndˌoːbaːɟˌoːr.
نسخے	nˈʊsxeː
نشو	nˈʌʃoː
نفرتوں	nˈʌfərtõː
نکھارنے	nəkʰˈaːrnˌeː
نہی	nˈʌhi
ٹرانسپیرنسی	ʈrˈaːnsəpˌiːrnsˌiː
ٹمن	ʈˈʌmən
ٹوٹا	ʈˈuːʈaː
ٹھہر	ʈʰˈɛhɛr
ٹیزر	ʈˈeːzər
پاسکلی	pˈaːsəkli
پربندہوا	pˌərəbəndˈʌhʋaː
پرویزاشرف	pˌərʋizˈaːʃɪrˌəf
پریقین	pˌəriqˈiːn
پریڈی	pərˈiːɖi
پسینہ	pəsˈiːnˌa
پوچھتا	pˈuːcʰtaː
پینشن	pˈeːnəʃˌən
چاچا	cˈaːcaː
چھریوں	cʰˈʌriˌõː
چیکس	cˈeːkəs
ڈاگ	ɖˈaːɡ
ڈکیتیوں	ɖakˈeːtiˌõː
ڈیر	ɖˈeːr
کااحتجاجی	kˌaːaːhˌətɟˈaːɟi
کاعزم	kˈaːɪzˌəm
کاغان	kaːɣˈaːn
کتر	kˈʌtər
کرادیئے	kˌəraːdˈiːeː
کمزوریاں	kamzˈoːrjãː
کوتوالی	kˈoːtʋaːlˌiː
کوحادثہ	koːhˈaːdəsa
کوسٹل	kˈoːsʈəl
کیونکر	kjũːkˈar
کیچپ	kˈeːcəp
گزارتے	ɡʊzˈaːrteː
گزٹ	ɡˈʌzəʈ
گلین	ɡəlˈiːn
گنت	ɡˈʌnət
گون	ɡˈoːn
گوڈا	ɡˈoːɖaː
گھرا	ɡʰˈʌraː
گہما	ɡˈɛhmaː
گیندیں	ɡˈeːndẽː
ہاؤ	hˈaːoː
ہمسائے	hˌəmsˈaːeː
ہوسٹس	hˈoːsʈs
ہوچکاہے	hˌoːckˈaːheː
ہینڈز	hˈeːnɖz
یونہی	jˈɔnhˌiː
آہوں	ˈaːhõː
ائیرپورٹس	ˌa͡ɪirpˈoːrʈs
ابلنے	ʊbˈalneː
ابھیشیک	ˌabʰiʃˈiːk
اسوہ	asˈoːa
اسپنرز	ˌɪspənˈʌrz
اصلیت	ˈaʂliˌat
افتخارمحمد	ˌɪftɪxˈaːrəmˌəhəmˌəd
الحمد	alhˈamd
املی	ˈamlˌiː
اندازوں	ˈandaːzˌõː
اورعالمی	oːrˈaːlmˌiː
اورموبائل	ˌoːrmoːbˈa͡ɪl
اوروزیر	ˌoːroːzˈiːr
اپس	ˈapəs
ایڈن	ˈeːɖən
باربی	bˈaːrbˌiː
برگر	bˈʌrəɡˌər
بطریق	bˌətrˈiːq
بلاتاخیر	bˌəlaːtaːxˈiːr
بندیال	bəndjˈaːl
بھوٹان	bʰoːʈˈaːn
بہاراں	bəhˈaːrãː
بہایا	bəhˈaːjaː
بیلہ	bˈeːlˌa
بینگن	bˈeːnəɡˌən
تاخیرپر	taːxˈiːrəpˌər
تقی	tˈʌqi
تندرست	tˈandʊrˌʊst
ثبو	sˈʌboː
جاگیردارانہ	ɟaːɡˈiːrdaːrˌaːnˌa
جذبوں	ɟˈaðbõː
جھاڑو	ɟʰˈaːr.oː
حربوں	hˈʌrbˌõː
حسبہ	hˈʌsəba
حضورﷺ	bar.ˈiːheːzʊˈaːdˈoːrˈeːdˌʊruːdsalˈallaːhˌʊalˌeːhɪʋˌaaːlˌɪhiʋˌasalˌam
خاران	xaːrˈaːn
خاردار	xˈaːrdaːr
خلع	xˈʌlaː
خوردو	xˈʊrdoː
دیتاہے	deːtˈaːheː
رسالے	rɪsˈaːleː
رضویہ	rəzʋˈiːa
ریسپانس	rˌeːspˈaːns
ریلوں	rˈeːlõː
ریگولیٹر	rˌeːɡoːlˈiːʈər
سبحانی	sʊbhˈaːni
ستاسی	sətˈaːsi
سرخی	sˈʊrxˌiː
سردائی	sərdˈaːi
سرنڈر	sərˈʌnɖər
سلاخوں	səlˈaːxõː
سمجھوتا	sˌəmɟʰˈoːtaː
سنایاجائیگا	sˌənaːjˌaːɟaːˈiːɡaː
سٹینڈرڈ	sʈˈeːnɖərɖ
سپروائزر	sʊpˈarʋa͡ɪzˌər
سیکیورٹیز	sˌeːkeːˈoːrʈiz
صنفی	ʂˈɪnfi
صورتوں	ʂuːrˈatõː
عبدالقدوس	ˌabdˌaːləqdˈoːs
عربوں	ˈarbˌõː
عزیزوں	azˈiːzõː
عنبرین	ˈanbərˌiːn
غرباء	ɣˈʌrbˌaː
فارمیسی	fˌaːrmˈiːsi
فخرالدین	fˌəxrˌaːldˈiːn
فیکٹر	fˈeːkʈər
قدیمی	qədˈiːmi
قصائی	qəʂˈaːi
قصبوں	qˈʌʂbˌõː
محبتوں	mʊhˈabːatˌõː
مدتوں	mʊdːˈatõː
مذاکرت	mˌʊzaːkˈɪrt
مرگی	mˈʌrɡˌiː
مصطفائی	mˌʊʂtafˈaːi
معاش	mˈaːʃ
معدہ	mˈaːda
ملازمان	mˌʊlaːzɪmˈaːn
موہالی	moːhˈaːli
نامنظور	naːmˌanʐˈuːr
نواسن	nˈaʋaːsˌən
نوشاد	noːʃˈaːd
نوعمر	naʋˈaːmər
نکلسن	nɪkˈalsən
نکلوانے	nɪklʋˈaːneː
نہا	nˈʌhaː
واقفیت	ʋˌaːqɪfiˈat
وجے	ʋˈʌɟeː
وخارجی	ʋəxˈaːrɟˌiː
وزیرخوراک	ʋˌəzirxoːrˈaːk
ٹرانسپرنسی	ʈrˈaːnsəpˌərnsˌiː
ٹک	ʈˈɪk
ٹیوشنز	ʈˌeːoːʃˈanz
پاریکر	paːrˈiːkər
پرتباہی	pˌərətbˈaːhi
پرناب	pˌərnˈaːb
پنڈ	pˈʌnɖ
چھاڑ	cʰˈaːr.
چھوڑدیں	cʰˈoːr.dˌẽː
چھیاسی	cʰjˈaːsi
چینلوں	cˈeːnlˌõː
ڈارک	ɖˈaːrk
ڈیفالٹر	ɖeːfˈaːləʈˌər
ڈیپارٹمنٹس	ɖeːpˈaːrʈəmˌənəʈs
کاروںکا	kaːrˈõːkaː
کاسترو	kˈaːsətroː
کاشتہ	kˈaːʃta
کلاچی	kəlˈaːci
کمپیوٹرز	kˌəmpeːoːʈˈʌrz
کولیشن	kˌoːleːʃˈan
کویہ	kaʋˈiːa
کیجانب	keːɟˈaːnɪb
گدو	ɡˈʌdoː
گلنے	ɡˈʌlnˌeː
گھول	ɡʰˈoːl
ہزارروپے	hˌəzaːrrˈoːpeː
ہمی	hˈʌmi
ہٹے	hˈʌʈeː
یواین	jˌɔaːˈiːn
یونیسیف	jˌɔnisˈiːf
آبادیاں	aːbˈaːdjãː
آجاتے	aːɟˈaːteː
ئنٹ	nˈʌʈ
اطلس	ˈatlas
اظفر	ˈaʐəfˌər
افغانوں	ˌafɣˈaːnõː
انوراگ	ˌanoːrˈaːɡ
انٹربنک	ɪnʈˈarbənˌək
اواخر	aʋˈaːxər
اورقوم	ˌoːrqˈoːm
اورٹیک	ˈoːrʈik
اٹھاسی	aʈʰˈaːsi
اچھرہ	ˈacʰəra
اڑنے	ˈar.nˌeː
ایریگیشن	ˌeːriɡeːʃˈan
ایمبیسی	ˈeːmbisˌiː
ایڈیلیڈ	ˌeːɖilˈiːɖ
برانچز	bərˈaːncəz
برخلاف	bˌarxɪlˈaːf
بروہی	bərˈoːhi
بسٹر	bˈʌsʈər
بلڈنگز	bəlɖˈɪnɡz
بوندا	bˈuːndaː
تحاشہ	təhˈaːʃˌa
تعزیرات	tˈaːziraːt
تیئس	teːˈɪs
جانان	ɟaːnˈaːn
جزائر	ɟəzˈa͡ɪr
جھنڈوں	ɟʰˈʌnɖõː
جیح	ɟˈeːh
حسرت	hˈasrat
حواری	haʋˈaːri
خناق	xənˈaːq
دالیں	dˈaːlẽː
دستار	dˌəstˈaːr
دفع	dˈʌfaː
دواؤں	dˌaʋaːˈoːn
دوروز	doːrˈoːz
دوسگی	dˈoːsɡˌiː
دھانی	dʰˈaːni
دھشت	dʰˈʌʃt
دھلائی	dʰəlˈaːi
دھکیلا	dʰəkˈiːlaː
دیااور	djˌaːaːˈoːr
رائفلز	rˈa͡ɪfəlˌəz
رائیڈرز	rˌaːiɖˈʌrz
راکھی	rˈaːkʰi
ربڑ	rˈʌbər.
رحمی	rˈʌhəmˌiː
روٹری	rˈoːʈrˌiː
ریسٹورنٹس	rˈeːsʈoːrˌənəʈs
ریورس	reːˈoːrəs
زنانہ	zənˈaːnˌa
زوہیب	zoːhˈiːb
سرچشمہ	sarcˈaʃma
سنیٹرز	sˌəniʈˈʌrz
سونپے	sˈoːnpeː
سوہا	sˈoːhaː
شاعرمحمدشفیع	ʃaːˈaːɪrmˌəhəmˌədəʃfi
شاکرشجاع	ʃˈaːkərˌəʃɟˌaː
شکاری	ʃəkˈaːri
صدرپرویز	ʂˌədərˌəprʋˈiːz
طعنہ	tˈaːnˌa
عبدالقادربلوچ	ˌabdˌaːlqˌaːdərˌəblˈoːc
عفت	ɪffˈat
فراری	fərˈaːri
فریٹ	fərˈiːʈ
فورڈ	fˈoːrɖ
قرباں	qˈʌrbˌãː
قمبر	qˈʌmbər
قندوز	qəndˈuːz
لئیے	lˈʌjeː
لائنر	lˈa͡ɪnər
لاتی	lˈaːti
لمیٹڈکے	ləmˈiːʈəɖkeː
لیسنگ	lˈeːsɪnɡ
ماہندہ	maːhˈʌnda
مساعی	mˌəsaːˈaːi
معائناتی	maːˈɪnaːtˌiː
معجزانہ	mˌɔɟɪzˈaːnˌa
مقبو	mˈʌqbˌoː
مقناطیسی	mˌəqnaːtˈiːsi
ملاکر	məlˈaːkər
مواخذہ	maʋˈaːxəza
موک	mˈoːk
میرکل	mˈeːrəkˌəl
میلان	meːlˈaːn
نبھانا	nɪbʰˈaːnaː
نزدیکی	nˌəzdˈiːki
نقلی	nˈʌqlˌiː
نوکر	nˈoːkər
نکالتے	nɪkˈaːlteː
واٹس	ʋˈaːʈs
وبال	ʋəbˈaːl
وغم	ʋˈʌɣəm
ویتنام	ʋˌeːtnˈaːm
ویٹو	ʋˈeːʈoː
ٹرائی	ʈrˈaːi
ٹماٹروں	ʈəmˈaːʈrˌõː
پادری	pˈaːdrˌiː
پرافٹ	pərˈaːfəʈ
پروڈکٹس	pˌəroːɖəkˈʌʈs
پرکاش	pˌərkˈaːʃ
پڑھایا	pər.hˈaːjaː
پہرہ	pˈɛhrəˌa
پہلوانوں	pˈɛhlʋaːnˌõː
چائلڈپروٹیکشن	cˌa͡ɪlɖəproːʈˈeːkʃan
ڈبوں	ɖˈabõː
ڈویژنز	ɖaʋˈiːʒənˌəz
ڈیف	ɖˈeːf
کادل	kˈaːdɪl
کاریڈور	kˌaːriɖˈoːr
کاویری	kaːʋˈiːri
کاکول	kaːkˈoːl
کرواکر	kərʋˈaːkər
کسٹمرز	kˌəsʈəmˈʌrz
کلاسیکل	klaːsˈiːkəl
کلیہ	kəlˈiːa
کوالالمپور	kˌʊaːlˌaːlmpˈoːr
کوفون	koːfˈoːn
کوپانچ	koːpˈaːnc
گورکھ	ɡˈoːrəkʰ
گہمی	ɡˈɛhmi
ہائرایجوکیشن	hˌa͡ɪraːjˌaɟoːkeːʃˈan
ہالز	hˈaːlɪz
ہروقت	hərˈoːqət
ہرے	hˈʌreː
ہنسائی	hənsˈaːi
ہونٹ	hˈoːnʈ
ہونیو	hoːnˈeːoː
ہوگیاہے	hˈoːɡjaːhˌeː
ہیرے	hˈiːreː
آبادسےاغواء	ˌaːbaːdseːˈaːɣʋaː
اج	ˈaɟ
اح	ˈah
اداکی	adˈaːki
استقلال	ɪstˈaqlaːl
اسٹالز	ɪsʈˈaːləz
اسیران	ˌasirˈaːn
افیئرز	ˌafiˈarz
الامین	alamˈiːn
الدریویش	aldˌəreːʋˈiːʃ
الزبتھ	alzˈʌbətʰ
اورسیکورٹی	ˌoːrsikˈoːrʈi
ایجادات	ˌiːɟaːdˈaːt
ایموجی	eːmˈoːɟi
ایڈڈ	ˈeːɖəɖ
ایکنک	ˈeːkənˌək
باورچی	baːʋˈʌrci
بحرانی	bˌɔhrˈaːni
برن	bˈʌrən
بضد	bˈazɪd
بعدمیں	bˈaːdmˌẽː
بنالیں	bənˈaːlẽː
بھجوادیئے	bʰˌəɟʋaːdˈiːeː
بہاری	bəhˈaːri
بیتی	bˈiːti
بیزار	beːzˈaːr
تقاریرکا	tˌəqaːrˈiːrkˌaː
توآج	taʋˈaːɟ
ثناءاللہ	sˌənaːˈaːləla
جاگیردار	ɟaːɡˈiːrdaːr
جدائی	ɟˈʊdaːˌiː
جلی	ɟˈʌli
جنونی	ɟʊnˈuːni
جنگجوں	ɟˈanɡɟuːn
جونی	ɟˈoːni
جوڈیشنل	ɟoːɖˈeːʃnal
حشیش	həʃˈiːʃ
خمینی	xəmˈiːni
خونریزی	xˌoːnrˈiːzi
دنیابھر	dʊnˈiːaːbʰˌər
دہشتگردانہ	dˈɛhʃˈatɡərdˌaːnˌa
راہنماء	rˈaːhənmaː
رفسنجانی	rˌəfəsnɟˈaːni
روکتا	rˈoːktˌaː
رچا	rˈʌcaː
ریشہ	rˈeːʃˌa
زنجیروں	zənɟˈiːrõː
سائمن	sˈa͡ɪmən
سراؤں	sˌəraːˈoːn
سرداروں	sərdˈaːrõː
سرپرائز	sˌərəprˈa͡ɪz
سمیٹنے	səmˈiːʈnˌeː
سوئپ	soːˈɪp
سوم	sˈoːm
سٹرکوں	sˈʌʈərkõː
سکھایا	səkʰˈaːjaː
شیکھر	ʃˈeːkʰər
صدرکی	ʂˈʌdərki
عث	ˈas
غیرفیصلہ	ɣˌeːrfˈiːʂəla
فریدیہ	fˌəridˈiːa
قران	qərˈaːn
لٹیرے	ləʈˈiːreː
لگادیا	lˌəɡaːdˈiːaː
ماش	mˈaːʃ
محمدنعیم	mˌəhəmˌədnaˈiːm
محمدیوسف	mˌəhəmdeːˈoːsəf
مخبر	mˈʊxbˌɪr
مریخ	mərˈiːx
مزیدبرآں	mˌəzidˌəbrˈaːn
منوچہر	mənˈoːcəhˌər
موڈیز	moːɖˈiːz
مہاراشٹرا	mˌəhaːrˈaːʃəʈraː
مینجنگ	mˈeːnɟənɡ
ناساز	naːsˈaːz
نفرتیں	nˈʌfərtĩː
نمنٹ	nˈʌmənʈ
نکتے	nˈʊkteː
ورن	ʋˈʌrən
ونی	ʋˈʌni
ویر	ʋˈeːr
ٹیکنالوجیز	ʈˌeːknˌaːloːɟˈiːz
پبلکن	pˈʌbəlˌəkən
پراڈکٹ	pərˈaːɖəkˌəʈ
پراکسی	pərˈaːksˌiː
پرقابو	pˌərqˈaːboː
پرکسٹمزانٹیلی	pˌərəkˌəsʈəmzˈaːnʈilˌiː
پریرا	pərˈiːraː
پش	pˈʌʃ
پھونک	pʰˈuːnk
پہچانا	pˈɛhcaːnˌaː
پیکجز	pˈeːkəɟˌəz
چوٹیں	cˈoːʈẽː
چھوڑکر	cʰˈoːr.əkˌər
ڈیٹس	ɖˈeːʈs
کانتیجہ	kˌaːntˈiːɟˌa
کرسیاں	kʊrsˈiːãː
کوبہتر	kˈoːbəhˌətər
کوملک	kˈoːməlˌək
کوچین	koːcˈiːn
کھیلتا	kʰˈeːltˌaː
کیڈر	kˈeːɖər
گزاریں	ɡʊzˈaːrẽː
گلیات	ɡˌəliˈaːt
گنہگار	ɡˌənhɡˈaːr
گھیب	ɡʰˈeːb
گیاجبکہ	ɡjˈaːɟəbˌəkˌa
ہواور	hˌaʋaːˈoːr
ہوناچاہیے	hˌoːnaːcˈaːhjeː
ہونیکا	hoːnˈiːkaː
آفیسرلاہورطیب	ˌaːfisˌərlˌaːhoːrtˈiːb
آقاؤں	ˌaːqaːˈoːn
ئندہ	nˈʌda
اارشد	ˈaːrəʃˌəd
ابلاغیات	ˌablˌaːɣiˈaːt
ابھرتے	ʊbhˈarteː
اقراء	ˈaqrˌaː
الاؤنسز	ˌalaːˈoːnsəz
الیکٹرونکس	ɪlˈeːkʈroːnˌəkəs
انجینئروں	ɪnɟˈiːnrˌõː
انسولین	ˈansoːlˌiːn
انسٹا	ˈɪnsɪʈˌaː
انسٹاگرام	ˌɪnsɪʈˌaːɡrˈaːm
اوراسے	oːrˈaːseː
اورکسی	ˈoːrəksi
اٹھانی	ʊʈʰˈaːni
اکاؤنٹنٹ	ˌakaːˈoːnəʈˌənʈ
اکیاون	ˈakjaːˌoːn
اگیتی	ˌaɡiˈati
بریلوی	bərˈiːlʋi
بنالی	bənˈaːli
بنام	bənˈaːm
بکھرے	bˈɪkhreː
بھلے	bʰˈʌleː
بیف	bˈeːf
بیواؤں	bˈeːʋaːˌoːn
