က	ka̰
သူတောင်းစား	ðədáʊɴzá
သူတော်	θùdɔ̀
သူတော်ကောင်း	θùdɔ̀ɡáʊɴ
သူတော်စင်	θùdɔ̀zɪ̀ɴ
သူတော်သူမြတ်	θùdɔ̀θùmjaʔ
သူနာ	θùnà
သူနာတင်ကား	θùnàtɪ̀ɴká
သူနာတင်ယာဉ်	θùnàtɪ̀ɴjɪ̀ɴ
သူနာပြု	θùnàbjṵ
သူနိုင်ငါညှဉ်းလုပ်	θùnàɪɴŋàɲ̊ɪ́ɴloʊʔ
သူပုန်	ðəbòʊɴ
သူပုန်ထ	ðəbòʊɴtʰa̰
သူပုန်သူကန်	ðəbəðùɡàɴ
သူပြောငါပြော	θùpjɔ́ŋàpjɔ́
သူဖုန်းစား	θùpʰóʊɴsá
သူမ	θùma̰
သူမသာကိုယ်မသာ	θùməθàkòjməθà
သူမသာငါမသာ	θùməθàŋàməθà
သူမိုက်	θùmaɪʔ
သူများ	θùmjá
သူများနည်းတူ	θùmjánítù
သူယုတ်မာ	θùjoʊʔmà
သူယောင်	θùjàʊɴ
သူယောင်မယ်	θùjàʊɴmɛ̀
သူရ	θùja̰
သူရကန်	θùɹəkàɴ
သူရင်းငှား	θəjɪ́ɴŋ̊á
သူရင်းတိုင်	θəjɪ́ɴdàɪɴ
သူရသတ္တိ	θùja̰θaʔtḭ
သူရိန်	θùjèɪɴ
သူရိယမာသ	θùɹḭja̰màθa̰
သူရဲ	θəjɛ́
သူရဲကောင်း	θùjɛ́ɡáʊɴ
သူရဲကြီး	θùjɛ́d͡ʑí
သူရဲကြီးအလံ	θùjɛ́d͡ʑíʔəlàɴ
သူရဲခို	θəjɛ́kʰò
သူရဲပြေး	θəjɛ́pjé
သူရဲဘောကြောင်	θəjɛ́bɔ́d͡ʑàʊɴ
သူရဲဘောနည်း	θəjɛ́bɔ́ní
သူရဿတီ	θùɹa̰θətì
သူလိုငါလို	θùlòŋàlò
သူလျှို	ðəʃò
သူသူငါငါ	θùθùŋàŋà
သူသေ	θùθè
သူဟောင်းစကား	θùháʊɴzəɡá
သူအို	θùʔò
သူ့	θṵ
သေ	θè
သေခြင်း	θèd͡ʑɪ́ɴ
သေတ္တာ	θɪʔtà
သေနတ်	θənaʔ
သော	θɔ́
သောက္ကတဲ	θaʊʔkətɛ́
သောက်	θaʊʔ
သောကြာ	θaʊʔt͡ɕà
သောကြာဂြိုဟ်	θaʊʔt͡ɕàd͡ʑò
သောင်း	θáʊɴ
သောင်းသောင်း	θáʊɴðáʊɴ
သောဘိတ	θɔ́bḭta̰
သောဘိတဘုရား	θɔ́bḭta̰pʰəjá
သောမနဿ	θɔ́mənaʔθa̰
သောသော	θɔ́ðɔ́
သော့	θɔ̰
သော့တံ	θɔ̰dàɴ
သော်	ðɔ̀
သော်တာ	θɔ̀dà
သေး	θé
သဲ	θɛ́
သဲကန္တာရ	θéɡàɴdàja̰
သဲကျောက်	θɛ́d͡ʑaʊʔ
သဲ့သဲ့	θɛ̰ðɛ̰
သံ	θàɴ
သံကြိုး	θàɴd͡ʑó
သံကြိုးစာ	θàɴd͡ʑózà
သံကြွပ်	θàɴd͡ʑʊʔ
သံချပ်	θəd͡ʑaʔ
သံချေး	θàɴd͡ʑí
သံခွာ	θàɴkʰwà
သံဃာ	θàɴɡà
သံစုံတီးဝိုင်း	θàɴzòʊɴtíwáɪɴ
သံတမန်	θàɴtəmàɴ
သံတော်ဆင့်	θàɴdɔ̀zɪ̰ɴ
သံတွဲ	θàɴdwɛ́
သံပန်း	θàɴbáɴ
သံပရာ	θàɴbəjà
သံပရို	θàɴba̰jò
သံပေါက်	θàɴbaʊʔ
သံပြိုင်	θàɴbjàɪɴ
သံဖြူ	θàɴbjù
သံမဏိ	θàɴmənḭ
သံရုံး	θàɴjóʊɴ
သံလမ်း	θàɴláɴ
သံလမ်းရထား	θàɴláɴjətʰá
သံလိုက်	θàɴlaɪʔ
သံလိုက်စက်ကွင်း	θàɴlaɪʔsɛʔkwɪ́ɴ
သံလွင်	θàɴlwɪ̀ɴ
သံဝါသ	θàɴwàθa̰
သံသယ	θàɴθəja̰
သံအမတ်	θàɴʔəmaʔ
သံ့သံ့	θa̰ɴða̰ɴ
သျှင်	ʃɪ̀ɴ
သျှမ်း	ʃáɴ
သျှောင်	jàʊɴ
သွင်သွင်	θwɪ̀ɴðwɪ̀ɴ
သွင်း	θwɪ́ɴ
သွတ်သွတ်	θʊʔθʊʔ
သွန်းသွန်း	θʊ́ɴðʊ́ɴ
သွပ်	θʊʔ
သွား	θwá
သွားကြားထိုးတံ	θwád͡ʑátʰódàɴ
သွားတိုက်ဆေး	θwádaɪʔsʰé
သွားပွတ်တံ	ðəbʊʔtàɴ
သွားဖုံး	θəpʰóʊɴ
သွားရည်	θəjì
သွေ	θwè
သွေး	θwé
သွေးကြော	θwéd͡ʑɔ́
သွေးတိုးရောဂါ	θwétójɔ́ɡà
သွေးပေါ်	θwépɔ̀
သွေးအုပ်စု	θwéʔoʊʔsṵ
ဟ	ha̰
ဟင့်အင်း	hɪ̰ɴʔɪ́ɴ
ဟင်း	hɪ́ɴ
ဟင်းခါး	hɪ́ɴɡá
ဟင်းရည်	hɪ́ɴjè
ဟင်းသီးဟင်းရွက်	hɪ́ɴðíhɪ́ɴjwɛʔ
ဟင်္သာ	hɪ́ɴθà
ဟင်္သာတ	hɪ̀ɴθəta̰
ဟထိုး	ha̰tʰó
ဟနူမာန်	hənùmàn
ဟန်ဂေရီ	hàɴɡèɹì
ဟန်နီ	hàɴnì
ဟမ်ဘာဂါ	hàɴbàɡà
ဟယ်လီကော့ပတာ	hɛ̀lìkɔ̰pətà
ဟရိဘုဉ္ဇ	həɹḭbòʊɴza̰
ဟလဝါ	ha̰ləwà
ဟာနွိုင်း	hànwáɪɴ
ဟာသ	hàθa̰
ဟားခါး	hákʰá
ဟိတ်	heɪʔ
ဟိန္ဒီ	hèɪɴdì
ဟိန္ဒူ	hèɪɴdù
ဟိမဝန္တာ	hḭma̰wʊ̀ɴtà
ဟိမာလယ	hḭmàləja̰
ဟို	hò
ဟိုက်ဒရိုဂျင်	haɪʔdəɹòd͡ʑɪ̀ɴ
ဟိုင်းအီနာ	háɪɴʔìnà
ဟိုတယ်	hòtɛ̀
ဟိုမှာ	hòm̥à
ဟိုဟာ	hòhà
ဟီ	hì
ဟီနယာန	hìna̰jàna̰
ဟီလီယမ်	hìlìjàɴ
ဟုတ်	hoʊʔ
ဟုတ်ကဲ့	hoʊʔkɛ̰
ဟုတ်တာပေါ့	hoʊʔtàpɔ̰
ဟူ	hù
ဟူးရား	hújá
ဟူးဟူး	húhú
ဟေတီ	hètì
ဟေမန္တ	hèmàɴta̰
ဟေမန်	hèmàɴ
ဟေမာ	hèmà
ဟော	hɔ́
ဟောက်	haʊʔ
ဟောင်ကောင်	hàʊɴkàʊɴ
ဟောင်း	háʊɴ
ဟော်	hɔ̀
ဟော်ကီ	hɔ̀kì
ဟော်တယ်	hɔ̀tɛ̀
ဟော်လန်	hɔ̀làɴ
ဟဲလို	hɛ́lò
ဟွန်ဒူးရပ်စ်	hʊ̀ɴdúɹaʔs
ဠ	la̰
ဠကြီး	la̰t͡ɕí
အ	ʔa̰
အက	ʔəka̰
အကယ်၍	ʔəkɛ̀jwḛ
အကာ	ʔəkà
အကိတ်	ʔəkeɪʔ
အကို	ʔəkò
အကိုင်း	ʔəkáɪɴ
အကုန်	ʔəkòʊɴ
အကူ	ʔəkù
အကောက်	ʔəkaʊʔ
အကောက်ဆိပ်	ʔəkaʊʔsʰeɪʔ
အကောင့်	ʔəka̰ʊɴ
အကော်ဒီယံ	ʔəkɔ̀dìjàɴ
အက္ခရာ	ʔɛʔkʰəjà
အက်	ʔɛʔ
အက်စစ်	ʔɛʔsɪʔ
အက်စတိုးနီးယား	ʔɛʔsətóníjá
အက်တမ်	ʔɛʔtàɴ
အကျဉ်း	ʔət͡ɕɪ́ɴ
အကျဉ်းထောင်	ʔət͡ɕɪ́ɴdàʊɴ
အကျည်း	ʔət͡ɕí
အကျည်းတန်	ʔət͡ɕítàɴ
အကျယ်	ʔət͡ɕɛ̀
အကျိတ်	ʔət͡ɕeɪʔ
အကျိုး	ʔət͡ɕó
အကျော်	ʔət͡ɕɔ̀
အကျော်ဇေယျ	ʔət͡ɕɔ̀zèja̰
အကြမ်းဖက်ဝါဒ	ʔət͡ɕáɴpʰɛʔwàda̰
အကြမ်းဖက်သမား	ʔət͡ɕáɴpʰɛʔθəmá
အကြောင်း	ʔət͡ɕáʊɴ
အကြော်	ʔa̰t͡ɕɔ̀
အကြေး	ʔət͡ɕé
အကြံ	ʔət͡ɕàɴ
အကြံပေးချက်	ʔət͡ɕàɴpéd͡ʑɛʔ
အကြွေး	ʔət͡ɕwé
အကြွေးဝယ်ကတ်ပြား	ʔət͡ɕwéwɛ̀kaʔpjá
အကွ	ʔəkwa̰
အကွာအဝေး	ʔəkwàʔəwé
အခန်း	ʔəkʰáɴ
အခမဲ့	ʔəkʰa̰mɛ̰
အခါတစ်ပါး	ʔəkʰàdəbá
အခိုး	ʔəkʰó
အခု	ʔəkʰṵ
အခေါက်	ʔəkʰaʊʔ
အချက်	ʔət͡ɕʰɛʔ
အချင်း	ʔət͡ɕʰɪ́ɴ
အချင်းဝက်	ʔət͡ɕʰɪ́ɴwɛʔ
အချစ်	ʔət͡ɕʰɪʔ
အချပ်	ʔət͡ɕʰaʔ
အချိတ်	ʔət͡ɕʰeɪʔ
အချိန်	ʔət͡ɕʰèɪɴ
အချိန်စာရင်း	ʔət͡ɕʰèɪɴsəjɪ́ɴ
အချို	ʔət͡ɕʰò
အချိုပွဲ	ʔət͡ɕʰòbwɛ́
အချိုမှုန့်	ʔət͡ɕʰòm̥o̰ʊɴ
အချို့	ʔət͡ɕʰo̰
အချိုး	ʔət͡ɕʰó
အချုပ်ခန်း	ʔət͡ɕʰoʊʔkʰáɴ
အချုပ်အခြာအာဏာ	ʔət͡ɕʰoʊʔʔət͡ɕʰàʔànà
အချွဲ	ʔət͡ɕʰwɛ́
အခြား	ʔət͡ɕʰá
အခြေ	ʔət͡ɕʰè
အခြောက်	ʔət͡ɕʰaʊʔ
အခွင့်	ʔəkʰwɪ̰ɴ
အခွင့်ထူးခံ	ʔəkʰwɪ̰ɴtʰúɡàɴ
အခွင့်အရေး	ʔəkʰwɪ̰ɴʔəjé
အခွန်	ʔəkʰʊ̀ɴ
အခွံ	ʔəkʰʊ̀ɴ
အခွံမာသီး	ʔəkʰʊ̀ɴmàðí
အဂတိ	ʔa̰ɡədḭ
အဂ္ဂမဟာပဏ္ဍိတ	ʔɛʔɡa̰məhàpàɴdḭta̰
အဂ္ဂမဟာသေနာပတိ	ʔɛʔɡa̰məhàθènàpətḭ
အဂ္ဂမဟေသီ	ʔɛʔɡa̰məhèθì
အငတ်	ʔəŋaʔ
အင်ဂိုလာ	ʔɪ̀ɴɡòlà
အင်ဂျင်	ʔɪ̀ɴd͡ʑɪ̀ɴ
အင်ဂျင်နီယာ	ʔɪ̀ɴd͡ʑɪ̀ɴnìjà
အင်တာနက်	ʔɪ̀ɴtànɛʔ
အင်တာဗျူး	ʔɪ̀ɴtəbjú
အင်ဒိုချိုင်းနား	ʔɪ̀ɴdòt͡ɕʰáɪɴná
အင်ဒိုနီးရှား	ʔɪ̀ɴdòníʃá
အင်ဒိုရာ	ʔɪ̀ɴdòɹà
အင်ပါယာ	ʔɪ̀ɴpàjà
အင်း	ʔɪ́ɴ
အင်းကျီ	ʔɪ́ɴd͡ʑì
အင်းစိန်	ʔɪ́ɴsèɪɴ
အင်းဆက်	ʔɪ́ɴsʰɛʔ
အင်းဝ	ʔəwa̰
အင်းဝ	ʔɪ́ɴwa̰
အင်းသား	ʔɪ́ɴðá
အင်္ကျီ	ʔɪ́ɴd͡ʑì
အင်္ဂတေ	ʔɪ̀ɴɡədè
အင်္ဂလန်	ʔɪ̀ɴɡəlàɴ
အင်္ဂလိပ်	ʔɪ̀ɴɡəleɪʔ
အင်္ဂါ	ʔɪ̀ɴɡà
အင်္ဂါဇာတ်	ʔɪ̀ɴɡàzaʔ
အငြိမ့်	ʔəɲḛɪɴ
အငြိမ့်တီးမျိုး	ʔa̰ɲḛɪɴtímjó
အငွေ့	ʔa̰ŋwḛ
အစ	ʔəsa̰
အစက်	ʔəsɛʔ
အစဉ်	ʔəsɪ̀ɴ
အစည်းအရုံး	ʔəsíʔəjóʊɴ
အစည်းအဝေး	ʔəsíʔəwé
အစမ်း	ʔəsáɴ
အစား	ʔəsá
အစားအစာ	ʔəsáʔəsà
အစိမ်း	ʔəséɪɴ
အစိုးရ	ʔəsója̰
အစီရင်	ʔəsìjɪ̀ɴ
အစီရင်ခံ	ʔəsìjɪ̀ɴkʰàɴ
အစီရင်ခံစာ	ʔəsìjɪ̀ɴkʰàɴzà
အစီအစဉ်	ʔəsìʔəsɪ̀ɴ
အစီအလျဉ်	ʔəsìʔəljɪ̀ɴ
အစု	ʔəsṵ
အစုရှင်	ʔəsṵʃɪ̀ɴ
အစုံအစုံ	ʔəsòʊɴʔəsòʊɴ
အစေအပါး	ʔəsèʔəpá
အစောင့်	ʔəsa̰ʊɴ
အစေ့	ʔəsḭ
အစ္စရေး	ʔɪʔzəɹé
အစ္စလမ်	ʔɪʔsəlàɴ
အစ်	ʔɪʔ
အစ်ကို	ʔəkò
အစ်မ	ʔəma̰
အစွန်း	ʔəsʊ́ɴ
အဆင့်	ʔəsʰɪ̰ɴ
အဆန်	ʔəsʰàɴ
အဆိပ်	ʔəsʰeɪʔ
အဆိုတော်	ʔəsʰòdɔ̀
အဆီ	ʔəsʰì
အဆုတ်	ʔəsʰoʊʔ
အဆုတ်ရောင်ရောဂါ	ʔa̰sʰoʊʔjàʊɴjɔ́ɡà
အဆုံး	ʔəsʰóʊɴ
အဆောက်အအုံ	ʔəsʰaʊʔʔəʔú
အဆောက်အဦ	ʔəsʰaʊʔʔəʔù
အဆောင်	ʔəsʰàʊɴ
အဆွေး	ʔəsʰwé
အဇာဘိုင်ဂျန်	ʔa̰zəbàɪɴd͡ʑàɴ
အဉ္ဇလီ	ʔɪ̀ɴzəlì
အညစ်အကြေး	ʔəɲɪʔʔət͡ɕé
အညစ်အထည်း	ʔəɲɪʔʔətʰí
အညာသား	ʔəɲàðá
အညို	ʔəɲò
အညီ	ʔəɲì
အဋ္ဌမ	ʔaʔtʰəma̰
အဏုဇီဝဗေဒ	ʔənṵzìwa̰bèda̰
အဏ္ဏဝါ	ʔàɴnəwà
အဏ္ဏဝါဗေဒ	ʔànnəwàbèda̰
အတင်း	ʔətɪ́ɴ
အတန်း	ʔətáɴ
အတာ	ʔətà
အတာအိုး	ʔətàʔó
အတိတ်	ʔəteɪʔ
အတိုင်ပင်ခံ	ʔətàɪɴbɪ̀ɴɡàɴ
အတိုင်း	ʔətáɪɴ
အတိုး	ʔətó
အတီမျှ	ʔətìm̥ja̰
အတူ	ʔətù
အတူတူ	ʔətùdù
အတောင်	ʔətàʊɴ
အတ္တဒဿီ	ʔaʔta̰daʔθì
အတ္တဒဿီဘုရား	ʔaʔta̰dətθìpʰəjá
အတွင်း	ʔətwɪ́ɴ
အတွင်းခံ	ʔətwɪ́ɴɡàɴ
အတွင်းစကား	ʔətwɪ́ɴzəɡá
အတွင်းတာရာ	ʔətwɪ́ɴtàjà
အတွင်းရန်	ʔətwɪ́ɴjàɴ
အတွင်းဝန်	ʔətwɪ́ɴwʊ̀ɴ
အတွဲ	ʔətwɛ́
အထက်	ʔətʰɛʔ
အထက်လွှတ်တော်	ʔətʰɛʔl̥ʊʔtɔ̀
အထက်သား	ʔətʰɛʔðá
အထင်	ʔətʰɪ̀ɴ
အထပ်	ʔətʰaʔ
အထိ	ʔətʰḭ
အထိန်း	ʔətʰéɪɴ
အထိမ်းအမှတ်	ʔətʰéɪɴʔəm̥aʔ
အထီး	ʔətʰí
အထုပ်	ʔətʰoʊʔ
အထုံးအဖွဲ့	ʔətʰóʊɴʔəpʰwɛ̰
အထဲ	ʔətʰɛ́
အဓမ္မ	ʔədəma̰
အဓိက	ʔa̰dḭɡa̰
အဓိကရုဏ်း​	ʔədḭka̰jóʊɴ
အဓိဌာန်	ʔədeɪʔtʰàɴ
အဓိပ္ပါယ်	ʔədeɪʔbɛ̀
အနက်	ʔənɛʔ
အနန္တ	ʔənàɴda̰
အနန္တောအနန္တငါးပါး	ʔənàɴdɔ́ʔənda̰ŋápá
အနာကြီးရောဂါ	ʔənàd͡ʑíjɔ́ɡà
အနာဂတ်	ʔənàɡaʔ
အနား	ʔəná
အနားယူ	ʔənájù
အနိစ္စ	ʔənèssa̰
အနို့	ʔəno̰
အနီ	ʔənì
အနုတ်လက္ခဏာ	ʔən̥oʊʔlɛʔkʰənà
အနုပညာ	ʔənṵpjɪ̀ɴɲà
အနုရာဓပူရ	ʔənṵjàda̰pùɹa̰
အနုရုဒ္ဓါ	ʔənṵjoʊʔdà
အနောက်	ʔənaʊʔ
အနောက်ဝန်	ʔənaʊʔwʊ̀ɴ
အနောမဒဿီ	ʔənɔ́mədətθì
အနောမဒဿီဘုရား	ʔənɔ́mədaʔθìpʰəjá
အနော်ရထာ	ʔənɔ̀jətʰà
အနံ့	ʔəna̰ɴ
အန္တရာယ်	ʔàɴdəjɛ̀
အန္တာတိက	ʔàɴtàtḭka̰
အန်	ʔàɴ
အန်ကယ်	ʔàɴkɛ̀
အန်တီ	ʔàɴtì
အန်နီမဲ	ʔàɴnìmɛ́
အနွယ်	ʔənwɛ̀
အနှစ်	ʔən̥ɪʔ
အနှိပ်	ʔən̥eɪʔ
အနှီဟာ	ʔən̥ìhà
အနှီး	ʔən̥í
အပင်	ʔəpɪ̀ɴ
အပတ်စဉ်	ʔa̰paʔzɪ̀ɴ
အပိုင်း	ʔəpáɪɴ
အပိုဒ်	ʔəpaɪʔ
အပူ	ʔəpù
အပေါင်	ʔəpàʊɴ
အပေါင်းလက္ခဏာ	ʔəpáʊɴlɛʔkʰənà
အပေါ့	ʔəpɔ̰
အပေါ်	ʔəpɔ̀
အပ်	ʔaʔ
အပ်ချည်	ʔaʔt͡ɕʰì
အပ်ချုပ်စက်	ʔaʔt͡ɕʰoʊʔsɛʔ
အပ်ထောက်	ʔaʔtʰaʊʔ
အပြင်	ʔəpjɪ̀ɴ
အပြစ်	ʔəpjɪʔ
အပြာ	ʔəpjà
အပြာကား	ʔəpjàká
အပြာမယ်	ʔəpjàmɛ̀
အပြိုင်	ʔəpjàɪɴ
အပြီးသတ်	ʔəpjíðaʔ
အပြုအမူ	ʔəpjṵʔəmù
အပြုံး	ʔəpjóʊɴ
အပြော	ʔəpjɔ́
အပွင့်	ʔəpwɪ̰ɴ
အဖ	ʔəpʰa̰
အဖတ်	ʔəpʰaʔ
အဖို	ʔəpʰò
အဖို့	ʔəpʰo̰
အဖိုး	ʔəpʰó
အဖိုးကြီး	ʔəpʰót͡ɕí
အဖုံဖုံ	ʔəpʰòʊɴbòʊɴ
အဖုံး	ʔəpʰóʊɴ
အဖေ	ʔəpʰè
အဖော်	ʔəpʰɔ̀
အဖေ့	ʔəpʰḛ
အဖျား	ʔəpʰjá
အဖျားဖြတ်ဆေး	ʔa̰pʰjápʰjaʔsʰé
အဖြူ	ʔəpʰjù
အဖြေ	ʔəpʰjè
အဖွဲ့	ʔəpʰwɛ̰
အဖွဲ့ချုပ်	ʔəpʰwɛ̰d͡ʑoʊʔ
အဖွဲ့ဝင်	ʔəpʰwɛ̰wɪ̀ɴ
အဘိဓာန်	ʔəbḭdàɴ
အဘိုး	ʔəpʰó
အဘိုးကြီး	ʔəpʰód͡ʑí
အဘွား	ʔəpʰwá
အမ	ʔəma̰
အမည်	ʔəmjì
အမည်း	ʔəmɛ́
အမတ်	ʔəmaʔ
အမယ်	ʔəmɛ̀
အမရပူရ	ʔəməja̰pùja̰
အမာ	ʔa̰mà
အမိ	ʔəmḭ
အမိန့်	ʔəmḛɪɴ
အမိန့်ရှိပါ	ʔəmḛɪɴʃḭbà
အမိုး	ʔəmó
အမူအရာ	ʔəmùʔəjà
အမေ	ʔəmè
အမေရိက	ʔəmèɹḭka̰
အမေရိကန်	ʔəmèɹḭkàɴ
အမေရိကန်ပြည်ထောင်စု	ʔəmèɹḭkàɴpjìdàʊɴzṵ
အမေလိုး	ʔəmèló
အမေး	ʔəmé
အမဲလိုက်	ʔəmɛ́laɪʔ
အမဲသား	ʔəmɛ́ðá
အမဲသားမစားပါဘူး	ʔəmɛ́ðáməsábàbú
အမျိုး	ʔəmjó
အမျိုးဇာတ်	ʔəmjózaʔ
အမျိုးလေးပါး	ʔəmjólébá
အမျိုးသမီး	ʔəmjóðəmí
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔa̰mjóðəmíla̰zɪ̀ɴθóʊɴpjɪʔsí
အမျိုးသား	ʔəmjóðá
အမျိုးသားစိတ်	ʔəmjóðáseɪʔ
အမျိုးသားနေ့	ʔəmjóðánḛ
အမျိုးသားလွှတ်တော်	ʔəmjóðál̥ʊʔtɔ̀
အမျိုးသားသီချင်း	ʔəmjóðáθət͡ɕʰɪ́ɴ
အမျိုးအနွယ်	ʔəmjóʔənwɛ̀
အမျှင်	ʔəm̥jɪ̀ɴ
အမြစ်	ʔəmjɪʔ
အမြန်	ʔəmjàɴ
အမြီး	ʔəm̥í
အမြောက်	ʔəmjaʊʔ
အမြဲ	ʔəmjɛ́
အမြဲတမ်း	ʔəmjɛ́dáɴ
အမြွှာ	ʔəm̥wà
အမြှုပ်	ʔəm̥joʊʔ
အမြှောက်လက္ခဏာ	ʔəm̥jaʊʔlɛʔkʰənà
အမွေ	ʔəmwè
အမွေခံ	ʔəmwèkʰàɴ
အမွေခံ	ʔəmwèɡàɴ
အမွေခွဲ	ʔəmwèkʰwɛ́
အမွေအနှစ်	ʔəmwèʔən̥ɪʔ
အမွေး	ʔəmwé
အမွှေး	ʔəm̥wé
အမွှေးတိုင်	ʔəm̥wédàɪɴ
အမှတ်	ʔəm̥aʔ
အမှတ်တံဆိပ်	ʔəm̥aʔdəzeɪʔ
အမှန်တရား	ʔəm̥àɴtəjá
အမှာ	ʔəm̥à
အမှား	ʔəm̥á
အမှိုက်	ʔəm̥aɪʔ
အမှုန့်	ʔəm̥o̰ʊɴ
အမှုန်	ʔəm̥òʊɴ
အယုဓျာ	ʔəjoʊʔdəjà
အယူ	ʔəjù
အယူဝါဒ	ʔəjùwàda̰
အယ်ဆာဗေဒို	ʔɛ̀sʰàbèdò
အယ်လဘမ်	ʔɛ̀ləbàɴ
အယ်လ်ဂျီးရီးယား	ʔɛ̀ld͡ʑíɹíjá
အယ်လ်ဘေးနီးယား	ʔɛ̀lbéníjá
အရက်	ʔəjɛʔ
အရက်ဆိုင်	ʔəjɛʔsʰàɪɴ
အရင်း	ʔəjɪ́ɴ
အရင်းရှင်ဝါဒ	ʔəjɪ́ɴʃɪ̀ɴwàda̰
အရည်	ʔəjì
အရမ်း	ʔəjáɴ
အရသာ	ʔəja̰ðà
အရာ	ʔəjà
အရာခံဗိုလ်	ʔəjàɡàɴbò
အရိပ်	ʔəjeɪʔ
အရိမဒ္ဒနာပူရ	ʔa̰ɹḭmàddənàpùɹa̰
အရိုး	ʔəjó
အရိုးစု	ʔəjózṵ
အရိုးပျော့နာ	ʔa̰jópjɔ̰nà
အရီး	ʔəjí
အရီးကြီး	ʔəjíd͡ʑí
အရီးလေး	ʔəjílé
အရုဏ်	ʔəjùn
အရုပ်	ʔəjoʊʔ
အရုပ်စာ	ʔəjoʊʔsà
အရေ	ʔəjè
အရေပြား	ʔəjèbjá
အရေပြားရောဂါ	ʔəjèbjájɔ́ɡà
အရောင်	ʔəjàʊɴ
အရောင်တင်မှုန့်	ʔəjàʊɴtɪ̀ɴm̥o̰ʊɴ
အရောင်းအဝယ်	ʔəjáʊɴʔəwɛ̀
အရေး	ʔa̰jé
အရေးကြီး	ʔa̰jét͡ɕí
အရေးတော်ပုံ	ʔəjédɔ̀bòʊɴ
အရံဂြိုဟ်	ʔəjàɴd͡ʑò
အရွက်	ʔəjwɛʔ
အရွတ်	ʔəjʊʔ
အရွယ်ဆယ်ပါး	ʔəjwɛ̀sʰɛ̀bá
အရှင်	ʔəʃɪ̀ɴ
အရှင်ဘုရား	ʔəʃɪ̀ɴpʰəjá
အရှိန်	ʔəʃèɪɴ
အရှေ့	ʔəʃḛ
အလက်	ʔəlɛʔ
အလင်း	ʔəlɪ́ɴ
အလင်းတန်း	ʔəlɪ́ɴdáɴ
အလင်္ကာ	ʔəlɪ̀ɴɡà
အလား	ʔəlá
အလို	ʔəlò
အလီ	ʔəlì
အလုပ်	ʔəloʊʔ
အလုပ်ပိတ်ရက်	ʔəloʊʔpeɪʔjɛʔ
အလုပ်ရုံ	ʔəloʊʔjòʊɴ
အလုပ်ရှင်	ʔəloʊʔʃɪ̀ɴ
အလုပ်လုပ်	ʔəloʊʔloʊʔ
အလုပ်သမား	ʔəloʊʔθəmá
အလုပ်သမားနေ့	ʔəloʊʔθəmánḛ
အလုံး	ʔəlóʊɴ
အလူမီနီယမ်	ʔəlùmìnìjàɴ
အလောင်း	ʔəláʊɴ
အလေး	ʔəlé
အလံ	ʔəlàɴ
အလ္လာဟ်	ʔàllàh
အလျင်	ʔəjɪ̀ɴ
အလျင်	ʔəljɪ̀ɴ
အလျား	ʔəljá
အလွန်	ʔəlʊ̀ɴ
အလှဆီ	ʔəl̥a̰zì
အလှမ်း	ʔəl̥áɴ
အလှူရှင်	ʔəl̥ùʃɪ̀ɴ
အဝင်	ʔəwɪ̀ɴ
အဝတာရ	ʔa̰wa̰tàja̰
အဝတ်	ʔəwʊʔ
အဝတ်လျှောက်စက်	ʔəwʊʔʃaʊʔsɛʔ
အဝတ်အစား	ʔəwʊʔʔəsá
အဝါ	ʔəwà
အသက်	ʔəθɛʔ
အသက်ဦးဆံပိုင်	ʔəθɛʔʔúsʰàɴbàɪɴ
အသင်	ʔəθɪ̀ɴ
အသင်း	ʔəθɪ́ɴ
အသည်း	ʔəθɛ́
အသည်းနှလုံး	ʔəθɛ́n̥əlóʊɴ
အသတ်	ʔa̰θaʔ
အသား	ʔəθá
အသားညှပ်မုန့်	ʔəθáɲ̊aʔmo̰ʊɴ
အသားမာ	ʔəθəmà
အသားဝါရောဂါ	ʔa̰θáwàjɔ́ɡà
အသိ	ʔəθḭ
အသိတရား	ʔəθḭtəjá
အသိပညာ	ʔəθḭpjɪ̀ɴɲà
အသိပညာရှင်	ʔəθḭpjɪ̀ɴɲàʃɪ̀ɴ
အသိုက်	ʔəθaɪʔ
အသီး	ʔəθí
အသုပ်	ʔəθoʊʔ
အသုပ်စုံ	ʔəθoʊʔsòʊɴ
အသုဘ	ʔa̰θṵba̰
အသုံး	ʔəθóʊɴ
အသုံးပြု	ʔəθóʊɴpjṵ
အသေ	ʔəθè
အသော	ʔəθɔ́
အသံ	ʔəθàɴ
အသံထွက်	ʔəθàɴdwɛʔ
အသျှင်	ʔəʃɪ̀ɴ
အသွားအလာ	ʔəθwáʔəlà
အာကာသ	ʔàkàθa̰
အာကာသစိုး	ʔàkàθa̰zó
အာကာသယာဉ်	ʔàkàθa̰jɪ̀ɴ
အာခါ	ʔàkʰà
အာဂျင်တီးနား	ʔàd͡ʑɪ̀ɴtíná
အာဃာတ	ʔàɡàta̰
အာစရိယ	ʔàsa̰ɹḭja̰
အာဇာနည်	ʔàzànì
အာဇာနည်နေ့	ʔàzànìnḛ
အာဏာ	ʔànà
အာဏာရှင်	ʔànàʃɪ̀ɴ
အာဏာသား	ʔànàðá
အာဏာသိမ်း	ʔànàθéɪɴ
အာတိတ်	ʔàteɪʔ
အာနီ	ʔànì
