άβλαβοσ	avlavos
μειονότητεσ	mionotites
μειοψηφίασ	miopsifias
μειοψηφίεσ	miopsifies
μειοψηφιών	miopsifion
μειόκαινοσ	miocenos
μειώθηκα	mioθika
μειώνομαι	mionome
μειώνω	miono
μειώσεισ	miosis
μελίγκρα	meliŋɡɾa
μελίγκρα	meliɡɾa
μελβούρνη	melvurni
μελετιέμαι	meletçeme
μελισσοκομία	melisokomia
μελισσοκομείο	melisokomio
μελισσοκόμοσ	melisokomos
μεξικού	meksiku
μεξικό	meksiko
μερίδα	meɾiða
μερεύω	meɾevo
μεσαίωνασ	meseonas
μεσαιωνικά	meseonika
μεσαιωνικέ	meseonice
μεσαιωνικέσ	meseonices
μεσαιωνική	meseonici
μεσαιωνικήσ	meseonicis
μεσαιωνικοί	meseonici
μεσαιωνικού	meseoniku
μεσαιωνικούσ	meseonikus
μεσαιωνικό	meseoniko
μεσαιωνικόσ	meseonikos
μεσαιωνικών	meseonikon
μεσημβρία	mesimvria
μεσημβρίαν	mesimvrian
μεσολόγγι	mesoloŋɟi
μεσοστρατίσ	mesostɾatis
μετάπτωση	metaptosi
μετάπτωσησ	metaptosis
μετάφερε	metafeɾe
μετάφρασα	metafɾasa
μετέτρεψα	metetrepsa
μετέφερα	metefeɾa
μετέφρασα	metefɾasa
μετέχω	metexo
μεταπτώσεισ	metaptosis
μεταπτώσεων	metaptoseon
μεταπτώσεωσ	metaptoseos
μετατράπηκα	metatɾapika
μετατρέπομαι	metatɾepome
μετατρέπομε	metatɾepome
μετατρέπουμε	metatɾepume
μετατρέπω	metatɾepo
μεταφέρετε	metafeɾete
μεταφέρθηκα	metafeɾθika
μεταφέρομαι	metafeɾome
μεταφέρομε	metafeɾome
μεταφέρουμε	metafeɾume
μεταφέρω	metafeɾo
μεταφράζομαι	metafɾazome
μεταφράζω	metafɾazo
μεταφράσθηκα	metafɾasθika
μεταφράστηκα	metafɾastika
μεταφρασιολογία	metafrasioloʝia
μεταφρασιολογίασ	metafrasioloʝias
μεταφραστέσ	metafɾastes
μεταφραστή	metafɾasti
μεταφραστήσ	metafɾastis
μεταφραστών	metafɾaston
μεταφυτεύομαι	metafitevome
μεταφυτεύτηκα	metafiteftika
μεταφυτεύω	metafitevo
μεταφύτευσα	metafitefsa
μεταφύτεψα	metafitepsa
μετείχα	metixa
μετράω	metɾao
μετρήθηκα	metɾiθika
μετρημένοσ	metɾimenos
μετριέμαι	metɾi̯eme
μετριέμαι	metɾʝeme
μετρονόμοσ	metɾonomos
μετρώ	metɾo
μη	mi
μηλιά	miʎa
μηνύθηκα	miniθika
μηνύομαι	miniome
μηνύω	minio
μητέρα	mitera
μητρική	mitrici
μητρικόσ	mitrikos
μιάμιση	mɲamisi
μια	mɲa
μιαίνομαι	mienome
μιζούρι	mizuɾi
μικρό	mikɾo
μιλάνο	milano
μιλάω	milao
μιλιέμαι	miʎeme
μιλώ	milo
μινεσότα	minesota
μινόρε	minoɾe
μισήθηκα	misiθika
μισαλλοδοξία	misaloðoksia
μισημένοσ	misimenos
μισθοφόροσ	misθofoɾos
μισθωτήσ	misθotis
μισθόσ	misθos
μισθώνομαι	misθonome
μισθώνω	misθono
μισιέμαι	misçeme
μισισίπι	misisipi
μισοσκόταδο	misoskotaðo
μισούμαι	misume
μισούμε	misume
μισό	miso
μισώ	miso
μιχάλησ	mixalis
μμε	mimie
μμε	mimiepsilon
μνήμα	mnima
μνήμεσ	mnimes
μνήμησ	mnimis
μνημών	mnimon
μοίρα	mira
μοίρασα	miɾasa
μοιάζω	mɲazo
μοιράζομαι	miɾazome
μοιράζω	miɾazo
μοιράστηκα	miɾastika
μοιρασμένα	miɾazmena
μοιρασμένε	miɾazmene
μοιρασμένεσ	miɾazmenes
μοιρασμένη	miɾazmeni
μοιρασμένησ	miɾazmenis
μοιρασμένο	miɾazmeno
μοιρασμένοι	miɾazmeni
μοιρασμένοσ	miɾazmenos
μοιρασμένου	miɾazmenu
μοιρασμένουσ	miɾazmenus
μοιρασμένων	miɾazmenon
μολογάω	moloɣao
μολογήθηκα	moloʝiθika
μολογιέμαι	moloʝeme
μολογώ	moloɣo
μολόγησα	moloʝisa
μολύβι	molivi
μονάρχεσ	monarçes
μονάρχη	monarçi
μονάρχησ	monarçis
μοναξιά	monaksça
μοναρχών	monarxon
μοναχόσ	monaxos
μοντέλο	modelo
μορφέα	morfea
μορφέασ	morfeas
μοσχοκάρυδο	mosxokaɾiðo
μοσχοκαρυδιά	mosxokaɾiðʝa
μουνάκι	munaci
μουνάρα	munaɾa
μουνί	muni
μουνοπαγίδα	munopaʝiða
μουντή	mundi
μουντοί	mundi
μουντόσ	mundos
μουνόπανο	munopano
μουνότριχα	munotɾixa
μουνότρυπα	munotɾipa
μουνόψειρα	munopsiɾa
μουριά	muɾʝa
μουσκεμένα	muscemena
μουσκεμένε	muscemene
μουσκεμένεσ	muscemenes
μουσκεμένη	muscemeni
μουσκεμένησ	muscemenis
μουσκεμένο	muscemeno
μουσκεμένοι	muscemeni
μουσκεμένοσ	muscemenos
μουσκεμένου	muscemenu
μουσκεμένουσ	muscemenus
μουσκεμένων	muscemenon
μουσκεύομαι	muscevome
μουσκεύτηκα	musceftika
μουσκεύω	muscevo
μουσμουλιά	muzmuʎa
μοχλόσ	moxlos
μούναροσ	munaɾos
μούρο	muɾo
μούσκεψα	muscepsa
μπάμπησ	babis
μπάνιο	baɲo
μπάντα	banda
μπάρκαρα	baɾkaɾa
μπάρκαρε	baɾkaɾe
μπάρμπασ	baɾbas
μπέρδεψα	beɾðepsa
μπα	ba
μπαγκέτα	baɟeta
μπαλαδόροσ	balaðoɾos
μπαλώνω	balono
μπαμπάσ	babas
μπαμπούλασ	babulas
μπανάνα	banana
μπανανιά	banaɲa
μπανιέρα	baɲeɾa
μπανιερίτσα	baɲeɾitsa
μπανιερούλα	baɲeɾula
μπαράζ	baɾaz
μπαρδόν	baɾðon
μπαρκάριζα	baɾkaɾiza
μπαρκάριζε	baɾkaɾize
μπαρκάρισα	baɾkaɾisa
μπαρκάρισε	baɾkaɾise
μπαρκάρω	baɾkaɾo
μπαρμπούλησ	baɾbulis
μπαστουνιά	bastuɲa
μπαστούνι	bastuni
μπελάσ	belas
μπερδεμένα	beɾðemena
μπερδεμένε	beɾðemene
μπερδεμένεσ	beɾðemenes
μπερδεμένη	beɾðemeni
μπερδεμένησ	beɾðemenis
μπερδεμένο	beɾðemeno
μπερδεμένοι	beɾðemeni
μπερδεμένοσ	beɾðemenos
μπερδεμένου	beɾðemenu
μπερδεμένουσ	beɾðemenus
μπερδεμένων	beɾðemenon
μπερδεύομαι	beɾðevome
μπερδεύτηκα	beɾðeftika
μπερδεύω	beɾðevo
μπιζάρισα	bizaɾisa
μπιζάρω	bizaɾo
μπινέσ	bines
μπινελίκι	binelici
μπιντέσ	bides
μπισκότο	biskoto
μπιχλιμπίδι	bixlibiði
μπλιαχ	bʎax
μπλουζάκι	bluzaci
μπογάζι	boɣazi
μπογάζια	boɣazʝa
μπογιατζήσ	boʝandzis
μπομπότα	bobota
μπονατσάρει	bonatsaɾi
μπονατσάριζε	bonatsaɾize
μπονατσάρισε	bonatsaɾise
μπορώ	boɾo
μπουγάζι	buɣazi
μπουγάζια	buɣazʝa
μπουγαζιού	buɣazʝu
μπουγαζιών	buɣazʝon
μπουγιαμπέσα	buʝambesa
μπουζί	buzi
μπουνατσάρει	bunatsaɾi
μπουνατσάριζε	bunatsaɾize
μπουνατσάρισε	bunatsaɾise
μπουρνούζι	buɾnuzi
μποϊκοτάρισα	boikotaɾisa
μποϊκοτάρομαι	boikotaɾome
μποϊκοτάρω	boikotaɾo
μποϊκοταρίστηκα	boikotaɾistika
μπούρδα	buɾða
μπούρδασ	buɾðas
μπούρδεσ	buɾðes
μπούφοσ	bufos
μπόλικη	bolici
μπόλικοι	bolici
μπόλικοσ	bolikos
μυγάκι	miɣaci
μυγίτσα	miʝitsa
μυγιάζομαι	miʝazome
μυγιάστηκα	miʝastika
μυγοπαγίδα	miɣopaʝiða
μυγοσκοτώστρα	miɣoskotostɾa
μυγούλα	miɣula
μυθολογία	miθoloʝia
μυκήνεσ	micines
μυκτήρ	miktir
μυκόνου	mikonu
μυροβλύτησ	miɾovlitis
μυρωδιά	miɾoðʝa
μυρωμένα	miromena
μυρωμένε	miromene
μυρωμένεσ	miromenes
μυρωμένη	miromeni
μυρωμένησ	miromenis
μυρωμένο	miromeno
μυρωμένοι	miromeni
μυρωμένοσ	miromenos
μυρωμένου	miromenu
μυρωμένουσ	miromenus
μυρωμένων	miromenon
μυστρί	mistɾi
μυτάκι	mitaci
μυτάρα	mitaɾa
μυτίτσα	mititsa
μυταράσ	mitaɾas
μυταρού	mitaɾu
μυτιλήνη	mitilini
μυτούλα	mitula
μωάμεθ	moameθ
μωρέ	moɾe
μωρή	moɾi
μωροί	moɾi
μωρό	moɾo
μωρόσ	moɾos
μόναχο	monaxo
μόρτησ	moɾtis
μόρτισσα	moɾtisa
μόσχα	mosxa
μύγα	miɣa
μύκονε	mikone
μύκονο	mikono
μύκονοσ	mikonos
μύλο	milo
μύξα	miksa
μύριοι	miɾʝi
μύρο	miɾo
μύρρο	miɾo
μύτη	miti
νάζαρα	nazara
νάζι	nazi
νάνου	nanu
νάνων	nanon
νάουσα	nausa
νέμεσισ	nemesis
νέο	neo
νήσε	nise
νήσο	niso
νήσσα	nisa
νήστεψα	nistepsa
νίκαγα	nikaɣa
νίκησα	nicisa
ναδίρ	naðiɾ
ναζιάρα	nazʝaɾa
ναζιάρησ	nazʝaɾis
ναζού	nazu
νατο	nato
ναυσ	nafs
ναυσικά	nafsika
ναυσικάσ	nafsikas
ναυσικᾶ	nafsika
ναυσικᾶσ	nafsikas
ναυτικοί	naftici
ναυτολογίου	naftoloʝiu
ναυτολογίων	naftoloʝion
ναυτολόγια	naftoloʝia
ναυτολόγιο	naftoloʝio
ναύπακτε	nafpakte
ναύπακτο	nafpakto
ναύπακτοσ	nafpaktos
ναύπλιο	nafplio
νεβάδα	nevaða
νεκρή	nekɾi
νεκροί	nekɾi
νεκροθάλαμοσ	nekɾoθalamos
νεκροθάφτησ	nekɾoθaftis
νεκροκεφαλή	nekɾocefali
νεκροκρέβατο	nekɾokɾevato
νεκρομαντεία	nekɾomandia
νεκροστάσιο	nekɾostasio
νεκροταφείο	nekɾotafio
νεκροτομή	nekɾotomi
νεκροτομείο	nekɾotomio
νεκροφυλακείο	nekɾofilacio
νεκροφόρα	nekɾofoɾa
νεκρό	nekɾo
νεκρόσ	nekɾos
νεοελληνικά	neoelinika
νεοελληνική	neoelinici
νεοζηλανδή	neozilanði
νεπάλ	nepal
νεποτισμόσ	nepotizmos
νεράιδα	neɾaiða
νερό	nero
νηστεύω	nistevo
νηστικόσ	nistikos
νι	ni
νιάου	ɲau
νιάτα	ɲata
νιάτων	ɲaton
νικάω	nikao
νικήθηκα	nikiθika
νικήτρια	nicitɾia
νικημένα	nicimena
νικημένε	nicimene
νικημένεσ	nicimenes
νικημένη	nicimeni
νικημένησ	nicimenis
νικημένο	nicimeno
νικημένοι	nicimeni
νικημένοσ	nicimenos
νικημένου	nicimenu
νικημένουσ	nicimenus
νικημένων	nicimenon
νικητέσ	nicites
νικιέμαι	niceme
νικολάου	nikolau
νικούσα	nikusa
νικώ	niko
νοέμβρη	noeɱvɾi
νοέμβρηδεσ	noeɱvɾiðes
νοέμβρηδων	noeɱvɾiðon
νοέμβρησ	noeɱvɾis
νοέμβριε	noeɱvɾie
νοέμβριο	noeɱvɾio
νοέμβριοι	noeɱvɾii
νοέμβριοσ	noeɱvɾios
νοίκιασα	nicasa
νοεμβρίου	noeɱvɾiu
νοεμβρίουσ	noeɱvɾius
νοεμβρίων	noeɱvɾion
νοητόσ	noitos
νοιάζει	ɲazi
νοιάζομαι	ɲazome
νοικιάζομαι	nicazome
νοικιάζω	nicazo
νοικιάστηκα	nicastika
νομίζω	nomizo
νοσοκομείο	nosokomio
νοσοκόμοσ	nosokomos
νοστίμευ'	nostimef
νοστίμεψα	nostimepsa
νοστίμεψε	nostimepse
νοστίμισα	nostimisa
νοστιμίζω	nostimizo
νοστιμεύομαι	nostimevome
νοστιμεύτηκα	nostimeftika
νοστιμεύω	nostimevo
νοῶ	noo
ντάγκλα	daɡla
ντέλαγουερ	delaɣueɾ
ντίνα	dina
ντίνοσ	dinos
νταβατζήσ	davadzis
νταβατζήσ	davandzis
νταμάρι	damaɾi
νταραβερίζομαι	daɾaveɾizome
νταραβερίστηκα	daɾaveɾistika
ντε	de
ντελαπάρισα	delapaɾisa
ντελαπάρω	delapaɾo
ντελιβερά	delivera
ντελιβεράδεσ	deliveraðes
ντελιβεράδων	deliveraðon
ντελιβεράσ	deliveras
ντεντέκτιβ	dedektiv
ντεραπάρισα	deɾapaɾisa
ντεραπάρω	deɾapaɾo
ντετέκτιβ	detektiv
ντετερμινισμέ	determinizme
ντετερμινισμοί	determinizmi
ντετερμινισμού	determinizmu
ντετερμινισμούσ	determinizmius
ντετερμινισμό	determinizmo
ντετερμινισμόσ	determinizmos
ντετερμινισμών	determinizmon
ντο	do
ντουζ	duz
ντουλάπα	dulapa
ντουλάπι	dulapi
ντουμπλάριζα	dublaɾiza
ντουμπλάριζε	dublaɾize
ντουμπλάρισα	dublaɾisa
ντουμπλάρισε	dublaɾise
ντουμπλάρομαι	dublaɾome
ντουμπλάρω	dublaɾo
ντουμπλαρίστηκα	dublaɾistika
ντουντούκα	duduka
ντουσ	dus
ντούμπλαρα	dublaɾa
ντούμπλαρε	dublaɾe
ντρέπομαι	dɾepome
ντροπή	dɾopi
ντροπαλά	dɾopala
ντροπαλή	dɾopali
ντροπαλοί	dɾopali
ντροπαλόσ	dɾopalos
ντροπιάζομαι	dɾopçazome
ντροπιάζω	dɾopçazo
ντροπιασμένα	dɾopçazmena
ντροπιασμένε	dɾopçazmene
ντροπιασμένεσ	dɾopçazmenes
ντροπιασμένη	dɾopçazmeni
ντροπιασμένησ	dɾopçazmenis
ντροπιασμένο	dɾopçazmeno
ντροπιασμένοι	dɾopçazmeni
ντροπιασμένοσ	dɾopçazmenos
ντροπιασμένου	dɾopçazmenu
ντροπιασμένουσ	dɾopçazmenus
ντροπιασμένων	dɾopçazmenon
ντροπιαστικά	dɾopçastika
ντροπιαστική	dɾopçastici
ντροπιαστικοί	dɾopçastici
ντροπιαστικόσ	dɾopçastikos
ντόρα	doɾa
νυστάζω	nistazo
νυχτερίδα	nixteɾiða
νυχτωδία	nixtoðia
νωθρόσ	noθɾos
νόθοσ	noθos
νόσε	nose
νόσο	noso
νόσου	nosu
νόστιμοσ	nostimos
νύσταξα	nistaksa
ξάσπρισα	ksasprisa
ξέγραφα	kseɣrafa
ξέγραψα	kseɣrapsa
ξέκωλη	ksekoli
ξέκωλοι	ksekoli
ξέκωλοσ	ksekolos
ξέλυσα	kselisa
ξένα	ksena
ξένη	kseni
ξένησ	ksenis
ξένια	kseɲa
ξένοι	kseni
ξένοσ	ksenos
ξέρανε	kseɾane
ξέροντασ	kseɾondas
ξέχασα	ksexasa
ξαγναντεύω	ksaɣnandevo
ξαλεγράρισα	ksaleɣɾaɾisa
ξαλεγράρω	ksaleɣɾaɾo
ξανάγραψα	ksanaɣɾapsa
ξαναέγραψα	ksanaeɣɾapsa
ξαναγράφηκα	ksanaɣɾafika
ξαναγράφομαι	ksanaɣɾafome
ξαναγράφτηκα	ksanaɣɾaftika
ξαναγράφω	ksanaɣɾafo
ξαναμοίρασα	ksanamiɾasa
ξαναμοιράζομαι	ksanamiɾazome
ξαναμοιράζω	ksanamiɾazo
ξαναμοιράστηκα	ksanamiɾastika
ξαπλώνω	ksaplono
ξαποσταίνω	ksaposteno
ξαπόστασα	ksapostasa
ξαράχνιασα	ksaɾaxɲasa
ξαραχνιάζομαι	ksaɾaxɲazome
ξαραχνιάζω	ksaɾaxɲazo
ξαραχνιάστηκα	ksaɾaxɲastika
ξασπρίζω	ksasprizo
ξεβράκωτοσ	ksevɾakotos
ξεγράφομαι	kseɣrafome
ξεγράφτηκα	kseɣraftika
ξεγράφω	kseɣrafo
ξεκινάω	ksecinao
ξεκινώ	ksecino
ξεκουράζομαι	ksekuɾazome
ξεκουράζω	ksekuɾazo
ξεκουράστηκα	ksekuɾastika
ξεκούρασα	ksekuɾasa
ξεκωλιάζομαι	ksekoʎazome
ξεκωλιάζω	ksekoʎazo
ξεκωλιάρα	ksekoʎaɾa
ξεκωλιάρησ	ksekoʎaɾis
ξεκωλιάστηκα	ksekoʎastika
ξεκωλώνω	ksekolono
ξεκώλιασα	ksekoʎasa
ξελογιάζομαι	kseloʝazome
ξελογιάζω	kseloʝazo
ξελογιάστρα	kseloʝastɾa
ξελογιαστήσ	kseloʝastis
ξελύθηκα	kseliθika
ξελύνομαι	kselinome
ξελύνω	kselino
ξεμπέρδεψα	ksebeɾðepsa
ξεμπερδεύομαι	ksebeɾðevome
ξεμπερδεύτηκα	ksebeɾðeftika
ξεμπερδεύω	ksebeɾðevo
ξενέρωτοσ	kseneɾotos
ξενιτειά	ksenitça
ξενιτειέσ	ksenitçes
ξενιτειών	ksenitçon
ξενιτιά	ksenitça
ξενιτιάσ	ksenitças
ξενιτιέσ	ksenitçes
ξενιτιών	ksenitçon
ξενοδοχείο	ksenoðoçio
ξενοδοχειακόσ	ksenoðoçaos
ξενοδοχοϋπάλληλοσ	ksenoðoxoipalilos
ξενοδόχα	ksenoðoxa
ξενοδόχοσ	ksenoðoxos
ξεπροβάλλω	ksepɾovalo
ξεράθηκα	kseɾaθika
ξεραίνομαι	kseɾenome
ξεραίνω	kseɾeno
ξεριζώθηκα	kseɾizoθika
ξεριζώνομαι	kseɾizonome
ξεριζώνω	kseɾizono
ξερογλείφομαι	kseɾoɣlifome
ξερογλείφτηκα	kseɾoɣliftika
ξερόλα	kseɾola
ξερόλασ	kseɾolas
ξερόψωμα	kseropsoma
ξερόψωμο	kseropsomo
ξερόψωμου	kseropsomu
ξερόψωμων	kseropsomon
ξεσκάτισμα	kseskatizma
ξεσκάτωμα	kseskatoma
ξεσκατίζω	kseskatizo
ξεσκατώνω	kseskatono
ξεσπίτωμα	ksespitoma
ξεσπιτώνω	ksespitono
ξεχάστηκα	ksexastika
ξεχέζω	kseçezo
ξεχασμένοσ	ksexazmenos
ξεχειλίζω	kseçilizo
ξεχνάω	ksexnao
ξεχνιέμαι	ksexɲeme
ξεχνώ	ksexno
ξεψυχάω	ksepsixao
ξεψυχισμένοσ	ksepsiçizmenos
ξεψυχώ	ksepsixo
ξεψύχησα	ksepsiçisa
ξι	ksi
ξινίλα	ksinila
ξινό	ksino
ξιφιόσ	ksifços
ξοδεύομαι	ksoðevome
ξοδεύτηκα	ksoðeftika
ξοδεύω	ksoðevo
ξοδιάζομαι	ksoðʝazome
ξοδιάζω	ksoðʝazo
ξοδιάστηκα	ksoðʝastika
ξυλουργόσ	ksilurɣos
ξυλόφωνο	ksilofono
ξυπόλυτοσ	ksipolitos
ξωτικό	ksotiko
ξόδεψα	ksoðepsa
ξόδιασα	ksoðʝasa
ξύθηκα	ksiθika
ξύλα	ksila
ξύλινοσ	ksilinos
ξύλο	ksilo
ξύνομαι	ksinome
ξύνομε	ksinome
ξύνουμε	ksinume
ξύνω	ksino
ξύστηκα	ksistika
ξύστρα	ksistra
ο	o
οίκοσ	ikos
ογδοήκοντα	oɣðoikonda
οδέ	oðe
οδήγησα	oðiʝisa
οδηγάω	oðiɣao
οδηγήθηκα	oðiʝiθika
οδηγημένοσ	oðiʝimenos
οδηγούμαι	oðiɣume
οδηγούμε	oðiɣume
οδηγόσ	oðiɣos
οδοί	oði
