aarōn	aːarɔn
mothris	mɔːt̪ris
motya	mɔːt͡sia
motyca	mɔːt̪ika
moveō	mɔːvɛɔ
movēre	mɔvɛːrɛ
mox	mɔks
moxoēnē	mɔksɔɛːnɛ
mozicia	mɔdd͡ziːt͡ʃia
mucosālis	mukɔzaːlis
mulceō	mul̠ʲt͡ʃɛɔ
mulcta	mulkt̪a
mulctra	mulkt̪ra
mulctrum	mulkt̪rum
mulcātis	mulkaːt̪is
mulcātīs	mulkaːt̪is
mulcāverimus	mulkavɛriːmus
mulcāverimus	mulkavɛːrimus
mulcāveris	mulkaːvɛris
mulcāveritis	mulkavɛriːt̪is
mulcāveritis	mulkavɛːrit̪is
mulcō	mulkɔ
mulelacha	mulɛːlaka
mulgeō	mul̠ʲd͡ʒɛɔ
mulgēns	mul̠ʲd͡ʒɛns
muliebre	muliːɛbrɛ
muliebris	muliːɛbris
muliebriter	muliɛːbrit̪ɛr
muliebrōsus	muliɛbrɔːzus
mulier	muːliɛr
muliercula	muliɛrkula
mulierculārius	muliɛrkulaːrius
mulierārius	muliɛraːrius
mulierō	muliːɛrɔ
mulierōsitās	muliɛrɔːzit̪as
mulierōsus	muliɛrɔːzus
muliēbritās	muliɛːbrit̪as
multangulus	mul̪t̪aŋɡulus
multicolor	mul̪t̪iːkɔlɔr
multidentātus	mul̪t̪id̪ɛn̪t̪aːt̪us
multiflōrus	mul̪t̪iflɔːrus
multifārius	mul̪t̪ifaːrius
multifōrmis	mul̪t̪ifɔrmis
multigenus	mul̪t̪iːd͡ʒɛnus
multijugus	mul̪t̪iːjuɡus
multiloquentia	mul̪t̪ilɔkwɛnt͡sia
multiloquium	mul̪t̪ilɔːkwium
multiloquus	mul̪t̪iːlɔkwus
multilīneātus	mul̪t̪ilinɛaːt̪us
multinucleātus	mul̪t̪inuklɛaːt̪us
multiplex	mul̪t̪iplɛks
multiplicātis	mul̪t̪iplikaːt̪is
multiplicātīs	mul̪t̪iplikaːt̪is
multiplicātīvus	mul̪t̪iplikat̪iːvus
multiplicāverimus	mul̪t̪iplikavɛriːmus
multiplicāverimus	mul̪t̪iplikavɛːrimus
multiplicāveris	mul̪t̪iplikaːvɛris
multiplicāveritis	mul̪t̪iplikavɛriːt̪is
multiplicāveritis	mul̪t̪iplikavɛːrit̪is
multiplicō	mul̪t̪iːplikɔ
multiplus	mul̪t̪iplus
multipūnctātus	mul̪t̪ipuŋkt̪aːt̪us
multispīnōsus	mul̪t̪ispinɔːzus
multitūdō	mul̪t̪it̪uːd̪ɔ
multivagus	mul̪t̪iːvaɡus
multivolus	mul̪t̪iːvɔlus
multivorāns	mul̪t̪iːvɔrans
multus	mul̪t̪us
multātis	mul̪t̪aːt̪is
multātīs	mul̪t̪aːt̪is
multāverimus	mul̪t̪avɛriːmus
multāverimus	mul̪t̪avɛːrimus
multāveris	mul̪t̪aːvɛris
multāveritis	mul̪t̪avɛriːt̪is
multāveritis	mul̪t̪avɛːrit̪is
multī	mul̪t̪i
multīcius	mul̪t̪iːt͡ʃius
mumia	muːmia
mumōnia	mumɔːnia
munda	mun̪d̪a
mundiger	mun̪d̪id͡ʒɛr
mundivagus	mun̪d̪iːvaɡus
mundānus	mun̪d̪aːnus
mundānās	mun̪d̪aːnas
mundānō	mun̪d̪aːnɔ
mundānōs	mun̪d̪aːnɔs
mundō	mun̪d̪ɔ
munātius	munaːt͡sius
muraena	murɛːna
murgisō	murd͡ʒizɔ
muricolus	muriːkɔlus
murius	muːrius
muriēs	muːriɛs
murmillō	murmillɔ
murmurābundus	murmurabun̪d̪us
murmurātis	murmuraːt̪is
murmurātīs	murmuraːt̪is
murmurāverimus	murmuravɛriːmus
murmurāverimus	murmuravɛːrimus
murmurāveris	murmuraːvɛris
murmurāveritis	murmuravɛriːt̪is
murmurāveritis	murmuravɛːrit̪is
murmurō	murmurɔ
murrasiarae	murraziːarɛ
murricius	murriːt͡ʃius
murriō	murriɔ
murrānus	murraːnus
murrātus	murraːt̪us
murtātum	murt̪aːt̪um
murānum	muraːnum
murēna	murɛːna
muscārius	muskaːrius
musecros	muːzɛkrɔs
mussidius	mussiːd̪ius
mussitābundus	mussit̪abun̪d̪us
mussitātis	mussit̪aːt̪is
mussitātīs	mussit̪aːt̪is
mussitāverimus	mussit̪avɛriːmus
mussitāverimus	mussit̪avɛːrimus
mussitāveris	mussit̪aːvɛris
mussitāveritis	mussit̪avɛriːt̪is
mussitāveritis	mussit̪avɛːrit̪is
mussitō	mussit̪ɔ
mussātis	mussaːt̪is
mussātīs	mussaːt̪is
mussāverimus	mussavɛriːmus
mussāverimus	mussavɛːrimus
mussāveris	mussaːvɛris
mussāveritis	mussavɛriːt̪is
mussāveritis	mussavɛːrit̪is
mussō	mussɔ
mustax	must̪aks
mustiae	must̪iɛ
mustius	must̪ius
mustricula	must̪riːkula
mustulentus	must̪ulɛn̪t̪us
mustum	must̪um
mustus	must̪us
mustāceus	must̪aːt͡ʃɛus
muticus	muːt̪ikus
mutilitās	mut̪iːlit̪as
mutilius	mut̪iːlius
mutilus	muːt̪ilus
mutilātiō	mut̪ilaːt͡siɔ
mutina	muːt̪ina
mutiēnus	fafiːnius
muttiō	mut̪t̪iɔ
mutūniātus	mut̪uniaːt̪us
mycalēssus	mikalɛssus
myconos	miːkɔnɔs
mycēnae	mit͡ʃɛːnɛ
mygdonia	miɡd̪ɔːnia
mygdonius	miɡd̪ɔːnius
mygdonēs	miɡd̪ɔnɛs
myndus	min̪d̪us
myocardium	miɔkard̪ium
myra	miːra
myriandrus	mirian̪d̪rus
myrmēcītis	mirmɛt͡ʃiːt̪is
myrrhītēs	mirriːt̪ɛs
myrte	mirt̪ɛ
myrtifolius	mirt̪ifɔːlius
myrtille	mirt̪illɛ
myrtillus	mirt̪illus
myrtillō	mirt̪illɔ
myrtillōs	mirt̪illɔs
myrtilus	mirt̪ilus
myrtinus	mirt̪inus
myrtos	mirt̪ɔs
myrtum	mirt̪um
myrtus	mirt̪us
myrtātum	mirt̪aːt̪um
myrtētum	mirt̪ɛːt̪um
myrtī	mirt̪i
myrtūntium	mirt̪unt͡sium
myrīcē	miriːt͡ʃɛ
myrīna	miriːna
mystax	mist̪aks
mystica	mist̪ika
mysticus	mist̪ikus
mystrum	mist̪rum
mystērius	mist̪ɛːrius
mytilēnē	mit̪ilɛːnɛ
myūs	miːus
mācedonia	mat͡ʃɛd̪ɔːnia
mācedonicus	mat͡ʃɛd̪ɔːnikus
mācedonus	mat͡ʃɛːd̪ɔnus
mācerat	maːt͡ʃɛrat̪
māceriātus	mat͡ʃɛriaːt̪us
mācerāte	mat͡ʃɛraːt̪ɛ
mācerātis	mat͡ʃɛraːt̪is
mācerātīs	mat͡ʃɛraːt̪is
mācerāverimus	mat͡ʃɛravɛriːmus
mācerāverimus	mat͡ʃɛravɛːrimus
mācerāveris	mat͡ʃɛraːvɛris
mācerāveritis	mat͡ʃɛravɛriːt̪is
mācerāveritis	mat͡ʃɛravɛːrit̪is
mācerō	maːt͡ʃɛrɔ
māchina	maːkina
māchinor	maːkinɔr
māchinula	makiːnula
māchinālis	makinaːlis
māchināmen	makinaːmɛn
māchinārius	makinaːrius
māchinātiō	makinaːt͡siɔ
māchinātor	makinaːt̪ɔr
mācistum	mat͡ʃist̪um
mācistus	mat͡ʃist̪us
māfors	maːfɔrs
māgālia	maɡaːlia
māiestās	majɛst̪as
māiōra	majɔːra
māiōrānus	majɔraːnus
mājōrānus	majɔraːnus
māla	maːla
mālet	maːlɛt̪
māllēs	mallɛs
mālogrānātum	malɔɡranaːt̪um
mālopē	maːlɔpɛ
mālum	maːlum
mālus	maːlus
mālō	maːlɔ
māmilius	mamiːlius
mānacus	maːnakus
māne	maːnɛ
mānia	maːnia
mānicō	maːnikɔ
mānis	maːnis
mānius	maːnius
mānsiuncula	mansiuŋkula
mānsiō	mansiɔ
mānsuēscō	mansvɛskɔ
mānsuētus	mansvɛːt̪us
mānsuētārius	mansvɛt̪aːrius
mānsuētō	mansvɛːt̪ɔ
mānā	maːna
mānēs	maːnɛs
mānī	maːni
mānīlius	maniːlius
mānō	maːnɔ
māoriānus	maɔriaːnus
mārce	mart͡ʃɛ
mārcella	mart͡ʃɛlla
mārcellus	mart͡ʃɛllus
mārcipor	mart͡ʃipɔr
mārciōn	mart͡ʃiɔn
mārciōne	mart͡ʃiɔːnɛ
mārciōnem	mart͡ʃiɔːnɛm
mārciōnis	mart͡ʃiɔːnis
mārciōnī	mart͡ʃiɔːni
mārpor	marpɔr
mārtiālis	mart͡siaːlis
mārtiānus	mart͡siaːnus
māscule	maskulɛ
māsculō	maskulɔ
māsēs	maːzɛs
māter	maːt̪ɛr
mātercula	mat̪ɛrkula
māteria	mat̪ɛːria
māterior	mat̪ɛːriɔr
māteriālis	mat̪ɛriaːlis
māteriāmen	mat̪ɛriaːmɛn
māteriārius	mat̪ɛriaːrius
māteriēs	mat̪ɛːriɛs
māternitās	mat̪ɛrnit̪as
māternitātem	mat̪ɛrnit̪aːt̪ɛm
māternitātis	mat̪ɛrnit̪aːt̪is
māternus	mat̪ɛrnus
māternālis	mat̪ɛrnaːlis
mātertera	mat̪ɛrt̪ɛra
mātricālis	mat̪rikaːlis
mātricīda	mat̪rit͡ʃiːd̪a
mātricīdium	mat̪rit͡ʃiːd̪ium
mātrimus	maːt̪rimus
mātrimōnium	mat̪rimɔːnium
mātrimōniālis	mat̪rimɔniaːlis
mātruēlis	mat̪ruɛːlis
mātrālis	mat̪raːlis
mātrēscō	mat̪rɛskɔ
mātrīcula	mat̪riːkula
mātrīculārius	mat̪rikulaːrius
mātrīnius	mat̪riːnius
mātrīx	maːt̪riks
mātrōna	mat̪rɔːna
mātrōnālis	mat̪rɔnaːlis
mātrōnāliter	mat̪rɔnaːlit̪ɛr
mātrōnātus	mat̪rɔnaːt̪us
mātūrus	mat̪uːrus
mātūrātis	mat̪uraːt̪is
mātūrātīs	mat̪uraːt̪is
mātūrāverimus	mat̪uravɛriːmus
mātūrāverimus	mat̪uravɛːrimus
mātūrāveris	mat̪uraːvɛris
mātūrāveritis	mat̪uravɛriːt̪is
mātūrāveritis	mat̪uravɛːrit̪is
mātūrēscō	mat̪urɛskɔ
mātūrō	mat̪uːrɔ
mātūta	mat̪uːt̪a
mātūtīnus	mat̪ut̪iːnus
mā̆trona	maːt̪rɔna
mē	mɛ
mēchanicus	mɛkaːnikus
mēcum	mɛːkum
mēcyberna	mɛt͡ʃibɛrna
mēcōnītēs	mɛkɔniːt̪ɛs
mēdus	mɛːd̪us
mēiō	mɛːjɔ
mēlem	mɛːlɛm
mēlinoporphyrus	mɛlinɔpɔrfirus
mēlis	mɛːlis
mēlongēna	mɛlɔn̠ʲd͡ʒɛːna
mēlos	mɛːlɔs
mēlēs	mɛːlɛs
mēlō	mɛːlɔ
mēlōtris	mɛlɔːt̪ris
mēmecylon	mɛmɛːt͡ʃilɔn
mēna	mɛːna
mēninx	mɛːniŋks
mēnologium	mɛnɔlɔːd͡ʒium
mēnoīdēs	mɛnɔiːd̪ɛs
mēns	mɛns
mēnsa	mɛnsa
mēnsis	mɛnsis
mēnsor	mɛnsɔr
mēnstruus	mɛnst̪ruus
mēnstruālis	mɛnst̪ruaːlis
mēnstruāta	mɛnst̪ruaːt̪a
mēnstruō	mɛnst̪ruɔ
mēnsālis	mɛnsaːlis
mēnsārius	mɛnsaːrius
mēnsīs	mɛnsis
mēnsō	mɛnsɔ
mēnsōrius	mɛnsɔːrius
mēnsūra	mɛnsuːra
mēnsūrābilis	mɛnsuraːbilis
mēnsūrō	mɛnsuːrɔ
mēntorēs	mɛn̪t̪ɔrɛs
mēsa	mɛːza
mēta	mɛːt̪a
mētam	mɛːt̪am
mēter	mɛːt̪ɛr
mēthymna	mɛt̪imna
mētior	mɛːt͡siɔr
mētor	mɛːt̪ɔr
mētrodōrus	mɛt̪rɔd̪ɔːrus
mētropolis	mɛt̪rɔːpɔlis
mētropolītānus	mɛt̪rɔpɔlit̪aːnus
mētās	mɛːt̪as
mēum	mɛːum
mēvānia	mɛvaːnia
mīca	miːka
mīcrocarpus	mikrɔkarpus
mīcrocephalus	mikrɔt͡ʃɛːfalus
mīcrocosmus	mikrɔkɔsmus
mīcrodontus	mikrɔd̪ɔn̪t̪us
mīcrolepis	mikrɔːlɛpis
mīcrophyllus	mikrɔfillus
mīcroscopium	mikrɔskɔːpium
mīles	miːlɛs
mīlia	miːlia
mīlibus	miːlibus
mīlichiē	miliːkiɛ
mīlitia	miliːt͡sia
mīlitāris	milit̪aːris
mīlitāriter	milit̪aːrit̪ɛr
mīlitārius	milit̪aːrius
mīlitāriē	milit̪aːriɛ
mīlitātis	milit̪aːt̪is
mīlitātīs	milit̪aːt̪is
mīlitāverimus	milit̪avɛriːmus
mīlitāverimus	milit̪avɛːrimus
mīlitāveris	milit̪aːvɛris
mīlitāveritis	milit̪avɛriːt̪is
mīlitāveritis	milit̪avɛːrit̪is
mīlitēs	miːlit̪ɛs
mīlitō	miːlit̪ɔ
mīlium	miːlium
mīllefōrmis	millɛfɔrmis
mīllennium	millɛnnium
mīllifōrmis	millifɔrmis
mīllēnārius	millɛnaːrius
mīllēsimus	millɛːzimus
mīlōnius	milɔːnius
mīma	miːma
mīmicus	miːmikus
mīmīs	miːmis
mīnctiō	miŋkt͡siɔ
mīre	miːrɛ
mīrificus	miriːfikus
mīrificō	miriːfikɔ
mīriō	miːriɔ
mīror	miːrɔr
mīrus	miːrus
mīrābile	miraːbilɛ
mīrābilis	miraːbilis
mīrābundus	mirabun̪d̪us
mīrāculum	miraːkulum
mīrō	miːrɔ
mīscellus	miʃʃɛllus
mīscellāneus	miʃʃɛllaːnɛus
mīsēnum	mizɛːnum
mīte	miːt̪ɛ
mītigātis	mit̪iɡaːt̪is
mītigātīs	mit̪iɡaːt̪is
mītigāverimus	mit̪iɡavɛriːmus
mītigāverimus	mit̪iɡavɛːrimus
mītigāveris	mit̪iɡaːvɛris
mītigāveritis	mit̪iɡavɛriːt̪is
mītigāveritis	mit̪iɡavɛːrit̪is
mītigō	miːt̪iɡɔ
mītis	miːt̪is
mītra	miːt̪ra
mītēscō	mit̪ɛskɔ
mōbilia	mɔbiːlia
mōbilis	mɔːbilis
mōcilla	mɔt͡ʃilla
mōgrus	mɔːɡrus
mōlecola	mɔlɛːkɔla
mōlecula	mɔlɛːkula
mōlior	mɔːliɔr
mōliō	mɔːliɔ
mōly	mɔːli
mōlēs	mɔːlɛs
mōlītī	mɔliːt̪i
mōmentum	mɔmɛn̪t̪um
mōmentāneus	mɔmɛn̪t̪aːnɛus
mōmentārius	mɔmɛn̪t̪aːrius
mōmentōsus	mɔmɛn̪t̪ɔːzus
mōmērium	mɔmɛːrium
mōns	mɔns
mōnstriger	mɔnst̪rid͡ʒɛr
mōnstrum	mɔnst̪rum
mōnstruōsus	mɔnst̪ruɔːzus
mōnstrātis	mɔnst̪raːt̪is
mōnstrātīs	mɔnst̪raːt̪is
mōnstrāverimus	mɔnst̪ravɛriːmus
mōnstrāverimus	mɔnst̪ravɛːrimus
mōnstrāveris	mɔnst̪raːvɛris
mōnstrāveritis	mɔnst̪ravɛriːt̪is
mōnstrāveritis	mɔnst̪ravɛːrit̪is
mōnstrō	mɔnst̪rɔ
mōnstrōsus	mɔnst̪rɔːzus
mōrigerus	mɔriːd͡ʒɛrus
mōrion	mɔːriɔn
mōrius	mɔːrius
mōror	mɔːrɔr
mōrālis	mɔraːlis
mōrāliter	mɔraːlit̪ɛr
mōrālitās	mɔraːlit̪as
mōrōsitās	mɔrɔːzit̪as
mōrōsus	mɔrɔːzus
mōs	mɔs
mōse	mɔːzɛ
mōsis	mɔːzis
mōsēn	mɔːzɛn
mōsēs	mɔːzɛs
mōsī	mɔːzi
mōtacilla	mɔt̪at͡ʃilla
mōtiō	mɔːt͡siɔ
mōtor	mɔːt̪ɔr
mōtus	mɔːt̪us
mōtābilis	mɔt̪aːbilis
mōtīvus	mɔt̪iːvus
mōtō	mɔːt̪ɔ
mōvimentum	mɔvimɛn̪t̪um
mō̆ȳsēs	mɔiːzɛs
mūcidus	muːt͡ʃid̪us
mūcius	muːt͡ʃius
mūcor	muːkɔr
mūcrō	muːkrɔ
mūcrōnātus	mukrɔnaːt̪us
mūculentus	mukulɛn̪t̪us
mūcus	muːkus
mūcūnī	mukuːni
mūger	muːd͡ʒɛr
mūgil	muːd͡ʒil
mūgiō	muːd͡ʒiɔ
mūgītus	mud͡ʒiːt̪us
mūla	muːla
mūliō	muːliɔ
mūlus	muːlus
mūneribus	munɛːribus
mūnerābundus	munɛrabun̪d̪us
mūnerātis	munɛraːt̪is
mūnerātiō	munɛraːt͡siɔ
mūnerātīs	munɛraːt̪is
mūnerāverimus	munɛravɛriːmus
mūnerāverimus	munɛravɛːrimus
mūnerāveris	munɛraːvɛris
mūnerāveritis	munɛravɛriːt̪is
mūnerāveritis	munɛravɛːrit̪is
mūnerō	muːnɛrɔ
mūnia	muːnia
mūniceps	muːnit͡ʃɛps
mūnicipium	munit͡ʃiːpium
mūnicipiō	munit͡ʃiːpiɔ
mūnicipālis	munit͡ʃipaːlis
mūnificus	muniːfikus
mūnificēns	muniːfit͡ʃɛns
mūniō	muːniɔ
mūnīmen	muniːmɛn
mūnīmentum	munimɛn̪t̪um
mūnītiō	muniːt͡siɔ
mūrex	muːrɛks
mūriceps	muːrit͡ʃɛps
mūricātus	murikaːt̪us
mūridārus	murid̪aːrus
mūrilegus	muriːlɛɡus
mūrus	muːrus
mūrālis	muraːlis
mūrātus	muraːt̪us
mūrēna	murɛːna
mūrēs	muːrɛs
mūrīnus	muriːnus
mūsa	muːza
mūsarāneus	muzaraːnɛus
mūscerda	muʃʃɛrd̪a
mūscicolus	muʃʃiːkɔlus
mūscipula	muʃʃiːpula
mūsculāris	muskulaːris
mūsculārēs	muskulaːrɛs
mūsculōsus	muskulɔːzus
mūsica	muːzika
mūsicus	muːzikus
mūsicālis	muzikaːlis
mūsicātus	muzikaːt̪us
mūstēla	must̪ɛːla
mūsēum	muzɛːum
mūsōnius	muzɔːnius
mūtat	muːt̪at̪
mūtila	muːt̪ila
mūtinēs	muːt̪inɛs
mūtulus	muːt̪ulus
mūtuor	muːt̪uɔr
mūtus	muːt̪us
mūtuus	muːt̪uus
mūtābilis	mut̪aːbilis
mūtārī	mut̪aːri
mūtātis	mut̪aːt̪is
mūtātīs	mut̪aːt̪is
mūtātōrius	mut̪at̪ɔːrius
mūtāverimus	mut̪avɛriːmus
mūtāverimus	mut̪avɛːrimus
mūtāveris	mut̪aːvɛris
mūtāveritis	mut̪avɛriːt̪is
mūtāveritis	mut̪avɛːrit̪is
mūtōnī	mut̪ɔːni
mȳlae	miːlɛ
mȳlasa	miːlaza
mȳthologicus	mit̪ɔlɔːd͡ʒikus
mȳthos	miːt̪ɔs
mȳthō	miːt̪ɔ
nabalēs	naːbalɛs
nabataeī	nabat̪ɛːi
nabis	naːbis
nablizō	nablidd͡zɔ
nablum	naːblum
nacōna	nakɔːna
naepor	nɛːpɔr
naeva	nɛːva
naevazae	nɛvadd͡zɛ
naevius	nɛːvius
naevus	nɛːvus
naevī	nɛːvi
nagadibī	naɡaːd̪ibi
nagia	naːd͡ʒia
nagidus	naːd͡ʒid̪us
namaquēnsis	namakwɛnsis
namarīnī	namariːni
namibiēnsis	namibiɛnsis
namnētēs	namnɛːt̪ɛs
namque	naŋkwɛ
namusa	naːmuza
nancīscor	nan̠ʲt͡ʃiskɔr
nanneius	nannɛjus
nanotechnologia	nanɔt̪ɛknɔlɔːd͡ʒia
napaeus	napɛːus
naparis	naːparis
naphtha	naft̪a
naphthalēnivorāns	naft̪alɛniːvɔrans
napoca	naːpɔka
naprae	naːprɛ
naravās	naːravas
narbō	narbɔ
narbōnēnsis	narbɔnɛnsis
narcissītis	nart͡ʃissiːt̪is
narcōticus	narkɔːt̪ikus
nardus	nard̪us
nardō	nard̪ɔ
nareae	naːrɛɛ
naresī	naːrɛzi
nariandos	narian̪d̪ɔs
narsēs	narsɛs
narthacium	nart̪aːt͡ʃium
narthēcussa	nart̪ɛkussa
narō	naːrɔ
narōna	narɔːna
nasamōnēs	nazamɔːnɛs
nasamōnītis	nazamɔniːt̪is
nasava	naːzava
nasennius	nazɛnnius
nasō	naːzɔ
natalēnsis	nat̪alɛnsis
nathanaēl	nat̪aːnaɛl
natinor	naːt̪inɔr
natis	naːt̪is
natoriēnsis	nat̪ɔriɛnsis
natrium	naːt̪rium
natrīce	nat̪riːt͡ʃɛ
natrīcem	nat̪riːt͡ʃɛm
natrīcibus	nat̪riːt͡ʃibus
natrīcis	nat̪riːt͡ʃis
natrīcum	nat̪riːkum
natrīcēs	nat̪riːt͡ʃɛs
natrīcī	nat̪riːt͡ʃi
natrīx	nat̪riks
natrīx	naːt̪riks
natta	nat̪t̪a
natābundus	nat̪abun̪d̪us
natātis	nat̪aːt̪is
natātiō	nat̪aːt͡siɔ
natātīs	nat̪aːt̪is
natātōrius	nat̪at̪ɔːrius
natātōriās	nat̪at̪ɔːrias
natātōriō	nat̪at̪ɔːriɔ
natātōriōs	nat̪at̪ɔːriɔs
natāverimus	nat̪avɛriːmus
natāverimus	nat̪avɛːrimus
natāveris	nat̪aːvɛris
natāveritis	nat̪avɛriːt̪is
natāveritis	nat̪avɛːrit̪is
natō	naːt̪ɔ
nauclēricus	nau̯klɛːrikus
nauclērius	nau̯klɛːrius
naucratis	nau̯krat̪is
naufragium	nau̯fraːd͡ʒium
naufragāre	nau̯fraɡaːrɛ
naufragō	nau̯fraɡɔ
naulochus	nau̯lɔkus
naupēgus	nau̯pɛːɡus
nauscō	nau̯skɔ
nauseābundus	nau̯sɛabun̪d̪us
nauseō	nau̯sɛɔ
nausiō	nau̯siɔ
naustalō	nau̯st̪alɔ
naustathmus	nau̯st̪at̪mus
nauta	nau̯t̪a
nautae	nau̯t̪ɛ
nauticus	nau̯t̪ikus
nautilus	nau̯t̪ilus
naxos	naksɔs
nazareus	nadd͡zaːrɛus
nazarēnus	nadd͡zarɛːnus
nazerīnī	nadd͡zɛriːni
nazianzēna	nadd͡ziand͡zɛːna
nazianzēne	nadd͡ziand͡zɛːnɛ
nazianzēnus	nadd͡ziand͡zɛːnus
nazianzēnī	nadd͡ziand͡zɛːni
nazianzēnō	nadd͡ziand͡zɛːnɔ
neaethus	nɛɛːt̪us
nealcēs	nɛal̠ʲt͡ʃɛs
neandria	nɛan̪d̪ria
neandros	nɛan̪d̪rɔs
near	nɛːar
nearchus	nɛarkus
nebis	nɛːbis
neblinēnsis	nɛblinɛnsis
nebrissa	nɛbrissa
nebrundinēs	nɛbrun̪d̪inɛs
nebrāsca	nɛbraska
nebrītis	nɛbriːt̪is
nebula	nɛːbula
nebulō	nɛːbulɔ
nebulōsus	nɛbulɔːzus
nec	nɛk
necesse	nɛt͡ʃɛssɛ
necessitās	nɛt͡ʃɛssit̪as
necessitūdō	nɛt͡ʃɛssit̪uːd̪ɔ
necessārium	nɛt͡ʃɛssaːrium
necne	nɛknɛ
necopīnus	nɛkɔpiːnus
necopīnāns	nɛkɔpiːnans
necopīnātus	nɛkɔpinaːt̪us
necrologium	nɛkrɔlɔːd͡ʒium
necromantīa	nɛkrɔman̪t̪iːa
necrophilia	nɛkrɔfiːlia
nectanabis	nɛkt̪aːnabis
nectareus	nɛkt̪aːrɛus
nectibērēs	nɛkt̪ibɛːrɛs
nectō	nɛkt̪ɔ
necāre	nɛkaːrɛ
necātis	nɛkaːt̪is
necātīs	nɛkaːt̪is
necāverimus	nɛkavɛriːmus
necāverimus	nɛkavɛːrimus
necāveris	nɛkaːvɛris
necāveritis	nɛkavɛriːt̪is
necāveritis	nɛkavɛːrit̪is
necō	nɛːkɔ
neda	nɛːd̪a
nederlandicus	nɛd̪ɛrlan̪d̪ikus
nefandus	nɛfan̪d̪us
nefrōnēs	nɛfrɔːnɛs
nefārius	nɛfaːrius
nefās	nɛːfas
nefāstus	nɛfast̪us
negebēnsis	nɛd͡ʒɛbɛnsis
negibundus	nɛd͡ʒibun̪d̪us
neglegō	nɛːɡlɛɡɔ
negligentēs	nɛɡlid͡ʒɛn̪t̪ɛs
negligentī	nɛɡlid͡ʒɛn̪t̪i
negligit	nɛːɡlid͡ʒit̪
negligō	nɛːɡliɡɔ
negrana	nɛːɡrana
negritiēs	nɛɡriːt͡siɛs
negrosēnsis	nɛɡrɔzɛnsis
negātis	nɛɡaːt̪is
negātiō	nɛɡaːt͡siɔ
negātor	nɛɡaːt̪ɔr
negātīs	nɛɡaːt̪is
negātīva	nɛɡat̪iːva
negātīve	nɛɡat̪iːvɛ
negātīvus	nɛɡat̪iːvus
negātīvās	nɛɡat̪iːvas
negātīvī	nɛɡat̪iːvi
negātīvō	nɛɡat̪iːvɔ
negātīvōs	nɛɡat̪iːvɔs
negātōrius	nɛɡat̪ɔːrius
negāverimus	nɛɡavɛriːmus
negāverimus	nɛɡavɛːrimus
negāveris	nɛɡaːvɛris
negāveritis	nɛɡavɛriːt̪is
negāveritis	nɛɡavɛːrit̪is
negō	nɛːɡɔ
negōtior	nɛɡɔːt͡siɔr
negōtium	nɛɡɔːt͡sium
negōtiālis	nɛɡɔt͡siaːlis
negōtiātiō	nɛɡɔt͡siaːt͡siɔ
negōtiātor	nɛɡɔt͡siaːt̪ɔr
negōtiōsus	nɛɡɔt͡siɔːzus
nehalennia	nɛalɛnnia
nelsonēnsis	nɛlsɔnɛnsis
nemalōnī	nɛmalɔːni
nemausus	nɛmau̯sus
nemea	nɛːmɛa
nemesis	nɛːmɛzis
nemestrīnus	nɛmɛst̪riːnus
nemetacum	nɛmɛːt̪akum
nemetobriga	nɛmɛt̪ɔːbriɡa
nemorivagus	nɛmɔriːvaɡus
nemorālis	nɛmɔraːlis
nemorōsus	nɛmɔrɔːzus
nempe	nɛmpɛ
nemus	nɛːmus
neocalēdonicus	nɛɔkalɛd̪ɔːnikus
neodymium	nɛɔd̪iːmium
neograecus	nɛɔɡrɛːkus
neolatīnus	nɛɔlat̪iːnus
neon	nɛːɔn
neonātus	nɛɔnaːt̪us
neophytus	nɛɔːfit̪us
nepa	nɛːpa
nepalēnsis	nɛpalɛnsis
nepeta	nɛːpɛt̪a
nepete	nɛːpɛt̪ɛ
neptis	nɛpt̪is
neptūnium	nɛpt̪uːnium
neptūnus	nɛpt̪uːnus
neptūnālia	nɛpt̪unaːlia
nepōs	nɛːpɔs
nepōte	nɛpɔːt̪ɛ
nepōtor	nɛpɔːt̪ɔr
nepōtātiō	nɛpɔt̪aːt͡siɔ
neque	nɛːkwɛ
nequedum	nɛːkwɛd̪um
nequeō	nɛːkwɛɔ
nequitus	nɛːkwit̪us
nequitūrus	nɛkwit̪uːrus
neripī	nɛːripi
neriōsus	nɛriɔːzus
nersae	nɛrsɛ
nerthus	nɛrt̪us
nertobrīga	nɛrt̪ɔbriːɡa
nerulum	nɛːrulum
nerusī	nɛːruzi
nervesia	nɛrvɛːzia
nerviī	nɛrvii
nervus	nɛrvus
nervālis	nɛrvaːlis
nervōsus	nɛrvɔːzus
nerātius	nɛraːt͡sius
nerētum	nɛrɛːt̪um
nerī	nɛːri
nesca	nɛska
nescius	nɛʃʃius
nesciō	nɛʃʃiɔ
nesimī	nɛːzimi
nessus	nɛssus
nestus	nɛst̪us
netium	nɛːt͡sium
neu	nɛu̯
neudrus	nɛu̯d̪rus
neuroīdes	nɛu̯rɔiːd̪ɛs
neurī	nɛu̯ri
neuter	nɛːut̪ɛr
neutiquam	nɛuːt̪ikwam
neutra	nɛu̯t̪ra
neutron	nɛu̯t̪rɔn
neutrum	nɛu̯t̪rum
neutrālis	nɛu̯t̪raːlis
neutrī	nɛu̯t̪ri
neutrō	nɛu̯t̪rɔ
