а	a
побегнува	pɔbɛɡnuva
победа	pɔbɛda
победи	pɔbɛdi
победител	pɔbɛditɛɫ
побелува	pɔbɛɫuva
побеснува	pɔbɛsnuva
побожност	pɔbɔʒnɔst
поборник	pɔbɔrnik
поборништво	pɔbɔrniʃtvɔ
побратим	pɔbratim
побрбори	pɔbr̩bɔɾi
побркува	pɔbr̩kuva
побудалува	pɔbudaɫuva
побутнува	pɔbutnuva
поварди	pɔvardi
повари	pɔvaɾi
повелбен	pɔvɛɫbɛn
повереник	pɔvɛɾɛnik
повереничка	pɔvɛrɛnit͡ʃka
повеќезначност	pɔvɛcɛznat͡ʃnɔst
повеќејазичност	pɔvɛcɛjazit͡ʃnɔst
повикува	pɔvikuva
повиси	pɔvisi
повози	pɔvɔzi
поврат	pɔvrat
повратност	pɔvratnɔst
повраќа	pɔvraca
повреви	pɔvrɛvi
поврие	pɔvrijɛ
поврне	pɔvr̩nɛ
поврти	pɔvr̩ti
повторливост	pɔftɔrlivɔst
погазува	pɔɡazuva
погалами	pɔɡaɫami
погалува	pɔɡaɫuva
погани	pɔɡani
погинува	pɔɡinuva
погледнува	pɔɡlɛdnuva
поглода	pɔɡɫɔda
поглуми	pɔɡɫumi
погмечи	pɔɡmɛt͡ʃi
погодност	pɔɡɔdnɔst
погодува	pɔɡɔduva
погори	pɔɡɔɾi
поготви	pɔɡɔtvi
поградец	pɔɡradɛt͡s
погрден	pɔɡr̩dɛn
погрешува	pɔɡrɛʃuva
погрицка	pɔɡrit͡ska
погрми	pɔɡr̩mi
погуга	pɔɡuɡa
под	pɔt
поданица	pɔdanit͡sa
подбел	pɔdbɛɫ
подбира	pɔdbiɾa
подвиткува	pɔdvitkuva
подвозник	pɔdvɔznik
подгорица	pɔdɡɔɾit͡sa
подгорички	pɔdɡɔɾit͡ʃki
подгорчува	pɔdɡɔrt͡ʃuva
подготвеност	pɔdɡɔtvɛnɔst
подградец	pɔdɡradɛt͡s
поддржател	pɔddr̩ʒatɛɫ
поддршка	pɔddr̩ʃka
поделува	pɔdɛɫuva
подзаборави	pɔdzabɔɾavi
подзаврти	pɔdzavr̩ti
подзагори	pɔdzaɡɔɾi
подзагрижи	pɔdzaɡriʒi
подзадоцни	pɔdzadɔt͡sni
подзакачи	pɔdzakat͡ʃi
подзакрепне	pɔdzakrɛpnɛ
подзакрпи	pɔdzakr̩pi
подзалади	pɔdzaɫadi
подзамиже	pɔdzamiʒɛ
подзамириса	pɔdzamiɾisa
подзамрзне	pɔdzamr̩znɛ
подзаниша	pɔdzaniʃa
подзаобли	pɔdzaɔbli
подзапржи	pɔdzapr̩ʒi
подзарасне	pɔdzaɾasnɛ
подзарипне	pɔdzaɾipnɛ
подзасипне	pɔdzasipnɛ
подзастане	pɔdzastanɛ
подзасука	pɔdzasuka
подзатегне	pɔdzatɛɡnɛ
подзатемни	pɔdzatɛmni
подзачешла	pɔdzat͡ʃɛʃɫa
подзачисти	pɔdzat͡ʃisti
подзголеми	pɔdzɡɔlɛmi
подзине	pɔdzinɛ
подивеност	pɔdivɛnɔst
подигнува	pɔdiɡnuva
подизлиже	pɔdizliʒɛ
подизрамни	pɔdizramni
подискара	pɔdiskaɾa
подискастри	pɔdiskastri
подискриви	pɔdiskrivi
подиспегла	pɔdispɛɡɫa
подиспече	pɔdispɛt͡ʃɛ
подисправи	pɔdispravi
подиспразни	pɔdisprazni
подиспраша	pɔdispraʃa
подистури	pɔdistuɾi
подисчисти	pɔdiʃt͡ʃisti
подлец	pɔdlɛt͡s
подлизне	pɔdliznɛ
подлост	pɔdɫɔst
подмитливост	pɔdmitlivɔst
подмладок	pɔdmɫadɔk
подмножество	pɔdmnɔʒɛstvɔ
подмолност	pɔdmɔɫnɔst
подмрдне	pɔdmr̩dnɛ
поднаближува	pɔdnabliʒuva
поднавали	pɔdnavali
поднаведне	pɔdnavɛdnɛ
поднамали	pɔdnamali
поднамести	pɔdnamɛsti
поднаостри	pɔdnaɔstri
поднареди	pɔdnaɾɛdi
поднастине	pɔdnastinɛ
поднаучи	pɔdnaut͡ʃi
поднови	pɔdnɔvi
подносливост	pɔdnɔslivɔst
подоближи	pɔdɔbliʒi
подобност	pɔdɔbnɔst
подозривост	pɔdɔzrivɔst
подои	pɔdɔi
подопијани	pɔdɔpijani
подосвежи	pɔdɔsvɛʒi
подосвести	pɔdɔsvɛsti
подосветли	pɔdɔsvɛtli
подослаби	pɔdɔsɫabi
подослободи	pɔdɔsɫɔbɔdi
подостари	pɔdɔstaɾi
подоткрие	pɔdɔtkrijɛ
подотпара	pɔdɔtpaɾa
подотрезни	pɔdɔtrɛzni
подочен	pɔdɔt͡ʃɛn
подразбистри	pɔdrazbistri
подразвесели	pɔdrazvɛsɛli
подразголи	pɔdrazɡɔli
подразмести	pɔdrazmɛsti
подраспара	pɔdraspaɾa
подрасплете	pɔdrasplɛtɛ
подрасчисти	pɔdraʃt͡ʃisti
подрашири	pɔdraʃiɾi
подрдори	pɔdr̩dɔɾi
подреденост	pɔdrɛdɛnɔst
подреме	pɔdrɛmɛ
подрипнува	pɔdripnuva
подробност	pɔdrɔbnɔst
подружи	pɔdruʒi
подрум	pɔdrum
подрумски	pɔdrumski
поевтинува	pɔɛftinuva
позајмувач	pɔzajmuvat͡ʃ
поимник	pɔimnik
показен	pɔkazɛn
поканува	pɔkanuva
покајник	pɔkajnik
поквачи	pɔkvat͡ʃi
поквичи	pɔkvit͡ʃi
поклати	pɔkɫati
поклечи	pɔklɛt͡ʃi
поклопец	pɔkɫɔpɛt͡s
поколва	pɔkɔɫva
покрека	pɔkrɛka
покривка	pɔkrifka
покркори	pɔkr̩kɔɾi
покровителка	pɔkrɔvitɛɫka
покука	pɔkuka
пол	pɔɫ
полае	pɔɫaɛ
полази	pɔɫazi
поларизаторски	pɔɫaɾizatɔrski
поларизациски	pɔɫaɾizat͡siski
поларизација	pɔɫaɾizat͡sija
поларност	pɔɫarnɔst
поле	pɔlɛ
полежи	pɔlɛʒi
полемика	pɔlɛmika
поленце	pɔlɛnt͡sɛ
полетен	pɔlɛtɛn
полжав	pɔɫʒaf
полжавче	pɔɫʒaft͡ʃɛ
полигамија	pɔliɡamija
полисемија	pɔlisɛmija
политика	pɔlitika
политичарски	pɔlitit͡ʃarski
полифонија	pɔlifɔnija
полица	pɔlit͡sa
полковник	pɔɫkɔvnik
полковнички	pɔɫkɔvnit͡ʃki
полнолетнички	pɔɫnɔlɛtnit͡ʃki
половина	pɔɫɔvina
половичност	pɔɫɔvit͡ʃnɔst
полски	pɔɫski
полубог	pɔɫubɔk
полувреме	pɔɫuvrɛmɛ
полугодие	pɔɫuɡɔdijɛ
полузатворен	pɔɫuzatvɔɾɛn
полула	pɔɫuɫa
полунаводник	pɔɫunavɔdnik
полуостров	pɔɫuɔstrɔf
полуотворен	pɔɫuɔtvɔɾɛn
полупа	pɔɫupa
полусвест	pɔɫusvɛst
полуспроводник	pɔɫusprɔvɔdnik
полјоделство	pɔɫjɔdɛɫstvɔ
помавта	pɔmafta
помагач	pɔmaɡat͡ʃ
помие	pɔmijɛ
помодреност	pɔmɔdrɛnɔst
поморски	pɔmɔrski
помпезност	pɔmpɛznɔst
помрачува	pɔmrat͡ʃuva
понеделник	pɔnɛdɛɫnik
пониша	pɔniʃa
поноси	pɔnɔsi
понудува	pɔnuduva
пооди	pɔɔdi
поора	pɔɔɾa
поофка	pɔɔfka
поп	pɔp
попати	pɔpati
попишти	pɔpiʃti
попишувач	pɔpiʃuvat͡ʃ
поплаче	pɔpɫat͡ʃɛ
поплете	pɔplɛtɛ
поплука	pɔpɫuka
попречен	pɔprɛt͡ʃɛn
попреченост	pɔprɛt͡ʃɛnɔst
попречувач	pɔprɛt͡ʃuvat͡ʃ
попржи	pɔpr̩ʒi
поприма	pɔprima
популација	pɔpuɫat͡sija
порабува	pɔrabuva
пораснува	pɔrasnuva
порнографија	pɔrnɔɡrafija
пород	pɔɾɔt
породилиште	pɔɾɔdiliʃtɛ
поротник	pɔɾɔtnik
порта	pɔrta
портичка	pɔrtit͡ʃka
портрет	pɔrtrɛt
портретски	pɔrtrɛtski
поруменува	pɔɾumɛnuva
поручек	pɔɾut͡ʃɛk
посвири	pɔsviɾi
посебност	pɔsɛbnɔst
посегнува	pɔsɛɡnuva
поседник	pɔsɛdnik
посен	pɔsɛn
посетителка	pɔsɛtitɛɫka
посече	pɔsɛt͡ʃɛ
поскапува	pɔskapuva
поскока	pɔskɔka
послание	pɔsɫanijɛ
последен	pɔslɛdɛn
последователност	pɔslɛdɔvatɛɫnɔst
последок	pɔslɛdɔk
послика	pɔslika
послужува	pɔsɫuʒuva
посмртница	pɔsmr̩tnit͡sa
посока	pɔsɔka
поспаност	pɔspanɔst
посредништво	pɔsrɛdniʃtvɔ
посредство	pɔsrɛtstvɔ
поставеност	pɔstavɛnɔst
постапен	pɔstapɛn
постелен	pɔstɛlɛn
постенка	pɔstɛŋka
постепеност	pɔstɛpɛnɔst
постиска	pɔstiska
постмодерен	pɔstmɔdɛɾɛn
постојаност	pɔstɔjanɔst
постројка	pɔstrɔjka
пот	pɔt
потарашка	pɔtaɾaʃka
потекло	pɔtɛkɫɔ
потекува	pɔtɛkuva
потемнетост	pɔtɛmnɛtɔst
потемнува	pɔtɛmnuva
поти	pɔti
потиснатост	pɔtisnatɔst
поткаже	pɔtkaʒɛ
поткара	pɔtkaɾa
поткастри	pɔtkastri
поткупливост	pɔtkuplivɔst
поткупувач	pɔtkupuvat͡ʃ
поток	pɔtɔk
потонува	pɔtɔnuva
поточе	pɔtɔt͡ʃɛ
поточен	pɔtɔt͡ʃɛn
потпекува	pɔtpɛkuva
потпече	pɔtpɛt͡ʃɛ
потпивнува	pɔtpivnuva
потпис	pɔtpis
потписник	pɔtpisnik
потпорасне	pɔtpɔɾasnɛ
потпраша	pɔtpraʃa
потпржува	pɔtpr̩ʒuva
потпросечност	pɔtprɔsɛt͡ʃnɔst
потргне	pɔtr̩ɡnɛ
потребен	pɔtrɛbɛn
потребност	pɔtrɛbnɔst
потрепери	pɔtrɛpɛɾi
потресеност	pɔtrɛsɛnɔst
потркала	pɔtr̩kaɫa
потропа	pɔtrɔpa
потрошува	pɔtrɔʃuva
потрпи	pɔtr̩pi
потсетник	pɔtsɛtnik
потсече	pɔtsɛt͡ʃɛ
потскрати	pɔtskrati
потсоблече	pɔtsɔblɛt͡ʃɛ
потсопне	pɔtsɔpnɛ
потстанарски	pɔtstanarski
потстопли	pɔtstɔpli
потточка	pɔttɔt͡ʃka
потхранетост	pɔtxranɛtɔst
потчинетост	pɔtt͡ʃinɛtɔst
потчинува	pɔtt͡ʃinuva
поулавува	pɔuɫavuva
поучност	pɔut͡ʃnɔst
похотливост	pɔxɔtlivɔst
поцрнетост	pɔt͡sr̩nɛtɔst
поцрта	pɔt͡sr̩ta
почестува	pɔt͡ʃɛstuva
почива	pɔt͡ʃiva
почисти	pɔt͡ʃisti
почитувач	pɔt͡ʃituvat͡ʃ
почука	pɔt͡ʃuka
пошие	pɔʃijɛ
пошта	pɔʃta
поштарка	pɔʃtarka
поштарски	pɔʃtarski
поѕвечи	pɔd͡zvɛt͡ʃi
поѕвони	pɔd͡zvɔni
појадок	pɔjadɔk
поџвака	pɔd͡ʒvaka
прабаба	prababa
правда	pravda
правдољубивост	pravdɔlubivɔst
праведност	pravɛdnɔst
правило	praviɫɔ
правопис	pravɔpis
прага	praɡa
празник	praznik
празноглавост	praznɔɡɫavɔst
празнословие	praznɔsɫɔvijɛ
праисторија	praistɔɾija
практика	praktika
прасенце	prasɛnt͡sɛ
прастар	prastar
прасуле	prasulɛ
пратеништво	pratɛniʃtvɔ
прачка	prat͡ʃka
прашки	praʃki
прв	pr̩f
првин	pr̩vin
првобитност	pr̩vɔbitnɔst
првородство	pr̩vɔrɔtstvɔ
првостепен	pr̩vɔstɛpɛn
пргавост	pr̩ɡavɔst
прдеж	pr̩dɛʃ
прднува	pr̩dnuva
пребара	prɛbaɾa
пребарувач	prɛbaɾuvat͡ʃ
пребирливост	prɛbirlivɔst
пребои	prɛbɔi
преболи	prɛbɔli
преболува	prɛbɔɫuva
пребричува	prɛbrit͡ʃuva
пребрише	prɛbriʃɛ
пребришува	prɛbriʃuva
преброди	prɛbrɔdi
пребродува	prɛbrɔduva
преброи	prɛbrɔi
пребројува	prɛbrɔjuva
превари	prɛvaɾi
преведе	prɛvɛdɛ
преведува	prɛvɛduva
превезе	prɛvɛzɛ
превезува	prɛvɛzuva
превземе	prɛvzɛmɛ
превива	prɛviva
превие	prɛvijɛ
превитка	prɛvitka
превиткува	prɛvitkuva
превласт	prɛvɫast
превод	prɛvɔt
превозник	prɛvɔznik
превоспита	prɛvɔspita
преврзе	prɛvr̩zɛ
преврзува	prɛvr̩zuva
преврие	prɛvrijɛ
преврне	prɛvr̩nɛ
преврнува	prɛvr̩nuva
преврска	prɛvr̩ska
преврти	prɛvr̩ti
превртува	prɛvr̩tuva
прегази	prɛɡazi
прегазува	prɛɡazuva
прегладни	prɛɡɫadni
преглас	prɛɡɫas
прегледа	prɛɡlɛda
прегледува	prɛɡlɛduva
преговара	prɛɡɔvaɾa
прегори	prɛɡɔɾi
прегорува	prɛɡɔɾuva
преграден	prɛɡradɛn
прегради	prɛɡradi
преградува	prɛɡraduva
прегрева	prɛɡrɛva
прегрее	prɛɡrɛɛ
прегризе	prɛɡrizɛ
прегризува	prɛɡrizuva
прегрне	prɛɡr̩nɛ
прегрнува	prɛɡr̩nuva
прегрупира	prɛɡrupiɾa
предава	prɛdava
предавање	prɛdavaɲɛ
предавник	prɛdavnik
предавнички	prɛdavnit͡ʃki
предаде	prɛdadɛ
предвестува	prɛdvɛstuva
предвиди	prɛdvidi
предвидува	prɛdviduva
предводи	prɛdvɔdi
предводник	prɛdvɔdnik
предградие	prɛdɡradijɛ
преде	prɛdɛ
предизвика	prɛdizvika
предизвикува	prɛdizvikuva
предикација	prɛdikat͡sija
предимство	prɛdimstvɔ
предипли	prɛdipli
предлага	prɛdɫaɡa
предлог	prɛdɫɔk
предложи	prɛdɫɔʒi
предложува	prɛdɫɔʒuva
предназначи	prɛdnaznat͡ʃi
предоговори	prɛdɔɡɔvɔɾi
предодреденост	prɛdɔdrɛdɛnɔst
предок	prɛdɔk
предомисли	prɛdɔmisli
предомислува	prɛdɔmisɫuva
предосети	prɛdɔsɛti
предосеќа	prɛdɔsɛca
предочи	prɛdɔt͡ʃi
предочува	prɛdɔt͡ʃuva
предродилен	prɛdrɔdilɛn
предупреди	prɛduprɛdi
предупредува	prɛduprɛduva
предучилиштен	prɛdut͡ʃiliʃtɛn
предци	prɛtt͡si
прежали	prɛʒali
прежива	prɛʒiva
преживее	prɛʒivɛɛ
преживува	prɛʒivuva
презадолженост	prɛzadɔɫʒɛnɔst
презакаже	prɛzakaʒɛ
презакажува	prɛzakaʒuva
презакопа	prɛzakɔpa
презаситеност	prɛzasitɛnɔst
презасити	prɛzasiti
презаспива	prɛzaspiva
презаспие	prɛzaspijɛ
презема	prɛzɛma
преземе	prɛzɛmɛ
презентира	prɛzɛntiɾa
презиме	prɛzimɛ
презими	prɛzimi
презира	prɛziɾa
презрева	prɛzrɛva
презрее	prɛzrɛɛ
преименува	prɛimɛnuva
преиначи	prɛinat͡ʃi
преиначува	prɛinat͡ʃuva
преиспита	prɛispita
преиспитува	prɛispituva
прекитува	prɛkituva
преклоп	prɛkɫɔp
прекоси	prɛkɔsi
прекрасност	prɛkrasnɔst
прекривка	prɛkrifka
прекрои	prɛkrɔi
прекршител	prɛkr̩ʃitɛɫ
прекршочен	prɛkr̩ʃɔt͡ʃɛn
прекршување	prɛkr̩ʃuvaɲɛ
прекубројност	prɛkubrɔjnɔst
прекумерност	prɛkumɛrnɔst
прележи	prɛlɛʒi
прелистува	prɛlistuva
прелистувач	prɛlistuvat͡ʃ
прелистувачи	prɛlistuvat͡ʃi
премаленост	prɛmalɛnɔst
премачкува	prɛmat͡ʃkuva
премеле	prɛmɛlɛ
премете	prɛmɛtɛ
премива	prɛmiva
премореност	prɛmɔɾɛnɔst
преморува	prɛmɔɾuva
премреже	prɛmrɛʒɛ
премрзне	prɛmr̩znɛ
пренагласи	prɛnaɡɫasi
пренамени	prɛnamɛni
пренапрегнатост	prɛnaprɛɡnatɔst
пренапрегне	prɛnaprɛɡnɛ
пренатрупа	prɛnatrupa
пренатрупаност	prɛnatrupanɔst
пренесувач	prɛnɛsuvat͡ʃ
преноќева	prɛnɔcɛva
преноќиште	prɛnɔciʃtɛ
преобликува	prɛɔblikuva
преобработи	prɛɔbrabɔti
преод	prɛɔt
преодност	prɛɔdnɔst
преопредели	prɛɔprɛdɛli
преоптеретеност	prɛɔptɛrɛtɛnɔst
преоптовареност	prɛɔptɔvaɾɛnɔst
преора	prɛɔɾa
преосетливост	prɛɔsɛtlivɔst
преосмисли	prɛɔsmisli
препакува	prɛpakuva
препараторски	prɛparatɔrski
препечати	prɛpɛt͡ʃati
препече	prɛpɛt͡ʃɛ
преплакне	prɛpɫaknɛ
преплете	prɛplɛtɛ
преплетува	prɛplɛtuva
препливува	prɛplivuva
преплови	prɛpɫɔvi
препознатливост	prɛpɔznatlivɔst
преполовеност	prɛpɔɫɔvɛnɔst
препород	prɛpɔɾɔt
препреденост	prɛprɛdɛnɔst
препржи	prɛpr̩ʒi
препржува	prɛpr̩ʒuva
препродаде	prɛprɔdadɛ
прерасне	prɛɾasnɛ
прераспредели	prɛɾasprɛdɛli
прерија	prɛɾija
преса	prɛsa
преслече	prɛslɛt͡ʃɛ
пресликува	prɛslikuva
пресложи	prɛsɫɔʒi
пресметлив	prɛsmɛtlif
пресними	prɛsnimi
пресоли	prɛsɔli
пресолува	prɛsɔɫuva
пресостави	prɛsɔstavi
пресретливост	prɛsrɛtlivɔst
пресретне	prɛsrɛtnɛ
престанок	prɛstanɔk
престанува	prɛstanuva
престапен	prɛstapɛn
престапник	prɛstapnik
престапничка	prɛstapnit͡ʃka
престапништво	prɛstapniʃtvɔ
престегне	prɛstɛɡnɛ
престол	prɛstɔɫ
престолен	prɛstɔlɛn
престојува	prɛstɔjuva
престрои	prɛstrɔi
претне	prɛtnɛ
претплата	prɛtpɫata
претплатник	prɛtpɫatnik
претплатничка	prɛtpɫatnit͡ʃka
претпразничен	prɛtpraznit͡ʃɛn
претприемништво	prɛtprijɛmniʃtvɔ
претприемчивост	prɛtprijɛmt͡ʃivɔst
претресува	prɛtrɛsuva
претрпува	prɛtr̩puva
претседава	prɛtsɛdava
претседателство	prɛtsɛdatɛɫstvɔ
претставништво	prɛtstavniʃtvɔ
претстои	prɛtstɔi
претходничка	prɛtxɔdnit͡ʃka
преупати	prɛupati
префикс	prɛfiks
префриганост	prɛfriɡanɔst
пречисти	prɛt͡ʃisti
