we	βˈe
bölümlerine	bˌœlømlœrˈønœ
dalaşgäri	dˌɑɫɑʃʁˈæri
daýanýan	dɑjˈɑnjɑn
desseleri	dˌeθθelˈeri
deňligi	deŋlˈiʁi
diplom	dˈipɫom
dokumenti	dˌoqʊmˈenti
dolmagyň	doɫmˈoʁʊŋ
döretmezden	dˌœrœtmˈœððen
düzgünleşdirmegiň	dˌøðʁønlˌœʃdørmˈeʁiŋ
edebiýatynyň	ˌedeβˌijɑtˈɯnɯŋ
ediliş	edˈiliʃ
enjamlaşdyryldy	ˌend͡ʒɑmɫˌɑʃdɯrˈɯɫɫɯ
esbaplary	ˌeθβɑpɫˈɑrɯ
esgerler	eθʁˈerler
eýýamynyň	ˌejjɑmˈɯnɯŋ
fransuz	frˌɑnθʊð
ganatly	ɡɑnˈɑtɫɯ
geografik	ɡˌeoʁrˈofˌik
geçirilişiniň	ɡˌet͡ʃirˌiliʃˈiniŋ
geçirmekleri	ɡˌet͡ʃirmeklˈeri
geňeşçisi	ɡˌeŋeʃʃˈiθi
girewe	ɡirˈœβe
girizmegiň	ɡˌiriðmˈeʁiŋ
goragynda	ɡˌoroʁˈʊnno
goýlup	ɡˈojɫʊp
goşantlaryny	ɡˌoʃontɫɑrˈɯnɯ
goşulmaga	ɡˌoʃʊɫmˈoʁo
görkezmelidir	ɡˌœrkœðmœlˈidir
gürrüňdeş	ɡørrˈøŋŋœʃ
hemmesine	hˌemmeθˈine
hemmesini	hˌemmeθˈini
hukuklaryndan	xˌʊqʊqɫorˈʊnnɑn
hukuklydyr	xˌʊqʊqɫˈʊdʊr
hüjümçisi	hˌød͡ʒømt͡ʃˈøθø
iberilmegi	ˌiβerilmˈeʁi
iýulyndan	ˌijʊɫˈʊnnon
işewürliginiň	ˌiʃœβˌørløʁˈøniŋ
işjeňliginiň	ˌiʃʃeŋliʁˈiniŋ
jedelsiz	d͡ʒedˈelθið
jenaýatyň	d͡ʒˌenɑjˈɑtɯŋ
jülgesiniň	d͡ʒˌølʁœθˈønøŋ
kadasyna	qˌɑdɑθˈɯnɑ
kanunynyň	qˌɑnʊnˈʊnʊŋ
kapitanynyň	qˌɑpitɑnˈɯnɯŋ
karty	qˈɑrtɯ
kemçiliklere	kˌemt͡ʃiliklˈere
kenarynyň	kˌenɑrˈɯnɯŋ
kepil	kˈepil
keşbe	kˈeʃβe
konserte	qonθˈerte
kreditora	krˌeditˈoro
kämilleşdirilmegi	kˌæmillˌeʃdirilmˈeʁi
köpri	kˈœprø
körpe	kˈœrpœ
köçeleri	kˌœt͡ʃœlœrˈø
maldarçylygy	mˌɑɫɫɑrt͡ʃɯɫˈɯʁɯ
manysyny	mˌɑnɯθˈɯnɯ
maslahatlaryna	mˌɑθɫɑxˌɑtɫɑrˈɯnɑ
mebelleri	mˌeβellˈeri
mejlis	mˈed͡ʒliːθ
merkezleşdirilen	mˌerkeðlˌeʃdirˈilen
myhmanlaryny	mˌɯxmɑnɫɑrˈɯnɯ
möhletleriniň	mˌœhlœtlœrˈiniŋ
möçberindäki	mˌœt͡ʃβœrøndˈæːkɪ
mümkinçilige	mˌømkønt͡ʃølˈiʁe
münberine	mˌønmœrˈønœ
neşirler	neʃˈirler
nyň	nˈɯŋ
obalar	oβˈoɫor
obalarynda	ˌoβoɫorˈɯnnɑ
oýnap	ˈojnɑp
paýnamalary	pˌɑjnɑmɑɫˈɑrɯ
pensiýany	pˌenθijˈɑnɯ
peýdalanylandygy	pˌejdɑɫˌɑnɯɫɑnnˈɯʁɯ
pullar	pˈʊɫɫor
restoran	reθθˈoron
sazandalar	θˌɑðɑnnˈɑɫɑr
saýlandy	θɑjɫˈɑnnɯ
saýlawlarynyň	θˌɑjɫoβɫorˈɯnɯŋ
seljerişiniň	θˌeld͡ʒeriʃˈiniŋ
serhetçiler	θˌerhet͡ʃt͡ʃˈiler
sesleri	θeθlˈeri
sowuk	θˈoβʊq
suwlar	θˈʊβɫor
suwlaryň	θʊβɫˈorʊŋ
süýümli	θøːjˈømlø
tabşyryklaryny	tˌɑβʃɯrˌɯqɫɑrˈɯnɯ
tabşyrylmagy	tˌɑβʃɯrɯɫmˈɑʁɯ
tabşyryp	tɑβʃˈɯrɯp
tanyşlygyny	tˌɑnɯʃɫɯʁˈɯnɯ
tanyşlygyň	tˌɑnɯʃɫˈɯʁɯŋ
tarapda	tɑrˈɑpdɑ
tarif	tˈɑrif
tejribesinde	tˌed͡ʒriβeθˈinne
telekeçilere	tˌelekˌet͡ʃilˈere
tikin	tˈikin
togtadylýar	tˌoʁtodˈʊɫjɑr
tohumlar	toxˈʊmɫor
tomus	tˈomʊθ
topraga	toprˈoʁo
towakganamasy	tˌoβoqʁˌonɑmˈɑθɯ
tygşytly	tɯʁʃˈɯtɫɯ
tölenmedik	tˌœlœnmˈœdik
ugradylar	ˌʊʁrodˈʊɫɑr
urýan	ˈʊrjɑn
utgaşdyrmak	ˌʊtʁoʃdʊrmˈɑq
uçýan	ˈʊt͡ʃjɑn
wagtyna	βɑʁtˈɯnɑ
wekiliýetiň	βˌekilijˈetiŋ
wepat	βˈepɑt
ygtyýarlylandyrylmagy	ˌɯʁtɯjˌɑrɫɯɫˌɑnnɯrɯɫmˈɑʁɯ
ygtyýarnamasy	ˌɯʁtɯjˌɑrnɑmˈɑθɯ
ynanyldy	ˌɯnɑnˈɯɫɫɯ
ynanýarys	ˌɯnɑnjˈɑrɯθ
zenanlarynyň	ðˌenɑnɫɑrˈɯnɯŋ
zolaklaryň	ðˌoɫoqɫˈorɯŋ
Ähtnama	æhtnˈɑːmɑ
Ätiýaçlandyrylan	ˌætijˌɑt͡ʃɫɑnnɯrˈɯɫɑn
Ýuridiki	jˌʊridˈiki
ätiýaçlyklary	ˌætijˌɑt͡ʃɫɯqɫˈɑrɯ
çempionatyny	t͡ʃˌempiˌonotˈʊnʊ
çykyşlara	t͡ʃˌɯqɯʃɫˈɑrɑ
çäklendirilmegine	t͡ʃˌæklennˌirilmeʁˈine
ölçeglerini	ˌœlt͡ʃœʁlœrˈini
öndürijiler	ˌœnnørød͡ʒˈøler
özgerýär	œðʁˈœrjæːr
öçmejek	œt͡ʃmˈœd͡ʒœk
öňküsi	œŋkˈøθø
ýagdaýlardan	jˌɑʁdɑjɫˈɑrdɑn
ýatagy	jɑtˈɑʁɯ
ýatladýar	jɑtɫˈɑdjɑr
ýazgysynyň	jˌɑðʁɯθˈɯnɯŋ
ýaşamaga	jˌɑʃɑmˈɑʁɑ
ýeňilliklerden	jˌeŋilliklˈerden
ýeňişleriniň	jˌeŋiʃlerˈiniŋ
ýokarlandyrylmagy	jˌoqorɫˌonnɯrɯɫmˈɑʁɯ
ýollarynda	jˌoɫɫorˈʊnnɑ
ýürek	jˈørœk
şahyr	ʃˈɑːxɯr
şaýollarynyň	ʃˌɑjoɫɫorˈʊnʊŋ
Arçabil	ɑrt͡ʃˈɑβil
Asyr	ˈɑθɯr
Aýna	ˈɑːjnɑ
Aşgabatly	ˌɑʃʁɑβˈɑtɫɯ
Baharyň	bɑxˈɑrɯŋ
Begenç	bˈeʁent͡ʃ
Berlen	bˈerlen
Bütin	bˈøtøːn
Daşkentde	dɑʃkˈentde
Derweze	derβˈeðe
Diýmek	dijmˈek
Federasiýasy	fˌederˌɑθijˈɑθɯ
GBS	ʁβθ
Göni	ɡˈœnø
Hasyl	xˈɑθɯɫ
Hytaýa	xɯtˈɑjɑ
Hyundai	xˌɯʊnnˈoi
Institutyň	ˌinθθitˈʊtʊŋ
Kaka	qˈɑːqɑ
Kanunyny	qˌɑnʊnˈʊnʊ
Merdan	mˈerdɑn
Moskwada	moθkβˈɑdɑ
Nawaz	nˈoβɑð
Nesil	nˈeθil
Pekinde	pekˈinne
Pudagyň	pʊdˈoʁʊŋ
Pudaklaýyn	pˌʊdoqɫˈojɯn
Raýatlar	rɑjˈɑtɫɑr
Russiýada	rˌʊθθijˈɑdɑ
Telekeçilik	tˌeleket͡ʃˈilik
Turkmenistan	tˌʊrkmenˈiθθɑn
Türgenler	tørʁˈœnler
Uzak	ˈʊðoq
abraýyna	ˌɑβrɑjˈɯnɑ
adamynyň	ˌɑdɑmˈɯnɯŋ
adwokatyň	ˌɑdβoqˈotʊŋ
agtyklary	ˌɑʁtɯqɫˈɑrɯ
akymlaryny	ˌɑqɯmɫɑrˈɯnɯ
alarlar	ɑɫˈɑrɫɑr
alnyşynyň	ˌɑɫnɯʃˈɯnɯŋ
alyjylar	ˌɑɫɯd͡ʒˈɯɫɑr
amatlyklar	ˌɑmɑtɫˈɯqɫɑr
ammara	ɑmmˈɑrɑ
arheologiýa	ˌɑrheˌoɫoɡˈijɑ
asgyn	ˈɑθʁɯn
aýdymçy	ɑjdˈɯmt͡ʃɯ
aýyna	ɑjˈɯnɑ
aşhana	ɑʃxˈɑːnɑ
baba	bˈɑːβɑ
barylýandygy	bˌɑrɯɫjɑnnˈɯʁɯ
baýdaklarynyň	bˌɑjdɑqɫɑrˈɯnɯŋ
baýlaşdyrmaga	bˌɑjɫɑʃdɯrmˈɑʁɑ
baýraklara	bˌɑjrɑqɫˈɑrɑ
baýraklaryň	bˌɑjrɑqɫˈɑrɯŋ
başarjaň	bɑʃˈɑrd͡ʒɑŋ
başlar	bˈɑʃɫɑr
bildirmegiň	bˌillirmˈeʁiŋ
bilermeni	bˌilermˈeni
bilmedik	bilmˈedik
bäşisi	bæʃˈiθi
bölümlerde	bˌœlømlˈœrde
deklarasiýasynyň	dˌekɫɑrˌɑθijɑθˈɯnɯŋ
derejäniň	dˌered͡ʒˈæniŋ
derwaýys	derβˈɑjɯθ
derwezä	derβˈeðæ
dikeldilmegi	dˌikellilmˈeʁi
diwar	dˈiːβɑːr
däldirler	dællˈirler
döretdiler	dˌœrœtdˈøler
dünýäsine	dˌønjæθˈine
düzgünnamaly	dˌøðʁønnɑmˈɑɫɯ
düşünmek	dˌøʃønmˈœk
edarasyny	ˌedɑrɑθˈɯnɯ
edende	edˈenne
edilýänçä	ˌediljˈænt͡ʃæ
eken	ˈeken
ekinleriň	ˌekinlˈeriŋ
ekişi	ekˈiʃi
etdirmek	ˌetdirmˈek
etrapdaky	ˌetrɑpdˈɑːqɯ
gant	ɡˈɑnt
gatnaşmagyna	ɡˌɑtnɑʃmɑʁˈɯnɑ
gazanylandygyny	ɡˌɑðɑnˌɯɫɑnnɯʁˈɯnɯ
gazanýar	ɡɑðˈɑnjɑr
gelýändigi	ɡˌeljænnˈiʁi
geçirilmeginde	ɡˌet͡ʃirˌilmeʁˈinne
geçirilmelidigini	ɡˌet͡ʃirˌilmelˌidiʁˈini
girdejisi	ɡˌirded͡ʒˈiθi
girizdi	ɡirˈiðði
girýärler	ɡirjˈærler
gowşurylan	ɡˌoβʃʊrˈʊɫɑn
graždan	ʁrˈɑʒdɑn
gyzgalaňly	ɡˌɯðʁɑɫˈɑŋɫɯ
gyzyklanmasyny	ɡˌɯðɯqɫˌɑnmɑθˈɯnɯ
görkezişi	ɡˌœrkœðˈøʃø
görkezmelerini	ɡˌœrkœðmˌœlerˈini
göterýär	ɡœtˈœrjæːr
göçürilip	ɡˌœt͡ʃørˈøløp
güýjüniň	ɡøːjd͡ʒˈønøŋ
hakyndan	xɑqˈɯnnɑn
halklaryna	xˌɑɫkɫɑrˈɯnɑ
hasabatynyň	xˌɑθɑβɑtˈɯnɯŋ
hemmeleriň	hˌemmelˈeriŋ
hojalyklarynyň	xˌod͡ʒoɫˌʊqɫorˈɯnɯŋ
howasyna	xˌoβoθˈʊno
hususylaşdyrmak	xˌʊθʊθˌʊɫɑʃdɯrmˈɑq
hyzmatyna	xˌɯðmɑtˈɯnɑ
hödürlemegi	hˌœdørlœmˈœʁi
hötdesinden	hˌœtdœθˈønnen
ilkibaşky	ˌilkiβˈɑʃqɯ
isleginden	ˌiθleʁˈinnen
işewürleri	ˌiʃœβørlˈœrø
işlenilýär	ˌiʃlenˈiljæːr
janly	d͡ʒˈɑːnɫɯ
jismi	d͡ʒˈiθmi
kararda	qɑrˈɑrdɑ
kesgitleýji	kˌeθʁitlˈejd͡ʒi
kesýär	kˈeθjæːr
keşpleri	keʃplˈeri
kitabyň	kitˈɑβɯŋ
kodeksi	qodˈekθi
kody	qˈodʊ
korporasiýasynyň	qˌorporˌoθijɑθˈɯnɯŋ
kärhanalara	kˌærxɑnɑɫˈɑrɑ
körpeleriň	kˌœrpœlˈœrøŋ
lomaý	ɫˈomoj
magistral	mɑɡˈiθθrɑɫ
maslahatlaşmagyň	mˌɑθɫɑxˌɑtɫɑʃmˈɑʁɯŋ
maýyplar	mɑjˈɯpɫɑr
medet	mˈedet
melioratiw	mˌeliorˈotiβ
merkezleriň	mˌerkeðlˈeriŋ
meýdançasynyň	mˌejdɑnt͡ʃɑθˈɯnɯŋ
meýilnamany	mˌejilnɑmˈɑnɯ
meýilnamasynda	mˌejilnˌɑmɑθˈɯnnɑ
myhmanhanalaryň	mˌɯxmɑnxˌɑnɑɫˈɑrɯŋ
müşderileriniň	mˌøʃdœrˌølœrˈiniŋ
nebithimiýa	nˌeβithimˈijɑ
nokadyna	nˌoqodˈʊno
obany	oβˈonʊ
okuwy	oqˈʊβʊ
orunbasarynyň	ˌorʊnmˌoθorˈɯnɯŋ
oruntutary	ˌorʊntʊtˈorʊ
otaglarynda	ˌotoʁɫorˈɯnnɑ
owadanlygy	ˌoβodonɫˈʊʁɯ
psihiki	pθihˈiki
pälwanlaryň	pˌælβɑnɫˈɑrɯŋ
pürli	pˈørlø
raýdaş	rˈɑjdɑʃ
salgysy	θɑɫʁˈɯθɯ
saýlawçylary	θˌɑjɫoβt͡ʃɯɫˈɑrɯ
senesinde	θˌeneθˈinne
senäni	θenˈæni
soraglar	θorˈoʁɫor
suratkeşler	θˌʊrotkˈeʃler
söhbet	θˈœhβœt
tagallalarynyň	tˌɑʁɑɫɫˌɑɫɑrˈɯnɯŋ
tamamlan	tɑmˈɑmɫɑn
tansly	tˈɑnθɫɯ
tanyşdyrdylar	tˌɑnɯʃdɯrdˈɯɫɑr
tapgyrdan	tɑpʁˈɯrdɑn
taýýarlamaly	tˌɑjjɑrɫɑmˈɑɫɯ
toplanyldy	tˌopɫonˈʊɫɫɯ
toprakda	toprˈoqdo
tälimçi	tælˈimt͡ʃi
tälimçileriň	tˌælimt͡ʃilˈeriŋ
tölenýän	tœlˈœnjæn
ukypsyzlyk	ˌʊqʊpθˈʊðɫʊq
ulaglar	ʊɫˈoʁɫor
un	ˈʊn
wagtlar	βˈɑʁtɫɑr
wideo	βidˈeo
zehini	ðehˈini
zerurlyk	ðerˈʊrɫʊq
Çap	t͡ʃˈɑp
Öň	ˈœŋ
Ýene	jˈene
ätiýaçlandyrmak	ˌætijˌɑt͡ʃɫɑnnɯrmˈɑq
çapdan	t͡ʃˈɑpdɑn
çekiler	t͡ʃekˈiler
çeşmeleriň	t͡ʃˌeʃmelˈeriŋ
çynlakaý	t͡ʃɯnɫˈɑqɑj
çyzgylar	t͡ʃɯðʁˈɯɫɑr
çözgütlerini	t͡ʃˌœðʁøtlœrˈønø
ösdürilmeginiň	ˌœθθørˌølmœʁˈøniŋ
üstüniň	øθθˈønøŋ
ýadygärliklerini	jˌɑdɯɡˌærliklerˈini
ýangyjy	jɑnʁˈɯd͡ʒɯ
ýangyjyň	jɑnʁˈɯd͡ʒɯŋ
ýazgylaryň	jˌɑðʁɯɫˈɑrɯŋ
ýaýbaňlandy	jˌɑjbɑŋɫˈɑnnɯ
ýaýmak	jɑjmˈɑq
ýaşamagyny	jˌɑʃɑmɑʁˈɯnɯ
ýerleşmek	jˌerleʃmˈek
ýetiriler	jˌetirˈiler
ýokarlandyrmagy	jˌoqorɫˌonnɯrmˈɑʁɯ
ýurtlarymyz	jˌʊrtɫɑrˈɯmɯð
şahsyýeti	ʃˌɑxθɯjˈeti
şaýatlary	ʃˌɑjɑtɫˈɑrɯ
şaýoly	ʃɑjˈoɫʊ
şekilini	ʃˌekilˈini
şertlendirer	ʃˌertlennˈirer
şikaýata	ʃˌikɑjˈɑtɑ
şikaýatyň	ʃˌikɑjˈɑtɯŋ
şäherçe	ʃæhˈert͡ʃe
žurnalistler	ʒˌʊrnoɫˈiθθler
AIW	ˈɑiβ
Aba	ˈɑβɑ
Aral	ˈɑrɑɫ
Asyrlaryň	ˌɑθɯrɫˈɑrɯŋ
At	ˈɑːt
Bereket	berˈeket
Britaniýa	brˌitɑnˈijɑ
Desganyň	deθʁˈɑnɯŋ
Döwletli	dœβlˈœtlø
Futbol	fˌʊtβoɫ
Gazagystanda	ɡˌɑðɑʁɯθθˈɑnnɑ
Gözden	ɡˈœððœn
Ilçisi	ilt͡ʃˈiθi
Intellektual	ˌintellektˈʊɑɫ
Italiýa	ˌitɑɫˈijɑ
Kinematografiýa	kˌinemˌɑtoʁrofˌijɑ
MWt	mβt
Mejlisinde	mˌed͡ʒliθˈinne
Moldowa	moɫɫˈoβo
Muhammad	mʊxˈommod
Oktýabr	ˈoqtjɑβr
Owadan	oβˈodon
Patyşa	pɑtˈɯʃɑ
Permany	permˈɑnɯ
Prezidentleri	prˌeðidentlˈeri
Seleksiýanyň	θˌelekθijˈɑnɯŋ
Tähran	tˈæhrɑn
Türkmenabatda	tˌørkmœnɑβˈɑtdɑ
Türkmenawtoýollary	tˌørkmœnˌoβtojoɫɫˈorʊ
Ukrainadan	ˌʊqroinˈɑdɑn
Ynanç	ˈɯnɑnt͡ʃ
abraýa	ɑβrˈɑjɑ
alnyşyny	ˌɑɫnɯʃˈɯnɯ
alyjylaryň	ˌɑɫɯd͡ʒɯɫˈɑrɯŋ
aragatnaşygynyň	ˌɑrɑʁˌɑtnɑʃɯʁˈɯnɯŋ
aragatnaşyklaryň	ˌɑrɑʁˌɑtnɑʃɯqɫˈɑrɯŋ
asyrlarboýy	ˌɑθɯrɫɑrβˈojɯ
açdylar	ɑt͡ʃdˈɯɫɑr
açýan	ˈɑt͡ʃjɑn
aýlaw	ˈɑjɫoβ
aýratynlyklarynyň	ˌɑjrɑtˌɯnɫɯqɫɑrˈɯnɯŋ
aýry	ˈɑjrɯ
aşagynda	ˌɑʃɑʁˈɯnnɑ
bagyşladylar	bˌɑʁɯʃɫɑdˈɯɫɑr
barlaýar	bɑrɫˈɑjɑr
basyp	bˈɑθɯp
bazarlara	bˌɑðɑrɫˈɑrɑ
baýramçylygyny	bˌɑjrɑmt͡ʃˌɯɫɯʁˈɯnɯ
baýramçylyklar	bˌɑjrɑmt͡ʃɯɫˈɯqɫɑr
baýramçylyklary	bˌɑjrɑmt͡ʃˌɯɫɯqɫˈɑrɯ
berendigi	bˌerennˈiʁi
berlenden	berlˈennen
bileris	bilˈeriθ
bioserişdelerini	bˌioθˌeriʃdˌelerˈini
birleşiklerini	bˌirleʃˌiklerˈini
bolçulygynyň	bˌoɫt͡ʃʊɫʊʁˈʊnɯŋ
bähbitleriň	bˌæhβitlˈeriŋ
dakylýan	dɑqˈɯɫjɑn
depozit	depˈoðit
derejäni	dˌered͡ʒˈæni
dikeldilýän	dˌikellˈiljæn
dolanyşyk	dˌoɫonˈʊʃʊq
doldurmaga	dˌoɫɫʊrmˈoʁo
doluş	dˈoɫʊʃ
durmak	dʊrmˈoq
durnuklylyk	dˌʊrnʊqɫˈʊɫʊq
duzlarynyň	dˌʊðɫorˈʊnʊŋ
duýgusy	dʊjʁˈʊθʊ
dökünleriň	dˌœkønlˈœrøŋ
dönderilen	dˌœnnœrˈølœn
döredijiligine	dˌœrœdˌød͡ʒiliʁˈine
dörär	dˈœrær
döwründen	dœβrˈønnœn
edilişiniň	ˌediliʃˈiniŋ
ekspertiza	ˌekθpertˈiðɑ
elli	ˈelli
elýeterlidir	ˌeljeterlˈidir
eminler	emˈinler
esaslandyryjylary	ˌeθɑθɫˌɑnnɯrˌɯd͡ʒɯɫˈɑrɯ
eýeçiligindäki	ˌejet͡ʃˌiliʁindˈæːkɪ
fakultetiniň	fˌɑqʊɫtetˈiniŋ
forumyna	fˌorʊmˈʊnɑ
galdyrýan	ɡɑɫɫˈɯrjɑn
gapylaryny	ɡˌɑpɯɫɑrˈɯnɯ
gar	ɡˈɑːr
garanda	ɡɑrˈɑːnnɑ
garawuly	ɡˌɑroβˈʊɫʊ
garaşylmadyk	ɡˌɑrɑʃɯɫmˈɑdɯq
gatnatmagyň	ɡˌɑtnɑtmˈɑʁɯŋ
gatnaşykda	ɡˌɑtnɑʃˈɯqdɑ
gatnaşýandygy	ɡˌɑtnɑʃjɑnnˈɯʁɯ
gazanylýar	ɡˌɑðɑnˈɯɫjɑr
geleşikleriň	ɡˌeleʃiklˈeriŋ
geçilýän	ɡet͡ʃˈiljæn
geçirer	ɡet͡ʃˈirer
gidrotehniki	ɡˌidrotehnˈiki
gijeki	ɡid͡ʒˈeki
gimnastikasy	ɡˌimnɑθθikˈɑθɯ
girizilýän	ɡˌiriðˈiljæn
girizilýändigi	ɡˌiriðˌiljænnˈiʁi
gitmegine	ɡˌitmeʁˈine
gitmegiň	ɡitmˈeʁiŋ
goldaýandygy	ɡˌoɫɫojɑnnˈɯʁɯ
goýberilýär	ɡˌojberˈiljæːr
goýdular	ɡojdˈʊɫor
goşulmaýar	ɡˌoʃʊɫmˈojɑr
goşunymyzyň	ɡˌoʃʊnʊmˈʊðɯŋ
goşunyň	ɡoʃˈʊnʊŋ
gurady	ɡʊrˈodʊ
gural	ɡˈʊrɑːɫ
guramaçysy	ɡˌʊromot͡ʃˈɯθɯ
guruljak	ɡʊrˈʊɫd͡ʒoq
gutlaglar	ɡʊtɫˈoʁɫɑr
gylyçlaşmak	ɡˌɯɫɯt͡ʃɫɑʃmˈɑq
gönükdirilip	ɡˌœnøkdørˈølip
gözegçiligine	ɡˌœðœʁt͡ʃˌøløʁˈine
gürrüňsizdir	ɡˌørrøŋθˈøððør
güwänama	ɡˌøβænˈɑːmɑ
güýjüň	ɡˈøːjd͡ʒøŋ
güýçlendirmegi	ɡˌøːjt͡ʃlennirmˈeʁi
hakykat	xɑqˈɯqɑt
halaty	xɑɫˈɑtɯ
hasaplama	xˌɑθɑpɫˈɑmɑ
haýyşnamaça	xˌɑjɯʃnɑmˈɑt͡ʃɑ
hepdeligini	hˌepdeliʁˈini
howuz	xˈoβʊð
hoşlaşdy	xoʃɫˈoʃdʊ
hyzmatlaryna	xˌɯðmɑtɫɑrˈɯnɑ
hünärine	hˌønærˈine
iberip	iβˈerip
institutlary	ˌinθθitʊtɫˈorʊ
jerimeleri	d͡ʒˌerimelˈeri
jogapkärçiligiň	d͡ʒˌoʁopkˌært͡ʃilˈiʁiŋ
kesel	kˈeθel
kesilene	kˌeθilˈene
köli	kˈœlø
köpeldi	kœpˈœllø
köprüsi	kœprˈøθø
lybasdaky	ɫˌɯβɑθdˈɑːqɯ
lybaslary	ɫˌɯβɑθɫˈɑrɯ
maddasy	mɑddˈɑθɯ
maksatnamalara	mˌɑqθɑtnˌɑmɑɫˈɑrɑ
maliýeleşdirmäge	mˌɑɫijˌeleʃdirmˈæːɡe
mana	mˈɑnɑ
manadyň	mɑnˈɑdɯŋ
maslahatlarda	mˌɑθɫɑxɑtɫˈɑrdɑ
maşgalasy	mˌɑʃʁɑɫˈɑθɯ
mekdepde	mekdˈepde
mermer	mˈermer
meýdançanyň	mˌejdɑnt͡ʃˈɑnɯŋ
mirasymyzy	mˌirɑθɯmˈɯðɯ
mowzugy	moβðˈʊʁʊ
mugallym	mʊʁˈoɫɫʊm
muşdaklary	mˌʊʃdoqɫˈɑrɯ
myhmana	mɯxmˈɑnɑ
möhri	mˈœhrø
netijeliliginiň	nˌetid͡ʒˌeliliʁˈiniŋ
nyrhy	nˈɯrxɯ
owazlary	ˌoβoðɫˈorɯ
oýunçylary	ˌojʊnt͡ʃʊɫˈɑrɯ
patente	pɑtˈente
paýlanylýar	pˌɑjɫɑnˈɯɫjɑr
pensiýalary	pˌenθijɑɫˈɑrɯ
peýdalanyjylar	pˌejdɑɫˌɑnɯd͡ʒˈɯɫɑr
pursadyna	pˌʊrθodˈʊnɑ
pälwanlary	pˌælβɑnɫˈɑrɯ
raýatlygyna	rˌɑjɑtɫɯʁˈɯnɑ
raýatlyk	rɑjˈɑtɫɯq
sadaka	θɑdˈɑqɑ
saklanan	θɑqɫˈɑnɑn
salýar	θˈɑɫjɑr
sanlysy	θɑnɫˈɯθɯ
satylmagy	θˌɑtɯɫmˈɑʁɯ
sazlaşygyny	θˌɑðɫɑʃɯʁˈɯnɯ
sazlaşyk	θɑðɫˈɑʃɯq
saýaly	θɑjˈɑɫɯ
saýlanmagy	θˌɑjɫɑnmˈɑʁɯ
seneler	θenˈeler
seredilmäge	θˌeredilmˈæːɡe
seredilýäniň	θˌerediljˈæniŋ
serhetüsti	θˌerhetˈøθθø
serişdesine	θˌeriʃdeθˈine
sowatly	θoβˈotɫʊ
standartlaşdyrmak	θθˌɑnnɑrtɫˌɑʃdɯrmˈɑq
suwarmak	θˌʊβormˈoq
suwlarynyň	θˌʊβɫorˈʊnʊŋ
synagyny	θˌɯnɑʁˈɯnɯ
sözlerine	θˌœðlœrˈønœ
sütüniniň	θˌøtønˈønøŋ
tanalýan	tɑnˈɑɫjɑn
tanalýar	tɑnˈɑɫjɑr
tanyşdyrmak	tˌɑnɯʃdɯrmˈɑq
tapawutlanyp	tˌɑpoβʊtɫˈonʊp
tassyklan	tɑθθˈɯqɫɑn
tassyklanýan	tˌɑθθɯqɫˈɑnjɑn
tebigatynyň	tˌeβiʁɑtˈɯnɯŋ
telekeçilerine	tˌelekˌet͡ʃilerˈine
teleradiogepleşikler	tˌelerˌɑdiˌoɡepleʃˈikler
temmäkä	temmˈækæ
temperaturasynyň	tˌemperˌɑtʊroθˈʊnɯŋ
terjimehaly	tˌerd͡ʒimehˈɑɫɯ
tolgundyryjy	tˌoɫʁʊnnʊrˈʊd͡ʒʊ
topardaky	tˌopordˈɑːqɯ
topy	tˈopʊ
türgenimiz	tˌørʁœnˈømøð
ugradylan	ˌʊʁrodˈʊɫɑn
ugradylýan	ˌʊʁrodˈʊɫjɑn
ulagynda	ˌʊɫoʁˈʊnnɑ
ulanylyşy	ˌʊɫonʊɫˈɯʃɯ
uruş	ˈʊrʊʃ
utugy	ʊtˈʊʁʊ
uçaryň	ʊt͡ʃˈorʊŋ
wagtlary	βɑʁtɫˈɑrɯ
wekiliýetleri	βˌekilˌijetlˈeri
ygtyýarlyklaryna	ˌɯʁtɯjˌɑrɫɯqɫɑrˈɯnɑ
ylalaşyklarynyň	ˌɯɫɑɫˌɑʃɯqɫɑrˈɯnɯŋ
zerurlyklary	ðˌerʊrɫʊqɫˈɑrɯ
zolak	ðˈoɫoq
zähmetkeşler	ðˌæhmetkˈeʃler
Özbegistanda	ˌœðβœʁøθθˈɑnnɑ
Öňüni	œŋˈønø
çagyrmagy	t͡ʃˌɑʁɯrmˈɑʁɯ
çykdajylaryny	t͡ʃˌɯqdɑd͡ʒˌɯɫɑrˈɯnɯ
çäklendirmeleri	t͡ʃˌæklennˌirmelˈeri
ölçegleriň	ˌœlt͡ʃœʁlˈœriŋ
öwüşginleri	ˌœβøʃʁønlˈeri
üpjünçiligine	ˌøpd͡ʒønt͡ʃˌøløʁˈine
üçüsini	ˌøt͡ʃøθˈønø
ýatymlaýyn	jˌɑtɯmɫˈɑjɯn
ýeke	jˈeke
ýelkenli	jelkˈenli
ýerlenende	jˌerlenˈenne
ýetirijilik	jˌetirid͡ʒˈilik
ýetirilişiniň	jˌetirˌiliʃˈiniŋ
ýeňillik	jeŋˈillik
ýurdumyzdan	jˌʊrdʊmˈʊððon
ýygnagyň	jɯʁnˈɑʁɯŋ
ýyldyzy	jɯɫɫˈɯðɯ
ýüzlendi	jøðlˈœnnø
