a	ɑː
ræswian	ræːswiɑn
ræswung	ræːswunɡ
ræt	ræt
rætt	rætt
sacan	sɑkɑn
sacaþ	sɑkɑθ
sacende	sɑkende
sacleas	sɑklæ͜ɑːs
sacu	sɑku
sacum	sɑkum
sadol	sɑdol
sadolian	sɑdoliɑn
saga	sɑɡɑ
sagian	sɑɡiɑn
sagu	sɑɡu
saht	sɑxt
sahtlian	sɑxtliɑn
sal	sɑːl
salig	sɑlij
salnes	sɑːlnes
salor	sɑlor
salu	sɑlu
samcwic	sɑːmkwik
samen	sɑmen
samnian	sɑmniɑn
samnung	sɑmnunɡ
samod	sɑmod
samodeard	sɑmodæ͜ɑrd
samodswegend	sɑmodsweːjend
samodwist	sɑmodwist
samodwunung	sɑmodwununɡ
samodwyrcende	sɑmodwyrt͡ʃende
samræden	sɑmræːden
samwist	sɑmwist
sanct	sɑnkt
sand	sɑnd
sandceosol	sɑndt͡ʃe͜osol
sandcorn	sɑndkorn
sandig	sɑndij
sang	sɑnɡ
sangboc	sɑnɡboːk
sangcræft	sɑnɡkræft
sangere	sɑnɡere
sangestre	sɑnɡestre
sape	sɑːpe
sar	sɑːr
sarig	sɑːrij
sarnes	sɑːrnes
sawal	sɑːwɑl
sawan	sɑːwɑn
sawel	sɑːwel
sawelberend	sɑːwelberend
sawelcund	sɑːwelkund
sawelgedal	sɑːweljedɑːl
sawelhus	sɑːwelxuːs
sawelleas	sɑːwellæ͜ɑːs
sawelsceatt	sɑːwelʃæ͜ɑtt
sawelþearf	sɑːwelθæ͜ɑrf
sawend	sɑːwend
sawere	sɑːwere
sawlian	sɑːwliɑn
sawlung	sɑːwlunɡ
sawol	sɑːwol
sawolcund	sɑːwolkund
scacan	ʃɑkɑn
scadan	ʃɑːdɑn
scafan	ʃɑfɑn
scamfæst	ʃɑmfæst
scamian	ʃɑmiɑn
scamleas	ʃɑmlæ͜ɑːs
scamlic	ʃɑmliːt͡ʃ
scamol	ʃɑmol
scamu	ʃɑmu
scanca	ʃɑnkɑ
scand	ʃɑnd
scandhus	ʃɑndxuːs
scandlic	ʃɑndliːt͡ʃ
sceabb	ʃæ͜ɑbb
sceacga	ʃɑɡɡɑ
sceada	ʃæ͜ɑːdɑ
sceadan	ʃæ͜ɑːdɑn
sceadan	ʃɑːdɑn
sceadian	ʃæ͜ɑdiɑn
sceadu	ʃɑdu
sceaduwe	ʃæ͜ɑduwe
sceadwian	ʃɑdwiɑn
sceaf	ʃæ͜ɑːf
sceafa	ʃæ͜ɑːfɑ
sceafa	ʃɑfɑ
sceafmælum	ʃæ͜ɑfmæːlum
sceaft	ʃæ͜ɑft
sceaga	ʃɑɡɑ
sceal	ʃæɑl
scealfor	ʃæ͜ɑlfor
sceallan	ʃæ͜ɑllɑn
sceamfæst	ʃɑmfæst
sceamfæstness	ʃɑmfæstness
sceamol	ʃɑmol
sceamu	ʃɑmu
sceanca	ʃɑnkɑ
sceap	ʃæ͜ɑːp
sceaphierde	ʃæ͜ɑːpxi͜yrde
sceaphyrde	ʃæ͜ɑːpxyrde
sceapieg	ʃæ͜ɑːpi͜yːj
scear	ʃæ͜ɑr
scear	ʃæ͜ɑːr
sceara	ʃæːɑ̯rɑ
sceard	ʃæ͜ɑrd
scearp	ʃæ͜ɑrp
scearplice	ʃæ͜ɑrpliːt͡ʃe
scearpnes	ʃæ͜ɑrpnes
scearpsiene	ʃæ͜ɑrpsi͜yːne
scearseax	ʃæ͜ɑrsæ͜ɑks
scearu	ʃæ͜ɑru
sceat	ʃæ͜ɑːt
sceatt	ʃæ͜ɑtt
sceawere	ʃæ͜ɑːwere
sceawian	ʃæ͜ɑːwiɑn
sceawung	ʃæ͜ɑːwunɡ
sceaðian	ʃɑθiɑn
sceaþ	ʃæ͜ɑːθ
sceaþa	ʃɑθɑ
sceaþan	ʃæ͜ɑθɑn
sceaþian	ʃɑθiɑn
scedeland	ʃedelɑnd
scedenig	ʃedeniːj
scefing	ʃeːfinɡ
sceld	ʃeld
scelfan	ʃelfɑn
scencan	ʃent͡ʃɑn
scendan	ʃendɑn
scene	ʃeːne
sceo	ʃe͜oː
sceogan	ʃoːjɑn
sceoh	ʃe͜oːx
sceolde	ʃolde
sceolh	ʃe͜olx
sceoliege	ʃe͜oːli͜yːje
sceolu	ʃe͜olu
sceomfull	ʃe͜omfull
sceon	ʃe͜oːn
sceon	ʃoːn
sceonca	ʃonkɑ
sceone	ʃe͜oːne
sceot	ʃot
sceotan	ʃe͜oːtɑn
sceotend	ʃe͜oːtend
sceþþan	ʃeθθɑn
scid	ʃiːd
scield	ʃi͜yld
scieldan	ʃi͜yldɑn
scieldburg	ʃi͜yldburɡ
scieldweall	ʃi͜yldwæ͜ɑll
sciell	ʃell
sciene	ʃi͜yːne
scieppan	ʃi͜yppɑn
scieppian	ʃi͜yppiɑn
scieran	ʃi͜yrɑn
sciete	ʃi͜yːte
scildan	ʃildɑn
scima	ʃiːmɑ
scinan	ʃiːnɑn
scinban	ʃinbɑːn
scinu	ʃinu
scip	ʃip
scipe	ʃipe
scipere	ʃipere
scipfæreld	ʃipfæreld
scipgefeoht	ʃipjefe͜oxt
sciphere	ʃipxere
sciphlaford	ʃipxlɑːford
scipian	ʃipiɑn
scipwyrhta	ʃipwyrxtɑ
scir	ʃiːr
scirgerefa	ʃiːrjereːfɑ
scitan	ʃiːtɑn
scite	ʃiːte
scobl	ʃobl
scofl	ʃofl
scogan	ʃoːjɑn
scoh	ʃoːx
scohwyrhta	ʃoːxwyrxtɑ
scol	skoːl
scola	ʃolɑ
scoldon	ʃoldon
scolere	skoːlere
scolu	ʃolu
scop	ʃop
scoplic	ʃopliːt͡ʃ
scorian	ʃoriɑn
scort	ʃort
scortian	ʃortiɑn
scortlice	ʃortliːt͡ʃe
scot	ʃot
scotfreo	skotfre͜oː
scotland	skotlɑnd
scottisc	skottiʃ
scranc	ʃrɑnk
scread	ʃræ͜ɑːd
screadian	ʃræ͜ɑːdiɑn
screawa	ʃræ͜ɑːwɑ
screncan	ʃrent͡ʃɑn
screon	ʃre͜oːn
scrifan	ʃriːfɑn
scrihan	ʃriːxɑn
scrimman	ʃrimmɑn
scrincan	ʃrinkɑn
scrincaþ	ʃrinkɑθ
scrince	ʃrinke
scriþan	ʃriːθɑn
scriþaþ	ʃriːθɑθ
scrobbesburh	ʃrobbesburx
scrobbesbyrigscir	ʃrobbesbyrijʃiːr
scrud	ʃruːd
scrutnian	ʃruːtniɑn
scrutnung	ʃruːtnunɡ
scrydan	ʃryːdɑn
scræf	ʃræf
scua	ʃuːɑ
scucca	ʃukkɑ
scufan	ʃuːfɑn
sculan	ʃulɑn
sculdra	ʃuldrɑ
scur	ʃuːr
scuwa	ʃuːwɑ
scyan	skyːɑn
scyld	ʃyld
scyldig	ʃyldij
scyldigian	ʃyldiɡiɑn
scyldignes	ʃyldijnes
scylding	ʃyldinɡ
scyldleas	ʃyldlæ͜ɑːs
scyldlæta	ʃyldlæːtɑ
scyldwiga	ʃyldwiɡɑ
scyldwite	ʃyldwiːte
scyndan	ʃyndɑn
scyne	ʃyːne
scyrte	ʃyrte
scyte	ʃyte
scytefinger	ʃytefinɡer
scytelfinger	ʃytelfinɡer
scytta	ʃyttɑ
scyttan	ʃyttɑn
se	seː
sealde	sæɑlde
sealdnes	sæ͜ɑldnes
sealf	sæ͜ɑlf
sealh	sæ͜ɑlx
sealt	sæ͜ɑlt
sealtan	sæ͜ɑltɑn
sealten	sæ͜ɑlten
sealtern	sæ͜ɑltern
sealtian	sæ͜ɑltiɑn
sealtnes	sæ͜ɑltnes
sealtyþ	sæ͜ɑltyːθ
seam	sæ͜ɑːm
seamere	sæ͜ɑːmere
seamestre	sæ͜ɑːmestre
searmonaþ	sæ͜ɑːrmoːnɑθ
searo	sæ͜ɑro
searu	sæ͜ɑru
searuhabbend	sæ͜ɑruxɑbbend
seaw	sæ͜ɑːw
seax	sæ͜ɑks
seaxa	sæ͜ɑksɑ
seaxan	sæ͜ɑksɑn
seaxe	sæ͜ɑkse
seaxisc	sæ͜ɑksiʃ
seaxland	sæ͜ɑkslɑnd
seaxneating	sæ͜ɑksnæ͜ɑːtinɡ
seaþ	sæ͜ɑːθ
sec	seːk
secan	seːt͡ʃɑn
secg	sejj
secgan	sejjɑn
secgaþ	sejjɑθ
secge	sejje
secgsceara	sejjʃɑrɑ
sefa	sefɑ
sefte	seːfte
segel	sejel
segen	sejen
segl	sejl
seglian	sejliɑn
segn	sejn
segnian	sejniɑn
seht	sext
sehtlian	sextliɑn
sel	sel
sel	seːl
seldan	seldɑn
seldcuþ	seldkuːθ
selden	selden
sele	sele
selerædend	seleræːdend
self	self
selfbana	selfbɑnɑ
selfcwala	selfkwɑlɑ
selfcwalu	selfkwɑlu
selflic	selfliːt͡ʃ
selfæta	selfæːtɑ
sellan	sellɑn
sellend	sellend
sellendlic	sellendliːt͡ʃ
sellic	selliːt͡ʃ
sellicre	sellikre
sencan	sent͡ʃɑn
sencgan	senjɑn
sendan	sendɑn
senep	senep
sengan	senjɑn
seo	se͜oː
seoc	se͜oːk
seocnes	se͜oːknes
seod	se͜oːd
seofa	se͜ofɑ
seofon	se͜ofon
seofonfeald	se͜ofonfæ͜ɑld
seofonnihte	se͜ofonnixte
seofonstierre	se͜ofonsti͜yrre
seofonteoþa	se͜ofonte͜oːθɑ
seofontiene	se͜ofonti͜yːne
seofontig	se͜ofontij
seofoða	se͜ofoθɑ
seofoþa	se͜ofoθɑ
seohtre	se͜oxtre
seolc	se͜olk
seolcen	se͜olken
seolcwyrm	se͜olkwyrm
seolf	se͜olf
seolfcwalu	se͜olfkwɑlu
seolfor	se͜olfor
seolh	se͜olx
seolhyþa	se͜olxyːθɑ
seolucen	se͜oluken
seomian	se͜omiɑn
seon	se͜oːn
seonoþ	se͜onoθ
seonoþlic	se͜onoθliːt͡ʃ
seonu	se͜onu
seoslig	se͜oːslij
seox	se͜oks
seoþan	se͜oːθɑn
sepan	seːpɑn
set	set
seted	seted
setl	setl
setlgang	setlɡɑnɡ
setlgangende	setlɡɑnɡende
sett	sett
settan	settɑn
sex	seks
sexred	seksreːd
seþan	seːθɑn
seþend	seːθend
seþung	seːθunɡ
sibb	sibb
sibbegedriht	sibbejedrixt
sibbleger	sibblejer
sibling	siblinɡ
sibræden	sibræːden
sican	siːkɑn
sicerian	sikeriɑn
sicettan	sit͡ʃettɑn
sicol	sikol
sicor	sikor
sicorlice	sikorliːt͡ʃe
sicornes	sikornes
sid	siːd
side	siːde
sidfæþmed	siːdfæθmed
sidu	sidu
sieltan	si͜yltɑn
sien	si͜yːn
sierce	si͜yrt͡ʃe
siex	si͜yks
siexta	si͜ykstɑ
siexteoþa	si͜ykste͜oːθɑ
siextiene	si͜yksti͜yːne
siextig	si͜ykstij
siextigfeald	si͜ykstijfæ͜ɑld
sife	sife
siftan	siftɑn
sigan	siːɡɑn
sige	sije
sigebeam	sijebæ͜ɑːm
sigegefeoht	sijejefe͜oxt
sigehreþig	sijexreːθij
sigelhearwa	sijelxæ͜ɑrwɑ
sigelhweorfa	sijelxwe͜orfɑ
sigelic	sijeliːt͡ʃ
sigetacen	sijetɑːken
siglan	sijlɑn
sigor	siɡor
sigorian	siɡoriɑn
sigortacen	siɡortɑːken
sigorwuldor	siɡorwuldor
sihþ	sixθ
sima	siːmɑ
simbel	simbel
simble	simble
simle	simle
sin	siːn
sinc	sink
sincan	sinkɑn
sinceald	sint͡ʃæ͜ɑld
sincfag	sinkfɑːɡ
sincgiefa	sinkji͜yfɑ
sincgyfa	sinkjyfɑ
sind	sind
sinder	sinder
sinewealt	sinewæ͜ɑlt
sinewealtnes	sinewæ͜ɑltnes
singal	sinɡɑl
singan	sinɡɑn
singrene	sinɡreːne
sinhweorfan	sinxwe͜orfɑn
sinnan	sinnɑn
sinniht	sinnixt
sinu	sinu
sinwealt	sinwæ͜ɑlt
siocol	si͜ukol
sioluc	si͜uluk
siolufr	si͜ulufr
sittan	sittɑn
siwian	siwiɑn
sixfeald	siksfæ͜ɑld
sixtig	sikstij
sixtigfeald	sikstijfæ͜ɑld
siððan	siθθɑn
siþ	siːθ
siþfæt	siːθfæt
siþian	siːθiɑn
siþþan	siθθɑn
slaga	slɑɡɑ
slapan	slɑːpɑn
slapian	slɑːpiɑn
slaw	slɑːw
slawlice	slɑːwliːt͡ʃe
slawyrm	slɑːwyrm
slean	slæ͜ɑːn
slecg	slejj
slege	sleje
slegel	slejel
slepan	sleːpɑn
slidan	sliːdɑn
slief	sli͜yːf
sliefe	sli͜yːfe
sliefescoh	sli͜yːfeʃoːx
sliefleas	sli͜yːflæ͜ɑːs
sliepan	sli͜yːpɑn
sliepescoh	sli͜yːpeʃoːx
slifan	sliːfɑn
sliht	slixt
slincan	slinkɑn
slingan	slinɡɑn
slipor	slipor
slitan	sliːtɑn
sliþe	sliːθe
sloh	sloːx
sluncon	slunkon
slupan	sluːpɑn
slæc	slæk
slæp	slæːp
slæpan	slæːpɑn
slæpern	slæːpern
slæpleas	slæːplæ͜ɑːs
slæpleast	slæːplæ͜ɑːst
slæwþ	slæːwθ
smalan	smɑlɑn
smales	smɑles
smalum	smɑlum
smeag	smæ͜ɑːɡ
smeagan	smæ͜ɑːjɑn
smeage	smæːɑɣe
smeagean	smæ͜ɑːjɑn
smeah	smæ͜ɑːx
smearcian	smæ͜ɑrkiɑn
smeart	smæ͜ɑrt
smelting	smeltinɡ
smeortan	sme͜ortɑn
smeortung	sme͜ortunɡ
smeþe	smeːθe
smeċċan	smekkɑn
smicer	smiker
smicor	smikor
smitan	smiːtɑn
smiðian	smiθiɑn
smiþ	smiθ
smiþian	smiθiɑn
smiþþe	smiθθe
smoca	smokɑ
smocian	smokiɑn
smugan	smuːɡɑn
smæccan	smætt͡ʃɑn
smæl	smæl
snaca	snɑkɑ
snaw	snɑːw
snawig	snɑːwij
snegel	snejel
snican	sniːkɑn
sniwan	sniːwɑn
sniwde	sniːwde
sniweþ	sniːweθ
sniwþ	sniːwθ
sniðan	sniːθɑn
sniþan	sniːθɑn
snoru	snoru
snotingaham	snotinɡɑxɑːm
snotingahamscir	snotinɡɑxɑːmʃiːr
snotor	snotor
snytan	snyːtɑn
snægl	snæjl
socc	sokk
soce	soːke
socen	soːken
socn	soːkn
sodoma	sodom
sodome	sodome
sodomisc	sodomiʃ
sodomitisc	sodomitiʃ
softe	soːfte
sol	sol
sol	soːl
solian	soliɑn
solmonaþ	solmoːnɑθ
solor	solor
solsece	solseke
somnian	somniɑn
son	soːn
sona	soːnɑ
soncræft	soːnkræft
sorg	sorɡ
sorgian	sorɡiɑn
sorh	sorx
sorhful	sorxful
sorhleas	sorxlæ͜ɑːs
sot	soːt
sowhul	soːwxul
soð	soːθ
soþ	soːθ
soþe	soːθe
soþes	soːθes
soþgied	soːθji͜yd
soþgiedd	soːθji͜ydd
soþian	soːθiɑn
soþlic	soːθliːt͡ʃ
soþlice	soːθliːt͡ʃe
soþtacen	soːθtɑːken
spadu	spɑdu
spala	spɑlɑ
spane	spɑne
spann	spɑnn
spannan	spɑnnɑn
spanu	spɑnu
sparian	spɑriɑn
spearca	spæ͜ɑrkɑ
spearlira	spæ͜ɑrlirɑ
spearwa	spæ͜ɑrwɑ
specan	spekɑn
sped	speːd
spedan	speːdɑn
spedig	speːdij
spel	spel
spelc	spelk
spelcan	spelt͡ʃɑn
spelcean	spelt͡ʃɑn
speld	speld
spelian	speliɑn
spell	spell
spellian	spelliɑn
spendan	spendɑn
spendung	spendunɡ
spere	spere
sperehealf	sperexæ͜ɑlf
spic	spit͡ʃ
spicing	spiːkinɡ
spilcan	spilt͡ʃɑn
spildan	spildɑn
spilian	spiliɑn
spillan	spillɑn
spind	spind
spinel	spinel
spinelhealf	spinelxæ͜ɑlf
spinnan	spinnɑn
spirian	spirjɑn
spittan	spittɑn
spitu	spitu
spiwan	spiːwɑn
splott	splott
spor	spor
spornan	spornɑn
spowan	spoːwɑn
sprecan	sprekɑn
sprecol	sprekol
sprecolnes	sprekolnes
sprengan	sprenjɑn
spreot	spre͜oːt
springan	sprinɡɑn
spryttan	spryttɑn
spræc	spræːk
spræc	spræːt͡ʃ
spræcful	spræːt͡ʃful
spræcleas	spræːt͡ʃlæ͜ɑːs
sprædan	spræːdɑn
spurnan	spurnɑn
spyrd	spyrd
spyrian	spyrjɑn
spyrigung	spyrijunɡ
spæc	spæːt͡ʃ
spær	spær
spætan	spæːtɑn
staca	stɑkɑ
stacga	stɑɡɡɑ
stalu	stɑlu
stan	stɑːn
stand	stɑnd
standan	stɑndɑn
stanfah	stɑːnfɑːx
stanig	stɑːnij
staniht	stɑːnixt
stanrocc	stɑːnrokk
stanweall	stɑːnwæ͜ɑll
stanweorc	stɑːnwe͜ork
stapol	stɑpol
starian	stɑriɑn
staþol	stɑθol
staþolfæst	stɑθolfæst
staþolfæstlic	stɑθolfæstliːt͡ʃ
staþolfæstlice	stɑθolfæstliːt͡ʃe
staþolfæstnes	stɑθolfæstnes
staþolfæstnian	stɑθolfæstniɑn
staþolfæstnung	stɑθolfæstnunɡ
staþolian	stɑθoliɑn
staþoliend	stɑθoliend
staþolnes	stɑθolnes
staþolung	stɑθolunɡ
staþolæht	stɑθolæːxt
stealc	stæ͜ɑlk
stealcung	stæ͜ɑlkunɡ
steall	stæ͜ɑll
steam	stæ͜ɑːm
steap	stæ͜ɑːp
stearc	stæ͜ɑrk
stearcmod	stæ͜ɑrkmoːd
steartlian	stæ͜ɑrtliɑn
stede	stede
stedefæst	stedefæst
stedefæstnes	stedefæstnes
stefn	stefn
stelan	stelɑn
stellan	stellɑn
steman	steːmɑn
stemn	stemn
stempan	stempɑn
stenc	stent͡ʃ
steopcild	ste͜oːpt͡ʃild
steopdohtor	ste͜oːpdoxtor
steopfæder	ste͜oːpfæder
steopmodor	ste͜oːpmoːdor
steopsunu	ste͜oːpsunu
steor	ste͜oːr
steoran	ste͜oːrɑn
steore	ste͜oːre
steorend	ste͜oːrend
steorfa	ste͜orfɑ
steorfan	ste͜orfɑn
steorleas	ste͜oːrlæ͜ɑːs
steorn	ste͜orn
steorra	ste͜orrɑ
steort	ste͜ort
steorwiglere	ste͜orwijlere
stepe	stepe
steppan	steppɑn
sticca	stikkɑ
stice	stit͡ʃe
stician	stikiɑn
stiele	sti͜yːle
stielen	sti͜yːlen
stieman	sti͜yːmɑn
stiepel	sti͜yːpel
stieran	sti͜yːrɑn
stif	stiːf
stig	stij
stig	stiːj
stigan	stiːɡɑn
stigel	stijel
stigon	stiɣon
stillan	stillɑn
stille	stille
stilnes	stilnes
stincan	stinkɑn
sting	stinɡ
stingan	stinɡɑn
stiocian	sti͜ukiɑn
stirc	stirk
stirung	stirunɡ
stoc	stok
stocc	stokk
stod	stoːd
stofn	stofn
stol	stoːl
stoppian	stoppiɑn
stor	stoːr
storc	stork
storm	storm
stow	stoːw
stowlic	stoːwliːt͡ʃ
stowlice	stoːwliːt͡ʃe
stracian	strɑːkiɑn
strand	strɑnd
strang	strɑnɡ
strange	strɑnɡe
stream	stræ͜ɑːm
streaw	stræ͜ɑːw
streawberige	stræ͜ɑːwberije
streawian	stræ͜ɑːwiɑn
stredan	streːdɑn
stregdan	strejdɑn
streng	strenɡ
strengest	strend͡ʒest
strengra	strenɡrɑ
strengþo	strenɡθo
strengþu	strenɡθu
strewian	streːwiɑn
strican	striːkɑn
stridan	striːdɑn
striend	stri͜yːnd
strod	stroːd
strudan	struːdɑn
struta	struːtɑ
strynd	stryːnd
stryndan	stryːndɑn
stræc	stræk
stræl	stræːl
stræt	stræːt
stubb	stubb
studu	studu
stulor	stulor
stund	stund
stundmælum	stundmæːlum
stunian	stuniɑn
stunt	stunt
stupian	stuːpiɑn
stybb	stybb
stycce	stytt͡ʃe
styccemælum	stytt͡ʃemæːlum
styntan	styntɑn
styran	styːrɑn
styria	styriɑ
styrian	styrjɑn
styric	styrik
styring	styrinɡ
styrman	styrmɑn
styrung	styrunɡ
stæf	stæf
stæfcræft	stæfkræft
stæfgefeg	stæfjefeːj
stæfleahter	stæflæ͜ɑxter
stæfleahtor	stæflæ͜ɑxtor
stæflic	stæfliːt͡ʃ
stæfn	stæfn
stæfrof	stæfroːf
stæfwis	stæfwiːs
stæfwritere	stæfwriːtere
stæg	stæj
stægel	stæːjel
stæger	stæːjer
stæl	stæl
stælan	stæːlɑn
stælhran	stælxrɑːn
stælwierþe	stæːlwi͜yrθe
stæna	stæːnɑ
stænen	stæːnen
stæpe	stæpe
stæpmælum	stæpmæːlum
stæppan	stæppɑn
stær	stær
stær	stæːr
stærwritere	stæːrwriːtere
su	suː
sucan	suːkɑn
successe	sukkesse
sufel	sufel
sugan	suːɡɑn
sugu	suɡu
sul	suːl
sulh	sulx
sum	sum
sumer	sumer
sumerhus	sumerxuːs
sumerhæte	sumerxæːte
sumerlæcan	sumerlæːt͡ʃɑn
sumor	sumor
sumorhus	sumorxuːs
sumorlic	sumorliːt͡ʃ
sumur	sumur
sunbryne	sunbryne
sund	sund
sunder	sunder
sundor	sundor
sundrian	sundriɑn
sundwudu	sundwudu
sunlic	sunliːt͡ʃ
sunnandæg	sunnɑndæj
sunnanmorgen	sunnɑnmorɡen
sunnanniht	sunnɑnnixt
sunnanæfen	sunnɑnæːfen
sunne	sunne
sunnebeam	sunnebæ͜ɑːm
sunnfolgend	sunnfolɡend
sunnlic	sunnliːt͡ʃ
sunstede	sunstede
sunsunu	sunsunu
sunu	sunu
sunwliteg	sunwlitej
sunwlitig	sunwlitij
suord	sword
sur	suːr
sure	suːre
surian	suːriɑn
surnes	suːrnes
susl	suːsl
suþ	suːθ
suþerne	suːθerne
swa	swɑː
swamm	swɑmm
swan	swɑn
swan	swɑːn
swapan	swɑːpɑn
swaru	swɑru
swat	swɑːt
swatþyrel	swɑːtθyːrel
swaþrian	swɑθriɑn
swealwe	swæ͜ɑlwe
sweard	swæ͜ɑrd
swearm	swæ͜ɑrm
sweart	swæ͜ɑrt
sweartian	swæ͜ɑrtiɑn
sweartnes	swæ͜ɑrtnes
sweartness	swæ͜ɑrtness
swebban	swebbɑn
swefan	swefɑn
swefl	swefl
sweflenum	sweflenum
swefn	swefn
swefniend	swefniend
sweg	sweːj
swegan	sweːjɑn
swegel	swejel
swegelwuldor	swejelwuldor
sweger	swejer
swegl	swejl
swelc	swelt͡ʃ
swelce	swelt͡ʃe
swelgan	swelɡɑn
swellan	swellɑn
sweltan	sweltɑn
sweltaþ	sweltɑθ
swencan	swent͡ʃɑn
sweofot	swe͜ofot
sweoland	swe͜oːlɑnd
sweor	swe͜or
sweor	swe͜oːr
sweora	swe͜oːrɑ
sweoras	swe͜orɑs
sweoras	swe͜oːrɑs
sweorcan	swe͜orkɑn
sweord	swe͜ord
sweore	swe͜ore
sweore	swe͜oːre
sweorfan	swe͜orfɑn
sweorice	swe͜oːriːt͡ʃe
sweoster	swe͜oster
sweostor	swe͜ostor
sweota	swe͜oːtɑ
sweotol	swe͜otol
swerian	swerjɑn
swete	sweːte
swetlice	sweːtliːt͡ʃe
swetnes	sweːtnes
sweþel	sweθel
swic	swik
swica	swikɑ
swican	swiːkɑn
swicdom	swikdoːm
swicol	swikol
swiera	swi͜yːrɑ
swifan	swiːfɑn
swift	swift
swiftlice	swiftliːt͡ʃe
swiftnes	swiftnes
swiftnys	swiftnys
swige	swiːje
swigian	swiːɡiɑn
swilc	swilt͡ʃ
swilce	swilt͡ʃe
swimman	swimmɑn
swin	swiːn
swinc	swink
swincan	swinkɑn
swindan	swindɑn
swingan	swinɡɑn
swinhierde	swiːnxi͜yrde
swinhyrde	swiːnxyrde
swinn	swinn
swinsian	swinsiɑn
swiþ	swiːθ
swiþan	swiːθɑn
swiþe	swiːθe
swiþferhþ	swiːθferxθ
swiþhelm	swiːθxelm
swiþhun	swiːθxuːn
swiþlic	swiːθliːt͡ʃ
swiþness	swiːθness
swiþost	swiːθost
swiþra	swiːθrɑ
swogan	swoːɡɑn
swogen	swoːɡen
sword	sword
swote	swoːte
swurd	swurd
swuster	swuster
swyftlice	swyftliːt͡ʃe
swylc	swylt͡ʃ
swylce	swylt͡ʃe
swynhyrde	swyːnxyrde
swyþ	swyːθ
swyþe	swyːθe
swæcc	swækk
swæfon	swæːfon
swær	swæːr
swæs	swæːs
swæslæcan	swæːslæːt͡ʃɑn
swætan	swæːtɑn
swæþ	swæθ
swæþer	swæθer
syferlic	syːferliːt͡ʃ
syferlice	syːferliːt͡ʃe
syferness	syːferness
syferæte	syːferæːte
syflige	syflije
syfling	syflinɡ
syfre	syːfre
sygor	syɡor
syl	syːl
sylf	sylf
syll	syll
syllic	sylliːt͡ʃ
synbot	synboːt
synder	synder
synderlic	synderliːt͡ʃ
syndrian	syndriɑn
synful	synful
syngian	synɣiɑn
synleas	synlæ͜ɑːs
synn	synn
synnig	synnij
syrce	syrt͡ʃe
syx	syks
syxta	sykstɑ
syþþan	syθθɑn
sæ	sæː
sæbat	sæːbɑːt
sæcc	sætt͡ʃ
sæcgan	sæjjɑn
sæcst	sækst
sæcyrr	sæːt͡ʃyrr
sæcþ	sækθ
sæd	sæd
sæd	sæːd
sædeor	sæːde͜oːr
sæfern	sæfern
sæfernmuþa	sæfernmuːθɑ
sæfæreld	sæːfæreld
sægan	sæːjɑn
sægd	sæjd
sægde	sæjde
sægdon	sæjdon
sægrund	sæːɡrund
sægþ	sæjθ
sæl	sæl
sæl	sæːl
sælac	sæːlɑːk
sælan	sæːlɑn
sælic	sæːliːt͡ʃ
sælig	sæːlij
sæliþend	sæːliːθend
sælþ	sæːlθ
sæmann	sæːmɑnn
sæmest	sæːmest
sæmeþe	sæːmeːθe
sæmra	sæːmrɑ
sæp	sæp
sæpig	sæpij
sæt	sæːt
sæteresdæg	sæteresdæj
sæterndæg	sæterndæj
sæternesdæg	sæternesdæj
sæward	sæːwɑrd
sæweard	sæːwæ͜ɑrd
sæwudu	sæːwudu
sæyþ	sæːyːθ
sæþeof	sæːθe͜oːf
sœcan	søːt͡ʃɑn
ta	tɑː
tacan	tɑkɑn
tacen	tɑːken
tacn	tɑːkn
tacne	tɑːkne
tacnian	tɑːkniɑn
tacnung	tɑːknunɡ
tacor	tɑːkor
taht	tɑːxt
tahte	tɑːxte
tahten	tɑːxten
tahtest	tɑːxtest
tahton	tɑːxton
talente	tɑlente
talian	tɑliɑn
talu	tɑlu
tam	tɑm
tan	tɑːn
tannere	tɑnnere
tannian	tɑnniɑn
tapor	tɑpor
targa	tɑrɡɑ
tawian	tɑwiɑn
taxe	tɑːkse
te	te
teag	tæ͜ɑːɡ
teah	tæːɑx
tealtrian	tæ͜ɑltriɑn
team	tæ͜ɑːm
tear	tæ͜ɑːr
tela	telɑ
teld	teld
telg	telɡ
telga	telɡɑ
tellan	tellɑn
teman	teːmɑn
temesian	temesiɑn
temian	temiɑn
tempel	tempel
templ	templ
temsian	temsiɑn
ten	teːn
tendan	tendɑn
teon	te͜oːn
teond	te͜oːnd
teorian	te͜oːriɑn
teors	te͜ors
teoru	te͜oru
teoþa	te͜oːθɑ
teran	terɑn
termen	termen
teru	teru
ticcen	titt͡ʃen
tid	tiːd
tidlice	tiːdliːt͡ʃe
tiegan	ti͜yːjɑn
tieman	ti͜yːmɑn
tien	ti͜yːn
tienfeald	ti͜yːnfæ͜ɑld
tieran	ti͜yːrɑn
tiergan	ti͜yrjɑn
tife	tife
tigan	tiːjɑn
tigele	tijele
tiger	tiɡer
til	til
tilian	tiliɑn
tima	tiːmɑ
timber	timber
timbrian	timbriɑn
timbrung	timbrunɡ
timlice	tiːmliːt͡ʃe
timpana	timpɑnɑ
tin	tin
tinclian	tinkliɑn
tind	tind
tintregian	tintreɡiɑn
tir	tiːr
tirgan	tirjɑn
titt	titt
tiw	tiːw
