a	a˧˥
quân cao biền dậy non	wɤ̆ŋ˧˥kaw˧˥biəŋ˦˨jɤ̆j˨ˀ˩ʔnɔŋ͡m˧˥
quân chu	wɤ̆ŋ˧˥cu˧˥
quân chính	wɤ̆ŋ˧˥cin˩˧
quân chư hầu	wɤ̆ŋ˧˥cɯ˧˥hɤ̆w˦˨
quân chư trang	wɤ̆ŋ˧˥cɯ˧˥ʈaŋ˧˥
quân chế	wɤ̆ŋ˧˥ce˩˧
quân chủ	wɤ̆ŋ˧˥cu˧˩˨
quân chủ chuyên chế	wɤ̆ŋ˧˥cu˧˩˨cwiəŋ˧˥ce˩˧
quân chủ lập hiến	wɤ̆ŋ˧˥cu˧˩˨lɤ̆p˨ˀ˩ʔhiəŋ˩˧
quân chủng	wɤ̆ŋ˧˥cuŋ͡m˧˩˨
quân công	wɤ̆ŋ˧˥koŋ͡m˧˥
quân cơ	wɤ̆ŋ˧˥kɤ˧˥
quân cảng	wɤ̆ŋ˧˥kaŋ˧˩˨
quân cảnh	wɤ̆ŋ˧˥kan˧˩˨
quân cấm vệ	wɤ̆ŋ˧˥kɤ̆m˩˧je˨ˀ˩ʔ
quân cấp	wɤ̆ŋ˧˥kɤ̆p˦˥
quân cờ	wɤ̆ŋ˧˥kɤ˦˨
quân cờ trắng	wɤ̆ŋ˧˥kɤ˦˨ʈăŋ˩˧
quân cờ vàng	wɤ̆ŋ˧˥kɤ˦˨jaŋ˦˨
quân cờ đen	wɤ̆ŋ˧˥kɤ˦˨dɛŋ˧˥
quân danh	wɤ̆ŋ˧˥jan˧˥
quân dung	wɤ̆ŋ˧˥juŋ͡m˧˥
quân dân	wɤ̆ŋ˧˥jɤ̆ŋ˧˥
quân dân chính	wɤ̆ŋ˧˥jɤ̆ŋ˧˥cin˩˧
quân dù	wɤ̆ŋ˧˥ju˦˨
quân dược	wɤ̆ŋ˧˥jɯək˨ˀ˩ʔ
quân dịch	wɤ̆ŋ˧˥jit˨ˀ˩ʔ
quân dụng	wɤ̆ŋ˧˥juŋ͡m˨ˀ˩ʔ
quân dụng phiếu	wɤ̆ŋ˧˥juŋ͡m˨ˀ˩ʔfiəw˩˧
quân dự nhiệm	wɤ̆ŋ˧˥jɯ˨ˀ˩ʔɲiəm˨ˀ˩ʔ
quân gia	wɤ̆ŋ˧˥ja˧˥
quân giới	wɤ̆ŋ˧˥jɤj˩˧
quân hiệu	wɤ̆ŋ˧˥hiəw˨ˀ˩ʔ
quân huấn	wɤ̆ŋ˧˥hwɤ̆ŋ˩˧
quân hàm	wɤ̆ŋ˧˥ham˦˨
quân hành	wɤ̆ŋ˧˥han˦˨
quân hùng tướng mạnh	wɤ̆ŋ˧˥huŋ͡m˦˨tɯəŋ˩˧man˨ˀ˩ʔ
quân hạm	wɤ̆ŋ˧˥ham˨ˀ˩ʔ
quân hồi vô lệnh	wɤ̆ŋ˧˥hoj˦˨jo˧˥len˨ˀ˩ʔ
quân hồi vô phèng	wɤ̆ŋ˧˥hoj˦˨jo˧˥fɛŋ˦˨
quân khu	wɤ̆ŋ˧˥xu˧˥
quân khê	wɤ̆ŋ˧˥xe˧˥
quân khí	wɤ̆ŋ˧˥xi˩˧
quân kì	wɤ̆ŋ˧˥ki˦˨
quân kỉ	wɤ̆ŋ˧˥ki˧˩˨
quân kỳ	wɤ̆ŋ˧˥ki˦˨
quân kỷ	wɤ̆ŋ˧˥ki˧˩˨
quân luật	wɤ̆ŋ˧˥lwɤ̆k˨ˀ˩ʔ
quân lính	wɤ̆ŋ˧˥lin˩˧
quân lương	wɤ̆ŋ˧˥lɯəŋ˧˥
quân lệnh	wɤ̆ŋ˧˥len˨ˀ˩ʔ
quân lệnh như sơn	wɤ̆ŋ˧˥len˨ˀ˩ʔɲɯ˧˥ʂɤŋ˧˥
quân lực	wɤ̆ŋ˧˥lɯk˨ˀ˩ʔ
quân mã	wɤ̆ŋ˧˥ma˧˩˨
quân ngũ	wɤ̆ŋ˧˥ŋu˧˩˨
quân nhu	wɤ̆ŋ˧˥ɲu˧˥
quân nhân	wɤ̆ŋ˧˥ɲɤ̆ŋ˧˥
quân nhân chuyên nghiệp	wɤ̆ŋ˧˥ɲɤ̆ŋ˧˥cwiəŋ˧˥ŋiəp˨ˀ˩ʔ
quân nhân dự bị	wɤ̆ŋ˧˥ɲɤ̆ŋ˧˥jɯ˨ˀ˩ʔbi˨ˀ˩ʔ
quân nhạc	wɤ̆ŋ˧˥ɲak˨ˀ˩ʔ
quân phiệt	wɤ̆ŋ˧˥fiək˨ˀ˩ʔ
quân phong quân kỉ	wɤ̆ŋ˧˥fɔŋ͡m˧˥wɤ̆ŋ˧˥ki˧˩˨
quân pháp	wɤ̆ŋ˧˥fap˦˥
quân phân	wɤ̆ŋ˧˥fɤ̆ŋ˧˥
quân phí	wɤ̆ŋ˧˥fi˩˧
quân phục	wɤ̆ŋ˧˥fuk͡p˨ˀ˩ʔ
quân quan	wɤ̆ŋ˧˥waŋ˧˥
quân quyền	wɤ̆ŋ˧˥wiɛŋ˦˨
quân quản	wɤ̆ŋ˧˥waŋ˧˩˨
quân sĩ	wɤ̆ŋ˧˥ʂi˧˩˨
quân sư	wɤ̆ŋ˧˥ʂɯ˧˥
quân sư quạt mo	wɤ̆ŋ˧˥ʂɯ˧˥wak˨ˀ˩ʔmɔ˧˥
quân số	wɤ̆ŋ˧˥ʂo˩˧
quân sự	wɤ̆ŋ˧˥ʂɯ˨ˀ˩ʔ
quân sự hoá	wɤ̆ŋ˧˥ʂɯ˨ˀ˩ʔhwa˩˧
quân thanh	wɤ̆ŋ˧˥tʰan˧˥
quân thiều	wɤ̆ŋ˧˥tʰiəw˦˨
quân thiện trạo	wɤ̆ŋ˧˥tʰiəŋ˨ˀ˩ʔʈaw˨ˀ˩ʔ
quân thân	wɤ̆ŋ˧˥tʰɤ̆ŋ˧˥
quân thân vệ	wɤ̆ŋ˧˥tʰɤ̆ŋ˧˥je˨ˀ˩ʔ
quân thù	wɤ̆ŋ˧˥tʰu˦˨
quân thần	wɤ̆ŋ˧˥tʰɤ̆ŋ˦˨
quân trang	wɤ̆ŋ˧˥ʈaŋ˧˥
quân trung	wɤ̆ŋ˧˥ʈuŋ͡m˧˥
quân trung từ mệnh tập	wɤ̆ŋ˧˥ʈuŋ͡m˧˥tɯ˦˨men˨ˀ˩ʔtɤ̆p˨ˀ˩ʔ
quân tình nguyện	wɤ̆ŋ˧˥tin˦˨ŋwiəŋ˨ˀ˩ʔ
quân tịch	wɤ̆ŋ˧˥tit˨ˀ˩ʔ
quân tứ xương	wɤ̆ŋ˧˥tɯ˩˧sɯəŋ˧˥
quân tử	wɤ̆ŋ˧˥tɯ˧˩˨
quân tử cố cùng	wɤ̆ŋ˧˥tɯ˧˩˨ko˩˧kuŋ͡m˦˨
quân tử nhất ngôn	wɤ̆ŋ˧˥tɯ˧˩˨ɲɤ̆k˦˥ŋoŋ͡m˧˥
quân tử phòng thân	wɤ̆ŋ˧˥tɯ˧˩˨fɔŋ͡m˦˨tʰɤ̆ŋ˧˥
quân tử phòng thân, tiểu nhân phòng bị gậy	wɤ̆ŋ˧˥tɯ˧˩˨fɔŋ͡m˦˨tʰɤ̆ŋ˧˥tiəw˧˩˨ɲɤ̆ŋ˧˥fɔŋ͡m˦˨bi˨ˀ˩ʔɣɤ̆j˨ˀ˩ʔ
quân tử đãi thời	wɤ̆ŋ˧˥tɯ˧˩˨daj˧˩˨tʰɤj˦˨
quân tử ẩn hình, tiểu nhân lộ tướng	wɤ̆ŋ˧˥tɯ˧˩˨ɤ̆ŋ˧˩˨hin˦˨tiəw˧˩˨ɲɤ̆ŋ˧˥lo˨ˀ˩ʔtɯəŋ˩˧
quân uỷ	wɤ̆ŋ˧˥wi˧˩˨
quân uỷ trung ương	wɤ̆ŋ˧˥wi˧˩˨ʈuŋ͡m˧˥ɯəŋ˧˥
quân viễn chinh	wɤ̆ŋ˧˥jiəŋ˧˩˨cin˧˥
quân vương	wɤ̆ŋ˧˥jɯəŋ˧˥
quân vụ	wɤ̆ŋ˧˥ju˨ˀ˩ʔ
quân xa	wɤ̆ŋ˧˥sa˧˥
quân y	wɤ̆ŋ˧˥i˧˥
quân y sĩ	wɤ̆ŋ˧˥i˧˥ʂi˧˩˨
quân y viện	wɤ̆ŋ˧˥i˧˥jiəŋ˨ˀ˩ʔ
quân điền	wɤ̆ŋ˧˥diəŋ˦˨
quân điện tiền	wɤ̆ŋ˧˥diəŋ˨ˀ˩ʔtiəŋ˦˨
quân đoàn	wɤ̆ŋ˧˥dwaŋ˦˨
quân địch	wɤ̆ŋ˧˥dit˨ˀ˩ʔ
quân đội	wɤ̆ŋ˧˥doj˨ˀ˩ʔ
quân đội nhà nghề	wɤ̆ŋ˧˥doj˨ˀ˩ʔɲa˦˨ŋe˦˨
quân đội thường trực	wɤ̆ŋ˧˥doj˨ˀ˩ʔtʰɯəŋ˦˨ʈɯk˨ˀ˩ʔ
quân ủy	wɤ̆ŋ˧˥uj˧˩˨
quây	wɤ̆j˧˥
quây quần	wɤ̆j˧˥wɤ̆ŋ˦˨
quây quẩy	wɤ̆j˧˥wɤ̆j˧˩˨
quây ráp	wɤ̆j˧˥ʐap˦˥
quây tụ	wɤ̆j˧˥tu˨ˀ˩ʔ
quãng	waŋ˧˩˨
quãng quãng	waŋ˧˩˨waŋ˧˩˨
quãng vắng	waŋ˧˩˨jăŋ˩˧
què	wɛ˦˨
què quặt	wɛ˦˨wăk˨ˀ˩ʔ
quèn	wɛŋ˦˨
quèn quèn	wɛŋ˦˨wɛŋ˦˨
quèn quẹn	wɛŋ˦˨wɛŋ˨ˀ˩ʔ
quèn quẹt	wɛŋ˦˨wɛk˨ˀ˩ʔ
quèo	weo˦˨
quèo chân	weo˦˨cɤ̆ŋ˧˥
quèo quẹo	weo˦˨weo˨ˀ˩ʔ
qué	wɛ˩˧
quéo	weo˩˧
quét	wɛk˦˥
quét dọn	wɛk˦˥jɔŋ͡m˨ˀ˩ʔ
quét phăng	wɛk˦˥făŋ˧˥
quét quáy	wɛk˦˥wăj˩˧
quét sạch	wɛk˦˥ʂak˨ˀ˩ʔ
quét tước	wɛk˦˥tɯək˦˥
quét đất	wɛk˦˥dɤ̆k˦˥
quê	we˧˥
quê cha đất tổ	we˧˥ca˧˥dɤ̆k˦˥to˧˩˨
quê có thói, chợ có lề	we˧˥kɔ˩˧tʰɔj˩˧cɤ˨ˀ˩ʔkɔ˩˧le˦˨
quê hương	we˧˥hɯəŋ˧˥
quê hương bản quán	we˧˥hɯəŋ˧˥baŋ˧˩˨waŋ˩˧
quê khách	we˧˥xak˦˥
quê kiểng	we˧˥kiəŋ˧˩˨
quê kệch	we˧˥ket˨ˀ˩ʔ
quê kịch	we˧˥kit˨ˀ˩ʔ
quê mùa	we˧˥muə˦˨
quê một cục	we˧˥mok͡p˨ˀ˩ʔkuk͡p˨ˀ˩ʔ
quê mỹ thạnh	we˧˥mi˧˩˨tʰan˨ˀ˩ʔ
quê ngoại	we˧˥ŋwaj˨ˀ˩ʔ
quê người	we˧˥ŋɯəj˦˨
quê nhà	we˧˥ɲa˦˨
quê nội	we˧˥noj˨ˀ˩ʔ
quê quán	we˧˥waŋ˩˧
quê rích	we˧˥ʐit˦˥
quê rích quê rang	we˧˥ʐit˦˥we˧˥ʐaŋ˧˥
quê xệ	we˧˥se˨ˀ˩ʔ
quên	wen˧˥
quên béng	wen˧˥bɛŋ˩˧
quên bẵng	wen˧˥băŋ˧˩˨
quên khuấy	wen˧˥xwɤ̆j˩˧
quên lãng	wen˧˥laŋ˧˩˨
quên lửng	wen˧˥lɯŋ˧˩˨
quên mình	wen˧˥min˦˨
quên phứt	wen˧˥fɯk˦˥
quên sửng	wen˧˥ʂɯŋ˧˩˨
quên đứt	wen˧˥dɯk˦˥
quì	wi˦˨
quí	wi˩˧
quí bà	wi˩˧ba˦˨
quí báu	wi˩˧băw˩˧
quí chức	wi˩˧cɯk˦˥
quí cô	wi˩˧ko˧˥
quí danh	wi˩˧jan˧˥
quí giá	wi˩˧ja˩˧
quí hiếm	wi˩˧hiəm˩˧
quí hoá	wi˩˧hwa˩˧
quí huynh	wi˩˧hwin˧˥
quí hồ	wi˩˧ho˦˨
quí hồ tinh bất quí hồ đa	wi˩˧ho˦˨tin˧˥bɤ̆k˦˥wi˩˧ho˦˨da˧˥
quí hữu	wi˩˧hɯw˧˩˨
quí khách	wi˩˧xak˦˥
quí mến	wi˩˧men˩˧
quí nhân	wi˩˧ɲɤ̆ŋ˧˥
quí nương	wi˩˧nɯəŋ˧˥
quí phi	wi˩˧fi˧˥
quí phái	wi˩˧faj˩˧
quí quyến	wi˩˧wiɛŋ˩˧
quí quán	wi˩˧waŋ˩˧
quí quốc	wi˩˧wok͡p˦˥
quí thu	wi˩˧tʰu˧˥
quí tiện	wi˩˧tiəŋ˨ˀ˩ʔ
quí trọng	wi˩˧ʈɔŋ͡m˨ˀ˩ʔ
quí tính	wi˩˧tin˩˧
quí tướng	wi˩˧tɯəŋ˩˧
quí tộc	wi˩˧tok͡p˨ˀ˩ʔ
quí tử	wi˩˧tɯ˧˩˨
quí vật	wi˩˧jɤ̆k˨ˀ˩ʔ
quí vật đãi quí nhân	wi˩˧jɤ̆k˨ˀ˩ʔdaj˧˩˨wi˩˧ɲɤ̆ŋ˧˥
quí vị	wi˩˧ji˨ˀ˩ʔ
quí xuân	wi˩˧swɤ̆ŋ˧˥
quí ông	wi˩˧oŋ͡m˧˥
quí đệ	wi˩˧de˨ˀ˩ʔ
quích	wit˦˥
quít	wit˦˥
quý	wi˩˧
quý báo	wi˩˧baw˩˧
quý báu	wi˩˧băw˩˧
quý châu	wi˩˧cɤ̆w˧˥
quý danh	wi˩˧jan˧˥
quý giá	wi˩˧ja˩˧
quý giả	wi˩˧ja˧˩˨
quý hiếm	wi˩˧hiəm˩˧
quý hoà	wi˩˧hwa˦˨
quý hoá	wi˩˧hwa˩˧
quý hóa	wi˩˧hwa˩˧
quý hồ	wi˩˧ho˦˨
quý hồ tinh	wi˩˧ho˦˨tin˧˥
quý khách	wi˩˧xak˦˥
quý mến	wi˩˧men˩˧
quý nhân	wi˩˧ɲɤ̆ŋ˧˥
quý phi	wi˩˧fi˧˥
quý phái	wi˩˧faj˩˧
quý quyến	wi˩˧wiɛŋ˩˧
quý quân	wi˩˧wɤ̆ŋ˧˥
quý quốc	wi˩˧wok͡p˦˥
quý sơn	wi˩˧ʂɤŋ˧˥
quý trọng	wi˩˧ʈɔŋ͡m˨ˀ˩ʔ
quý tướng	wi˩˧tɯəŋ˩˧
quý tộc	wi˩˧tok͡p˨ˀ˩ʔ
quý tử	wi˩˧tɯ˧˩˨
quý vật	wi˩˧jɤ̆k˨ˀ˩ʔ
quý vật tầm quý nhân	wi˩˧jɤ̆k˨ˀ˩ʔtɤ̆m˦˨wi˩˧ɲɤ̆ŋ˧˥
quý vật đãi quý nhân	wi˩˧jɤ̆k˨ˀ˩ʔdaj˧˩˨wi˩˧ɲɤ̆ŋ˧˥
quý xa	wi˩˧sa˧˥
quých	wit˦˥
quýnh	win˩˧
quýnh quáng	win˩˧waŋ˩˧
quýt	wit˦˥
quýt làm cam chịu	wit˦˥lam˦˨kam˧˥ciw˨ˀ˩ʔ
quăm	wăm˧˥
quăm quắm	wăm˧˥wăm˩˧
quăm quắp	wăm˧˥wăp˦˥
quăm quẳm	wăm˧˥wăm˧˩˨
quăn	wăŋ˧˥
quăn queo	wăŋ˧˥weo˧˥
quăng	wăŋ˧˥
quăng quải	wăŋ˧˥waj˧˩˨
quăng thúng đụng nia	wăŋ˧˥tʰuŋ͡m˩˧duŋ͡m˨ˀ˩ʔniə˧˥
quĩ	wi˧˩˨
quĩ thọ	wi˧˩˨tʰɔ˨ˀ˩ʔ
quĩ tích	wi˧˩˨tit˦˥
quĩ tín dụng	wi˧˩˨tin˩˧juŋ͡m˨ˀ˩ʔ
quĩ đen	wi˧˩˨dɛŋ˧˥
quĩ đạo	wi˧˩˨daw˨ˀ˩ʔ
quơ	wɤ˧˥
quơ quáo	wɤ˧˥waw˩˧
quạ	wa˨ˀ˩ʔ
quạ cái	wa˨ˀ˩ʔkaj˩˧
quạ khoang	wa˨ˀ˩ʔxwaŋ˧˥
quạ mượn lông công	wa˨ˀ˩ʔmɯəŋ˨ˀ˩ʔloŋ͡m˧˥koŋ͡m˧˥
quạ mổ	wa˨ˀ˩ʔmo˧˩˨
quạ mổ diều tha	wa˨ˀ˩ʔmo˧˩˨jiəw˦˨tʰa˧˥
quạ nào mà chẳng đen đầu	wa˨ˀ˩ʔnaw˦˨ma˦˨căŋ˧˩˨dɛŋ˧˥dɤ̆w˦˨
quạ quạ	wa˨ˀ˩ʔwa˨ˀ˩ʔ
quạ sắt	wa˨ˀ˩ʔʂăk˦˥
quạ thấy gà thì đớp	wa˨ˀ˩ʔtʰɤ̆j˩˧ɣa˦˨tʰi˦˨dɤp˦˥
quạ ăn dưa bắt cò dãi nắng	wa˨ˀ˩ʔăŋ˧˥jɯə˧˥băk˦˥kɔ˦˨jaj˧˩˨năŋ˩˧
quạ đội lông công	wa˨ˀ˩ʔdoj˨ˀ˩ʔloŋ͡m˧˥koŋ͡m˧˥
quạ đội lốt công	wa˨ˀ˩ʔdoj˨ˀ˩ʔlok͡p˦˥koŋ͡m˧˥
quạc	wak˨ˀ˩ʔ
quạc mồm	wak˨ˀ˩ʔmom˦˨
quạc quạc	wak˨ˀ˩ʔwak˨ˀ˩ʔ
quạch	wak˨ˀ˩ʔ
quại	waj˨ˀ˩ʔ
quạng	waŋ˨ˀ˩ʔ
quạnh	wan˨ˀ˩ʔ
quạnh hiu	wan˨ˀ˩ʔhiw˧˥
quạnh quẽ	wan˨ˀ˩ʔwɛ˧˩˨
quạnh vắng	wan˨ˀ˩ʔjăŋ˩˧
quạt	wak˨ˀ˩ʔ
quạt bàn	wak˨ˀ˩ʔbaŋ˦˨
quạt cánh	wak˨ˀ˩ʔkan˩˧
quạt cây	wak˨ˀ˩ʔkɤ̆j˧˥
quạt gió	wak˨ˀ˩ʔjɔ˩˧
quạt giấy	wak˨ˀ˩ʔjɤ̆j˩˧
quạt hòm	wak˨ˀ˩ʔhɔm˦˨
quạt kéo	wak˨ˀ˩ʔkeo˩˧
quạt lông	wak˨ˀ˩ʔloŋ͡m˧˥
quạt lúa	wak˨ˀ˩ʔluə˩˧
quạt mo	wak˨ˀ˩ʔmɔ˧˥
quạt mo đòi có nhài	wak˨ˀ˩ʔmɔ˧˥dɔj˦˨kɔ˩˧ɲaj˦˨
quạt máy	wak˨ˀ˩ʔmăj˩˧
quạt nan	wak˨ˀ˩ʔnaŋ˧˥
quạt nan có nhài	wak˨ˀ˩ʔnaŋ˧˥kɔ˩˧ɲaj˦˨
quạt nồng ấp lạnh	wak˨ˀ˩ʔnoŋ͡m˦˨ɤ̆p˦˥lan˨ˀ˩ʔ
quạt thóc	wak˨ˀ˩ʔtʰɔk͡p˦˥
quạt thước	wak˨ˀ˩ʔtʰɯək˦˥
quạt trần	wak˨ˀ˩ʔʈɤ̆ŋ˦˨
quạt tàu	wak˨ˀ˩ʔtăw˦˨
quạt vả	wak˨ˀ˩ʔja˧˩˨
quạt điện	wak˨ˀ˩ʔdiəŋ˨ˀ˩ʔ
quạu	wăw˨ˀ˩ʔ
quạu cọ	wăw˨ˀ˩ʔkɔ˨ˀ˩ʔ
quạu quọ	wăw˨ˀ˩ʔwɔ˨ˀ˩ʔ
quả	wa˧˩˨
quả bom	wa˧˩˨bɔm˧˥
quả bàng	wa˧˩˨baŋ˦˨
quả báo	wa˧˩˨baw˩˧
quả báo nhãn tiền	wa˧˩˨baw˩˧ɲaŋ˧˩˨tiəŋ˦˨
quả báo trước mắt	wa˧˩˨baw˩˧ʈɯək˦˥măk˦˥
quả bì	wa˧˩˨bi˦˨
quả bóng	wa˧˩˨bɔŋ͡m˩˧
quả bất địch chúng	wa˧˩˨bɤ̆k˦˥dit˨ˀ˩ʔcuŋ͡m˩˧
quả bế	wa˧˩˨be˩˧
quả chuông	wa˧˩˨cuəŋ˧˥
quả cánh	wa˧˩˨kan˩˧
quả cân	wa˧˩˨kɤ̆ŋ˧˥
quả cải	wa˧˩˨kaj˧˩˨
quả cảm	wa˧˩˨kam˧˩˨
quả cật	wa˧˩˨kɤ̆k˨ˀ˩ʔ
quả dâu	wa˧˩˨jɤ̆w˧˥
quả dục	wa˧˩˨juk͡p˨ˀ˩ʔ
quả giun	wa˧˩˨juŋ͡m˧˥
quả hạch	wa˧˩˨hak˨ˀ˩ʔ
quả học	wa˧˩˨hɔk͡p˨ˀ˩ʔ
quả hộp	wa˧˩˨hop˨ˀ˩ʔ
quả khô	wa˧˩˨xo˧˥
quả kiếp	wa˧˩˨kiəp˦˥
quả kiếp nhân duyên	wa˧˩˨kiəp˦˥ɲɤ̆ŋ˧˥jwiəŋ˧˥
quả là	wa˧˩˨la˦˨
quả lắc	wa˧˩˨lăk˦˥
quả lừa	wa˧˩˨lɯə˦˨
quả mai ba bảy đương vừa	wa˧˩˨maj˧˥ba˧˥băj˧˩˨dɯəŋ˧˥jɯə˦˨
quả mõ	wa˧˩˨mɔ˧˩˨
quả mọng	wa˧˩˨mɔŋ͡m˨ˀ˩ʔ
quả nang	wa˧˩˨naŋ˧˥
quả nhiên	wa˧˩˨ɲiəŋ˧˥
quả nhân	wa˧˩˨ɲɤ̆ŋ˧˥
quả nấc	wa˧˩˨nɤ̆k˦˥
quả phù tang	wa˧˩˨fu˦˨taŋ˧˥
quả phúc	wa˧˩˨fuk͡p˦˥
quả phụ	wa˧˩˨fu˨ˀ˩ʔ
quả quyết	wa˧˩˨wiɛk˦˥
quả tang	wa˧˩˨taŋ˧˥
quả thận	wa˧˩˨tʰɤ̆ŋ˨ˀ˩ʔ
quả thật	wa˧˩˨tʰɤ̆k˨ˀ˩ʔ
quả thế	wa˧˩˨tʰe˩˧
quả thịt	wa˧˩˨tʰit˨ˀ˩ʔ
quả thực	wa˧˩˨tʰɯk˨ˀ˩ʔ
quả tim	wa˧˩˨tim˧˥
quả tua	wa˧˩˨tuə˧˥
quả tình	wa˧˩˨tin˦˨
quả tó	wa˧˩˨tɔ˩˧
quả tạ	wa˧˩˨ta˨ˀ˩ʔ
quả tối	wa˧˩˨toj˩˧
quả tống	wa˧˩˨toŋ͡m˩˧
quả tụ	wa˧˩˨tu˨ˀ˩ʔ
quả vậy	wa˧˩˨jɤ̆j˨ˀ˩ʔ
quả xanh nanh sắc	wa˧˩˨san˧˥nan˧˥ʂăk˦˥
quả đấm	wa˧˩˨dɤ̆m˩˧
quả đất	wa˧˩˨dɤ̆k˦˥
quả đậu	wa˧˩˨dɤ̆w˨ˀ˩ʔ
quải	waj˧˩˨
quải tở	waj˧˩˨tɤ˧˩˨
quản	waŋ˧˩˨
quản bao	waŋ˧˩˨baw˧˥
quản bào	waŋ˧˩˨baw˦˨
quản bút	waŋ˧˩˨buk͡p˦˥
quản bạ	waŋ˧˩˨ba˨ˀ˩ʔ
quản ca	waŋ˧˩˨ka˧˥
quản chi	waŋ˧˩˨ci˧˥
quản chế	waŋ˧˩˨ce˩˧
quản công	waŋ˧˩˨koŋ͡m˧˥
quản cơ	waŋ˧˩˨kɤ˧˥
quản gia	waŋ˧˩˨ja˧˥
quản giáo	waŋ˧˩˨jaw˩˧
quản gì	waŋ˧˩˨ɣi˦˨
quản huyền	waŋ˧˩˨hwiəŋ˦˨
quản hạt	waŋ˧˩˨hak˨ˀ˩ʔ
quản khoán	waŋ˧˩˨xwaŋ˩˧
quản lí	waŋ˧˩˨li˩˧
quản lí nhà nước	waŋ˧˩˨li˩˧ɲa˦˨nɯək˦˥
quản lý	waŋ˧˩˨li˩˧
quản lý nhà nước	waŋ˧˩˨li˩˧ɲa˦˨nɯək˦˥
quản lễ	waŋ˧˩˨le˧˩˨
quản ngại	waŋ˧˩˨ŋaj˨ˀ˩ʔ
quản ngục	waŋ˧˩˨ŋuk͡p˨ˀ˩ʔ
quản thúc	waŋ˧˩˨tʰuk͡p˦˥
quản trang	waŋ˧˩˨ʈaŋ˧˥
quản trị	waŋ˧˩˨ʈi˨ˀ˩ʔ
quản tượng	waŋ˧˩˨tɯəŋ˨ˀ˩ʔ
quản voi	waŋ˧˩˨jɔj˧˥
quản đạo	waŋ˧˩˨daw˨ˀ˩ʔ
quản đốc	waŋ˧˩˨dok͡p˦˥
quản đồng	waŋ˧˩˨doŋ͡m˦˨
quảng an	waŋ˧˩˨aŋ˧˥
quảng bá	waŋ˧˩˨ba˩˧
quảng bác	waŋ˧˩˨bak˦˥
quảng bình	waŋ˧˩˨bin˦˨
quảng bạch	waŋ˧˩˨bak˨ˀ˩ʔ
quảng bị	waŋ˧˩˨bi˨ˀ˩ʔ
quảng canh	waŋ˧˩˨kan˧˥
quảng chu	waŋ˧˩˨cu˧˥
quảng châu	waŋ˧˩˨cɤ̆w˧˥
quảng chính	waŋ˧˩˨cin˩˧
quảng cáo	waŋ˧˩˨kaw˩˧
quảng cát	waŋ˧˩˨kak˦˥
quảng công	waŋ˧˩˨koŋ͡m˧˥
quảng cư	waŋ˧˩˨kɯ˧˥
quảng giao	waŋ˧˩˨jaw˧˥
quảng hoà	waŋ˧˩˨hwa˦˨
quảng hà	waŋ˧˩˨ha˦˨
quảng hàn	waŋ˧˩˨haŋ˦˨
quảng hùng	waŋ˧˩˨huŋ͡m˦˨
quảng hưng	waŋ˧˩˨hɯŋ˧˥
quảng hưng long	waŋ˧˩˨hɯŋ˧˥lɔŋ͡m˧˥
quảng hải	waŋ˧˩˨haj˧˩˨
quảng hảo	waŋ˧˩˨haw˧˩˨
quảng hợp	waŋ˧˩˨hɤp˨ˀ˩ʔ
quảng khê	waŋ˧˩˨xe˧˥
quảng kim	waŋ˧˩˨kim˧˥
quảng la	waŋ˧˩˨la˧˥
quảng liên	waŋ˧˩˨liəŋ˧˥
quảng long	waŋ˧˩˨lɔŋ͡m˧˥
quảng lâm	waŋ˧˩˨lɤ̆m˧˥
quảng lãng	waŋ˧˩˨laŋ˧˩˨
quảng lĩnh	waŋ˧˩˨lin˧˩˨
quảng lưu	waŋ˧˩˨lɯw˧˥
quảng lạc	waŋ˧˩˨lak˨ˀ˩ʔ
quảng lập	waŋ˧˩˨lɤ̆p˨ˀ˩ʔ
quảng lộc	waŋ˧˩˨lok͡p˨ˀ˩ʔ
quảng lợi	waŋ˧˩˨lɤj˨ˀ˩ʔ
quảng minh	waŋ˧˩˨min˧˥
quảng nam	waŋ˧˩˨nam˧˥
quảng nam-đà nẵng	waŋ˧˩˨nam˧˥-da˦˨năŋ˧˩˨
quảng nghiệp	waŋ˧˩˨ŋiəp˨ˀ˩ʔ
quảng nghĩa	waŋ˧˩˨ŋiə˧˩˨
quảng nguyên	waŋ˧˩˨ŋwiəŋ˧˥
quảng ngãi	waŋ˧˩˨ŋaj˧˩˨
quảng ngạn	waŋ˧˩˨ŋaŋ˨ˀ˩ʔ
quảng ngần	waŋ˧˩˨ŋɤ̆ŋ˦˨
quảng ngọc	waŋ˧˩˨ŋɔk͡p˨ˀ˩ʔ
quảng nhâm	waŋ˧˩˨ɲɤ̆m˧˥
quảng nhân	waŋ˧˩˨ɲɤ̆ŋ˧˥
quảng ninh	waŋ˧˩˨nin˧˥
quảng nạp	waŋ˧˩˨nap˨ˀ˩ʔ
quảng phong	waŋ˧˩˨fɔŋ͡m˧˥
quảng phú	waŋ˧˩˨fu˩˧
quảng phú cầu	waŋ˧˩˨fu˩˧kɤ̆w˦˨
quảng phúc	waŋ˧˩˨fuk͡p˦˥
quảng phương	waŋ˧˩˨fɯəŋ˧˥
quảng phước	waŋ˧˩˨fɯək˦˥
