Ⴁ	b
ნიჭი	nit͡ʃʼi
ნიჭიერება	nit͡ʃʼiɛrɛbɑ
ნიჭიერი	nit͡ʃʼiɛri
ნიჰილიზმი	nihilizmi
ნიჰილისტი	nihilistʼi
ნიჰილისტური	nihilistʼuri
ნობელი	nɔbɛli
ნობელიუმი	nɔbɛliumi
ნოე	nɔɛ
ნოემბერი	nɔɛmbɛri
ნოვატორი	nɔvɑtʼɔri
ნოკაუტი	nɔkʼɑutʼi
ნომენკლატურა	nɔmɛnkʼlɑtʼurɑ
ნომერი	nɔmɛri
ნომინალურად	nɔminɑlurɑd
ნომინალური	nɔminɑluri
ნომინაცია	nɔminɑt͡siɑ
ნორა	nɔrɑ
ნორვეგია	nɔrvɛɡiɑ
ნორვეგიული	nɔrvɛɡiuli
ნორმალიზაცია	nɔrmɑlizɑt͡siɑ
ნორმალურად	nɔrmɑlurɑd
ნორმალური	nɔrmɑluri
ნორმალურობა	nɔrmɑlurɔbɑ
ნორმანი	nɔrmɑni
ნორმატიული	nɔrmɑtʼiuli
ნორჩი	nɔrt͡ʃi
ნოსტალგია	nɔstʼɑlɡiɑ
ნოსტალგიურად	nɔstʼɑlɡiurɑd
ნოსტალგიური	nɔstʼɑlɡiuri
ნოტარიუსი	nɔtʼɑriusi
ნოტაცია	nɔtʼɑt͡siɑ
ნოტიო	nɔtʼiɔ
ნოქტიურნი	nɔkʰtʼiurni
ნოყიერი	nɔqʼiɛri
ნოხი	nɔxi
ნუგა	nuɡɑ
ნუგეში	nuɡɛʃi
ნუთუ	nutʰu
ნუკრი	nukʼri
ნული	nuli
ნულოვანი	nulɔvɑni
ნუმიზმატიკა	numizmɑtʼikʼɑ
ნუნუა	nunuɑ
ნუსხა	nusxɑ
ნუტრია	nutʼriɑ
ნუღარ	nuɣɑr
ნუში	nuʃi
ნძრევა	nd͡zrɛvɑ
ნწ	nt͡sʼ
ო	ɔ
ოაზისი	ɔɑzisi
ობელისკი	ɔbɛliskʼi
ობერტონი	ɔbɛrtʼɔni
ობი	ɔbi
ობიანი	ɔbiɑni
ობიექტი	ɔbiɛkʰtʼi
ობიექტურად	ɔbiɛkʰtʼurɑd
ობიექტური	ɔbiɛkʰtʼuri
ობიექტურობა	ɔbiɛkʰtʼurɔbɑ
ობლიგაცია	ɔbliɡɑt͡siɑ
ობლობა	ɔblɔbɑ
ობობა	ɔbɔbɑ
ობოლი	ɔbɔli
ობსერვატორია	ɔbsɛrvɑtʼɔriɑ
ობსტრუქცია	ɔbstʼrukʰt͡siɑ
ოდა	ɔdɑ
ოდეკოლონი	ɔdɛkʼɔlɔni
ოდესა	ɔdɛsɑ
ოდესმე	ɔdɛsmɛ
ოდიოზურად	ɔdiɔzurɑd
ოდიოზური	ɔdiɔzuri
ოდისეა	ɔdisɛɑ
ოდნავ	ɔdnɑv
ოვალი	ɔvɑli
ოვალური	ɔvɑluri
ოვაცია	ɔvɑt͡siɑ
ოზურგეთი	ɔzurɡɛtʰi
ოთახი	ɔtʰɑxi
ოთხი	ɔtʰxi
ოთხკუთხა	ɔtʰxkʼutʰxɑ
ოთხკუთხედი	ɔtʰxkʼutʰxɛdi
ოთხმაგი	ɔtʰxmɑɡi
ოთხმოცდაათი	ɔtʰxmɔt͡sdɑɑtʰi
ოთხმოცდაერთი	ɔtʰxmɔt͡sdɑɛrtʰi
ოთხმოცდაექვსი	ɔtʰxmɔt͡sdɑɛkʰvsi
ოთხმოცდათერთმეტი	ɔtʰxmɔt͡sdɑtʰɛrtʰmɛtʼi
ოთხმოცდათექვსმეტი	ɔtʰxmɔt͡sdɑtʰɛkʰvsmɛtʼi
ოთხმოცდათვრამეტი	ɔtʰxmɔt͡sdɑtʰvrɑmɛtʼi
ოთხმოცდათოთხმეტი	ɔtʰxmɔt͡sdɑtʰɔtʰxmɛtʼi
ოთხმოცდათორმეტი	ɔtʰxmɔt͡sdɑtʰɔrmɛtʼi
ოთხმოცდათხუთმეტი	ɔtʰxmɔt͡sdɑtʰxutʰmɛtʼi
ოთხმოცდაოთხი	ɔtʰxmɔt͡sdɑɔtʰxi
ოთხმოცდაორი	ɔtʰxmɔt͡sdɑɔri
ოთხმოცდარვა	ɔtʰxmɔt͡sdɑrvɑ
ოთხმოცდასამი	ɔtʰxmɔt͡sdɑsɑmi
ოთხმოცდაშვიდი	ɔtʰxmɔt͡sdɑʃvidi
ოთხმოცდაჩვიდმეტი	ɔtʰxmɔt͡sdɑt͡ʃvidmɛtʼi
ოთხმოცდაცამეტი	ɔtʰxmɔt͡sdɑt͡sɑmɛtʼi
ოთხმოცდაცხრა	ɔtʰxmɔt͡sdɑt͡sxrɑ
ოთხმოცდაცხრამეტი	ɔtʰxmɔt͡sdɑt͡sxrɑmɛtʼi
ოთხმოცდახუთი	ɔtʰxmɔt͡sdɑxutʰi
ოთხმოცი	ɔtʰxmɔt͡si
ოთხმხრივი	ɔtʰxmxrivi
ოთხნაწილიანი	ɔtʰxnɑt͡sʼiliɑni
ოთხფეხი	ɔtʰxpʰɛxi
ოთხშაბათი	ɔtʰxʃɑbɑtʰi
ოთხჯერადი	ɔtʰxd͡ʒɛrɑdi
ოიდიპოსი	ɔidipʼɔsi
ოინი	ɔini
ოკეანური	ɔkʼɛɑnuri
ოკლაჰომა	ɔkʼlɑhɔmɑ
ოკრუგი	ɔkʼruɡi
ოკულისტი	ɔkʼulistʼi
ოკუპაცია	ɔkʼupʼɑt͡siɑ
ოკუპირებული	ɔkʼupʼirɛbuli
ოლეანდრი	ɔlɛɑndri
ოლი	ɔli
ოლიგარქი	ɔliɡɑrkʰi
ოლიგარქია	ɔliɡɑrkʰiɑ
ოლივერი	ɔlivɛri
ოლიმპიადა	ɔlimpʼiɑdɑ
ოლიმპიური	ɔlimpʼiuri
ოლქი	ɔlkʰi
ომად	ɔmɑd
ომანი	ɔmɑni
ომბალო	ɔmbɑlɔ
ომბუდსმენი	ɔmbudsmɛni
ომეგა	ɔmɛɡɑ
ომი	ɔmi
ომით	ɔmitʰ
ომის	ɔmis
ომლეტი	ɔmlɛtʼi
ომმა	ɔmmɑ
ომნიბუსი	ɔmnibusi
ომონიმი	ɔmɔnimi
ომს	ɔms
ონკანი	ɔnkʼɑni
ონტოლოგია	ɔntʼɔlɔɡiɑ
ოპალი	ɔpʼɑli
ოპერა	ɔpʼɛrɑ
ოპერატიული	ɔpʼɛrɑtʼiuli
ოპერატორი	ɔpʼɛrɑtʼɔri
ოპერაცია	ɔpʼɛrɑt͡siɑ
ოპერაციული	ɔpʼɛrɑt͡siuli
ოპერეტა	ɔpʼɛrɛtʼɑ
ოპიუმი	ɔpʼiumi
ოპოზიცია	ɔpʼɔzit͡siɑ
ოპონენტი	ɔpʼɔnɛntʼi
ოპორტუნიზმი	ɔpʼɔrtʼunizmi
ოპორტუნისტი	ɔpʼɔrtʼunistʼi
ოპტიკა	ɔpʼtʼikʼɑ
ოპტიკოსი	ɔpʼtʼikʼɔsi
ოპტიკურად	ɔpʼtʼikʼurɑd
ოპტიკური	ɔpʼtʼikʼuri
ოპტიმალურად	ɔpʼtʼimɑlurɑd
ოპტიმალური	ɔpʼtʼimɑluri
ოპტიმიზმი	ɔpʼtʼimizmi
ოპტიმისტი	ɔpʼtʼimistʼi
ოპტიმისტურად	ɔpʼtʼimistʼurɑd
ოპტიმისტური	ɔpʼtʼimistʼuri
ოპუსი	ɔpʼusi
ორაგული	ɔrɑɡuli
ორაზროვანი	ɔrɑzrɔvɑni
ორაზროვნად	ɔrɑzrɔvnɑd
ორაზროვნება	ɔrɑzrɔvnɛbɑ
ორაზროვნობა	ɔrɑzrɔvnɔbɑ
ორაკული	ɔrɑkʼuli
ორანჟერეა	ɔrɑnʒɛrɛɑ
ორასწლოვანი	ɔrɑst͡sʼlɔvɑni
ორატორად	ɔrɑtʼɔrɑd
ორატორი	ɔrɑtʼɔri
ორატორია	ɔrɑtʼɔriɑ
ორატორით	ɔrɑtʼɔritʰ
ორატორის	ɔrɑtʼɔris
ორატორმა	ɔrɑtʼɔrmɑ
ორატორო	ɔrɑtʼɔrɔ
ორატორს	ɔrɑtʼɔrs
ორატორული	ɔrɑtʼɔruli
ორბიტა	ɔrbitʼɑ
ორბიტული	ɔrbitʼuli
ორბორტიანი	ɔrbɔrtʼiɑni
ორგაზმი	ɔrɡɑzmi
ორგანი	ɔrɡɑni
ორგანიზატორი	ɔrɡɑnizɑtʼɔri
ორგანიზაცია	ɔrɡɑnizɑt͡siɑ
ორგანიზაციურად	ɔrɡɑnizɑt͡siurɑd
ორგანიზმი	ɔrɡɑnizmi
ორგანისტი	ɔrɡɑnistʼi
ორგანო	ɔrɡɑnɔ
ორგანულად	ɔrɡɑnulɑd
ორგანული	ɔrɡɑnuli
ორგია	ɔrɡiɑ
ორგულად	ɔrɡulɑd
ორგული	ɔrɡuli
ორგულობა	ɔrɡulɔbɑ
ორე	ɔrɛ
ორეული	ɔrɛuli
ორთაჭალა	ɔrtʰɑt͡ʃʼɑlɑ
ორთოგრაფია	ɔrtʰɔɡrɑpʰiɑ
ორთოგრაფიული	ɔrtʰɔɡrɑpʰiuli
ორთოპედია	ɔrtʰɔpʼɛdiɑ
ორთოპედიული	ɔrtʰɔpʼɛdiuli
ორთქლი	ɔrtʰkʰli
ორი	ɔri
ორიანი	ɔriɑni
ორიგინალი	ɔriɡinɑli
ორიგინალობა	ɔriɡinɑlɔbɑ
ორიგინალურად	ɔriɡinɑlurɑd
ორიენტალისტი	ɔriɛntʼɑlistʼi
ორიენტაცია	ɔriɛntʼɑt͡siɑ
ორიენტირი	ɔriɛntʼiri
ორივე	ɔrivɛ
ორკარედი	ɔrkʼɑrɛdi
ორკესტრანტი	ɔrkʼɛstʼrɑntʼi
ორკესტრი	ɔrkʼɛstʼri
ორკვირიანი	ɔrkʼviriɑni
ორლეანი	ɔrlɛɑni
ორლესული	ɔrlɛsuli
ორლულიანი	ɔrluliɑni
ორმაგად	ɔrmɑɡɑd
ორმაგი	ɔrmɑɡi
ორმარცვლიანი	ɔrmɑrt͡svliɑni
ორმო	ɔrmɔ
ორმოცდაათი	ɔrmɔt͡sdɑɑtʰi
ორმოცდაერთი	ɔrmɔt͡sdɑɛrtʰi
ორმოცდაექვსი	ɔrmɔt͡sdɑɛkʰvsi
ორმოცდათერთმეტი	ɔrmɔt͡sdɑtʰɛrtʰmɛtʼi
ორმოცდათექვსმეტი	ɔrmɔt͡sdɑtʰɛkʰvsmɛtʼi
ორმოცდათვრამეტი	ɔrmɔt͡sdɑtʰvrɑmɛtʼi
ორმოცდათოთხმეტი	ɔrmɔt͡sdɑtʰɔtʰxmɛtʼi
ორმოცდათორმეტი	ɔrmɔt͡sdɑtʰɔrmɛtʼi
ორმოცდათხუთმეტი	ɔrmɔt͡sdɑtʰxutʰmɛtʼi
ორმოცდაოთხი	ɔrmɔt͡sdɑɔtʰxi
ორმოცდაორი	ɔrmɔt͡sdɑɔri
ორმოცდარვა	ɔrmɔt͡sdɑrvɑ
ორმოცდასამი	ɔrmɔt͡sdɑsɑmi
ორმოცდაშვიდი	ɔrmɔt͡sdɑʃvidi
ორმოცდაჩვიდმეტი	ɔrmɔt͡sdɑt͡ʃvidmɛtʼi
ორმოცდაცამეტი	ɔrmɔt͡sdɑt͡sɑmɛtʼi
ორმოცდაცხრა	ɔrmɔt͡sdɑt͡sxrɑ
ორმოცდაცხრამეტი	ɔrmɔt͡sdɑt͡sxrɑmɛtʼi
ორმოცდახუთი	ɔrmɔt͡sdɑxutʰi
ორმოცი	ɔrmɔt͡si
ორმხრივად	ɔrmxrivɑd
ორმხრივი	ɔrmxrivi
ორნამენტი	ɔrnɑmɛntʼi
ორნამენტული	ɔrnɑmɛntʼuli
ორობითი	ɔrɔbitʰi
ოროლი	ɔrɔli
ორპალატიანი	ɔrpʼɑlɑtʼiɑni
ორპარტიული	ɔrpʼɑrtʼiuli
ორპირი	ɔrpʼiri
ორპირობა	ɔrpʼirɔbɑ
ორჟანგი	ɔrʒɑnɡi
ორსაწოლიანი	ɔrsɑt͡sʼɔliɑni
ორსული	ɔrsuli
ორსულობა	ɔrsulɔbɑ
ორფა	ɔrpʰɑ
ორქიდეა	ɔrkʰidɛɑ
ორშაბათი	ɔrʃɑbɑtʰi
ორცხობილა	ɔrt͡sxɔbilɑ
ორწერტილი	ɔrt͡sʼɛrtʼili
ორჭოფობა	ɔrt͡ʃʼɔpʰɔbɑ
ორხიდიანი	ɔrxidiɑni
ორჯერ	ɔrd͡ʒɛr
ოსეთი	ɔsɛtʰi
ოსვალდი	ɔsvɑldi
ოსი	ɔsi
ოსკარი	ɔskʼɑri
ოსლო	ɔslɔ
ოსმიუმი	ɔsmiumi
ოსპი	ɔspʼi
ოსტატი	ɔstʼɑtʼi
ოსტატობა	ɔstʼɑtʼɔbɑ
ოსტატურად	ɔstʼɑtʼurɑd
ოსტატური	ɔstʼɑtʼuri
ოსტრაკიზმი	ɔstʼrɑkʼizmi
ოსტრი	ɔstʼri
ოსური	ɔsuri
ოსცილოგრაფი	ɔst͡silɔɡrɑpʰi
ოტომანი	ɔtʼɔmɑni
ოფი	ɔpʰi
ოფისი	ɔpʰisi
ოფიცერი	ɔpʰit͡sɛri
ოფიციალურად	ɔpʰit͡siɑlurɑd
ოფიციალური	ɔpʰit͡siɑluri
ოფიციანტი	ɔpʰit͡siɑntʼi
ოფლი	ɔpʰli
ოფლიანი	ɔpʰliɑni
ოფოფი	ɔpʰɔpʰi
ოფსეტი	ɔpʰsɛtʼi
ოქრიაშვილი	ɔkʰriɑʃvili
ოქრო	ɔkʰrɔ
ოქროდ	ɔkʰrɔd
ოქროვანი	ɔkʰrɔvɑni
ოქროთი	ɔkʰrɔtʰi
ოქრომ	ɔkʰrɔm
ოქრომა	ɔkʰrɔmɑ
ოქროპირიძე	ɔkʰrɔpʼirid͡zɛ
ოქროს	ɔkʰrɔs
ოქსფორდი	ɔkʰspʰɔrdi
ოქტავა	ɔkʰtʼɑvɑ
ოქტეტი	ɔkʰtʼɛtʼi
ოქტომბერი	ɔkʰtʼɔmbɛri
ოღონდ	ɔɣɔnd
ოყნა	ɔqʼnɑ
ოჩამჩირე	ɔt͡ʃɑmt͡ʃirɛ
ოცდაათი	ɔt͡sdɑɑtʰi
ოცდაერთი	ɔt͡sdɑɛrtʰi
ოცდაექვსი	ɔt͡sdɑɛkʰvsi
ოცდათერთმეტი	ɔt͡sdɑtʰɛrtʰmɛtʼi
ოცდათექვსმეტი	ɔt͡sdɑtʰɛkʰvsmɛtʼi
ოცდათვრამეტი	ɔt͡sdɑtʰvrɑmɛtʼi
ოცდათოთხმეტი	ɔt͡sdɑtʰɔtʰxmɛtʼi
ოცდათორმეტი	ɔt͡sdɑtʰɔrmɛtʼi
ოცდათხუთმეტი	ɔt͡sdɑtʰxutʰmɛtʼi
ოცდაოთხი	ɔt͡sdɑɔtʰxi
ოცდაორი	ɔt͡sdɑɔri
ოცდარვა	ɔt͡sdɑrvɑ
ოცდასამი	ɔt͡sdɑsɑmi
ოცდაშვიდი	ɔt͡sdɑʃvidi
ოცდაჩვიდმეტი	ɔt͡sdɑt͡ʃvidmɛtʼi
ოცდაცამეტი	ɔt͡sdɑt͡sɑmɛtʼi
ოცდაცხრა	ɔt͡sdɑt͡sxrɑ
ოცდაცხრამეტი	ɔt͡sdɑt͡sxrɑmɛtʼi
ოცდახუთი	ɔt͡sdɑxutʰi
ოცი	ɔt͡si
ოციოდე	ɔt͡siɔdɛ
ოცნება	ɔt͡snɛbɑ
ოხვრა	ɔxvrɑ
ოხრახუში	ɔxrɑxuʃi
ოჯახი	ɔd͡ʒɑxi
ოჯახიშვილი	ɔd͡ʒɑxiʃvili
ოჯახური	ɔd͡ʒɑxuri
ოჯახში	ɔd͡ʒɑxʃi
პ	pʼ
პაატა	pʼɑɑtʼɑ
პაგოდა	pʼɑɡɔdɑ
პადუა	pʼɑduɑ
პაემანად	pʼɑɛmɑnɑd
პაემანებად	pʼɑɛmɑnɛbɑd
პაემანები	pʼɑɛmɑnɛbi
პაემანებით	pʼɑɛmɑnɛbitʰ
პაემანების	pʼɑɛmɑnɛbis
პაემანებმა	pʼɑɛmɑnɛbmɑ
პაემანებო	pʼɑɛmɑnɛbɔ
პაემანებს	pʼɑɛmɑnɛbs
პაემანთ	pʼɑɛmɑntʰ
პაემანი	pʼɑɛmɑni
პაემანით	pʼɑɛmɑnitʰ
პაემანის	pʼɑɛmɑnis
პაემანმა	pʼɑɛmɑnmɑ
პაემანნი	pʼɑɛmɑnni
პაემანნო	pʼɑɛmɑnnɔ
პაემანო	pʼɑɛmɑnɔ
პაემანს	pʼɑɛmɑns
პავილიონი	pʼɑviliɔni
პავლე	pʼɑvlɛ
პავლიაშვილი	pʼɑvliɑʃvili
პათეტიკურად	pʼɑtʰɛtʼikʼurɑd
პათეტიკური	pʼɑtʰɛtʼikʼuri
პათოლოგია	pʼɑtʰɔlɔɡiɑ
პათოლოგიურად	pʼɑtʰɔlɔɡiurɑd
პათოლოგიური	pʼɑtʰɔlɔɡiuri
პათოსი	pʼɑtʰɔsi
პაიკი	pʼɑikʼi
პაკეტი	pʼɑkʼɛtʼi
პაკისტანი	pʼɑkʼistʼɑni
პალადიუმი	pʼɑlɑdiumi
პალანი	pʼɑlɑni
პალანტინი	pʼɑlɑntʼini
პალატა	pʼɑlɑtʼɑ
პალატალური	pʼɑlɑtʼɑluri
პალაუ	pʼɑlɑu
პალეოლითური	pʼɑlɛɔlitʰuri
პალეონტოლოგი	pʼɑlɛɔntʼɔlɔɡi
პალერმო	pʼɑlɛrmɔ
პალესტინა	pʼɑlɛstʼinɑ
პალესტინელი	pʼɑlɛstʼinɛli
პალესტინური	pʼɑlɛstʼinuri
პალიმფსესტი	pʼɑlimpʰsɛstʼi
პალინდრომი	pʼɑlindrɔmi
პალიტრა	pʼɑlitʼrɑ
პალო	pʼɑlɔ
პალტო	pʼɑltʼɔ
პამელა	pʼɑmɛlɑ
პამიდორი	pʼɑmidɔri
პამფლეტი	pʼɑmpʰlɛtʼi
პანამა	pʼɑnɑmɑ
პანარიციუმი	pʼɑnɑrit͡siumi
პანაშვიდი	pʼɑnɑʃvidi
პანაცეა	pʼɑnɑt͡sɛɑ
პანდა	pʼɑndɑ
პანდემია	pʼɑndɛmiɑ
პანეგირიკი	pʼɑnɛɡirikʼi
პანელი	pʼɑnɛli
პანთეიზმი	pʼɑntʰɛizmi
პანთეისტი	pʼɑntʰɛistʼi
პანთეისტური	pʼɑntʰɛistʼuri
პანთეონი	pʼɑntʰɛɔni
პანიკა	pʼɑnikʼɑ
პანიკიორი	pʼɑnikʼiɔri
პანიკური	pʼɑnikʼuri
პანკრეასი	pʼɑnkʼrɛɑsi
პანორამა	pʼɑnɔrɑmɑ
პანორამული	pʼɑnɔrɑmuli
პანსიონი	pʼɑnsiɔni
პანტა	pʼɑntʼɑ
პანტერა	pʼɑntʼɛrɑ
პანტოგრაფი	pʼɑntʼɔɡrɑpʰi
პანტომიმა	pʼɑntʼɔmimɑ
პანღური	pʼɑnɣuri
პანჩური	pʼɑnt͡ʃuri
პაპა	pʼɑpʼɑ
პაპანაქება	pʼɑpʼɑnɑkʰɛbɑ
პაპი	pʼɑpʼi
პაპიემაშე	pʼɑpʼiɛmɑʃɛ
პაპიზმი	pʼɑpʼizmi
პაპიროსი	pʼɑpʼirɔsi
პაპირუსი	pʼɑpʼirusi
პაპისტი	pʼɑpʼistʼi
პაპისტურად	pʼɑpʼistʼurɑd
პაპობა	pʼɑpʼɔbɑ
პაპუნაშვილი	pʼɑpʼunɑʃvili
პაჟი	pʼɑʒi
პარაბოლა	pʼɑrɑbɔlɑ
პარაბოლური	pʼɑrɑbɔluri
პარაგვაი	pʼɑrɑɡvɑi
პარადიგმა	pʼɑrɑdiɡmɑ
პარადოქსი	pʼɑrɑdɔkʰsi
პარადოქსულად	pʼɑrɑdɔkʰsulɑd
პარადოქსული	pʼɑrɑdɔkʰsuli
პარავს	pʼɑrɑvs
პარაზიტი	pʼɑrɑzitʼi
პარაზიტული	pʼɑrɑzitʼuli
პარალელი	pʼɑrɑlɛli
პარალელიზმი	pʼɑrɑlɛlizmi
პარალელური	pʼɑrɑlɛluri
პარამეტრი	pʼɑrɑmɛtʼri
პარანოია	pʼɑrɑnɔiɑ
პარანოიდული	pʼɑrɑnɔiduli
პარანოიკი	pʼɑrɑnɔikʼi
პარაპეტი	pʼɑrɑpʼɛtʼi
პარასკევი	pʼɑrɑskʼɛvi
პარატიფი	pʼɑrɑtʼipʰi
პარაფინი	pʼɑrɑpʰini
პარაშუტი	pʼɑrɑʃutʼi
პარაშუტისტი	pʼɑrɑʃutʼistʼi
პარი	pʼɑri
პარიზი	pʼɑrizi
პარიზული	pʼɑrizuli
პარიკი	pʼɑrikʼi
პარიკმახერი	pʼɑrikʼmɑxɛri
პარკეტი	pʼɑrkʼɛtʼi
პარკი	pʼɑrkʼi
პარკუჭი	pʼɑrkʼut͡ʃʼi
პარლამენტარი	pʼɑrlɑmɛntʼɑri
პარლამენტი	pʼɑrlɑmɛntʼi
პარმა	pʼɑrmɑ
პარმეზანი	pʼɑrmɛzɑni
პაროდია	pʼɑrɔdiɑ
პაროდისტი	pʼɑrɔdistʼi
პაროლი	pʼɑrɔli
პაროქსიზმი	pʼɑrɔkʰsizmi
