а	a
непромењен	neprǒmeːɲen
непромишљен	neprǒmiʃʎen
непромишљено	neprǒmiʃʎeno
непромишљеност	neprǒmiʃʎenoːst
непромијењен	neprǒmijeːɲen
непромочив	nepromǒt͡ʃiʋ
непропустан	nêpropuːstan
непрофесионалан	nêprofesionaːlan
непрофесионално	nêprofesionaːlno
непрофитан	nêprofiːtan
непроцењив	neprot͡sěɲiʋ
непроцјењив	neprot͡sjěɲiʋ
нептун	něptuːn
непун	něpun
непушач	nepǔʃaːt͡ʃ
непушачица	nepuʃǎt͡ʃit͡sa
нерабљен	něraːbʎen
нерадник	něraːdniːk
нерадо	nêrado
неразборит	nerǎːzborit
неразборито	nerǎːzborito
неразборитост	nerǎːzboritoːst
неразвијен	nerazʋǐjen
неразводњен	nerǎzʋodɲen
неразговетан	nêrazɡoʋeːtan
неразговетно	nêrazɡoʋeːtno
неразговијетан	nêrazɡoʋijeːtan
неразговијетно	nêrazɡoʋijeːtno
нераздвојан	nêrazdʋoːjan
нераздвојив	nerazdʋǒjiʋ
нераздружив	nerazdrǔʒiʋ
нераздруживост	nerazdrǔʒiʋoːst
неразуман	nêrazuːman
неразумљив	nerazǔmʎiʋ
нераст	nêraːst
нерафиниран	nerafǐniːraːn
нерационалан	nêrat͡sionaːlan
нерационално	nêrat͡sionaːlno
нервирати	nerʋǐːrati
нервозан	nêrʋoːzan
нереалан	nêreaːlan
нереализиран	nerealǐziːran
нереално	nêreaːlno
нереалност	nereǎːlnoːst
нерегуларан	nêreɡulaːran
неред	nêreːd
нередовит	neredǒʋit
нередовито	neredǒʋito
нерекурзиван	nêrekurziːʋan
неретва	něreːtʋa
неретко	nêreːtko
нерешен	něreːʃen
нерешив	nerěʃiʋ
нерешивост	nerěʃiʋoːst
неријетко	nêrijeːtko
неријешен	něrjeːʃen
неродан	něrodan
нероткиња	něrotkiɲa
нерођен	něrod͡ʑen
нерјешив	nerjěʃiʋ
нерјешивост	nerjěʃiʋoːst
несавесно	nesǎːʋesno
несавестан	nesǎːʋestan
несавитљив	nesaʋǐtʎiʋ
несавладив	nesaʋlǎdiʋ
несавршен	nesǎʋrʃen
несавршено	nesǎʋrʃeno
несавјесно	nesǎːʋjesno
несавјестан	nesǎːʋjestan
несагорив	nesaɡǒriʋ
несаломљив	nesalǒmʎiʋ
несамосталан	nêsamostaːlan
несамостално	nêsamostaːlno
несаница	něsanit͡sa
несвакидашњи	nesʋakǐdaʃɲiː
несвакидањи	nesʋakǐdaɲiː
несвесно	něsʋesno
несвест	nêsʋeːst
несвестан	něsʋestan
несвестица	něsʋestit͡sa
несвијест	nêsʋjeːst
несвршени	něsʋrːʃeniː
несвјесно	něsʋjesno
несвјестан	něsʋjestan
несвјестица	něsʋjestit͡sa
несебичан	nêsebit͡ʃan
несебичност	nêsebit͡ʃnoːst
несигуран	nêsiɡuːran
несигурно	nêsiɡuːrno
несиметричан	nesimětrit͡ʃan
несиметрично	nesimětrit͡ʃno
несиметричност	nesimětrit͡ʃnoːst
несит	nêsit
несит	něsit
несклад	nêsklad
нескладан	nêskladan
нескроман	něskroman
нескромно	něskromno
нескромност	něskromnoːst
неславан	nêslaːʋan
неслан	nêslaːn
неслободан	nêslobodan
неслога	něsloɡa
несложан	něsloʒan
неслужбен	něsluʒben
неслужбено	něsluʒbeno
несмо	něːsmo
несносан	něsnosan
несносно	něsnosno
неспоразум	nêsporazum
неспособан	nêsposoban
неспособно	nêsposobno
неспреман	něspreman
неспремно	něspremno
неспутан	něsputaːn
несретан	něsretan
несрећа	něsret͡ɕa
нестабилан	nêstabiːlan
нестабилност	nestabǐːlnoːst
несталан	nêstaːlan
нестално	nêstaːlno
нестанак	něstanak
нестати	něstati
несташица	něstaʃit͡sa
нестајати	něstajati
нестваран	nêstʋaːran
несте	něːste
нести	nêsti
нестрпљење	nestrpʎěːɲe
нестрпљив	nestřpʎiʋ
нестрпљиво	nestřpʎiʋo
нестрпљивост	nestřpʎiʋoːst
нестручњак	něstrut͡ʃɲaːk
несу	něːsu
несувисао	nêsuʋiːsao
несувисло	nêsuʋislo
несувислост	nêsuʋiːsloːst
несугласица	nesǔɡlasit͡sa
несумњив	nesǔmɲiʋ
несумњиво	nesǔmɲiʋo
несуђен	něsuːd͡ʑen
несхватљив	nesxʋǎtʎiʋ
несхваћен	něsxʋat͡ɕen
нетактичан	netǎktit͡ʃan
нетактично	netǎktit͡ʃno
нетачан	nêtat͡ʃan
нетко	nêtko
нетопир	nêtopiːr
нетремице	nětremit͡seː
неуверљив	neuʋěrʎiʋ
неуверљиво	neuʋěrʎiʋo
неувјерљив	neuʋjěrʎiʋ
неувјерљиво	neuʋjěrʎiʋo
неугледан	nêuɡleːdan
неугодан	nêuɡodan
неугодно	nêuɡodno
неудат	nêudaːt
неудобан	nêudoban
неудобно	nêudobno
неук	něuk
неукост	něukoːst
неукротив	neukrǒtiʋ
неукусан	nêukusan
неукусно	nêukusno
неумерен	neǔmeren
неумерено	neǔmereno
неумереност	neǔmerenoːst
неуместан	nêumestan
неумитан	nêumiːtan
неуморан	nêumoːran
неуморно	nêumoːrno
неумјерен	neǔmjeren
неумјерено	neǔmjereno
неумјереност	neǔmjerenoːst
неумјестан	nêumjestan
неуништив	neunǐʃtiʋ
неуништивост	neunǐʃtiʋoːst
неуобичајен	neuobǐt͡ʃaːjen
неуобичајено	neuobǐt͡ʃaːjeno
неупадљив	neupǎdʎiʋ
неупадљиво	neupǎdʎiʋo
неуравнотежен	neuraʋnǒteːʒen
неуралгичан	neurǎlɡit͡ʃan
неуралгија	neurǎlɡija
неурастеник	neurastěniːk
неурастеничан	neurastěnit͡ʃan
неурастенија	neurastěnija
неуредан	nêuredan
неуредно	nêuredno
неуредност	nêurednoːst
неуроза	neurǒːza
неуролептик	neurolěptik
неуролог	neurǒloɡ
неурологија	neurolǒɡija
неуролошки	neurǒloʃki
неуролошки	neurǒloʃkiː
неурон	neǔroːn
неуропсихофармакологија	neuropsixofarmakolǒɡija
неуротик	neurǒtiːk
неуротичан	neurǒtit͡ʃan
неусиљен	neǔsiʎen
неусиљено	neǔsiʎeno
неусиљеност	neǔsiʎenoːst
неуспело	nêuspelo
неуспелост	nêuspeloːst
неуспео	nêuspeo
неуспех	nêuspex
неуспешан	nêuspeʃan
неуспешно	nêuspeʃno
неуспешност	nêuspeʃnoːst
неуспио	nêuspio
неуспјело	nêuspjelo
неуспјелост	nêuspjeloːst
неуспјех	nêuspjex
неуспјешан	nêuspjeʃan
неуспјешно	nêuspjeʃno
неуспјешност	nêuspjeʃnoːst
неуставан	nêustaːʋan
неуставно	nêustaːʋno
неустрашив	neustrǎʃiʋ
неустрашиво	neustrǎʃiʋo
неустрашивост	neustrǎʃiʋoːst
неутажив	neutǎʒiʋ
неутешан	nêuteʃan
неутешив	neutěʃiʋ
неутралан	nêutraːlan
неутрализирати	neutralizǐːrati
неутралност	neutrǎːlnoːst
неутрино	neutrǐːno
неутјешан	nêutjeʃan
неутјешив	neutjěʃiʋ
неухватљив	neuxʋǎtʎiʋ
неухватљиво	neuxʋǎtʎiʋo
неуљудан	nêuʎudan
неуљудно	nêuʎudno
нехотице	něxotit͡seː
нехотичан	něxotit͡ʃan
нехуман	nêxumaːn
нехуманост	nêxumaːnoːst
нечасно	nêt͡ʃasno
нечастан	nêt͡ʃastan
нечег	nêt͡ʃeɡ
нечега	nêt͡ʃeɡa
нечем	nêt͡ʃem
нечему	nêt͡ʃemu
нечим	nêt͡ʃim
нечист	nět͡ʃist
нечистоћа	net͡ʃistǒt͡ɕa
нечитак	nêt͡ʃitak
нечитљив	net͡ʃǐtʎiʋ
нечији	nêt͡ʃijiː
нечовечан	nêt͡ʃoʋet͡ʃan
нечовечност	nêt͡ʃoʋet͡ʃnoːst
нечовјечан	nêt͡ʃoʋjet͡ʃan
нечовјечност	nêt͡ʃoʋjet͡ʃnoːst
нечујан	nêt͡ʃuːjan
нешкодљив	něʃkǒdʎiʋ
нешто	nêʃto
нејак	nêjaːk
нејасан	nějasan
нејасно	nějasno
нејасност	nějasnoːst
нејасноћа	nejasnǒt͡ɕa
нејач	nêjaːt͡ʃ
нејаче	nêjaːt͡ʃe
нејединство	nejedǐːnstʋo
неједнак	nêjednaːk
неједнако	nêjednaːko
неједнакост	nejednǎːkoːst
неједнолик	nejednǒlik
нејестив	nejěstiʋ
нељубазан	nêʎubaːzan
нељубазно	nêʎubaːzno
нељудски	nêʎudskiː
нећак	nêt͡ɕaːk
нећака	nêt͡ɕaka
нећакиња	net͡ɕǎkiɲa
нећачки	nêtɕaːtʃki
нећачки	nêtɕaːtʃkiː
неће	nêːt͡ɕeː
неће	něːt͡ɕeː
нећемо	nêːt͡ɕeːmo
нећете	nêːt͡ɕeːte
нећеш	nêːt͡ɕeːʃ
нећу	něːt͡ɕu
ниво	nǐʋoː
нигда	nîɡda
нигде	nîɡde
нигдје	nîɡdje
нигер	nîɡer
нигерија	nǐɡeːrija
нигеријац	niɡerǐːjat͡s
нигеријски	nǐɡeːrijskiː
низ	nîz
низ	nîːz
низак	nîzak
низанка	nîzaːnka
низати	nǐːzati
низбрдо	nîzbrdo
низводице	nǐzʋodit͡seː
низводно	nǐzʋodno
низина	nizǐna
низински	nǐziːnskiː
ника	nǐːka
никад	nîkad
никада	nîkada
никакав	nîkakaːʋ
никако	nîkaːko
никал	nǐkal
никамо	nîkamo
никарагва	nikarǎɡʋa
никарагванац	nikaraɡʋǎːnat͡s
никарагвански	nikarǎɡʋaːnskiː
никнути	nîknuti
нико	nîko
никола	nǐkola
никотин	nikǒtiːn
никотински	nikǒtiːnskiː
никоји	nîkojiː
никта	nîkta
никуд	nîkud
никуда	nîkuda
нимало	nǐmalo
нимфа	nîːmfa
нимфоманка	nimfǒmaːnka
нимфомански	nimfǒmaːnski
нимфомански	nimfǒmaːnskiː
нирвана	nirʋǎna
ниско	nîsko
нискост	nîskoːst
нисмо	nǐːsmo
нисте	nǐːste
нису	nǐːsu
нит	nîːt
нити	nîti
нитко	nîtko
нитков	nǐtkoːʋ
нихилизам	nixilǐzam
нихилист	nixǐlist
нихилистички	nixilǐstitʃki
нихилистички	nixilǐstitʃkiː
ницати	nît͡sati
ничији	nît͡ʃijiː
ниш	nîʃ
нишан	nǐʃan
нишанити	nǐʃaniti
нишанџија	niʃǎnd͡ʒija
ништа	nîʃta
ништаван	nîʃtaːʋan
ништавило	niʃtǎʋilo
ништарија	niʃtǎrija
нијанса	nijǎnsa
ниједан	nijědan
ниједанпут	nijedǎnpuːt
нијем	nijêːm
нијемац	nijěːmat͡s
нијемо	nijêːmo
нијесмо	nijěsmo
нијесмо	nijěːsmo
нијесте	nijěste
нијесте	nijěːste
нијесу	nijěsu
нијесу	nijěːsu
но	no
но	nôː
нобеловац	nǒbeloʋat͡s
нобеловка	nǒbeloːʋka
нов	nôʋ
нова	nôːʋa
новак	nǒʋaːk
новац	nǒʋat͡s
новачити	noʋǎːt͡ʃiti
новајлија	noʋǎjlija
новембар	nǒʋeːmbar
новембарски	nǒʋeːmbaːrskiː
новина	noʋǐna
новинар	nôʋinaːr
новинарство	noʋinǎːrstʋo
новине	nǒʋine
новогрчки	nôʋoɡrt͡ʃkiː
новозеландски	noʋozělandskiː
новозеланђанин	noʋozelǎːnd͡ʑanin
новонастали	noʋonǎstaliː
новорођен	noʋorǒd͡ʑen
новорођенче	noʋorǒd͡ʑeːnt͡ʃe
новосадски	nôʋosadskiː
новосађанин	noʋosǎːdʑanin
новосађанин	noʋǒsadʑanin
новосађанка	noʋosǎːdʑanka
новосађанка	noʋǒsadʑanka
новосибирск	noʋosǐbirsk
новчани	nǒʋt͡ʃaniː
новчаник	noʋt͡ʃǎniːk
новчаница	noʋt͡ʃǎnit͡sa
новчано	nǒʋt͡ʃano
новчић	nǒʋt͡ʃit͡ɕ
ногавица	nǒɡaʋit͡sa
ногат	nǒɡat
ногица	nǒɡit͡sa
ногомет	nôɡomeːt
ногометаш	noɡomětaːʃ
ногометашки	noɡomětaːʃki
ногометашки	noɡomětaːʃkiː
ногоступ	nôɡostuːp
ножица	nǒʒit͡sa
ножице	nôʒit͡se
ножић	nǒʒit͡ɕ
ноздрва	nôzdrʋa
нокаут	nokǎut
ноктић	nôktit͡ɕ
нокшир	nǒkʃiːr
номад	nǒmaːd
номадски	nǒmadski
номадски	nǒmadskiː
номенклатура	nomenklatǔːra
номиналан	nôminaːlan
номинативни	nôminatiːʋniː
номинативски	nôminatiːʋskiː
номинирати	nominǐːrati
нонконформизам	nonkonformǐzam
нонконформист	nonkonfǒrmist
ноншалантан	nonʃalǎntan
ноншалантно	nonʃalǎntno
норвежанин	norʋěːʒanin
норвежанка	norʋěːʒaːnka
норвешка	nǒrʋeʃkaː
норвешки	nǒrʋeʃki
норвешки	nǒrʋeʃkiː
нордијски	nǒrdiːjskiː
норма	nôːrma
нормалан	nôrmaːlan
нормализирати	normalizǐːrati
нормално	nôrmaːlno
нормалност	normǎːlnoːst
норман	nǒrmaːn
нормандија	normǎndija
нормирати	normǐːrati
нос	nôːs
носати	nǒːsati
носач	nǒsaːt͡ʃ
носачица	nosǎt͡ʃit͡sa
носила	nǒsila
носилац	nǒsilat͡s
носити	nǒsiti
носић	nǒsit͡ɕ
носни	nǒsniː
носорог	nôsoroɡ
носталгичан	nostǎlɡit͡ʃan
носталгичар	nostǎlɡit͡ʃaːr
носталгично	nostǎlɡit͡ʃno
носталгија	nostǎlɡija
ноторан	nǒtoːran
ноторно	nǒtoːrno
нојев	nôjeʋ
нојевски	nôjeʋski
нојевски	nôjeʋskiː
ноћас	nǒt͡ɕas
ноћашњи	nǒt͡ɕaʃɲiː
ноћење	nǒt͡ɕeːɲe
ноћити	nǒt͡ɕiti
ноћни	nǒt͡ɕniː
ноћобдија	not͡ɕǒbdija
ноћу	nôt͡ɕu
нудизам	nudǐzam
нудист	nǔdist
нудити	nûditi
нужан	nûʒan
нужда	nûʒda
нуждан	nûʒdan
нужник	nûʒniːk
нужно	nûʒno
нужност	nûʒnoːst
нузгред	nûzɡreːd
нуклеарка	nuklěaːrka
нуклеарни	nûkleaːrniː
нуклеус	nûkleus
нула	nûla
нумерички	numěrit͡ʃkiː
