ก.	kɔː˧
สระ	sa˨˩.raʔ˦˥,saʔ˨˩,sa˧.raʔ˨˩,sa˨˩.raʔ˨˩,sa˧.raʔ˦˥
สระน้ำ	sa˨˩.naːm˦˥
สระบุรี	sa˧.ra˨˩.bu˨˩.riː˧,sa˨˩.ra˨˩.bu˨˩.riː˧
สระผม	sa˨˩.pʰom˩˩˦
สระว่ายน้ำ	sa˨˩.waːj˥˩.naːm˦˥
สระอะ	sa˨˩.ra˨˩.ʔaʔ˨˩
สระเอ	sa˨˩.ra˨˩.ʔeː˧
สระแก้ว	sa˨˩.kɛːw˥˩
สรีรวิทยา	sa˨˩.riː˧.ra˦˥.wit̚˦˥.tʰa˦˥.jaː˧
สรีสฤบ	sa˨˩.riː˧.srip̚˨˩
สรุป	sa˨˩.rup̚˨˩
สรเสริญ	sra˨˩.sɤːn˩˩˦
สร่าง	saːŋ˨˩
สร้อย	sɔj˥˩
สร้อยข้อมือ	sɔj˥˩.kʰɔː˥˩.mɯː˧
สร้อยคอ	sɔj˥˩.kʰɔː˧
สร้าง	saːŋ˥˩
สร้างสรรค์	saːŋ˥˩.san˩˩˦
สฤคาล	sri˨˩.kʰaːn˧
สลบ	sa˨˩.lop̚˨˩
สลอด	sa˨˩.lɔːt̚˨˩
สลอธ	sa˨˩.lɔt̚˦˥
สละ	sa˨˩.laʔ˨˩
สลัก	sa˨˩.lak̚˨˩
สลัด	sa˨˩.lat̚˨˩
สลับ	sa˨˩.lap̚˨˩
สลัม	sa˨˩.lam˧
สลาก	sa˨˩.laːk̚˨˩
สลาฟ	sa˨˩.laːp̚˦˥,sa˨˩.laːf˦˥
สลาย	sa˨˩.laːj˩˩˦
สลิป	sa˨˩.lip̚˨˩
สลิปเปอร์	sa˨˩.lip̚˦˥.pɤː˥˩
สลิ่ม	sa˨˩.lim˨˩
สลึง	sa˨˩.lɯŋ˩˩˦
สลุต	sa˨˩.lut̚˨˩
สลุบ	sa˨˩.lup̚˨˩
สวด	sua̯t̚˨˩
สวดมนต์	sua̯t̚˨˩.mon˧
สวน	sua̯n˩˩˦
สวนน้ำ	sua̯n˩˩˦.naːm˦˥
สวนผัก	sua̯n˩˩˦.pʰak̚˨˩
สวนพฤกษศาสตร์	sua̯n˩˩˦.pʰrɯk̚˦˥.sa˨˩.saːt̚˨˩
สวนสนุก	sua̯n˩˩˦.sa˨˩.nuk̚˨˩
สวนสัตว์	sua̯n˩˩˦.sat̚˨˩
สวนสาธารณะ	sua̯n˩˩˦.saː˩˩˦.tʰaː˧.ra˦˥.naʔ˦˥
สวนหลังบ้าน	sua̯n˩˩˦.laŋ˩˩˦.baːn˥˩
สวม	sua̯m˩˩˦
สวมเขา	sua̯m˩˩˦.kʰaw˩˩˦
สวมใส่	sua̯m˩˩˦.saj˨˩
สวย	sua̯j˩˩˦
สวรรคต	sa˨˩.wan˩˩˦.kʰot̚˦˥
สวรรคบดี	sa˨˩.wan˩˩˦.kʰa˦˥.bɔː˧.diː˧
สวรรค์	sa˨˩.wan˩˩˦
สวรรค์ชั้นเจ็ด	sa˨˩.wan˩˩˦.t͡ɕʰan˦˥.t͡ɕet̚˨˩
สวะ	sa˨˩.waʔ˨˩,sa˧.waʔ˨˩
สวะสังคม	sa˨˩.wa˨˩.saŋ˩˩˦.kʰom˧
สวัสดิการ	sa˨˩.wat̚˨˩.di˨˩.kaːn˧
สวัสดิภาพ	sa˨˩.wat̚˨˩.di˨˩.pʰaːp̚˥˩
สวัสดิ์	sa˨˩.wat̚˨˩
สวัสดี	sa˧.wat̚˨˩.diː˧,sa˨˩.wat̚˨˩.diː˧
สวัสดีปีใหม่	sa˨˩.wat̚˨˩.diː˧.piː˧.maj˨˩
สวัสติกะ	sa˨˩.wat̚˨˩.ti˨˩.kaʔ˨˩,sa˧.wat̚˨˩.ti˨˩.kaʔ˨˩
สวาซิแลนด์	sa˨˩.waː˧.si˦˥.lɛːn˧
สวามี	sa˨˩.waː˩˩˦.miː˧
สวิง	sa˨˩.wiŋ˧,sa˨˩.wiŋ˩˩˦
สวิตช์	sa˧.wit̚˦˥,sa˨˩.wit̚˦˥
สวิตเซอร์แลนด์	sa˨˩.wit̚˦˥.sɤː˧.lɛːn˧
สวิส	sa˨˩.wis˦˥,sa˨˩.wit̚˦˥
สวีดัด	sa˨˩.wiː˧.dat̚˨˩
สวีเดน	sa˨˩.wiː˧.den˧
สว่าง	sa˨˩.waːŋ˨˩
สว่าน	sa˨˩.waːn˨˩
สสาร	sa˨˩.saːn˩˩˦.ra˦˥.,sa˨˩.saːn˩˩˦
สสารมืด	sa˨˩.saːn˩˩˦.mɯːt̚˥˩
สหกรณ์	sa˨˩.ha˨˩.kɔːn˧
สหบาทา	sa˨˩.ha˨˩.baː˧.tʰaː˧
สหประชาชาติ	sa˨˩.ha˨˩.pra˨˩.t͡ɕʰaː˧.t͡ɕʰaːt̚˥˩
สหพัน	sa˨˩.ha˨˩.pʰan˧
สหพันธรัฐ	sa˨˩.ha˨˩.pʰan˧.tʰa˦˥.rat̚˦˥
สหพันธรัฐรัสเซีย	sa˨˩.ha˨˩.pʰan˧.tʰa˦˥.rat̚˦˥.rat̚˦˥.sia̯˧
สหพันธ์	sa˨˩.ha˨˩.pʰan˧
สหภาพ	sa˨˩.ha˨˩.pʰaːp̚˥˩
สหภาพยุโรป	sa˨˩.ha˨˩.pʰaːp̚˥˩.ju˦˥.roːp̚˨˩
สหภาพแรงงาน	sa˨˩.ha˨˩.pʰaːp̚˥˩.rɛːŋ˧.ŋaːn˧
สหภาพโซเวียต	sa˨˩.ha˨˩.pʰaːp̚˥˩.soː˧.wia̯t̚˥˩
สหรัฐ	sa˨˩.ha˨˩.rat̚˦˥
สหรัฐอาหรับเอมิเรตส์	sa˨˩.ha˨˩.rat̚˦˥.ʔaː˧.rap̚˨˩.ʔeː˧.mi˦˥.reːt̚˥˩
สหรัฐอเมริกา	sa˨˩.ha˨˩.rat̚˦˥.ʔa˨˩.meː˧.ri˦˥.kaː˧
สหรัฐฯ	sa˨˩.ha˨˩.rat̚˦˥
สหราชอาณาจักร	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩
สหราชอาณาจักรบริเตนใหญ่	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.bri˨˩.teːn˧.jaj˨˩
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.bri˨˩.teːn˧.jaj˨˩.lɛʔ˦˥.ʔaj˧.lɛːn˧
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์เหนือ	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.bri˨˩.teːn˧.jaj˨˩.lɛʔ˦˥.ʔaj˧.lɛːn˧.nɯa̯˩˩˦
สหราชอาณาจักรเกรตบริเตน	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.kreːt̚˦˥.bri˨˩.teːn˧
สหราชอาณาจักรเกรตบริเตนและนอร์เทิร์นไอร์แลนด์	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.kreːt̚˦˥.bri˨˩.teːn˧.lɛʔ˦˥.nɔt̚˦˥.tʰɤn˥˩.ʔaj˧.lɛn˥˩,sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.kreːt̚˦˥.bri˨˩.teːn˧.lɛʔ˦˥.nɔt̚˦˥.tʰɤn˥˩.ʔaj˧.lɛːn˧
สหราชอาณาจักรเกรตบริเตนและไอร์แลนด์	sa˨˩.ha˨˩.raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.kreːt̚˦˥.bri˨˩.teːn˧.lɛʔ˦˥.ʔaj˧.lɛːn˧
สหัสนัยน์	sa˨˩.hat̚˨˩.sa˨˩.naj˧
สหัสวรรษ	sa˨˩.hat̚˨˩.sa˨˩.wat̚˦˥
สหาย	sa˨˩.haːj˩˩˦
สอง	sɔːŋ˩˩˦
สองจิตสองใจ	sɔːŋ˩˩˦.t͡ɕit̚˨˩.sɔːŋ˩˩˦.t͡ɕaj˧
สองสาม	sɔːŋ˩˩˦.saːm˩˩˦
สองแถว	sɔːŋ˩˩˦.tʰɛw˩˩˦
สอด	sɔːt̚˨˩
สอดรู้	sɔːt̚˨˩.ruː˦˥
สอดรู้สอดเห็น	sɔːt̚˨˩.ruː˦˥.sɔːt̚˨˩.hen˩˩˦
สอดแนม	sɔːt̚˨˩.nɛːm˧
สอน	sɔːn˩˩˦
สอนจระเข้ว่ายน้ำ	sɔːn˩˩˦.t͡ɕɔː˧.ra˦˥.kʰeː˥˩.waːj˥˩.naːm˦˥
สอนจระเข้ให้ว่ายน้ำ	sɔːn˩˩˦.t͡ɕɔː˧.ra˦˥.kʰeː˥˩.haj˥˩.waːj˥˩.naːm˦˥
สอนหนังสือสังฆราช	sɔːn˩˩˦.naŋ˩˩˦.sɯː˩˩˦.saŋ˩˩˦.kʰa˦˥.raːt̚˥˩
สอบ	sɔːp̚˨˩
สอบถาม	sɔːp̚˨˩.tʰaːm˩˩˦
สอบสวน	sɔːp̚˨˩.sua̯n˩˩˦
สอย	sɔj˩˩˦,sɔːj˩˩˦
สอยมะม่วง	sɔj˩˩˦.ma˦˥.mua̯ŋ˥˩,sɔːj˩˩˦.ma˦˥.mua̯ŋ˥˩
สะกด	sa˨˩.kot̚˨˩
สะกดจิต	sa˨˩.kot̚˨˩.t͡ɕit̚˨˩
สะกิด	sa˨˩.kit̚˨˩
สะดวก	sa˨˩.dua̯k̚˨˩
สะดือ	sa˨˩.dɯː˧
สะดุด	sa˨˩.dut̚˨˩
สะดุ้ง	sa˨˩.duŋ˥˩
สะตอ	sa˨˩.tɔː˧
สะท้อน	sa˨˩.tʰɔːn˦˥
สะท้าน	sa˨˩.tʰaːn˦˥
สะบัด	sa˨˩.bat̚˨˩
สะบาโต	sa˨˩.baː˧.toː˧
สะบ้า	sa˨˩.baː˥˩
สะพัง	sa˨˩.pʰaŋ˧
สะพาน	sa˨˩.pʰaːn˧
สะพานลอย	sa˨˩.pʰaːn˧.lɔːj˧
สะพานไฟ	sa˨˩.pʰaːn˧.faj˧
สะระแหน่	sa˨˩.ra˦˥.nɛː˨˩
สะสม	sa˨˩.som˩˩˦
สะสวย	sa˨˩.sua̯j˩˩˦
สะอาด	sa˨˩.ʔaːt̚˨˩
สะอึก	sa˨˩.ʔɯk̚˨˩
สะเก็ด	sa˨˩.ket̚˨˩
สะเก็ดดาว	sa˨˩.ket̚˨˩.daːw˧
สะเก็ดเงิน	sa˨˩.ket̚˨˩.ŋɤːn˧
สะเดา	sa˨˩.daw˧
สะเต๊ะ	sa˨˩.teʔ˦˥
สะเทินน้ำสะเทินบก	sa˨˩.tʰɤːn˧.naːm˦˥.sa˨˩.tʰɤːn˧.bok̚˨˩
สะเอว	sa˨˩.ʔeːw˧
สะโพก	sa˨˩.pʰoːk̚˥˩
สะโพน	sa˨˩.pʰoːn˧
สะใภ้	sa˨˩.pʰaj˦˥
สัก	sak̚˨˩
สักขีพยาน	sak̚˨˩.kʰiː˩˩˦.pʰa˦˥.jaːn˧
สักหลาด	sak̚˨˩.ka˨˩.laːt̚˨˩
สังกรประโยค	saŋ˩˩˦.kɔː˧.ra˦˥.pra˨˩.joːk̚˨˩,saŋ˩˩˦.ka˨˩.ra˦˥.pra˨˩.joːk̚˨˩
สังกะสี	saŋ˩˩˦.ka˨˩.siː˩˩˦
สังกัด	saŋ˩˩˦.kat̚˨˩
สังข	saŋ˩˩˦.kʰa˨˩.,saŋ˩˩˦
สังขาร	saŋ˩˩˦.kʰaːn˩˩˦
สังข์	saŋ˩˩˦
สังคม	saŋ˩˩˦.kʰom˧,saŋ˩˩˦.kʰom˧.ma˦˥.
สังคมนิยม	saŋ˩˩˦.kʰom˧.ni˦˥.jom˧,saŋ˩˩˦.kʰom˧.ma˦˥.ni˦˥.jom˧
สังคัง	saŋ˩˩˦.kʰaŋ˧
สังค์	saŋ˩˩˦
สังฆราช	saŋ˩˩˦.kʰa˦˥.raːt̚˥˩
สังวาส	saŋ˩˩˦.waːt̚˥˩
สังสรรค์	saŋ˩˩˦.san˩˩˦
สังหาร	saŋ˩˩˦.haːn˩˩˦
สังหารหมู่	saŋ˩˩˦.haːn˩˩˦.muː˨˩
สังหาริมทรัพย์	saŋ˩˩˦.haː˩˩˦.ri˦˥.ma˦˥.sap̚˦˥,saŋ˩˩˦.haː˩˩˦.rim˧.ma˦˥.sap̚˦˥
สังเกต	saŋ˩˩˦.keːt̚˨˩
สังเคราะห์	saŋ˩˩˦.kʰrɔʔ˦˥
สังเคราะห์แสง	saŋ˩˩˦.kʰrɔʔ˦˥.sɛːŋ˩˩˦
สังเวย	saŋ˩˩˦.wɤːj˧
สังเวียน	saŋ˩˩˦.wia̯n˧
สัญชาติ	san˩˩˦.t͡ɕʰaːt̚˥˩
สัญญา	san˩˩˦.jaː˧
สัญญาซื้อขายล่วงหน้า	san˩˩˦.jaː˧.sɯː˦˥.kʰaːj˩˩˦.lua̯ŋ˥˩.naː˥˩
สัญญาณ	san˩˩˦.jaːn˧
สัญญาณไฟจราจร	san˩˩˦.jaːn˧.faj˧.t͡ɕa˨˩.raː˧.t͡ɕɔːn˧
สัญญามีชื่อ	san˩˩˦.jaː˧.miː˧.t͡ɕʰɯː˥˩
สัญลักษณ์	san˩˩˦.ja˦˥.lak̚˦˥
สัณฐานวิทยา	san˩˩˦.tʰaːn˩˩˦.wit̚˦˥.tʰa˦˥.jaː˧
สัณฑ์	san˩˩˦
สัด	sat̚˨˩
สัดส่วน	sat̚˨˩.sua̯n˨˩
สัตยาบัน	sat̚˨˩.ta˨˩.jaː˧.ban˧,sat̚˨˩.ta˨˩.jaː˧.ban˧.na˦˥.
สัตยาบันสาร	sat̚˨˩.ta˨˩.jaː˧.ban˧.na˦˥.saːn˩˩˦
สัตย์	sat̚˨˩
สัตวบาล	sat̚˨˩.ta˨˩.wa˦˥.baːn˧
สัตววิทยา	sat̚˨˩.ta˨˩.wa˦˥.wit̚˦˥.tʰa˦˥.jaː˧
สัตวแพทย์	sat̚˨˩.ta˨˩.wa˦˥.pʰɛːt̚˥˩
สัตว์	sat̚˨˩
สัตว์กินนม	sat̚˨˩.kin˧.nom˧
สัตว์กินพืช	sat̚˨˩.kin˧.pʰɯːt̚˥˩
สัตว์กินเนื้อ	sat̚˨˩.kin˧.nɯa̯˦˥
สัตว์ขาปล้อง	sat̚˨˩.kʰaː˩˩˦.plɔːŋ˥˩
สัตว์ครึ่งบกครึ่งน้ำ	sat̚˨˩.kʰrɯŋ˥˩.bok̚˨˩.kʰrɯŋ˥˩.naːm˦˥
สัตว์น้ำ	sat̚˨˩.naːm˦˥
สัตว์ประหลาด	sat̚˨˩.pra˨˩.laːt̚˨˩
สัตว์ฟันแทะ	sat̚˨˩.fan˧.tʰɛʔ˦˥
สัตว์มีกระดูกสันหลัง	sat̚˨˩.miː˧.kra˨˩.duːk̚˨˩.san˩˩˦.laŋ˩˩˦
สัตว์มีกระเป๋าหน้าท้อง	sat̚˨˩.miː˧.kra˨˩.paw˩˩˦.naː˥˩.tʰɔːŋ˦˥
สัตว์สะเทินน้ำสะเทินบก	sat̚˨˩.sa˨˩.tʰɤːn˧.naːm˦˥.sa˨˩.tʰɤːn˧.bok̚˨˩
สัตว์เลี้ยง	sat̚˨˩.lia̯ŋ˦˥
สัตว์เลี้ยงลูกด้วยนม	sat̚˨˩.lia̯ŋ˦˥.luːk̚˥˩.dua̯j˥˩.nom˧
สัตว์เลี้ยงลูกด้วยน้ำนม	sat̚˨˩.lia̯ŋ˦˥.luːk̚˥˩.dua̯j˥˩.naːm˦˥.nom˧
สัตว์เลี้ยงลูกด้วยเงิน	sat̚˨˩.lia̯ŋ˦˥.luːk̚˥˩.dua̯j˥˩.ŋɤn˧
สัตว์เลื้อยคลาน	sat̚˨˩.lɯa̯j˦˥.kʰlaːn˧
สัตว์ไม่มีกระดูกสันหลัง	sat̚˨˩.maj˥˩.miː˧.kra˨˩.duːk̚˨˩.san˩˩˦.laŋ˩˩˦
สัทวิทยา	sat̚˨˩.tʰa˦˥.wit̚˦˥.tʰa˦˥.jaː˧
สัทศาสตร์	sat̚˨˩.tʰa˦˥.saːt̚˨˩
สัทสัมพันธ์	sat̚˨˩.tʰa˦˥.sam˩˩˦.pʰan˧
สัทอักษร	sat̚˨˩.tʰa˦˥.ʔak̚˨˩.sɔːn˩˩˦
สัทอักษรสากล	sat̚˨˩.tʰa˦˥.ʔak̚˨˩.sɔːn˩˩˦.saː˩˩˦.kon˧
สัน	san˩˩˦
สัน.	san˩˩˦
สันดร	san˩˩˦.dɔːn˧
สันดอน	san˩˩˦.dɔːn˧
สันดาน	san˩˩˦.daːn˧
สันดาบ	san˩˩˦.daːp̚˨˩
สันดาป	san˩˩˦.daːp̚˨˩
สันดาร	san˩˩˦.daːn˧
สันดาล	san˩˩˦.daːn˧
สันตะปาปา	san˩˩˦.ta˨˩.paː˧.paː˧
สันตะสำนัก	san˩˩˦.ta˨˩.sam˩˩˦.nak̚˦˥
สันตาลี	san˩˩˦.taː˧.liː˧
สันติ	san˩˩˦.tiʔ˨˩
สันติภาพ	san˩˩˦.ti˨˩.pʰaːp̚˥˩
สันติสุข	san˩˩˦.ti˨˩.suk̚˨˩
สันถวไมตรี	san˩˩˦.tʰa˨˩.wa˦˥.maj˧.triː˧
สันธาน	san˩˩˦.tʰaːn˧
สันนิบาต	san˩˩˦.ni˦˥.baːt̚˨˩
สันนิบาตชาติ	san˩˩˦.ni˦˥.baːt̚˨˩.t͡ɕʰaːt̚˥˩
สันนิษฐาน	san˩˩˦.nit̚˦˥.tʰaːn˩˩˦
สันสกฤต	san˩˩˦.sa˨˩.krit̚˨˩
สันหลัง	san˩˩˦.laŋ˩˩˦
สับ	sap̚˨˩
สับตะไคร้	sap̚˨˩.ta˨˩.kʰraj˦˥
สับปะรด	sap̚˨˩.pa˨˩.rot̚˦˥
สับสน	sap̚˨˩.son˩˩˦
สัปดศก	sap̚˨˩.da˨˩.sok̚˨˩
สัปดาห์	sap̚˨˩.daː˧
สัปตศก	sap̚˨˩.ta˨˩.sok̚˨˩
สัปปะ	sap̚˨˩.paʔ˨˩
สัปเยก	sap̚˨˩.jeːk̚˥˩
สัปเยกต์	sap̚˨˩.jeːk̚˥˩
สัปเหร่อ	sap̚˨˩.pa˨˩.rɤː˨˩
สัพเยก	sap̚˨˩.jeːk̚˥˩
สัมทับ	sam˩˩˦.tʰap̚˦˥
สัมนา	sam˩˩˦.ma˦˥.naː˧
สัมปทาน	sam˩˩˦.pa˨˩.tʰaːn˧
สัมปทานการก	sam˩˩˦.pa˨˩.tʰaːn˧.kaː˧.rok̚˦˥
สัมประสิทธิ์	sam˩˩˦.pra˨˩.sit̚˨˩
สัมผัส	sam˩˩˦.pʰat̚˨˩
สัมพจนัย	sam˩˩˦.pʰot̚˦˥.t͡ɕa˨˩.naj˧
สัมพัทธ์	sam˩˩˦.pʰat̚˦˥
สัมพันธ์	sam˩˩˦.pʰan˧
สัมภาระ	sam˩˩˦.pʰaː˧.raʔ˦˥
สัมภาษณ์	sam˩˩˦.pʰaːt̚˥˩
สัมภเวสี	sam˩˩˦.pʰa˦˥.weː˧.siː˩˩˦
สัมมนา	sam˩˩˦.ma˦˥.naː˧
สัมฤทธิศก	sam˩˩˦.rit̚˦˥.tʰi˦˥.sok̚˨˩
สัมเรทธิศก	sam˩˩˦.reːt̚˥˩.tʰi˦˥.sok̚˨˩
สัส	sat̚˨˩
สั่ง	saŋ˨˩
สั่งสม	saŋ˨˩.som˩˩˦
สั่งเสีย	saŋ˨˩.sia̯˩˩˦
สั่น	san˨˩
สั้น	san˥˩
สา	saː˩˩˦
สาก	saːk̚˨˩
สากล	saː˩˩˦.kon˧.la˦˥.,saː˩˩˦.kon˧
สากลศักราช	saː˩˩˦.kon˧.la˦˥.sak̚˨˩.ka˨˩.raːt̚˨˩
สาขา	saː˩˩˦.kʰaː˩˩˦
สาคร	saː˩˩˦.kʰɔːn˧
สาง	saːŋ˩˩˦
สางห่า	saːŋ˩˩˦.haː˨˩
สาด	saːt̚˨˩
สาธารณ	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.
สาธารณชน	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.t͡ɕʰon˧
สาธารณรัฐ	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥,saː˩˩˦.tʰaː˧.ra˧.na˦˥.rat̚˦˥
สาธารณรัฐคองโก	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.kʰɔŋ˧.koː˥˩
สาธารณรัฐจีน	saː˩˩˦.tʰaː˧.ra˧.na˦˥.rat̚˦˥.t͡ɕiːn˧,saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.t͡ɕiːn˧
สาธารณรัฐประชาธิปไตยคองโก	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.pra˨˩.t͡ɕʰaː˧.tʰip̚˦˥.pa˨˩.taj˧.kʰɔŋ˧.koː˥˩
สาธารณรัฐเช็ก	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.t͡ɕʰek̚˦˥
สาธารณรัฐแอฟริกากลาง	saː˩˩˦.tʰaː˧.ra˧.na˦˥.rat̚˦˥.ʔɛp̚˦˥.fri˦˥.kaː˧.klaːŋ˧,saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.ʔɛp̚˦˥.fri˦˥.kaː˧.klaːŋ˧
สาธารณรัฐโดมินิกัน	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥.doː˧.mi˦˥.ni˦˥.kan˧
สาธารณสมบัติ	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.som˩˩˦.bat̚˨˩
สาธารณสุข	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.suk̚˨˩
สาธารณะ	saː˩˩˦.tʰaː˧.ra˦˥.naʔ˦˥
สาน	saːn˩˩˦
สาบ	saːp̚˨˩
สาบาน	saː˩˩˦.baːn˧
สาป	saːp̚˨˩
สาปส่ง	saːp̚˨˩.soŋ˨˩
สาม	saːm˩˩˦
สามล้อ	saːm˩˩˦.lɔː˦˥
สามสิบ	saːm˩˩˦.sip̚˨˩
สามสิบสอง	saːm˩˩˦.sip̚˨˩.sɔːŋ˩˩˦
สามสิบสาม	saːm˩˩˦.sip̚˨˩.saːm˩˩˦
สามสิบสี่	saːm˩˩˦.sip̚˨˩.siː˨˩
สามสิบหก	saːm˩˩˦.sip̚˨˩.hok̚˨˩
สามสิบห้า	saːm˩˩˦.sip̚˨˩.haː˥˩
สามสิบเก้า	saːm˩˩˦.sip̚˨˩.kaw˥˩
สามสิบเจ็ด	saːm˩˩˦.sip̚˨˩.t͡ɕet̚˨˩
สามสิบเอ็ด	saːm˩˩˦.sip̚˨˩.ʔet̚˨˩
สามสิบแปด	saːm˩˩˦.sip̚˨˩.pɛːt̚˨˩
สามัคคี	saː˩˩˦.mak̚˦˥.kʰiː˧
สามัญ	saː˩˩˦.man˧
สามัญศักราช	saː˩˩˦.man˧.ja˦˥.sak̚˨˩.ka˨˩.raːt̚˨˩
สามัญสำนึก	saː˩˩˦.man˧.sam˩˩˦.nɯk̚˦˥
สามานยนาม	saː˩˩˦.maːn˧.ja˦˥.naːm˧
สามารถ	saː˩˩˦.maːt̚˥˩
สามี	saː˩˩˦.miː˧
สามเณร	saːm˩˩˦.ma˦˥.neːn˧
สามเหลี่ยม	saːm˩˩˦.lia̯m˨˩
สามเหลี่ยมด้านเท่า	saːm˩˩˦.lia̯m˨˩.daːn˥˩.tʰaw˥˩
สามเหลี่ยมด้านไม่เท่า	saːm˩˩˦.lia̯m˨˩.daːn˥˩.maj˥˩.tʰaw˥˩
สามเหลี่ยมทองคำ	saːm˩˩˦.lia̯m˨˩.tʰɔːŋ˧.kʰam˧
สามเหลี่ยมปากแม่น้ำ	saːm˩˩˦.lia̯m˨˩.paːk̚˨˩.mɛː˥˩.naːm˦˥
สามเหลี่ยมมุมฉาก	saːm˩˩˦.lia̯m˨˩.mum˧.t͡ɕʰaːk̚˨˩
สามเหลี่ยมมุมป้าน	saːm˩˩˦.lia̯m˨˩.mum˧.paːn˥˩
สามเหลี่ยมมุมแหลม	saːm˩˩˦.lia̯m˨˩.mum˧.lɛːm˩˩˦
สามเหลี่ยมหน้าจั่ว	saːm˩˩˦.lia̯m˨˩.naː˥˩.t͡ɕua̯˨˩
สาย	saːj˩˩˦
สายการบิน	saːj˩˩˦.kaːn˧.bin˧
สายจูง	saːj˩˩˦.t͡ɕuːŋ˧
สายชู	saːj˩˩˦.t͡ɕʰuː˧
สายดือ	saːj˩˩˦.dɯː˧
สายด่วน	saːj˩˩˦.dua̯n˨˩
สายตา	saːj˩˩˦.taː˧
สายตายาว	saːj˩˩˦.taː˧.jaːw˧
สายตาสั้น	saːj˩˩˦.taː˧.san˥˩
สายตาเอียง	saːj˩˩˦.taː˧.ʔia̯ŋ˧
สายพาน	saːj˩˩˦.pʰaːn˧
สายฟ้า	saːj˩˩˦.faː˦˥
สายรุ้ง	saːj˩˩˦.ruŋ˦˥
สายลับ	saːj˩˩˦.lap̚˦˥
สายล่อฟ้า	saːj˩˩˦.lɔː˥˩.faː˦˥
สายสะดือ	saːj˩˩˦.sa˨˩.dɯː˧
สายอากาศ	saːj˩˩˦.ʔaː˧.kaːt̚˨˩
สายัณห์	saː˩˩˦.jan˧
สายัณห์สวัสดิ์	saː˩˩˦.jan˧.sa˨˩.wat̚˨˩
สายา	saː˩˩˦.jaː˧
สายเบ็ด	saːj˩˩˦.bet̚˨˩
สายโลหิต	saːj˩˩˦.loː˧.hit̚˨˩
สายไฟ	saːj˩˩˦.faj˧
สายไฟฟ้า	saːj˩˩˦.faj˧.faː˦˥
สายไหม	saːj˩˩˦.maj˩˩˦
สาร	saː˩˩˦.ra˦˥.,saːn˩˩˦
สารกึ่งตัวนำ	saːn˩˩˦.kɯŋ˨˩.tua̯˧.nam˧
สารก่อไข้	saːn˩˩˦.kɔː˨˩.kʰaj˥˩
สารขัณฑ์	saː˩˩˦.ra˦˥.kʰan˩˩˦
สารตรา	saːn˩˩˦.traː˧
สารถี	saː˩˩˦.ra˦˥.tʰiː˩˩˦
สารท	saː˩˩˦.ra˦˥.tʰa˦˥.,saːt̚˨˩
สารบัญ	saː˩˩˦.ra˦˥.ban˧
สารประกอบ	saːn˩˩˦.pra˨˩.kɔːp̚˨˩
สารพัด	saː˩˩˦.ra˦˥.pʰat̚˦˥
สารภาพ	saː˩˩˦.ra˦˥.pʰaːp̚˥˩
สารภูมิต้านทาน	saːn˩˩˦.pʰuːm˧.taːn˥˩.tʰaːn˧
สารระเหย	saːn˩˩˦.ra˦˥.hɤːj˩˩˦
สารลดแรงตึงผิว	saːn˩˩˦.lot̚˦˥.rɛːŋ˧.tɯŋ˧.pʰiw˩˩˦
สารละลาย	saːn˩˩˦.la˦˥.laːj˧
สารสนเทศ	saːn˩˩˦.son˩˩˦.tʰeːt̚˥˩,saː˩˩˦.ra˦˥.son˩˩˦.tʰeːt̚˥˩
