a	ɒ
legaktívabban	lɛɡɒktiːvɒbːɒn
legakusztikusabb	lɛɡɒkustikuʃɒbː
legalacsonyabb	lɛɡɒlɒt͡ʃoɲɒbː
legalaposabb	lɛɡɒlɒpoʃɒbː
legalaposabban	lɛɡɒlɒpoʃɒbːɒn
legalaptalanabb	lɛɡɒlɒptɒlɒnɒbː
legalapvetőbb	lɛɡɒlɒpvɛtøːbː
legalattomosabb	lɛɡɒlɒtːomoʃɒbː
legalizál	lɛɡɒlizaːl
legaljasabb	lɛɡɒjːɒʃɒbː
legalkalmasabb	lɛɡɒlkɒlmɒʃɒbː
legalkalmazhatatlanabb	lɛɡɒlkɒlmɒshɒtɒtlɒnɒbː
legalkalmazhatóbb	lɛɡɒlkɒlmɒshɒtoːbː
legalkalmibb	lɛɡɒlkɒlmibː
legalkoholosabb	lɛɡɒlkoholoʃɒbː
legalpáribb	lɛɡɒlpaːribː
legalsó	lɛɡɒlʃoː
legalsóbb	lɛɡɒlʃoːbː
legaltruistább	lɛɡɒltrujiʃtaːbː
legaluszékonyabb	lɛɡɒluseːkoɲɒbː
legalább	lɛɡɒlaːbː
legalábbis	lɛɡɒlaːbːiʃ
legalávalóbb	lɛɡɒlaːvɒloːbː
legalázatosabb	lɛɡɒlaːzɒtoʃɒbː
leganyaibb	lɛɡɒɲɒjibː
legapróbb	lɛɡɒproːbː
legaranyosabb	lɛɡɒrɒɲoʃɒbː
legaranyozottabb	lɛɡɒrɒɲozotːɒbː
legarcátlanabb	lɛɡɒrt͡saːtlɒnɒbː
legarrogánsabb	lɛɡɒrːoɡaːnʃɒbː
legarrogánsabban	lɛɡɒrːoɡaːnʃɒbːɒn
legartikuláltabb	lɛɡɒrtikulaːltɒbː
legarányosabb	lɛɡɒraːɲoʃɒbː
legaránytalanabb	lɛɡɒraːɲtɒlɒnɒbː
legasszonyosabb	lɛɡɒsːoɲoʃɒbː
legaszaltabb	lɛɡɒsɒltɒbː
legaszeptikusabb	lɛɡɒsɛptikuʃɒbː
legaszályosabb	lɛɡɒsaːjoʃɒbː
legaszálytűrőbb	lɛɡɒsaːjtyːrøːbː
legatletikusabb	lɛɡɒtlɛtikuʃɒbː
legattraktívabb	lɛɡɒtrɒktiːvɒbː
legatyaibb	lɛɡɒcɒjibː
legaudiovizuálisabb	lɛɡɒudijovizuaːliʃɒbː
legautentikusabb	lɛɡɒutɛntikuʃɒbː
legautistább	lɛɡɒutiʃtaːbː
legautomatikusabb	lɛɡɒutomɒtikuʃɒbː
legazonosabb	lɛɡɒzonoʃɒbː
legbabonásabb	lɛɡbɒbonaːʃɒbː
legbadarabb	lɛɡbɒdɒrɒbː
legbajosabb	lɛɡbɒjoʃɒbː
legbajuszosabb	lɛɡbɒjusoʃɒbː
legbalzsamosabb	lɛɡbɒlʒɒmoʃɒbː
legbanálisabb	lɛɡbɒnaːliʃɒbː
legbarbárabb	lɛɡbɒrbaːrɒbː
legbarnább	lɛɡbɒrnaːbː
legbarnásabb	lɛɡbɒrnaːʃɒbː
legbarátibb	lɛɡbɒraːtibː
legbarátságosabb	lɛɡbɒraːt͡ʃːaːɡoʃɒbː
legbarátságosabban	lɛɡbɒraːt͡ʃːaːɡoʃɒbːɒn
legbarátságtalanabb	lɛɡbɒraːt͡ʃːaːktɒlɒnɒbː
legbeavatottabb	lɛɡbɛɒvɒtotːɒbː
legbecsesebb	lɛɡbɛt͡ʃɛʃɛbː
legbecstelenebb	lɛɡbɛt͡ʃtɛlɛnɛbː
legbecsvágyóbb	lɛɡbɛt͡ʃvaːɟoːbː
legbecsületesebb	lɛɡbɛt͡ʃylɛtɛʃɛbː
legbefogadóbb	lɛɡbɛfoɡɒdoːbː
legbefolyásosabb	lɛɡbɛfojaːʃoʃɒbː
legbegyepesedettebb	lɛɡbɛɟɛpɛʃɛdɛtːɛbː
legbeljebb	lɛɡbɛjːɛbː
legbelsőbb	lɛɡbɛlʃøːbː
legbelül	lɛɡbɛlyl
legbensőségesebb	lɛɡbɛnʃøːʃeːɡɛʃɛbː
legbestiálisabb	lɛɡbɛʃtijaːliʃɒbː
legbeszédesebb	lɛɡbɛseːdɛʃɛbː
legbetegebb	lɛɡbɛtɛɡɛbː
legbetegesebb	lɛɡbɛtɛɡɛʃɛbː
legbetyárosabb	lɛɡbɛcaːroʃɒbː
legbeváltabb	lɛɡbɛvaːltɒbː
legbeérkezettebb	lɛɡbɛjeːrkɛzɛtːɛbː
legbizalmasabb	lɛɡbizɒlmɒʃɒbː
legbizarrabb	lɛɡbizɒrːɒbː
legbizonyosabb	lɛɡbizoɲoʃɒbː
legbizonytalanabb	lɛɡbizoɲtɒlɒnɒbː
legbiztatóbb	lɛɡbistɒtoːbː
legbiztonságosabb	lɛɡbistonʃaːɡoʃɒbː
legbiztosabb	lɛɡbistoʃɒbː
legbiztosabban	lɛɡbistoʃɒbːɒn
legbohémabb	lɛɡboɦeːmɒbː
legbohémebb	lɛɡboɦeːmɛbː
legboldogabb	lɛɡboldoɡɒbː
legboldogtalanabb	lɛɡboldoktɒlɒnɒbː
legbolondabb	lɛɡbolondɒbː
legbombasztikusabb	lɛɡbombɒstikuʃɒbː
legbonyolultabb	lɛɡboɲolultɒbː
legborongósabb	lɛɡboroŋɡoːʃɒbː
legborsosabb	lɛɡborʃoʃɒbː
legborzalmasabb	lɛɡborzɒlmɒʃɒbː
legborzasztóbb	lɛɡborzɒstoːbː
legborúsabb	lɛɡboruːʃɒbː
legbosszúsabb	lɛɡbosːuːʃɒbː
legbriliánsabb	lɛɡbrilijaːnʃɒbː
legbrutálisabb	lɛɡbrutaːliʃɒbː
legbukottabb	lɛɡbukotːɒbː
legbunkóbb	lɛɡbuŋkoːbː
legburkoltabb	lɛɡburkoltɒbː
legbusább	lɛɡbuʃaːbː
legbutább	lɛɡbutaːbː
legbuzgóbb	lɛɡbuzɡoːbː
legbájosabb	lɛɡbaːjoʃɒbː
legbánatosabb	lɛɡbaːnɒtoʃɒbː
legbánatosabban	lɛɡbaːnɒtoʃɒbːɒn
legbárgyúbb	lɛɡbaːrɟuːbː
legbársonyosabb	lɛɡbaːrʃoɲoʃɒbː
legbátrabb	lɛɡbaːtrɒbː
legbátrabban	lɛɡbaːtrɒbːɒn
legbékésebb	lɛɡbeːkeːʃɛbː
legbéleltebb	lɛɡbeːlɛltɛbː
legbénább	lɛɡbeːnaːbː
legbölcsebb	lɛɡbølt͡ʃɛbː
legbúsabb	lɛɡbuːʃɒbː
legbúskomorabb	lɛɡbuːʃkomorɒbː
legbüntetőbb	lɛɡbyntɛtøːbː
legbürokratikusabb	lɛɡbyrokrɒtikuʃɒbː
legbüszkébb	lɛɡbyskeːbː
legbüszkébben	lɛɡbyskeːbːɛn
legbőbeszédűbb	lɛɡbøːbɛseːdyːbː
legbőségesebb	lɛɡbøːʃeːɡɛʃɛbː
legbővebb	lɛɡbøːvɛbː
legbővebben	lɛɡbøːvɛbːɛn
legbűnösebb	lɛɡbyːnøʃɛbː
legbűnözőbb	lɛɡbyːnøzøːbː
legbűvösebb	lɛɡbyːvøʃɛbː
legcifrább	lɛkt͡sifraːbː
legciklikusabb	lɛkt͡siklikuʃɒbː
legcinikusabb	lɛkt͡sinikuʃɒbː
legcivilizáltabb	lɛkt͡sivilizaːltɒbː
legcsalafintább	lɛkt͡ʃɒlɒfintaːbː
legcsaládibb	lɛkt͡ʃɒlaːdibː
legcsalárdabb	lɛkt͡ʃɒlaːrdɒbː
legcsalóbb	lɛkt͡ʃɒloːbː
legcsalódottabb	lɛkt͡ʃɒloːdotːɒbː
legcsapnivalóbb	lɛkt͡ʃɒpnivɒloːbː
legcsapongóbb	lɛkt͡ʃɒpoŋɡoːbː
legcsavartabb	lɛkt͡ʃɒvɒrtɒbː
legcsehovibb	lɛkt͡ʃɛɦovibː
legcsekélyebb	lɛkt͡ʃɛkeːjɛbː
legcselesebb	lɛkt͡ʃɛlɛʃɛbː
legcsendesebb	lɛkt͡ʃɛndɛʃɛbː
legcsendesebben	lɛkt͡ʃɛndɛʃɛbːɛn
legcsengőbb	lɛkt͡ʃɛŋɡøːbː
legcseppfolyósabb	lɛkt͡ʃɛpfojoːʃɒbː
legcsevegőbb	lɛkt͡ʃɛvɛɡøːbː
legcsillogóbb	lɛkt͡ʃilːoɡoːbː
legcsinosabb	lɛkt͡ʃinoʃɒbː
legcsintalanabb	lɛkt͡ʃintɒlɒnɒbː
legcsodálatosabb	lɛkt͡ʃodaːlɒtoʃɒbː
legcsodálatosabban	lɛkt͡ʃodaːlɒtoʃɒbːɒn
legcsodásabb	lɛkt͡ʃodaːʃɒbː
legcsontosabb	lɛkt͡ʃontoʃɒbː
legcsupaszabb	lɛkt͡ʃupɒsɒbː
legcsábosabb	lɛkt͡ʃaːboʃɒbː
legcsászáribb	lɛkt͡ʃaːsaːribː
legcsíkosabb	lɛkt͡ʃiːkoʃɒbː
legcsíkozottabb	lɛkt͡ʃiːkozotːɒbː
legcsípősebb	lɛkt͡ʃiːpøːʃɛbː
legcsóróbb	lɛkt͡ʃoːroːbː
legcsökönyösebb	lɛkt͡ʃøkøɲøʃɛbː
legcsökönyösebben	lɛkt͡ʃøkøɲøʃɛbːɛn
legcsörgőbb	lɛkt͡ʃørɡøːbː
legcsúfabb	lɛkt͡ʃuːfɒbː
legcsúnyább	lɛkt͡ʃuːɲaːbː
legcsúszósabb	lɛkt͡ʃuːsoːʃɒbː
legcudarabb	lɛkt͡sudɒrɒbː
legcukibb	lɛkt͡sukibː
legcélravezetőbb	lɛkt͡seːrːɒvɛzɛtøːbː
legcélszerűbb	lɛkt͡seːlsɛryːbː
legcélszerűtlenebb	lɛkt͡seːlsɛryːtlɛnɛbː
legcúgosabb	lɛkt͡suːɡoʃɒbː
legdagadtabb	lɛɡdɒɡɒtːɒbː
legdagályosabb	lɛɡdɒɡaːjoʃɒbː
legdallamosabb	lɛɡdɒlːɒmoʃɒbː
legdekadensebb	lɛɡdɛkɒdɛnʃɛbː
legdekoratívabb	lɛɡdɛkorɒtiːvɒbː
legdelibb	lɛɡdɛlibː
legdemokratikusabb	lɛɡdɛmokrɒtikuʃɒbː
legdemonstratívabb	lɛɡdɛmonʃtrɒtiːvɒbː
legdepressziósabb	lɛɡdɛprɛsːijoːʃɒbː
legderekabb	lɛɡdɛrɛkɒbː
legderültebb	lɛɡdɛryltɛbː
legderűsebb	lɛɡdɛryːʃɛbː
legdespotikusabb	lɛɡdɛʃpotikuʃɒbː
legdestruktívabb	lɛɡdɛʃtruktiːvɒbː
legdiadalmasabb	lɛɡdijɒdɒlmɒʃɒbː
legdicséretesebb	lɛɡdit͡ʃeːrɛtɛʃɛbː
legdicséretreméltóbb	lɛɡdit͡ʃeːrɛtrɛmeːltoːbː
legdicsőbb	lɛɡdit͡ʃøːbː
legdicsőségesebb	lɛɡdit͡ʃøːʃeːɡɛʃɛbː
legdicsőségesebben	lɛɡdit͡ʃøːʃeːɡɛʃɛbːɛn
legdiktatórikusabb	lɛɡdiktɒtoːrikuʃɒbː
legdilinósabb	lɛɡdilinoːʃɒbː
legdinamikusabb	lɛɡdinɒmikuʃɒbː
legdiplomatikusabb	lɛɡdiplomɒtikuʃɒbː
legdiszkrétebb	lɛɡdiskreːtɛbː
legdiszkrétebben	lɛɡdiskreːtɛbːɛn
legdisztingváltabb	lɛɡdistiŋɡvaːltɒbː
legdivatosabb	lɛɡdivɒtoʃɒbː
legdivergensebb	lɛɡdivɛrɡɛnʃɛbː
legdobogóbb	lɛɡdoboɡoːbː
legdogmatikusabb	lɛɡdoɡmɒtikuʃɒbː
legdominánsabb	lɛɡdominaːnʃɒbː
legdrasztikusabb	lɛɡdrɒstikuʃɒbː
legdrágább	lɛɡdraːɡaːbː
legdrámaibb	lɛɡdraːmɒjibː
legdurvább	lɛɡdurvaːbː
legdurvábban	lɛɡdurvaːbːɒn
legdélcegebb	lɛɡdeːlt͡sɛɡɛbː
legdélebbi	lɛɡdeːlɛbːi
legdélibb	lɛɡdeːlibː
legdélibábosabb	lɛɡdeːlibaːboʃɒbː
legdélkeletibb	lɛɡdeːlkɛlɛtibː
legdíszesebb	lɛɡdiːsɛʃɛbː
legdísztelenebb	lɛɡdiːstɛlɛnɛbː
legdölyfösebb	lɛɡdøjføʃɛbː
legdöntőbb	lɛɡdøntøːbː
legdörzsöltebb	lɛɡdørʒøltɛbː
legdúsabb	lɛɡduːʃɒbː
legdúskeblűbb	lɛɡduːʃkɛblyːbː
legdühödtebb	lɛɡdyɦøtːɛbː
legdühösebb	lɛɡdyɦøʃɛbː
legdőltebb	lɛɡdøːltɛbː
legdőrébb	lɛɡdøːreːbː
legecetesebb	lɛɡɛt͡sɛtɛʃɛbː
legeffektívebb	lɛɡɛfːɛktiːvɛbː
legegyedibb	lɛɡɛɟɛdibː
legegyenesebb	lɛɡɛɟɛnɛʃɛbː
legegyenesebben	lɛɡɛɟɛnɛʃɛbːɛn
legegyenletesebb	lɛɡɛɟɛnlɛtɛʃɛbː
legegyetemesebb	lɛɡɛɟɛtɛmɛʃɛbː
legegyetemlegesebb	lɛɡɛɟɛtɛmlɛɡɛʃɛbː
legegyhangúbban	lɛɡɛchɒŋɡuːbːɒn
legegyszerűbb	lɛɡɛcsɛryːbː
legegyszerűbben	lɛɡɛcsɛryːbːɛn
legegységesebb	lɛɡɛcʃeːɡɛʃɛbː
legegyüttműködőbb	lɛɡɛɟːytmyːkødøːbː
legegészségesebb	lɛɡɛɡeːʃːeːɡɛʃɛbː
legegészségesebben	lɛɡɛɡeːʃːeːɡɛʃɛbːɛn
legegészségtelenebb	lɛɡɛɡeːʃːeːktɛlɛnɛbː
legehetőbb	lɛɡɛhɛtøːbː
legek	lɛɡɛk
legel	lɛɡɛl
legelavultabb	lɛɡɛlɒvultɒbː
legelbűvölőbb	lɛɡɛlbyːvøløːbː
legelegánsabb	lɛɡɛlɛɡaːnʃɒbː
legelektromosabb	lɛɡɛlɛktromoʃɒbː
legelektronikusabb	lɛɡɛlɛktronikuʃɒbː
legelemibb	lɛɡɛlɛmibː
legelemzőbb	lɛɡɛlɛmzøːbː
legelenyészőbb	lɛɡɛlɛɲeːsøːbː
legelevenebb	lɛɡɛlɛvɛnɛbː
legelfogadhatóbb	lɛɡɛlfoɡɒthɒtoːbː
legelfogadottabb	lɛɡɛlfoɡɒdotːɒbː
legelfoglaltabb	lɛɡɛlfoɡlɒltɒbː
legelfogulatlanabb	lɛɡɛlfoɡulɒtlɒnɒbː
legelfogultabb	lɛɡɛlfoɡultɒbː
legelfojthatatlanabb	lɛɡɛlfojthɒtɒtlɒnɒbː
legelhagyatottabb	lɛɡɛlɦɒɟɒtotːɒbː
legelhanyagoltabb	lɛɡɛlɦɒɲɒɡoltɒbː
legelhasználtabb	lɛɡɛlɦɒsnaːltɒbː
legelhízottabb	lɛɡɛlɦiːzotːɒbː
legelismertebb	lɛɡɛliʃmɛrtɛbː
legelismerőbb	lɛɡɛliʃmɛrøːbː
legelkényeztetettebb	lɛɡɛlkeːɲɛstɛtɛtːɛbː
legelképesztőbb	lɛɡɛlkeːpɛstøːbː
legelképzelhetetlenebb	lɛɡɛlkeːbzɛlɦɛtɛtlɛnɛbː
legelkötelezettebb	lɛɡɛlkøtɛlɛzɛtːɛbː
legellenszenvesebb	lɛɡɛlːɛnsɛɱvɛʃɛbː
legellenségesebb	lɛɡɛlːɛnʃeːɡɛʃɛbː
legellentétesebb	lɛɡɛlːɛnteːtɛʃɛbː
legellenállhatatlanabb	lɛɡɛlːɛnaːlɦɒtɒtlɒnɒbː
legellenőrzöttebb	lɛɡɛlːɛnøːrzøtːɛbː
legelmaradottabb	lɛɡɛlmɒrɒdotːɒbː
legelméletibb	lɛɡɛlmeːlɛtibː
legelnyomóbb	lɛɡɛlɲomoːbː
legelnézőbb	lɛɡɛlneːzøːbː
legelszántabb	lɛɡɛlsaːntɒbː
legelső	lɛɡɛlʃøː
legelsőbb	lɛɡɛlʃøːbː
legelterjedtebb	lɛɡɛltɛrjɛtːɛbː
legeltet	lɛɡɛltɛt
legeltérőbb	lɛɡɛlteːrøːbː
legelutasítóbb	lɛɡɛlutɒʃiːtoːbː
legelvadultabb	lɛɡɛlvɒdultɒbː
legelveszettebb	lɛɡɛlvɛsɛtːɛbː
legelvetemültebb	lɛɡɛlvɛtɛmyltɛbː
legelviselhetetlenebb	lɛɡɛlviʃɛlɦɛtɛtlɛnɛbː
legelvontabb	lɛɡɛlvontɒbː
legelégedettebb	lɛɡɛleːɡɛdɛtːɛbː
legelérhetetlenebb	lɛɡɛleːrɦɛtɛtlɛnɛbː
legelérhetőbb	lɛɡɛleːrɦɛtøːbː
legelészik	lɛɡɛleːsik
legelő	lɛɡɛløː
legelőkelőbb	lɛɡɛløːkɛløːbː
legelőnytelenebb	lɛɡɛløːɲtɛlɛnɛbː
legelőnyösebb	lɛɡɛløːɲøʃɛbː
legelőzékenyebb	lɛɡɛløːzeːkɛɲɛbː
legemberibb	lɛɡɛmbɛribː
legembertelenebb	lɛɡɛmbɛrtɛlɛnɛbː
legemelkedettebb	lɛɡɛmɛlkɛdɛtːɛbː
legemelkedőbb	lɛɡɛmɛlkɛdøːbː
legemlékezetesebb	lɛɡɛmleːkɛzɛtɛʃɛbː
legen	lɛɡɛn
legenda	lɛɡɛndɒ
legendás	lɛɡɛndaːʃ
legendásabb	lɛɡɛndaːʃɒbː
legendásan	lɛɡɛndaːʃɒn
legendát	lɛɡɛndaːt
legenergikusabb	lɛɡɛnɛrɡikuʃɒbː
legengedelmesebb	lɛɡɛŋɡɛdɛlmɛʃɛbː
legengesztelhetetlenebb	lɛɡɛŋɡɛstɛlɦɛtɛtlɛnɛbː
legeredetibb	lɛɡɛrɛdɛtibː
legeredményesebb	lɛɡɛrɛdmeːɲɛʃɛbː
legeresebb	lɛɡɛrɛʃɛbː
legeretnekebb	lɛɡɛrɛtnɛkɛbː
legerkölcstelenebb	lɛɡɛrkølt͡ʃtɛlɛnɛbː
legerélyesebb	lɛɡɛreːjɛʃɛbː
legerélyesebben	lɛɡɛreːjɛʃɛbːɛn
legerősebb	lɛɡɛrøːʃɛbː
legerőszakosabb	lɛɡɛrøːsɒkoʃɒbː
legerőszakosabban	lɛɡɛrøːsɒkoʃɒbːɒn
legerőtlenebb	lɛɡɛrøːtlɛnɛbː
legesedékesebb	lɛɡɛʃɛdeːkɛʃɛbː
legeseménydúsabb	lɛɡɛʃɛmeːɲduːʃɒbː
legeseménytelenebb	lɛɡɛʃɛmeːɲtɛlɛnɛbː
legeslegabsztraktabb	lɛɡɛʃlɛɡɒpstrɒktɒbː
legeslegalacsonyabb	lɛɡɛʃlɛɡɒlɒt͡ʃoɲɒbː
legeslegbarnább	lɛɡɛʃlɛɡbɒrnaːbː
legeslegelnézőbb	lɛɡɛʃlɛɡɛlneːzøːbː
legeslegfinomabb	lɛɡɛʃlɛkfinomɒbː
legeslegforróbb	lɛɡɛʃlɛkforːoːbː
legeslegfőbb	lɛɡɛʃlɛkføːbː
legesleggazdagabb	lɛɡɛʃlɛɡːɒzdɒɡɒbː
legesleghidegebb	lɛɡɛʃlɛkhidɛɡɛbː
legeslegkeserűbb	lɛɡɛʃlɛkːɛʃɛryːbː
legeslegkönnyebb	lɛɡɛʃlɛkːøɲːɛbː
legeslegmagasabb	lɛɡɛʃlɛɡmɒɡɒʃɒbː
legeslegmelegebb	lɛɡɛʃlɛɡmɛlɛɡɛbː
legeslegnagyobb	lɛɡɛʃlɛɡnɒɟobː
legeslegokosabb	lɛɡɛʃlɛɡokoʃɒbː
legeslegolcsóbb	lɛɡɛʃlɛɡolt͡ʃoːbː
legeslegpiszkosabb	lɛɡɛʃlɛkpiskoʃɒbː
legeslegrosszabb	lɛɡɛʃlɛɡrosːɒbː
legeslegrövidebb	lɛɡɛʃlɛɡrøvidɛbː
legeslegszebb	lɛɡɛʃlɛksɛbː
legeslegszegényebb	lɛɡɛʃlɛksɛɡeːɲɛbː
legeslegéletveszélyesebb	lɛɡɛʃlɛɡeːlɛtvɛseːjɛʃɛbː
legeszesebb	lɛɡɛsɛʃɛbː
legeszményibb	lɛɡɛsmeːɲibː
legesztelenebb	lɛɡɛstɛlɛnɛbː
legesélyesebb	lɛɡɛʃeːjɛʃɛbː
legesősebb	lɛɡɛʃøːʃɛbː
leget	lɛɡɛt
legevidensebb	lɛɡɛvidɛnʃɛbː
legexkluzívabb	lɛɡɛkskluziːvɒbː
legexpresszívebb	lɛɡɛksprɛsːiːvɛbː
legextenzívebb	lɛɡɛkstɛnziːvɛbː
legextravagánsabb	lɛɡɛkstrɒvɒɡaːnʃɒbː
legezüstösebb	lɛɡɛzyʃtøʃɛbː
legfagyasztóbb	lɛkfɒɟɒstoːbː
legfahéjasabb	lɛkfɒɦeːjɒʃɒbː
legfakultatívabb	lɛkfɒkultɒtiːvɒbː
legfakóbb	lɛkfɒkoːbː
legfalusiasabb	lɛkfɒluʃijɒʃɒbː
legfanatikusabb	lɛkfɒnɒtikuʃɒbː
legfantasztikusabb	lɛkfɒntɒstikuʃɒbː
legfanyarabb	lɛkfɒɲɒrɒbː
legfaragatlanabb	lɛkfɒrɒɡɒtlɒnɒbː
legfedettebb	lɛkfɛdɛtːɛbː
legfegyvertelenebb	lɛkfɛɟvɛrtɛlɛnɛbː
legfehérebb	lɛkfɛɦeːrɛbː
legfejlettebb	lɛkfɛjlɛtːɛbː
legfejlődőbb	lɛkfɛjløːdøːbː
legfeketébb	lɛkfɛkɛteːbː
legfeledhetőbb	lɛkfɛlɛthɛtøːbː
legfeledékenyebb	lɛkfɛlɛdeːkɛɲɛbː
legfelejthetetlenebb	lɛkfɛlɛjthɛtɛtlɛnɛbː
legfelejthetőbb	lɛkfɛlɛjthɛtøːbː
legfelelősebb	lɛkfɛlɛløːʃɛbː
legfelelőtlenebb	lɛkfɛlɛløːtlɛnɛbː
legfeleslegesebb	lɛkfɛlɛʃlɛɡɛʃɛbː
legfeleslegesebben	lɛkfɛlɛʃlɛɡɛʃɛbːɛn
legfelhasználóbarátabb	lɛkfɛlɦɒsnaːloːbɒraːtɒbː
legfelháborítóbb	lɛkfɛlɦaːboriːtoːbː
legfelhősebb	lɛkfɛlɦøːʃɛbː
legfelhőtlenebb	lɛkfɛlɦøːtlɛnɛbː
legfelismerhetetlenebb	lɛkfɛliʃmɛrɦɛtɛtlɛnɛbː
legfelismerhetőbb	lɛkfɛliʃmɛrɦɛtøːbː
legfeljebb	lɛkfɛjːɛbː
legfelkavaróbb	lɛkfɛlkɒvɒroːbː
legfelkészültebb	lɛkfɛlkeːsyltɛbː
legfelnőttebb	lɛkfɛlnøːtːɛbː
legfelszínesebb	lɛkfɛlsiːnɛʃɛbː
legfelségesebb	lɛkfɛlʃeːɡɛʃɛbː
legfelső	lɛkfɛlʃøː
legfelsőbb	lɛkfɛlʃøːbː
legfeltételesebb	lɛkfɛlteːtɛlɛʃɛbː
legfeltűnőbb	lɛkfɛltyːnøːbː
legfelületesebb	lɛkfɛlylɛtɛʃɛbː
legfeneketlenebb	lɛkfɛnɛkɛtlɛnɛbː
legfenntarthatóbb	lɛkfɛntɒrthɒtoːbː
legfenségesebb	lɛkfɛnʃeːɡɛʃɛbː
legfenyegetőbb	lɛkfɛɲɛɡɛtøːbː
legfergetegesebb	lɛkfɛrɡɛtɛɡɛʃɛbː
legfertőzöttebb	lɛkfɛrtøːzøtːɛbː
legfertőzőbb	lɛkfɛrtøːzøːbː
legfestőibb	lɛkfɛʃtøːjibː
legfesztelenebb	lɛkfɛstɛlɛnɛbː
legfeszélyezőbb	lɛkfɛseːjɛzøːbː
legfeszültebb	lɛkfɛsyltɛbː
legfeszültebben	lɛkfɛsyltɛbːɛn
legfiatalabb	lɛkfijɒtɒlɒbː
legfigyelemreméltóbb	lɛkfiɟɛlɛmrɛmeːltoːbː
legfigyelmesebb	lɛkfiɟɛlmɛʃɛbː
legfigyelmetlenebb	lɛkfiɟɛlmɛtlɛnɛbː
legfigyelmeztetőbb	lɛkfiɟɛlmɛstɛtøːbː
legfiktívebb	lɛkfiktiːvɛbː
legfincsibb	lɛkfint͡ʃibː
legfinomabb	lɛkfinomɒbː
legfluoreszkálóbb	lɛkfluorɛskaːloːbː
legfogyóbb	lɛkfoɟoːbː
legfogékonyabb	lɛkfoɡeːkoɲɒbː
legfogékonyabban	lɛkfoɡeːkoɲɒbːɒn
legfojtottabb	lɛkfojtotːɒbː
legfokozatosabb	lɛkfokozɒtoʃɒbː
legfokozatosabban	lɛkfokozɒtoʃɒbːɒn
legfokozottabb	lɛkfokozotːɒbː
legfoltosabb	lɛkfoltoʃɒbː
legfolyamatosabb	lɛkfojɒmɒtoʃɒbː
legfolyamatosabban	lɛkfojɒmɒtoʃɒbːɒn
legfolytonosabban	lɛkfojtonoʃɒbːɒn
legfolyékonyabb	lɛkfojeːkoɲɒbː
legfolyékonyabban	lɛkfojeːkoɲɒbːɒn
legfolyósabb	lɛkfojoːʃɒbː
legfontosabb	lɛkfontoʃɒbː
legforradalmibb	lɛkforːɒdɒlmibː
legforróbb	lɛkforːoːbː
legfortélyosabb	lɛkforteːjoʃɒbː
legfotogénebb	lɛkfotoɡeːnɛbː
legfrenetikusabb	lɛkfrɛnɛtikuʃɒbː
legfrissebb	lɛkfriʃːɛbː
legfrissítőbb	lɛkfriʃːiːtøːbː
legfurcsább	lɛkfurt͡ʃaːbː
legfurfangosabb	lɛkfurfɒŋɡoʃɒbː
legfurább	lɛkfuraːbː
legfájdalmasabb	lɛkfaːjdɒlmɒʃɒbː
legfájdalmasabban	lɛkfaːjdɒlmɒʃɒbːɒn
legfájóbb	lɛkfaːjoːbː
legfáradhatatlanabb	lɛkfaːrɒthɒtɒtlɒnɒbː
legfáradhatatlanabbak	lɛkfaːrɒthɒtɒtlɒnɒbːɒk
legfáradhatatlanabbnak	lɛkfaːrɒthɒtɒtlɒnɒbnɒk
legfáradtabb	lɛkfaːrɒtːɒbː
legfárasztóbb	lɛkfaːrɒstoːbː
legfásultabb	lɛkfaːʃultɒbː
legféktelenebb	lɛkfeːktɛlɛnɛbː
legfélrevezetőbb	lɛkfeːrːɛvɛzɛtøːbː
legfélénkebb	lɛkfeːleːŋkɛbː
legfémesebb	lɛkfeːmɛʃɛbː
legfényesebb	lɛkfeːɲɛʃɛbː
legférfiasabb	lɛkfeːrfijɒʃɒbː
legfésületlenebb	lɛkfeːʃylɛtlɛnɛbː
legföldesebb	lɛkføldɛʃɛbː
legföljebb	lɛkføjːɛbː
legförtelmesebb	lɛkførtɛlmɛʃɛbː
legfösvényebb	lɛkføʃveːɲɛbː
legfüggetlenebb	lɛkfyɡːɛtlɛnɛbː
legfüggőbb	lɛkfyɡːøːbː
legfülbemászóbb	lɛkfylbɛmaːsoːbː
legfürgébb	lɛkfyrɡeːbː
legfőbb	lɛkføːbː
legfőképpen	lɛkføːkeːpːɛn
legfőttebb	lɛkføːtːɛbː
legfűszeresebb	lɛkfyːsɛrɛʃɛbː
leggarantáltabb	lɛɡːɒrɒntaːltɒbː
leggazdagabb	lɛɡːɒzdɒɡɒbː
leggazdaságosabb	lɛɡːɒzdɒʃaːɡoʃɒbː
leggennyesebb	lɛɡːɛɲːɛʃɛbː
leggiccsesebb	lɛɡːit͡ʃːɛʃɛbː
leggigászibb	lɛɡːiɡaːsibː
leggondatlanabb	lɛɡːondɒtlɒnɒbː
leggondosabb	lɛɡːondoʃɒbː
leggondozottabb	lɛɡːondozotːɒbː
leggondtalanabb	lɛɡːontɒlɒnɒbː
leggondtalanabbul	lɛɡːontɒlɒnɒbːul
leggondterheltebb	lɛɡːontɛrɦɛltɛbː
leggonoszabb	lɛɡːonosɒbː
leggorombább	lɛɡːorombaːbː
