ͷ	t͡sʼ
τιμωρία	tiːmɔːríaː
τιμωρίαι	timoria
τιμωρίαι	timorie
τιμωρίαι	timoriɛ
τιμωρίαι	tiːmɔːríai̯
τιμωρίαι	tiːmɔːríaːi̯
τιμωρίαισ	timories
τιμωρίαισ	timoriɛs
τιμωρίαισ	tiːmɔːríai̯s
τιμωρίαν	timorian
τιμωρίαν	tiːmɔːríaːn
τιμωρίασ	timorias
τιμωρίασ	tiːmɔːríaːs
τιμωριῶν	timorion
τιμωριῶν	tiːmɔːriɔ̂ːn
τιμωρόσ	timoros
τιμωρόσ	tiːmɔːrós
τιμόδημοσ	timodemos
τιμόδημοσ	timoðimos
τιμόδημοσ	tiːmódɛːmos
τιμόθεοσ	timotʰɛos
τιμόθεοσ	timoθeos
τιμόθεοσ	tiːmótʰeos
τιμόξενοσ	timoksenos
τιμόξενοσ	timoksɛnos
τιμόξενοσ	tiːmóksenos
τιν'	tin
τινά	tina
τινά	tiná
τινάσ	tinas
τινάσ	tinás
τινέσ	tines
τινέσ	tinés
τινέσ	tinɛs
τινί	tini
τινί	tiní
τινα	tina
τινασ	tinas
τινεσ	tines
τινεσ	tinɛs
τινθόσ	tintʰos
τινθόσ	tintʰós
τινθόσ	tinθos
τινῶν	tinon
τινῶν	tinɔ̂ːn
τινων	tinon
τινων	tinɔːn
τινόσ	tinos
τινόσ	tinós
τιρίβαζοσ	tiribazos
τιρίβαζοσ	tirivazos
τιρίβαζοσ	tiriβazos
τιρίβαζοσ	tiríbazdos
τιριδάτησ	tiridates
τιριδάτησ	tiriðatis
τιριδάτησ	tiːridǎːtɛːs
τισ	tis
τισάμενοσ	tisamenos
τισάμενοσ	tisamɛnos
τισάμενοσ	tisámenos
τισάμενοσ	tiːsámenos
τισί	tisi
τισί	tisí
τισίασ	tisias
τισίασ	tiːsíaːs
τισαμενόσ	tisamenos
τισαμενόσ	tisamɛnos
τισαμενόσ	tiːsamenós
τισσαφέρνει	tisaferni
τισσαφέρνει	tissaferni
τισσαφέρνει	tissapʰérneː
τισσαφέρνει	tissapʰɛrni
τισσαφέρνει	tissaɸerni
τισσαφέρνην	tisafernin
τισσαφέρνην	tissafernin
τισσαφέρνην	tissapʰérnɛːn
τισσαφέρνην	tissapʰɛrnen
τισσαφέρνην	tissaɸernin
τισσαφέρνησ	tisafernis
τισσαφέρνησ	tissafernis
τισσαφέρνησ	tissapʰérnɛːs
τισσαφέρνησ	tissapʰɛrnes
τισσαφέρνησ	tissaɸernis
τισσαφέρνου	tisafernu
τισσαφέρνου	tissafernu
τισσαφέρνου	tissapʰérnoː
τισσαφέρνου	tissapʰɛrnu
τισσαφέρνου	tissaɸernu
τισσαφέρνουσ	tisafernus
τισσαφέρνουσ	tissafernus
τισσαφέρνουσ	tissapʰérnoːs
τισσαφέρνουσ	tissapʰɛrnus
τισσαφέρνουσ	tissaɸernus
τιτάν	titan
τιτάν	tiːtǎːn
τιτάνη	titane
τιτάνη	titani
τιτάνη	titánɛː
τιτάνων	titanon
τιτάνων	tiːtǎːnɔːn
τιτίσ	titis
τιτίσ	tiːtís
τιτᾶνα	titana
τιτᾶνα	tiːtâːna
τιτᾶνασ	titanas
τιτᾶνασ	tiːtâːnas
τιτᾶνεσ	titanes
τιτᾶνεσ	titanɛs
τιτᾶνεσ	tiːtâːnes
τιτᾶνοσ	titanos
τιτᾶνοσ	tiːtâːnos
τιτανίσ	titanis
τιτανίσ	tiːtaːnís
τιτανομαχία	titanomakʰia
τιτανομαχία	titanomaxia
τιτανομαχία	titanomaçia
τιτανομαχία	tiːtaːnomakʰíaː
τιταρήσιοσ	titaresios
τιταρήσιοσ	titarisios
τιταρήσιοσ	titarɛ̌ːsios
τιτθόσ	tittʰos
τιτθόσ	titθos
τιτθόσ	titʰtʰós
τιτρώσκω	titrosko
τιτρώσκω	titrɔ̌ːskɔː
τιττυβίζω	titivizo
τιττυβίζω	tittybizo
τιττυβίζω	tittybízdɔː
τιττυβίζω	tittyvizo
τιττυβίζω	tittyβizo
τιτυόσ	titios
τιτυόσ	tityos
τιτυόσ	tityós
τιτύρινοσ	titirinos
τιτύρινοσ	tityrinos
τιτύρινοσ	tiːtýrinos
τιτύσκετο	titisceto
τιτύσκετο	titysceto
τιτύσκετο	titysketo
τιτύσκετο	tityskɛto
τιτύσκετο	titýsketo
τιτύσκομαι	titiskome
τιτύσκομαι	tityskome
τιτύσκομαι	tityskomɛ
τιτύσκομαι	titýskomai̯
τλήμων	tlemon
τλήμων	tlimon
τλήμων	tlɛ̌ːmɔːn
τληπόλεμοσ	tlepolɛmos
τληπόλεμοσ	tlipolemos
τληπόλεμοσ	tlɛːpólemos
τλώσ	tlos
τλώσ	tlɔ̌ːs
τμήμασι	tmemasi
τμήμασι	tmimasi
τμήμασι	tmɛ̌ːmasi
τμήμασιν	tmemasin
τμήμασιν	tmimasin
τμήμασιν	tmɛ̌ːmasin
τμήματα	tmemata
τμήματα	tmimata
τμήματα	tmɛ̌ːmata
τμήματε	tmematɛ
τμήματε	tmimate
τμήματε	tmɛ̌ːmate
τμήματι	tmemati
τμήματι	tmimati
τμήματι	tmɛ̌ːmati
τμήματοσ	tmematos
τμήματοσ	tmimatos
τμήματοσ	tmɛ̌ːmatos
τμῆμα	tmema
τμῆμα	tmima
τμῆμα	tmɛ̂ːma
τμῆσισ	tmesis
τμῆσισ	tmisis
τμῆσισ	tmɛ̂ːsis
τμημάτοιν	tmematyn
τμημάτοιν	tmimatin
τμημάτοιν	tmimatyn
τμημάτοιν	tmɛːmátoi̯n
τμημάτων	tmematon
τμημάτων	tmimaton
τμημάτων	tmɛːmátɔːn
τμῶλοσ	tmolos
τμῶλοσ	tmɔ̂ːlos
τοί	ti
τοί	ty
τοί	tǒi̯
τοίη	tii
τοίη	tye
τοίη	tyi
τοίη	tǒi̯ɛː
τοίηι	tii
τοίηι	tye
τοίηι	tyi
τοίηι	tǒi̯ɛːi̯
τοίην	tiin
τοίην	tyen
τοίην	tyin
τοίην	tǒi̯ɛːn
τοίησ	tiis
τοίησ	tyes
τοίησ	tyis
τοίησ	tǒi̯ɛːs
τοίοισι	tiisi
τοίοισι	tyysi
τοίοισι	tǒi̯oi̯si
τοίοισιν	tiisin
τοίοισιν	tyysin
τοίοισιν	tǒi̯oi̯sin
τοίου	tiu
τοίου	tyu
τοίου	tǒi̯oː
τοίω	tio
τοίω	tyo
τοίω	tǒi̯ɔː
τοίωι	tio
τοίωι	tyo
τοίωι	tǒi̯ɔːi̯
τοίων	tion
τοίων	tyon
τοίων	tǒi̯ɔːn
τοι	ti
τοι	toi̯
τοι	ty
τοῖ'	ti
τοῖ'	ty
τοῖ'	tôi̯
τοῖα	tia
τοῖα	tya
τοῖα	tôi̯a
τοῖαι	tie
τοῖαι	tye
τοῖαι	tyɛ
τοῖαι	tôi̯ai̯
τοῖιν	tiin
τοῖιν	tyin
τοῖιν	tôi̯in
τοῖν	tin
τοῖν	tyn
τοῖν	tôi̯n
τοῖνδε	tinde
τοῖνδε	tynde
τοῖνδε	tyndɛ
τοῖνδε	tôi̯nde
τοῖο	tio
τοῖο	tyo
τοῖο	tôi̯o
τοῖοι	tii
τοῖοι	tyy
τοῖοι	tôi̯oi̯
τοῖον	tion
τοῖον	tyon
τοῖον	tôi̯on
τοῖοσ	tios
τοῖοσ	tyos
τοῖοσ	tôi̯os
τοῖσ	tis
τοῖσ	tys
τοῖσ	tôi̯s
τοῖσδε	tizðe
τοῖσδε	tyzdɛ
τοῖσδε	tyzðe
τοῖσδε	tôi̯zde
τοῖσι	tisi
τοῖσι	tysi
τοῖσι	tôi̯si
τοῖσιν	tisin
τοῖσιν	tysin
τοῖσιν	tôi̯sin
τοῖχοσ	tixos
τοῖχοσ	tykʰos
τοῖχοσ	tyxos
τοῖχοσ	tôi̯kʰos
τοιάδε	tiaðe
τοιάδε	toi̯áde
τοιάδε	toi̯ǎːde
τοιάδε	tyadɛ
τοιάδε	tyaðe
τοιάνδε	tiande
τοιάνδε	toi̯ǎːnde
τοιάνδε	tyande
τοιάνδε	tyandɛ
τοιάσδε	tiazðe
τοιάσδε	toi̯ǎːzde
τοιάσδε	tyazdɛ
τοιάσδε	tyazðe
τοιᾶιδε	tiaðe
τοιᾶιδε	toi̯âːi̯de
τοιᾶιδε	tyadɛ
τοιᾶιδε	tyaðe
τοιᾶσδε	tiazðe
τοιᾶσδε	toi̯âːzde
τοιᾶσδε	tyazdɛ
τοιᾶσδε	tyazðe
τοιαίδε	tieðe
τοιαίδε	toi̯ǎi̯de
τοιαίδε	tyeðe
τοιαίδε	tyɛdɛ
τοιαίδε	tyɛðe
τοιαῖσδε	tiezðe
τοιαῖσδε	toi̯âi̯zde
τοιαῖσδε	tyezðe
τοιαῖσδε	tyɛzdɛ
τοιαῖσδε	tyɛzðe
τοιαῦτα	tiafta
τοιαῦτα	toi̯âu̯ta
τοιαῦτα	tyafta
τοιαῦτα	tyaɸta
τοιαῦτα	tyaʍta
τοιαῦται	tiafte
τοιαῦται	toi̯âu̯tai̯
τοιαῦται	tyafte
τοιαῦται	tyaɸtɛ
τοιαῦται	tyaʍtɛ
τοιαύταισ	tiaftes
τοιαύταισ	toi̯ǎu̯tai̯s
τοιαύταισ	tyaftes
τοιαύταισ	tyaɸtɛs
τοιαύταισ	tyaʍtɛs
τοιαύτασ	tiaftas
τοιαύτασ	toi̯ǎu̯taːs
τοιαύτασ	tyaftas
τοιαύτασ	tyaɸtas
τοιαύτασ	tyaʍtas
τοιαύτη	tiafti
τοιαύτη	toi̯ǎu̯tɛː
τοιαύτη	tyafti
τοιαύτη	tyaɸti
τοιαύτη	tyaʍte
τοιαύτηι	tiafti
τοιαύτηι	toi̯ǎu̯tɛːi̯
τοιαύτηι	tyafti
τοιαύτηι	tyaɸti
τοιαύτηι	tyaʍte
τοιαύτην	tiaftin
τοιαύτην	toi̯ǎu̯tɛːn
τοιαύτην	tyaftin
τοιαύτην	tyaɸtin
τοιαύτην	tyaʍten
τοιαύτησ	tiaftis
τοιαύτησ	toi̯ǎu̯tɛːs
τοιαύτησ	tyaftis
τοιαύτησ	tyaɸtis
τοιαύτησ	tyaʍtes
τοιγάρ	tiɣar
τοιγάρ	toi̯ɡár
τοιγάρ	tyɡar
τοιγάρ	tyɣar
τοιοίδε	tiiðe
τοιοίδε	toi̯ǒi̯de
τοιοίδε	tyydɛ
τοιοίδε	tyyðe
τοιοῖσδε	tiizðe
τοιοῖσδε	toi̯ôi̯zde
τοιοῖσδε	tyyzdɛ
τοιοῖσδε	tyyzðe
τοιοῦδε	tiuðe
τοιοῦδε	toi̯ôːde
τοιοῦδε	tyudɛ
τοιοῦδε	tyuðe
τοιοῦτο	tiuto
τοιοῦτο	toi̯ôːto
τοιοῦτο	tyuto
τοιοῦτοι	tiuti
τοιοῦτοι	toi̯ôːtoi̯
τοιοῦτοι	tyuty
τοιοῦτον	tiuton
τοιοῦτον	toi̯ôːton
τοιοῦτον	tyuton
τοιοῦτοσ	tiutos
τοιοῦτοσ	toi̯ôːtos
τοιοῦτοσ	tyutos
τοιούσδε	tiuzðe
τοιούσδε	toi̯ǒːzde
τοιούσδε	tyuzdɛ
τοιούσδε	tyuzðe
τοιούτοιν	tiutin
τοιούτοιν	toi̯ǒːtoi̯n
τοιούτοιν	tyutyn
τοιούτοισ	tiutis
τοιούτοισ	toi̯ǒːtoi̯s
τοιούτοισ	tyutys
τοιούτου	tiutu
τοιούτου	toi̯ǒːtoː
τοιούτου	tyutu
τοιούτουσ	tiutus
τοιούτουσ	toi̯ǒːtoːs
τοιούτουσ	tyutus
τοιούτω	tiuto
τοιούτω	toi̯ǒːtɔː
τοιούτω	tyuto
τοιούτωι	tiuto
τοιούτωι	toi̯ǒːtɔːi̯
τοιούτωι	tyuto
τοιούτων	tiuton
τοιούτων	toi̯ǒːtɔːn
τοιούτων	tyuton
τοιῶιδε	tioðe
τοιῶιδε	toi̯ɔ̂ːi̯de
τοιῶιδε	tyodɛ
τοιῶιδε	tyoðe
τοιῶνδε	tionde
τοιῶνδε	toi̯ɔ̂ːnde
τοιῶνδε	tyonde
τοιῶνδε	tyondɛ
τοιόνδε	tionde
τοιόνδε	toi̯ónde
τοιόνδε	tyonde
τοιόνδε	tyondɛ
τοιόσδε	tiozðe
τοιόσδε	toi̯ózde
τοιόσδε	tyozdɛ
τοιόσδε	tyozðe
τοκήων	tocion
τοκήων	tokeon
τοκήων	tokion
τοκήων	tokɛ̌ːɔːn
τοκεύσ	tocefs
τοκεύσ	tokeɸs
τοκεύσ	tokeʍs
τοκεύσ	tokěu̯s
τοκῆεσ	tocies
τοκῆεσ	tokeɛs
τοκῆεσ	tokies
τοκῆεσ	tokɛ̂ːes
τολμάω	tolmao
τολμάω	tolmáɔː
τολμίδησ	tolmides
τολμίδησ	tolmiðis
τολμίδησ	tolmídɛːs
τολμηρόσ	tolmeros
τολμηρόσ	tolmiros
τολμηρόσ	tolmɛːrós
τολούμνιοσ	tolumnios
τολούμνιοσ	tolǒːmnios
τολύπη	tolipi
τολύπη	tolype
τολύπη	tolypi
τολύπη	tolýpɛː
τομάριον	tomarion
τομάριον	tomárion
τομή	tome
τομή	tomi
τομή	tomɛ̌ː
τομόσ	tomos
τομόσ	tomós
τοξεύσ	toksefs
τοξεύσ	tokseɸs
τοξεύσ	tokseʍs
τοξεύσ	toksěu̯s
τοξικόσ	toksikos
τοξικόσ	toksikós
τοξοθήκη	toksotʰeke
τοξοθήκη	toksotʰɛ̌ːkɛː
τοξοθήκη	toksoθici
τοξοθήκη	toksoθiki
τοξοτῶν	toksoton
τοξοτῶν	toksotɔ̂ːn
τοξόθ'	toksotʰ
τοξόθ'	toksoθ
τοξόθ'	toksótʰ
τοξότ'	toksot
τοξότ'	toksót
τοξότα	toksota
τοξότα	toksóta
τοξόται	toksote
τοξόται	toksotɛ
τοξόται	toksótai̯
τοξόταισ	toksotes
τοξόταισ	toksotɛs
τοξόταισ	toksótai̯s
τοξότασ	toksotas
τοξότασ	toksótaːs
τοξότηι	toksote
τοξότηι	toksoti
τοξότηι	toksótɛːi̯
τοξότην	toksoten
τοξότην	toksotin
τοξότην	toksótɛːn
τοξότησ	toksotes
τοξότησ	toksotis
τοξότησ	toksótɛːs
τοξότου	toksotu
τοξότου	toksótoː
τοπεῖον	topion
τοπεῖον	topêːon
τοπικόσ	topikos
τοπικόσ	topikós
τοπογράφοσ	topoɡrapʰos
τοπογράφοσ	topoɡrápʰos
τοπογράφοσ	topoɣrafos
τοπογράφοσ	topoɣraɸos
τοπογραφία	topoɡrapʰia
τοπογραφία	topoɡrapʰíaː
τοπογραφία	topoɣrafia
τοπογραφία	topoɣraɸia
τορέται	torete
τορέται	toretɛ
τορέται	torétai̯
τορέται	torɛtɛ
τορέω	toreo
τορέω	toréɔː
τορέω	torɛo
τορκούατοσ	torkuatos
τορκούατοσ	torkǒːaːtos
τορόσ	toros
τορόσ	torós
τορύνη	torini
τορύνη	toryne
τορύνη	toryni
τορύνη	tory̌ːnɛː
τορώνη	torone
τορώνη	toroni
τορώνη	torɔ̌ːnɛː
τοσάδε	tosadɛ
τοσάδε	tosaðe
τοσάδε	tosáde
τοσάδε	tosǎːde
τοσάσδε	tosazdɛ
τοσάσδε	tosazðe
τοσάσδε	tosǎːzde
τοσήδε	tosedɛ
τοσήδε	tosiðe
τοσήδε	tosɛ̌ːde
τοσήνδε	tosendɛ
τοσήνδε	tosinde
τοσήνδε	tosɛ̌ːnde
τοσαίδε	toseðe
τοσαίδε	tosǎi̯de
τοσαίδε	tosɛdɛ
τοσαίδε	tosɛðe
τοσαῖσδε	tosezðe
τοσαῖσδε	tosâi̯zde
τοσαῖσδε	tosɛzdɛ
τοσαῖσδε	tosɛzðe
τοσαῦτα	tosafta
τοσαῦτα	tosaɸta
τοσαῦτα	tosaʍta
τοσαῦτα	tosâu̯ta
τοσῆιδε	tosedɛ
τοσῆιδε	tosiðe
τοσῆιδε	tosɛ̂ːi̯de
τοσῆσδε	tosezdɛ
τοσῆσδε	tosizðe
τοσῆσδε	tosɛ̂ːzde
τοσοίδε	tosiðe
τοσοίδε	tosydɛ
τοσοίδε	tosyðe
τοσοίδε	tosǒi̯de
τοσοῖσδε	tosizðe
τοσοῖσδε	tosyzdɛ
τοσοῖσδε	tosyzðe
τοσοῖσδε	tosôi̯zde
τοσοῦδε	tosudɛ
τοσοῦδε	tosuðe
τοσοῦδε	tosôːde
τοσοῦτον	tosuton
τοσοῦτον	tosôːton
τοσοῦτοσ	tosutos
τοσοῦτοσ	tosôːtos
τοσούσδε	tosuzdɛ
τοσούσδε	tosuzðe
τοσούσδε	tosǒːzde
τοσούτουσ	tosutus
τοσούτουσ	tosǒːtoːs
τοσῶιδε	tosodɛ
τοσῶιδε	tosoðe
τοσῶιδε	tosɔ̂ːi̯de
τοσῶνδε	tosonde
τοσῶνδε	tosondɛ
τοσῶνδε	tosɔ̂ːnde
τοσόνδε	tosonde
τοσόνδε	tosondɛ
τοσόνδε	tosónde
τοσόσδε	tosozdɛ
τοσόσδε	tosozðe
τοσόσδε	tosózde
τοὔνεκ'	tunek
τοὔνεκ'	tunɛk
τοὔνεκ'	tǒːnek
τοὔνεκα	tuneka
τοὔνεκα	tunɛka
τοὔνεκα	tǒːneka
τοὔνομα	tunoma
τοὔνομα	tǒːnoma
τοὐναντίον	toːnantíon
τοὐναντίον	tunandion
τοὐναντίον	tunantion
τοῦ	tu
τοῦ	tôː
τοῦδ'	tud
τοῦδ'	tuð
τοῦδ'	tôːd
τοῦδε	tudɛ
τοῦδε	tuðe
τοῦδε	tôːde
τοῦσκλον	tusklon
τοῦσκλον	tôːsklon
τοῦτ'	tut
τοῦτ'	tôːt
τοῦτο	tuto
τοῦτο	tôːto
τοῦτον	tuton
τοῦτον	tôːton
τουσκλᾶνοσ	toːsklâːnos
τουσκλᾶνοσ	tusklanos
τούλλιοσ	tulios
τούλλιοσ	tullios
τούλλιοσ	tǒːllios
τούσ	tus
τούσ	tǒːs
τούσδε	tuzdɛ
τούσδε	tuzðe
τούσδε	tǒːzde
τούτοιν	tutin
τούτοιν	tutyn
τούτοιν	tǒːtoi̯n
τούτοισ	tutis
τούτοισ	tutys
τούτοισ	tǒːtoi̯s
τούτου	tutu
τούτου	tǒːtoː
τούτουσ	tutus
τούτουσ	tǒːtoːs
τούτω	tuto
τούτω	tǒːtɔː
τούτωι	tuto
τούτωι	tǒːtɔːi̯
τούτων	tuton
τούτων	tǒːtɔːn
τράγαινα	traɡɛna
τράγαινα	traɣɛna
τράγαινα	traʝena
τράγαινα	tráɡai̯na
τράγε	traɡɛ
τράγε	traɣe
τράγε	traʝe
τράγε	tráɡe
τράγημα	traɡema
τράγημα	traɣima
τράγημα	traʝima
τράγημα	tráɡɛːma
τράγινοσ	traɡinos
τράγινοσ	traɣinos
τράγινοσ	traʝinos
τράγινοσ	tráɡinos
τράγιον	traɡion
τράγιον	traɣion
τράγιον	traʝion
τράγιον	tráɡion
τράγοι	traɡy
τράγοι	traɣy
τράγοι	traʝi
τράγοι	traʝy
τράγοι	tráɡoi̯
τράγοσ	traɡos
τράγοσ	traɣos
τράγοσ	tráɡos
τράκτον	trakton
τράκτον	trákton
τράλλεισ	tralis
τράλλεισ	trallis
τράλλεισ	trálleːs
τράμπισ	trambis
τράμπισ	trampis
τράμπισ	trámpis
τράπεζα	trapeza
τράπεζα	trapɛza
τράπεζα	trápezda
τράπεζαν	trapezan
τράπεζαν	trapɛzan
τράπεζαν	trápezdan
τράριον	trarion
τράριον	trárion
τράφηξ	trafiks
τράφηξ	trapʰeks
τράφηξ	traɸiks
τράφηξ	trápʰɛːks
τράχηλοσ	trakʰelos
τράχηλοσ	traxilos
τράχηλοσ	traçilos
τράχηλοσ	trákʰɛːlos
τράχουροσ	trakʰuros
τράχουροσ	traxuros
τράχουροσ	trǎːkʰoːros
τρέμω	tremo
τρέμω	trémɔː
τρέμω	trɛmo
τρέπομαι	trepome
τρέπομαι	trepomɛ
τρέπομαι	trépomai̯
τρέπομαι	trɛpomɛ
τρέπομεν	trepomen
τρέπομεν	trépomen
τρέπομεν	trɛpomɛn
τρέπονται	treponde
τρέπονται	treponte
τρέπονται	trepontɛ
τρέπονται	trépontai̯
τρέπονται	trɛpontɛ
τρέπω	trepo
τρέπω	trépɔː
τρέπω	trɛpo
τρέφει	trefi
τρέφει	treɸi
τρέφει	trépʰeː
τρέφει	trɛpʰi
τρέφω	trefo
τρέφω	treɸo
τρέφω	trépʰɔː
τρέφω	trɛpʰo
τρέχω	trexo
τρέχω	trékʰɔː
τρέχω	trɛkʰo
τρέω	treo
τρέω	tréɔː
τρέω	trɛo
τρίαινα	triena
τρίαινα	triɛna
τρίαινα	tríai̯na
τρίβανον	tribanon
τρίβανον	trivanon
τρίβανον	triβanon
τρίβανον	tríbanon
τρίβολοσ	tribolos
τρίβολοσ	trivolos
τρίβολοσ	triβolos
τρίβολοσ	tríbolos
τρίβολοσ	trǐːbolos
τρίβοσ	tribos
τρίβοσ	trivos
τρίβοσ	triβos
τρίβοσ	tríbos
τρίβραχυσ	tribrakʰys
τρίβραχυσ	trivraçis
τρίβραχυσ	trivraçys
τρίβραχυσ	triβraxys
τρίβραχυσ	tríbrakʰys
τρίβω	tribo
τρίβω	trivo
τρίβω	triβo
τρίβω	trǐːbɔː
τρίγλη	triɡle
τρίγλη	triɣli
τρίγλη	trǐːɡlɛː
τρίγλυφοσ	triɡlypʰos
τρίγλυφοσ	triɣlifos
τρίγλυφοσ	triɣlyfos
τρίγλυφοσ	triɣlyɸos
τρίγλυφοσ	tríɡlypʰos
τρίγωνον	triɡonon
τρίγωνον	triɣonon
τρίγωνον	tríɡɔːnon
τρίκκη	trici
τρίκκη	trikke
τρίκκη	trikki
τρίκκη	tríkkɛː
τρίμιτοσ	trimitos
τρίμιτοσ	trímitos
τρίναξ	trinaks
τρίναξ	trínaks
τρίποδ'	tripod
τρίποδ'	tripoð
τρίποδ'	trípod
τρίποδα	tripoda
τρίποδα	tripoða
τρίποδα	trípoda
τρίποδασ	tripodas
τρίποδασ	tripoðas
τρίποδασ	trípodas
τρίποδε	tripodɛ
τρίποδε	tripoðe
τρίποδε	trípode
τρίποδι	tripodi
τρίποδι	tripoði
τρίποδι	trípodi
τρίποδοσ	tripodos
τρίποδοσ	tripoðos
τρίποδοσ	trípodos
τρίπολισ	tripolis
τρίπολισ	trípolis
τρίπουσ	tripus
τρίπουσ	trípoːs
τρίσ	tris
τρίσ	trís
τρίσμακαρ	trizmakar
τρίσμακαρ	trízmakar
τρίτοσ	tritos
τρίτοσ	trítos
τρίτων	triton
τρίτων	trǐːtɔːn
τρίφθογγοσ	trifθoŋɡos
τρίφθογγοσ	tripʰtʰoŋɡos
τρίφθογγοσ	triɸθoŋɡos
τρίφθογγοσ	trípʰtʰoŋɡos
τρίφυλλον	trifilon
τρίφυλλον	trifyllon
τρίφυλλον	tripʰyllon
τρίφυλλον	triɸyllon
τρίφυλλον	trípʰyllon
τρίχασ	trikʰas
τρίχασ	trixas
τρίχασ	tríkʰas
τρίχινοσ	trikʰinos
