və	vˈæ
silahdaşlarından	siɫahdaʃɫaɾɯndˈan
silahlanmasında	siɫahɫanmasɯndˈa
sinaqoqun	sinaɡoɡˈun
siniflərində	siniflæɾˈindæ
sinqlın	sinɡɫˈɯn
siqnalını	siɡnaɫɯnˈɯ
sirkulyasiya	sircuɫjˈasia
sobaları	sobaɫaɾˈɯ
sobanın	sobanˈɯn
sonsuzluq	sonsuzɫˈux
sormacının	sormad͡ʒɯnˈɯn
soruşulan	soɾuʃuɫˈan
sosioloqu	sosioɫoɡˈu
soxulur	soxuɫˈur
spektrli	speçtrlˈi
sperma	spermˈa
spirtlərin	spirtlæɾˈin
stilləşdirilmiş	stillæʃdiɾilmˈiʃ
sultani	suɫtanˈi
superinsan	supeɾinsˈan
sxemə	sxˈemæ
sökülərək	sœcylæɾˈæç
söykənirdi	sœjcænirdˈi
söylənilmişdir	sœjlænilmiʃdˈir
söyləyənlər	sœjlæjænlˈær
südündə	sydˈyndæ
süfrəsində	syfræsˈindæ
süzgəcindən	syzɟæd͡ʒindˈæn
sınması	sɯnmasˈɯ
sını	sɯnˈɯ
sıxıcı	sɯxɯd͡ʒˈɯ
sığınmış	sɯɯɯnmˈɯʃ
sığınır	sɯɯɯnˈɯr
səbədən	sæbædˈæn
səddin	sæddˈin
səhabə	sæhˈabæ
səhifəni	sæhifænˈi
səhnəciklər	sæhnæd͡ʒiçlˈær
səhrasının	sæhrasɯnˈɯn
səlləm	sællˈæm
səltənətin	sæltænætˈin
sələfinin	sælæfinˈin
səmtə	sˈæmtæ
sənədini	sænædinˈi
sənətimizin	sænætimizˈin
sənətkara	sænætcaɾˈa
sənətkardır	sænætcardˈɯr
sənətkarlarla	sænætcarɫarɫˈa
sərgilərinin	særɟilæɾinˈin
səriştəsi	sæɾiʃtæsˈi
səsləndirmək	sæslændirmˈæç
səslənib	sæslænˈib
səslərlə	sæslˈærlæ
səsləyirdi	sæslæjirdˈi
səthlərdə	sæthlˈærdæ
səviyyədəki	sævijjædæcˈi
səylərə	sæjlˈæɾæ
tabeliyindədir	tabelijindædˈir
taktikaları	taçticaɫaɾˈɯ
tamaşalardan	tamaʃaɫardˈan
tanklarını	tançɫaɾɯnˈɯ
tanımağı	tanɯmaːˈɯ
tanındığı	tanɯndɯɯˈɯ
tanınırdılar	tanɯnɯrdɯɫˈar
tapmasında	tapmasɯndˈa
taqım	taɡˈɯm
tarixçilərindən	taɾixt͡ʃilæɾindˈæn
tellərinin	tellæɾinˈin
temperaturları	tempeɾaturɫaɾˈɯ
teosof	teosˈof
terrorçulardan	terrort͡ʃuɫardˈan
texnologiyalarından	texnoɫoɟijaɫaɾɯndˈan
tikilməsinin	ticilmæsinˈin
tilləri	tillæɾˈi
tirələr	tiɾælˈær
tirələrindən	tiɾælæɾindˈæn
titulunun	tituɫunˈun
tonlu	tonɫˈu
toplumlar	topɫumɫˈar
topoloji	topoɫoʒˈi
toqquşan	toɡɡuʃˈan
torflu	torfɫˈu
tovuz	tovˈuz
toxumasından	toxumasɯndˈan
toxundu	toxundˈu
toyuğu	tojˈuː
trafiki	traficˈi
translyasiya	transljˈasia
travmalar	travmaɫˈar
treyleri	trejleɾˈi
trilogiya	triɫˈoɟia
trilogiyanın	triɫoɟijanˈɯn
turneyə	turnˈejæ
tutanda	tutandˈa
tutmalar	tutmaɫˈar
tutmayıb	tutmajˈɯb
tutulduqdan	tutuɫduɡdˈan
tutulmayan	tutuɫmajˈan
tökülməsinə	tœcylmæsˈinæ
törəməsidir	tœɾæmæsidˈir
törətmişdir	tœɾætmiʃdˈir
türkcədir	tyrçd͡ʒædˈir
tüstünün	tystynˈyn
təbliğatının	tæblijatɯnˈɯn
tədqiqatla	tædɡiɡatɫˈa
təkaful	tæcafˈuɫ
təki	tæcˈi
təkmilləşmə	tæçmillˈæʃmæ
təkrarladı	tæçrarɫadˈɯ
təlabatı	tæɫabatˈɯ
tələblərdən	tælæblærdˈæn
tələbəni	tælæbænˈi
tələsinə	tælæsˈinæ
təminatından	tæminatɯndˈan
təmizliyə	tæmizlˈijæ
təntənəsi	tæntænæsˈi
təqaüdçüsüdür	tæɡaydt͡ʃysydˈyr
tərifləyən	tæɾiflæjˈæn
tərzli	tærzlˈi
təsdiqlənən	tæsdiɡlænˈæn
təskinlik	tæscinlˈiç
təsəlliverici	tæsælliveɾid͡ʒˈi
təsərrüfatlar	tæsærryfatɫˈar
tətilə	tætˈilæ
təyinatlılar	tæjinatɫɯɫˈar
təyinetmə	tæjinˈetmæ
təyəmmümlə	tæjæmmˈymlæ
təzim	tæzˈim
təəccübləndirir	tææd͡ʒd͡ʒyblændiɾˈir
udulan	uduɫˈan
unudaraq	unudaɾˈax
uzaqlaşa	uzaɡɫaʃˈa
uzatmağa	uzatmˈaː
uzlaşması	uzɫaʃmasˈɯ
uçilişi	ut͡ʃiliʃˈi
vahidin	vahidˈin
valyutaya	vaɫjutajˈa
valın	vaɫˈɯn
vaqe	vaɡˈe
variantdan	vaɾiantdˈan
variantlarından	vaɾiantɫaɾɯndˈan
vaxtki	vaxtcˈi
vağzal	vaːzˈaɫ
veda	vedˈa
velosipedi	veɫosipedˈi
verdiyimiz	verdijimˈiz
verilişlərdə	veɾiliʃlˈærdæ
verilməklə	veɾilmˈæçlæ
verilərdi	veɾilærdˈi
versiyalardan	versijaɫardˈan
videonun	videonˈun
vokalı	vocaɫˈɯ
vulkanizmi	vuɫcanizmˈi
vuruşu	vuɾuʃˈu
vurğulamışdı	vurɣuɫamɯʃdˈɯ
vəhdətindən	væhdætindˈæn
vəl	vˈæl
vərəqləri	væɾæɡlæɾˈi
vərəqələri	væɾæɡælæɾˈi
vətər	vætˈær
xarrat	xarrˈat
xasiyyət	xasijjˈæt
xatırlatmaq	xatɯrɫatmˈax
xoca	xod͡ʒˈa
xolesterinin	xolesteɾinˈin
xoşa	xoʃˈa
xoşbəxtliyini	xoʃbæxtlijinˈi
xoşməramlı	xoʃmæɾamɫˈɯ
xəlifələrin	xælifælæɾˈin
xəlq	xˈælx
xərclərlə	xærd͡ʒlˈærlæ
xəsis	xæsˈis
xətlərə	xætlˈæɾæ
xəyanətə	xæjanˈætæ
yamacındadır	jamad͡ʒɯndadˈɯr
yanaşmağı	janaʃmaːˈɯ
yandırırdılar	jandɯɾɯrdɯɫˈar
yanğında	janɣɯndˈa
yanğınsöndürənlər	janɣɯnsœndyɾænlˈær
yaranmasıdır	jaɾanmasɯdˈɯr
yardımcı	jardɯmd͡ʒˈɯ
yarusda	jaɾusdˈa
yarusun	jaɾusˈun
yarışlardan	jaɾɯʃɫardˈan
yasəmən	jasæmˈæn
yatıra	jatɯɾˈa
yatırır	jatɯɾˈɯr
yaxındırlar	jaxɯndɯrɫˈar
yaxınlaşdırdı	jaxɯnɫaʃdɯrdˈɯ
yaylar	jajɫˈar
yayımlamağa	jajɯmɫamˈaː
yayırdı	jajɯrdˈɯ
yazarlarından	jazarɫaɾɯndˈan
yazdım	jazdˈɯm
yazmasına	jazmasɯnˈa
yazılanlara	jazɯɫanɫaɾˈa
yazıçısının	jazɯt͡ʃɯsɯnˈɯn
yaşlarını	jaʃɫaɾɯnˈɯ
yeməklərini	jemæçlæɾinˈi
yeməyidir	jemæjidˈir
yeməyindən	jemæjindˈæn
yeridilən	jeɾidilˈæn
yerkökü	jercœcˈy
yerləşdirilərək	jerlæʃdiɾilæɾˈæç
yetirildikdən	jet͡siɾildiçdˈæn
yetirmir	jet͡sirmˈir
yetişdirməklə	jet͡siʃdirmˈæçlæ
yivli	jivlˈi
yolverilməzdir	joɫveɾilmæzdˈir
yoxlamalar	joxɫamaɫˈar
yoxluq	joxɫˈux
yumdu	jumdˈu
yumruları	jumruɫaɾˈɯ
yumurtalarının	jumurtaɫaɾɯnˈɯn
yumşaldır	jumʃaɫdˈɯr
yumşaltmaq	jumʃaɫtmˈax
yunancadan	junand͡ʒadˈan
yunundan	junundˈan
yurdlarından	jurdɫaɾɯndˈan
yurdundan	jurdundˈan
yurdunun	jurdunˈun
yöndən	jœndˈæn
yüklərini	jyçlæɾinˈi
yüksəkliyinin	jyçsæçlijinˈin
yüksəldikcə	jyçsældˈiçd͡ʒæ
yüksəltmişdir	jyçsæltmiʃdˈir
yüngüllük	jynɟyllˈyç
zanbaq	zanbˈax
zirvələrində	zirvælæɾˈindæ
zirvələrə	zirvælˈæɾæ
zirək	ziɾˈæç
zövqünün	zœvɡynˈyn
zədəsi	zædæsˈi
zəhərin	zæhæɾˈin
zəhərlənərək	zæhærlænæɾˈæç
zəncirini	zænd͡ʒiɾinˈi
zəncirlə	zænd͡ʒˈirlæ
zərbələrdən	zærbælærdˈæn
Çatak	t͡ʃatˈaç
Çauşesku	t͡ʃauʃescˈu
Çexoslovakiyada	t͡ʃexosɫovacijadˈa
Çiçəklərinin	t͡ʃit͡ʃæçlæɾinˈin
Çjan	t͡ʃʒˈan
Çəkdiyi	t͡ʃæçdijˈi
Ölçüsü	œlt͡ʃysˈy
Örnək	œrnˈæç
Ünvan	ynvˈan
Üstdən	ystdˈæn
ç	t͡ʃˈe
çadırlarda	t͡ʃadɯrɫardˈa
çapından	t͡ʃapɯndˈan
çaqıl	t͡ʃaɡˈɯɫ
çardaq	t͡ʃardˈax
çartlarında	t͡ʃartɫaɾɯndˈa
çatmağın	t͡ʃatmaːˈɯn
çatışmır	t͡ʃatɯʃmˈɯr
çaxması	t͡ʃaxmasˈɯ
çempionlar	t͡ʃempionɫˈar
çevirilir	t͡ʃeviɾilˈir
çexlər	t͡ʃexlˈær
çeşmələr	t͡ʃeʃmælˈær
çimmək	t͡ʃimmˈæç
çincə	t͡ʃˈind͡ʒæ
çiçəklidir	t͡ʃit͡ʃæçlidˈir
çobanyastığı	t͡ʃobanjastɯɯˈɯ
çoxdankı	t͡ʃoxdancˈɯ
çökük	t͡ʃœcˈyç
çöküntütoplanma	t͡ʃœcyntytopɫanmˈa
çırağı	t͡ʃɯɾaːˈɯ
çırpır	t͡ʃɯrpˈɯr
çıxardan	t͡ʃɯxardˈan
çıxardaraq	t͡ʃɯxardaɾˈax
çıxmırdı	t͡ʃɯxmɯrdˈɯ
çıxılır	t͡ʃɯxɯɫˈɯr
çıxıntının	t͡ʃɯxɯntɯnˈɯn
çıxıntısının	t͡ʃɯxɯntɯsɯnˈɯn
çəkilişlərin	t͡ʃæciliʃlæɾˈin
çəkilməklə	t͡ʃæcilmˈæçlæ
çəkişmələrə	t͡ʃæciʃmælˈæɾæ
çəllək	t͡ʃællˈæç
çərçivəsinə	t͡ʃært͡ʃivæsˈinæ
çətinləşdirən	t͡ʃætinlæʃdiɾˈæn
ödənilməsini	œdænilmæsinˈi
ödənməsi	œdænmæsˈi
öhdəliyinə	œhdælijˈinæ
öldülər	œldylˈær
öldürsün	œldyrsˈyn
örnəyi	œrnæjˈi
örtüklərin	œrtyçlæɾˈin
ötürücüsü	œt͡syɾyd͡ʒysˈy
ötürülməsində	œt͡syɾylmæsˈindæ
öyrətmişdi	œjrætmiʃdˈi
özbaşınalığına	œzbaʃɯnaɫɯɯɯnˈa
özülünü	œzylynˈy
özəlliklərindən	œzælliçlæɾindˈæn
ümidlə	ymˈidlæ
ümumrusiya	ymumrˈusia
ünsiyyətdən	ynsijjætdˈæn
üslublarında	ysɫubɫaɾɯndˈa
üzvlüyündən	yzvlyjyndˈæn
üçtərəfli	yt͡ʃtæɾæflˈi
İfaçının	ifat͡ʃɯnˈɯn
İlmələrin	ilmælæɾˈin
İmperiyasından	impeɾijasɯndˈan
İndia	indiˈa
İndiana	indianˈa
İnqliş	inɡlˈiʃ
İnstitutundan	institutundˈan
İrandilli	iɾandillˈi
İrtış	irtˈɯʃ
İrəvandakı	iɾævandacˈɯ
İsaq	isˈax
İsfahanın	isfahanˈɯn
İsgəndəri	isɟændæɾˈi
İskra	isçrˈa
İsmailiyyə	isma͡ɪlˈijjæ
İsraildəki	isra͡ɪldæcˈi
İtkin	itcˈin
İttifaqa	ittifaɡˈa
İzmirin	izmiɾˈin
İçərişəhərin	it͡ʃæɾiʃæhæɾˈin
İşlərin	iʃlæɾˈin
İştvan	iʃtvˈan
Şahbanu	ʃahbanˈu
Şahlar	ʃahɫˈar
Şahverdiyev	ʃahverdijˈev
Şemdinli	ʃemdinlˈi
Şeytanı	ʃejtanˈɯ
Şota	ʃotˈa
Şurasından	ʃuɾasɯndˈan
Şuşanı	ʃuʃanˈɯ
Şəbəkəsinin	ʃæbæcæsinˈin
Şəffaf	ʃæffˈaf
Şəhristani	ʃæhristanˈi
Şərəfli	ʃæɾæflˈi
şairinin	ʃa͡ɪɾinˈin
şanyü	ʃanjˈy
şerin	ʃeɾˈin
şerlərinə	ʃerlæɾˈinæ
şikayətlərini	ʃicajætlæɾinˈi
şirkətlərini	ʃircætlæɾinˈi
ştatlarının	ʃtatɫaɾɯnˈɯn
şuralar	ʃuɾaɫˈar
şəhərlilərin	ʃæhærlilæɾˈin
şəninə	ʃænˈinæ
şərablar	ʃæɾabɫˈar
şərhlərin	ʃærhlæɾˈin
şərə	ʃˈæɾæ
Ədirnəyə	ædirnˈæjæ
Əfqanıstanı	æfɡanɯstanˈɯ
Əfşarın	æfʃaɾˈɯn
Əlahəzrət	æɫahæzrˈæt
Əlihüseyn	ælihysˈejn
Ələkbərli	ælæçbærlˈi
Əmiraslanov	æmiɾasɫanˈov
Əmirli	æmirlˈi
Əmri	æmrˈi
Əməliyyatdan	æmælijjatdˈan
Ərdəbilin	ærdæbilˈin
Ərəbistana	æɾæbistanˈa
Əsərlərin	æsærlæɾˈin
Ətirli	ætirlˈi
Əxi	æxˈi
Əzizağa	æzizˈaː
Əşyaların	æʃjaɫaɾˈɯn
ədən	ædˈæn
əfqanların	æfɡanɫaɾˈɯn
əhatəsinə	æhatæsˈinæ
əhvalatını	æhvaɫatɯnˈɯ
əlaqələndirilə	æɫaɡælændiɾˈilæ
əmirliyinin	æmirlijinˈin
əmirlərdən	æmirlærdˈæn
əmirlərinə	æmirlæɾˈinæ
əmsalına	æmsaɫɯnˈa
əməkdaşlığına	æmæçdaʃɫɯɯɯnˈa
əqrəb	æɡrˈæb
əridilmiş	æɾidilmˈiʃ
əruzun	æɾuzˈun
ərzağı	ærzaːˈɯ
əsarətdən	æsaɾætdˈæn
əsasla	æsasɫˈa
əsaslandırılmışdır	æsasɫandɯɾɯɫmɯʃdˈɯr
ətləri	ætlæɾˈi
ətəyindəki	ætæjindæcˈi
əvvəllərə	ævvællˈæɾæ
əvəzlədi	ævæzlædˈi
əxlaqına	æxɫaɡɯnˈa
əyanı	æjanˈɯ
əyilən	æjilˈæn
əyilərək	æjilæɾˈæç
əylənmək	æjlænmˈæç
əzmkarlıq	æzmcarɫˈɯx
AATB	aˈatb
AD	ˈad
AYB	ˈajb
Abdullazadə	abduɫɫazˈadæ
Adilə	adˈilæ
Age	aɟˈe
Aid	ˈa͡ɪd
Aleksander	aleçsandˈer
Allahu	aɫɫahˈu
Alpout	aɫpoˈut
Altar	aɫtˈar
Alxaslı	aɫxasɫˈɯ
Amara	amaɾˈa
Analiz	analˈiz
Anapa	anapˈa
Anji	anʒˈi
Ansambl	ansˈambl
Antarktidada	antarçtidadˈa
Antil	antˈil
Antiqua	antiɡuˈa
Artemis	artemˈis
Arxivdə	arxˈivdæ
Aslanlı	asɫanɫˈɯ
Assam	assˈam
Assosiasiyasına	assosiasijasɯnˈa
Astagəl	astaɟˈæl
Astek	astˈeç
Astiaqın	astiaɡˈɯn
Attilanın	attiɫanˈɯn
Aybasanlı	ajbasanɫˈɯ
Aylin	ajlˈin
Aylıq	ajɫˈɯx
Ayris	ajrˈis
Ayumu	ajumˈu
Azərbaycanca	azærbajd͡ʒand͡ʒˈa
Ağaxan	aːxˈan
Ağdaşda	aːdaʃdˈa
Aşoka	aʃocˈa
Aşur	aʃˈur
Baasçı	baast͡ʃˈɯ
Baharlının	baharɫɯnˈɯn
Baker	bacˈer
Balakişi	baɫaciʃˈi
Balık	baɫˈɯç
Bana	banˈa
Bantu	bantˈu
Barens	baɾˈens
Basta	bastˈa
Batuma	batumˈa
Batumda	batumdˈa
Bayramova	bajramovˈa
Baysunqur	bajsunɡˈur
Bağda	baːdˈa
Bağçılıq	baːt͡ʃɯɫˈɯx
Bağırzadə	baːɯrzˈadæ
Behbudovun	behbudovˈun
Bekasi	becasˈi
Birjası	birʒasˈɯ
Bitkoin	bitcoˈin
Bizansdan	bizansdˈan
Bluetooth	bɫuetoˈoth
Blum	bɫˈum
Bozalqanlı	bozaɫɡanɫˈɯ
Bratislava	bratisɫavˈa
Bravo	bravˈo
Brno	bˈernˈo
Bruselyozun	bruseljozˈun
Burnun	burnˈun
Burqundiya	burɡˈundia
Böcəklərin	bœd͡ʒæçlæɾˈin
Bölgəsində	bœlɟæsˈindæ
Bərmək	bærmˈæç
California	d͡ʒaliforniˈa
Canada	d͡ʒanadˈa
Central	d͡ʒentrˈaɫ
Ceyranbatan	d͡ʒejranbatˈan
Cəlaləddinin	d͡ʒæɫalæddinˈin
Cəm	d͡ʒˈæm
Dadı	dadˈɯ
Danimarkalı	danimarcaɫˈɯ
Deyvid	dejvˈid
Dinc	dˈind͡ʒ
Dinlər	dinlˈær
Divani	divanˈi
Dişlər	diʃlˈær
Dublində	dublˈindæ
Dumanlı	dumanɫˈɯ
Dünyamalı	dynjamaɫˈɯ
Düşmənlər	dyʃmænlˈær
Dəhşətli	dæhʃætlˈi
Dənizkənarı	dænizcænaɾˈɯ
Dərslik	dærslˈiç
Dəyişkən	dæjiʃcˈæn
Edessa	edessˈa
Ehtiyac	ehtijˈad͡ʒ
Ekoenergetika	ecoenerɟet͡sicˈa
Ekspertlərin	eçspertlæɾˈin
Elio	eliˈo
Elsevər	elsevˈær
Ensiklopediyanın	ensiçɫopedijanˈɯn
Enzo	enzˈo
Epidemiologiya	epidemioɫˈoɟia
Erkin	ercˈin
Estraqon	estraɡˈon
Evanxelista	evanxelistˈa
Eynulla	ejnuɫɫˈa
Eynəkli	ejnæçlˈi
Fakültəsinin	facyltæsinˈin
Farabinin	faɾabinˈin
Fayqi	fajɡˈi
Faza	fazˈa
Fen	fˈen
Fevralda	fevraɫdˈa
Filarmoniyası	fiɫarmonijasˈɯ
Finç	fˈint͡ʃ
Fleminq	flemˈinx
Floyd	fɫˈojd
Forumun	foɾumˈun
FİDE	fidˈe
Fərmana	færmanˈa
GTA	ɟtˈa
Garden	ɟardˈen
Gender	ɟendˈer
Gerb	ɟˈerb
Ghost	ɟhˈost
Gibbs	ɟˈibbs
Gilgilçay	ɟilɟilt͡ʃˈaj
Göydən	ɟœjdˈæn
Gözlənilmədən	ɟœzlænilmædˈæn
Gülarə	ɟyɫˈaɾæ
Güllər	ɟyllˈær
Gülnar	ɟylnˈar
Gümüşü	ɟymyʃˈy
HP	hˌepˈe
Hacallı	had͡ʒaɫɫˈɯ
Hacıyevanın	had͡ʒɯjevanˈɯn
Hakan	hacˈan
Haliç	halˈit͡ʃ
Halley	haɫlˈej
Hamar	hamˈar
Hara	haɾˈa
Havadan	havadˈan
Helikopter	helicoptˈer
Heyan	hejˈan
Heydərqulu	hejdærɡuɫˈu
Heyran	hejrˈan
Heyzenberq	hejzenbˈerx
Hicran	hid͡ʒrˈan
Hicrətin	hid͡ʒrætˈin
Hidayətin	hidajætˈin
Him	hˈim
Hindli	hindlˈi
Holding	hoɫdˈinɟ
Honduras	honduɾˈas
Hoqvartsda	hoɡvartsdˈa
Hospital	hospitˈaɫ
Houvan	houvˈan
Hyu	hjˈu
Hökümə	hœcˈymæ
Hövzənin	hœvzænˈin
Hüceyrədə	hyd͡ʒejrˈædæ
Hüsni	hysnˈi
Həccac	hæd͡ʒd͡ʒˈad͡ʒ
Hələbdə	hælˈæbdæ
Həmd	hˈæmd
Həmdi	hæmdˈi
Hərbçilər	hærbt͡ʃilˈær
Həsənqulu	hæsænɡuɫˈu
Həsənəliağa	hæsænæliˈaː
Həyatını	hæjatɯnˈɯ
Jalə	ʒˈalæ
Jane	ʒanˈe
Jasmin	ʒasmˈin
Jerar	ʒeɾˈar
Jin	ʒˈin
Josef	ʒosˈef
Jr	ʒˌeˈer
June	ʒunˈe
Junior	ʒuniˈor
Kainatı	ca͡ɪnatˈɯ
Kamilə	camˈilæ
Kamünün	camynˈyn
Kanon	canˈon
Kantilyon	cantiljˈon
Kantilyonun	cantiljonˈun
Kapitalın	capitaɫˈɯn
Karaman	caɾamˈan
Karan	caɾˈan
Kaskad	cascˈad
Kings	cˈinɟs
Kiplinq	ciplˈinx
Kitçen	citt͡ʃˈen
Kişinin	ciʃinˈin
Kley	çlˈej
Klipin	çlipˈin
Koko	cocˈo
Kolleksiya	coɫlˈeçsia
Komiks	comˈiçs
Komitədə	comitˈædæ
Komitəsini	comitæsinˈi
Kontakt	contˈaçt
Konvensiyaya	convensijajˈa
Kot	cˈot
Kotor	cotˈor
Kross	çrˈoss
Kubok	cubˈoç
Kuş	cˈuʃ
Könüllülər	cœnyllylˈær
Körfəzdə	cœrfˈæzdæ
Körpüdən	cœrpydˈæn
Kübra	cybrˈa
Kürütökmə	cyɾyt͡sˈœçmæ
Kürək	cyɾˈæç
Kürəkçay	cyɾæçt͡ʃˈaj
Kəbəni	cæbænˈi
Kəhriz	cæhrˈiz
Kəpənəyi	cæpænæjˈi
Kərkicahan	cærcid͡ʒahˈan
LCD	ˌeld͡ʒˌedˈe
LED	lˈed
Laboratoriyada	ɫaboɾatoɾijadˈa
Ladoqa	ɫadoɡˈa
Laqun	ɫaɡˈun
Larson	ɫarsˈon
Latin	ɫatˈin
Lenni	lennˈi
Lens	lˈens
Lessinq	lessˈinx
Levan	levˈan
Liberiya	libˈeɾia
Liderlik	liderlˈiç
Likiya	lˈicia
Lionel	lionˈel
Litvaya	litvajˈa
Liverpulun	liverpuɫˈun
Loran	ɫoɾˈan
Luisin	ɫuisˈin
Lyon	ljˈon
Lüis	lyˈis
MP	ˌempˈe
Mahmudabad	mahmudabˈad
Mahnıların	mahnɯɫaɾˈɯn
Maili	ma͡ɪlˈi
Mais	mˈa͡ɪs
MakGill	mˈaçɟˈill
Makao	macaˈo
Mandela	mandeɫˈa
Marcus	mard͡ʒˈus
Marka	marcˈa
Markiz	marcˈiz
Marlen	marlˈen
Martuni	martunˈi
Material	mateɾiˈaɫ
Matiss	matˈiss
Mayalanmış	majaɫanmˈɯʃ
Mehdiyeva	mehdijevˈa
Mehmanxana	mehmanxanˈa
Mehralı	mehraɫˈɯ
Mera	meɾˈa
Merilend	meɾilˈend
Metamorfik	metamorfˈiç
Mik	mˈiç
Mikloş	miçɫˈoʃ
Mikoyan	micojˈan
Miqel	miɡˈel
Mitra	mitrˈa
Mixaylovna	mixajɫovnˈa
Mişni	miʃnˈi
Molli	moɫlˈi
Monoqrafiyada	monoɡrafijadˈa
Monteskyo	montesçjˈo
Monumental	monumentˈaɫ
Moreno	moɾenˈo
Morning	mornˈinɟ
Morqanın	morɡanˈɯn
Multimedia	muɫtimediˈa
Munk	mˈunç
Muradova	muɾadovˈa
Mübahisəli	mybahisælˈi
Mübarəkə	mybaɾˈæcæ
Müfti	myftˈi
Mühasirənin	myhasiɾænˈin
Mühəqqiq	myhæɡɡˈix
Mütəhhəri	mytæhhæɾˈi
Məbəddə	mæbˈæddæ
Mədəniyyətlərarası	mædænijjætlæɾaɾasˈɯ
Məhmət	mæhmˈæt
Məhəmmədkazım	mæhæmmædcazˈɯm
Məkan	mæcˈan
Məlikşah	mæliçʃˈah
Mələyin	mælæjˈin
Mənbəyini	mænbæjinˈi
Mərhumun	mærhumˈun
Məscidə	mæsd͡ʒˈidæ
Məsudi	mæsudˈi
Mətnin	mætnˈin
Məşhədi	mæʃhædˈi
Naim	nˈa͡ɪm
Nart	nˈart
Nataniel	nataniˈel
Nağıllarda	naːɯɫɫardˈa
Ne	nˈe
Neapolda	neapoɫdˈa
Nehru	nehrˈu
Neon	neˈon
Nerses	nersˈes
Nitqin	nitɡˈin
Nizamidə	nizamˈidæ
Nizamiyyə	nizamˈijjæ
Normativ	normatˈiv
Nottingem	nottinɟˈem
Novorossiysk	novoɾossˈijsç
Nurun	nuɾˈun
Nümayəndələri	nymajændælæɾˈi
Nümunəvi	nymunævˈi
Nəcd	nˈæd͡ʒd
Nəfisi	næfisˈi
Nəinki	næincˈi
Nəql	nˈæɡl
Nəzir	næzˈir
Obyektin	objeçtˈin
Odinin	odinˈin
Ofis	ofˈis
Ogüst	oɟˈyst
Oksfordda	oçsforddˈa
Onkoloji	oncoɫoʒˈi
Oraya	oɾajˈa
Oreqon	oɾeɡˈon
Otuziki	otuzicˈi
Out	oˈut
Ovacık	ovad͡ʒˈɯç
Ovçular	ovt͡ʃuɫˈar
Oxunuşu	oxunuʃˈu
Ozborn	ozbˈorn
Oğru	oːɾˈu
PAŞA	paʃˈa
Paket	pacˈet
Pakistandan	pacistandˈan
Pako	pacˈo
Palata	paɫatˈa
Pallas	paɫɫˈas
Parkları	parçɫaɾˈɯ
Patris	patrˈis
Peace	pead͡ʒˈe
Pensiya	pˈensia
Pepsi	pepsˈi
Perl	pˈerl
Petrovna	petrovnˈa
Peykər	pejcˈær
Pietro	pietrˈo
Piquet	piɡuˈet
Piyalə	pijˈalæ
Pişnamazzadə	piʃnamazzˈadæ
Plato	pɫatˈo
Pliosen	pliosˈen
Poltava	poɫtavˈa
Pozitiv	pozit͡sˈiv
Prado	pradˈo
Primorsk	primˈorsç
Problemin	problemˈin
Prokurorluğunda	procuɾorɫuːndˈa
Proletar	proletˈar
Proqrama	proɡramˈa
Pənahabad	pænahabˈad
Pənahov	pænahˈov
Qabarma	ɡabarmˈa
Qablar	ɡabɫˈar
Qabın	ɡabˈɯn
Qacara	ɡad͡ʒaɾˈa
Qalisiya	ɡalˈisia
Qalxan	ɡaɫxˈan
Qambiya	ɡˈambia
Qansu	ɡansˈu
Qaramanoğulları	ɡaɾamanoːuɫɫaɾˈɯ
Qaratəpə	ɡaɾatˈæpæ
Qardaşların	ɡardaʃɫaɾˈɯn
Qaryağdıoğlu	ɡarjaːdɯoːɫˈu
Qayana	ɡajanˈa
Qayın	ɡajˈɯn
Qoruğunda	ɡoɾuːndˈa
Qoyyanın	ɡojjanˈɯn
Qozlu	ɡozɫˈu
Qubadan	ɡubadˈan
Qullar	ɡuɫɫˈar
Quruluşu	ɡuɾuɫuʃˈu
Qədirli	ɡædirlˈi
Qədirov	ɡædiɾˈov
Qələndər	ɡælændˈær
Qərargahın	ɡæɾarɟahˈɯn
RMS	ˌeɾˌemsˈe
Radiotexnika	radiotexnicˈa
Ramanın	ramanˈɯn
Rao	raˈo
Rasional	rasionˈaɫ
Ratsel	ratsˈel
Raytın	rajtˈɯn
Razinin	razinˈin
Referendum	refeɾendˈum
Rekordlar	recordɫˈar
Rem	rˈem
Remi	remˈi
Ris	rˈis
Rivera	riveɾˈa
Rixard	rixˈard
Robot	robˈot
Romul	romˈuɫ
Ruhla	ruhɫˈa
Rumlunun	rumɫunˈun
Russell	russˈell
Rəbbi	ræbbˈi
Rəhilə	ræhˈilæ
Rəsmən	ræsmˈæn
Saara	saaɾˈa
Saliyerinin	salijeɾinˈin
Salonu	saɫonˈu
Salonun	saɫonˈun
Samquk	samɡˈuç
Samuray	samuɾˈaj
Sana	sanˈa
Sandra	sandrˈa
Sari	saɾˈi
Sarkis	sarcˈis
Saru	saɾˈu
Savoyya	savojjˈa
Saytda	sajtdˈa
Saz	sˈaz
Sağlığında	saːɫɯɯɯndˈa
Se	sˈe
Sehrbaz	sehrbˈaz
Seneka	senecˈa
Senzura	senzuɾˈa
Seydi	sejdˈi
Seyidəli	sejidælˈi
Seylon	sejɫˈon
Seyrək	sejrˈæç
Seçilən	set͡ʃilˈæn
