ա	ɑ
ճաշացուցակ	t͡ʃɑʃɑt͡sʰut͡sʰɑk
ճաշել	t͡ʃɑʃɛl
ճաշկերույթ	t͡ʃɑʃkɛɾujtʰ
ճապոնական	t͡ʃɑpɔnɑkɑn
ճապոնացի	t͡ʃɑpɔnɑt͡sʰi
ճապոներեն	t͡ʃɑpɔnɛɾɛn
ճապոնիա	t͡ʃɑpɔnjɑ
ճապուկ	t͡ʃɑpuk
ճառ	t͡ʃɑr
ճառագայթ	t͡ʃɑrɑɡɑjtʰ
ճավա	t͡ʃɑvɑ
ճավայերեն	t͡ʃɑvɑjɛɾɛn
ճատրակ	t͡ʃɑtɾɑk
ճար	t͡ʃɑɾ
ճարակ	t͡ʃɑɾɑk
ճարահատ	t͡ʃɑɾɑhɑt
ճարահատել	t͡ʃɑɾɑhɑtɛl
ճարահատյալ	t͡ʃɑɾɑhɑtjɑl
ճարահատություն	t͡ʃɑɾɑhɑtutʰjun
ճարահատվել	t͡ʃɑɾɑhɑtvɛl
ճարել	t͡ʃɑɾɛl
ճարմանդ	t͡ʃɑɾmɑnd
ճարպ	t͡ʃɑɾp
ճարպիկ	t͡ʃɑɾpik
ճարտար	t͡ʃɑɾtɑɾ
ճարտարագետ	t͡ʃɑɾtɑɾɑɡɛt
ճարտարագիտական	t͡ʃɑɾtɑɾɑɡitɑkɑn
ճարտարապետ	t͡ʃɑɾtɑɾɑpɛt
ճարտարապետություն	t͡ʃɑɾtɑɾɑpɛtutʰjun
ճարտուկ	t͡ʃɑɾtuk
ճաք	t͡ʃɑkʰ
ճաքած	t͡ʃɑkʰɑt͡s
ճաքել	t͡ʃɑkʰɛl
ճգնաժամ	t͡ʃəkʰnɑʒɑm
ճգնավոր	t͡ʃəkʰnɑvɔɾ
ճե	t͡ʃɛ
ճեղք	t͡ʃɛχkʰ
ճեղքել	t͡ʃɛχkʰɛl
ճեղքում	t͡ʃɛχkʰum
ճեղքվածք	t͡ʃɛχkʰvɑt͡skʰ
ճեղքվել	t͡ʃɛχkʰvɛl
ճեմասրահ	t͡ʃɛmɑsəɾɑh
ճեմել	t͡ʃɛmɛl
ճենապակի	t͡ʃɛnɑpɑki
ճենովա	t͡ʃɛnɔvɑ
ճենովական	t͡ʃɛnɔvɑkɑn
ճենովացի	t͡ʃɛnɔvɑt͡sʰi
ճեպազրույց	t͡ʃɛpɑzəɾujt͡sʰ
ճերմակ	t͡ʃɛɾmɑk
ճերմակություն	t͡ʃɛɾmɑkutʰjun
ճիգ	t͡ʃikʰ
ճիզվիտ	t͡ʃizvit
ճիճ	t͡ʃit͡ʃ
ճիճու	t͡ʃit͡ʃu
ճիմ	t͡ʃim
ճիշտ	t͡ʃiʃt
ճիչ	t͡ʃit͡ʃʰ
ճիպոտ	t͡ʃipɔt
ճիռ	t͡ʃir
ճիվ	t͡ʃiv
ճիտ	t͡ʃit
ճիտք	t͡ʃitkʰ
ճիրան	t͡ʃiɾɑn
ճլեզ	t͡ʃəlɛz
ճկել	t͡ʃəkɛl
ճկույթ	t͡ʃəkujtʰ
ճկուն	t͡ʃəkun
ճկունություն	t͡ʃəkunutʰjun
ճղել	t͡ʃəʁɛl
ճճու	t͡ʃət͡ʃu
ճմլել	t͡ʃəmlɛl
ճմռել	t͡ʃəmrɛl
ճմռթել	t͡ʃəmərtʰɛl
ճյուղ	t͡ʃjuʁ
ճնճղկաբլիթ	t͡ʃənt͡ʃəχkɑbəlitʰ
ճնճղուկ	t͡ʃənt͡ʃəʁuk
ճնշում	t͡ʃənʃum
ճշգրիտ	t͡ʃəʃɡəɾit
ճշգրիտ	t͡ʃəʃɡɾit
ճշգրտել	t͡ʃəʃɡəɾtɛl
ճշմարիտ	t͡ʃəʃmɑɾit
ճշմարտիվ	t͡ʃəʃmɑɾtiv
ճշմարտություն	t͡ʃəʃmɑɾtutʰjun
ճշտիվ	t͡ʃəʃtiv
ճո	t͡ʃəɔ
ճոխ	t͡ʃɔχ
ճոկան	t͡ʃɔkɑn
ճողոպրել	t͡ʃɔʁɔpɾɛl
ճոճ	t͡ʃɔt͡ʃ
ճոճաթոռ	t͡ʃɔt͡ʃɑtʰɔr
ճոճանակ	t͡ʃɔt͡ʃɑnɑk
ճոճել	t͡ʃɔt͡ʃɛl
ճոն	t͡ʃɔn
ճոպան	t͡ʃɔpɑn
ճոռոմ	t͡ʃɔrɔm
ճոռոմաբան	t͡ʃɔrɔmɑbɑn
ճոռոմաբանական	t͡ʃɔrɔmɑbɑnɑkɑn
ճոռոմաբանել	t͡ʃɔrɔmɑbɑnɛl
ճոռոմաբանություն	t͡ʃɔrɔmɑbɑnutʰjun
ճոռոմախոս	t͡ʃɔrɔmɑχɔs
ճոռոմախոսել	t͡ʃɔrɔmɑχɔsɛl
ճոռոմախոսություն	t͡ʃɔrɔmɑχɔsutʰjun
ճորոխ	t͡ʃɔɾɔχ
ճորտ	t͡ʃɔɾt
ճուճուլ	t͡ʃut͡ʃul
ճուճուլիկ	t͡ʃut͡ʃulik
ճումբ	t͡ʃumb
ճուտ	t͡ʃut
ճչալ	t͡ʃət͡ʃʰɑl
ճչել	t͡ʃət͡ʃʰɛl
ճպուռ	t͡ʃəpur
ճռիկ	t͡ʃərik
ճռճռալ	t͡ʃərt͡ʃərɑl
ճվատել	t͡ʃəvɑtɛl
ճտճտալ	t͡ʃətət͡ʃtɑl
ճտպտալ	t͡ʃətpətɑl
ճտվտալ	t͡ʃətvətɑl
ճրագ	t͡ʃəɾɑkʰ
ճրագալույց	t͡ʃəɾɑkʰɑlujt͡sʰ
ճրագու	t͡ʃəɾɑkʰu
մ	mə
մա	mɑ
մագադան	mɑɡɑdɑn
մագաս	mɑɡɑs
մագելան	mɑɡɛlɑn
մագիլ	mɑɡil
մագլցել	mɑɡəlt͡sʰɛl
մագմա	mɑɡmɑ
մագնիս	mɑɡnis
մագնիսականություն	mɑɡnisɑkɑnutʰjun
մադագասկար	mɑdɑɡɑskɑɾ
մադադյան	mɑdɑdjɑn
մադաթ	mɑdɑtʰ
մադաթյան	mɑdɑtʰjɑn
մադիան	mɑdjɑn
մադուրերեն	mɑduɾɛɾɛn
մադրիդ	mɑdɾid
մադրիդյան	mɑdɾidjɑn
մազ	mɑz
մազանոթ	mɑzɑnɔtʰ
մազդեզն	mɑzdɛzən
մազուրկա	mɑzuɾkɑ
մաթեմատիկա	mɑtʰɛmɑtikɑ
մաթեմատիկոս	mɑtʰɛmɑtikɔs
մաթեւոս	mɑtʰɛvɔs
մաթեւոսյան	mɑtʰɛvɔsjɑn
մաթիլ	mɑtʰil
մաթրախ	mɑtʰɾɑχ
մալ	mɑl
մալադեց	mɑlɑdɛt͡sʰ
մալայալամ	mɑlɑjɑlɑm
մալայերեն	mɑlɑjɛɾɛn
մալայզիա	mɑlɑjzjɑ
մալավի	mɑlɑvi
մալարիա	mɑlɑɾjɑ
մալգաշերեն	mɑlɡɑʃɛɾɛn
մալդիվերեն	mɑldivɛɾɛn
մալդիվներ	mɑldivnɛɾ
մալե	mɑlɛ
մալել	mɑlɛl
մալթա	mɑltʰɑ
մալթայերեն	mɑltʰɑjɛɾɛn
մալի	mɑli
մալինա	mɑlinɑ
մալուխ	mɑluχ
մախաթ	mɑχɑtʰ
մախաչկալա	mɑχɑt͡ʃʰkɑlɑ
մախր	mɑχəɾ
մածնաբրդոշ	mɑt͡snɑbəɾtʰɔʃ
մածուկ	mɑt͡suk
մածուն	mɑt͡sun
մածվել	mɑt͡svɛl
մակ	mɑk
մակամորձի	mɑkɑmɔɾd͡zi
մական	mɑkɑn
մականախաղ	mɑkɑnɑχɑʁ
մականուն	mɑkɑnun
մակաշերտ	mɑkɑʃɛɾt
մակարդակ	mɑkɑɾdɑk
մակարոն	mɑkɑɾɔn
մակբայ	mɑkbɑj
մակբայական	mɑkbɑjɑkɑn
մակդիր	mɑkdiɾ
մակեդոնական	mɑkɛdɔnɑkɑn
մակեդոնացի	mɑkɛdɔnɑt͡sʰi
մակեդոներեն	mɑkɛdɔnɛɾɛn
մակեդոնիա	mɑkɛdɔnjɑ
մակերես	mɑkɛɾɛs
մակերիկամ	mɑkɛɾikɑm
մակույկ	mɑkujk
մակրոտնտեսական	mɑkɾɔtəntɛsɑkɑn
մահ	mɑh
մահաբեր	mɑhɑbɛɾ
մահակ	mɑhɑk
մահանա	mɑhɑnɑ
մահանալ	mɑhɑnɑl
մահապատիժ	mɑhɑpɑtiʒ
մահապարտ	mɑhɑpɑɾt
մահարաշտրա	mɑhɑɾɑʃtɾɑ
մահացու	mɑhɑt͡sʰu
մահափորձ	mɑhɑpʰɔɾt͡sʰ
մահաքաղաք	mɑhɑkʰɑʁɑkʰ
մահիկ	mɑhik
մահիճ	mɑhit͡ʃ
մահլա	mɑhlɑ
մահկանացու	mɑhkɑnɑt͡sʰu
մահճակալ	mɑht͡ʃɑkɑl
մահմեդական	mɑhmɛdɑkɑn
մահմեդականություն	mɑhmɛdɑkɑnutʰjun
մահջոնգ	mɑhd͡ʒɔŋɡ
մաղ	mɑʁ
մաղադանոս	mɑʁɑdɑnɔs
մաղարիչ	mɑʁɑɾit͡ʃʰ
մաղել	mɑʁɛl
մաղթանք	mɑχtʰɑŋkʰ
մաղթել	mɑχtʰɛl
մաղձ	mɑʁd͡z
մաճ	mɑt͡ʃ
մաճառ	mɑt͡ʃɑr
մաճար	mɑt͡ʃɑɾ
մամ	mɑm
մամա	mɑmɑ
մամբո	mɑmbɔ
մամելյուկ	mɑmɛljuk
մամիկ	mɑmik
մամլյուք	mɑmljukʰ
մամխենի	mɑmχɛni
մամխի	mɑmχi
մամոնտ	mɑmɔnt
մամուլ	mɑmul
մամուլի	mɑmuli
մամուխ	mɑmuχ
մամուկ	mɑmuk
մամուռ	mɑmur
մայա	mɑjɑ
մայել	mɑjɛl
մայթ	mɑjtʰ
մայիս	mɑjis
մայիսյան	mɑjisjɑn
մայլա	mɑjlɑ
մայկա	mɑjkɑ
մայկոպ	mɑjkɔp
մայն	mɑjn
մայոնեզ	mɑjɔnɛz
մայտներիում	mɑjtnɛɾijum
մայր	mɑjɾ
մայրաբերդ	mɑjɾɑbɛɾtʰ
մայրական	mɑjɾɑkɑn
մայրամուտ	mɑjɾɑmut
մայրապետ	mɑjɾɑpɛt
մայրապետյան	mɑjɾɑpɛtjɑn
մայրասպան	mɑjɾɑspɑn
մայրաքաղաք	mɑjɾɑkʰɑʁɑkʰ
մայրեհավ	mɑjɾɛhɑv
մայրենի	mɑjɾɛni
մայրի	mɑjɾi
մայրիկ	mɑjɾik
մայրուղի	mɑjɾuʁi
մայրցամաք	mɑjɾt͡sʰɑmɑkʰ
մանագուա	mɑnɑɡuɑ
մանաթ	mɑnɑtʰ
մանամա	mɑnɑmɑ
մանանա	mɑnɑnɑ
մանանդյան	mɑnɑndjɑn
մանանեխ	mɑnɑnɛχ
մանգաղ	mɑŋɡɑʁ
մանգան	mɑŋɡɑn
մանգո	mɑŋɡɔ
մանգուստ	mɑŋɡust
մանդակ	mɑndɑk
մանդակունի	mɑndɑkuni
մանդարին	mɑndɑɾin
մանե	mɑnɛ
մանեթ	mɑnɛtʰ
մանթ	mɑntʰ
մանթապուր	mɑntʰɑpuɾ
մանթի	mɑntʰi
մանիշակ	mɑniʃɑk
մանիպուր	mɑnipuɾ
մանկանալ	mɑŋkɑnɑl
մանկապարտեզ	mɑŋkɑpɑɾtɛz
մանկապիղծ	mɑŋkɑpiχt͡s
մանկասայլակ	mɑŋkɑsɑjlɑk
մանկասար	mɑŋkɑsɑɾ
մանկություն	mɑŋkutʰjun
մանկտի	mɑŋkti
մանկտիք	mɑŋktikʰ
մանյակ	mɑnjɑk
մանուլ	mɑnul
մանուկ	mɑnuk
մանուկյան	mɑnukjɑn
մանուշակագույն	mɑnuʃɑkɑɡujn
մանչեստր	mɑnt͡ʃʰɛstəɾ
մանջուրիա	mɑnd͡ʒuɾjɑ
մանսարդ	mɑnsɑɾd
մանվածապատ	mɑnvɑt͡sɑpɑt
մանվածապատություն	mɑnvɑt͡sɑpɑtutʰjun
մանվածք	mɑnvɑt͡skʰ
մանվածքային	mɑnvɑt͡skʰɑjin
մանվել	mɑnvɛl
մանր	mɑnəɾ
մանրագոր	mɑnɾɑɡɔɾ
մանրադիտակ	mɑnɾɑditɑk
մանրակրկիտ	mɑnɾɑkəɾkit
մանրաձուկ	mɑnɾɑd͡zuk
մանրամաս	mɑnɾɑmɑs
մանրամասն	mɑnɾɑmɑsən
մանրավաճառ	mɑnɾɑvɑt͡ʃɑr
մանրէ	mɑnɾɛ
մանրէաբան	mɑnɾɛjɑbɑn
մաշարա	mɑʃɑɾɑ
մաշիկ	mɑʃik
մաշկ	mɑʃk
մաշկաթեւ	mɑʃkɑtʰɛv
մաշկաթեւիկ	mɑʃkɑtʰɛvik
մաշկաթիթեղ	mɑʃkɑtʰitʰɛʁ
մաշկաթիթեռ	mɑʃkɑtʰitʰɛr
մաշկյա	mɑʃkjɑ
մաշկյակ	mɑʃkjɑk
մաշնա	mɑʃnɑ
մաորի	mɑɔɾi
մաչետե	mɑt͡ʃʰɛtɛ
մաջուրո	mɑd͡ʒuɾɔ
մառախուղ	mɑrɑχuʁ
մառան	mɑrɑn
մառն	mɑrn
մառոժնի	mɑrɔʒni
մառոլ	mɑrɔl
մառուլ	mɑrul
մաս	mɑs
մասամբ	mɑsɑmb
մասերու	mɑsɛɾu
մասին	mɑsin
մասիս	mɑsis
մասկաթ	mɑskɑtʰ
մասկատ	mɑskɑt
մասնագիտություն	mɑsnɑɡitutʰjun
մասնակից	mɑsnɑkit͡sʰ
մասնակցել	mɑsnɑkt͡sʰɛl
մասնաճյուղ	mɑsnɑt͡ʃjuʁ
մասնաշենք	mɑsnɑʃɛŋkʰ
մասնավոր	mɑsnɑvɔɾ
մասնավորապես	mɑsnɑvɔɾɑpɛs
մասնավորեցում	mɑsnɑvɔɾɛt͡sʰum
մասնիկ	mɑsnik
մասշտաբ	mɑsʃtɑb
մասշտաբ	mɑʃtɑb
մասոն	mɑsɔn
մասունք	mɑsuŋkʰ
մասուր	mɑsuɾ
մաստակ	mɑstɑk
մաստուրբացիա	mɑstuɾbɑt͡sʰjɑ
մասրենի	mɑsɾɛni
մասրի	mɑsɾi
մավի	mɑvi
մավրիկիոս	mɑvɾikiɔs
մավրիտանիա	mɑvɾitɑnjɑ
մատ	mɑt
մատակ	mɑtɑk
մատակարար	mɑtɑkɑɾɑɾ
մատաղ	mɑtɑʁ
մատանի	mɑtɑni
մատե	mɑtɛ
մատենագիտություն	mɑtɛnɑɡitutʰjun
մատենագիր	mɑtɛnɑɡiɾ
մատերիալիզմ	mɑtɛɾjɑlizm
մատթեոս	mɑtʰːɛɔs
մատիտ	mɑtit
մատղաշ	mɑtʁɑʃ
մատյան	mɑtjɑn
մատնահետք	mɑtnɑhɛtkʰ
մատնանշել	mɑtnɑnəʃɛl
մատնաքաշ	mɑtnɑkʰɑʃ
մատնել	mɑtnɛl
մատնոց	mɑtnɔt͡sʰ
մատնություն	mɑtnutʰjun
մատույց	mɑtujt͡sʰ
մատուռ	mɑtur
մատուտակ	mɑtutɑk
մատուցել	mɑtut͡sʰɛl
մատուցող	mɑtut͡sʰɔʁ
մատուցողուհի	mɑtut͡sʰɔʁuhi
մատչ	mɑtt͡ʃʰ
մատչել	mɑtt͡ʃʰɛl
մար	mɑɾ
մարագ	mɑɾɑkʰ
մարաթի	mɑɾɑtʰi
մարաթոն	mɑɾɑtʰɔn
մարախ	mɑɾɑχ
մարաջախտ	mɑɾɑd͡ʒɑχt
մարաստան	mɑɾɑstɑn
մարատ	mɑɾɑt
մարգ	mɑɾɡ
մարգագետին	mɑɾɡɑɡɛtin
մարգար	mɑɾkʰɑɾ
մարգարե	mɑɾkʰɑɾɛ
մարգարեություն	mɑɾkʰɑɾɛjutʰjun
մարգարեուհի	mɑɾkʰɑɾɛuhi
մարգարին	mɑɾɡɑɾin
մարգարիտ	mɑɾkʰɑɾit
մարգարյան	mɑɾkʰɑɾjɑn
մարգարյանց	mɑɾkʰɑɾjɑnt͡sʰ
մարգարտածաղիկ	mɑɾkʰɑɾtɑt͡sɑʁik
մարգարտահուռ	mɑɾkʰɑɾtɑhur
մարդ	mɑɾtʰ
մարդաբան	mɑɾtʰɑbɑn
մարդաբանություն	mɑɾtʰɑbɑnutʰjun
մարդագայլ	mɑɾtʰɑɡɑjl
մարդակեր	mɑɾtʰɑkɛɾ
մարդակերություն	mɑɾtʰɑkɛɾutʰjun
մարդահամար	mɑɾtʰɑhɑmɑɾ
մարդամեքենա	mɑɾtʰɑmɛkʰɛnɑ
մարդաշատ	mɑɾtʰɑʃɑt
մարդասիրական	mɑɾtʰɑsiɾɑkɑn
մարդասպան	mɑɾdɑspɑn
մարդասպաններ	mɑɾtʰɑspɑnːɛɾ
մարդավարություն	mɑɾtʰɑvɑɾutʰjun
մարդելույզ	mɑɾtʰɛlujz
մարդիկ	mɑɾtʰik
մարդկային	mɑɾtʰkɑjin
մարդկանց	mɑɾtʰkɑnt͡sʰ
մարդկություն	mɑɾtʰkutʰjun
մարզ	mɑɾz
մարզադաշտ	mɑɾzɑdɑʃt
մարզասարք	mɑɾzɑsɑɾkʰ
մարզասրահ	mɑɾzɑsəɾɑh
մարզիկ	mɑɾzik
մարզիչ	mɑɾzit͡ʃʰ
մարզպան	mɑɾzpɑn
մարթել	mɑɾtʰɛl
մարի	mɑɾi
մարիամ	mɑɾjɑm
մարիխուանա	mɑɾiχuɑnɑ
մարխ	mɑɾχ
մարկ	mɑɾk
մարկիզ	mɑɾkiz
մարկիոս	mɑɾkijɔs
մարմար	mɑɾmɑɾ
մարմին	mɑɾmin
մարմնական	mɑɾmnɑkɑn
մարմնեղ	mɑɾmnɛʁ
մարշուտկա	mɑɾʃutkɑ
մարշուտնի	mɑɾʃutni
մարշրուտ	mɑɾʃɾut
մարշրուտկա	mɑɾʃɾutkɑ
մարշրուտնի	mɑɾʃɾutni
մարոժնի	mɑɾɔʒni
մարոկկո	mɑɾɔkːɔ
մարոնիտ	mɑɾɔnit
մարոնիտյան	mɑɾɔnitjɑn
մարուքյան	mɑɾukʰjɑn
մարջան	mɑɾd͡ʒɑn
մարս	mɑɾs
մարսել	mɑɾsɛl
մարսողություն	mɑɾsɔʁutʰjun
մարվ	mɑɾv
մարտ	mɑɾt
մարտական	mɑɾtɑkɑn
մարտակառք	mɑɾtɑkɑrkʰ
մարտակոչ	mɑɾtɑkɔt͡ʃʰ
մարտահրավեր	mɑɾtɑhəɾɑvɛɾ
մարտավարություն	mɑɾtɑvɑɾutʰjun
մարտարվեստ	mɑɾtɑɾvɛst
մարտիկ	mɑɾtik
մարտին	mɑɾtin
մարտիրոս	mɑɾtiɾɔs
մարտիրոսյան	mɑɾtiɾɔsjɑn
մարտկոց	mɑɾtkɔt͡sʰ
մարտյան	mɑɾtjɑn
մարտնչել	mɑɾtənt͡ʃʰɛl
մարքիզ	mɑɾkʰiz
մարքս	mɑɾkʰs
մարքսիզմ	mɑɾkʰsizm
մարքսիստ	mɑɾkʰsist
մացառուտ	mɑt͡sʰɑrut
մաքառել	mɑkʰɑrɛl
մաքառիլ	mɑkʰɑril
մաքառում	mɑkʰɑrum
մաքի	mɑkʰi
մաքուր	mɑkʰuɾ
մաքոք	mɑkʰɔkʰ
մաքս	mɑkʰs
մաքսատուն	mɑkʰsɑtun
մաքսատուրք	mɑkʰsɑtuɾkʰ
մաքրել	mɑkʰɾɛl
մաքրում	mɑkʰɾum
մգանալ	məkʰɑnɑl
մգացնել	məkʰɑt͡sʰnɛl
մգացում	məkʰɑt͡sʰum
մգեցում	məkʰɛt͡sʰum
մգլահոտ	məɡlɑhɔt
մգլել	məɡlɛl
մեգ	mɛɡ
մեգապոլիս	mɛɡɑpɔlis
մեգհալայա	mɛɡhɑlɑjɑ
մեդալ	mɛdɑl
մեդվեդեւ	mɛdvɛdɛv
մեզ	mɛz
մեզար	mɛzɑɾ
մեզոն	mɛzɔn
մեթոդ	mɛtʰɔd
մելիտենե	mɛlitɛnɛ
մելիք	mɛlikʰ
մելիքյան	mɛlikʰjɑn
մելք	mɛlkʰ
մեխ	mɛχ
մեխակ	mɛχɑk
մեխանիզմ	mɛχɑnizm
մեխիկո	mɛχikɔ
մեծ	mɛt͡s
մեծաբազուկ	mɛt͡sɑbɑzuk
մեծաբան	mɛt͡sɑbɑn
մեծաբանել	mɛt͡sɑbɑnɛl
մեծաբանություն	mɛt͡sɑbɑnutʰjun
մեծաբեռ	mɛt͡sɑbɛr
մեծաբերան	mɛt͡sɑbɛɾɑn
մեծագույն	mɛt͡sɑɡujn
մեծահանդես	mɛt͡sɑhɑndɛs
մեծահասակ	mɛt͡sɑhɑsɑk
մեծամասնություն	mɛt͡sɑmɑsnutʰjun
մեծամիտ	mɛt͡sɑmit
մեծամոր	mɛt͡sɑmɔɾ
մեծամտություն	mɛt͡sɑmətutʰjun
մեծանալ	mɛt͡sɑnɑl
մեծանձն	mɛt͡sɑnd͡zən
մեծանուն	mɛt͡sɑnun
մեծաշեն	mɛt͡sɑʃɛn
մեծաշիթ	mɛt͡sɑʃitʰ
մեծաշուք	mɛt͡sɑʃukʰ
մեծաշքեղ	mɛt͡sɑʃəkʰɛʁ
մեծաշքեղություն	mɛt͡sɑʃəkʰɛʁutʰjun
մեծաոսկոր	mɛt͡sɑvɔskɔɾ
մեծապես	mɛt͡sɑpɛs
մեծավոր	mɛt͡sɑvɔɾ
մեծատառ	mɛt͡sɑtɑr
մեծատուն	mɛt͡sɑtun
մեծարանք	mɛt͡sɑɾɑŋkʰ
մեծարգո	mɛt͡sɑɾɡɔ
մեծարել	mɛt͡sɑɾɛl
մեծարո	mɛt͡sɑɾɔ
մեծաքանակ	mɛt͡sɑkʰɑnɑk
մեծաքանակություն	mɛt͡sɑkʰɑnɑkutʰjun
մեծաքիթ	mɛt͡sɑkʰitʰ
մեծություն	mɛt͡sutʰjun
մեկ	mɛk
մեկին	mɛkin
մեկնաբանություն	mɛknɑbɑnutʰjun
մեկնարկ	mɛknɑɾk
մեկնարկել	mɛknɑɾkɛl
մեկնել	mɛknɛl
մեկնում	mɛknum
մեկուսանալ	mɛkusɑnɑl
մեղ	mɛʁ
մեղադրանք	mɛʁɑdəɾɑŋkʰ
մեղադրել	mɛʁɑdəɾɛl
մեղադրել	mɛʁɑdɾɛl
մեղադրող	mɛʁɑdəɾɔʁ
մեղադրություն	mɛʁɑdəɾutʰjun
մեղադրվել	mɛʁɑdəɾvɛl
մեղանչել	mɛʁɑnt͡ʃʰɛl
մեղավոր	mɛʁɑvɔɾ
մեղավորություն	mɛʁɑvɔɾutʰjun
մեղեդի	mɛʁɛdi
մեղեխ	mɛʁɛχ
մեղկ	mɛχk
մեղկանալ	mɛχkɑnɑl
մեղմ	mɛʁm
մեղմեխ	mɛʁmɛχ
մեղու	mɛʁu
մեղր	mɛʁəɾ
մեղրագինի	mɛʁɾɑɡini
մեղրամիս	mɛʁɾɑmis
մեղրամոմ	mɛʁɾɑmɔm
մեղրի	mɛʁɾi
մեղք	mɛχkʰ
մեղքեր	mɛχkʰɛɾ
մեմնոն	mɛmnɔn
մեմփիս	mɛmpʰis
մեյդան	mɛjdɑn
մեյմուն	mɛjmun
մեն	mɛn
մենաբարբառ	mɛnɑbɑɾbɑr
մենակ	mɛnɑk
մենակատար	mɛnɑkɑtɑɾ
մենամարտ	mɛnɑmɑɾt
մենաշնորհ	mɛnɑʃənɔɾ
մենավոր	mɛnɑvɔɾ
մենդելեեւիում	mɛndɛlɛjɛvijum
մենդելեւիում	mɛndɛlɛvijum
մեներգ	mɛnɛɾkʰ
մեներեն	mɛnɛɾɛn
մենթալիտետ	mɛntʰɑlitɛt
մենինգիտ	mɛniŋɡit
մենյու	mɛnju
մենուա	mɛnuɑ
մենք	mɛŋkʰ
մեշին	mɛʃin
մեշոկ	mɛʃɔk
մեջ	mɛt͡ʃʰ
մեջտեղ	mɛt͡ʃʰtɛʁ
մեջք	mɛt͡ʃʰkʰ
մեռած	mɛrɑt͡s
մեռել	mɛrɛl
մեռելաքաղաք	mɛrɛlɑkʰɑʁɑkʰ
մեռելոտի	mɛrɛlɔti
մեռյալ	mɛrjɑl
մեռնել	mɛrnɛl
մեռոն	mɛrɔn
մեռսի	mɛrsi
մեսիջ	mɛsid͡ʒ
մեսրոպ	mɛsɾɔp
մետաղ	mɛtɑʁ
մետաղագործություն	mɛtɑʁɑɡɔɾt͡sutʰjun
մետաղադրամ	mɛtɑʁɑdəɾɑm
մետաղալար	mɛtɑʁɑlɑɾ
մետաղալար	prɔvulkɑ
մետաղալար	prɔvəlkɑ
մետաքս	mɛtɑkʰs
մետաքսե	mɛtɑkʰsɛ
մետաքսյա	mɛtɑkʰsjɑ
մետաֆիզիկա	mɛtɑfizikɑ
մետիս	mɛtis
մետր	mɛtəɾ
մետրո	mɛtɾɔ
մետրոպոլիտեն	mɛtɾɔpɔlitɛn
մեր	mɛɾ
մերժել	mɛɾʒɛl
մերժում	mɛɾʒum
մերի	mɛɾi
մերկ	mɛɾk
մերկանալ	mɛɾkɑnɑl
մերկապաշտ	mɛɾkɑpɑʃt
մերկապաշտություն	mɛɾkɑpɑʃtutʰjun
մերկապար	mɛɾkɑpɑɾ
մերկապարուհի	mɛɾkɑpɑɾuhi
մերկասառույց	mɛɾkɑsɑrujt͡sʰ
մերկություն	mɛɾkutʰjun
մերկուրի	mɛɾkuɾi
մերձ	mɛɾd͡z
մերձավոր	mɛɾd͡zɑvɔɾ
մերձենալ	mɛɾd͡zɛnɑl
մերովսանն	mɛɾɔfsɑnː
մերուժան	mɛɾuʒɑn
մերսել	mɛɾsɛl
մերսի	mɛɾsi
մերսում	mɛɾsum
մերվ	mɛɾv
մերօրյա	mɛɾɔɾjɑ
մեքենա	mɛkʰɛnɑ
մեքսիկ	mɛkʰsik
մեքսիկա	mɛkʰsikɑ
մեքսիկացի	mɛkʰsikɑt͡sʰi
մեքքա	mɛkʰːɑ
մզկիթ	məzkitʰ
մը	mə
մթամ	mətʰɑm
մթար	mətʰɑɾ
մթերանոց	mətʰɛɾɑnɔt͡sʰ
մթերք	mətʰɛɾkʰ
մթնշաղ	mətʰənʃɑʁ
մթնոլորտ	mətʰnɔlɔɾt
մթոմ	mətʰɔm
մժեղ	məʒɛʁ
մժղուկ	məʒʁuk
մի	mi
միաբանություն	mijɑbɑnutʰjun
միաժամանակ	mijɑʒɑmɑnɑk
միակ	mijɑk
միահամուռ	mjɑhɑmur
միաձայն	mijɑd͡zɑjn
միամիտ	mijɑmit
միամտություն	mijɑmətutʰjun
միայն	mijɑjn
միայնակ	mijɑjnɑk
միայնություն	mijɑjnutʰjun
միանալ	mijɑnɑl
միանձն	mijɑnd͡zən
միանձնուհի	mijɑnd͡znuhi
միանշանակ	mijɑnəʃɑnɑk
միապետություն	mijɑpɛtutʰjun
միասեռական	mijɑsɛrɑkɑn
միասին	mjɑsin
միասիրտ	mijɑsiɾt
միասնաբար	mjɑsnɑbɑɾ
միասնականացում	mjɑsnɑkɑnɑt͡sʰum
միասնականություն	mjɑsnɑkɑnutʰjun
միավ	mijɑv
միավորություն	mijɑvɔɾutʰjun
միավորում	mijɑvɔɾum
միավորված	mijɑvɔɾvɑt͡s
միավորվել	mijɑvɔɾvɛl
միատեղ	mijɑtɛʁ
միատոն	mijɑtɔn
միացյալ	mijɑt͡sʰjɑl
միացնել	mijɑt͡sʰnɛl
միացում	mijɑt͡sʰum
միգամածություն	miɡɑmɑt͡sutʰjun
միգուցե	miɡut͡sʰɛ
միեղջյուր	mijɛʁd͡ʒjuɾ
միզածորան	mizɑt͡sɔɾɑn
միզապարկ	mizɑpɑɾk
միզել	mizɛl
միզորամ	mizɔɾɑm
