да	dˈɒ
хәрбиләрен	xˌærbilˈæren
хәрефе	xærˈefe
чагы	ɕˈɒʁɯ
чакырулы	ɕˌɒqɯrˈuɫɯ
чишеп	ɕˈiʃep
чыгармаска	ɕˌɯʁɑrmˈɑsqɑ
чыгарылуын	ɕˌɯʁɑrɯɫˈuɯn
чыдый	ɕˈɯdɯj
чыкмасын	ɕɯqmˈɑsɯn
шартлаган	ʃɒrtɫˈɒʁɑn
шешә	ʃˈeʃæ
шуларга	ʃuɫˈɑrʁɑ
шәрәфле	ʃærˈæfle
ышанычы	ˌɯʃɑnˈɯɕɯ
эстрадасының	ˌestrɑdɑsˈɯnɯŋ
эченнән	eɕˈennæn
эшемне	eʃˈemne
эшләгәнен	ˌeʃlæɣˈænen
эшләнмәгән	ˌeʃlænmˈæɣæn
югалттык	juʁˈɑɫttɯq
юлчы	jˈuɫɕɯ
юып	jˈuɯp
язмаларга	jˌɑzmɑɫˈɑrʁɑ
язучыларының	jˌɑzuɕˌɯɫɑrˈɯnɯŋ
яклавы	jɑqɫˈɑwɯ
якынайту	jˌɑqɯnɑˈɪtu
янгыннар	jɑŋʁˈɯnnɑr
ятты	jˈɑttɯ
ятучы	jɑtˈuɕɯ
яу	jˈɑu
Җырчылар	ʑɯrɕˈɯɫɑr
Җәмдихан	ʑæmdˈixɑn
җибәрер	ʑibˈærer
җирләү	ʑirlˈæy
җиткерделәр	ʑˌitkerdˈelær
җитәкләде	ʑˌitæklˈæde
җыелдыкырымтатарча	ʑˌɯeɫdˌɯqɯrˌɯmtɑtˈɑrɕɑ
җыеннарына	ʑˌɯennɑrˈɯnɑ
җырлаучы	ʑˌɯrɫɑˈuɕɯ
җыябыз	ʑɯjˈɑbɯz
җәеп	ʑˈæep
җәрәхәтләр	ʑˌæræxˈætlær
Үзләрен	yzlˈæren
үзәкне	yzˈækne
үтергәннәр	ˌyterɣˈænnær
үткәргәндә	ˌytkærɣˈændæ
үтәсе	ytˈæse
һум	hˈum
Әй	ˈæɪ
Әмирали	ˌæmirˈɑɫi
Әнәс	ˈænæs
әлифбасын	ˌælifbˈɑsɯn
әләмнәре	ˌælæmnˈære
әсбаплар	æsbˈɑpɫɑr
Өлкәнең	œlkˈæneŋ
өлкәләр	œlkˈælær
өлкәләргә	ˌœlkælˈærɣæ
өндәгән	œndˈæɣæn
Аблаев	ɒbɫˈɒew
Агыйдел	ɒʁˈɯjdel
Аз	ˈɒz
Азнабаев	ˌɒznɒbˈɑew
Акыш	ˈɒqɯʃ
Алкин	ˈɒɫqin
Альфред	ˈɒɫʔfred
Американы	ˌɒmeriqˈɑnɯ
Анысын	ɒnˈɯsɯn
Бикмаев	biqmˈɑew
Боинг	bˈoiŋɣ
Быелның	bɯˈeɫnɯŋ
Википедиясе	wˌikipˌedijˈæse
Горький	ʁorʔqˈiɪ
Грузиядәге	ʁrˌuzijædˈæɣe
Гыйнвар	ʁˈɯjnwɑr
Донецкида	dˌonetskˈidɑ
Дөньядагы	dˌœnʔjædˈɑʁɯ
Дөресрәге	dˌœresrˈæɣe
Зәбиров	zæbˈirow
Изместьев	izmˈestʔew
Иннополис	ˌinnopˈoɫis
Ираннан	irˈɑnnɑn
Искер	ˈisker
Казакъстаннан	qˌɒzɒqʔstˈɑnnɑn
Камский	qɒmsqˈiɪ
Карар	qˈɒrɒr
Карнеги	qɒrnˈeɣi
Комиссия	qˌomissˈijæ
Конституциянең	qˌonstitˌutsijˈæneŋ
Корстон	qˈorston
Корылтайның	qˌorɯɫtɑˈɪnɯŋ
Көрд	kˈœrd
МТС	mts
Мирсәет	mirsˈæet
Мостай	mostˈɑɪ
Мәсгүдә	mæsɣˈydæ
Мәхмүтова	mˌæxmytˈowɑ
Мәчеттә	mæɕˈettæ
Назаров	nɒzˈɒrow
Нигездә	niɣˈezdæ
Обаманы	ˌobɑmˈɑnɯ
Овчинников	ˌowɕinnˈiqow
Опера	opˈerɑ
Отунбаева	ˌotunbɑˈewɑ
Пакстанда	pɒqstˈɒndɑ
Пикетчылар	pˌiketɕˈɯɫɑr
Рафиков	rɒfˈiqow
Рүзәл	rˈyzæl
Саклаучы	sˌɒqɫɒˈuɕɯ
Самара	sɒmˈɒrɑ
Сания	sɒnˈijæ
Серж	sˈerʒ
София	sofˈijæ
Спас	spˈɒs
Сәүдә	sæˈydæ
Тадич	tˈɒdiɕ
Татарстаннар	tˌɒtɒrstˈɑnnɑr
Тунис	tˈunis
Төркем	tˈœrkem
Универсиаданың	ˌuniwˌersiɑdˈɑnɯŋ
Университетта	ˌuniwˌersitˈettɑ
Усман	ˈusmɑn
Филология	fˌiɫoɫoʁˈijæ
Чик	ɕˈik
Чуаш	ɕˈuɑʃ
аваздаш	ɑwˈɑzdɑʃ
авырткан	ɑwˈɯrtqɑn
авыры	ɑwˈɯrɯ
агулы	ɒʁˈuɫɯ
азәрбайҗан	ˌɒzærbɑˈɪʑɑn
академиясенә	ˌɒqɒdˌemijæsˈenæ
акчаларга	ˌɒqɕɒɫˈɑrʁɑ
алдыма	ɒɫdˈɯmɑ
алымнар	ɒɫˈɯmnɑr
алынса	ɒɫˈɯnsɑ
арабыздан	ˌɒrɒbˈɯzdɑn
аралары	ˌɒrɒɫˈɑrɯ
археология	ˌɒrxeˌoɫoʁˈijæ
атлар	ˈɒtɫɒr
атлыгып	ɒtɫˈɯʁɯp
ачылгач	ɒɕˈɯɫʁɑɕ
ачышлар	ɒɕˈɯʃɫɑr
ашамлыклар	ˌɒʃɒmɫˈɯqɫɑr
ашларын	ɒʃɫˈɒrɯn
ашыга	ɒʃˈɯʁɑ
барачагын	bˌɒrɒɕˈɑʁɯn
басымнар	bɒsˈɯmnɑr
батальоны	bˌɒtɒɫʔˈonɯ
башлары	bɒʃɫˈɒrɯ
башларын	bɒʃɫˈɒrɯn
башларында	bˌɒʃɫɒrˈɯndɑ
башыма	bɒʃˈɯmɑ
белгечләргә	bˌelɣeɕlˈærɣæ
белмәсә	belmˈæsæ
белүен	belˈyen
беләме	belˈæme
берләшмә	berlˈæʃmæ
бииләр	biˈilær
биремнәр	birˈemnær
бирмәү	birmˈæy
бирүләр	birˈylær
биюләре	bˌijylˈære
блогында	bɫoʁˈɯndɑ
борчылам	borɕˈɯɫɑm
борылыш	borˈɯɫɯʃ
буйсынырга	bˌuɪsɯnˈɯrʁɑ
булганлыгы	bˌuɫʁɑnɫˈɯʁɯ
булдыклы	buɫdˈɯqɫɯ
булмадымы	bˌuɫmɑdˈɯmɯ
булуымны	bˌuɫuˈɯmnɯ
буыннар	buˈɯnnɑr
бүлекләр	bylˈeklær
бәяләнгән	bˌæjælˈæŋɣæn
вазифа	wɒzˈifɑ
варисы	wɒrˈisɯ
ваҡытта	wɒqˈɯttɑ
ветеран	wetˈerɑn
визасыз	wizˈɑsɯz
вәзгыятьтә	wˌæzʁɯjˈætʔtæ
вәкаләтләре	wˌæqɑɫætlˈære
газетларга	ʁˌɒzetɫˈɑrʁɑ
галимнең	ʁɒɫˈimneŋ
гаскәрләренә	ʁˌɒsqærlærˈenæ
гаҗәпләнә	ʁˌɒʑæplˈænæ
гомерем	ʁomˈerem
губернасы	ʁˌubernˈɑsɯ
гөл	ɣˈœl
даирәләре	dˌɒirælˈære
диагноз	diˈɑʁnoz
дия	dˈijæ
думасының	dˌumɑsˈɯnɯŋ
дәресе	dærˈese
дәресләрне	dˌæreslˈærne
дәүләтләрнең	dˌæylætlˈærneŋ
егеткә	jeɣˈetkæ
егетләрен	jˌeɣetlˈæren
еракка	jɯrˈɑqqɑ
журналын	ʒurnˈɑɫɯn
завод	zˈɑwod
зиратына	zˌirɑtˈɯnɑ
иганәчеләр	ˌiʁɑnæɕˈelær
идегезме	ˌideɣˈezme
идеологиясен	ˌideˌoɫoʁijˈæsen
идеясы	ˌidejˈæsɯ
икътисадчы	ˌikʔtisˈɑdɕɯ
информатика	ˌinformɑtˈiqɑ
иптәшләре	ˌiptæʃlˈære
иректә	irˈektæ
исемем	isˈemem
исемендә	ˌisemˈendæ
исәплибез	ˌisæplˈibez
иттерү	ittˈery
итәчәге	ˌitæɕˈæɣe
ишарәли	ˌiʃɑrˈæli
ишеге	iʃˈeɣe
ишекләрен	ˌiʃeklˈæren
йөрәгем	ˌɪœrˈæɣem
кабель	qˈɒbelʔ
кадрларны	qɒdrɫˈɒrnɯ
казана	qɒzˈɒnɑ
кайтарыла	qˌɒɪtɑrˈɯɫɑ
кайтканнар	qˌɒɪtqˈɑnnɑr
каласына	qˌɒɫɒsˈɯnɑ
калдыралар	qˌɒɫdɯrˈɑɫɑr
калдыруны	qˌɒɫdɯrˈunɯ
калуны	qɒɫˈunɯ
камера	qɒmˈerɑ
каналда	qɒnˈɒɫdɑ
капланган	qɒpɫˈɒŋʁɑn
каршылар	qɒrʃˈɯɫɑr
карьера	qɒrʔˈerɑ
катнашабыз	qˌɒtnɒʃˈɑbɯz
керттек	kˈerttek
кибетендә	kˌibetˈendæ
килмәве	kilmˈæwe
километр	kiɫˈometr
кирилл	kˈirill
китерегез	kˌiterˈeɣez
китерүен	kˌiterˈyen
кичектерелде	kˌiɕekterˈelde
кичәгә	kiɕˈæɣæ
киңәйтергә	kˌiŋæɪtˈerɣæ
киңәшеп	kiŋˈæʃep
комачауламый	qˌomɑɕˌɑuɫˈɑmɯj
комиссариат	qˌomissɑrˈiɑt
комиссиясенең	qˌomissˌijæsˈeneŋ
контроленә	qˌontroɫˈenæ
корабыз	qorˈɑbɯz
корылтайның	qˌorɯɫtɑˈɪnɯŋ
куа	qˈuɑ
куанычлы	qˌuɑnˈɯɕɫɯ
куйганда	qˌuɪʁˈɑndɑ
кулланылды	qˌuɫɫɑnˈɯɫdɯ
кулланышта	qˌuɫɫɑnˈɯʃtɑ
курай	qurˈɑɪ
куркынычрак	qˌurqɯnˈɯɕrɑq
куркытырга	qˌurqɯtˈɯrʁɑ
кыенлык	qɯˈenɫɯq
кысаларга	qˌɯsɑɫˈɑrʁɑ
күзаллау	kˌyzɑɫɫˈɑu
күмер	kˈymer
күренешләрне	kˌyreneʃlˈærne
күрсәтмәгән	kˌyrsætmˈæɣæn
күтәрелү	kˌytærˈely
күтәрелүе	kˌytærelˈye
күчерелә	kˌyɕerˈelæ
кәгазьләрне	kˌæʁɑzʔɫˈærne
көенә	kœˈenæ
лагерь	ɫˈɒʁerʔ
легионы	lˌeɣiˈonɯ
маддәсендә	mˌɒddæsˈendæ
максатларын	mˌɒqsɒtɫˈɑrɯn
максатларына	mˌɒqsɒtɫɑrˈɯnɑ
милләттәшләребезгә	mˌillættˌæʃlærebˈezɣæ
мир	mˈir
миссиясе	mˌissijˈæse
мода	mˈodɑ
мәйданны	mˌæɪdˈɑnnɯ
мәкаләләрне	mˌæqɑɫælˈærne
мәнфәгать	mænfˈæʁɑtʔ
мәхәббәтен	mˌæxæbbˈæten
мәчетендәге	mˌæɕetendˈæɣe
мөфтилеккә	mˌœftilˈekkæ
намазны	nɒmˈɒznɯ
наркомания	nˌɒrqomɑnˈijæ
немец	nˈemets
нчы	nɕˈɯ
оппозициягә	ˌoppozˌitsijˈæɣæ
осталык	ostˈɑɫɯq
очраштым	oɕrˈɑʃtɯm
паспортын	pɒspˈortɯn
патриотлары	pˌɒtriotɫˈɑrɯ
ризасызлыгы	rˌizɑsɯzɫˈɯʁɯ
русиялеләрнең	rˌusijˌælelˈærneŋ
рәсемен	ræsˈemen
рәткә	rˈætkæ
сагында	sɒʁˈɯndɑ
сайлыйлар	sˌɒɪɫˈɯjɫɑr
салсаң	sˈɒɫsɒŋ
санкцияләр	sˌɒnqtsijˈælær
сатуда	sɒtˈudɑ
сепаратизм	sˌepɑrˈɑtizm
сизелеп	sizˈelep
сорашты	sorˈɑʃtɯ
сораштыруда	sˌorɑʃtɯrˈudɑ
соңарып	soŋˈɑrɯp
спектакльләрне	spˌeqtɑqɫʔɫˈærne
стипендия	stˌipendˈijæ
сыйныфлары	sˌɯjnɯfɫˈɑrɯ
сүзлеге	syzlˈeɣe
сәламәтлеккә	sˌæɫɑmætlˈekkæ
сәнгати	sæŋʁˈɑti
сәфәреннән	sˌæfærˈennæn
сәхнәсенә	sˌæxnæsˈenæ
сөйләнгән	sˌœɪlˈæŋɣæn
сөюче	sœjˈyɕe
табуы	tɒbˈuɯ
талибан	tɒɫˈibɑn
тамашачысына	tˌɒmɒʃˌɑɕɯsˈɯnɑ
тартуны	tɒrtˈunɯ
тасмалар	tɒsmˈɒɫɑr
ташучы	tɒʃˈuɕɯ
тегелгән	teɣˈelɣæn
тегү	tˈeɣy
тейеш	teˈɪeʃ
товар	tˈowɑr
тоелса	toˈeɫsɑ
торадыр	torˈɑdɯr
тоткарлап	totqˈɑrɫɑp
традицияләре	trˌɒditsˌijælˈære
тудырып	tudˈɯrɯp
туктала	tuqtˈɑɫɑ
тукталыш	tuqtˈɑɫɯʃ
тукталышы	tˌuqtɑɫˈɯʃɯ
туристларны	tˌuristɫˈɑrnɯ
туса	tˈusɑ
тутыру	tutˈɯru
тыгып	tˈɯʁɯp
тынычлыкны	tˌɯnɯɕɫˈɯqnɯ
тыюга	tɯjˈuʁɑ
тәкъдимнәрне	tˌækʔdimnˈærne
тәнкыйтьләргә	tˌænqɯjtʔɫˈærɣæ
тәнәфес	tænˈæfes
төшердек	tœʃˈerdek
укуларын	ˌuquɫˈɑrɯn
укуы	uqˈuɯ
укыдылар	ˌuqɯdˈɯɫɑr
укырлык	uqˈɯrɫɯq
укытучыларының	ˌuqɯtˌuɕɯɫɑrˈɯnɯŋ
укытылган	ˌuqɯtˈɯɫʁɑn
урамнан	urˈɑmnɑn
урманга	urmˈɑŋʁɑ
урынбасар	ˌurɯnbˈɑsɑr
урысның	urˈɯsnɯŋ
фактларны	fɒqtɫˈɒrnɯ
факторы	fɒqtˈorɯ
ханның	xˈɒnnɯŋ
хаталарны	xˌɒtɒɫˈɑrnɯ
хуҗаларына	xˌuʑɑɫɑrˈɯnɑ
чабу	ɕˈɒbu
чирек	ɕˈirek
читендәге	ɕˌitendˈæɣe
чыганакларына	ɕˌɯʁɑnˌɑqɫɑrˈɯnɑ
чыгышларның	ɕˌɯʁɯʃɫˈɑrnɯŋ
чыкмаска	ɕɯqmˈɑsqɑ
чыкмаячак	ɕˌɯqmɑjˈɑɕɑq
ширкәткә	ʃirkˈætkæ
ширкәттә	ʃirkˈættæ
штаб	ʃtˈɒb
штрафка	ʃtrˈɒfqɒ
шыпырт	ʃˈɯpɯrt
шәһәрләрдән	ʃˌæhærlˈærdæn
эзәрлекләүгә	ˌezærlˌeklæˈyɣæ
экскурсия	ˌeqsqursˈijæ
эләгү	elˈæɣy
этапта	etˈɑptɑ
юккырымтатарча	jˌuqqɯrˌɯmtɑtˈɑrɕɑ
юлламалар	jˌuɫɫɑmˈɑɫɑr
юллый	jˈuɫɫɯj
язуга	jɑzˈuʁɑ
ялгышлык	jɑɫʁˈɯʃɫɯq
ярыш	jˈɑrɯʃ
ясамады	jˌɑsɑmˈɑdɯ
ятимнәр	jætˈimnær
яуларга	jˌɑuɫˈɑrʁɑ
яхшыра	jɑxʃˈɯrɑ
яшерергә	jˌæʃerˈerɣæ
яшьләребез	jˌæʃʔlærˈebez
ғына	ʁˈɯnɑ
Җәмгыятьтә	ʑˌæmʁɯjˈætʔtæ
җаваплады	ʑˌɑwɑpɫˈɑdɯ
җаваплап	ʑɑwˈɑpɫɑp
җимерелү	ʑˌimerˈely
җирләрдән	ʑirlˈærdæn
җитез	ʑˈitez
җиңсә	ʑˈiŋsæ
җыенуы	ʑˌɯenˈuɯ
үзенчәлеген	ˌyzenɕælˈeɣen
үстерәләр	ˌysterˈælær
үтерүне	ˌyterˈyne
үткәннән	ytkˈænnæn
Һәрвакыт	hærwˈɑqɯt
Һәркемнең	hærkˈemneŋ
һәрберсенә	hˌærbersˈenæ
һөҗүмнәрен	hˌœʑymnˈæren
Әрдоган	ærdˈoʁɑn
Әфганстанның	ˌæfʁɑnstˈɑnnɯŋ
әзерлиләр	ˌæzerlˈilær
әзерләнергә	ˌæzerlænˈerɣæ
әйтелмәде	ˌæɪtelmˈæde
әйтәсез	ˌæɪtˈæsez
әмер	ˈæmer
өлкәләре	ˌœlkælˈære
өчпочмак	œɕpˈoɕmɑq
Адмирал	ɒdmˈirɑɫ
Американнар	ˌɒmeriqˈɑnnɑr
БМОга	bmˈoʁɑ
Башкала	bɒʃqˈɒɫɑ
Башҡортостанда	bˌɒʃqortostˈɑndɑ
Беркайчан	bˌerqɑˈɪɕɑn
Бәйрәмгә	bˌæɪrˈæmɣæ
Вагыйз	wˈɒʁɯjz
Вечерняя	wˌeɕernjˈæjæ
Вәсилә	wæsˈilæ
Гөлфия	ɣœlfˈijæ
Даими	dɒˈimi
Даниил	dɒnˈiil
Дуңгыз	dˈuŋʁɯz
Дәүләтшина	dˌæylætʃˈinɑ
Евровидениедә	jˌɯwrowˌideniˈedæ
Ермакка	jɯrmˈɑqqɑ
Ибраһимова	ˌibrɑhimˈowɑ
Кадерле	qɒdˈerle
Казаков	qɒzˈɒqow
Казакъстандагы	qˌɒzɒqʔstɑndˈɑʁɯ
Каспий	qɒspˈiɪ
Кечкенәдән	kˌeɕkenˈædæn
Косовоның	qˌosowˈonɯŋ
Кудашева	qˌudɑʃˈewɑ
Кыз	qˈɯz
Кыргызстанга	qˌɯrʁɯzstˈɑŋʁɑ
Көнбатыштан	kˌœnbɑtˈɯʃtɑn
Литвада	litwˈɑdɑ
Мең	mˈeŋ
Моңардан	moŋˈɑrdɑn
Нургалиева	nˌurʁɑɫiˈewɑ
Нури	nˈuri
Пирамида	pˌirɑmˈidɑ
Ромни	rˈomni
Румыния	rˌumɯnˈijæ
Саф	sˈɒf
Сер	sˈer
Смедляев	smedljˈæew
Сөнгатуллина	sˌœŋʁɑtuɫɫˈinɑ
Туристлар	turˈistɫɑr
Тәрҗемә	tærʑˈemæ
Фейсбукта	fˌeɪsbˈuqtɑ
Франциягә	frˌɒntsijˈæɣæ
Футбол	fˈutboɫ
Чакмагыш	ɕɒqmˈɒʁɯʃ
Чулман	ɕˈuɫmɑn
Шушындый	ʃuʃˈɯndɯj
Шәкүров	ʃækˈyrow
Юстиция	jˌystitsˈijæ
Язма	jˈɑzmɑ
Ялгыз	jˈɑɫʁɯz
агыла	ɒʁˈɯɫɑ
аланыннан	ˌɒɫɒnˈɯnnɑn
алары	ɒɫˈɒrɯ
алданрак	ɒɫdˈɒnrɑq
алмашка	ɒɫmˈɒʃqɑ
алыначак	ˌɒɫɯnˈɑɕɑq
алынмады	ˌɒɫɯnmˈɑdɯ
альбом	ˈɒɫʔbom
аннексияләнгән	ˌɒnneksˌijælˈæŋɣæn
апалары	ˌɒpɒɫˈɑrɯ
апрельгә	ɒprˈelʔɣæ
арадашчы	ˌɒrɒdˈɑʃɕɯ
аралашты	ˌɒrɒɫˈɑʃtɯ
армиясенең	ˌɒrmijæsˈeneŋ
арттан	ˈɒrttɒn
аталар	ɒtˈɒɫɑr
ачынып	ɒɕˈɯnɯp
аңарга	ɒŋˈɒrʁɑ
аңлатабыз	ˌɒŋɫɒtˈɑbɯz
балачактан	bˌɒɫɒɕˈɑqtɑn
барганы	bɒrʁˈɒnɯ
барлый	bˈɒrɫɯj
баруга	bɒrˈuʁɑ
басманы	bɒsmˈɒnɯ
бастырылган	bˌɒstɯrˈɯɫʁɑn
басымын	bɒsˈɯmɯn
башкарыр	bɒʃqˈɒrɯr
башкортка	bɒʃqˈortqɑ
белмәү	belmˈæy
беректәш	berˈektæʃ
беренчелегендә	bˌerenɕˌeleɣˈendæ
бетерелде	bˌeterˈelde
беткәнче	betkˈænɕe
биргәннән	birɣˈænnæn
бирешмәскә	bˌireʃmˈæskæ
бирсәләр	birsˈælær
бирүләрен	bˌirylˈæren
битен	bˈiten
булганнарын	bˌuɫʁɑnnˈɑrɯn
булуында	bˌuɫuˈɯndɑ
булышкан	buɫˈɯʃqɑn
бурычны	burˈɯɕnɯ
бүгеннән	byɣˈennæn
бүлгәләү	bˌylɣælˈæy
бүлекне	bylˈekne
бүлектән	bylˈektæn
бүленеш	bylˈeneʃ
бүлмәләре	bˌylmælˈære
бәясенә	bˌæjæsˈenæ
вариант	wɒrˈiɑnt
ватаннарына	wˌɒtɒnnɑrˈɯnɑ
вилаятендә	wˌiɫɑjætˈendæ
газетларның	ʁˌɒzetɫˈɑrnɯŋ
гарип	ʁˈɒrip
гасырдагы	ʁˌɒsɯrdˈɑʁɯ
гыйнварга	ʁɯjnwˈɑrʁɑ
де	dˈe
дигәннәре	dˌiɣænnˈære
диссертациясен	dˌissertˌɑtsijˈæsen
документларга	dˌoqumentɫˈɑrʁɑ
дүшәмбедә	dˌyʃæmbˈedæ
дәлилләп	dælˈillæp
дәлилләре	dˌælillˈære
дәресләргә	dˌæreslˈærɣæ
зурлыгы	zurɫˈɯʁɯ
игътибарына	ˌiɣʔtibɑrˈɯnɑ
идарәче	ˌidɑrˈæɕe
интервьюда	ˌinterwʔjˈydɑ
иренең	irˈeneŋ
истәлекләре	ˌistæleklˈære
ителүче	ˌitelˈyɕe
итмим	ˈitmim
итмәсә	itmˈæsæ
итәчәкмен	ˌitæɕˈækmen
ихтыяры	ˌixtɯjˈɑrɯ
йолаларын	ˌɪoɫɑɫˈɑrɯn
йомгаклау	ˌɪomʁɑqɫˈɑu
кабынган	qɒbˈɯŋʁɑn
казасында	qˌɒzɒsˈɯndɑ
кай	qˈɒɪ
кайберләрендә	qˌɒɪbˌerlærˈendæ
кайтсак	qɒˈɪtsɑq
калдырганнар	qˌɒɫdɯrʁˈɑnnɑr
каплау	qɒpɫˈɒu
кебегрәк	kebˈeɣræk
кергәннән	kerɣˈænnæn
киемендә	kˌiemˈendæ
кимеп	kˈimep
китаплардан	kˌitɑpɫˈɑrdɑn
китүче	kitˈyɕe
кию	kˈijy
клубының	qɫubˈɯnɯŋ
комедия	qˌomedˈijæ
компьютерлар	qˌompʔjytˈerɫɑr
конституциясенең	qˌonstitˌutsijæsˈeneŋ
контролендәге	qˌontroɫendˈæɣe
концертларда	qˌontsertɫˈɑrdɑ
кораб	qˈorɑb
коралын	qorˈɑɫɯn
коткарырга	qˌotqɑrˈɯrʁɑ
куелмый	quˈeɫmɯj
кулланучыларга	qˌuɫɫɑnˌuɕɯɫˈɑrʁɑ
кулланучылары	qˌuɫɫɑnˌuɕɯɫˈɑrɯ
кулланылышын	qˌuɫɫɑnɯɫˈɯʃɯn
кунакханәгә	qˌunɑqxɑnˈæɣæ
кухня	qˈuxnjɑ
кызыбыз	qɯzˈɯbɯz
кызыксындык	qˌɯzɯqsˈɯndɯq
кыйммәтләрне	qˌɯjmmætlˈærne
кыйный	qˈɯjnɯj
кылдык	qˈɯɫdɯq
күзәтелде	kˌyzætˈelde
күргәзмәгә	kˌyrɣæzmˈæɣæ
күренергә	kˌyrenˈerɣæ
күченгән	kyɕˈeŋɣæn
кәсеп	kˈæsep
көннәргә	kœnnˈærɣæ
ләззәт	lˈæzzæt
маршрут	mˈɒrʃrut
маташа	mɒtˈɒʃɑ
матдә	mˈɒtdæ
мизгеле	mizɣˈele
мизгелләр	mizɣˈellær
милициянең	mˌilitsijˈæneŋ
милке	mˈilke
миллионлы	mˌilliˈonɫɯ
монгол	mˈoŋʁoɫ
мохтариятнең	mˌoxtɑrijˈætneŋ
мәдәниятләр	mˌædænijˈætlær
мәҗлесен	mæʑlˈesen
мөдир	mˈœdir
мөстәкыйльлеген	mˌœstæqɯjɫʔɫˈeɣen
мөһимлеген	mˌœhimlˈeɣen
намзәтләрне	nˌɒmzætlˈærne
наркотиклар	nˌɒrqotˈiqɫɑr
начарая	nˌɒɕɒrˈɑjɑ
нечкәлекләре	nˌeɕkæleklˈære
низагның	nizˈɑʁnɯŋ
никахта	niqˈɑxtɑ
ниятеннән	nˌijætˈennæn
нәтиҗәләрне	nˌætiʑælˈærne
оешмадан	ˌoeʃmˈɑdɑn
оешмасыннан	ˌoeʃmɑsˈɯnnɑn
оештырганнар	ˌoeʃtɯrʁˈɑnnɑr
оештырылуын	ˌoeʃtˌɯrɯɫˈuɯn
олигархлар	ˌoɫiʁˈɑrxɫɑr
офицер	ofˈitser
параллель	pɒrˈɒɫɫelʔ
патриот	pɒtrˈiot
планлаштыра	pɫˌɒnɫɒʃtˈɯrɑ
планлаштырабыз	pɫˌɒnɫɒʃtɯrˈɑbɯz
програмда	proʁrˈɑmdɑ
програмнары	prˌoʁrɑmnˈɑrɯ
продюсеры	prˌodjysˈerɯ
проспекты	prospˈeqtɯ
республикала	rˌespubɫiqˈɑɫɑ
рестораннар	rˌestorˈɑnnɑr
референдумның	rˌeferendˈumnɯŋ
ризалашты	rˌizɑɫˈɑʃtɯ
рухани	ruxˈɑni
рәхмәтемне	rˌæxmætˈemne
сабырлык	sɒbˈɯrɫɯq
сайлаганда	sˌɒɪɫɑʁˈɑndɑ
сайладык	sˌɒɪɫˈɑdɯq
сайлауларына	sˌɒɪɫˌɑuɫɑrˈɯnɑ
сакаллы	sɒqˈɒɫɫɯ
салам	sˈɒɫɒm
сафларына	sˌɒfɫɒrˈɯnɑ
сафсата	sɒfsˈɒtɑ
сентябрьдән	sentjˈæbrʔdæn
синдромы	sindrˈomɯ
спектакльгә	speqtˈɑqɫʔʁæ
спортка	spˈortqɑ
стадионында	stˌɒdionˈɯndɑ
статусына	stˌɒtusˈɯnɑ
стилендә	stilˈendæ
структурасы	strˌuqturˈɑsɯ
сыйныфында	sˌɯjnɯfˈɯndɑ
сәясәттәге	sˌæjæsættˈæɣe
сөйләшер	sˌœɪlˈæʃer
сөйләшкәннәр	sˌœɪlæʃkˈænnær
сөйләүчеләр	sˌœɪlˌæyɕˈelær
сөякләрен	sˌœjæklˈæren
талау	tɒɫˈɒu
тансык	tˈɒnsɯq
таралуын	tˌɒrɒɫˈuɯn
таратучы	tˌɒrɒtˈuɕɯ
тарихыннан	tˌɒrixˈɯnnɑn
таркалгач	tɒrqˈɒɫʁɑɕ
тарталар	tɒrtˈɒɫɑr
тартылган	tɒrtˈɯɫʁɑn
театрны	teˈɑtrnɯ
телеканал	tˌeleqˈɑnɑɫ
телеканалының	tˌeleqˌɑnɑɫˈɯnɯŋ
торганы	torʁˈɑnɯ
торгынлык	torʁˈɯnɫɯq
тукталган	tuqtˈɑɫʁɑn
тулуны	tuɫˈunɯ
туристик	turˈistik
тутыра	tutˈɯrɑ
тыйдылар	tɯjdˈɯɫɑr
тын	tˈɯn
тәкъдимгә	tækʔdˈimɣæ
тәлинкә	tælˈinkæ
төрлесе	tœrlˈese
төшенчәсен	tˌœʃenɕˈæsen
төшерүдә	tˌœʃerˈydæ
төшсә	tˈœʃsæ
уеннан	uˈennɑn
уйланып	ˌuɪɫˈɑnɯp
укучыга	ˌuquɕˈɯʁɑ
укытучының	ˌuqɯtuɕˈɯnɯŋ
уларҙың	uɫˈɑrðɯŋ
фикеремне	fˌikerˈemne
фикерләү	fˌikerlˈæy
фон	fˈon
форматында	fˌormɑtˈɯndɑ
фотоларны	fˌotoɫˈɑrnɯ
ханлыгын	xɒnɫˈɯʁɯn
хатларны	xɒtɫˈɒrnɯ
