अ	ɐ
बालिका	bɑːl̪ikɑː
बालिश	bɑːl̪iɕɐ
बाल्य	bɑːl̪jɐ
बाळ्ह	bɑːɭ̆ɦɐ
बाळ्ह	bɑːɭ̆ɦɐ́
बाहु	bɑːɦu
बाहु	bɑːɦú
बिन्दु	bin̪d̪u
बिन्दु	bin̪d̪ú
बिभर्ति	bibʱɐɾt̪i
बिभर्ति	bibʱɐ́ɾt̪i
बिभाय	bibʱɑːjɐ
बिभाय	bibʱɑ́ːjɐ
बिभेति	bibʱeːt̪i
बिभेति	bibʱɐ́jt̪i
बिल	bil̪ɐ
बिल	bíl̪ɐ
बीज	biːd͡ʑɐ
बीज	bíːd͡ʑɐ
बुक्कति	bukkɐt̪i
बुक्कयति	bukkɐjɐt̪i
बुद्ध	bud̪d̪ʱɐ
बुद्ध	bud̪d̪ʱɐ́
बुद्धि	bud̪d̪ʱi
बुद्धि	búd̪d̪ʱi
बुद्धीन्द्रिय	bud̪d̪ʱiːn̪d̪ɾijɐ
बुद्धीन्द्रिय	bud̪d̪ʱiːn̪d̪ɾijɐ́
बुद्ध्वा	bud̪d̪ʱʋɑː
बुध्	bud̪ʱ
बुध्	búd̪ʱ
बुध्न	bud̪ʱn̪ɐ
बुध्न	bud̪ʱn̪ɐ́
बुध्यते	bud̪ʱjɐt̪eː
बुध्यते	búd̪ʱjɐt̪ɐj
बुन्द	bun̪d̪ɐ
बुन्द	bun̪d̪ɐ́
बुभुक्षा	bubʱukʂɑː
बुभुक्षित	bubʱukʂit̪ɐ
बृहत्	br̩ɦɐt̪
बृहत्	br̩ɦɐ́t̪
बृहन्त्	br̩ɦɐn̪t̪
बृहन्त्	br̩ɦɐ́n̪t̪
बोधति	boːd̪ʱɐt̪i
बोधति	bɐ́wd̪ʱɐt̪i
बोधते	boːd̪ʱɐt̪eː
बोधते	bɐwd̪ʱɐt̪ɐj
बोधयति	boːd̪ʱɐjɐt̪i
बोधयति	bɐwd̪ʱɐ́jɐt̪i
बोधि	boːd̪ʱi
बोधि	bɐwd̪ʱí
बोधिसत्त्व	boːd̪ʱis̪ɐt̪t̪ʋɐ
बोभवति	boːbʱɐʋɐt̪i
बोभवति	bɐwbʱɐʋɐt̪i
बोभवीति	boːbʱɐʋiːt̪i
बोभवीति	bɐ́wbʱɐʋiːt̪i
बोभोति	boːbʱoːt̪i
बोभोति	bɐwbʱɐwt̪i
ब्रध्न	bɾɐd̪ʱn̪ɐ
ब्रध्न	bɾɐd̪ʱn̪ɐ́
ब्रह्मन्	bɾɐɦmɐn̪
ब्रह्मन्	bɾɐ́ɦmɐn̪
ब्रह्मा	bɾɐɦmɑː
ब्राह्मण	bɾɑːɦmɐɳɐ
ब्राह्मण	bɾɑ́ːɦmɐɳɐ
भक्त	bʱɐkt̪ɐ
भक्त	bʱɐkt̪ɐ́
भक्ष	bʱɐkʂɐ
भक्ष	bʱɐkʂɐ́
भग	bʱɐɡɐ
भग	bʱɐ́ɡɐ
भगदत्त	bʱɐɡɐd̪ɐt̪t̪ɐ
भगवत्	bʱɐɡɐʋɐt̪
भगवान्	bʱɐɡɐʋɑːn̪
भग्न	bʱɐɡn̪ɐ
भग्न	bʱɐɡn̪ɐ́
भजति	bʱɐd͡ʑɐt̪i
भजति	bʱɐ́d͡ʑɐt̪i
भजते	bʱɐd͡ʑɐt̪eː
भजते	bʱɐ́d͡ʑɐt̪ɐj
भजन	bʱɐd͡ʑɐn̪ɐ
भञ्जक	bʱɐɲd͡ʑɐkɐ
भञ्ज्	bʱɐɲd͡ʑ
भद्र	bʱɐd̪ɾɐ
भद्र	bʱɐd̪ɾɐ́
भनक्ति	bʱɐn̪ɐkt̪i
भनक्ति	bʱɐn̪ɐ́kt̪i
भनति	bʱɐn̪ɐt̪i
भनति	bʱɐ́n̪ɐt̪i
भन्दताम्	bʱɐn̪d̪ɐt̪ɑːm
भय	bʱɐjɐ
भय	bʱɐjɐ́
भयते	bʱɐjɐt̪eː
भयते	bʱɐ́jɐt̪ɐj
भर	bʱɐɾɐ
भर	bʱɐ́ɾɐ
भरण	bʱɐɾɐɳɐ
भरति	bʱɐɾɐt̪i
भरति	bʱɐ́ɾɐt̪i
भरतु	bʱɐɾɐt̪u
भरत्	bʱɐɾɐt̪
भरत्	bʱɐ́ɾɐt̪
भरस्	bʱɐɾɐs̪
भरस्	bʱɐ́ɾɐs̪
भरिष	bʱɐɾiʂɐ
भरिष	bʱɐɾiʂɐ́
भरीमन्	bʱɐɾiːmɐn̪
भरीमन्	bʱɐ́ɾiːmɐn̪
भरु	bʱɐɾu
भर्ग	bʱɐɾɡɐ
भर्ग	bʱɐ́ɾɡɐ
भर्तृ	bʱɐɾt̪r̩
भर्तृ	bʱɐɾt̪ŕ̩
भर्तृ	bʱɐ́ɾt̪r̩
भर्त्सक	bʱɐɾt̪s̪ɐkɐ
भर्त्सन	bʱɐɾt̪s̪ɐn̪ɐ
भर्त्सना	bʱɐɾt̪s̪ɐn̪ɑː
भर्त्स्	bʱɐɾt̪s̪
भर्मन्	bʱɐɾmɐn̪
भर्मन्	bʱɐ́ɾmɐn̪
भर्व्	bʱɐɾʋ
भर्व्	bʱɐ́ɾʋ
भल्लाक	bʱɐl̪l̪ɑːkɐ
भल्लात	bʱɐl̪l̪ɑːt̪ɐ
भल्लातक	bʱɐl̪l̪ɑːt̪ɐkɐ
भल्लूक	bʱɐl̪l̪uːkɐ
भवतः	bʱɐʋɐt̪ɐh
भवतात्	bʱɐʋɐt̪ɑːt̪
भवति	bʱɐʋɐt̪i
भवति	bʱɐ́ʋɐt̪i
भवतु	bʱɐʋɐt̪u
भवत्	bʱɐʋɐt̪
भवत्	bʱɐ́ʋɐt̪
भवथ	bʱɐʋɐt̪ʰɐ
भवथः	bʱɐʋɐt̪ʰɐh
भवन्ति	bʱɐʋɐn̪t̪i
भवसि	bʱɐʋɐs̪i
भवानि	bʱɐʋɑːn̪i
भवानी	bʱɐʋɑːn̪iː
भवान्	bʱɐʋɑːn̪
भवान्	bʱɐ́ʋɑːn̪
भवामः	bʱɐʋɑːmɐh
भवामि	bʱɐʋɑːmi
भवावः	bʱɐʋɑːʋɐh
भवितव्य	bʱɐʋit̪ɐʋjɐ
भविष्य	bʱɐʋiʂjɐ
भविष्यति	bʱɐʋiʂjɐt̪i
भविष्यसि	bʱɐʋiʂjɐs̪i
भविष्यामि	bʱɐʋiʂjɑːmi
भव्य	bʱɐʋjɐ
भशिरा	bʱɐɕiɾɑː
भस्	bʱɐs̪
भस्त्रा	bʱɐs̪t̪ɾɑː
भस्त्रा	bʱɐ́s̪t̪ɾɑː
भस्त्री	bʱɐs̪t̪ɾiː
भस्मन्	bʱɐs̪mɐn̪
भस्मन्	bʱɐ́s̪mɐn̪
भा	bʱɑː
भा	bʱɑ́ː
भाग	bʱɑːɡɐ
भाग	bʱɑːɡɐ́
भागवत	bʱɑːɡɐʋɐt̪ɐ
भाजन	bʱɑːd͡ʑɐn̪ɐ
भाजन	bʱɑ́ːd͡ʑɐn̪ɐ
भाजयति	bʱɑːd͡ʑɐjɐt̪i
भाजयति	bʱɑːd͡ʑɐ́jɐt̪i
भाति	bʱɑːt̪i
भाति	bʱɑ́ːt̪i
भान	bʱɑːn̪ɐ
भान	bʱɑ́ːn̪ɐ
भानु	bʱɑːn̪u
भानु	bʱɑːn̪ú
भाम	bʱɑːmɐ
भाम	bʱɑ́ːmɐ
भार	bʱɑːɾɐ
भार	bʱɑːɾɐ́
भारत	bʱɑːɾɐt̪ɐ
भारत	bʱɑ́ːɾɐt̪ɐ
भारिक	bʱɑːɾikɐ
भारिन्	bʱɑːɾin̪
भारी	bʱɑːɾiː
भार्मन्	bʱɑːɾmɐn̪
भार्मन्	bʱɑ́ːɾmɐn̪
भाल	bʱɑːl̪ɐ
भावज्ञा	bʱɑːʋɐd͡ʑɲɑː
भावित	bʱɑːʋit̪ɐ
भाषते	bʱɑːʂɐt̪eː
भाषते	bʱɑ́ːʂɐt̪ɐj
भाषा	bʱɑːʂɑː
भाषा	bʱɑ́ːʂɑː
भास्	bʱɑːs̪
भास्	bʱɑ́ːs̪
भिक्षु	bʱikʂu
भिक्षु	bʱikʂú
भिण्डा	bʱiɳɖɑː
भिनत्ति	bʱin̪ɐt̪t̪i
भिनत्ति	bʱin̪ɐ́t̪t̪i
भिन्न	bʱin̪n̪ɐ
भिन्न	bʱin̪n̪ɐ́
भिषक्	bʱiʂɐk
भिषक्	bʱiʂɐ́k
भिषक्ति	bʱiʂɐkt̪i
भिषक्ति	bʱiʂɐ́kt̪i
भिषज्	bʱiʂɐd͡ʑ
भिषज्	bʱiʂɐ́d͡ʑ
भी	bʱiː
भी	bʱíː
भीम	bʱiːmɐ
भीम	bʱiːmɐ́
भुग्न	bʱuɡn̪ɐ
भुग्न	bʱuɡn̪ɐ́
भुज	bʱud͡ʑɐ
भुज	bʱúd͡ʑɐ
भुनक्ति	bʱun̪ɐkt̪i
भुनक्ति	bʱun̪ɐ́kt̪i
भुवन	bʱuʋɐn̪ɐ
भुवन	bʱúʋɐn̪ɐ
भू	bʱuː
भू	bʱúː
भूकम्प	bʱuːkɐmpɐ
भूकम्प	bʱúːkɐmpɐ
भूगोल	bʱuːɡoːl̪ɐ
भूगोल	bʱuːɡɐwl̪ɐ
भूत	bʱuːt̪ɐ
भूत	bʱuːt̪ɐ́
भूप	bʱuːpɐ
भूप	bʱúːpɐ
भूभाग	bʱuːbʱɑːɡɐ
भूभाग	bʱúːbʱɑːɡɐ
भूमन्	bʱuːmɐn̪
भूमन्	bʱuːmɐ́n̪
भूमन्	bʱúːmɐn̪
भूमि	bʱuːmi
भूमि	bʱúːmi
भूमिपुत्र	bʱuːmiput̪ɾɐ
भूमिपुत्र	bʱúːmiput̪ɾɐ
भूयते	bʱuːjɐt̪eː
भूयते	bʱuːjɐt̪ɐj
भूयध्वे	bʱuːjɐd̪ʱʋeː
भूयध्वे	bʱuːjɐd̪ʱʋɐj
भूयन्ते	bʱuːjɐn̪t̪eː
भूयन्ते	bʱuːjɐn̪t̪ɐj
भूयसे	bʱuːjɐs̪eː
भूयसे	bʱuːjɐs̪ɐj
भूयामहे	bʱuːjɑːmɐɦeː
भूयामहे	bʱuːjɑːmɐɦɐj
भूयावहे	bʱuːjɑːʋɐɦeː
भूयावहे	bʱuːjɑːʋɐɦɐj
भूये	bʱuːjeː
भूये	bʱuːjɐj
भूयेते	bʱuːjeːt̪eː
भूयेते	bʱuːjɐjt̪ɐj
भूयेथे	bʱuːjeːt̪ʰeː
भूयेथे	bʱuːjɐjt̪ʰɐj
भूर्ज	bʱuːɾd͡ʑɐ
भूर्ज	bʱuːɾd͡ʑɐ́
भूषण	bʱuːʂɐɳɐ
भूषण	bʱuːʂɐ́ɳɐ
भृ	bʱr̩
भृज्जति	bʱr̩dd͡ʑɐt̪i
भृज्जति	bʱr̩dd͡ʑɐ́t̪i
भृति	bʱr̩t̪i
भृति	bʱr̩t̪í
भृति	bʱŕ̩t̪i
भृष्टि	bʱr̩ʂʈi
भृष्टि	bʱr̩ʂʈí
भेद	bʱeːd̪ɐ
भेद	bʱɐjd̪ɐ́
भेषज	bʱeːʂɐd͡ʑɐ
भेषज	bʱɐjʂɐd͡ʑɐ́
भेषज्य	bʱeːʂɐd͡ʑjɐ
भेषज्य	bʱɐjʂɐd͡ʑjɐ́
भैषज्य	bʱɑjʂɐd͡ʑjɐ
भैषज्य	bʱɑ́ːjʂɐd͡ʑjɐ
भोग	bʱoːɡɐ
भोग	bʱɐ́wɡɐ
भोग्य	bʱoːɡjɐ
भोग्य	bʱɐwɡjɐ́
भोजन	bʱoːd͡ʑɐn̪ɐ
भोजन	bʱɐ́wd͡ʑɐn̪ɐ
भोट	bʱoːʈɐh
भोट	bʱɐ́wʈɐh
भोटान्त	bʱoːʈɑːn̪t̪ɐ
भोटान्त	bʱɐwʈɑːn̪t̪ɐ
भोस्	bʱoːs̪
भोस्	bʱɐws̪
भौम	bʱɑwmɐ
भौम	bʱɑːwmɐ́
भ्रंश	bʱɾɐ̃ɕɐ
भ्रंश	bʱɾɐ̃ɕɐ́
भ्रंशते	bʱɾɐ̃ɕɐt̪eː
भ्रंशते	bʱɾɐ̃́ɕɐt̪ɐj
भ्रमण	bʱɾɐmɐɳɐ
भ्राता	bʱɾɑːt̪ɑː
भ्राता	bʱɾɑ́ːt̪ɑː
भ्रातृ	bʱɾɑːt̪r̩
भ्रातृ	bʱɾɑ́ːt̪r̩
भ्रू	bʱɾuː
भ्रू	bʱɾúː
भ्रूण	bʱɾuːɳɐ
भ्रूण	bʱɾuːɳɐ́
मकक	mɐkɐkɐ
मकक	mɐ́kɐkɐ
मकर	mɐkɐɾɐ
मक्षिका	mɐkʂikɑː
मक्षिका	mɐ́kʂikɑː
मक्षू	mɐkʂuː
मक्षू	mɐkʂúː
मगध	mɐɡɐd̪ʱɐ
मगध	mɐɡɐ́d̪ʱɐ
मग्न	mɐɡn̪ɐ
मग्न	mɐɡn̪ɐ́
मघ	mɐɡʱɐ
मघ	mɐɡʱɐ́
मज्जति	mɐdd͡ʑɐt̪i
मज्जति	mɐ́dd͡ʑɐt̪i
मज्जन्	mɐdd͡ʑɐn̪
मज्जन्	mɐdd͡ʑɐ́n̪
मज्जस्	mɐdd͡ʑɐs̪
मज्जा	mɐdd͡ʑɑː
मज्जा	mɐdd͡ʑɑ́ː
मठ	mɐʈʰɐ
मणि	mɐɳi
मणि	mɐɳí
मण्डल	mɐɳɖɐl̪ɐ
मण्डलिका	mɐɳɖɐl̪ikɑː
मण्डूक	mɐɳɖuːkɐ
मण्डूक	mɐɳɖúːkɐ
मति	mɐt̪i
मति	mɐt̪í
मति	mɐ́t̪i
मत्त	mɐt̪t̪ɐ
मत्त	mɐt̪t̪ɐ́
मत्स्य	mɐt̪s̪jɐ
मत्स्य	mɐ́t̪s̪jɐ
मदिर	mɐd̪iɾɐ
मदिर	mɐd̪iɾɐ́
मदिरा	mɐd̪iɾɑː
मद्	mɐd̪
मद्गु	mɐd̪ɡu
मद्गु	mɐd̪ɡú
मद्य	mɐd̪jɐ
मद्य	mɐ́d̪jɐ
मद्यपान	mɐd̪jɐpɑːn̪ɐ
मद्यसार	mɐd̪jɐs̪ɑːɾɐ
मधु	mɐd̪ʱu
मधु	mɐ́d̪ʱu
मधुर	mɐd̪ʱuɾɐ
मधुरेण	mɐd̪ʱuɾeːɳɐ
मधुरेण	mɐd̪ʱuɾɐjɳɐ
मध्य	mɐd̪ʱjɐ
मध्य	mɐ́d̪ʱjɐ
मध्यम	mɐd̪ʱjɐmɐ
मध्यस्थ	mɐd̪ʱjɐs̪t̪ʰɐ
मध्याह्न	mɐd̪ʱjɑːɦn̪ɐ
मनः	mɐn̪ɐh
मनति	mɐn̪ɐt̪i
मनन	mɐn̪ɐn̪ɐ
मनन	mɐn̪ɐ́n̪ɐ
मनसा	mɐn̪ɐs̪ɑː
मनस्	mɐn̪ɐs̪
मनस्	mɐ́n̪ɐs̪
मना	mɐn̪ɑː
मना	mɐn̪ɑ́ː
मनु	mɐn̪u
मनु	mɐ́n̪u
मनुष्य	mɐn̪uʂjɐ
मनुष्य	mɐn̪uʂjɐ́
मनुस्	mɐn̪us̪
मनुस्	mɐ́n̪us̪
मनेत्	mɐn̪eːt̪
मनेत्	mɐn̪ɐjt̪
मनोगत	mɐn̪oːɡɐt̪ɐ
मनोगत	mɐ́n̪ɐwɡɐt̪ɐ
मनोतृ	mɐn̪oːt̪r̩
मनोतृ	mɐn̪ɐ́wt̪r̩
मन्	mɐn̪
मन्तु	mɐn̪t̪u
मन्तु	mɐ́n̪t̪u
मन्तृ	mɐn̪t̪r̩
मन्तृ	mɐn̪t̪ŕ̩
मन्त्र	mɐn̪t̪ɾɐ
मन्त्र	mɐ́n̪t̪ɾɐ
मन्त्रालय	mɐn̪t̪ɾɑːl̪ɐjɐ
मन्त्रिणी	mɐn̪t̪ɾiɳiː
मन्त्रिन्	mɐn̪t̪ɾin̪
मन्त्रिन्	mɐn̪t̪ɾín̪
मन्त्री	mɐn̪t̪ɾiː
मन्दताम्	mɐn̪d̪ɐt̪ɑːm
मन्दुरा	mɐn̪d̪uɾɑː
मन्यते	mɐn̪jɐt̪eː
मन्यते	mɐ́n̪jɐt̪ɐj
मन्या	mɐn̪jɑː
मन्या	mɐ́n̪jɑː
मन्यु	mɐn̪ju
मन्यु	mɐn̪jú
मम	mɐmɐ
मम्नौ	mɐmn̪ɑw
मम्नौ	mɐmn̪ɑːw
मयस्	mɐjɐs̪
मयस्	mɐ́jɐs̪
मया	mɐjɑː
मयि	mɐji
मयूख	mɐjuːkʰɐ
मयूख	mɐjúːkʰɐ
मयूर	mɐjuːɾɐ
मयूर	mɐjúːɾɐ
मरकत	mɐɾɐkɐt̪ɐ
मरति	mɐɾɐt̪i
मरति	mɐ́ɾɐt̪i
मरीचि	mɐɾiːt͡ɕi
मरीचि	mɐ́ɾiːt͡ɕi
मरीयमि	mɐɾiːjɐmi
मरीयमिपुत्र	mɐɾiːjɐmiput̪ɾɐ
मरु	mɐɾu
मरु	mɐɾú
मरुस्थली	mɐɾus̪t̪ʰɐl̪iː
मर्त	mɐɾt̪ɐ
मर्त	mɐ́ɾt̪ɐ
मर्त्य	mɐɾt̪jɐ
मर्त्य	mɐ́ɾt̪jɐ
मर्द	mɐɾd̪ɐ
मर्मन्	mɐɾmɐn̪
मर्मन्	mɐ́ɾmɐn̪
मर्मर	mɐɾmɐɾɐ
मर्य	mɐɾjɐ
मर्य	mɐ́ɾjɐ
मर्यादा	mɐɾjɑːd̪ɑː
मर्यादा	mɐɾjɑ́ːd̪ɑː
मल	mɐl̪ɐ
मल	mɐ́l̪ɐ
मलपृष्ठ	mɐl̪ɐpr̩ʂʈʰɐ
मलिन	mɐl̪in̪ɐ
मल्ह	mɐl̪ɦɐ
मश	mɐɕɐ
मशक	mɐɕɐkɐ
मशक	mɐɕɐ́kɐ
मषि	mɐʂi
मषिपात्र	mɐʂipɑːt̪ɾɐ
मषी	mɐʂiː
मषीपात्र	mɐʂiːpɑːt̪ɾɐ
मसि	mɐs̪i
मसिपात्र	mɐs̪ipɑːt̪ɾɐ
मसी	mɐs̪iː
मसीपात्र	mɐs̪iːpɑːt̪ɾɐ
मस्	mɐs̪
मस्तु	mɐs̪t̪u
मस्तु	mɐ́s̪t̪u
मह	mɐɦɐ
मह	mɐɦɐ́
महत्	mɐɦɐt̪
महत्	mɐɦɐ́t̪
महत्त्व	mɐɦɐt̪t̪ʋɐ
महर्द्धिक	mɐɦɐɾd̪d̪ʱikɐ
महस्	mɐɦɐs̪
महस्	mɐ́ɦɐs̪
महाकवि	mɐɦɑːkɐʋi
महागज	mɐɦɑːɡɐd͡ʑɐ
महागज	mɐɦɑ́ːɡɐd͡ʑɐ
महात्मन्	mɐɦɑːt̪mɐn̪
महात्मन्	mɐɦɑːt̪mɐ́n̪
महादेव	mɐɦɑːd̪eːʋɐ
महादेव	mɐɦɑːd̪ɐjʋɐ́
महान्	mɐɦɑːn̪
महाप्राण	mɐɦɑːpɾɑːɳɐ
महाभारत	mɐɦɑːbʱɑːɾɐt̪ɐh
महाभारत	mɐɦɑːbʱɑːɾɐt̪ɐm
महाभारत	mɐɦɑ́ːbʱɑːɾɐt̪ɐh
महाभारत	mɐɦɑ́ːbʱɑːɾɐt̪ɐm
महाययति	mɐɦɑːjɐjɐt̪i
महाराष्ट्र	mɐɦɑːɾɑːʂʈɾɐ
महार्घ	mɐɦɑːɾɡʱɐ
महावीर	mɐɦɑːʋiːɾɐ
महिष	mɐɦiʂɐ
महिष	mɐɦiʂɐ́
मह्यम्	mɐɦjɐm
मह्यम्	mɐ́ɦjɐm
मा	mɑː
मा	mɑ́ː
मांस	mɑ̃ːs̪ɐ
मांस	mɑ̃ːs̪ɐ́
मांस्	mɑ̃ːs̪
माङ्गलिक	mɑːŋɡɐl̪ikɐ
माण्डलिक	mɑːɳɖɐl̪ikɐ
माता	mɑːt̪ɑː
मातुःष्वसृ	mɑːt̪uhʂʋɐs̪r̩
मातुलानी	mɑːt̪ul̪ɑːn̪iː
मातृ	mɑːt̪r̩
मातृ	mɑːt̪ŕ̩
मातृ	mɑ́ːt̪r̩
मात्रा	mɑːt̪ɾɑː
मात्रा	mɑ́ːt̪ɾɑː
माधव	mɑːd̪ʱɐʋɐ
माधव	mɑ́ːd̪ʱɐʋɐ
मान	mɑːn̪ɐ
मान	mɑ́ːn̪ɐ
मानव	mɑːn̪ɐʋɐ
मानव	mɑːn̪ɐʋɐ́
मानसिक	mɑːn̪ɐs̪ikɐ
माम्	mɑːm
माया	mɑːjɑː
माया	mɑːjɑ́ː
मार	mɑːɾɐ
मार	mɑ́ːɾɐ
मारण	mɑːɾɐɳɐ
मारण	mɑ́ːɾɐɳɐ
मारुक	mɑːɾukɐ
मारुक	mɑ́ːɾukɐ
मार्जार	mɑːɾd͡ʑɑːɾɐ
माल	mɑːl̪ɐ
मालिनी	mɑːl̪in̪iː
मालिन्	mɑːl̪in̪
माष	mɑːʂɐ
मास	mɑːs̪ɐ
मास	mɑ́ːs̪ɐ
मासिक	mɑːs̪ikɐ
मास्	mɑːs̪
मास्	mɑ́ːs̪
मित्र	mit̪ɾɐ
मित्र	mit̪ɾɐ́
मिथस्	mit̪ʰɐs̪
मिथस्	mit̪ʰɐ́s̪
मिमीते	mimiːt̪eː
मिमीते	mímiːt̪ɐj
मियेध	mijeːd̪ʱɐ
मियेध	mijɐ́jd̪ʱɐ
मिश्र	miɕɾɐ
मिश्र	miɕɾɐ́
मिह्	miɦ
मिह्	míɦ
मीढ	miːɖʱɐ
मीढ	miːɖʱɐ́
मीढुष्टम	miːɖʱuʂʈɐmɐ
मीढुष्टम	miːɖʱúʂʈɐmɐ
मीढ्वस्	miːɖʱʋɐs̪
मीढ्वस्	miːɖʱʋɐ́s̪
मीनीतः	miːn̪iːt̪ɐh
मीर	miːɾɐ
मीळ्ह	miːɭ̆ɦɐ
मीळ्ह	miːɭ̆ɦɐ́
मीळ्हुष्टम	miːɭ̆ʱúʂʈɐmɐ
मुकुट	mukuʈɐ
मुक्त	mukt̪ɐ
मुख	mukʰɐ
मुख	múkʰɐ
मुग्ध	muɡd̪ʱɐ
मुग्ध	muɡd̪ʱɐ́
मुच्	mut͡ɕ
मुञ्चति	muɲt͡ɕɐt̪i
मुञ्चति	muɲt͡ɕɐ́t̪i
मुञ्चते	muɲt͡ɕɐt̪eː
मुञ्चते	muɲt͡ɕɐt̪ɐj
मुद्ग	mud̪ɡɐ
मुद्ग	mud̪ɡɐ́
मुद्रा	mud̪ɾɑː
मुद्रा	mud̪ɾɑ́ː
मुमुचे	mumut͡ɕeː
मुमुचे	mumut͡ɕɐj
मुमोच	mumoːt͡ɕɐ
मुमोच	mumɐwt͡ɕɐ
मुर्छ्	muɾt͡ɕʰ
मुष्क	muʂkɐ
मुष्क	muʂkɐ́
मुष्टि	muʂʈi
मुष्टि	muʂʈí
मुहुर्	muɦuɾ
मुहुर्	múɦuɾ
मुह्यति	muɦjɐt̪i
मुह्यति	múɦjɐt̪i
मूक	muːkɐ
मूक	muːkɐ́
मूढ	muːɖʱɐ
मूढ	muːɖʱɐ́
मूत्र	muːt̪ɾɐ
मूत्र	múːt̪ɾɐ
मूर	muːɾɐ
मूर	muːɾɐ́
मूर्ख	muːɾkʰɐ
मूर्ख	muːɾkʰɐ́
मूर्खतयोः	muːɾkʰɐt̪ɐjoːh
मूर्खतयोः	muːɾkʰɐt̪ɐjɐwh
मूर्खता	muːɾkʰɐt̪ɑː
मूर्खता	muːɾkʰɐ́t̪ɑː
मूर्खताः	muːɾkʰɐt̪ɑːh
मूर्खताभ्यः	muːɾkʰɐt̪ɑːbʱjɐh
मूर्खताभ्याम्	muːɾkʰɐt̪ɑːbʱjɑːm
मूर्खतायाः	muːɾkʰɐt̪ɑːjɑːh
मूर्खते	muːɾkʰɐt̪eː
मूर्खते	muːɾkʰɐt̪ɐj
मूर्च्छन	muːɾtt͡ɕʰɐn̪ɐ
मूर्च्छा	muːɾtt͡ɕʰɑː
मूर्च्छित	muːɾtt͡ɕʰit̪ɐ
मूर्च्छ्	muːɾtt͡ɕʰ
मूर्छन	muːɾt͡ɕʰɐn̪ɐ
मूर्छा	muːɾt͡ɕʰɑː
मूर्छित	muːɾt͡ɕʰit̪ɐ
मूर्छ्	muːɾt͡ɕʰ
मूर्धन्	muːɾd̪ʱɐn̪
मूर्धन्	muːɾd̪ʱɐ́n̪
मूल	muːl̪ɐ
मूल	múːl̪ɐ
मूलिका	muːl̪ikɑː
मूष्	muːʂ
मूष्	múːʂ
मृ	mr̩
मृग	mr̩ɡɐ
मृग	mr̩ɡɐ́
मृत	mr̩t̪ɐ
मृत	mr̩t̪ɐ́
मृत्यु	mr̩t̪ju
मृत्यु	mr̩t̪jú
मृदु	mr̩d̪u
मृदु	mr̩d̪ú
मृद्	mr̩d̪
मृद्	mŕ̩d̪
मृष्यति	mr̩ʂjɐt̪i
मे	meː
मे	mɐj
मेक्षयति	meːkʂɐjɐt̪i
मेक्षयति	mɐjkʂɐjɐt̪i
मेघ	meːɡʱɐ
मेघ	mɐjɡʱɐ́
मेढ्र	meːɖʱɾɐ
मेढ्र	mɐ́jɖʱɾɐ
मेण्ढ्र	meːɳɖʱɾɐ
मेण्ढ्र	mɐjɳɖʱɾɐ
मेथिका	meːt̪ʰikɑː
मेथिका	mɐjt̪ʰikɑː
मेथी	meːt̪ʰiː
मेथी	mɐjt̪ʰiː
मेधा	meːd̪ʱɑː
मेधा	mɐjd̪ʱɑ́ː
मेधिर	meːd̪ʱiɾɐ
मेधिर	mɐ́jd̪ʱiɾɐ
मेरु	meːɾu
मेरु	mɐjɾu
मेरुदण्ड	meːɾud̪ɐɳɖɐ
मेरुदण्ड	mɐjɾud̪ɐɳɖɐ
मेष	meːʂɐ
मेष	mɐjʂɐ́
मेह	meːɦɐ
मेह	mɐ́jɦɐ
मेहति	meːɦɐt̪i
मेहति	mɐ́jɦɐt̪i
मोक्तुम्	moːkt̪um
मोक्तुम्	mɐwkt̪um
मोग्धि	moːɡd̪ʱi
मोग्धि	mɐwɡd̪ʱi
मोचते	moːt͡ɕɐt̪eː
मोचते	mɐwt͡ɕɐt̪ɐj
मोचयति	moːt͡ɕɐjɐt̪i
मोचयति	mɐwt͡ɕɐjɐt̪i
मोदताम्	moːd̪ɐt̪ɑːm
मोदताम्	mɐwd̪ɐt̪ɑːm
मोमुघ	moːmuɡʱɐ
मोमुघ	mɐwmuɡʱɐ́
मोह	moːɦɐ
मोह	mɐ́wɦɐ
मौखिक	mɑwkʰikɐ
मौखिक	mɑːwkʰikɐ
मौन	mɑwn̪ɐ
मौन	mɑːwn̪ɐ́
म्ना	mn̪ɑː
म्रियते	mɾijɐt̪eː
म्रियते	mɾijɐ́t̪ɐj
म्लात	ml̪ɑːt̪ɐ
म्लात	ml̪ɑːt̪ɐ́
म्लेच्छ	ml̪eːtt͡ɕʰɐ
म्लेच्छ	ml̪ɐjtt͡ɕʰɐ́
य	jɐ
यकार	jɐkɑːɾɐ
यकारादिपद	jɐkɑːɾɑːd̪ipɐd̪ɐ
यकृत्	jɐkr̩t̪
यकृत्	jɐ́kr̩t̪
यक्ष	jɐkʂɐ
यक्ष	jɐkʂɐ́
यच्छति	jɐtt͡ɕʰɐt̪i
यच्छति	jɐ́tt͡ɕʰɐt̪i
यजति	jɐd͡ʑɐt̪i
यजति	jɐ́d͡ʑɐt̪i
यजतु	jɐd͡ʑɐt̪u
यजस्	jɐd͡ʑɐs̪
यजस्	jɐ́d͡ʑɐs̪
यजुस्	jɐd͡ʑus̪
यजुस्	jɐ́d͡ʑus̪
यज्	jɐd͡ʑ
