uchinjo	utʃiⁿɗʒo
teknolojia	teknoloʄia
palipoumia	palipoumia
mminyano	mmiɲano
e	e
unaoletwa	unaoletwa
analo	analo
kipandikizo	kipaⁿɗikizo
waliteremsh	waliteɾemʃ
mkunge	mkuᵑge
kidari	kiɗaɾi
aliyoyafanya	alijojafaɲa
tumedharaul	tumeɗhaɾaul
tura	tuɾa
sagini	saɠini
nishaa	niʃaa
asiyelipa	asijelipa
uvumbi	uvuᵐɓi
anayeyashiki	anajejaʃiki
tukuza	tukuza
uvusho	uvuʃo
kibaniko	kiɓaniko
mfenesi	mfenesi
nimeyachang	nimejatʃaᵑg
oksijeni	oksiʄeni
ushawishi	uʃawiʃi
kuhoji	kuhoʄi
akamlinda	akamliⁿɗa
ilibidi	iliɓiɗi
timbe	tiᵐɓe
havikupotea	havikupotea
kujaribu	kuʄaɾiɓu
unaua	unaua
waliabudu	waliaɓuɗu
fungo	fuᵑgo
waliamka	waliamka
hufulia	hufulia
washa	waʃa
yapeperushw	japepeɾuʃw
yakitirika	jakitiɾika
linamsubiri	linamsuɓiɾi
unapenda	unapeⁿɗa
mlioitiwa	mlioitiwa
tajriba	taʄɾiɓa
ugonezi	uɠonezi
nozeli	nozeli
miye	mije
kaboni	kaɓoni
iliyotumika	ilijotumika
kuwakaribish	kuwakaɾiɓiʃ
siwapendi	siwapeⁿɗi
usilie	usilie
samweli	Samweli
nyomvi	ɲoᵐvi
watakapomwona	watakapomwona
maamuma	maamuma
inayomfanya	inajomfaɲa
kusaza	kusaza
lilipokwisha	lilipokwiʃa
kazana	kazana
dakwa	ɗakwa
kulishia	kuliʃia
aliyetoka	alijetoka
uuguzi	uuɠuzi
mayugwa	majuɠwa
aliruhusiwa	aliɾuhusiwa
bokorwa	ɓokoɾwa
laani	laani
kisamvu	kisaᵐvu
majiji	maʄiʄi
kakao	kakao
majembe	maʄeᵐɓe
alilofanyiwa	alilofaɲiwa
afukize	afukize
unaotanda	unaotaⁿɗa
zilienea	zilienea
aliyewaokoa	alijewaokoa
kumwasi	kumwasi
mshitaka	mʃitaka
wakamwasi	wakamwasi
watajaribu	wataʄaɾiɓu
kilometa	kilometa
heri	heɾi
mtakapokuwa	mtakapokuwa
wenzie	weⁿzie
zahifadhiwa	zahifaɗhiwa
awazungukav	awazuᵑgukav
kiama	kiama
watawaita	watawaita
chunisha	tʃuniʃa
huonyesha	huoɲeʃa
ahsanteni	ahsanteni
epaineto	Epaineto
kengee	keᵑgee
maanake	maanake
maparu	mapaɾu
yoana	Yoana
marasharasha	maɾaʃaɾaʃa
wajibika	waʄiɓika
miviringo	miviɾiᵑgo
nataabika	nataaɓika
gaanga	ɠaaᵑga
kujiamulia	kuʄiamulia
hayajawa	hajaʄawa
tepe	tepe
atayaokoa	atajaokoa
kimu	kimu
anayefugwa	anajefuɠwa
vidirisha	viɗiɾiʃa
bambikisha	ɓaᵐɓikiʃa
alimkuta	alimkuta
kinachokumbi	kinatʃokuᵐɓi
nepa	nepa
kinachounga	kinatʃouᵑga
atha	aθa
kwamua	kwamua
mpendopendap	mpeⁿɗopeⁿɗap
yaredi	Yaɾeɗi
kufuatishia	kufuatiʃia
tulipe	tulipe
fajaa	faʄaa
nauambia	nauaᵐɓia
firanji	fiɾaⁿɗʒi
mkemea	mkemea
uboi	uɓoi
kodolea	koɗolea
kuuchukia	kuutʃukia
vimepangwa	vimepaᵑgwa
yakinia	jakinia
pyoro	pjoɾo
taazia	taazia
nisiloliweza	nisiloliweza
faridi	faɾiɗi
nyweleni	ɲweleni
mapango	mapaᵑgo
ape	ape
niyaone	nijaone
yaliyokwish	jalijokwiʃ
mpa	mpa
somba	soᵐɓa
niliposikia	niliposikia
usikopenda	usikopeⁿɗa
wakazifungu	wakazifuᵑgu
pambanua	paᵐɓanua
wakamtumiki	wakamtumiki
waliwatokea	waliwatokea
arifika	aɾifika
gimba	ɠiᵐɓa
kuvizoeza	kuvizoeza
mliipokea	mliipokea
alijitahidi	aliʄitahiɗi
zuge	zuɠe
lamu	Lamu
kwezi	kwezi
hizo	hizo
kiu	kiu
inayofanywa	inajofaɲwa
vijani	viʄani
adanganyaye	aɗaᵑgaɲaje
uzitumie	uzitumie
aprili	Apɾili
mtesaji	mtesaʄi
zinavyolian	zinavjolian
mpandaji	mpaⁿɗaʄi
kuyakung'uta	kujakuŋuta
labda	laɓɗa
tuliwasalimu	tuliwasalimu
taabani	taaɓani
yanamaanish	janamaaniʃ
simanzi	simaⁿzi
chukiana	tʃukiana
nikwata	nikwata
tumefundish	tumefuⁿɗiʃ
nimta	nimta
kilichokazwa	kilitʃokazwa
aliyoandika	alijoaⁿɗika
mahangaiko	mahaᵑgaiko
niliye	nilije
uvushi	uvuʃi
bogi	ɓoɠi
tusimtie	tusimtie
vifunuo	vifunuo
nakutakia	nakutakia
ninavyohanga	ninavjohaᵑga
upelekaji	upelekaʄi
angazwa	aᵑgazwa
valio	valio
wakafaulu	wakafaulu
kitambo	kitaᵐɓo
shemeri	ʃemeɾi
kinokera	kinokeɾa
korbani	Koɾɓani
rafiki	ɾafiki
kichopo	kitʃopo
uli	uli
maamuzi	maamuzi
unatulia	unatulia
hamkani	hamkani
ataza	ataza
baraki	Baɾaki
rodi	ɾoɗi
hufagia	hufaɠia
sumu	sumu
ukaria	ukaɾia
mng'oaji	mŋoaʄi
overs	oveɾs
umeamkaje	umeamkaʄe
mayai	majai
waiteni	waiteni
mhali	mhali
hujiangaliang	huʄiaᵑgaliaᵑg
mtakinywa	mtakiɲwa
aeleke	aeleke
ijapokuwa	iʄapokuwa
kutafsiriwa	kutafsiɾiwa
hafi	hafi
hajakamilik	haʄakamilik
kimakusudi	kimakusuɗi
hajambo	haʄaᵐɓo
ona	ona
karisaji	kaɾisaʄi
nang'anika	naŋanika
mburugo	ᵐɓuɾuɠo
nitaporudi	nitapoɾuɗi
milengu	mileᵑgu
kujipatia	kuʄipatia
jamba	ʄaᵐɓa
aliwaona	aliwaona
kuruza	kuɾuza
linganishwa	liᵑganiʃwa
taflisi	taflisi
waliyoagiza	walijoaɠiza
alipaparika	alipapaɾika
ilisababish	ilisaɓaɓiʃ
taala	taala
binyabinya	ɓiɲaɓiɲa
bidaa	ɓiɗaa
aweze	aweze
takasa	takasa
walimgeukia	walimɠeukia
asipotee	asipotee
kilindini	kiliⁿɗini
hakuacha	hakuatʃa
usira	usiɾa
inamisha	inamiʃa
wahujumu	wahuʄumu
pameraruka	pameɾaɾuka
watanda	wataⁿɗa
ilikulazimu	ilikulazimu
alijifunza	aliʄifuⁿza
nitamrudishi	nitamɾuɗiʃi
kusumbuasumbua	kusuᵐɓuasuᵐɓua
mpendeza	mpeⁿɗeza
anayowatende	anajowateⁿɗe
kilelecha	kileletʃa
walihitaji	walihitaʄi
anapinga	anapiᵑga
tukifarijik	tukifaɾiʄik
hidiwa	hiɗiwa
mahuluki	mahuluki
wafungueni	wafuᵑgueni
katuaa	Katuaa
wasikia	wasikia
vigesi	viɠesi
mtumainieni	mtumainieni
kunaswa	kunaswa
kitumiwacho	kitumiwatʃo
kuyeyuka	kujejuka
kilembwa	kileᵐɓwa
akifichua	akifitʃua
akisumbuliwa	akisuᵐɓuliwa
utafurahi	utafuɾahi
majilisi	maʄilisi
nitawapelekea	nitawapelekea
upura	upuɾa
liliendelea	lilieⁿɗelea
aliyonijali	alijoniʄali
alichojifung	alitʃoʄifuᵑg
kulawiti	kulawiti
huifanya	huifaɲa
nitawajieni	nitawaʄieni
anatusaidia	anatusaiɗia
jarida	ʄaɾiɗa
akaya	Akaja
huwafanya	huwafaɲa
ujazo	uʄazo
kutoridhia	kutoɾiɗhia
nimefungua	nimefuᵑgua
kimada	kimaɗa
kuyafungua	kujafuᵑgua
umeyakemea	umejakemea
hukifanya	hukifaɲa
aliyeona	alijeona
kupuuza	kupuuza
wanaonyanya	wanaoɲaɲa
tumemwona	tumemwona
undugu	uⁿɗuɠu
mburuzo	ᵐɓuɾuzo
shurutisho	ʃuɾutiʃo
kibotu	kiɓotu
hamtamwabudu	hamtamwaɓuɗu
kumtayarisha	kumtajaɾiʃa
kumwabudu	kumwaɓuɗu
alichomoka	alitʃomoka
upendaji	upeⁿɗaʄi
wanaonifuat	wanaonifuat
wanautumia	wanautumia
akutangulie	akutaᵑgulie
watatolewa	watatolewa
burungia	ɓuɾuᵑgia
naamini	naamini
hawataruhus	hawataɾuhus
kinipite	kinipite
kechekeche	ketʃeketʃe
ulimtumaini	ulimtumaini
gundua	ɠuⁿɗua
kinachokatazwa	kinatʃokatazwa
mtii	mtii
wamwombee	wamwoᵐɓee
mwida	mwiɗa
aniokoa	aniokoa
haukukatika	haukukatika
vijuso	viʄuso
hawakuwaua	hawakuwaua
kunge	kuᵑge
binuliwa	ɓinuliwa
ndaro	ⁿɗaɾo
yakaichochea	jakaitʃotʃea
naipenda	naipeⁿɗa
masara	Masaɾa
huluku	huluku
ambieni	aᵐɓieni
yanawatoshen	janawatoʃen
udohoudoho	uɗohouɗoho
muumbufu	muuᵐɓufu
twende	tweⁿɗe
unyongeunyonge	uɲoᵑgeuɲoᵑge
ataviponda	atavipoⁿɗa
wenyeduka	weɲeɗuka
kiaka	kiaka
karipio	kaɾipio
checha	tʃetʃa
vikawa	vikawa
ungamianeni	uᵑgamianeni
madodo	maɗoɗo
yekonia	Yekonia
kilinizingi	kiliniziᵑgi
ostahili	ostahili
abarikiwe	aɓaɾikiwe
uiguse	uiɠuse
kaumwa	kaumwa
anajitaabisha	anaʄitaaɓiʃa
kerubi	Keɾuɓi
ndanindani	ⁿɗaniⁿɗani
rusharusha	ɾuʃaɾuʃa
tumbusi	tuᵐɓusi
wangeweza	waᵑgeweza
lieni	lieni
msichukue	msitʃukue
tunapoendel	tunapoeⁿɗel
kudhibitiwa	kuɗhiɓitiwa
sirudi	siɾuɗi
nitatolewa	nitatolewa
ufefe	ufefe
modamu	moɗamu
migomba	miɠoᵐɓa
waliozaliwa	waliozaliwa
bakulisha	ɓakuliʃa
halilia	halilia
wakamshusha	wakamʃuʃa
chechemulia	tʃetʃemulia
uletwao	uletwao
akisha	akiʃa
lililonenwa	lililonenwa
kunjuliwa	kuⁿɗʒuliwa
wachina	Watʃina
lilitajwa	lilitaʄwa
ghamu	ɠhamu
kujeruhi	kuʄeɾuhi
wamvutia	waᵐvutia
abadani	aɓaɗani
kobeamiti	koɓeamiti
duhusika	ɗuhusika
golikipa	ɠolikipa
kitenzi	kiteⁿzi
alikesha	alikeʃa
alimuomba	alimuoᵐɓa
sabiki	saɓiki
awakaribisha	awakaɾiɓiʃa
hawataadhib	hawataaɗhiɓ
ulazimi	ulazimi
hawakustahili	hawakustahili
shawishiwa	ʃawiʃiwa
anapoamka	anapoamka
ikasababisha	ikasaɓaɓiʃa
kisicheze	kisitʃeze
nitaishi	nitaiʃi
badamu	ɓaɗamu
ronda	ɾoⁿɗa
itafuta	itafuta
tunalitegem	tunaliteɠem
hakiri	hakiɾi
akashangaa	akaʃaᵑgaa
shilo	Shilo
amurisa	amuɾisa
zimeezekwa	zimeezekwa
mwungwana	mwuᵑgwana
chokoleti	tʃokoleti
kiunda	kiuⁿɗa
mwanzilishi	mwaⁿziliʃi
dumaa	ɗumaa
welekevu	welekevu
ikama	ikama
kujaliwa	kuʄaliwa
kilichoadimi	kilitʃoaɗimi
unyoya	uɲoja
utibabu	utiɓaɓu
aliupenda	aliupeⁿɗa
niliyemteua	nilijemteua
huuliwa	huuliwa
asitende	asiteⁿɗe
wazalendo	wazaleⁿɗo
atateseka	atateseka
zinazomea	zinazomea
mfigili	mfiɠili
plastisini	plastisini
tunayaandiki	tunajaaⁿɗiki
anguko	aᵑguko
kohozi	kohozi
jawa	ʄawa
utagaji	utaɠaʄi
kawaida	kawaiɗa
kumkumbatia	kumkuᵐɓatia
mapepeta	mapepeta
nilipokimez	nilipokimez
kuridhika	kuɾiɗhika
kutegemeza	kuteɠemeza
mamiminiko	mamiminiko
aliwaza	aliwaza
mibilingani	miɓiliᵑgani
daranzi	ɗaɾaⁿzi
nitakapowawe	nitakapowawe
tafsiriwa	tafsiɾiwa
mipako	mipako
anamshambulia	anamʃaᵐɓulia
alisema	alisema
glopu	ɠlopu
waliwasulib	waliwasuliɓ
mkeketo	mkeketo
wapitaji	wapitaʄi
wapigane	wapiɠane
walisita	walisita
wamefungana	wamefuᵑgana
ataweza	ataweza
suluhisha	suluhiʃa
yaliyoingiz	jalijoiᵑgiz
mfalme	mfalme
nzumari	ⁿzumaɾi
imewafanya	imewafaɲa
hami	hami
kaja	kaʄa
mgude	mɠuɗe
inayofuatia	inajofuatia
ulipofunuli	ulipofunuli
akaandika	akaaⁿɗika
vipambo	vipaᵐɓo
inukainuka	inukainuka
kilichopotea	kilitʃopotea
akasababisha	akasaɓaɓiʃa
kutengeneze	kuteᵑgeneze
atawakuta	atawakuta
lebu	leɓu
kupituka	kupituka
itakaswe	itakaswe
vuvi	vuvi
waajiri	waaʄiɾi
aliwajua	aliwaʄua
wakiwatakia	wakiwatakia
alipitia	alipitia
kutojiweza	kutoʄiweza
watetaji	watetaʄi
mrungura	mɾuᵑguɾa
kutunukiwa	kutunukiwa
tumejitahidi	tumeʄitahiɗi
masumbwi	masuᵐɓwi
liliburuta	liliɓuɾuta
haro	haɾo
taniboi	taniɓoi
anayekata	anajekata
nenepesha	nenepeʃa
kimota	kimota
kinachopiga	kinatʃopiɠa
inayodhaniwa	inajoɗhaniwa
chamburo	tʃaᵐɓuɾo
kilala	Kilala
mtule	mtule
kikamba	Kikaᵐɓa
mkimya	mkimja
kiwezacho	kiwezatʃo
kivulini	kivulini
jiepushe	ʄiepuʃe
walikuja	walikuʄa
pambazua	paᵐɓazua
ngogo	ᵑgoɠo
nifanyacho	nifaɲatʃo
fulama	fulama
walivuka	walivuka
ninakulilia	ninakulilia
wanateseka	wanateseka
kikungu	kikuᵑgu
nusuduara	nusuɗuaɾa
chika	tʃika
mwekeeni	mwekeeni
inawakilish	inawakiliʃ
ujulikanao	uʄulikanao
karna	kaɾna
walionitaki	walionitaki
sahihisho	sahihiʃo
nabanwa	naɓanwa
kanandile	kanaⁿɗile
itakapokamil	itakapokamil
mliyojionea	mlijoʄionea
salini	salini
hujengwa	huʄeᵑgwa
solio	Solio
kichaa	kitʃaa
atakayemfany	atakajemfaɲ
wakingojea	wakiᵑgoʄea
madirisha	maɗiɾiʃa
aoze	aoze
kushughuliki	kuʃuɠhuliki
viwete	viwete
niliyompele	nilijompele
nikaapa	nikaapa
nikawatupa	nikawatupa
uliyoniahid	ulijoniahiɗ
ilimradi	ilimɾaɗi
iliharibiwa	ilihaɾiɓiwa
wameanguka	wameaᵑguka
wakakosa	wakakosa
tunatambua	tunataᵐɓua
ito	ito
msahafu	Msahafu
patajwapo	pataʄwapo
kilichopakwa	kilitʃopakwa
waliasi	waliasi
anayetegemewa	anajeteɠemewa
hebo	heɓo
kiangulia	kiaᵑgulia
mutribu	mutɾiɓu
anayevunja	anajevuⁿɗʒa
aliyefufuka	alijefufuka
ulipunguza	ulipuᵑguza
mfu	mfu
akafanye	akafaɲe
kusafirishi	kusafiɾiʃi
kikosi	kikosi
aliwapa	aliwapa
ngiro	Nɠiɾo
pendezwa	peⁿɗezwa
sindo	Siⁿɗo
kimejilaza	kimeʄilaza
ati	ati
mmemkosea	mmemkosea
wanajisingi	wanaʄisiᵑgi
kaba	kaɓa
chizi	tʃizi
mabwawa	maɓwawa
maelekezo	maelekezo
mkeneko	mkeneko
churupukwa	tʃuɾupukwa
watanitumikia	watanitumikia
ubahatishaji	uɓahatiʃaʄi
zeno	Zeno
pombojea	poᵐɓoʄea
kasahau	kasahau
angakewa	aᵑgakewa
kuwaarifu	kuwaaɾifu
husika	husika
uchakavu	utʃakavu
bushati	ɓuʃati
kunachangia	kunatʃaᵑgia
mitondo	mitoⁿɗo
mawaa	mawaa
mstatili	mstatili
kumtii	kumtii
teule	teule
sikopi	sikopi
tandaa	taⁿɗaa
kunatangazwa	kunataᵑgazwa
nakuapisha	nakuapiʃa
uwapo	uwapo
mfupi	mfupi
lililokatazwa	lililokatazwa
kakamizi	kakamizi
majambo	maʄaᵐɓo
vinapokutan	vinapokutan
viungulia	viuᵑgulia
kumwagilia	kumwaɠilia
kamusa	kamusa
ngazini	ᵑgazini
uliyeanza	ulijeaⁿza
ukupatie	ukupatie
shuhudiani	ʃuhuɗiani
walitokea	walitokea
kifukizio	kifukizio
juzijuzi	ʄuziʄuzi
haikulingana	haikuliᵑgana
unaokingama	unaokiᵑgama
kokotwa	kokotwa
aminadabu	Aminaɗaɓu
alitufanya	alitufaɲa
wanautafuna	wanautafuna
kiarifa	kiaɾifa
nahodha	nahoɗha
jamadari	ʄamaɗaɾi
kukemewa	kukemewa
susu	susu
wanapozungumza	wanapozuᵑgumza
watazipata	watazipata
nayafurahia	najafuɾahia
hatafuti	hatafuti
taipureta	taipuɾeta
majangwa	maʄaᵑgwa
lavani	lavani
sumbika	suᵐɓika
pono	pono
ukatike	ukatike
umenionyesha	umenioɲeʃa
farakano	faɾakano
mipalio	mipalio
uayari	uajaɾi
mlionifuata	mlionifuata
akthari	akθaɾi
kijukwaa	kiʄukwaa
king'ota	kiŋota
laka	laka
wanisalimis	wanisalimis
tutalichukulia	tutalitʃukulia
huanzia	huaⁿzia
eleza	eleza
ase	ase
kidubweshu	kiɗuɓweʃu
unayohukumu	unajohukumu
alifia	alifia
zitabarikiwa	zitaɓaɾikiwa
vidomo	viɗomo
kugwaya	kuɠwaja
haijatimia	haiʄatimia
nadama	naɗama
aheri	aheɾi
nionapo	nionapo
mezea	mezea
mpinzani	mpiⁿzani
kumtupa	kumtupa
anapowashwa	anapowaʃwa
murang'a	Muɾaŋa
itajua	itaʄua
yakuti	jakuti
waparthi	Wapaɾθi
yatotoe	jatotoe
kulengwa	kuleᵑgwa
mikulo	mikulo
kujivunia	kuʄivunia
kitenge	kiteᵑge
aachane	aatʃane
msukano	msukano
akingoja	akiᵑgoʄa
stajiri	staʄiɾi
unaozuia	unaozuia
inashughuli	inaʃuɠhuli
anayeitegem	anajeiteɠem
aliyekuwako	alijekuwako
angekesha	aᵑgekeʃa
chapwa	tʃapwa
litakalokuadhi	litakalokuaɗhi
telekatui	telekatui
ingemkuta	iᵑgemkuta
litangulialo	litaᵑgulialo
yaliyooza	jalijooza
walionana	walionana
pele	pele
mtakalifu	mtakalifu
kaptagat	Kaptaɠat
inajikangan	inaʄikaᵑgan
waliopendele	waliopeⁿɗele
watumbukizw	watuᵐɓukizw
alipoyaona	alipojaona
vichochoro	vitʃotʃoɾo
kinofu	kinofu
unapoona	unapoona
tukiwaambia	tukiwaaᵐɓia
alizowawekea	alizowawekea
ndenge	ⁿɗeᵑge
rala	ɾala
wakiangamiz	wakiaᵑgamiz
kukabiliwa	kukaɓiliwa
tapa	tapa
mwimbaji	mwiᵐɓaʄi
hueneza	hueneza
likatembea	likateᵐɓea
inavyofaa	inavjofaa
aifanikishe	aifanikiʃe
majipu	maʄipu
sui	sui
imefagiwa	imefaɠiwa
yanayoliwa	janajoliwa
umekuwapo	umekuwapo
hambagui	haᵐɓaɠui
ambishia	aᵐɓiʃia
nashiriki	naʃiɾiki
limetumika	limetumika
walfalme	walfalme
vitana	vitana
takadamu	takaɗamu
kumnusisha	kumnusiʃa
fyonda	fjoⁿɗa
kutaja	kutaʄa
ulizozifanya	ulizozifaɲa
liutawale	liutawale
gua	ɠua
injinia	iⁿɗʒinia
usihangaike	usihaᵑgaike
chombo	tʃoᵐɓo
nitauzungushi	nitauzuᵑguʃi
wamewapa	wamewapa
dirizi	ɗiɾizi
mtaguso	mtaɠuso
dualia	ɗualia
anayepasa	anajepasa
uonaji	uonaʄi
unapofufuli	unapofufuli
inatutakasa	inatutakasa
mapao	mapao
atakayopata	atakajopata
mbirimbi	ᵐɓiɾiᵐɓi
twatajirish	twataʄiɾiʃ
gumia	ɠumia
agika	aɠika
mvao	ᵐvao
kotia	kotia
yanayopendwa	janajopeⁿɗwa
kuziona	kuziona
wazuhali	wazuhali
hayajaanguka	hajaʄaaᵑguka
msimsumbue	msimsuᵐɓue
angatwa	aᵑgatwa
wawaiingie	wawaiiᵑgie
ngole	ᵑgole
vuka	vuka
alimwamini	alimwamini
nenepa	nenepa
hakuutii	hakuutii
atakuangami	atakuaᵑgami
alipapo	alipapo
mapatilizano	mapatilizano
hatawajenga	hatawaʄeᵑga
humjulisha	humʄuliʃa
malipo	malipo
hagali	haɠali
asipopata	asipopata
kunyegezana	kuɲeɠezana
vichocheo	vitʃotʃeo
mshtarii	mʃtaɾii
wabunifu	waɓunifu
aliwapiga	aliwapiɠa
keba	keɓa
mbera	ᵐɓeɾa
kidunavi	kiɗunavi
hupikwa	hupikwa
wakanivutia	wakanivutia
ki	ki
kugemea	kuɠemea
inayotoswa	inajotoswa
methali	meθali
ombeni	oᵐɓeni
dokezea	ɗokezea
amebatizwa	ameɓatizwa
nala	nala
kidhi	kiɗhi
waliniletea	waliniletea
keshokutwa	keʃokutwa
kijinga	kiʄiᵑga
dhulumiana	ɗhulumiana
maharage	mahaɾaɠe
machimbo	matʃiᵐɓo
wawaweka	wawaweka
aliyemwambia	alijemwaᵐɓia
kukibadili	kukiɓaɗili
mauaye	mauaje
anayejua	anajeʄua
kinying'inya	kiɲiŋiɲa
ujali	uʄali
tuujuavyo	tuuʄuavjo
wataijua	wataiʄua
usemapo	usemapo
uniongoze	unioᵑgoze
kujihakikishi	kuʄihakikiʃi
ujulikane	uʄulikane
unasema	unasema
farumi	faɾumi
amewatawanya	amewatawaɲa
vitapita	vitapita
furahini	fuɾahini
mshubiri	mʃuɓiɾi
nyamaume	ɲamaume
tatika	tatika
matatu	matatu
matatamatata	matatamatata
zimebadilika	zimeɓaɗilika
pogoa	poɠoa
shiriki	ʃiɾiki
uzima	uzima
unajishuhudi	unaʄiʃuhuɗi
kisichomjali	kisitʃomʄali
wakaelekea	wakaelekea
jaala	ʄaala
niliyoandika	nilijoaⁿɗika
kunizunguka	kunizuᵑguka
akalinunua	akalinunua
rukuu	ɾukuu
kutafutataf	kutafutataf
anayejipend	anajeʄipeⁿɗ
manene	manene
misuani	misuani
masuriama	masuɾiama
wawe	wawe
gonga	ɠoᵑga
bafta	ɓafta
kikweukweu	kikweukweu
saada	saaɗa
hufumwa	hufumwa
wasameheji	wasameheʄi
maadili	maaɗili
mkatale	mkatale
ulitambua	ulitaᵐɓua
anageuka	anaɠeuka
aliyofufuli	alijofufuli
tumbuza	tuᵐɓuza
nanigwanzul	naniɠwaⁿzul
unaotakiwa	unaotakiwa
idumu	iɗumu
malidadi	maliɗaɗi
mrukaji	mɾukaʄi
changamfu	tʃaᵑgamfu
yanayosikili	janajosikili
akaufunga	akaufuᵑga
lisha	liʃa
kutoingiwa	kutoiᵑgiwa
nitatii	nitatii
magome	maɠome
kichozi	kitʃozi
waniandalia	waniaⁿɗalia
krini	kɾini
tuipigie	tuipiɠie
mishikano	miʃikano
kazwa	kazwa
tashididi	taʃiɗiɗi
hijabu	hiʄaɓu
zisizotoshe	zisizotoʃe
akaondoka	akaoⁿɗoka
inayopewa	inajopewa
mwanariadha	mwanaɾiaɗha
butere	Buteɾe
kindi	kiⁿɗi
ansari	ansaɾi
hawaweki	hawaweki
mpuzi	mpuzi
uteute	uteute
uharo	uhaɾo
kutojali	kutoʄali
nitakavyobati	nitakavjoɓati
perege	peɾeɠe
kulipotosha	kulipotoʃa
wakachagua	wakatʃaɠua
kushikizia	kuʃikizia
wawaangalia	wawaaᵑgalia
dunduiza	ɗuⁿɗuiza
konje	koⁿɗʒe
mnayoyahitaji	mnajojahitaʄi
anapotumia	anapotumia
tafautika	tafautika
aumbe	auᵐɓe
haitamfaidi	haitamfaiɗi
paria	paɾia
kuhifadhi	kuhifaɗhi
wamezisikia	wamezisikia
kitembe	kiteᵐɓe
zadhihirisha	zaɗhihiɾiʃa
amekazana	amekazana
mlangamia	mlaᵑgamia
kuchukua	kutʃukua
atakaye	atakaje
aridhilihali	aɾiɗhilihali
wembe	weᵐɓe
yayeyuka	jajejuka
miduara	miɗuaɾa
aliyeianza	alijeiaⁿza
itatupatia	itatupatia
wachagua	watʃaɠua
atapatwa	atapatwa
uniokoe	uniokoe
wanishika	waniʃika
alizoziacha	alizoziatʃa
watajigamba	wataʄiɠaᵐɓa
hawaelewi	hawaelewi
mbangi	ᵐɓaᵑgi
kigurudumu	kiɠuɾuɗumu
vibinadamu	viɓinaɗamu
tunathubutu	tunaθuɓutu
yatamcha	jatamtʃa
hatungalishi	hatuᵑgaliʃi
uchorochoro	utʃoɾotʃoɾo
kuyadharau	kujaɗhaɾau
utakwenda	utakweⁿɗa
awatunze	awatuⁿze
akawakaribisha	akawakaɾiɓiʃa
waliopigwa	waliopiɠwa
alionekana	alionekana
vimene	vimene
pooza	pooza
kiunga	kiuᵑga
atakapowashu	atakapowaʃu
awatetee	awatetee
mnuno	mnuno
anambatiza	anaᵐɓatiza
hawatii	hawatii
sila	sila
chakleti	tʃakleti
mchambuzi	mtʃaᵐɓuzi
sikuhukumu	sikuhukumu
alijifunika	aliʄifunika
limekauka	limekauka
mpokea	mpokea
asumini	asumini
uandamanaji	uaⁿɗamanaʄi
angulia	aᵑgulia
sabuni	saɓuni
kilembwekeza	kileᵐɓwekeza
mgogoro	mɠoɠoɾo
ameoa	ameoa
kimijikenda	Kimiʄikeⁿɗa
herini	heɾini
viko	viko
kuyapokea	kujapokea
walitusindik	walitusiⁿɗik
zilikula	zilikula
hamkunisikia	hamkunisikia
amfunika	amfunika
kuwahimizen	kuwahimizen
kibiashara	kiɓiaʃaɾa
mpwitompwito	mpwitompwito
anayejianga	anajeʄiaᵑga
manyata	maɲata
tujulishwe	tuʄuliʃwe
aliwalazimi	aliwalazimi
mtengenezaji	mteᵑgenezaʄi
tweta	tweta
misuzo	misuzo
idili	iɗili
iligawika	iliɠawika
chumba	tʃuᵐɓa
mlibatizwa	mliɓatizwa
msilegee	msileɠee
tabiki	taɓiki
vibao	viɓao
efendi	efeⁿɗi
visu	visu
yakawaishia	jakawaiʃia
walipowaita	walipowaita
akiachana	akiatʃana
kielelezi	kielelezi
yasinto	jasinto
kitinda	kitiⁿɗa
ukuni	ukuni
chegamwa	tʃeɠamwa
vichekesho	vitʃekeʃo
kuko	kuko
kinaya	kinaja
faru	faɾu
magutu	maɠutu
kijogoo	kiʄoɠoo
voo	Voo
kijia	kiʄia
msafiri	msafiɾi
kunifundish	kunifuⁿɗiʃ
alimtii	alimtii
ukawafumbul	ukawafuᵐɓul
alimjibu	alimʄiɓu
rogonya	ɾoɠoɲa
zinaa	zinaa
unachokula	unatʃokula
sul	Sul
aliyepindik	alijepiⁿɗik
usiposhughu	usipoʃuɠhu
ipatikanayo	ipatikanajo
zilizozungukwa	zilizozuᵑgukwa
huyajui	hujaʄui
matupu	matupu
kukuondoa	kukuoⁿɗoa
shamla	ʃamla
hangemtoa	haᵑgemtoa
kem	kem
hamtahukumiwa	hamtahukumiwa
miminia	miminia
tukampandish	tukampaⁿɗiʃ
amurika	amuɾika
kagaagaa	kaɠaaɠaa
kipigo	kipiɠo
ulipofika	ulipofika
pachikwa	patʃikwa
blauzi	ɓlauzi
mavalio	mavalio
ufuko	ufuko
chengana	tʃeᵑgana
umkana	umkana
tumetenda	tumeteⁿɗa
yafichueni	jafitʃueni
tumbuka	tuᵐɓuka
atatufunza	atatufuⁿza
wakazila	wakazila
wachezaji	watʃezaʄi
kuwaogopa	kuwaoɠopa
bakisha	ɓakiʃa
mitai	mitai
alipokuja	alipokuʄa
inasameheka	inasameheka
chekika	tʃekika
anayemetameta	anajemetameta
nikaona	nikaona
hawawezi	hawawezi
siaha	siaha
aathari	aaθaɾi
