guztientzako	ɡus̻tˈient͡s̻akˌo
Baliogabeko	balˈioɣaβekˌo
loreek	loɾˈeˌek
kolore	kolˈoɾˌe
aurkeztua	a͡ʊɾkˈes̻tuˌa
landaretza	landˈaɾet͡s̻ˌa
antena	antˈenˌa
dibisioa	diβˈis̺ioˌa
instalazioaren	ins̺tˈalas̻ioaɾˌen
Kristian	kɾis̺tˈiˌan
jolasa	ɟolˈas̺ˌa
edan	eðˈan
irteerak	iɾtˈeeɾˌak
zuzentzaile	s̻us̻ˈent͡s̻a͡ɪʎˌe
birusen	biɾˈus̺ˌen
webgunearen	uˈebɣuneaɾˌen
ekimenez	ekˈimenˌes̻
hegaztiak	eɣˈas̻tiˌak
ilunez	iʎˈunˌes̻
uholde	uˈolðˌe
Pamela	pamˈelˌa
Politikari	polˈitikaɾˌi
luzatuko	lus̻ˈatukˌo
Dark	dˈaɾk
igerilekua	iɣˈeɾiʎekuˌa
Zuzenbideko	s̻us̻ˈenbiðekˌo
adimenaren	aðˈimenaɾˌen
Sound	s̺oˈund
objektiboa	obɟˈektiβoˌa
Gohan	ɡoˈan
merkeagoa	meɾkˈeaɣoˌa
eskutitzak	es̺kˈutit͡s̻ˌak
osaera	os̺ˈaeɾˌa
kanabera	kanˈaβeɾˌa
atea	atˈeˌa
Komite	komˈitˌe
Ikus	ikˈus̺
estatu	es̺tˈatˌu
erreplikatzen	erˈeplikat͡s̻ˌen
nekazariek	nekˈas̻aɾiˌek
batzorde	bat͡s̻ˈoɾðˌe
mendia	mendˈiˌa
kostatik	kos̺tˈatˌik
Prize	pɾˈis̻e
Britaniar	bɾitˈaniˌaɾ
Adizki	aðˈis̻kˌi
zorua	s̻oɾˈuˌa
Industrial	indˈus̺tɾiˌal
pentsatzen	pent͡s̺ˈat͡s̻ˌen
Argia	aɾɣˈiˌa
luzekoa	lus̻ˈekoˌa
Hunter	untˈeɾ
sailkatzea	s̺a͡ɪlkˈat͡s̻eˌa
kalkulatu	kalkˈulatˌu
Manu	mˈanu
islamiar	is̺lˈamiˌaɾ
gorteko	ɡoɾtˈekˌo
arriskuan	arˈis̺kuˌan
ito	ˈito
gainbeheraren	ɡa͡ɪnbˈeeɾaɾˌen
gomendatu	ɡomˈendatˌu
sufragio	s̺ufɾˈaɣiˌo
tresneria	tɾes̺nˈeɾiˌa
mausoleoa	ma͡ʊs̺ˈoleoˌa
txikienak	t͡ʃikˈienˌak
erakundeekin	eɾˈakundeekˌin
pigmentu	piɡmˈentˌu
polarra	polˈarˌa
jorratu	ɟorˈatˌu
gipuzkoarrek	ɡipˈus̻koarˌek
Théâtre	tˈeatɾˌe
konpontzen	konpˈont͡s̻ˌen
eszena	es̺s̻ˈenˌa
lepoan	lepˈoˌan
esnatzen	es̺nˈat͡s̻ˌen
gustura	ɡus̺tˈuɾˌa
segurtasun	s̺eɣˈuɾtas̺ˌun
Himilkon	imˈilkˌon
goialdean	ɡo͡ɪˈalðeˌan
Gizakiek	ɡis̻ˈakiˌek
gogokoa	ɡoɣˈokoˌa
formako	foɾmˈakˌo
min	mˈin
plazaren	plas̻ˈaɾˌen
Negoziazio	neɣˈos̻ias̻iˌo
Urdaibai	uɾðˈa͡ɪβˌa͡ɪ
migrazioak	miɣɾˈas̻ioˌak
Loreak	loɾˈeˌak
dos	dˈos̺
anexionatu	anˈeʃionatˌu
Eskualdea	es̺kˈualðeˌa
Konbentzioaren	konbˈent͡s̻ioaɾˌen
hostoen	os̺tˈoˌen
sarritan	s̺arˈitˌan
gertuko	ɡeɾtˈukˌo
Maila	mˈa͡ɪʎa
Karga	kˈaɾɣa
fluidoa	fluˈiðoˌa
Golovkinek	ɡolˈobkiɲˌek
multzoari	mult͡s̻ˈoaɾˌi
Global	ɡloβˈal
Craig	kɾˈa͡ɪɡ
abendutik	aβˈendutˌik
koordinatzen	koˈoɾðiɲat͡s̻ˌen
blokeatu	blokˈeatˌu
bereiztea	beɾˈe͡ɪs̻teˌa
Hamilkar	amˈilkˌaɾ
baxuagoak	baʃˈuaɣoˌak
apustu	apˈus̺tˌu
lurraldeek	lurˈalðeˌek
hura	ˈuɾa
borrokek	borˈokˌek
iluna	iʎˈunˌa
Irak	iɾˈak
manipulazio	manˈipulas̻iˌo
Harrisek	arˈis̺ˌek
badakigu	baðˈakiɣˌu
beirate	be͡ɪɾˈatˌe
AC	ˈak
Myanmarko	mjjanmˈaɾkˌo
kolonizazioaren	kolˈonis̻as̻ioaɾˌen
arriskurik	arˈis̺kuɾˌik
klasikoak	klas̺ˈikoˌak
errentaren	erˈentaɾˌen
Lege	lˈeɣe
gutunen	ɡutˈunˌen
haitzulo	a͡ɪt͡s̻ˈulˌo
gaixotu	ɡa͡ɪʃˈotˌu
Aurrerapen	a͡ʊrˈeɾapˌen
abenduaren	aβˈenduaɾˌen
olibondoak	olˈiβondoˌak
Komandante	komˈandantˌe
Hamalau	amˈalˌa͡ʊ
arrebaren	arˈeβaɾˌen
casa	kˈas̺a
Berari	beɾˈaɾˌi
Zeharkako	s̻eˈaɾkakˌo
gogoetak	ɡoɣˈoetˌak
Mas	mˈas̺
harriekin	arˈiekˌin
osoz	os̺ˈos̻
zientziak	s̻iˈent͡s̻iˌak
epaileek	epˈa͡ɪʎeˌek
Euskara	e͡ʊs̺kˈaɾˌa
buruaz	buɾˈuˌas̻
uztailean	us̻tˈa͡ɪʎeˌan
musika	mus̺ˈikˌa
proposatuko	pɾopˈos̺atukˌo
eroaten	eɾˈoatˌen
ulertzen	ulˈeɾt͡s̻ˌen
naturalez	natˈuɾalˌes̻
aljebraikoak	ˌalxeβɾˈa͡ɪkoˌak
lurrikara	lurˈikaɾˌa
op	ˈop
Literatura	litˈeɾatuɾˌa
poloetan	polˈoetˌan
hilabetean	iʎˈaβeteˌan
hainbesteko	a͡ɪnbˈes̺tekˌo
Ur	ˈuɾ
Pasaiako	pas̺ˈa͡ɪakˌo
pertsonalizatuak	peɾt͡s̺ˈonalis̻atuˌak
Espainiaren	es̺pˈa͡ɪɲiaɾˌen
Eskolan	es̺kˈolˌan
xehearen	ʃeˈeaɾˌen
euskaldunei	e͡ʊs̺kˈalðunˌe͡ɪ
larri	lˈari
eginiko	eɣˈiɲikˌo
elkarrenganako	elkˈarenɡanakˌo
itsasaldean	it͡s̺ˈas̺alðeˌan
menditik	mendˈitˌik
banakoak	banˈakoˌak
Kerenskik	keɾˈens̺kˌik
argitaletxeak	aɾɣˈitalet͡ʃeˌak
difusio	difˈus̺iˌo
tratamenduen	tɾatˈamenduˌen
sozialaren	s̺os̻ˈialaɾˌen
hazkundea	as̻kˈundeˌa
Odinen	oðˈiɲˌen
Dukerria	dukˈeriˌa
Koreako	koɾˈeakˌo
Erdian	eɾðˈiˌan
Kristoren	kɾis̺tˈoɾˌen
Partido	paɾtˈiðˌo
taula	tˈa͡ʊla
nazionalizatu	nas̻ˈionalis̻atˌu
espirituak	es̺pˈiɾituˌak
duenez	duˈenˌes̻
konposizioaren	konpˈos̺is̻ioaɾˌen
Kontzeptuak	kont͡s̻ˈeptuˌak
Tourrean	toˈureˌan
txalo	t͡ʃˈalo
beteta	betˈetˌa
herentzia	eɾˈent͡s̻iˌa
sortak	s̺oɾtˈak
baitugu	ba͡ɪtˈuɣˌu
erakusketetan	eɾˈakus̺ketetˌan
barne	bˈaɾne
azkarra	as̻kˈarˌa
Bedi	bˈeði
Hirugarrena	iɾˈuɣarenˌa
Sarraskia	s̺arˈas̺kiˌa
jendartean	ɟendˈaɾteˌan
aktiboaren	aktˈiβoaɾˌen
Sailean	s̺a͡ɪʎˈeˌan
kristalak	kɾis̺tˈalˌak
Londresen	londɾˈes̺ˌen
baitzion	ba͡ɪt͡s̻ˈiˌon
bazaio	bas̻ˈa͡ɪˌo
ebakuatu	eβˈakuatˌu
sinonimoa	s̺iɲˈonimoˌa
Odiseo	oðˈis̺eˌo
helburu	elβˈuɾˌu
gidatuta	ɡiðˈatutˌa
ohitura	oˈituɾˌa
lanpetuta	lanpˈetutˌa
tarte	tˈaɾte
infektatzen	infˈektat͡s̻ˌen
Irish	iɾˈis̺
zitzaizkion	s̻it͡s̻ˈa͡ɪs̻kiˌon
zuren	s̻ˈuɾen
Txileko	t͡ʃiʎˈekˌo
espainiar	es̺pˈa͡ɪɲiˌaɾ
Harvardeko	aɾβˈaɾðekˌo
abuztuak	aβˈus̻tuˌak
Urkizu	uɾkˈis̻ˌu
Casa	kˈas̺a
sarbidearen	s̺aɾβˈiðeaɾˌen
zentralaren	s̻entɾˈalaɾˌen
Juri	ɟˈuɾi
tiroketak	tiɾˈoketˌak
eraikinen	eɾˈa͡ɪkiɲˌen
ingurua	inɡˈuɾuˌa
gardena	ɡaɾðˈenˌa
aniztasunaren	anˈis̻tas̺unaɾˌen
margolana	maɾɣˈolanˌa
leporatuz	lepˈoɾatˌus̻
bertatik	beɾtˈatˌik
kaia	kˈa͡ɪa
soziologia	s̺os̻ˈioloɣiˌa
estatutuak	es̺tˈatutuˌak
espezializatzen	es̺pˈes̻ialis̻at͡s̻ˌen
psikiko	ps̺ikˈikˌo
erlazioak	eɾlˈas̻ioˌak
baimenduz	ba͡ɪmˈendˌus̻
Bidaian	biðˈa͡ɪˌan
mailaz	ma͡ɪʎˈas̻
irratsaio	irˈat͡s̺a͡ɪˌo
askatuko	as̺kˈatukˌo
fisikaren	fis̺ˈikaɾˌen
inola	iɲˈolˌa
Bolumen	bolˈumˌen
Antonioren	antˈonioɾˌen
batzen	bat͡s̻ˈen
garapenean	ɡaɾˈapeneˌan
sakonune	s̺akˈonunˌe
qui	kˈi
frontoia	fɾontˈo͡ɪˌa
berari	beɾˈaɾˌi
bizitzatik	bis̻ˈit͡s̻atˌik
bezalaxe	bes̻ˈalaʃˌe
Ella	ˈeʎa
milimetro	miʎˈimetɾˌo
etortzen	etˈoɾt͡s̻ˌen
ondu	ˈondu
zionez	s̻iˈonˌes̻
emaitzak	emˈa͡ɪt͡s̻ˌak
hobetzea	oβˈet͡s̻eˌa
mugikorretan	muɣˈikoretˌan
kimikako	kimˈikakˌo
prestatzen	pɾes̺tˈat͡s̻ˌen
Quebeceko	keβˈekekˌo
Lurmutur	luɾmˈutˌuɾ
See	s̺ˈee
softwareak	s̺oftˈuaɾeˌak
Allen	aʎˈen
irakasle	iɾˈakas̺lˌe
aristokratiko	aɾˈis̺tokɾatikˌo
filmek	filmˈek
tamainan	tamˈa͡ɪɲˌan
saltzaileek	s̺alt͡s̻ˈa͡ɪʎeˌek
Mont	mˈont
Si	s̺ˈi
mihiaren	miˈiaɾˌen
enborra	enbˈorˌa
ohorez	oˈoɾˌes̻
Gaztaroan	ɡas̻tˈaɾoˌan
mito	mˈito
turismoa	tuɾˈis̺moˌa
kristala	kɾis̺tˈalˌa
mertzenarioen	meɾt͡s̻ˈenaɾioˌen
proteinak	pɾotˈe͡ɪɲˌak
hektarea	ektˈaɾeˌa
ofizialean	ofˈis̻ialeˌan
elfoek	elfˈoˌek
lorez	loɾˈes̻
agintaldi	aɣˈintalðˌi
aldendu	alðˈendˌu
kontrakoak	kontɾˈakoˌak
isilak	is̺ˈiʎˌak
sintaxi	s̺intˈaʃˌi
hoztu	ˈos̻tu
beldurtuta	belðˈuɾtutˌa
hertsian	eɾt͡s̺ˈiˌan
gehiagoz	ɡe͡ɪˈaɣˌos̻
te	tˈe
bisitatu	bis̺ˈitatˌu
hegalak	eɣˈalˌak
samurra	s̺amˈurˌa
Estadio	es̺tˈaðiˌo
ipuinek	ipˈuiɲˌek
ezagunaren	es̻ˈaɣunaɾˌen
gurtza	ɡˈuɾt͡s̻a
heterogeneoa	etˈeɾoɣeneoˌa
alorreko	alˈorekˌo
Aintziraren	a͡ɪnt͡s̻ˈiɾaɾˌen
fruituak	fɾuˈituˌak
harizko	aɾˈis̻kˌo
hautatu	a͡ʊtˈatˌu
Realak	reˈalˌak
eskuineko	es̺kˈuiɲekˌo
letra	lˈetɾa
herrietatik	erˈietatˌik
kalkuluan	kalkˈuluˌan
presente	pɾes̺ˈentˌe
igarotzera	iɣˈaɾot͡s̻eɾˌa
idi	ˈiði
aditzera	aðˈit͡s̻eɾˌa
ekin	ekˈin
abolitu	aβˈolitˌu
Denbora	denbˈoɾˌa
abiaduran	aβˈiaðuɾˌan
bakan	bakˈan
Domenico	domˈenikˌo
ekoitzi	ekˈo͡ɪt͡s̻ˌi
Batzorde	bat͡s̻ˈoɾðˌe
dezagun	des̻ˈaɣˌun
deituko	de͡ɪtˈukˌo
iraunkorrean	iɾˈa͡ʊnkoreˌan
txikiei	t͡ʃikˈiˌe͡ɪ
Band	bˈand
hiritarrak	iɾˈitarˌak
abstraktuak	abs̺tɾˈaktuˌak
hobiak	oβˈiˌak
tontorrera	tontˈoreɾˌa
udalerririk	uðˈaleriɾˌik
gehiagoko	ɡe͡ɪˈaɣokˌo
ikasgelako	ikˈas̺ɣelakˌo
zezaketen	s̻es̻ˈaketˌen
txostenaren	t͡ʃos̺tˈenaɾˌen
saltzailea	s̺alt͡s̻ˈa͡ɪʎeˌa
Aliantza	alˈiant͡s̻ˌa
ozeanoko	os̻ˈeanokˌo
proiektuan	pɾo͡ɪˈektuˌan
hartzidura	aɾt͡s̻ˈiðuɾˌa
gorakoak	ɡoɾˈakoˌak
sinfoniko	s̺infˈonikˌo
ordezkaririk	oɾðˈes̻kaɾiɾˌik
Esne	ˈes̺ne
idatzitakoak	iðˈat͡s̻itakoˌak
produktore	pɾoðˈuktoɾˌe
tamaina	tamˈa͡ɪɲˌa
apaiz	apˈa͡ɪs̻
film	fˈilm
magma	mˈaɡma
Karl	kˈaɾl
oineko	o͡ɪɲˈekˌo
errealismoaren	erˈealis̺moaɾˌen
jazotzen	ɟas̻ˈot͡s̻ˌen
merkataritzak	meɾkˈataɾit͡s̻ˌak
formaletan	foɾmˈaletˌan
kobazulo	koβˈas̻ulˌo
orrian	orˈiˌan
Emaitzarik	emˈa͡ɪt͡s̻aɾˌik
margolanen	maɾɣˈolanˌen
Khanek	kanˈek
garelako	ɡaɾˈelakˌo
laino	lˈa͡ɪɲo
legoke	leɣˈokˌe
dependentzia	depˈendent͡s̻iˌa
ildoak	ilðˈoˌak
hurbilak	uɾβˈiʎˌak
elkarrekintza	elkˈarekint͡s̻ˌa
gogor	ɡoɣˈoɾ
Uhartea	uˈaɾteˌa
hamalau	amˈalˌa͡ʊ
Ikerketek	ikˈeɾketˌek
zinegotzi	s̻iɲˈeɣot͡s̻ˌi
paretak	paɾˈetˌak
Singh	s̺ˈinɡ
Grammy	ɡɾˈammjj
eraikuntzaren	eɾˈa͡ɪkunt͡s̻aɾˌen
askotara	as̺kˈotaɾˌa
Inazio	iɲˈas̻iˌo
Osasunaren	os̺ˈas̺unaɾˌen
Valle	bˈaʎe
enkargatu	enkˈaɾɣatˌu
desberdinez	des̺βˈeɾðiɲˌes̻
airera	a͡ɪɾˈeɾˌa
lerroen	lerˈoˌen
adierazgarriena	aðˈieɾas̻ɣarienˌa
Eginkizun	eɣˈinkis̻ˌun
kolektibo	kolˈektiβˌo
q	kˈu
Peak	peˈak
sukaldeko	s̺ukˈalðekˌo
nagusitasun	naɣˈus̺itas̺ˌun
horretara	orˈetaɾˌa
mugatuta	muɣˈatutˌa
postutik	pos̺tˈutˌik
giltza	ɡˈilt͡s̻a
erakundetan	eɾˈakundetˌan
tratamendu	tɾatˈamendˌu
lurrazalera	lurˈas̻aleɾˌa
espetxetik	es̺pˈet͡ʃetˌik
forma	fˈoɾma
egiaz	eɣˈiˌas̻
derrigorrez	derˈiɣorˌes̻
nere	nˈeɾe
Demokrazia	demˈokɾas̻iˌa
ezagunenetako	es̻ˈaɣunenetakˌo
olioaren	olˈioaɾˌen
alderatuta	alðˈeɾatutˌa
detektibeak	detˈektiβeˌak
bazegoela	bas̻ˈeɣoelˌa
Faila	fˈa͡ɪʎa
Suzanne	s̺us̻ˈannˌe
armadan	aɾmˈaðˌan
estutu	es̺tˈutˌu
oihanean	o͡ɪˈaneˌan
Erregional	erˈeɣionˌal
Say	s̺ˈajj
Gorteetako	ɡoɾtˈeetakˌo
liskarren	lis̺kˈarˌen
Petra	pˈetɾa
Iraganean	iɾˈaɣaneˌan
beraz	beɾˈas̻
Arro	ˈaro
Beheko	beˈekˌo
festa	fˈes̺ta
liberalak	liβˈeɾalˌak
sinesmen	s̺iɲˈes̺mˌen
Zuzendari	s̻us̻ˈendaɾˌi
Adin	aðˈin
Lua	lˈua
izatera	is̻ˈateɾˌa
gotortua	ɡotˈoɾtuˌa
indarraren	indˈaraɾˌen
mutazio	mutˈas̻iˌo
josten	ɟos̺tˈen
asimetrikoak	as̺ˈimetɾikoˌak
ezabatua	es̻ˈaβatuˌa
pantaila	pantˈa͡ɪʎˌa
ikerlari	ikˈeɾlaɾˌi
Kontzeptu	kont͡s̻ˈeptˌu
Legean	leɣˈeˌan
sentsazioak	s̺ent͡s̺ˈas̻ioˌak
ordokiak	oɾðˈokiˌak
nagusik	naɣˈus̺ˌik
geldo	ɡˈelðo
liburua	liβˈuɾuˌa
Eugenio	e͡ʊɣˈeniˌo
Leonard	leˈonˌaɾd
bertikalak	beɾtˈikalˌak
existentzia	eʃˈis̺tent͡s̻iˌa
Cole	kˈole
Hazkuntza	as̻kˈunt͡s̻ˌa
heriotzaren	eɾˈiot͡s̻aɾˌen
berezian	beɾˈes̻iˌan
etorrerak	etˈoreɾˌak
molekula	molˈekulˌa
Mussoliniren	mus̺s̺ˈoliɲiɾˌen
mea	mˈea
baselizak	bas̺ˈelis̻ˌak
jokatutako	ɟokˈatutakˌo
deuseztatzeko	de͡ʊs̺ˈes̻tat͡s̻ekˌo
oraindik	oɾˈa͡ɪndˌik
zirku	s̻ˈiɾku
istorioan	is̺tˈoɾioˌan
Pasaian	pas̺ˈa͡ɪˌan
aurkikuntzaren	a͡ʊɾkˈikunt͡s̻aɾˌen
pasabidea	pas̺ˈaβiðeˌa
eraginkorrak	eɾˈaɣinkorˌak
Bab	bˈab
ikus	ikˈus̺
gurpilaren	ɡuɾpˈiʎaɾˌen
parean	paɾˈeˌan
turismogune	tuɾˈis̺moɣunˌe
finkatzen	finkˈat͡s̻ˌen
finantzarioa	fiɲˈant͡s̻aɾioˌa
Haren	aɾˈen
Santiago	s̺antˈiaɣˌo
arrak	arˈak
bigarrenari	biɣˈarenaɾˌi
neurrira	ne͡ʊrˈiɾˌa
sustraien	s̺us̺tɾˈa͡ɪˌen
begiratu	beɣˈiɾatˌu
handientzat	andˈient͡s̻ˌat
dirudun	diɾˈuðˌun
ditzakeena	dit͡s̻ˈakeenˌa
jotzeari	ɟot͡s̻ˈeaɾˌi
kontrolatua	kontɾˈolatuˌa
komertzialki	komˈeɾt͡s̻ialkˌi
barnealdeak	baɾnˈealðeˌak
Gazteleraz	ɡas̻tˈeleɾˌas̻
jasangarria	ɟas̺ˈanɡariˌa
kritika	kɾitˈikˌa
katolikoa	katˈolikoˌa
mikroskopiko	mikɾˈos̺kopikˌo
kontu	kˈontu
zaharrena	s̻aˈarenˌa
txitak	t͡ʃitˈak
diruzain	diɾˈus̻ˌa͡ɪn
Lang	lˈanɡ
bihotza	biˈot͡s̻ˌa
oinarritu	o͡ɪɲˈaritˌu
desorekatua	des̺ˈoɾekatuˌa
mutilaren	mutˈiʎaɾˌen
Mongoliako	monɡˈoliakˌo
platerak	platˈeɾˌak
errekurtsoa	erˈekuɾt͡s̺oˌa
hamarkadatik	amˈaɾkaðatˌik
zonaldeak	s̻onˈalðeˌak
medikuen	meðˈikuˌen
pertsonaiei	peɾt͡s̺ˈona͡ɪˌe͡ɪ
gorriz	ɡorˈis̻
landa	lˈanda
erakutsiz	eɾˈakut͡s̺ˌis̻
praktiko	pɾaktˈikˌo
trenak	tɾenˈak
tronuan	tɾonˈuˌan
sutara	s̺utˈaɾˌa
erruduna	erˈuðunˌa
gidatzea	ɡiðˈat͡s̻eˌa
itzultzera	it͡s̻ˈult͡s̻eɾˌa
masak	mas̺ˈak
Arazoetarako	aɾˈas̻oetaɾakˌo
antzinako	ant͡s̻ˈiɲakˌo
hobekuntza	oβˈekunt͡s̻ˌa
egiptoar	eɣˈiptoˌaɾ
soberan	s̺oβˈeɾˌan
larunbatean	laɾˈunbateˌan
Pilar	piʎˈaɾ
filosofiko	fiʎˈos̺ofikˌo
doinu	dˈo͡ɪɲu
abarren	aβˈarˌen
pixkanaka	piʃkˈanakˌa
jakitera	ɟakˈiteɾˌa
inguruaren	inɡˈuɾuaɾˌen
Biblian	biβlˈiˌan
Aurrez	a͡ʊrˈes̻
Aldizkariak	alðˈis̻kaɾiˌak
irtetea	iɾtˈeteˌa
gakoa	ɡakˈoˌa
gainontzekoa	ɡa͡ɪɲˈont͡s̻ekoˌa
abside	abs̺ˈiðˌe
etengabeak	etˈenɡaβeˌak
esperientzia	es̺pˈeɾient͡s̻iˌa
erlaitz	eɾlˈa͡ɪt͡s̻
ahultasun	aˈultas̺ˌun
sail	s̺ˈa͡ɪl
jainkoek	ɟa͡ɪnkˈoˌek
esperimentatzen	es̺pˈeɾimentat͡s̻ˌen
eskualdeen	es̺kˈualðeˌen
sarrerak	s̺arˈeɾˌak
filologia	fiʎˈoloɣiˌa
España	es̺pˈaɲˌa
pelikulak	pelˈikulˌak
odol	oðˈol
militarrari	miʎˈitaraɾˌi
lanbideak	lanbˈiðeˌak
Zaldunen	s̻alðˈunˌen
lehenesten	leˈenes̺tˌen
Álvarez	ˈalβaɾˌes̻
ezina	es̻ˈiɲˌa
balira	balˈiɾˌa
dadin	daðˈin
erbesteratuak	eɾβˈes̺teɾatuˌak
gorrixka	ɡorˈiʃkˌa
Sea	s̺ˈea
xumea	ʃumˈeˌa
nozitu	nos̻ˈitˌu
irakurleei	iɾˈakuɾleˌe͡ɪ
Mugimenduak	muɣˈimenduˌak
Lost	lˈos̺t
Kantu	kˈantu
zuzenekoa	s̻us̻ˈenekoˌa
abertzaleko	aβˈeɾt͡s̻alekˌo
posizioari	pos̺ˈis̻ioaɾˌi
grekoen	ɡɾekˈoˌen
datatua	datˈatuˌa
kontakizunetan	kontˈakis̻unetˌan
estatutan	es̺tˈatutˌan
baxuenak	baʃˈuenˌak
banatzaile	banˈat͡s̻a͡ɪʎˌe
sustatzea	s̺us̺tˈat͡s̻eˌa
ponpatzen	ponpˈat͡s̻ˌen
hartu	ˈaɾtu
Ugandako	uɣˈandakˌo
azukrea	as̻ˈukɾeˌa
egurraren	eɣˈuraɾˌen
kulturalean	kultˈuɾaleˌan
adingabe	aðˈinɡaβˌe
emanaldietan	emˈanalðietˌan
oroitzapena	oɾˈo͡ɪt͡s̻apenˌa
Vladimir	blaðˈimˌiɾ
Ezkontzaren	es̻kˈont͡s̻aɾˌen
lantza	lˈant͡s̻a
zezaten	s̻es̻ˈatˌen
Diodorok	diˈoðoɾˌok
edizioa	eðˈis̻ioˌa
kanporatzeko	kanpˈoɾat͡s̻ekˌo
gotorlekuak	ɡotˈoɾlekuˌak
Brasilen	bɾas̺ˈiʎˌen
sedimentario	s̺eðˈimentaɾiˌo
Alexander	alˈeʃandˌeɾ
animaliekin	anˈimaliekˌin
elkarrizketa	elkˈaris̻ketˌa
zaizkie	s̻a͡ɪs̻kˈiˌe
laburretan	laβˈuretˌan
herriak	erˈiˌak
Venezuelan	benˈes̻uelˌan
kazetariaren	kas̻ˈetaɾiaɾˌen
Iraultzaile	iɾˈa͡ʊlt͡s̻a͡ɪʎˌe
beraiei	beɾˈa͡ɪˌe͡ɪ
lehendakariari	leˈendakaɾiaɾˌi
harizpiak	aɾˈis̻piˌak
nagusitzen	naɣˈus̺it͡s̻ˌen
Erromatarrek	erˈomatarˌek
burdinola	buɾðˈiɲolˌa
esaldian	es̺ˈalðiˌan
txandakako	t͡ʃandˈakakˌo
boluntario	bolˈuntaɾiˌo
burdin	buɾðˈin
Boto	bˈoto
Nestlé	nes̺tlˈe
irudirik	iɾˈuðiɾˌik
bulegoaren	bulˈeɣoaɾˌen
pertsonak	peɾt͡s̺ˈonˌak
dizkiote	dis̻kˈiotˌe
prozesamenduan	pɾos̻ˈes̺amenduˌan
norberak	noɾβˈeɾˌak
lanpostu	lanpˈos̺tˌu
bikainak	bikˈa͡ɪɲˌak
egindako	eɣˈindakˌo
uztaileko	us̻tˈa͡ɪʎekˌo
gaineratzen	ɡa͡ɪɲˈeɾat͡s̻ˌen
dibortziatu	diβˈoɾt͡s̻iatˌu
Scott	s̺kˈoc
poesian	poˈes̺iˌan
desberdintasunen	des̺βˈeɾðintas̺unˌen
faktoreak	faktˈoɾeˌak
ikusmen	ikˈus̺mˌen
Valley	baʎˈejj
doktrina	doktɾˈiɲˌa
hurrenkera	urˈenkeɾˌa
gongoil	ɡonɡˈo͡ɪl
hori	ˈoɾi
pasahitzak	pas̺ˈait͡s̻ˌak
hilabetetan	iʎˈaβetetˌan
Gela	ɡˈela
Bietan	biˈetˌan
zerbait	s̻eɾβˈa͡ɪt
faltaren	faltˈaɾˌen
zeramika	s̻eɾˈamikˌa
izendapenaz	is̻ˈendapenˌas̻
Obelix	oβˈelˌiʃ
direna	diɾˈenˌa
Udalerriak	uðˈaleriˌak
ezean	es̻ˈeˌan
kilometrora	kilˈometɾoɾˌa
Kristau	kɾˈis̺ta͡ʊ
Baldwin	balðˈuˌin
Leigh	lˈe͡ɪɡ
independentzia	indˈependent͡s̻iˌa
digu	dˈiɣu
galeria	ɡalˈeɾiˌa
egokitasuna	eɣˈokitas̺unˌa
aleazioak	alˈeas̻ioˌak
gutxiengo	ɡut͡ʃˈienɡˌo
foruak	foɾˈuˌak
Kirola	kiɾˈolˌa
Laguntza	laɣˈunt͡s̻ˌa
urriak	urˈiˌak
Udaberrian	uðˈaβeriˌan
That	tˈat
egoteaz	eɣˈoteˌas̻
trenbideen	tɾenbˈiðeˌen
frogatzen	fɾoɣˈat͡s̻ˌen
iheslariak	iˈes̺laɾiˌak
etsi	ˈet͡s̺i
Aurrera	a͡ʊrˈeɾˌa
sozialista	s̺os̻ˈialis̺tˌa
ohiz	oˈis̻
hitzei	ˈit͡s̻e͡ɪ
hezkuntza	es̻kˈunt͡s̻ˌa
suediar	s̺uˈeðiˌaɾ
Autore	a͡ʊtˈoɾˌe
andreak	andɾˈeˌak
guztiez	ɡus̻tˈiˌes̻
hirukoitzak	iɾˈuko͡ɪt͡s̻ˌak
Donetskeko	donˈet͡s̺kekˌo
abizenak	aβˈis̻enˌak
Jakob	ɟakˈob
Cruz	kɾˈus̻
kanpamentuan	kanpˈamentuˌan
Politeknikoan	polˈiteknikoˌan
Jainkosa	ɟa͡ɪnkˈos̺ˌa
Herrera	erˈeɾˌa
Gatazkaren	ɡatˈas̻kaɾˌen
erradiazio	erˈaðias̻iˌo
ezezaguna	es̻ˈes̻aɣunˌa
erditik	eɾðˈitˌik
babesaren	baβˈes̺aɾˌen
teniente	tenˈientˌe
izatekotan	is̻ˈatekotˌan
autonomoak	a͡ʊtˈonomoˌak
kopetan	kopˈetˌan
dituen	ditˈuˌen
komentua	komˈentuˌa
ginen	ɡiɲˈen
Federazio	feðˈeɾas̻iˌo
Kolpe	kˈolpe
Hegaztien	eɣˈas̻tiˌen
jario	ɟaɾˈiˌo
barnealdera	baɾnˈealðeɾˌa
logelak	loɣˈelˌak
antzineko	ant͡s̻ˈiɲekˌo
liburukia	liβˈuɾukiˌa
Lope	lˈope
garrantzitsuenetarikoa	ɡarˈant͡s̻it͡s̺uenetaɾikoˌa
hemeretzi	emˈeɾet͡s̻ˌi
psikikoak	ps̺ikˈikoˌak
ofizialei	ofˈis̻ialˌe͡ɪ
laguna	laɣˈunˌa
Song	s̺ˈonɡ
aurrealdean	a͡ʊrˈealðeˌan
ekonomikoen	ekˈonomikoˌen
