服務	fʊk˨mou˨
魚鉤	jy:˨˩kɐu˥
跨海	kʰwa:˧hɔ:i˧˥
行吓公司	ha:ŋ˨˩ha:˩˧kʊŋ˥si:˥
渚	tsy:˧˥
奶油戟	na:i˩˧jɐu˨˩kɪk˥,la:i˩˧jɐu˨˩kɪk˥
謎	mɐi˨,mɐi˨˩
田徑	tʰi:n˨˩kɪŋ˧
脫離關係	tʰy:t˧lei˨˩kwa:n˥hɐi˨
編輯室	pʰi:n˥tsʰɐp˥sɐt˥
扮鬼扮馬	pa:n˨kwɐi˧˥pa:n˨ma:˩˧
化裝舞會	fa:˧tsɔ:ŋ˥mou˩˧wu:i˨
國際標準	kwɔ:k˧tsɐi˧pi:u˥tsɵn˧˥
灒	tsa:n˨,tsa:n˧
恆久	hɐŋ˨˩kɐu˧˥
覊	kei˥
䬎	kwɔ:k˧,kʰwɔ:ŋ˨˩
嘞	la:k˧,lɐk˧
導體	tou˨tʰɐi˧˥
咀嘴	tsɵy˧˥tsɵy˧˥
璐	lou˨
週五	tsɐu˥ŋ˩˧
媺	mei˩˧
㢄	tsʰi:m˥,ta:u˨
縮頭縮腦	sʊk˥tʰɐu˨˩sʊk˥nou˩˧,sʊk˥tʰɐu˨˩sʊk˥lou˩˧
是非曲直	si:˨fei˥kʰʊk˥tsɪk˨
下意識	ha:˨ji:˧sɪk˥
棘手	kɪk˥sɐu˧˥
碩大無朋	sɛ:k˨ta:i˨mou˨˩pʰɐŋ˨˩
樂	lɔ:k˨,ŋɔ:k˨,ŋa:u˨
鶖	tsʰɐu˥
挑燈夜戰	tʰi:u˥tɐŋ˥jɛ:˨tsi:n˧
出貓仔	tsʰɵt˥ma:u˥tsɐi˧˥
笸	pʰɔ:˧˥
信任感	sɵn˧jɐm˨kɐm˧˥
清蒸雞	tsʰɪŋ˥tsɪŋ˥kɐi˥
㶾	pi:u˥
少男	si:u˧la:m˨˩,si:u˧na:m˨˩
竊喜	si:t˧hei˧˥
閒人免進	ha:n˨˩jɐn˨˩mi:n˩˧tsɵn˧
激情	kɪk˥tsʰɪŋ˨˩
蠝	lɵy˩˧
睇好	tʰɐi˧˥hou˧˥
𡀲	kɔ:i˥
殺身成仁	sa:t˧sɐn˥sɪŋ˨˩jɐn˨˩
塾	sʊk˨
蓮茸	li:n˨˩jʊŋ˨˩
𠜱皮	pʰɐi˥pʰei˨˩
䊛	sa:t˧
大器晚成	ta:i˨hei˧ma:n˩˧sɪŋ˨˩
收攏	sɐu˥lʊŋ˩˧
鑑別	ka:m˧pi:t˨
烚蛋	sa:p˨ta:n˨
左右方	tsɔ:˧˥jɐu˨fɔ:ŋ˥
上方	sœ:ŋ˨fɔ:ŋ˥
何謂	hɔ:˨˩wɐi˨
乍雨乍晴	tsa:˧jy:˩˧tsa:˧tsʰɪŋ˨˩
覶	lɔ:˨˩
見過鬼就怕黑	ki:n˧kwɔ:˧kwɐi˧˥tsɐu˨pʰa:˧hɐk˥
犉	sɵn˨˩
摩羅差	mɔ:˥lɔ:˥tsʰa:˥
膆	sou˧
無他	mou˨˩tʰa:˥
濱	pɐn˥
名落孫山	mɪŋ˨˩lɔ:k˨sy:n˥sa:n˥
絨線	jʊŋ˨˩si:n˧
嗐	ha:i˨
現暫	ji:n˨tsa:m˨
出巡	tsʰɵt˥tsʰɵn˨˩
札	tsa:t˧
總好過…	tsʊŋ˧˥hou˧˥kwɔ:˧
汽船	hei˧sy:n˨˩
動態平衡	tʊŋ˨tʰa:i˧pʰɪŋ˨˩hɐŋ˨˩
公債	kʊŋ˥tsa:i˧
三國鼎立	sa:m˥kwɔ:k˧tɪŋ˧˥la:p˨
行開啲啦	ha:ŋ˨˩hɔ:i˥ti:˥la:˥
打定主意	ta:˧˥tɪŋ˨tsy:˧˥ji:˧
飛吻	fei˥mɐn˩˧
嘀	tɪk˥,tɪk˨
繞	ji:u˩˧,ji:u˧˥
拷打	ha:u˧˥ta:˧˥
慢下手	ma:n˧˥ha:˩˧sɐu˧˥
鼶	si:˥
再見	tsɔ:i˧ki:n˧
拜讀	pa:i˧tʊk˨
挪	nɔ:˥,nɔ:˨˩
伯爺	pa:k˧jɛ:˥
蟻躝噉	ɐi˩˧la:n˥kɐm˧˥,ŋɐi˩˧la:n˥kɐm˧˥
差唔多	tsʰa:˥m̩˨˩tɔ:˥
履帶	lei˩˧ta:i˧
購物籃	kʰɐu˧mɐt˨la:m˨˩
食人族	sɪk˨jɐn˨˩tsʊk˨
歡迎	fu:n˥jɪŋ˨˩
邊際	pi:n˥tsɐi˧
考牌	ha:u˧˥pʰa:i˨˩
寃孽	jy:n˥ji:t˨
櫃面	kwɐi˨mi:n˧˥
姊妹花	tsi:˧˥mu:i˧˥fa:˥
各領風騷	kɔ:k˧lɪŋ˩˧fʊŋ˥sou˥
攠	mei˨˩
盛	sɪŋ˨,sɪŋ˨˩
政委	tsɪŋ˧wɐi˧˥
嶰	ha:i˩˧
不入虎穴	pɐt˥jɐp˨fu:˧˥jy:t˨
藥房	jœ:k˨fɔ:ŋ˨˩
一本萬利	jɐt˥pu:n˧˥ma:n˨lei˨
寸步難行	tsʰy:n˧pou˨la:n˨˩ha:ŋ˨˩,tsʰy:n˧pou˨na:n˨˩ha:ŋ˨˩
踏正	ta:p˨tsɛ:ŋ˧
重有	tsʊŋ˨jɐu˩˧
棖雞	tsʰa:ŋ˨˩kɐi˥
噬一啖	sɐi˨˩jɐt˥ta:m˨
接近	tsi:p˧kɐn˨
騎	kʰɛ:˨˩,kʰei˨˩,kei˨
毛筆	mou˨˩pɐt˥
醺	fɐn˥
回覆	wu:i˨˩fʊk˥
揑	ni:p˨
起鬨	hei˧˥hʊŋ˧
坊	fɔ:ŋ˥,fɔ:ŋ˨˩
何去何從	hɔ:˨˩hɵy˧hɔ:˨˩tsʰʊŋ˨˩
立姿	la:p˨tsi:˥
飲食業	jɐm˧˥sɪk˨ji:p˨
裝瘋賣傻	tsɔ:ŋ˥fʊŋ˥ma:i˨sɔ:˨˩
年份	li:n˨˩fɐn˨,ni:n˨˩fɐn˨
霓虹	ŋɐi˨˩hʊŋ˨˩,ɐi˨˩hʊŋ˨˩
清算帳目	tsʰɪŋ˥sy:n˧tsœ:ŋ˧mʊk˨
農閒	nʊŋ˨˩ha:n˨˩,lʊŋ˨˩ha:n˨˩
飯鍋	fa:n˨wɔ:˥
轉敗為勝	tsy:n˧˥pa:i˨wɐi˨˩sɪŋ˧
愛恨	ɔ:i˧hɐn˨,ŋɔ:i˧hɐn˨
想必	sœ:ŋ˧˥pi:t˥
耕田佬	ka:ŋ˥tʰi:n˨˩lou˧˥
鄱	pʰɔ:˨˩,pɔ:˧
棟起床板	tʊŋ˨hei˧˥tsʰɔ:ŋ˨˩pa:n˧˥
槍把	tsʰœ:ŋ˥pa:˧˥
老撾	lou˩˧wɔ:˥
瓜果	kwa:˥kwɔ:˧˥
吐實	tʰou˧sɐt˨
養母	jœ:ŋ˩˧mou˩˧
饽	pu:t˨
精仔	tsɛ:ŋ˥tsɐi˧˥
膥	tsʰɵn˥
抗災	kʰɔ:ŋ˧tsɔ:i˥
僆	lɛ:ŋ˥,li:n˩˧,li:n˨˩
幽默	jɐu˥mɐk˨
wet妹	wɛ:t˥mu:i˥
出街	tsʰɵt˥ka:i˥
榜樣	pɔ:ŋ˧˥jœ:ŋ˨
鏝	ma:n˨
榕樹	jʊŋ˨˩sy:˨
幕	mɔ:k˨
潠	sɵn˧
鏢	pi:u˥
蛆	tsɵy˥,tsʰɵy˥
公治	kʊŋ˥tsi:˧
翻生	fa:n˥sa:ŋ˥
通宵達旦	tʰʊŋ˥si:u˥ta:t˨ta:n˧
迅捷	sɵn˧tsi:t˨
優勝	jɐu˥sɪŋ˧
動畫	tʊŋ˨wa:˧˥
㲈	si:u˨˩
看家	hɔ:n˥ka:˥
鄘	tʰɔ:ŋ˨˩,jʊŋ˨˩
䂺	wɔ:˧˥
袤	mɐu˨
任揀唔嬲	jɐm˨ka:n˧˥m̩˨˩nɐu˥,jɐm˨ka:n˧˥m̩˨˩lɐu˥
傳教	tsʰy:n˨˩ka:u˧
凸狀	tɐt˨tsɔ:ŋ˨
恭維	kʊŋ˥wɐi˨˩
不忍心	pɐt˥jɐn˧˥sɐm˥
巡遊	tsʰɵn˨˩jɐu˨˩
春闈	tsʰɵn˥wɐi˨˩
桢	tsɪŋ˥
造船廠	tsou˨sy:n˨˩tsʰɔ:ŋ˧˥
揳蚊帳	si:p˧mɐn˥tsœ:ŋ˧
深灰	sɐm˥fu:i˥
泊	pʰa:k˧,pɔ:k˨
郁下郁下	jʊk˥ha:˩˧jʊk˥ha:˩˧
同意	tʰʊŋ˨˩ji:˧
豬	tsy:˥
汊	tsʰa:˧,tsʰa:˥
縣長	jy:n˨tsœ:ŋ˧˥
齒印	tsʰi:˧˥jɐn˧
堵	tou˧˥
揾	wɐn˧
搦過嚟	lɪk˥kwɔ:˧lɐi˨˩,nɪk˥kwɔ:˧lei˨˩,lɪk˥kwɔ:˧lei˨˩
謅	tsɐu˥
外甥女	ŋɔ:i˨sa:ŋ˥nɵy˧˥,ɔ:i˨sa:ŋ˥lɵy˧˥
巨	kɵy˨
第八	tɐi˨pa:t˧
樣樣嘢	jœ:ŋ˨jœ:ŋ˨jɛ:˩˧
電髮	ti:n˨fa:t˧
產後	tsʰa:n˧˥hɐu˨
晨曦	sɐn˨˩hei˥
攤檔	tʰa:n˥tɔ:ŋ˧
事先	si:˨si:n˥
縱使	tsʊŋ˧si:˧˥
茶錢	tsʰa:˨˩tsʰi:n˧˥
㾅	tsi:˧,tsi:˧˥,nou˩˧
陰功	jɐm˥kʊŋ˥
收銀臺	sɐu˥ŋɐn˧˥tʰɔ:i˧˥
鮑	pa:u˥,pa:u˨
倶	kɵy˥
混蛋	wɐn˨ta:n˨
懷鄉	wa:i˨˩hœ:ŋ˥
矗立	tsʰʊk˥la:p˨
改返	kɔ:i˧˥fa:n˥
西瓜	sɐi˥kwa:˥
唔聽佢笛	m̩˨˩tʰɛ:ŋ˥lei˩˧tɛ:k˨,m̩˨˩tʰɛ:ŋ˥kʰɵy˩˧tɛ:k˨,m̩˨˩tʰɛ:ŋ˥nei˩˧tɛ:k˨
未來式	mei˨lɔ:i˨˩sɪk˥
監護人	ka:m˥wu:˨jɐn˨˩
僕	pʊk˨
鬧熱	na:u˨ji:t˨,la:u˨ji:t˨
靚仔	lɛ:ŋ˧tsɐi˧˥
粗俗	tsʰou˥tsʊk˨
嗰陣時	kɔ:˧˥tsɐn˨si:˨˩
㘚	hɐm˧,kɐm˥
撞火	tsɔ:ŋ˨fɔ:˧˥
一隻屐	jɐt˥tsɛ:k˧kʰɛ:k˨
勇猛	jʊŋ˩˧ma:ŋ˩˧
姣婆藍	ha:u˨˩pʰɔ:˨˩la:m˨˩
貓竇	ma:u˥tɐu˧
釽	pʰɪk˥
驠	ji:n˧
琴師	kʰɐm˨˩si:˥
眯埋雙眼	mei˥ma:i˨˩sœ:ŋ˥a:n˩˧,mei˥ma:i˨˩sœ:ŋ˥ŋa:n˩˧
䊱	tsa:m˥,tsʰi:m˥,si:m˧˥
撫琴	fu:˧˥kʰɐm˨˩
傀儡	fa:i˧lɵy˩˧
肉類	jʊk˨lɵy˨
自問自答	tsi:˨mɐn˨tsi:˨ta:p˧
石博	sɛ:k˨pɔ:k˧
抔	pʰɐu˨˩
分派	fɐn˥pʰa:i˧
腍善	lɐm˨˩si:n˨,nɐm˨˩si:n˨
記掛	kei˧kwa:˧
下鄉	ha:˨hœ:ŋ˥
光管	kwɔ:ŋ˥ku:n˧˥
飛仔	fei˥tsɐi˧˥
耗盡	hou˧tsɵn˨
取笑	tsʰɵy˧˥si:u˧
梗係啦	kɐŋ˧˥hɐi˨la:˥
出翻嚟	tsʰɵt˥fa:n˥lei˨˩
想盡	sœ:ŋ˧˥tsɵn˨
過問	kwɔ:˧mɐn˨
酯	tsi:˧˥
谠	tɔ:ŋ˧˥
𠀁	tsʰɐt˥
做咩啫？	tsou˨mɛ:˥tsɛ:˥
老虎蟹	lou˩˧fu:˧˥ha:i˩˧
救生圈	kɐu˧sɐŋ˥hy:n˥
收	sɐu˥
咖哩牛肉	ka:˧lei˥ŋɐu˨˩jʊk˨,ka:˧lei˥ɐu˨˩jʊk˨
長嘆一聲	tsʰœ:ŋ˨˩tʰa:n˧jɐt˥sɪŋ˥
不問是非曲直	pɐt˥mɐn˨si:˨fei˥kʰʊk˥tsɪk˨
㙍	tɔ:˥
靜止	tsɪŋ˨tsi:˧˥
讕	la:n˧˥
樓契	lɐu˨˩kʰɐi˧
自由自在	tsi:˨jɐu˨˩tsi:˨tsɔ:i˨
媳	sɪk˥
大人公	ta:i˨jɐn˨˩kʊŋ˥
㜕	li:n˨˩
蛋	ta:n˧˥,ta:n˨
女高音	lɵy˩˧kou˥jɐm˥,nɵy˩˧kou˥jɐm˥
濕碎	sɐp˥sɵy˧
燦妹	tsʰa:n˧mu:i˥
韡	wɐi˨˩,wɐi˩˧
龐	pʰɔ:ŋ˨˩
瑪瑙	ma:˩˧nou˩˧,ma:˩˧lou˩˧
暫時	tsa:m˨si:˨˩
初初	tsʰɔ:˥tsʰɔ:˥
異口同聲	ji:˨hɐu˧˥tʰʊŋ˨˩sɪŋ˥
鐵閘	tʰi:t˧tsa:p˨
投資人	tʰɐu˨˩tsi:˥jɐn˨˩
諒解	lœ:ŋ˨ka:i˧˥
打官腔	ta:˧˥ku:n˥hɔ:ŋ˥
踉	lœ:ŋ˨,lɔ:ŋ˨˩,lœ:ŋ˨˩
佢哋嘅	kʰɵy˩˧tei˨kɛ:˧
認親認戚	jɪŋ˨tsʰɐn˥jɪŋ˨tsʰɪk˥
物業稅	mɐt˨ji:p˨sɵy˧
瞟	pʰi:u˩˧
開聲	hɔ:i˥sɛ:ŋ˥
推崇	tʰɵy˥sʊŋ˨˩
偷渡	tʰɐu˥tou˨
初次	tsʰɔ:˥tsʰi:˧
𢷮	tɵy˧˥
前碌	tsʰi:n˨˩lʊk˥
㕖	sou˧
斬人	tsa:m˧˥jɐn˨˩
興味索然	hɪŋ˧mei˨sa:k˧ji:n˨˩
妒意	tou˧ji:˧
正楷	tsɪŋ˧kʰa:i˧˥
偾	fɐn˩˧
嫌	ji:m˨˩
噹啷	tɔ:ŋ˥lɔ:ŋ˥
髒	tsɔ:ŋ˥
離經叛道	lei˨˩kɪŋ˥pu:n˨tou˨
飛魚	fei˥jy:˨˩
投機倒把	tʰɐu˨˩kei˥tou˧pa:˧˥
果實	kwɔ:˧˥sɐt˨
刓	jy:n˨˩
閑遊	ha:n˨˩jɐu˨˩
洋蔥	jœ:ŋ˨˩tsʰʊŋ˥
傌	ma:˨
精子	tsɪŋ˥tsi:˧˥
收藏家	sɐu˥tsʰɔ:ŋ˨˩ka:˥
判死罪	pʰu:n˧sei˧˥tsɵy˨
叉	tsʰa:˥
蔥頭	tsʰʊŋ˥tʰɐu˨˩
輸蝕	sy:˥si:t˨
死無葬身之地	sei˧˥mou˨˩tsɔ:ŋ˧sɐn˥tsi:˥tei˨
騎術	kʰɛ:˨˩sɵt˨
骨牌效應	kwɐt˥pʰa:i˨˩ha:u˨jɪŋ˧
亄	ji:˨˩
勢利眼	sɐi˧lei˨ŋa:n˩˧,sɐi˧lei˨a:n˩˧
澹定啲	ta:m˨tɪŋ˨ti:˥
醽	lɪŋ˨˩
乾草堆	kɔ:n˥tsʰou˧˥tɵy˥
㗎	ka:˧,ka:˨˩,ka:˧˥
意料	ji:˧li:u˨
中國菜	tsʊŋ˥kwɔ:k˧tsʰɔ:i˧
親身	tsʰɐn˥sɐn˥
派帖	pʰa:i˧tʰi:p˧
鋸扒	kɛ:u˧pʰa:˧˥
斷壁殘垣	ty:n˨pɪk˥tsʰa:n˨˩wu:n˨˩
紙貴洛陽	tsi:˧˥kwɐi˧lɔ:k˧jœ:ŋ˨˩
低產期	tɐi˥tsʰa:n˧˥kʰei˨˩
聽鬧	tʰɪŋ˧na:u˨,tʰɪŋ˧la:u˨
細細聲	sɐi˧sɐi˧sɛ:ŋ˥
抹窗口	ma:t˧tsʰœ:ŋ˥hɐu˧˥
謊言	fɔ:ŋ˥ji:n˨˩
豬踭肉	tsy:˥tsa:ŋ˥jʊk˨
穴	jy:t˨
汽車喇叭	hei˧tsʰɛ:˥la:˧pa:˥
沲	tʰɔ:˨˩
山東人	sa:n˥tʊŋ˥jɐn˨˩
栲	ha:u˧˥
褑	jy:n˨
深孚眾望	sɐm˥fu:˥tsʊŋ˧mɔ:ŋ˨
杮	tsʰi:˧
𡁏	ŋɐm˥,ɐm˥
𨭌	pʰa:ŋ˥,pa:ŋ˥
依種	ji:˥tsʊŋ˧˥
略語	lœ:k˨jy:˩˧
併發症	pɪŋ˧fa:t˧tsɪŋ˧
大恩大德	ta:i˨jɐn˥ta:i˨tɐk˥
清明	tsʰɪŋ˥mɪŋ˨˩
彌合	lei˨˩hɐp˨,nei˨˩hɐp˨
心有靈犀一點通	sɐm˥jɐu˩˧lɪŋ˨˩sɐi˥jɐt˥ti:m˧˥tʰʊŋ˥
年終獎金	ni:n˨˩tsʊŋ˥tsœ:ŋ˧˥kɐm˥,li:n˨˩tsʊŋ˥tsœ:ŋ˧˥kɐm˥
不留	pɐt˥lɐu˥
一人少句	jɐt˥jɐn˨˩si:u˧˥kɵy˧
㻸	sa:m˨˩,tsʰa:m˨˩
觧	ka:i˧˥
發花癲	fa:t˧fa:˥ti:n˥
散檔	sa:n˧tɔ:ŋ˧
過埠	kwɔ:˧fɐu˨
大難	ta:i˨na:n˨,ta:i˨la:n˨
伊邑	ji:˥jɐp˥
䑚	mi:n˩˧,tʰi:m˨˩
含有	hɐm˨˩jɐu˩˧
水池	sɵy˧˥tsʰi:˨˩
㛼	tsʰɐp˧,tsʰɔ:i˧
𠯋	jɐi˨˩,jɐi˩˧
勢兇夾狼	sɐi˧hʊŋ˥ka:p˧lɔ:ŋ˨˩
一字不差	jɐt˥tsi:˨pɐt˥tsʰa:˥
䯀	wa:i˧˥,sɵy˥,ni:p˨
班𠽤	pa:n˥kɪk˥
生猛海鮮	sa:ŋ˥ma:ŋ˩˧hɔ:i˧˥si:n˥
撻着	tʰa:t˥tsœ:k˨
營養	jɪŋ˨˩jœ:ŋ˩˧
血口噴人	hy:t˧hɐu˧˥pʰɐn˧jɐn˨˩
重建	tsʰʊŋ˨˩ki:n˧
熱心	ji:t˨sɐm˥
專文	tsy:n˥mɐn˨˩
䵎	sou˥,tsy:n˥,tsʰa:u˧,tʰɔ:i˩˧,tɔ:i˨,tʰɵn˥
頋	ku:˧
大粒嘢	ta:i˨lɐp˥jɛ:˩˧,ta:i˨nɐp˥jɛ:˩˧
耄耋之年	mou˨ti:t˨tsi:˥ni:n˨˩,mou˨ti:t˨tsi:˥li:n˨˩
逆光	a:k˨kwɔ:ŋ˥,jɪk˨kwɔ:ŋ˥
扎實	tsa:t˧sɐt˨
慘狀	tsʰa:m˧˥tsɔ:ŋ˨
譙	tsʰi:u˨˩
蔻	kʰɐu˧
應用	jɪŋ˧jʊŋ˨
長存	tsʰœ:ŋ˨˩tsʰy:n˨˩
採	tsʰɔ:i˧˥
葳蕤	wɐi˥jɵy˨˩
揞住良心	ɐm˧˥tsy:˨lœ:ŋ˨˩sɐm˥,ŋɐm˧˥tsy:˨lœ:ŋ˨˩sɐm˥
海灣	hɔ:i˧˥wa:n˥
偶	ŋɐu˩˧
文雞	mɐn˥kɐi˥
㓮	ti:u˥
著書	tsy:˧sy:˥
棚架	pʰa:ŋ˨˩ka:˧˥
劏西瓜	tʰɔ:ŋ˥sɐi˥kwa:˥
矮櫈仔	ŋɐi˧˥tɐŋ˧tsɐi˧˥,ɐi˧˥tɐŋ˧tsɐi˧˥
碌碌半生	lʊk˥lʊk˥pu:n˧sɐŋ˥
據講	kɵy˧kɔ:ŋ˧˥
鄬	wɐi˨˩
務實	mou˨sɐt˨
救濟	kɐu˧tsɐi˧
媽媽	ma:˨˩ma:˥
簡直係	ka:n˧˥tsɪk˨hɐi˨
萬無一失	ma:n˨mou˨˩jɐt˥sɐt˥
瘞	ji:˧
野戰部隊	jɛ:˩˧tsi:n˧pou˨tɵy˨
應否	jɪŋ˥fɐu˧˥
鬧革命	la:u˨ka:k˧mɪŋ˨,na:u˨ka:k˧mɪŋ˨
東周	tʊŋ˥tsɐu˥
妓女	kei˨nɵy˩˧,kei˨lɵy˩˧
桀驁不馴	ki:t˨ou˨˩pɐt˥sɵn˨˩,ki:t˨ŋou˨˩pɐt˥sɵn˨˩
委辦	wɐi˧˥pa:n˨
企歪啲	kʰei˩˧mɛ:˧˥ti:˥
捨	sɛ:˧˥
飛車黨	fei˥tsʰɛ:˥tɔ:ŋ˧˥
攗	mei˨˩
王國	wɔ:ŋ˨˩kwɔ:k˧
鷞	sœ:ŋ˥,sɔ:ŋ˧˥
燈紅酒綠	tɐŋ˥hʊŋ˨˩tsɐu˧˥lʊk˨
猎	li:p˥
惡亨亨	ŋɔ:k˧hɐŋ˥hɐŋ˥
柘	tsɛ:˧
唱口	tsʰœ:ŋ˧hɐu˧˥
袖	tsɐu˨
常務	sœ:ŋ˨˩mou˨
一技之長	jɐt˥kei˨tsi:˥tsʰœ:ŋ˨˩
擒騎	kʰɐm˨˩kʰɛ:˨˩
農業社會	lʊŋ˨˩ji:p˨sɛ:˩˧wu:i˨,nʊŋ˨˩ji:p˨sɛ:˩˧wu:i˨
道歉	tou˨hi:p˧
掅	tsʰɪŋ˧
商朝	sœ:ŋ˥tsʰi:u˨˩
口[氵＋囗＋又]	hɐu˧˥nɐp˨,hɐu˧˥lɐp˨
骨質	kwɐt˥tsɐt˥
坡	pʰɔ:˥,pɔ:˥
卑	pei˥
可圈可點	hɔ:˧˥hy:n˥hɔ:˧˥ti:m˧˥
燒乳豬	si:u˥jy:˩˧tsy:˥
值得嘅	tsɪk˨tɐk˥kɛ:˧
劇烈	kʰɛ:k˨li:t˨
辛亥革命	sɐn˥hɔ:i˨ka:k˧mɪŋ˨
夜曲	jɛ:˨kʰʊk˥
成群結隊	sɪŋ˨˩kʰwɐn˨˩ki:t˧tɵy˨
蕉皮	tsi:u˥pʰei˨˩
好細聲	hou˧˥sɐi˧sɛ:ŋ˥
鰥夫	kwa:n˥fu:˥
東側	tʊŋ˥tsɐk˥
忠貞不二	tsʊŋ˥tsɪŋ˥pɐt˥ji:˨
飼養	tsi:˨jœ:ŋ˩˧
國際都市	kwɔ:k˧tsɐi˧tou˥si:˩˧
掩	ji:m˧˥,ɐm˧˥
水面	sɵy˧˥mi:n˨
商場	sœ:ŋ˥tsʰœ:ŋ˨˩
痛哭失聲	tʰʊŋ˧hʊk˥sɐt˥sɪŋ˥
韏	hy:n˧
講定	kɔ:ŋ˧˥tɪŋ˨
痛錫	tʰʊŋ˧sɛ:k˧
發電機	fa:t˧ti:n˨kei˥
曝	pʊk˨
郘	lɵy˩˧
跌爛	ti:t˧la:n˨
蝕本貨	si:t˨pu:n˧˥fɔ:˧
䏺	pʰɔ:ŋ˥
劇院	kʰɛ:k˨jy:n˨
搏吓彩	pɔ:k˧ha:˩˧tsʰɔ:i˧˥
潰	kʰu:i˧˥
偵聽台	tsɪŋ˥tʰɪŋ˥tʰɔ:i˨˩
扎孖辮	tsa:t˧ma:˥pi:n˥
東半球	tʊŋ˥pu:n˧kʰɐu˨˩
㡟	tsou˥
大銀	ta:i˨ɐn˨˩,ta:i˨ŋɐn˨˩
湣	mɐn˩˧
行市	hɔ:ŋ˨˩si:˩˧
箕	kei˥
眼不見，心不念	ŋa:n˩˧pɐt˥ki:n˧sɐm˥pɐt˥ni:m˨,a:n˩˧pɐt˥ki:n˧sɐm˥pɐt˥li:m˨
㶨	pʰei˥,pʰei˨˩
胉	pɔ:k˨,pɔ:k˧
白領階級	pa:k˨lɪŋ˩˧ka:i˥kʰɐp˥
旈	lɐu˨˩
春宵一刻值千金	tsʰɵn˥si:u˥jɐt˥hɐk˥tsɪk˨tsʰi:n˥kɐm˥
梩	lei˩˧,lei˨˩
匆匆離去	tsʰʊŋ˥tsʰʊŋ˥lei˨˩hɵy˧
槁木	kou˧˥mʊk˨
開善堂	hɔ:i˥si:n˨tʰɔ:ŋ˧˥
紅外線	hʊŋ˨˩ŋɔ:i˨si:n˧
衆所週知	tsʊŋ˧sɔ:˧˥tsɐu˥tsi:˥
通婚	tʰʊŋ˥fɐn˥
死就死	sei˧˥tsɐu˨sei˧˥
眼淚水	ŋa:ŋ˩˧lɵy˨sɵy˧˥,a:ŋ˩˧lɵy˨sɵy˧˥
正弦波	tsɪŋ˧ji:n˨˩pɔ:˥
褧	kwɪŋ˧˥
卜筮	pʊk˥sɐi˨
鶒	tsʰɪk˥
搏殺	pɔ:k˧sa:t˧
揿	kɐm˨
涘	tsi:˨
勼	kɐu˥,kʰɐu˥
睡衣	sɵy˨ji:˥
齻	ti:n˥
溼漉漉	sɐp˥lʊk˨lʊk˨
失信於人	sɐt˥sɵn˧jy:˥jɐn˨˩
bio	pɐi˨ɔ:˥
合適	hɐp˨sɪk˥
眼白白	a:n˩˧pa:k˨pa:k˨,ŋa:n˩˧pa:k˨pa:k˨
含含聲	hɐm˨˩hɐm˧˥sɛ:ŋ˥
性趣	sɪŋ˧tsʰɵy˧
豘	tʰy:n˨˩
武術	mou˩˧sɵt˨
繮	kœ:ŋ˥
且聽下回分解	tsʰɛ:˧˥tʰɪŋ˥ha:˨wu:i˨˩fɐn˥ka:i˧˥
打煲𧘹	ta:˧˥pou˥tʰa:i˥
配給	pʰu:i˧kʰɐp˥
戾	lɐi˧˥,lɵy˨
老師	lou˩˧si:˥
冇乜揸拿	mou˩˧mɐt˥tsa:˥la:˨˩,mou˩˧mɐt˥tsa:˥na:˨˩
雨過天晴	jy:˩˧kwɔ:˧tʰi:n˥tsʰɪŋ˨˩
閼	a:t˧,a:t˥,ji:n˥
黃蜂	wɔ:ŋ˨˩fʊŋ˥
夢中人	mʊŋ˨tsʊŋ˥jɐn˨˩
行政院長	hɐŋ˨˩tsɪŋ˧jy:n˨tsœ:ŋ˧˥
築堤	tsʊk˥tʰɐi˨˩
觀音兵	ku:n˥jɐm˥pɪŋ˥
造幣廠	tsou˨pɐi˨tsʰɔ:ŋ˧˥
冧歌	lɐm˥kɔ:˥
編曲	pʰi:n˥kʰʊk˥
如人飲水冷暖自知	jy:˨˩jɐn˨˩jɐm˧˥sɵy˧˥la:ŋ˩˧ly:n˩˧tsi:˨tsi:˥,jy:˨˩jɐn˨˩jɐm˧˥sɵy˧˥la:ŋ˩˧ny:n˩˧tsi:˨tsi:˥
媒	mu:i˨˩
粗劣品	tsʰou˥ly:t˧pɐn˧˥
行善不欲人知	hɐŋ˨˩si:n˨pɐt˥jʊk˨jɐn˨˩tsi:˥
衷	tsʊŋ˥,tsʰʊŋ˥
駼	tʰou˨˩
惺	sɪŋ˥
攤大手板	tʰa:n˥ta:i˨sɐu˧˥pa:n˧˥
被迫	pei˨pa:k˥
動鎗	tʊŋ˨tsʰœ:ŋ˥
陋	lɐu˨
齣	tsʰɵt˥
鵔	tsɵn˧
勾	ɐu˥,ŋɐu˥,kɐu˥
縣衙	jy:n˨ŋa:˨˩,jy:n˨a:˨˩
新記	sɐn˥kei˧
令尊	lɪŋ˨tsy:n˥
擦飯	tsʰa:t˧fa:n˨
一夜致富	jɐt˥jɛ:˨tsi:˧fu:˧
條命凍過水	tʰi:u˨˩mɛ:ŋ˨tʊŋ˧kwɔ:˧sɵy˧˥
矢口否認	tsʰi:˧˥hɐu˧˥fɐu˧˥jɪŋ˨
咪走	mɐi˩˧tsɐu˧˥
爩	wɐt˥
謠	ji:u˨˩
兩棲類	lœ:ŋ˩˧tsʰɐi˥lɵy˨
