теорією	teɔrʲijejʊ
промокати	prɔmɔkɑte
люба	lʲubɐ
вивільга	ʋɪʋʲilʲɦɐ
застуди	zɐstude
роса	rɔsɑ
він	ʋʲin
посада	pɔsɑdɐ
конкурс	kɔnkʊrs
кімната	kʲimnɑtɐ
популяція	pɔpʊlʲɑt͡sʲijɐ
календарі	kɐɫendɐrʲi
брамі	brɑmʲi
подивитися	pɔdeʋɪtesʲɐ
затримуватися	zɐtrɪmʊʋɐtesʲɐ
пригорщ	prɪɦɔrʃt͡ʃ
сестрицями	sestrɪt͡sʲɐme
куркуль	kʊrkulʲ
престол	prestɔɫ
поліціях	polʲit͡sʲijɐx
мілкий	mʲiɫkɪi̯
планета	pɫɐnɛtɐ
природному	prerɔdnɔmʊ
ревнощі	rɛu̯nɔʃt͡ʃʲi
фольга	fɔlʲɦɐ
самоврядування	sɐmɔu̯rʲɐdʊʋɑnʲːɐ
перехід	perexʲid
намір	nɑmʲir
перо	perɔ
занепокоєння	zɐnepɔkɔjenʲːɐ
себе	sebɛ
виборові	ʋɪbɔrɔʋʲi
словниках	sɫɔu̯nekɑx
офіціант	ɔfʲit͡sʲiɑnt
автоген	ɐu̯tɔɦɛn
стежити	stɛʒete
вирішувати	ʋerʲiʃʊʋɐte
судноплавство	sʊdnɔpɫɑu̯stwɔ
проголошувати	prɔɦɔɫɔʃʊʋɐte
розвивати	rɔzʋeʋɑte
медалей	medɑɫei̯
тотальний	tɔtɑlʲnei̯
держав	derʒɑu̯
кишене	keʃɛne
артишок	ɐrteʃɔk
петро	petrɔ
абразив	ɐbrɐzɪu̯
талії	tɑlʲiji
авіаобробка	ɐʋʲiɐɔbrɔbkɐ
ґрунтик	ɡruntek
мудрий	mudrei̯
свість	sʲʋʲisʲtʲ
аріка	ɐrʲikɐ
клясти	klʲɑste
жасмин	ʒɐsmɪn
провокативний	prɔwɔkɐtɪu̯nei̯
чорнобиль	t͡ʃɔrnɔbelʲ
авангардизм	ɐʋɐnɦɐrdɪzm
гладіаторський	ɦɫɐdʲiɑtɔrsʲkei̯
мінімалізм	mʲinʲimɐlʲizm
кишенькові	keʃenʲkɔʋʲi
продавець	prɔdɐʋɛt͡sʲ
абат	ɐbɑt
добуток	dɔbʊtɔk
нападник	nɐpɑdnek
литовський	ɫetɔu̯sʲkei̯
алфавіт	ɐɫfɐʋʲit
затримати	zɐtrɪmɐte
законодавчий	zɐkɔnɔdɑu̯t͡ʃei̯
урожай	ʊrɔʒɑi̯
крутий	krʊtɪi̯
пласт	pɫɑst
математика	mɐtemɑtekɐ
талію	tɑlʲijʊ
публікація	pʊblʲikɑt͡sʲijɐ
капелюх	kɐpelʲux
поступкою	pɔstʊpkɔjʊ
капіталізм	kɐpʲitɐlʲizm
відчути	ʋʲid͡ʒt͡ʃute
стіл	sʲtʲiɫ
агнеса	ɐɦnɛsɐ
неофіційний	neɔfʲit͡sʲii̯nei̯
голубий	ɦɔɫʊbɪi̯
оглянути	ɔɦlʲɑnʊte
спостерігачка	spɔsterʲiɦɑt͡ʃkɐ
сидіти	sedʲite
оригінальний	ɔreɦʲinɑlʲnei̯
шістнадцятий	ʃʲistnɑd͡zʲt͡sʲɐtei̯
авіахім	ɐʋʲiɐxʲim
лице	ɫet͡sɛ
якийсь	jɐkɪi̯sʲ
намокнути	nɐmɔknʊte
аналітик	ɐnɐlʲitek
багатолітній	bɐɦɐtolʲitʲnʲii̯
життєздатний	ʒetʲːezdɑtnei̯
інтенсифікація	intensefʲikɑt͡sʲijɐ
голосний	ɦɔɫɔsnɪi̯
авіація	ɐʋʲiɑt͡sʲijɐ
федорович	fedɔrɔʋet͡ʃ
організацією	ɔrɦɐnʲizɑt͡sʲijejʊ
афіша	ɐfʲiʃɐ
орбітою	orbʲitɔjʊ
небіж	nebʲiʒ
обмеженням	ɔbmɛʒenʲːɐm
портрети	pɔrtrɛte
винороб	ʋenɔrɔb
уста	ʊstɑ
інцидентами	int͡sedɛntɐme
товаришка	tɔʋɑreʃkɐ
лапша	ɫɐpʃɑ
трудовий	trʊdɔʋɪi̯
української	ʊkrɐjinʲsʲkɔji
окупант	ɔkʊpɑnt
смертельної	smertɛlʲnɔji
напам'ять	nɐpɑmjɐtʲ
золотий	zɔɫɔtɪi̯
без	bɛz
першість	pɛrʃʲisʲtʲ
синок	senɔk
берестя	berɛsʲtʲɐ
парадоксальний	pɐrɐdɔksɑlʲnei̯
кошт	kɔʃt
гординя	ɦɔrdɪnʲɐ
покарань	pɔkɐrɑnʲ
венами	ʋɛnɐme
скловидний	skɫɔʋɪdnei̯
твітнути	tʲʋʲitnʊte
поле	pɔɫe
паламар	pɐɫɐmɑr
збір	zʲbʲir
показник	pɔkɑznek
гель	ɦɛlʲ
знизити	znɪzete
ладо	ɫɑdɔ
григоріанського	ɦreɦɔrʲiɑnʲsʲkɔɦɔ
ароматичний	ɐrɔmɐtɪt͡ʃnei̯
розгромлювати	rɔzɦrɔmlʲʊʋɐte
молодиці	mɔɫɔdɪt͡sʲi
оден	ɔdɛn
меншість	mɛnʲʃʲisʲtʲ
болючий	bolʲut͡ʃei̯
мешканець	mɛʃkɐnet͡sʲ
спорожнити	spɔrɔʒnɪte
центральний	t͡sentrɑlʲnei̯
фрагмент	frɐɦmɛnt
лунь	ɫunʲ
вирок	ʋerɔk
патріотизмом	pɐtʲrʲiɔtɪzmɔm
перевищити	pereʋɪʃt͡ʃete
шевченко	ʃeu̯t͡ʃɛnkɔ
заглядати	zɐɦlʲɐdɑte
викоренити	ʋɪkɔrenete
повечеряти	pɔʋet͡ʃɛrʲɐte
вену	ʋɛnʊ
поцілунок	pɔt͡sʲiɫunɔk
проголосувати	prɔɦɔɫɔsʊʋɑte
кишеням	keʃɛnʲɐm
текстовий	tekstɔʋɪi̯
картина	kɐrtɪnɐ
сніданок	sʲnʲidɑnɔk
вигук	ʋɪɦʊk
пропорціях	prɔpɔrt͡sʲijɐx
шиєю	ʃɪjejʊ
експертний	ekspɛrtnei̯
трубопровід	trʊbɔprɔʋʲid
екстаз	ekstɑz
потилицями	pɔtɪɫet͡sʲɐme
навмання	nɐu̯mɐnʲːɑ
коли	kɔɫɪ
поставка	pɔstɑu̯kɐ
овочевий	ɔwɔt͡ʃɛʋei̯
цьому	t͡sʲomu
черв'як	t͡ʃerʋjɑk
несвідоме	nesʲʋʲidɔme
покупка	pokupkɐ
дивак	deʋɑk
жених	ʒenɪx
уточнити	ʊtɔt͡ʃnɪte
турнікет	tʊrnʲikɛt
галушка	ɦɐɫuʃkɐ
двомовний	dwɔmɔu̯nei̯
прямокутний	prʲɐmokutnei̯
вбивство	wbɪu̯stwɔ
карта	kɑrtɐ
тлумач	tɫʊmɑt͡ʃ
арахнологією	ɐrɐxnɔɫɔɦʲijejʊ
канадський	kɐnɑd͡zʲsʲkei̯
києву	kɪjewʊ
гривнею	ɦrɪu̯nejʊ
називний	nɐzeu̯nɪi̯
талій	tɑlʲii̯
філософ	fʲiɫɔsɔf
реалізм	reɐlʲizm
втілити	ʍtʲiɫete
міністр	mʲinʲistr
гарбуз	ɦɐrbuz
бувайте	bʊʋɑi̯te
перекладачка	perekɫɐdɑt͡ʃkɐ
експедиціям	ekspedɪt͡sʲijɐm
антибіотику	ɐntebʲiɔtekʊ
омбудсмен	ɔmbʊd͡zsmɛn
нахил	nɑxeɫ
безбородий	bezbɔrɔdei̯
одномовний	ɔdnɔmɔu̯nei̯
законодавиця	zɐkɔnɔdɑʋet͡sʲɐ
мексиканець	meksekɑnet͡sʲ
уживати	ʊʒeʋɑte
двомовність	dwɔmɔu̯nʲisʲtʲ
наскрізь	nɑskrʲizʲ
парник	pɐrnɪk
шостий	ʃɔstei̯
рідний	rʲidnei̯
попереджати	pɔpered͡ʒɑte
навчальний	nɐu̯t͡ʃɑlʲnei̯
дисфункція	desfunkt͡sʲijɐ
слабкий	sɫɐbkɪi̯
корити	kɔrɪte
засновниці	zɐsnɔu̯net͡sʲi
взаємодіяння	wzɐjemodʲijɐnʲːɐ
фарба	fɑrbɐ
тестувати	testʊʋɑte
аварійний	ɐʋɐrʲii̯nei̯
вродливіший	wrɔdɫɪʋʲiʃei̯
тіні	tʲinʲi
відстрочити	ʋʲid͡zstrɔt͡ʃete
шкідливий	ʃkʲidɫɪʋei̯
епітет	epʲitet
щелепа	ʃt͡ʃɛɫepɐ
клінічний	klʲinʲit͡ʃnei̯
страхування	strɐxʊʋɑnʲːɐ
клей	kɫɛi̯
наймит	nɑi̯met
кредит	krɛdet
уточнювати	ʊtɔt͡ʃnʲʊʋɐte
абсолютність	ɐbsolʲutʲnʲisʲtʲ
нерішучість	nerʲiʃut͡ʃʲisʲtʲ
варіанті	ʋɐrʲiɑnʲtʲi
вікіпедія	ʋʲikʲipɛdʲijɐ
фестиваль	festeʋɑlʲ
пекти	pektɪ
піст	pʲist
а	ɑ
урок	urɔk
інцидентові	int͡sedɛntɔʋʲi
еміграційний	emʲiɦrɐt͡sʲii̯nei̯
нейробіологія	nɛi̯rɔbʲiɔɫɔɦʲijɐ
кінці	kʲinʲt͡sʲi
беззахисний	bezːɑxesnei̯
власті	wɫɑsʲtʲi
політик	polʲitek
гуманіст	ɦʊmɐnʲist
надзвуковий	nɐd͡zwʊkɔʋɪi̯
десерти	desɛrte
субтитри	sʊbtɪtre
співбесідниця	sʲpʲiu̯besʲidnet͡sʲɐ
агресивність	ɐɦresɪu̯nʲisʲtʲ
петицій	petɪt͡sʲii̯
заміняти	zɐmʲinʲɑte
єзуч	jɛzʊt͡ʃ
тезис	tɛzes
скроне	skrɔne
археологічний	ɐrxeɔɫoɦʲit͡ʃnei̯
топографічний	tɔpɔɦrɐfʲit͡ʃnei̯
емоцією	emɔt͡sʲijejʊ
святковий	sʲʋʲɐtkɔʋei̯
портфелями	pɔrtfɛlʲɐme
емоціях	emɔt͡sʲijɐx
раритет	rɐretɛt
гроза	ɦrɔzɑ
говіркий	ɦɔʋʲirkɪi̯
працівницям	prɐt͡sʲiu̯nɪt͡sʲɐm
запозичення	zɐpɔzɪt͡ʃenʲːɐ
органи	ɔrɦɑne
компенсація	kɔmpensɑt͡sʲijɐ
солодкий	sɔɫɔdkei̯
допомогти	dɔpɔmɔɦtɪ
сад	sɑd
маскат	mɐskɑt
фальсифікування	fɐlʲsefʲikʊʋɑnʲːɐ
маріїн	mɐrʲijin
мобільний	mobʲilʲnei̯
числівник	t͡ʃesʲlʲiu̯nek
візантія	ʋʲizɑnʲtʲijɐ
дефініціям	defʲinʲit͡sʲijɐm
рай	rɑi̯
умовний	ʊmɔu̯nei̯
абрек	ɐbrɛk
антибіотики	ɐntebʲiɔteke
інструкцій	instrukt͡sʲii̯
жупан	ʒʊpɑn
консалтинг	kɔnsɑɫtenɦ
ґречний	ɡrɛt͡ʃnei̯
врятувати	wrʲɐtʊʋɑte
замовлення	zɐmɔu̯ɫenʲːɐ
іпотека	ipɔtɛkɐ
барза	bɑrzɐ
доконаний	dɔkɔnɐnei̯
раціє	rɑt͡sʲije
недільний	nedʲilʲnei̯
невідповідний	neʋʲidpɔʋʲidnei̯
зір	zʲir
останній	ɔstɑnʲːii̯
свідчити	sʲʋʲid͡ʒt͡ʃete
мастурбація	mɐstʊrbɑt͡sʲijɐ
українські	ʊkrɐjinsʲkʲi
летовище	ɫetɔʋeʃt͡ʃe
самоцвіт	sɐmɔt͡sʲʋʲit
росія	rosʲijɐ
доброзичливиця	dɔbrɔzet͡ʃɫɪʋet͡sʲɐ
пляма	plʲɑmɐ
синтаксичний	sentɐksɪt͡ʃnei̯
штормовий	ʃtɔrmɔʋɪi̯
мурашка	mʊrɑʃkɐ
приманити	premɐnɪte
інструкціям	instrukt͡sʲijɐm
міжзоряне	mʲiʒzɔrʲɐne
порекомендувати	pɔrekɔmendʊʋɑte
прозорість	prɔzɔrʲisʲtʲ
воротар	wɔrɔtɑr
двері	dʋɛrʲi
оштрафувати	ɔʃtrɐfʊʋɑte
перевалити	pereʋɐɫɪte
житній	ʒɪtʲnʲii̯
діяння	dʲijɑnʲːɐ
індивідуально	indeʋʲidʊɑlʲnɔ
розрізняти	rɔzʲrʲizʲnʲɑte
скромний	skrɔmnei̯
ад'єктивація	ɐdjekteʋɑt͡sʲijɐ
стильний	stɪlʲnei̯
південь	pʲiu̯denʲ
розум	rɔzʊm
слов'янинові	sɫɔʋjɐnɪnɔʋʲi
спір	sʲpʲir
бурмило	bʊrmɪɫɔ
великий	ʋeɫɪkei̯
омела	ɔmɛɫɐ
відобразити	ʋʲidɔbrɐzɪte
україна	ʊkrɑjinɐ
альтернативний	ɐlʲternɐtɪu̯nei̯
дефініціях	defʲinʲit͡sʲijɐx
розвиток	rɔzʋetɔk
абрикосівка	ɐbrekɔsʲiu̯kɐ
тарілка	tɐrʲiɫkɐ
опариш	ɔpɑreʃ
занотувати	zɐnɔtʊʋɑte
інвестиційний	inʋestet͡sʲii̯nei̯
гуся	ɦʊsʲɑ
барвінок	bɐrʋʲinɔk
мрією	mrʲijejʊ
європа	jeu̯rɔpɐ
гарантувати	ɦɐrɐntʊʋɑte
гавкати	ɦɑu̯kɐte
попередження	pɔperɛd͡ʒenʲːɐ
населяти	nɐselʲɑte
дослідник	dosʲlʲidnek
скерувати	skerʊʋɑte
критерієві	kretɛrʲijeʋʲi
випускати	ʋepʊskɑte
закордонний	zɐkɔrdɔnːei̯
довг	dɔu̯ɦ
катастрофі	kɐtɐstrɔfʲi
для	dʲlʲɑ
публічно	pʊblʲit͡ʃnɔ
вибором	ʋɪbɔrɔm
ними	nɪme
шляхетний	ʃlʲɐxɛtnei̯
економіст	ekɔnomʲist
захворювати	zɐxwɔrʲʊʋɐte
дехто	dɛxtɔ
змінюватися	zʲmʲinʲʊʋɐtesʲɐ
поспати	pɔspɑte
абіссінка	ɐbʲisʲːinkɐ
грати	ɦrɑte
назавше	nɐzɑu̯ʃe
сімдесят	sʲimdesʲɑt
фінка	fʲinkɐ
чинник	t͡ʃɪnːek
працівницю	prɐt͡sʲiu̯nɪt͡sʲʊ
деклараціях	dekɫɐrɑt͡sʲijɐx
критичний	kretɪt͡ʃnei̯
постаттю	pɔstɐtʲːʊ
шістдесят	ʃʲizdesʲɑt
дошкою	dɔʃkɔjʊ
місія	mʲisʲijɐ
свербіж	sʋerbʲiʒ
божевільний	bɔʒeʋʲilʲnei̯
крило	kreɫɔ
природознавство	prerɔdɔznɑu̯stwɔ
іншого	inʃɔɦɔ
принц	prɪnt͡s
брехень	brɛxenʲ
зміняти	zʲmʲinʲɑte
приватизація	preʋɐtezɑt͡sʲijɐ
вирощувати	ʋerɔʃt͡ʃʊʋɐte
наприкінці	nɐprɪkʲinʲt͡sʲi
щирі	ʃt͡ʃɪrʲi
ефективність	efektɪu̯nʲisʲtʲ
індустрія	industʲrʲijɐ
ожина	ɔʒɪnɐ
наймичка	nɑi̯met͡ʃkɐ
мізерний	mʲizernei̯
зазначити	zɐznɑt͡ʃete
єврей	jeu̯rɛi̯
зараз	zɐrɑz
задовольняти	zɐdɔwɔlʲnʲɑte
заробітний	zɐrobʲitnei̯
сура	surɐ
організації	ɔrɦɐnʲizɑt͡sʲiji
снігопад	sʲnʲiɦɔpɑd
утрату	ʊtrɑtʊ
крихта	krɪxtɐ
вільнодумець	ʋʲilʲnodumet͡sʲ
патина	pɐtɪnɐ
друге	druɦe
вираження	ʋɪrɐʒenʲːɐ
червоний	t͡ʃerwɔnei̯
душа	dʊʃɑ
автомобіль	ɐu̯tɔmobʲilʲ
бидло	bɪdɫɔ
набряк	nɑbrʲɐk
прелат	preɫɑt
довгоніжка	dɔu̯ɦonʲiʒkɐ
понести	pɔnestɪ
запропонувати	zɐprɔpɔnʊʋɑte
демілітаризація	demʲilʲitɐrezɑt͡sʲijɐ
некультурний	nekʊlʲturnei̯
пересічний	peresʲit͡ʃnei̯
коала	kɔɑɫɐ
законодавець	zɐkɔnɔdɑʋet͡sʲ
дурість	durʲisʲtʲ
концентрація	kɔnt͡sentrɑt͡sʲijɐ
німецькомовний	nʲimet͡sʲkɔmɔu̯nei̯
безчесний	beʒt͡ʃɛsnei̯
фрагмента	frɐɦmɛntɐ
заручити	zɐrʊt͡ʃɪte
прискорювати	preskɔrʲʊʋɐte
племінник	pɫemʲinːek
конфесія	kɔnfɛsʲijɐ
іванова	iʋɐnɔʋɐ
момент	mɔmɛnt
слідство	sʲlʲid͡zstwɔ
порядок	pɔrʲɑdɔk
менеджер	mɛned͡ʒer
вибирати	ʋeberɑte
слухати	sɫuxɐte
запобігати	zɐpɔbʲiɦɑte
поліглот	pɔlʲiɦɫɔt
початковий	pɔt͡ʃɐtkɔʋei̯
привітний	preʋʲitnei̯
поліція	polʲit͡sʲijɐ
безжалісний	beʒːɑlʲisnei̯
алкоголь	ɐɫkɔɦɔlʲ
серенада	serenɑdɐ
доросла	dɔrɔsɫɐ
зустріти	zʊstʲrʲite
жало	ʒɑɫɔ
вероніка	ʋeronʲikɐ
надіям	nɐdʲijɐm
лавандовий	ɫɐʋɑndɔʋei̯
хороший	xɔrɔʃei̯
особистість	ɔsɔbɪsʲtʲisʲtʲ
піранья	pʲirɑnʲjɐ
полк	pɔɫk
дощовий	dɔʃt͡ʃɔʋɪi̯
козачий	kɔzɑt͡ʃei̯
багатокутник	bɐɦɐtokutnek
повінь	pɔʋʲinʲ
сфер	sfɛr
автогемотерапія	ɐu̯tɔɦemɔterɐpʲijɐ
перетворювати	peretwɔrʲʊʋɐte
шмата	ʃmɑtɐ
товстий	tɔu̯stɪi̯
лекціє	ɫɛkt͡sʲije
природничі	prerɔdnɪt͡ʃʲi
дякувати	dʲɑkʊʋɐte
чудище	t͡ʃudeʃt͡ʃe
авіагоризонт	ɐʋʲiɐɦɔrezɔnt
гривень	ɦrɪʋenʲ
робочий	rɔbɔt͡ʃei̯
ластівка	ɫɑsʲtʲiu̯kɐ
недорозвинений	nedɔrɔzʋɪnenei̯
слабий	sɫɐbɪi̯
сфера	sfɛrɐ
незадоволений	nezɐdɔwɔɫenei̯
журналіст	ʒʊrnɐlʲist
нього	nʲɔɦɔ
статус	stɑtʊs
житіє	ʒetʲijɛ
референдумами	referɛndʊmɐme
скеровувати	skerɔwʊʋɐte
пандемія	pɐndemʲijɐ
цілувати	t͡sʲiɫʊʋɑte
страхувань	strɐxʊʋɑnʲ
абракадабра	ɐbrɐkɐdɑbrɐ
уможливлювати	ʊmɔʒɫɪu̯lʲʊʋɐte
російська	rosʲii̯sʲkɐ
асортимент	ɐsɔrtemɛnt
буря	burʲɐ
палець	pɑɫet͡sʲ
лапа	ɫɑpɐ
красний	krɑsnei̯
подзвонити	pɔd͡zwɔnɪte
цех	t͡sɛx
міграційний	mʲiɦrɐt͡sʲii̯nei̯
кіш	kʲiʃ
мілина	mʲiɫenɑ
плач	pɫɑt͡ʃ
авеню	ɐʋenʲu
цигарок	t͡seɦɑrɔk
паузи	pɑʊze
мотоциклів	mɔtɔt͡sɪklʲiu̯
копил	kɔpɪɫ
обеззброювати	ɔbezːbrɔjʊʋɐte
жахливий	ʒɐxɫɪʋei̯
споруда	sporudɐ
маска	mɑskɐ
поширювати	pɔʃɪrʲʊʋɐte
україномовний	ʊkrɐjinɔmɔu̯nei̯
поганяти	pɔɦɐnʲɑte
конструкція	konstrukt͡sʲijɐ
дизайнер	dezɑi̯ner
літати	lʲitɑte
дефіс	defʲis
стосовно	stɔsɔu̯nɔ
терпіти	terpʲite
щирий	ʃt͡ʃɪrei̯
печиво	pɛt͡ʃewɔ
кубинець	kʊbɪnet͡sʲ
житель	ʒɪtelʲ
виборчий	ʋɪbɔrt͡ʃei̯
навіть	nɑʋʲitʲ
оптимальний	ɔptemɑlʲnei̯
шибеницями	ʃɪbenet͡sʲɐme
дивізіях	deʋʲizʲijɐx
пов'язувати	pɔʋjɑzʊʋɐte
геном	ɦɛnɔm
повідомляти	pɔʋʲidɔmlʲɑte
сильно	sɪlʲnɔ
прогноз	prɔɦnɔz
рада	rɑdɐ
горілки	ɦɔrʲiɫkɪ
постулат	pɔstʊɫɑt
копійка	kopʲii̯kɐ
тримати	tremɑte
самокат	sɐmɔkɑt
спростити	sprɔstɪte
парижанка	pɐreʒɑnkɐ
оповідання	ɔpɔʋʲidɑnʲːɐ
положення	pɔɫɔʒenʲːɐ
пизда	pezdɑ
вугол	wuɦɔɫ
абузус	ɐbuzʊs
конотіп	kɔnotʲip
досконалий	dɔskɔnɑɫei̯
біженка	bʲiʒenkɐ
чоловіка	t͡ʃɔɫɔʋʲikɐ
перспектива	perspektɪʋɐ
барліг	bɐrlʲiɦ
радикальний	rɐdekɑlʲnei̯
принести	prenestɪ
копати	kɔpɑte
забезпечення	zɐbezpɛt͡ʃenʲːɐ
слов'янка	sɫɔʋjɑnkɐ
щоки	ʃt͡ʃɔkɪ
талант	tɐɫɑnt
путівник	pʊtʲiu̯nɪk
працівниками	prɐt͡sʲiu̯nekɑme
старомодний	stɐrɔmɔdnei̯
нормальний	nɔrmɑlʲnei̯
конкурувати	kɔnkʊrʊʋɑte
вихідних	ʋexʲidnɪx
світлий	sʲʋʲitɫei̯
католицький	kɐtɔɫɪt͡sʲkei̯
азербайджан	ɐzerbɐi̯d͡ʒɑn
войовничий	wɔjɔu̯nɪt͡ʃei̯
мешкати	mɛʃkɐte
хозар	xɔzɑr
зрештою	zrɛʃtɔjʊ
теорія	teɔrʲijɐ
знижень	znɪʒenʲ
антитіло	ɐntetʲiɫɔ
багатолюдний	bɐɦɐtolʲudnei̯
радий	rɑdei̯
зупинка	zʊpɪnkɐ
ранок	rɑnɔk
аероліт	ɐerolʲit
страшний	strɐʃnɪi̯
одноплемінник	ɔdnɔpɫemʲinːek
партія	pɑrtʲijɐ
надіями	nɐdʲijɐme
дим	dɪm
матися	mɑtesʲɐ
дошками	dɔʃkɐme
розробити	rɔzrɔbɪte
передвоєнний	peredwɔjɛnːei̯
садовий	sɐdɔʋei̯
заслуговувати	zɐsɫʊɦɔwʊʋɐte
братерський	brɐtɛrsʲkei̯
англіканство	ɐnɦlʲikɑnstwɔ
навруз	nɐu̯ruz
зробити	zrɔbɪte
козел	kɔzɛɫ
включити	ʍklʲʊt͡ʃɪte
соціалізм	sɔt͡sʲiɐlʲizm
скандинавський	skɐndenɑu̯sʲkei̯
аванзал	ɐʋɐnzɑɫ
митний	mɪtnei̯
маківочка	mɑkʲiwɔt͡ʃkɐ
аби	ɐbɪ
дупа	dupɐ
дозволити	dɔzwɔɫete
капуста	kɐpustɐ
духовний	dʊxɔu̯nei̯
доторкатися	dɔtɔrkɑtesʲɐ
хірургічний	xʲirʊrɦʲit͡ʃnei̯
албанія	ɐɫbɑnʲijɐ
незнання	neznɐnʲːɑ
суперник	sʊpɛrnek
кайман	kɐi̯mɑn
шоколад	ʃɔkɔɫɑd
урбанізувати	ʊrbɐnʲizʊʋɑte
ускладнювати	ʊskɫɑdʲnʲʊʋɐte
ходити	xɔdɪte
чужий	t͡ʃʊʒɪi̯
суглоб	sʊɦɫɔb
паморозь	pɑmɔrɔzʲ
речі	rɛt͡ʃʲi
працівницях	prɐt͡sʲiu̯nɪt͡sʲɐx
плуг	pɫuɦ
кинути	kɪnʊte
розпродавати	rɔzprɔdɐʋɑte
чоловіку	t͡ʃɔɫɔʋʲikʊ
варіанти	ʋɐrʲiɑnte
несумісність	nesʊmʲisʲnʲisʲtʲ
згоден	zɦɔden
автобусна	ɐu̯tɔbʊsnɐ
батько	bɑtʲkɔ
декларувати	dekɫɐrʊʋɑte
віртуальний	ʋʲirtʊɑlʲnei̯
автобіографія	ɐu̯tɔbʲiɔɦrɑfʲijɐ
горе	ɦɔre
садів	sɐdʲiu̯
спека	spɛkɐ
лондоні	ɫɔndɔnʲi
купити	kʊpɪte
фіксація	fʲiksɑt͡sʲijɐ
терен	tɛren
технократія	texnɔkrɑtʲijɐ
сценарій	st͡senɑrʲii̯
вісімдесят	ʋʲisʲimdesʲɑt
лік	lʲik
олександр	ɔɫeksɑndr
благий	bɫɐɦɪi̯
діалект	dʲiɐɫɛkt
радниця	rɑdnet͡sʲɐ
аваль	ɐʋɑlʲ
подовження	pɔdɔu̯ʒenʲːɐ
пінцет	pʲint͡sɛt
вакцинувати	ʋɐkt͡senʊʋɑte
