secretive	sˈiːkɹətˌɪv
fairings	fˈeəɹɪŋz
underscored	ˌʌndəskˈɔːd
drenches	dɹˈɛntʃɪz
seething	sˈiːðɪŋ
thorp	θˈɔːp
unattached	ʌnɐtˈætʃt
tragically	tɹˈædʒɪkli
ochre	ˈəʊkɐ
supermen	sˈuːpəmˌɛn
inventor	ɪnvˈɛntɐ
retested	ɹɪtˈɛstɪd
hydrated	hˈaɪdɹeɪtɪd
surveyors	səvˈeɪəz
peeper	pˈiːpɐ
sypher	sˈaɪfɐ
seamstresses	sˈiːmstɹəsɪz
barbies	bˈɑːbɪz
squinting	skwˈɪntɪŋ
toecap	tˈəʊkæp
partisan	pˈɑːtɪsən
cadbury	kˈædbəɹi
expressiveness	ɛkspɹˈɛsɪvnəs
sober	sˈəʊbə,sˈəʊbɐ
sedate	sɪdˈeɪt
nervously	nˈɜːvəsli
unglamorous	ʌnɡlˈæməɹəs
putative	pjˈuːtətˌɪv
rosebay	ɹˈəʊzbeɪ
massing	mˈæsɪŋ
phylum	fˈaɪləm
submitted	səbmˈɪtɪd
frogmen	fɹˈɒɡmɛn
squawked	skwˈɔːkt
brimstone	bɹˈɪmstəʊn
dispatches	dɪspˈætʃɪz
tractive	tɹˈæktɪv
weaved	wˈiːvd
swish	swˈɪʃ
punctuates	pˈʌŋktʃuːˌeɪts
taed	tˈiːd
recolonising	ɹɪkˈɒlənˌaɪzɪŋ
zucchini	zʌkˈiːni
freeware	fɹˈiːwˌɛə
bola	bˈəʊlɐ
pragmatics	pɹæɡmˈætɪks
reverberating	ɹɪvˈɜːbəɹˌeɪtɪŋ
helical	hˈɛlɪkəl
unconformity	ʌnkənfˈɔːmɪti
undo	ɐndˈuː,ʌndˈuː
unteach	ʌntˈiːtʃ
colourful	kˈʌləfəl,kˈɐləfəl
persuades	pəswˈeɪdz
unreasonable	ɐnɹˈiːznəbəl,ʌnɹˈiːzənəbəl
paragons	pˈæɹəɡənz
reinsure	ɹˌiːɪnʃˈɔː
liability	lˌaɪəbˈɪlɪti
gnawing	nˈɔːɹɪŋ
facilitation	fəsˌɪlɪtˈeɪʃən
orangs	ˈɔːɹæŋz
entourages	ˈɒntʊɹˌɑːʒɪz
liskeard	lɪskˈɑːd
contradicting	kˌɒntɹədˈɪktɪŋ
buoy	bˈɔɪ
venturing	vˈɛntʃəɹɪŋ
octogenarians	ˌɒktədʒənˈeəɹiənz
antibiotics	ˌæntɪbaɪˈɒtɪks
impertinent	ɪmpˈɜːtɪnənt
firebox	fˈaɪəbɒks
laundries	lˈɔːndɹɪz
nattily	nˈætɪli
dredger	dɹˈɛdʒɐ
unploughed	ʌnplˈaʊd
sphygmomanometer	sfˌɪɡməmɐnˈɒmɪtɐ
boldly	bˈəʊldli
autocracy	ɔːtˈɒkɹəsˌi
solstices	sˈɒlstɪsɪz
yachtswoman	jˈɒtswʊmən
diversionary	daɪvˈɜːʃənəɹi
stoves	stˈəʊvz
stepbrother	stˈɛpbɹʌðɐ
rhea	ɹˈiː
missive	mˈɪsɪv
zooplankton	zˈuːplæŋktən
unfreeze	ʌnfɹˈiːz
probably	pɹˈɒbəbli
soaks	sˈəʊks
realms	ɹˈɛlmz
nigel	nˈaɪdʒəl
knapped	nˈæpt
outruns	aʊtɹˈʌnz
starfish	stˈɑːfɪʃ
analyses	ˈænəlˌaɪziz,ənˈælɪsˌiːz
wefts	wˈɛfts
quadrilateral	kwˌɒdɹɪlˈætəɹəl
leafing	lˈiːfɪŋ
webbed	wˈɛbd
distances	dˈɪstənsɪz
step	stˈɛp
faithfulness	fˈeɪθfəlnəs
miracle	mˈɪɹəkəl
delinquency	dɪlˈɪnkwənsi
hedgehog	hˈɛdʒhˌɒg,hˈɛdʒhɒɡ
restores	ɹɪstˈɔːz
applicator	ˈæplɪkˌeɪtɐ
preform	pɹɪfˈɔːm
pastorale	pˈɑːstɔːɹˌeɪl
cut	kˈʌt,kˈɐt
stringiness	stɹˈɪŋɪnəs
revert	ɹɪvˈɜːt
resits	ɹɪsˈɪts
artfully	ˈɑːtfəli
scotched	skˈɒtʃt
inflight	ɪnflˈaɪt
sheered	ʃˈiəd
noon	nˈuːn
alison	ˈælɪsən
sailed	sˈeɪld
screw	skɹˈuː
obstructive	ɒbstɹˈʌktɪv
stablemate	stˈeɪbəlmˌeɪt
scrapyard	skɹˈæpjɑːd
bogus	bˈəʊɡəs,bˈəʊgəs
tendency	tˈɛndənsi
disbelievingly	dˌɪsbɪlˈiːvɪŋli
carbine	kˈɑːbaɪn
brownstone	bɹˈaʊnstəʊn
reappears	ɹˌiːɐpˈiəz
musicology	mjˌuːzɪkˈɒlədʒi
frosting	fɹˈɒstɪŋ
blasting	blˈɑːstɪŋ
birch	bˈɜːtʃ
jetliners	dʒˈɛtlaɪnəz
printouts	pɹˈɪntaʊts
retracted	ɹɪtɹˈæktɪd
wallowed	wˈɒləʊd
clothiers	klˈəʊðiəz
dedans	dˈɛdənz
coverall	kˈʌvəɹˌɔːl
barmiest	bˈɑːmɪəst
nodules	nˈɒdjuːlz
pursuing	pəsjˈuːɪŋ
glottal	ɡlˈɒtəl
attitudes	ˈætɪtjˌuːdz
hiker	hˈaɪkɐ
scoreline	skˈɔːlaɪn
capsules	kˈæpsjuːlz
meshed	mˈɛʃt
delve	dˈɛlv
imprudent	ɪmpɹˈuːdənt
keyring	kˈiːɹɪŋ
cool	kˈuːl
inertial	ɪnˈɜːʃəl
either	ˈaɪðɐ,ˈaɪðə,ˈiːðə
sliders	slˈaɪdəz
overkill	ˌəʊvəkˈɪl
mocked	mˈɒkt
gasps	gˈɑːsps,ɡˈɑːsps
awestruck	ˈɔːstɹʌk
fear	fˈɪə,fˈiə
unveiling	ʌnvˈeɪlɪŋ
rolls	ɹˈəʊlz
boggles	bˈɒɡəlz
clerical	klˈɛɹɪkəl
elegantly	ˈɛlɪɡəntli
profanities	pɹəfˈænɪtiz
voes	vˈəʊz
majorette	mˌeɪdʒəɹˈɛt
lexical	lˈɛksɪkəl
spit	spˈɪt
cautiously	kˈɔːʃəsli
dollhouse	dˈɒlhaʊs
unsliced	ʌnslˈaɪst
dreg	dɹˈɛɡ
supplier	səplˈaɪə
sleepwalkers	slˈiːpwɔːkəz
sauntering	sˈɔːntəɹɪŋ
motorcyclist	mˈəʊtəsˌaɪklɪst
mothballed	mˈɒθbəld
pimiento	pɪmˈiəntəʊ
gesticulates	dʒɛstˈɪkjʊlˌeɪts
shoring	ʃˈɔːɹɪŋ
gunfighters	ɡˈʌnfaɪtəz
sulphurs	sˈʌlfəz
protuberances	pɹətjˈuːbəɹənsɪz
residence	ɹˈɛzɪdəns
putrefies	pjˈuːtɹɪfˌaɪz
tardigrade	tˈɑːdɪɡɹˌeɪd
despoiling	dɪspˈɔɪlɪŋ
limply	lˈɪmpli
flowery	flˈaʊəɹi
jerkins	dʒˈɜːkɪnz
abounding	ɐbˈaʊndɪŋ
scents	sˈɛnts
muddied	mˈʌdɪd
partings	pˈɑːtɪŋz
castings	kˈɑːstɪŋz
artichokes	ˈɑːtɪtʃˌəʊks
theocracy	θɪˈɒkɹəsi
encryptions	ɛnkɹˈɪpʃənz
impatiently	ɪmpˈeɪʃəntli
lassies	lˈæsɪz
cantering	kˈɑːntəɹɪŋ
weep	wˈiːp
showdowns	ʃˈəʊdaʊnz
annotating	ˈænəʊtˌeɪtɪŋ
harl	hˈɑːl
expeditionary	ˌɛkspədˈɪʃənəɹi
prompts	pɹˈɒmpts
honeymoons	hˈʌnɪmˌuːnz
daredevils	dˈeədɛvəlz
diphtheria	dɪfθˈiəɹɪɐ
intersecting	ˌɪntəsˈɛktɪŋ
experimentalists	ɛkspˌɛɹɪmˈɛntəlˌɪsts
luckless	lˈʌkləs
chalybeate	tʃˈælaɪbˌeɪt
ordinates	ˈɔːdɪnəts
hayley	hˈeɪli
mitrailleuse	mˌɪtɹeɪlˈɜːz
places	plˈeɪsɪz
loughs	lˈʌfz
antiquated	ˈæntɪkwˌeɪtɪd
ambiguously	æmbˈɪɡjuːəsli
slighting	slˈaɪtɪŋ
sustained	səstˈeɪnd
tumescent	tjuːmˈɛsənt
wholegrain	hˈəʊlɡɹeɪn
variously	vˈeəɹɪəsli
gigantism	ɡˈɪɡəntˌɪzəm
amnesiac	æmnˈiːzɪˌæk
laws	lˈɔːz
wrote	ɹˈəʊt
misquotation	mɪskwəʊtˈeɪʃən
suicides	sˈuːɪsˌaɪdz
stiller	stˈɪlɐ
uncovering	ʌnkˈʌvəɹɪŋ
distilleries	dɪstˈɪləɹiz
titania	tɪtˈɑːniə
diners	dˈaɪnəz
yoking	jˈəʊkɪŋ
pinching	pˈɪntʃɪŋ
ingratiated	ɪnɡɹˈeɪʃɪˌeɪtɪd
misguidedly	mɪsɡˈaɪdɪdli
fanfares	fˈænfeəz
pales	pˈeɪlz
patience	pˈeɪʃəns
proved	pɹˈuːvd
oestrus	ˈiːstɹəs
sleepily	slˈiːpɪli
melodeon	mɛlˈəʊdɪən
staler	stˈeɪlɐ
observers	əbzˈɜːvəz,ɒbzˈɜːvəz
swivels	swˈɪvəlz
ax	ˈæks
miaowing	miːˈaʊɪŋ
supervisory	sˌuːpəvˈɪsəɹˌi
baskets	bˈɑːskɪts
susceptible	səsˈɛptɪbəl,səsˈɛptəbəl
geishas	dʒˈeɪʃəz
slurped	slˈɜːpt
oppresses	əpɹˈɛsɪz
hindered	hˈɪndəd
stogie	stˈəʊdʒi
destroys	dɪstɹˈɔɪz
testudo	tɛstjˈuːdəʊ
elopes	ɪlˈəʊps
drear	dɹˈiə
meltwater	mˈɛltwɔːtɐ
decorated	dˈɛkəɹˌeɪtɪd
unfertilised	ʌnfˈɜːtəlˌaɪzd
dampens	dˈæmpənz
joy	dʒˈɔɪ
clad	klˈæd
guarantor	ɡˈæɹɑːntˌɔː
covenanter	kˈʌvənəntɐ
hail	hˈeɪl
kingcup	kˈɪŋkʌp
loft	lˈɒft
hornbills	hˈɔːnbɪlz
hyperventilation	hˌaɪpəvˌɛntɪlˈeɪʃən
bristletail	bɹˈɪsəltˌeɪl
reassuringly	ɹˌiːəʃjˈɔːɹɪŋli
peradventure	pˌɛɹɐdvˈɛntʃɐ
contend	kəntˈɛnd
earthquakes	ˈɜːθkweɪks
palliasse	pˈælɪˌæs
squad	skwˈɒd
tricolours	tɹˈaɪkʌləz
unfolds	ʌnfˈəʊldz
ceasefires	sˈiːsfaɪəz
efs	ˈɛfs
spurns	spˈɜːnz
muse	mjˈuːs,mjˈuːz
caramelises	kˈæɹəmˌɛlaɪzɪz
thrash	θɹˈæʃ
smoothness	smˈuːðnəs
milestones	mˈaɪlstəʊnz
loyalties	lˈɔɪəltɪz
kat	kˈæt
diatoms	dˈaɪətəmz
euphonious	juːfˈəʊnɪəs
jotting	dʒˈɒtɪŋ
adjusters	ɐdʒˈʌstəz
evictions	ɪvˈɪkʃənz
fricassee	fɹˈɪkɐsˌeɪ
forestay	fˈɒɹɪstˌeɪ
crwth	sˌiːˌɑːdˈʌbəljˌuːtˌiːˈeɪtʃ
poppadums	pəpˈædəmz
worthiest	wˈɜːðɪəst
khans	kˈɑːnz
adorableness	ɐdˈɔːɹəbəlnəs
distillations	dɪstɪlˈeɪʃənz
apparatchiks	ˈæpəɹˌætʃɪks
blokes	blˈəʊks
dualities	djuːˈælɪtiz
solvers	sˈɒlvəz
comediennes	kəmˌiːdɪˈɛnz
handwritten	hˈændɹɪtən
monorails	mˈɒnəʊɹˌeɪlz
spends	spˈɛndz
gluon	ɡljˈuːɒn
analyst	ˈænəlɪst,ˈænɐlˌɪst
uniformity	jˌuːnɪfˈɔːmɪti
rainclouds	ɹˈeɪŋklaʊdz
guanaco	ɡwɑːnˈɑːkəʊ
bests	bˈɛsts
hawsers	hˈɔːzəz
frogman	fɹˈɒɡmən
tries	tɹˈaɪz
brace	bɹˈeɪs
mediterranean	mˌɛdɪtəɹˈeɪnɪən
extricate	ˈɛkstɹɪkˌeɪt
unsecured	ʌnsɪkjˈɔːd
troublemaker	tɹˈʌbəlmˌeɪkɐ
untended	ʌntˈɛndɪd
shirtsleeves	ʃˈɜːtsliːvz
skiffle	skˈɪfəl
revering	ɹɪvˈiəɹɪŋ
tweet	twˈiːt
cantilevered	kˈæntɪlˌiːvəd
depopulating	diːpˈɒpjʊlˌeɪtɪŋ
sharper	ʃˈɑːpɐ
ducked	dˈʌkt
suspects	sˈɐspˌɛkts,səspˈɛkts
elementary	ˌɛlɪmˈɛntɹi,ˌɛlɪmˈɛntəɹi
success	səksˈɛs
briskly	bɹˈɪskli
helpings	hˈɛlpɪŋz
specialisation	spˌɛʃəlaɪzˈeɪʃən
ears	ˈɪəz,ˈiəz
argentines	ˈɑːdʒɪntˌaɪnz
satyr	sˈætɐ
barring	bˈɑːɹɪŋ
flavourless	flˈeɪvələs
candelabra	kˈændɪlˌæbɹɐ
forming	fˈɔːmɪŋ
guile	ɡˈaɪl
honesty	ˈɒnɪsti
basset	bˈæsɛt
approximates	ɐpɹˈɒksɪmˌeɪts
metadata	mˈɛtədˌeɪtə
colossus	kəlˈɒsəs
grots	ɡɹˈɒts
alleyways	ˈælɪwˌeɪz
fibrillating	fˈɪbɹɪlˌeɪtɪŋ
cartwheel	kˈɑːtwiːl
opine	əʊpˈaɪn
glenn	glˈɛn
mutants	mjˈuːtənts
prerogative	pɹɪɹˈɒgətɪv,pɹɪɹˈɒɡətˌɪv
recollections	ɹɪkəlˈɛkʃənz
growly	ɡɹˈəʊli
grab	gɹˈæb,ɡɹˈæb
outweighed	aʊtwˈeɪd
prophesying	pɹˈɒfəsɪɪŋ
decay	dɪkˈeɪ
onerous	ˈəʊnəɹəs
unis	jˈuːniz
downright	dˈaʊnɹaɪt
bottomed	bˈɒtəmd
agitatedly	ˈædʒɪtˌeɪtɪdli
headhunted	hˈɛdhʌntɪd
spinnaker	spˈɪneɪkɐ
layabout	lˈeɪɐbˌaʊt
faithless	fˈeɪθləs
squalid	skwˈɒlɪd
athlete	ˈæθliːt,ˈæθlˌiːt
fastens	fˈɑːsənz
session	sˈɛʃən
hadn't	hˈædənt
racehorses	ɹˈeɪshɔːsɪz
storeys	stˈɔːɹɪz
reordered	ɹɪˈɔːdəd
noose	nˈuːs
proctologist	pɹɒktˈɒlədʒˌɪst
skywriting	skˈaɪɹaɪtɪŋ
meniscus	mˈɛnɪskəs
trucked	tɹˈʌkt
streetwise	stɹˈiːtwaɪz
floes	flˈəʊz
slide	slˈaɪd
shaves	ʃˈeɪvz
diabetes	daɪəbˈiːtiːz,dˌaɪəbˈiːtiːz
faithfuls	fˈeɪθfəlz
weensiest	wˈiːnzɪəst
sufferings	sˈʌfəɹɪŋz
yearlings	jˈiəlɪŋz
mola	mˈəʊlɐ
ruffly	ɹˈʌfli
thai	tˈaɪ
disarm	dɪsˈɑːm
forecast	fˈɔːkɑːst,fˈɔːkˌɑːst
clubbers	klˈʌbəz
practicable	pɹˈæktɪkəbəl
egrets	ˈiːɡɹəts
rushes	ɹˈʌʃɪz
gaminess	ɡˈeɪmɪnəs
quartic	kwˈɔːtɪk
snowshoes	snˈəʊʃuːz
undemocratic	ˌʌndˌɛməkɹˈætɪk
ordinate	ˈɔːdɪnət
distrusting	dɪstɹˈʌstɪŋ
mouthwashes	mˈaʊθwɒʃɪz
repossessing	ɹɪpəzˈɛsɪŋ
poorer	pˈʊəɹə,pˈɔːɹɐ,pˈɔːɹə
salesmen	sˈeɪlzmɛn
compactor	kəmpˈæktɐ
seacoast	sˈiːkəʊst
cultivation	kˌʌltɪvˈeɪʃən
tarp	tˈɑːp
compagnie	kəmpˈæɡni
dextrose	dˈɛkstɹəʊz
compiled	kəmpˈaɪld
ultralight	ˌʊltɹɐlˈaɪt
uplifts	ʌplˈɪfts
joshing	dʒˈɒʃɪŋ
wrasse	ɹˈɑːs
appreciates	ɐpɹˈiːʃɪˌeɪts
insider	ɪnsˈaɪdɐ,ɪnsˈaɪdə
tonal	tˈəʊnəl
exorcising	ˈɛksəsˌaɪzɪŋ
worksheet	wˈɜːkʃiːt
weathering	wˈɛðəɹɪŋ
grandstand	ɡɹˈændstænd
workmate	wˈɜːkmeɪt
recurrence	ɹɪkˈʌɹəns
filmmakers	fˈɪlmeɪkəz
botcher	bˈɒtʃɐ
booties	bˈuːtɪz
carriages	kˈæɹɪdʒɪz
sola	sˈəʊlɐ
chalked	tʃˈɔːkt
shrug	ʃɹˈɐg,ʃɹˈʌɡ
bedtime	bˈɛdtaɪm
concern	kənsˈɜːn
consolidations	kənsˌɒlɪdˈeɪʃənz
mod	mˈɒd
snowboarders	snˈəʊbɔːdəz
roves	ɹˈəʊvz
nicety	nˈaɪsətˌi
historical	hɪstˈɒɹɪkəl
biodegrade	bˌaɪəʊdɪɡɹˈeɪd
nationalising	nˈæʃənəlˌaɪzɪŋ
halftime	hˈɑːftaɪm
erbium	ˈɜːbiəm
platoons	plɐtˈuːnz
saurian	sˈɔːɹiən
dobbing	dˈɒbɪŋ
pilaster	pˈɪlɑːstɐ
aka	ˈækɐ
emptiness	ˈɛmptɪnəs
fireworks	fˈaɪəwɜːks
misreading	mɪsɹˈiːdɪŋ
handpick	hˈændpɪk
showgrounds	ʃˈəʊɡɹaʊndz
pervasiveness	pəvˈeɪsɪvnəs
defined	dɪfˈaɪnd
planning	plˈænɪŋ
burdens	bˈɜːdənz
pullets	pˈʊlɪts
displaces	dɪsplˈeɪsɪz
issuance	ˈɪsjuːəns
outdoorsy	aʊtdˈɔːsi
revivalists	ɹɪvˈaɪvəlˌɪsts
textiles	tˈɛkstaɪlz,tˈɛkstˌaɪlz
conversationalist	kɒnvəsˈeɪʃənəlˌɪst
hosier	hˈəʊzɪɐ
defence	dɪfˈɛns
matured	mətʃˈɔːd
costa	kˈɒstə,kˈɒstɐ
iced	ˈaɪst
tare	tˈeə
shaped	ʃˈeɪpt
conveying	kənvˈeɪɪŋ
limpets	lˈɪmpɪts
rethinking	ɹɪθˈɪŋkɪŋ
stapled	stˈeɪpəld
antagonist	æntˈæɡənˌɪst
amalgamating	ɐmˈælɡɐmˌeɪtɪŋ
quarantining	kwˈɒɹɑːntˌiːnɪŋ
loser	lˈuːzə,lˈuːzɐ
distressed	dɪstɹˈɛst
chameleons	kəmˈiːliənz
steerable	stˈiəɹəbəl
ops	ˈɒps
may	mˈeɪ
timothy	tˈɪməθi,tˈɪməθˌi
nerve	nˈɜːv
coopering	kˈuːpəɹɪŋ
sterilising	stˈɛɹəlˌaɪzɪŋ
depress	dɪpɹˈɛs
reel	ɹˈiːl
microfilmed	mˈaɪkɹəʊfˌɪlmd
weepie	wˈiːpaɪ
spear	spˈɪə,spˈiə
antagonistic	æntˈæɡənˈɪstɪk
granular	ɡɹˈænjʊlɐ
tightened	tˈaɪtənd
shrewish	ʃɹˈuːɪʃ
bowhead	bˈəʊhɛd
kauri	kˈɔːɹi
debacles	deɪbˈɑːkəlz
mesons	mˈiːzɒnz
padres	pˈɑːdɹeɪz
cist	sˈɪst
satisfaction	sˌætɪsfˈækʃən
fungible	fˈʌndʒəbəl
len	lˈɛn
celebrated	sˈɛləbɹˌeɪtɪd
interrupter	ˌɪntəɹˈʌptɐ
intranet	ˈɪntɹənˌɛt
korean	kəɹˈiːən
diverges	daɪvˈɜːdʒɪz
attendee	ɐtˈɛndiː
gat	ɡˈæt
dowdy	dˈaʊdi
falloff	fˈɔːlɒf
ombudsmen	ˈɒmbədzmˌɛn
copse	kˈɒps
preen	pɹˈiːn
scorcher	skˈɔːtʃɐ
bullyboy	bˈʊlɪbˌɔɪ
decoder	dɪkˈəʊdɐ
silkworm	sˈɪlkwɜːm
castrate	kˈɑːstɹeɪt
terminally	tˈɜːmɪnəli
home	hˈəʊm
sniffle	snˈɪfəl
agency	ˈeɪdʒənsi
bloodstream	blˈʌdstɹiːm
pluviometer	plˈuːvaɪˌɒmiːtɐ
milwaukee	mɪlwˈɔːki
rape	ɹˈeɪp
alfred	ˈælfɹɪd
firings	fˈaɪəɹɪŋz
iterating	ˈɪtəɹˌeɪtɪŋ
emporiums	ɛmpˈɔːɹiəmz
idealists	aɪdˈiəlɪsts
necked	nˈɛkt
staccato	stɐkˈɑːtəʊ
bonbon	bˈɒnbɒn
wrestling	ɹˈɛslɪŋ
applause	əplˈɔːz,ɐplˈɔːz
nosey	nˈəʊzi,nˈəʊsi
gloam	ɡlˈəʊm
contour	kˈɒntɔː,kˈɒntʊə
motorcars	mˈəʊtəkˌɑːz
autumnal	ˈɔːtʌmnəl
sweetly	swˈiːtli
unnavigable	ʌnnˈævaɪdʒəbəl
shatter	ʃˈætə,ʃˈætɐ
right	ɹˈaɪt
dogmatically	dɒɡmˈætɪkli
terra	tˈɛɹɐ
dripper	dɹˈɪpɐ
twitter	twˈɪtə,twˈɪtɐ
acuteness	ɐkjˈuːtnəs
morel	mˈɔːl
triers	tɹˈaɪəz
loch	lˈɒk
sickens	sˈɪkənz
wack	wˈæk
wheeze	wˈiːz
walloped	wˈɒləpd
postgraduates	pˈəʊstɡɹɐdjˌuːeɪts
inculcating	ˈɪnkəlkˌeɪtɪŋ
autos	ˈɔːtəʊz
playoffs	plˈeɪɒfs
aigburth	ˈɛgbəθ
teeter	tˈiːtɐ
gabs	ɡˈæbz
nationality	nˌæʃənˈælɪti
purists	pjˈɔːɹɪsts
maker	mˈeɪkɐ,mˈeɪkə
gimps	ɡˈɪmps
admonish	ɐdmˈɒnɪʃ
sands	sˈændz
redesigning	ɹˌiːdɪzˈaɪnɪŋ
accumulation	ɐkjˌuːmjʊlˈeɪʃən,əkjˌuːmjʊlˈeɪʃən
transforming	tɹænsfˈɔːmɪŋ
porphyrin	pˈɔːfɪɹˌɪn
killjoys	kˈɪldʒɔɪz
incense	ɪnsˈɛns,ˈɪnsɛns
haggle	hˈæɡəl
beseech	bɪsˈiːtʃ
expressions	ɛkspɹˈɛʃənz,ɪkspɹˈɛʃənz
racking	ɹˈækɪŋ
ls	ˌɛlˈɛs
strip	stɹˈɪp
fundamentally	fˌɐndəmˈɛntəli,fˌʌndəmˈɛntəli
israeli	ɪzɹˈeɪli
minuscule	mˈɪnəskjˌuːl
pension	pˈɛnʃən
poe	pˈəʊ
rood	ɹˈuːd
fifteenth	fˈɪftiːnθ,fɪftˈiːnθ
dereliction	dˌɛɹɪlˈɪkʃən
harshness	hˈɑːʃnəs
scaffold	skˈæfəʊld
prorogue	pɹˈɔːɹəʊɡ
forgiveness	fəgˈɪvnɪs,fəɡˈɪvnəs
unbiased	ʌnbˈaɪəst
standee	stˈændiː
stereotypes	stˈɛɹɪˌəʊtaɪps
abominate	ɐbˈɒmɪnˌeɪt
caliphs	kˈælɪfz
brokenhearted	bɹˈəʊkənhˌɑːtɪd
listenable	lˈɪsənəbəl
answers	ˈɑːnsəz
grocery	ɡɹˈəʊsəɹi,gɹˈəʊsəɹi
uneaten	ʌnˈiːtən
costermonger	kˈɒstəmˌɒŋɐ
appropriate	əpɹˈəʊpɹɪət,əpɹˈəʊpɹɪˌeɪt
extol	ɪkstˈəʊl,ɛkstˈəʊl
lying	lˈaɪɪŋ
houseplants	hˈaʊsplænts
neolithic	nˌiːəʊlˈɪθɪk
verrucas	vˈɛɹuːkəz
bloater	blˈəʊtɐ
horsewhipped	hˈɔːswɪpt
businesswoman	bˈɪznəswˌʊmən
confides	kənfˈaɪdz
avoirdupois	ɐvwˈɑːdjuːpwˌɑː
wit	wˈɪt
sublimity	sʌblˈɪmɪti
serbian	sˈɜːbɪən
indignities	ɪndˈɪɡnɪtiz
gnostics	nˈɒstɪks
obligingly	əblˈaɪdʒɪŋli
affirmation	ˌæfəmˈeɪʃən
puds	pˈʊdz
ileitis	ˈɪleɪtˌiz
posters	pˈəʊstəz
abhorred	ɐbhˈɔːd
sprocket	spɹˈɒkɪt
arthroscopy	ɑːθɹˈɒskəpi
misguide	mɪsɡˈaɪd
pilled	pˈɪld
mountainside	mˈaʊntɪnsˌaɪd
imperceptible	ɪmpəsˈɛptəbəl
safeguarded	sˈeɪfɡɑːdɪd
bully	bˈʊli
decision	dɪsˈɪʒən
recalculation	ɹɪkˌælkjʊlˈeɪʃən
unanswered	ʌnˈɑːnsəd
servant	sˈɜːvənt
flotations	fləʊtˈeɪʃənz
thomson	tˈɒmsən
singularity	sˌɪŋɡjʊlˈæɹɪti
refuseniks	ɹɪfjˈuːsənˌɪks
combe	kəmˈɛ
woven	wˈəʊvən
knickknacks	nˈɪkknæks
microns	mˈaɪkɹɒnz
chronometer	kɹənˈɒmɪtɐ
warthog	wˈɔːthɒɡ
accelerometers	ɐksˌɛləɹˈɒmɪtəz
speck	spˈɛk
wield	wˈiːld
clearness	klˈiənəs
whist	wˈɪst
devising	dɪvˈaɪzɪŋ
birthplace	bˈɜːθpleɪs
immigrated	ˈɪmɪɡɹˌeɪtɪd
woughton	wˈuːftən
journalists	dʒˈɜːnəlɪsts,dʒˈɜːnəlˌɪsts
ringlets	ɹˈɪŋɡləts
starlets	stˈɑːləts
smit	smˈɪt
offerings	ˈɒfəɹɪŋz
dynamos	dˈaɪnɐmˌəʊz
smackers	smˈækəz
canada	kˈænədə
daniel	dˈænjəl
krill	kɹˈɪl
microbe	mˈaɪkɹəʊb
facecloth	fˈeɪsklɒθ
exiles	ˈɛɡzaɪlz
sunspot	sˈʌnspɒt
apostrophes	ɐpˈɒstɹəfɪz
thronged	θɹˈɒŋd
reimburse	ɹˌiːɪmbˈɜːs
sunbed	sˈʌnbd
unsprung	ʌnspɹˈʌŋ
soporific	sˌɒpɔːɹˈɪfɪk
kerbstones	kˈɜːbstəʊnz
reassurance	ɹˌiːəʃjˈɔːɹəns
footloose	fˈʊtluːs
bomber	bˈɒmɐ,bˈɒmə
phylacteries	fˈaɪlɐktəɹiz
johannes	dʒˈəʊhænz
evenings	ˈiːvnɪŋz
wearers	wˈeəɹəz
mooning	mˈuːnɪŋ
kraft	kɹˈɑːft
typeset	tˈaɪpsɛt
receivers	ɹɪsˈiːvəz
sombrero	səmbɹˈeəɹəʊ
fetishes	fˈɛtɪʃɪz
fizzles	fˈɪzəlz
pushing	pˈʊʃɪŋ
washroom	wˈɒʃɹuːm
yum	jˈʌm,jˈɐm
seepage	sˈiːpɪdʒ
pong	pˈɒŋ
gipsy	dʒˈɪpsi
philippines	fˈɪlɪpˌiːnz
temptation	tɛmtˈeɪʃən,tɛmptˈeɪʃən
weeing	wˈiːɪŋ
aftershaves	ˈɑːftəʃˌeɪvz
martingale	mˈɑːtɪŋɡˌeɪl
bookshop	bˈʊkʃɒp
kneeled	nˈiːld
abjure	ɐbdʒjˈɔː
unauthorised	ʌnˈɔːθɔːɹˌaɪzd
appellant	ɐpˈɛlənt
triad	tɹˈaɪæd
corm	kˈɔːm
caskets	kˈɑːskɪts
exabytes	ɛɡzˈæbaɪts
gradual	ɡɹˈædʒuːəl,gɹˈædjʊəl
godmothers	ɡˈɒdmʌðəz
minimus	mˈɪnɪməs
bridleway	bɹˈaɪdəlwˌeɪ
iconoclast	ˈaɪkənˌɒklɑːst
fossilisation	fˌɒsɪlaɪzˈeɪʃən
bioengineering	bˌaɪəʊˌɛndʒɪnˈiəɹɪŋ
cootie	kˈuːti
medially	mˈiːdiːəlˌi
dwindling	dwˈɪndlɪŋ
hived	hˈaɪvd
misers	mˈaɪzəz
hyperthermia	hˈaɪpəθəmˌiə
velum	vˈɛləm
dinging	dˈɪŋɪŋ
sherds	ʃˈɜːdz
contaminants	kəntˈæmɪnənts
odors	ˈəʊdəz
prosthesis	pɹˈɒsθəsˌɪs
leaders	lˈiːdəz
harasser	həɹˈæsɐ
crossroads	kɹˈɒsɹəʊdz
protean	pɹəʊtˈiən
avionics	ˌeɪvɪˈɒnɪks
squire	skwˈaɪə
mire	mˈaɪə
