pcion	pt͡ɕɔn
rozwikłanie	rɔzvʲikwaɲɛ
liryzm	lʲirɨzm
barierowy	barʲjɛrɔvɨ
balet	balɛt
orientalnie	ɔrʲjɛntalɲɛ
najkrzywiej	najkʂɨvʲɛj
bałtyckiemu	bawtɨt͡skʲɛmu
mięśnie	mʲɛ̃ɕɲɛ
belgijka	bɛlɡʲijka
jagnięcina	jaɡɲɛɲt͡ɕina
zdrobnienie	zdrɔbɲɛɲɛ
jedenastka	jɛdɛnastka
kniaziewicz	kɲaʑɛvʲit͡ʂ
półpasiec	puwpaɕɛt͡s
gwiezdnego	ɡvʲɛzdnɛɡɔ
zórz	zuʂ
partnerski	partnɛrskʲi
turkmeński	turkmɛɲskʲi
słupach	swupax
sztangista	ʂtanɡʲista
dawno	davnɔ
witana	vʲitana
kogut	kɔɡut
czeczeńskiego	t͡ʂɛt͡ʂɛɲskʲɛɡɔ
hurtowy	xurtɔvɨ
broniewicz	brɔɲɛvʲit͡ʂ
opaślik	ɔpaɕlʲik
trąconemu	trɔnt͡sɔnɛmu
ramionko	ramʲɔnkɔ
skumaj	skumaj
dowiedz	dɔvʲɛt͡s
owocniejszych	ɔvɔt͡sɲɛjʂɨx
gorzowiankami	ɡɔʐɔvʲankamʲi
sypię	sɨpʲɛ
żonkoś	ʐɔnkɔɕ
wykręt	vɨkrɛnt
eklektyczny	ɛklɛktɨt͡ʂnɨ
żnący	ʐnɔnt͡sɨ
diametralny	djamɛtralnɨ
srokę	srɔkɛ
dubbingi	dabʲinɡʲi
ochrę	ɔxrɛ
nagminnie	naɡmʲinɲɛ
stogowi	stɔɡɔvʲi
tabiś	tabʲiɕ
światła	ɕfʲatwa
tykanie	tɨkaɲɛ
boru	bɔru
bukiewicz	bukʲɛvʲit͡ʂ
martwi	martfʲi
wykopalisko	vɨkɔpalʲiskɔ
czasami	t͡ʂasamʲi
właściwe	vwaɕt͡ɕivɛ
dziewięćdziesiątymi	d͡ʑɛvʲɛɲt͡ɕd͡ʑɛɕɔntɨmʲi
jastrzębią	jastʂɛmbʲɔ̃
nowacki	nɔvat͡skʲi
bozon	bɔzɔn
sponad	spɔnat
tolerancja	tɔlɛrant͡sja
borszcz	bɔrʂt͡ʂ
czworaczek	t͡ʂfɔrat͡ʂɛk
gikiewicz	ɡʲikʲɛvʲit͡ʂ
ubodę	ubɔdɛ
wiozło	vʲɔzwɔ
francuskiej	frant͡suskʲɛj
półtorak	puwtɔrak
oglądając	ɔɡlɔndajɔnt͡s
skazani	skazaɲi
kłak	kwak
cyrograf	t͡sɨrɔɡraf
prywatność	prɨvatnɔɕt͡ɕ
wolczyk	vɔlt͡ʂɨk
cnoto	t͡snɔtɔ
rusznica	ruʂɲit͡sa
snopa	snɔpa
niewinną	ɲɛvʲinnɔ̃
ochłoń	ɔxwɔɲ
domowy	dɔmɔvɨ
orali	ɔralʲi
wołosewicz	vɔwɔsɛvʲit͡ʂ
towarzyszyć	tɔvaʐɨʂɨt͡ɕ
neutron	nɛwtrɔn
turlej	turlɛj
żmijo	ʐmʲijɔ
rogóż	rɔɡuʂ
pokonany	pɔkɔnanɨ
odchody	ɔtxɔdɨ
lutowi	lutɔvʲi
superkomputer	supɛrkɔmputɛr
trojeść	trɔjɛɕt͡ɕ
afazją	afazjɔ̃
absorpcyjne	apsɔrpt͡sɨjnɛ
łosiem	wɔɕɛm
kępin	kɛmpʲin
szkudło	ʂkudwɔ
płotką	pwɔtkɔ̃
łatwiej	watfʲɛj
pokłócić	pɔkwut͡ɕit͡ɕ
preludium	prɛludjum
fundamentalizm	fundamɛntalʲizm
zamarzałyby	zamarzawɨbɨ
mysikrólik	mɨɕikrulʲik
osobowej	ɔsɔbɔvɛj
śmiałaś	ɕmʲawaɕ
słonorośl	swɔnɔrɔɕl
niańczenie	ɲaɲt͡ʂɛɲɛ
smolik	smɔlʲik
ciemnymi	t͡ɕɛmnɨmʲi
trwał	trvaw
brazylijska	brazɨlʲijska
bobyrec	bɔbɨrɛt͡s
osadzi	ɔsad͡ʑi
oddech	ɔddɛx
nowosiad	nɔvɔɕat
przymocowywać	pʂɨmɔt͡sɔvɨvat͡ɕ
irlandzkich	irlant͡skʲix
zarchiwizowanoby	zarxʲivʲizɔvanɔbɨ
sowitemu	sɔvʲitɛmu
obfitych	ɔpfʲitɨx
dereń	dɛrɛɲ
synowa	sɨnɔva
udziału	ud͡ʑawu
warką	varkɔ̃
żmudzin	ʐmud͡ʑin
wilkaniec	vʲilkaɲɛt͡s
rzepień	ʐɛpʲɛɲ
pojawić	pɔjavʲit͡ɕ
konto	kɔntɔ
wpłata	fpwata
banul	banul
zaświecić	zaɕfʲɛt͡ɕit͡ɕ
wywrą	vɨvrɔ̃
wybornym	vɨbɔrnɨm
analityczkami	analʲitɨt͡ʂkamʲi
żych	ʐɨx
zaciążył	zat͡ɕɔ̃ʐɨw
czarowi	t͡ʂarɔvʲi
goleniach	ɡɔlɛɲax
skweres	skfɛrɛs
rzepołuch	ʐɛpɔwux
niewątpliwie	ɲɛvɔntplʲivʲɛ
kosom	kɔsɔm
karłach	karwax
drobne	drɔbnɛ
ulu	ulu
negocjacja	nɛɡɔt͡sjat͡sja
mazuch	mazux
świerguła	ɕfʲɛrɡuwa
gromotowicz	ɡrɔmɔtɔvʲit͡ʂ
śniła	ɕɲiwa
jaki	jakʲi
macierzysty	mat͡ɕɛʐɨstɨ
negus	nɛɡus
zawierzenie	zavʲɛʐɛɲɛ
posągom	pɔsɔŋɡɔm
księżycom	kɕɛ̃ʐɨt͡sɔm
wojtarowicz	vɔjtarɔvʲit͡ʂ
zlew	zlɛf
szczeżuja	ʂt͡ʂɛʐuja
witan	vʲitan
podłe	pɔdwɛ
danych	danɨx
przestanie	pʂɛstaɲɛ
rependa	rɛpɛnda
powiedział	pɔvʲɛd͡ʑaw
hiszpańskiego	xʲiʂpaɲskʲɛɡɔ
wywnioskowanie	vɨvɲɔskɔvaɲɛ
została	zɔstawa
wytłumaczyć	vɨtwumat͡ʂɨt͡ɕ
liczyłaby	lʲit͡ʂɨwabɨ
zaświecać	zaɕfʲɛt͡sat͡ɕ
pieprzniczka	pʲɛpʂɲit͡ʂka
azerscy	azɛrst͡sɨ
podziwiające	pɔd͡ʑivʲajɔnt͡sɛ
wierzyłeś	vʲɛʐɨwɛɕ
tulem	tulɛm
gródź	ɡrut͡ɕ
twardogłowy	tfardɔɡwɔvɨ
bad	bat
agencja	aɡɛnt͡sja
thorz	txɔʂ
maskujcie	maskujt͡ɕɛ
wtapiano	ftapʲanɔ
rybkach	rɨpkax
krokodylemu	krɔkɔdɨlɛmu
padło	padwɔ
obrzydliwy	ɔbʐɨdlʲivɨ
liśkiewicz	lʲiɕkʲɛvʲit͡ʂ
wyblakły	vɨblakwɨ
gęste	ɡɛ̃stɛ
rzęska	ʐɛ̃ska
muchą	muxɔ̃
wkurzać	fkuʐat͡ɕ
almeríi	almɛrʲiji
półcień	puwt͡ɕɛɲ
przestrzeni	pʂɛstʂɛɲi
parą	parɔ̃
odwinięcie	ɔdvʲiɲɛɲt͡ɕɛ
pukaliśmy	pukalʲiɕmɨ
bieńcu	bʲɛɲt͡su
wyrąbkiewicz	vɨrɔmpkʲɛvʲit͡ʂ
oczerniać	ɔt͡ʂɛrɲat͡ɕ
supierz	supʲɛʂ
rozkład	rɔskwat
kanji	kand͡ʑi
ustonóg	ustɔnuk
cebula	t͡sɛbula
libańska	lʲibaɲska
wychowanek	vɨxɔvanɛk
lichoś	lʲixɔɕ
protokołem	prɔtɔkɔwɛm
bezmocz	bɛzmɔt͡ʂ
stoisz	stɔiʂ
antończyk	antɔɲt͡ʂɨk
przekraczać	pʂɛkrat͡ʂat͡ɕ
hamera	xamɛra
upranie	upraɲɛ
gleb	ɡlɛp
flacha	flaxa
kampania	kampaɲa
eschatologia	ɛsxatɔlɔɡʲja
hormon	xɔrmɔn
ksyt	ksɨt
cyganek	t͡sɨɡanɛk
zasoń	zasɔɲ
lisiakiewicz	lʲiɕakʲɛvʲit͡ʂ
jarzyna	jaʐɨna
gdyńscy	ɡdɨɲst͡sɨ
wiedziałybyśmy	vʲɛd͡ʑawɨbɨɕmɨ
gal	ɡal
ciociami	t͡ɕɔt͡ɕamʲi
niuchanie	ɲuxaɲɛ
doceń	dɔt͡sɛɲ
jednostka	jɛdnɔstka
dodatek	dɔdatɛk
zdrap	zdrap
modelka	mɔdɛlka
rychłych	rɨxwɨx
ryboza	rɨbɔza
nickiewicz	ɲit͡skʲɛvʲit͡ʂ
łabuć	wabut͡ɕ
gruszczak	ɡruʂt͡ʂak
tropów	trɔpuf
wow	waw
ewelina	ɛvɛlʲina
gdybyście	ɡdɨbɨɕt͡ɕɛ
opiewać	ɔpʲɛvat͡ɕ
rozkręcić	rɔskrɛɲt͡ɕit͡ɕ
umarcie	umart͡ɕɛ
duszczyk	duʂt͡ʂɨk
dół	duw
pierdolnąć	pʲɛrdɔlnɔɲt͡ɕ
dadzą	dad͡zɔ̃
niewystarczająco	ɲɛvɨstart͡ʂajɔnt͡sɔ
zdarzyło	zdaʐɨwɔ
zsuwanie	ssuvaɲɛ
morzę	mɔʐɛ
przekopać	pʂɛkɔpat͡ɕ
kudaj	kudaj
egipski	ɛɡʲipskʲi
motylemu	mɔtɨlɛmu
miodzie	mʲɔd͡ʑɛ
samostrzał	samɔstʂaw
jednorazowy	jɛdnɔrazɔvɨ
glob	ɡlɔp
sępich	sɛmpʲix
rapkiewicz	rapkʲɛvʲit͡ʂ
kaon	kaɔn
pyc	pɨt͡s
czai	t͡ʂai
abonenta	abɔnɛnta
zabiłaś	zabʲiwaɕ
krzywda	kʂɨvda
koran	kɔran
tryptofan	trɨptɔfan
czechizm	t͡ʂɛxʲizm
paruch	parux
kunich	kuɲix
drugoklasista	druɡɔklaɕista
lej	lɛj
ściany	ɕt͡ɕanɨ
żądania	ʐɔndaɲa
wrombel	vrɔmbɛl
posyp	pɔsɨp
pałączki	pawɔnt͡ʂkʲi
szwec	ʂfɛt͡s
ciągać	t͡ɕɔŋɡat͡ɕ
proroczy	prɔrɔt͡ʂɨ
przedrośle	pʂɛdrɔɕlɛ
małaszewicz	mawaʂɛvʲit͡ʂ
sowi	sɔvʲi
ślazem	ɕlazɛm
naiwność	naivnɔɕt͡ɕ
papuzi	papuʑi
tacza	tat͡ʂa
kasta	kasta
cytologia	t͡sɨtɔlɔɡʲja
kontrolując	kɔntrɔlujɔnt͡s
podeszły	pɔdɛʂwɨ
smok	smɔk
żłopać	ʐwɔpat͡ɕ
surducik	surdut͡ɕik
tatuńcio	tatuɲt͡ɕɔ
jędros	jɛndrɔs
gagauski	ɡaɡawskʲi
gaciąg	ɡat͡ɕɔŋk
kolak	kɔlak
egoistycznie	ɛɡɔistɨt͡ʂɲɛ
postach	pɔstax
birmańczyk	bʲirmaɲt͡ʂɨk
doliwa	dɔlʲiva
modelina	mɔdɛlʲina
ledwo	lɛdvɔ
juskowiak	juskɔvʲak
podkowicz	pɔtkɔvʲit͡ʂ
zimnoch	ʑimnɔx
smażą	smaʐɔ̃
lachom	laxɔm
podamy	pɔdamɨ
zimowej	ʑimɔvɛj
ubolewać	ubɔlɛvat͡ɕ
wracam	vrat͡sam
darty	dartɨ
akumulacja	akumulat͡sja
odłóż	ɔdwuʂ
podchodzić	pɔtxɔd͡ʑit͡ɕ
klinkiewicz	klʲinkʲɛvʲit͡ʂ
słyszenie	swɨʂɛɲɛ
bylica	bɨlʲit͡sa
skąd	skɔnt
pyplok	pɨplɔk
janewicz	janɛvʲit͡ʂ
latynoskiemu	latɨnɔskʲɛmu
mszom	mʂɔm
pozwalanie	pɔzvalaɲɛ
kasoń	kasɔɲ
iglicom	iɡlʲit͡sɔm
trawią	travʲɔ̃
lizałabym	lʲizawabɨm
sroce	srɔt͡sɛ
zapłodnić	zapwɔdɲit͡ɕ
wodospad	vɔdɔspat
dzikszego	d͡ʑikʂɛɡɔ
zajął	zajɔw
bielszczankach	bʲɛlʂt͡ʂankax
skrobi	skrɔbʲi
wyszli	vɨʂlʲi
pilnie	pʲilɲɛ
tajwańskiemu	tajvaɲskʲɛmu
grysiewicz	ɡrɨɕɛvʲit͡ʂ
ulicach	ulʲit͡sax
grudzień	ɡrud͡ʑɛɲ
zręcznie	zrɛnt͡ʂɲɛ
cechować	t͡sɛxɔvat͡ɕ
kolonializm	kɔlɔɲalʲizm
siadacie	ɕadat͡ɕɛ
analityczka	analʲitɨt͡ʂka
plątanina	plɔntaɲina
oszczęda	ɔʂt͡ʂɛnda
śmiałbym	ɕmʲawbɨm
wierzyciel	vʲɛʐɨt͡ɕɛl
baczne	bat͡ʂnɛ
kicacie	kʲit͡sat͡ɕɛ
bódź	but͡ɕ
twardsi	tfartɕi
frunęli	frunɛli
udaremniać	udarɛmɲat͡ɕ
wojtczuk	vɔjtt͡ʂuk
twardzicka	tfard͡ʑit͡ska
narciarskiego	nart͡ɕarskʲɛɡɔ
oręża	ɔrɛ̃ʐa
zbiornikowiec	zbʲɔrɲikɔvʲɛt͡s
żyłabym	ʐɨwabɨm
silnię	ɕilɲɛ
addycja	addɨt͡sja
legnicki	lɛɡɲit͡skʲi
nurkowie	nurkɔvʲɛ
przenosić	pʂɛnɔɕit͡ɕ
plewo	plɛvɔ
obsunięcie	ɔpsuɲɛɲt͡ɕɛ
dbał	dbaw
gozdawa	ɡɔzdava
kiciński	kʲit͡ɕiɲskʲi
zaabsorbowałybyście	zaapsɔrbɔvawɨbɨɕt͡ɕɛ
lizel	lʲizɛl
nibylis	ɲibɨlʲis
obora	ɔbɔra
abonamentowymi	abɔnamɛntɔvɨmʲi
zostali	zɔstalʲi
liku	lʲiku
ciszą	t͡ɕiʂɔ̃
kurp	kurp
kostarykańskiemu	kɔstarɨkaɲskʲɛmu
spożycie	spɔʐɨt͡ɕɛ
bekać	bɛkat͡ɕ
smykiel	smɨkʲɛl
ręczenie	rɛnt͡ʂɛɲɛ
piszczyk	pʲiʂt͡ʂɨk
lesiak	lɛɕak
tygrysimi	tɨɡrɨɕimʲi
uwieść	uvʲɛɕt͡ɕ
świniom	ɕfʲiɲɔm
rokowi	rɔkɔvʲi
malezyjczyk	malɛzɨjt͡ʂɨk
przystroić	pʂɨstrɔit͡ɕ
prorok	prɔrɔk
powiązać	pɔvʲɔ̃zat͡ɕ
administratorko	admʲiɲistratɔrkɔ
wagarować	vaɡarɔvat͡ɕ
przydrożny	pʂɨdrɔʐnɨ
wynieść	vɨɲɛɕt͡ɕ
wołkiem	vɔwkʲɛm
jebanie	jɛbaɲɛ
sennego	sɛnnɛɡɔ
spięła	spʲɛwa
saski	saskʲi
bladszego	blatʂɛɡɔ
ruski	ruskʲi
zwać	zvat͡ɕ
zapasowi	zapasɔvʲi
mapom	mapɔm
czakon	t͡ʂakɔn
podsłuchiwać	pɔtswuxʲivat͡ɕ
baluch	balux
aptekarz	aptɛkaʂ
skojarzyć	skɔjaʐɨt͡ɕ
odro	ɔdrɔ
ja	ja
najowocniejszego	najɔvɔt͡sɲɛjʂɛɡɔ
nakarm	nakarm
grudziński	ɡrud͡ʑiɲskʲi
giwera	ɡʲivɛra
wojdowicz	vɔjdɔvʲit͡ʂ
nazista	naʑista
plemionach	plɛmʲɔnax
hil	xʲil
koło	kɔwɔ
donośność	dɔnɔɕnɔɕt͡ɕ
gęstwa	ɡɛ̃stfa
bezkarny	bɛskarnɨ
paragwajczyk	paraɡvajt͡ʂɨk
wronę	vrɔnɛ
łatami	watamʲi
porzekadło	pɔʐɛkadwɔ
polok	pɔlɔk
lać	lat͡ɕ
tyłam	tɨwam
zaczekajcie	zat͡ʂɛkajt͡ɕɛ
zemrę	zɛmrɛ
pyłowi	pɨwɔvʲi
kamczatki	kamt͡ʂatkʲi
komfort	kɔmfɔrt
bojaryn	bɔjarɨn
ewenkijskiemu	ɛvɛnkʲijskʲɛmu
sochą	sɔxɔ̃
nabojom	nabɔjɔm
lipieck	lʲipʲɛt͡sk
dowolnych	dɔvɔlnɨx
rozjemca	rɔzjɛmt͡sa
północnomacedońskie	puwnɔt͡snɔmat͡sɛdɔɲskʲɛ
gagauskiej	ɡaɡawskʲɛj
gwiazd	ɡvʲast
dziurdź	d͡ʑurt͡ɕ
paliłbyś	palʲiwbɨɕ
rączki	rɔnt͡ʂkʲi
czarnuszewicz	t͡ʂarnuʂɛvʲit͡ʂ
tasak	tasak
lepach	lɛpax
siejek	ɕɛjɛk
kręta	krɛnta
wrzuć	vʐut͡ɕ
pannie	panɲɛ
marz	maʂ
zębaty	zɛmbatɨ
znajdowaliby	znajdɔvalʲibɨ
sadowej	sadɔvɛj
sapiega	sapʲɛɡa
błaszczyszyn	bwaʂt͡ʂɨʂɨn
ptaś	ptaɕ
oznakować	ɔznakɔvat͡ɕ
dowiercenie	dɔvʲɛrt͡sɛɲɛ
prowadziłam	prɔvad͡ʑiwam
koziec	kɔʑɛt͡s
brał	braw
dubbingowałaby	dabʲinɡɔvawabɨ
bawiłam	bavʲiwam
rancho	rant͡ʂɔ
konający	kɔnajɔnt͡sɨ
ciekawszy	t͡ɕɛkafʂɨ
sabotażowego	sabɔtaʐɔvɛɡɔ
przemytnik	pʂɛmɨtɲik
zimniej	ʑimɲɛj
pszczółką	pʂt͡ʂuwkɔ̃
pirs	pʲirs
poniecki	pɔɲɛt͡skʲi
adopcja	adɔpt͡sja
islamskimi	islamskʲimʲi
michnowicz	mʲixnɔvʲit͡ʂ
kamczatkę	kamt͡ʂatkɛ
żul	ʐul
abażurach	abaʐurax
ostrokołowicz	ɔstrɔkɔwɔvʲit͡ʂ
wieczorną	vʲɛt͡ʂɔrnɔ̃
płuciennik	pwut͡ɕɛnɲik
mostowicz	mɔstɔvʲit͡ʂ
stajnia	stajɲa
ablację	ablat͡sjɛ
przebojami	pʂɛbɔjamʲi
sportów	spɔrtuf
poezja	pɔɛzja
pomorskimi	pɔmɔrskʲimʲi
wołkaniec	vɔwkaɲɛt͡s
przynosić	pʂɨnɔɕit͡ɕ
jarych	jarɨx
mózg	musk
niedźwiedzich	ɲɛd͡ʑvʲɛd͡ʑix
opalanie	ɔpalaɲɛ
nosów	nɔsuf
dałby	dawbɨ
tuszom	tuʂɔm
rwandyjskiego	rvandɨjskʲɛɡɔ
instalacja	instalat͡sja
wiek	vʲɛk
zazdrosny	zazdrɔsnɨ
samicę	samʲit͡sɛ
przyczynek	pʂɨt͡ʂɨnɛk
owy	ɔvɨ
chorwackimi	xɔrvat͡skʲimʲi
otworzyć	ɔtfɔʐɨt͡ɕ
kurpeta	kurpɛta
łucznik	wut͡ʂɲik
dobias	dɔbʲas
kontur	kɔntur
sztanga	ʂtanɡa
pop	pɔp
podkasaniec	pɔtkasaɲɛt͡s
brzeskwiniewicz	bʐɛskfʲiɲɛvʲit͡ʂ
islamizm	islamʲizm
tytłam	tɨtwam
wawrzon	vavʐɔn
próżnemu	pruʐnɛmu
stawinoga	stavʲinɔɡa
rytami	rɨtamʲi
azteckich	astɛt͡skʲix
krzykowski	kʂɨkɔfskʲi
rodem	rɔdɛm
stróżek	struʐɛk
smrodzić	smrɔd͡ʑit͡ɕ
przeinaczyć	pʂɛinat͡ʂɨt͡ɕ
rudnicki	rudɲit͡skʲi
pościelenie	pɔɕt͡ɕɛlɛɲɛ
drag	drak
inteligentniejszy	intɛlʲiɡɛntɲɛjʂɨ
bandurska	bandurska
cnotka	t͡snɔtka
wyspanie	vɨspaɲɛ
obidowicz	ɔbʲidɔvʲit͡ʂ
krętarz	krɛntaʂ
boksyt	bɔksɨt
abordaży	abɔrdaʐɨ
ziej	ʑɛj
piszczeć	pʲiʂt͡ʂɛt͡ɕ
zostać	zɔstat͡ɕ
jadle	jadlɛ
krzew	kʂɛf
wirowi	vʲirɔvʲi
dubbingowanymi	dabʲinɡɔvanɨmʲi
księżarczyk	kɕɛ̃ʐart͡ʂɨk
wronom	vrɔnɔm
pukal	pukal
korotkiewicz	kɔrɔtkʲɛvʲit͡ʂ
nakrycie	nakrɨt͡ɕɛ
pakę	pakɛ
żerdź	ʐɛrt͡ɕ
frątczak	frɔntt͡ʂak
komarzemu	kɔmaʐɛmu
garbocz	ɡarbɔt͡ʂ
łagodne	waɡɔdnɛ
obiecani	ɔbʲɛt͡saɲi
laikat	laikat
cucą	t͡sut͡sɔ̃
nudnemu	nudnɛmu
gałęziak	ɡawɛ̃ʑak
trąca	trɔnt͡sa
żegluga	ʐɛɡluɡa
makieta	makʲɛta
zarchiwizowałbyś	zarxʲivʲizɔvawbɨɕ
osi	ɔɕi
mordoń	mɔrdɔɲ
wyżłabianie	vɨʐwabʲaɲɛ
hiperonim	xʲipɛrɔɲim
postulantka	pɔstulantka
oszalałeś	ɔʂalawɛɕ
książkiewicz	kɕɔ̃ʂkʲɛvʲit͡ʂ
erotyczny	ɛrɔtɨt͡ʂnɨ
nieumyślny	ɲɛumɨɕlnɨ
kolej	kɔlɛj
obutą	ɔbutɔ̃
abc	abɛt͡sɛ
psach	psax
relacja	rɛlat͡sja
stópka	stupka
rożnowicz	rɔʐnɔvʲit͡ʂ
nędzny	nɛnd͡znɨ
nadam	nadam
pieronkiewicz	pʲɛrɔnkʲɛvʲit͡ʂ
spod	spɔt
gospodarz	ɡɔspɔdaʂ
goili	ɡɔilʲi
musical	mjuzikal
murować	murɔvat͡ɕ
tarłabyś	tarwabɨɕ
suszę	suʂɛ
dworniak	dvɔrɲak
krucień	krut͡ɕɛɲ
kalała	kalawa
skraj	skraj
najgorliwiej	najɡɔrlʲivʲɛj
osakowicz	ɔsakɔvʲit͡ʂ
ciężarom	t͡ɕɛ̃ʐarɔm
polom	pɔlɔm
dzisiejszy	d͡ʑiɕɛjʂɨ
bobra	bɔbra
miedziana	mʲɛd͡ʑana
żółwim	ʐuwvʲim
zaproś	zaprɔɕ
spustu	spustu
rozprawka	rɔsprafka
warkot	varkɔt
polanie	pɔlaɲɛ
trąbo	trɔmbɔ
krzepa	kʂɛpa
pogłosce	pɔɡwɔst͡sɛ
zakonnica	zakɔɲɲit͡sa
dymisja	dɨmʲisja
maturalne	maturalnɛ
duraj	duraj
boncol	bɔnt͡sɔl
woziłem	vɔʑiwɛm
wgłębik	vɡwɛmbʲik
desygnat	dɛsɨɡnat
miska	mʲiska
falenta	falɛnta
starczymi	start͡ʂɨmʲi
udek	udɛk
baczyć	bat͡ʂɨt͡ɕ
siemion	ɕɛmʲɔn
wpływająca	fpwɨvajɔnt͡sa
sława	swava
kaszczyc	kaʂt͡ʂɨt͡s
głodniejszy	ɡwɔdɲɛjʂɨ
szerszego	ʂɛrʂɛɡɔ
zbyrad	zbɨrat
słowackim	swɔvat͡skʲim
popłuczyna	pɔpwut͡ʂɨna
lewek	lɛvɛk
gocłowski	ɡɔt͡swɔfskʲi
broniś	brɔɲiɕ
pilch	pʲilx
dewerenda	dɛvɛrɛnda
niebezpieczni	ɲɛbɛspʲɛt͡ʂɲi
wagarowicz	vaɡarɔvʲit͡ʂ
piski	pʲiskʲi
balia	balʲa
lękałaś	lɛŋkawaɕ
futrzany	futʂanɨ
galopujące	ɡalɔpujɔnt͡sɛ
lubaszka	lubaʂka
bracha	braxa
parłaś	parwaɕ
powierza	pɔvʲɛʐa
absorbujesz	apsɔrbujɛʂ
ptaszę	ptaʂɛ
depeszować	dɛpɛʂɔvat͡ɕ
chętni	xɛntɲi
zdanowicz	zdanɔvʲit͡ʂ
posłuchanie	pɔswuxaɲɛ
pustelnik	pustɛlɲik
małysza	mawɨʂa
oczywistej	ɔt͡ʂɨvʲistɛj
krzyśków	kʂɨɕkuf
najstrojniejszy	najstrɔjɲɛjʂɨ
wyślij	vɨɕlʲij
starymi	starɨmʲi
kenijska	kɛɲijska
liczyłbym	lʲit͡ʂɨwbɨm
zguba	zɡuba
trylogia	trɨlɔɡʲja
dziatwa	d͡ʑatfa
marli	marlʲi
najgorliwszy	najɡɔrlʲifʂɨ
skończysz	skɔɲt͡ʂɨʂ
bywanie	bɨvaɲɛ
wygiąć	vɨɡʲɔɲt͡ɕ
angielscy	anɡʲɛlst͡sɨ
sztępel	ʂtɛmpɛl
madziąg	mad͡ʑɔŋk
tragarz	traɡaʂ
spycharka	spɨxarka
bilski	bʲilskʲi
lachów	laxuf
dołgań	dɔwɡaɲ
wilia	vʲilʲa
biodrach	bʲɔdrax
zilustrować	zilustrɔvat͡ɕ
fraternizacja	fratɛrɲizat͡sja
katecheza	katɛxɛza
chodniewicz	xɔdɲɛvʲit͡ʂ
wielkie	vʲɛlkʲɛ
starczej	start͡ʂɛj
łotwa	wɔtfa
świdra	ɕfʲidra
zacierny	zat͡ɕɛrnɨ
odpór	ɔtpur
klawe	klavɛ
kraty	kratɨ
subantarktyczny	subantarktɨt͡ʂnɨ
ulegniecie	ulɛɡɲɛt͡ɕɛ
wiosło	vʲɔswɔ
sprawdzanie	spravd͡zaɲɛ
adiutantach	adjutantax
świata	ɕfʲata
ciastu	t͡ɕastu
polaczkiewicz	pɔlat͡ʂkʲɛvʲit͡ʂ
wpływała	fpwɨvawa
hojność	xɔjnɔɕt͡ɕ
gawot	ɡavɔt
łady	wadɨ
gawronek	ɡavrɔnɛk
rozpędź	rɔspɛɲt͡ɕ
cierpi	t͡ɕɛrpʲi
agrafka	aɡrafka
wydziel	vɨd͡ʑɛl
żarłoczny	ʐarwɔt͡ʂnɨ
wyprzedzać	vɨpʂɛd͡zat͡ɕ
świr	ɕfʲir
wyniknąć	vɨɲiknɔɲt͡ɕ
behawioryzm	bɛxavʲɔrɨzm
broź	brɔɕ
dwadzieścioro	dvad͡ʑɛɕt͡ɕɔrɔ
wyborów	vɨbɔruf
świeżymi	ɕfʲɛʐɨmʲi
legenda	lɛɡɛnda
strusi	struɕi
bełchatowianek	bɛwxatɔvʲanɛk
samozadowolenie	samɔzadɔvɔlɛɲɛ
styś	stɨɕ
fastfoodowy	fastfudɔvɨ
rolnym	rɔlnɨm
śladami	ɕladamʲi
umyty	umɨtɨ
lnowi	lnɔvʲi
zamiata	zamʲata
zwyczajowo	zvɨt͡ʂajɔvɔ
przeszedł	pʂɛʂɛdw
mnóstwo	mnustfɔ
tajskimi	tajskʲimʲi
pretekst	prɛtɛkst
strzyżowi	stʂɨʐɔvʲi
zawiść	zavʲiɕt͡ɕ
ropuszka	rɔpuʂka
bobem	bɔbɛm
kingstown	kʲinkstawn
dualizm	dualʲizm
wiadru	vʲadru
finiszować	fʲiɲiʂɔvat͡ɕ
województwo	vɔjɛvut͡stfɔ
gradom	ɡradɔm
packo	pat͡skɔ
jętniczek	jɛntɲit͡ʂɛk
opiekując	ɔpʲɛkujɔnt͡s
kolejnej	kɔlɛjnɛj
skośny	skɔɕnɨ
rubelek	rubɛlɛk
ślepemu	ɕlɛpɛmu
wykałaczce	vɨkawat͡ʂt͡sɛ
nowomowa	nɔvɔmɔva
kohut	kɔxut
jastrzembski	jastʂɛmpskʲi
zapalić	zapalʲit͡ɕ
abonowanie	abɔnɔvaɲɛ
plotom	plɔtɔm
pukałyśmy	pukawɨɕmɨ
pływa	pwɨva
hodowca	xɔdɔft͡sa
adwentystkami	advɛntɨstkamʲi
katolickie	katɔlʲit͡skʲɛ
swawolą	sfavɔlɔ̃
cipą	t͡ɕipɔ̃
korsykańskich	kɔrsɨkaɲskʲix
długotrwały	dwuɡɔtrvawɨ
rdzeń	rd͡zɛɲ
obrazi	ɔbraʑi
kirgiska	kʲirɡʲiska
łaniąt	waɲɔnt
wrzesiński	vʐɛɕiɲskʲi
trawi	travʲi
każesz	kaʐɛʂ
wojtas	vɔjtas
postanawiać	pɔstanavʲat͡ɕ
rzotkiewicz	ʐɔtkʲɛvʲit͡ʂ
runiczny	ruɲit͡ʂnɨ
ostem	ɔstɛm
saudyjski	sawdɨjskʲi
