pamīsus	pamiːzus
oppidānus	ɔppid̪aːnus
dominicānōs	d̪ɔminikaːnɔs
glōriōsus	ɡlɔriɔːzus
lītus	liːt̪us
calfaciō	kalfaːt͡ʃiɔ
dīluviōrum	d̪iluviɔːrum
etenim	ɛːt̪ɛnim
cōgitandus	kɔd͡ʒit̪an̪d̪us
claudius	klau̯d̪ius
patara	paːt̪ara
rutherfordium	rut̪ɛrfɔrd̪ium
abundātiō	abun̪d̪aːt͡siɔ
erymanthus	ɛriman̪t̪us
puerigenus	puɛriːd͡ʒɛnus
rapidulus	rapiːd̪ulus
vallō	vallɔ
austēritās	au̯st̪ɛːrit̪as
abambulō	abambulɔ
persolvō	pɛrsɔlvɔ
circumlocūtiōnī	t͡ʃirkumlɔkut͡siɔːni
offēnsāveritis	ɔffɛnsavɛːrit̪is
ascendere	aʃʃɛn̪d̪ɛrɛ
exaudībilis	ɛksau̯d̪iːbilis
thespiae	t̪ɛspiɛ
squāleō	skwaːlɛɔ
adjuvante	ad̪juvan̪t̪ɛ
fēstus	fɛst̪us
obsignāveritis	ɔpsiɲɲavɛːrit̪is
complētās	kɔmplɛːt̪as
mānia	maːnia
adverbiāliter	ad̪vɛrbiaːlit̪ɛr
heptaphyllum	ɛpt̪afillum
clāvus	klaːvus
callichorus	kalliːkɔrus
aliēnāssem	aliɛnassɛm
tentor	t̪ɛn̪t̪ɔr
cālātia	kalaːt͡sia
nōdāverimus	nɔd̪avɛriːmus
egrilius	ɛɡriːlius
tergiversātiō	t̪ɛrd͡ʒivɛrsaːt͡siɔ
carūca	karuːka
hermesta	ɛrmɛst̪a
certāmen	t͡ʃɛrt̪aːmɛn
ībunt	iːbun̪t̪
suādibilis	suad̪iːbilis
cōnfirmāsse	kɔnfirmassɛ
exceptiō	ɛkst͡ʃɛpt͡siɔ
calyx	kaːliks
collūctor	kɔllukt̪ɔr
praevenit	prɛːvɛnit̪
coxāriam	kɔksaːriam
breviō	brɛːviɔ
permagnificus	pɛrmaɲɲiːfikus
poplitī	pɔːplit̪i
mederiacum	mɛd̪ɛriːakum
plēctrum	plɛkt̪rum
trānsgressiō	t̪ransɡrɛssiɔ
palmō	palmɔ
dēiectus	d̪ɛjɛkt̪us
moesia	mɛːzia
caesor	t͡ʃɛːzɔr
thesprōtia	t̪ɛsprɔːt͡sia
deicīda	d̪ɛit͡ʃiːd̪a
acronēmaticus	akrɔnɛmaːt̪ikus
tubantēs	t̪uban̪t̪ɛs
aliquālis	alikwaːlis
circumspectiō	t͡ʃirkumspɛkt͡siɔ
aciārium	at͡ʃiaːrium
tingō	t̪iŋɡɔ
arpinēius	arpinɛːius
metō	mɛːt̪ɔ
prohibeō	prɔiːbɛɔ
camēlidae	kamɛːlid̪ɛ
alluō	alluɔ
maculentus	makulɛn̪t̪us
lentīscus	lɛn̪t̪iskus
carvetiī	karvɛːt͡sii
conpos	kɔmpɔs
barbānīs	barbaːnis
valēte	valɛːt̪ɛ
gevalia	d͡ʒɛvaːlia
ōrāsse	ɔrassɛ
īnsinuātor	insinuaːt̪ɔr
domī	d̪ɔːmi
āctuālis	akt̪uaːlis
expōnentiālis	ɛkspɔnɛnt͡siaːlis
acētābulifōrmibus	at͡ʃɛt̪abulifɔrmibus
viridomarus	virid̪ɔːmarus
laxāveritis	laksavɛriːt̪is
dēflōrēs	d̪ɛflɔːrɛs
clāvēs	klaːvɛs
sirpe	sirpɛ
geminī	d͡ʒɛːmini
salueritis	saluɛːrit̪is
orthōsia	ɔrt̪ɔːzia
togōnius	t̪ɔɡɔːnius
puerī	puːɛri
paucitās	pau̯t͡ʃit̪as
usellis	uzɛllis
certandō	t͡ʃɛrt̪an̪d̪ɔ
pācuvius	pakuːvius
gemināveritis	d͡ʒɛminavɛːrit̪is
tīburtius	t̪iburt͡sius
quaerō	kwɛːrɔ
phaëtōn	faːɛt̪ɔn
pleistus	plist̪us
nitidus	niːt̪id̪us
arenicolus	arɛniːkɔlus
dūracinus	d̪uraːt͡ʃinus
alētium	alɛːt͡sium
propinquō	prɔpiŋkwɔ
celebritās	kɛɫ̪ɛbrɪt̪aːs̠
benēplaceō	bɛnɛplaːt͡ʃɛɔ
potis	pɔːt̪is
deōsculor	d̪ɛɔskulɔr
subpetō	suppɛt̪ɔ
revenīmus	rɛvɛːnimus
zephyrīs	d͡zɛːfiris
grīseātus	ɡrizɛaːt̪us
dēcantō	d̪ɛkan̪t̪ɔ
illectō	illɛkt̪ɔ
heterogeneus	ɛt̪ɛrɔd͡ʒɛːnɛus
coccum	kɔkkum
pirō	piːrɔ
tarsūrās	t̪arsuːras
vasius	vaːzius
āfrāsiāticus	afraziaːt̪ikus
deinceps	d̪ɛin̠ʲt͡ʃɛps
minium	miːnium
prātēnsis	prat̪ɛnsis
bylazōra	biladd͡zɔːra
scaevius	ʃɛːvius
ēmoneō	ɛmɔːnɛɔ
cavernō	kavɛrnɔ
mortuārium	mɔrt̪uaːrium
excessīvus	ɛkst͡ʃɛssiːvus
digitigrada	d̪id͡ʒit̪iːɡrad̪a
genetrīx	d͡ʒɛːnɛt̪riks
omāsum	ɔmaːzum
tuberō	t̪uːbɛrɔ
mē	mɛ
attentī	at̪t̪ɛn̪t̪i
mantīa	man̪t̪iːa
iōniace	iɔniːat͡ʃɛ
bergintrum	bɛrd͡ʒin̪t̪rum
rhēnus	rɛːnus
brevirictus	brɛvirikt̪us
palpābilis	palpaːbilis
clīdēs	kliːd̪ɛs
myrtos	mirt̪ɔs
ōtis	ɔːt̪is
obiectāveritis	ɔbjɛkt̪avɛriːt̪is
graecus	ɡrɛːkus
vigilāns	viːd͡ʒilans
relanguēscō	rɛlaŋɡwɛskɔ
apex	aːpɛks
lēmma	lɛmma
incommūtābilis	iŋkɔmmut̪aːbilis
dēfīnītīvus	d̪ɛfinit̪iːvus
prōdigium	prɔd̪iːd͡ʒium
tangō	t̪aŋɡɔ
archaeon	arkɛːɔn
addoceō	ad̪d̪ɔːt͡ʃɛɔ
apparātiō	apparaːt͡siɔ
dēlinō	d̪ɛːlinɔ
lacrimābundus	lakrimabun̪d̪us
brevicaudus	brɛvikau̯d̪us
portō	pɔrt̪ɔ
semper	sɛmpɛr
canistrum	kanist̪rum
īnsōns	insɔns
auceps	au̯t͡ʃɛps
habueris	abuːɛris
ēloquor	ɛːlɔkwɔr
attentus	at̪t̪ɛn̪t̪us
tantadem	t̪an̪t̪ad̪ɛm
olisīpōnēnsis	ɔlizipɔnɛnsis
frūctifer	frukt̪ifɛr
pūtidus	puːt̪id̪us
tardiusculus	t̪ard̪iuskulus
dēvirginātiō	d̪ɛvird͡ʒinaːt͡siɔ
concupiscibilis	kɔŋkupiʃʃiːbilis
indāgāverimus	in̪d̪aɡavɛːrimus
trānspāreō	t̪ranspaːrɛɔ
solfataricus	sɔlfat̪aːrikus
helicopterum	ɛlikɔpt̪ɛrum
tabellārius	t̪abɛllaːrius
dominicānī	d̪ɔminikaːni
dandacē	d̪an̪d̪at͡ʃɛ
pompōnius	pɔmpɔːnius
hydromantīa	id̪rɔman̪t̪iːa
imputāverimus	imput̪avɛːrimus
achelōus	akɛlɔːus
sardās	sard̪as
dēpāscō	d̪ɛpaskɔ
toallia	t̪ɔaillia
adaestuātum	ad̪ɛst̪uaːt̪um
sabalingiī	sabalin̠ʲd͡ʒii
cōnsequor	kɔnsɛkwɔr
vyomina	viɔːmina
lēthum	lɛːt̪um
marceō	mart͡ʃɛɔ
scolymus	skɔːlimus
cassiopeia	kassiɔpɛi̯a
quadrus	kwaːd̪rus
īnsultat	insul̪t̪at̪
olīvās	ɔliːvas
commentor	kɔmmɛn̪t̪ɔr
longitrorsus	lɔn̠ʲd͡ʒit̪rɔrsus
memor	mɛːmɔr
celticus	t͡ʃɛl̪t̪ikus
metapa	mɛːt̪apa
pandōra	pan̪d̪ɔːra
pharmatēnus	farmat̪ɛːnus
mȳthō	miːt̪ɔ
lītigantī	lit̪iɡan̪t̪i
strigmentum	st̪riɡmɛn̪t̪um
cophinus	kɔːfinus
tripēs	t̪riːpɛs
cȳmatium	t͡ʃimaːt͡sium
causālis	kau̯saːlis
catilīnārius	kat̪ilinaːrius
aebūtius	ɛbuːt͡sius
fissipēs	fissipɛs
gregālis	ɡrɛɡaːlis
īnsulārius	insulaːrius
coccȳx	kɔtt͡ʃiks
adrogō	ad̪rɔɡɔ
mussitābundus	mussit̪abun̪d̪us
lātipēs	laːt̪ipɛs
rubefaciō	rubɛfaːt͡ʃiɔ
dīlibuō	d̪iliːbuɔ
aedificātum	ɛd̪ifikaːt̪um
pulcher	pulkɛr
īnfōrmāveritis	infɔrmavɛːrit̪is
fābulōsus	fabulɔːzus
occursāverimus	ɔkkursavɛːrimus
fortūnātō	fɔrt̪unaːt̪ɔ
prōlectō	prɔlɛkt̪ɔ
elyrus	ɛːlirus
ēditissime	ɛd̪it̪issimɛ
mussātis	mussaːt̪is
tithorea	t̪it̪ɔːrɛa
seleucō	sɛlɛu̯kɔ
propitiātor	prɔpit͡siaːt̪ɔr
aorsī	aɔrsi
ēmānō	ɛmaːnɔ
pauperiēs	pau̯pɛːriɛs
flāvicaudus	flavikau̯d̪us
subtrahō	supt̪raɔ
pēnīnsulāris	pɛninsulaːris
vascintōnia	vaʃʃin̪t̪ɔːnia
fēllebris	fɛllɛbris
īnsultāte	insul̪t̪aːt̪ɛ
oberrātīs	ɔbɛrraːt̪is
tumulātus	t̪umulaːt̪us
lēvāverimus	lɛvavɛːrimus
habitāverimus	abit̪avɛriːmus
mētropolītānus	mɛt̪rɔpɔlit̪aːnus
exprōbrābilis	ɛksprɔbraːbilis
persephonē	pɛrsɛːfɔnɛ
pālābundus	palabun̪d̪us
parabole	paraːbɔlɛ
trepidō	t̪rɛːpid̪ɔ
compēnsāssem	kɔmpɛnsassɛm
prōloquor	prɔːlɔkwɔr
lastaurus	last̪au̯rus
masistius	mazist̪ius
coniciō	kɔnjiːt͡ʃiɔ
e	ɛ
ostentātīs	ɔst̪ɛn̪t̪aːt̪is
lurchō	lurkɔ
ingravō	iŋɡravɔ
plērus	plɛːrus
chorda	kɔrd̪a
hospitālis	ɔspit̪aːlis
brevipēs	brɛːvipɛs
exulcerātiō	ɛksul̠ʲt͡ʃɛraːt͡siɔ
associō	assɔːt͡ʃiɔ
praetereō	prɛt̪ɛːrɛɔ
dēplicō	d̪ɛːplikɔ
dēnōminātiō	d̪ɛnɔminaːt͡siɔ
concilium	kɔn̠ʲt͡ʃiːlium
dōnec	d̪ɔːnɛk
trānsveniō	t̪ransvɛːniɔ
cultiō	kult͡siɔ
convīva	kɔnviːva
sepulchrum	sɛpulkrum
polyadenus	pɔliaːd̪ɛnus
captus	kapt̪us
dīgentia	d̪id͡ʒɛnt͡sia
typārium	t̪ipaːrium
scaturrīgō	skat̪urriːɡɔ
terō	t̪ɛːrɔ
thapsagum	t̪apsaɡum
acūminō	akuːminɔ
aegīna	ɛd͡ʒiːna
extrā	ɛkst̪ra
congressiō	kɔŋɡrɛssiɔ
vōtīvus	vɔt̪iːvus
unditānum	un̪d̪it̪aːnum
rōrō	rɔːrɔ
izatēs	idd͡zat̪ɛs
fueritis	fuɛːrit̪is
negō	nɛːɡɔ
astronomica	ast̪rɔnɔːmika
colōnica	kɔlɔːnika
impartiendae	impart͡siɛn̪d̪ɛ
turbā	t̪urba
extēnsus	ɛkst̪ɛnsus
nāris	naːris
dēvenit	d̪ɛːvɛnit̪
quercus	kwɛrkus
apēliōtēs	apɛliɔːt̪ɛs
rēctangulus	rɛkt̪aŋɡulus
sessilifolius	sɛssilifɔːlius
amīsus	amiːzus
exprimō	ɛksprimɔ
tonkinēnsis	t̪ɔn̠ʲt͡ʃinɛnsis
dēvēneris	d̪ɛvɛːnɛris
abūtor	abuːt̪ɔr
mimās	miːmas
parentālis	parɛn̪t̪aːlis
dānicōs	d̪aːnikɔs
vēnus	vɛːnus
cavernātūrus	kavɛrnat̪uːrus
concumbō	kɔŋkumbɔ
recēnseō	rɛt͡ʃɛnsɛɔ
pangitō	pan̠ʲd͡ʒit̪ɔ
poena	pɛːna
mēlōtris	mɛlɔːt̪ris
indolentī	in̪d̪ɔlɛn̪t̪i
pastam	past̪am
cōnferō	kɔnfɛrɔ
simplificandō	simplifikan̪d̪ɔ
tyrtaeus	t̪irt̪ɛːus
angustiā	aŋɡust̪ia
ātripēs	aːt̪ripɛs
advīvō	ad̪viːvɔ
frīgeō	friːd͡ʒɛɔ
utinam	uːt̪inam
convenīmus	kɔnvɛːnimus
īnsimulāveris	insimulaːvɛris
faberius	fabɛːrius
fabārius	fabaːrius
juvenēscō	juvɛnɛskɔ
stibinus	st̪iːbinus
cervīna	t͡ʃɛrviːna
adamās	aːd̪amas
pāscābimur	paskaːbimur
subplantō	supplan̪t̪ɔ
tranquillum	t̪raŋkwillum
ostentātis	ɔst̪ɛn̪t̪aːt̪is
celerō	t͡ʃɛːlɛrɔ
vēr	vɛr
cīvitās	t͡ʃiːvit̪as
indāgāveris	in̪d̪aɡaːvɛris
figūrat	fiɡuːrat̪
īsagōgē	izaɡɔːd͡ʒɛ
quadriforis	kwad̪riːfɔris
trānscēnsus	t̪ran̠ʲʃɛnsus
ō̆bex	ɔːbɛks
laelia	lɛːlia
quadrātum	kwad̪raːt̪um
persultō	pɛrsul̪t̪ɔ
symmētricus	simmɛːt̪rikus
valī	vaːli
quadrāticī	kwad̪raːt̪it͡ʃi
trānsitōrius	t̪ransit̪ɔːrius
amtruātum	amt̪ruaːt̪um
circinātus	t͡ʃirt͡ʃinaːt̪us
linguōsus	liŋɡwɔːzus
hydrargyre	id̪rard͡ʒirɛ
buxidis	buksid̪is
grātia	ɡraːt͡sia
nepōtor	nɛpɔːt̪ɔr
onocentaurus	ɔnɔt͡ʃɛn̪t̪au̯rus
valutius	valuːt͡sius
americāne	amɛrikaːnɛ
iactātis	jakt̪aːt̪is
quercicolus	kwɛrt͡ʃiːkɔlus
partō	part̪ɔ
numāna	numaːna
angulō	aŋɡulɔ
subspīcātus	supspikaːt̪us
tīfernus	t̪ifɛrnus
amoeniter	amɛːnit̪ɛr
convolvolō	kɔnvɔlvɔlɔ
acūtisquāmātus	akut̪iskwamaːt̪us
indēbitus	in̪d̪ɛːbit̪us
cupra	kuːpra
cōlentum	kɔlɛn̪t̪um
atavus	aːt̪avus
impedīmentum	impɛd̪imɛn̪t̪um
trumpilīnī	t̪rumpiliːni
sculpō	skulpɔ
bimaculātus	bimakulaːt̪us
expetō	ɛkspɛt̪ɔ
pusanēnsis	puzanɛnsis
mānsuētō	mansvɛːt̪ɔ
trulleum	t̪rullɛum
gravidus	ɡraːvid̪us
dīluviī	d̪iluːvii
excerebrō	ɛkst͡ʃɛːrɛbrɔ
friāre	friaːrɛ
ostendis	ɔst̪ɛn̪d̪is
tractōrius	t̪rakt̪ɔːrius
ēvēnerimus	ɛvɛnɛːrimus
abdicātīvās	abd̪ikat̪iːvas
nūdāveritis	nud̪avɛːrit̪is
commorī	kɔmmɔri
avīs	aːvis
obsignātis	ɔpsiɲɲaːt̪is
ophicardēlos	ɔfikard̪ɛːlɔs
incautō	iŋkau̯t̪ɔ
septimanca	sɛpt̪imaŋka
baccor	bakkɔr
proeliāris	prɛliaːris
vādō	vaːd̪ɔ
trochīs	t̪rɔːkis
telōnium	t̪ɛlɔːnium
cucumīs	kuːkumis
malleolus	mallɛːɔlus
māiōra	majɔːra
hebetūdō	ɛbɛt̪uːd̪ɔ
campāniam	kampaːniam
potentiālis	pɔt̪ɛnt͡siaːlis
pesticī	pɛst̪it͡ʃi
fulvēscēns	fulvɛʃʃɛns
laurea	lau̯rɛa
ōogenesis	ɔɔd͡ʒɛːnɛzis
pyropum	piːrɔpum
cōnicus	kɔːnikus
tabernāria	t̪abɛrnaːria
fervefaciō	fɛrvɛfaːt͡ʃiɔ
gebadaeī	d͡ʒɛbad̪ɛːi
capra	kaːpra
taura	t̪au̯ra
altitonāns	al̪t̪iːt̪ɔnans
pacilus	paːt͡ʃilus
zagatis	d͡zaːɡat̪is
inēlegāns	inɛːlɛɡans
mȳlae	miːlɛ
uxor	uksɔr
vangiō	van̠ʲd͡ʒiɔ
dēprāvō	d̪ɛpraːvɔ
prōductīve	prɔd̪ukt̪iːvɛ
marītāveritis	marit̪avɛːrit̪is
vesnius	vɛsnius
septemvirālis	sɛpt̪ɛmviraːlis
sententiōsus	sɛn̪t̪ɛnt͡siɔːzus
cancellō	kan̠ʲt͡ʃɛllɔ
coāctāns	kɔakt̪ans
spīnus	spiːnus
īnfāmāveris	infamaːvɛris
mīre	miːrɛ
aquilus	aːkwilus
puerīnus	puɛriːnus
glōriābundus	ɡlɔriabun̪d̪us
suffītis	suffiːt̪is
glomerāveritis	ɡlɔmɛravɛːrit̪is
sibidiēnus	sibid̪iɛːnus
intumulātus	in̪t̪umulaːt̪us
modernus	mɔd̪ɛrnus
arrotrebae	arrɔːt̪rɛbɛ
idūmaea	id̪umɛːa
trānsmoveō	t̪ransmɔːvɛɔ
sindus	sin̪d̪us
basilicum	baziːlikum
tuās	t̪uːas
apolactizō	apɔlakt̪idd͡zɔ
rotundifrōns	rɔt̪un̪d̪ifrɔns
āfricānās	afrikaːnas
inaurō	inau̯rɔ
cilicia	t͡ʃiliːt͡ʃia
invalēscō	invalɛskɔ
relevāmen	rɛlɛvaːmɛn
truncāveris	t̪ruŋkaːvɛris
vincibilis	vin̠ʲt͡ʃiːbilis
cavernātum	kavɛrnaːt̪um
diēspitris	d̪iɛspit̪ris
ōlās	ɔːlas
scolopendra	skɔlɔpɛn̪d̪ra
cālīgātus	kaliɡaːt̪us
fābricābilis	fabrikaːbilis
temenītis	t̪ɛmɛniːt̪is
lacerna	lat͡ʃɛrna
novellētum	nɔvɛllɛːt̪um
mosa	mɔːza
opprimō	ɔpprimɔ
fēriae	fɛːriɛ
mendīcāveritis	mɛn̪d̪ikavɛriːt̪is
latīnitās	lat̪iːnit̪as
tessera	t̪ɛssɛra
meritus	mɛːrit̪us
stadisis	st̪aːd̪izis
venezuelānus	vɛnɛdd͡zuɛlaːnus
monīle	mɔniːlis
prōvocātōre	prɔvɔkat̪ɔːrɛ
equisimilis	ɛkwiziːmilis
apocalypsis	apɔkalipsis
inconveniēns	iŋkɔnvɛːniɛns
melliculum	mɛlliːkulum
aequātus	ɛkwaːt̪us
adulterīnī	ad̪ul̪t̪ɛriːni
faltōnius	fal̪t̪ɔːnius
sēricātus	sɛrikaːt̪us
oscinum	ɔʃʃinum
perveniendōrum	pɛrvɛniɛn̪d̪ɔrum
iōniacō	iɔniːakɔ
tamdiū	t̪an̪d̪iu
segida	sɛːd͡ʒid̪a
perduellis	pɛrd̪uɛllis
inbēcillus	imbɛt͡ʃillus
intremō	in̪t̪rɛmɔ
formiae	fɔrmiɛ
febris	fɛːbris
incrassō	iŋkrassɔ
praedicātor	prɛd̪ikaːt̪ɔr
radiō	raːd̪iɔ
abdicātīvus	abd̪ikat̪iːvus
lacringī	lakrin̠ʲd͡ʒi
convēneritis	kɔnvɛnɛːrit̪is
discēdō	d̪iʃʃɛːd̪ɔ
sciūrus	ʃiuːrus
dēgluttiō	d̪ɛɡlut̪t̪iɔ
mollipēs	mɔllipɛs
contrāvēneritis	kɔn̪t̪ravɛnɛːrit̪is
nōnnēmō	nɔnnɛːmɔ
suppetilis	suppɛːt̪ilis
abomāsum	abɔmaːzum
maccocalingae	makkɔkalin̠ʲd͡ʒɛ
dottius	d̪ɔt̪t̪ius
californicus	kalifɔrnikus
hypericon	ipɛːrikɔn
palātium	palaːt͡sium
convēnerimus	kɔnvɛnɛːrimus
īnflammāveritis	inflammavɛːrit̪is
trāgula	t̪raːɡula
tagus	t̪aːɡus
amātus	amaːt̪us
rhodesiānō	rɔd̪ɛziaːnɔ
honōrificō	ɔnɔriːfikɔ
merīdiānī	mɛrid̪iaːni
vertacomicorī	vɛrt̪akɔmiːkɔri
dētestātiō	d̪ɛt̪ɛst̪aːt͡siɔ
perturbō	pɛrt̪urbɔ
tagēs	t̪aːd͡ʒɛs
deinceps	d̪ɛi̯n̠ʲt͡ʃɛps
iūrgō	jurɡɔ
rhadamistus	rad̪amist̪us
gradus	ɡraːd̪us
reductiō	rɛd̪ukt͡siɔ
circulātōrī	t͡ʃirkulat̪ɔːri
pertemptō	pɛrt̪ɛmpt̪ɔ
incomparābilis	iŋkɔmparaːbilis
cārīs	kaːris
lyra	liːra
cedrus	t͡ʃɛːd̪rus
pullulō	pullulɔ
immolāveris	immɔlaːvɛris
merācus	mɛraːkus
tritium	t̪riːt͡sium
norbānus	nɔrbaːnus
sēdulus	sɛːd̪ulus
rhoetēum	rɛt̪ɛːum
dissimilis	d̪issiːmilis
maratha	maːrat̪a
metasyncriticus	mɛt̪aziŋkriːt̪ikus
thrasea	t̪raːzɛa
sūtrīnum	sut̪riːnum
caelifluus	t͡ʃɛliːfluus
negōtiātiō	nɛɡɔt͡siaːt͡siɔ
extō	ɛkst̪ɔ
dicō	d̪iːkɔ
tractōria	t̪rakt̪ɔːria
colocāsia	kɔlɔkaːzia
chīī	kiːi
pūribus	puːribus
helcium	ɛl̠ʲt͡ʃium
saba	saːba
pharsālus	farsaːlus
compleō	kɔmplɛɔ
scandulārius	skan̪d̪ulaːrius
fūmārium	fumaːrium
cānaster	kanast̪ɛr
orestēs	ɔrɛst̪ɛs
aphytis	aːfit̪is
prōspiciō	prɔspiːt͡ʃiɔ
claustra	klau̯st̪ra
vagellius	vad͡ʒɛllius
vāstātōrius	vast̪at̪ɔːrius
corōnō	kɔrɔːnɔ
nāvāveris	navaːvɛris
obligāverimus	ɔbliɡavɛːrimus
ballīvus	balliːvus
exfornicātus	ɛksfɔrnikaːt̪us
abdīcō	abd̪iːkɔ
stomōma	st̪ɔmɔːma
denverium	d̪ɛnvɛːrium
restipulātiō	rɛst̪ipulaːt͡siɔ
placitus	plaːt͡ʃit̪us
subsignō	supsiɲɲɔ
fīlifōrmis	filifɔrmis
impetrāveritis	impɛt̪ravɛriːt̪is
ējaculātiō	ɛjakulaːt͡siɔ
apostatō	apɔst̪at̪ɔ
rīpārius	ripaːrius
opīniō	ɔpiːniɔ
dērīvō	d̪ɛriːvɔ
cyzicēnus	t͡ʃidd͡zit͡ʃɛːnus
dēferveō	d̪ɛfɛrvɛɔ
drepanum	d̪rɛːpanum
ātrātus	at̪raːt̪us
tellūrium	t̪ɛlluːrium
phantasicus	fan̪t̪aːzikus
brisarī	briːzari
incūs	iŋkus
sculptūra	skulpt̪uːra
mortālis	mɔrt̪aːlis
zācōn	d͡zaːkɔn
coryphia	kɔriːfia
faenebris	fɛnɛbris
sardō	sard̪ɔ
cōnsūtus	kɔnsuːt̪us
anticipātō	an̪t̪it͡ʃipaːt̪ɔ
subvēneritis	subvɛnɛːrit̪is
obsaepiō	ɔpsɛːpiɔ
ferridūrāns	fɛrrid̪uːrans
dominantēs	d̪ɔminan̪t̪ɛs
dūrābilis	d̪uraːbilis
petasus	pɛːt̪azus
dēsecō	d̪ɛːzɛkɔ
polymitārius	pɔlimit̪aːrius
riopalenquēnsis	riɔpalɛŋkwɛnsis
rāvus	raːvus
pȳramis	piːramis
congāvīsūrus	kɔŋɡavizuːrus
īnfarctus	infarkt̪us
spīraeum	spirɛːum
initiālis	init͡siaːlis
sinciput	sin̠ʲt͡ʃiput̪
marotiānī	marɔt͡siaːni
quaccola	kwakkɔla
vērōnam	vɛrɔːnam
vigōrandō	viɡɔran̪d̪ɔ
teucrus	t̪ɛu̯krus
cantus	kan̪t̪us
rubricostus	rubrikɔst̪us
indulgeō	in̪d̪ul̠ʲd͡ʒɛɔ
ināmissibilis	inamissiːbilis
helvius	ɛlvius
pūncticollis	puŋkt̪ikɔllis
lātrātīs	lat̪raːt̪is
camerāte	kamɛraːt̪ɛ
expectō	ɛkspɛkt̪ɔ
invidus	invid̪us
cercetius	t͡ʃɛrt͡ʃɛːt͡sius
macula	maːkula
oleum	ɔːlɛum
interplicō	in̪t̪ɛrplikɔ
suscipere	suʃʃiːpɛrɛ
pulchrē	pulkrɛ
corrigendus	kɔrrid͡ʒɛn̪d̪us
denticollis	d̪ɛn̪t̪ikɔllis
commūnicātīvus	kɔmmunikat̪iːvus
nū̆cleātārum	nuklɛat̪aːrum
stultē	st̪ul̪t̪ɛ
resecāre	rɛzɛkaːrɛ
anū	aːnu
dēscēnsūram	d̪ɛʃʃɛnsuːram
flōram	flɔːram
perparvulus	pɛrparvulus
fluviālis	fluviaːlis
abdicātōria	abd̪ikat̪ɔːria
bivertex	bivɛrt̪ɛks
tenebrōsī	t̪ɛnɛbrɔːzi
cortumiō	kɔrt̪uːmiɔ
variegō	variːɛɡɔ
stagoniās	st̪aɡɔːnias
parcēns	part͡ʃɛns
mātūrō	mat̪uːrɔ
axiacēs	aksiːat͡ʃɛs
vorāx	vɔːraks
agilis	aːd͡ʒilis
partibilis	part̪iːbilis
convalēscō	kɔnvalɛskɔ
varipēs	vaːripɛs
effice	ɛffit͡ʃɛ
tālis	t̪aːlis
eucharisticus	ɛu̯karist̪ikus
inclēmēns	iŋklɛːmɛns
ebulīnus	ɛbuliːnus
phōcasia	fɔkaːzia
trōglodytae	t̪rɡɔlɔːd̪it̪ɛ
oblīquitās	ɔbliːkwit̪as
nuculeus	nukuːlɛus
silvicola	silviːkɔla
vīsitāverimus	vizit̪avɛriːmus
bursae	bursɛ
prōmontorium	prɔmɔn̪t̪ɔːrium
repetō	rɛːpɛt̪ɔ
abortīvus	abɔrt̪iːvus
permoneō	pɛrmɔːnɛɔ
obdūrēfaciō	ɔbd̪urɛfaːt͡ʃiɔ
dēlīrium	d̪ɛliːrium
ācritās	aːkrit̪as
corpusculum	kɔrpuskulum
anglicus	aŋɡlikus
brācarī	braːkari
longitrōsus	lɔn̠ʲd͡ʒit̪rɔːzus
peltātus	pɛl̪t̪aːt̪us
promōna	prɔmɔːna
anathema	anaːt̪ɛma
sacceus	satt͡ʃɛus
abace	aːbat͡ʃɛ
axanthos	aksan̪t̪ɔs
racōviae	rakɔːviɛ
prōvenientēs	prɔvɛniɛn̪t̪ɛs
dexter	d̪ɛkst̪ɛr
fenestrula	fɛnɛst̪rula
imbrex	imbrɛks
cīvīliter	t͡ʃiviːlit̪ɛr
fūmantī	fuman̪t̪i
caesariācus	t͡ʃɛzariaːkus
tridēns	t̪riːd̪ɛns
coartō	kɔart̪ɔ
splanchnocrānium	splaŋknɔkraːnium
audītor	au̯d̪iːt̪ɔr
spartacus	spart̪akus
aprīcus	apriːkus
calypsō	kalipsɔ
arcersō	art͡ʃɛrsɔ
barytonus	bariːt̪ɔnus
gnāvus	ɲaːvus
vituperātiō	vit̪upɛraːt͡siɔ
inmarcēscibilis	inmart͡ʃɛʃʃiːbilis
catta	kat̪t̪a
cronia	krɔːnia
incūsāveris	iŋkuzaːvɛris
mūscicolus	muʃʃiːkɔlus
trāmittō	t̪ramit̪t̪ɔ
comitissa	kɔmit̪issa
cavea	kaːvɛa
ēlūcidāte	ɛlut͡ʃid̪aːt̪ɛ
sacerdōs	sat͡ʃɛrd̪ɔs
excītus	ɛkst͡ʃiːt̪us
obligātis	ɔbliɡaːt̪is
strūthiocamēlus	st̪rut̪iɔkamɛːlus
adigō	aːd̪iɡɔ
spādīx	spaːd̪iks
agolum	aːɡɔlum
impolītus	impɔliːt̪us
dēverrō	d̪ɛvɛrrɔ
conpetō	kɔmpɛt̪ɔ
septennis	sɛpt̪ɛnnis
apsilae	apsilɛ
commonefactūrus	kɔmmɔnɛfakt̪uːrus
multivorāns	mul̪t̪iːvɔrans
nerētum	nɛrɛːt̪um
parahaemolyticus	paraɛmɔliːt̪ikus
galērius	ɡalɛːrius
corvīnus	kɔrviːnus
oxyttagae	ɔksit̪t̪ad͡ʒɛ
