астрономија	astronǒmija
кукољ	kǔːkoʎ
злоћудност	zlǒt͡ɕudnoːst
прождрети	prǒʒdreːti
рмпалија	r̂mpalija
кривовјерје	kriʋǒʋjeːrje
цејлон	t͡sějloːn
акварелистички	akʋarelǐstitʃki
пунољетан	pûnoʎetan
академија	akaděmija
ваљда	ʋǎʎda
једрење	jědreːɲe
путнички	pûːtnitʃki
деизам	deǐzam
навратити	naʋrǎːtiti
вечно	ʋêt͡ʃno
поквареност	pǒkʋaːrenoːst
узбуђено	ǔzbuːd͡ʑeno
одвојен	ǒdʋojen
трезвено	trêzʋeno
домаћин	domǎt͡ɕin
непријатељ	něprijateʎ
гласник	ɡlâːsniːk
демонизација	demonizǎːt͡sija
беседа	běseda
висински	ʋǐsiːnskiː
надничар	nâdnit͡ʃaːr
мерити	mêriti
парадигма	paradǐɡma
покопати	pokǒpati
штимати	ʃtîmati
непрестан	nêprestaːn
наслага	nâːslaɡa
бунар	bǔnaːr
рукометашица	rukometǎʃit͡sa
бијесно	bjêːsno
загрепчанин	zǎːɡrept͡ʃanin
савезништво	sǎːʋezniːʃtʋo
нећу	něːt͡ɕu
бачва	bât͡ʃʋa
бањати	bâɲati
демагогија	demaɡǒɡija
хранитељка	xrǎniteːʎka
цензура	t͡senzǔːra
идеалист	ideǎlist
каотичан	kaǒtit͡ʃan
изазивати	izazǐːʋati
хлорофил	xlorǒfiːl
рјечито	rjět͡ʃito
војвода	ʋǒjʋoda
исправити	ǐspraʋiti
маскулинизам	maskulinǐzam
кула	kǔːla
лак	lâk
непоколебљив	nepokolěbʎiʋ
бан	bâːn
мало	mâlo
лоцирати	lot͡sǐːrati
тренутан	trênuːtan
априоран	âprioːran
солватација	solʋatǎːt͡sija
учењак	ut͡ʃěɲaːk
осјетљив	osjětʎiʋ
дародавац	darodǎːʋat͡s
импутирати	imputǐːrati
преживети	preʒǐːʋeti
позив	pǒːziʋ
романтичан	romǎntit͡ʃan
аутоматски	autǒmatski
оружје	ǒruːʒje
приповиједати	pripoʋjěːdati
занимање	zanǐːmaːɲe
млатити	mlǎːtiti
морално	mǒraːlno
безначајан	bêznat͡ʃaːjan
шпорна	ʃpǒːrna
безумник	bězuːmniːk
штифлхозе	ʃtǐflxoːze
безвременост	bězʋremenoːst
ослободилачки	oslobǒdilatʃki
непажљиво	nepǎʒʎiʋo
пустиња	pǔːstiɲa
нишанити	nǐʃaniti
каменит	kaměnit
марс	mârs
једро	jêdro
горчина	ɡort͡ʃǐna
интроспекција	introspěkt͡sija
бесолица	běsolit͡sa
предочити	predǒt͡ʃiti
пригодом	prîɡodom
несебичност	nêsebit͡ʃnoːst
побољшање	poboʎʃǎːɲe
судан	sǔdaːn
крња	kr̂ɲa
агростологија	aɡrostolǒɡija
инфлација	inflǎːt͡sija
љутња	ʎǔːtɲa
кострет	kôstreːt
вео	ʋêo
безгранично	bêzɡranit͡ʃno
партија	pǎrtija
пљешив	pʎěʃiʋ
језа	jěːza
скупоцјен	skupǒt͡sjen
крстарица	krstǎrit͡sa
смион	smǐon
механички	mexǎnitʃki
намљети	nǎmʎeti
кожарски	kôʒarski
наоблачити	naoblǎːt͡ʃiti
селвија	sělʋija
смерница	směːrnit͡sa
навријеме	nâʋrijeːme
посетилац	posětilat͡s
алжирка	ǎlʒiːrka
мраз	mrâz
барјактар	barjǎktaːr
лињати	lǐɲati
инаугуралан	înauɡuraːlan
спада	spâːda
прашница	prâːʃnit͡sa
служити	slǔːʒiti
вртоглавица	ʋrtǒɡlaʋit͡sa
осао	ôsao
прекретница	prěkretnit͡sa
сатрапијски	satrǎpiːjskiː
интернет	înternet
ридати	rîdati
небројено	něbrojeno
семинар	semǐnaːr
хапсити	xâpsiti
иједном	ijědnoːm
кривотворитељски	kriʋotʋǒriteʎski
кров	krôʋ
викачица	ʋikǎt͡ʃit͡sa
обитељски	obǐːteʎski
топло	tôplo
часом	t͡ʃâsom
швед	ʃʋêd
блискати	blîskati
дочарљив	dot͡ʃǎrʎiʋ
ковачићи	kôʋat͡ʃit͡ɕi
фашизам	faʃǐzam
расхладити	rasxlǎːditi
мјешина	mjěʃina
прекјучер	prêkjut͡ʃeːr
ћакнут	t͡ɕâknuːt
нагласак	nǎːɡlasak
ника	nǐːka
изгонити	izɡǒniti
олуја	olǔːja
угађати	uɡǎːd͡ʑati
међусобан	mêd͡ʑusoban
фотоапарат	fotoapǎraːt
рибарство	ribǎːrstʋo
далматинац	dalmatǐːnat͡s
аминокиселина	aminokiselǐna
тачка	tât͡ʃka
призвук	prîzʋuːk
сардинац	sardǐːnat͡s
исциједити	ist͡sijěːditi
асирија	asǐːrija
барбар	bǎrbar
облик	ôbliːk
бродоградитељ	brodoɡrǎditeʎ
лутати	lǔːtati
козорог	kôzoroːɡ
натјечај	nâtjet͡ʃaːj
тумач	tǔmaːt͡ʃ
лемеш	lěmeʃ
инч	înt͡ʃ
тајфун	tǎjfuːn
жвака	ʒʋǎːka
сњежан	sɲêʒan
ћаћа	t͡ɕât͡ɕa
тунис	tǔnis
туробност	tûroːbnoːst
мистицизам	mistit͡sǐzam
аутономија	autonǒmija
скрнавити	skrnǎːʋiti
лагодно	lâɡodno
крлежијански	krleʒǐjaːnskiː
комодитет	komodǐteːt
малаксавати	malaksǎːʋati
безвлађе	bězʋlaːd͡ʑe
дефетист	defětist
строг	strôɡ
пуногласје	punǒɡlaːsje
угрушати	uɡrǔʃati
безазлен	bezǎzlen
смиловати	smîloʋati
рестауратор	restaǔraːtor
бичак	bît͡ʃaːk
намаз	nǎːmaz
ручка	rût͡ʃka
шмрктати	ʃmřktati
цјепнути	t͡sjêpnuti
нимало	nǐmalo
амбасадор	ambǎsaːdor
ниједан	nijědan
морфеј	mǒrfej
продукција	prodǔkt͡sija
фриволно	frîʋoːlno
диносаурус	dinosǎurus
крсташ	křstaːʃ
нигдје	nîɡdje
разрјеђивач	razrjed͡ʑǐʋaːt͡ʃ
дестинација	destinǎːt͡sija
бијес	bjêːs
опсести	ǒpsesti
град	ɡrâːd
поправилиште	poprǎʋiliːʃte
калуђер	kǎlud͡ʑer
трачки	trâːt͡ʃkiː
горљив	ɡǒrʎiʋ
инжењерски	inʒěɲeːrskiː
буцмаст	bût͡smast
демагошки	demǎɡoʃki
опсег	ôpseːɡ
сивац	sǐːʋat͡s
далмош	dâːlmoʃ
јар	jâːr
ловџија	lǒʋd͡ʒija
копито	kǒpito
силабичан	silǎbit͡ʃan
воштан	ʋǒʃtan
дуговати	duɡǒʋati
градоначелница	ɡradonǎːt͡ʃelnit͡sa
немар	nêmaːr
бодљика	bǒdʎika
плуто	plûto
неспособно	nêsposobno
самовољност	samoʋǒːʎnoːst
маштовито	maʃtǒʋito
берза	bêrza
изградити	izɡrǎːditi
крпља	kr̂pʎa
хегемонија	xeɡemǒnija
отпити	ǒtpiti
луталица	lǔːtalit͡sa
далековод	dalekǒʋod
евидентно	eʋiděntno
одстрељивати	odstreʎǐːʋati
тапија	tǎːpija
ратнички	râtnitʃkiː
опорављати	opǒraʋʎati
жлезда	ʒlěːzda
непрактично	nêpraktit͡ʃno
завредети	zaʋrěːdeti
бљедоћа	bʎedǒt͡ɕa
формалистички	formalǐstit͡ʃki
чувар	t͡ʃǔʋaːr
нереално	nêreaːlno
интелектуализам	intelektualǐzam
деспотски	děspotskiː
опклада	ôpklada
нељудски	nêʎudskiː
осигурати	osiɡǔrati
бајка	bâːjka
пантеон	pǎnteoːn
низводице	nǐzʋodit͡seː
измјенично	îzmjenit͡ʃno
крадљивац	krǎdʎiʋat͡s
франачки	frânat͡ʃkiː
бесконачан	bêskonat͡ʃan
утопија	utǒpija
непоштено	nêpoʃteno
барут	bǎːrut
тематски	těmatskiː
приклонити	priklǒniti
уличица	ûlit͡ʃit͡sa
недељни	nědeːʎniː
флуид	flûiːd
умереност	ǔmerenoːst
луцифер	lǔt͡sifer
гнијездо	ɡnjěːzdo
афел	ǎfel
обадати	obǎdati
фонетски	fǒnetskiː
даривати	darǐːʋati
киднапирати	kidnapǐːrati
ћирилички	t͡ɕirǐlit͡ʃkiː
опоменути	opoměːnuti
значајност	znat͡ʃǎːjnoːst
азилантски	azǐlantskiː
кришка	krîʃka
раздијелити	razdjěːliti
тенденциозно	têndent͡sioːzno
смештати	směːʃtati
бала	bâla
изњедрити	izɲěːdriti
ветрина	ʋětrina
пост	pôːst
тоскана	toskǎna
нагрђивати	naɡrd͡ʑǐːʋati
агностичарка	aɡnǒstit͡ʃaːrka
усавршивати	usaʋrʃǐːʋati
суптилан	sûptiːlan
премашити	prěmaʃiti
сукобити	sukǒbiti
аблација	ablǎːt͡sija
књижевност	kɲîʒeːʋnoːst
извући	ǐzʋuːt͡ɕi
квантни	kʋântniː
плаћати	plǎːt͡ɕati
безвјеран	bězʋjeːran
луђак	lǔd͡ʑaːk
самозадовољство	samozadoʋǒʎstʋo
расправљати	rǎspraʋʎati
сјећи	sjêt͡ɕi
докучити	dokǔːt͡ʃiti
једрило	jědrilo
сабран	sâbraːn
знанственица	znǎnstʋenit͡sa
камионски	kamǐoːnskiː
подсвијест	pôdsʋijeːst
херцеговачки	xěrtseɡoʋatʃkiː
комплетан	kǒmpletan
јајни	jâːjniː
омамљивати	omamʎǐːʋati
старомодно	stâromoːdno
бодар	bôdar
дворац	dʋǒːrat͡s
компатибилност	kompatibǐːlnoːst
џибути	d͡ʒibûti
ужасно	ûʒaːsno
јекавски	jěːkaʋskiː
коцкати	kôt͡skati
подморски	pǒdmorskiː
глагол	ɡlâɡol
парадирати	paradǐːrati
негативност	neɡatǐːʋnoːst
педијатар	pedǐjaːtar
нуждан	nûʒdan
хурија	xûːrija
безименост	bězimenoːst
наслон	nǎːslon
вјеренички	ʋjêrenit͡ʃkiː
пекиншки	pěkinʃkiː
дивовски	dǐʋoʋskiː
надопуна	nâdopuna
извинити	izʋǐːniti
темељити	teměʎiti
шестињанин	ʃestǐɲanin
надзорник	nǎːdzoːrniːk
раздвојити	razdʋǒjiti
антисептички	antisěptit͡ʃki
продавалац	prodǎʋalat͡s
атлетичар	atlětit͡ʃaːr
пријетити	prjěːtiti
врхње	ʋr̂xɲe
преградити	preɡrǎːditi
неук	něuk
трагичан	trǎɡit͡ʃan
поради	pôradi
патријархално	pâtrijarxaːlno
сјеме	sjême
понављати	ponǎːʋʎati
рукописни	rûkopiːsniː
воља	ʋôʎa
седмица	sědmit͡sa
отмен	ôtmen
анахронизам	anaxronǐzam
многи	mnôɡiː
буча	bût͡ʃa
усмјеравати	usmjerǎːʋati
спирала	spirǎːla
припиздина	prǐpizdina
интелигентно	inteliɡěntno
карикатурист	karikatǔrist
бјеснило	bjěsnilo
обешчастити	obeʃt͡ʃǎstiti
ублаживати	ublaʒǐːʋati
нацрт	nǎːt͡srt
магнетни	mǎɡnetniː
наказити	nakǎːziti
научити	naǔt͡ʃiti
несавршен	nesǎʋrʃen
засад	zǎsad
скоро	skǒro
дрско	dr̂sko
примењивати	primeɲǐːʋati
неће	nêːt͡ɕeː
звон	zʋôn
чекрк	t͡ʃěkrk
виски	ʋîski
обићи	ǒbiːt͡ɕi
непослушан	nêposluːʃan
лицемерно	lît͡semeːrno
дијаметрално	dîjametraːlno
многострукост	mnoɡǒstrukoːst
гадити	ɡâditi
антика	ǎntika
издатак	izdǎːtak
шпага	ʃpǎːɡa
претпоставка	prêtpostaːʋka
резбарство	rezbǎːrstʋo
предзадњи	prědzadɲiː
накратко	nâkratko
сваки	sʋâkiː
коинцидентан	koint͡siděntan
једногласно	jednǒɡlasno
хазардни	xǎzardniː
џемат	d͡ʒěmaːt
луетичан	luětit͡ʃan
калај	kǎlaj
повремен	pǒʋremen
ученик	ût͡ʃeniːk
инћун	ǐnt͡ɕuːn
викнути	ʋǐːknuti
багрем	bǎɡrem
фокус	fǒːkus
промишљати	promǐːʃʎati
судски	sǔdskiː
ограничити	oɡrǎnit͡ʃiti
типограф	tipǒɡraf
цијел	t͡sijêːl
десетка	děseːtka
хладњача	xlǎːdɲat͡ʃa
тужилаштво	tǔʒilaːʃtʋo
пазар	pǎzaːr
проћутјети	prot͡ɕǔːtjeti
ништавило	niʃtǎʋilo
доиста	dôista
локомотива	lokomotǐːʋa
постати	pǒstati
иновација	inoʋǎːt͡sija
јединка	jědiːnka
некористан	nêkoristan
блудничење	blûːdnit͡ʃeːɲe
разврставати	razʋrstǎːʋati
новчаница	noʋt͡ʃǎnit͡sa
пијесак	pjěːsak
когнитиван	kôɡnitiːʋan
питати	pîtati
тотално	tôtaːlno
окрадати	okrǎːdati
жаљење	ʒâʎeːɲe
грана	ɡrǎːna
овладавати	oʋladǎːʋati
уран	ǔraːn
исцијелити	ist͡sijěːliti
размјеран	rǎːzmjeːran
примена	prîmena
дезинфекција	dezinfěkt͡sija
трећина	tret͡ɕǐna
кондиција	kǒndiːt͡sija
зачињати	zǎt͡ʃiɲati
целулоза	t͡selulǒːza
сасвим	sǎsʋiːm
припећи	prǐpet͡ɕi
свијет	sʋjêːt
слобода	slobǒda
нећачки	nêtɕaːtʃkiː
спречавати	spret͡ʃǎːʋati
полизати	polǐːzati
разрадити	razrǎːditi
формалист	formǎlist
крхотина	křxotina
џаба	d͡ʒâba
шећер	ʃět͡ɕer
варварски	ʋǎrʋarskiː
једноставан	jêdnostaːʋan
немаштовит	nemaʃtǒʋit
добављив	dobǎʋʎiʋ
пчелица	pt͡ʃělit͡sa
шпада	ʃpâːda
разврстати	razʋřstati
алудирати	aludǐːrati
одјекнути	odjěːknuti
саркастично	sarkǎstit͡ʃno
имперфективизација	imperfektiʋizǎːt͡sija
клизавост	klîzaʋoːst
клавир	klǎʋiːr
овалан	ǒʋaːlan
лонгитудиналан	lônɡitudinaːlan
ухватити	ǔxʋatiti
релевантно	releʋǎntno
склеротичан	sklerǒtit͡ʃan
јакна	jǎkna
култ	kûlt
бактериологија	bakteriolǒɡija
посредство	pǒsredstʋo
мода	mǒːda
кожух	kǒʒux
трајект	trǎjekt
гласовит	ɡlasǒʋit
идеалистички	idealǐstitʃki
пристраност	prǐstranoːst
одузети	odǔzeːti
чучавац	t͡ʃǔːt͡ʃaʋat͡s
разглобити	razɡlǒbiti
заламати	zalǎːmati
репортажа	reportǎːʒa
језикозналац	jezikoznǎːlat͡s
менопауза	menopǎuza
бубњић	bǔbɲit͡ɕ
разматрати	razmǎːtrati
летјелица	lětjelit͡sa
сенат	sěnaːt
восак	ʋôsak
звоно	zʋôno
распоред	râsporeːd
тјеловјежба	tjěloʋjeʒba
индијац	indǐːjat͡s
прислонити	prislǒniti
сукно	sǔːkno
хљепчић	xʎěpt͡ʃit͡ɕ
унапријед	ǔnaprjeːd
поезија	pǒeːzija
зинути	zînuti
бестиднички	běstidnit͡ʃkiː
фудбалер	fudbǎleːr
сахнути	sǎxnuti
механички	mexǎnitʃkiː
сеновит	senǒʋit
муњовод	mûɲoʋoːd
ропкиња	rôpkiɲa
непобитно	nêpobiːtno
италски	ǐtalskiː
обманути	obmǎnuti
уво	ûʋo
коров	kǒːroʋ
буран	bûːran
фамозан	fâmoːzan
никнути	nîknuti
оцена	ôt͡sena
северац	seʋěːrat͡s
газити	ɡâziti
сместа	smêsta
архивар	arxǐʋaːr
зарачунати	zarat͡ʃǔnati
курир	kǔriːr
пуномоћје	pûnomoːt͡ɕje
појачати	pojǎt͡ʃati
фрустрација	frustrǎːt͡sija
адреналин	adrenǎliːn
набости	nǎbosti
трење	trěːɲe
адверб	ǎdʋerb
панџабљанин	pand͡ʒǎːbʎaniːn
ослободилачки	oslobǒdilatʃkiː
однијети	ǒdnjeːti
