berendezés	bɛrɛndɛzeːʃ
ecsetel	ɛt͡ʃɛtɛl
feri	fɛri
szerint	sɛrint
emeszai	ɛmɛsɒji
antikvitások	ɒntikvitaːʃok
vezetőknél	vɛzɛtøːkneːl
portugál	portuɡaːl
elragadtatás	ɛrːɒɡɒtːɒtaːʃ
sorsából	ʃorʃaːboːl
kerületekben	kɛrylɛtɛɡbɛn
rengetegek	rɛŋɡɛtɛɡɛk
ablakunk	ɒblɒkuŋk
belátható	bɛlaːthɒtoː
lakótárs	lɒkoːtaːrʃ
egyszemélyes	ɛcsɛmeːjɛʃ
firkant	firkɒnt
csuklóknál	t͡ʃukloːknaːl
kábel	kaːbɛl
magánügy	mɒɡaːnyɟ
kérdése	keːrdeːʃɛ
mindegyikőnk	mindɛɟːikøːŋk
kezeit	kɛzɛjit
diéta	dijeːtɒ
hercegprímások	hɛrt͡sɛkpriːmaːʃok
házról	haːzroːl
felhasználónk	fɛlɦɒsnaːloːŋk
asztronauták	ɒstronɒutaːk
liba	libɒ
ábrákkal	aːbraːkːɒl
kalorimetria	kɒlorimɛtrijɒ
váltsanak	vaːlt͡ʃɒnɒk
kiskorú	kiʃkoruː
hiszel	hisɛl
öregasszony	ørɛɡɒsːoɲ
adományaink	ɒdomaːɲɒjiŋk
öljelek	øjːɛlɛk
fülekből	fylɛɡbøːl
állapotban	aːlːɒpodbɒn
vadkecskék	vɒtkɛt͡ʃkeːk
csajkád	t͡ʃɒjkaːd
adottakban	ɒdotːɒɡbɒn
partitúrák	pɒrtituːraːk
bikáitok	bikaːjitok
tornyok	torɲok
hanem	hɒnɛm
ezektől	ɛzɛktøːl
sorssal	ʃorʃɒl
kellve	kɛlvɛ
nyomokat	ɲomokɒt
irtanám	irtɒnaːm
búbos	buːboʃ
hódmezővásárhely	hoːdmɛzøːvaːʃaːrɦɛj
kényelmetlenebb	keːɲɛlmɛtlɛnɛbː
írunk	iːruŋk
kórus	koːruʃ
gipszkarton	ɡipskɒrton
hozzászólások	hozːaːsoːlaːʃok
megelégedettebb	mɛɡɛleːɡɛdɛtːɛbː
zuhog	zuɦoɡ
kú	kuː
felháborodik	fɛlɦaːborodik
melltartók	mɛltɒrtoːk
múltkor	muːltkor
legérzéstelenebb	lɛɡeːrzeːʃtɛlɛnɛbː
tized	tizɛd
früstök	fryʃtøk
parasztvakítás	pɒrɒstvɒkiːtaːʃ
báróné	baːroːneː
dőre	døːrɛ
akkora	ɒkːorɒ
fülesbagoly	fylɛʒbɒɡoj
számrendszer	saːmrɛnt͡sɛr
velővé	vɛløːveː
mérleg	meːrlɛɡ
tömegvonzás	tømɛɡvonzaːʃ
idegenebb	idɛɡɛnɛbː
fejtik	fɛjtik
érdekű	eːrdɛkyː
akusztikusabb	ɒkustikuʃɒbː
értékének	eːrteːkeːnɛk
diktatórikus	diktɒtoːrikuʃ
időgépek	idøːɡeːpɛk
önökbe	ønøɡbɛ
édesanyám	eːdɛʃɒɲaːm
figyelőlistákat	fiɟɛløːliʃtaːkɒt
macskaeledel	mɒt͡ʃkɒɛlɛdɛl
gyönge	ɟøŋɡɛ
bújsz	buːjs
jellemez	jɛlːɛmɛz
mikszáthtal	miksaːtːɒl
húzzon	huːzːon
mongólia	moŋɡoːlijɒ
arcától	ɒrt͡saːtoːl
jeromos	jɛromoʃ
organikus	orɡɒnikuʃ
igazolások	iɡɒzolaːʃok
kasza	kɒsɒ
egyiken	ɛɟːikɛn
kapták	kɒptaːk
hazugok	hɒzuɡok
zsonglőr	ʒoŋɡløːr
diófák	dijoːfaːk
körzethez	kørzɛthɛz
rühvé	ryveː
fogtok	foktok
csupán	t͡ʃupaːn
faleveleké	fɒlɛvɛlɛkeː
tanulmányon	tɒnulmaːɲon
lassabban	lɒʃːɒbːɒn
székhely	seːkhɛj
elpárologtat	ɛlpaːroloktɒt
valahányan	vɒlɒɦaːɲɒn
videójáték	vidɛoːjaːteːk
legracionálisabb	lɛɡrɒt͡sijonaːliʃɒbː
ujjbegy	ujbɛɟ
szemöldökű	sɛmøldøkyː
feledékeny	fɛlɛdeːkɛɲ
terhes	tɛrɦɛʃ
időköz	idøːkøz
hált	haːlt
bárgyúbb	baːrɟuːbː
határozatok	hɒtaːrozɒtok
kónyt	koːɲt
döggé	døɡːeː
törvényhozás	tørveːɲɦozaːʃ
hajóitok	hɒjoːjitok
élvezet	eːlvɛzɛt
legelfogultabb	lɛɡɛlfoɡultɒbː
portfólió	portfoːlijoː
negyvenkettő	nɛɟvɛŋkɛtːøː
beállítható	bɛaːlːiːthɒtoː
kábeltévé	kaːbɛlteːveː
értél	eːrteːl
legszabályosabb	lɛksɒbaːjoʃɒbː
cseppel	t͡ʃɛpːɛl
rendelkezésünkre	rɛndɛlkɛzeːʃyŋkrɛ
árassz	aːrɒsː
kapod	kɒpod
tré	treː
műemlék	myːɛmleːk
főhet	føːɦɛt
balzsamosabb	bɒlʒɒmoʃɒbː
nuncsaku	nunt͡ʃɒku
közvetlenebbül	køzvɛtlɛnɛbːyl
vadmacskád	vɒdmɒt͡ʃkaːd
kimenetel	kimɛnɛtɛl
ókori	oːkori
eklektikus	ɛklɛktikuʃ
uzsorák	uʒoraːk
fürdő	fyrdøː
óbesterek	oːbɛʃtɛrɛk
elgondolkodtató	ɛlɡondolkotːɒtoː
fültől	fyltøːl
térképet	teːrkeːpɛt
csinálj	t͡ʃinaːjː
legkellemesebb	lɛkːɛlːɛmɛʃɛbː
s	ʃ
integráció	intɛɡraːt͡sijoː
modulus	moduluʃ
vonatkozása	vonɒtkozaːʃɒ
csábítás	t͡ʃaːbiːtaːʃ
elkezd	ɛlkɛzd
mostohaanya	moʃtoɦɒɒɲɒ
birkózók	birkoːzoːk
fejtelek	fɛjtɛlɛk
expozíció	ɛkspoziːt͡sijoː
nézzétek	neːzːeːtɛk
emblémák	ɛmbleːmaːk
közleményt	køzlɛmeːɲt
fejtsd	fɛjd͡ʒd
hiányosságok	hijaːɲoʃːaːɡok
árnyékos	aːrɲeːkoʃ
fel	fɛl
szótárakkal	soːtaːrɒkːɒl
külföldit	kylføldit
valamibe	vɒlɒmibɛ
értelmében	eːrtɛlmeːbɛn
megüt	mɛɡyt
albatrosszá	ɒlbɒtrosːaː
intuíció	intujiːt͡sijoː
birsalmafánk	birʃɒlmɒfaːŋk
generátor	ɡɛnɛraːtor
időket	idøːkɛt
dacára	dɒt͡saːrɒ
szemekig	sɛmɛkiɡ
elképzeltem	ɛlkeːbzɛltɛm
térséggel	teːrʃeːɡːɛl
zajokon	zɒjokon
lazacotok	lɒzɒt͡sotok
aktákká	ɒktaːkːaː
futurizmus	futurizmuʃ
egyke	ɛckɛ
merve	mɛrvɛ
felhasználásokra	fɛlɦɒsnaːlaːʃokrɒ
ocsmány	ot͡ʃmaːɲ
csöves	t͡ʃøvɛʃ
jogosítványok	joɡoʃiːtvaːɲok
térdreflex	teːrdrɛflɛks
kapnám	kɒpnaːm
megjegyzés	mɛɡjɛɟzeːʃ
oldal	oldɒl
fátyolos	faːcoloʃ
alám	ɒlaːm
akkordból	ɒkːordboːl
oldalakhoz	oldɒlɒkhoz
tagállam	tɒɡaːlːɒm
legmegalapozottabb	lɛɡmɛɡɒlɒpozotːɒbː
abakuszhoz	ɒbɒkushoz
elkényeztet	ɛlkeːɲɛstɛt
helyeket	hɛjɛkɛt
adományhoz	ɒdomaːɲɦoz
kerítésen	kɛriːteːʃɛn
szerette	sɛrɛtːɛ
öt	øt
hihetőbb	hiɦɛtøːbː
jégszobrok	jeːksobrok
kásák	kaːʃaːk
kontrabasszus	kontrɒbɒsːuʃ
bauxitbánya	bɒuksidbaːɲɒ
kanada	kɒnɒdɒ
ilyent	ijɛnt
csoportját	t͡ʃoporcaːt
tengerimalac	tɛŋɡɛrimɒlɒt͡s
gyorsabban	ɟorʃɒbːɒn
szendvicset	sɛndvit͡ʃɛt
szemük	sɛmyk
elkészít	ɛlkeːsiːt
húsnak	huːʃnɒk
mozikon	mozikon
ferrari	fɛrːɒri
bérletek	beːrlɛtɛk
éjfelek	eːjfɛlɛk
súg	ʃuːɡ
csukd	t͡ʃuɡd
címkéi	t͡siːmkeːji
utam	utɒm
természetű	tɛrmeːsɛtyː
jutnotok	jutnotok
egyedüli	ɛɟɛdyli
hallnak	hɒlnɒk
bogár	boɡaːr
munkásosztály	muŋkaːʃostaːj
hozzájárulása	hozːaːjaːrulaːʃɒ
művel	myːvɛl
képes	keːpɛʃ
hasznában	hɒsnaːbɒn
mertétek	mɛrteːtɛk
hasáb	hɒʃaːb
szabályai	sɒbaːjɒji
hitelesebb	hitɛlɛʃɛbː
dohányzások	doɦaːɲzaːʃok
becsvágy	bɛt͡ʃvaːɟ
megszervezés	mɛksɛrvɛzeːʃ
levelező	lɛvɛlɛzøː
mikrohullámú	mikroɦulːaːmuː
ágazati	aːɡɒzɒti
merték	mɛrteːk
árunk	aːruŋk
autizmus	ɒutizmuʃ
teremnek	tɛrɛmnɛk
kísérletező	kiːʃeːrlɛtɛzøː
legtörékenyebb	lɛktøreːkɛɲɛbː
lejár	lɛjaːr
főnék	føːneːk
koreográfus	korɛoɡraːfuʃ
leg	lɛɡ
őrülten	øːryltɛn
ajánlatos	ɒjaːnlɒtoʃ
analitikus	ɒnɒlitikuʃ
melegszik	mɛlɛksik
adókhoz	ɒdoːkhoz
hajlékony	hɒjleːkoɲ
tokió	tokijoː
előrehalad	ɛløːrɛɦɒlɒd
kölni	kølni
iga	iɡɒ
akkordba	ɒkːordbɒ
kamaszban	kɒmɒzbɒn
vadászkutya	vɒdaːskucɒ
váza	vaːzɒ
informálisabb	iɱformaːliʃɒbː
halljunk	hɒjːuŋk
kalóz	kɒloːz
harcos	hɒrt͡soʃ
igenévi	iɡɛneːvi
hitelesített	hitɛlɛʃiːtɛtː
silány	ʃilaːɲ
éneken	eːnɛkɛn
könnyelmű	køɲːɛlmyː
várrá	vaːrːaː
trombita	trombitɒ
későbbiekben	keːʃøːbːijɛɡbɛn
aktínium	ɒktiːnijum
oltógyomor	oltoːɟomor
karbantartások	kɒrbɒntɒrtaːʃok
felirata	fɛlirɒtɒ
gyűjtések	ɟyːjteːʃɛk
dómok	doːmok
feltételesebb	fɛlteːtɛlɛʃɛbː
sorsa	ʃorʃɒ
fagyasztók	fɒɟɒstoːk
tanácsokat	tɒnaːt͡ʃokɒt
gyöktétel	ɟøkteːtɛl
gyilkossági	ɟilkoʃːaːɡi
ormány	ormaːɲ
időpontot	idøːpontot
megengedtetik	mɛɡɛŋɡɛtːɛtik
őszt	øːst
árpa	aːrpɒ
gyermekeket	ɟɛrmɛkɛkɛt
vetetünk	vɛtɛtyŋk
hallottunk	hɒlːotːuŋk
legkimondhatatlanabb	lɛkːimonthɒtɒtlɒnɒbː
szövetanyagok	søvɛtɒɲɒɡok
függőhidak	fyɡːøːɦidɒk
illet	ilːɛt
sárosi	ʃaːroʃi
megijed	mɛɡijɛd
remélhető	rɛmeːlɦɛtøː
rost	roʃt
valamikről	vɒlɒmikrøːl
vadabbul	vɒdɒbːul
hadgyakorlat	hɒdɟɒkorlɒt
történetekké	tørteːnɛtɛkːeː
érzik	eːrzik
andris	ɒndriʃ
szavunkat	sɒvuŋkɒt
házunk	haːzuŋk
nagyanyám	nɒɟɒɲaːm
kiabálsz	kijɒbaːls
feltölt	fɛltølt
morva	morvɒ
beleid	bɛlɛjid
játsszál	jaːt͡sːaːl
vezetőig	vɛzɛtøːjiɡ
állólétra	aːlːoːleːtrɒ
pisi	piʃi
beszélő	bɛseːløː
renovál	rɛnovaːl
vetjük	vɛcːyk
ilma	ilmɒ
tacskó	tɒt͡ʃkoː
rázások	raːzaːʃok
járások	jaːraːʃok
őrül	øːryl
bányák	baːɲaːk
pentium	pɛntijum
terc	tɛrt͡s
néven	neːvɛn
nyara	ɲɒrɒ
vakondja	vɒkoɲɟɒ
pránajáma	praːnɒjaːmɒ
acetonom	ɒt͡sɛtonom
legjobbak	lɛɡjobːɒk
délelőtti	deːlɛløːtːi
fedtek	fɛtːɛk
könyvek	køɲvɛk
részeink	reːsɛjiŋk
alkáról	ɒlkaːroːl
szűrök	syːrøk
helyzetet	hɛjzɛtɛt
vályú	vaːju
herékhez	hɛreːkhɛz
hasnyálmirigyek	hɒʃɲaːlmiriɟɛk
alapjuk	ɒlɒpjuk
fenn	fɛnː
huszonkilencedik	husoŋkilɛnt͡sɛdik
irtsanak	irt͡ʃɒnɒk
innia	inːijɒ
számítógép	saːmiːtoːɡeːp
versenyek	vɛrʃɛɲɛk
dávid	daːvid
olyat	ojɒt
barit	bɒrit
adlak	ɒdlɒk
ujjhegyek	ujɦɛɟɛk
nyula	ɲulɒ
vitát	vitaːt
fotózások	fotoːzaːʃok
razziák	rɒzːijaːk
ruhákat	ruɦaːkɒt
telefonkártya	tɛlɛfoŋkaːrcɒ
dajkáktól	dɒjkaːktoːl
fürdőszobákban	fyrdøːsobaːɡbɒn
kerté	kɛrteː
egymásig	ɛɟmaːʃiɡ
királynők	kiraːjnøːk
invertálható	iɱvɛrtaːlɦɒtoː
amelyeken	ɒmɛjɛkɛn
ennyibe	ɛɲːibɛ
szörp	sørp
szánalmak	saːnɒlmɒk
bajnokságban	bɒjnokʃaːɡbɒn
sajátokon	ʃɒjaːtokon
vihara	viɦɒrɒ
biztosítja	bistoʃiːcːɒ
pénzben	peːnzbɛn
folyón	fojoːn
koponyám	kopoɲaːm
állnánk	aːlnaːŋk
mindenfajta	mindɛɱfɒjtɒ
mindenkit	mindɛŋkit
fed	fɛd
sírni	ʃiːrni
ütemekben	ytɛmɛɡbɛn
dokumentumot	dokumɛntumot
festés	fɛʃteːʃ
dobd	dobd
eredetibb	ɛrɛdɛtibː
időzít	idøːziːt
őfele	øːfɛlɛ
szerettél	sɛrɛtːeːl
őszies	øːsijɛʃ
rovására	rovaːʃaːrɒ
legalázatosabb	lɛɡɒlaːzɒtoʃɒbː
nyerge	ɲɛrɡɛ
fáradhatatlanabb	faːrɒthɒtɒtlɒnɒbː
színpad	siːmpɒd
megfullad	mɛkfulːɒd
medvéje	mɛdveːjɛ
kumisz	kumis
virtuózok	virtuoːzok
olajosabb	olɒjoʃɒbː
dúskeblű	duːʃkɛblyː
célzok	t͡seːlzok
vízcsap	viːst͡ʃɒp
rengések	rɛŋɡeːʃɛk
illető	ilːɛtøː
petty	pɛcː
orsolya	orʃojɒ
hanyadik	hɒɲɒdik
köreid	kørɛjid
emeleti	ɛmɛlɛti
megtestesülés	mɛktɛʃtɛʃyleːʃ
magyarság	mɒɟɒrʃaːɡ
vesszük	vɛsːyk
alanyesete	ɒlɒɲɛʃɛtɛ
itatja	itɒcːɒ
lövés	løveːʃ
távmunka	taːvmuŋkɒ
kérdésért	keːrdeːʃeːrt
tartózkodik	tɒrtoːskodik
érzékenyebb	eːrzeːkɛɲɛbː
elektronágyú	ɛlɛktronaːɟu
allergiák	ɒlːɛrɡijaːk
nyomasztóbb	ɲomɒstoːbː
ügyön	yɟøn
kering	kɛriŋɡ
ászf	aːɛsɛf
éta	eːtɒ
eltolások	ɛltolaːʃok
fűzhet	fyːshɛt
jósol	joːʃol
parfüméria	pɒrfymeːrijɒ
névadások	neːvɒdaːʃok
papirusz	pɒpirus
sarát	ʃɒraːt
álarcosok	aːlɒrt͡soʃok
tiszt	tist
igazgat	iɡɒzɡɒt
identifikáció	idɛntifikaːt͡sijoː
címére	t͡siːmeːrɛ
festői	fɛʃtøːji
sírj	ʃiːrʝ
építését	eːpiːteːʃeːt
hamutartó	hɒmutɒrtoː
zoknira	zoknirɒ
zsúp	ʒuːp
nonstop	nonʃtop
rágósabb	raːɡoːʃɒbː
gonoszságok	ɡonoʃːaːɡok
szennycímlap	sɛɲt͡siːmlɒp
ásott	aːʃotː
pizzéria	pid͡zːeːrijɒ
kerékpáralkatrészek	kɛreːkpaːrɒlkɒtreːsɛk
átkozott	aːtkozotː
betonok	bɛtonok
harcosabb	hɒrt͡soʃɒbː
szigetelő	siɡɛtɛløː
labor	lɒbor
vatikán	vɒtikaːn
című	t͡siːmyː
fejlett	fɛjlɛtː
bábok	baːbok
bűvészmutatvány	byːveːsmutɒtvaːɲ
rugalmas	ruɡɒlmɒʃ
realitás	rɛɒlitaːʃ
álcák	aːlt͡saːk
bizonytalanabb	bizoɲtɒlɒnɒbː
véglegesít	veːɡlɛɡɛʃiːt
ajánlatkérő	ɒjaːnlɒtkeːrøː
megoldással	mɛɡoldaːʃːɒl
lávalámpáik	laːvɒlaːmpaːjik
tájékoztatásokat	taːjeːkostɒtaːʃokɒt
szurikáta	surikaːtɒ
madártani	mɒdaːrtɒni
százkettő	saːskɛtːøː
segítettem	ʃɛɡiːtɛtːɛm
szabványos	sɒbvaːɲoʃ
nyírhat	ɲiːrɦɒt
licence	lit͡sɛnt͡sɛ
féken	feːkɛn
elvonszol	ɛlvonsol
tiszafa	tisɒfɒ
kvantum	kvɒntum
zárnunk	zaːrnuŋk
gyűjtök	ɟyːjtøk
kéty	keːc
óvatos	oːvɒtoʃ
focipálya	fot͡sipaːjɒ
keménytojás	kɛmeːɲtojaːʃ
kapitulál	kɒpitulaːl
legkeserűbb	lɛkːɛʃɛryːbː
senkim	ʃɛŋkim
gyarmatosít	ɟɒrmɒtoʃiːt
fönícia	føniːt͡sijɒ
parmezán	pɒrmɛzaːn
agyi	ɒɟi
lettből	lɛdbøːl
tömlő	tømløː
benéz	bɛneːz
kánság	kaːnʃaːɡ
foxtrottozik	fokstrotːozik
kaukázus	kɒukaːzuʃ
herékig	hɛreːkiɡ
vertek	vɛrtɛk
aljai	ɒjːɒji
kiadása	kijɒdaːʃɒ
hajkeféink	hɒjkɛfeːjiŋk
rizspehely	riʃpɛhɛj
dokumentumfilmje	dokumɛntuɱfilmjɛ
keletkezik	kɛlɛtkɛzik
importál	importaːl
szólamok	soːlɒmok
hétfőnként	heːtføːŋkeːnt
állig	aːlːiɡ
félsík	feːlʃiːk
zsenijeink	ʒɛnijɛjiŋk
látszunk	laːt͡sːuŋk
üdvözlő	ydvøzløː
megfizet	mɛkfizɛt
reflektor	rɛflɛktor
tudott	tudotː
oklevelet	oklɛvɛlɛt
ág	aːɡ
mehet	mɛhɛt
nedves	nɛdvɛʃ
janicsárok	jɒnit͡ʃaːrok
okoztam	okostɒm
időszerűtlenség	idøːsɛryːtlɛnʃeːɡ
haikut	hɒjikut
alattomosabb	ɒlɒtːomoʃɒbː
fába	faːbɒ
felirataink	fɛlirɒtɒjiŋk
uszony	usoɲ
zselatin	ʒɛlɒtin
üss	yʃː
voltokról	voltokroːl
babát	bɒbaːt
begyepesedett	bɛɟɛpɛʃɛdɛtː
csontosabb	t͡ʃontoʃɒbː
amerika	ɒmɛrikɒ
sarkán	ʃɒrkaːn
környezetét	kørɲɛzɛteːt
fórumról	foːrumroːl
magyalok	mɒɟɒlok
türelmes	tyrɛlmɛʃ
torda	tordɒ
véletlenül	veːlɛtlɛnyl
elfogadta	ɛlfoɡɒtːɒ
hazaibb	hɒzɒjibː
lenn	lɛnː
némiképp	neːmikeːpː
eget	ɛɡɛt
bérnek	beːrnɛk
sekélyebb	ʃɛkeːjɛbː
nevezés	nɛvɛzeːʃ
betűket	bɛtyːkɛt
zoknikat	zoknikɒt
keretén	kɛrɛteːn
cégekre	t͡seːɡɛkrɛ
bárgyúságok	baːrɟuːʃaːɡok
zűrzavarok	zyːrzɒvɒrok
túlbecsül	tuːlbɛt͡ʃyl
lakosú	lɒkoʃuː
diszkrimináció	diskriminaːt͡sijoː
kicsik	kit͡ʃik
pasas	pɒʃɒʃ
legügyetlenebb	lɛɡyɟɛtlɛnɛbː
kilencvenhét	kilɛnt͡svɛnɦeːt
vezetését	vɛzɛteːʃeːt
akiké	ɒkikeː
kocsedó	kot͡ʃɛdoː
blogger	bloɡːɛr
emlékei	ɛmleːkɛji
aratások	ɒrɒtaːʃok
fokozatos	fokozɒtoʃ
nézték	neːsteːk
tizenegy	tizɛnɛɟː
fénysorompó	feːɲʃorompoː
vadtyúk	vɒcːuːk
palota	pɒlotɒ
öregedik	ørɛɡɛdik
hangok	hɒŋɡok
álnevek	aːlnɛvɛk
sommal	ʃomːɒl
kerozin	kɛrozin
programnak	proɡrɒmnɒk
rögzíteni	røɡziːtɛni
pedagógusok	pɛdɒɡoːɡuʃok
pechhé	pɛxːeː
akármelyik	ɒkaːrmɛjik
időnél	idøːneːl
szárma	saːrmɒ
oklevelek	oklɛvɛlɛk
szervert	sɛrvɛrt
fotogram	fotoɡrɒmː
unna	unːɒ
végeredmény	veːɡɛrɛdmeːɲ
egyetemleges	ɛɟɛtɛmlɛɡɛʃ
téttől	teːtːøːl
mérték	meːrteːk
tévék	teːveːk
pályán	paːjaːn
revideál	rɛvidɛaːl
fogalmaik	foɡɒlmɒjik
hozni	hozni
méter	meːtɛr
idézet	ideːzɛt
levetkőzik	lɛvɛtkøːzik
vascső	vɒʃt͡ʃøː
hunor	hunor
mentségedül	mɛnt͡ʃeːɡɛdyl
alakokhoz	ɒlɒkokhoz
íreik	iːrɛjik
miktől	miktøːl
foglalkoztatottak	foɡlɒlkostɒtotːɒk
xerox	ksɛroks
csináltok	t͡ʃinaːltok
fegyveres	fɛɟvɛrɛʃ
alkui	ɒlkuji
fagyhat	fɒchɒt
állcsont	aːlt͡ʃont
bukni	bukni
bocsátja	bot͡ʃaːcːɒ
elsőn	ɛlʃøːn
családfákból	t͡ʃɒlaːtfaːɡboːl
énhelyettem	eːnɦɛjɛtːɛm
műkorcsolyázás	myːkort͡ʃojaːzaːʃ
alig	ɒliɡ
gömbök	ɡømbøk
hazaiak	hɒzɒjijɒk
nyilatkozatot	ɲilɒtkozɒtot
szeressed	sɛrɛʃːɛd
rejlő	rɛjløː
melyért	mɛjeːrt
szinódus	sinoːduʃ
helyzetének	hɛjzɛteːnɛk
szabadúszók	sɒbɒduːsoːk
olajfa	olɒjfɒ
vérzőbb	veːrzøːbː
koros	koroʃ
poron	poron
mini	mini
hruscsov	hruʃt͡ʃov
legbunkóbb	lɛɡbuŋkoːbː
pirulájuk	pirulaːjuk
találmányaid	tɒlaːlmaːɲɒjid
balzsamecetek	bɒlʒɒmɛt͡sɛtɛk
ajándéktárgy	ɒjaːndeːktaːrɟ
kiépítése	kijeːpiːteːʃɛ
semmelweis	sɛmːɛlvɛjs
százas	saːzɒʃ
támogatja	taːmoɡɒcːɒ
állvány	aːlvaːɲ
szívizom	siːvizom
kialakulását	kijɒlɒkulaːʃaːt
babba	bɒbːɒ
szűrünk	syːryŋk
hipnózisok	hipnoːziʃok
interlingva	intɛrliŋɡvɒ
hallak	hɒlːɒk
legfincsibb	lɛkfint͡ʃibː
agyalapi	ɒɟɒlɒpi
eshet	ɛʃhɛt
témáknak	teːmaːknɒk
újratemetés	uːjrɒtɛmɛteːʃ
képzetes	keːbzɛtɛʃ
amputálás	ɒmputaːlaːʃ
tűzijáték	tyːzijaːteːk
védőoltás	veːdøːoltaːʃ
feladatát	fɛlɒdɒtaːt
krónika	kroːnikɒ
szoboszlai	soboslɒji
ablakon	ɒblɒkon
vé	veː
ektoplazmák	ɛktoplɒzmaːk
vonták	vontaːk
virtuálisan	virtuaːliʃɒn
indukció	indukt͡sijoː
kagylóhéjak	kɒɟloːɦeːjɒk
aligátorok	ɒliɡaːtorok
vakondokok	vɒkondokok
répán	reːpaːn
bőkezű	bøːkɛzyː
finomhangolás	finomɦɒŋɡolaːʃ
paprikás	pɒprikaːʃ
elixír	ɛliksiːr
azért	ɒzeːrt
dajkákra	dɒjkaːkrɒ
kar	kɒr
mindenekké	mindɛnɛkːeː
szadista	sɒdiʃtɒ
mostátok	moʃtaːtok
függően	fyɡːøːɛn
finnország	finːorsaːɡ
negyvenedik	nɛɟvɛnɛdik
szórt	soːrt
teremként	tɛrɛmkeːnt
dobni	dobni
lapkiadó	lɒpkijɒdoː
legmegalázóbb	lɛɡmɛɡɒlaːzoːbː
vállalkozik	vaːlːɒlkozik
negyvenötödik	nɛɟvɛnøtødik
tudd	tudː
rabot	rɒbot
csavarokat	t͡ʃɒvɒrokɒt
szegénynegyed	sɛɡeːɲnɛɟɛd
klisé	kliʃeː
lekésik	lɛkeːʃik
éretted	eːrɛtːɛd
lóvá	loːvaː
továbbad	tovaːbːɒd
farkaséhes	fɒrkɒʃeːɦɛʃ
árakkal	aːrɒkːɒl
ügyviteli	yɟvitɛli
elege	ɛlɛɡɛ
ügyeid	yɟɛjid
tefeletted	tɛfɛlɛtːɛd
legrövidítettebb	lɛɡrøvidiːtɛtːɛbː
résznek	reːsnɛk
építmény	eːpiːtmeːɲ
franciául	frɒnt͡sijaːul
követelményekre	køvɛtɛlmeːɲɛkrɛ
egészeknél	ɛɡeːsɛkneːl
elérte	ɛleːrtɛ
felújít	fɛluːjiːt
alkára	ɒlkaːrɒ
járni	jaːrni
létrehozása	leːtrɛɦozaːʃɒ
templomba	tɛmplombɒ
viaszotok	vijɒsotok
krajcár	krɒjt͡saːr
diófái	dijoːfaːji
táplálkozás	taːplaːlkozaːʃ
viselők	viʃɛløːk
megyeként	mɛɟɛkeːnt
léptek	leːptɛk
producer	produt͡sɛr
derült	dɛrylt
túszt	tuːst
akciótervek	ɒkt͡sijoːtɛrvɛk
hajlítóizmok	hɒjliːtoːjizmok
zala	zɒlɒ
legnyilvánosabban	lɛɡɲilvaːnoʃɒbːɒn
vírus	viːruʃ
hentes	hɛntɛʃ
zsoltár	ʒoltaːr
rakhat	rɒkhɒt
savas	ʃɒvɒʃ
hűség	hyːʃeːɡ
meseszép	mɛʃɛseːp
megszentségteleníthetetlenségeskedés	mɛksɛnt͡ʃeːktɛlɛniːthɛtɛtlɛnʃeːɡɛʃkɛdeːʃ
marslakók	mɒrʃlɒkoːk
vidra	vidrɒ
nappali	nɒpːɒli
nekem	nɛkɛm
bírálhat	biːraːlɦɒt
töltények	tølteːɲɛk
benin	bɛnin
csapóajtók	t͡ʃɒpoːɒjtoːk
feladatokra	fɛlɒdɒtokrɒ
kémek	keːmɛk
singcsontok	ʃiŋkt͡ʃontok
fednie	fɛdnijɛ
sejt	ʃɛjt
fényképezel	feːɲkeːpɛzɛl
simán	ʃimaːn
kohó	koɦoː
fiataloknak	fijɒtɒloknɒk
dicsérte	dit͡ʃeːrtɛ
kanóc	kɒnoːt͡s
hága	haːɡɒ
másolatokon	maːʃolɒtokon
hitelkártyát	hitɛlkaːrcaːt
emberetekre	ɛmbɛrɛtɛkrɛ
huszonkettő	husoŋkɛtːøː
hátizsák	haːtiʒaːk
ajándékboltoknak	ɒjaːndeːɡboltoknɒk
szívtelenebb	siːftɛlɛnɛbː
művelhetőbb	myːvɛlɦɛtøːbː
kalandos	kɒlɒndoʃ
legőszibb	lɛɡøːsibː
egyenetlenség	ɛɟɛnɛtlɛnʃeːɡ
őrültebben	øːryltɛbːɛn
nicaraguai	nikɒrɒɡuɒji
sebtapasz	ʃɛptɒpɒs
határozó	hɒtaːrozoː
nagyszerűbb	nɒcsɛryːbː
tenyereken	tɛɲɛrɛkɛn
vagyontalan	vɒɟontɒlɒn
zsúpok	ʒuːpok
napos	nɒpoʃ
ajándékod	ɒjaːndeːkod
bikátok	bikaːtok
megvédeni	mɛɡveːdɛni
kiscsibe	kiʃt͡ʃibɛ
énfelettem	eːɱfɛlɛtːɛm
sorsoknál	ʃorʃoknaːl
akadályok	ɒkɒdaːjok
észrevételek	eːsrɛveːtɛlɛk
méh	meː
magánhasználat	mɒɡaːnɦɒsnaːlɒt
válogat	vaːloɡɒt
csatában	t͡ʃɒtaːbɒn
anyagilag	ɒɲɒɡilɒɡ
írok	iːrok
veszélyben	vɛseːjbɛn
negyvenhét	nɛɟvɛnɦeːt
aknászok	ɒknaːsok
tengermély	tɛŋɡɛrmeːj
