აღმოუფხვრელი	ɑɣmɔupʰxvrɛli
დეიდა	dɛidɑ
ბეჟითად	bɛʒitʰɑd
კავკასიით	kʼɑvkʼɑsiitʰ
ვინმე	vinmɛ
ცბიერი	t͡sbiɛri
შემაცბუნებლად	ʃɛmɑt͡sbunɛblɑd
ალაფი	ɑlɑpʰi
არომატულობა	ɑrɔmɑtʼulɔbɑ
აბშილავა	ɑbʃilɑvɑ
თავბრუდამხვევად	tʰɑvbrudɑmxvɛvɑd
მწერი	mt͡sʼɛri
ხლეჩს	xlɛt͡ʃs
ინჩი	int͡ʃi
ქეთრინი	kʰɛtʰrini
შუღლი	ʃuɣli
სლოვენია	slɔvɛniɑ
ულმობლად	ulmɔblɑd
მთარგმნელი	mtʰɑrɡmnɛli
მიველ	mivɛl
ჩახუჭუჭებული	t͡ʃɑxut͡ʃʼut͡ʃʼɛbuli
ქვითინით	kʰvitʰinitʰ
დაიმტკიცოს	dɑimtʼkʼit͡sɔs
ზამბარაკიანი	zɑmbɑrɑkʼiɑni
დოკი	dɔkʼi
სტატისტიკური	stʼɑtʼistʼikʼuri
გოგრა	ɡɔɡrɑ
რომბოიდი	rɔmbɔidi
პრესპაპიე	pʼrɛspʼɑpʼiɛ
ხელისუფლებამ	xɛlisupʰlɛbɑm
აფარებს	ɑpʰɑrɛbs
უსაქმურობა	usɑkʰmurɔbɑ
მაგნიუმი	mɑɡniumi
სოფელს	sɔpʰɛls
ვეებერთელა	vɛɛbɛrtʰɛlɑ
ტილიანი	tʼiliɑni
პროლოგი	pʼrɔlɔɡi
ანბანი	ɑnbɑni
კომერციული	kʼɔmɛrt͡siuli
პორტრეტისტი	pʼɔrtʼrɛtʼistʼi
აპრიორი	ɑpʼriɔri
საიმედოობა	sɑimɛdɔɔbɑ
მინისტრულად	ministʼrulɑd
წიფელი	t͡sʼipʰɛli
რედაქტორი	rɛdɑkʰtʼɔri
კეტი	kʼɛtʼi
პორტუგალიამ	pʼɔrtʼuɡɑliɑm
ორაზროვნად	ɔrɑzrɔvnɑd
ლოთობა	lɔtʰɔbɑ
რომანტიზმი	rɔmɑntʼizmi
კულტურით	kʼultʼuritʰ
ფეხმრუდი	pʰɛxmrudi
სამყარო	sɑmqʼɑrɔ
ჩიჩახვი	t͡ʃit͡ʃɑxvi
უძლურება	ud͡zlurɛbɑ
ეკონომია	ɛkʼɔnɔmiɑ
თრომბი	tʰrɔmbi
თესალონიკი	tʰɛsɑlɔnikʼi
პანთეონი	pʼɑntʰɛɔni
დეპონენტი	dɛpʼɔnɛntʼi
ფაქტობრივად	pʰɑkʰtʼɔbrivɑd
მუყაითად	muqʼɑitʰɑd
ყნოსავს	qʼnɔsɑvs
ძიძა	d͡zid͡zɑ
ნიჟარი	niʒɑri
ჰომილეტიკა	hɔmilɛtʼikʼɑ
პიცა	pʼit͡sɑ
კავშირმა	kʼɑvʃirmɑ
ფუტლარი	pʰutʼlɑri
ტიფლისი	tʼipʰlisi
კიბო	kʼibɔ
სოფისტიკა	sɔpʰistʼikʼɑ
დასაშვებად	dɑsɑʃvɛbɑd
გრინვიჩი	ɡrinvit͡ʃi
ინსტრუქტაჟი	instʼrukʰtʼɑʒi
ფარმაკოლოგიურად	pʰɑrmɑkʼɔlɔɡiurɑd
ლაყე	lɑqʼɛ
უგრძნობად	uɡrd͡znɔbɑd
ლოიალურად	lɔiɑlurɑd
თამაშობს	tʰɑmɑʃɔbs
ტროტუარი	tʼrɔtʼuɑri
რობერტ	rɔbɛrtʼ
პარამეტრი	pʼɑrɑmɛtʼri
არგუსი	ɑrɡusi
სათათბირო	sɑtʰɑtʰbirɔ
კონსტანტინე	kʼɔnstʼɑntʼinɛ
თემატური	tʰɛmɑtʼuri
მშრალი	mʃrɑli
ცენზორი	t͡sɛnzɔri
სურო	surɔ
მჭირდება	mt͡ʃʼirdɛbɑ
კომუტატორი	kʼɔmutʼɑtʼɔri
ზერელობა	zɛrɛlɔbɑ
ნათელი	nɑtʰɛli
ფისტონი	pʰistʼɔni
ქერცლი	kʰɛrt͡sli
არხი	ɑrxi
იდიოტური	idiɔtʼuri
პოლემიკური	pʼɔlɛmikʼuri
მელოდიური	mɛlɔdiuri
საჯაროობა	sɑd͡ʒɑrɔɔbɑ
ჩინური	t͡ʃinuri
დინამიკური	dinɑmikʼuri
გამოსახავს	ɡɑmɔsɑxɑvs
გულთბილი	ɡultʰbili
მეთხუთმეტე	mɛtʰxutʰmɛtʼɛ
კონსიერჟი	kʼɔnsiɛrʒi
არაპირდაპირად	ɑrɑpʼirdɑpʼirɑd
მოსთხოვს	mɔstʰxɔvs
სარკაზმი	sɑrkʼɑzmi
სუნი	suni
გრანიტი	ɡrɑnitʼi
შთამბეჭდაობა	ʃtʰɑmbɛt͡ʃʼdɑɔbɑ
ულმობელი	ulmɔbɛli
ინდოეთმა	indɔɛtʰmɑ
აფერისტი	ɑpʰɛristʼi
ხბო	xbɔ
აბსურდული	ɑbsurduli
თამაში	tʰɑmɑʃi
სუბსტრატი	substʼrɑtʼi
არასაკმაო	ɑrɑsɑkʼmɑɔ
ლახვარი	lɑxvɑri
რიტმიკა	ritʼmikʼɑ
ლატვია	lɑtʼviɑ
დიარეა	diɑrɛɑ
პალეონტოლოგი	pʼɑlɛɔntʼɔlɔɡi
ყბა	qʼbɑ
ვარდანიძე	vɑrdɑnid͡zɛ
ხანგრძლივი	xɑnɡrd͡zlivi
კრინოლინი	kʼrinɔlini
ორიენტალისტი	ɔriɛntʼɑlistʼi
ლიბრეტისტი	librɛtʼistʼi
დროშა	drɔʃɑ
ავტონომია	ɑvtʼɔnɔmiɑ
დირექტივა	dirɛkʰtʼivɑ
ავტოკრატია	ɑvtʼɔkʼrɑtʼiɑ
უმჭიდროესი	umt͡ʃʼidrɔɛsi
ჭლექი	t͡ʃʼlɛkʰi
ტყუილი	tʼqʼuili
თანამდებობა	tʰɑnɑmdɛbɔbɑ
ტონი	tʼɔni
გეიშა	ɡɛiʃɑ
ქა	kʰɑ
ტიმი	tʼimi
ტუჩებით	tʼut͡ʃɛbitʰ
ჩრდილი	t͡ʃrdili
ამერიკა	ɑmɛrikʼɑ
რუსეთით	rusɛtʰitʰ
კერტი	kʼɛrtʼi
ეკლესიით	ɛkʼlɛsiitʰ
ქვეყნის	kʰvɛqʼnis
საკმარისი	sɑkʼmɑrisi
კანონი	kʼɑnɔni
გენაცვალე	ɡɛnɑt͡svɑlɛ
მოსაწყენად	mɔsɑt͡sʼqʼɛnɑd
კონტრაპუნქტი	kʼɔntʼrɑpʼunkʰtʼi
გალონი	ɡɑlɔni
ყალიბი	qʼɑlibi
სექციას	sɛkʰt͡siɑs
კანადელი	kʼɑnɑdɛli
რეგენტი	rɛɡɛntʼi
კოროზია	kʼɔrɔziɑ
როკი	rɔkʼi
ხილი	xili
სამოცდათერთმეტი	sɑmɔt͡sdɑtʰɛrtʰmɛtʼi
მომავალი	mɔmɑvɑli
ხარბი	xɑrbi
უგულობა	uɡulɔbɑ
მოუსვენრობა	mɔusvɛnrɔbɑ
პოლიგამია	pʼɔliɡɑmiɑ
აფრიკა	ɑpʰrikʼɑ
დამბაჩა	dɑmbɑt͡ʃɑ
ქონა	kʰɔnɑ
სატრფო	sɑtʼrpʰɔ
სოუსი	sɔusi
ინფორმაცია	inpʰɔrmɑt͡siɑ
გაბიაბრუება	ɡɑbiɑbruɛbɑ
შენი	ʃɛni
ბიზანტიით	bizɑntʼiitʰ
იშიმბაი	iʃimbɑi
ალექსანდრია	ɑlɛkʰsɑndriɑ
ასანთი	ɑsɑntʰi
ზომვა	zɔmvɑ
საჭურველი	sɑt͡ʃʼurvɛli
პირქუშად	pʼirkʰuʃɑd
პანკრეასი	pʼɑnkʼrɛɑsi
განახლება	ɡɑnɑxlɛbɑ
ნაკლებად	nɑkʼlɛbɑd
შლაგბაუმი	ʃlɑɡbɑumi
ქვეკომისია	kʰvɛkʼɔmisiɑ
ბაზალტი	bɑzɑltʼi
სწავლა	st͡sʼɑvlɑ
შესივებული	ʃɛsivɛbuli
წინდახედული	t͡sʼindɑxɛduli
ლიფტი	lipʰtʼi
ჩხუბი	t͡ʃxubi
დასავლეთი	dɑsɑvlɛtʰi
ბეგონია	bɛɡɔniɑ
სათლი	sɑtʰli
ჩანაწერი	t͡ʃɑnɑt͡sʼɛri
რევიზორი	rɛvizɔri
დეკორატიული	dɛkʼɔrɑtʼiuli
მდედრობითი	mdɛdrɔbitʰi
სიგანე	siɡɑnɛ
სტარტი	stʼɑrtʼi
აფიქსი	ɑpʰikʰsi
დომინიკა	dɔminikʼɑ
როგორღაც	rɔɡɔrɣɑt͡s
ოქრომ	ɔkʰrɔm
სამოცდახუთი	sɑmɔt͡sdɑxutʰi
სახიფათოდ	sɑxipʰɑtʰɔd
აკვირვებს	ɑkʼvirvɛbs
არამედ	ɑrɑmɛd
აუხსნელი	ɑuxsnɛli
გემოვნებიანი	ɡɛmɔvnɛbiɑni
ხელით	xɛlitʰ
სერიოზული	sɛriɔzuli
არაქისი	ɑrɑkʰisi
უკავშიროდ	ukʼɑvʃirɔd
პედანტურად	pʼɛdɑntʼurɑd
იგებს	iɡɛbs
ეკოლოგი	ɛkʼɔlɔɡi
ქანდარა	kʰɑndɑrɑ
მტკივნეულობა	mtʼkʼivnɛulɔbɑ
სამარილე	sɑmɑrilɛ
უფლისწული	upʰlist͡sʼuli
დაამზადებს	dɑɑmzɑdɛbs
მრავალი	mrɑvɑli
მოწინავე	mɔt͡sʼinɑvɛ
ქოთანი	kʰɔtʰɑni
სენეგალი	sɛnɛɡɑli
დავლევ	dɑvlɛv
აღდგენა	ɑɣdɡɛnɑ
მბრძანებელი	mbrd͡zɑnɛbɛli
დამრიგებლურად	dɑmriɡɛblurɑd
წვრილფეხა	t͡sʼvrilpʰɛxɑ
ვენეციური	vɛnɛt͡siuri
სიკვდილმა	sikʼvdilmɑ
დედამიწამ	dɛdɑmit͡sʼɑm
კაქტუსი	kʼɑkʰtʼusi
უახლოესად	uɑxlɔɛsɑd
ევროპად	ɛvrɔpʼɑd
თავშეუკავებლად	tʰɑvʃɛukʼɑvɛblɑd
უზუსტობა	uzustʼɔbɑ
საჭურისი	sɑt͡ʃʼurisi
მოსახლეობას	mɔsɑxlɛɔbɑs
გმანავს	ɡmɑnɑvs
მუხათი	muxɑtʰi
თითი	tʰitʰi
მიქსტურა	mikʰstʼurɑ
საფარველი	sɑpʰɑrvɛli
ტაძრის	tʼɑd͡zris
საქორწინო	sɑkʰɔrt͡sʼinɔ
რადიოლოკაცია	rɑdiɔlɔkʼɑt͡siɑ
არაფრის	ɑrɑpʰris
უფართოესი	upʰɑrtʰɔɛsi
დისლოკაცია	dislɔkʼɑt͡siɑ
გათიშავს	ɡɑtʰiʃɑvs
ჩაკვეტაძე	t͡ʃɑkʼvɛtʼɑd͡zɛ
ამწარებს	ɑmt͡sʼɑrɛbs
ეპიგრამული	ɛpʼiɡrɑmuli
პრეისტორია	pʼrɛistʼɔriɑ
სერიოზულად	sɛriɔzulɑd
ბიუსტჰალტერი	biustʼhɑltʼɛri
იერიში	iɛriʃi
ყირმიზი	qʼirmizi
გუაში	ɡuɑʃi
ბლოკადა	blɔkʼɑdɑ
უფორმო	upʰɔrmɔ
გვერდის	ɡvɛrdis
რქოვანი	rkʰɔvɑni
ჭრა	t͡ʃʼrɑ
ჩაზნექილი	t͡ʃɑznɛkʰili
ადათი	ɑdɑtʰi
მრევლი	mrɛvli
შაშხანა	ʃɑʃxɑnɑ
პედიატრი	pʼɛdiɑtʼri
ავიატორი	ɑviɑtʼɔri
ოლივერი	ɔlivɛri
ფლეგმატურად	pʰlɛɡmɑtʼurɑd
უყოყმანოდ	uqʼɔqʼmɑnɔd
უხერხემლო	uxɛrxɛmlɔ
პრაღა	pʼrɑɣɑ
ოზურგეთი	ɔzurɡɛtʰi
სახალხო	sɑxɑlxɔ
ეხუტება	ɛxutʼɛbɑ
სირენა	sirɛnɑ
ეთიოპიელი	ɛtʰiɔpʼiɛli
დისკუსია	diskʼusiɑ
პროტოკოლი	pʼrɔtʼɔkʼɔli
ღია	ɣiɑ
რეპრესია	rɛpʼrɛsiɑ
მომჟავო	mɔmʒɑvɔ
ყაირათიანი	qʼɑirɑtʰiɑni
დარიჩინი	dɑrit͡ʃini
მადნეული	mɑdnɛuli
ტექნოლოგია	tʼɛkʰnɔlɔɡiɑ
დიქტატორულად	dikʰtʼɑtʼɔrulɑd
კუბური	kʼuburi
გისოსი	ɡisɔsi
ბლუ	blu
აღელვებულად	ɑɣɛlvɛbulɑd
ფრინველი	pʰrinvɛli
ინდოეთით	indɔɛtʰitʰ
ზაზუნი	zɑzuni
ინდიუმი	indiumi
ბმულად	bmulɑd
არქიტექტურა	ɑrkʰitʼɛkʰtʼurɑ
ფენოლი	pʰɛnɔli
სტილისტურად	stʼilistʼurɑd
ტალახი	tʼɑlɑxi
დილეტანტი	dilɛtʼɑntʼi
შეკრული	ʃɛkʼruli
რეგისტრაცია	rɛɡistʼrɑt͡siɑ
ჰანტელი	hɑntʼɛli
ქრობა	kʰrɔbɑ
ზალაყინი	zɑlɑqʼini
კანაფი	kʼɑnɑpʰi
სიყვარულით	siqʼvɑrulitʰ
კანონიზაცია	kʼɑnɔnizɑt͡siɑ
ინდოეთად	indɔɛtʰɑd
კანდიდატურა	kʼɑndidɑtʼurɑ
მექანიკოსი	mɛkʰɑnikʼɔsi
გარემო	ɡɑrɛmɔ
როკენროლი	rɔkʼɛnrɔli
მანძილი	mɑnd͡zili
დააბრუნებ	dɑɑbrunɛb
მაცხოვრებელი	mɑt͡sxɔvrɛbɛli
სუბიექტურობა	subiɛkʰtʼurɔbɑ
დოქი	dɔkʰi
მედიცინა	mɛdit͡sinɑ
პროგნოზი	pʼrɔɡnɔzi
აფუჭებს	ɑpʰut͡ʃʼɛbs
მსოფლიოდ	msɔpʰliɔd
სიტყვაძუნწი	sitʼqʼvɑd͡zunt͡sʼi
სმური	smuri
დისპანსერი	dispʼɑnsɛri
კუსი	kʼusi
დაღი	dɑɣi
მათი	mɑtʰi
ვირთევზა	virtʰɛvzɑ
სამოვარი	sɑmɔvɑri
ნიგვზიანი	niɡvziɑni
პიგმენტაცია	pʼiɡmɛntʼɑt͡siɑ
მემფისი	mɛmpʰisi
ვერონიკა	vɛrɔnikʼɑ
როფი	rɔpʰi
ქართლად	kʰɑrtʰlɑd
გლუვი	ɡluvi
პაემანმა	pʼɑɛmɑnmɑ
ტონა	tʼɔnɑ
კორპსაძრობი	kʼɔrpʼsɑd͡zrɔbi
ვიკიპედიას	vikʼipʼɛdiɑs
ზეგანაკვეთურად	zɛɡɑnɑkʼvɛtʰurɑd
პრეისტორიული	pʼrɛistʼɔriuli
ბუზი	buzi
მინორული	minɔruli
თორმეტი	tʰɔrmɛtʼi
მეგრელი	mɛɡrɛli
მოუბარი	mɔubɑri
რაიმე	rɑimɛ
რეიდი	rɛidi
ფუნიკულიორი	pʰunikʼuliɔri
მკვრივი	mkʼvrivi
ორგანიზატორი	ɔrɡɑnizɑtʼɔri
კონსისტორია	kʼɔnsistʼɔriɑ
მამონა	mɑmɔnɑ
დონალდი	dɔnɑldi
პანსიონი	pʼɑnsiɔni
თითქოს	tʰitʰkʰɔs
პენისი	pʼɛnisi
მისტერია	mistʼɛriɑ
ულამაზესი	ulɑmɑzɛsi
მიღწევა	miɣt͡sʼɛvɑ
ინფორმატორი	inpʰɔrmɑtʼɔri
კაბარე	kʼɑbɑrɛ
ყველაზე	qʼvɛlɑzɛ
ექსპანსიურად	ɛkʰspʼɑnsiurɑd
გოგოებო	ɡɔɡɔɛbɔ
ორჭოფობა	ɔrt͡ʃʼɔpʰɔbɑ
ნეილონი	nɛilɔni
ლევანტი	lɛvɑntʼi
დაჯერებული	dɑd͡ʒɛrɛbuli
იზოლაცია	izɔlɑt͡siɑ
ალიტერაციული	ɑlitʼɛrɑt͡siuli
პაჩული	pʼɑt͡ʃuli
ვოკალი	vɔkʼɑli
მუშამბა	muʃɑmbɑ
მილსადენი	milsɑdɛni
სიმკრთალე	simkʼrtʰɑlɛ
ჭიაყელა	t͡ʃʼiɑqʼɛlɑ
ჰაერი	hɑɛri
ვიცი	vit͡si
პყრობა	pʼqʼrɔbɑ
აბატი	ɑbɑtʼi
დამიჭერია	dɑmit͡ʃʼɛriɑ
სარქველი	sɑrkʰvɛli
მშიერი	mʃiɛri
ჩერგოლეიშვილი	t͡ʃɛrɡɔlɛiʃvili
წული	t͡sʼuli
გამოფენა	ɡɑmɔpʰɛnɑ
გამალებით	ɡɑmɑlɛbitʰ
აღწერს	ɑɣt͡sʼɛrs
გრანდიოზული	ɡrɑndiɔzuli
ქრის	kʰris
გაბღენძილი	ɡɑbɣɛnd͡zili
პროვინციამ	pʼrɔvint͡siɑm
ძირმაგარა	d͡zirmɑɡɑrɑ
ვაშინგტონი	vɑʃinɡtʼɔni
მუტაცია	mutʼɑt͡siɑ
მწირი	mt͡sʼiri
კეკლუცი	kʼɛkʼlut͡si
შამპუნი	ʃɑmpʼuni
იარა	iɑrɑ
საავიაციო	sɑɑviɑt͡siɔ
ღმერთქალი	ɣmɛrtʰkʰɑli
გამოცხობა	ɡɑmɔt͡sxɔbɑ
უყურადღებო	uqʼurɑdɣɛbɔ
დათმობით	dɑtʰmɔbitʰ
მან	mɑn
ტერორიზმი	tʼɛrɔrizmi
განაცხადა	ɡɑnɑt͡sxɑdɑ
ფასდაკლება	pʰɑsdɑkʼlɛbɑ
გჭირდება	ɡt͡ʃʼirdɛbɑ
კრიალა	kʼriɑlɑ
ნატიურმორტი	nɑtʼiurmɔrtʼi
სპირალი	spʼirɑli
ამერიკამ	ɑmɛrikʼɑm
ფსიქიატრიული	pʰsikʰiɑtʼriuli
ბეჯითად	bɛd͡ʒitʰɑd
ცრუდ	t͡srud
ნარდი	nɑrdi
სიიაფე	siiɑpʰɛ
რით	ritʰ
შესაფერი	ʃɛsɑpʰɛri
ჯიუტი	d͡ʒiutʼi
ფურცელი	pʰurt͡sɛli
კუბისტი	kʼubistʼi
უნივერსიტეტის	univɛrsitʼɛtʼis
პრიალით	pʼriɑlitʰ
იუტა	iutʼɑ
კახეთის	kʼɑxɛtʰis
ვიმპელი	vimpʼɛli
ხეები	xɛɛbi
მართლმადიდებლობა	mɑrtʰlmɑdidɛblɔbɑ
მეტიჩარა	mɛtʼit͡ʃɑrɑ
ვერცხლმა	vɛrt͡sxlmɑ
ფრიალოდ	pʰriɑlɔd
ბიოლოგიად	biɔlɔɡiɑd
ლალი	lɑli
დროდ	drɔd
შეუდარებლად	ʃɛudɑrɛblɑd
უტვინო	utʼvinɔ
შებოჭილი	ʃɛbɔt͡ʃʼili
უხვად	uxvɑd
ტავტოლოგიური	tʼɑvtʼɔlɔɡiuri
გულძმარვა	ɡuld͡zmɑrvɑ
სოკრატული	sɔkʼrɑtʼuli
წრიპინა	t͡sʼripʼinɑ
წავედი	t͡sʼɑvɛdi
ცოცხალი	t͡sɔt͡sxɑli
ლინი	lini
ინფილტრაცია	inpʰiltʼrɑt͡siɑ
გრდემლი	ɡrdɛmli
განწყობა	ɡɑnt͡sʼqʼɔbɑ
სფინქსი	spʰinkʰsi
სალათი	sɑlɑtʰi
გთხოვთ	ɡtʰxɔvtʰ
დასავლური	dɑsɑvluri
ეთიკური	ɛtʰikʼuri
ფიორდი	pʰiɔrdi
სამარე	sɑmɑrɛ
ლუკა	lukʼɑ
ყენება	qʼɛnɛbɑ
სერფინგი	sɛrpʰinɡi
ხიფათი	xipʰɑtʰi
ასტრა	ɑstʼrɑ
კულტურამ	kʼultʼurɑm
დიმიტრი	dimitʼri
კატალიზი	kʼɑtʼɑlizi
სამნაწილიანი	sɑmnɑt͡sʼiliɑni
ამბრაზურა	ɑmbrɑzurɑ
პასიური	pʼɑsiuri
ვახშამი	vɑxʃɑmi
ღორული	ɣɔruli
წარუმატებლად	t͡sʼɑrumɑtʼɛblɑd
ცილინდრული	t͡silindruli
მარაგი	mɑrɑɡi
დოღი	dɔɣi
ჭრიალი	t͡ʃʼriɑli
ბარიკადა	bɑrikʼɑdɑ
ახსნილი	ɑxsnili
სამოცდათოთხმეტი	sɑmɔt͡sdɑtʰɔtʰxmɛtʼi
უკმაყოფილო	ukʼmɑqʼɔpʰilɔ
იერარქია	iɛrɑrkʰiɑ
ზურგი	zurɡi
უეცრობა	uɛt͡srɔbɑ
ეგრე	ɛɡrɛ
აწეული	ɑt͡sʼɛuli
ბიწიერი	bit͡sʼiɛri
ნეიტრონი	nɛitʼrɔni
კოცნა	kʼɔt͡snɑ
ხვედრა	xvɛdrɑ
პრელუდია	pʼrɛludiɑ
ან	ɑn
წაბლი	t͡sʼɑbli
