خطابت	xətˈaːbət
تنویرحسین	tˌənʋirˌəhəsˈiːn
موتی	mˈoːti
چھریوں	cʰˈʌriˌõː
پاگئے	paːɡˈaeː
بیڑیاں	bˈeːr.jãː
متنوع	mˌʊtanˈaʋeː
کومضبوط	kˌoːməzbˈoːt
کرپشن	karˈapʃan
بلوم	bəlˈoːm
انصاری	ˌanʂˈaːri
برابرکے	bərˈaːbərkeː
سینٹرل	sˈeːnʈərˌəl
ماردی	mˈaːrdi
نینس	nˈeːns
ارادے	ɪrˈaːdeː
مٹر	mˈʌʈər
جولین	ɟoːlˈiːn
انوکی	anˈoːki
اورہمیں	oːrˈʌhmẽː
خریدتے	xərˈiːdtˌeː
دشمن	dʊʃmˈan
شکوے	ʃˈɪkʋeː
پرضلعی	pˌərəzlˈai
میڈیاکے	mˈeːɖjaːkˌeː
برانچ	bərˈaːnc
اورعلماء	oːrˈaːlmˌaː
سوات	soːˈaːt
معیوب	mˌaːeːˈoːb
رجسٹر	rˌɪɟɪsʈˈar
رند	rˈʌnd
لنکاکے	lˌənkˈaːkeː
ناروے	nˈaːrʋeː
العربیہ	alˌarbˈiːa
کورٹر	kˈoːrʈər
کمرشلائزیشن	kˌəmərˌəʃlˌa͡ɪzeːʃˈan
گچھے	ɡˈʊcʰeː
دلانا	dɪlˈaːnaː
کاشکار	kˌaːʃɪkˈaːr
طلاقوں	təlˈaːqõː
فتاری	fətˈaːri
ہیز	hˈeːz
معالجہ	mˈaːləɟa
پاکستا	pˈaːkəstaː
پیا	pjˈaː
ورق	ʋˈʌrəq
کابائیکاٹ	kˌaːbaːikˈaːʈ
چنائو	cənˈaːoː
زبھی	zˈʌbʰi
سٹائن	sʈˈa͡ɪn
چاہتاہے	cˈaːhtaːhˌeː
جملہ	ɟˈʊmla
کاعزم	kˈaːɪzˌəm
بائیسویں	baːˈiːsʋẽː
امکا	ˈamkˌaː
روالپنڈی	rˌaʋaːləpˈʌnɖi
بروقت	bˈarʋaqt
بوند	bˈuːnd
ذخیروں	zəxˈiːrõː
ہےجو	hˈeːɟoː
ایورڈ	eːˈoːrɖ
کپواڑہ	kəpʋˈaːr.ˌa
تبدل	tabˈadːʊl
گھیراؤ	ɡʰeːrˈaːoː
رچی	rˈʌci
کیاوہ	kjaːˈoːa
جلاس	ɟəlˈaːs
رکرنے	rˈʌkərneː
آررحمان	ˌaːrərˌəhəmˈaːn
بنایاہے	bˌənaːjˈaːheː
حشیش	həʃˈiːʃ
کمٹہ	kˈʌməʈa
نیوالی	neːʋˈaːli
ٹھہرانا	ʈʰɛhrˈaːnaː
بھگ	bʰˈʌɡ
مطابقت	mˌʊtaːbɪqˈat
اخوند	axˈoːnd
مناظر	mənˈaːʐɪr
کنڑا	kˈʌnr.ˌaː
دیتاہے	deːtˈaːheː
ایمو	ˈeːmoː
عاشور	aːʃˈoːr
دوگروپوں	dˌoːɡrˈoːpõː
لیٹر	lˈeːʈər
حلہ	hˈʌlˌa
شالہ	ʃˈaːlˌa
وزراءکی	ʋˌʊzarˈaːki
ترقیاں	tərˈʌqjãː
اسکرپٹ	ˈasəkˌərəpˌəʈ
روبوٹس	roːbˈoːʈs
آفیسرطاہرہ	ˌaːfisˌərtˈaːhəra
جمہور	ɟˌəmhˈuːr
پٹنم	pˈʌʈənˌəm
آراے	aːrˈaːeː
پایہ	pˈaːja
ہرایک	hˌəraːjˈak
جھولے	ɟʰˈoːleː
ظفری	ʐˈʌfrˌiː
پراسس	pərˈaːsəs
نقاط	nəqˈaːt
بتاتی	bətˈaːti
جیزکی	ɟˈeːzkˌiː
کمبخت	kəmbˈʌxt
فراریوں	fərˈaːriˌõː
ابل	ʊbˈal
اثناء	ˈasnˌaː
یڈ	jˈʌɖ
جگت	ɟˈʌɡət
پیکار	peːkˈaːr
ریشے	rˈeːʃeː
میلو	mˈeːloː
رگیں	rˈʌɡẽː
وہرہ	ʋˈʌhəra
شیشہ	ʃˈiːʃa
ویلفیر	ʋˌeːlfˈiːr
دلائل	dəlˈa͡ɪl
چسپی	cˈʌspˌiː
جاوٴ	ɟˈiːmˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
ابدی	ˈabdˌiː
ٹیبلٹ	ʈˈeːblɪʈ
چاہئے	cˈaːheː
آبادسمیت	ˌaːbaːdˌəsəmiˈat
پذیر	pəzˈiːr
قبر	qˈabr
ہٹا	hˈʌʈaː
دوخواتین	dˈoːxʋaːtˌiːn
فرسٹ	fˈarsʈ
کیلس	kˈeːləs
لبارڈ	ləbˈaːrɖ
ہوشی	hˈoːʃi
ایلیٹ	eːlˈiːʈ
ڈرا	ɖˈʌraː
ضلع	zˈɪla
لوٹنا	lˈoːʈnˌaː
سکائی	səkˈaːi
انسٹیوٹ	ˌɪnsʈeːˈoːʈ
سینئیر	sˌeːnˈiːr
آپ	ˌaːp
کلائنٹس	kˌəla͡ɪnˈʌʈs
وانسانیت	ʋˈaːnsaːniˌat
قانوندان	qˈaːnuːndˌaːn
عدل	ˈadəl
مصرو	mˈʌʂrˌoː
اولمپئنز	oːlˈʌmpənˌəz
حاجت	hˈaːɟət
کارڈیک	kˈaːrɖik
اوچ	ˈoːc
اٹھاؤنگا	ˌaʈʰaːˈoːnɡˌaː
ایڈھاک	eːɖʰˈaːk
اچھالنے	ʊcʰˈaːlneː
کرواسکتے	kərʋˈaːsəkteː
بڑھتا	bˈar.htaː
تقی	tˈʌqi
بندوقوں	bəndˈuːqõː
ووشو	ʋˈoːʃoː
پیشیوں	pˈeːʃiˌõː
اضافی	ɪzˈaːfi
بوٹ	bˈuːʈ
کینو	kˈiːnuː
کہو	kˈʌhoː
نماوٴں	nˈuːnmˈiːmˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
اورمحنت	ˈoːrəmˌəhənˌət
وہاب	ʋəhˈaːb
بڑھاؤ	bˈar.haːˌoː
بکنے	bˈʌknˌeː
شخصی	ʃˈaxʂi
فائرنگسانحہ	fˌa͡ɪrənˌəɡsˈaːnəhˌəa
دھوکہ	dʰˈoːkˌa
گنے	ɡˈʌneː
شاعر	ʃaːˈaːɪr
روپڑی	rˈoːpr.ˌiː
میرک	mˈeːrək
اسٹیک	ɪsʈˈiːk
گوٹھکراچی	ɡˌoːʈʰəkrˈaːci
مہاجر	məhˈaːɟɪr
بجھوایا	bˈʊɟhʋaːjˌaː
مہران	mˈɛhraːn
وصی	ʋˈʌʂi
کوٹری	kˈoːʈrˌiː
مونا	mˈoːnaː
تل	tˈʌl
اورزرعی	ˌoːrəzrˈai
ممد	mˈʊmɪd
نوشہروفیروز	nˌoːʃhrˌoːfirˈoːz
بلوے	bˈʌlʋeː
رائیڈ	raːˈiːɖ
فیوچر	feːˈoːcər
ظل	ʐˈʌl
چناب	cənˈaːb
اورملحقہ	ˌoːrmˈʊlhˌɪqa
رستم	rʊstˈam
دیگررہنماؤں	dˌeːɡərˌərəhˌənmaːˈoːn
اکھاڑنا	ʊkʰˈaːr.naː
ٹریسا	ʈrˈeːsaː
منصوبو	mˌənʂˈuːboː
قبیلوں	qəbˈiːlõː
شہداد	ʃˈɛhdaːd
پائیداری	pˌaːidˈaːri
شکرپڑیاں	ʃˌəkərəpˈʌr.jãː
ویڈیوبنا	ʋˌeːɖeːˈoːbnˌaː
یاسین	jaːsˈiːn
کہ	ke
فضلے	fˈʌzlˌeː
سکڑ	sʊkˈar.
ٹیکہ	ʈˈiːka
ابھر	ʊbhˈar
رخ	rˈʊx
رامی	rˈaːmi
فتحیاب	fˌəthjˈaːb
لوئیس	loːˈiːs
شہرت	ʃʊhrˈat
تنوع	tanˈaʋo
سائیکل	saːˈiːkəl
زعماء	zˈɔmaː
لودھراں	lˈoːdʰrˌãː
بھیر	bʰˈeːr
پسنی	pˈʌsnˌiː
عہدیدار	ˌɔhdeːdˈaːr
سےکالا	seːkˈaːlaː
رہنماقادر	rˈɛhnəmˌaːqaːdˌɪr
دھا	dʰˈaː
چوہدری	cˈoːhədri
کنڈیکٹر	kənɖˈeːkʈər
نیشاملک	neːʃˈaːməlˌək
آداب	aːdˈaːb
اورانسداد	oːrˈaːnsədˌaːd
ڈالرکی	ɖˈaːlərki
حساب	hɪsˈaːb
نمبرز	nəmbˈʌrz
بنگش	bˈʌnəɡˌəʃ
شاہکار	ʃˈaːhkaːr
فضاؤں	fˌəzaːˈoːn
عملدرآمد	amˈaldarˌaːmad
ثقافت	səqˈaːfət
شخصیت	ʃˈaxʂiˌat
چلر	cˈʌlər
کونسلرز	kˈoːnsəlˌərz
تعصبات	tˌaːʂəbˈaːt
بہادری	bahˈaːdʊrˌiː
اعترافی	ˈeːtɪrˌaːfi
اروڑہ	arˈoːr.ˌa
آبپارہ	ˌaːbpˈaːrˌa
بھاوٴ	bˈeːdɔcˈaʃmihˌeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
بروکلین	bˌəroːklˈiːn
ٹوک	ʈˈoːk
لابنگ	lˈaːbənɡ
اشخاص	ˌaʃxˈaːʂ
بلکہ	bˌalkˈeːh
تالپور	tˌaːlpˈoːr
مارجن	mˈaːrəɟˌən
سنگم	sˈʌnəɡˌəm
بدقسمت	bˈadqɪsmˌat
اج	ˈaɟ
سعودیوں	saːˈoːdiˌõː
کوتوڑنے	koːtˈoːr.nˌeː
عذرداری	ʊzrdˈaːri
اداکررہے	adˈaːkərˌərhˌeː
ریئل	reːˈɪl
رتو	rˈʌtoː
بدیانت	bədjˈaːnət
اسود	ˈasʋad
پاپا	pˈaːpaː
کوہ	kˈoːh
شہرہ	ʃˈɛhrəˌa
صدف	ʂˈʌdəf
راہو	rˈaːhoː
تینوں	tinˈoːn
الفلاح	alfəlˈaːh
ابرآلود	ˌabraːlˈoːd
موغادیشو	mˌoːɣaːdˈiːʃoː
ملتوی	mˌʊltˈaʋi
چھائے	cʰˈaːeː
اسفندیارولی	ˌasəfndjaːrˈoːli
باﺅلر	baːˈoːlər
اطلاعاتی	ˌatlaːˈaːti
اسے	ˌɪseː
پرنسپال	pˌərənsəpˈaːl
لوہے	lˈoːheː
بوٹی	bˈuːʈi
زیریں	zˈeːrĩː
نائب	nˈa͡ɪb
پاکستانی	pˌaːkɪstˈaːni
قاعدے	qˈaːjdeː
سوائن	saʋˈa͡ɪn
سامنہ	sˈaːməna
پریشانیوں	pˌəriʃˈaːniˌõː
برانچز	bərˈaːncəz
ترلے	tˈʌrlˌeː
فنڈزکے	fˈʌnɖəzkeː
سافٹ	sˈaːfəʈ
اوہ	ˈoːa
ومقاصد	ʋˌəmqˈaːʂɪd
اور	ɔr
اپنائیت	ˌapnˌaːiˈat
جوملک	ɟˈoːməlˌək
ہداری	hədˈaːri
ہرنائی	hˌərnˈaːi
پنی	pˈʌni
منصوب	mˌənʂˈuːb
ویگاس	ʋeːɡˈaːs
حکومتیں	hˌʊkuːmˈatẽː
گلکرسٹ	ɡˈʊlkərɪsʈ
صوبے	ʂˈuːbeː
ینے	jˈʌneː
پرملائیشیا	pˌərəmlaːˈiːʃjaː
سلہری	səlˈʌhri
فرمانبردار	fˌərmˈaːnbərdˌaːr
لوٹنے	lˈoːʈnˌeː
پلئیر	pˌəlˈiːr
چھوڑدیا	cʰˌoːr.dˈiːaː
الال	alˈaːl
کامعاہدہ	kaːmˈaːhədˌa
کاپنجاب	kˌaːpnɟˈaːb
اڑائی	ar.ˈaːi
حلوہ	həlˈoːa
فرنچ	fərˈʌnc
مسکانزئی	mʊskˈaːnzəˌiː
چکانا	cˈʊkaːnˌaː
پرنہ	pˈʌrəna
تنظیم	tˌənʐˈiːm
اردوغان	ˈardoːɣˌaːn
قسط	qˈɪst
پلیٹوں	pleːʈˈoːn
حصو	hˈʌʂoː
کووزیراعظم	kˌaʋoːzirˈaːɪʐˌəm
طلبگار	tˌələbɡˈaːr
لاک	lˈaːk
عتاب	ɪtˈaːb
جات	ɟˈaːt
طا	tˈaː
تھکتی	tʰˈʌktˌiː
نہر	nˈɛhɛr
کامونکی	kaːmˈoːnkˌiː
ٹمپریچر	ʈˌəmpərˈiːcər
منائینگے	mˌənaːˈiːnɡˌeː
جماعۃ	ɟˌəmaːˈaːt
راجرز	raːɟˈʌrz
سریندر	sərˈiːndər
کشکول	kˈaʃkoːl
فضلی	fˈʌzlˌiː
میڈیکس	meːɖˈiːkəs
منگلہ	mˈʌnəɡˌəlˌa
نوشکی	nˈoːʃkˌiː
اسکارٹ	ˌaskˈaːrʈ
لکھائی	lˈɪkʰaːˌiː
ویڈیوزسعودی	ʋˌeːɖeːˌoːzsaːˈoːdi
مایوسیوں	mˈaːjuːsˌiõː
میکے	mˈeːkeː
احتجاجی	ˈeːhteːɟˌaːɟi
چھال	cʰˈaːl
کوہستان	kˌoːhɪstˈaːn
سربراہوں	sˈarbarˌaːhõː
صاحبزادہ	ʂˌaːhɪbzˈaːda
آبے	ˈaːbeː
سٹاف	sʈˈaːf
گیسٹرو	ɡˈeːsʈərˌoː
قزلباش	qˌəzəlbˈaːʃ
ترسیلات	tˌərsˌiːlˈaːt
ڈاکٹرو	ɖˈaːkʈarˌoː
حرج	hˈʌrəɟ
مانیکا	maːnˈiːkaː
ڈیموکریٹس	ɖˌeːmoːkrˈiːʈs
باڑے	bˈaːr.eː
فارمولہ	fˌaːrmˈoːlˌa
خریدیں	xərˈiːdẽː
چیلسی	cˈeːlsˌiː
تزکیہ	tˌəzkˈiːa
ایرینا	eːrˈiːnaː
وائٹل	ʋˈa͡ɪʈəl
دوہزاردس	doːhzˈaːrdəs
ازبکستان	ˌazəbˌəkɪstˈaːn
پنٹاگون	pˌənʈaːɡˈoːn
میل	mˈeːl
پوپ	pˈoːp
ممانی	məmˈaːni
پردے	pˈʌrdeː
ختیار	xətjˈaːr
اوپن	ˈoːpən
مجموعے	mˌaɟmˈuːeː
رائٹس	rˈa͡ɪʈs
بہاو	bəhˈaːoː
پارٹنر	pˈaːrʈənˌər
زہریلا	zˈɛhrilˌaː
سرورز	sərˈoːrz
کلاشنکوف	kˌəlaːʃˌɪnkˈoːf
احکا	ˈɛhkaː
لاروف	laːrˈoːf
ٹوکیو	ʈoːkˈeːoː
اقلیتوں	ˌaqaliˈatõː
بمطابق	bˌəmtˈaːbəq
محمدکے	mˈʌhəmˌədkˌeː
دیرینہ	deːrˈiːnˌa
رشدی	rˈʊʃdi
باغی	bˈaːɣi
راگ	rˈaːɡ
سریے	sˈʌrjeː
اہلیان	ˈahljaːn
جاسکیں	ɟaːsˈakẽː
خطبات	xˌətəbˈaːt
مخصو	mˈʌxʂˌoː
بہت	bˈahʊt
جاگری	ɟˈaːɡrˌiː
وجوہات	ʋˈʊɟuːhˌaːt
ہمالیہ	hˌəmaːlˈiːa
سیداں	sˈeːdãː
کمیٹیکراچی	kˌəmiʈˌiːkrˈaːci
سعادت	sˈaːdat
معید	maˈiːd
نیٹر	nˈeːʈər
ہونیکی	hoːnˈiːki
سمری	sˈʌmrˌiː
ڈپلومیسی	ɖˌəploːmˈiːsi
نگو	nˈʌɡoː
سموسہ	səmˈoːsˌa
الزبتھ	alzˈʌbətʰ
ریلوں	rˈeːlõː
شرک	ʃˈʌrək
پسماندگی	pˌəsmˈaːndəɡˌiː
اشوک	aʃˈoːk
ترسیل	tˌərsˈiːl
دائرکر	dˈa͡ɪrəkˌər
سامیہ	saːmˈiːa
موج	mˈoːɟ
ٹارچر	ʈˈaːrcər
میٹربارش	mˌeːʈərbˈaːrəʃ
حاکمیت	hˌaːkəmiˈat
رین	rˈeːn
خوداعتمادی	xˈʊdaːˌaːtmˌaːdi
سنبھالیں	sənbʰˈaːlẽː
تمھارا	tʊmhˈaːraː
بہاولپور	bˌəhaːʋˌəlpˈoːr
مسلموں	mˈʊslˌɪmõː
اورمنظم	ˈoːrəmˌənəʐˌəm
انگیز	anɡˈeːz
سنی	sˈʊni
حملہکویت	hˌəməlhkoːiˈat
دانا	dˈaːnaː
شعراجدید	ʃˈɔraːɟdid
سٹہ	sˈʌʈˌa
شاہدخان	ʃˌaːhədxˈaːn
ابتدا	ˈɪbtˌɪdaː
الجبار	alɟəbˈaːr
طعن	tˈaːn
مادروطن	mˌaːdrˈoːtən
مکانی	məkˈaːni
وعریض	ʋaːrˈiːz
لرز	lˈʌrəz
آبر	ˈaːbər
کھی	kʰˈiː
ٹرکس	ʈˈʌrəkˌəs
ہیلتھ	hˈɛltʰ
پوانٹس	paʋˈaːnʈs
ستھرا	sˈʌtʰrˌaː
الائیڈ	ˌalaːˈiːɖ
سینئر	sˌiːniˈar
رمادی	rəmˈaːdi
گملے	ɡˈʌmlˌeː
لوگ	lˈoːɡ
تعجب	tˈaːɟəb
فرح	fˌərˈah
نیازی	njˈaːzi
آشوب	aːʃˈoːb
بیراجوں	beːrˈaːɟõː
تسی	tˈʌsi
یاکوئی	jaːkˈoːi
سور	sˈoːr
وصوبائی	ʋəʂˈuːbaːˌiː
جرمانے	ɟʊrmˈaːneː
برکی	bˈʌrkˌiː
ٹریثرری	ʈrˈeːsərri
تاریخی	taːrˈiːxi
سپو	sˈʌpoː
ٹوبہ	ʈˈoːbˌa
افسرعطا	ˌafsˈaraːtˌaː
منال	mənˈaːl
امیدوارراجا	ʊmˈiːdʋaːrraːɟˌaː
ڈھیرئی	ɖʰˈeːrˌiː
نریش	nərˈiːʃ
مارکیٹس	mˌaːrkˈiːʈs
پبلکن	pˈʌbəlˌəkən
کیگریڈ	kˌeːɡrˈiːɖ
ماڈیول	mˌaːɖeːˈoːl
ہنجرا	hˈʌnɟərˌaː
درمیاں	dərˈʌmjãː
دیھ	dˈeːhh
بندرگاہیں	bˌəndərɡˈaːhẽː
جھانکنا	ɟʰˈaːnəknaː
کوطبی	kˈoːtbˌiː
انھیں	ˌʊnhˌeːn
افی	ˈafi
گرادیا	ɡˌəraːdˈiːaː
وڈپٹی	ʋˈʌɖəpʈi
سنگباری	sˌənəɡbˈaːri
نواز	nˈaʋaːz
اداکرنا	adˈaːkərnaː
دھشت	dʰˈʌʃt
بعدمظفر	bˈaːdəmˌəʐəfˌər
فیکٹری	fˈeːkʈərˌiː
شازیہ	ʃaːzˈiːa
دھماکےجمرود	dʰˌəmaːkˌeːɟəmrˈoːd
سپیرئیر	sˌəpirˈiːr
چنددنوں	cˈʌndədnõː
متعلقین	mˌʊtaːlqˈiːn
ث	sˈeː
استصواب	ɪstˈaʂʋaːb
ایمبولینسوں	ˌeːmboːlˈiːnsõː
نڈ	nˈʌɖ
غیرمتوقع	ɣˌeːrəmtˈoːqeː
سرنڈر	sərˈʌnɖər
کاجذبہ	kˈaːɟəzˌəbˌa
جامن	ɟˈaːmɪn
بیس	bˈeːs
شاپ	ʃˈaːp
زیرک	zˈeːrək
سٹرائیکس	sˌəʈraːˈiːkəs
پایاجاتا	pˌaːjaːɟˈaːtaː
اسلامیات	ˌɪslˈaːmiˌaːt
بیٹیاں	bˈeːʈjãː
صفت	ʂɪfˈat
ٹریبونل	ʈreːbˈoːnəl
اورجمہوریت	ˌoːrəɟˌəmhˌoːriˈat
غزالہ	ɣəzˈaːlˌa
ویجیٹیبل	ʋˌeːɟiʈˈiːbəl
ناگوری	naːɡˈoːri
تمہ	tˈʊmh
زت	zˈʌt
پراستوار	pˌəraːstʋˈaːr
انشورنش	ˌanʃˈoːrənˌəʃ
اورمثبت	ˈoːrəmˌəsəbˌət
عاید	aːˈiːd
قیا	qˈajaː
مرنے	mˈʌrnˌeː
بیہودہ	beːhˈoːda
قلابازی	qˌəlaːbˈaːzi
کرتب	kˈartab
امتیا	amˈʌtjaː
پرحکومتی	pˌərhˌʊkuːmˈati
جانیں	ɟˈaːnẽː
سیلا	sˈeːlaː
اپو	ˈapoː
بطریق	bˌətrˈiːq
ٹربیونلز	ʈˌərbeːˈoːnəlˌəz
ایکسائزآفس	ˌeːksa͡ɪzˈaːfəs
ویلرزکوزندگیوں	ʋˌeːlərˌəzkoːzˈʌndəɡˌiõː
متنفر	mʊtˈanəfˌər
ایرک	ˈeːrək
پہنچانی	pahˈʊncaːnˌiː
دھواں	dʰˈuːãː
وزرائے	ʋˌʊzarˈaːeː
گے	ɡeː
بھاگا	bʰˈaːɡaː
صالحہ	ʂˈaːləhˌəa
وتبدیلی	ʋˌətəbdˈiːli
منسٹرز	mənsʈˈʌrz
کنڑول	kˌənr.ˈoːl
جونک	ɟˈoːnək
مذاحمت	məzˈaːhəmˌət
آرائی	aːrˈaːi
ڈھگمگا	ɖʰˈʌɡəmɡaː
محلہ	mˈʌhəla
شکایات	ʃˌəkaːiˈaːt
بھاری	bʰˈaːri
افیسرز	ˌafisˈʌrz
پشاوری	pəʃˈaːʋrˌiː
ریلہ	rˈeːlˌa
بیکریوں	bˈeːkrˌiõː
اولین	ˈaʋʋalˌiːn
ایکسائیز	ˌeːksaːˈiːz
خریدو	xərˈiːdoː
پرتنقید	pˌərətˌənqˈiːd
چکرال	cˌəkrˈaːl
لیو	lˈeːoː
تحاشا	təhˈaːʃaː
طعنہ	tˈaːnˌa
شبر	ʃˈʌbər
بیوروز	bˌeːoːrˈoːz
رامے	rˈaːmeː
گونگی	ɡˈuːnɡi
میٹر	miʈˈar
کاسمیٹک	kˌaːsmˈiːʈək
دنیاوی	dʊnˈiːaːʋˌiː
جابرانہ	ɟˌaːbrˈaːnˌa
صکوک	ʂəkˈoːk
پیرکوہ	pˌeːrkˈoːa
اورپی	ˈoːrpˌiː
ساجدی	sˈaːɟdˌiː
ہائیڈرل	haːˈiːɖərˌəl
بیرنگ	bˈeːrənɡ
ایکٹو	ˈeːkʈˌoː
بینکاری	bˌeːnkˈaːri
فلیکس	flˈeːkəs
ہیوسٹن	heːˈoːsʈən
بنگالیوں	bˌənɡˈaːliˌõː
انڈونیشین	ˈanɖoːnˌiːʃin
سڑی	sˈʌr.i
دومختلف	doːmˈʌxtəlˌəf
کوہدایت	kˈoːhdaːjˌat
قیامت	qˈajaːmˌət
مسافر	mʊsˈaːfɪr
حملہصحافیوں	hˌəməlˌəhəʂhˈaːfiˌõː
عقوبت	aqˈoːbət
رنجش	rˈʌnɟəʃ
معلومات	mˈaːluːmaːt
رمیز	rəmˈiːz
بولتے	bˈoːltˌeː
سواروں	saʋˈaːrõː
گروانڈ	ɡərʋˈaːnɖ
گینز	ɡˈeːnəz
انفورسمنٹ	ˌanfˈoːrəsˌəmənʈ
زمین	zəmˈiːn
اسراراللہ	ˌasraːrˈaːləla
خاطر	xˈaːtɪr
ل	lˈaːm
بلنگ	bˈʌlənɡ
بجھانے	bˈʊɟhaːnˌeː
مداخلت	mˌʊdaːxɪlˈat
ہفتوں	hˈʌftˌõː
ساتھیوں	sˈaːtʰiˌõː
پرآزاد	pˌəraːzˈaːd
جھگڑوں	ɟʰˈʌɡr.ˌõː
اسٹیون	ˌɪsʈeːˈoːn
سندہ	sˈʌnda
ومساجد	ʋˌəmsˈaːɟɪd
نوشتہ	naʋˈɪʃta
گواسکر	ɡaʋˈaːsəkˌər
اجتماع	ˌɪɟtɪmˈaː
لیک	lˈeːk
محمودکی	mɛhmˈuːdkˌiː
اورموبائل	ˌoːrmoːbˈa͡ɪl
دوروزمیں	doːrˈoːzmˌẽː
انوائسنگ	ˈanʋa͡ɪsˌɪnɡ
نعیم	naˈiːm
لیسکوچیف	lˌeːskoːcˈiːf
مزہ	mˈʌzˌa
بعدازاں	bˈaːdaːzˌãː
الامین	alamˈiːn
خاتمہ	xˈaːtəma
گرڈ	ɡˈʌrɖ
دھنائی	dʰənˈaːi
سنگاکارا	sˌənɡaːkˈaːraː
روبار	roːbˈaːr
پلیجو	pəlˈiːɟoː
کلورائیڈ	kˌəloːraːˈiːɖ
کردینی	kərdˈiːni
میمورا	meːmˈoːraː
شیدی	ʃˈeːdi
ہلٹن	hˈʌləʈˌən
ایشیز	eːʃˈiːz
مٹ	mˈɪʈ
اطلاعات	ɪtlˈaːt
واصل	ʋˈaːʂɪl
کھولتا	kʰˈoːltˌaː
کارنگ	kˈaːrənɡ
کیاگیاہے	kjˈaːɡjaːhˌeː
فلاسفی	fəlˈaːsfˌiː
رنجیدہ	rənɟˈiːda
ولسن	ʋˈʌləsˌən
کہناتھا	kɛhnˈaːtʰaː
راجناتھ	rˌaːɟnˈaːtʰ
جنرلز	ɟˈʌnərˌələz
ٹکر	ʈˈʌkər
آسا	ˈaːsaː
انکارکر	ɪnkˈaːrəkˌər
اوردوسرا	ˈoːrdoːsraː
سمیڈا	səmˈiːɖaː
رینڈم	rˈeːnɖəm
نلوٹھہ	nəlˈoːʈʰˌa
نعت	nˈaːt
اسٹارز	ɪsʈˈaːrz
واداکارہ	ʋˌaːdaːkˈaːrˌa
ببو	bˈʌboː
الارم	alˈarəm
ہلکی	hˈʌlkˌiː
سوکھ	sˈoːkʰ
وظیفے	ʋəʐˈiːfeː
چیمبرز	cˈeːmbərz
شار	ʃˈaːr
کوکین	koːkˈiːn
خاتمی	xˈaːtmˌiː
سگنل	sˈʌɡənˌəl
اخترکی	ˈaxtərki
چھڑوانے	cʰər.ʋˈaːneː
غوثیہ	ɣoːsˈiːa
حید	hˈeːd
حمان	həmˈaːn
شکئی	ʃˈʌkˌiː
ٹیمیں	ʈˈiːmẽː
سیدمراد	sˌeːdəmrˈaːd
پنا	pˈʌnaː
سرگرمیوں	sˌarɡˈarmiˌõː
باہم	bˈaːhəm
ضیائی	zjˈaːi
درپیش	dˈarpeːʃ
مسکراتا	mˈʊskˌʊraːtˌaː
جارحیت	ɟˌaːrɪhiˈat
وزیروں	ʋəzˈiːrõː
راہنماؤں	rˌaːhənmaːˈoːn
اورجوانوں	ˌoːrɟʋˈaːnõː
لہراتا	lˈɛhraːtˌaː
سرگنگا	sˈʌrəɡˌənɡˌaː
تذلیل	tˌəzlˈiːl
کار	kˈaːr
اورحکمران	ˌoːrhˌʊkmarˈaːn
رمنا	rˈʌmnˌaː
بدنداں	bədˈʌndãː
شیٹس	ʃˈeːʈs
آخر	ˈaːxɪr
صوفیا	ʂˈoːfjaː
منڈیاں	mˈʌnɖjãː
درخت	dərˈʌxt
یخنی	jˈʌxnˌiː
عروہ	arˈoːa
سماجت	səmˈaːɟət
سمگلر	sˈʌməɡˌələr
بھیجنی	bʰˈeːɟnˌiː
وائر	ʋˈa͡ɪr
اسٹیم	ɪsʈˈiːm
شیڈو	ʃˈeːɖoː
پیک	pˈeːk
کرانہیں	kərˈaːnhˌẽː
سینس	sˈeːns
کااعادہ	kˌaːaːˈaːda
ایج	ˈeːɟ
سرقہ	sˈʌrəqa
عبدالرزاق	ˌabdˌaːlərzˈaːq
شرافی	ʃərˈaːfi
اقامتی	aqˈaːmtˌiː
ق	qˈaːf
طلاقیں	təlˈaːqẽː
افریقا	ˌafrˈiːqaː
باغبانوں	bˌaːɣbˈaːnõː
اوریونس	ˌoːreːˈoːns
الاوقات	alˌoːqˈaːt
عبادت	ɪbˈaːdat
واقعات	ʋˌaːqeːˈaːt
تھن	tʰˈʌn
والٹر	ʋˈaːləʈˌər
ہم	ham
مروا	mˈʌrʋaː
ایمرٹ	eːmˈʌrʈ
اطالوی	atˈaːlʋi
چمپین	cəmpˈiːn
دیربالا	dˌeːrbˈaːlaː
وقار	ʋəqˈaːr
پہیچ	pəhˈiːc
سکھ	sˈʌkʰ
کڑواہٹ	kər.ʋˈaːhəʈ
عمار	ɪmˈaːr
بندھ	bˈʌndʰ
انہو	ˈanhˌoː
انجینئرنگ	ˌɪnɟinɪˈarɪnɡ
بڑھادیا	bˌar.haːdˈiːaː
وجودمیں	ʋəɟˈoːdmˌẽː
بہاوٴ	bˈeːhˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
ہشتم	hˈʌʃtəm
کامتحمل	kˈaːmətˌəhəmˌəl
