Əbüləsvar	æbylæsvˈar
birləşmiş	birlæʃmˈiʃ
trapesiya	trapˈesia
sayılırmış	sajɯɫɯrmˈɯʃ
Tırtıllar	tɯrtɯɫɫˈar
təzyiqindən	tæzjiɡindˈæn
səkkiz	sæçcˈiz
Lütor	lytˈor
çevriləcək	t͡ʃevrilæd͡ʒˈæç
sevgisi	sevɟisˈi
yarımkeçirici	jaɾɯmcet͡ʃiɾid͡ʒˈi
pərlər	pærlˈær
yerləşim	jerlæʃˈim
surətlərini	suɾætlæɾinˈi
Sündü	syndˈy
Qarpız	ɡarpˈɯz
toxunmadan	toxunmadˈan
inşası	inʃasˈɯ
şumercə	ʃumˈerd͡ʒæ
toplamaqla	topɫamaɡɫˈa
əyləşdiyi	æjlæʃdijˈi
strategiyalar	strateɟijaɫˈar
Rəngin	rænɟˈin
döyüşünü	dœjyʃynˈy
Holli	hoɫlˈi
Qafqaza	ɡafɡazˈa
evlilikləri	evliliçlæɾˈi
toxuması	toxumasˈɯ
Qələndər	ɡælændˈær
Helen	helˈen
Malpigi	maɫpiɟˈi
ermənilərə	ermænilˈæɾæ
çatdı	t͡ʃatdˈɯ
müəyyənləşdirilən	myæjjænlæʃdiɾilˈæn
Major	maʒˈor
mövcuddurlar	mœvd͡ʒuddurɫˈar
albedosu	aɫbedosˈu
Saad	saˈad
Əmircanda	æmird͡ʒandˈa
arxivdə	arxˈivdæ
Mora	moɾˈa
teli	telˈi
Manixeizm	manixeˈizm
Yuriy	juɾˈij
Simpson	simpsˈon
Məktəbindən	mæçtæbindˈæn
Şəhərətrafı	ʃæhæɾætrafˈɯ
yaşana	jaʃanˈa
qarşılaşmada	ɡarʃɯɫaʃmadˈa
tozlanma	tozɫanmˈa
pullar	puɫɫˈar
qəsdin	ɡæsdˈin
görürük	ɟœɾyɾˈyç
şikarı	ʃicaɾˈɯ
Çobanın	t͡ʃobanˈɯn
təfsilatı	tæfsiɫatˈɯ
irəliləmə	iɾælilˈæmæ
şəkillidir	ʃæcillidˈir
cildin	d͡ʒildˈin
tüklərinin	tyçlæɾinˈin
Daxildən	daxildˈæn
yemə	jˈemæ
Şəkillər	ʃæcillˈær
Kadr	cˈadər
asudə	asˈudæ
Təkinski	tæcinscˈi
hesablamalarına	hesabɫamaɫaɾɯnˈa
ardında	ardɯndˈa
nümayişlər	nymajiʃlˈær
qazından	ɡazɯndˈan
zooparkı	zooparcˈɯ
Tarim	taɾˈim
Analoji	anaɫoʒˈi
sifətin	sifætˈin
qorxunun	ɡorxunˈun
Şaxtasız	ʃaxtasˈɯz
zülmət	zylmˈæt
böyüyə	bœjˈyjæ
partiyada	partijadˈa
tezisin	tezisˈin
tanrı	tanrˈɯ
Baba	babˈa
mahallarından	mahaɫɫaɾɯndˈan
qaçırılması	ɡat͡ʃɯɾɯɫmasˈɯ
akvarel	açvaɾˈel
dəqiq	dæɡˈix
bütpərəstlər	bytpæɾæstlˈær
tutmadı	tutmadˈɯ
sehrbazlar	sehrbazɫˈar
əfsanəyə	æfsanˈæjæ
ağlabatandır	aːɫabatandˈɯr
ədəbiyyatımızın	ædæbijjatɯmɯzˈɯn
MySpace	mjspad͡ʒˈe
çatarsa	t͡ʃatarsˈa
döyüşçülərini	dœjyʃt͡ʃylæɾinˈi
ədədli	ædædlˈi
barabana	baɾabanˈa
mediasında	mediasɯndˈa
pektin	peçtˈin
barışmaq	baɾɯʃmˈax
qurultayların	ɡuɾuɫtajɫaɾˈɯn
inkişafında	inciʃafɯndˈa
qohumları	ɡohumɫaɾˈɯ
məruzələr	mæɾuzælˈær
mexanizmlərdən	mexanizmlærdˈæn
şəmsi	ʃæmsˈi
başlamasında	baʃɫamasɯndˈa
soxularaq	soxuɫaɾˈax
paketlərin	pacetlæɾˈin
sıralarında	sɯɾaɫaɾɯndˈa
Yazıq	jazˈɯx
toxunduğu	toxundˈuː
verilməsindən	veɾilmæsindˈæn
qurulmuşdur	ɡuɾuɫmuʃdˈur
sonrası	sonrasˈɯ
Həll	hˈæll
Əlcəzairdə	æld͡ʒæzˈa͡ɪrdæ
gizlədilən	ɟizlædilˈæn
yazılma	jazɯɫmˈa
geyilir	ɟejilˈir
səhnələşdirilmiş	sæhnælæʃdiɾilmˈiʃ
yuxu	juxˈu
Tərtərçay	tærtært͡ʃˈaj
perspektivlərini	perspeçtivlæɾinˈi
oval	ovˈaɫ
seminarda	seminardˈa
Mələklərin	mælæçlæɾˈin
hallarında	haɫɫaɾɯndˈa
məkanın	mæcanˈɯn
hasilatına	hasiɫatɯnˈa
geyinirdi	ɟejinirdˈi
pəncərəsinə	pænd͡ʒæɾæsˈinæ
Ərdəbili	ærdæbilˈi
Emmanuel	emmanuˈel
həbsi	hæbsˈi
şəxslə	ʃˈæxslæ
ğörə	ɣˈœɾæ
zirzəmilər	zirzæmilˈær
Filarmoniyası	fiɫarmonijasˈɯ
Başlanğıc	baʃɫanɣˈɯd͡ʒ
Heykəltəraş	hejcæltæɾˈaʃ
Ümmət	ymmˈæt
Arazı	aɾazˈɯ
Həsrət	hæsrˈæt
ARP	ˈarp
əsasda	æsasdˈa
Xartiyası	xartijasˈɯ
Kinolent	cinolˈent
Döş	dˈœʃ
biləvasitə	bilævasˈitæ
getdim	ɟetdˈim
İtalyanı	itaɫjanˈɯ
bölgəsindən	bœlɟæsindˈæn
xətər	xætˈær
qaldırma	ɡaɫdɯrmˈa
qohum	ɡohˈum
olmasını	oɫmasɯnˈɯ
Monarxiya	monˈarxia
kerogenin	ceɾoɟenˈin
araşdırmadan	aɾaʃdɯrmadˈan
kəndinin	cændinˈin
güllələnməyə	ɟyllælænmˈæjæ
paltarların	paɫtarɫaɾˈɯn
şöbələrini	ʃœbælæɾinˈi
gülab	ɟyɫˈab
Nəcd	nˈæd͡ʒd
Oş	ˈoʃ
saniyəsində	sanijæsˈindæ
tərəfindən	tæɾæfindˈæn
təbiəti	tæbiætˈi
çiyələk	t͡ʃijælˈæç
Kimyəvi	cimjævˈi
zonalara	zonaɫaɾˈa
poemasını	poemasɯnˈɯ
Yeltsin	jeltsˈin
Abbasdan	abbasdˈan
yönə	jˈœnæ
olunanları	oɫunanɫaɾˈɯ
xatirələrə	xatiɾælˈæɾæ
mayor	majˈor
kalorili	caɫoɾilˈi
itkilər	itcilˈær
Sağdakı	saːdacˈɯ
mənimsəyir	mænimsæjˈir
sultanlığı	suɫtanɫɯɯˈɯ
fotoqrafiyada	fotoɡrafijadˈa
gözəllikdə	ɟœzællˈiçdæ
acılıq	ad͡ʒɯɫˈɯx
Vaxtı	vaxtˈɯ
Kratosun	çratosˈun
eksponatlardan	eçsponatɫardˈan
departamentdən	departamentdˈæn
Futbolçu	futboɫt͡ʃˈu
Meteorologiya	met͡seoɾoɫˈoɟia
Rumeliyə	rumelˈijæ
daban	dabˈan
rəvayətə	rævajˈætæ
yarpaq	jarpˈax
cəngavərin	d͡ʒænɟavæɾˈin
Kabildə	cabˈildæ
İBM	ˈibm
itaətsizlik	itaætsizlˈiç
ötürərək	œt͡syɾæɾˈæç
yaramır	jaɾamˈɯr
bayramının	bajramɯnˈɯn
Velaskes	veɫascˈes
Babi	babˈi
fondlarına	fondɫaɾɯnˈa
yazdıqlarını	jazdɯɡɫaɾɯnˈɯ
rok	rˈoç
dialoqlar	diaɫoɡɫˈar
oxucu	oxud͡ʒˈu
xəsarəti	xæsaɾætˈi
yaxşılardan	jaxʃɯɫardˈan
Roys	rˈojs
cavana	d͡ʒavanˈa
Toro	toɾˈo
Əbdülhüseyn	æbdylhysˈejn
dəftərxanası	dæftærxanasˈɯ
ölçməklə	œlt͡ʃmˈæçlæ
qazın	ɡazˈɯn
qohumluq	ɡohumɫˈux
Division	divisiˈon
Universitetləri	universit͡setlæɾˈi
işarələr	iʃaɾælˈær
haqqındakı	haɡɡɯndacˈɯ
Bəhlulzadə	bæhɫuɫzˈadæ
prezidentinin	prezidentinˈin
zərf	zˈærf
Görünüş	ɟœɾynˈyʃ
bilmədilər	bilmædilˈær
tunes	tunˈes
Antaliyada	antalijadˈa
iddialarını	iddiaɫaɾɯnˈɯ
Vətənində	vætænˈindæ
seyrçi	sejrt͡ʃˈi
dəstəklədiyi	dæstæçlædijˈi
dövriyyəsində	dœvrijjæsˈindæ
hazırlığı	hazɯrɫɯɯˈɯ
Kubokuna	cubocunˈa
təmsilçilərindən	tæmsilt͡ʃilæɾindˈæn
taclar	tad͡ʒɫˈar
təhsilinin	tæhsilinˈin
Engineering	enɟineeɾˈinɟ
mikron	miçrˈon
gecənin	ɟed͡ʒænˈin
əkinlər	æcinlˈær
Honkonq	honcˈonx
təhlükələrin	tæhlycælæɾˈin
çəkilişlərin	t͡ʃæciliʃlæɾˈin
Behbudov	behbudˈov
zonasında	zonasɯndˈa
mirasına	miɾasɯnˈa
irəliləyirdi	iɾælilæjirdˈi
SpaceX	spad͡ʒˈexˈe
qalxana	ɡaɫxanˈa
yerləridir	jerlæɾidˈir
əmtəələrin	æmtæælæɾˈin
Bualonun	buaɫonˈun
Mayami	majamˈi
Peyn	pˈejn
əsərdəki	æsærdæcˈi
Sevgililər	sevɟililˈær
oturma	oturmˈa
imkanlardan	imcanɫardˈan
buraxılmışdır	buɾaxɯɫmɯʃdˈɯr
sikli	siçlˈi
Öztürk	œztˈyrç
Solon	soɫˈon
keçdiyini	cet͡ʃdijinˈi
girmək	ɟirmˈæç
izləyirdilər	izlæjirdilˈær
Koreyalılar	coɾejaɫɯɫˈar
şüaların	ʃyaɫaɾˈɯn
skiflər	sciflˈær
miflərlə	miflˈærlæ
şirkət	ʃircˈæt
başlayarkən	baʃɫajarcˈæn
Əməliyyata	æmælijjatˈa
peçeneq	pet͡ʃenˈex
Respublikasındakı	respublicasɯndacˈɯ
Qandi	ɡandˈi
əkinçilər	æcint͡ʃilˈær
Mirey	miɾˈej
körpüdən	cœrpydˈæn
təpədir	tæpædˈir
Padar	padˈar
şəbəkəsini	ʃæbæcæsinˈi
dünyasındakı	dynjasɯndacˈɯ
imkanından	imcanɯndˈan
freskalar	frescaɫˈar
qurula	ɡuɾuɫˈa
yeyilmir	jejilmˈir
nömrəsində	nœmræsˈindæ
KARVAN	carvˈan
Harlem	harlˈem
ssenarisində	ssenaɾisˈindæ
Herri	herrˈi
buraxmadan	buɾaxmadˈan
Şahdəniz	ʃahdænˈiz
muxtariyyat	muxtaɾijjˈat
missiyada	missijadˈa
çörəyi	t͡ʃœɾæjˈi
Təbiətşünaslıq	tæbiætʃynasɫˈɯx
feminizm	feminˈizm
Xomeyninin	xomejninˈin
rayonlarını	rajonɫaɾɯnˈɯ
qalmaz	ɡaɫmˈaz
girməkdən	ɟirmæçdˈæn
zallar	zaɫɫˈar
partlama	partɫamˈa
Beliz	belˈiz
göstərilməsini	ɟœstæɾilmæsinˈi
Elektro	eleçtrˈo
hərbiləşdirilmiş	hærbilæʃdiɾilmˈiʃ
Nəğmə	nˈæːmæ
efirlərinin	efirlæɾinˈin
primitiv	primit͡sˈiv
şəraiti	ʃæɾa͡ɪt͡sˈi
vidalaşmaq	vidaɫaʃmˈax
töycü	tœjd͡ʒˈy
qanadları	ɡanadɫaɾˈɯ
xanların	xanɫaɾˈɯn
Sistemi	sistemˈi
çıxarılacaq	t͡ʃɯxaɾɯɫad͡ʒˈax
MHP	ˌemhˌepˈe
Zolaqlı	zoɫaɡɫˈɯ
Public	publˈid͡ʒ
millətçilər	millætt͡ʃilˈær
Milanın	miɫanˈɯn
Departamentinin	departamentinˈin
əmirlik	æmirlˈiç
fironu	fiɾonˈu
əzmli	æzmlˈi
diod	diˈod
terraslar	terrasɫˈar
paradların	paɾadɫaɾˈɯn
köhnəlir	cœhnælˈir
normaldır	normaɫdˈɯr
bilməsələr	bilmæsælˈær
bulaqlarla	buɫaɡɫarɫˈa
Force	ford͡ʒˈe
inquş	inɡˈuʃ
rəsmlərini	ræsmlæɾinˈi
karvansaralar	carvansaɾaɫˈar
sorğular	sorɣuɫˈar
ustalığını	ustaɫɯɯɯnˈɯ
olduğu	oɫdˈuː
stolüstü	stolystˈy
Nəsrəddinin	næsræddinˈin
itirilmişdir	it͡siɾilmiʃdˈir
bölürlər	bœlyrlˈær
Sürməli	syrmælˈi
modernizasiya	modernizˈasia
HCl	hˌed͡ʒˌeˈel
saxlanma	saxɫanmˈa
Bakcell	baçd͡ʒˈell
qiymətləndirərkən	ɡijmætlændiɾærcˈæn
döndüyündə	dœndyjˈyndæ
qalxanabənzər	ɡaɫxanabænzˈær
hissəciyin	hissæd͡ʒijˈin
manata	manatˈa
salındı	saɫɯndˈɯ
hərflə	hˈærflæ
Midnight	midnˈiɟht
Ferdinandın	ferdinandˈɯn
traxoma	traxomˈa
Kayzer	cajzˈer
çağırsa	t͡ʃaːɯrsˈa
güclənmişdir	ɟyd͡ʒlænmiʃdˈir
FİDE	fidˈe
kreyser	çrejsˈer
kəsildiyi	cæsildijˈi
kişi	ciʃˈi
yollarında	joɫɫaɾɯndˈa
Ehtiyac	ehtijˈad͡ʒ
soyuqdəymədə	sojuɡdæjmˈædæ
Sancaq	sand͡ʒˈax
versiyasıdır	versijasɯdˈɯr
olduğunun	oɫduːnˈun
zənginləşdirmək	zænɟinlæʃdirmˈæç
məktublarda	mæçtubɫardˈa
Peterburqdakı	pet͡serburɡdacˈɯ
qarının	ɡaɾɯnˈɯn
strukturunda	struçtuɾundˈa
miqrasiyanın	miɡrasijanˈɯn
açıqda	at͡ʃɯɡdˈa
ayrılmışdılar	ajrɯɫmɯʃdɯɫˈar
Qalitsiya	ɡalˈitsia
pəncərə	pænd͡ʒˈæɾæ
Kalhaun	caɫhaˈun
Mayalanmış	majaɫanmˈɯʃ
Frakiyada	fracijadˈa
Debat	debˈat
bacardılar	bad͡ʒardɯɫˈar
qurd	ɡˈurd
günahlandırılır	ɟynahɫandɯɾɯɫˈɯr
kahı	cahˈɯ
Maninin	maninˈin
Hökmdarlar	hœçmdarɫˈar
mənimsəmiş	mænimsæmˈiʃ
Xavieri	xavieɾˈi
qaraciyəri	ɡaɾad͡ʒijæɾˈi
nəticəsinin	nætid͡ʒæsinˈin
misrası	misrasˈɯ
əməkdaşlarının	æmæçdaʃɫaɾɯnˈɯn
damarlarda	damarɫardˈa
oğluna	oːɫunˈa
formasiyalar	formasijaɫˈar
Qrupuna	ɡrupunˈa
FC	fˌed͡ʒˈe
südü	sydˈy
Monqolların	monɡoɫɫaɾˈɯn
Generalın	ɟeneɾaɫˈɯn
Vanda	vandˈa
İrlandiyadan	irɫandijadˈan
Günel	ɟynˈel
yaymışdı	jajmɯʃdˈɯ
dində	dˈindæ
toxunmuşdur	toxunmuʃdˈur
yoluxa	joɫuxˈa
elektrodun	eleçtrodˈun
axtarmalı	axtarmaɫˈɯ
Qoşunlarının	ɡoʃunɫaɾɯnˈɯn
müsavatçı	mysavatt͡ʃˈɯ
palatadan	paɫatadˈan
ruslar	rusɫˈar
müəyyənləşdi	myæjjænlæʃdˈi
ucdan	ud͡ʒdˈan
gürcülərlə	ɟyrd͡ʒylˈærlæ
kationları	cationɫaɾˈɯ
Mürsəl	myrsˈæl
Brend	brˈend
molekullararası	molecuɫɫaɾaɾasˈɯ
оğulları	ɣuɫɫaɾˈɯ
platformasıdır	pɫatformasɯdˈɯr
xoşuma	xoʃumˈa
qoşulduqda	ɡoʃuɫduɡdˈa
etmirik	etmiɾˈiç
Hüseynovla	hysejnovɫˈa
İdarəsində	idaɾæsˈindæ
Alp	ˈaɫp
oğlanın	oːɫanˈɯn
erkəklər	ercæçlˈær
izini	izinˈi
ultrasəs	uɫtrasˈæs
Məmmədxanlı	mæmmædxanɫˈɯ
aidiyyatı	a͡ɪdijjatˈɯ
çarpacaq	t͡ʃarpad͡ʒˈax
təşkilatçılarından	tæʃciɫatt͡ʃɯɫaɾɯndˈan
Təhmasibin	tæhmasibˈin
arısının	aɾɯsɯnˈɯn
Rəhmətlik	ræhmætlˈiç
tantal	tantˈaɫ
sprint	sprˈint
ayənin	ajænˈin
Mümtaz	mymtˈaz
Tülü	tylˈy
İP	ˈip
sayın	sajˈɯn
Komendant	comendˈant
Pozzo	pozzˈo
təndirlər	tændirlˈær
ndakı	ndacˈɯ
qiymətləndirilmişdi	ɡijmætlændiɾilmiʃdˈi
LM	ˌelˈem
kilometrlərlə	ciɫometrlˈærlæ
şirkətə	ʃircˈætæ
qarışıqları	ɡaɾɯʃɯɡɫaɾˈɯ
Allahyar	aɫɫahjˈar
qəsrə	ɡˈæsræ
planlaşdırmağa	pɫanɫaʃdɯrmˈaː
yəhudi	jæhudˈi
itkilərə	itcilˈæɾæ
zəkanın	zæcanˈɯn
yaşdır	jaʃdˈɯr
Körtis	cœrtˈis
komandirin	comandiɾˈin
Ukraynadan	uçrajnadˈan
düşərgəni	dyʃærɟænˈi
Tağının	taːɯnˈɯn
albomdakı	aɫbomdacˈɯ
damından	damɯndˈan
işlədilər	iʃlædilˈær
uzaqlaşdıqca	uzaɡɫaʃdɯɡd͡ʒˈa
cinayətkarları	d͡ʒinajætcarɫaɾˈɯ
Maradona	maɾadonˈa
xərclər	xærd͡ʒlˈær
Qayı	ɡajˈɯ
görməkdə	ɟœrmˈæçdæ
dissertant	dissertˈant
Cavadov	d͡ʒavadˈov
qasıq	ɡasˈɯx
şahzadəsinin	ʃahzadæsinˈin
çağırılmışdır	t͡ʃaːɯɾɯɫmɯʃdˈɯr
yarışlar	jaɾɯʃɫˈar
yonularaq	jonuɫaɾˈax
internetə	internˈetæ
Mərkəzləri	mærcæzlæɾˈi
aktrisası	açtrisasˈɯ
kolxozçu	coɫxozt͡ʃˈu
Uollesin	uoɫlesˈin
Malıbəyli	maɫɯbæjlˈi
orduların	orduɫaɾˈɯn
ədəbiyyatına	ædæbijjatɯnˈa
monastırı	monastɯɾˈɯ
mənbələrdə	mænbælˈærdæ
ardıcıllığının	ardɯd͡ʒɯɫɫɯɯɯnˈɯn
formalaşdığı	formaɫaʃdɯɯˈɯ
sultanlığın	suɫtanɫɯɯˈɯn
ailə	ˈa͡ɪlæ
çıxdı	t͡ʃɯxdˈɯ
məharətli	mæhaɾætlˈi
dişlərin	diʃlæɾˈin
Şamaxıda	ʃamaxɯdˈa
hissəciklərlə	hissæd͡ʒiçlˈærlæ
zəifliyinə	zæiflijˈinæ
Triniti	trinit͡sˈi
edilmişdilər	edilmiʃdilˈær
Məktub	mæçtˈub
Yağın	jaːˈɯn
üçünün	yt͡ʃynˈyn
görüşəndə	ɟœɾyʃˈændæ
qişasını	ɡiʃasɯnˈɯ
çırpılmışdır	t͡ʃɯrpɯɫmɯʃdˈɯr
qərarsız	ɡæɾarsˈɯz
Polani	poɫanˈi
etikaya	et͡sicajˈa
siluet	siɫuˈet
dəmyə	dˈæmjæ
Tarık	taɾˈɯç
podpolkovnik	podpoɫcovnˈiç
uğrayır	uːɾajˈɯr
Aleksandra	aleçsandrˈa
təsərrüfatlarından	tæsærryfatɫaɾɯndˈan
qüsuru	ɡysuɾˈu
şibyə	ʃˈibjæ
rels	rˈels
şeirlərini	ʃeirlæɾinˈi
obrazlarını	obrazɫaɾɯnˈɯ
Mexanika	mexanicˈa
Ramana	ramanˈa
etirazlara	et͡siɾazɫaɾˈa
təriflər	tæɾiflˈær
tarzəni	tarzænˈi
etdirilməsini	etdiɾilmæsinˈi
tikilməli	ticilmælˈi
gəlinib	ɟælinˈib
yaşadım	jaʃadˈɯm
öküzü	œcyzˈy
antenalar	antenaɫˈar
Marş	mˈarʃ
Təpənin	tæpænˈin
sümüyündə	symyjˈyndæ
əlaqələrinin	æɫaɡælæɾinˈin
Balık	baɫˈɯç
macal	mad͡ʒˈaɫ
İşıqlar	iʃɯɡɫˈar
Xəzərlər	xæzærlˈær
götürməklə	ɟœt͡syrmˈæçlæ
təzyiqlərdən	tæzjiɡlærdˈæn
təhlükələrə	tæhlycælˈæɾæ
paylaşdı	pajɫaʃdˈɯ
qəbulda	ɡæbuɫdˈa
Kırım	cɯɾˈɯm
formulası	formuɫasˈɯ
dövlət	dœvlˈæt
Laişevski	ɫa͡ɪʃevscˈi
vurmuşdur	vurmuʃdˈur
düşülə	dyʃˈylæ
Semaşko	semaʃcˈo
Tolstoyun	toɫstojˈun
göstərilməli	ɟœstæɾilmælˈi
Anceles	and͡ʒelˈes
öldüyünə	œldyjˈynæ
iddiası	iddiasˈɯ
Edvin	edvˈin
hislərini	hislæɾinˈi
Unuda	unudˈa
üzvünə	yzvˈynæ
parçalandıqda	part͡ʃaɫandɯɡdˈa
hərarətin	hæɾaɾætˈin
ləqəbi	læɡæbˈi
variantına	vaɾiantɯnˈa
becərilən	bed͡ʒæɾilˈæn
daşqını	daʃɡɯnˈɯ
sol	sˈoɫ
balkar	baɫcˈar
muxtəlif	muxtælˈif
yönəlmişdi	jœnælmiʃdˈi
çevrilmələr	t͡ʃevrilmælˈær
itirdi	it͡sirdˈi
belindəki	belindæcˈi
madayların	madajɫaɾˈɯn
fakültələri	facyltælæɾˈi
nömrələnir	nœmrælænˈir
suxur	suxˈur
görüşmək	ɟœɾyʃmˈæç
kəsildikdən	cæsildiçdˈæn
karsinoma	carsinomˈa
Xidmətində	xidmætˈindæ
texnikumda	texnicumdˈa
Səddam	sæddˈam
iyə	ˈijæ
tərcümələri	tærd͡ʒymælæɾˈi
hazırlanmasındakı	hazɯrɫanmasɯndacˈɯ
keçərdi	cet͡ʃærdˈi
Asqarda	asɡardˈa
Varlığı	varɫɯɯˈɯ
göstəriləcək	ɟœstæɾilæd͡ʒˈæç
Uzunluqları	uzunɫuɡɫaɾˈɯ
rəvayətlərdən	rævajætlærdˈæn
tabloların	tabɫoɫaɾˈɯn
uzaq	uzˈax
cadugər	d͡ʒaduɟˈær
nümunədə	nymunˈædæ
fatsial	fatsiˈaɫ
kənarlaşdırmaq	cænarɫaʃdɯrmˈax
barı	baɾˈɯ
simvollardan	simvoɫɫardˈan
aspektdə	aspˈeçtdæ
Hills	hˈills
keçilmişdir	cet͡ʃilmiʃdˈir
qatlara	ɡatɫaɾˈa
unun	unˈun
Balkanlar	baɫcanɫˈar
Utred	utrˈed
dolanan	doɫanˈan
İnstitutunun	institutunˈun
pişiyin	piʃijˈin
işgəncə	iʃɟˈænd͡ʒæ
bölümü	bœlymˈy
dehidrogenləşmə	dehidroɟenlˈæʃmæ
müdafiəçiləri	mydafiæt͡ʃilæɾˈi
yayıldığından	jajɯɫdɯɯɯndˈan
təşkilatlarda	tæʃciɫatɫardˈa
nağıllarından	naːɯɫɫaɾɯndˈan
Parisdən	paɾisdˈæn
Ris	rˈis
dolaşmaqdadır	doɫaʃmaɡdadˈɯr
millətçilik	millætt͡ʃilˈiç
malikanələr	malicanælˈær
istedadla	istedadɫˈa
boyunduruğu	bojunduɾˈuː
departamentində	departamentˈindæ
artırılması	artɯɾɯɫmasˈɯ
Abbasın	abbasˈɯn
ovlanan	ovɫanˈan
seçicilər	set͡ʃid͡ʒilˈær
Vətəndaşın	vætændaʃˈɯn
Frederik	fredeɾˈiç
üfüqi	yfyɡˈi
sərfi	særfˈi
Timbuktu	timbuçtˈu
Konfransda	confransdˈa
qayığı	ɡajɯɯˈɯ
qalmasının	ɡaɫmasɯnˈɯn
Həddən	hæddˈæn
Nida	nidˈa
xitin	xit͡sˈin
reduksiyası	reduçsijasˈɯ
törətdiyini	tœɾætdijinˈi
sərnişinin	særniʃinˈin
pilotlar	piɫotɫˈar
Xilafətdə	xiɫafˈætdæ
istəyinin	istæjinˈin
aktı	açtˈɯ
şiddətinin	ʃiddætinˈin
differensasiya	diffeɾensˈasia
özümü	œzymˈy
barmağı	barmaːˈɯ
sakitlik	sacitlˈiç
mail	mˈa͡ɪl
dırmanma	dɯrmanmˈa
həbsə	hˈæbsæ
ordunu	ordunˈu
Kolleksiyada	coɫleçsijadˈa
Münhendə	mynhˈendæ
arzulayırdı	arzuɫajɯrdˈɯ
çəkiblər	t͡ʃæciblˈær
titrlərdə	titrlˈærdæ
ermənilərdən	ermænilærdˈæn
davranışlara	davranɯʃɫaɾˈa
cinahları	d͡ʒinahɫaɾˈɯ
Holland	hoɫɫˈand
Müsavat	mysavˈat
vəzndə	vˈæzndæ
oxusun	oxusˈun
Həmid	hæmˈid
kəndisinə	cændisˈinæ
çuqundan	t͡ʃuɡundˈan
Sudan	sudˈan
göstərməyib	ɟœstærmæjˈib
Ayutiya	ajˈutia
istinadgahı	istinadɟahˈɯ
Munun	munˈun
görülsə	ɟœɾˈylsæ
Antarktidanın	antarçtidanˈɯn
məhvə	mˈæhvæ
problemli	problemlˈi
xoreoqrafik	xoɾeoɡrafˈiç
Üniversitetində	yniversit͡set͡sˈindæ
isladılmış	isɫadɯɫmˈɯʃ
ətrafına	ætrafɯnˈa
əhəng	æhˈænɟ
bağışlamasını	baːɯʃɫamasɯnˈɯ
xətvari	xætvaɾˈi
Şərqşünas	ʃærɡʃynˈas
Portuqaliyaya	portuɡalijajˈa
əlverişsizdir	ælveɾiʃsizdˈir
qəlbinin	ɡælbinˈin
girməyə	ɟirmˈæjæ
operanın	opeɾanˈɯn
sayfa	sajfˈa
Zellandiya	zelɫˈandia
qatlarında	ɡatɫaɾɯndˈa
qalasıdır	ɡaɫasɯdˈɯr
blues	bɫuˈes
hobbisi	hobbisˈi
üslublarını	ysɫubɫaɾɯnˈɯ
Qısamüddətli	ɡɯsamyddætlˈi
Xudavəng	xudavˈænɟ
otururdular	otuɾurduɫˈar
ödənişlərinin	œdæniʃlæɾinˈin
DC	dˌed͡ʒˈe
qarşılaşdıqda	ɡarʃɯɫaʃdɯɡdˈa
sənayeyə	sænajˈejæ
ixlas	ixɫˈas
ongünlüyünə	onɟynlyjˈynæ
məcmusu	mæd͡ʒmusˈu
məcmusuna	mæd͡ʒmusunˈa
Qəbir	ɡæbˈir
peyğəmbərə	pejɣæmbˈæɾæ
hərəkatı	hæɾæcatˈɯ
yarusu	jaɾusˈu
dəliklərdən	dæliçlærdˈæn
Dudu	dudˈu
səhralarında	sæhraɫaɾɯndˈa
satışları	satɯʃɫaɾˈɯ
populyarlaşdı	popuɫjarɫaʃdˈɯ
oyunları	ojunɫaɾˈɯ
artefakt	artefˈaçt
əfsanəsinə	æfsanæsˈinæ
maralçılıq	maɾaɫt͡ʃɯɫˈɯx
Aza	azˈa
Qarşıya	ɡarʃɯjˈa
prinsiplərdən	prinsiplærdˈæn
dördüncü	dœrdynd͡ʒˈy
Potter	pottˈer
silahlanmışdır	siɫahɫanmɯʃdˈɯr
ərazidir	æɾazidˈir
ehtiyatlarının	ehtijatɫaɾɯnˈɯn
qarnına	ɡarnɯnˈa
Birma	birmˈa
Şirak	ʃiɾˈaç
gitarist	ɟitaɾˈist
itkisiz	itcisˈiz
topluların	topɫuɫaɾˈɯn
hücumlardan	hyd͡ʒumɫardˈan
yanğına	janɣɯnˈa
Yeniçəri	jenit͡ʃæɾˈi
Auditoriya	auditˈoɾia
bazanın	bazanˈɯn
əməliyyatlarından	æmælijjatɫaɾɯndˈan
nü	nˈy
hekayətləri	hecajætlæɾˈi
olduğunuzu	oɫduːnuzˈu
AİS	ˈa͡ɪs
təəssüflə	tææssˈyflæ
dayandığını	dajandɯɯɯnˈɯ
bulunan	buɫunˈan
bölüşürdü	bœlyʃyrdˈy
genişlənməyə	ɟeniʃlænmˈæjæ
komponentlərinin	componentlæɾinˈin
souslar	sousɫˈar
burdan	burdˈan
strategiyasını	strateɟijasɯnˈɯ
hekayədir	hecajædˈir
Sedan	sedˈan
metafizik	metafizˈiç
bənzər	bænzˈær
canlandırılır	d͡ʒanɫandɯɾɯɫˈɯr
USS	ˈuss
orada	oɾadˈa
dayandırır	dajandɯɾˈɯr
doktrina	doçtrinˈa
Feodosi	feodosˈi
