မြင်း	mjɪ́ɴ
ဆေးရုံ	sʰéjòʊɴ
ရှေ့	ʃḛ
ရုပ်မြင်သံကြား	joʊʔmjɪ̀ɴθàɴd͡ʑá
စွတ်စွတ်နာ	sʊʔsʊʔnà
ရန်သူမျိုးငါးပါး	jàɴðùmjóŋábá
အောက်မြစ်	ʔaʊʔmjɪʔ
ပူရီ	pùjì
ရွှံ့ပွက်	ʃʊ̰ɴbwɛʔ
ကော်ဇော	kɔ̀zɔ́
အလံ	ʔəlàɴ
မိဘမဲ့	mḭba̰mɛ̰
ဖော်	pʰɔ̀
ကာယ	kəja̰
တိုး	tó
မင်းဘူး	mɪ́ɴbú
လမ်းပြ	láɴpja̰
စောင်း	sáʊɴ
မီးယပ်	míjaʔ
ဝက်ခြံ	wɛʔt͡ɕʰàɴ
ဘဲလေး	bɛ́lé
မေဃာလယ	mèɡàləja̰
လန်ဒန်	làɴdàɴ
မျောက်	mjaʊʔ
လက္ခဏ	lɛʔkʰəna̰
တီထွင်	tìtʰwɪ̀ɴ
သားအိမ်	θəʔèɪɴ
အိုဗာတင်း	ʔòbàtɪ́ɴ
ပုတ်သင်ညို	poʊʔθɪ̀ɴɲò
သမဂ္ဂ	θa̰mɛʔɡa̰
သူရိယမာသ	θùɹḭja̰màθa̰
ပင်စိမ်းမွှေး	pɪ̀ɴzéɪɴm̥wé
ရောင်ခြည်	jàʊɴd͡ʑì
မုဒြာ	mṵdɹà
ပါး	pá
ပန်းမုန်လာ	páɴmòʊɴlà
ဝမ်းရောဂါ	wʊ́ɴjɔ́ɡà
အသုဘ	ʔa̰θṵba̰
သော	θɔ́
ဟီနယာန	hìna̰jàna̰
နီ	nì
ဂျုံ	d͡ʑòʊɴ
ပုန်ကန်	pòʊɴkàɴ
ဌာပနာ	tʰàpənà
ကော်လာ	kɔ̀là
စောင်းလျား	záʊɴjá
တပည့်တော်	dəbḭdɔ̀
ပဏ္ဍိတ	pàndḭta̰
နွားနို့	nwáno̰
စော	sɔ́
ဗျူရို	bjùɹò
ဘရဏီ	ba̰jənì
ကန့်	ka̰ɴ
အကြေး	ʔət͡ɕé
ရသ	ja̰ðà
အရေးတော်ပုံ	ʔəjédɔ̀bòʊɴ
အမည်း	ʔəmɛ́
ကူညီ	kùɲì
ဟိုင်းအီနာ	háɪɴʔìnà
မုန်ညင်း	mòʊɴɲɪ́ɴ
အယူဝါဒ	ʔəjùwàda̰
ချို	d͡ʑò
ဒေဝီ	dèwì
မေ့	mḛ
အာလယ	ʔàləja̰
ဘူတန်	bùtàɴ
အဆန်	ʔəsʰàɴ
ဩရိဿ	ʔɔ́ɹeɪʔθa̰
ရေငွေ့	jèŋwḛ
မာန်အောင်	mànʔàʊɴ
သူမသာငါမသာ	θùməθàŋàməθà
ရာဇဌာန်	ɹàzətʰàn
အက	ʔəka̰
မိခင်	mḭɡɪ̀ɴ
အပွင့်	ʔəpwɪ̰ɴ
သရီရ	θəɹìɹa̰
ထောင်	tʰàʊɴ
နယူးဒေလီ	nəjúdèlì
နှမ်းစေ့	n̥áɴzḛ
ကောက်	kaʊʔ
သျှမ်း	ʃáɴ
ဘယ်တော့	bɛ̀dɔ̰
မူလတန်းကြိုကျောင်း	mùla̰dáɴd͡ʑòd͡ʑáʊɴ
ထိုင်ပေ	tʰàɪɴpè
သုက်ရည်	θoʊʔjè
ကာလာမသုတ်	kàlàma̰θoʊʔ
လှေ	l̥è
တက္ကသိုလ်	tɛʔkəθò
ဒူလာ	dùlà
ကြက်ခြေနီအသင်း	t͡ɕɛʔt͡ɕʰènìʔəθɪ́ɴ
ရည်းစား	jízá
တူရိယာ	tùɹḭjà
စီလုံတီး	sìlòʊɴtí
အင်ဂျင်နီယာ	ʔɪ̀ɴd͡ʑɪ̀ɴnìjà
ပစ်	pjɪʔ
စားတော်ဆက်	sádɔ̀zɛʔ
အနုရုဒ္ဓါ	ʔənṵjoʊʔdà
ဥတု	ʔṵdṵ
အစ	ʔəsa̰
ခုခံအားကျရောဂါ	kʰṵɡàɴʔát͡ɕa̰jɔ́ɡà
ဘယ်ရီလီယမ်	bɛ̀ɹìlìjàɴ
တာဝန်	tàwʊ̀ɴ
ဝီကီပီးဒီးယား	wìkìpídíjá
အမ	ʔəma̰
အသံထွက်	ʔəθàɴdwɛʔ
ကယား	kəjá
ဟုတ်	hoʊʔ
ယူ	jù
ကြယ်စု	t͡ɕɛ̀zṵ
လီတာ	lìtà
မျောက်လောင်း	mjaʊʔláʊɴ
နိပေါ	nḭpɔ́
ခရိုအေးရှား	kʰəɹòʔéʃá
ဂိရိမေခလာ	ɡḭɹḭmèkʰəlà
ဖရုံ	pʰəjòʊɴ
ခေမာရဋ္ဌ	kʰèmàjətʰa̰
ရှယ်	ʃɛ̀
ဆော့	sʰɔ̰
တောင်ကိုရီးယား	tàʊɴkòɹíjá
ခြား	t͡ɕʰá
သံဖြူ	θàɴbjù
ပြည်ကြီးငါး	pjìd͡ʑíŋá
လက္ခဏာရေးသုံးပါး	lɛʔkʰənàjéθóʊɴbá
သိုး	θó
ဘာလိ	bàlḭ
မလုပ်တာနီ	məloʊʔtànì
ရှောက်	ʃaʊʔ
ပန်းမုန်လာစိမ်း	páɴmòʊɴlàzéɪɴ
အင်္ဂါဇာတ်	ʔɪ̀ɴɡàzaʔ
အချိုပွဲ	ʔət͡ɕʰòbwɛ́
အချိုမှုန့်	ʔət͡ɕʰòm̥o̰ʊɴ
ဝီကီပိဒိယ	wìkìpḭdḭja̰
ဘက်ထရီ	bɛʔtʰa̰ɹì
ရှမ်း	ʃáɴ
သစ်တို	θɪʔtò
ဈာန်	zàn
ဝါရှာ	wàʃà
သော်	ðɔ̀
ချက်သမ္မတ	t͡ɕʰɛʔθəməda̰
ငါးပေါင်းထုပ်	ŋəbáʊɴdoʊʔ
လိုး	ló
ဘုတ်	boʊʔ
မြမ္မာ	mjàɴmà
နဖူး	na̰pʰú
ဂျက်	d͡ʑɛʔ
ရေခဲမုန့်	jèɡɛ́mo̰ʊɴ
ဘိလပ်	bḭlaʔ
ဒေဝဒတ်	dèwədaʔ
ဆပ်ပြာ	sʰaʔpjà
မှု	m̥ṵ
လက်စွပ်	lɛʔsʊʔ
ဖရုံဆွဲ	pʰəjòʊɴzwɛ́
ငယ်	ŋɛ̀
မျိုးစိတ်	mjózeɪʔ
လုပ်သား	loʊʔθá
ရူပကအလင်္ကာ	jùpəka̰ʔəlìɡà
ပေါင်းတင်း	páʊɴdɪ́ɴ
ဗန်ရှည်	bàɴʃè
ကန္တာရ	kàɴtàja̰
စတုတ္ထ	zədoʊʔtʰa̰
တစ်ဆယ်	təzɛ̀
ကျယ်	t͡ɕɛ̀
ကူဖီ	kùpʰì
ကျန်	t͡ɕàɴ
ဒေတာဘေ့စ်	dètàbḛs
ဝါး	wá
အနို့	ʔəno̰
မျက်လွှာ	mjɛʔl̥wà
အလှမ်း	ʔəl̥áɴ
နှပ်	n̥aʔ
အဆီ	ʔəsʰì
အနှိပ်	ʔən̥eɪʔ
ဦးလေး	ʔúlé
ဘယ်သူ့	bəθṵ
စုတ်	soʊʔ
ကျင်ကြီး	t͡ɕɪ̀ɴd͡ʑí
အပ်	ʔaʔ
ဖက်	pʰɛʔ
အသိ	ʔəθḭ
သင်္ကေတ	θɪ̀ɴkèta̰
ဘီး	bí
ဂိုဏ်း	ɡón
လစဉ်	la̰zɪ̀ɴ
သေနတ်	θənaʔ
မျက်လုံး	mjɛʔlóʊɴ
လယ်ထွန်မင်္ဂလာ	lɛ̀tʰʊ̀ɴmɪ̀ɴɡəlà
ဆလိုဗေးနီးယား	sʰəlòbéníjá
သဲ	θɛ́
ဆားကြက်ဥ	sʰát͡ɕɛʔʔṵ
ဘီးကြယ်	bít͡ɕɛ̀
ဗျစ်	bjɪʔ
ဘုရင်မ	ba̰jɪ̀ɴma̰
မော်လတာ	mɔ̀lətà
သန်း	θáɴ
အီတလီ	ʔìta̰lì
ဓနရှင်	dəna̰ʃɪ̀ɴ
သုဝဏ္ဏ	θṵwʊ̀ɴna̰
ရာမည	ɹàməɲa̰
ဗီယက်နမ်	bìjɛʔnàɴ
ဝက်ထီး	wɛʔtʰí
ပြိုင်ပွဲ	pjàɪɴbwé
လှိုင်း	l̥áɪɴ
ကာယပညာ	kàja̰pa̰ɲà
တပ်	taʔ
သမင်မ	θəmɪ̀ɴma̰
သူတောင်းစား	ðədáʊɴzá
စားပွဲ	zəbwɛ́
သစ္စာလေးပါး	θɪʔsàlépá
ထန်းလျက်	tʰəɲɛʔ
ဒဿဂီရိ	dəθa̰ɡìjḭ
နို့သီး	no̰ðí
မဟာဝင်	məhàwɪ̀ɴ
ထားဝယ်	dəwɛ̀
ကတော့	ɡədɔ̰
ကာမ	kàma̰
သူတစ်ပါး	θùdəbá
ကိုရမ်ကျမ်း	kòɹàɴt͡ɕáɴ
စတုရန်း	sətṵjáɴ
ဖတ်	pʰaʔ
နောက်	naʊʔ
တံတောင်	dədàʊɴ
နော်ရထာ	nɔ̀jətʰà
ငါးကြင်း	ŋád͡ʑɪ́ɴ
အနန္တောအနန္တငါးပါး	ʔənàɴdɔ́ʔənda̰ŋápá
သစ်စေး	sɪʔsí
ဝါသနာ	wàða̰nà
မှာ	m̥à
လယ်ပြင်	lɛ̀bjɪ̀ɴ
တိုဟူးသုပ်	tòhúθoʊʔ
ခိုး	kʰó
ဂဠုန်	ɡəlòʊɴ
ဥသျှစ်	ʔoʊʔʃɪʔ
ဖြော်ဖြော်	pʰjɔ̀bjɔ̀
ထိုး	tʰó
သူရဲဘောကြောင်	θəjɛ́bɔ́d͡ʑàʊɴ
ပြည်	pjì
ခင်မင်မှု	kʰɪ̀ɴmɪ̀ɴm̥ṵ
လခြမ်းဆိုင်း	la̰d͡ʑáɴsʰáɪɴ
ကိုးလ	kóla̰
လေသိုက်	lèθaɪʔ
ယူဂန်းဒါး	jùɡáɴdá
သခွားမသီး	θəkʰəma̰ðí
စိန်	sèɪɴ
ဟီလီယမ်	hìlìjàɴ
ဒီပါ	dìpà
ပုစ္ဆာ	poʊʔsʰà
လေကတော့	lèɡədɔ̰
ဝတ်ကျောင်း	wʊʔt͡ɕáʊɴ
ရာဇာဓိရာဇဂုရု	jàza̰dḭjàza̰ɡṵɹṵ
စကား	zəɡá
အရသာ	ʔəja̰ðà
ဝပ်	wʊʔ
အထက်	ʔətʰɛʔ
ဇေယျာပူရ	zèjàpùɹa̰
နောက်ဆက်	naʊʔsʰɛʔ
လေရဟတ်	lèjəhaʔ
သုဓမ္မသိင်္ဂီ	θṵdàɴma̰θèɪɴɡì
အကျိုး	ʔət͡ɕó
စပ်	saʔ
ရူပဗေဒ	jùpa̰bèda̰
ကြက်မ	t͡ɕɛʔma̰
ဒဏ်ငွေ	dànŋwè
ဘယ်မှ	bɛ̀m̥a̰
အမွေအနှစ်	ʔəmwèʔən̥ɪʔ
နေကောင်းရဲ့လား	nèkáʊɴjɛ̰lá
ကာဗွန်	kàbʊ̀ɴ
မျည်းတံ	mjídàɴ
ရေကူး	jèkú
အိုင်ဗရီကို့စ်	ʔàɪɴbəɹìko̰s
မီးသွေး	míðwé
ဆူရှီ	sʰùʃì
သတင်း	ða̰dɪ́ɴ
ခါး	kʰá
ဘာသာ	bàðà
ငှက်ဆိုး	ŋ̊ɛʔsʰó
ဆီနီဂေါ	sʰìnìɡɔ́
ပီပီ	pìbì
ရုံးပတီ	jóʊɴbətì
ဆရာ	sʰəjà
ပတ္တလား	paʔta̰lá
ဆေးတံ	sʰédàɴ
ဇရပ်	zəjaʔ
နော်	nɔ̀
စရိုက်	zəjaɪʔ
လတ်ဗီယာ	laʔbìjà
နှလုံး	n̥əlóʊɴ
ဆံတော်ချ	sʰàɴtɔ̀t͡ɕʰa̰
ကောင်းကင်ကြိုး	káʊɴɡɪ̀ɴd͡ʑó
ရင်ထိုးတံဆိပ်	jɪ̀ɴdódəzeɪʔ
သင်္ကဒူး	θɪ́ɴɡədú
အမှိုက်	ʔəm̥aɪʔ
ကတ်သလိတ်	kaʔθəleɪʔ
သူဇာ	θùzà
ကကြီး	ka̰d͡ʑí
တိုရှေ	tòʃè
မြို့တော်ဝန်	mjo̰dɔ̀wʊ̀ɴ
စာရေး	səjé
ညေး	ɲé
ကျိန္တလီ	t͡ɕèɪɴta̰lì
အောင်လံ	ʔàʊɴlàɴ
လစ်သူယေးနီးယား	lɪʔθùjéníjá
သံသယ	θàɴθəja̰
ပူတင်း	pùtɪ́ɴ
ဣရိယာပုတ်	ʔḭɹḭjàboʊʔ
ဘီး	béɪɴ
အပတ်စဉ်	ʔa̰paʔzɪ̀ɴ
လိုချင်	lòd͡ʑɪ̀ɴ
ဆင်စွယ်	sʰɪ̀ɴzwɛ̀
ဂဏန်း	ɡənáɴ
ဝရဏဗေဒ	wəjəna̰da̰bèda̰
အိပ်ရာလိပ်	ʔeɪʔjàleɪʔ
သူတစ်ထူး	θùtətʰú
