артуына	ˈɑɾtwənɑ
Бердімұхамедовтың	beɾdɪmʊxɑmedˈovtəŋ
офицерлерінің	ˈofəjtseɾleɾɪnɪŋ
аулының	ˈɑwɫənəŋ
айналайындар	ɑjnɑɫˈɑjəndɑɾ
қайтатын	qɑjtˈɑtən
жарата	ʒɑɾɑtˈɑ
ашпайды	ɑʃpˈɑjdə
аударуы	ɑwdˈɑɾwə
спортшыларымен	spˈoɾtʃəɫɑɾəmen
жалғастырамыз	ʒɑɫʀˈɑstəɾɑməz
шектей	ʃektˈej
жарақаттан	ʒɑɾɑqɑttˈɑn
әлсірету	æɫsɪɾˈetw
Шұғатаев	ʃʊʀɑtɑˈev
Махатхир	mɑxˈɑtxəjɾ
Араб	ɑɾˈɑb
бейтарап	bejtɑɾˈɑp
кіреді	kɪɾedˈɪ
ойлау	ojɫˈɑw
бейімделіп	bejɪmdelˈɪp
қырыла	qəɾəɫɑ
қалаларында	qɑɫɑɫˈɑɾəndɑ
тоқтатылуына	toqtˈɑtəɫwənɑ
қорытындысымен	qˈoɾətəndəsəmen
біткенде	bɪtkendˈe
Қалау	qɑɫˈɑw
клиниканың	kɫəjnəjkɑnəŋ
деумен	dewmˈen
жеткісі	ʒetkɪsˈɪ
алматылықтарға	ɑɫmˈɑtəɫəqtɑɾʀɑ
аласың	ɑɫˈɑsəŋ
ұшыруға	ˈʊʃəɾwʀɑ
транспорт	tɾɑnspˈoɾt
тұтасымен	tʊtˈɑsəmen
ұлтқа	ʊɫtqˈɑ
Кебіспаев	kebɪspɑˈev
шоғын	ʃˈoʀən
инспекторлары	əjnspektoɾɫɑɾə
барғандарды	bɑɾʀɑndˈɑɾdə
жертөлені	ʒeɾtɵlenˈɪ
жеңеміз	ʒeŋemˈɪz
Заиров	zˈɑəjɾov
келіскенімен	kelɪskenɪmˈen
Бақсақ	bɑqsˈɑq
ертеңге	eɾteŋɡˈe
табылмайтын	tˈɑbəɫmɑjtən
Қарағандыда	qɑɾɑʀˈɑndədɑ
құрығы	qˈʊɾəʀə
үніне	unɪnˈe
ағымдары	ˈɑʀəmdɑɾə
ескермейді	eskeɾmejdˈɪ
алуында	ˈɑɫwəndɑ
шарықтады	ʃˈɑɾəqtɑdə
Тойға	tojʀˈɑ
бопсалаумен	bopsɑɫɑwmˈen
Мемлекетаралық	memleketɑɾˈɑɫəq
Афинада	ˈɑfəjnɑdɑ
Гельмут	ɡˈeɫʔmwt
Бакиевпен	bˈɑkəjevpen
қасқайып	qɑsqˈɑjəp
топтарында	toptˈɑɾəndɑ
енгізеді	enɡɪzedˈɪ
баршаны	bɑɾʃˈɑnə
сенгісіз	senɡɪsˈɪz
Боснияның	bˈosnəjjanəŋ
бұйырады	bˈʊjəɾɑdə
кестесінің	kestesɪnˈɪŋ
апарар	ɑpɑɾˈɑɾ
тыңдауларға	təŋdɑwɫɑɾʀɑ
түсіндірер	tusɪndɪɾˈeɾ
Орманбетов	oɾmɑnbetˈov
жығылдым	ʒəʀəɫdəm
Сонг	sˈonɡ
Мұздыбаев	mˈʊzdəbɑev
аумағынан	ɑwmˈɑʀənɑn
бөлмесінен	bɵɫmesɪnˈen
табанда	tɑbɑndˈɑ
қолданатынын	qoɫdɑnˈɑtənən
форум	fˈoɾwm
мұнара	mʊnɑɾˈɑ
Үндістаннан	undɪstɑnnˈɑn
Романның	ɾomˈɑnnəŋ
қаскүнемдер	qɑskunemdˈeɾ
Монако	monɑkˈo
кетті	kettˈɪ
Имашев	əjmɑʃev
Ұран	ʊɾˈɑn
ақсақалдарды	ɑqsɑqɑɫdˈɑɾdə
қателікті	qɑtelɪktˈɪ
Қадыров	qˈɑdəɾov
Сарыкөл	sˈɑɾəkɵɫ
ҚАЗАҚТЫҢ	qɑzˈɑqtəŋ
қаржымыз	qˈɑɾʒəməz
ғасырларда	ʀˈɑsəɾɫɑɾdɑ
ынтымақтасуға	əntəmɑqtɑswʀɑ
таниды	tˈɑnəjdə
Үш	ˈuʃ
билікпен	bəjlɪkpen
іріктеп	ɪɾɪktˈep
Уақытында	wˈɑqətəndɑ
Жақсыбеков	ʒˈɑqsəbekov
губерниялық	ɡwbˈeɾnəjjaɫəq
портреттері	poɾtɾetteɾˈɪ
батырып	bˈɑtəɾəp
астықты	ˈɑstəqtə
сөйлемді	sɵjlemdˈɪ
романтикалық	ɾomˈɑntəjkɑɫəq
хаттамасының	xɑttɑmˈɑsənəŋ
дар	dˈɑɾ
Шала	ʃɑɫˈɑ
көрерміз	kɵɾeɾmˈɪz
ойлауды	ojɫˈɑwdə
ауған	ɑwʀˈɑn
ашылуына	ˈɑʃəɫwənɑ
Саясаткер	sɑjasɑtkˈeɾ
Авраам	ɑvɾɑˈɑm
төтеп	tɵtˈep
қымбаттауынан	qəmbɑttɑwənɑn
Базардан	bɑzɑɾdˈɑn
тіркеп	tɪɾkˈep
жәрдемдесуге	ʒæɾdemdeswɡˈe
Әбіш	æbˈɪʃ
болғанның	boɫʀˈɑnnəŋ
Әшімов	æʃɪmˈov
тапталғанын	tɑptɑɫʀˈɑnən
қартты	qˈɑɾttə
итпен	əjtpen
кешеді	keʃedˈɪ
Жүздеген	ʒuzdeɡˈen
түйеге	tujeɡˈe
рейстерді	ɾejsteɾdˈɪ
баспалдақтан	bɑspɑɫdɑqtˈɑn
пикетін	pəjketɪn
күшейсе	kuʃejsˈe
Есікті	esɪktˈɪ
театрлары	teɑtɾɫˈɑɾə
қызы	qəzə
Мемориал	memˈoɾəjɑɫ
сөйлеуден	sɵjlewdˈen
ысырапшылдық	əsəɾɑpʃəɫdəq
қуаныштың	qwˈɑnəʃtəŋ
емханаға	emxɑnɑʀˈɑ
жұмылдырып	ʒˈʊməɫdəɾəp
Нұрғиса	nˈʊɾʀəjsɑ
ономастика	onomˈɑstəjkɑ
былтырдан	bəɫtəɾdɑn
пайдадан	pɑjdɑdˈɑn
тұрғандар	tʊɾʀɑndˈɑɾ
ханымды	xˈɑnəmdə
Мақалада	mɑqɑɫɑdˈɑ
бауырлары	bˈɑwəɾɫɑɾə
қауіптісі	qɑwɪptɪsˈɪ
шешілгенін	ʃeʃɪɫɡenˈɪn
айтқанын	ɑjtqˈɑnən
Бисенғұл	bəjsenʀʊɫ
әннің	ænnˈɪŋ
ететіндіктен	etetɪndɪktˈen
тәулігіне	tæwlɪɡɪnˈe
істеуі	ɪstewˈɪ
бітім	bɪtˈɪm
басуы	bˈɑswə
СТ	sətə
нақышта	nˈɑqəʃtɑ
Қарабатанда	qɑɾɑbɑtɑndˈɑ
қалдың	qˈɑɫdəŋ
тұрғаннан	tʊɾʀɑnnˈɑn
Тұрмағамбетова	tʊɾmɑʀɑmbetovˈɑ
тапсырысқа	tˈɑpsəɾəsqɑ
түсірмекші	tusɪɾmekʃˈɪ
пункттерінде	pwnktteɾɪndˈe
саналмайтын	sɑnɑɫmˈɑjtən
бұрындары	bˈʊɾəndɑɾə
фактінің	fɑktɪnˈɪŋ
олқылығы	ˈoɫqəɫəʀə
құрылтайда	qˈʊɾəɫtɑjdɑ
қасқа	qɑsqˈɑ
атқаруын	ɑtqˈɑɾwən
магнат	mɑɡnˈɑt
шырайы	ʃəɾɑjə
аралай	ɑɾɑɫˈɑj
дата	dɑtˈɑ
кимешек	kəjmeʃek
жара	ʒɑɾˈɑ
Ойламаған	ojɫɑmɑʀˈɑn
лағынет	ɫˈɑʀənet
компанияларынан	kompˈɑnəjjaɫɑɾənɑn
анамыз	ɑnˈɑməz
Румынияға	ɾwmənəjjaʀɑ
шығындаған	ʃəʀəndɑʀɑn
қарсылығымыз	qˈɑɾsəɫəʀəməz
Наразылар	nɑɾˈɑzəɫɑɾ
құбылады	qˈʊbəɫɑdə
шектелуі	ʃekteɫwˈɪ
сатылуға	sˈɑtəɫwʀɑ
жайлы	ʒˈɑjɫə
ынталандыру	əntɑɫɑndəɾw
кітапты	kɪtˈɑptə
Грузиядағы	ɡɾwzəjjadɑʀə
оқытылатын	ˈoqətəɫɑtən
адамды	ɑdˈɑmdə
қатарласа	qɑtɑɾɫɑsˈɑ
спорт	spˈoɾt
Халифат	xˈɑɫəjfɑt
Кирилл	kəjɾəjɫɫ
буына	bwənɑ
расталған	ɾɑstɑɫʀˈɑn
универсиада	wnəjveɾsəjɑdɑ
сейілтуге	sejɪɫtwɡˈe
шебіндегі	ʃebɪndeɡˈɪ
Гога	ɡoɡˈɑ
Арыстанбек	ˈɑɾəstɑnbek
ешкімнің	eʃkɪmnˈɪŋ
Байтелова	bɑjteɫovˈɑ
қорытындылап	qˈoɾətəndəɫɑp
Абдат	ɑbdˈɑt
бәйгеге	bæjɡeɡˈe
президентін	pɾˈezəjdentɪn
шақыруды	ʃˈɑqəɾwdə
ұраны	ʊɾˈɑnə
ескерту	eskˈeɾtw
тауығы	tˈɑwəʀə
әріптестікті	æɾɪptestɪktˈɪ
талдап	tɑɫdˈɑp
жасалмағанын	ʒɑsɑɫmɑʀˈɑnən
сыпайылап	səpɑjəɫɑp
Арменияда	ɑɾmˈenəjjadɑ
алдыңғы	ˈɑɫdəŋʀə
қайсыбір	qˈɑjsəbɪɾ
Солженицынның	soɫʒˈenəjtsənnəŋ
самурай	sɑmwɾˈɑj
күзетін	kuzetˈɪn
құртпақ	qʊɾtpˈɑq
Ашраф	ɑʃɾˈɑf
Әлгіндей	æɫɡɪndˈej
кеншілерге	kenʃɪleɾɡˈe
тойламақ	tojɫɑmˈɑq
Орталығы	oɾtˈɑɫəʀə
станциялары	stˈɑntsəjjaɫɑɾə
байыбына	bˈɑjəbənɑ
көріністерге	kɵɾɪnɪsteɾɡˈe
Зейнеп	zejnˈep
зауыттарына	zˈɑwəttɑɾənɑ
бабындағы	bˈɑbəndɑʀə
жекешелендіру	ʒekeʃelendˈɪɾw
қажетке	qɑʒetkˈe
жалдайды	ʒɑɫdˈɑjdə
ұрыстың	ˈʊɾəstəŋ
жиналыста	ʒəjnɑɫəstɑ
резиденциясының	ɾˈezəjdentsəjjasənəŋ
азулы	ˈɑzwɫə
эпизодты	ˈepəjzodtə
қылғанын	qəɫʀɑnən
апай	ɑpˈɑj
таси	tˈɑsəj
танысыма	tˈɑnəsəmɑ
композиторы	kompˈozəjtoɾə
еденге	edenɡˈe
жүргізілді	ʒuɾɡɪzɪɫdˈɪ
Дүйсенов	dujsenˈov
алуым	ˈɑɫwəm
тамақтанады	tɑmɑqtɑnˈɑdə
диссидент	dəjssəjdent
өкіметі	ɵkɪmetˈɪ
БРИКС	bɾəjks
Еурокомиссия	ewɾokˈoməjssəjja
Тастемір	tɑstemˈɪɾ
ғарыштан	ʀˈɑɾəʃtɑn
Шенеуніктердің	ʃenewnɪkteɾdˈɪŋ
климатына	kɫəjmɑtənɑ
денесінде	denesɪndˈe
жинаса	ʒəjnɑsɑ
ұлып	ˈʊɫəp
тұрғынын	tˈʊɾʀənən
Гор	ɡˈoɾ
Алаяқ	ɑɫɑjˈaq
айдалып	ɑjdˈɑɫəp
Құтты	qˈʊttə
Горган	ɡoɾɡˈɑn
қарадомалақ	qɑɾɑdomɑɫˈɑq
сарқыншағы	sˈɑɾqənʃɑʀə
жуынып	ʒwənəp
Краматорск	kɾɑmɑtˈoɾsk
Радасы	ɾɑdˈɑsə
жоққа	ʒoqqˈɑ
шорт	ʃˈoɾt
зообақ	zoobˈɑq
Өлім	ɵlˈɪm
шайқасы	ʃɑjqˈɑsə
ішуге	ɪʃwɡˈe
тапқырлығы	tˈɑpqəɾɫəʀə
мүліктер	mulɪktˈeɾ
таныстырдым	tˈɑnəstəɾdəm
көрмесең	kɵɾmesˈeŋ
қадағалап	qɑdɑʀɑɫˈɑp
Хуссейн	xwssˈejn
мақсатпен	mɑqsɑtpˈen
анықталады	ˈɑnəqtɑɫɑdə
тұжырымдамасы	tˈʊʒəɾəmdɑmɑsə
айтыс	ˈɑjtəs
құзыры	qˈʊzəɾə
қарау	qɑɾˈɑw
Рымбаеваның	ɾəmbɑevɑnəŋ
ағаларымыздың	ɑʀɑɫˈɑɾəməzdəŋ
өлтіреміз	ɵɫtɪɾemˈɪz
майы	mˈɑjə
шалқып	ʃˈɑɫqəp
заманмен	zɑmɑnmˈen
нары	nˈɑɾə
Авторлар	ɑvtoɾɫˈɑɾ
қалыптасады	qˈɑɫəptɑsɑdə
театрлар	teɑtɾɫˈɑɾ
күйретіп	kujɾetˈɪp
сұғып	sˈʊʀəp
құба	qʊbˈɑ
Адырбеков	ˈɑdəɾbekov
ешкі	eʃkˈɪ
алаңнан	ɑɫɑŋnˈɑn
кептіріп	keptɪɾˈɪp
дамуы	dˈɑmwə
РФ	ɾəfə
жауапкерге	ʒɑwɑpkeɾɡˈe
татпай	tɑtpˈɑj
Сәуірдің	sæwɪɾdˈɪŋ
дәмемен	dæmemˈen
комиссариат	kˈoməjssɑɾəjɑt
қайттық	qˈɑjttəq
Нұрымбетов	nˈʊɾəmbetov
даласы	dɑɫˈɑsə
өркениеттің	ɵɾkˈenəjettɪŋ
жиылған	ʒəjəɫʀɑn
Дания	dˈɑnəjja
мерекесін	meɾekesˈɪn
тәулікке	tæwlɪkkˈe
партиясының	pˈɑɾtəjjasənəŋ
көніп	kɵnˈɪp
компанияларымен	kompˈɑnəjjaɫɑɾəmen
Шетелдерде	ʃeteɫdeɾdˈe
тоғытты	tˈoʀəttə
Бейсенғалиев	bejsenʀˈɑɫəjev
ізінен	ɪzɪnˈen
етпеу	etpˈew
картина	kˈɑɾtəjnɑ
құртатын	qʊɾtˈɑtən
жұмсадым	ʒʊmsˈɑdəm
негіздеме	neɡɪzdemˈe
Кандагар	kɑndɑɡˈɑɾ
телекоммуникациялық	telekˈommwnəjkɑtsəjjaɫəq
көшбасшылары	kɵʃbˈɑsʃəɫɑɾə
демеушілік	demewʃɪlˈɪk
берілмесін	beɾɪɫmesˈɪn
Сан	sˈɑn
Топан	topˈɑn
жасытып	ʒˈɑsətəp
Хамитқызы	xˈɑməjtqəzə
қатерді	qɑteɾdˈɪ
ұлықтап	ˈʊɫəqtɑp
жазығындағы	ʒˈɑzəʀəndɑʀə
жалдап	ʒɑɫdˈɑp
мүгедек	muɡedˈek
іліккені	ɪlɪkkenˈɪ
Ирақта	əjɾɑqtɑ
хабарларының	xɑbɑɾɫˈɑɾənəŋ
биржада	bəjɾʒɑdɑ
енгізілген	enɡɪzɪɫɡˈen
Ауылдан	ˈɑwəɫdɑn
атайтынын	ɑtˈɑjtənən
шағымында	ʃˈɑʀəməndɑ
биікке	bəjɪkke
жайғанын	ʒɑjʀˈɑnən
барғанында	bɑɾʀˈɑnəndɑ
курстарда	kwɾstɑɾdˈɑ
қарашы	qɑɾˈɑʃə
сатыларында	sˈɑtəɫɑɾəndɑ
Манюрова	mɑnjuɾovˈɑ
қатысамыз	qˈɑtəsɑməz
жүрмін	ʒuɾmˈɪn
қиынырақ	qəjənəɾɑq
балап	bɑɫˈɑp
бермен	beɾmˈen
салыстырғанда	sˈɑɫəstəɾʀɑndɑ
Нұрмашева	nʊɾmɑʃevˈɑ
хабарларын	xɑbɑɾɫˈɑɾən
жаратты	ʒɑɾˈɑttə
Екпеден	ekpedˈen
тартқызып	tˈɑɾtqəzəp
Тасмағамбетовке	tɑsmɑʀɑmbetovkˈe
тайпалары	tɑjpɑɫˈɑɾə
тұратындықтан	tʊɾˈɑtəndəqtɑn
жаздың	ʒˈɑzdəŋ
қойдың	qˈojdəŋ
қолданғанын	qoɫdɑnʀˈɑnən
сұрайтынын	sʊɾˈɑjtənən
түрме	tuɾmˈe
Рух	ɾwx
бордақылау	boɾdˈɑqəɫɑw
Әкесінің	ækesɪnˈɪŋ
күрестің	kuɾestˈɪŋ
домалақ	domɑɫˈɑq
пенальтиден	penˈɑɫʔtəjden
әуелде	æweɫdˈe
сипатқа	səjpɑtqɑ
отырғызылған	ˈotəɾʀəzəɫʀɑn
Колледж	koɫlˈedʒ
құрылымының	qˈʊɾəɫəmənəŋ
болғанымыз	boɫʀˈɑnəməz
Заманбекті	zɑmɑnbektˈɪ
сапарымда	sɑpˈɑɾəmdɑ
Давлат	dɑvɫˈɑt
ұйымдарында	ˈʊjəmdɑɾəndɑ
туры	twɾə
балғамен	bɑɫʀɑmˈen
шаралардан	ʃɑɾɑɫɑɾdˈɑn
жолдасын	ʒoɫdˈɑsən
сұраған	sʊɾɑʀˈɑn
зымырандарды	zəməɾɑndɑɾdə
ойсыз	ˈojsəz
Симон	səjmon
Ж	ʒə
Жаңабай	ʒɑŋɑbˈɑj
кеңею	keŋejˈu
танымайды	tˈɑnəmɑjdə
айыпкерлердің	ˈɑjəpkeɾleɾdɪŋ
Мая	mɑjˈa
жартысының	ʒˈɑɾtəsənəŋ
күреседі	kuɾesedˈɪ
қоздыруға	qˈozdəɾwʀɑ
академик	ɑkɑdˈeməjk
тонның	tˈonnəŋ
шалыс	ʃˈɑɫəs
фармацевтика	fɑɾmɑtsˈevtəjkɑ
жұмыстарына	ʒˈʊməstɑɾənɑ
Чикагода	t͡ʃəjkɑɡodɑ
тамшыдай	tˈɑmʃədɑj
Оразов	oɾɑzˈov
жалға	ʒɑɫʀˈɑ
салғанша	sɑɫʀɑnʃˈɑ
Рахатқа	ɾɑxɑtqˈɑ
Людмила	ɫjˈudməjɫɑ
төрағасымен	tɵɾɑʀˈɑsəmen
телеарнасындағы	teleɑɾnˈɑsəndɑʀə
мәңгі	mæŋɡˈɪ
қолымызға	qˈoɫəməzʀɑ
нақыштағы	nˈɑqəʃtɑʀə
Әлфия	ˈæɫfəjja
Байсақовтың	bɑjsɑqˈovtəŋ
ауыстырылған	ˈɑwəstəɾəɫʀɑn
жоюы	ʒojˈuə
қарағанын	qɑɾɑʀˈɑnən
лақтыру	ɫˈɑqtəɾw
жасақшылар	ʒɑsˈɑqʃəɫɑɾ
Әсет	æsˈet
жеткізгенде	ʒetkɪzɡendˈe
элементтерді	elementteɾdˈɪ
Белсенді	beɫsendˈɪ
мысқылға	məsqəɫʀɑ
сатқандардың	sɑtqɑndˈɑɾdəŋ
Өтембаевты	ɵtembɑˈevtə
кинотеатр	kəjnoteɑtɾ
ауытқушылықтар	ˈɑwətqwʃəɫəqtɑɾ
Қазақстаннан	qɑzɑqstɑnnˈɑn
шешіледі	ʃeʃɪledˈɪ
кіреберісінде	kɪɾebeɾɪsɪndˈe
бәз	bˈæz
Қарабақ	qɑɾɑbˈɑq
прагматик	pɾɑɡmˈɑtəjk
Салимов	sˈɑɫəjmov
тұғырдан	tˈʊʀəɾdɑn
айыптыларды	ˈɑjəptəɫɑɾdə
үкіметте	ukɪmettˈe
таймның	tˈɑjmnəŋ
чемпионатындағы	t͡ʃˈempəjonɑtəndɑʀə
қолдағы	qoɫdˈɑʀə
Меңдеке	meŋdekˈe
Түрген	tuɾɡˈen
Арбаттағы	ɑɾbɑttˈɑʀə
мінезі	mɪnezˈɪ
болуына	bˈoɫwənɑ
Сочиге	sˈot͡ʃəjɡe
Досмағамбетовтың	dosmɑʀɑmbetˈovtəŋ
тарихшы	tˈɑɾəjxʃə
берілгенімен	beɾɪɫɡenɪmˈen
ауыстыруды	ˈɑwəstəɾwdə
жартысын	ʒˈɑɾtəsən
несиелері	nˈesəjeleɾɪ
АСТ	ˈɑst
беделін	bedelˈɪn
зұлымдықпен	zˈʊɫəmdəqpen
танисыз	tˈɑnəjsəz
қайтуға	qɑjtwʀˈɑ
талқылаулар	tˈɑɫqəɫɑwɫɑɾ
жатқандығы	ʒɑtqˈɑndəʀə
елдерінен	eɫdeɾɪnˈen
Литваның	ɫəjtvɑnəŋ
қаралаған	qɑɾɑɫɑʀˈɑn
Лебедева	lebedevˈɑ
бүйректен	bujɾektˈen
мойындата	mˈojəndɑtɑ
үміткерлер	umɪtkeɾlˈeɾ
ұшақтарына	ʊʃɑqtˈɑɾənɑ
тасқынның	tˈɑsqənnəŋ
зираты	zəjɾɑtə
Цзиньтао	tszəjnʔtɑo
Қажыгелдинді	qˈɑʒəɡeɫdəjndɪ
Дәрігердің	dæɾɪɡeɾdˈɪŋ
Еуропарламенттің	ewɾopɑɾɫɑmenttˈɪŋ
революционер	ɾevoɫjˈutsəjoneɾ
ертеректе	eɾteɾektˈe
құбылыстарға	qˈʊbəɫəstɑɾʀɑ
Тәжіктер	tæʒɪktˈeɾ
ғибадатханасы	ʀəjbɑdɑtxɑnɑsə
Хади	xˈɑdəj
билікті	bəjlɪktɪ
қадамы	qɑdˈɑmə
сатыпты	sˈɑtəptə
академиясын	ɑkɑdˈeməjjasən
раундтың	ɾˈɑwndtəŋ
туыстарыма	twəstɑɾəmɑ
миллиондар	məjɫɫəjondɑɾ
шаршайды	ʃɑɾʃˈɑjdə
баста	bɑstˈɑ
кілтипан	kˈɪɫtəjpɑn
жетерлік	ʒeteɾlˈɪk
бомбасынан	bombˈɑsənɑn
Өртенген	ɵɾtenɡˈen
қақ	qˈɑq
Әскерге	æskeɾɡˈe
ойыншыққа	ˈojənʃəqqɑ
төбесі	tɵbesˈɪ
біліктілікті	bɪlɪktɪlɪktˈɪ
дүкен	dukˈen
кабинеттің	kˈɑbəjnettɪŋ
облигациялар	ˈobɫəjɡɑtsəjjaɫɑɾ
танысуға	tˈɑnəswʀɑ
Мұнымыз	mˈʊnəməz
Алматылықтардың	ɑɫmˈɑtəɫəqtɑɾdəŋ
кейпінде	kejpɪndˈe
үйлерге	ujleɾɡˈe
шалшық	ʃˈɑɫʃəq
испандықтар	əjspɑndəqtɑɾ
дәретхана	dæɾetxɑnˈɑ
байланыса	bɑjɫˈɑnəsɑ
тығылған	təʀəɫʀɑn
қымбат	qəmbɑt
Майдандағы	mɑjdɑndˈɑʀə
Байзақов	bɑjzɑqˈov
Жовтиске	ʒˈovtəjske
Жарылыстан	ʒˈɑɾəɫəstɑn
Грузиямен	ɡɾwzəjjamen
арқа	ɑɾqˈɑ
тұтқындаулар	tˈʊtqəndɑwɫɑɾ
жүргізгеннен	ʒuɾɡɪzɡennˈen
сатысынан	sˈɑtəsənɑn
Биліктегі	bəjlɪkteɡɪ
құзыреті	qˈʊzəɾetɪ
хром	xɾˈom
Айшат	ɑjʃˈɑt
қорғауын	qoɾʀˈɑwən
ұзын	ˈʊzən
Әкежан	ækeʒˈɑn
кезеңдерге	kezeŋdeɾɡˈe
жүрме	ʒuɾmˈe
ақпараттардың	ɑqpɑɾɑttˈɑɾdəŋ
оңтүстігіндегі	oŋtustɪɡɪndeɡˈɪ
Барынша	bˈɑɾənʃɑ
бары	bˈɑɾə
Алаңнан	ɑɫɑŋnˈɑn
мәлімдемелерді	mælɪmdemeleɾdˈɪ
редактордың	ɾedɑktˈoɾdəŋ
асырылу	ˈɑsəɾəɫw
шыққаны	ʃəqqɑnə
адасқан	ɑdɑsqˈɑn
Күдіктінің	kudɪktɪnˈɪŋ
сиырды	səjəɾdə
қонақүйге	qonɑqujɡˈe
реттейді	ɾettejdˈɪ
Аваков	ɑvɑkˈov
бітуге	bɪtwɡˈe
түйткілді	tujtkɪɫdˈɪ
қабылдағаны	qˈɑbəɫdɑʀɑnə
хаттың	xˈɑttəŋ
ұйымдастырғанын	ˈʊjəmdɑstəɾʀɑnən
СССР	səsəsəɾə
алқасындағы	ɑɫqˈɑsəndɑʀə
Сартай	sɑɾtˈɑj
өтініште	ɵtɪnɪʃtˈe
балабақшадан	bɑɫɑbɑqʃɑdˈɑn
сайлануы	sɑjɫˈɑnwə
азаймақ	ɑzɑjmˈɑq
уын	wən
Алматыдағы	ɑɫmˈɑtədɑʀə
сайлап	sɑjɫˈɑp
режиссерлері	ɾˈeʒəjsseɾleɾɪ
талаптары	tɑɫɑptˈɑɾə
кинофестивальдерде	kəjnofestəjvɑɫʔdeɾde
бауырларымыздың	bˈɑwəɾɫɑɾəməzdəŋ
Моуринью	mˈowɾəjnʔju
державалық	deɾʒɑvˈɑɫəq
байқалды	bɑjqˈɑɫdə
бүгіннің	buɡɪnnˈɪŋ
орынсыз	ˈoɾənsəz
спутник	spwtnəjk
оқушыларға	ˈoqwʃəɫɑɾʀɑ
нон	nˈon
ұштық	ˈʊʃtəq
сыйластықпен	səjɫɑstəqpen
сыныптың	sənəptəŋ
өңірінде	ɵŋɪɾɪndˈe
келмеу	keɫmˈew
алынғандар	ˈɑɫənʀɑndɑɾ
компанияның	kompˈɑnəjjanəŋ
десін	desˈɪn
кешке	keʃkˈe
Шетелден	ʃeteɫdˈen
Саясаткерлер	sɑjasɑtkeɾlˈeɾ
газеттері	ɡɑzetteɾˈɪ
Роналдо	ɾonɑɫdˈo
айналсоқтап	ɑjnɑɫsoqtˈɑp
сайланған	sɑjɫɑnʀˈɑn
атауларын	ɑtɑwɫˈɑɾən
жинағы	ʒəjnɑʀə
Ақтаулық	ɑqtˈɑwɫəq
Көрермен	kɵɾeɾmˈen
көшуде	kɵʃwdˈe
испандық	əjspɑndəq
толмайды	toɫmˈɑjdə
Ұйымдастырушылар	ˈʊjəmdɑstəɾwʃəɫɑɾ
Ұстаз	ʊstˈɑz
малына	mˈɑɫənɑ
ДНР	dənəɾə
төлегісі	tɵleɡɪsˈɪ
солтүстігінде	soɫtustɪɡɪndˈe
Әминовке	ˈæməjnovke
Тоталитарлық	totˈɑɫəjtɑɾɫəq
танытушыларды	tˈɑnətwʃəɫɑɾdə
сорлап	soɾɫˈɑp
АРВ	ˈɑɾv
ғашықтардың	ʀˈɑʃəqtɑɾdəŋ
үйлеспейді	ujlespejdˈɪ
тойлар	tojɫˈɑɾ
еліндегі	elɪndeɡˈɪ
табысуға	tˈɑbəswʀɑ
мінезіне	mɪnezɪnˈe
туберкулезден	twbeɾkwlezdˈen
анау	ɑnˈɑw
дабылы	dˈɑbəɫə
Вена	venˈɑ
біртіндеп	bɪɾtɪndˈep
барайын	bɑɾˈɑjən
әділет	ædɪlˈet
көздеуі	kɵzdewˈɪ
ұзақтан	ʊzɑqtˈɑn
әшкереленіп	æʃkeɾelenˈɪp
Франко	fɾɑnkˈo
отырықшы	ˈotəɾəqʃə
сен	sˈen
Көпшілігі	kɵpʃɪlɪɡˈɪ
жазғаннан	ʒɑzʀɑnnˈɑn
формаларын	foɾmɑɫˈɑɾən
көнерген	kɵneɾɡˈen
жасағаны	ʒɑsɑʀˈɑnə
туыстарымен	twəstɑɾəmen
Комиссия	kˈoməjssəjja
қысымынан	qəsəmənɑn
қамтылып	qˈɑmtəɫəp
Попов	popˈov
мұсылмандардың	mˈʊsəɫmɑndɑɾdəŋ
Көмек	kɵmˈek
дүниетанымына	dˈunəjetɑnəmənɑ
Пәтерді	pæteɾdˈɪ
зейнетке	zejnetkˈe
Қамаудан	qɑmɑwdˈɑn
Қызылту	qəzəɫtw
штатын	ʃtˈɑtən
жабады	ʒɑbˈɑdə
өрбіген	ɵɾbɪɡˈen
ауылымызда	ˈɑwəɫəməzdɑ
символ	səjmvoɫ
