künjekleriniň	kˌønd͡ʒœklerˈiniŋ
öwüşginleri	ˌœβøʃʁønlˈeri
şonça	ʃˈont͡ʃo
deklarasiýasy	dˌekɫɑrˌɑθijˈɑθɯ
şahsyýetnamasy	ʃˌɑxθɯjˌetnɑmˈɑθɯ
bazarlara	bˌɑðɑrɫˈɑrɑ
görkezijilerini	ɡˌœrkœðˌød͡ʒølerˈini
myhmana	mɯxmˈɑnɑ
Haýyşnama	xˌɑjɯʃnˈɑːmɑ
karz	qˈɑrð
geçirýän	ɡet͡ʃˈirjæn
paýdarlar	pɑjdˈɑrɫɑr
çekdirilip	t͡ʃˌekdirˈilip
maksadalaýyk	mˌɑqθɑdɑɫˈɑjɯq
arassa	ɑrˈɑθθɑ
möçber	mˈœt͡ʃβœr
bölege	bœlˈœʁœ
ýanwarynda	jˌɑnβɑrˈɯnnɑ
togtadylmagy	tˌoʁtodʊɫmˈɑʁɯ
çekenlere	t͡ʃˌekenlˈere
türgeniniň	tˌørʁœnˈønøŋ
şahadatnamasyny	ʃˌɑxɑdˌɑtnɑmɑθˈɯnɯ
demirýol	demˈirjoɫ
kän	kˈæn
gurulýan	ɡʊrˈʊɫjɑn
gulluk	ɡˈʊɫɫʊq
satyldy	θɑtˈɯɫɫɯ
dahylly	dɑxˈɯɫɫɯ
peselmegi	pˌeθelmˈeʁi
hoşboý	xˈoʃβoːj
garaşsyzlygynyň	ɡˌɑrɑʃθˌɯðɫɯʁˈɯnɯŋ
dogrulygyna	dˌoʁrʊɫʊʁˈʊno
wagtlap	βˈɑʁtlɑːp
boluň	bˈoɫʊŋ
tassyklananda	tˌɑθθɯqɫɑnˈɑnnɑ
düzülip	døðˈøløp
goramak	ɡˌoːromˈoq
günsaýyn	ɡønθˈɑjɯn
eserleri	ˌeθerlˈeri
magdany	mɑʁdˈɑnɯ
häkim	hˈækim
saklanmalydygyny	θˌɑqɫɑnmˌɑɫɯdɯʁˈɯnɯ
Merwde	mˈerβde
Maýa	mˈɑjɑ
bagly	bˈɑːʁɫɯ
golçur	ɡˈoɫt͡ʃʊr
oba	ˈoːβo
utuldy	ʊtˈʊɫɫʊ
pudaklara	pˌʊdoqɫˈorɑ
ýerleşendir	jˌerleʃˈennir
tanyşlygy	tˌɑnɯʃɫˈɯʁɯ
gurmak	ɡʊrmˈoq
telärler	telˈærler
ekişini	ˌekiʃˈini
elde	ˈelle
edilendigi	ˌedilennˈiʁi
etraplarda	ˌetrɑpɫˈɑrdɑ
Baştutanyna	bˌɑʃtʊtonˈʊno
pikiriň	pikˈiriŋ
köşk	kˈœʃk
agentlikleriniň	ˌɑɡentlˌiklerˈiniŋ
ýaşly	jˈɑʃɫɯ
baglaşyldy	bˌɑʁɫɑʃˈɯɫɫɯ
medalyň	medˈɑɫɯŋ
etrabynda	ˌetrɑβˈɯnnɑ
şygar	ʃˈɯʁɑr
federasiýalarynyň	fˌederˌɑθijˌɑɫɑrˈɯnɯŋ
şypahanasynyň	ʃˌɯpɑxˌɑnɑθˈɯnɯŋ
aýap	ˈɑjɑp
jemgyýetleriniň	d͡ʒˌemʁɯjˌetlerˈiniŋ
bazarynyň	bˌɑðɑrˈɯnɯŋ
goýumy	ɡojˈʊmʊ
guramalar	ɡˌʊromˈoɫɑr
belarusly	bˌelɑrˈʊθɫʊ
döwürlere	dˌœβørlˈœrœ
dörediş	dœrˈœdøʃ
aşyrylyp	ˌɑʃɯrˈɯɫɯp
sazandalaryň	θˌɑðɑnnɑɫˈɑrɯŋ
bazaryny	bˌɑðɑrˈɯnɯ
maşgalalary	mˌɑʃʁɑɫɑɫˈɑrɯ
Sizi	θˈiði
ýaşuly	jˌɑːʃʊɫˈʊ
eşretli	eʃrˈetli
Enäniň	enˈæniŋ
Birnäçe	birnˈæːt͡ʃe
şäher	ʃˈæher
ýaşamaga	jˌɑʃɑmˈɑʁɑ
daýhan	dˈɑjxɑn
pudagynyň	pˌʊdoʁˈʊnɯŋ
kitaphanasynyň	kˌitɑpxˌɑnɑθˈɯnɯŋ
gözegçiligini	ɡˌœðœʁt͡ʃˌøløʁˈini
konserniniň	qˌonθernˈiniŋ
ýangyjyny	jˌɑnʁɯd͡ʒˈɯnɯ
Moskwa	mˈoθkβɑ
özleriniň	ˌœðlœrˈønøŋ
derýasynyň	dˌerjɑθˈɯnɯŋ
Tatarystan	tˌɑtɑrˈɯθθɑn
çykarmagy	t͡ʃˌɯqɑrmˈɑʁɯ
eýesinden	ˌejeθˈinnen
bökdençsiz	bœkdˈœnt͡ʃθið
Ylýas	ˈɯɫjɑθ
Horwatiýanyň	xˌorβotijˈɑnɯŋ
bekedi	bekˈedi
telekeçileriň	tˌelekˌet͡ʃilˈeriŋ
mysalynda	mˌɯθɑɫˈɯnnɑ
kislorod	kiθɫˈorod
Seljuk	θˈeld͡ʒʊq
ýokary	joqˈorʊ
Naýbaşy	nɑjbˈɑʃɯ
eýelediler	ˌejeledˈiler
şaýy	ʃˈɑjɯ
Türkmennebitgazgurluşyk	tˌørkmœnnˌœβitʁˌɑðʁʊrɫˈʊʃʊq
eýelemäge	ˌejelemˈæːɡe
şäherlerinde	ʃˌæherlerˈinne
tehnikalar	tˌehnikˈɑɫɑr
usullary	ˌʊθʊɫɫˈorʊ
baýlyklardan	bˌɑjɫɯqɫˈɑrdɑn
dogany	doʁˈonʊ
borçnamanyň	bˌort͡ʃnɑmˈɑnɯŋ
sürýär	θˈørjæːr
saklanylmagy	θˌɑqɫɑnɯɫmˈɑʁɯ
edilmegine	ˌedilmeʁˈine
Telefon	telˈefˌon
mazmuny	mɑðmˈʊnʊ
sary	θˈɑːrɯ
edişi	edˈiʃi
çempiony	t͡ʃˌempiˈonʊ
tizlik	tˈiðlik
deňzi	dˈeŋði
goralyp	ɡorˈoɫʊp
duşuşygy	dˌʊʃʊʃˈʊʁʊ
möhletden	mœhlˈœtdœn
ýurdunda	jʊrdˈʊnno
sergisine	θˌerʁiθˈine
gurşawy	ɡʊrʃˈoβʊ
eýe	ˈeje
berlendigi	bˌerlennˈiʁi
maşgala	mɑʃʁˈɑɫɑ
şol	ʃˈoɫ
gazynyň	ɡɑðˈɯnɯŋ
çözgüdine	t͡ʃˌœðʁødˈønœ
saparlarynyň	θˌɑpɑrɫɑrˈɯnɯŋ
garaşýar	ɡɑrˈɑʃjɑr
garaýyşlarynyň	ɡˌɑrɑjˌɯʃɫɑrˈɯnɯŋ
Kanunlarynyň	qˌɑnʊnɫorˈʊnʊŋ
kitaplary	kˌitɑpɫˈɑrɯ
aýak	ˈɑjɑq
goşgular	ɡoʃʁˈʊɫor
almagyna	ˌɑɫmɑʁˈɯnɑ
çopanlar	t͡ʃopˈonɫor
utmagy	ʊtmˈoʁʊ
bilimleri	bˌilimlˈeri
nyşany	nɯʃˈɑnɯ
hemmesiniň	hˌemmeθˈiniŋ
synagyndan	θˌɯnɑʁˈɯnnɑn
tälimçisi	tˌælimt͡ʃˈiθi
getirdiler	ɡˌetirdˈiler
Ondan	ˈonnon
ýaşamagyna	jˌɑʃɑmɑʁˈɯnɑ
depginler	depʁˈinler
Gündogaryň	ɡˌønnoʁˈorʊŋ
açyp	ˈɑt͡ʃɯp
sergilere	θˌerʁilˈere
gadam	ɡˈɑdɑm
wekiliýetiniň	βˌekilˌijetˈiniŋ
berilmedik	bˌerilmˈedik
usuly	ʊθˈʊɫʊ
tapawutlandylar	tˌɑpoβˌʊtɫonnˈʊɫɑr
gimnastika	ɡˌimnɑθθˈikɑ
tassyklaýan	tˌɑθθɯqɫˈɑjɑn
söhbetdeşler	θˌœhβœtdˈœʃler
derejäni	dˌered͡ʒˈæni
çekdi	t͡ʃˈekdi
sebitiň	θeβˈitiŋ
edijilere	ˌedid͡ʒilˈere
ýygnanan	jɯʁnˈɑnɑn
inkasso	inqˈɑθθo
tonnasyny	tˌonnoθˈʊnʊ
Palestinanyň	pˌɑɫeθθinˈɑnɯŋ
zergärçilik	ðˌerʁært͡ʃˈilik
bazalaryna	bˌɑðɑɫɑrˈɯnɑ
utuk	ˈʊtʊq
kazyýetleriniň	qˌɑðɯjˌetlerˈiniŋ
gyzy	ɡˈɯðɯ
Duşuşygyň	dˌʊʃʊʃˈʊʁʊŋ
eýeleri	ˌejelˈeri
meýilnamalaryny	mˌejilnˌɑmɑɫɑrˈɯnɯ
dowamlylygyny	dˌoβomɫˌʊɫɯʁˈɯnɯ
uçuşlary	ˌʊt͡ʃʊʃɫˈorʊ
görnetin	ɡœrnˈœtøn
tutulýan	tʊtˈʊɫjɑn
jedeli	d͡ʒedˈeli
açyldy	ɑt͡ʃˈɯɫɫɯ
gyzyklanýan	ɡˌɯðɯqɫˈɑnjɑn
kesgitläp	keθʁˈitlæːp
başlygyň	bɑʃɫˈɯʁɯŋ
erkin	ˈerkin
tutmalary	tˌʊtmoɫˈorɯ
emlägi	emlˈæʁi
Çeper	t͡ʃˈeper
edaralar	ˌedɑrˈɑɫɑr
etmekden	etmˈekden
Ýuridiki	jˌʊridˈiki
korporatiw	qˌorporˈotiβ
heňde	hˈeŋŋe
Saglyk	θˈɑʁɫɯq
gazanylan	ɡˌɑðɑnˈɯɫɑn
eksponatlar	ˌekθponˈotɫor
kümmet	kˈømmœt
mekdepleriniň	mˌekdeplerˈiniŋ
mümkinçilik	mˌømkønt͡ʃˈølik
zaýawka	ðɑjˈoβqɑ
şertnamasynyň	ʃˌertnɑmɑθˈɯnɯŋ
goralýan	ɡorˈoɫjɑn
Kitabyň	kitˈɑβɯŋ
ýylylygyň	jˌɯɫɯɫˈɯʁɯŋ
hakykydygyna	xˌɑqɯqˌɯdɯʁˈɯnɑ
sebäpli	θeβˈæpli
piriň	pˈiriŋ
ençeme	ent͡ʃˈeme
wekiliýetler	βˌekilijˈetler
ygtyýarlyklaryna	ˌɯʁtɯjˌɑrɫɯqɫɑrˈɯnɑ
toýuna	tojˈʊno
baglanyşyklydyr	bˌɑʁɫɑnˌɯʃɯqɫˈɯdɯr
görnüşinden	ɡˌœrnøʃˈønnœn
döwletden	dœβlˈœtdœn
turbalary	tˌʊrβoɫˈorɯ
geljegiň	ɡeld͡ʒˈeʁiŋ
zawody	ðoβˈodʊ
oýna	ˈojnɑ
rugsatnamasy	rˌʊʁθotnɑmˈɑθɯ
borç	bˈort͡ʃ
gawun	ɡˈɑːβʊn
nesle	nˈeθle
tomaşaçy	tˌomoʃˈot͡ʃɯ
eder	ˈeder
Hyzmatdaşlyk	xˌɯðmɑtdˈɑʃɫɯq
wepalylygy	βˌepɑɫɯɫˈɯʁɯ
hoşallygyny	xˌoʃoɫɫʊʁˈɯnɯ
horeografiýa	xˌoreˌoʁrofˌijɑ
etdirildi	ˌetdirˈilli
Owganystanda	ˌoβʁonʊθθˈɑnnɑ
jemleri	d͡ʒemlˈeri
meýdanlarynda	mˌejdɑnɫɑrˈɯnnɑ
bilimiň	bilˈimiŋ
ozon	ˈoðon
aýlap	ˈɑjlɑːp
mümkinçiliginiň	mˌømkønt͡ʃˌøliʁˈiniŋ
üýtgetmäge	ˌøːjtʁetmˈæːɡe
Aşgabadyň	ˌɑʃʁɑβˈɑdɯŋ
çözülişi	t͡ʃˌœðølˈøʃø
bilner	bˈilner
birleşikleriň	bˌirleʃiklˈeriŋ
etrabyna	ˌetrɑβˈɯnɑ
çalyşmaly	t͡ʃˌɑɫɯʃmˈɑɫɯ
ukyplaryny	ˌʊqʊpɫorˈɯnɯ
wekiliýetleri	βˌekilˌijetlˈeri
çapyksuwarlar	t͡ʃˌɑpɯqθʊβˈorɫor
abraýa	ɑβrˈɑjɑ
diwar	dˈiːβɑːr
üýtgetmeleriň	ˌøːjtʁetmelˈeriŋ
gäminiň	ɡæmˈiniŋ
hokkeý	xˈoqkej
ýetirmekde	jˌetirmˈekde
ykdysadyýetiň	ˌɯqdɯθˌɑdɯjˈetiŋ
ýurtly	jˈʊrtɫʊ
bermegine	bˌermeʁˈine
žurnalynyň	ʒˌʊrnoɫˈʊnʊŋ
umman	ˈʊmmon
wezipeleriň	βˌeðipelˈeriŋ
maddasynda	mˌɑddɑθˈɯnnɑ
parlamentiň	pˌɑrɫɑmˈentiŋ
barlyşy	bɑrɫˈɯʃɯ
alyjynyň	ˌɑɫɯd͡ʒˈɯnɯŋ
Hytaýyň	xɯtˈɑjɯŋ
hatlaryny	xˌɑtɫɑrˈɯnɯ
barlar	bˈɑrɫɑr
däplerine	dˌæplerˈine
kesgitnamany	kˌeθʁitnɑmˈɑnɯ
maýasynyň	mˌɑjɑθˈɯnɯŋ
martyndan	mɑrtˈɯnnɑn
şäherara	ʃˌæherˈɑrɑ
halatlarynda	xˌɑɫɑtɫɑrˈɯnnɑ
terbiýelenmegi	tˌerβijˌelenmˈeʁi
jemgyýetleri	d͡ʒˌemʁɯjetlˈeri
meýillerini	mˌejillerˈini
tygşytly	tɯʁʃˈɯtɫɯ
baýraga	bɑjrˈɑʁɑ
golunyň	ɡoɫˈʊnʊŋ
ýol	jˈoːɫ
ygtyýarly	ˌɯʁtɯjˈɑrɫɯ
basmaly	bɑθmˈɑɫɯ
häzire	hæðˈire
döredilende	dˌœrœdølˈenne
birnäçesi	bˌirnæt͡ʃˈeθi
goruny	ɡorˈʊnʊ
golaý	ɡˈoɫoj
kärdeşler	kærdˈeʃler
kompozisiýa	qˌompoðiθˈijɑ
süýji	θˈøːjd͡ʒi
dilli	dˈilli
çykdajylaryny	t͡ʃˌɯqdɑd͡ʒˌɯɫɑrˈɯnɯ
Ilçisi	ilt͡ʃˈiθi
süýümli	θøːjˈømlø
Şu	ʃˈʊ
edilýändiginiň	ˌediljˌænniʁˈiniŋ
gazananlaryna	ɡˌɑðɑnˌɑnɫɑrˈɯnɑ
metbugaty	mˌetβʊʁˈotʊ
mekdepleriň	mˌekdeplˈeriŋ
Ýurtda	jˈʊrtdɑ
namasynyň	nˌɑmɑθˈɯnɯŋ
medeniýetimizi	mˌedenˌijetimˈiði
amaly	ɑmˈɑɫɯ
saýlawly	θɑjɫˈoβɫɯ
ýerleşdirilendir	jˌerleʃdˌirilˈennir
Goraghananyň	ɡˌoroʁxonˈɑnɯŋ
hazynasy	xˌɑðɯnˈɑθɯ
synçylar	θɯnt͡ʃˈɯɫɑr
abadanlaşdyrmagyň	ˌɑβɑdˌɑnɫɑʃdɯrmˈɑʁɯŋ
aljak	ˈɑɫd͡ʒɑq
berijileriň	bˌerid͡ʒilˈeriŋ
bäsleşige	bˌæθleʃˈiʁe
mähirli	mæhˈirli
awtoulaglar	ˌoβtoʊɫˈoʁɫor
Baştutanlar	bˌɑʃtʊtˈonɫor
gazananlaryny	ɡˌɑðɑnˌɑnɫɑrˈɯnɯ
açylmagyny	ˌɑt͡ʃɯɫmɑʁˈɯnɯ
gerimde	ɡerˈimne
diýen	dˈijen
zenanlary	ðˌenɑnɫˈɑrɯ
meýilleşdirilýän	mˌejillˌeʃdirˈiljæn
önümçiligi	ˌœnømt͡ʃølˈøʁi
işewürligi	ˌiʃœβørlˈøʁø
Çäklendirilen	t͡ʃˌæklennirˈilen
Patyşalygyna	pˌɑtɯʃˌɑɫɯʁˈɯnɑ
däpleriniň	dˌæplerˈiniŋ
şahsyň	ʃˈɑxθɯŋ
çagyrylyşynyň	t͡ʃˌɑʁɯrˌɯɫɯʃˈɯnɯŋ
agentligi	ˌɑɡentlˈiʁi
wekilhana	βˌekilxˈɑːnɑ
makalalary	mˌɑqɑɫɑɫˈɑrɯ
birleşigi	bˌirleʃˈiʁi
ýygymy	jɯʁˈɯmɯ
galmaga	ɡɑɫmˈɑʁɑ
Hytaýa	xɯtˈɑjɑ
oýunlaryna	ˌojʊnɫorˈʊnɑ
duşuşyk	dʊːʃˈʊʃʊq
eýsem	ˈejθem
baýdak	bˈɑjdɑq
buýurmalary	bˌʊjʊrmoɫˈorɯ
goldawynyň	ɡˌoɫɫoβˈʊnʊŋ
Netijede	nˌetid͡ʒˈede
gatnaşyklaryny	ɡˌɑtnɑʃˌɯqɫɑrˈɯnɯ
palatasy	pˌɑɫɑtˈɑθɯ
tilsimlerini	tˌilθimlerˈini
maşgalasynyň	mˌɑʃʁɑɫɑθˈɯnɯŋ
binasyna	bˌinɑθˈɯnɑ
obýekti	oβjˈekti
şahsyýeti	ʃˌɑxθɯjˈeti
innowasiýa	ˌinnoβoθˈijɑ
Respublikasyna	rˌeθpʊβlˌikɑθˈɯnɑ
Salgytlar	θɑɫʁˈɯtɫɑr
neşiriň	neʃˈiriŋ
sözi	θˈœðø
Watanyna	βˌɑtɑnˈɯnɑ
parlament	pɑrɫˈɑment
maksatlaryny	mˌɑqθɑtɫɑrˈɯnɯ
hatda	xˈɑtdɑː
tesiminde	tˌeθimˈinne
ösdürilmegi	ˌœθθørølmˈœʁø
aýlarynyň	ˌɑjɫɑrˈɯnɯŋ
serişdesi	θˌeriʃdˈeθi
gazanýar	ɡɑðˈɑnjɑr
geçmeli	ɡet͡ʃmˈeli
Annaýew	ɑnnˈɑjœβ
resminamalar	rˌeθminɑmˈɑɫɑr
goýy	ɡˈojɯ
ertesi	ertˈeθi
jülgesinde	d͡ʒˌølʁœθˈønne
çykyşynyň	t͡ʃˌɯqɯʃˈɯnɯŋ
wezipesidir	βˌeðipeθˈidir
ylalaşyldy	ˌɯɫɑɫɑʃˈɯɫɫɯ
Deputatlar	dˌepʊtˈotɫor
çäklendirmezden	t͡ʃˌæklennirmˈeððen
gazak	ɡˈɑðɑq
awtor	ˈoβtor
almakdan	ɑɫmˈɑqdɑn
çykdajylar	t͡ʃˌɯqdɑd͡ʒˈɯɫɑr
ýokanç	jˈoqont͡ʃ
köpdürlüligi	kˌœpdørlølˈøʁø
akyp	ˈɑqɯp
goraghanalarynyň	ɡˌoroʁxˌonɑɫɑrˈɯnɯŋ
ölçegdäki	ˌœlt͡ʃœʁdˈæːkɪ
çäreleriň	t͡ʃˌærelˈeriŋ
ygtyýarnama	ˌɯʁtɯjɑrnˈɑːmɑ
güýje	ɡˈøːjd͡ʒe
ýygym	jˈɯʁɯm
Holding	xˈoɫɫinʁ
çäklendirýän	t͡ʃˌæklennˈirjæn
ençemesine	ˌent͡ʃemeθˈine
aýdyň	ˈɑjdɯŋ
şonuň	ʃˈonʊŋ
tanyşdyryp	tˌɑnɯʃdˈɯrɯp
güýzlük	ɡˈøːjðløk
önümler	œnˈømlœr
syry	θˈɯrɯ
bildirýändigini	bˌillirjˌænniʁˈini
tölenmeli	tˌœlœnmˈœli
kazylaryň	qˌɑðɯɫˈɑrɯŋ
Garaşsyzlyk	ɡˌɑrɑʃθˈɯðɫɯq
barlaglar	bɑrɫˈɑʁɫɑr
balyk	bˈɑːɫɯq
galman	ɡˈɑɫmɑn
hiliň	hˈiliŋ
Ynanç	ˈɯnɑnt͡ʃ
edermenlik	ˌedermˈenlik
gözegçilige	ɡˌœðœʁt͡ʃølˈøʁe
awgustda	oβʁˈʊθθdɑ
ugurlary	ˌʊʁʊrɫˈorʊ
lukman	ɫˈʊqmon
jedeliň	d͡ʒedˈeliŋ
hyzmatyny	xˌɯðmɑtˈɯnɯ
esaslandyryjylarynyň	ˌeθɑθɫˌɑnnɯrˌɯd͡ʒɯɫɑrˈɯnɯŋ
ähmiýetli	ˌæhmijˈetli
ylalaşyklar	ˌɯɫɑɫɑʃˈɯqɫɑr
döndermegi	dˌœnnœrmˈœʁi
häkimiýetiniň	hˌækimˌijetˈiniŋ
Ýazmaça	jɑðmˈɑt͡ʃɑ
geýim	ɡˈejim
şübhe	ʃˈøβhœ
meýdanlaryň	mˌejdɑnɫˈɑrɯŋ
alyja	ɑɫˈɯd͡ʒɑ
bolmagyň	boɫmˈoʁʊŋ
Artyk	ˈɑrtɯq
kömelekhananyň	kˌœmœlˌœkxɑnˈɑnɯŋ
çeşmesidir	t͡ʃˌeʃmeθˈidir
Diýarymyz	dˌijɑrˈɯmɯð
baglaşylmagy	bˌɑʁɫɑʃɯɫmˈɑʁɯ
görkezýän	ɡœrkˈœðjæn
kanagatlandyrylýar	qˌɑnɑʁˌɑtɫɑnnɯrˈɯɫjɑr
ýagyş	jˈɑʁɯʃ
ýollarynda	jˌoɫɫorˈʊnnɑ
Baharyň	bɑxˈɑrɯŋ
ähmiýetlidir	ˌæhmijetlˈidir
goýýar	ɡˈojjɑr
alnandan	ɑɫnˈɑnnɑn
jemlerini	d͡ʒˌemlerˈini
et	ˈet
döwürleriň	dˌœβørlˈœrøŋ
esaslanandyr	ˌeθɑθɫɑnˈɑnnɯr
atşynaslar	ˌɑtʃɯnˈɑθɫɑr
at	ˈɑːt
güýçlendirmek	ɡˌøːjt͡ʃlennirmˈek
edilse	edˈilθe
gutlagyny	ɡˌʊtɫoʁˈʊnʊ
Gidrometeorologiýa	ɡˌidromˌeteˌoroɫoɡˈijɑ
awtoulaglary	ˌoβtoˌʊɫoʁɫˈorɯ
işgäriniň	ˌiʃʁærˈiniŋ
milletiň	millˈetiŋ
kemçilikler	kˌemt͡ʃilˈikler
taýýarlykly	tˌɑjjɑrɫˈɯqɫɯ
çapmagyň	t͡ʃɑpmˈɑʁɯŋ
dillerine	dˌillerˈine
okuwçylary	ˌoqʊβt͡ʃʊɫˈɑrɯ
Däp	dˈæːp
diametri	dˌiɑmˈetri
edýändigini	ˌedjænniʁˈini
abadançylygyň	ˌɑβɑdˌɑnt͡ʃɯɫˈɯʁɯŋ
tekiz	tˈekið
Bulardan	bʊɫˈordon
häsiýetleri	hˌæθijetlˈeri
ýörelgä	jœrˈœlʁæ
bölekleri	bˌœlœklˈœri
çalyşýandygyny	t͡ʃˌɑɫɯʃjˌɑnnɯʁˈɯnɯ
ýolbaşçylyk	jˌoɫβoʃʃˈʊɫɯq
Dalaşgärleri	dˌɑɫɑʃʁærlˈeri
Gruziýa	ʁrʊðˈijɑ
kompaniýanyň	qˌomponijˈɑnɯŋ
Iri	ˈiːri
subýektleriniň	θˌʊβjektlerˈiniŋ
materiallaryň	mˌɑterˌiɑɫɫˈɑrɯŋ
pasly	pˈɑθɫɯ
goýberilýär	ɡˌojberˈiljæːr
Kärdeşler	kærdˈeʃler
Gözleg	ɡˈœðlœʁ
ösümliklerden	ˌœθømløklˈerden
gowragyny	ɡˌoβroʁˈʊnʊ
kadalaşdyryjy	qˌɑdɑɫˌɑʃdɯrˈɯd͡ʒɯ
açdy	ˈɑt͡ʃdɯ
düşündiriş	dˌøʃønnˈørøʃ
öňümizdäki	ˌœŋømøðdˈæːkɪ
diplomat	dipɫˈomot
esaslarda	ˌeθɑθɫˈɑrdɑ
Ýeňil	jˈeŋil
ekspertizanyň	ˌekθpertiðˈɑnɯŋ
stansiýalarynyň	θθˌɑnθijˌɑɫɑrˈɯnɯŋ
agzybirlikde	ˌɑʁðɯβirlˈikde
welosipedli	βˌeloθipˈedli
hiç	hˈiːt͡ʃ
desgalary	dˌeθʁɑɫˈɑrɯ
MWt	mβt
sergiler	θerʁˈiler
taýýarlanylar	tˌɑjjɑrɫɑnˈɯɫɑr
teswirnamasy	tˌeθβirnɑmˈɑθɯ
ilatly	ilˈɑtɫɯ
onunjy	onˈʊnd͡ʒʊ
global	ʁɫˈoβoɫ
käninde	kænˈinne
nyşanalara	nˌɯʃɑnɑɫˈɑrɑ
getirilýän	ɡˌetirˈiljæn
nahallaryny	nˌɑxɑɫɫɑrˈɯnɯ
Ýewropanyň	jˌœβropˈonʊŋ
bilermenleriniň	bˌilermˌenlerˈiniŋ
umuman	ʊmˈʊmon
telefon	telˈefˌon
ilerletmegiň	ˌilerletmˈeʁiŋ
açary	ɑt͡ʃˈɑrɯ
özleşdirýärler	ˌœðlœʃdørjˈærler
tötänden	tœtˈænnœn
barlanylýan	bˌɑrɫɑnˈɯɫjɑn
ýerindäki	jˌerindˈæːkɪ
Öňüni	œŋˈønø
Kabineti	qˌɑβinˈeti
ministrleriniň	mˌiniθθrlerˈiniŋ
ahlak	ˈɑxɫɑːq
arçasynyň	ˌɑrt͡ʃɑθˈɯnɯŋ
kärhanada	kˌærxɑnˈɑdɑ
öwez	ˈœβœð
barasynda	bˌɑrɑθˈɯnnɑ
höwes	hˈœβœθ
açylyşy	ˌɑt͡ʃɯɫˈɯʃɯ
hakdaky	xɑqdˈɑːqɯ
TDH	tdh
öwretmek	ˌœβrœtmˈœk
işleriňizde	ˌiʃleriŋˈiððe
girdiler	ɡirdˈiler
düşmegi	døʃmˈœʁø
ýerleşdirilýär	jˌerleʃdirˈiljæːr
bolmazdan	boɫmˈoððon
hötde	hˈœtdœ
çykyşda	t͡ʃɯqˈɯʃdɑ
şertnamalaryna	ʃˌertnɑmˌɑɫɑrˈɯnɑ
gazandy	ɡɑðˈɑnnɯ
halkyna	xɑɫqˈɯnɑ
arzuw	ˈɑrðʊβ
şertleri	ʃertlˈeri
gurşawyň	ɡʊrʃˈoβʊŋ
baglanyşykly	bˌɑːʁɫɑnɯʃˈɯqɫɯ
iň	ˈiŋ
sizi	θˈiði
görnüşini	ɡˌœrnøʃˈønø
şahyryň	ʃɑxˈɯrɯŋ
jaýyny	d͡ʒɑjˈɯnɯ
uçaryň	ʊt͡ʃˈorʊŋ
kömek	kœmˈek
aspirantlar	ˌɑθpirˈɑntɫɑr
başga	bˈɑʃʁɑ
finalda	fˌinˈɑɫɫɑ
duşuşdy	dʊʃˈʊʃdʊ
maliýeleşdirmegiň	mˌɑɫijˌeleʃdirmˈeʁiŋ
gullukçylaryň	ɡˌʊɫɫʊqt͡ʃʊɫˈɑrɯŋ
Awtoulag	ˌoβtoˈʊɫoʁ
Girdeji	ɡirdˈed͡ʒi
tebigatynyň	tˌeβiʁɑtˈɯnɯŋ
bazarlarynyň	bˌɑðɑrɫɑrˈɯnɯŋ
her	hˈer
maliýeleşdirildi	mˌɑɫijˌeleʃdirˈilli
nobaty	noβˈotʊ
ederis	edˈeriθ
kosmos	qˈoθmoθ
festiwaly	fˌeθθiβˈɑɫɯ
saýlanylyp	θˌɑjɫɑnˈɯɫɯp
metjit	mˈetd͡ʒiːt
seljerişini	θˌeld͡ʒeriʃˈini
Suw	θˈʊβ
senä	θˈenæ
koreý	qˈorej
kemçiligi	kˌemt͡ʃilˈiʁi
haýyşnama	xˌɑjɯʃnˈɑːmɑ
sentýabry	θentjˈɑβrɯ
giňişliginiň	ɡˌiŋiʃliʁˈiniŋ
duzlarynyň	dˌʊðɫorˈʊnʊŋ
jaýda	d͡ʒˈɑjdɑ
hyzmatdaşlygynyň	xˌɯðmɑtdˌɑʃɫɯʁˈɯnɯŋ
esaslyk	eθˈɑθɫɯq
baglaşylýar	bˌɑʁɫɑʃˈɯɫjɑr
düzülmegi	dˌøðølmˈœʁø
girizilýändigi	ɡˌiriðˌiljænnˈiʁi
garamagyň	ɡˌɑrɑmˈɑʁɯŋ
bäsdeşlerinden	bˌæθθeʃlerˈinnen
gatnaşmagyny	ɡˌɑtnɑʃmɑʁˈɯnɯ
belgileriň	bˌelʁilˈeriŋ
ýyllardaky	jˌɯɫɫɑrdˈɑːqɯ
barşyna	bɑrʃˈɯnɑ
ornaşdyrylýar	ˌornoʃdʊrˈɯɫjɑr
hepdesi	hepdˈeθi
kitabyna	kˌitɑβˈɯnɑ
belgileri	bˌelʁilˈeri
nama	nˈɑmɑ
gadagan	ɡɑdˈɑʁɑn
gaýtarylmaga	ɡˌɑjtɑrɯɫmˈɑʁɑ
halylarynyň	xˌɑɫɯɫɑrˈɯnɯŋ
ýaşajyk	jɑʃˈɑd͡ʒɯq
günüň	ɡˈønøŋ
açylandygy	ˌɑt͡ʃɯɫɑnnˈɯʁɯ
maglumatlardan	mˌɑʁɫʊmotɫˈordɑn
arkalaşyklarynyň	ˌɑrqɑɫˌɑʃɯqɫɑrˈɯnɯŋ
netijelidigini	nˌetid͡ʒˌelidiʁˈini
