riksja	rɪkʃaː
armoedegrens	ɑrmudəɣrɛns
randidioot	rɑntidioːt
wederstrevig	ʋeːdərstreːvəx
predicaat	preːdikaːt
popidool	pɔpidoːl
theekrans	teːkrɑns
bergklassement	bɛrxklɑsəmɛnt
koppig	kɔpəx
angola	ɑŋɣoːlaː
interpreteren	ɪntərprəteːrən
dievenlantaarn	divənlɑntaːrn
bioturbatie	bioːtʏrbaːtsi
bovenvermeld	boːvənvɛrmɛlt
bebolwerken	bəbɔlʋɛrkən
wetgeving	ʋɛtxeːvɪŋ
verknallen	ʋərknɑlən
overtoom	oːvərtoːm
disrespectvol	dɪsrɛspɛktfɔl
ontrijzen	ɔntrɛizən
provisorisch	proːvizoːris
bloederziekte	bludərziktə
duisburg	dœy̯sbʏrx
vingertop	vɪŋərtɔp
zirkonen	zɪrkoːnən
rekwisiet	reːkʋizit
bestaansminimum	bəstaːnsminimʏm
autonomie	ɑu̯toːnoːmi
glanzen	ɣlɑnzən
telefoonverbinding	teːləfoːnvɛrbɪndɪŋ
neolithisch	neːoːlitis
inhoudsopgave	ɪnɦɑu̯tsɔpxaːvə
overmorgenochtend	oːvərmɔrɣənɔxtənt
benêe	bəneː
biografie	bijoːɣraːfi
coleslaw	koːlslɑʋ
netneutraliteit	nɛtnøːtraːlitɛi̯t
langeafstandsrenner	lɑŋəɑfstɑntsrɛnər
uitspraakwoordenboek	œy̯tspraːkʋoːrdənbuk
formuleren	fɔrmyleːrən
onzes	ɔnzəs
chauffeur	ʃɑu̯føːr
hagel	ɦaːɣəl
betichten	bətɪxtən
pelsdier	pɛlsdiːr
begerig	bəɣeːrəx
ijsgebergte	ɛi̯sxəbɛrxtə
evenmens	eːvənmɛns
remming	rɛmɪŋ
zinnelijkheid	zɪnələkɦɛi̯t
opdat	ɔbdɑt
roomijs	roːmɛi̯s
bazelen	baːzələn
knoflook	knɔfloːk
goudstuk	ɣɑu̯tstʏk
waterrat	ʋaːtərrɑt
probeersel	proːbeːrsəl
rozebottel	roːzəbɔtəl
hengelo	ɦɛŋəloː
verrukkelijk	vɛrʏkələk
verzuiling	vɛrzœy̯lɪŋ
bewijzen	bəʋɛi̯zən
doe	du
sponsdier	spɔnsdiːr
aks	ɑks
sperweruil	spɛrʋərœy̯l
reu	røː
vergaderen	vɛrɣaːdərən
jostietjes	jɔstitjəs
rationeel	raːtʃoːneːl
saucijzenbroodje	soːsɛi̯zənbroːtjə
tegenpartijder	teːɣənpɑrtɛi̯dər
rivaal	rivaːl
autobiografie	oːtoːbioːɣraːfi
heilsgeschiedenis	ɦɛi̯lsxəsxidənɪs
romanist	roːmaːnɪst
gedachtig	ɣədɑxtəx
epineus	eːpinøːs
bureaucratie	byːroːkraːtsi
zwaalde	zʋaːldə
bureaublad	byroːblɑt
buigen	bœy̯ɣən
piratenvlag	piraːtənvlɑx
allemansvriendin	ɑləmɑnsfrindɪn
bladzij	blɑtsɛi̯
falanx	faːlɑŋks
pugilistisch	pyɣilɪstis
irredentistisch	ɪreːdɛntɪstis
vijl	vɛi̯l
robert	roːbərt
zielsbeschrijving	zilsbəsxrɛi̯vɪŋ
hoefijzer	ɦufɛi̯zər
weekeind	ʋeːkɛi̯nt
coveren	kɑvərən
aangedaan	aːnɣədaːn
behoudend	bəɦɑu̯dənt
briefopener	brifoːpənər
scheepvaartverkeer	sxeːpfaːrtfərkeːr
krijgshaftig	krɛi̯xsɦɑftəx
bureaulamp	byroːlɑmp
rioolkrant	rioːlkrɑnt
hagelwit	ɦaːɣəlʋɪt
haaibaai	ɦaːi̯baːi̯
bits	bɪts
klankleer	klɑŋkleːr
knie	kni
camper	kɛmpər
vlecht	vlɛxt
bruidegom	brœy̯dəɣɔm
thinner	tɪnər
preparaat	preːpaːraːt
onderhouden	ɔndərɦɑu̯dən
restaurant	rɛstoːrɑnt
boortoren	boːrtoːrən
broederloos	brudərloːs
verhoging	vɛrɦoːɣɪŋ
linze	lɪnzə
aanbaksel	aːnbɑksəl
dreadlock	drɛtlɔk
rijten	rɛi̯tən
hottentottententententoonstelling	ɦɔtəntɔtəntɛntəntɛntoːnstɛlɪŋ
priscilla	prɪsɪlaː
beschermen	bəsxɛrmən
schitterend	sxɪtərənt
pik	pɪk
krul	krʏl
gasrotonde	ɣɑsroːtɔndə
uitstellen	œy̯tstɛlən
zadenbank	zaːdənbɑŋk
vrucht	vrʏxt
ankeren	ɑŋkərən
prinses	prɪnsɛs
stukgaan	stʏkxaːn
ijsselmeer	ɛi̯səlmeːr
pluimstrijken	plœy̯mstrɛi̯kən
macrons	mɑkrɔns
eerbreuk	eːrbrøːk
kansel	kɑnsəl
bamboe	bɑmbu
klaarblijkelijk	klaːrblɛi̯kələk
winters	ʋɪntərs
verandering	vərɑndərɪŋ
stop	stɔp
verlossing	vɛrlɔsɪŋ
badpak	bɑtpɑk
zijl	zɛi̯l
kwalijk	kʋaːlək
haars	ɦaːrs
pitrus	pɪtrʏs
verbraden	vɛrbraːdən
socialisme	soːʃaːlɪsmə
faunist	fɑu̯nɪst
spierkracht	spiːrkrɑxt
lemoen	ləmun
slaat	slaːt
bekering	bəkeːrɪŋ
tuberculose	tybɛrkyloːzə
volkstuinder	vɔlkstœy̯ndər
vertaalster	vɛrtaːlstər
blindedarmontsteking	blɪndədɑrmɔntsteːkɪŋ
bekendmaken	bəkɛntmaːkən
bekken	bɛkən
gletsjermolen	ɣlɛtʃərmoːlən
staatzucht	staːtsʏxt
buitenkant	bœy̯tənkɑnt
inwinnen	ɪnʋɪnən
durven	dʏrvən
pikdonker	pɪkdɔŋkər
drie	dri
schimpscheut	sxɪmpsxøːt
plein	plɛi̯n
baboetjes	baːbutjəs
prutswerk	prʏtsʋɛrk
beukennoot	bøːkənoːt
winkelier	ʋɪŋkəliːr
levant	leːvɑnt
larie	laːri
sop	sɔp
trompetter	trɔmpɛtər
uitkeren	œy̯tkeːrən
hydrofoob	ɦidroːfoːp
correct	kɔrɛkt
hoogheid	ɦoːxɦɛi̯t
strodak	stroːdɑk
ruilhart	rœy̯lɦɑrt
schaapsvlies	sxaːpsflis
vestingwerk	vɛstɪŋʋɛrk
klankbeeld	klɑŋkbeːlt
au	ɑu̯
zwakheid	zʋɑkɦɛi̯t
trichloormethaan	trixloːrmeːtaːn
beletten	bəlɛtən
te	tə
berkenroede	bɛrkənrudə
vermalen	vɛrmaːlən
petemoei	peːtəmui̯
riviermonding	riviːrmɔndɪŋ
verenigde	vəreːnɪɣdə
wijnkelder	ʋɛi̯nkɛldər
beige	bɛːʒə
olijfgaard	oːlɛi̯fɣaːrt
uitwatering	œy̯tʋaːtərɪŋ
aanvraag	aːnvraːx
mineren	mineːrən
bangladesh	bɑŋɡlaːdɛʃ
aanraakscherm	aːnraːksxɛrm
begaafd	bəɣaːft
kettingbrief	kɛtɪŋbrif
verkerk	vɛrkɛrk
aanzijn	aːnzɛi̯n
schroevendraaier	sxruvəndraːjər
wetsverkrachter	ʋɛtsfɛrkrɑxtər
eenmanszaak	eːnmɑnsaːk
onleesbaarheid	ɔnleːsbaːrɦɛi̯t
zaagwesp	zaːxʋɛsp
daar	daːr
gleufdier	ɣløːfdiːr
azuur	aːzyːr
hakenkruis	ɦaːkənkrœy̯s
autohandelaar	ɑu̯toːɦɑndəlaːr
doelverdediger	dulvərdeːdəɣər
schaduwzijde	sxaːdyu̯zɛi̯də
sjansen	ʃɑnsən
verlaten	vərlaːtən
verkoopt	vərkoːpt
aanwoekeren	aːnʋukərən
angstcultuur	ɑŋstkʏltyːr
aanplanten	aːmplɑntən
buksboom	bʏksboːm
noord	noːrt
zielsverhuizing	zilsfərɦœy̯zɪŋ
josefien	joːzəfin
verwen	vɛrʋɛn
talisman	taːlɪsmɑn
hof	ɦɔf
delen	deːlən
besluiteloos	bəslœy̯təloːs
betaler	bətaːlər
erfopvolging	ɛrfɔpfɔlɣɪŋ
handpop	ɦɑntpɔp
touwladder	tɑu̯lɑdər
fietsstrook	fitstroːk
staartpen	staːrtpɛn
lampenkap	lɑmpənkɑp
mantelmeeuw	mɑntəlmeːu̯
karaktertrek	kaːrɑktərtrɛk
judas	jʏdɑs
smiecht	smixt
antecedentjes	ɑntəsədɛntjəs
loos	loːs
strot	strɔt
zoeaaf	zuaːf
monogamie	moːnoːɣaːmi
paniekvoetbal	paːnikfutbɑl
neusvleugel	nøːsfløːɣəl
bekerplant	beːkərplɑnt
arcadehal	ɑrkaːdəɦɑl
bespieden	bəspidən
poststuk	pɔststʏk
pruisen	prœy̯sən
ontkruipen	ɔntkrœy̯pən
leen	leːn
leerstuk	leːrstʏk
drinken	driŋkən
terp	tɛrp
positiviteit	poːzitivitɛi̯t
verdedigingsmacht	vərdeːdəɣɪŋsmɑxt
godverlaten	ɣɔtfərlaːtən
aanraking	aːnraːkɪŋ
kromtaal	krɔmtaːl
rekenmachine	reːkənmaːʃinə
vrienden	vrindən
oplossen	ɔplɔsən
schrijven	sxrɛi̯vən
krant	krɑnt
evolueren	eːvoːlyeːrən
kanseliersbonus	kɑnsəliːrsboːnʏs
onterving	ɔntɛrvɪŋ
vernemen	vɛrneːmən
zwichten	zʋɪxtən
fietst	fitst
kentering	kɛntərɪŋ
drievoud	drivɑu̯t
vruchtbaarheidsgodin	vrʏxtbaːrɦɛi̯tsxoːdɪn
uitvergrote	œy̯tfərɣroːtə
testprogramma	tɛstproːɣrɑmaː
dagdeel	dɑxdeːl
besteedbaar	bəsteːtbaːr
aardrijkskundig	aːrdrɛi̯kskʏndəx
daarlangs	daːrlɑŋs
vore	voːrə
isabella	izaːbɛlaː
zigzag	zɪxzɑx
harlekijn	ɦɑrləkɛi̯n
yogi	joːɡi
legionair	leːɣioːnɛːr
antrax	ɑntrɑks
seroendeng	sərundɛŋ
epenthetisch	eːpɛnteːtis
aerostaat	ɛːroːstaːt
beefaal	beːfaːl
jetser	jɛtsər
gravure	ɣraːvyːrə
dwerghoen	dʋɛrxɦun
stereotyperen	steːreːoːtipeːrən
prul	prʏl
corrigeren	kɔriɣeːrən
nagelschaar	naːɣəlsxaːr
hulpbisschop	ɦʏlpbɪsxɔp
wrijten	vrɛi̯tən
staatsvrouw	staːtsfrɑu̯
beiroet	bɛi̯rut
kunsthistorie	kʏnstɦɪstoːri
daarop	daːrɔp
lustprieel	lʏstprieːl
ontheffen	ɔntɦɛfən
cancan	kɑnkɑn
uitleverend	œy̯tleːvərənt
basisonderwijs	baːzɪsɔndərʋɛi̯s
westfaals	ʋɛstfaːls
kaneel	kaːneːl
mensenkind	mɛnsənkɪnt
toespeling	tuspeːlɪŋ
beveiliging	bəvɛi̯ləɣɪŋ
revalidatie	reːvaːlidaːtsi
chagrijn	ʃɑɣərɛi̯n
zicht	zɪxt
cellulose	sɛlyloːzə
derogatie	deːroːɣaːtsi
carnaval	kɑrnaːvɑl
geloofsijver	ɣəloːfsɛi̯vər
beschenden	bəsxɛndən
boots	boːts
monnik	mɔnɪk
circuitjes	sɪrkʋitjjəs
zevenentwintig	zeːvənɛntʋɪntəx
zabben	zɑbən
dakisolatie	dɑkizoːlaːtsi
diplomatie	diploːmaːtsi
vissersboot	vɪsərsboːt
zetelen	zeːtəl
schansspringen	sxɑnssprɪŋən
fauteuil	foːtœy̯
huiselijkheid	ɦœy̯sələkɦɛi̯t
domiciliëring	doːmisiljeːrɪŋ
kardinaal	kɑrdinaːl
mastkorf	mɑstkɔrf
zwaben	zʋaːbən
ontwapening	ɔntʋaːpənɪŋ
altruïstisch	ɑltryɪstis
vaars	vaːrs
hengst	ɦɛŋst
ombudsmannen	ɔmbʏtsmɑnən
opschorten	ɔpsxɔrtən
scheurjurk	sxøːrjʏrk
energietransitie	eːnɛrɣitrɑnzisi
zuurstofarm	zyːrstɔfɑrm
bekostiging	bəkɔstəɣɪŋ
kerstboom	kɛrstboːm
kabelbaan	kaːbəlbaːn
oppermacht	ɔpərmɑxt
hoede	ɦudə
bananenrepubliek	baːnaːnənreːpyblik
nylonkous	nɛi̯lɔnkɑu̯s
stolpboerderij	stɔlpburdərɛi̯
hebbie	ɦɛbi
onderscheiding	ɔndərsxɛi̯dɪŋ
delgen	dɛlɣən
vulgaat	vʏlɣaːt
volschenken	vɔlsxɛŋkən
stoombad	stoːmbɑt
bureaubladachtergrond	byroːblɑtɑxtərɣrɔnt
pijltjestoets	pɛi̯ltjəstuts
eenarmig	eːnɑrməx
hoofdpijn	ɦoːftpɛi̯n
eucharistie	œy̯xaːrɪsti
hondenlul	ɦɔndənlʏl
bekoren	bəkoːrən
bestrijken	bəstrɛi̯kən
chagrijn	ʃɑɣrɛi̯n
warmwaterbron	ʋɑrmʋaːtərbrɔn
dringen	drɪŋən
wapenkunde	ʋaːpənkʏndə
belastingafspraak	bəlɑstɪŋɑfspraːk
dadelpit	daːdəlpɪt
metropool	meːtroːpoːl
wijnglas	ʋɛi̯ŋɣlɑs
xenofobisch	kseːnoːfoːbis
jeugdpuist	jøːxtpœy̯st
bezondigen	bəzɔndəɣən
wijnrood	ʋɛi̯nroːt
brusselaar	brʏsəlaːr
assegaai	ɑsəɣaːi̯
budgetjes	bydʒɛtjəs
tyfus	tifʏs
oorlogje	oːrlɔxjə
aanwinnen	aːnʋɪnən
kijkspel	kɛi̯kspɛl
grammaticus	ɣrɑmaːtikʏs
dierenrijk	diːrənrɛi̯k
bloemenveiling	blumənvɛi̯lɪŋ
cembalo	tʃɛmbaːloː
alfons	ɑlfɔns
tinne	tɪnə
rondboog	rɔntboːx
golem	ɣoːləm
definitie	deːfinitsi
bierkan	biːrkɑn
zeewezen	zeːʋeːzən
strandplevier	strɑntpləviːr
synode	sinoːdə
streepkleur	streːpkløːr
tampeloeris	tɑmpəlurəs
kinderarbeid	kɪndərɑrbɛi̯t
nietmachine	nitmaːʃinə
eerlijkheid	eːrləkɦɛi̯t
tijdbom	tɛi̯tbɔm
biofysicus	bioːfizikʏs
artisjok	ɑrtiʃɔk
tafeleend	taːfəleːnt
vogelgriep	voːɣəlɣrip
expeditie	ɛkspəditsi
hutspot	ɦʏtspɔt
grijsblauw	ɣrɛi̯sblɑu̯
offerfeest	ɔfərfeːst
bierbuik	biːrbœy̯k
meeuwis	meːu̯ɪs
eigenlijk	ɛi̯ɣənlək
addergif	ɑdərɣɪf
kwiek	kʋik
religievrede	reːliɣivreːdə
onheus	ɔnɦøːs
bezegelen	bəzeːɣələn
doven	doːvən
rupsvoertuig	rʏpsfuːrtœy̯x
waarheid	ʋaːrɦɛi̯t
kouwenberg	kɑu̯ənbɛrx
stuwadoor	styʋaːdɔːr
staafdiagram	staːfdiaːɣrɑm
piramidestelsel	piːraːmidəstɛlsəl
aanbrake	aːmbraːkə
songket	sɔŋkɛt
zonnedak	zɔnədɑk
klauwen	klɑu̯ən
jeremia	jeːrəmiaː
uitslepe	œy̯tsleːpə
thorium	toːriʏm
kruisvaarder	krœy̯sfaːrdər
bindingsangst	bɪndɪŋsɑŋst
vooroordeel	voːroːrdeːl
reukwerkbrander	røːkʋɛrkbrɑndər
equivalent	eːkʋivaːlɛnt
hoeksnelheid	ɦuksnɛlɦɛi̯t
ploeteren	plutərən
koen	kun
dreumes	drøːməs
afzender	ɑfsɛndər
bloedlul	blutlʏl
hondenkar	ɦɔndənkɑr
aamborstigheid	aːmbɔrstəxɦɛi̯t
strandkrab	strɑntkrɑp
achterban	ɑxtərbɑn
kerkkoor	kɛrkoːr
brein	brɛi̯n
analfabeet	ɑnɑlfaːbeːt
libretto	librɛtoː
jamaica	dʒaːmɛɪ̯kaː
achterzeilen	ɑxtərzɛi̯lən
grootdoop	ɣroːtdoːp
hoi	ɦɔi̯
toerekenen	tureːkənən
absoluut	ɑpsoːlyt
quarantaine	kaːrɑntɛːnə
typesoort	tipəsoːrt
cijns	sɛi̯ns
voren	voːrən
vak	vɑk
ijsschol	ɛi̯sxɔl
zorgenkind	zɔrɣənkɪnt
attaqueren	ɑtaːkeːrən
bastonnade	bɑstɔnaːdə
boerenbedrieger	buːrənbədriɣər
gribus	ɣribʏs
snijwond	snɛi̯ʋɔnt
tegeltjeswijsheid	teːɣəltjəsʋɛi̯sɦɛi̯t
ellepijp	ɛləpɛi̯p
paasexamen	paːsɛksaːmən
leeg	leːx
tangconstructie	tɑŋkɔnstrʏksi
episcopaal	eːpɪskoːpaːl
doend	dunt
kievitsei	kivitsɛi̯
mops	mɔps
grammaticaregel	ɣrɑmaːtikaːreːɣəl
mottig	mɔtəx
tulp	tʏlp
est	ɛst
portret	pɔrtrɛt
boekhouder	bukɦɑu̯dər
voorstedelijk	voːrsteːdələk
bezoldigen	bəzɔldəɣən
middeleeuws	mɪdəleːu̯s
tof	tɔf
middagtemperatuur	mɪdɑxtɛmpəraːtyːr
uitsleep	ʌy̯tsleɪ̯p
cent	sɛnt
opblaaskrokodil	ɔblaːskroːkoːdɪl
bakerstoel	baːkərstul
ruimtepak	rœy̯mtəpɑk
zwemstaart	zʋɛmstaːrt
dictatoriaal	dɪktaːtoːriaːl
revanche	reːvɑnʃ
emanciperen	eːmɑnsipeːrən
spoelen	spulən
achterlatend	ɑxtərlaːtənt
zeven	zøːvən
wantoestand	ʋɑntustɑnt
stembusakkoord	stɛmbʏsɑkoːrt
barneveld	bɑrnəvɛlt
onmachtig	ɔnmɑxtəx
zemen	zeːmən
verkeersbord	vɛrkeːrsbɔrt
strafbaarstelling	strɑfbaːrstɛlɪŋ
alcoholmisbruik	ɑlkoːɦɔlmɪsbrœy̯k
dodenboek	doːdənbuk
chrestomathie	xrɛstoːmaːti
mieters	mitərs
kernsplijting	kɛrnsplɛi̯tɪŋ
bisschopsstad	bɪsxɔpstɑt
vraagteken	vraːxteːkən
pepermunt	peːpərmʏnt
thesaurie	teːzɑu̯ri
homofobisch	ɦoːmoːfoːbis
sterrenzwerm	stɛrənzʋɛrm
gallicanisme	ɣɑlikaːnɪsmə
grenstol	ɣrɛnstɔl
anatolisch	aːnaːtoːlis
zwijntjesjager	zʋɛi̯ntjəsjaːɣər
accordeon	ɑkɔrdiɔn
gewricht	ɣəvrɪxt
bearbeiden	bəɑrbɛi̯dən
raar	raːr
aandeelhebber	aːndeːlɦɛbər
roofoverval	roːfoːvərvɑl
waals	ʋaːls
steppenhoen	stɛpənɦun
alarm	aːlɑrm
trui	trœy̯
aspisadder	ɑspɪsɑdər
azijnzuur	aːzɛinzyːr
afrikaan	aːfrikaːn
veulen	vøːlən
dolen	doːlən
bijlbundel	bɛi̯lbʏndəl
zwaan	zʋaːn
mijnsteenberg	mɛi̯nsteːnbɛrx
verliezen	vɛrlizən
avondmaalsleer	aːvɔntmaːlsleːr
beuningen	bøːnɪŋən
tweeënveertig	tʋeːjənveːrtəx
blind	blɪnt
equipage	eːkipaːʒə
dwarsgang	dʋɑrsxɑŋ
schoolexamen	sxoːlɛksaːmən
draagvlak	draːxflɑk
schuinsmarcheerder	sxœy̯nsmɑrʃeːrdər
baggermachine	bɑɣərmaːʃinə
burgerwagen	bʏrɣərʋaːɣən
mudjevol	mʏtjəvɔl
profvoetbalster	prɔffutbɑlstər
optimist	ɔptimɪst
koter	koːtər
afbetaling	ɑvbətaːlɪŋ
versterven	vərstɛrvən
bengaals	bɛŋɣaːls
pruik	prœy̯k
abo	aːboː
marius	maːriʏs
tomeloos	toːməloːs
breuk	brøːk
aardwolf	aːrtʋɔlf
aanaarden	aːnaːrdən
gynaecologie	ɣineːkoːloːɣi
doodsbedreiging	doːtsbədrɛi̯ɣɪŋ
staatsinmenging	staːtsɪnmɛŋɪŋ
dadelboom	daːdəlboːm
frons	frɔns
smartlap	smɑrtlɑp
boeg	bux
ontembaar	ɔntɛmbaːr
wiki	ʋiki
weddeverlaging	ʋɛdəvɛrlaːɣɪŋ
fonologie	foːnɔlɔɣi
zesthalf	zɛstɦɑlf
wassenaar	ʋɑsənaːr
kleinzerig	klɛi̯nzeːrəx
achtenzestig	ɑxtənsɛstəx
verwensing	vərʋɛnsɪŋ
manuscript	maːnyskrɪpt
aankunnen	aːŋkʏnən
bergop	bɛrxɔp
elasticiteit	eːlɑstisitɛi̯t
inburgering	ɪnbʏrɣərɪŋ
kech	kɛx
encyclopedie	ɑnsikloːpeːdi
inwoner	ɪnʋoːnər
zirkonium	zɪrkoːniʏm
hernemen	ɦɛrneːmən
zwemster	zʋɛmstər
valbijl	vɑlbɛi̯l
sumatraans	symaːtraːns
min	mɪn
selectie	səlɛksi
botten	bɔtən
gajo	ɣaːjoː
aftroeven	ɑftruvən
doventolk	doːvəntɔlk
materialisme	maːteːriaːlɪsmə
apostelbrood	aːpɔstəlbroːt
pilaster	pilɑstər
meikever	mɛi̯keːvər
homoseksualiteit	ɦoːmoːsɛksyaːlitɛi̯t
televisiekijker	teːləvizikɛi̯kər
waarheidsgetrouw	ʋaːrɦɛi̯tsxətrɑu̯
overal	oːvərɑl
dwergster	dʋɛrxstɛr
cellnummer	sɛlnʏmər
klunen	klynən
kiespijn	kispɛi̯n
rolmodel	rɔlmoːdɛl
vraagstuk	vraːxstʏk
beatmis	bitmɪs
identiteitskaart	idɛntitɛi̯tskaːrt
slechtstschrijvend	slɛxtstsxrɛi̯vənt
verlummelen	vɛrlʏmələn
veranderen	vərɑndərən
uitverkocht	œy̯tfərkɔxt
verlezen	vərleːzən
museum	myzeːʏm
tunnelvisie	tʏnəlvizi
bijwijfschap	bɛi̯ʋɛi̯fsxɑp
doorschieten	doːrsxitən
verzengen	vərzɛŋən
morgengave	mɔrɣənɣaːvə
drommels	drɔməls
gortdroog	ɣɔrtdroːx
interpreteerde	ɪntərprəteːrdə
monorail	moːnoːreːl
meerderwaardigheidscomplex	meːrdərʋaːrdəxɦɛi̯tskɔmplɛks
mensenhandel	mɛnsənɦɑndəl
ventweg	vɛntʋɛx
aansterven	aːnstɛrvən
mummificatie	mʏmifikaːtsi
mangoeste	mɑŋɣustə
sabra	saːbraː
trouwens	trɑu̯əns
graven	ɣraːvən
topper	tɔpər
coma	koːmaː
zonnepark	zɔnəpɑrk
karveel	kɑrveːl
jachthoorn	jɑxtɦoːrn
pizza	pitsaː
crapuleus	kraːpyløːs
affectenleer	ɑfɛktənleːr
gewonnen	ɣəʋɔnən
stand	stɑnt
dwaling	dʋaːlɪŋ
tolweg	tɔlʋɛx
sociaaldemocratisch	soːʃaːldeːmoːkraːtis
eczeem	ɛkseːm
heksenjacht	ɦɛksənjɑxt
dijn	dɛi̯n
zeevaarder	zeːvaːrdər
begeren	bəɣeːrən
bespeuren	bəspøːrən
croissant	krɔsɑnt
springplank	sprɪŋplɑŋk
beschikbaarheid	bəsxɪkbaːrɦɛi̯t
guerrillero	ɡəriljeːroː
zelfbeschikkingsrecht	zɛlfbəsxɪkɪŋsrɛxt
esther	ɛstər
venusheuvel	veːnʏsɦøːvəl
grasmus	ɣrɑsmʏs
acceleratie	ɑkseːləraːtsi
geslachtsverkeer	ɣəslɑxtsfərkeːr
handtekening	ɦɑnteːkənɪŋ
diner	dineː
zuil	zœy̯l
bitterkoekje	bɪtərkukjə
schaatsenrijden	sxaːtsənrɛi̯dən
kopvoorn	kɔpfoːrn
christiaan	krɪstijaːn
wereldoorlog	ʋeːrəltoːrlɔx
klimaatwetenschap	klimaːtʋeːtənsxp
overhalen	oːvərɦaːlən
zeemijn	zeːmɛi̯n
juno	jynoː
einde	ɛi̯ndə
dazelen	daːzələn
cosmetisch	kɔsmeːtis
acetyleen	ɑsətileːn
aanzienlijk	aːnzinlək
sloten	sloːtən
dagdroom	dɑxdroːm
luchtgastvrouw	lʏxtxɑstfrɑu̯
lieven	livən
receptie	rəsɛpsi
epifauna	eːpifɑu̯naː
jubilaresse	jybilaːrɛsə
wals	ʋɑls
verbolgen	vərbɔlɣən
bijensterfte	bɛi̯ənstɛrftə
uitdruk	œːdrʏk
kenia	keːniaː
vloeipapier	vlui̯paːpiːr
rekenmunt	reːkəmʏnt
ontkalken	ɔntkɑlkən
pingelen	pɪŋələn
salade	saːlaːdə
truck	tryk
mandeeër	mɑndeːər
honoreren	ɦoːnoːreːrən
beloning	bəloːnɪŋ
overkappen	oːvərkɑpən
pomp	pɔmp
vooruit	voːrœy̯t
detachering	deːtɑʃeːrɪŋ
dijkstra	dɛi̯kstraː
vaat	vaːt
meetkunde	meːtkʏndə
alvleesklierkanker	ɑlvleːskliːrkɑŋkər
bewerpen	bəʋɛrpən
koffieplanter	kɔfiplɑntər
worst	ʋɔrst
agnostica	ɑxnɔstikaː
gladjanus	ɣlɑtjaːnʏs
stamverwant	stɑmvərʋɑnt
woordenboeken	ʋoːrdənbukən
spijkerschrift	spɛi̯kərsxrɪft
ban	bɛn
strijd	strɛi̯t
bezinnen	bəzɪnən
marktfalen	mɑrktfaːlən
resistent	reːzɪstɛnt
letten	lɛtən
hogedrukpan	ɦoːɣədrʏkpɑn
sluikstorten	slœy̯kstɔrtə
schnabbelen	ʃnɑbələn
hypocentrum	ɦipoːsɛntrʏm
kaboel	kaːbul
binnenmens	bɪnənmɛns
dierenwinkel	diːrənʋiŋkəl
korting	kɔrtɪŋ
wip	ʋɪp
bomenaar	boːmənaːr
gezeur	ɣəzøːr
beschaamd	bəsxaːmt
ranja	rɑnjaː
elektrocuteren	eːlɛktroːkyteːrən
eurofilie	øːroːfili
boomkorvisserij	boːmkɔrvɪsərɛi̯
kin	kɪn
warhoofd	ʋɑrɦoːft
lesbisch	lɛsbis
begrijpen	bəɣrɛi̯pən
zeevonk	zeːvɔŋk
fuut	fyt
scenario	seːnaːrioː
engelstalig	ɛŋəlstaːləx
abt	ɑpt
blaker	blaːkər
vrijwel	vrɛi̯ʋɛl
spugen	spyɣən
gruwen	ɣryu̯ən
kapitaalinjectie	kaːpitaːlɪnjɛksi
begint	bəɣɪnt
droefenis	drufənɪs
wijkverpleger	ʋɛi̯kfərpleːɣər
zachtzinnig	zɑxtsɪnəx
boerterij	buːrtərɛi̯
bedaren	bədaːrən
hester	ɦɛstər
olifantenpad	oːlifɑntənpɑt
stormvogel	stɔrmvoːɣəl
knorrepot	knɔrəpɔt
overspannen	oːvərspɑnən
zenuwcentrum	zeːnyu̯sɛntrʏm
stroper	stroːpər
myriare	miːriaːrə
literatuur	litəraːtyr
muggenbult	mʏɣənbʏlt
gabriël	ɣaːbriɛl
bruno	brynoː
nift	nɪft
aalvlug	aːlvlʏx
benamen	bənaːmən
hazebroek	ɦaːzəbruk
leviticus	leːvitikʏs
levensgezel	leːvənsxəzɛl
gewillig	ɣəʋɪləx
bankbediende	bɑŋkbədində
doeken	dukən
pap	pɑp
sluis	slœy̯s
piramidedak	piːraːmidədɑk
breedbandverbinding	breːtbɑntfɛrbɪndɪŋ
antwoord	ɑntʋoːrt
godsloochening	ɣɔtsloːxənɪŋ
kikkergezwel	kɪkərɣəzʋɛl
snoepreep	snupreːp
pronkstuk	prɔŋkstʏk
neuken	nøːkən
bedieningspaneel	bədinɪŋspaːneːl
aanstormen	aːnstɔrmən
activatie	ɑktivaːtsi
turbine	tʏrbinə
hypotheekrenteaftrekregeling	ɦipoːteːkrɛntəɑftrɛkreːɣəlɪŋ
herdersjongen	ɦɛrdərsjɔŋən
dwarsbalk	dʋɑrsbɑlk
klassenstrijd	klɑsənstrɛi̯t
optuigen	ɔptœy̯ɣən
gastvrouw	ɣɑstfrɑu̯
ambassade	ɑmbɑsaːdə
kofschip	kɔfsxɪp
potdoof	pɔtdoːf
kelnerin	kɛlnərɪn
geus	ɣøːs
jeremiade	jeːrəmiaːdə
doodziek	doːtsik
bewind	bəʋɪnt
veroorzaken	vəroːrzaːkən
zaniker	zaːnəkər
schalk	sxɑlk
hartfilm	ɦɑrtfɪlm
bruidssluier	brœy̯tslœy̯ər
huilen	ɦœy̯lən
enkelvoudig	ɛŋkəlvɑu̯dəx
skeletspier	skəlɛtspiːr
