높으락낮으락하다	no̞pʰɯɾa̠ŋna̠d͡ʑɯɾa̠kʰa̠da̠
서두르다	sʰʌ̹duɾɯda̠
무둑무둑하다	muduŋmudukʰa̠da̠
가시나	ka̠ɕʰina̠
쿨쩍대다	kʰuɭt͡ɕ͈ʌ̹k̚t͈ɛ̝da̠
시시거리다	ɕʰiɕʰiɡʌ̹ɾida̠
탈탈거리다	tʰa̠ɭtʰa̠ɭɡʌ̹ɾida̠
숙덜숙덜	sʰuk̚t͈ʌ̹ɭsʰuk̚t͈ʌ̹ɭ
아래턱뼈	a̠ɾɛ̝tʰʌ̹k̚p͈jʌ̹
할아버지	ha̠ɾa̠bʌ̹d͡ʑi
반자성	pa̠nd͡ʑa̠sʰʌ̹ŋ
서근서근	sʰʌ̹ɡɯnsʰʌ̹ɡɯn
참개구리	t͡ɕʰa̠mɡɛ̝ɡuɾi
축약되다	t͡ɕʰuɡja̠k̚t͈ø̞da̠,t͡ɕʰuɡja̠k̚t͈we̞da̠
가계례	ka̠ɡje̞ɾje̞,ka̠ɡe̞ɾe̞
싹싹대다	s͈a̠ks͈a̠k̚t͈ɛ̝da̠
강동	ka̠ŋdo̞ŋ
쫓다	t͡ɕ͈o̞t̚t͈a̠
곱살하다	ko̞ps͈a̠ɾɦa̠da̠
보시닥거리다	po̞ɕʰida̠k̚k͈ʌ̹ɾida̠
습지식물	sʰɯp̚t͡ɕ͈iɕʰiŋmuɭ
우무적꾸무적하다	umud͡ʑʌ̹k̚k͈umud͡ʑʌ̹kʰa̠da̠
모래회오리	mo̞ɾɛ̝ɦø̞o̞ɾi,mo̞ɾɛ̝βwe̞o̞ɾi
다기	ta̠ɡi
알쫑	a̠ɭt͡ɕ͈o̞ŋ
작열	t͡ɕa̠ɡjʌ̹ɭ
안보적	a̠nbo̞d͡ʑʌ̹k̚
진려	t͡ɕiɭʎjʌ̹
론란	ɾo̞ɭɭa̠n
하숙집	ha̠sʰuk̚t͡ɕ͈ip̚
분탕	puntʰa̠ŋ
낙제점	na̠k̚t͡ɕ͈e̞d͡ʑʌ̹m
뽀글대다	p͈o̞ɡɯɭdɛ̝da̠
호도독대다	ɸʷo̞do̞do̞k̚t͈ɛ̝da̠
등외	tɯŋø̞,tɯŋwe̞
방제학	pa̠ŋd͡ʑe̞ɦa̠k̚
자끔자끔	t͡ɕa̠k͈ɯmd͡ʑa̠k͈ɯm
문디	mundi
단화	ta̠nβwa̠
둥긋하다	tuŋɡɯtʰa̠da̠
속전	sʰo̞k̚t͡ɕ͈ʌ̹n
아옹다옹하다	a̠o̞ŋda̠o̞ŋɦa̠da̠
이질이질하다	id͡ʑiɾid͡ʑiɾɦa̠da̠
방글라데슈	pa̠ŋɡɯɭɭa̠de̞ɕʰju
간드랑간드랑	ka̠ndɯɾa̠ŋɡa̠ndɯɾa̠ŋ
난동	na̠ndo̞ŋ
하들거리다	ha̠dɯɭɡʌ̹ɾida̠
인산인해	insʰa̠ninɦɛ̝
위화	ɥiβwa̠,yβwa̠
영양사	jʌ̹ŋja̠ŋsʰa̠
조꼬맹이	t͡ɕo̞k͈o̞mɛ̝ŋi
관성류	kwa̠nsʰʌ̹ŋɲju
가량맞다	ka̠ɾja̠ŋma̠t̚t͈a̠
수상돌기	sʰusʰa̠ŋdo̞ɭɡi
오직대다	o̞d͡ʑik̚t͈ɛ̝da̠
신미양요	ɕʰinmija̠ŋjo
야불거리다	ja̠buɭɡʌ̹ɾida̠
뽀잇뽀잇이	p͈o̞it̚p͈o̞iɕʰi
환곡제도	ɸwa̠nɡo̞k̚t͡ɕ͈e̞do̞
슬라이드	sʰɯɭɭa̠idɯ
인공면역	inɡo̞ŋmjʌ̹ɲjʌ̹k̚
삼수량	sʰa̠msʰuɾja̠ŋ
시럽	ɕʰiɾʌ̹p̚
물기	muɭɡi
상층 바람	sʰa̠ŋt͡ɕʰɯŋpa̠ɾa̠m
특전	tʰɯk̚t͡ɕ͈ʌ̹n
탁구	tʰa̠k̚k͈u
회고	hø̞ɡo̞,ɸwe̞ɡo̞
감읍	ka̠mɯp̚
민생고	minsʰɛ̝ŋɡo̞
불안	puɾa̠n
사행경로	sʰa̠ɦɛ̝ŋɡjʌ̹ŋno̞
갸울대다	kja̠uɭdɛ̝da̠
복리표	po̞ŋnipʰjo
왁자그르르하다	wa̠k̚t͡ɕ͈a̠ɡɯɾɯɾɯɦa̠da̠
수납전표	sʰuna̠p̚t͡ɕ͈ʌ̹npʰjo
쌩끗쌩끗하다	s͈ɛ̝ŋk͈ɯt̚s͈ɛ̝ŋk͈ɯtʰa̠da̠
우그렁하다	uɡɯɾʌ̹ŋɦa̠da̠
예부	je̞bu
복십자	po̞kɕ͈ip̚t͡ɕ͈a̠
예외	je̞ø̞,je̞we̞
키릴문자	kçiɾiɭmund͡ʑa̠
전서	t͡ɕʌ̹nsʰʌ̹
뻗다	p͈ʌ̹t̚t͈a̠
원자무기	wʌ̹nd͡ʑa̠muɡi
자지	t͡ɕa̠d͡ʑi
버석버석	pʌ̹sʰʌ̹k̚p͈ʌ̹sʰʌ̹k̚
방전되다	pa̠ŋd͡ʑʌ̹ndø̞da̠,pa̠ŋd͡ʑʌ̹ndwe̞da̠
낄쭉낄쭉	k͈iɭt͡ɕ͈uk̚k͈iɭt͡ɕ͈uk̚
설렁설렁	sʰʌ̹ɭɭʌ̹ŋsʰʌ̹ɭɭʌ̹ŋ
짜르르하다	t͡ɕ͈a̠ɾɯɾɯɦa̠da̠
휴교하다	çjuɡjoɦa̠da̠
과외지도	kwa̠ø̞d͡ʑido̞,kwa̠we̞d͡ʑido̞
백전백승하다	pɛ̝k̚t͡ɕ͈ʌ̹nbɛ̝ks͈ɯŋɦa̠da̠
썩썩	s͈ʌ̹ks͈ʌ̹k̚
낙오자	na̠ɡo̞d͡ʑa̠
다음날	ta̠ɯmna̠ɭ
피하주사	pʰiɦa̠d͡ʑusʰa̠
안와	a̠nwa̠
나직이	na̠d͡ʑiɡi
이죽애죽하다	id͡ʑuɡɛ̝d͡ʑukʰa̠da̠
경쟁의식	kjʌ̹ŋd͡ʑɛ̝ŋɰiɕʰik̚
무상기간	musʰa̠ŋɡiɡa̠n
살아나다	sʰa̠ɾa̠na̠da̠
승차하다	sʰɯŋt͡ɕʰa̠ɦa̠da̠
간웅	ka̠nuŋ
달가당대다	ta̠ɭɡa̠da̠ŋdɛ̝da̠
별판부	pjʌ̹ɭpʰa̠nbu
하지	ha̠d͡ʑi
어루룽어루룽	ʌ̹ɾuɾuŋʌ̹ɾuɾuŋ
붙어살이	putʰʌ̹sʰa̠ɾi
삼	sʰa̠m
끈	k͈ɯn
발음기관	pa̠ɾɯmɡiɡwa̠n
달싸닥달싸닥	ta̠ɭs͈a̠da̠k̚t͈a̠ɭs͈a̠da̠k̚
석면	sʰʌ̹ŋmjʌ̹n
별감	pjʌ̹ɭɡa̠m
인격자	inɡjʌ̹k̚t͡ɕ͈a̠
짤깃하다	t͡ɕ͈a̠ɭɡitʰa̠da̠
중요	t͡ɕuŋjo
감안	ka̠ma̠n
추념식	t͡ɕʰuɲjʌ̹mɕʰik̚
처지다	t͡ɕʰʌ̹d͡ʑida̠
규조토	kjud͡ʑo̞tʰo̞
너절하다	nʌ̹d͡ʑʌ̹ɾɦa̠da̠
가막살나무	ka̠ma̠ks͈a̠ɭɭa̠mu
선양하다	sʰʌ̹ɲja̠ŋɦa̠da̠
시치름하다	ɕʰit͡ɕʰiɾɯmɦa̠da̠
일원	iɾwʌ̹n
패륜아	pʰɛ̝ɾjuna̠
유용	jujoŋ
쌍구균	s͈a̠ŋɡuɡjun
어지러워지다	ʌ̹d͡ʑiɾʌ̹wʌ̹d͡ʑida̠
노련	no̞ɾjʌ̹n
칼자루	kʰa̠ɭd͡ʑa̠ɾu
골가랑	ko̞ɭɡa̠ɾa̠ŋ
바그닥대다	pa̠ɡɯda̠k̚t͈ɛ̝da̠
깜빡	k͈a̠mp͈a̠k̚
신간답	ɕʰinɡa̠nda̠p̚
양손자	ja̠ŋsʰo̞nd͡ʑa̠
비위난정하다	piɥina̠nd͡ʑʌ̹ŋɦa̠da̠,piyna̠nd͡ʑʌ̹ŋɦa̠da̠
짜르륵짜르륵하다	t͡ɕ͈a̠ɾɯɾɯk̚t͡ɕ͈a̠ɾɯɾɯkʰa̠da̠
상대성	sʰa̠ŋdɛ̝sʰʌ̹ŋ
백팔십이	pɛ̝k̚pʰa̠ɭɕʰibi
끼지럭	k͈id͡ʑiɾʌ̹k̚
퇴학하다	tʰø̞ɦa̠kʰa̠da̠,tʰwe̞ɦa̠kʰa̠da̠
의심스럽다	ɰiɕʰimsʰɯɾʌ̹p̚t͈a̠
어언	ʌ̹ʌ̹n
구름줄기	kuɾɯmd͡ʑuɭɡi
특	tʰɯk̚
온라인	o̞ɭɭa̠in
삐쩍	p͈it͡ɕ͈ʌ̹k̚
포미	pʰo̞mi
칼치	kʰa̠ɭt͡ɕʰi
주디	t͡ɕudi
처소	t͡ɕʰʌ̹sʰo̞
현대오종경기	çjʌ̹ndɛ̝o̞d͡ʑo̞ŋɡjʌ̹ŋɡi
투기	tʰuɡi
정확	t͡ɕʌ̹ŋβwa̠k̚
전상의	t͡ɕʌ̹nsʰa̠ŋɰi
등속운동	tɯŋsʰo̞ɡundo̞ŋ
일목요연	iɭmo̞ɡjojʌ̹n
주접스럽다	t͡ɕud͡ʑʌ̹ps͈ɯɾʌ̹p̚t͈a̠
똥독	t͈o̞ŋdo̞k̚
아늘아늘	a̠nɯɾa̠nɯɭ
림상	ɾimsʰa̠ŋ
세력	sʰe̞ɾjʌ̹k̚
방침	pa̠ŋt͡ɕʰim
대뚱대다	tɛ̝t͈uŋdɛ̝da̠
늘찐거리다	nɯɭt͡ɕ͈inɡʌ̹ɾida̠
보시락보시락하다	po̞ɕʰiɾa̠k̚p͈o̞ɕʰiɾa̠kʰa̠da̠
초등학생	t͡ɕʰo̞dɯŋɦa̠ks͈ɛ̝ŋ
망중한	ma̠ŋd͡ʑuŋɦa̠n
학적과	ha̠k̚t͡ɕ͈ʌ̹k̚k͈wa̠
대상풍	tɛ̝sʰa̠ŋpʰuŋ
탈파닥탈파닥하다	tʰa̠ɭpʰa̠da̠k̚tʰa̠ɭpʰa̠da̠kʰa̠da̠
오드득거리다	o̞dɯdɯk̚k͈ʌ̹ɾida̠
사생아	sʰa̠sʰɛ̝ŋa̠
대조하다	tɛ̝d͡ʑo̞ɦa̠da̠
발칵	pa̠ɭkʰa̠k̚
전투함	t͡ɕʌ̹ntʰuɦa̠m
음마개	ɯmma̠ɡɛ̝
콰당탕콰당탕하다	kʰwa̠da̠ŋtʰa̠ŋkʰwa̠da̠ŋtʰa̠ŋɦa̠da̠
반신반인	pa̠nɕʰinba̠nin
끼울어뜨리다	k͈iuɾʌ̹t͈ɯɾida̠
방염하다	pa̠ŋjʌ̹mɦa̠da̠
황보	ɸwa̠ŋbo̞
가정생활	ka̠d͡ʑʌ̹ŋsʰɛ̝ŋβwa̠ɭ
재깍대다	t͡ɕɛ̝k͈a̠k̚t͈ɛ̝da̠
찌붓	t͡ɕ͈ibut̚
급식소	kɯpɕ͈iks͈o̞
떠돌아다니다	t͈ʌ̹do̞ɾa̠da̠nida̠
끼적끼적하다	k͈id͡ʑʌ̹k̚k͈id͡ʑʌ̹kʰa̠da̠
옹잘옹잘하다	o̞ŋd͡ʑa̠ɾo̞ŋd͡ʑa̠ɾɦa̠da̠
수림	sʰuɾim
구정물	kud͡ʑʌ̹ŋmuɭ
석유풍로	sʰʌ̹ɡjupʰuŋno̞
설령	sʰʌ̹ɭʎjʌ̹ŋ
나박나박	na̠ba̠ŋna̠ba̠k̚
엄교	ʌ̹mɡjo
미결재	miɡjʌ̹ɭd͡ʑɛ̝
터밭	tʰʌ̹ba̠t̚
등두께이류선	tɯŋduk͈e̞iɾjusʰʌ̹n
여래	jʌ̹ɾɛ̝
빨그레	p͈a̠ɭɡɯɾe̞
이랑	iɾa̠ŋ
아록아록하다	a̠ɾo̞ɡa̠ɾo̞kʰa̠da̠
원문	wʌ̹nmun
후회막급	ɸʷuɦø̞ma̠k̚k͈ɯp̚,ɸʷuβwe̞ma̠k̚k͈ɯp̚
명예박사	mjʌ̹ŋje̞ba̠ks͈a̠
뻘그죽죽	p͈ʌ̹ɭɡɯd͡ʑuk̚t͡ɕ͈uk̚
종교가	t͡ɕo̞ŋɡjoɡa̠
임오	imo̞
수입원	sʰuibwʌ̹n
집단방위	t͡ɕip̚t͈a̠nba̠ŋɥi,t͡ɕip̚t͈a̠nba̠ŋy
약죽대다	ja̠k̚t͡ɕ͈uk̚t͈ɛ̝da̠
칼로리	kʰa̠ɭɭo̞ɾi
가시적	ka̠ɕʰid͡ʑʌ̹k̚
따지다	t͈a̠d͡ʑida̠
복진자	po̞k̚t͡ɕ͈ind͡ʑa̠
정보	t͡ɕʌ̹ŋbo̞
소유물	sʰo̞jumuɭ
자립하다	t͡ɕa̠ɾipʰa̠da̠
탈랑거리다	tʰa̠ɭɭa̠ŋɡʌ̹ɾida̠
조언자	t͡ɕo̞ʌ̹nd͡ʑa̠
떠듬떠듬	t͈ʌ̹dɯmt͈ʌ̹dɯm
특허	tʰɯkʰʌ̹
아이구	a̠iɡu
직접 화법	t͡ɕik̚t͡ɕ͈ʌ̹p̚ɸwa̠bʌ̹p̚
명중	mjʌ̹ŋd͡ʑuŋ
극존하다	kɯk̚t͡ɕ͈o̞nɦa̠da̠
바람직함	pa̠ɾa̠md͡ʑikʰa̠m
약대	ja̠k̚t͈ɛ̝
이슬람력	isʰɯɭɭa̠mɲjʌ̹k̚
월인석보	wʌ̹ɾinsʰʌ̹k̚p͈o̞
어대	ʌ̹dɛ̝
남획	na̠mɦø̞k̚,na̠mβwe̞k̚
가권	ka̠ɡwʌ̹n
구승문학	kusʰɯŋmunɦa̠k̚
중식	t͡ɕuŋɕʰik̚
달막달막	ta̠ɭma̠k̚t͈a̠ɭma̠k̚
폴로늄	pʰo̞ɭɭo̞ɲjum
거래하다	kʌ̹ɾɛ̝ɦa̠da̠
남섬석	na̠msʰʌ̹msʰʌ̹k̚
특별선거	tʰɯk̚p͈jʌ̹ɭsʰʌ̹nɡʌ̹
걸그렁	kʌ̹ɭɡɯɾʌ̹ŋ
악다물다	a̠k̚t͈a̠muɭda̠
평정	pʰjʌ̹ŋd͡ʑʌ̹ŋ
멀컹멀컹	mʌ̹ɭkʰʌ̹ŋmʌ̹ɭkʰʌ̹ŋ
짤래짤래	t͡ɕ͈a̠ɭɭɛ̝t͡ɕ͈a̠ɭɭɛ̝
접시	t͡ɕʌ̹pɕ͈i
건조 지수	kʌ̹nd͡ʑo̞t͡ɕisʰu
반감시키다	pa̠nɡa̠mɕʰikçida̠
낳다	ˈna̠ːtʰa̠
승복	sʰɯŋbo̞k̚
자손만대	t͡ɕa̠sʰo̞nma̠ndɛ̝
종범	t͡ɕo̞ŋbʌ̹m
찌릉하다	t͡ɕ͈iɾɯŋɦa̠da̠
가급인족	ka̠ɡɯbind͡ʑo̞k̚
얼쩡얼쩡	ʌ̹ɭt͡ɕ͈ʌ̹ŋʌ̹ɭt͡ɕ͈ʌ̹ŋ
고려의학	ko̞ɾjʌ̹ɰiɦa̠k̚
바지락	pa̠d͡ʑiɾa̠k̚
담박	ta̠mba̠k̚
레그혼	ɾe̞ɡɯβo̞n
면벽구년	mjʌ̹nbjʌ̹k̚k͈uɲjʌ̹n
작은어머니	t͡ɕa̠ɡɯnʌ̹mʌ̹ni
안내문	a̠nnɛ̝mun
쌀개	s͈a̠ɭɡɛ̝
달롱히	ta̠ɭɭo̞ŋʝi
녀자	ɲjʌ̹d͡ʑa̠
수다	sʰuda̠
전능하다	t͡ɕʌ̹nnɯŋɦa̠da̠
종신형	t͡ɕo̞ŋɕʰinʝjʌ̹ŋ
과단성	kwa̠da̠nsʰʌ̹ŋ
팔십사	pʰa̠ɭɕʰips͈a̠
새옹마	sʰɛ̝o̞ŋma̠
한국갈색제비	ha̠nɡuk̚k͈a̠ɭsʰɛ̝k̚t͡ɕ͈e̞bi
짜리 로씨야	t͡ɕ͈a̠ɾiɾo̞ɕ͈ija̠
정신없이	t͡ɕʌ̹ŋɕʰinʌ̹pɕ͈i
삐끗	p͈ik͈ɯt̚
드론	tɯɾo̞n
중전차	t͡ɕuŋd͡ʑʌ̹nt͡ɕʰa̠
대민	tɛ̝min
짤강거리다	t͡ɕ͈a̠ɭɡa̠ŋɡʌ̹ɾida̠
미스코리아	misʰɯkʰo̞ɾia̠
자신만만하다	t͡ɕa̠ɕʰinma̠nma̠nɦa̠da̠
슬래브	sʰɯɭɭɛ̝bɯ
방화지구	pa̠ŋβwa̠d͡ʑiɡu
사이다마	sʰa̠ida̠ma̠
잔소리	t͡ɕa̠nsʰo̞ɾi
가불딱가불딱하다	ka̠buɭt͈a̠k̚k͈a̠buɭt͈a̠kʰa̠da̠
사분기	sʰa̠bunɡi
아롱다롱하다	a̠ɾo̞ŋda̠ɾo̞ŋɦa̠da̠
아릿대다	a̠ɾit̚t͈ɛ̝da̠
석유갱	sʰʌ̹ɡjuɡɛ̝ŋ
고가철도	ko̞ɡa̠t͡ɕʰʌ̹ɭdo̞
전제적	t͡ɕʌ̹nd͡ʑe̞d͡ʑʌ̹k̚
토양침식	tʰo̞ja̠ŋt͡ɕʰimɕʰik̚
당숙	ta̠ŋsʰuk̚
종종	t͡ɕo̞ŋd͡ʑo̞ŋ
대추나무	tɛ̝t͡ɕʰuna̠mu
나푼	na̠pʰun
착각	t͡ɕʰa̠k̚k͈a̠k̚
색도계	sʰɛ̝k̚t͈o̞ɡje̞,sʰɛ̝k̚t͈o̞ɡe̞
평방	pʰjʌ̹ŋba̠ŋ
벌떡대다	pʌ̹ɭt͈ʌ̹k̚t͈ɛ̝da̠
가만가만하다	ka̠ma̠nɡa̠ma̠nɦa̠da̠
분방하다	punba̠ŋɦa̠da̠
위해	ɥiɦɛ̝,yɦɛ̝
까뜰막까뜰막	k͈a̠t͈ɯɭma̠k̚k͈a̠t͈ɯɭma̠k̚
모친	mo̞t͡ɕʰin
혼종어	ɸʷo̞nd͡ʑo̞ŋʌ̹
예보되다	je̞bo̞dø̞da̠,je̞bo̞dwe̞da̠
학설	ha̠ks͈ʌ̹ɭ
자글자글	t͡ɕa̠ɡɯɭd͡ʑa̠ɡɯɭ
데타	te̞tʰa̠
마녀	ma̠ɲjʌ̹
바이올리니스트	pa̠io̞ɭʎinisʰɯtʰɯ
극소	kɯks͈o̞
대포쟁이	tɛ̝pʰo̞d͡ʑɛ̝ŋi
탄자니아	tʰa̠nd͡ʑa̠nia̠
쌈박쌈박	s͈a̠mba̠ks͈a̠mba̠k̚
찌그리다	t͡ɕ͈iɡɯɾida̠
칠십칠	t͡ɕʰiɭɕʰip̚t͡ɕʰiɭ
돈친	to̞nt͡ɕʰin
입천장소리	ip̚t͡ɕʰʌ̹nd͡ʑa̠ŋsʰo̞ɾi
삼청	sʰa̠mt͡ɕʰʌ̹ŋ
울렁울렁	uɭɭʌ̹ŋuɭɭʌ̹ŋ
수굿	sʰuɡut̚
늘큰대다	nɯɭkxɯndɛ̝da̠
식음	ɕʰiɡɯm
예규	je̞ɡju
신탁은행	ɕʰintʰa̠ɡɯnɦɛ̝ŋ
실이삭사초	ɕʰiɾisʰa̠ks͈a̠t͡ɕʰo̞
씨실	ɕ͈iɕʰiɭ
쓰적대다	s͈ɯd͡ʑʌ̹k̚t͈ɛ̝da̠
견본시	kjʌ̹nbo̞nɕʰi
패인	pʰɛ̝in
못됨	mo̞t̚t͈ø̞m,mo̞t̚t͈we̞m
능통	nɯŋtʰo̞ŋ
우둘먹대다	uduɭmʌ̹k̚t͈ɛ̝da̠
된바람	tø̞nba̠ɾa̠m,twe̞nba̠ɾa̠m
복싱	po̞kɕ͈iŋ
생활교육	sʰɛ̝ŋβwa̠ɭɡjojuk̚
대화재	tɛ̝βwa̠d͡ʑɛ̝
수도료	sʰudo̞ɾjo
레닌주의	ɾe̞nind͡ʑuɰi
신승	ɕʰinsʰɯŋ
호비작하다	ɸʷo̞bid͡ʑa̠kʰa̠da̠
오므라지다	o̞mɯɾa̠d͡ʑida̠
주물럭대다	t͡ɕumuɭɭʌ̹k̚t͈ɛ̝da̠
사열식	sʰa̠jʌ̹ɭɕʰik̚
잔학하다	t͡ɕa̠nɦa̠kʰa̠da̠
지방행정	t͡ɕiba̠ŋɦɛ̝ŋd͡ʑʌ̹ŋ
불충분하다	puɭt͡ɕʰuŋbunɦa̠da̠
금고	kɯmɡo̞
칼집	kʰa̠ɭd͡ʑip̚
대잎	tɛ̝ip̚
비바리	piba̠ɾi
개장	kɛ̝d͡ʑa̠ŋ
산진해착	sʰa̠nd͡ʑinɦɛ̝t͡ɕʰa̠k̚
잘생기다	t͡ɕa̠ɭsʰɛ̝ŋɡida̠
가격탄력성	ka̠ɡjʌ̹k̚tʰa̠ɭʎjʌ̹ks͈ʌ̹ŋ
서비스업	sʰʌ̹bisʰɯʌ̹p̚
까탈대다	k͈a̠tʰa̠ɭdɛ̝da̠
반의	pa̠nɰi
민도	mindo̞
그대로	kɯdɛ̝ɾo̞
불교학	puɭɡjoɦa̠k̚
색지수	sʰɛ̝k̚t͡ɕ͈isʰu
수석대표	sʰusʰʌ̹k̚t͈ɛ̝pʰjo
방황	pa̠ŋβwa̠ŋ
형태부	çjʌ̹ŋtʰɛ̝bu
배금	pɛ̝ɡɯm
적성	t͡ɕʌ̹ks͈ʌ̹ŋ
가라지	ka̠ɾa̠d͡ʑi
일기체	iɭɡit͡ɕʰe̞
노동권	no̞do̞ŋɡwʌ̹n
다가앉다	ta̠ɡa̠a̠nt͈a̠
유현	juʝjʌ̹n
찌들름대다	t͡ɕ͈idɯɭɭɯmdɛ̝da̠
얼렁쇠	ʌ̹ɭɭʌ̹ŋsʰø̞,ʌ̹ɭɭʌ̹ŋsʰwe̞
콩우유	kʰo̞ŋuju
식물체	ɕʰiŋmuɭt͡ɕʰe̞
차석	t͡ɕʰa̠sʰʌ̹k̚
푸르릉	pʰuɾɯɾɯŋ
토후	tʰo̞βu
과세물건	kwa̠sʰe̞muɭɡʌ̹n
경시하다	kjʌ̹ŋɕʰiɦa̠da̠
반거하다	pa̠nɡʌ̹ɦa̠da̠
어밀어밀하다	ʌ̹miɾʌ̹miɾɦa̠da̠
등교하다	tɯŋɡjoɦa̠da̠
푸슬푸슬	pʰusʰɯɭpʰusʰɯɭ
태자	tʰɛ̝d͡ʑa̠
깝삭거리다	k͈a̠ps͈a̠k̚k͈ʌ̹ɾida̠
나오다	na̠o̞da̠
보드득거리다	po̞dɯdɯk̚k͈ʌ̹ɾida̠
체격	t͡ɕʰe̞ɡjʌ̹k̚
아기똥대다	a̠ɡit͈o̞ŋdɛ̝da̠
거불떡거불떡	kʌ̹buɭt͈ʌ̹k̚k͈ʌ̹buɭt͈ʌ̹k̚
쌍륜	s͈a̠ŋɲjun
편대비행	pʰjʌ̹ndɛ̝biɦɛ̝ŋ
터키어	tʰʌ̹kçiʌ̹
귀구멍	kɥiɡumʌ̹ŋ,kyɡumʌ̹ŋ
반근착절하다	pa̠nɡɯnt͡ɕʰa̠k̚t͡ɕ͈ʌ̹ɾɦa̠da̠
경직	kjʌ̹ŋd͡ʑik̚
작용권	t͡ɕa̠ɡjoŋɡwʌ̹n
에꽈도르	e̞k͈wa̠do̞ɾɯ
다팔	ta̠pʰa̠ɭ
길쑥이	kiɭs͈uɡi
고동	ko̞do̞ŋ
관음	kwa̠nɯm
지식 재산권	t͡ɕiɕʰik̚t͡ɕɛ̝sʰa̠nɡwʌ̹n
보체	po̞t͡ɕʰe̞
사자성어	ˈsʰa̠ːd͡ʑa̠sʰʌ̹ŋʌ̹
대학로	tɛ̝ɦa̠ŋno̞
구석	kusʰʌ̹k̚
헤살	he̞sʰa̠ɭ
인터넷우편	intʰʌ̹ne̞dupʰjʌ̹n
구불럭구불럭	kubuɭɭʌ̹k̚k͈ubuɭɭʌ̹k̚
책임감	t͡ɕʰɛ̝ɡimɡa̠m
처조모	t͡ɕʰʌ̹d͡ʑo̞mo̞
쌉싸래하다	s͈a̠ps͈a̠ɾɛ̝ɦa̠da̠
우물쩍주물쩍	umuɭt͡ɕ͈ʌ̹k̚t͡ɕ͈umuɭt͡ɕ͈ʌ̹k̚
산릉도감	sʰa̠ɭɭɯŋdo̞ɡa̠m
가타쿠리	ka̠tʰa̠kʰuɾi
발짝발짝	pa̠ɭt͡ɕ͈a̠k̚p͈a̠ɭt͡ɕ͈a̠k̚
민권	minɡwʌ̹n
성실	sʰʌ̹ŋɕʰiɭ
팔절	pʰa̠ɭd͡ʑʌ̹ɭ
화산	ɸwa̠sʰa̠n
계축	kje̞t͡ɕʰuk̚,ke̞t͡ɕʰuk̚
단위	ta̠nɥi,ta̠ny
가닐가닐하다	ka̠niɭɡa̠niɾɦa̠da̠
찬란히	t͡ɕʰa̠ɭɭa̠nʝi
본점	po̞nd͡ʑʌ̹m
구름	kuɾɯm
문화권	munβwa̠ɡwʌ̹n
말괄량이	ma̠ɭɡwa̠ɭʎja̠ŋi
모태	mo̞tʰɛ̝
과민증	kwa̠mind͡ʑɯŋ
공중전화실	ko̞ŋd͡ʑuŋd͡ʑʌ̹nβwa̠ɕʰiɭ
사붓사붓하다	sʰa̠but̚s͈a̠butʰa̠da̠
취득가액	t͡ɕʰɥidɯk̚k͈a̠ɛ̝k̚,t͡ɕʰydɯk̚k͈a̠ɛ̝k̚
결렬	kjʌ̹ɭʎjʌ̹ɭ
독담당	to̞k̚t͈a̠mda̠ŋ
짜그락짜그락	t͡ɕ͈a̠ɡɯɾa̠k̚t͡ɕ͈a̠ɡɯɾa̠k̚
아인시타이늄	a̠inɕʰitʰa̠iɲjum
허청허청	hʌ̹t͡ɕʰʌ̹ŋɦʌ̹t͡ɕʰʌ̹ŋ
승랍	sʰɯŋna̠p̚
더듬적	tʌ̹dɯmd͡ʑʌ̹k̚
오십삼	o̞ɕʰips͈a̠m
감동	ka̠mdo̞ŋ
애연	ɛ̝jʌ̹n
더워지다	tʌ̹wʌ̹d͡ʑida̠
널름하다	nʌ̹ɭɭɯmɦa̠da̠
중심지	t͡ɕuŋɕʰimd͡ʑi
양은	ja̠ŋɯn
언듯언듯하다	ʌ̹ndɯdʌ̹ndɯtʰa̠da̠
땔거리	t͈ɛ̝ɭɡʌ̹ɾi
진찰	t͡ɕint͡ɕʰa̠ɭ
합방	ha̠p̚p͈a̠ŋ
처삼촌	t͡ɕʰʌ̹sʰa̠mt͡ɕʰo̞n
속전속결	sʰo̞k̚t͡ɕ͈ʌ̹nsʰo̞k̚k͈jʌ̹ɭ
껌뻑하다	k͈ʌ̹mp͈ʌ̹kʰa̠da̠
추억	t͡ɕʰuʌ̹k̚
틈틈이	tʰɯmtʰɯmi
환담	ɸwa̠nda̠m
몰인격	mo̞ɾinɡjʌ̹k̚
재정적자	t͡ɕɛ̝d͡ʑʌ̹ŋd͡ʑʌ̹k̚t͡ɕ͈a̠
축문	t͡ɕʰuŋmun
마스크	ma̠sʰɯkxɯ
달가당달가당하다	ta̠ɭɡa̠da̠ŋda̠ɭɡa̠da̠ŋɦa̠da̠
무난	muna̠n
구부스름하다	kubusʰɯɾɯmɦa̠da̠
가공가소	ka̠ːɡo̞ŋɡa̠ːsʰo̞
무통분만	mutʰo̞ŋbunma̠n
솔	sʰo̞ɭ
원활	wʌ̹nβwa̠ɭ
천고	t͡ɕʰʌ̹nɡo̞
적권운	t͡ɕʌ̹k̚k͈wʌ̹nun
주의	t͡ɕuɰi
하데스	ha̠de̞sʰɯ
뚜	t͈u
타슈켄트	tʰa̠ɕʰjukʰe̞ntʰɯ
