gút mắt	ɣut˦˥măt˦˥
khoái tỉ	xwaj˨˦ti˧˩˨
ngạnh	ŋɛŋ˨ˀ˩ʔ
hồ đậu	ho˧˨dɤ̆w˨ˀ˩ʔ
hoang hoác cái miệng	hwaŋ˧˧hwak˦˥kaj˨˦miəŋ˨ˀ˩ʔ
truyền giống	cwiən˧˨zoŋ͡m˨˦
cẩm phủ	kɤ̆m˧˩˨fu˧˩˨
nẫu ruột	nɤ̆w˧ˀ˥zuət˨ˀ˩
gớm ghê	ɣɤm˨˦ɣe˧˧
úa	uə˨˦
nhu đạo	ɲu˧˧daw˨ˀ˩ʔ
cương máu	kɯəŋ˧˧măw˨˦
như trở bàn tay	ɲɯ˧˧cɤ˧˩˨ban˧˨tăj˧˧
cường quốc	kɯəŋ˧˨kwok͡p˦˥
vương triều	vɯəŋ˧˧ciəw˧˨
đẫm	dɤ̆m˧ˀ˥
đồ chừng	do˧˨cɯŋ˧˨
tâm huyết	tɤ̆m˧˧hwiət˦˥
thế phiệt	tʰe˨˦fiət˨ˀ˩
áo dày cơm nặng	aw˨˦zăj˧˨kɤm˧˧năŋ˨ˀ˩ʔ
ba sao	ba˧˧saw˧˧
nhiều no, ít đủ	ɲiəw˧˨nɔ˧˧it˦˥du˧˩˨
rừng phòng hộ	zɯŋ˧˨fɔŋ͡m˧˨ho˨ˀ˩ʔ
lẳn	lăn˧˩˨
đại thần	daj˨ˀ˩ʔtʰɤ̆n˧˨
dậy dàng	zɤ̆j˨ˀ˩ʔzaŋ˧˨
bên trọng bên khinh	ben˧˧cɔŋ͡m˨ˀ˩ʔben˧˧xiŋ˧˧
ống dẫn	oŋ͡m˨˦zɤ̆n˧ˀ˥
đeo đai	deo˧˧daj˧˧
đi vòng	di˧˧vɔŋ͡m˧˨
nói giùm	nɔj˨˦zum˧˨
cò vạc kiếm ăn từng thung	kɔ˧˨vak˨ˀ˩kiəm˨˦ăn˧˧tɯŋ˧˨tʰuŋ͡m˧˧
quấy nhiễu	kwɤ̆j˨˦ɲiəw˧ˀ˥
dễ ưa	ze˧ˀ˥ɯə˧˧
giếng chìm	zeŋ˨˦cim˧˨
túc trưng	tuk͡p˦˥cɯŋ˧˧
giở về	zɤ˧˩˨ve˧˨
hết sạch sành sanh	het˦˥sɛk˨ˀ˩sɛŋ˧˨sɛŋ˧˧
chép chép	cɛp˦˥cɛp˦˥
gấp gay	ɣɤ̆p˦˥ɣăj˧˧
núi mẹ bồng con	nuj˨˦mɛ˨ˀ˩ʔboŋ͡m˧˨kɔn˧˧
bước sang	bɯək˦˥saŋ˧˧
thóc lép	tʰɔk͡p˦˥lɛp˦˥
chủ ngữ	cu˧˩˨ŋɯ˧ˀ˥
ru-lét	zu˧˧-lɛt˦˥
phịu	fiw˨ˀ˩ʔ
cao dong dỏng	kaw˧˧zɔŋ͡m˧˧zɔŋ͡m˧˩˨
lân tuất	lɤ̆n˧˧twɤ̆t˦˥
phát vãng	fat˦˥vaŋ˧ˀ˥
biệt danh	biət˨ˀ˩zɛŋ˧˧
đức tin	dɯk˦˥tin˧˧
dao tiện	zaw˧˧tiən˨ˀ˩ʔ
làm thân trâu ngựa	lam˧˨tʰɤ̆n˧˧cɤ̆w˧˧ŋɯə˨ˀ˩ʔ
sóc chuột	sɔk͡p˦˥cuət˨ˀ˩
chết đứng như từ hải	cet˦˥dɯŋ˨˦ɲɯ˧˧tɯ˧˨haj˧˩˨
pho-ton	fɔ˧˧-tɔn˧˧
ngô ngố	ŋo˧˧ŋo˨˦
nhất cử nhất động	ɲɤ̆t˦˥kɯ˧˩˨ɲɤ̆t˦˥doŋ͡m˨ˀ˩ʔ
huyết giác	hwiət˦˥zak˦˥
ăn cỗ có phần	ăn˧˧ko˧ˀ˥kɔ˨˦fɤ̆n˧˨
mắt trước mắt sau	măt˦˥cɯək˦˥măt˦˥săw˧˧
hạ nhiệt	ha˨ˀ˩ʔɲiət˨ˀ˩
chúa ngục	cuə˨˦ŋuk͡p˨ˀ˩
phong thu	fɔŋ͡m˧˧tʰu˧˧
núm	num˨˦
tuyệt vô âm tín	twiət˨ˀ˩vo˧˧ɤ̆m˧˧tin˨˦
tức cười	tɯk˦˥kɯəj˧˨
đậu phộng	dɤ̆w˨ˀ˩ʔfoŋ͡m˨ˀ˩ʔ
cặp xâu	kăp˨ˀ˩sɤ̆w˧˧
trăng tròn	căŋ˧˧cɔn˧˨
xét nết	sɛt˦˥net˦˥
quang long	kwaŋ˧˧lɔŋ͡m˧˧
hàm chứa	ham˧˨cɯə˨˦
nhà	ɲa˧˨
nhân khẩu học	ɲɤ̆n˧˧xɤ̆w˧˩˨hɔk͡p˨ˀ˩
mất giống	mɤ̆t˦˥zoŋ͡m˨˦
sôi bụng	soj˧˧buŋ͡m˨ˀ˩ʔ
tung lưới	tuŋ͡m˧˧lɯəj˨˦
trực thăng	cɯk˨ˀ˩tʰăŋ˧˧
nhàm tai	ɲam˧˨taj˧˧
râu mép	zɤ̆w˧˧mɛp˦˥
tuốt tuồn tuộc	tuət˦˥tuən˧˨tuək˨ˀ˩
mầu	mɤ̆w˧˨
nói tướng	nɔj˨˦tɯəŋ˨˦
bảnh bao	bɛŋ˧˩˨baw˧˧
lanh	lɛŋ˧˧
phi-lu	fi˧˧-lu˧˧
dã vị	za˧ˀ˥vi˨ˀ˩ʔ
xuân trường	swɤ̆n˧˧cɯəŋ˧˨
vô thuỷ vô chung	vo˧˧tʰwi˧˩˨vo˧˧cuŋ͡m˧˧
tê giác	te˧˧zak˦˥
làm tới	lam˧˨tɤj˨˦
biện luận	biən˨ˀ˩ʔlwɤ̆n˨ˀ˩ʔ
ớm	ɤm˨˦
hợp tác xã	hɤp˨ˀ˩tak˦˥sa˧ˀ˥
động vật có vú	doŋ͡m˨ˀ˩ʔvɤ̆t˨ˀ˩kɔ˨˦vu˨˦
danh y	zɛŋ˧˧i˧˧
dài hơi cả tiếng	zaj˧˨hɤj˧˧ka˧˩˨tiəŋ˨˦
đắp nền xây móng	dăp˦˥nen˧˨sɤ̆j˧˧mɔŋ͡m˨˦
giãy giụa	zăj˧ˀ˥zuə˨ˀ˩ʔ
tuyến ngoại tiết	twiən˨˦ŋwaj˨ˀ˩ʔtiət˦˥
vũ ninh	vu˧ˀ˥niŋ˧˧
quả đất	kwa˧˩˨dɤ̆t˦˥
bất thông	bɤ̆t˦˥tʰoŋ͡m˧˧
khoai mì	xwaj˧˧mi˧˨
thanh phước	tʰɛŋ˧˧fɯək˦˥
tăng-bo	tăŋ˧˧-bɔ˧˧
cơm kể ngày, cày kể buổi	kɤm˧˧ke˧˩˨ŋăj˧˨kăj˧˨ke˧˩˨buəj˧˩˨
chét tay	cɛt˦˥tăj˧˧
mặt to tai lớn	măt˨ˀ˩tɔ˧˧taj˧˧lɤn˨˦
chanh khế một lòng, bưởi bòng một dạ	cɛŋ˧˧xe˨˦mot˨ˀ˩lɔŋ͡m˧˨bɯəj˧˩˨bɔŋ͡m˧˨mot˨ˀ˩za˨ˀ˩ʔ
canh điền	kɛŋ˧˧diən˧˨
truyền kì	cwiən˧˨ki˧˨
nghèo rớt mồng tơi	ŋeo˧˨zɤt˦˥moŋ͡m˧˨tɤj˧˧
chủ chứa	cu˧˩˨cɯə˨˦
chia đắng sẻ cay	ciə˧˧dăŋ˨˦sɛ˧˩˨kăj˧˧
gây tê	ɣɤ̆j˧˧te˧˧
đầu gối quá tai	dɤ̆w˧˨ɣoj˨˦kwa˨˦taj˧˧
vàng hồ	vaŋ˧˨ho˧˨
chém mép	cɛm˨˦mɛp˦˥
tồng ngồng	toŋ͡m˧˨ŋoŋ͡m˧˨
giọt tụ	zɔt˨ˀ˩tu˨ˀ˩ʔ
rô manh	zo˧˧mɛŋ˧˧
dung tích	zuŋ͡m˧˧tik˦˥
ác miệng	ak˦˥miəŋ˨ˀ˩ʔ
cày úp	kăj˧˨up˦˥
nhàn rỗi	ɲan˧˨zoj˧ˀ˥
nghè	ŋɛ˧˨
nổi nênh	noj˧˩˨neŋ˧˧
kiến văn	kiən˨˦văn˧˧
ngũ sắc	ŋu˧ˀ˥săk˦˥
thêm bớt	tʰem˧˧bɤt˦˥
mập mà mập mờ	mɤ̆p˨ˀ˩ma˧˨mɤ̆p˨ˀ˩mɤ˧˨
bếp nước	bep˦˥nɯək˦˥
hú hí	hu˨˦hi˨˦
luận cứ	lwɤ̆n˨ˀ˩ʔkɯ˨˦
gà đồng	ɣa˧˨doŋ͡m˧˨
đông bán cầu	doŋ͡m˧˧ban˨˦kɤ̆w˧˨
rau mát	zăw˧˧mat˦˥
chọn mặt gửi vàng	cɔn˨ˀ˩ʔmăt˨ˀ˩ɣɯj˧˩˨vaŋ˧˨
sinh mệnh	siŋ˧˧meŋ˨ˀ˩ʔ
lắp ba lắp bắp	lăp˦˥ba˧˧lăp˦˥băp˦˥
tiên đề hoá	tiən˧˧de˧˨hwa˨˦
cát bá	kat˦˥ba˨˦
vị dịch	vi˨ˀ˩ʔzik˨ˀ˩
quảng bác	kwaŋ˧˩˨bak˦˥
thuật toán	tʰwɤ̆t˨ˀ˩twan˨˦
chín châu mười mường	cin˨˦cɤ̆w˧˧mɯəj˧˨mɯəŋ˧˨
thiên hướng	tʰiən˧˧hɯəŋ˨˦
đèn đỏ	dɛn˧˨dɔ˧˩˨
phối	foj˨˦
ân tín	ɤ̆n˧˧tin˨˦
gầy xọp	ɣɤ̆j˧˨sɔp˨ˀ˩
líp chíp	lip˦˥cip˦˥
a mú sung	a˧˧mu˨˦suŋ͡m˧˧
bảo mật	baw˧˩˨mɤ̆t˨ˀ˩
gậy kim cang	ɣɤ̆j˨ˀ˩ʔkim˧˧kaŋ˧˧
tâng công	tɤ̆ŋ˧˧koŋ͡m˧˧
dân y	zɤ̆n˧˧i˧˧
cả cười	ka˧˩˨kɯəj˧˨
bảng cân đối	baŋ˧˩˨kɤ̆n˧˧doj˨˦
loạn xị	lwan˨ˀ˩ʔsi˨ˀ˩ʔ
ngắm ngía	ŋăm˨˦ŋiə˨˦
ngơ ngác như vạc đui	ŋɤ˧˧ŋak˦˥ɲɯ˧˧vak˨ˀ˩duj˧˧
quan ôn	kwan˧˧on˧˧
bận bộn	bɤ̆n˨ˀ˩ʔbon˨ˀ˩ʔ
ắc-quy	ăk˦˥-kwi˧˧
ngông nghênh	ŋoŋ͡m˧˧ŋeŋ˧˧
kỳ bộ	ki˧˨bo˨ˀ˩ʔ
cười hềnh hệch	kɯəj˧˨heŋ˧˨hek˨ˀ˩
bộ hình	bo˨ˀ˩ʔhiŋ˧˨
rươm rướm	zɯəm˧˧zɯəm˨˦
có mà	kɔ˨˦ma˧˨
ái đái	aj˨˦daj˨˦
xuân trúc	swɤ̆n˧˧cuk͡p˦˥
chững chàng	cɯŋ˧ˀ˥caŋ˧˨
nhuần nhuỵ	ɲwɤ̆n˧˨ɲwi˨ˀ˩ʔ
xuất khẩu	swɤ̆t˦˥xɤ̆w˧˩˨
chiềng san	ciəŋ˧˨san˧˧
ngụ ngôn	ŋu˨ˀ˩ʔŋon˧˧
truy vấn	cwi˧˧vɤ̆n˨˦
hỏi cung	hɔj˧˩˨kuŋ͡m˧˧
quanh quanh	kwɛŋ˧˧kwɛŋ˧˧
mật hiệu	mɤ̆t˨ˀ˩hiəw˨ˀ˩ʔ
nẫn	nɤ̆n˧ˀ˥
châu chấu đá voi	cɤ̆w˧˧cɤ̆w˨˦da˨˦vɔj˧˧
đẩy lùi	dɤ̆j˧˩˨luj˧˨
hạ giọng	ha˨ˀ˩ʔzɔŋ͡m˨ˀ˩ʔ
cãi lẫy	kaj˧ˀ˥lɤ̆j˧ˀ˥
muộn còn hơn không	muən˨ˀ˩ʔkɔn˧˨hɤn˧˧xoŋ͡m˧˧
trị giá	ci˨ˀ˩ʔza˨˦
han	han˧˧
nhiễm sắc	ɲiəm˧ˀ˥săk˦˥
gặp	ɣăp˨ˀ˩
đại đoàn	daj˨ˀ˩ʔdwan˧˨
xứng đáng	sɯŋ˨˦daŋ˨˦
đinh chốt	diŋ˧˧cot˦˥
hoạ hình	hwa˨ˀ˩ʔhiŋ˧˨
dàn đế	zan˧˨de˨˦
mịn	min˨ˀ˩ʔ
khoan thứ	xwan˧˧tʰɯ˨˦
người chết của hết	ŋɯəj˧˨cet˦˥kuə˧˩˨het˦˥
nài ép	naj˧˨ɛp˦˥
vang bóng một thời	vaŋ˧˧bɔŋ͡m˨˦mot˨ˀ˩tʰɤj˧˨
thưởng hoa	tʰɯəŋ˧˩˨hwa˧˧
héc ta	hɛk˦˥ta˧˧
điều ăn nết ở	diəw˧˨ăn˧˧net˦˥ɤ˧˩˨
phẫn chí	fɤ̆n˧ˀ˥ci˨˦
phượng hoàng	fɯəŋ˨ˀ˩ʔhwaŋ˧˨
khóc nhè	xɔk͡p˦˥ɲɛ˧˨
như chó với mèo	ɲɯ˧˧cɔ˨˦vɤj˨˦meo˧˨
bạch đàng	bɛk˨ˀ˩daŋ˧˨
công đức	koŋ͡m˧˧dɯk˦˥
ngọc tỉ	ŋɔk͡p˨ˀ˩ti˧˩˨
biết thóp	biət˦˥tʰɔp˦˥
tùng đàm	tuŋ͡m˧˨dam˧˨
ăn chắc mặc bền	ăn˧˧căk˦˥măk˨ˀ˩ben˧˨
ra hồn	za˧˧hon˧˨
đường lối	dɯəŋ˧˨loj˨˦
suy bì	swi˧˧bi˧˨
nghị trưởng	ŋi˨ˀ˩ʔcɯəŋ˧˩˨
nịnh	niŋ˨ˀ˩ʔ
đánh cửa trước vào cửa sau	dɛŋ˨˦kɯə˧˩˨cɯək˦˥vaw˧˨kɯə˧˩˨săw˧˧
phô trương	fo˧˧cɯəŋ˧˧
tại ngoại hậu cứu	taj˨ˀ˩ʔŋwaj˨ˀ˩ʔhɤ̆w˨ˀ˩ʔkɯw˨˦
đâm quàng bụi rậm	dɤ̆m˧˧kwaŋ˧˨buj˨ˀ˩ʔzɤ̆m˨ˀ˩ʔ
phù xuất	fu˧˨swɤ̆t˦˥
quảy	kwăj˧˩˨
đa tạ	da˧˧ta˨ˀ˩ʔ
ứng trực	ɯŋ˨˦cɯk˨ˀ˩
trại mồ côi	caj˨ˀ˩ʔmo˧˨koj˧˧
quế phước	kwe˨˦fɯək˦˥
cá thu	ka˨˦tʰu˧˧
ta-ca	ta˧˧-ka˧˧
thi tứ	tʰi˧˧tɯ˨˦
xoài thanh ca	swaj˧˨tʰɛŋ˧˧ka˧˧
tam dân	tam˧˧zɤ̆n˧˧
đánh kép	dɛŋ˨˦kɛp˦˥
nghe tiếng	ŋɛ˧˧tiəŋ˨˦
nhộn	ɲon˨ˀ˩ʔ
hung thần	huŋ͡m˧˧tʰɤ̆n˧˨
ăn gỗ	ăn˧˧ɣo˧ˀ˥
sấm vang	sɤ̆m˨˦vaŋ˧˧
cỏ	kɔ˧˩˨
chớp nhoáng đảo nhoàng	cɤp˦˥ɲwaŋ˨˦daw˧˩˨ɲwaŋ˧˨
ngát lừng	ŋat˦˥lɯŋ˧˨
bói chẳng ra, rờ chẳng thấy	bɔj˨˦căŋ˧˩˨za˧˧zɤ˧˨căŋ˧˩˨tʰɤ̆j˨˦
đỏi	dɔj˧˩˨
quay đĩa	kwăj˧˧diə˧ˀ˥
tiêu sọ	tiəw˧˧sɔ˨ˀ˩ʔ
cư suê	kɯ˧˧swe˧˧
bù đắp	bu˧˨dăp˦˥
thí thân	tʰi˨˦tʰɤ̆n˧˧
đa diện	da˧˧ziən˨ˀ˩ʔ
đôi tám	doj˧˧tam˨˦
gí	ɣi˨˦
mưu kế	mɯw˧˧ke˨˦
chật	cɤ̆t˨ˀ˩
vô ơn	vo˧˧ɤn˧˧
bản văn học	ban˧˩˨văn˧˧hɔk͡p˨ˀ˩
xốp xáp	sop˦˥sap˦˥
nói lảng	nɔj˨˦laŋ˧˩˨
một mặt	mot˨ˀ˩măt˨ˀ˩
đầm đầm	dɤ̆m˧˨dɤ̆m˧˨
nhân vô thập toàn	ɲɤ̆n˧˧vo˧˧tʰɤ̆p˨ˀ˩twan˧˨
say xỉn	săj˧˧sin˧˩˨
giấy tăng-xin	zɤ̆j˨˦tăŋ˧˧-sin˧˧
đàn thùng	dan˧˨tʰuŋ͡m˧˨
thuốc bột	tʰuək˦˥bot˨ˀ˩
lãng mạn	laŋ˧ˀ˥man˨ˀ˩ʔ
nữ sinh	nɯ˧ˀ˥siŋ˧˧
tắc giang	tăk˦˥zaŋ˧˧
sừng hươu	sɯŋ˧˨hɯəw˧˧
phỉ	fi˧˩˨
nghị viên	ŋi˨ˀ˩ʔviən˧˧
tuấn hưng	twɤ̆n˨˦hɯŋ˧˧
mãi mãi	maj˧ˀ˥maj˧ˀ˥
lửng lơ	lɯŋ˧˩˨lɤ˧˧
tự tân	tɯ˨ˀ˩ʔtɤ̆n˧˧
bát gọt	bat˦˥ɣɔt˨ˀ˩
bát diện	bat˦˥ziən˨ˀ˩ʔ
trong nhà chưa tỏ ngoài ngõ đã hay	cɔŋ͡m˧˧ɲa˧˨cɯə˧˧tɔ˧˩˨ŋwaj˧˨ŋɔ˧ˀ˥da˧ˀ˥hăj˧˧
gửi thưa	ɣɯj˧˩˨tʰɯə˧˧
ăn chay	ăn˧˧căj˧˧
điện táng	diən˨ˀ˩ʔtaŋ˨˦
sém	sɛm˨˦
giếng ao	zeŋ˨˦aw˧˧
cầu bất cầu bơ	kɤ̆w˧˨bɤ̆t˦˥kɤ̆w˧˨bɤ˧˧
cu-roa	ku˧˧-zwa˧˧
cất chén	kɤ̆t˦˥cɛn˨˦
nhãi ranh	ɲaj˧ˀ˥zɛŋ˧˧
đàn kim	dan˧˨kim˧˧
kì đồng	ki˧˨doŋ͡m˧˨
mưu lược	mɯw˧˧lɯək˨ˀ˩
hùng tài	huŋ͡m˧˨taj˧˨
cam phước đông	kam˧˧fɯək˦˥doŋ͡m˧˧
biến thể từ	biən˨˦tʰe˧˩˨tɯ˧˨
điều độ	diəw˧˨do˨ˀ˩ʔ
kháng nghị	xaŋ˨˦ŋi˨ˀ˩ʔ
hội lễ	hoj˨ˀ˩ʔle˧ˀ˥
ơ hay	ɤ˧˧hăj˧˧
hiện nay	hiən˨ˀ˩ʔnăj˧˧
biếng nhắp	biəŋ˨˦ɲăp˦˥
gạch lát	ɣɛk˨ˀ˩lat˦˥
doa	zwa˧˧
lục sự	luk͡p˨ˀ˩sɯ˨ˀ˩ʔ
công binh	koŋ͡m˧˧biŋ˧˧
tính đàn hồi	tiŋ˨˦dan˧˨hoj˧˨
hoà hiếu	hwa˧˨hiəw˨˦
gà đẻ gà cục tác	ɣa˧˨dɛ˧˩˨ɣa˧˨kuk͡p˨ˀ˩tak˦˥
chính khoa	ciŋ˨˦xwa˧˧
chị nuôi	ci˨ˀ˩ʔnuəj˧˧
vạn	van˨ˀ˩ʔ
cựu truyền	kɯw˨ˀ˩ʔcwiən˧˨
tông đường	toŋ͡m˧˧dɯəŋ˧˨
hoài vọng	hwaj˧˨vɔŋ͡m˨ˀ˩ʔ
khao binh	xaw˧˧biŋ˧˧
khuyến dụ	xwiən˨˦zu˨ˀ˩ʔ
sơ cơm	sɤ˧˧kɤm˧˧
sìn hồ	sin˧˨ho˧˨
nhặt gạch ném vườn	ɲăt˨ˀ˩ɣɛk˨ˀ˩nɛm˨˦vɯən˧˨
tay áo	tăj˧˧aw˨˦
tung tích	tuŋ͡m˧˧tik˦˥
ngón bấm	ŋɔn˨˦bɤ̆m˨˦
phi ngã	fi˧˧ŋa˧ˀ˥
hả dạ	ha˧˩˨za˨ˀ˩ʔ
dế nhủi	ze˨˦ɲuj˧˩˨
cô bé	ko˧˧bɛ˨˦
tiền văn học	tiən˧˨văn˧˧hɔk͡p˨ˀ˩
bộ điệu	bo˨ˀ˩ʔdiəw˨ˀ˩ʔ
khí sinh	xi˨˦siŋ˧˧
đọ	dɔ˨ˀ˩ʔ
hoá dược	hwa˨˦zɯək˨ˀ˩
trung đô	cuŋ͡m˧˧do˧˧
phải như	faj˧˩˨ɲɯ˧˧
khu dinh điền	xu˧˧ziŋ˧˧diən˧˨
trao trả	caw˧˧ca˧˩˨
vạn bất đắc dĩ	van˨ˀ˩ʔbɤ̆t˦˥dăk˦˥zi˧ˀ˥
mẫn	mɤ̆n˧ˀ˥
đỏ thắm	dɔ˧˩˨tʰăm˨˦
cẩm dương	kɤ̆m˧˩˨zɯəŋ˧˧
trẹo trọ	ceo˨ˀ˩ʔcɔ˨ˀ˩ʔ
đóng chóc	dɔŋ͡m˨˦cɔk͡p˦˥
nói kháy	nɔj˨˦xăj˨˦
hanh	hɛŋ˧˧
đại đội	daj˨ˀ˩ʔdoj˨ˀ˩ʔ
khó khuây	xɔ˨˦xwɤ̆j˧˧
giao khoán	zaw˧˧xwan˨˦
tàu cuốc	tăw˧˨kuək˦˥
thanh cỡ	tʰɛŋ˧˧kɤ˧ˀ˥
thăng trật	tʰăŋ˧˧cɤ̆t˨ˀ˩
hiếu chiến	hiəw˨˦ciən˨˦
dải yếm	zaj˧˩˨iɛm˨˦
vành bánh xe	vɛŋ˧˨bɛŋ˨˦sɛ˧˧
phó trưởng đoàn	fɔ˨˦cɯəŋ˧˩˨dwan˧˨
quốc hồn	kwok͡p˦˥hon˧˨
qua cầu cất nhịp	kwa˧˧kɤ̆w˧˨kɤ̆t˦˥ɲip˨ˀ˩
cu-ron	ku˧˧-zɔn˧˧
ngăn chặn	ŋăn˧˧căn˨ˀ˩ʔ
niêm sơn	niəm˧˧sɤn˧˧
nhảy phốc	ɲăj˧˩˨fok͡p˦˥
gió mưa	zɔ˨˦mɯə˧˧
đánh úp	dɛŋ˨˦up˦˥
trạm trưởng	cam˨ˀ˩ʔcɯəŋ˧˩˨
ỷ thế	i˧˩˨tʰe˨˦
bất trị	bɤ̆t˦˥ci˨ˀ˩ʔ
thơn thớt	tʰɤn˧˧tʰɤt˦˥
đa nguyên tử	da˧˧ŋwiən˧˧tɯ˧˩˨
thương ước	tʰɯəŋ˧˧ɯək˦˥
sâu mọt	sɤ̆w˧˧mɔt˨ˀ˩
lơn xơn	lɤn˧˧sɤn˧˧
kháng sinh đồ	xaŋ˨˦siŋ˧˧do˧˨
mộ	mo˨ˀ˩ʔ
kim cương	kim˧˧kɯəŋ˧˧
tiểu vương quốc	tiəw˧˩˨vɯəŋ˧˧kwok͡p˦˥
nhẹ mồm nhẹ miệng	ɲɛ˨ˀ˩ʔmom˧˨ɲɛ˨ˀ˩ʔmiəŋ˨ˀ˩ʔ
bất trắc	bɤ̆t˦˥căk˦˥
ngang vai	ŋaŋ˧˧vaj˧˧
oải hương	waj˧˩˨hɯəŋ˧˧
tái bản	taj˨˦ban˧˩˨
san ủi	san˧˧uj˧˩˨
cải chính	kaj˧˩˨ciŋ˨˦
bần cùng hoá	bɤ̆n˧˨kuŋ͡m˧˨hwa˨˦
thầy mo	tʰɤ̆j˧˨mɔ˧˧
vấn đáp	vɤ̆n˨˦dap˦˥
bọ chét	bɔ˨ˀ˩ʔcɛt˦˥
chỉ tay	ci˧˩˨tăj˧˧
bán xon	ban˨˦sɔn˧˧
hài kịch	haj˧˨kik˨ˀ˩
tòng sự	tɔŋ͡m˧˨sɯ˨ˀ˩ʔ
lượn như đèn cù	lɯən˨ˀ˩ʔɲɯ˧˧dɛn˧˨ku˧˨
ích hữu	ik˦˥hɯw˧ˀ˥
xã đội trưởng	sa˧ˀ˥doj˨ˀ˩ʔcɯəŋ˧˩˨
nữ tính	nɯ˧ˀ˥tiŋ˨˦
giải muộn	zaj˧˩˨muən˨ˀ˩ʔ
vu vơ	vu˧˧vɤ˧˧
khâu vắt	xɤ̆w˧˧văt˦˥
tai tượng	taj˧˧tɯəŋ˨ˀ˩ʔ
mụn nhọt	mun˨ˀ˩ʔɲɔt˨ˀ˩
hoành cách mô	hwɛŋ˧˨kɛk˦˥mo˧˧
không hề	xoŋ͡m˧˧he˧˨
cẩn chí	kɤ̆n˧˩˨ci˨˦
diễn tấu	ziən˧ˀ˥tɤ̆w˨˦
muối bỏ biển	muəj˨˦bɔ˧˩˨biən˧˩˨
khỏe khắn	xwe˧˩˨xăn˨˦
xa vút	sa˧˧vut˦˥
hủy	huj˧˩˨
con bồi	kɔn˧˧boj˧˨
sảng khoái	saŋ˧˩˨xwaj˨˦
khai báo	xaj˧˧baw˨˦
thuyền đua bánh lái cũng đua	tʰwiən˧˨duə˧˧bɛŋ˨˦laj˨˦kuŋ͡m˧ˀ˥duə˧˧
bận này hay bận khác	bɤ̆n˨ˀ˩ʔnăj˧˨hăj˧˧bɤ̆n˨ˀ˩ʔxak˦˥
cải vồng	kaj˧˩˨voŋ͡m˧˨
sốt sột	sot˦˥sot˨ˀ˩
a-xê-ton	a˧˧-se˧˧-tɔn˧˧
tình thân	tiŋ˧˨tʰɤ̆n˧˧
hổ quyền	ho˧˩˨kwiɛn˧˨
giọng văn	zɔŋ͡m˨ˀ˩ʔvăn˧˧
dầu hoả	zɤ̆w˧˨hwa˧˩˨
tóc	tɔk͡p˦˥
quỉ thần	kwi˧˩˨tʰɤ̆n˧˨
chân chim	cɤ̆n˧˧cim˧˧
lùng tùng	luŋ͡m˧˨tuŋ͡m˧˨
yếu đuối	iəw˨˦duəj˨˦
ấm cật no lòng	ɤ̆m˨˦kɤ̆t˨ˀ˩nɔ˧˧lɔŋ͡m˧˨
lành hanh	lɛŋ˧˨hɛŋ˧˧
bá hộ	ba˨˦ho˨ˀ˩ʔ
áp kí	ap˦˥ki˨˦
bản địa	ban˧˩˨diə˨ˀ˩ʔ
đồ họa công nghiệp	do˧˨hwa˨ˀ˩ʔkoŋ͡m˧˧ŋiəp˨ˀ˩
như sao buổi sáng	ɲɯ˧˧saw˧˧buəj˧˩˨saŋ˨˦
đai cọc	daj˧˧kɔk͡p˨ˀ˩
thất sắc	tʰɤ̆t˦˥săk˦˥
quân bị	kwɤ̆n˧˧bi˨ˀ˩ʔ
dàn tập	zan˧˨tɤ̆p˨ˀ˩
chính kiến	ciŋ˨˦kiən˨˦
tạp-dề	tap˨ˀ˩-ze˧˨
quí quán	kwi˨˦kwan˨˦
rễ củ	ze˧ˀ˥ku˧˩˨
bốc-xơ	bok͡p˦˥-sɤ˧˧
chuyển dòng	cwiən˧˩˨zɔŋ͡m˧˨
xuất chính	swɤ̆t˦˥ciŋ˨˦
thi đua	tʰi˧˧duə˧˧
buôn dân bán nước	buən˧˧zɤ̆n˧˧ban˨˦nɯək˦˥
nghiến	ŋiən˨˦
hỗn số	hon˧ˀ˥so˨˦
thông thư	tʰoŋ͡m˧˧tʰɯ˧˧
nghiêm hàn	ŋiəm˧˧han˧˨
chàm vàm	cam˧˨vam˧˨
lánh mặt	lɛŋ˨˦măt˨ˀ˩
lạc quan	lak˨ˀ˩kwan˧˧
thắt ruột thắt gan	tʰăt˦˥zuət˨ˀ˩tʰăt˦˥ɣan˧˧
buộc cổ mèo, treo cổ chó	buək˨ˀ˩ko˧˩˨meo˧˨ceo˧˧ko˧˩˨cɔ˨˦
quảng thái	kwaŋ˧˩˨tʰaj˨˦
hủ lậu	hu˧˩˨lɤ̆w˨ˀ˩ʔ
tỉu nhà ma	tiw˧˩˨ɲa˧˨ma˧˧
phế liệu	fe˨˦liəw˨ˀ˩ʔ
nhát gái	ɲat˦˥ɣaj˨˦
mắng té mắng tát	măŋ˨˦tɛ˨˦măŋ˨˦tat˦˥
sinh hóa học	siŋ˧˧hwa˨˦hɔk͡p˨ˀ˩
rượu bào	zɯəw˨ˀ˩ʔbaw˧˨
đời vua	dɤj˧˨vuə˧˧
bong gân	bɔŋ͡m˧˧ɣɤ̆n˧˧
ái nhiễm	aj˨˦ɲiəm˧ˀ˥
rêu nước	zɛu˧˧nɯək˦˥
