производстволарны	projzwodstwoɫɑrnˈɯ
йөгерештә	jœɣereʃtˈæ
яшьләре	jæʃʔlærˈe
солы	soɫˈɯ
җаһил	ʑɒhˈil
заманда	zɒmɒndˈɑ
Татплодоовощпром	tɒtpɫodoowoʃɕprˈom
далалары	dɒɫɒɫɑrˈɯ
иргә	irɣˈæ
залыннан	zɒɫɯnnˈɑn
чабам	ɕɒbˈɒm
дәвалануын	dæwɑɫɑnuˈɯn
Фурсенконың	fursenqonˈɯŋ
гаскәре	ʁɒsqærˈe
фирмаларны	firmɑɫɑrnˈɯ
илаһилык	iɫɑhiɫˈɯq
малярия	mɒɫjærijˈæ
әһәмиятендәге	æhæmijætendæɣˈe
милләтчелеге	millætɕeleɣˈe
белен	belˈen
стимуллаштыру	stimuɫɫɑʃtɯrˈu
асраган	ɒsrɒʁˈɑn
чыныгуы	ɕɯnɯʁuˈɯ
Фаил	fˈɒjɫ
киңәшә	kiŋæʃˈæ
балл	bˈɒɫɫ
газетасы	ʁɒzetɑsˈɯ
Укртатнафта	uqrtɑtnɑftˈɑ
финалының	finɑɫɯnˈɯŋ
ярамыйдыр	jɑrɑmɯjdˈɯr
Эчкән	eɕkˈæn
онытмасак	onɯtmɑsˈɑq
юбилейлар	jybilejɫˈɑr
операцияләре	operɑtsijælærˈe
чагыштыру	ɕɒʁɯʃtɯrˈu
Алат	ɒɫˈɒt
Васыйл	wɒsˈɯjɫ
за	zˈɒ
ярларын	jɑrɫɑrˈɯn
яратмый	jɑrɑtmˈɯj
маддәсендә	mɒddæsendˈæ
модернизация	modernizɑtsijˈæ
Биналар	binɑɫˈɑr
юлладым	juɫɫɑdˈɯm
Ватанның	wɒtɒnnˈɯŋ
нөсхәсе	nœsxæsˈe
сәнәгатенә	sænæʁɑtenˈæ
институтка	institutqˈɑ
утырабыз	utɯrɑbˈɯz
идеалы	ideɑɫˈɯ
хәтерләтә	xæterlætˈæ
Нефтьче	neftʔɕˈe
Медведевтан	medwedewtˈɑn
блогы	bɫoʁˈɯ
итенең	itenˈeŋ
телеканалында	teleqɑnɑɫɯndˈɑ
катламнарында	qɒtɫɒmnɑrɯndˈɑ
Флора	fɫorˈɑ
Имза	imzˈɑ
Туринск	turˈinsk
түземлеге	tyzemleɣˈe
калсын	qɒɫsˈɯn
барганчы	bɒrʁɒnɕˈɯ
Кыю	qɯjˈu
күрсәтәм	kyrsætˈæm
Сталинградны	stɒɫiŋʁrɑdnˈɯ
күпчелегенә	kypɕeleɣenˈæ
участокларга	uɕɑstoqɫɑrʁˈɑ
Президиумы	prezidiwmˈɯ
халыклары	xɒɫɯqɫɑrˈɯ
сыя	sɯjˈɑ
осталыкны	ostɑɫɯqnˈɯ
күргәнем	kyrɣænˈem
тотасың	totɑsˈɯŋ
ярлыларга	jɑrɫɯɫɑrʁˈɑ
дипме	dipmˈe
хәрәкәтләре	xærækætlærˈe
яшәмәде	jæʃæmædˈe
бетерелү	beterelˈy
такталарны	tɒqtɒɫɑrnˈɯ
җылытты	ʑɯɫɯttˈɯ
яраклаштырылган	jɑrɑqɫɑʃtɯrɯɫʁˈɑn
ятыр	jɑtˈɯr
Кәеф	kˈeːf
төшерүче	tœʃeryɕˈe
Әлмәтнең	ælmætnˈeŋ
гастарбайтерлар	ʁɒstɒrbɑjterɫˈɑr
юллыйбыз	juɫɫɯjbˈɯz
ашаучы	ɒʃɑwɕˈɯ
рейтингында	rejtiŋʁɯndˈɑ
кунаклый	qunɑqɫˈɯj
квартирасында	qwɒrtirɑsɯndˈɑ
рәхәтлек	ræxætlˈek
белгечлекне	belɣeɕleknˈe
берләр	berlˈær
Чувашия	ɕuwɑʃijˈæ
атала	ɒtɒɫˈɑ
Нефтьне	neftʔnˈe
очрагына	oɕrɑʁɯnˈɑ
җирлегенә	ʑirleɣenˈæ
Төнне	tœnnˈe
Таҗетдин	tɒʑetdˈin
Садриевның	sɒdriewnˈɯŋ
Сабантуйда	sɒbɒntujdˈɑ
кошларны	qoʃɫɑrnˈɯ
съезд	sʔˈezd
канцлеры	qɒntsɫerˈɯ
табучыларның	tɒbuɕɯɫɑrnˈɯŋ
Ташсу	tɒʃsˈu
нәнәй	nænˈæj
мультимедиа	muɫʔtimediˈɑ
курслары	qursɫɑrˈɯ
Директоры	direqtorˈɯ
әфәнденең	æfændenˈeŋ
җыентыкларын	ʑɯentɯqɫɑrˈɯn
сүзләреңне	syzlæreŋnˈe
Москва	mosqwˈɑ
расланган	rɒsɫɒŋʁˈɑn
агымнарның	ɒʁɯmnɑrnˈɯŋ
чалып	ɕɒɫˈɯp
тәнкыйтьчеләр	tænqɯjtʔɕelˈær
уңды	uŋdˈɯ
түбән	tybˈæn
чыгарылыр	ɕɯʁɑrɯɫˈɯr
тикшерүдән	tikʃerydˈæn
Никифор	nikifˈor
иләәһә	ilææhˈæ
сыйныфларга	sɯjnɯfɫɑrʁˈɑ
Сандугач	sɒnduʁˈɑɕ
стратегиясендә	strɒteɣijæsendˈæ
югалды	juʁɑɫdˈɯ
Әдһәм	ædhˈæm
воеводалыгында	woewodɑɫɯʁɯndˈɑ
тәрбия	tærbijˈæ
яшеренә	jæʃerenˈæ
Гайсәнең	ʁɒjsænˈeŋ
целлофан	tseɫɫofˈɑn
Мөстәкыйльлек	mœstæqɯjɫʔɫˈek
юлчы	juɫɕˈɯ
кануннарының	qɒnunnɑrɯnˈɯŋ
атларны	ɒtɫɒrnˈɯ
Уральскидан	urɑɫʔsqidˈɑn
Әбүгалисинага	æbyʁɑɫisinɑʁˈɑ
сыйнфый	sɯjnfˈɯj
калганмын	qɒɫʁɒnmˈɯn
җыенулары	ʑɯenuɫɑrˈɯ
милләтләргә	millætlærɣˈæ
ахырындагы	ɒxɯrɯndɑʁˈɯ
бәрабәр	bærɑbˈær
кешеләрнең	keʃelærnˈeŋ
парламентарийлары	pɒrɫɒmentɑrijɫɑrˈɯ
Мортазин	mortɑzˈin
икебезгә	ikebezɣˈæ
тартмага	tɒrtmɒʁˈɑ
Екатериновка	jɯqɑterinowqˈɑ
планның	pɫɒnnˈɯŋ
кварталда	qwɒrtɒɫdˈɑ
меңнән	meŋnˈæn
оештырдык	oeʃtɯrdˈɯq
Болгарларның	boɫʁɑrɫɑrnˈɯŋ
кавыштыра	qɑwɯʃtɯrˈɑ
йөргәндер	jœrɣændˈer
чагыштырсак	ɕɒʁɯʃtɯrsˈɑq
китабын	kitɑbˈɯn
елым	jɯɫˈɯm
Курс	qˈurs
предприятиеләрдәге	predprijætielærdæɣˈe
төпләре	tœplærˈe
берәрсе	berærsˈe
Күчтәнәч	kyɕtænˈæɕ
падишаһы	pɒdiʃɑhˈɯ
сум	sˈum
Универсиаданың	uniwersiɑdɑnˈɯŋ
Айзат	ɒjzˈɒt
икәнни	ikænnˈi
империяне	imperijænˈe
күңелдән	kyŋeldˈæn
Һинду	hindˈu
кәнәфиләргә	kænæfilærɣˈæ
җиткезә	ʑitkezˈæ
никахларның	niqɑxɫɑrnˈɯŋ
пакетларын	pɒqetɫɑrˈɯn
күчсәк	kyɕsˈæk
Павлодар	pɑwɫodˈɑr
бирелгәндә	birelɣændˈæ
Изольда	izoɫʔdˈɑ
урталарына	urtɑɫɑrɯnˈɑ
Бәхетсезлек	bæxetsezlˈek
тез	tˈez
Әхлакый	æxɫɑqˈɯj
комиссияләрен	qomissijælærˈen
булучылар	buɫuɕɯɫˈɑr
көрәшә	kœræʃˈæ
Швециягә	ʃwetsijæɣˈæ
тутыручы	tutɯruɕˈɯ
билгеләүче	bilɣelæwɕˈe
Конституциягә	qonstitutsijæɣˈæ
салуны	sɒɫunˈɯ
зонасының	zonɑsɯnˈɯŋ
мигрантлар	miʁrɑntɫˈɑr
эпитетлар	epitetɫˈɑr
матчында	mɒtɕɯndˈɑ
әйләнәбез	æjlænæbˈez
беренчелеген	berenɕeleɣˈen
өр	ˈœr
саклавы	sɒqɫɑwˈɯ
сиксән	siksˈæn
Даутовның	dɑwtownˈɯŋ
дипломлы	dipɫomɫˈɯ
зар	zˈɒr
арканны	ɒrqɒnnˈɯ
төзиячәкләр	tœzijæɕæklˈær
газон	ʁɒzˈon
Раббыбыз	rɒbbɯbˈɯz
Федерация	federɑtsijˈæ
түгеллегенә	tyɣelleɣenˈæ
утырулар	utɯruɫˈɑr
урын	urˈɯn
Продукция	produqtsijˈæ
отрядта	otrjɑdtˈɑ
күчәм	kyɕˈæm
канәгатьләндерә	qɒnæʁɑtʔɫænderˈæ
якынлашу	jɑqɯnɫɑʃˈu
шигаре	ʃiʁɑrˈe
басмасына	bɒsmɒsɯnˈɑ
кыйбат	qɯjbˈɑt
Кырдан	qɯrdˈɑn
бәби	bæbˈi
йөртәбез	jœrtæbˈez
Фарсы	fɒrsˈɯ
карашта	qɒrɒʃtˈɑ
Шагыйрь	ʃɒʁˈɯjrʔ
кертмәгәннәр	kertmæɣænnˈær
Виртуаль	wirtuˈɑɫʔ
шартлар	ʃɒrtɫˈɒr
күрсәтелү	kyrsætelˈy
Февраль	fewrˈɑɫʔ
алтыны	ɒɫtɯnˈɯ
башлаячаклар	bɒʃɫɒjɑɕɑqɫˈɑr
Ач	ˈɒɕ
капканы	qɒpqɒnˈɯ
Бизнесны	biznesnˈɯ
аңламаячак	ɒŋɫɒmɑjɑɕˈɑq
Кешеләрне	keʃelærnˈe
карлар	qɒrɫˈɒr
сабантуйларында	sɒbɒntujɫɑrɯndˈɑ
икебезне	ikebeznˈe
гел	ɣˈel
Баһаутдинова	bɒhɑwtdinowˈɑ
илбасарларыннан	iɫbɑsɑrɫɑrɯnnˈɑn
курьер	qurʔˈer
кәбисә	kæbisˈæ
законының	zɒqonɯnˈɯŋ
мөрәҗәгатьнең	mœræʑæʁɑtʔnˈeŋ
төшенчәләрен	tœʃenɕælærˈen
Париждагы	pɒriʒdɑʁˈɯ
хәрефе	xærefˈe
Рота	rotˈɑ
яшьләребезнең	jæʃʔlærebeznˈeŋ
Москвы	mosqwˈɯ
үзеңнең	yzeŋnˈeŋ
тома	tomˈɑ
кулдагы	quɫdɑʁˈɯ
сәдакаларын	sædɑqɑɫɑrˈɯn
бәялибез	bæjælibˈez
отряд	otrjˈɑd
фикердән	fikerdˈæn
санавы	sɒnɑwˈɯ
элеккечә	elekkeɕˈæ
тешләргә	teʃlærɣˈæ
Романов	romɑnˈow
барганга	bɒrʁɒŋʁˈɑ
сыны	sɯnˈɯ
таркалуы	tɒrqɒɫuˈɯ
урысның	urɯsnˈɯŋ
алмашып	ɒɫmɒʃˈɯp
алыштырырга	ɒɫɯʃtɯrɯrʁˈɑ
Косовоны	qosowonˈɯ
эчүче	eɕyɕˈe
флотын	fɫotˈɯn
туздырган	tuzdɯrʁˈɑn
милләтләрен	millætlærˈen
нәшире	næʃirˈe
үкчәсенә	ykɕæsenˈæ
ихтималын	ixtimɑɫˈɯn
аңлашырлык	ɒŋɫɒʃɯrɫˈɯq
йоланы	joɫɑnˈɯ
сабантуйга	sɒbɒntujʁˈɑ
учреждениеләрдән	uɕreʒdenielærdˈæn
Агрохимсервис	ɒʁroximserwˈis
темпта	temptˈɑ
бәхетле	bæxetlˈe
төшүен	tœʃyˈen
Вәгыйзова	wæʁɯjzowˈɑ
елмаеп	jɯɫmɑˈep
Пушкинның	puʃqinnˈɯŋ
менделәр	mendelˈær
эшләмәсен	eʃlæmæsˈen
тәрбияләнүчесе	tærbijælænyɕesˈe
участокның	uɕɑstoqnˈɯŋ
кыйпылчыгы	qɯjpɯɫɕɯʁˈɯ
Тигәнәле	tiɣænælˈe
ошамаган	oʃɑmɑʁˈɑn
тигезсез	tiɣezsˈez
Барып	bɒrˈɯp
новь	nˈowʔ
катнашачаклар	qɒtnɒʃɑɕɑqɫˈɑr
каенанасы	qɒenɑnɑsˈɯ
Эшләре	eʃlærˈe
үлүгә	ylyɣˈæ
Алабугага	ɒɫɒbuʁɑʁˈɑ
берлә	berlˈæ
медальләренә	medɑɫʔɫærenˈæ
никахта	niqɑxtˈɑ
Котлау	qotɫˈɑw
бозылуга	bozɯɫuʁˈɑ
Кайту	qɒjtˈu
кертегез	kerteɣˈez
елларда	jɯɫɫɑrdˈɑ
ашыручы	ɒʃɯruɕˈɯ
бәрәкәтен	bærækætˈen
Җиңүчеләр	ʑiŋyɕelˈær
фонограмма	fonoʁrɑmmˈɑ
тирбәлә	tirbælˈæ
театрларыннан	teɑtrɫɑrɯnnˈɑn
оешуы	oeʃuˈɯ
Тәвәккәл	tæwækkˈæl
календарьга	qɒɫendɑrʔʁˈɑ
шаккаттырды	ʃɒqqɒttɯrdˈɯ
укырсыз	uqɯrsˈɯz
Банкы	bɒnqˈɯ
Вәлитова	wælitowˈɑ
бураннары	burɑnnɑrˈɯ
кыйтгаларга	qɯjtʁɑɫɑrʁˈɑ
үзидарә	yzidɑrˈæ
штаты	ʃtɒtˈɯ
көтелсә	kœtelsˈæ
Татарстанга	tɒtɒrstɑŋʁˈɑ
Разак	rɒzˈɒq
Фаҗиганең	fɒʑiʁɑnˈeŋ
Тормышыгызда	tormɯʃɯʁɯzdˈɑ
мәдрәсәсендә	mædræsæsendˈæ
документка	doqumentqˈɑ
тыкты	tɯqtˈɯ
килмәслек	kilmæslˈek
әҗәтне	æʑætnˈe
үсү	ysˈy
башыңа	bɒʃɯŋˈɑ
секторда	seqtordˈɑ
киңәшмәләр	kiŋæʃmælˈær
Нишләтәсең	niʃlætæsˈeŋ
үткәргәннәр	ytkærɣænnˈær
катнашалар	qɒtnɒʃɑɫˈɑr
өлкәннәрнең	œlkænnærnˈeŋ
милициягә	militsijæɣˈæ
турыдагы	turɯdɑʁˈɯ
Җиңгән	ʑiŋɣˈæn
укыла	uqɯɫˈɑ
Мордовия	mordowijˈæ
өлгермәсә	œlɣermæsˈæ
арасында	ɒrɒsɯndˈɑ
университетны	uniwersitetnˈɯ
ГОСТ	ʁˈost
Театрлар	teɑtrɫˈɑr
фасылларына	fɒsɯɫɫɑrɯnˈɑ
Шашы	ʃɒʃˈɯ
Тукаевның	tuqɑewnˈɯŋ
ТИҮ	tˈiw
консультация	qonsuɫʔtɑtsijˈæ
Просвирякова	proswirjæqowˈɑ
их	ˈix
Сократ	soqrˈɑt
кагыйдәләрне	qɒʁɯjdælærnˈe
сихер	sixˈer
Советлары	sowetɫɑrˈɯ
таралса	tɒrɒɫsˈɑ
кертсәк	kertsˈæk
мәхәлләсенә	mæxællæsenˈæ
Медиклар	mediqɫˈɑr
керәм	kerˈæm
бормаланып	bormɑɫɑnˈɯp
Садретдин	sɒdretdˈin
сайлауларда	sɒjɫɑwɫɑrdˈɑ
күгәргән	kyɣærɣˈæn
Газизә	ʁɒzizˈæ
язмасы	jɑzmɑsˈɯ
Сукаеш	suqɑˈeʃ
вәкиллек	wækillˈek
рәхәтлеген	ræxætleɣˈen
архивының	ɒrxiwɯnˈɯŋ
бирдегез	birdeɣˈez
буыны	buɯnˈɯ
таланган	tɒɫɒŋʁˈɑn
корылмаларның	qorɯɫmɑɫɑrnˈɯŋ
алларым	ɒɫɫɒrˈɯm
саламы	sɒɫɒmˈɯ
стратегиясенә	strɒteɣijæsenˈæ
Әбри	æbrˈi
ширкәтләрен	ʃirkætlærˈen
очкычны	oɕqɯɕnˈɯ
дәүләттә	dæwlættˈæ
булуына	buɫuɯnˈɑ
радиосында	rɒdiosɯndˈɑ
Бондюг	bondjˈuʁ
сәбәпле	sæbæplˈe
курсантлары	qursɑntɫɑrˈɯ
баракларда	bɒrɒqɫɑrdˈɑ
Фараз	fɒrˈɒz
асларыннан	ɒsɫɒrɯnnˈɑn
шөһрәтле	ʃœhrætlˈe
гомердә	ʁomerdˈæ
ялгышы	jɑɫʁɯʃˈɯ
кузгалса	quzʁɑɫsˈɑ
театрлар	teɑtrɫˈɑr
эләгәчәк	elæɣæɕˈæk
Зәйнәшева	zæjnæʃewˈɑ
күргәннәрне	kyrɣænnærnˈe
сортларга	sortɫɑrʁˈɑ
Алтай	ɒɫtˈɒj
Власть	wɫˈɒstʔ
Берлиндагы	berlindɑʁˈɯ
коллегаларым	qoɫɫeʁɑɫɑrˈɯm
барлар	bɒrɫˈɒr
бозда	bozdˈɑ
балакай	bɒɫɒqˈɑj
Филармониянең	fiɫɑrmonijænˈeŋ
обой	obˈoj
терапевты	terɑpewtˈɯ
хаталары	xɒtɒɫɑrˈɯ
аэропортта	ɒeroporttˈɑ
савыга	sɑwɯʁˈɑ
матбугатка	mɒtbuʁɑtqˈɑ
бәрелешү	bæreleʃˈy
өчен	œɕˈen
жанры	ʒɒnrˈɯ
кырлары	qɯrɫɑrˈɯ
укытучыларын	uqɯtuɕɯɫɑrˈɯn
мәдәниятне	mædænijætnˈe
Аврора	ɑwrorˈɑ
әтиләр	ætilˈær
юдырту	judɯrtˈu
нисбәтән	nisbætˈæn
Тантананың	tɒntɒnɑnˈɯŋ
килешүе	kileʃyˈe
Тимергали	timerʁɑɫˈi
тѳп	tˌelˌetədˈyrtʑidˌeˌœɕpˈe
чемпионатлары	ɕempionɑtɫɑrˈɯ
дуслыкта	dusɫɯqtˈɑ
аңласалар	ɒŋɫɒsɑɫˈɑr
Гарәб	ʁɒrˈæb
яшелчәне	jæʃelɕænˈe
каберлегенә	qɒberleɣenˈæ
пассив	pɒssˈiw
чыккандай	ɕɯqqɑndˈɑj
Марко	mɒrqˈo
дю	djˈu
кабинага	qɒbinɑʁˈɑ
хәлнең	xælnˈeŋ
Күпләр	kyplˈær
үтмичә	ytmiɕˈæ
бозуларын	bozuɫɑrˈɯn
кассеталар	qɒssetɑɫˈɑr
әләмен	ælæmˈen
күрсәткечтән	kyrsætkeɕtˈæn
мәхәббәтле	mæxæbbætlˈe
Дустымның	dustɯmnˈɯŋ
әверелү	æwerelˈy
очтагы	oɕtɑʁˈɯ
Исаак	isɑˈɑq
федерациясенең	federɑtsijæsenˈeŋ
йөргәндә	jœrɣændˈæ
Жан	ʒˈɒn
мәдрәсәләрендә	mædræsælærendˈæ
ялгышканмын	jɑɫʁɯʃqɑnmˈɯn
ирләреннән	irlærennˈæn
пыскып	pɯsqˈɯp
тәгәрәү	tæɣærˈæw
юбилейлы	jybilejɫˈɯ
болытлар	boɫɯtɫˈɑr
Депутатларны	deputɑtɫɑrnˈɯ
йодрыкка	jodrɯqqˈɑ
мая	mɒjˈɑ
кулыбыздан	quɫɯbɯzdˈɑn
ҖЧҖдә	ʑˌeɕˈeʑdˈæ
олимпиадасы	oɫimpiɑdɑsˈɯ
адымнарга	ɒdɯmnɑrʁˈɑ
кылганын	qɯɫʁɑnˈɯn
Элек	elˈek
Төбәкләрдә	tœbæklærdˈæ
иркенә	irkenˈæ
Аллаһе	ɒɫɫɒhˈe
Яланаяклы	jɑɫɑnɑjɑqɫˈɯ
жанр	ʒˈɒnr
төеп	tœˈep
Энергетиклар	enerɣetiqɫˈɑr
фикеребезне	fikerebeznˈe
тиюгә	tijyɣˈæ
попса	popsˈɑ
ремонтлар	remontɫˈɑr
кыены	qɯenˈɯ
Автор	ɑwtˈor
кулланса	quɫɫɑnsˈɑ
күбрәккә	kybrækkˈæ
карынга	qɒrɯŋʁˈɑ
ярдәмләшергә	jærdæmlæʃerɣˈæ
Тамагыннан	tɒmɒʁɯnnˈɑn
Академиясе	ɒqɒdemijæsˈe
проектта	proeqttˈɑ
җәелеп	ʑeːlˈep
Юнысовлар	junɯsowɫˈɑr
Парин	pɒrˈin
ышаныч	ɯʃɑnˈɯɕ
яшәүчеләре	jæʃæwɕelærˈe
анализларга	ɒnɒɫizɫɑrʁˈɑ
Җаваплы	ʑɑwɑpɫˈɯ
әнкәсенең	ænkæsenˈeŋ
күпбалалы	kypbɑɫɑɫˈɯ
гаруз	ʁɒrˈuz
булгалаган	buɫʁɑɫɑʁˈɑn
киеменең	kiemenˈeŋ
хәзерләүче	xæzerlæwɕˈe
түгәрәкләрендә	tyɣæræklærendˈæ
тормоз	tormˈoz
эләктереп	elækterˈep
бәндәсенә	bændæsenˈæ
арыгач	ɒrɯʁˈɑɕ
чиртеп	ɕirtˈep
Катунь	qɒtˈunʔ
Шөгер	ʃœɣˈer
Кирпеч	kirpˈeɕ
тоташтырачак	totɑʃtɯrɑɕˈɑq
Кызларны	qɯzɫɑrnˈɯ
Лемма	lemmˈɑ
билгеләүнең	bilɣelæwnˈeŋ
назлап	nɒzɫˈɒp
төнәтеп	tœnætˈep
яшәтеп	jæʃætˈep
түбәнгә	tybæŋɣˈæ
Гәзит	ɣæzˈit
Әсләм	æslˈæm
абруйлы	ɒbrujɫˈɯ
күңелебездән	kyŋelebezdˈæn
аера	ɒerˈɑ
Габишево	ʁɒbiʃewˈo
бизнесмен	biznesmˈen
Республикасын	respubɫiqɑsˈɯn
үҗәтләнеп	yʑætlænˈep
ракеталарын	rɒqetɑɫɑrˈɯn
укыганнар	uqɯʁɑnnˈɑr
айлар	ɒjɫˈɒr
бүлешеп	byleʃˈep
Удмуртиядә	udmurtijædˈæ
уратып	urɑtˈɯp
Чаңгы	ɕɒŋʁˈɯ
Бәйгедән	bæjɣedˈæn
Әйтүләренә	æjtylærenˈæ
ырулар	ɯruɫˈɑr
пространство	prostrɑnstwˈo
Ишле	iʃlˈe
өлешенең	œleʃenˈeŋ
үрчегән	yrɕeɣˈæn
уртаклык	urtɑqɫˈɯq
Шундыйлардан	ʃundɯjɫɑrdˈɑn
балчыкка	bɒɫɕɯqqˈɑ
бирелмәү	birelmˈæw
тәрәккый	tæræqqˈɯj
затлар	zɒtɫˈɒr
салмаса	sɒɫmɒsˈɑ
айдагы	ɒjdɒʁˈɯ
заказлар	zɒqɒzɫˈɑr
сабыйларча	sɒbɯjɫɑrɕˈɑ
Юни	jynˈi
дирижер	diriʒˈer
Башым	bɒʃˈɯm
агентлыкта	ɒʁentɫɯqtˈɑ
куяннары	qujɑnnɑrˈɯ
кыенлыклардан	qɯenɫɯqɫɑrdˈɑn
аклыгы	ɒqɫɯʁˈɯ
авыртуны	ɑwɯrtunˈɯ
фотосурәтләр	fotosurætlˈær
каласындагы	qɒɫɒsɯndɑʁˈɯ
сыйфатта	sɯjfɑttˈɑ
Емельян	jemelʔjˈæn
җефетем	ʑefetˈem
малайның	mɒɫɒjnˈɯŋ
аллергиядән	ɒɫɫerɣijædˈæn
язгансыз	jɑzʁɑnsˈɯz
Оешманың	oeʃmɑnˈɯŋ
пехота	pexotˈɑ
мөхтәсибләр	mœxtæsiblˈær
белгечлек	belɣeɕlˈek
вакытының	wɒqɯtɯnˈɯŋ
утыздан	utɯzdˈɑn
даулап	dɑwɫˈɑp
киметәчәк	kimetæɕˈæk
нурлары	nurɫɑrˈɯ
яулаучылар	jɑwɫɑwɕɯɫˈɑr
бетерелде	betereldˈe
Катнашучыларны	qɒtnɒʃuɕɯɫɑrnˈɯ
заманга	zɒmɒŋʁˈɑ
Андин	ɒndˈin
корбанын	qorbɑnˈɯn
ассамблеясы	ɒssɒmbɫejæsˈɯ
боҗра	boʑrˈɑ
экспонатларын	eqsponɑtɫɑrˈɯn
сайлап	sɒjɫˈɒp
җыентыкның	ʑɯentɯqnˈɯŋ
ягы	jɑʁˈɯ
күчтәнәчләрен	kyɕtænæɕlærˈen
универсиадасы	uniwersiɑdɑsˈɯ
рекорд	reqˈord
арып	ɒrˈɯp
әверелдергән	æwerelderɣˈæn
реестрында	reestrɯndˈɑ
урынлык	urɯnɫˈɯq
киңәйтте	kiŋæjttˈe
Мөхәммәтвәли	mœxæmmætwælˈi
утыруны	utɯrunˈɯ
барылды	bɒrɯɫdˈɯ
оештырылуына	oeʃtɯrɯɫuɯnˈɑ
шатлык	ʃɒtɫˈɯq
аерымлыклары	ɒerɯmɫɯqɫɑrˈɯ
алгач	ɒɫʁˈɒɕ
канат	qɒnˈɒt
зурлык	zurɫˈɯq
Сәнәгать	sænæʁˈɑtʔ
хаҗиларның	xɒʑiɫɑrnˈɯŋ
балаларыбызны	bɒɫɒɫɑrɯbɯznˈɯ
аппаратында	ɒppɒrɑtɯndˈɑ
туктаусыз	tuqtɑwsˈɯz
булсам	buɫsˈɑm
такталардан	tɒqtɒɫɑrdˈɑn
ватанын	wɒtɒnˈɯn
белдерүне	belderynˈe
кушканга	quʃqɑŋʁˈɑ
Болын	boɫˈɯn
артларына	ɒrtɫɒrɯnˈɑ
тотканнар	totqɑnnˈɑr
күрсәтүчеләр	kyrsætyɕelˈær
мәдрәсәнең	mædræsænˈeŋ
таныштырудан	tɒnɯʃtɯrudˈɑn
рухны	ruxnˈɯ
Районны	rɒjonnˈɯ
барганым	bɒrʁɒnˈɯm
призывниклар	prizɯwniqɫˈɑr
техникумын	texniqumˈɯn
шөбһә	ʃœbhˈæ
парадта	pɒrɒdtˈɑ
авыручыларга	ɑwɯruɕɯɫɑrʁˈɑ
Рәмиев	ræmiˈew
районыбыз	rɒjonɯbˈɯz
башлыкларына	bɒʃɫɯqɫɑrɯnˈɑ
үрләре	yrlærˈe
Яруллинга	jɑruɫɫiŋʁˈɑ
ирке	irkˈe
коелды	qoeɫdˈɯ
остазларына	ostɑzɫɑrɯnˈɑ
корылып	qorɯɫˈɯp
вәхшиләр	wæxʃilˈær
галимнәребезнең	ʁɒɫimnærebeznˈeŋ
булдырылырга	buɫdɯrɯɫɯrʁˈɑ
Кузьма	quzʔmˈɑ
аңлатырга	ɒŋɫɒtɯrʁˈɑ
Сәхбиев	sæxbiˈew
дә	dˈæ
караклыкта	qɒrɒqɫɯqtˈɑ
Ибәтуллин	ibætuɫɫˈin
ГЭС	ɣˈes
шәмәхә	ʃæmæxˈæ
җаныбыз	ʑɒnɯbˈɯz
ияртергә	ijærterɣˈæ
кадере	qɒderˈe
Ормар	ormˈɑr
портында	portɯndˈɑ
ассызыклый	ɒssɯzɯqɫˈɯj
Андреевка	ɒndreewqˈɑ
максатларыннан	mɒqsɒtɫɑrɯnnˈɑn
шәһәрләр	ʃæhærlˈær
боерык	boerˈɯq
тотар	totˈɑr
семинар	seminˈɑr
Мәрхүмнең	mærxymnˈeŋ
Өч	ˈœɕ
оешмасының	oeʃmɑsɯnˈɯŋ
Вахит	wɒxˈit
бәләкәч	bælækˈæɕ
