tændt	tˢɛnˀd̥
plombe	pʰlɔmb̥ə
yde	yːð̠ˠə
snigskytte	sniːsɡ̊ød̥ə
skørost	sɡ̊øɐ̯ɔsd̥
hersker	hæɐ̯sɡ̊ɐ
monoteist	monoteisd̥
castiliansk	kasdiljæˀnsɡ
ikke	eɡ̊ə
gås	ɡ̊ɔˀs
fagre	fɑwʁɐ
dagligt	d̥ɑwlid̥
ræd	ʁɑðˀ
høj	hʌjˀ
solbær	soːlbæɐ̯
gammel	ɡ̊ɑml̩
kvan	kvanˀ
gulvene	ɡ̊ɔlnə
religion	ʁɛliɡjoˀn
check	ɕɛɡ̊
fakkel	fɑɡ̊l̩
sparta	sb̥ɑːtˢa
ægtemand	ɛɡ̊d̥əmanˀ
sender	sɛnɐ
levning	lɛwneŋ
el	ɛl
overflod	ɒwɐfloˀð
gestus	ɡ̊ɛsd̥us
lyve	lyːʊ
opstige	ʌb̥sd̥iˀə
britisk	b̥ʁid̥isɡ̊
harme	hɑːmə
hjælp	jɛlˀb̥
slaver	slæwˀɐ
teori	tˢeoʁiˀː
trætte	tˢʁ̥ɑd̥ə
køer	kʰøˀɐ
brøde	b̥ʁœðð̩
knurre	kʰnoːɐ
bue	b̥uːə
tværs	tˢʋ̥aɐ̯s
tovet	tˢɒwˀð̩
våge	ʋɔːʊ
sig	sɑj
stift	sd̥ifd̥
ånden	ʌnˀn̩
opslagstavle	ʌb̥sl̥æjstˢɑwlə
stuve	sd̥uːʋə
styrende	sd̥yːɐnə
jordskælv	joɐ̯sɡ̊ɛlˀv
præcis	pʰʁ̥æsiˀs
database	d̥æːtˢab̥æːsə
uligt	uliˀd̥
stuearrest	sd̥uːaʁasd̥
endestation	ɛnəsd̥aɕoˀn
halve	hall̩
stegepande	sd̥ɑːɪpʰanə
mogens	mɔːʊ̯ns
formåen	fʌmɔˀən
stresset	sd̥ʁasəð
bug	b̥uˀ
asien	æˀɕən
kind	kʰenˀ
danablu	dæːnabluː
smølf	smølf
hvidvin	viðviːˀn
catalansk	kʰatˢalæːˀnsɡ̊
lån	lɔˀn
gnide	ɡ̊niːðɘ
kryddersild	kʰʁ̥œðɐsilˀ
brændpunkt	b̥ʁɑnpʰɔŋˀd̥
båret	b̥ɒːɒð
skræv	sɡ̊ʁawˀ
rets	ʁad̥s
revolution	ʁɛvoluɕoːˀn
ben	b̥eˀn
stram	sd̥ʁɑmˀ
abbed	ab̥eð
postfaktuel	pʰɔˀsd̥fɑɡ̊tˢuɛlˀ
ret	ʁad̥
vejr	ʋɛˀɐ̯
pynte	pʰønd̥ə
loven	lɒwˀn̩
bødker	b̥øˀɡ̊ɐ
spække	sb̥ɛɡ̊ə
ræddes	ʁɑðð̩s
brunette	b̥ʁunɛd̥ə
færger	faɐ̯wɐ
age	æːjə
rigtig	ʁæɡ̊d̥i
deviere	devieˀʌ
pupil	pʰupʰilˀ
eksem	eɡ̊seːˀm
aftner	ɑfd̥ənɐ
råt	ʁʌd̥
tredivte	tˢʁ̥ɑðfd̥ə
hytte	hyd̥ə
ændringsforslag	ɛnd̥ʁeŋsfɒːsl̥æˀ
fulgte	fuld̥ə
parat	pʰɑʁɑˀd̥
spånplade	sb̥ʌnpʰlæːðə
tåre	tˢɔːɐ
tølt	tˢœlˀd̥
vred	ʋʁæðˀ
trone	tˢʁ̥oːnə
vidt	vid̥
gengive	ɡɛnɡiˀ
høvle	hœwlə
eksaminand	eɡ̊saminanˀd̥
police	pʰoliːsə
kakofoni	kʰɑɡ̊afoniːˀ
humor	huːmɐ
årstid	ɒːstˢiðˀ
tallerken	tˢalæɐ̯ɡ̊ŋ̩
line	liːnɘ
værnemagt	ʋaɐ̯nəmɑɡ̊d̥
ad	aðˀ
trompeter	tˢʁ̥ɔmpʰətˢeːˀɐ̯
kulde	kʰull̩
skjul	sɡ̊juˀl
gener	ɕeseɐ̯ˀ
bold	b̥ʌlˀd̥
røven	ʁɶwˀən
læser	lɛːsɐ
arsen	ɑːsen
franker	fʁɑŋˀkʰisɡ̊
sæd	sɛːˀð
skam	sɡ̊ɑm
last	lasd̥
hytteost	hyd̥əɔsd̥
bånd	b̥ʌnˀ
dværg	d̥væɐ̯ˀw
kavaleri	kʰaʋaləʁiˀ
større	sd̥ɶɐ̯ɐ
julekort	juːləkʰɑːd̥
folketing	fʌlɡ̊ətˢeŋˀ
artikler	ɑtˢiɡ̊lɐ
hobe	hoːb̥ə
carbon	kʰɑːb̥ʌn
sandstorm	sansd̥ɒˀm
sneg	sneˀ
sydkyst	syðˠkʰøsd̥
hæfte	hɛfd̥ə
melodigrandprix	melod̥iɡ̊ʁɑnpʰʁ̥i
svøbt	sʋøb̥d̥
hallo	halɔ
samler	sɑmlɐ
mene	meːnə
ordsprog	oɐ̯sb̥ʁɔwˀ
slut	sl̥ud̥
råd	ʁʌð
hjemmeside	jɛməsiːðə
kræfterne	kʰrafd̥ɐnə
kammer	kʰɑmɐ
uhyre	uhyːɐ
tykkes	tˢyɡ̊əs
biting	b̥itˢeŋˀ
kuldioxid	kʰɔld̥iʌɡ̊ksiðˀ
leksikon	lɛɡ̊sikʰʌn
revolutionær	ʁɛvoluɕonɛːˀɐ̯
høre	høːɐ
aflyse	ɑwlyˀsə
lettisk	lɛd̥isɡ̊
træls	tˢʁ̥ɑlˀs
homoseksuel	hoːmosɛɡ̊suɛlˀ
sølv	søl
ptolemæisk	tˢoləmɛˀisɡ̊
udeblevet	uːðəb̥lewˀəð
teater	tˢeaˀd̥ɐ
epoke	epʰoːɡ̊ə
nyfigen	nyfiːˀən
våges	ʋɔːʊs
mørkeræd	mɶɐ̯ɡ̊əʁaðˀ
kræset	kʰʁ̥æːsð̩
hø	hɔɪ̯ˀ
busser	b̥usɐ
følsom	føːlsʌmˀ
bussemand	b̥usəmanˀ
råen	ʁɔˀən
familie	familˀjə
samle	sɑmlə
filsben	fiˀlsb̥eˀn
tysker	tˢysɡ̊ɐ
fængslet	fɛŋˀsləð
faktisk	fɑɡ̊d̥isɡ̊
ti	tˢiˀ
halvtredje	haltˢʁ̥ɛðjə
stygge	sd̥yɡ̊ə
værgerne	ʋaɐ̯wɐnə
athenienser	atˢeniɛnˀsɐ
forråd	fɒːʁɔˀð
godt	ɡ̊ʌd̥
var	ʋɑˀ
optræde	ʌb̥tˢʁ̥aðˀə
viljestyrke	viljəsd̥yɐ̯ɡ̊ə
folklore	fʌlɡ̊loːɐ
kødets	kʰøðˀəd̥s
nav	nawˀ
studere	sd̥ud̥eˀɐ
juice	d̥juːs
uskyldig	usɡ̊ylˀd̥i
ignorerede	inoʁɛˀɐðə
løsen	løːsən
undertiden	ɔnɐtˢiðˀən
jegets	jɑðˀð̩s
pinligste	pʰiːnlisd̥ə
tag	tˢæˀ
kvalt	kʰʋ̥æˀld̥
grinen	ɡ̊ʁiːnə
fortsat	fɒːd̥sad̥
trussel	tˢʁusl̩
fløjte	fl̥ʌjd̥ə
traf	tˢʁ̥ɑf
omgående	ʌmɡ̊ɔˀnə
rive	ʁiːʊ
ulv	ulˀʋ
sørge	sɶːɐ
færrest	faɐ̯ɐsd̥
fagert	fæˀjɐd̥
begribe	b̥eɡ̊ʁiˀb̥ə
svor	sʋ̥oˀɐ̯
bagatel	b̥ɑɡ̊atˢɛlˀ
fyr	fyɐ̯
døende	d̥øˀənə
næse	nɛːsə
nydelig	nyːðəli
kræs	kʰʁ̥æˀs
pointe	pʰoɛŋd̥ə
dømme	d̥œmə
kristne	kʰʁ̥ɛsnə
beholdt	b̥ehʌlˀd̥
anglofil	ɑŋɡ̊lofiːˀl
komplet	kʰʌmpʰlɛd̥
bekvem	b̥ekʰvɛmˀ
mynde	mønə
udvortes	uðvɒːˀd̥əs
død	d̥øðˀ
bredderne	b̥ʁæðɐnə
dåb	d̥ɔˀb̥
breds	b̥ʁæðˀs
sørget	sɶɐ̯ʊð
accentens	ɑɡ̊sɑŋˀŋ̩s
vad	væːˀð
trådte	tˢʁ̥ʌd̥ə
værgede	ʋaɐ̯ʊðə
chateau	ɕatˢo
lagde	læːjə
brændte	b̥ʁanˀd̥ə
kroge	kʰʁ̥ɔːwə
fortolke	fʌtˢʌlˀɡ̊ə
krise	kʰʁ̥iːsə
besjælede	b̥eɕɛˀləðə
kunne	kʰunə
tarv	tˢɑˀw
tøven	tˢøːʋn̩
papir	pʰapʰiːˀɐ̯
blotlægge	b̥lʌd̥lɛɡ̊ə
gangræn	ɡ̊ɑŋɡ̊ʁæːˀn
stødt	sd̥ød̥
ulden	uln̩
oplagt	ʌb̥lɑɡ̊d̥
sagt	sɑɡ̊d̥
komisk	kʰoˀmisɡ̊
hovmodig	hɒwmoˀði
lokum	lɔkʰɔm
bekender	b̥ekʰɛnˀd̥ɐ
broderskab	bʁoːðʌsɡæˀb
væk	vɛɡ̊
tisse	tˢisə
hjælpe	jɛlb̥ə
violinist	violinisd̥
selvindlysende	sɛlenlyˀsn̩nə
ajour	aɕuɐ̯
nødte	nøːd̥ə
kanelsnegl	kʰaneːˀlsnɑɪ̯ˀl
mums	mɔmˀs
skrev	sɡ̊ʁæwˀ
mild	milˀ
retsløs	ʁɑd̥sløˀs
ignorant	inoʁɑnˀd̥
kager	kʰæːjɐ
dagligliv	d̥ɑwliliwˀ
æg	ɛˀɡ̊
gudskelov	ɡ̊uðsɡ̊əlɒw
el	ɛlˀ
bøf	b̥øf
syle	syːlə
sekstende	sɑɪ̯snə
tru	tˢʁ̥uˀ
æts	ɛˀd̥s
arrester	aʁɑsd̥ɐ
til	tˢe
lejlighed	lɑjliheðˀ
dybt	d̥yb̥d̥
dræbt	d̥ʁab̥d̥
saks	sɑɡ̊s
god	ɡ̊oˀ
köln	kʰølˀn̩
mæle	mɛːlə
mf	ɛmɛf
afbilde	awb̥ilˀə
rier	ʁiːˀɐ̯
øresund	øːɐsɔnˀ
figen	fiːən
fingere	feŋɡ̊eːˀɐ
lemmene	lɛmm̩nə
lærte	lɛɐ̯ˀd̥ə
whist	ʋesd̥
disciplin	disipʰliːˀn
slugte	sluɡ̊d̥ə
spædbarn	sb̥ɛðb̥ɑːˀn
fiskeolie	fesɡ̊əoljə
afholdende	ɑwhʌlˀənə
løjtnant	lʌjd̥nanˀd̥
trådt	tˢʁ̥ʌd̥
flov	flɒwˀ
tarm	tˢɑːˀm
underskrive	ɔnɐsɡ̊ʁiwˀʊ
tung	tˢɔŋˀ
marsk	mɑːsɡ̊
reparere	ʁæb̥əʁæːˀɐ
råber	ʁɔwˀɐ
bajer	b̥ɑjˀɐ
tilhøre	tˢelhøˀɐ
sexappeal	sɛɡ̊sapʰiːl
plads	pʰl̥as
livsforsikring	liʊ̯sfʌseɡ̊ʁiŋ
chauffør	ɕaføɐ̯ˀ
ordkløver	oɐ̯kʰløːwɐ
thukydid	tˢuɡ̊yd̥iðˀ
middelhavet	miðəlhæːˀvəð
mayonnaise	mɑjonɛːsə
bredder	b̥ʁæðɐ
spadsere	sb̥aseːˀɐ
grammatik	ɡ̊ʁɑmatˢiɡ̊
verden	ʋaɐ̯d̥n̩
modificere	mod̥ifiseːˀɐ
ignorere	injoʁɛˀɐ
øjendråber	ʌjənd̥ʁɔːb̥ɐ
vagt	vɑɡ̊d̥
adjektiv	aðjɛɡ̊tˢiwˀ
avenue	ævəny
sige	siːi
ærlig	æɐ̯li
gru	ɡ̊ʁuːˀ
skylde	sɡ̊ylə
blot	b̥lʌd̥
frygte	fʁ̥œɡ̊d̥ə
frossent	fʁ̥ɔsn̩d̥
due	d̥uːu
ø	øːˀ
fast	fasd̥
træls	tˢʁ̥alˀs
filetere	filətˢeːˀɐ
kriterium	kʰʁ̥itˢeːˀɐ̯iɔm
kopiere	kʰopj̊eːˀɐ
skyr	sɡ̊iːɐ̯
ked	kʰeˀð
arre	ɑːɑ
kedel	kʰeðəl
cylinder	sylenˀɐ
brillant	b̥ʁiljanˀd̥
rulle	ʁulə
lyst	løsd̥
holdtes	hʌld̥əs
tove	tˢoːwə
bøvlede	b̥œwlð̩ð̩
padde	pʰaðð̩
bange	b̥ɑŋŋ̩
genre	ɕɑŋʁɐ
rejser	ʁɑjˀsə
samfundskritisk	sɑmfɔnskʁ̥id̥isɡ̊
fars	fɑːˀs
givende	ɡ̊iːʋənə
skrædder	sɡ̊ʁaðɐ
go'	ɡ̊oːˀ
sær	sæɐ̯ˀ
optrådt	ʌb̥tˢʁ̥ʌd̥
joke	d̥jɔwˀɡ̊
kvark	kʰvɑːɡ̊
guldur	ɡ̊uluɐ̯ˀ
anke	ɑŋɡ̊ə
naturligvis	natˢuɐ̯liviːˀs
adgang	aðɡ̊ɑŋˀ
point	pʰoɛŋ
splitte	sb̥led̥ə
lev	lɛf
svækling	svɛɡ̊leŋ
halvtredser	haltˢʁɛsɐ
samleje	sɑmlajə
weekend	ʋiːɡ̊ɛnˀd̥
dagbog	d̥ɑwb̥ɔːˀw
hjælper	jɛlˀb̥ɐ
sang	sɑŋˀ
sakser	sɑɡ̊sɐ
træder	tˢʁ̥aðˀə
klaviatur	kl̥aʋiatˢuɐ̯ˀ
substantiv	sub̥sd̥antˢiʊ̯ˀ
tone	tˢoːnə
lakrids	lakʰʁ̥is
whiskysovs	wisɡ̊isɒʊ̯ˀs
jyde	jyːð̩
nation	naɕoˀn
stresse	sd̥ʁasə
odense	oˀðənə
bart	b̥ɑːˀd̥
ulig	uliˀ
parvis	pʰɑːviːˀs
besidde	b̥esiðˀə
bestemte	b̥esd̥ɛmˀd̥ə
mudder	muðˀɐ
galde	ɡ̊alə
fire	fiːɐ
cerebral	serəb̥ʁɑːˀl
ulykkesbil	uløɡ̊əsb̥iːˀl
stationsby	sd̥aɕoˀnsb̥yˀ
eksponentiel	ɛɡ̊sb̥onɛnɕɛlˀ
paratakse	pʰɑːɑtˢɑɡ̊sə
renlig	ʁæːnli
immigrere	emiɡ̊ʁæːˀɐ
vams	vɑmˀs
læger	lɛːɐ
skabelon	sɡ̊ɑb̥əloːˀn
vænne	vɛnə
repetere	ʁɛb̥ətˢeːˀɐ
numismatiker	numismæːˀtˢiɡ̊ɐ
hittegodskontor	hid̥əɡ̊ɔskontˢoɐ̯ˀ
tyngde	tˢøŋd̥ə
fartøj	fɑːtˢʌj
rede	ʁæðð̩
muldvarpene	mulʋɑːb̥ənə
euro	ʌjʁo
liv	liwˀ
fil	fiːˀl
millennium	milɛnˀiɔm
plyndre	pʰlønʁɐ
dum	d̥ɔmˀ
stikprøve	sd̥eɡ̊pʰʁ̥œ̞ːwə
folklore	fʌlkʰloːɐ
van	væːn
sikring	seɡ̊ʁeŋ
bredde	b̥ʁæˀd̥ə
rørte	ʁɶɐ̯ˀd̥ə
hamstreren	hɑmsd̥ʁɐɐn
skræv	sɡ̊ʁɛˀw
infinitesimalregning	enfinitˢesimæːˀlʕɑɪ̯neŋ
vindue	vend̥u
send	sɛnˀ
fjerde	fjɛːɐ
planche	pʰlɑŋɕɘ
hejse	hɑjsə
tårne	tˢɒːnə
økumenisk	økʰumeːˀnisɡ̊
alfons	alfʌŋˀs
hindbærsnitte	henb̥æɐ̯snid̥ə
urin	uʁiːˀn
adjunkt	aðjɔŋˀd̥
bump	b̥ɔmˀb̥
narkoman	nɑɡ̊omæːˀn
uagtet	uɑɡ̊d̥əð
sligt	sliɡ̊d̥
sprød	sb̥ʁœˀð
besøgte	b̥esøɡ̊d̥ə
hurtig	hoɐ̯d̥i
ødipus	øˀd̥ipʰus
ihukommelse	ihukʰʌmˀɭ̩sə
gang	ɡoŋˀ
sådan	sɔˀd̥an
oversætte	ɒwɐsɛd̥ə
læs	lɛˀs
hymne	hymnə
trappe	tˢʁɑb̥ə
kastanje	kʰasd̥anjə
onanere	onaneːˀɐ
verdensmester	væɐ̯d̥ənsmɛsd̥ɐ
mule	muːlə
pen	pʰɛnˀ
lavet	lɑwˀəð
bamse	b̥ɑmsə
bonen	b̥ʌŋˀən
iver	iːˀvɐ
sælger	sɛlˀɐ
fremmedfjendtlig	frɑməðfjɛnˀd̥li
sankthansaften	sɑŋd̥hansɑfd̥n̩
syndig	sønd̥i
bage	b̥æːæ
bøvs	b̥œwˀs
leven	lewn̩
frygtelig	frœɡ̊d̥li
ran	ʁɑːˀn
burde	b̥oɐ̯d̥ə
åbenbar	ɔːb̥ənb̥ɑˀ
givet	ɡ̊iːð̩
vinter	venˀd̥ɐ
jensen	jɛnsn̩
chance	ɕɑŋsə
strø	sd̥ʁœːˀ
optrædende	ʌb̥tˢʁ̥ɛˀðənə
tand	tˢanˀ
tyde	tˢyːðə
barre	b̥ɑːɑ
bror	b̥ʁoɐ̯
kyst	kʰøsd̥
gør	ɡ̊ø̞ɐ̯ˀ
champignon	ɕɑmpʰinjʌŋ
spørger	sb̥ɶɐ̯ˀ
skullet	sɡ̊u
uforanderlig	ufʌɑnˀɐli
ridder	ʁiðˀɐ
kan	kʰan
kvart	kʰʋ̥ɑːd̥
fæl	fɛːˀl
karl	kʰɑːˀl
fylde	fylə
fysisk	fyˀsisɡ̊
påfugl	pʰʌfuːˀl
ræer	ʁɛˀɐ
selvfølgelig	sɛlføljəli
slide	sliːðə
robot	ʁobʌd
indlysende	enlyˀsn̩nə
sammensværgelse	sɑmənsʋæɐ̯ˀʊ̯əlsə
hinde	henə
formiddag	fɒːmed̥a
tiende	tˢiˀinə
krydre	kʰʁ̥œðʁɐ
ukrudt	ukʰʁ̥ud̥
taber	tˢæˀb̥ɐ
høker	høˀɡ̊ɐ
abc	æb̥eseːˀ
tredje	tˢʁ̥ɛðjə
levere	lewˀɐɐ
charm	tɕɑːm
øresundsbroen	øɐsɔnsb̥ʁoˀːn̩
beskeden	b̥esɡ̊eˀðn̩
skotsk	sɡ̊ʌd̥sɡ̊
gods	ɡ̊ɔs
ursuppe	uɐ̯sɔb̥ə
flyver	flywˀɐ
rav	ʁɑːˀw
ketsjer	kʰɛd̥ɕɐ
strække	sd̥ʁaɡ̊ə
magert	mɑwˀɐd̥
afrodite	ɑfʁod̥iːd̥ə
prik	pʰʁ̥æɡ̊
fjende	fjɛnə
skynde	sɡ̊ønə
tøjle	tˢʌɪ̯lə
gav	ɡ̊æˀw
forlægge	fʌlɛɡ̊ə
dyd	d̥yðˀ
vrage	vʁɑːwə
spindelvæv	sb̥enˀəlvɛːˀw
oversættelseslån	ɒwɐsɛd̥l̩səslɔˀn
syreregn	syːɐʁɑjˀn
læne	lɛːnə
behold	b̥ehʌlˀ
klæders	kʰl̥ɛɐ̯s
overskrævs	ɒwɐsɡ̊ʁawˀs
mørke	mɶɐ̯ɡ̊ə
pil	pʰiːˀl
chef	ɕɛːˀf
hoste	hoːsd̥ə
bagklogskab	b̥ɑwkʰlɔwsɡ̊æːˀb̥
stedbarn	sd̥eb̥ɑˀn
rensdyr	ʁɑnˀsd̥yɐ̯ˀ
sted	sd̥ɛˀð
større	sd̥ɶːɐ
fanden	fanən
få	fɔˀ
subversiv	sub̥ʋæɐ̯siwˀ
nær	næːˀɐ̯
talent	talɛnˀd̥
vejrhane	vɛɐ̯hæːnə
tudse	tusə
halv	halˀ
duel	d̥uɛlˀ
fotografer	fotˢoɡ̊ʁɑːˀfɐ
bæskubber	b̥ɛːˀsɡ̊ɔb̥ɐ
oprør	ʌb̥ʁɶɐ̯ˀ
præsent	pʰʁ̥ɛsɛnˀd̥
kagle	kʰɑʊ̯lə
fugte	fɔɡ̊d̥ə
fødte	føˀd̥ə
modstand	moðsd̥anˀ
førte	føɐ̯d̥ə
supermarked	suˀb̥ɐmɑːɡ̊əð
lyster	løsd̥ɐ
bilist	b̥ilisd̥
flertals	fleɐ̯tˢals
vidunder	ʋiðɔnˀɐ
fandens	fanəns
rige	ʁiːə
neutron	nøʊ̯tˢʁoˀn
målløs	mɔːlløˀs
visk	ʋesɡ̊
droge	d̥ʁoːwə
arresteret	ɑɑsd̥eˀɐð
fugl	føʉ̯ːl
flammekaster	flɑməkasdʌ
skør	sɡ̊øˀɐ̯
pinlige	pʰiːnlii
klovn	kʰlɒwˀn
bedrive	b̥ed̥ʁiˀʋə
franker	fʁɑŋˀɡ̊ɐ
forræder	fʌʁaðˀɐ
vend	vɛnˀ
mejerierne	mɑjɐʁiˀɐnə
tørst	tˢɶɐ̯sd̥
vegne	ʋɑjnə
mængde	mɛŋˀd̥ə
køle	kʰøːlə
madro	maðʁoːˀ
berømt	b̥eʁɶmˀd̥
fjer	fjeɐ̯ˀ
drukne	d̥ʁɔːɡ̊nə
vanvittigt	ʋanʋid̥id̥
lægge	lɛɡ̊ə
indhøste	enhøsd̥ə
lårben	lɒːb̥eːˀn
araber	aʁɑːˀb̥ɐ
sekretariat	seɡ̊ʁətˢɑiæːˀd̥
spilde	sbilə
eventyrlysten	ewn̩tsʰyɐ̯løsdn̩
bringe	b̥ʁæŋŋ̩
stad	sd̥að
euro	œwʁo
kører	kʰøːɐ
udebleven	uːðəb̥lewˀən
konge	kʰʌŋə
tæppe	tˢɛb̥ə
tyrkiet	tˢyɐ̯kʰiˀəð
håndværk	hʌnʋaɐ̯ɡ̊
brasiliansk	b̥ʁɑsiljæːˀnsɡ̊
skabtes	sɡ̊ɑb̥d̥əs
stød	sd̥øð̞
cyklus	sykʰl̥us
våget	ʋɔwð̩
socialist	soɕalisd̥
salg	salˀ
freden	fʁ̥æðn̩
tarme	tˢɑːmə
cypres	sypʰʁ̥as
virak	viːʁɑɡ̊
roer	ʁoːɐ
tager	tˢæːɐ
frisk	fʁæsɡ̊
rose	ʁose
rir	ʁiɐ̯ˀ
basisk	b̥æːˀsisɡ̊
vækken	ʋɛɡ̊ən
kultveilte	kʰɔltˢʋ̥eild̥ə
knor	kʰnoːˀɐ̯
læst	lɛˀsd̥
laven	læːʋn̩
røn	ʁɶn
denne	d̥ɛnə
svælg	svɛlˀj
tigere	tˢiːɐɐ
pålagt	pʰʌlɑɡ̊d̥
jegets	jɑjˀəðs
ætse	ɛˀd̥sə
sprødt	sb̥ʁœˀd̥
almen	almeˀn
bærret	b̥aɐ̯ˀɐð
datter	tatɐ
britannien	b̥ʁitˢanˀjən
stride	sd̥ʁiːðəs
hadet	hæːðəd̥
bedrage	b̥ed̥ʁɑˀwə
erfare	aɐ̯fɑˀɑ
bros	b̥ʁoˀs
blevet	b̥leːʋəð
slør	sløɐ̯ˀ
løbet	løðð̩
nogle	noːn
lag	læˀ
tør	tˢɶˀɐ̯
skadelig	sɡ̊æːðəli
sejr	sɑjˀɐ
pistol	pʰisd̥oːˀl
lignelserne	liːnəlsɐnə
sulten	suld̥n̩
firs	fiɐ̯ˀs
spændet	sb̥ɛnð̩
changere	ɕɑŋseˀɐ
paryk	pʰɑʁœɡ̊
jern	jaɐ̯ˀn
tutte	tˢud̥ə
spekulativ	sb̥eɡ̊ulatˢiʊ̯ˀ
tjekkede	tçɛɡ̊əðə
støt	sd̥ød̥
facade	fasæːðə
racer	ʁɑːsɐ
skåret	sɡ̊ɒˀɐð
togstation	tˢɔwsd̥aɕoˀn
forsigtig	fɒseɡ̊d̥i
vejledning	ʋɑjleðˀneŋ
splitternøgen	sb̥led̥ɐnʌjən
piber	pʰiːb̥ɐ
skåret	sɡ̊ɒːɐð
træffe	tˢʁ̥ɑfə
koffein	kʰofəiːˀn
afgøre	ɑwɡ̊ɶˀɐ
kammer	kʰɑmˀɐ
pulveret	pʰɔlˀvɐð̩
bom	b̥ɔmˀ
elcykel	ɛlsyɡ̊l̩
sprogvidenskab	sb̥ʁɔwviðn̩sɡ̊æˀb̥
bo	b̥oːˀ
zucchini	sukʰini
væsentlig	vɛˀsənd̥li
cremen	kʰʁ̥ɛˀmən
kynologi	kʰynoloɡ̊iːˀ
smil	smiːˀl
høstak	høsd̥ɑɡ̊
sådan	sʌnˀ
munterhed	mɔnˀd̥ɐheðˀ
mageløs	mæːjəløːˀs
vægter	ʋɛɡ̊d̥ɐ
tolke	tˢʌlɡ̊ə
spise	sb̥iːsə
skudt	sɡ̊ud̥
skilte	sɡ̊eld̥ə
familie	fɑmilˀjə
fluesmækker	fluːsmɛɡ̊ɐ
amnesi	ɑmnəsiːˀ
arrig	ɑːˀi
bønnen	b̥œnˀən
hav	hɑw
jernbanespor	jæɐ̯nb̥æːnəsb̥oːˀɐ̯
bove	b̥ɒːʊ
duge	d̥uːu
breddes	b̥ʁæˀd̥əs
følte	føˀld̥ə
transformer	tʁ̥ɑnsfɒːmɐ
undvære	ɔnʋɛˀɐ
rom	ʁʌmˀ
grundlag	ɡ̊ʁɔnlæj
slotte	slɔd̥ə
musling	musleŋ
middag	med̥a
mælken	mɛlˀɡ̊ən
svøb	sʋøˀb̥ən
skænde	sɡ̊ɛnə
synes	synəs
amanuensis	amanuɛnsis
ært	æɐ̯ˀd̥
aristoteles	ɑisd̥oˀd̥əlɛs
brutal	b̥ʁutˢæːˀl
ballet	b̥alɛd̥
føre	føːɐ
lav	læˀʋ
mælke	mɛlˀɡ̊ə
salg	salˀʝ
albue	alb̥uˀə
bomben	b̥ɔmb̥m̩
røntgen	ʁɶŋˀd̥ən
filosof	filosʌf
kæk	kʰɛɡ̊
bed	b̥eð
truffen	tˢʁ̥ɔfən
hollandsk	hʌlanˀsɡ̊
skumme	sɡ̊ɔmm̩
gener	ɡ̊eˀnɐ
sort	sɒˀd̥
holde	hʌlə
sørgede	sɶɐ̯ʊðð̩
med	mɛð
forstand	fʌsd̥anˀ
penne	pʰɛnə
mellemstation	mɛlm̩sd̥aɕoˀn
atomer	atˢoˀmɐ
nylig	nyːli
duft	d̥ɔfd̥
længes	lɛŋəs
våd	ʋɔˀð
fødder	føðˀɐ
elskerinde	ɛlsɡ̊ɐenə
omgængelig	ʌmɡ̊ɛŋˀli
uglen	uːln̩
søstres	søsd̥ʁɐs
slægtning	slɛɡ̊d̥neŋ
nøgen	nʌjən
halte	haldə
foto	fod̥o
buddhisme	b̥ud̥ismə
boer	b̥oːˀɐ
agte	ɑɡ̊d̥ə
haft	hɑfd̥
globe	ɡ̊loːb̥ə
jordnød	joɐ̯nøðˠˀ
eksempel	ɛɡ̊sɛmˀb̥əl
kvæge	kʰʋ̥ɛːɛ
stået	sd̥ɔːəð
tatovere	tatoveˀʌ
bæk	b̥ɛɡ̊
argon	ɑːɡʌn
hold	hʌlˀ
lysten	løsd̥ən
gadekøkken	ɡ̊æːðəkʰøɡ̊ən
taber	tˢawˀɐ
værten	ʋaɐ̯d̥n̩
fortov	fɒːtˢɒw
dømte	d̥œmˀd̥ə
dagligvare	d̥ɑwliʋɑːɑ
caribisk	kʰɑʁiːˀb̥isɡ̊
svirre	sviːɐ
vane	væːnə
sko	sɡ̊oːˀ
alenlang	æːlənlɑŋ
spændte	sb̥ɛnd̥ə
rinde	ʁænə
krybe	kʰʁ̥yːb̥ə
springer	sb̥ʁeŋˀɐ
avance	avɑŋsə
brug	b̥ʁuˀ
reglen	ʁɛjˀlən
tartan	tˢɑːtˢan
gudenåen	ɡ̊uðˀn̩ɔˀn̩
hævd	hɛwˀd̥
grædt	ɡ̊ʁɑd̥
hæder	hɛːˀðɐ
stedfar	sd̥ɛðfɑː
røgalarm	ʁʌɪ̯alɑːˀm
skrivelse	sɡ̊ʁiwl̩sə
gyd	ɡ̊yðˀ
lærerinde	lɛːɐenə
råbe	ʁɔːb̥ə
estisk	ɛsd̥isɡ̊
uret	uʁad̥
stedmor	sd̥ɛðmoɐ̯
brint	b̥ʁænˀd̥
spytte	sb̥ød̥ɘ
naturvidenskabsmand	natˢuɐ̯ˀviðn̩sɡ̊ab̥smanˀ
råber	ʁɔˀb̥ɐ
himmellegeme	heml̩lɛːmə
karry	kʰɑːi
menneskerne	mɛnn̩sɡ̊ɐnə
mundhugges	mɔnhɔɡ̊ə
kundskab	kʰɔnsɡ̊æˀb̥
slæbt	slɛb̥d̥
atypisk	atˢyb̥isɡ̊
