gibraltarski	ɡǐbraltarskiː
anodni	ǎnoːdniː
silabičan	silǎbit͡ʃan
verodostojan	ʋerodǒːstoːjan
zapadno	zâːpadno
hipi	xîpi
graditi	ɡrǎːditi
sardina	sardǐːna
novogrčki	nôʋoɡrt͡ʃkiː
vojvodina	ʋǒjʋodina
vlažiti	ʋlâʒiti
kovrčavost	koʋřt͡ʃaʋoːst
tražilo	trǎʒilo
abidjanski	abǐd͡ʒanskiː
ženski	ʒěnski
šićija	ʃǐt͡ɕija
iznuđivati	iznud͡ʑǐːʋati
komercijalno	kômert͡sijaːlno
brodogradilište	brodoɡrǎdiliːʃte
crnokos	t͡srnǒkos
psihologija	psixolǒɡija
otvor	ǒtʋor
toplana	toplǎna
inicijativa	init͡sijatǐːʋa
mestance	mestǎːnt͡se
vrelo	ʋrêlo
panično	pǎnit͡ʃno
kadionica	kǎdionit͡sa
šofer	ʃǒfeːr
šarag	ʃǎraɡ
dečko	dêt͡ʃko
čitav	t͡ʃîtaʋ
bozon	bǒzoːn
razvrstavati	razʋrstǎːʋati
žednjeti	ʒědɲeti
osigurati	osiɡǔrati
odoljen	odǒʎen
duhovno	dǔxoːʋno
safer	sǎfer
hokej	xǒkeːj
distribucija	distribǔːt͡sija
djed	djêd
strvinar	střʋinaːr
kukumar	kûkumaːr
telovežba	těloʋeʒba
oličiti	olǐːt͡ʃiti
zbogom	zbôɡom
babuna	bǎbuna
jemenski	jêmenskiː
uspijevati	uspjěːʋati
grunt	ɡrûnt
muzejski	mǔzeːjski
nigerija	nǐɡeːrija
očinski	ôtʃiːnskiː
šestosjedalnica	ʃestosjědaːlnit͡sa
neizvjesnost	nêizʋjesnoːst
uvrežiti	uʋrěːʒiti
uzaludan	ûzaluːdan
speleološki	speleǒloʃkiː
grablje	ɡrâbʎe
risati	rîsati
aksiom	aksǐoːm
uvenuo	uʋěnuo
nahoče	nǎxot͡ʃe
akademijski	akaděmiːjskiː
vječit	ʋjět͡ʃit
jorgan	jǒrɡan
odstreljivati	odstreʎǐːʋati
jezan	jêːzan
namicati	nǎmit͡sati
gladan	ɡlǎːdan
kliše	klǐʃeː
načiniti	nat͡ʃǐniti
raspodeljivati	raspodeʎǐːʋati
dužnost	dǔːʒnoːst
finska	fîːnskaː
čem	t͡ʃêm
ljubiteljski	ʎǔbiteʎskiː
zapošljavati	zapoʃʎǎːʋati
li	li
priviknuti	prǐʋiknuti
oligarh	olǐɡarx
pretplatnica	prětplatnit͡sa
rešiv	rěʃiʋ
skandalizirati	skandalizǐːrati
leto	lêto
sustavno	sǔːstaːʋno
podrška	pǒdrʃka
nejednakost	nejednǎːkoːst
nameniti	naměːniti
nadalje	nâdaʎeː
posuditi	posǔːditi
žeći	ʒêtɕi
drugačije	druɡǎt͡ʃijeː
konjad	kǒɲaːd
ranjenik	râɲeniːk
veristički	ʋerǐstitʃkiː
cvek	t͡sʋêk
prepirka	prěpiːrka
decenija	dět͡seːnija
potajan	pôtaːjan
suština	suʃtǐna
burundi	burûndi
nevjerojatan	neʋjerǒjatan
dvica	dʋît͡sa
snuždeno	snûʒdeno
nekomunikativan	nêkomunikatiːʋan
čekrk	t͡ʃěkrk
iran	ǐraːn
odoka	ôdoka
izobrazba	îzobrazba
rečnik	rêːt͡ʃniːk
autoritativno	âutoritatiːʋno
fajront	fǎjront
maslinovina	mǎslinoʋina
sudionica	sudiǒnit͡sa
trezvenjakinja	trezʋeɲǎkiɲa
kečap	kět͡ʃap
posramljivati	posramʎǐːʋati
način	nǎːt͡ʃin
umetnički	ǔmetnit͡ʃkiː
topić	tǒpit͡ɕ
križobolja	kriʒǒboʎa
proklet	prôkleːt
jednoruk	jêdnoruk
februar	fêbruaːr
potkivati	potkǐːʋati
skraćivati	skrat͡ɕǐːʋati
potok	pǒtok
dabrov	dǎbroʋ
ovas	ǒʋas
klinac	klînat͡s
lutnja	lǔːtɲa
desetar	desětaːr
radio	râːdio
vlažan	ʋlâʒan
ustavno	ǔstaːʋno
indolencija	indolěnt͡sija
postariji	pôstarijiː
pravodobnost	prâʋodobnoːst
spiskati	spîskati
originalan	ôriɡinaːlan
napamet	nâpameːt
uticati	ǔtit͡sati
violončelo	ʋiolǒnt͡ʃelo
ogavan	ôɡaːʋan
neizvjesno	nêizʋjesno
gorivo	ɡôriːʋo
teleskopski	têleskopski
statističarka	statǐstit͡ʃaːrka
autonomaš	autonǒmaːʃ
meduza	medǔːza
razborit	rǎːzborit
sistematski	sistěmatskiː
računovodstvo	rat͡ʃunoʋǒdstʋo
gic	ɡît͡s
cjepidlaka	t͡sjepǐdlaka
prelazak	prělazak
priprost	prîprost
ždrijelnjak	ʒdrijêːlɲaːk
kopriva	kǒpriʋa
sjediniti	sjedǐːniti
o	o
nepokolebljiv	nepokolěbʎiʋ
zatvoriti	zatʋǒriti
nepoželjan	nêpoʒeːʎan
ustanak	ǔstanak
čujan	t͡ʃûːjan
hranitelj	xrǎniteʎ
slavić	slǎʋiːt͡ɕ
borovina	bǒroʋina
solvatacija	solʋatǎːt͡sija
trti	tr̂ti
metvica	mětʋit͡sa
krizni	krîːzniː
arhivist	arxǐʋist
potrošač	potrǒʃaːt͡ʃ
nesamostalan	nêsamostaːlan
klizak	klîzak
šipan	ʃǐpan
kristadelfijanski	kristadelfijanski
carina	t͡sârina
mišica	mîʃit͡sa
faliti	fâliti
zadah	zâdaːx
izravnati	izrǎʋnati
pozivati	pozǐːʋati
pravo	prǎːʋo
božikovina	boʒǐːkoʋina
bestidan	bêstiːdan
nezamenjiv	nezaměɲiʋ
ugovarati	uɡoʋǎːrati
prijavljivati	prijaʋʎǐːʋati
oružan	ǒruʒaːn
konj	kôɲ
skicirati	skit͡sǐːrati
zoološki	zoǒloʃkiː
drhtav	dr̂xtaʋ
bljuvati	bʎǔʋati
pluralizacija	pluralizǎːt͡sija
arogantan	aroɡǎntan
rizati	rizati
neprirodan	neprǐːrodan
ilustrator	ilǔstraːtor
križevački	krǐːʒeʋat͡ʃkiː
blještav	bʎêʃtaʋ
fercihtati	fert͡sǐxtati
prolistati	prolǐstati
antimon	ǎntimon
nabor	nǎːbor
zaceljivati	zat͡seʎǐːʋati
čreda	t͡ʃrěːda
željeznički	ʒěʎeznit͡ʃkiː
strpeti	střːpeti
vjetrić	ʋjêtrit͡ɕ
galicija	ɡǎliːt͡sija
namještaj	nâmjeʃtaːj
olovan	ôloːʋan
budilnik	bǔdiːlniːk
bolnica	bǒːlnit͡sa
mehanički	mexǎnitʃki
uplivati	ǔpliʋati
grecizam	ɡret͡sǐzam
nepoznanica	nêpoznanit͡sa
blato	blâto
vranac	ʋrǎːnat͡s
iskorak	îskoraːk
izručiti	izrǔːt͡ʃiti
uspavanka	uspǎʋaːnka
glavolomka	ɡlaʋǒlomka
lokal	lǒkaːl
tebe	têbe
prerađivati	prerad͡ʑǐːʋati
sram	srâːm
odrasti	ǒdraːsti
potera	pôtera
razjarivati	razjarǐːʋati
poblediti	pǒblediti
mužača	mǔʒat͡ʃa
prerasti	prěraːsti
uvezivati	uʋezǐːʋati
malešan	mâleːʃan
panteon	pǎnteoːn
špilkarta	ʃpîːlkaːrta
aplicirati	aplit͡sǐːrati
grubo	ɡrûːbo
neprijazan	něprijaːzan
koščatost	kǒʃt͡ʃatoːst
šupalj	ʃǔːpaʎ
nikad	nîkad
nesalomljiv	nesalǒmʎiʋ
neuspješan	nêuspjeʃan
toskijski	tǒskiːjski
trezniti	trěːzniti
provesti	prǒʋesti
kroštule	krôʃtule
pokrštavati	pokrʃtǎːʋati
veker	ʋêker
linearan	lîneaːran
ljubomora	ʎubǒmora
pobuditi	pobǔːditi
pernat	pěrnat
brko	břːko
kravujac	kraʋǔːjat͡s
nostalgično	nostǎlɡit͡ʃno
kukavan	kûkaːʋan
urin	ǔriːn
celina	t͡selǐna
koštunjača	koʃtǔɲat͡ʃa
lira	lîːra
alžirka	ǎlʒiːrka
itko	îtko
probavljati	prǒbaʋʎati
sećati	sêt͡ɕati
centilitar	t͡sěntilitar
gotovo	ɡǒtoʋo
cifra	t͡sîfra
množiti	mnǒʒiti
bezglasan	bězɡlasan
kapric	kǎprit͡s
žeći	ʒětɕi
koverta	kǒʋeːrta
odvoditi	odʋǒditi
raštika	rǎʃtika
zgušnjavati	zɡuʃɲǎːʋati
zavjet	zǎːʋjet
krčati	křːt͡ʃati
globus	ɡlǒːbus
formulirati	formulǐːrati
zemunica	zemǔnit͡sa
redoslijed	rêdosljeːd
kirurški	kǐrurʃkiː
zadovoljno	zâdoʋoːʎno
katolik	kâtoliːk
nakalemiti	nakǎlemiti
bolešljiv	bolěʃʎiʋ
utakmica	ǔtakmit͡sa
fergismajniht	ferɡǐsmajnixt
krivodočanin	kriʋodǒːt͡ʃanin
maestro	maěstro
ručnik	rǔt͡ʃniːk
ispadati	ǐspadati
spazmatičan	spazmǎtit͡ʃan
bazga	bǎzɡa
despotski	děspotskiː
apsolvirati	apsolʋǐːrati
razgrizati	razɡrǐːzati
ustupak	ǔstupak
mekan	mêkan
salama	salǎːma
stupić	stǔpit͡ɕ
dežđ	deʒd͡ʑ
ustroj	ǔːstroj
sijeno	sijêːno
verz	ʋêrz
nepovjerenje	nepoʋjerěːɲe
arapin	ǎrapin
glavurda	ɡlǎʋuːrda
marko	mâːrko
nebrojeno	něbrojeno
tratiti	trâtiti
sjeverozapadno	sjeʋerozǎːpadno
isterivati	isterǐːʋati
kraljica	krǎʎit͡sa
dikobraz	dîkobraːz
teologija	teolǒɡija
čudesnost	t͡ʃûdesnoːst
špajzevagen	ʃpǎjzeʋaːɡen
bajunet	bajǔneːt
štokavština	ʃtǒːkaʋʃtina
kampidoljski	kampǐdoʎskiː
sanjar	sǎɲaːr
onečistiti	onět͡ʃistiti
urugvajac	uruɡʋǎːjat͡s
krivotvoriteljski	kriʋotʋǒriteʎskiː
impotencija	impotěnt͡sija
abaja	abǎja
škiljiti	ʃkǐːʎiti
plamen	plǎmen
licemjerka	lît͡semjeːrka
lončarstvo	lont͡ʃǎːrstʋo
velikaški	ʋelǐkaːʃkiː
klokan	klǒkan
boemski	bǒeːmski
trezvenjak	trezʋěɲaːk
supa	sûpa
pizdeti	pǐːzdeti
krivodol	kriʋǒdol
personalan	pêrsonaːlan
aglomeracija	aɡlomerǎːt͡sija
tercijaran	têrt͡sijaːran
selekcijski	selěkt͡siːjskiː
kartonski	kǎrtoːnskiː
drozd	drôzd
koaksijalan	kôaksijaːlan
razbludnica	rǎːzbludnit͡sa
transcendentalan	trânst͡sendentaːlan
kreativan	krêatiːʋan
nacizam	nat͡sǐzam
znanica	znǎnit͡sa
bodro	bôdro
nihilistički	nixilǐstitʃki
bezobrazan	bezǒbrazan
najuriti	najǔːriti
črez	t͡ʃrêz
nasmijavati	nasmijǎːʋati
južina	jûʒina
šljakati	ʃʎâkati
bračni	brâːt͡ʃniː
rasplesti	rǎsplesti
ljubaznik	ʎûbazniːk
ptičar	ptît͡ʃaːr
vaza	ʋǎːza
samozvan	sâmozʋaːn
živac	ʒǐʋat͡s
zabrinuto	zǎbrinuːto
transcendentalizam	transt͡sendentalǐzam
kružić	krǔːʒit͡ɕ
raspoznatljiv	raspoznǎtʎiʋ
insekt	ǐnsekt
prodavatelj	prodǎʋateʎ
obrazovati	ǒbrazoʋati
štab	ʃtâːb
ilir	ǐliːr
obostran	obǒstran
krabulja	krǎbuʎa
bibliotekarski	bibliotěkaːrski
zlatiti	zlǎːtiti
elektroda	elektrǒːda
kompilacija	kompilǎːt͡sija
pripaziti	prǐpaziti
pohvaljivati	poxʋaʎǐːʋati
namjeran	nǎːmjeran
kratkovidno	kratkǒʋidno
daljnji	dâːʎɲiː
pridržavati	pridrʒǎːʋati
idolopoklonstvo	idolopoklǒːnstʋo
okvir	ǒkʋiːr
špahtl	ʃpǎxtl
procijeniti	prot͡sijěːniti
oktobarski	ǒktoːbarskiː
aršin	ǎrʃiːn
kralježak	krǎːʎeʒak
bezumno	bězuːmno
umno	ûːmno
zavrijedjeti	zaʋrjěːdjeti
argon	ǎrɡoːn
razjediniti	razjedǐːniti
celokupan	t͡selǒkupan
skladba	sklǎdba
tebi	têbi
glogovina	ɡlǒɡoʋina
hurija	xûːrija
spaliti	spǎːliti
sudac	sǔːdat͡s
saučešće	sǎut͡ʃeʃt͡ɕe
autokrat	autǒkraːt
prigušivati	priɡuʃǐːʋati
imperijalizam	imperijalǐzam
pokazati	pokǎːzati
čekati	t͡ʃêkati
reformacija	reformǎːt͡sija
arhiepiskop	arxiěpiskop
mnome	mnǒːme
ležećke	lěʒet͡ɕkeː
žderati	ʒděrati
drolja	drôʎa
odgovarajući	odɡoʋǎːrajuːt͡ɕiː
pripremiti	priprěːmiti
posredno	pǒsredno
očarati	ot͡ʃǎːrati
lajavac	lâjaʋat͡s
nježan	ɲêʒan
neskromno	něskromno
globalan	ɡlǒbaːlan
fruktoza	fruktǒːza
sabor	sǎːbor
potvrđivati	potʋrd͡ʑǐːʋati
bukvalan	bûkʋaːlan
najprije	nâːjprije
kriminalan	krîminaːlan
ćuskija	t͡ɕǔskija
opsjena	ôpsjena
dubiti	dǔːbiti
loptica	lôptit͡sa
sintetički	sintětitʃki
katapult	katǎpult
adoptacija	adoptǎːt͡sija
gangster	ɡǎnɡster
nekritičan	nekrǐtit͡ʃan
okuka	ôkuka
odoleti	odǒleti
nemalo	němalo
šetati	ʃěːtati
izvestan	îzʋestan
prefekt	prěfekt
narkoza	narkǒːza
požudan	pôʒuːdan
milošević	milǒːʃeʋit͡ɕ
šalmaj	ʃǎlmaːj
olako	ôlako
indijac	indǐːjat͡s
zaorati	zaǒrati
kritično	krǐtit͡ʃno
žudeti	ʒǔːdeti
apstraktno	ǎpstraktno
siječanj	sijêːt͡ʃaɲ
primitivnost	primitǐːʋnoːst
saboterski	sabǒteːrskiː
spasti	spâːsti
pravodoban	prâʋodoban
prilagoditi	prilaɡǒditi
šrot	ʃrôt
homogen	xômoɡeːn
adjustaža	adjustǎːʒa
odvratan	ôdʋraːtan
privlačiti	priʋlǎːt͡ʃiti
naški	nâʃkiː
oleandar	olěaːndar
sklanjati	sklâɲati
uvojak	ǔːʋojak
komandant	komǎndant
orao	ǒrao
ugraditi	uɡrǎːditi
šraml	ʃrǎml
sablazan	sâblaːzan
upala	ûpala
mana	mâna
lažan	lâʒan
potomak	pǒtomak
sinkronija	sinkrǒnija
iskoristiv	iskorǐstiʋ
šljemati	ʃʎêːmati
nerazdruživ	nerazdrǔʒiʋ
plesač	plěsaːt͡ʃ
zagrizati	zaɡrǐːzati
glupost	ɡlǔːpoːst
razrešiv	razrěʃiʋ
nasljeđe	nǎːsʎeːd͡ʑe
nužan	nûʒan
majušan	mâjuːʃan
pobunjivati	pobuɲǐːʋati
sabirački	sabǐraːt͡ʃkiː
pobjesniti	pobjěsniti
bacakati	bat͡sǎkati
jošt	jôʃt
podržati	podřʒati
hodom	xôːdom
toalet	toǎlet
jagnjetina	jǎɡɲetina
korpulentan	korpulěntan
potencijalno	pôtent͡sijaːlno
vrebač	ʋrěbaːt͡ʃ
oplodan	ǒplodan
pora	pǒːra
triangulirati	trianɡulǐːrati
izlagati	izlǎɡati
krepati	krěpati
živahan	ʒîʋaːxan
indonezija	indǒneːzija
lukrativno	lûkratiːʋno
serum	sěːrum
uzeti	ǔzeːti
kraniometrijski	kraniomětriːjskiː
zdravo	zdrâʋo
tužiteljstvo	tǔʒiteʎstʋo
građevina	ɡrǎd͡ʑeʋina
misal	mǐsaːl
bezosećajan	bêzoset͡ɕaːjan
delimično	dêlimit͡ʃno
ponajpre	pǒnaːjpre
govno	ɡǒːʋno
može	moʒe
raznosilački	raznǒsilatʃkiː
pecati	pêt͡sati
drvored	dr̂ʋoreːd
prestići	prěstit͡ɕi
kriptičnost	krǐptit͡ʃnoːst
isplativ	isplǎtiʋ
pruskinja	prûskiɲa
statističar	statǐstit͡ʃaːr
ratobornost	ratobǒːrnoːst
astrologija	astrolǒɡija
balčak	bǎlt͡ʃak
nadrealizam	nadrealǐzam
pravoveran	prâʋoʋeːran
podmuklost	pǒdmuːkloːst
opravdati	ǒpraːʋdati
fajda	fǎjda
navići	nǎʋit͡ɕi
procesija	prot͡sěsija
zadužbina	zǎːduʒbina
papiga	pǎpiɡa
goriv	ɡǒriʋ
kariran	kǎriːran
grejati	ɡrejati
uzajamno	ûzajaːmno
antifašistički	antifaʃǐstitʃki
razrez	rǎːzrez
kazaljka	kǎzaːʎka
ciganski	tsîɡanskiː
paragvajski	pâraɡʋaːjskiː
prisebno	prǐːsebno
atletski	ǎtleːtskiː
osjećati	ǒsjet͡ɕati
međica	měd͡ʑit͡sa
propis	prǒpis
procep	prǒːt͡sep
petao	pěːtao
gostiti	ɡǒstiti
krojačica	krojǎt͡ʃit͡sa
sirnica	sǐːrnit͡sa
galski	ɡâːlskiː
pelivan	pelǐʋaːn
metulj	metuʎ
obrubiti	obrǔːbiti
šiptarski	ʃîptarskiː
pas	pâs
tref	trêf
verač	ʋěraːt͡ʃ
hipokritski	xipǒkritskiː
skaut	skǎut
snabdjeti	snǎbdjeti
rodbina	rôdbina
šiltkapa	ʃîltkapa
zavjera	zâːʋjera
klopa	klǒːpa
začetak	zat͡ʃěːtak
osvežiti	ǒsʋeʒiti
uzimati	ǔzimati
analogno	ânaloɡno
tastatura	tastatǔːra
logaritam	loɡarǐtam
jajast	jâjast
lijeska	lijěːska
zamjenica	zâːmjenit͡sa
zabavište	zǎbaʋiːʃte
aklimatizacija	aklimatizǎːt͡sija
prilog	prǐːloɡ
beznačajno	bêznat͡ʃaːjno
prije	prîje
semenka	sěmeːnka
pripojiti	pripǒjiti
čisto	t͡ʃîsto
produktivan	prôduktiːʋan
mlijeko	mlijěːko
pomaknuti	pomǎknuti
dokumentaran	dôkumentaːran
takmičarka	tǎkmit͡ʃaːrka
nezakonski	nezǎːkonskiː
odbojkaški	odbǒjkaːʃkiː
pederast	peděrast
pandur	pǎnduːr
prosvjedovati	prǒsʋjedoʋati
izvidnik	ǐzʋidniːk
rashodovati	rǎːsxodoʋati
kršin	křʃiːn
nimalo	nǐmalo
kamerunski	kâmeruːnskiː
asirski	ǎsiːrskiː
nabavljač	nabǎʋʎaːt͡ʃ
sažetak	saʒěːtak
zatvarati	zatʋǎːrati
naracija	narǎːt͡sija
svrstati	sʋřstati
batinati	batǐnati
kondukcija	kondǔkt͡sija
poprsje	pǒprːsje
ekscentrik	ekst͡sěntrik
tipkati	tîpkati
grandioznost	ɡrandiǒːznoːst
biologija	biolǒɡija
tipografija	tipoɡrǎfija
fonološki	fonǒloʃkiː
zavist	zǎːʋist
ukrajinski	ǔkrajiːnskiː
umivaonik	umiʋaǒniːk
žvakati	ʒʋǎːkati
demagogija	demaɡǒɡija
zečić	zět͡ʃit͡ɕ
strašiti	strâʃiti
impulzivno	împulziːʋno
predizborni	prêdizboːrniː
ridati	rîdati
aboridžinica	aborǐd͡ʒinit͡sa
rožnatost	rǒʒnatoːst
šestina	ʃěstina
svakoji	sʋâkojiː
kriminaliziranost	kriminalǐziːranoːst
zaviriti	zaʋǐːriti
patricijski	patrǐtsiːjski
estonac	estǒːnat͡s
podvaliti	podʋǎːliti
oporezovati	opǒrezoʋati
tajlandski	tâjlandskiː
dijamant	dijǎmant
cimerica	t͡sîmerit͡sa
savršenost	sǎʋrːʃenoːst
dobrodošao	dobrodǒʃao
patlidžan	patlǐd͡ʒaːn
temperamentan	temperǎmentan
splav	splâːʋ
beglajter	beɡlǎjter
doneti	dǒneːti
žbica	ʒbît͡sa
srbijanka	sr̩bǐjaːnka
ladan	lǎːdan
kotiti	kǒtiti
pušl	pǔʃl
kljuse	kʎûːse
ćer	t͡ɕêːr
izvršavati	izʋrʃǎːʋati
razabirati	razǎbirati
doček	dǒt͡ʃek
jastog	jâstoɡ
glavobolja	ɡlaʋǒboʎa
kasapin	kǎsapin
tajnovito	tajnǒʋito
ranjenica	râɲenit͡sa
višestran	ʋiʃěstran
bludničenje	blûːdnit͡ʃeːɲe
znanstveno	znǎnstʋeno
sablasnost	sâblaːsnoːst
zagrebački	zǎːɡrebat͡ʃkiː
akrobat	akrǒbat
složan	slôʒan
meze	měze
izlučiti	izlǔːt͡ʃiti
dunav	dǔnaʋ
federativan	fêderatiːʋan
glasan	ɡlâsan
veslačica	ʋeslǎt͡ʃit͡sa
ćaknuto	t͡ɕâknuːto
idolopoklonički	idolopǒklonit͡ʃkiː
aprecijacija	apret͡sijǎːt͡sija
unižavati	uniʒǎːʋati
zagrepsti	zǎɡrepsti
kruhovac	krûxoʋat͡s
uložiti	ulǒʒiti
osmica	ǒsmit͡sa
pokazivati	pokazǐːʋati
bujica	bǔjit͡sa
reljef	rěʎef
podao	pôdao
transmisija	transmǐsija
prolaznica	prǒːlaznit͡sa
mešavina	měʃaʋina
bitno	bîtno
trofej	trǒfeːj
spontan	spôntaːn
ustaša	ûstaʃa
dezinficirati	dezinfit͡sǐːrati
pri	prî
gušterača	ɡuʃtěrat͡ʃa
svemirski	sʋêmiːrskiː
beskrajnost	bêskrajnoːst
tekstura	tekstǔːra
upit	ǔpit
balast	bǎlast
kongres	kǒnɡres
gotski	ɡôtskiː
ambulantski	ambǔlantskiː
tornati	tǒrnati
želeti	ʒěleti
odgovarati	odɡoʋǎːrati
saveznički	sǎːʋeznit͡ʃkiː
tegliti	têɡliti
stvor	stʋôr
zbijati	zbǐːjati
filozof	filǒzof
šaš	ʃâːʃ
jenjavati	jeɲǎːʋati
napadaj	nâpadaːj
gunđati	ɡǔnd͡ʑati
tugovati	tuɡǒʋati
avaz	ǎʋaːz
finac	fǐːnat͡s
sed	sêːd
kroatizacija	kroatizǎːt͡sija
iračanin	irǎːt͡ʃanin
sramno	srâːmno
boemski	bǒeːmskiː
strelica	strělit͡sa
štimati	ʃtîmati
knut	knût
kapnuti	kâpnuti
teoretski	teǒretski
pogibati	poɡǐːbati
salatni	sǎlaːtniː
koherentan	koxerěntan
nezahvalnica	nêzaxʋaːlnit͡sa
džentlmen	d͡ʒěntlmen
lišće	lîːʃt͡ɕe
ašigdžija	aʃǐɡd͡ʒija
atlantski	ǎtlantskiː
izdahnuti	izdǎxnuti
ciklički	tsǐklitʃki
temelj	těmeʎ
krš	kr̂ʃ
prognanica	prǒɡnanit͡sa
kvartalno	kʋǎrtaːlno
tragedija	trǎɡeːdija
odgoj	ǒdɡoj
litica	lǐtit͡sa
kabel	kǎːbel
kozarčanin	kozǎːrt͡ʃanin
osvanjivati	osʋaɲǐːʋati
neodlučen	neǒdluːt͡ʃen
križanac	kriʒǎːnat͡s
destruktivan	dêstruktiːʋan
britanac	britǎːnat͡s
krkalina	křkalina
doseliti	dosěliti
semantički	semǎntitʃki
odsecati	odsěːt͡sati
skuhati	skûxati
dozivati	dozǐːʋati
tarifni	tǎriːfniː
neoprezno	nêopreːzno
tava	tǎːʋa
dvanaestoro	dʋǎːnaestoro
propaganda	propǎɡaːnda
razglobljivati	razɡlobʎǐːʋati
nečemu	nêt͡ʃemu
jestan	jêstan
neznatan	nêznaːtan
ustanovljivati	ustanoʋʎǐːʋati
dugovati	duɡǒʋati
prigovor	prîɡoʋoːr
ravnodušno	raʋnǒduʃno
tragač	trǎɡaːt͡ʃ
jadati	jâdati
keramičarka	kerǎmit͡ʃaːrka
kovačevac	koʋǎːt͡ʃeʋat͡s
višeznačan	ʋiʃěznat͡ʃan
pogoditi	poɡǒditi
doslovan	dǒːsloːʋan
zamjenik	zâːmjeniːk
ih	ix
gerijatrija	ɡerijǎtrija
radnički	râːdnitʃkiː
simplificirati	simplifit͡sǐːrati
glagoljica	ɡlaɡǒʎit͡sa
šablonski	ʃǎbloːnski
izraziti	izrǎːziti
uništavač	uniʃtǎʋaːt͡ʃ
sloven	slǒʋeːn
šala	ʃǎːla
odbijanje	odbǐːjaːɲe
sektaški	sěktaːʃki
nigde	nîɡde
aeroplanski	âeroplaːnski
afrodizijak	afrodǐzijak
tukac	tǔːkat͡s
orgazam	orɡǎzam
odleđivati	odled͡ʑǐːʋati
pučina	pǔt͡ʃina
skrstiti	skřstiti
teći	têt͡ɕi
ručati	rǔːt͡ʃati
čeljust	t͡ʃêʎuːst
kreket	krêkeːt
dvoličnik	dʋǒlit͡ʃniːk
samsara	samsǎra
oportunizam	oportunǐzam
panpsihizam	panpsixǐzam
iščupati	iʃt͡ʃǔpati
pridjevni	prǐːdjeːʋniː
sadržaj	sâdrʒaːj
bavarski	bǎʋarski
sevdalinka	seʋdǎliːnka
krizolog	krizǒloɡ
starina	starǐna
katodni	kǎtoːdniː
krmeni	křmeniː
presuđivati	presud͡ʑǐːʋati
računovođa	rat͡ʃunǒʋod͡ʑa
logor	lôːɡor
bestidno	bêstiːdno
arhaizirati	arxaizǐːrati
uredan	ûredan
dalekovidno	dalekǒʋidno
opekotina	opekǒtina
intuicija	intuǐːt͡sija
saharski	sǎxarskiː
slon	slôn
akvila	âːkʋila
nezakonito	nezǎːkonito
premalo	prêmalo
profesionalno	prôfesionaːlno
pasti	pâsti
grimasa	ɡrimǎsa
francuski	frǎntsuːskiː
gluvoća	ɡluʋǒt͡ɕa
zbilja	zbîʎa
beskraj	bêskraːj
paukov	pâuːkoʋ
lokum	lǒkum
robinja	rǒbiɲa
suicidalnost	suit͡sidǎːlnoːst
nadvladati	nadʋlǎːdati
realizacija	realizǎːt͡sija
krajnji	krâːjɲiː
panslavistički	panslaʋǐstit͡ʃkiː
duhovni	dǔxoːʋniː
carski	tsâːrski
prikupiti	prǐkupiti
azimut	ǎzimut
uz	uz
australski	aǔstraːlskiː
pretvarati	pretʋǎːrati
megalosaur	meɡalosǎur
otkad	ǒtkad
hermetički	xermětitʃkiː
vermut	ʋěrmut
eliminacija	eliminǎːt͡sija
osećajno	ôset͡ɕaːjno
dvadeset	dʋǎːdeset
altimetar	ǎltimetar
korist	kǒrist
mekoća	mekǒt͡ɕa
najezda	nâjezda
lansirati	lansǐːrati
zaratiti	zǎratiti
ljubaznica	ʎǔbaznit͡sa
smognuti	smôɡnuti
mulac	mǔːlat͡s
zmijin	zmǐjin
samozadovoljno	samozǎdoʋoːʎno
sociolog	sot͡siǒloɡ
slastan	slâstan
krastavica	krâstaʋit͡sa
osvježiti	ǒsʋjeʒiti
aproksimativno	âproksimatiːʋno
griješan	ɡrijêʃan
prisilno	prǐːsiːlno
uniziti	unǐːziti
gruzijski	ɡrûːziːjskiː
nadahnuti	nadǎxnuti
slonov	slǒnoʋ
impotentnost	impotěntnoːst
savjesno	sǎːʋjesno
nažalost	nâʒaloːst
krčagovina	křt͡ʃaɡoʋina
ajkula	âjkula
obraz	ǒbraz
portugalac	portuɡǎːlat͡s
vers	ʋêrs
nehuman	nêxumaːn
osuda	ôsuda
abhazija	ǎbxaːzija
bedno	bêːdno
digresija	diɡrěsija
ugroženost	ǔɡroʒenoːst
peščenjak	peʃt͡ʃěɲaːk
pev	pêːʋ
zob	zôːb
najamnik	nǎːjamniːk
saft	sâft
samački	sǎmat͡ʃki
visak	ʋǐːsak
razgloba	rǎːzɡloba
ukrutiti	ukrǔːtiti
šprengati	ʃprênɡati
fluktuirati	fluktuǐːrati
opruga	ôpruɡa
šlauh	ʃlâux
kvadrant	kʋǎdrant
trnovit	trnǒʋit
imućnost	îmuːt͡ɕnoːst
sadržati	sadřʒati
neredovit	neredǒʋit
cviliti	t͡sʋǐːliti
zeherli	zexěrli
isporuka	îsporuka
osnovica	osnovit͡sa
kaubojski	kǎubojski
indirektno	îndirektno
brodolom	brôdolom
defetistički	defetǐstit͡ʃki
izgled	îzɡleːd
drava	drǎːʋa
štajga	ʃtâːjɡa
zuba	zǔːbaː
nužnost	nûʒnoːst
biračica	birǎt͡ʃit͡sa
taliti	tǎːliti
zvuk	zʋûːk
