سىستېمىسى	sˌɪstemˈɪsɪ
ئۇستازى	ustˈɑzɪ
ئالاھىدىلىك	ˌɑlɑhɪdˈɪlɪk
پروگرامما	proɡrˈɑmmɑ
دوكتۇرلۇق	doktˈurluq
قۇدرەتلىك	qudrˈætlɪk
كۆرۈنىدۇ	kˌœɾynˈɪdu
بولغانلىقىنى	bˌolʁɑnlɪqˈɪnɪ
ئاشۇرۇش	ɑʃˈuɾuʃ
ۋاڭ	wˈɑŋ
ئىشلىتىلىدىغان	ˌɪʃlɪtˌɪlɪdˈɪʁɑn
پىلان	pˈɪlɑn
ھامىلدار	hɑmˈɪldɑr
كېسىلىنى	kˌesɪlˈɪnɪ
ئەتراپى	ætrˈɑpɪ
كىتابنىڭ	kɪtˈɑbnɪŋ
قويۇشقا	qojˈuʃqɑ
ئېرىشىپ	eɾˈɪʃɪp
كۋادرات	kwˈɑdrɑt
كۆزگە	kˈœzɡæ
ئايرىم	ˈɑjrɪm
قوشۇلىدۇ	qˌoʃulˈɪdu
يوللىرىنى	jˌollɪɾˈɪnɪ
ئۇششاق	ˈuʃʃɑq
ئىلتىماس	ɪltˈɪmɑs
ماڭغان	mˈɑŋʁɑn
ئۇيغۇرچىدا	ˌujʁurt͡ʃˈɪdɑ
ھەممىسىدە	hˌæmmɪsˈɪdæ
يىلى	jˈɪlɪ
دىققىتىنى	dˌɪqqɪtˈɪnɪ
خەق	χˈæq
بولماسلىقى	bˌolmɑslˈɪqɪ
ئويۇنغا	ojˈunʁɑ
ئاخىرقى	ɑχˈɪrqɪ
دېيىشكە	dejˈɪʃkæ
ۋىلايەتلىك	wˌɪlɑjˈætlɪk
كىلوگرام	kɪlˈoɡrɑm
خەۋىرى	χæwˈɪɾɪ
مۇزىكا	muzˈɪkɑ
قايتىش	qˈɑjtɪʃ
شىمالغا	ʃɪmˈɑlʁɑ
كۆپىنچە	kœpˈɪnt͡ʃæ
كەبى	kˈæbɪ
داۋاملىشىدۇ	dˌɑwɑmlɪʃˈɪdu
مىلادى	mɪlˈɑdɪ
دەرىجە	dæɾˈɪd͡ʒæ
مەپكۇرىنىڭ	mˌæpkuɾˈɪnɪŋ
يولدا	jˈoldɑ
چۆچەك	t͡ʃˈœt͡ʃæk
شۇنداقتىمۇ	ʃˌundɑqtˈɪmu
زەنجىۋىل	zænd͡ʒˈɪwɪl
تەييارلانغان	tˌæjjɑrlˈɑnʁɑn
بولۇپمۇ	bolˈupmu
ھاياتىدىكى	hˌɑjɑtɪdˈɪkɪ
ئەللەر	ˈællær
تور	tˈor
مۇڭلۇق	mˈuŋluq
يادرو	jˈɑdro
موھىم	mˈohɪm
غايەت	ʁˈɑjæt
قۇرئان	qˈuɾɑn
تىل	tˈɪl
چىڭ	t͡ʃˈɪŋ
چېدىر	t͡ʃˈedɪr
قەيت	qˈæjt
تەسىرى	tæsˈɪɾɪ
بېيجىڭدا	bejd͡ʒˈɪŋdɑ
ئايلىنىدۇ	ˌɑjlɪnˈɪdu
كان	kˈɑn
چۈشىدۇ	t͡ʃyʃˈɪdu
ئەۋلادى	æwlˈɑdɪ
تەسەۋۋۇر	tæsˈæwwur
سەۋەبتىن	sæwˈæbtɪn
قويۇشنى	qojˈuʃnɪ
ئىزدەپ	ˈɪzdæp
قۇردى	qˈurdɪ
مۇ	mˈu
ئامما	ˈɑmmɑ
مىقداردا	mɪqdˈɑrdɑ
قويسا	qˈojsɑ
ئۆزۈم	ˈœzym
توپلىمى	toplˈɪmɪ
كۆزىتىش	kœzˈɪtɪʃ
ھالەتتە	hɑlˈættæ
مەكتەپلەردە	mˌæktæplˈærdæ
سىنىپى	sɪnˈɪpɪ
ئىپادىلەيدۇ	ˌɪpɑdɪlˈæjdu
يارىدەم	jɑɾˈɪdæm
يۇمشاق	jˈumʃɑq
ياساش	jˈɑsɑʃ
ئىلان	ˈɪlɑn
مەنىنى	mænˈɪnɪ
X	χ
ئېغىر	ˈeʁɪr
تۇيغۇ	tˈujʁu
قىلىنغۇچى	qˌɪlɪnʁˈut͡ʃɪ
تاتلىق	tˈɑtlɪq
مۇتلەق	mˈutlæq
خەلقلەر	χˈælqlær
ئاللاھنىڭ	ɑllˈɑhnɪŋ
مۇراسىم	muɾˈɑsɪm
ئاتالغۇسى	ˌɑtɑlʁˈusɪ
موگۇ	mˈoɡu
ئەگىشىپ	æɡˈɪʃɪp
ھوقۇق	hˈoquq
كۈچىگە	kyt͡ʃˈɪɡæ
نەۋائىينىڭ	nˌæwɑˈɪjnɪŋ
ئەشۇ	ˈæʃu
ئاتىغان	ɑtˈɪʁɑn
شايار	ʃˈɑjɑr
دەرەخ	dˈæɾæχ
ئالىملارنىڭ	ˌɑlɪmlˈɑrnɪŋ
يېنىدا	jenˈɪdɑ
كامالەتكە	kˌɑmɑlˈætkæ
تىرىشقان	tɪɾˈɪʃqɑn
ئورخۇن	ˈorχun
پورتى	pˈortɪ
قوي	qˈoj
قىلغانلىقى	qˌɪlʁɑnlˈɪqɪ
كىملىك	kˈɪmlɪk
تۈزگەن	tˈyzɡæn
ئوقۇش	ˈoquʃ
سالام	sˈɑlɑm
تۇغقان	tˈuʁqɑn
قېنى	qˈenɪ
ئولتۇرغان	oltˈurʁɑn
جايلارغا	d͡ʒɑjlˈɑrʁɑ
تەس	tˈæs
سېرىق	sˈeɾɪq
قاتتىق	qˈɑttɪq
نومۇر	nˈomur
ئىدى	ˈɪdɪ
ئېيىنىڭ	ejˈɪnɪŋ
بولۇشى	bolˈuʃɪ
جۇڭگۇ	d͡ʒˈuŋɡu
بۇزۇلۇش	buzˈuluʃ
ئاساسىدا	ˌɑsɑsˈɪdɑ
نەپەر	nˈæpær
يىلغا	jˈɪlʁɑ
ھوقۇقىغا	hˌoquqˈɪʁɑ
ئورۇنلاشقان	ˌoɾunlˈɑʃqɑn
ئېدى	ˈedɪ
ئۆزلىرىنىڭ	ˌœzlɪɾˈɪnɪŋ
بېتى	bˈetɪ
ئايلاندۇرۇش	ˌɑjlɑndˈuɾuʃ
كۈننىڭ	kˈynnɪŋ
تەرەققىي	tæɾˈæqqɪj
قىلماي	qˈɪlmɑj
چاشقان	t͡ʃˈɑʃqɑn
ئوسمانلى	osmˈɑnlɪ
تەرپىدىن	tærpˈɪdɪn
يۈزىگە	jyzˈɪɡæ
قېزىلما	qezˈɪlmɑ
كېسەل	kˈesæl
بەلگىلىمە	bˌælɡɪlˈɪmæ
قۇدرەت	qˈudræt
شىركەتنى	ʃɪrkˈætnɪ
ئىگىلىك	ɪɡˈɪlɪk
ئاھالە	ɑhˈɑlæ
بۇرۇنقى	buɾˈunqɪ
ئۇقۇمى	uqˈumɪ
يەردە	jˈærdæ
ئالاھىدە	ˌɑlɑhˈɪdæ
تارتىپلا	tɑrtˈɪplɑ
مەنپەئەت	mænpˈææt
شارى	ʃˈɑɾɪ
ئىسىمنى	ɪsˈɪmnɪ
مېتر	mˈetr
ئۆتۈنۈپ	œtˈynyp
تۇرۇشقا	tuɾˈuʃqɑ
تىياتىر	tɪjˈɑtɪr
بېسىم	bˈesɪm
جەھەتتىن	d͡ʒæhˈættɪn
نۇقتىلىق	nuqtˈɪlɪq
نەرسە	nˈærsæ
تېشى	tˈeʃɪ
پىروگرامما	pˌɪɾoɡrˈɑmmɑ
شائىرى	ʃɑˈɪɾɪ
قانۇنىيىتى	qˌɑnunɪjˈɪtɪ
يوللار	jˈollɑr
باشقۇرۇش	bɑʃqˈuɾuʃ
ئۇيغۇرلۇق	ujʁˈurluq
ئەينى	ˈæjnɪ
قىممەتلىك	qɪmmˈætlɪk
قوللىنىدىغان	qˌollɪnɪdˈɪʁɑn
بىرنى	bˈɪrnɪ
بېقىپ	bˈeqɪp
نەقىل	nˈæqɪl
تولۇقسىز	tolˈuqsɪz
ساقلىنىش	sɑqlˈɪnɪʃ
سېلىنغان	selˈɪnʁɑn
كۆپلەپ	kˈœplæp
رەھبەرلىرى	rˌæhbærlˈɪɾɪ
تەشنا	tˈæʃnɑ
قەدىمقى	qædˈɪmqɪ
مەجبۇرىي	mæd͡ʒbˈuɾɪj
كۈندۇر	kˈyndur
دوستۇم	dˈostum
ئۆچمەنلىك	œt͡ʃmˈænlɪk
تارىخىدا	tˌɑɾɪχˈɪdɑ
شۇڭلاشقا	ʃuŋlˈɑʃqɑ
مەكتەپنى	mæktˈæpnɪ
پوقتانومۇرى	pˌoqtɑnomˈuɾɪ
مېنى	mˈenɪ
بۇ	bˈu
تارىختىن	tɑɾˈɪχtɪn
ئەۋلاد	ˈæwlɑd
چىڭگىزخاننىڭ	t͡ʃˌɪŋɡɪzχˈɑnnɪŋ
سۆزلەرنى	sœzlˈærnɪ
يۈەن	jˈyæn
كىردى	kˈɪrdɪ
بالىنىڭ	bɑlˈɪnɪŋ
تەپەككۈر	tæpˈækkyr
يېزىشنى	jezˈɪʃnɪ
ھېكمەت	hˈekmæt
ھە	hˈæ
توردا	tˈordɑ
جۇغراپىيە	d͡ʒˌuʁrɑpˈɪjæ
رىم	rˈɪm
رەسىمى	ræsˈɪmɪ
خادىملىرى	χˌɑdɪmlˈɪɾɪ
قۇمۇلغا	qumˈulʁɑ
مەنىۋى	mænˈɪwɪ
ئۈستى	ˈystɪ
تىخىمۇ	tɪχˈɪmu
خەلقىنىڭ	χælqˈɪnɪŋ
مېۋىسى	mewˈɪsɪ
تۇرۇش	tˈuɾuʃ
ھەرقانچە	hærqˈɑnt͡ʃæ
مائارىپنىڭ	mˌɑɑɾˈɪpnɪŋ
ئېتىبار	etˈɪbɑr
دەۋا	dˈæwɑ
ئىنقىلاب	ɪnqˈɪlɑb
شەرققە	ʃˈærqqæ
مېدىيا	medˈɪjɑ
ئۇممۇ	ˈummu
مۇناسىۋىتىنى	mˌunɑsˌɪwɪtˈɪnɪ
قاتارلىقلاردىن	qˌɑtɑrlɪqlˈɑrdɪn
ئايكۆل	ˈɑjkœl
رايونلاردا	rˌɑjonlˈɑrdɑ
بۇلاردىن	bulˈɑrdɪn
ئەپ	ˈæp
يېتەكچى	jetˈækt͡ʃɪ
تەنتەربىيە	tˌæntærbˈɪjæ
ئالغان	ˈɑlʁɑn
قارىشىچە	qˌɑɾɪʃˈɪt͡ʃæ
قارايتتى	qɑɾˈɑjttɪ
ئاكتىپ	ˈɑktɪp
تىلىنىڭ	tɪlˈɪnɪŋ
خۇددى	χˈuddɪ
ئۆزگىرىش	œzɡˈɪɾɪʃ
ئۇرۇش	ˈuɾuʃ
مۆھلەت	mˈœhlæt
مۇرات	mˈuɾɑt
ۋەزىر	wˈæzɪr
نامايان	nɑmˈɑjɑn
چەكلەنگەن	t͡ʃæklˈænɡæn
دېموكراتىك	dˌemokrˈɑtɪk
ھازىرقىدەك	hˌɑzɪrqˈɪdæk
ئاۋازى	ɑwˈɑzɪ
نىسبىتى	nɪsbˈɪtɪ
بالىلارنى	bˌɑlɪlˈɑrnɪ
دېگىنى	deɡˈɪnɪ
ئۆگەتكەن	œɡˈætkæn
مابەينىدە	mˌɑbæjnˈɪdæ
بولىشى	bolˈɪʃɪ
بۇلاق	bˈulɑq
ئىدىيىسى	ˌɪdɪjˈɪsɪ
تۇراتتى	tuɾˈɑttɪ
قارىتا	qɑɾˈɪtɑ
ئاشقازان	ɑʃqˈɑzɑn
باج	bˈɑd͡ʒ
بازار	bˈɑzɑr
قەبرىسى	qæbrˈɪsɪ
ھەمراھى	hæmrˈɑhɪ
يىپ	jˈɪp
ئالىمى	ɑlˈɪmɪ
كېلەتتى	kelˈættɪ
مايىل	mˈɑjɪl
جەمئىيىتىدە	d͡ʒˌæmɪjɪtˈɪdæ
تال	tˈɑl
فاتىمە	fɑtˈɪmæ
بولغان	bˈolʁɑn
پىكرى	pˈɪkrɪ
سىزدە	sˈɪzdæ
قولىدىكى	qˌolɪdˈɪkɪ
ئەسكىرى	æskˈɪɾɪ
كىشىنى	kɪʃˈɪnɪ
يېزىقچىلىق	jˌezɪqt͡ʃˈɪlɪq
كېسىلى	kesˈɪlɪ
يۈرۈش	jˈyɾyʃ
ئىستانسىسىنىڭ	ˌɪstɑnsɪsˈɪnɪŋ
ئىنقىلابى	ˌɪnqɪlˈɑbɪ
ئىنسانلارنىڭ	ˌɪnsɑnlˈɑrnɪŋ
ھىندىستان	hɪndˈɪstɑn
باسقۇچ	bˈɑsqut͡ʃ
خېمىرتۇرۇچ	χˌemɪrtˈuɾut͡ʃ
كۆرىدۇ	kœɾˈɪdu
قىلىنمايدۇ	qˌɪlɪnmˈɑjdu
گۇما	ɡˈumɑ
تۇرىدىغان	tˌuɾɪdˈɪʁɑn
كىلىپ	kˈɪlɪp
ساھەسىدىكى	sˌɑhæsɪdˈɪkɪ
ساھەدىكى	sˌɑhædˈɪkɪ
ئىستىمال	ɪstˈɪmɑl
پارچىسى	pɑrt͡ʃˈɪsɪ
تارتىپ	tˈɑrtɪp
ئىبنى	ˈɪbnɪ
باشچىلىقىدىكى	bˌɑʃt͡ʃɪlˌɪqɪdˈɪkɪ
يىلنىڭ	jˈɪlnɪŋ
ئاممىۋى	ɑmmˈɪwɪ
يىغىپ	jˈɪʁɪp
ئىسسىق	ˈɪssɪq
ئىلاھ	ˈɪlɑh
مەزمۇندىكى	mˌæzmundˈɪkɪ
قىلىپ	qˈɪlɪp
بارى	bˈɑɾɪ
يوقىتىپ	joqˈɪtɪp
قوبۇل	qˈobul
تائالا	tɑˈɑlɑ
ئوخشىمىغان	ˌoχʃɪmˈɪʁɑn
ئاسىيانىڭ	ˌɑsɪjˈɑnɪŋ
سىناق	sˈɪnɑq
قارشىلىق	qɑrʃˈɪlɪq
خەنچە	χˈænt͡ʃæ
كۆرسىتىدىغان	kˌœrsɪtɪdˈɪʁɑn
نۆۋەتلىك	nœwˈætlɪk
تەشكىلاتلار	tˌæʃkɪlˈɑtlɑr
قىزلار	qˈɪzlɑr
تارىخىي	tɑɾˈɪχɪj
تۇرپان	tˈurpɑn
يۈرەك	jˈyɾæk
رەئىس	rˈæɪs
تورى	tˈoɾɪ
قۇتۇلۇش	qutˈuluʃ
ئەخمەق	ˈæχmæq
سىنىڭ	sˈɪnɪŋ
تائالانىڭ	tˌɑɑlˈɑnɪŋ
مەۋجۇد	mˈæwd͡ʒud
پولات	pˈolɑt
گەندى	ɡˈændɪ
جەننەتكە	d͡ʒænnˈætkæ
نادىر	nˈɑdɪr
ئەسكەرلىرى	ˌæskærlˈɪɾɪ
تىياتىرى	tˌɪjɑtˈɪɾɪ
مەسىلىسىدە	mˌæsɪlɪsˈɪdæ
داموللا	dɑmˈollɑ
تېلېفون	telˈefon
تەتقىقاتى	tˌætqɪqˈɑtɪ
دەۋردە	dˈæwrdæ
ئەپەندىنىڭ	ˌæpændˈɪnɪŋ
تەلىپىنى	tˌælɪpˈɪnɪ
تاراتقۇلاردا	tˌɑɾɑtqulˈɑrdɑ
بېرىلدى	beɾˈɪldɪ
ئاكىسى	ɑkˈɪsɪ
توي	tˈoj
يەكەن	jˈækæn
جىڭ	d͡ʒˈɪŋ
باشقا	bˈɑʃqɑ
توققۇز	tˈoqquz
ئىستېمالچىلار	ˌɪstemɑlt͡ʃˈɪlɑr
بېرىشتىن	beɾˈɪʃtɪn
يىللار	jˈɪllɑr
ۋەقەسى	wæqˈæsɪ
تۈركلەر	tˈyrklær
خىزمەتچى	χɪzmˈætt͡ʃɪ
ئەخلاق	ˈæχlɑq
جىسىم	d͡ʒˈɪsɪm
تەرجىمە	tærd͡ʒˈɪmæ
ئۇچرىمايدۇ	ˌut͡ʃrɪmˈɑjdu
ئارا	ˈɑɾɑ
شىنجاڭنىڭ	ʃɪnd͡ʒˈɑŋnɪŋ
نېمىشقا	nemˈɪʃqɑ
ئۇچۇن	ˈut͡ʃun
ئۆتكۈزگەن	œtkˈyzɡæn
ئامىرىكا	ˌɑmɪɾˈɪkɑ
يۇقىرىقىدەك	jˌuqɪɾɪqˈɪdæk
كېرەك	kˈeɾæk
كۆلەمدە	kœlˈæmdæ
ھەقتىكى	hæqtˈɪkɪ
قۇتقۇزۇش	qutqˈuzuʃ
تىلى	tˈɪlɪ
ئىستراتېگىيەلىك	ˌɪstrɑtˌeɡɪjˈælɪk
ئەر	ˈær
كەڭلىكى	kæŋlˈɪkɪ
يۈزى	jˈyzɪ
بالىسىنى	bˌɑlɪsˈɪnɪ
يېزىشقا	jezˈɪʃqɑ
ھونلارنىڭ	honlˈɑrnɪŋ
يۈەندىن	jyˈændɪn
ھەسەن	hˈæsæn
قەغەز	qˈæʁæz
بالىڭىز	bɑlˈɪŋɪz
پۇقرالىق	puqrˈɑlɪq
مەككىگە	mækkˈɪɡæ
سىرتىدا	sɪrtˈɪdɑ
باراۋەر	bɑɾˈɑwær
تۆگە	tˈœɡæ
كۇب	kˈub
ئىرىشكەن	ɪɾˈɪʃkæn
چۈشىنىش	t͡ʃyʃˈɪnɪʃ
جەلپ	d͡ʒˈælp
مىقداردىكى	mˌɪqdɑrdˈɪkɪ
قالاتتى	qɑlˈɑttɪ
قازا	qˈɑzɑ
قاتلام	qˈɑtlɑm
قىلدۇرغان	qɪldˈurʁɑn
ئۆسۈملۈك	œsˈymlyk
بېجى	bˈed͡ʒɪ
ھەدىسلەر	hædˈɪslær
مەشھۇر	mˈæʃhur
ئەزا	ˈæzɑ
بىرلىكتە	bɪrlˈɪktæ
مىڭلىغان	mɪŋlˈɪʁɑn
شۇنداق	ʃˈundɑq
ئەۋزەل	ˈæwzæl
يېڭىشەھەر	jˌeŋɪʃˈæhær
مەدەنىيىتىنى	mˌædænˌɪjɪtˈɪnɪ
قارىغاندا	qˌɑɾɪʁˈɑndɑ
زەربە	zˈærbæ
چىڭگىزخان	t͡ʃɪŋɡˈɪzχɑn
ئېلىشنى	elˈɪʃnɪ
ئېيتىش	ˈejtɪʃ
يۆتكەپ	jˈœtkæp
كىتابتىكى	kˌɪtɑbtˈɪkɪ
ئاساستا	ɑsˈɑstɑ
قالغانلار	qɑlʁˈɑnlɑr
مىنگو	mˈɪnɡo
كالىنىڭ	kɑlˈɪnɪŋ
كىرگۈزۈلگەن	kˌɪrɡyzˈylɡæn
باردى	bˈɑrdɪ
كەتمەيدۇ	kætmˈæjdu
داستىخانغا	dˌɑstɪχˈɑnʁɑ
باشقىلارنىڭ	bˌɑʃqɪlˈɑrnɪŋ
نىڭ	nˈɪŋ
قالغاندا	qɑlʁˈɑndɑ
ھاكىم	hˈɑkɪm
قىلغۇچىلار	qˌɪlʁut͡ʃˈɪlɑr
شىڭ	ʃˈɪŋ
قەشقەرگە	qæʃqˈærɡæ
تۇتىشىپ	tutˈɪʃɪp
مىرزا	mˈɪrzɑ
مىللەتلەر	mɪllˈætlær
تاشقىرى	tɑʃqˈɪɾɪ
ماتېرىيالى	mˌɑteɾɪjˈɑlɪ
يولىغا	jolˈɪʁɑ
يېزىقىدا	jˌezɪqˈɪdɑ
تەپسىلى	tæpsˈɪlɪ
تار	tˈɑr
پرىنسىپى	prɪnsˈɪpɪ
چېتىگە	t͡ʃetˈɪɡæ
ساڭا	sˈɑŋɑ
باشقارمىسى	bˌɑʃqɑrmˈɪsɪ
ئەكىلىپ	ækˈɪlɪp
سېتىش	sˈetɪʃ
كۆلىمى	kœlˈɪmɪ
دائىر	dˈɑɪr
ۋاقىتنىڭ	wɑqˈɪtnɪŋ
دېھقان	dˈehqɑn
ئىزدەيدۇ	ɪzdˈæjdu
ئىستانبۇلدا	ˌɪstɑnbˈuldɑ
مۇكەممەل	mukˈæmmæl
مەنسۇپ	mˈænsup
ئوپتىكا	optˈɪkɑ
قۇرۇلغان	quɾˈulʁɑn
ئۆيدە	ˈœjdæ
تەقدىم	tˈæqdɪm
تېز	tˈez
ئورۇنلاشتۇرۇلغان	ˌoɾunlˌɑʃtuɾˈulʁɑn
ھۈجەيرە	hyd͡ʒˈæjræ
بارىن	bˈɑɾɪn
مېدىيانىڭ	mˌedɪjˈɑnɪŋ
تۇتقان	tˈutqɑn
ئورتاق	ˈortɑq
بايقىغان	bɑjqˈɪʁɑn
ھون	hˈon
جەريانىدا	d͡ʒˌærjɑnˈɪdɑ
ئېرىشتى	eɾˈɪʃtɪ
خاس	χˈɑs
قىلغانلار	qɪlʁˈɑnlɑr
شەخسىي	ʃˈæχsɪj
ھەيۋەتلىك	hæjwˈætlɪk
ئىدىقۇت	ɪdˈɪqut
ئۇقۇملار	uqˈumlɑr
زامان	zˈɑmɑn
يېزىش	jˈezɪʃ
چۈشىنىپ	t͡ʃyʃˈɪnɪp
يۈسۈپنىڭ	jysˈypnɪŋ
ئاپئاق	ˈɑpɑq
بىڭتۇەنى	bˌɪŋtuˈænɪ
ھېچكىم	hˈet͡ʃkɪm
پارچە	pˈɑrt͡ʃæ
جەمئىيەتشۇناسلىق	d͡ʒˌæmɪjˌætʃunˈɑslɪq
ئەمىر	ˈæmɪr
ئىقتىسادى	ˌɪqtɪsˈɑdɪ
يۈزىدە	jyzˈɪdæ
شۇنىڭدەك	ʃunˈɪŋdæk
دىننىڭ	dˈɪnnɪŋ
مۇئامىلە	mˌuɑmˈɪlæ
قويۇش	qˈojuʃ
ياش	jˈɑʃ
تەقسىم	tˈæqsɪm
ئۆگىنىشكە	ˌœɡɪnˈɪʃkæ
مۇھەممەت	muhˈæmmæt
پىياز	pˈɪjɑz
غۇلجىدىكى	ʁˌuld͡ʒɪdˈɪkɪ
بولۇشىدىن	bˌoluʃˈɪdɪn
ئاجىز	ˈɑd͡ʒɪz
ياتقان	jˈɑtqɑn
ئەندىشە	ændˈɪʃæ
مەشرەپكە	mæʃrˈæpkæ
بىخەۋەر	bɪχˈæwær
جاۋابكارلىقىنى	d͡ʒˌɑwɑbkˌɑrlɪqˈɪnɪ
مەھسۇلات	mæhsˈulɑt
باسىدۇ	bɑsˈɪdu
پۇتبول	pˈutbol
ئويۇنى	ojˈunɪ
تەدبىر	tˈædbɪr
دانا	dˈɑnɑ
سۈيىدىن	syjˈɪdɪn
كورلا	kˈorlɑ
ئىمام	ˈɪmɑm
ماقال	mˈɑqɑl
ئىشلەيدۇ	ɪʃlˈæjdu
ئوخشاش	ˈoχʃɑʃ
غايىنى	ʁɑjˈɪnɪ
سابىت	sˈɑbɪt
تارماقتا	tɑrmˈɑqtɑ
شىركەتلىرى	ʃˌɪrkætlˈɪɾɪ
بۇخارىي	buχˈɑɾɪj
ئانىلارنىڭ	ˌɑnɪlˈɑrnɪŋ
ئۆتۈشى	œtˈyʃɪ
دىپلوماتىيە	dˌɪplomɑtˈɪjæ
مەككە	mˈækkæ
ساھابە	sɑhˈɑbæ
جەمەتى	d͡ʒæmˈætɪ
ئىگىز	ˈɪɡɪz
سۈيى	sˈyjɪ
سۆزلەر	sˈœzlær
ئاسان	ˈɑsɑn
قىل	qˈɪl
جۈملە	d͡ʒˈymlæ
شەھىرىدە	ʃˌæhɪɾˈɪdæ
سۆزلەرنىڭ	sœzlˈærnɪŋ
ئوچۇق	ˈot͡ʃuq
سامان	sˈɑmɑn
شەرىقى	ʃæɾˈɪqɪ
رىشات	rˈɪʃɑt
مىلادىيە	mˌɪlɑdˈɪjæ
بولسىمۇ	bolsˈɪmu
ئەسەر	ˈæsær
پەلسەپە	pælsˈæpæ
ئۇچۇرلارنىڭ	ˌut͡ʃurlˈɑrnɪŋ
ئانچە	ˈɑnt͡ʃæ
پەرقلىق	pˈærqlɪq
مۇقام	mˈuqɑm
سۆز	sˈœz
ئېھتىياجلىق	ˌehtɪjˈɑd͡ʒlɪq
ئاڭلىق	ˈɑŋlɪq
سالاھىيىتىگە	sˌɑlɑhˌɪjɪtˈɪɡæ
شەكىللەندى	ʃˌækɪllˈændɪ
كەلگۈسىگە	kˌælɡysˈɪɡæ
ئاياللىرى	ˌɑjɑllˈɪɾɪ
ئىشىنىدۇ	ˌɪʃɪnˈɪdu
سۈت	sˈyt
ئامېرىكىغا	ˌɑmeɾɪkˈɪʁɑ
مەزگىللىك	mæzɡˈɪllɪk
پۈتتۈرۈپ	pyttˈyɾyp
ھەقىقەت	hæqˈɪqæt
قانداق	qˈɑndɑq
تەدرىجىي	tædrˈɪd͡ʒɪj
گەنسۇ	ɡˈænsu
قانۇنسىز	qɑnˈunsɪz
ئە	ˈæ
نەدىن	nˈædɪn
دەۋرىگە	dæwrˈɪɡæ
بىزدىن	bˈɪzdɪn
ئىشلىتىدىغان	ˌɪʃlɪtɪdˈɪʁɑn
قىممەت	qˈɪmmæt
چۈشۈرۈپ	t͡ʃyʃˈyɾyp
چەكلىك	t͡ʃˈæklɪk
يېرىمىنى	jˌeɾɪmˈɪnɪ
نەگە	nˈæɡæ
چىقتىم	t͡ʃˈɪqtɪm
ئېتىراپ	etˈɪɾɑp
تاغلىق	tˈɑʁlɪq
مۇلازىمەت	mˌulɑzˈɪmæt
دىكىبىخاھار	dˌɪkɪbɪχˈɑhɑr
ئاۋۇت	ˈɑwut
سى	sˈɪ
قوشۇنىنىڭ	qˌoʃunˈɪnɪŋ
يازىدۇ	jɑzˈɪdu
قالىمەن	qɑlˈɪmæn
نەقىشلەر	næqˈɪʃlær
ئىزى	ˈɪzɪ
ئەسىرى	æsˈɪɾɪ
قۇيۇلغان	qujˈulʁɑn
تىلنىڭ	tˈɪlnɪŋ
بولغانلارغا	bˌolʁɑnlˈɑrʁɑ
ئەسكەر	ˈæskær
يىغىلىپ	jɪʁˈɪlɪp
ئوڭۇشلۇق	oŋˈuʃluq
شەكلىدە	ʃæklˈɪdæ
شاگىرتى	ʃɑɡˈɪrtɪ
ئۈچۈن	ˈyt͡ʃyn
تارقىتىشقا	tˌɑrqɪtˈɪʃqɑ
ئوردا	ˈordɑ
تارىختىكى	tˌɑɾɪχtˈɪkɪ
سۈرە	sˈyɾæ
تۈركى	tˈyrkɪ
قارىماققا	qˌɑɾɪmˈɑqqɑ
ئاينىڭ	ˈɑjnɪŋ
سىرلىق	sˈɪrlɪq
ئەتكەن	ˈætkæn
شارىدىكى	ʃˌɑɾɪdˈɪkɪ
ھالىتىدە	hˌɑlɪtˈɪdæ
ھاياتنىڭ	hɑjˈɑtnɪŋ
ئۆزىڭىزنىڭ	ˌœzɪŋˈɪznɪŋ
تەشكىلات	tæʃkˈɪlɑt
پېداگوگىكا	pˌedɑɡoɡˈɪkɑ
ساختا	sˈɑχtɑ
كىشى	kˈɪʃɪ
بالىلىرىنى	bˌɑlɪlɪɾˈɪnɪ
يىغىندا	jɪʁˈɪndɑ
قايتا	qˈɑjtɑ
ئۆزبېكلەر	œzbˈeklær
رايونلار	rɑjˈonlɑr
ھاياتىنى	hˌɑjɑtˈɪnɪ
ئۆلۈم	ˈœlym
مۆتىدىل	mœtˈɪdɪl
كېلىدىغان	kˌelɪdˈɪʁɑn
كىرىشى	kɪɾˈɪʃɪ
چىن	t͡ʃˈɪn
تەييارلىق	tæjjˈɑrlɪq
ئۇرۇپ	ˈuɾup
ماددىنىڭ	mɑddˈɪnɪŋ
يۇقارقى	juqˈɑrqɪ
كورىيە	koɾˈɪjæ
مېھرىبانۇ	mˌehrɪbˈɑnu
بەھرىمەن	bæhrˈɪmæn
ما	mˈɑ
داۋاملاشقان	dˌɑwɑmlˈɑʃqɑn
سەۋەبلىك	sæwˈæblɪk
ئازاد	ˈɑzɑd
مۇسا	mˈusɑ
بۇلۇپ	bˈulup
تۇرمۇشقا	turmˈuʃqɑ
ئۇدا	ˈudɑ
بارات	bˈɑɾɑt
ماقالىلىرى	mˌɑqɑlɪlˈɪɾɪ
قاچا	qˈɑt͡ʃɑ
بىۋاستە	bɪwˈɑstæ
بايقايمىز	bɑjqˈɑjmɪz
تۈرك	tˈyrk
تەھلىل	tˈæhlɪl
تېمىغا	temˈɪʁɑ
گەپ	ɡˈæp
بېرىشىنى	bˌeɾɪʃˈɪnɪ
توك	tˈok
