hokimiyatiga	hˌɑkymˌyjætˈyɡæ
teatrning	teˈætɾnyŋ
maktabgacha	mˌæktæbɡˈæt͡Sæ
mukammalligi	mˌʊkæmmæɫɫˈyɡy
Mariya	mæɾˈyjæ
botqoqlik	bɑtqˈɑqɫyk
bolani	bɑlˈæny
dasturlash	dæstˈʊɾlæʃ
muqaddam	mʊqˈæddæm
ijrosida	ˌyd͡ʒɾɑsˈydæ
olamida	ˌɑlæmˈydæ
Vobkent	ʋˈɑbkent
ultrabinafsha	ˌʊɫtɾæbynˈæfʃˌæ
kasalligining	kˌæsæɫɫyɡˈynyŋ
ketganligi	kˌetɡænɫˈyɡy
jismning	d͡ʒˈysmnyŋ
dollardan	dɑɫlˈæɾdæn
togʻlardan	tɑʁlˈæɾdæn
isitma	ysˈytmæ
Oqtosh	ˈɑqtɑʃ
tuzilmalari	tˌʊzyɫmælˈæɾy
qisoblanadi	qˌysɑblænˈædy
energiyasi	ˌeneɾɡyjˈæsy
muhokama	mˌʊhɑkˈæmæ
qilishgan	qyɫˈyʃɡæn
tayinlanadi	tˌæjynlænˈædy
oldini	ɑɫdˈyny
tayinlaydi	tˌæjynlˈæjdy
aqliy	ˈæqɫyj
Samarqandga	sˌæmæɾqˈændɡæ
bronza	bɾˈɑnzæ
materialdan	mˌæteɾyˈæɫdæn
samolyotsozlik	sˌæmɑɫjɑtsˈɑzɫyk
yechimini	jˌet͡Symˈyny
navbatida	nˌæʋbætˈydæ
oʻlkalar	oɫkˈælæɾ
Hakim	hˈækym
munosib	mʊnˈɑsyb
etish	ˈetyʃ
tushirish	tʊʃˈyɾyʃ
ishq	ˈyʃq
tizimning	tyzˈymnyŋ
koʻzi	kˈozy
masalasi	mˌæsælˈæsy
sargʻish	sˈæɾʁyʃ
voqeadan	ʋˌɑqeˈædæn
Madagaskar	mˌædæɡˈæskæɾ
GESlar	ɡˈeslˈæɾ
nashriyot	næʃɾˈyjɑt
rivojlanishiga	ɾˌyʋɑd͡ʒlˌænyʃˈyɡæ
Moskvaga	mɑskʋˈæɡæ
Fitrat	fˌytɾæt
qoidalar	qˌɑydˈælæɾ
akad	ˈækæd
tundra	tˈʊndɾæ
boqish	bˈɑqyʃ
olayotgan	ˌɑlæjˈɑtɡæn
Qishloq	qˈyʃɫɑq
qisqarishi	qˌysqæɾˈyʃy
ettiriladi	ˌettyɾylˈædy
uzunchoq	ʊzˈʊnt͡Sɑq
qirrali	qyɾɾˈæɫy
isyoni	ysjˈɑny
ariqlar	æɾˈyqlæɾ
voyaga	ʋɑjˈæɡæ
hajmda	hˈæd͡ʒmdæ
elektrodlar	ˌelektɾˈɑdlæɾ
Shoir	ʃˈɑyɾ
Yamayka	jæmˈæjkæ
boʻlmoqda	boɫmˈɑqdæ
Chuchuk	t͡Sˈʊt͡Sʊk
Firdavsiy	fˌyɾdˈæʋsyj
oʻlchaydigan	ˌoɫt͡Sæjdˈyɡæn
esadi	esˈædy
berishda	beɾˈyʃdæ
marhum	mˈæɾhʊm
kislorod	kysɫˈɑɾɑd
poya	pˈɑjæ
namligi	næmɫˈyɡy
sogʻliqni	sɑʁɫˈyqny
aloqaning	ˌæɫɑqˈænyŋ
maksimum	mæksˈymʊm
oʻzgarmas	ozɡˈæɾmæs
elementlarining	ˌelemˌentlæɾˈynyŋ
fransuz	fɾˌænsʊz
soʻzini	sozˈyny
asoschisi	ˌæsɑst͡Sˈysy
immunitet	ˌymmʊnˈytet
qildirish	qyɫdˈyɾyʃ
jonli	d͡ʒˈɑnɫy
doktor	dˈɑktɑɾ
T	tˈe
oʻrmonlari	ˌoɾmɑnlˈæɾy
kattalashib	kˌættælˈæʃyb
jarayonning	d͡ʒˌæɾæjˈɑnnyŋ
Sirtqi	sˈyɾtqy
baliqni	bæɫˈyqny
yuzasining	jˌʊzæsˈynyŋ
ozodligi	ˌɑzɑdɫˈyɡy
kelishib	keɫˈyʃyb
qoʻzgʻolonni	qˌozʁɑɫˈɑnny
dehqon	dˈehqɑn
kamyob	kˈæmjɑb
necha	nˈet͡Sæ
qilinmaydi	qˌyɫynmˈæjdy
bajarishi	bˌæd͡ʒæɾˈyʃy
ikki	ˈykky
mavzuni	mæʋzˈʊny
oʻrganilmagan	ˌoɾɡænyɫmˈæɡæn
qismlaridagi	qˌysmlæɾydˈæɡy
metrdan	mˈetɾdæn
yadroviy	jædɾˈɑʋyj
arava	æɾˈæʋæ
toʻlashga	tolˈæʃɡæ
maktablarining	mˌæktæblæɾˈynyŋ
shartlar	ʃˈæɾtlæɾ
Chorjoʻy	t͡Sˈɑɾd͡ʒoj
metodlari	mˌetɑdlˈæɾy
Yevropaliklar	jˌeʋɾɑpæɫˈyklæɾ
mahsuloti	mˌæhsʊɫˈɑty
munosabatlarga	mˌʊnɑsˌæbætlˈæɾɡæ
qazilgan	qæzˈyɫɡæn
keltiriladi	kˌeɫtyɾylˈædy
kechgan	kˈet͡Sɡæn
jala	d͡ʒˈælæ
sharafiga	ʃˌæɾæfˌyɡæ
SSSR	ˌesˌesˌesˈeɾ
urin	ˈʊɾyn
gilamchilik	ɡˌylæmt͡Sˈyɫyk
elat	ˈelæt
sindrom	sˈyndɾɑm
qalamiga	qˌælæmˈyɡæ
boshini	bɑʃˈyny
devoni	deʋˈɑny
kelindi	keɫˈyndy
gʻoya	ʁˈɑjæ
aktyorlar	æktjˈɑɾlæɾ
dengizidagi	dˌeŋyzydˈæɡy
markazining	mˌæɾkæzˈynyŋ
togʻli	tˈɑʁɫy
kutilmagan	kˌʊtyɫmˈæɡæn
Dehqonchilik	dˌehqɑnt͡Sˈyɫyk
davlatlardan	dˌæʋlætlˈæɾdæn
qulay	qˈʊlæj
tizimlarning	tˌyzymlˈæɾnyŋ
xiliga	χyɫˈyɡæ
haykallar	hæjkˈæɫlæɾ
sathini	sæthˈyny
buziladi	bˌʊzylˈædy
chiqadi	t͡Syqˈædy
qarindoshi	qˌæɾyndˈɑʃy
soʻzlarning	sozlˈæɾnyŋ
sigʻimi	syʁˈymy
bosqich	bˈɑsqyt͡S
Goʻzal	ɡˈozæɫ
maktabni	mæktˈæbny
sababli	sæbˈæbɫy
kechirishi	kˌet͡Syɾˈyʃy
tugaydi	tʊɡˈæjdy
suyuq	sˈʊjʊq
erishganidan	ˌeɾyʃɡænˈydæn
irqiy	ˈyɾqyj
kengashi	keŋˈæʃy
taolo	tæˈɑɫɑ
buyen	bˈʊjen
saroyga	sæɾˈɑjɡæ
dengiz	dˈeŋyz
osma	ˈɑsmæ
birlashadi	bˌyɾlæʃˈædy
alevrolit	ˌæleʋɾˈɑɫyt
noaniq	nɑˈænyq
mineral	mynˈeɾæɫ
ashyolar	æʃjˈɑlæɾ
kompozitorlik	kˌɑmpɑzytˈɑɾɫyk
charm	t͡Sˈæɾm
qoida	qɑˈydæ
Biror	bˈyɾɑɾ
Oʻzbekistonlik	ˌozbekystˈɑnɫyk
rahbarlik	ɾæhbˈæɾɫyk
Madrid	mˈædɾyd
Olimxon	ɑɫˈymχɑn
buyurdi	bʊjˈʊɾdy
ortiqroq	ɑɾtˈyqɾɑq
yakkaxon	jækkˈæχɑn
keladi	kelˈædy
qadimiy	qædˈymyj
tilish	tˈyɫyʃ
oʻshanda	oʃˈændæ
sifatlari	syfˌætlˈæɾy
sezilib	sezˈyɫyb
tartibida	tˌæɾtybˈydæ
Gabon	ɡˈæbɑn
yashashgan	jæʃˈæʃɡæn
toshkoʻmir	tɑʃkˈomyɾ
Braziliyada	bɾˌæzyɫyjˈædæ
joyini	d͡ʒɑjˈyny
Sintetik	syntˈetyk
manbalardan	mˌænbælˈæɾdæn
Iqlimi	yqɫˈymy
Hayvonot	hæjʋˈɑnɑt
shifoxonalar	ʃyfˌɑχɑnˈælæɾ
raqami	ɾæqˈæmy
turadi	tʊɾˈædy
amallarni	ˌæmæɫlˈæɾny
sistemasida	sˌystemæsˈydæ
Bedil	bˈedyɫ
uning	ˌʊnyŋ
Oyga	ˈɑjɡæ
tuxumsimon	tˌʊχʊmsˈymɑn
avtomobillarini	ˌæʋtɑmˌɑbyɫlæɾˈyny
muammosini	mˌʊæmmɑsˈyny
slyuda	sɫjˈʊdæ
kuz	kˈʊz
ularga	ʊlˌæɾɡæ
dengizga	deŋˈyzɡæ
maqsadi	mæqsˈædy
Xitoyning	χytˈɑjnyŋ
Milliy	mˈyɫɫyj
elektronlarning	ˌelektɾɑnlˈæɾnyŋ
inqiroz	ynqˈyɾɑz
boʻyagichlar	bˌojæɡˈyt͡Slæɾ
bin	bˈyn
kombinatlari	kˌɑmbynætlˈæɾy
isbotlagan	ˌysbɑtlˈæɡæn
ipi	ˈypy
Qirgʻoq	qˈyɾʁɑq
Aksariyat	ˌæksæɾˈyjæt
tasnifi	tæsnˈyfˌy
Teatr	tˈeætɾ
ar	ˈæɾ
ulkan	ˈʊɫkæn
etishadi	ˌetyʃˈædy
Shaharlar	ʃæhˈæɾlæɾ
vaqtinchalik	ʋˌæqtynt͡Sˈæɫyk
sahnaga	sæhnˈæɡæ
vodiysidagi	ʋˌɑdyjsydˈæɡy
daraxt	dˈæɾæχt
salohiyatini	sˌæɫɑhˌyjætˈyny
Hammasi	hæmmˈæsy
bolalarning	bˌɑlælˈæɾnyŋ
koʻchatlar	kot͡Sˈætlæɾ
OʻzME	ˈozmˈe
yasash	jˈæsæʃ
shakllantirish	ʃˌækɫlæntˈyɾyʃ
reaktori	ɾˌeæktˈɑɾy
kiritadilar	kˌyɾytædˈylæɾ
tagiga	tæɡˈyɡæ
fani	fˌæny
koʻra	kˈoɾæ
tugatish	tʊɡˈætyʃ
Industrial	ˌyndʊstɾˈyæɫ
roʻyxati	ɾojχˈæty
iliq	ˈyɫyq
Ayol	ˈæjɑɫ
rivojlantirib	ɾˌyʋɑd͡ʒlæntˈyɾyb
narsaning	næɾsˈænyŋ
ustidagi	ˌʊstydˈæɡy
Haqiqiy	hæqˈyqyj
beton	bˈetɑn
kollektor	kɑɫlˈektɑɾ
suyuqligi	sˌʊjʊqɫˈyɡy
Denov	dˈenɑʋ
raqqos	ɾˈæqqɑs
tiklandi	tyklˈændy
jang	d͡ʒˈæŋ
Xoʻjayev	χod͡ʒˈæjeʋ
bogʻlarda	bɑʁlˈæɾdæ
qaytish	qˈæjtyʃ
tarkibidagi	tˌæɾkybydˈæɡy
karbon	kˈæɾbɑn
shakllana	ʃækɫlˈænæ
oxirigacha	ˌɑχyɾyɡˈæt͡Sæ
lirikasi	ɫˌyɾykˈæsy
boshlanishi	bˌɑʃlænˈyʃy
mitti	mˈytty
nuqtai	nʊqtˈæy
Marta	mˈæɾtæ
qaragʻay	qæɾˈæʁæj
etganlar	etɡˈænlæɾ
landshafti	lændʃˈæftˌy
gigiyenasi	ɡˌyɡyjenˈæsy
himoya	hymˈɑjæ
oʻzani	ozˈæny
ojiz	ˈɑd͡ʒyz
Talas	tˈælæs
Afrika	æfɾˌykæ
Mustaqillik	mˌʊstæqˈyɫɫyk
partiyaning	pˌæɾtyjˈænyŋ
kiritadi	kˌyɾytˈædy
suyuqlanish	sˌʊjʊqlˈænyʃ
janrlarida	d͡ʒˌænɾlæɾˈydæ
sen	sen
Qish	qˈyʃ
kishilarni	kˌyʃylˈæɾny
jon	d͡ʒˈɑn
Xorvatiya	χˌɑɾʋætˈyjæ
ishlarni	yʃlˈæɾny
devoriga	dˌeʋɑɾˈyɡæ
tayanib	tæjˈænyb
Bahor	bˈæhɑɾ
ehtiyot	ehtˈyjɑt
nuqtasi	nʊqtˈæsy
kategoriyasi	kˌæteɡˌɑɾyjˈæsy
imzo	ˈymzɑ
oʻzida	ozˈydæ
taqsimlanishini	tˌæqsymlˌænyʃˈyny
bosqichida	bˌɑsqyt͡Sˈydæ
maktablarda	mˌæktæblˈæɾdæ
nuqtadan	nʊqtˈædæn
stanoksozlik	stˌænɑksˈɑzɫyk
neftni	nˈeftnˌy
dutor	dˈʊtɑɾ
hokimiyat	hˌɑkymˈyjæt
oilalari	ˌɑylælˈæɾy
voqelik	ʋɑqˈeɫyk
tartibini	tˌæɾtybˈyny
avtoulov	ˌæʋtɑˈʊɫɑʋ
minerallar	mˌyneɾˈæɫlæɾ
alayhi	ælˈæjhy
Ye	jˈe
Dovud	dˈɑʋʊd
hayz	hˈæjz
mashinasozlik	mˌæʃynæsˈɑzɫyk
styasi	stjˈæsy
oziqlanish	ˌɑzyqlˈænyʃ
Karl	kˈæɾɫ
lahja	lˈæhd͡ʒæ
afgʻon	ˈæfʁˌɑn
putur	pˈʊtʊɾ
Ommaviy	ɑmmˈæʋyj
chiqqanligi	t͡Sˌyqqænɫˈyɡy
boʻyoklar	bojˈɑklæɾ
Kavkazdagi	kˌæʋkæzdˈæɡy
sochilishi	sˌɑt͡Syɫˈyʃy
tashqarida	tˌæʃqæɾˌydæ
MTP	ˌemtˌepˈe
etishlari	ˌetyʃlˈæɾy
general	ɡenˈeɾæɫ
Qohira	qɑhˈyɾæ
Ovqat	ˈɑʋqæt
boʻlishlari	bˌoɫyʃlˈæɾy
navbatda	næʋbˈætdæ
nuqtasidan	nˌʊqtæsˈydæn
birlashtirish	bˌyɾlæʃtˈyɾyʃ
tashiladi	tˌæʃylˈædy
zarralarni	zˌæɾɾælˈæɾny
tuban	tˈʊbæn
chiqilgan	t͡Syqˈyɫɡæn
munosabatlarni	mˌʊnɑsˌæbætlˈæɾny
nerv	nˈeɾʋ
tushunchalaridan	tˌʊʃʊnt͡Sˌælæɾˈydæn
mashhurdir	mæʃhˈʊɾdyɾ
mukofotiga	mˌʊkɑfˌɑtˈyɡæ
bastakorlik	bˌæstækˈɑɾɫyk
sarf	sˈæɾf
nurlarini	nˌʊɾlæɾˈyny
fondlar	fˌɑndlæɾ
rahbarlaridan	ɾˌæhbæɾlæɾˈydæn
Jinsiy	d͡ʒˈynsyj
Bularda	bʊlˈæɾdæ
ogʻiz	ˈɑʁyz
toʻlqinlar	toɫqˈynlæɾ
xrlda	χˈaɾɫdˈæ
qoʻlyozma	qoɫjˈɑzmæ
qanchalik	qænt͡Sˈæɫyk
rahbarligida	ɾˌæhbæɾɫyɡˈydæ
Devoni	deʋˈɑny
muskullari	mˌʊskʊɫlˈæɾy
galaktika	ɡˌælæktˈykæ
suzadi	sʊzˈædy
nusxasi	nʊsχˈæsy
chatishtirib	t͡Sˌætyʃtˈyɾyb
jut	d͡ʒˈʊt
chiziqning	t͡Syzˈyqnyŋ
usadi	ʊsˈædy
imperiyasi	ˌympeɾyjˈæsy
Qibray	qˈybɾæj
janrida	d͡ʒænɾˈydæ
kulollik	kʊɫˈɑɫɫyk
zonalarida	zˌɑnælæɾˈydæ
chang	t͡Sˈæŋ
gitara	ɡytˈæɾæ
inglizcha	yŋɫˈyzt͡Sæ
asrash	ˈæsɾæʃ
qilingach	qyɫˈyŋæt͡S
ehtimollar	ˌehtymˈɑɫlæɾ
Me	mˈe
Musulmonlar	mˌʊsʊɫmˈɑnlæɾ
ortish	ˈɑɾtyʃ
haqi	hˈæqy
allergik	æɫlˈeɾɡyk
maqsadlariga	mˌæqsædlæɾˈyɡæ
guruhida	ɡˌʊɾʊhˈydæ
tanqidiy	tænqˈydyj
kelish	kˈeɫyʃ
Geologik	ɡˌeɑɫˈɑɡyk
Shaxsning	ʃˈæχsnyŋ
qiymatli	qyjmˈætɫy
turlar	tˈʊɾlæɾ
kompaniyaning	kˌɑmpænyjˈænyŋ
usulini	ˌʊsʊɫˈyny
tashlash	tˈæʃlæʃ
Avtomobil	ˌæʋtɑmˈɑbyɫ
grafik	ɡɾˈæfˌyk
muallifning	mˌʊæɫɫˈyfnˌyŋ
sur	sˈʊɾ
Vazifasiga	ʋˌæzyfˌæsˈyɡæ
mahalla	mæhˈæɫlæ
Maydon	mˈæjdɑn
sovgʻa	sˈɑʋʁæ
ijrochiligi	ˌyd͡ʒɾɑt͡Syɫˈyɡy
kattalikda	kˌættæɫˈykdæ
gerbi	ɡˈeɾby
oʻsadigan	ˌosædˈyɡæn
berardi	beɾˈæɾdy
qoldirilgan	qˌɑɫdyɾˈyɫɡæn
muddatli	mʊddˈætɫy
Sud	sˈʊd
oilasida	ˌɑylæsˈydæ
buzadi	bʊzˈædy
pasaytiradi	pˌæsæjtyɾˈædy
daryolarning	dˌæɾjɑlˈæɾnyŋ
tol	tˈɑɫ
bogʻlangan	bɑʁlˈæŋæn
tashkilotlarining	tˌæʃkyɫˌɑtlæɾˈynyŋ
sotsiologiya	sˌɑtsyˌɑɫɑɡˈyjæ
sezgir	sˈezɡyɾ
muharrirlik	mˌʊhæɾɾˈyɾɫyk
kirib	kˈyɾyb
shayx	ʃˈæjχ
sotuvchi	sɑtˈʊʋt͡Sy
uyushtirilgan	ˌʊjʊʃtyɾˈyɫɡæn
guruh	ɡˈʊɾʊh
kurashida	kˌʊɾæʃˈydæ
orqa	ˈɑɾqæ
davrini	dæʋɾˈyny
takrorlanib	tˌækɾɑɾlˈænyb
vatan	ʋˈætæn
shisha	ʃˈyʃæ
koʻpaytiriladi	kˌopæjtˌyɾylˈædy
kelgusi	keɫɡˈʊsy
sharqona	ʃæɾqˈɑnæ
Xuroson	χʊɾˈɑsɑn
yaxshilash	jæχʃˈylæʃ
seysmik	sˈejsmyk
sohasining	sˌɑhæsˈynyŋ
turkiy	tˈʊɾkyj
kelsa	kˈeɫsæ
saylangan	sæjlˈæŋæn
Uzbekiston	ˌʊzbekˈystɑn
berishga	beɾˈyʃɡæ
shartnomalar	ʃˌæɾtnɑmˈælæɾ
miqdorida	mˌyqdɑɾˈydæ
qurishda	qʊɾˈyʃdæ
manbalarda	mˌænbælˈæɾdæ
noyabrda	nɑjˈæbɾdæ
Sultonov	sʊɫtˈɑnɑʋ
sezadi	sezˈædy
surdi	sˈʊɾdy
Mitsubishi	mˌytsʊbˈyʃy
materiallarga	mˌæteɾˌyæɫlˈæɾɡæ
Sharqda	ʃˈæɾqdæ
shoxli	ʃˈɑχɫy
agrosanoat	ˌæɡɾɑsænˈɑæt
kimyoviy	kymjˈɑʋyj
keldi	kˈeɫdy
Kiyim	kˈyjym
yasama	jæsˈæmæ
rivojining	ɾˌyʋɑd͡ʒˈynyŋ
Angliyada	ˌæŋɫyjˈædæ
holidagi	hˌɑɫydˈæɡy
monumental	mˌɑnʊmˈentæɫ
Appalachi	ˌæppælˈæt͡Sy
okeandagi	ˌɑkeændˈæɡy
qoʻshiklari	qˌoʃyklˈæɾy
yoʻlovchi	joɫˈɑʋt͡Sy
adolat	ædˈɑlæt
natijalar	nˌætyd͡ʒˈælæɾ
munosabatini	mˌʊnɑsˌæbætˈyny
bosimi	bɑsˈymy
vaqtga	ʋˈæqtɡæ
modelini	mˌɑdeɫˈyny
tananing	tænˈænyŋ
afsona	æfsˌɑnæ
Bundan	bˈʊndæn
analiz	ænˈæɫyz
beradigan	bˌeɾædˈyɡæn
choʻzilib	t͡Sozˈyɫyb
qishloqda	qyʃɫˈɑqdæ
lashkarlari	lˌæʃkæɾlˈæɾy
atamasi	ˌætæmˈæsy
boshliq	bˈɑʃɫyq
tuproqdan	tʊpɾˈɑqdæn
yaqini	jæqˈyny
minerallari	mˌyneɾæɫlˈæɾy
ertalab	eɾtˈælæb
tadqiqotlar	tˌædqyqˈɑtlæɾ
tizimda	tyzˈymdæ
Boʻr	bˈoɾ
kelishi	keɫˈyʃy
boshlanadi	bˌɑʃlænˈædy
maqolalari	mˌæqɑlælˈæɾy
Movarounnahrdagi	mˌɑʋæɾˌɑʊnnæhɾdˈæɡy
shaharlardagi	ʃˌæhæɾlæɾdˈæɡy
aytishicha	ˌæjtyʃˈyt͡Sæ
klublar	kɫˈʊblæɾ
Uzeyir	ʊzˈejyɾ
boshqarma	bɑʃqˈæɾmæ
yildan	jˈyɫdæn
toki	tˈɑky
tutib	tˈʊtyb
hukumatni	hˌʊkʊmˈætny
mualliflik	mˌʊæɫɫˈyfɫˌyk
harakatlantiruvchi	hˌæɾækˌætlæntyɾˈʊʋt͡Sy
qimmatli	qymmˈætɫy
tushunchasi	tˌʊʃʊnt͡Sˈæsy
zavodlarida	zˌæʋɑdlæɾˈydæ
gʻoyaviy	ʁɑjˈæʋyj
albomning	æɫbˈɑmnyŋ
qoʻshinning	qoʃˈynnyŋ
chorak	t͡Sˈɑɾæk
etilgan	etˈyɫɡæn
qorni	qˈɑɾny
bahorgi	bæhˈɑɾɡy
aql	ˈæqɫ
qabilasi	qˌæbylˈæsy
uchrashi	ʊt͡Sɾˈæʃy
osmotik	ɑsmˈɑtyk
holda	hˈɑɫdæ
kema	kˈemæ
Aholi	æhˈɑɫy
kengligi	keŋɫˈyɡy
uzunligiga	ˌʊzʊnɫyɡˈyɡæ
muharriri	mˌʊhæɾɾˈyɾy
Konstitutsiyasiga	kˌɑnstytˌʊtsyjæsˈyɡæ
ammo	ˈæmmɑ
Yoʻldoshev	joɫdˈɑʃeʋ
janubi	d͡ʒænˈʊby
xodimlari	χˌɑdymlˈæɾy
qish	qˈyʃ
gullar	ɡˈʊɫlæɾ
qismning	qˈysmnyŋ
bogʻliqdir	bɑʁɫˈyqdyɾ
qismlar	qˈysmlæɾ
Eronda	eɾˈɑndæ
dasht	dˈæʃt
kirgan	kˈyɾɡæn
oilaviy	ˌɑylˈæʋyj
rad	ɾˈæd
sepish	sˈepyʃ
azeotrop	ˌæzeˈɑtɾɑp
shok	ʃˈɑk
Germaniyada	ɡˌeɾmænyjˈædæ
aloqa	æɫˈɑqæ
olindi	ɑɫˈyndy
tavsiyasiga	tˌæʋsyjæsˈyɡæ
yogʻingarchilik	jˌɑʁyŋæɾt͡Sˈyɫyk
amaliyotga	ˌæmæɫyjˈɑtɡæ
qizamiq	qyzˈæmyq
Koʻchati	kot͡Sˈæty
tortishish	tɑɾtˈyʃyʃ
Chimboy	t͡Sˈymbɑj
zar	zˈæɾ
qamoq	qˈæmɑq
molekulyar	mˌɑlekˈʊɫjæɾ
oqsillari	ˌɑqsyɫlˈæɾy
yoʻqotib	joqˈɑtyb
boʻlimining	bˌoɫymˈynyŋ
toʻrtlamchi	toɾtlˈæmt͡Sy
izotop	yzˈɑtɑp
oʻrganiladi	ˌoɾɡænylˈædy
sahnasida	sˌæhnæsˈydæ
oʻldiradi	ˌoɫdyɾˈædy
qirgʻin	qˈyɾʁyn
emasligi	ˌemæsɫˈyɡy
qoʻlyozmalari	qˌoɫjɑzmælˈæɾy
renta	ɾˈentæ
tasdiqlagan	tˌæsdyqlˈæɡæn
federatsiyasi	fˌedeɾˌætsyjˈæsy
bilak	bˈylæk
yoqish	jˈɑqyʃ
Absheron	æbʃˈeɾɑn
beshta	bˈeʃtæ
qarab	qˈæɾæb
buyumlarga	bˌʊjʊmlˈæɾɡæ
kompaniya	kˌɑmpænˈyjæ
Asosan	æsˈɑsæn
aminokislota	ˌæmynˌɑkysɫˈɑtæ
yoʻgʻon	jˈoʁɑn
batafsil	bætˈæfsˌyɫ
Shunday	ʃˈʊndæj
namunalarini	nˌæmʊnˌælæɾˈyny
chegaradosh	t͡Sˌeɡæɾˈædɑʃ
yurtida	jʊɾtˈydæ
Ogahiy	ɑɡˈæhyj
boʻshligʻida	bˌoʃɫyʁˈydæ
uslubidagi	ˌʊsɫʊbydˈæɡy
Elektron	elˈektɾɑn
Qoraqalpoq	qˌɑɾæqˈæɫpɑq
qoʻlyozmasi	qˌoɫjɑzmˈæsy
joylashtirildi	d͡ʒˌɑjlæʃtyɾˈyɫdy
natijalarni	nˌætyd͡ʒælˈæɾny
ildizida	ˌyɫdyzˈydæ
maqsadini	mˌæqsædˈyny
xattot	χˈættɑt
sut	sˈʊt
borada	bɑɾˈædæ
televizor	tˌeleʋˈyzɑɾ
homiladorlik	hˌɑmylædˈɑɾɫyk
falsafaning	fˌæɫsæfˌænyŋ
aslida	æsɫˈydæ
barcha	bˈæɾt͡Sæ
chorvador	t͡Sɑɾʋˈædɑɾ
ichish	ˈyt͡Syʃ
belgilash	beɫɡˈylæʃ
torli	tˈɑɾɫy
holatga	hɑlˈætɡæ
yoʻqolishi	jˌoqɑɫˈyʃy
Urgut	ˈʊɾɡʊt
Oldini	ɑɫdˈyny
qonning	qˈɑnnyŋ
Foydali	fˌɑjdˈæɫy
podsho	pˈɑdʃɑ
Qozogʻiston	qˌɑzɑʁˈystɑn
oqibatida	ˌɑqybætˈydæ
ostidan	ɑstˈydæn
Siyosiy	syjˈɑsyj
Shavkat	ʃˈæʋkæt
hajm	hˈæd͡ʒm
kishilarning	kˌyʃylˈæɾnyŋ
JAR	d͡ʒˈæɾ
operatori	ˌɑpeɾætˈɑɾy
Ivan	ˈyʋæn
toʻgʻridantoʻgʻri	tˌoʁɾydæntˈoʁɾy
Osiyo	ɑsˈyjɑ
Transport	tɾˈænspɑɾt
Ota	ˈɑtæ
dalolat	dæɫˈɑlæt
Sariq	sˈæɾyq
Qoʻshiq	qˈoʃyq
oʻqituvchi	ˌoqytˈʊʋt͡Sy
inert	ˈyneɾt
boshqariladigan	bˌɑʃqæɾˌylædˈyɡæn
Materik	mætˈeɾyk
yozgi	jˈɑzɡy
razvedka	ɾæzʋˈedkæ
tark	tˈæɾk
klasterdir	klæstˈeɾdyɾ
val	ʋˈæɫ
musiqasi	mˌʊsyqˈæsy
yetakchilik	jˌetækt͡Sˈyɫyk
bahodir	bæhˈɑdyɾ
uglerodli	ˌʊɡleɾˈɑdɫy
gi	ɡˈy
oʻzlashtirish	ˌozlæʃtˈyɾyʃ
otryadi	ɑtɾjˈædy
tuzum	tˈʊzʊm
Kavkazorti	kˌæʋkæzˈɑɾty
yuqishi	jʊqˈyʃy
Islomni	ysɫˈɑmny
fazodagi	fˌæzɑdˈæɡy
Chevrolet	t͡Seʋɾˈɑlet
oqadi	ɑqˈædy
muhofazasi	mˌʊhɑfˌæzˈæsy
ishning	ˈyʃnyŋ
qiziqqan	qyzˈyqqæn
Baliqchi	bæɫˈyqt͡Sy
qonga	qˈɑŋæ
olishni	ɑɫˈyʃny
foizga	fˌɑˈyzɡæ
mavzuda	mæʋzˈʊdæ
jigarrang	d͡ʒyɡˈæɾɾæŋ
dunyoga	dʊnjˈɑɡæ
tokchilik	tɑkt͡Sˈyɫyk
Bengaliya	bˌeŋæɫˈyjæ
Qurbon	qˈʊɾbɑn
sharoitlari	ʃˌæɾɑytlˈæɾy
hisoblaydi	hˌysɑblˈæjdy
yurituvchi	jˌʊɾytˈʊʋt͡Sy
yaratishda	jˌæɾætˈyʃdæ
vaqtni	ʋˈæqtny
moy	mˈɑj
baliqlarning	bˌæɫyqlˈæɾnyŋ
yara	jˈæɾæ
musiqada	mˌʊsyqˈædæ
Mushfig	mˈʊʃfˌyɡ
toʻlab	tˈolæb
shahri	ʃˈæhɾy
darajali	dˌæɾæd͡ʒˈæɫy
yoʻli	jˈoɫy
sohasi	sɑhˈæsy
sudi	sˈʊdy
davlatning	dæʋlˈætnyŋ
tozalash	tɑzˈælæʃ
xonaga	χɑnˈæɡæ
Nazariy	næzˈæɾyj
xosligini	χˌɑsɫyɡˈyny
bogʻlanib	bɑʁlˈænyb
Alloh	ˈæɫɫɑh
tumanidagi	tˌʊmænydˈæɡy
qalinligi	qˌæɫynɫˈyɡy
talabalari	tˌælæbælˈæɾy
qoʻllaniladi	qˌoɫlænylˈædy
yoppasiga	jˌɑppæsˈyɡæ
otish	ˈɑtyʃ
berganlar	beɾɡˈænlæɾ
Kichik	kˈyt͡Syk
Mazkur	mˈæzkʊɾ
munosabati	mˌʊnɑsæbˈæty
Choʻl	t͡Sˈoɫ
janubdan	d͡ʒænˈʊbdæn
video	ʋydˈeɑ
boshkarish	bɑʃkˈæɾyʃ
xoʻjayin	χod͡ʒˈæjyn
yutib	jˈʊtyb
tayyorlashning	tˌæjjɑɾlˈæʃnyŋ
