जलसा	d͡ʒəl̪s̪äː
गांसू	ɡä̃ːn̪s̪uː
श्रीफल	ʃɾiːpʰəl̪
उपसचिव	ʊpəs̪t͡ʃɪʋ
क़िला	qɪl̪äː
नुस्खा	n̪ʊs̪xäː
सुनाई	s̪ʊn̪äːiː
सिगार	s̪ɪɡäːɾ
राजत्व	ɾäːd͡ʒət̪wᵊ
आश्चर्य	äːʃt͡ʃəɾjᵊ
टिकना	ʈɪkn̪äː
तक़सीम	t̪əqs̪ĩːm
पुलिसकर्मी	pʊl̪ɪs̪kəɾmiː
अफ़्ग़ानिस्तान	əpʰɡäːn̪ɪs̪t̪ä̃ːn̪
महज़	mɛɦɛd͡ʒ
भावनगर	bʱäːʋn̪əɡəɾ
चमकदार	t͡ʃəməkd̪äːɾ
उत्साह	ʊt̪s̪äːɦ
हिमालय	ɦɪmɑːləj
पंख	pə̃ŋkʰ
कम	kə̃m
सहसंयोजक	s̪ɛɦs̪ə̃joːd͡ʒək
थमाना	t̪ʰəmäːn̪äː
प्रयोगशाला	pɾəjoːɡʃäːl̪äː
पादत्राण	päːd̪ət̪ɾä̃ːɳ
आत्मीय	äːt̪miːjᵊ
अज्ञात	əɡjäːt̪
सज़ा	s̪əzäː
निक़ाब	n̪ɪkäːb
उँडेलना	ʊ̃ɳɖeːl̪n̪äː
धूल	d̪ʱuːl̪
विकिमीडिया	ʋɪkɪmiːɖijäː
असुंदर	əsʊ̃n̪d̪əɾ
चायख़ाना	t͡ʃäːjxäːn̪äː
अलगाना	əl̪ɡäːn̪äː
इलाक़ा	ɪl̪äːqäː
आयोजन	äːjoːd͡ʒə̃n̪
पिस्ता	pɪs̪t̪äː
बोलिविया	boːl̪ɪʋijäː
जैसा	d͡ʒɛːs̪äː
गलसुआ	ɡəl̪s̪ʊäː
अर्पण	əɾpə̃ɳ
आक्रोश	äːkɾoːʃ
अनुशासन	ən̪ʊʃäːs̪ə̃n̪
कार्यसूची	käːɾjəs̪uːt͡ʃiː
हितकारी	ɦɪt̪käːɾiː
महाप्रभु	məɦäːpɾəbʱuː
आहिस्ता	äːɦɪs̪t̪äː
जड़त्व	d͡ʒəɽət̪wᵊ
कागज़	käːɡəd͡ʒ
यूनानी	juːn̪äːn̪iː
टापू	ʈäːpuː
मनस्विता	mən̪əs̪ʋɪt̪äː
अस्तित्व	əs̪t̪ɪt̪wᵊ
खाँसी	kʰä̃ːs̪iː
आघ	äːɡʱ
कालापन	käːl̪äːpə̃n̪
स्थिर	s̪t̪ʰɪɾ
चाइना	t͡ʃäːɪn̪äː
ढोटा	ɖʱoːʈäː
कैंची	kɛ̃ːn̪t͡ʃiː
अनियंत्रित	ən̪ijə̃n̪t̪ɾɪt̪
दादी	d̪äːd̪iː
खाँसना	kʰä̃ːs̪n̪äː
संस्था	s̪ə̃n̪s̪t̪ʰäː
आण्विक	ä̃ːɳwɪk
त्वरित	t̪wəɾɪt̪
ज़ेहन	d͡ʒɛɦɛ̃n̪
आफ़्रीदी	äːfɾiːd̪iː
निम्नलिखित	n̪ɪ̃mn̪əl̪ɪkʰɪt̪
भांजी	bʱä̃ːn̪d͡ʒiː
बेगाना	beːɡäːn̪äː
लौड़ा	l̪ɔːɽäː
पंगु	pə̃ŋɡuː
हाज़िर	ɦäːzɪɾ
चिलम	t͡ʃɪl̪ə̃m
आस्था	äːs̪t̪ʰäː
क़ातिल	qäːt̪ɪl̪
शिक्षा	ʃɪkʃäː
लिपि	l̪ɪpiː
फ़तवा	fət̪wäː
टंकण	ʈə̃ŋkə̃ɳ
कांसा	kä̃ːn̪s̪äː
लाड़काना	l̪äːɽkäːn̪äː
मिसरी	mɪs̪ɾiː
चोला	t͡ʃoːl̪äː
गाजर	ɡäːd͡ʒəɾ
महज़	mɛɦɛz
नस	n̪əs̪
तौलिया	t̪ɔːl̪ijäː
स्टेडियम	s̪ʈeːɖijə̃m
निराश	n̪ɪɾäːʃ
रावलपिंडी	ɾäːʋəl̪pɪ̃ɳɖiː
रेखा	ɾeːkʰäː
भिंडी	bʱɪ̃ɳɖiː
रुझान	ɾʊd͡ʒʱä̃ːn̪
क्रियाकलाप	kɾijäːkəl̪äːp
स्वकीया	s̪ʋəkiːjäː
अनियमितता	ən̪ijəmɪt̪̚t̪äː
चंद्रिका	t͡ʃə̃n̪d̪ɾɪkäː
ब्योंत	bjõːn̪t̪
तल्ख़	t̪əl̪x
असंवैधानिक	əs̪ə̃mwɛːd̪ʱäːn̪ɪk
हल्क़ा	ɦəl̪qäː
आवक	äːʋək
त्रिकोणमितीय	t̪ɾɪkõːɳmɪt̪iːjᵊ
रेज़गारी	ɾeːzɡäːɾiː
सूतिका	s̪uːt̪ɪkäː
सामान्यीकृत	s̪äːmä̃ːn̪jiːkɾɪt̪
प्राप्य	pɾäːpjᵊ
सरदी	s̪əɾd̪iː
औलाद	ɔːl̪äːd̪
पसार	pəs̪äːɾ
मक़बूल	məqbuːl̪
खलासी	xəl̪äːs̪iː
मांस	mä̃ːn̪s̪
सुलझा	s̪ʊl̪d͡ʒʱäː
डरबन	ɖəɾbə̃n̪
कलसा	kəl̪s̪äː
संवेदनशील	s̪ə̃mweːd̪ə̃n̪ʃiːl̪
समिति	s̪əmɪt̪iː
शौक़ीन	ʃɔːkĩːn̪
पृष्ठभूमि	pɾɪʃʈʰbʱuːmiː
चॉकलेट	t͡ʃɔkl̪eːʈ
घाट	ɡʱäːʈ
नेत्री	n̪eːt̪ɾiː
चिंगारी	t͡ʃɪ̃ŋɡäːɾiː
अंतरिक्ष	ə̃n̪t̪ɾɪkʃ
संगीत	s̪ə̃ŋɡiːt̪
खांसना	kʰä̃ːn̪s̪n̪äː
कर्तृत्व	kəɾt̪ɾɪt̪wᵊ
घुँघरू	ɡʱʊ̃ŋɡʱɾuː
सोवियत	s̪oːʋijət̪
उपधान	ʊpd̪ʱä̃ːn̪
ऑस्ट्रिया	ɔs̪ʈɾijäː
बेनतीजा	beːn̪ət̪iːd͡ʒäː
मुर्ग़ा	mʊɾɡäː
महा	məɦäː
बाप्तिस्मा	bäːpt̪ɪs̪mäː
ख़याल	xəjäːl̪
बालपन	bäːl̪pə̃n̪
अनुमोदन	ən̪ʊmoːd̪ə̃n̪
शून्य	ʃũːn̪jə
बगावत	bəɡäːʋət̪
सिरा	s̪ɪɾäː
शिफ़ा	ʃɪpʰäː
विहीन	ʋɪɦĩːn̪
ठहाका	ʈʰəɦäːkäː
था	t̪ʰäː
लाइसेंस	l̪äːɪs̪ẽːn̪s̪
बहादुर	bəɦäːd̪ʊɾ
जासूस	d͡ʒäːs̪uːs̪
जँभाई	d͡ʒə̃mbʱäːiː
विंदालू	ʋɪ̃n̪d̪äːl̪uː
उंडुक	ʊ̃ɳɖʊk
कामिल	käːmɪl̪
कटाक्ष	kəʈäːkʃ
ठाणे	ʈʰäːɳeː
मुखमैथुन	mʊkʰmɛːt̪ʰʊ̃n̪
रहनुमा	ɾɛɦn̪ʊmäː
सेना	s̪eːn̪äː
पुण्यतिथि	pʊ̃ɳjət̪ɪt̪ʰiː
साबिक़	s̪äːbɪq
स्वराक्षर	s̪ʋəɾäːkʃəɾ
घूँघट	ɡʱũːŋɡʱəʈ
तहरी	t̪ɛɦɾiː
विशाखपट्नम	ʋɪʃäːkʰpəʈn̪ə̃m
भंडा	bʱə̃ɳɖäː
आफ़रीन	äːfɾĩːn̪
नक़द	n̪əqəd̪
हिंदुस्तान	ɦɪ̃n̪d̪ʊs̪t̪ä̃ːn̪
नियंत्रित	n̪ijə̃n̪t̪ɾɪt̪
अंजाम	ə̃n̪d͡ʒä̃ːm
फीका	pʰiːkäː
नालायक	n̪äːl̪äːjək
लगे	l̪əɡeː
अनामिका	ən̪äːmɪkäː
असुविधा	əs̪ʊʋɪd̪ʱäː
कारख़ाना	käːɾkʰäːn̪äː
वर्ष	ʋəɾʃ
शिकारा	ʃɪkäːɾäː
विषयासक्त	ʋɪʃəjäːs̪əkt̪
आपूर्ति	äːpuːɾt̪iː
नीला	n̪iːl̪äː
अगुआ	əɡʊäː
दादरा	d̪äːd̪ɾäː
आकाश	äːkäːʃ
हीरा	ɦiːɾäː
ग़ुस्ल	ɡʊs̪l̪
कुलधर्म	kʊl̪d̪ʱəɾm
चायदानी	t͡ʃäːjd̪äːn̪iː
दूरीकरण	d̪uːɾiːkəɾə̃ɳ
ग़ायब	ɡäːjəb
कंधा	kə̃n̪d̪ʱäː
मीचना	miːt͡ʃn̪äː
ईजियन	iːd͡ʒijə̃n̪
खिलाना	kʰɪl̪äːn̪äː
निभाना	n̪ɪbʱäːn̪äː
अस्वाभाविक	əs̪ʋäːbʱäːʋɪk
ज़ख़ीरा	d͡ʒəkʰiːɾäː
आदि	äːd̪iː
आंसू	ä̃ːn̪s̪uː
टिंडा	ʈɪ̃ɳɖäː
ताल्लुक़	t̪äːl̪l̪ʊq
अध्याय	əd̪ʱjäːj
कठिनता	kəʈʰɪ̃n̪t̪äː
इंद्रनाथ	ɪ̃n̪d̪ɾən̪äːt̪ʰ
बुधवार	bʊd̪ʱʋäːɾ
मौसा	mɔːs̪äː
ज़कात	zəkäːt̪
संसाधन	s̪ə̃n̪s̪äːd̪ʱə̃n̪
अन्यायपूर्ण	ə̃n̪jäːjpuːɾɳ
पगली	pəɡl̪iː
मुहाफ़ज़ाह	mʊɦäːpʰd͡ʒäːɦ
दौड़ाना	d̪ɔːɽäːn̪äː
नयन	n̪əjə̃n̪
अंधड़	ə̃n̪d̪ʱəɽ
क़ाबिज़	qäːbɪz
अम्बर	ə̃mbəɾ
अँगरेज़	ə̃ŋɡɾeːd͡ʒ
भरोसा	bʱəɾoːs̪äː
प्रारंभिक	pɾäːɾə̃mbʱɪk
बढ़ाना	bəɽʱäːn̪äː
संदर्भ	s̪ə̃n̪d̪əɾbʱ
बंजारा	bə̃n̪d͡ʒäːɾäː
कहर	qɛɦɛɾ
सेविका	s̪eːʋɪkäː
सहेली	s̪əɦeːl̪iː
इंडिया	ɪ̃ɳɖijäː
पेंशन	pẽːn̪ʃə̃n̪
जिसको	d͡ʒɪs̪koː
घुंडी	ɡʱʊ̃ɳɖiː
बैठकबाज़	bɛːʈʰəkbäːd͡ʒ
गंभीर	ɡə̃mbʱiːɾ
प्लीज़	pl̪iːd͡ʒ
इफ़्तिताह	ɪpʰt̪ɪt̪äːɦ
अनशन	ə̃n̪ʃə̃n̪
मतदाता	mət̪̚d̪äːt̪äː
उन्माद	ʊ̃n̪mäːd̪
अंतर्वासी	ə̃n̪t̪əɾʋäːs̪iː
दम	d̪ə̃m
व्यापक	ʋjäːpək
सास	s̪äːs̪
छिलका	t͡ʃʰɪl̪käː
भूगोल	bʱuːɡoːl̪
ताक़तवर	t̪äːkət̪wəɾ
बजरंगबली	bəd͡ʒɾə̃ŋɡəbl̪iː
पहचानकर्ता	pɛɦt͡ʃä̃ːn̪kəɾt̪äː
मअनी	mäːn̪iː
मुख्यधारा	mʊkʰjəd̪ʱäːɾäː
अँतड़ी	ə̃n̪t̪ɽiː
मज़ा	məd͡ʒäː
ज़मीन	d͡ʒəmĩːn̪
ज्ञानी	ɡjäːn̪iː
बहराइच	bɛɦɾäːɪt͡ʃ
चुंबकीय	t͡ʃʊ̃mbəkiːjᵊ
एजेंसी	eːd͡ʒẽːn̪s̪iː
कमज़ोर	kə̃md͡ʒoːɾ
सराबोर	s̪əɾäːboːɾ
वाद्ययंत्र	ʋäːd̪jəjə̃n̪t̪ɾᵊ
दरवाज़ा	d̪əɾʋäːzäː
ब्राज़िल	bɾäːd͡ʒɪl̪
समर्थन	s̪əməɾt̪ʰə̃n̪
सिक्का	s̪ɪk̚käː
लौंग	l̪ɔ̃ːŋɡ
छाई	t͡ʃʰäːiː
क़ासिद	qäːs̪ɪd̪
सांडा	s̪ä̃ːɳɖäː
अंकगणित	ə̃ŋkɡəɳɪt̪
सजावटी	s̪əd͡ʒäːʋʈiː
बसेरा	bəs̪eːɾäː
भरोसेमंद	bʱəɾoːs̪eːmə̃n̪d̪
दफ़न	d̪əfn̪
सिंचाई	s̪ɪ̃n̪t͡ʃäːiː
राइफ़ल	ɾäːɪfəl̪
गांधीगिरी	ɡä̃ːn̪d̪ʱiːɡɪɾiː
अकादमिक	əkäːd̪mɪk
कुसूर	qʊs̪uːɾ
मजमून	məzmũːn̪
इमारत	ɪmäːɾət̪
हरिस	ɦəɾɪs̪
हर्ष	ɦəɾʃ
स्थगित	s̪t̪ʰəɡɪt̪
ठहरना	ʈʰɛɦɛɾn̪äː
छोग्याल	t͡ʃʰoːɡjäːl̪
सप्तक	s̪əpt̪ək
वरुण	ʋəɾʊ̃ɳ
पायदान	päːjd̪ä̃ːn̪
संरचना	s̪ə̃ɾət͡ʃn̪äː
आवाज	äːʋäːz
ताशकंद	t̪äːʃkə̃n̪d̪
माजरा	mäːd͡ʒɾäː
अन्तर्गत	ə̃n̪t̪əɾɡət̪
विभाजन	ʋɪbʱäːd͡ʒə̃n̪
हल्का	ɦəl̪käː
मुदाख़लत	mʊd̪äːkʰəl̪ət̪
काफ़ी	käːpʰiː
चकाचौंध	t͡ʃəkäːt͡ʃɔ̃ːn̪d̪ʱ
ज़ुकाम	d͡ʒʊkä̃ːm
होनेवाली	ɦoːn̪eːʋäːl̪iː
विद्यार्थी	ʋɪd̪jäːɾt̪ʰiː
जलचालित	d͡ʒəl̪t͡ʃäːl̪ɪt̪
नृत्त	n̪ɾɪt̪t̪
शख़्सियत	ʃəkʰs̪ijət̪
फाड़ी	pʰäːɽiː
अनुप्रास	ən̪ʊpɾäːs̪
बंबा	bə̃mbäː
इंच	ɪ̃n̪t͡ʃ
ग्रंथकार	ɡɾə̃n̪t̪ʰkäːɾ
रौशनी	ɾɔːʃn̪iː
अव्वल	əʋʋəl̪
अफगानिस्तान	əfɣäːn̪ɪs̪t̪ä̃ːn̪
उंचाई	ʊ̃n̪t͡ʃäːiː
मयस्सर	məjəs̪s̪əɾ
पारी	päːɾiː
कसरत	kəs̪ɾət̪
सरीसृप	s̪əɾiːs̪ɾɪp
शिकंजी	ʃɪkə̃n̪d͡ʒiː
पंचायत	pə̃n̪t͡ʃäːjət̪
तलब	t̪əl̪əb
सुबह	s̪ʊbʱə
आयोजित	äːjoːd͡ʒɪt̪
गली	ɡəl̪iː
सार्थक	s̪äːɾt̪ʰək
इनसाफ़	ɪ̃n̪s̪äːpʰ
माह	mäːɦ
जिनका	d͡ʒɪ̃n̪käː
बेड़ा	beːɽäː
उपभाषा	ʊpəbʱäːʃäː
आसन	äːs̪ə̃n̪
निहत्था	n̪ɪɦət̪̚t̪ʰäː
भूमंडल	bʱuːmə̃ɳɖəl̪
संवाददाता	s̪ə̃mwäːd̪̚d̪äːt̪äː
रक़्स	ɾəks̪
नाइनसाफ़ी	n̪äːɪ̃n̪s̪äːpʰiː
हिंदुस्तानी	ɦɪ̃n̪d̪ʊs̪t̪äːn̪iː
आधुनिकीकरण	äːd̪ʱʊn̪ɪkiːkəɾə̃ɳ
बाक़ी	bäːkiː
पचानवे	pət͡ʃä̃ːn̪weː
नवीन	n̪əviːn̪
मॉरीतानिया	mɔɾiːt̪äːn̪ijäː
अनाधिकारिक	ən̪äːd̪ʱɪkäːɾɪk
खलिहान	kʰəl̪ɪɦä̃ːn̪
ख़ूबसूरत	kʰuːbs̪uːɾət̪
दूरभाष	d̪uːɾbʱäːʃ
सीनेट	s̪iːn̪eːʈ
हेज़लनट	ɦeːd͡ʒəl̪n̪əʈ
अंबा	ə̃mbäː
चुलबुल	t͡ʃʊl̪bʊl̪
इज़ाफ़ा	ɪzäːfäː
अमरावती	ə̃mɾäːʋət̪iː
सकल	s̪əkəl̪
अखिल	əkʰɪl̪
उम्दा	ʊ̃md̪äː
मूर्खता	muːɾkʰət̪äː
सक्त	s̪əkt̪
शिनाख़्त	ʃɪn̪äːkʰt̪
नौसिखिया	n̪ɔːs̪ɪkʰijäː
इंतक़ाम	ɪ̃n̪t̪əqä̃ːm
तबाशीर	t̪əbäːʃiːɾ
उल्का	ʊl̪käː
भूस्खलन	bʱuːs̪kʰəl̪ə̃n̪
लोकनृत्य	l̪oːkn̪ɾɪt̪jᵊ
गाँधी	ɡä̃ːn̪d̪ʱiː
इस्पात	ɪs̪päːt̪
अवाम	əʋä̃ːm
भाषाविज्ञान	bʱäːʃäːʋɪɡjä̃ːn̪
अलापना	əl̪äːpn̪äː
इंक़लाब	ɪ̃n̪kəl̪äːb
सर	s̪əɾ
कायर	käːjəɾ
प्रतिमाह	pɾət̪ɪmäːɦ
आत्मिक	äːt̪mɪk
विनीत	ʋɪn̪iːt̪
धोखा	d̪ʱoːkʰäː
सहचर	s̪ɛɦt͡ʃəɾ
उसांस	ʊs̪ä̃ːs̪
अहिंसक	əɦɪ̃n̪s̪ək
सहायता	s̪əɦäːjt̪äː
अभियांत्रिकी	əbʱijä̃ːn̪t̪ɾɪkiː
मास्क	mäːs̪k
दुश्वार	d̪ʊʃʋäːɾ
खीसा	kʰiːs̪äː
एस्पेरान्तो	eːs̪peːɾä̃ːn̪t̪oː
रेल	ɾeːl̪
इकानवे	ɪkä̃ːn̪weː
नमश्कार	n̪əməʃkäːɾ
नमाज़	n̪əmäːz
सुंदरता	s̪ʊ̃n̪d̪əɾt̪äː
प्रतिफल	pɾət̪ɪpʰəl̪
संवत्सर	s̪ə̃mwət̪s̪əɾ
नेत्र	n̪eːt̪ɾ
जिना	zɪn̪äː
खुलकर	kʰʊl̪kəɾ
फलना	pʰəl̪n̪äː
आड़ा	äːɽäː
पाटन	päːʈə̃n̪
दुअन्नी	d̪ʊə̃n̪n̪iː
फ़िरंग	pʰɪɾə̃ŋɡ
प्रदूषण	pɾəd̪uːʃə̃ɳ
हिया	ɦijäː
क्लास	kl̪äːs̪
छिड़काव	t͡ʃʰɪɽkäːʋ
काबुल	käːbʊl̪
सुनार	s̪ʊn̪äːɾ
उपलब्धि	ʊpl̪əbd̪ʱiː
शुष्क	ʃʊʃk
बाख़ुदा	bäːkʰʊd̪äː
प्रेम	pɾẽːm
मस्जिद	məs̪d͡ʒɪd̪
बुझाना	bʊd͡ʒʱäːn̪äː
गिरजाघर	ɡɪɾd͡ʒäːɡʱəɾ
स्थापित	s̪t̪ʰäːpɪt̪
सरीखा	s̪əɾiːkʰäː
अज़ीम	əzĩːm
संदेश	s̪ə̃n̪d̪eːʃ
ख़ुशहाल	xʊʃɦäːl̪
धँसना	d̪ʱə̃s̪n̪äː
वासुदेव	ʋäːs̪ʊd̪eːʋ
जनकपुर	d͡ʒən̪əkpʊɾ
चाबी	t͡ʃäːbiː
अल्लाह	əl̪l̪äːɦ
तमग़ा	t̪ə̃mɡäː
बन्दूक़	bə̃n̪d̪uːq
आर्यन	äːɾjə̃n̪
ख़िदमतगार	xɪd̪mət̪ɡäːɾ
गोष्ठी	ɡoːʃʈʰiː
जनपद	d͡ʒə̃n̪pəd̪
अछूता	ət͡ʃʰuːt̪äː
नफ़रत	n̪əpʰɾət̪
साहूकार	s̪äːɦuːkäːɾ
पलक	pəl̪ək
एलची	eːl̪t͡ʃiː
डकार	ɖəkäːɾ
राजकुमारी	ɾäːd͡ʒkʊmäːɾiː
सलहज	s̪əl̪ɛɦɛd͡ʒ
सरसठ	s̪əɾs̪əʈʰ
ख़्वाजा	xʋäːd͡ʒäː
परेशानी	pəɾeːʃäːn̪iː
किन	kɪ̃n̪
जनजाति	d͡ʒə̃n̪d͡ʒäːt̪iː
गड़बड़झाला	ɡəɽbəɽd͡ʒʱäːl̪äː
पानी	päːn̪iː
अगरबत्ती	əɡəɾbət̪̚t̪iː
महताब	mɛɦt̪äːb
कार्यालय	käːɾjäːl̪əj
अलीगढ़	əl̪iːɡəɽʱ
पिसाई	pɪs̪äːiː
निषेचन	n̪ɪʃeːt͡ʃə̃n̪
उपनिर्देशक	ʊpn̪ɪɾd̪eːʃək
हिरासत	ɦɪɾäːs̪ət̪
पहर	pɛɦɛɾ
सरूर	s̪əɾuːɾ
शब्दावली	ʃəbd̪äːʋl̪iː
मंडप	mə̃ɳɖəp
फेंकना	pʰẽːŋkn̪äː
बख़ील	bəxiːl̪
कार्गो	käːɾɡoː
अज़रबैजान	əzəɾbɛːd͡ʒä̃ːn̪
फंदा	pʰə̃n̪d̪äː
स्टेटस	s̪ʈeːʈəs̪
चन्द्र	t͡ʃə̃n̪d̪ɾᵊ
लोभ	l̪oːbʱ
गोड़ना	ɡoːɽn̪äː
क्या	kjäː
नामांकन	n̪äːmä̃ːkə̃n̪
क़िस्त	kɪs̪t̪
जमाख़ोरी	d͡ʒəmäːkʰoːɾiː
यिर्मियाह	jɪɾmijäːɦ
जहाज	d͡ʒəɦäːz
इज़्ज़त	ɪd̚d͡ʒət̪
तेरह	t̪eːɾäː
तीरंदाज़ी	t̪iːɾə̃n̪d̪äːziː
जाँबाज़	d͡ʒä̃ːmbäːd͡ʒ
अगिन	əɡɪ̃n̪
बदतरीन	bəd̪̚t̪əɾĩːn̪
आरोप	äːɾoːp
क़स्बा	qəs̪bäː
हिमाक़त	ɦɪmäːqət̪
उपजना	ʊpəd͡ʒn̪äː
गर्म	ɡəɾə̃m
थर्राना	t̪ʰəɾɾäːn̪äː
रोज़गार	ɾoːzɡäːɾ
शहज़ादी	ʃɛɦd͡ʒäːd̪iː
स्वीकारना	s̪ʋiːkäːɾn̪äː
कठमुल्ला	kəʈʰmʊl̪l̪äː
बंदूक़	bə̃n̪d̪uːq
अश्लील	əʃl̪iːl̪
हितैषी	ɦɪt̪ɛːʃiː
उज़्बेकिस्तान	ʊzbeːkɪs̪t̪ä̃ːn̪
कुआँ	kʊä̃ː
रियायत	ɾijäːjət̪
छेना	t͡ʃʰeːn̪äː
नौसेना	n̪ɔːs̪eːn̪äː
अराजकवादी	əɾäːd͡ʒəkwäːd̪iː
वास्तु	ʋäːs̪t̪uː
व्हेल	ʋɦeːl̪
सवेरा	s̪əʋeːɾäː
सौर	s̪ɔːɾ
विराटनगर	ʋɪɾäːʈn̪əɡəɾ
नीड़ज	n̪iːɽəd͡ʒ
बन	bə̃n̪
पीन	pĩːn̪
संकल्प	s̪ə̃ŋkəl̪p
दूरबीन	d̪uːɾbĩːn̪
कितने	kɪt̪̚n̪eː
स्वकीय	s̪ʋəkiːjᵊ
दर्दनाक	d̪əɾd̪̚n̪äːk
मशीनरी	məʃĩːn̪ɾiː
डिमांड	ɖɪmä̃ːɳɖ
सेवक	s̪eːʋək
संतुलन	s̪ə̃n̪t̪ʊl̪ə̃n̪
लेनिनवाद	l̪eːn̪ɪ̃n̪wäːd̪
जैतून	d͡ʒɛːt̪ũːn̪
झा	d͡ʒʱäː
प्रोटीन	pɾoːʈĩːn̪
रस्सी	ɾəs̪s̪iː
व्याख्यान	ʋjäːkʰjä̃ːn̪
ख़मियाज़ा	kʰəmijäːd͡ʒäː
अवधारणा	əʋd̪ʱäːɾɳäː
स्तूप	s̪t̪uːp
शीर्ष	ʃiːɾʃ
लोकनायक	l̪oːkn̪äːjək
यथाक्रम	jət̪ʰäːkɾə̃m
बल्लेबाज़	bəl̪l̪eːbäːd͡ʒ
जलाऊ	d͡ʒəl̪äːuː
थापना	t̪ʰäːpn̪äː
नागरिक	n̪äːɡɾɪk
क़स्बा	kəs̪bäː
निसार	n̪ɪs̪äːɾ
समयसारिणी	s̪əməjs̪äːɾɪɳiː
साप्ताहिक	s̪äːpt̪äːɦɪk
अधिनियम	əd̪ʱɪn̪ijə̃m
बूंद	bũːn̪d̪
छोड़ना	t͡ʃʰoːɽn̪äː
रंगमंच	ɾə̃ŋɡmə̃n̪t͡ʃ
चव्वन	t͡ʃəʋʋə̃n̪
महल	mɛɦɛl̪
तंबाकु	t̪ə̃mbäːkuː
उमस	ʊməs̪
सभा	s̪əbʱäː
वंटन	ʋə̃ɳʈə̃n̪
मानसिक	mä̃ːn̪s̪ɪk
महमूद	mɛɦmuːd̪
अनाम	ən̪ä̃ːm
जमशेदपुर	d͡ʒə̃mʃeːd̪pʊɾ
शिल्प	ʃɪl̪p
कर्मचारी	kəɾmət͡ʃäːɾiː
ब्रह्म	bɾɛɦmᵊ
सब	s̪əb
छाछ	t͡ʃʰäːt͡ʃʰ
ख़िताब	xɪt̪äːb
ख़ानसामा	xä̃ːn̪s̪äːmäː
राजनीति	ɾäːd͡ʒn̪iːt̪iː
भाई	bʱäːiː
ख़ामी	kʰäːmiː
संवर्धन	s̪ə̃mwəɾd̪ʱə̃n̪
अकाज	əkäːd͡ʒ
बुलंद	bʊl̪ə̃n̪d̪
मचलना	mət͡ʃəl̪n̪äː
भीगा	bʱiːɡäː
सर्द	s̪əɾd̪
विना	ʋɪn̪äː
सौंफ	s̪ɔ̃ːmpʰ
ँ	ə̃
तमाचा	t̪əmäːt͡ʃäː
कुप्पी	kʊp̚piː
धर्मपरायण	d̪ʱəɾmpəɾäːjə̃ɳ
आग़ोश	äːɣoːʃ
रेज़गारी	ɾeːd͡ʒɡäːɾiː
छोले	t͡ʃʰoːl̪eː
पेशाब	peːʃäːb
पुट्ठा	pʊʈ̚ʈʰäː
ढेला	ɖʱeːl̪äː
नाच	n̪äːt͡ʃ
स्नेही	s̪n̪eːɦiː
कठघरा	kəʈʰɡʱəɾäː
जुताई	d͡ʒʊt̪äːiː
लाजवर्द	l̪äːd͡ʒʋəɾd̪
कक्ष	kəkʃ
अनुयायी	ən̪ʊjäːjiː
बिछना	bɪt͡ʃʰn̪äː
अभियंत्रण	əbʱijə̃n̪t̪ɾə̃ɳ
झेलना	d͡ʒʱeːl̪n̪äː
शासनहीनता	ʃäːs̪ə̃n̪ɦiːn̪ət̪äː
अधूरा	əd̪ʱuːɾäː
असहयोग	əs̪ɛɦjoːɡ
इंतख़ाब	ɪ̃n̪t̪əxäːb
टिण्डा	ʈɪ̃ɳɖäː
बत्तख	bət̪̚t̪əkʰ
नीति	n̪iːt̪iː
सामान	s̪äːmä̃ːn̪
घातीय	ɡʱäːt̪iːjᵊ
जोर्जिया	d͡ʒoːɾd͡ʒijäː
क़द्दावर	kəd̪̚d̪äːʋəɾ
छापामार	t͡ʃʰäːpäːmäːɾ
नानस	n̪äːn̪əs̪
अभिमानी	əbʱɪmäːn̪iː
बिस्मिल्ला	bɪs̪mɪl̪l̪äː
विक्रम	ʋɪkɾə̃m
नायब	n̪äːjəb
विशेषज्ञ	ʋɪʃeːʃəɡj
राष्ट्रवाद	ɾäːʃʈɾəʋäːd̪
आठ	äːʈʰ
केपटाउन	keːpʈäːʊ̃n̪
आग़ा	äːɡäː
बदतमीज़	bəd̪̚t̪əmiːz
निष्क्रिय	n̪ɪʃkɾɪj
घृणास्पद	ɡʱɾɪɳäːs̪pəd̪
मोमबत्ती	mõːmbət̪̚t̪iː
कल्पना	kəl̪pən̪äː
रक्तपात	ɾəkt̪päːt̪
