เกลือก	klɯa̯k̚˨˩
วูบ	wuːp̚˥˩
คลาส	kʰlaːs˥˩,kʰlaːt̚˥˩
กลด	klot̚˨˩
ไวพจน์	waj˧.pʰot̚˦˥
ปลายแขน	plaːj˧.kʰɛːn˩˩˦
คางคกขึ้นวอ	kʰaːŋ˧.kʰok̚˦˥.kʰɯn˥˩.wɔː˧
ยล	jon˧
โอลิงกีโต	ʔoː˧.liŋ˧.kiː˧.toː˧
หมาต๋า	maː˩˩˦.taː˩˩˦
ช้าก่อน	t͡ɕʰaː˦˥.kɔːn˨˩
อม	ʔom˧
สิงห์	siŋ˩˩˦
ธงชัย	tʰoŋ˧.t͡ɕʰaj˧
นุ่งลมห่มฟ้า	nuŋ˥˩.lom˧.hom˨˩.faː˦˥
เจดีย์	t͡ɕeː˧.diː˧
ชน	t͡ɕʰon˧.na˦˥.,t͡ɕʰon˧
มหึมา	ma˦˥.hɯ˨˩.maː˧
ด้าม	daːm˥˩
ราชันย์	raː˧.t͡ɕʰan˧
หมาบ้าน	maː˩˩˦.baːn˥˩
มลาบรี	ma˦˥.laː˧.briː˧
ฮานอย	haː˧.nɔːj˧
ความแห้ง	kʰwaːm˧.hɛːŋ˥˩
จ่า	t͡ɕaː˨˩
พรั่น	pʰran˥˩
ข้อบังคับ	kʰɔː˥˩.baŋ˧.kʰap̚˦˥
สัทสัมพันธ์	sat̚˨˩.tʰa˦˥.sam˩˩˦.pʰan˧
ท้องตรา	tʰɔːŋ˦˥.traː˧
สำรวจ	sam˩˩˦.rua̯t̚˨˩
กุหลาบ	ku˨˩.laːp̚˨˩
สำเภา	sam˩˩˦.pʰaw˧
ความโทรม	kʰwaːm˧.soːm˧
ซิง	siŋ˧
กะลาแลนด์	ka˨˩.laː˧.lɛːn˧
รุ่งโรจน์	ruŋ˥˩.roːt̚˥˩
กลุ่มอาการ	klum˨˩.ʔaː˧.kaːn˧
ใหญ่	jaj˨˩
ผบห.	pʰɔː˩˩˦.bɔː˧.hɔː˩˩˦
หน้าไม้	naː˥˩.maːj˦˥
ตุ๊กตุ๊ก	tuk̚˦˥.tuk̚˦˥
การบริหาร	kaːn˧.bɔː˧.ri˦˥.haːn˩˩˦
หมายขัง	maːj˩˩˦.kʰaŋ˩˩˦
นัยยะ	naj˧.jaʔ˦˥
เฉด	t͡ɕʰeːt̚˨˩
วิปครีม	wip̚˦˥.kʰriːm˧
อุทาน	ʔu˨˩.tʰaːn˧
นักภูมิศาสตร์	nak̚˦˥.pʰuː˧.mi˦˥.saːt̚˨˩
ประจุ	pra˨˩.t͡ɕuʔ˨˩
มณีปุระ	ma˦˥.niː˧.pu˨˩.raʔ˦˥
แคว	kʰwɛː˧
ศูนย์การค้า	suːn˩˩˦.kaːn˧.kʰaː˦˥
การฉ้อโกง	kaːn˧.t͡ɕʰɔː˥˩.koːŋ˧
ม๊า	maː˦˥
เชียร์ลีดเดอร์	t͡ɕʰia̯˧.liːt̚˨˩.dɤː˥˩
วิ่งควาย	wiŋ˥˩.kʰwaːj˧
ดิสโพรเซียม	dis˦˥.pʰroː˧.sia̯m˥˩
ส้น	son˥˩
สีสรรค์	siː˩˩˦.san˩˩˦
อมตะ	ʔa˨˩.ma˦˥.taʔ˨˩
ไถ่	tʰaj˨˩
เปลี่ยว	plia̯w˨˩
คณะ	kʰa˧.naʔ˦˥,kʰa˦˥.naʔ˦˥
ปลัดขิก	pa˨˩.lat̚˨˩.kʰik̚˨˩
สมุทรสงคราม	sa˨˩.mut̚˨˩.soŋ˩˩˦.kʰraːm˧
ตะไคร่	ta˨˩.kʰraj˥˩
ยาตรา	jaːt̚˥˩.traː˧
งง	ŋoŋ˧
รากดิน	raːk̚˥˩.din˧
กัศมีร์	kat̚˨˩.sa˨˩.miː˩˩˦
ลาวลุ่ม	laːw˧.lum˥˩
มโนธรรม	ma˦˥.noː˧.tʰam˧
สงวน	sa˨˩.ŋua̯n˩˩˦
เทียบ	tʰia̯p̚˥˩
เสร็จศึกฆ่าขุนพล	set̚˨˩.sɯk̚˨˩.kʰaː˥˩.kʰun˩˩˦.pʰon˧
การต่อสู้	kaːn˧.tɔː˨˩.suː˥˩
สะกด	sa˨˩.kot̚˨˩
วีระกรรม	wiː˧.ra˦˥.kam˧
เอส	ʔes˦˥,ʔeːs˦˥
สองสาม	sɔːŋ˩˩˦.saːm˩˩˦
ข้าวเหนียว	kʰaːw˥˩.nia̯w˩˩˦
เกรียม	kria̯m˧
ห้องนั่งเล่น	hɔŋ˥˩.naŋ˥˩.len˥˩
ว่ะ	waʔ˥˩
มั่นคง	man˥˩.kʰoŋ˧
หม่อน	mɔn˨˩
ปิตุลา	pi˨˩.tu˨˩.laː˧
เชื้อเพลิง	t͡ɕʰɯa̯˦˥.pʰlɤːŋ˧
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องกราด	klɔŋ˥˩.t͡ɕun˧.la˦˥.tʰat̚˦˥.ʔi˨˩.lek̚˦˥.trɔn˧.t͡ɕʰa˦˥.nit̚˦˥.sɔŋ˨˩.kraːt̚˨˩
ขำ	kʰam˩˩˦
รณรงค์	ron˧.na˦˥.roŋ˧
เหร่	reː˨˩
แข็งข้อ	kʰɛŋ˩˩˦.kʰɔː˥˩
เลขา	leː˧.kʰaː˩˩˦
ชาวสวน	t͡ɕʰaːw˧.sua̯n˩˩˦
พิริยะ	pʰi˦˥.ri˦˥.jaʔ˦˥
เปลี่ยนแปลง	plia̯n˨˩.plɛːŋ˧
วิสูตร	wi˦˥.suːt̚˨˩
ตรงนี้	troŋ˧.niː˦˥
ปลาหมึก	plaː˧.mɯk̚˨˩
เสริม	sɤːm˩˩˦
สาหัส	saː˩˩˦.hat̚˨˩
ภูมิใจ	pʰuːm˧.t͡ɕaj˧
ผ้าไหม	pʰaː˥˩.maj˩˩˦
ส่วนของเส้นตรง	sua̯n˨˩.kʰɔːŋ˩˩˦.sen˥˩.troŋ˧
มารวิชัย	maː˧.ra˦˥.wi˦˥.t͡ɕʰaj˧,maːn˧.wi˦˥.t͡ɕʰaj˧
ลิบ	lip̚˦˥
เล้า	law˦˥
โคตร	kʰoːt̚˥˩
กฎ	kot̚˨˩
เผยแพร่	pʰɤːj˩˩˦.pʰrɛː˥˩
น่าสงสาร	naː˥˩.soŋ˩˩˦.saːn˩˩˦
พญาณ	pʰa˦˥.jaːn˧
หมาหวงก้าง	maː˩˩˦.hua̯ŋ˩˩˦.kaːŋ˥˩
นิตยสาร	nit̚˦˥.ta˨˩.ja˦˥.saːn˩˩˦
เชิด	t͡ɕʰɤːt̚˥˩,t͡ɕʰɤt̚˥˩
ตราสาร	traː˧.saːn˩˩˦
ความขี้ขลาด	kʰwaːm˧.kʰiː˥˩.kʰlaːt̚˨˩
หมวย	mua̯j˩˩˦
รึ	rɯʔ˦˥
ท่อยาง	tʰɔː˥˩.jaːŋ˧
แกรไฟต์	krɛː˧.faj˦˥
เหตุผล	heːt̚˨˩.pʰon˩˩˦
ห้าว	haːw˥˩
โฑครี	tʰoː˧.kʰriː˧
น่ารักน่าชัง	naː˥˩.rak̚˦˥.naː˥˩.t͡ɕʰaŋ˧
คริสเตียน	kʰrit̚˦˥.sa˨˩.tia̯n˧
เวทย์มนตร์	weːt̚˥˩.mon˧
เลี้ยว	lia̯w˦˥
ปรตยาค	prot̚˨˩.ta˨˩.jaːk̚˥˩
น้ำหล่อสมองไขสันหลัง	naːm˦˥.lɔː˨˩.sa˨˩.mɔːŋ˩˩˦.kʰaj˩˩˦.san˩˩˦.laŋ˩˩˦
เห็ดหอม	het̚˨˩.hɔːm˩˩˦
หมูหรึ่ง	muː˩˩˦.rɯŋ˨˩
สปาเกตตี	sa˨˩.paː˧.ket̚˦˥.tiː˥˩
ตุนาหงัน	tu˨˩.naː˧.ŋan˩˩˦
หน้าปัด	naː˥˩.pat̚˨˩
ยกเว้น	jok̚˦˥.wen˦˥
มะเส็ง	ma˦˥.seŋ˩˩˦
นกกระสาปากพลั่ว	nok̚˦˥.kra˨˩.saː˩˩˦.paːk̚˨˩.pʰlua̯˥˩
เนื้อเยื่อ	nɯa̯˦˥.jɯa̯˥˩
เกย์	keː˧
วาซาบิ	waː˧.saː˧.biʔ˨˩
ราชอาณาจักรไทย	raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.tʰaj˧
จิรายุ	t͡ɕi˨˩.raː˧.juʔ˦˥
ปริซึม	pri˦˥.sɯm˥˩
โท่รห	tʰroː˥˩
คาบาเร่ต์	kʰaː˧.baː˧.reː˥˩
อาลีบาบา	ʔaː˧.liː˧.baː˧.baː˧
โป๊ยเซียน	poːj˦˥.sia̯n˧
เสียโฉม	sia̯˩˩˦.t͡ɕʰoːm˩˩˦
สันหลัง	san˩˩˦.laŋ˩˩˦
เฟอร์เมียม	fɤː˧.mia̯m˥˩
ตุ๊กตาเสียกบาล	tuk̚˦˥.ka˨˩.taː˧.sia̯˩˩˦.ka˨˩.baːn˧
ทำความสะอาด	tʰam˧.kʰwaːm˧.sa˨˩.ʔaːt̚˨˩
บริบท	bɔː˧.ri˦˥.bot̚˨˩
ระรัว	ra˦˥.rua̯˧
ฏ	tɔː˧
คั้น	kʰan˦˥
จริงจัง	t͡ɕiŋ˧.t͡ɕaŋ˧
ผู้จำหน่าย	pʰuː˥˩.t͡ɕam˧.naːj˨˩
มูเตลู	muː˧.teː˧.luː˧
ช่องไฟ	t͡ɕʰɔŋ˥˩.faj˧
เอเชีย	ʔeː˧.t͡ɕʰia̯˧
ความมั่นคง	kʰwaːm˧.man˥˩.kʰoŋ˧
สยิว	sa˨˩.jiw˩˩˦
กลีบดอก	kliːp̚˨˩.dɔːk̚˨˩
กระดาษชำระ	kra˨˩.daːt̚˨˩.t͡ɕʰam˧.raʔ˦˥
พวกเรา	pʰua̯k̚˥˩.raw˧
โขมด	kʰa˨˩.moːt̚˨˩
เกริก	krɤːk̚˨˩
เพื่อนบ้าน	pʰɯa̯n˥˩.baːn˥˩
สิ่ง	siŋ˨˩
คริสต์ศก	kʰrit̚˦˥.sok̚˨˩
ความรับผิดชอบ	kʰwaːm˧.rap̚˦˥.pʰit̚˨˩.t͡ɕʰɔːp̚˥˩
โทรศัพท์สาธารณะ	tʰoː˧.ra˦˥.sap̚˨˩.saː˩˩˦.tʰaː˧.ra˦˥.naʔ˦˥
พลวง	pʰlua̯ŋ˧
ขอโทษ	kʰɔː˩˩˦.tʰoːt̚˥˩
ธูป	tʰuːp̚˥˩
นาฬิกาอะตอม	naː˧.li˦˥.kaː˧.ʔa˨˩.tɔm˧
เพื่อน	pʰɯa̯n˥˩
หลอดไฟฟ้า	lɔːt̚˨˩.faj˧.faː˦˥
นิ้วนาง	niw˦˥.naːŋ˧
ก้าบ	kaːp̚˥˩
ซานมารีโน	saːn˧.maː˧.riː˧.noː˥˩
การทำนาบนหลังคน	tʰam˧.naː˧.bon˧.laŋ˩˩˦.kʰon˧
โหดเหี้ยม	hoːt̚˨˩.hia̯m˥˩
กลาก	klaːk̚˨˩
ดอน	dɔːn˧
ครบ	kʰrop̚˦˥
ความรับผิด	kʰwaːm˧.rap̚˦˥.pʰit̚˨˩
ขี้ข้า	kʰiː˥˩.kʰaː˥˩
โหนกแก้ม	noːk̚˨˩.kɛːm˥˩
แจง	t͡ɕɛːŋ˧
ตะพด	ta˨˩.pʰot̚˦˥
ลำนำนิทาน	lam˧.nam˧.ni˦˥.tʰaːn˧
สกี	sa˨˩.kiː˧
เมื่อ	mɯa̯˥˩
ผู้ดีตีนแดง	pʰuː˥˩.diː˧.tiːn˧.dɛːŋ˧
ก๋วยเตี๋ยว	kua̯j˩˩˦.tia̯w˩˩˦
เครื่องหมุนเหวี่ยง	kʰrɯa̯ŋ˥˩.mun˩˩˦.wia̯ŋ˨˩
นักภาษาศาสตร์	nak̚˦˥.pʰaː˧.saː˩˩˦.saːt̚˨˩
ความรัก	kʰwaːm˧.rak̚˦˥
เอางาน	ʔaw˧.ŋaːn˧
รู้สึก	ruː˦˥.sɯk̚˨˩
ยิ้มแย้มแจ่มใส	jim˦˥.jɛːm˦˥.t͡ɕɛm˨˩.saj˩˩˦
อาถรรพณ์	ʔaː˧.tʰan˩˩˦
หอฉัน	hɔː˩˩˦.t͡ɕʰan˩˩˦
หมุนเวียน	mun˩˩˦.wia̯n˧
โฆษณาชวนเชื่อ	kʰoːt̚˥˩.sa˨˩.naː˧.t͡ɕʰua̯n˧.t͡ɕʰɯa̯˥˩
วิกฤติ	wi˦˥.krit̚˨˩.ti˨˩.,wi˦˥.krit̚˨˩
บุรี	bu˨˩.riː˧
นอก	nɔːk̚˥˩
สุรเดช	su˨˩.ra˦˥.deːt͡ɕʰ˨˩
ศาสดา	saːt̚˨˩.sa˨˩.daː˧
บุฟเฟต์	bup̚˦˥.feː˥˩
มือเติบ	mɯː˧.tɤːp̚˨˩
จำบัง	t͡ɕam˧.baŋ˧
เฃียน	kʰia̯n˩˩˦
ท้อ	tʰɔː˦˥
ปีมะโว้	piː˧.ma˦˥.woː˦˥
เลสเบี้ยน	leːs˦˥.bia̯n˥˩
สงกรานต์	soŋ˩˩˦.kraːn˧
ดูกร	duː˧.kɔːn˧,duː˧.ka˨˩.raʔ˦˥
หิ่งห้อย	hiŋ˨˩.hɔj˥˩
ขึง	kʰɯŋ˩˩˦
สิ่งประดิษฐ์	siŋ˨˩.pra˨˩.dit̚˨˩
ออกทะเล	ʔɔːk̚˨˩.tʰa˦˥.leː˧
พิพากษา	pʰi˦˥.pʰaːk̚˥˩.saː˩˩˦
สมุทร	sa˨˩.mut̚˨˩,sa˨˩.mut̚˨˩.tʰra˦˥.
ชั่ว	t͡ɕʰua̯˥˩
กระดูกอ่อน	kra˨˩.duːk̚˨˩.ʔɔːn˨˩
ว่าที่	waː˥˩.tʰiː˥˩
ล่วง	lua̯ŋ˥˩
รถเครื่อง	rot̚˦˥.kʰrɯa̯ŋ˥˩
สารระเหย	saːn˩˩˦.ra˦˥.hɤːj˩˩˦
แคล	kʰɛːl˧,kʰɛl˧
บรรลัย	ban˧.laj˧
พุง	pʰuŋ˧
ลอยนวล	lɔːj˧.nua̯n˧
ตื่นขึ้น	tɯːn˨˩.kʰɯn˥˩
ช้อนโต๊ะ	t͡ɕʰɔːn˦˥.toʔ˦˥
ใจเร็ว	t͡ɕaj˧.rew˧
คานาอัน	kʰaː˧.naː˧.ʔan˧
ความผิดพลาด	kʰwaːm˧.pʰit̚˨˩.pʰlaːt̚˥˩
ความดัง	kʰwaːm˧.daŋ˧
การสบถ	kaːn˧.sa˨˩.bot̚˨˩
แบบ	bɛːp̚˨˩
ใจเย็น	t͡ɕaj˧.jen˧
ลาน	laːn˧
มังงะ	maŋ˧.ŋaʔ˦˥,maŋ˧.ŋaʔ˨˩
นั้น	nan˦˥
ตีความ	tiː˧.kʰwaːm˧
ปีศาจ	piː˧.saːt̚˨˩
มหาสารคาม	ma˦˥.haː˩˩˦.saː˩˩˦.ra˦˥.kʰaːm˧
เป็ดปักกิ่ง	pet̚˨˩.pak̚˨˩.kiŋ˨˩
พยากรณ์อากาศ	pʰa˦˥.jaː˧.kɔːn˧.ʔaː˧.kaːt̚˨˩
กว่า	kwaː˨˩
ตุ่ม	tum˨˩
การชันสูตรพลิกศพ	kaːn˧.t͡ɕʰan˧.na˦˥.suːt̚˨˩.pʰlik̚˦˥.sop̚˨˩
ค้นคว้า	kʰon˦˥.kʰwaː˦˥
ของกลาง	kʰɔːŋ˩˩˦.klaːŋ˧
ความกระตือรือร้น	kʰwaːm˧.kra˨˩.tɯː˧.rɯː˧.ron˦˥
คาถา	kʰaː˧.tʰaː˩˩˦
หนีบ	niːp̚˨˩
ขวา	kʰwaː˩˩˦
เกล็ดเลือด	klet̚˨˩.lɯa̯t̚˥˩
การกำราบ	kaːn˧.kam˧.raːp̚˨˩
ปาทังกา	paː˧.tʰaŋ˧.kaː˧
รติไฟ	ra˦˥.ti˨˩.faːj˧
มะเมียศก	ma˦˥.mia̯˧.sok̚˨˩
สาธารณสมบัติ	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.som˩˩˦.bat̚˨˩
นักบุญ	nak̚˦˥.bun˧
ถ่าน	tʰaːn˨˩
ผ่า	pʰaː˨˩
ชุม	t͡ɕʰum˧
การคว่ำบาตร	kaːn˧.kʰwam˥˩.baːt̚˨˩
ห่อน	hɔn˨˩
ฉลาด	t͡ɕʰa˨˩.laːt̚˨˩
กึ่งโลหะ	kɯŋ˨˩.loː˧.haʔ˨˩
ศักราช	sak̚˨˩.ka˨˩.raːt̚˨˩
กระบี่กระบอง	kra˨˩.biː˨˩.kra˨˩.bɔːŋ˧
รัตนะ	rat̚˦˥.ta˨˩.naʔ˦˥
เตาผิง	taw˧.pʰiŋ˩˩˦
นักคร่าพรหมจรรย์	nak̚˦˥.kʰraː˥˩.pʰrom˧.ma˦˥.t͡ɕan˧
ประชาชาติ	pra˨˩.t͡ɕʰaː˧.t͡ɕʰaːt̚˥˩
กรัม	kram˧
แปรงสีฟัน	prɛːŋ˧.siː˩˩˦.fan˧
คลื่นไส้	kʰlɯːn˥˩.saj˥˩
ทางด่วน	tʰaːŋ˧.dua̯n˨˩
การส่งผู้ร้ายข้ามแดน	kaːn˧.soŋ˨˩.pʰuː˥˩.raːj˦˥.kʰaːm˥˩.dɛːn˧
ซีเมนต์	siː˧.men˧
ยังไง	jaŋ˧.ŋaj˧
ชิวหา	t͡ɕʰiw˧.haː˩˩˦
ชานชาลา	t͡ɕʰaːn˧.t͡ɕʰaː˧.laː˧
พระพุทธเจ้าข้า	pʰra˦˥.pʰut̚˦˥.tʰa˦˥.t͡ɕaːw˥˩.kʰaː˥˩
กองทัพมด	kɔːŋ˧.tʰap̚˦˥.mot̚˦˥
ข้อสอบ	kʰɔː˥˩.sɔːp̚˨˩
หมด	mot̚˨˩
ถลก	tʰa˨˩.lok̚˨˩
ยีราฟ	jiː˧.raːp̚˦˥,jiː˧.raːf˦˥
ผู้ประกอบการ	pʰuː˥˩.pra˨˩.kɔːp̚˨˩.kaːn˧
การเปลี่ยน	kaːn˧.plia̯n˨˩
คำร้อง	kʰam˧.rɔːŋ˦˥
ร็อก	rɔk̚˦˥
กษัตรา	kra˨˩.sat̚˨˩.traː˧
สันดาป	san˩˩˦.daːp̚˨˩
เซรามิก	seː˧.raː˧.mik̚˨˩
อะนิเมะ	ʔa˨˩.ni˦˥.meʔ˦˥,ʔa˨˩.ni˦˥.meʔ˨˩
การเชิญ	kaːn˧.t͡ɕʰɤːn˧
มะม่วง	ma˦˥.mua̯ŋ˥˩
ซาแมเรียม	saː˧.mɛː˧.ria̯m˥˩
ไรแว๊	raj˧.wɛː˦˥
ย้อน	jɔːn˦˥
นิรโทษกรรม	ni˦˥.ra˦˥.tʰoːt̚˥˩.sa˨˩.kam˧
กริยาวิเศษณานุประโยค	kri˨˩.jaː˧.wi˦˥.seː˩˩˦.sa˨˩.naː˧.nu˦˥.pra˨˩.joːk̚˨˩,ka˨˩.ri˦˥.jaː˧.wi˦˥.seː˩˩˦.sa˨˩.naː˧.nu˦˥.pra˨˩.joːk̚˨˩
มิด	mit̚˦˥
ตั๊กแตน	tak̚˦˥.ka˨˩.tɛːn˧
มักง่าย	mak̚˦˥.ŋaːj˥˩
แม่ครัว	mɛː˥˩.kʰrua̯˧
คณะบดี	kʰa˦˥.na˦˥.bɔː˧.diː˧
ยาชา	jaː˧.t͡ɕʰaː˧
ตรา	traː˧
เย็ดเข้	jet̚˦˥.kʰeː˥˩
แตกหน่อ	tɛːk̚˨˩.nɔː˨˩
โจรห้าร้อย	t͡ɕoːn˧.haː˥˩.rɔːj˦˥
ทำแท้ง	tʰam˧.tʰɛŋ˦˥
ผึ้ง	pʰɯŋ˥˩
หมูตอน	muː˩˩˦.tɔːn˧
มวล	mua̯n˧
แถน	tʰɛːn˩˩˦
นักยกน้ำหนัก	nak̚˦˥.jok̚˦˥.nam˦˥.nak̚˨˩
บุรีรัมย์	bu˨˩.riː˧.ram˧
เบงกาลี	beːŋ˧.kaː˧.liː˧
การประณาม	kaːn˧.pra˨˩.naːm˧
ปทุมธานี	pa˨˩.tʰum˧.tʰaː˧.niː˧
ระเบิดปรมาณู	ra˦˥.bɤːt̚˨˩.pa˨˩.ra˦˥.maː˧.nuː˧
รองเท้าคีบ	rɔːŋ˧.tʰaːw˦˥.kʰiːp̚˥˩
เป็นแผล	pen˧.pʰlɛː˩˩˦
กลบบัตรสุมเพลิง	klop̚˨˩.bat̚˨˩.sum˩˩˦.pʰlɤːŋ˧
สำราญ	sam˩˩˦.raːn˧
แต๊ะเอีย	tɛʔ˦˥.ʔia̯˧
ขู่	kʰuː˨˩
อิงแอบ	ʔiŋ˧.ʔɛːp̚˨˩
เวลานี้	weː˧.laː˧.niː˦˥
สะพานลอย	sa˨˩.pʰaːn˧.lɔːj˧
สถานการณ์	sa˨˩.tʰaː˩˩˦.na˦˥.kaːn˧,sa˨˩.tʰaːn˩˩˦.na˦˥.kaːn˧
วางมวย	waːŋ˧.mua̯j˧
ฟลูออรีน	fluː˧.ʔɔː˧.riːn˧
ความถูกต้อง	kʰwaːm˧.tʰuːk̚˨˩.tɔŋ˥˩
ไวโอลิน	waj˧.ʔoː˧.lin˧
พวกเขา	pʰua̯k̚˥˩.kʰaw˩˩˦
โจ้	t͡ɕoː˥˩
แนบ	nɛːp̚˥˩
หลิว	liw˩˩˦
หวังว่า	waŋ˩˩˦.waː˥˩
เจอร์เมเนียม	t͡ɕɤː˧.meː˧.nia̯m˥˩
ปลิว	pliw˧
ปลอบ	plɔːp̚˨˩
โกอินเตอร์	koː˧.ʔin˧.tɤː˧
หมั้น	man˥˩
แจกจ่าย	t͡ɕɛːk̚˨˩.t͡ɕaːj˨˩
หม้อข้าวหม้อแกงลิง	mɔː˥˩.kʰaːw˥˩.mɔː˥˩.kɛːŋ˧.liŋ˧
หน้าตาย	naː˥˩.taːj˧
มองแรง	mɔːŋ˧.rɛːŋ˧
วิวรณ์	wi˦˥.wɔːn˧
ส้มจี๊ด	som˥˩.t͡ɕiːt̚˦˥
ดุ้น	dun˥˩
แข	kʰɛː˩˩˦
จังหัน	t͡ɕaŋ˧.han˩˩˦
อิสรภาพ	ʔit̚˨˩.sa˨˩.ra˨˩.pʰaːp̚˥˩
ไนล่อน	naj˧.lɔn˥˩
ฟันกรามน้อย	fan˧.kraːm˧.nɔːj˦˥
ถอดความ	tʰɔːt̚˨˩.kʰwaːm˧
ไพร่	pʰraj˥˩
การอนุญาต	kaːn˧.ʔa˨˩.nu˦˥.jaːt̚˥˩
เวรัมภา	weː˧.ram˧.pʰaː˧
เผลอ	pʰlɤː˩˩˦
เหยือก	jɯa̯k̚˨˩
ตัวใครตัวมัน	tua̯˧.kʰraj˧.tua̯˧.man˧
แปดสิบ	pɛːt̚˨˩.sip̚˨˩
โล้น	loːn˦˥
ปัทมา	pat̚˨˩.tʰa˦˥.maː˧
จุกนม	t͡ɕuk̚˨˩.nom˧
ไมล์	maj˧,maːj˧
นามานุประโยค	naː˧.maː˧.nu˦˥.pra˨˩.joːk̚˨˩
แทนทาลัม	tʰɛːn˧.tʰaː˧.lam˥˩,tʰɛn˧.tʰaː˧.lam˥˩
สิบเอ็ด	sip̚˨˩.ʔet̚˨˩
การนฤพาน	kaːn˧.na˦˥.rɯ˦˥.pʰaːn˧
สัส	sat̚˨˩
หมายศาล	maːj˩˩˦.saːn˩˩˦
ทรวง	sua̯ŋ˧
ครึ่งวงกลม	kʰrɯŋ˥˩.woŋ˧.klom˧
ยุบ	jup̚˦˥
ผู้โดยสาร	pʰuː˥˩.doːj˧.saːn˩˩˦
หุ่น	hun˨˩
ชานกำแพง	t͡ɕʰaːn˧.kam˧.pʰɛːŋ˧
อัลปากา	ʔan˧.paː˧.kaː˥˩
ผักสลัด	pʰak̚˨˩.sa˨˩.lat̚˨˩
มวลชน	mua̯n˧.t͡ɕʰon˧
ลุล่วง	lu˦˥.lua̯ŋ˥˩
ไชโย	t͡ɕʰaj˧.joː˧
ไพศาล	pʰaj˧.saːn˩˩˦
หัวหอม	hua̯˩˩˦.hɔːm˩˩˦
ทู่	tʰuː˥˩
มาถึง	maː˧.tʰɯŋ˩˩˦
นารายน์	naː˧.raːj˧
หรี่	riː˨˩
รูเบิล	ruː˧.bɤl˥˩
ข่าวลือ	kʰaːw˨˩.lɯː˧
ล้าสมัย	laː˦˥.sa˨˩.maj˩˩˦
อุ้ม	ʔum˥˩
อัญเชิญ	ʔan˧.t͡ɕʰɤːn˧
บันได	ban˧.daj˧
เพี้ยน	pʰia̯n˦˥
ถ่อง	tʰɔŋ˨˩
บัลเลต์	bal˧.leː˥˩,ban˧.leː˥˩
ปรอท	pa˨˩.rɔːt̚˨˩
ศักดินา	sak̚˨˩.di˨˩.naː˧
ดึงดูด	dɯŋ˧.duːt̚˨˩
หยวก	jua̯k̚˨˩
กระดูกน่อง	kra˨˩.duːk̚˨˩.nɔŋ˥˩
ควาน	kʰwaːn˧
แรงโน้มถ่วง	rɛːŋ˧.noːm˦˥.tʰua̯ŋ˨˩
โบย	boːj˧
วานซืน	waːn˧.sɯːn˧
กรรมการก	kam˧.ma˦˥.kaː˧.rok̚˦˥
พนัญเชิง	pʰa˦˥.nan˧.t͡ɕʰɤːŋ˧
ความพยายาม	kʰwaːm˧.pʰa˦˥.jaː˧.jaːm˧
เด้ง	deŋ˥˩
ก็อป	kɔp̚˦˥
ตุ่น	tun˨˩
มาลาวี	maː˧.laː˧.wiː˧
รังสีแกมมา	raŋ˧.siː˩˩˦.kɛm˧.maː˥˩,raŋ˧.siː˩˩˦.kɛːm˧.maː˥˩
พริกดอง	pʰrik̚˦˥.dɔːŋ˧
ก้านควบคุม	kaːn˥˩.kʰua̯p̚˥˩.kʰum˧
ความเด็ดขาด	kʰwaːm˧.det̚˨˩.kʰaːt̚˨˩
เกรปฟรูต	kreːp̚˦˥.fruːt̚˦˥
แอนตาร์กติกา	ʔɛn˧.taːk̚˦˥.ti˨˩.kaː˥˩
รอยร้าว	rɔːj˧.raːw˦˥
ประปา	pra˨˩.paː˧
พรุ่งนี้	pʰruŋ˥˩.niː˦˥
สั้น	san˥˩
แสวง	sa˨˩.wɛːŋ˩˩˦
ชลบุรี	t͡ɕʰon˧.bu˨˩.riː˧
ลงแขก	loŋ˧.kʰɛːk̚˨˩
ปรมินทร์	pa˨˩.ra˦˥.min˧,pa˨˩.ra˦˥.min˧.tʰra˦˥.,pɔː˧.ra˦˥.min˧,pɔː˧.ra˦˥.min˧.tʰra˦˥.
ถุง	tʰuŋ˩˩˦
อาจารย์	ʔaː˧.t͡ɕaːn˧
ตะวัน	ta˨˩.wan˧
หูด	huːt̚˨˩
โคโลญจ์	kʰoː˧.loːn˧
ปรัสเซีย	prat̚˨˩.sia̯˧
กฎบัตร	kot̚˨˩.bat̚˨˩
วิสัญญี	wi˦˥.san˩˩˦.jiː˧
ขวาง	kʰwaːŋ˩˩˦
นิรุกติ	ni˦˥.ruk̚˦˥.tiʔ˨˩
คอ	kʰɔː˧
สาน	saːn˩˩˦
ก็	kɔː˥˩,kɔʔ˥˩
กังวาน	kaŋ˧.waːn˧
กลาโหม	ka˧.laː˧.hoːm˩˩˦,ka˨˩.laː˧.hoːm˩˩˦
อารยธรรม	ʔaː˧.ra˦˥.ja˦˥.tʰam˧
เหงา	ŋaw˩˩˦
พริกไทยดำ	pʰrik̚˦˥.tʰaj˧.dam˧
ทิวากร	tʰi˦˥.waː˧.kɔːn˧
เครื่องชงกาแฟ	kʰrɯa̯ŋ˥˩.t͡ɕʰoŋ˧.kaː˧.fɛː˧
รายละเอียด	raːj˧.la˦˥.ʔia̯t̚˨˩
