بچووک	.bi.çûk
فرۆشران	.fi.roş.ran
ئەبێ	.ʔe.bê
قوتابخانە	.qu.tab.xa.ne
دێنێ	.dê.nê
سەرکەوتن	.ser.kew.tin
کەچا	.ke.ça
دەقە	.de.qe
هاوسەرۆکی	.haw.se.ro.kî
ڕۆژنامەنووسان	.řoj.na.me.nû.san
تۆمارکراوە	.to.mar.ki.ra.we
کەسایەتییە	.ke.sa.ye.tî.ye
دەبەن	.de.ben
راپرسنامەکەیان	.ra.pirs.na.me.ke.yan
وا	.wa
هەزار	.he.zar
سیابەند	.sya.bend
پێشانگاکان	.pê.şan.ga.kan
سەرووی	.se.rûy
ئەزموون	.ʔez.mûn
بەرفراوان	.ber.fi.ra.wan
گۆران	.go.ran
گۆڵی	.go.łî
سەبری	.seb.rî
شت	.şit
هانی	.ha.nî
وابێ	.wa.bê
تاوەکو	.ta.we.ku
لایەنگری	.la.yen.gi.rî
تورکییەوە	.tur.kî.ye.we
بەرچاوترن	.ber.çaw.ti.rin
پێداچوونەوەی	.pê.da.çû.ne.wey
بورهان	.bur.han
ماونەتەوە	.maw.ne.te.we
جارانیش	.ca.ra.nîş
شەممە	.şem.me
ئاستێکی	.ʔas.tê.kî
بەڵکوو	.beł.kû
بەشێک	.be.şêk
کۆسپە	.kos.pe
چەنێتییە	.çe.nê.tî.ye
لقی	.li.qî
رەوتێکی	.rew.tê.kî
درۆشمەکەی	.di.roş.me.key
دەستەوە	.des.te.we
هیوای	.hî.way
چەوساندنەوەیە	.çew.san.di.ne.we.ye
نیشان	.nî.şan
نووسەرانی	.nû.se.ra.nî
مووچەی	.mû.çey
بەسەردا	.be.ser.da
ناردووە	.nar.du.we
تایبەتیش	.tay.be.tîş
کۆمەڵگایە	.ko.meł.ga.ye
جۆرەکانی	.co.re.ka.nî
ڕاگەیاندنی	.řa.ge.yan.di.nî
سەربازە	.ser.ba.ze
ما	.ma
گرنگ	.gi.ring
شەش	.şeş
پاسداران	.pas.da.ran
باوەڕە	.ba.we.ře
دەستکەوت	.dest.kewt
خەون	.xewn
سووڕ	.sûř
هەبووبێ	.he.bû.bê
کارزان	.kar.zan
سانسۆرکردنی	.san.sor.kir.di.nî
بەرەکانی	.be.re.ka.nî
وە	.we
ئەمڕۆش	.ʔem.řoş
بکۆچدرێن	.bi.koç.di.rên
حکوومەتەکانی	.ḧi.kû.me.te.ka.nî
رێکخراوانەیان	.rêk.xi.ra.wa.ne.yan
مەسیحی	.me.sî.ḧî
باوەڕیان	.ba.weř.yan
لیوا	.lî.wa
خۆزات	.xo.zat
هەڵویستیان	.heł.wîst.yan
دەربڕیوە	.der.bi.řî.we
ئەو	.ʔew
ملی	.mi.lî
دەگرن	.de.gi.rin
ئازادە	.ʔa.za.de
بەشێوەیەک	.be.şê.we.yek
رێبەرەوە	.rê.be.re.we
کراوەن	.ki.ra.wen
قازی	.qa.zî
کەچی	.ke.çî
کێشە	.kê.şe
ڕۆژهەلاتی	.řoj.he.la.tî
شەهیدی	.şe.hî.dî
بەدوور	.be.dûr
رێکخراونەتەوە	.rêk.xi.raw.ne.te.we
ماوەیەدا	.ma.we.ye.da
واقیع	.wa.qîƹ
کۆمپانیا	.kom.pan.ya
بەیبوون	.bey.bûn
هەمیش	.he.mîş
شیعری	.şîƹ.rî
بکڕن	.bi.ki.řin
بدینرێنەوە	.bi.dîn.rê.ne.we
خۆشەویستی	.xo.şe.wîs.tî
جێگری	.cê.gi.rî
جۆراو	.co.raw
چاتر	.ça.tir
ترس	.tirs
ئیبراهیم	.ʔîb.ra.hîm
کاری	.ka.rî
کاریگەرە	.ka.rî.ge.re
والی	.wa.lî
هەنووکە	.he.nû.ke
ڕێزگرتن	.řêz.gir.tin
دانەوەی	.da.ne.wey
بەزەیی	.be.ze.yî
سزادران	.si.za.di.ran
ئاکامە	.ʔa.ka.me
پاش	.paş
کوتلەی	.kut.ley
ماڵپەڕانە	.mał.pe.řa.ne
بەڵێنی	.be.łê.nî
بەشداریان	.beş.dar.yan
نەدەکەوت	.ne.de.kewt
وەفدێکی	.wef.dê.kî
نێوانی	.nê.wa.nî
ساڵانەوە	.sa.ła.ne.we
دەبێتە	.de.bê.te
ئیخوان	.ʔîx.wan
زانایانی	.za.na.ya.nî
حکوومەتییە	.ḧi.kû.me.tî.ye
ناکۆکیگەلی	.na.ko.kî.ge.lî
شێعری	.şêƹ.rî
مرۆڤێکە	.mi.ro.vê.ke
کراون	.ki.ra.win
سینەماکاری	.sî.ne.ma.ka.rî
دەداتە	.de.da.te
هۆکاری	.ho.ka.rî
کرێکار	.ki.rê.kar
تێدەکۆشی	.tê.de.ko.şî
ئاڵن	.ʔa.łin
نوێی	.nwêy
پرسیارەکانی	.pirs.ya.re.ka.nî
دەخوێننەوە	.de.xwê.ni.ne.we
زۆرەوە	.zo.re.we
خزم	.xi.zim
چەسپاندنی	.çes.pan.di.nî
مەلەدی	.me.le.dî
بڵاویکردەوە	.bi.ła.wî.kir.de.we
نادات	.na.dat
کرام	.ki.ram
بوارێکدا	.bwa.rêk.da
نەمتوانی	.nem.twa.nî
ئەز	.ʔez
چمک	.çimk
ستوکهۆڵمەوە	.si.tuk.hoł.me.we
لکێنەری	.li.kê.ne.rî
هێمینگوەی	.hê.mîng.wey
کردبێ	.kir.di.bê
ئینتەرنەتدا	.ʔîn.ter.net.da
ئاخافتن	.ʔa.xaf.tin
چەکدارەکانی	.çek.da.re.ka.nî
کێبەرکێگەلێک	.kê.ber.kê.ge.lêk
گەلاوێژ	.ge.la.wêj
باڵی	.ba.łî
بەرپرسەکانی	.ber.pir.se.ka.nî
بڵاوکردنەوەوە	.bi.ław.kir.di.ne.we.we
هاتوونەتە	.ha.tû.ne.te
لێپرسینەوەیەک	.lê.pir.sî.ne.we.yek
عێراق	.ƹê.raq
بڵێین	.bi.łêyn
بنووسرێ	.bi.nûs.rê
نووسیندا	.nû.sîn.da
کوردیگەلە	.kur.dî.ge.le
سەرکوتی	.ser.ku.tî
هیچ	.hîç
نێت	.nêt
دیکەشی	.dî.ke.şî
گرتن	.gir.tin
هەڵگوێسدراون	.heł.gwês.di.ra.win
گەورەتر	.gew.re.tir
بەیرووتەوە	.bey.rû.te.we
هەنگاوەکانی	.hen.ga.we.ka.nî
بەلاش	.be.laş
کوردیان	.kurd.yan
نزیک	.ni.zîk
وێڕای	.wê.řay
بینیندا	.bî.nîn.da
گرووپانی	.gi.rû.pa.nî
گریان	.gir.yan
باڵا	.ba.ła
عەشقیان	.ƹeşq.yan
خڕیان	.xiř.yan
فۆرم	.form
قۆناغەکانی	.qo.na.ẍe.ka.nî
سەنگ	.seng
فەرهەنگییەدا	.fer.hen.gî.ye.da
مۆدێلی	.mo.dê.lî
هاووڵاتی	.haw.wi.ła.tî
فراوان	.fi.ra.wan
کوردییەکاندا	.kur.dî.ye.kan.da
کاتێکیش	.ka.tê.kîş
ڕاستەقینەی	.řas.te.qî.ney
سۆسیال	.sos.yal
نوێبنیانەکەی	.nwê.bin.ya.ne.key
بهێنین	.bi.hê.nîn
دەرکەوتووە	.der.kew.tu.we
پەڵپێکە	.peł.pê.ke
هاوار	.ha.war
کۆمیسیۆنی	.ko.mîs.yo.nî
کەناڵی	.ke.na.łî
دەکەن	.de.ken
نەکربوو	.ne.kir.bû
گۆڕێ	.go.řê
دەوێ	.de.wê
ئارخا	.ʔar.xa
دەژین	.de.jîn
دەخایێنێ	.de.xa.yê.nê
نادرکێنن	.na.dir.kê.nin
بەردەوامیی	.ber.de.wa.mîy
باکووری	.ba.kû.rî
پێشکەشی	.pêş.ke.şî
پەوند	.pewnd
شەممەی	.şem.mey
چیرۆک	.çî.rok
جگەرخوێنیش	.ci.ger.xwê.nîş
دایانگرن	.da.yan.gi.rin
دەگێڕاوە	.de.gê.řa.we
زانیوە	.za.nî.we
سوێندیان	.swênd.yan
شەریف	.şe.rîf
تەمموز	.tem.muz
گوتیان	.gut.yan
ئاسمانی	.ʔas.ma.nî
عەرەبی	.ƹe.re.bî
دانەیە	.da.ne.ye
حەکیمخان	.ḧe.kîm.xan
گەرەکیان	.ge.rek.yan
جۆرج	.corc
هاوڕیش	.haw.řîş
کەمترین	.kem.ti.rîn
چاپدران	.çap.di.ran
راستە	.ras.te
هۆیەوە	.ho.ye.we
کێشەکانی	.kê.şe.ka.nî
شانۆگەری	.şa.no.ge.rî
چونکە	.çun.ke
پارەکە	.pa.re.ke
دێفۆ	.dê.fo
بەهێزە	.be.hê.ze
بالای	.ba.lay
هێندە	.hên.de
موسڵمان	.mu.sił.man]
هێرشێکی	.hê.ri.şê.kî
چاپەمەنییەوە	.ça.pe.me.nî.ye.we
هەڤالەکانی	.he.va.le.ka.nî
تووشی	.tû.şî
دەفرۆشت	.de.fi.roşt
گەڕ	.geř
هەستیان	.hest.yan
وتیشیان	.wi.tîş.yan
دێن	.dên
تێکچوونی	.têk.çû.nî
پیلانی	.pî.la.nî
مەیدانی	.mey.da.nî
لەچاپدەرەکان	.le.çap.de.re.kan
لایەکی	.la.ye.kî
تیرۆریستان	.tî.ro.rîs.tan
ئیتلاعاتی	.ʔît.la.ƹa.tî
بایەخانە	.ba.ye.xa.ne
ئەمانەن	.ʔe.ma.nen
رابردووی	.ra.bir.dûy
وەرزشی	.wer.zi.şî
ترسان	.tir.san
لەچاپدراوەکانی	.le.çap.di.ra.we.ka.nî
لەمبارەیەوە	.lem.ba.re.ye.we
ئارادایە	.ʔa.ra.da.ye
یەکەم	.ye.kem
بخات	.bi.xat
یاخی	.ya.xî
ئاسان	.ʔa.san
دەردەکەوێ	.der.de.ke.wê
تۆمارکرد	.to.mar.kird
ئاڵا	.ʔa.ła
لێزانەکانەوە	.lê.za.ne.ka.ne.we
ڕێکخراوەکان	.řêk.xi.ra.we.kan
لێرەوە	.lê.re.we
لەچاپدەرێکی	.le.çap.de.rê.kî
ناتوانێ	.nat.wa.nê,.na.twa.nê
بری	.bi.rî
ئەدەبییانەوەیە	.ʔe.de.bî.ya.ne.we.ye
دووهەمین	.dû.he.mîn
فەرمییان	.fer.mî.yan
دابەش	.da.beş
ناردبوو	.nar.di.bû
هاوڕا	.haw.řa
حەوت	.ḧewt
دەبەستێت	.de.bes.têt
دەناسرێن	.de.nas.rên
کتێبێکی	.ki.tê.bê.kî
رووی	.rûy
ناڕێکەوە	.na.řê.ke.we
ئینتەرنەتی	.ʔîn.ter.ne.tî
سەریاندا	.ser.yan.da
دادپەروەری	.dad.per.we.rî
پارەش	.pa.reş
تەواویی	.te.wa.wîy
شادی	.şa.dî
باڵیۆزی	.bał.yo.zî
شوێنکەوتنی	.şwên.kew.ti.nî
هاندەرانی	.han.de.ra.nî
دەجووڵێنەوە	.de.cû.łê.ne.we
سازکرد	.saz.kird
دیاری	.dya.rî
نەخۆشییە	.ne.xo.şî.ye
ناوچەگەلە	.naw.çe.ge.le
حیزبێکی	.ḧîz.bê.kî
کۆپیگەلە	.ko.pî.ge.le
راگەیەندراوی	.ra.ge.yen.di.ra.wî
جیاوازن	.cya.wa.zin
ڕێککەوتنی	.řêk.kew.ti.nî
ئەوانە	.ʔe.wa.ne
تەواوبوونی	.te.waw.bû.nî
ئیعدامی	.ʔîƹ.da.mî
ناوچەکان	.naw.çe.kan
لێکۆڵینەوەیەدا	.lê.ko.łî.ne.we.ye.da
چیا	.çya
هەواڵنێری	.he.wał.nê.rî
فایەق	.fa.yeq
ئەزموونی	.ʔez.mû.nî
پرۆسەی	.pi.ro.sey
نێوخۆیان	.nêw.xo.yan
دام	.dam
هاوبەشی	.haw.be.şî
ڕاگەیەنرا	.řa.ge.yen.ra
جەوهەر	.cew.her
کاروان	.kar.wan
چەتەکانی	.çe.te.ka.nî
کچانی	.ki.ça.nî
ئەبێت	.ʔe.bêt
مێژوو	.mê.jû
بڕۆ	.bi.řo
خوێنەرەکانی	.xwê.ne.re.ka.nî
کرماشان	.kir.ma.şan
ناوەندەکەی	.na.wen.de.key
فێرگەکاندا	.fêr.ge.kan.da
چاپی	.ça.pî
دراوە	.di.ra.we
کتێبخانەیەک	.ki.têb.xa.ne.yek
دەلاڤ	.de.lav
ئاکامەکان	.ʔa.ka.me.kan
تەنیایی	.ten.ya.yî
زانیارییەک	.zan.ya.rî.yek
خەلیل	.xe.lîl
خانم	.xa.nim
منە	.mi.ne
خوێندەواریی	.xwên.de.wa.rîy
دروست	.di.rust
گوێی	.gwêy
زەبەند	.ze.bend
سەلامەتی	.se.la.me.tî
وەفدی	.wef.dî
نوێنەرانی	.nwê.ne.ra.nî
ببن	.bi.bin
پەخشی	.pex.şî
جارانەی	.ca.ra.ney
بغازیچی	.bi.ẍa.zî.çî
خاسە	.xa.se
تامەزرۆییی	.ta.mez.ro.yîy
ویست	.wîst
ئەوەشی	.ʔe.we.şî
ناوازە	.na.wa.ze
بەتایبەتی	.be.tay.be.tî
گرفتی	.gi.rif.tî
قەتیان	.qet.yan
ڕۆژی	.řo.jî
زمانێک	.zi.ma.nêk
چاوپێکەوتنەکانی	.çaw.pê.kew.ti.ne.ka.nî
ئایینی	.ʔa.yî.nî
سۆسیالیستی	.sos.ya.lîs.tî
دەتوانرێت	.de.twan.rêt
ئاماژەیە	.ʔa.ma.je.ye
گرفتە	.gi.rif.te
تەماوی	.te.ma.wî
کانن	.ka.nin
بەڕێوەبەری	.be.řê.we.be.rî
لەخۆی	.le.xoy
دەسحەقی	.des.ḧe.qî
ڕێکخراوەیی	.řêk.xi.ra.we.yî
ئۆتۆمبێلەکانی	.ʔo.tom.bê.le.ka.nî
ستایشی	.si.ta.yi.şî
دانیشتووان	.da.nîş.tu.wan
ڕۆژ	.řoj
ئەنبار	.ʔen.bar
سەد	.sed
یاسایییان	.ya.sa.yî.yan
دەرفەتێکیان	.der.fe.têk.yan
زۆربوونی	.zor.bû.nî
بەخشینی	.bex.şî.nî
کۆنگرەکەدا	.kon.gi.re.ke.da
بەرپرسیار	.ber.pirs.yar
کچێکی	.ki.çê.kî
نووسراوەکان	.nûs.ra.we.kan
پرسیارەتان	.pirs.ya.re.tan
هاتوون	.ha.tûn
پینتێر	.pîn.têr
کەنەدا	.ke.ne.da
دەزانی	.de.za.nî
شارانی	.şa.ra.nî
ستەم	.si.tem
زین	.zîn
کتێبیان	.ki.têb.yan
وەرگێڕانەوە	.wer.gê.řa.ne.we
مە	.me
دەستنیشانکردنی	.dest.nî.şan.kir.di.nî
بیرۆکە	.bî.ro.ke
سەرجەمی	.ser.ce.mî
گوتەیەکی	.gu.te.ye.kî
کەسێکی	.ke.sê.kî
دەبیت	.de.bît
هەنگاوی	.hen.ga.wî
کێیە	.kê.ye
سۆزی	.so.zî
هەڵوێست	.heł.wêst
در	.dir
هاووڵاتییەک	.haw.wi.ła.tî.yek
جەستەی	.ces.tey
گەڕان	.ge.řan
عەبدوڵا	.ƹeb.du.ła
نازناو	.naz.naw
پرۆگرامەکانیان	.pi.rog.ra.me.kan.yan
نووسیویانە	.nû.sîw.ya.ne
رێپێنەدراوانە	.rê.pê.ne.di.ra.wa.ne
دامەزراوە	.da.mez.ra.we
نیشتەجێیە	.nîş.te.cê.ye
هاوڕێیەکانم	.haw.řê.ye.ka.nim
دەرهێنانی	.der.hê.na.nî
نێوبراوەکە	.nêw.bi.ra.we.ke
بۆچوونیان	.bo.çûn.yan
دەخەمڵێندرێ	.de.xem.łên.di.rê
کتێبخانەیە	.ki.têb.xa.ne.ye
پێشەوە	.pê.şe.we
پڕچاودێری	.piř.çaw.dê.rî
ئەمینداری	.ʔe.mîn.da.rî
لەچاپدەرانێک	.le.çap.de.ra.nêk
عەرەبستان	.ƹe.re.bis.tan
بەڕێوەچوو	.be.řê.we.çû
ساڵن	.sa.łin
چاپدان	.çap.dan
کاتە	.ka.te
وڵات	.wi.łat
ئازادیخوازی	.ʔa.za.dîx.wa.zî
یەکیەتیی	.yek.ye.tîy
دەتوانن	.de.twa.nin
کاندا	.kan.da
ئەمریکای	.ʔem.rî.kay
دەچن	.de.çin
بەروار	.ber.war
دروستکردووە	.di.rust.kir.du.we
چوارچێوەیەدا	.çwar.çê.we.ye.da
نیشتیمان	.nîş.tî.man
لەسەر	.le.ser
نیشاندانی	.nî.şan.da.nî
بلیمەتانە	.bi.lî.me.ta.ne
وێنە	.wê.ne
یاریزانانی	.ya.rî.za.na.nî
هەلی	.he.lî
بزانم	.bi.za.nim
خێزانانێکی	.xê.za.na.nê.kî
دانەوە	.da.ne.we
خێزانی	.xê.za.nî
دانیشتنی	.da.nîş.ti.nî
دووپات	.dû.pat
جەبار	.ce.bar
وڵاتە	.wi.ła.te
زۆربەی	.zor.bey
راستیدا	.ras.tî.da
عاشقی	.ƹa.şi.qî
دەدرا	.de.di.ra
خۆڵەمێش	.xo.łe.mêş
تاریک	.ta.rîk
قاتی	.qa.tî
پیرۆزبایی	.pî.roz.ba.yî
سەرۆکی	.se.ro.kî
ڕۆژان	.řo.jan
نێونراوە	.nêw.ni.ra.we
ڕووداو	.řû.daw
رۆژنامەی	.roj.na.mey
پێچەوانەی	.pê.çe.wa.ney
فەلەستین	.fe.les.tîn
ئۆپۆزسیۆنی	.ʔo.po.zis.yo.nî
دانیشتوان	.da.nîş.twan
نامەیەکی	.na.me.ye.kî
تەلەب	.te.leb
هەمو	.he.mu
تووش	.tûş
ئێمەدا	.ʔê.me.da
گەندەڵی	.gen.de.łî
مانگە	.man.ge
ئافرەتانی	.ʔa.fi.re.ta.nî
ڕادەربڕین	.řa.der.bi.řîn
شاران	.şa.ran
دەزگای	.dez.gay
ئامادەبوونی	.ʔa.ma.de.bû.nî
جەماوەر	.ce.ma.wer
یۆنانی	.yo.na.nî
کچی	.ki.çî
لەدوو	.le.dû
ڕەت	.řet
فیستیڤاڵە	.fîs.tî.va.łe
لەبەرچاو	.le.ber.çaw
تەمۆ	.te.mo
لاپەڕەیی	.la.pe.ře.yî
مووچەیان	.mû.çe.yan
ئاکینان	.ʔa.kî.nan
کتێبفرۆشەکە	.ki.têb.fi.ro.şe.ke
لەشی	.le.şî
ئەگەری	.ʔe.ge.rî
پرۆگرامە	.pi.rog.ra.me
ئەنجومەن	.ʔen.cu.men
بەرەنگاری	.be.ren.ga.rî
چاپخانەکان	.çap.xa.ne.kan
حکوومەتە	.ḧi.kû.me.te
بڕۆن	.bi.řon
بەری	.be.rî
پەیام	.pe.yam
هۆنراوە	.hon.ra.we
ئەڤیندارانە	.ʔe.vîn.da.ra.ne
داسەپاندن	.da.se.pan.din
هاوڕێن	.haw.řên
کارلێکەرییان	.kar.lê.ke.rî.yan
کۆمەڵگەیەکی	.ko.meł.ge.ye.kî
هێنایە	.hê.na.ye
یەکەمیان	.ye.kem.yan
وێنەیە	.wê.ne.ye
ئەمساڵ	.ʔem.sał
نادرێت	.nad.rêt
چیخۆف	.çî.xof
مەڕ	.meř
نیسان	.nî.san
درێژەی	.di.rê.jey
پێکەنین	.pê.ke.nîn
بارە	.ba.re
ئەسپێردرایە	.ʔes.pêr.di.ra.ye
سەرچاوە	.ser.ça.we
بەوەشدا	.be.weş.da
کەوتووە	.kew.tu.we
رۆژان	.ro.jan
رۆژانێکی	.ro.ja.nê.kî
مَطبَع	.me.beƹ
کەوتنی	.kew.ti.nî
لۆ	.lo
نایاسایییانەمان	.na.ya.sa.yî.ya.ne.man
کۆبوونەوەکانی	.ko.bû.ne.we.ka.nî
گەمارۆ	.ge.ma.ro
هەڵوێستێکی	.heł.wês.tê.kî
کۆڕ	.koř
جومهووریەت	.cum.hûr.yet
دهۆک	.di.hok
هارڤارد	.har.vard
بکەیت	.bi.keyt
ناشارەزا	.na.şa.re.za
فیلمەکانی	.fîl.me.ka.nî
گیانیان	.gyan.yan
خراپی	.xi.ra.pî
دەکەیت	.de.keyt
سەردەمداریی	.ser.dem.da.rîy
هەلومەرجەکە	.he.lu.mer.ce.ke
بینای	.bî.nay
ناردراون	.nar.di.ra.win
دیاربەکرێ	.dyar.be.ki.rê
پەیدا	.pey.da
دابا	.da.ba
یارییەکی	.ya.rî.ye.kî
کەوتە	.kew.te
بەربڵاوانە	.ber.bi.ła.wa.ne
موچەی	.mu.çey
ئینتەرنەتەوە	.ʔîn.ter.ne.te.we
جەخت	.cext
شەهیدانی	.şe.hî.da.nî
پێشوو	.pê.şû
نەبوونی	.ne.bû.nî
سەربازییەکانی	.ser.ba.zî.ye.ka.nî
رێکدەخرا	.rêk.dex.ra
بابەتانێک	.ba.be.ta.nêk
مانا	.ma.na
ئۆدەیان	.ʔo.de.yan
هەلێکە	.he.lê.ke
دیاردەگەلێکی	.dyar.de.ge.lê.kî
باش	.baş
تێزێک	.tê.zêk
بەرهەمهێنان	.ber.hem.hê.nan
ژنی	.ji.nî
یۆنان	.yo.nan
کوت	.kut
هێرش	.hê.riş
شارۆچکەکان	.şa.roç.ke.kan
دەپرینگانەوە	.de.pi.rîn.ga.ne.we
دەر	.der
زوانەکەمان	.zwa.ne.ke.man
پەکیان	.pek.yan
ئەلئەسەد	.ʔel.ʔe.sed
کۆریای	.kor.yay
ترسە	.tir.se
لاواز	.la.waz
سادق	.sa.diq
روانگەوە	.rwan.ge.we
درابن	.di.ra.bin
دەگەڵیان	.de.geł.yan
دەرخستووە	.der.xis.tu.we
نەورۆز	.new.roz
کێوی	.kê.wî
بارودۆخەکە	.ba.ru.do.xe.ke
پلەوپایەیەکی	.pi.lew.pa.ye.ye.kî
پارتە	.par.te
دوایییانە	.dwa.yî.ya.ne
نادۆزرێتەوە	.na.doz.rê.te.we
کڕیارەکانیشی	.kiř.ya.re.ka.nî.şî
کێشەیان	.kê.şe.yan
یاسایەکی	.ya.sa.ye.kî
شوێنانی	.şwê.na.nî
گەریلایانە	.ge.rî.la.ya.ne
گەیشتن	.geyş.tin
مەحکوم	.meḧ.kum
ماشینەکانی	.ma.şî.ne.ka.nî
کورکەی	.kur.key
سارد	.sard
ڤیکتۆر	.vîk.tor
مەدریدی	.med.rî.dî
کەم	.kem
گۆڕی	.go.řî
بەیرووتێ	.bey.rû.tê
فێرکاریدا	.fêr.ka.rî.da
تۆڵە	.to.łe
دەکەین	.de.keyn
هیلال	.hî.lal
پیس	.pîs
یەکگرتوو	.yek.gir.tû
داعش	.da.ƹiş
پێم	.pêm
ئەمەکەش	.ʔe.me.keş
ڕیز	.řîz
ڕوونی	.řû.nî
باس	.bas
کشتوکاڵ	.kiş.tu.kał
درا	.di.ra
کوردیمان	.kur.dî.man
پوول	.pûl
بگیرێت	.bi.gî.rêt
دوایی	.dwa.yî
رێپێنەدراوییەکاندا	.rê.pê.ne.di.ra.wî.ye.kan.da
چوونی	.çû.nî
مارکس	.marks
دەفرۆشدران	.def.roş.di.ran
ئێرانەوە	.ʔê.ra.ne.we
بۆیان	.bo.yan
ئۆسێ	.ʔo.sê
بۆشایی	.bo.şa.yî
بووەتە	.bu.we.te
میسر	.mî.sir
سەرنجێکی	.se.rin.cê.kî
حەز	.ḧez
عەرەبەکاندا	.ƹe.re.be.kan.da
مرۆیی	.mi.ro.yî
چاوپێکەوتن	.çaw.pê.kew.tin
هەشن	.he.şin
ناردرا	.nar.di.ra
بێبەرین	.bê.be.rîn
ڕەوتی	.řew.tî
کارەبای	.ka.re.bay
قورسە	.qur.se
دەمێنێتەوە	.de.mê.nê.te.we
بڵاوی	.bi.ła.wî
نەتەوەیەک	.ne.te.we.yek
بەسرە	.bes.re
ئاشکرای	.ʔaş.ki.ray
دەبووە	.de.bu.we
نابێتەوە	.na.bê.te.we
دەخرێتە	.de.xi.rê.te
رۆژنامەکان	.roj.na.me.kan
پارەشی	.pa.re.şî
لەچاپدەری	.le.çap.de.rî
موحەممەد	.mu.ḧem.med
نموونەیەکی	.ni.mû.ne.ye.kî
خوێندەوارەکان	.xwên.de.wa.re.kan
هەژمار	.hej.mar
بچوک	.bi.çuk
سووریای	.sûr.yay
ڕۆژانەی	.řo.ja.ney
تێکۆشان	.tê.ko.şan
ئینقلابی	.ʔîn.qi.la.bî
کۆسرەت	.kos.ret
پارێزگایەدا	.pa.rêz.ga.ye.da
هیچیان	.hîç.yan
پسپۆڕانە	.pis.po.řa.ne
بەستن	.bes.tin
نەسەلمێندراوە	.ne.sel.mên.di.ra.we
دانی	.da.nî
بەرژەوەندییەکانی	.ber.je.wen.dî.ye.ka.nî
ماوەیەک	.ma.we.yek
دادوەرییەکان	.dad.we.rî.ye.kan
خەریکن	.xe.rî.kin
نەبوە	.neb.we
ڕێکەوت	.řê.kewt
هەژار	.he.jar
فەڕەنسییەکاندا	.fe.řen.sî.ye.kan.da
شتێک	.şi.têk
هەرکەسێک	.her.ke.sêk
بەرد	.berd
وەرگێڕانە	.wer.gê.řa.ne
نەماوەتەوە	.ne.ma.we.te.we
پان	.pan
زانایان	.za.na.yan
زاندرابوو	.zan.di.ra.bû
لەچاپدەرانە	.le.çap.de.ra.ne
یەکڕیزی	.yek.řî.zî
دەدۆزرایەوە	.de.doz.ra.ye.we
مەزن	.me.zin
بەرپرسانی	.ber.pir.sa.nî
لایەنانە	.la.ye.na.ne
خستەڕوو	.xis.te.řû
کانونی	.ka.nu.nî
هەندەک	.hen.dek
زانستگایییان	.za.nist.ga.yî.yan
ڕاشکاوانە	.řa.şi.ka.wa.ne
ئوسترالیا	.ʔus.ti.ral.ya
ئەفسانە	.ʔef.sa.ne
بنکەکانی	.bin.ke.ka.nî
کتێبخانانەی	.ki.têb.xa.na.ney
تێدەچوو	.tê.de.çû
کتێبخانا	.ki.têb.xa.na
هەبوو	.he.bû
ڕەتکردەوە	.řet.kir.de.we
مەدرید	.med.rîd
شێوازێکە	.şê.wa.zê.ke
لاوەکان	.la.we.kan
بەکارهێنەری	.be.kar.hê.ne.rî
کەوتن	.kew.tin
چیرۆکەکان	.çî.ro.ke.kan
مەحکووم	.meḧ.kûm
ئەکات	.ʔe.kat
چاپخانەیەدا	.çap.xa.ne.ye.da
ئەرسەلان	.ʔer.se.lan
قسانەی	.qi.sa.ney
ناوچانە	.naw.ça.ne
مانگان	.man.gan
جیاجیا	.cya.cya
مارەبڕینەکەی	.ma.re.bi.řî.ne.key
بەسوود	.be.sûd
گشتی	.giş.tî
خایاندی	.xa.yan.dî
بڵاوکردنەوەیە	.bi.ław.kir.di.ne.we.ye
رێپێدراون	.rê.pê.di.ra.win
پەردەی	.per.dey
عارف	.ƹa.rif
چارەسەری	.ça.re.se.rî
کتێبفرۆشی	.ki.têb.fi.ro.şî
فەرمییەکانی	.fer.mî.ye.ka.nî
گرینگییەکی	.gi.rîn.gî.ye.kî
ئێوارەی	.ʔê.wa.rey
لەئاکامدا	.le.ʔa.kam.da
برایم	.bi.raym
سەرەکی	.se.re.kî
دا	.da
میدیاکانی	.mîd.ya.ka.nî
بنێردرێ	.bi.nêr.di.rê
فۆلکلۆرن	.fol.ki.lo.rin
ماڵیاندا	.mał.yan.da
نیشتمانی	.nîş.ti.ma.nî
سوریادا	.sur.ya.da
نیشتمانپەروەرییە	.nîş.ti.man.per.we.rî.ye
خۆیەوە	.xo.ye.we
هونەریی	.hu.ne.rîy
نەهات	.ne.hat
نەتەوەخوازەکانی	.ne.te.we.xwa.ze.ka.nî
ئێوەش	.ʔê.weş
هات	.hat
فێستیڤاڵ	.fês.tî.vał
ئەرێنی	.ʔe.rê.nî
کاتژمێری	.kat.ji.mê.rî
دامەزراوەی	.da.mez.ra.wey
دابمەزرێ	.da.bi.mez.rê
ئانتەرەوە	.ʔan.te.re.we
مەترسی	.me.tir.sî
رۆژنامەکە	.roj.na.me.ke
ئێکجار	.ʔêk.car
پێناسەکانی	.pê.na.se.ka.nî
جلی	.ci.lî
دەس	.des
بێبەشەکاندا	.bê.be.şe.kan.da
لێیانتێکدەچوو	.lê.yan.têk.de.çû
ڤاتە	.va.te
دەگەل	.de.gel
