ἀγγελικόσ	aŋɡɛlikos
πυγολαμπίσ	pyɣolampis
μέγιστε	meʝiste
αἴνιγμα	ǎi̯niŋma
σχισμάτων	sxizmaton
βυλλίσ	byllis
ἀσπασίωσ	aspasíɔːs
ἀμεινοκλῆσ	aminoklis
βόσκω	βosko
ἰκαρία	iːkaríaː
ψεύδω	psewdo
ἀγαθοποιηθεῖεν	aɣaθopiiθien
μονάρχησ	monarxis
σύρομαι	sirome
παλαιγενήσ	palai̯ɡenɛ̌ːs
βοόσ	boós
ἀγαλλιάσησθον	aɣaliasisθon
οὔλυμπον	ulympon
αὐδήσασκεν	avðisascen
ἀνακαλεῖ	anakali
ἡδυσματοθήκη	hedyzmatotʰeke
ἀποβάσ	apovas
διανύω	ðianyo
ἁβρόσ	aβros
θανέειν	tʰanéeːn
ξύμπαν	ksýmpan
ἰσχυροί	isxyry
καλύπτρα	kaliptra
ἐναντίουσ	ɛnantius
τύπτω	týptɔː
κυνοχάλκη	cinokxalci
ὑλικόσ	ilikos
συβώτην	syvotin
μιλησίων	milesion
γυναῖκα	ʝineka
φαινομένηφιν	fenomenifin
μανεθών	maneθon
στέλλω	stɛllo
δένδρινοσ	dɛndrinos
θραικῶν	tʰraːi̯kɔ̂ːn
σθεναρόσ	stʰɛnaros
ἀασθήτην	aaːstʰɛ̌ːtɛːn
ταγόσ	taɣos
αὑτοῦ	hau̯tôː
κόμματα	komata
ῥέξασ	reksas
γαρέλαιον	ɣareleon
ἕρπω	erpo
ἀγαθοποιήσει	aɣaθopyisi
αἰολία	ai̯olíaː
νῆσοι	nɛ̂ːsoi̯
φθεγκτικόσ	pʰtʰɛŋktikos
συγγενήσ	syŋɡɛnes
δέρειον	dɛrion
αἰχμητήν	ai̯kʰmɛːtɛ̌ːn
νέκυν	nɛkyn
κροκόδειλοσ	krokódeːlos
τειρόμενον	tiromɛnon
ὀργή	orɡe
κεῖσθαι	kisθɛ
σάφα	saɸa
ἴτυλοσ	itylos
ἀγγέλλωσι	aɲɟelosi
ὑπέρυθροσ	hypérytʰros
βάλω	bálɔː
ἔβυσοσ	evisos
τετιημένοσ	tɛtiemɛnos
ὀψοθήκη	opsoθici
ἐριόξυλον	erioksilon
μνᾶ	mna
γενναῖοσ	ɡɛnnɛos
ἀγαπήσοιμι	aɣapisimi
ἀκέων	akéɔːn
δαμοκλῆσ	damokles
ὀρούσασ	orusas
λειχήν	liçin
αἶγεσ	ɛɡɛs
κορύφαινα	koryfena
τρανίψαι	tranipse
στυππέϊνοσ	styppéinos
ἥιρει	hɛ̌ːi̯reː
σποράδην	sporaden
κακάσ	kakǎːs
ἠγέρθην	iʝerθin
ἐξέτρεψα	eksétrepsa
ἔργα	ɛrɡa
πολυμήστωρ	polymestor
φυλάττω	filato
μόψιον	mopsion
κρεοθήκη	kreotʰɛ̌ːkɛː
παιδευσάτων	pai̯deu̯sátɔːn
μυρία	myːría
τοιαύτην	tyaʍten
ἴδμεν	ídmen
ἀλόχοιο	alokʰôi̯o
ἀθρόωι	atʰroo
λιβυρνόσ	libyrnós
ἴρινοσ	ǐːrinos
χαλκοβατέσ	xalkoβates
μελισσουργόσ	melisurɣos
ἐρεβίνθινοσ	ɛrɛbintʰinos
βιβλιογράφοσ	biblioɡrapʰos
συνέρρευσα	synér̥r̥eu̯sa
ἐχώρησαν	ekʰɔ̌ːrɛːsan
ἠγαλλιάομεν	iɣaliaomen
κληθείσ	kliθis
ἀγαπησοίτην	aɣapisitin
νεῦμα	nevma
ἁρμόδιοσ	harmódios
μουρρήνασ	murinas
ἁλί	halí
οὔπω	ǒːpɔː
φωνομαχία	pʰonomakʰia
γύρτων	ʝirton
βίη	βii
γύψοσ	ɡypsos
πολύγωνοσ	polyɣonos
πολιτεύσουσι	politeʍsusi
ἀριστοτέλησ	aristotelis
σταγόνασ	staɡónas
νηόσ	neos
αἰγιαλεύσ	ɛɡialeʍs
ἑστάμεναι	estamenɛ
ἱκόμεθα	ikomeθa
θρύϊνοσ	θryinos
κεκλεισμένην	keklizmenin
ἐπουράνιοσ	epuranios
ἀέκητι	aeciti
ἑρμηνεύω	ermineβo
βοῦφοσ	bôːpʰos
ἐθέλοντα	etʰélonta
ὑπόγειοι	hypoɡiy
ἀγαπῶιτε	aɡapotɛ
βάλλομαι	ballomɛ
προελθών	proɛltʰon
κοίρανοσ	cyranos
κάγκανοσ	kaŋɡanos
βιβλιοπωλεῖον	vivliopolion
μεγάλω	meɣalo
πέτηλοσ	petilos
σοφοῖν	soɸyn
ἀνθράκινοσ	anθracinos
γέτησ	ɡétɛːs
ἀθυμίαν	atʰyːmíaːn
ἐτειχίσαντο	etiçisanto
ἠγαπηκέτω	iɣapiketo
ἀγερθῆτον	aɣerθiton
νύσσοντεσ	nýssontes
βραγχίδησ	braŋkʰídɛːs
καταδύομαι	kataðyome
μεγαλομανήσ	mɛɡalomanes
ἄνωγεν	anoɣen
ὠιδεῖον	odion
εὐσεβείασ	eu̯seběːaːs
ἦλισ	ɛ̂ːlis
σχαλίδωμα	skʰalídɔːma
ὀλυμπιόδωροσ	olimbioðoros
ἐπιμελήσ	ɛpimɛles
ὅσσοσ	ossos
πηλέοσ	pelɛos
ἀγαθοποιησάσθων	aɡatʰopoi̯ɛːsástʰɔːn
θνητῶι	θnito
οὐδ'	oːd
ἀττική	attici
φιγάλεια	fiɣalia
δουρόστορον	durostoron
σμιρεύσ	zmirěu̯s
ἡμέτερα	hemɛtɛra
ἀγνώσ	aɡnos
σκύτινοσ	sky̌ːtinos
πεδίοιο	peðiio
διδοῦν	diːdôːn
προσέβλεψα	proséblepsa
ἀπεχώρησαν	apexorisan
ἀγγέλοισ	aɲɟelys
διαφορά	ðiafora
ἀλλήλοισιν	allɛ̌ːloi̯sin
στρωτήρ	strɔːtɛ̌ːr
κόσμοσ	kózmos
λιβυρνόσ	livirnos
δαβίδ	dabid
νομαντῖνοσ	nomantinos
δάϊσ	dáis
ἐγενήθην	ɛɡɛnetʰen
καταλύομεν	kataliomen
εἴα	ia
βάθρον	batʰron
παιδεύσασ	pɛðeɸsas
ἀτιτάλλω	atitallɔː
ἐπεπαιδεύμεθα	epepeðevmeθa
ἀγγελεῖεν	aŋɡɛliɛn
φωνᾶντα	fonanda
ἀγγείληαι	aŋɡiliɛ
ἐπιδιαθήκη	ɛpidiatʰeke
ἕπετ'	epet
ἴδη	ǐːdɛː
φάσματοσ	pʰázmatos
τέλλισ	telis
λύγοσ	liɣos
κιθάρα	kitʰara
θηβαῖοσ	tʰebɛos
κατέστησα	katestisa
ἠγαπάεσθε	eɡapaɛstʰɛ
διανύομεν	dianyomɛn
ἀθρόαι	atʰroɛ
καθεύδησαι	katʰewdesɛ
ἀγγαρευσάσθων	aŋɡarefsasθon
θαλασσοκρατία	tʰalassokratíaː
ἀγανακτεόμεθα	aɡanakteómetʰa
κάλπισ	kalpis
θολία	tʰolíaː
ἀναξίβιοσ	anaksibios
ἀγγελθειήτην	aŋɡeltʰeːɛ̌ːtɛːn
ἤρανοσ	eranos
τηλέπυλοσ	tilepilos
ἀγαθοποιησοίμεθα	aɣaθopyisymeθa
τείχη	tiçi
φέλλινοσ	fellinos
ἔρραψα	ɛr̥r̥apsa
ἀχύρινοσ	açirinos
ἀγανακτήσοι	aɡanaktesy
θαλῆσ	tʰalɛ̂ːs
ἄπο	ápo
γλεῦκοσ	ɣleɸkos
λῦσαν	lŷːsan
ἀγγελεσκέσθην	aɲɟelescesθin
ναυτικόσ	naʍtikos
ὁρμοφύλαξ	hormopʰylaks
παιδεύσαιμι	pai̯děu̯sai̯mi
ἀάσθητον	aastʰeton
πηόσ	peos
ὑπερώια	yperoa
οὐολοῦσκοσ	uoluskos
ἠγγέλητον	iɲɟeliton
τομή	tomɛ̌ː
βδάλλω	βðallo
ἀγαπηθησομένη	aɣapiθisomeni
ἀκιρόσ	akiros
διάνοια	ðianya
ἀγαθοποιεῖσθαι	aɣaθopyisθɛ
ἀγανάκτησισ	aɣanaktisis
ἀτάλλω	atallɔː
λογογράφοι	loɣoɣrafy
μανία	maníaː
ἀττικῆσ	aticis
ὀκνηρόσ	okneros
γεννήτορι	ʝennitori
δοξολογία	doksoloɡíaː
ἠγαπήσατο	ɛːɡapɛ̌ːsato
λύγδη	lyɣði
ἔπειτ'	épeːt
μορφεύσ	morpʰěu̯s
ἀγαπήσουσα	aɡapesusa
ἐπάγω	epáɡɔː
μελίφρων	mɛlipʰron
γάβιοι	ɡábioi̯
ἰκμάσ	ikmás
κῆρα	kɛ̂ːra
βλαδύσ	vlaðis
λιβάνινοσ	liβaninos
λιμένων	limɛnon
πάγουροσ	paɡuros
ἐπίκουροσ	epikuros
ἀκοήν	akoen
ἐπεπαίδευντο	epepɛðeβnto
ῥωχμόσ	roxmos
φανερόν	ɸaneron
ὁρῶντεσ	orondes
ἀσκάντησ	askántɛːs
ἀμαρυλλίσ	amaryllís
ἀγγελθήσονται	aŋɡeltʰɛ̌ːsontai̯
στοιχειωδέστατοσ	styçioðestatos
γοόωσα	ɣooosa
βούγλωσσον	vuɣlosson
ζῆν	zin
ἔννιοσ	énnios
αἴθων	ɛθon
χριστιανικάσ	kʰristiaːnikǎːs
λέμβοσ	lɛmbos
δύσθυμοσ	ðisθimos
θυία	θia
ἆσθμα	âːstʰma
στρατηγόσ	strateɡos
ἑτεροζυγέω	heterozdyɡéɔː
χόριον	xorion
παράνοια	paránoi̯a
ναρθάκιον	nartʰákion
μόλυβδοσ	molybdos
γυμνασία	ɣymnasia
αὐτῆσ	aɸtis
διδώ	ðiðo
λελυμένοι	lɛlymɛny
βοῦσ	bus
σαρδώ	sardɔ̌ː
κάθοδοσ	kátʰodos
δράσαντεσ	ðrasandes
βάλλεται	vallete
ἄλλοιν	álloi̯n
ὑπερφιάλοισι	yperfialysi
μετέφρασα	mɛtɛpʰrasa
ὑποστρέφω	ypostrefo
ἀρδάλιον	arðalion
ἀγερέειν	aʝerein
ἐμμενετόσ	emmenetós
μελέων	mɛlɛon
μυστίλη	mystile
κιννάβαρι	cinnavari
φύλλινοσ	pʰýllinos
προβάτου	proβatu
πεπαιδεύκοισ	pepai̯děu̯koi̯s
λιβανοθήκη	libanotʰeke
ψευδαπόστολοσ	pseu̯dapóstolos
κοινήν	cinin
ἡλίασ	ilias
κυμβαλιστήσ	kymbalistɛ̌ːs
ποιούμενοι	pyumɛny
κρίκοσ	krikos
ἰσχύσασ	isçisas
τηρόσ	tɛːrós
ἐπέτελλεν	epétellen
θρυαλλίσ	tʰryallis
ἔπλει	epli
πάπραξ	pápraks
θνητή	θniti
γλαφυρῆισιν	ɡlapʰyrɛ̂ːi̯sin
πολλάκισ	pollacis
ἀγείροιτε	aɡirytɛ
γλωττίδοιν	ɡlottidyn
ἐμπειρία	empeːríaː
φλῶροσ	pʰloros
τιβέριοσ	tibérios
ἐπεπαιδεύκειν	epepɛðeɸkin
λαύρη	lavri
κιών	kiɔ̌ːn
ἑσπέριοσ	esperios
κροκόμαγμα	krokomaɡma
κρούπεζαι	krǒːpezdai̯
καθιδρύομεν	katʰidrýomen
θαιρόσ	tʰɛros
ἀγανακτήσοιτο	aɡanaktesyto
βουπόροσ	vuporos
διανοηθείσ	dianoetʰis
φίλε	file
γέφυρα	ɣeɸyra
κόρνοψ	kórnops
μεμνημένοσ	memnɛːménos
κάλλιστον	kaliston
ἑλλάδα	hɛllada
παιδιά	pɛðia
ἀασθήτω	aaːstʰɛ̌ːtɔː
σικχόσ	sikkʰos
ἀγγέλλεται	aŋɡélletai̯
κλυτόν	kliton
ἠγαπήκοι	ɛːɡapɛ̌ːkoi̯
οὔτιοι	utii
πολύβου	polybu
κώθων	kɔ̌ːtʰɔːn
κωνσταντινουπολίτησ	konstantinupolites
οὐδεμία	uðemia
νυγείσ	nyɡěːs
ὅσαισ	oses
αὐγείασ	aβɣias
βίεννοσ	biɛnnos
μίσημα	mǐːsɛːma
ἁγιάζοισ	haɡiázdoi̯s
ἐάσομεν	ɛasomɛn
θεσσαλικά	tʰɛssalika
ζηλωτήσ	zdɛːlɔːtɛ̌ːs
μνάομαι	mnáomai̯
μέναιχμοσ	menexmos
ἰόντ'	iont
δασύτησ	dasytes
δημόσθενεσ	ðimosθenes
χύτλον	xytlon
πραγμάτων	praɡmaton
πομπή	pompɛ̌ː
φυσικόσ	fisikos
βασιλεύοντοσ	βasileβontos
ἑτέροισ	hɛtɛrys
ἀσφάραγοσ	asɸaraɣos
στρωματόδεσμον	stromatodɛzmon
ἐτίθει	etiθi
ἀώμεθα	aomɛtʰa
ἄνθρυσκον	anθryskon
βράσσω	βrasso
πύνδαξ	pyndaks
μέσσοσ	messos
ψῆττα	psetta
ἀγγέλοισθον	aɲɟelysθon
δηλῶν	delon
ταχύν	takʰýn
κεντρομυρσίνη	centromyrsini
φεῖ	fi
ἑόν	hɛon
κύπρε	kyprɛ
ἀγγαρεύσω	aŋɡareʍso
πολύγλωσσοσ	poliɣlosos
πυθαγόρασ	piθaɣoras
δειλότησ	deːlótɛːs
ταβιτί	tabití
πέκω	pékɔː
ὀρόντησ	oróntɛːs
ὕδη	iði
σήραμβοσ	sirambos
ἀπελλαῖοσ	apelleos
μετεκίαθον	meteciaθon
ἴσχεο	iskʰɛo
φαλάγγων	pʰalaŋɡon
σαμαρίτησ	samaritis
νεφελίσ	nepʰelís
φθεγκτικόσ	ɸθeŋktikos
πέλεκκον	pɛlɛkkon
ἄγει	áɡeː
ἀβακίσκοσ	avaciskos
ἀγγαρεύσομαι	aŋɡarefsome
αἰθαλόσ	ai̯tʰalós
ἀμμινάπησ	amminapes
φάκινοσ	ɸakinos
ἠξίωσα	iksiosa
ἐμπειρικοί	empiricy
ἐπιφέρειν	epipʰéreːn
πεπεισμένηι	pepizmeni
τέτραξ	tétraks
σόρνιξα	romiksa
σήμερον	simeron
φορεῖν	pʰorin
ποδαλείριοσ	poðalirios
ψυχοτρόφοσ	psixotrofos
ὑποτρίβω	hypotrǐːbɔː
ἀγαθοποιηθήσεσθαι	aɣaθopyiθisesθɛ
ἀγόν	aɡon
ξυήλη	ksyɛ̌ːlɛː
ὑπισχνέομαι	ipisxneome
φιλοσοφικά	pʰilosopʰiká
ἀγγέλλετον	aŋɡelleton
ἠύτε	iite
ἀρμένιοσ	armɛnios
τηρεύσ	tɛːrěu̯s
ἰκαρίοιο	ikariio
σκάριφοσ	skarifos
κλυτόσ	klitos
κεκλεισμένασ	kekleːzménaːs
σκηπίων	skipion
ἀγαπάητε	aɣapaite
γίγνεσθε	ɣiɣnesθe
γαβίνιοσ	ɡabinios
διόσ	dios
νησιωτῶν	nisioton
ὀνομάτοιν	onomátoi̯n
οἰκία	ykia
πεδάριτοσ	pedáritos
γίνδαροσ	ʝindaros
βαλέειν	valein
ἀμορβόσ	amorβos
μοῖρισ	myɛ̂ːris
ἠλί	ili
πορνοβοσκόσ	pornovoskos
ἀγερθειήτην	aɣerθiitin
νωλεμέωσ	nolemeos
φόβον	pʰóbon
μυελόσ	myelós
γαρέλαιον	ɡarélai̯on
ἐκνικάω	ɛknikao
φυτικαῖν	fyticen
χαλάστρα	kʰalástraː
κονταριοθήκη	kontarioθici
εὐπορία	eɸporia
τεῦχοσ	têu̯kʰos
κιβώριον	civorion
ναύκρατισ	naʍkratis
ζεκελτίδεσ	zɛkɛltidɛs
βαθύνω	batʰyno
βιοῖσ	βiys
συνέτριψε	synétriːpse
ψυχαί	psykʰɛ
τέρπομαι	terpomɛ
ἀτραμύττιον	atramýttion
ἐφελκύσισ	epʰelkýsiːs
ἱπποδάμεια	ippoðamia
λιβανωτόσ	liβanotos
ἀθρόαν	atʰroan
αἰγεύσ	ɛɡeʍs
εἶπε	ipɛ
φύλαξ	pʰýlaks
εὐνίκη	eβniki
χάρυβδισ	xarivðis
μέσπιλα	mespila
ἱκνέομαι	ikneomɛ
ἐθέλουσι	ɛtʰɛlusi
νέκυν	nekyn
σόν	són
παῖδεσ	pâi̯des
πολεμιστήσ	polɛmistes
στοιχαδικόσ	stixaðikos
λῆδοσ	lɛ̂ːdos
πανταχόθεν	pantaxoθen
φλέγμα	fleɣma
ἔδωκε	ɛdokɛ
ἐρεείνω	ɛrɛino
μεγαρεῦσιν	meɡarêu̯sin
γιγνόμεθα	ʝiɣnomeθa
βάληι	βali
κωνσταντίνωι	konstantino
ἀγερθειήτην	aɡertʰeːɛ̌ːtɛːn
ὑπογραφεῖσ	hypoɡrapʰis
προσηύδα	prosewda
φανερῶσ	pʰanerɔ̂ːs
ἀγανακτέεισ	aɡanaktɛis
ψυχοπομπά	psixopomba
βομβύκινοσ	bombykinos
σάϊσ	sáis
ῥῆμα	r̥ɛ̂ːma
ἄδωνισ	ádɔːnis
μελαγκόρυφοσ	mɛlaŋkorypʰos
μεγάβαζοσ	mɛɡabazos
ἀγγαρεύωμαι	aŋɡarewomɛ
ἑλένη	helénɛː
σαντάλινοσ	sandalinos
ἠγαπήκεσαν	iɣapicesan
ἀθροίζω	atʰrǒi̯zdɔː
εὐπάλιον	eʍpalion
ὀφρύσ	opʰry̌ːs
θεόμβροτοσ	tʰɛombrotos
μυκηναίων	mykɛːnǎi̯ɔːn
ἕκασται	hɛkastɛ
μάλδακον	maldakon
ὀφέλλω	opʰéllɔː
ἀβραμίσ	avramis
ἀταραξία	ataraksíaː
κυάνεοσ	kyaneos
κέραμοσ	kéramos
λίπεν	lipɛn
πόνου	ponu
πυρομέτρησ	pirometris
μουσική	moːsikɛ̌ː
εἰδομένη	iðomeni
ἐπεσσύμενοσ	ɛpɛssymɛnos
παιδίον	pɛdion
ἠγγείλαμεν	ɛːŋɡěːlamen
αὔγουρ	avɣur
ἀναγκαίου	anaŋkǎi̯oː
ἀλκήν	alkin
προηγούμενοσ	proeɡumɛnos
ἐτυμολογικόν	etymoloɣikon
ὑστέρημα	ysterima
οἶσ	ys
συνοικία	synykia
βάλσαμον	bálsamon
ἀποβαίνω	apobɛno
ὀλίγοι	oliʝy
κονίηισιν	koniesin
ἀγανακτησόμεθα	aɡanaktesomɛtʰa
παιδευθήσεται	pɛdeʍtʰesɛtɛ
ἀγαλλιάοιτο	aɣalliayto
μέρει	méreː
δῶρον	dɔ̂ːron
διαιρέσεισ	diai̯réseːs
παννονία	panonia
ἐπισσεύω	ɛpissewo
ῥινοτόροσ	r̥iːnotóros
ταυρομενίτησ	tawromɛnites
τέναγοσ	tɛnaɡos
πεφόρημαι	peforime
κύβιστρα	kybistra
πέμπουσι	pempusi
καφουρά	kapʰoːrǎː
νάκη	naki
σπάργανον	spárɡanion
ἀγερέουσι	aʝereusi
κιβώριον	kiborion
ἠγγελκοίη	iɲɟelcyi
ἀπαμειβόμενοσ	apamivomenos
γίγαρτον	ɣiɣarton
ἦ	e
πανθαλήσ	pantʰales
δίπαια	dipɛa
ἀγερέει	aɡeréeː
προελθόντοσ	proɛltʰontos
κωνσταντινούπολιν	konstantinupolin
ἐμαυτήν	emau̯tɛ̌ːn
ἐπεπαιδεύσθην	epepeðefsθin
χρύσην	kʰrysen
τρίχασ	trixas
ἠριδανόσ	ɛːridanós
πονηροί	ponɛːrǒi̯
καταγελαστήσ	kataɣelastis
φαρμουθί	pʰarmutʰi
δυνάμεωσ	dynamɛos
ῥαχία	raçia
δουλεία	ðulia
κλαίουσ'	klǎi̯oːs
ἑκατέρων	hekatérɔːn
τυδεΐδη	tyːdeídɛː
ἐτράπην	etrápɛːn
πέλοπα	pelopa
ὁμόγραφοσ	omoɣrafos
ἀνοικτόσ	anyktos
ἀγγέλοισθε	aŋɡéloi̯stʰe
φλαμίνιοσ	ɸlaminios
πηλεΐωνοσ	pɛːleǐːɔːnos
δημοκρατίαισ	demokratiɛs
ἐνδεήσ	endeɛ̌ːs
γόοσ	ɡóos
τὠνδρόσ	tɔːndrós
πάγιοσ	páɡios
ἐπιτάφιοσ	ɛpitapʰios
γευστήριον	ʝefstirion
φιλότητα	pʰilótɛːta
σάγμα	sáŋma
ἀγαλλιασθησόμεθα	aɡalliastʰesomɛtʰa
ἠγαλλιᾶτε	iɣalliate
ἄχερδοσ	axerðos
καμασήν	kamasɛ̌ːn
μολόχη	moloçi
κάρηνον	karinon
ἐξομολόγησισ	ɛksomoloɡesis
ἀάησθον	aáɛːstʰon
παντοίων	pantǒi̯ɔːn
λευκῆσ	leu̯kɛ̂ːs
βασιλῆϊ	basilei
τοιαίδε	toi̯ǎi̯de
πέμπω	pempo
καρποκράτησ	karpokrátɛːs
ἑωυτάσ	hɛoytas
ἐτεωνόσ	eteɔːnós
σαπφώ	sapɸo
σανδάλιον	sandalion
ὑπέρθυμοι	hypértʰyːmoi̯
εὐεργήσ	eu̯erɡɛ̌ːs
σύνοψισ	sýnopsis
καταστάσ	katastǎːs
περιφερόμενοσ	periferomenos
στραβίζειν	strabízdeːn
κύζικοσ	kýzdikos
δοσίθεοσ	ðosiθeos
ἑτερόδοξοσ	eteroðoksos
ἄγων	aɡon
ἵδρυσα	iðrysa
χεῖρ'	çir
ἔφαν	ɛpʰan
στέφομαι	stɛpʰomɛ
γοργόνιον	ɡorɡónion
ὑάλινοσ	yalinos
θρόνον	tʰrónon
ἀνία	anǐːaː
σελεύκεια	selěu̯keːa
ἀγαθοποιεόμεθα	aɡatʰopyɛomɛtʰa
ἶσοσ	wîːsos
οἰνάνθινοσ	inanθinos
μέλων	mɛlon
οἶκοσ	ikos
ἀμέλγω	amɛlɡo
σκώληξ	skoliks
κολωναί	kolɔːnǎi̯
λιπών	lipon
μοῖρ'	mir
ἱερόσ	hierós
χρυσοκόμη	kʰryːsokómɛː
στρατόν	straton
μενέσαιχμοσ	menesɛxmos
ποικίλε	pycile
συγκρουόμενοι	syŋkruomɛny
ἀνατροφή	anatrofi
κασαλβάσ	kasalvas
κακοδαίμων	kakoðemon
πάντοσε	pantosɛ
πεῖσαι	pêːsai̯
ἱέρεια	ieria
ἀγγαρευοίτην	aŋɡareβytin
ἐνεργόσ	ɛnɛrɡos
αἶα	âi̯a
γαδαρηνόσ	ɡadarenos
φωνῆι	pʰɔːnɛ̂ːi̯
ταλασίφρων	talasípʰrɔːn
χρυσείηι	kʰryːsěːɛːi̯
ξυμμαχίασ	ksymmakʰíaːs
πολιτεύσουσι	politeɸsusi
ὀφέλλω	opʰɛllo
ἠγαπήκοιτε	iɣapicite
ἀρεταῖν	arɛtɛn
κακῶι	kako
φυλάσσω	filaso
ἀγγελείητον	aŋɡɛlieton
ἀμίσ	amís
ἐνίπτω	eníptɔː
περραιβόσ	per̥r̥ai̯bós
κίσσινοσ	cissinos
ἀγγελίων	aŋɡɛlion
ναυσίθοοσ	naɸsiθoos
βῆ	bɛ̂ː
οὐρητῆροσ	ureteros
ὅτε	ote
ἠριγένεια	iriɣenia
πεπαιδεύκηισ	pepeðefcis
σαούλ	saul
ἄρβα	arβa
περιγράφομαι	periɣrafome
συναφήσ	synapʰɛ̌ːs
ὄζοσ	ózdos
νημερτέα	nɛːmertéa
διαπνέομαι	diapnéomai̯
ἐφελκύσιεσ	eɸelkysies
φωνῆσ	pʰɔːnɛ̂ːs
ἀείδω	aido
ἀλεξανδρεύσ	aleksandrěu̯s
πρόβατα	proβata
οἰκονόμου	ykonomu
ἀγαλλιαοίμεθα	aɣalliaymeθa
βεβαιώσατε	bɛbɛosatɛ
τέττιγεσ	tettiʝes
λογιστικόσ	loʝistikos
ἀρνόγλωσσον	arnoɡlosson
θρία	tʰríaː
ἔχμα	ɛkʰma
δίδου	didu
ἕλκηθρον	hɛlketʰron
μονοπώλια	monopolia
μασίστρησ	masistres
κροκόδειλοσ	krokodilos
ἡγοῦνται	iɣunte
κύρου	cyru
βενέδικτοσ	veneðiktos
ἐϋεργήσ	eierʝis
κυκλοτερήσ	kykloterɛ̌ːs
ἀσφαλέωσ	aspʰalɛos
ἀλλήλοισιν	allelysin
βύασ	vyas
μοναρχικόσ	monarxikos
προσβαλόντεσ	prozbalontɛs
ἐνεποίουν	enepiun
ἀγορεύειν	aɡorěu̯eːn
ἀνάλογοσ	analoɣos
λοπαδοῦσσα	lopaðusa
ψαμάθοισι	psamatʰysi
θῦον	θyon
φιλόσοφοσ	pʰilosopʰos
συνόρων	synoron
ὑπερφίαλοσ	yperfialos
λαγῶιοσ	laɡoos
θοῦρον	tʰôːron
ἀγαθοποιήσομαι	aɡatʰopoi̯ɛ̌ːsomai̯
παλαιόσ	palɛos
αἴρω	ero
ὄρεοσ	óreos
ἤγγελσο	iŋɡelso
διόφαντοσ	diopʰantos
ἰησοῦν	iisun
φησί	pʰɛːsí
συνεδέθην	syneðeθin
γολγοί	ɡolɡy
γύναι	ɡýnai̯
πέλτησ	péltɛːs
κακοῦργοσ	kakôːrɡos
ἀγαλλιῶιτον	aɣalioton
ἀγαθοποιέουσα	aɡatʰopoi̯éoːsa
φίλοισι	filysi
τοί	tǒi̯
βαυκάλη	bau̯kálɛː
ἑκκαιδέκατοσ	hɛkkɛdɛkatos
χρυσελεφάντινον	kʰrysɛlɛpʰantinon
ἐπεπαιδεύκεσαν	epepai̯děu̯kesan
σκοίκιον	skǒi̯kion
παναθηναϊκήν	panatʰenaiken
σωφροσύνη	sofrosini
