турбуленција	turbulɛnt͡sija
извиднички	izvidnit͡ʃki
голем	ɡɔlɛm
фиксација	fiksat͡sija
егзотичност	ɛɡzɔtit͡ʃnɔst
кај	kaj
крволочност	kr̩vɔɫɔt͡ʃnɔst
безболност	bɛzbɔɫnɔst
малинов	malinɔf
симетрија	simɛtrija
маџуроански	mad͡ʒuɾɔanski
бунтови	buntɔvi
недоткаен	nɛdɔtkaɛn
напудри	napudri
дабје	dabjɛ
самодејност	samɔdɛjnɔst
запомнува	zapɔmnuva
напрегнатост	naprɛɡnatɔst
потпивнува	pɔtpivnuva
клати	kɫati
метла	mɛtɫa
кравар	kravar
шнајдер	ʃnajdɛr
пронаоѓач	prɔnaɔɟat͡ʃ
цутка	t͡sutka
ограда	ɔɡrada
операциски	ɔpɛrat͡siski
млечност	mlɛt͡ʃnɔst
ѓаконски	ɟakɔnski
наивност	naivnɔst
пцовисува	pt͡sɔvisuva
барабанче	barabant͡ʃɛ
излудува	izɫuduva
пршка	pr̩ʃka
рандеву	randɛvu
ниво	nivɔ
југославија	juɡɔsɫavija
дотепува	dɔtɛpuva
париски	paɾiski
крекнува	krɛknuva
струи	strui
петмина	pɛtmina
прелистувачи	prɛlistuvat͡ʃi
запче	zapt͡ʃɛ
колаченце	kɔɫat͡ʃɛnt͡sɛ
чудност	t͡ʃudnɔst
комар	kɔmar
султанов	suɫtanɔf
базука	bazuka
исфрлен	isfr̩lɛn
витештво	vitɛʃtvɔ
катанец	katanɛt͡s
сталоженост	staɫɔʒɛnɔst
циник	t͡sinik
клише	kliʃɛ
ортак	ɔrtak
битност	bitnɔst
препржи	prɛpr̩ʒi
синап	sinap
валенција	valɛnt͡sija
дудлец	dudlɛt͡s
деветнаесет	dɛvɛtnaɛsɛt
дречливост	drɛt͡ʃlivɔst
долина	dɔlina
папучарски	paput͡ʃarski
забулува	zabuɫuva
читател	t͡ʃitatɛɫ
каци	kat͡si
штрафче	ʃtraft͡ʃɛ
гради	ɡradi
кифличка	kiflit͡ʃka
изустува	izustuva
несправедливост	nɛspravɛdlivɔst
заострува	zaɔstruva
претплатник	prɛtpɫatnik
косачка	kɔsat͡ʃka
столица	stɔlit͡sa
детски	dɛtski
дрворед	dr̩vɔɾɛt
конверзација	kɔɱvɛrzat͡sija
товар	tɔvar
жабичка	ʒabit͡ʃka
патор	patɔr
кумов	kumɔf
фосилен	fɔsilɛn
разурнатост	razurnatɔst
сталешки	stalɛʃki
пород	pɔɾɔt
езерце	ɛzɛrt͡sɛ
засакува	zasakuva
кучиња	kut͡ʃiɲa
бибер	bibɛr
доле	dɔlɛ
погрешува	pɔɡrɛʃuva
тореадорски	tɔɾɛadɔrski
необјаснивост	nɛɔbjasnivɔst
ескалација	ɛskaɫat͡sija
восприемчивост	vɔsprijɛmt͡ʃivɔst
орден	ɔrdɛn
вмрежува	vmrɛʒuva
развиеност	razvijɛnɔst
тастатура	tastatuɾa
друг	druk
списание	spisanijɛ
берба	bɛrba
бесчовечност	bɛʃt͡ʃɔvɛt͡ʃnɔst
летач	lɛtat͡ʃ
загриженост	zaɡriʒɛnɔst
шарпланинец	ʃarpɫaninɛt͡s
призвук	prizvuk
далекоисточен	dalɛkɔistɔt͡ʃɛn
раскрвавеност	raskr̩vavɛnɔst
дваж	dvaʃ
бркови	br̩kɔvi
виуличав	vijulit͡ʃaf
крвожедност	kr̩vɔʒɛdnɔst
загатливост	zaɡatlivɔst
поџвака	pɔd͡ʒvaka
решеност	rɛʃɛnɔst
премаленост	prɛmalɛnɔst
пошта	pɔʃta
дуќан	ducan
недонесен	nɛdɔnɛsɛn
прегорува	prɛɡɔɾuva
раскрене	raskrɛnɛ
штедливост	ʃtɛdlivɔst
враќе	vracɛ
салата	saɫata
западњак	zapadɲak
пазар	pazar
лекувачка	lɛkuvat͡ʃka
историчарка	istɔrit͡ʃarka
синџирче	sind͡ʒirt͡ʃɛ
пресними	prɛsnimi
дента	dɛnta
гладува	ɡɫaduva
дигитализација	diɡitalizat͡sija
оџачарство	ɔd͡ʒat͡ʃarstvɔ
проблематичност	prɔblɛmatit͡ʃnɔst
целосност	t͡sɛɫɔsnɔst
натпросечност	natprɔsɛt͡ʃnɔst
дошиша	dɔʃiʃa
братислава	bratisɫava
напредност	naprɛdnɔst
грбови	ɡr̩bɔvi
џеб	d͡ʒɛp
зрее	zrɛɛ
тиква	tikva
пукот	pukɔt
лаленце	ɫalɛnt͡sɛ
ронливост	rɔnlivɔst
ѓубриво	ɟubrivɔ
кофа	kɔfa
постапен	pɔstapɛn
здруженост	zdruʒɛnɔst
наведнува	navɛdnuva
трезвеник	trɛzvɛnik
дувне	duvnɛ
крило	kriɫɔ
крпче	kr̩pt͡ʃɛ
пишуваш	piʃuvaʃ
должински	dɔɫʒinski
нераскинливост	nɛɾaskinlivɔst
специјализација	spɛt͡sijalizat͡sija
трупа	trupa
њујорк	ɲujɔrk
видра	vidra
недоготвен	nɛdɔɡɔtvɛn
урологија	uɾɔɫɔɡija
коренче	kɔɾɛnt͡ʃɛ
распределеност	rasprɛdɛlɛnɔst
незабележливост	nɛzabɛlɛʒlivɔst
регенерација	rɛɡɛnɛrat͡sija
глекав	ɡlɛkaf
пример	primɛr
челенка	t͡ʃɛlɛŋka
ѝ	i
метарски	mɛtarski
ненадарен	nɛnadaɾɛn
одмазднички	ɔdmazdnit͡ʃki
инспекциски	inspɛkt͡siski
незаштитен	nɛzaʃtitɛn
скокотливост	skɔkɔtlivɔst
мирисливост	mirislivɔst
неподносливост	nɛpɔdnɔslivɔst
вдовство	vdɔfstvɔ
дезинформација	dɛziɱfɔrmat͡sija
сомничавост	sɔmnit͡ʃavɔst
брашнен	braʃnɛn
изнаоблече	iznaɔblɛt͡ʃɛ
поварди	pɔvardi
искача	iskat͡ʃa
ѕвек	d͡zvɛk
наводени	navɔdɛni
краток	kratɔk
испохефта	ispɔxɛfta
отавјански	ɔtavjanski
десетмина	dɛsɛtmina
млекце	mlɛkt͡sɛ
метеорологија	mɛtɛɔɾɔɫɔɡija
сопружништво	sɔpruʒniʃtvɔ
неприлагоден	nɛpriɫaɡɔdɛn
кифла	kifɫa
недоречен	nɛdɔɾɛt͡ʃɛn
утопија	utɔpija
кабул	kabuɫ
ден	dɛn
моторика	mɔtɔɾika
расуди	rasudi
рапсодија	rapsɔdija
млитавост	mlitavɔst
накопа	nakɔpa
освојувачки	ɔsvɔjuvat͡ʃki
ординарија	ɔrdinaɾija
предоговори	prɛdɔɡɔvɔɾi
мелник	mɛɫnik
сурутка	suɾutka
прегази	prɛɡazi
одведува	ɔdvɛduva
поскока	pɔskɔka
легија	lɛɡija
притиснува	pritisnuva
око	ɔkɔ
врбов	vr̩bɔf
безопасност	bɛzɔpasnɔst
пресолува	prɛsɔɫuva
луленце	ɫulɛnt͡sɛ
ковчест	kɔft͡ʃɛst
затилок	zatiɫɔk
капинов	kapinɔf
пантомимичарка	pantɔmimit͡ʃarka
определеност	ɔprɛdɛlɛnɔst
математики	matɛmatiki
зограф	zɔɡraf
мече	mɛt͡ʃɛ
претстои	prɛtstɔi
авторка	aftɔrka
свастика	svastika
ораторски	ɔratɔrski
расправа	rasprava
покука	pɔkuka
устав	ustaf
леунка	lɛuŋka
спонтаност	spɔntanɔst
намотува	namɔtuva
демонстрација	dɛmɔnstrat͡sija
повикува	pɔvikuva
лед	lɛt
фаќа	faca
огламник	ɔɡɫamnik
ебам	ɛbam
јогурт	jɔɡurt
влашко	vɫaʃkɔ
летово	lɛtɔvɔ
мај	maj
епископија	ɛpiskɔpija
ѕверови	d͡zvɛɾɔvi
гушав	ɡuʃaf
наклеветува	naklɛvɛtuva
гнасотилак	ɡnasɔtiɫak
кадија	kadija
газ	ɡas
чудо	t͡ʃudɔ
оседлува	ɔsɛdɫuva
бељаџија	bɛlad͡ʒija
кондуктерка	kɔnduktɛrka
дерматологија	dɛrmatɔɫɔɡija
тврдост	tvr̩dɔst
испобрка	ispɔbr̩ka
јаренце	jaɾɛnt͡sɛ
поп	pɔp
човекон	t͡ʃɔvɛkɔn
загушливост	zaɡuʃlivɔst
потропа	pɔtrɔpa
диграф	diɡraf
подзасипне	pɔdzasipnɛ
заптија	zaptija
еврејство	ɛvrɛjstvɔ
чедо	t͡ʃɛdɔ
справа	sprava
усрдност	usr̩dnɔst
млад	mɫat
пастеризација	pastɛɾizat͡sija
дрво	dr̩vɔ
бесмисленост	bɛsmislɛnɔst
проѕирка	prɔd͡zirka
име	imɛ
татенце	tatɛnt͡sɛ
касиерка	kasijɛrka
филмче	fiɫm̩t͡ʃɛ
прозвучува	prɔzvut͡ʃuva
луѓе	ɫuɟɛ
книжарка	kniʒarka
преведува	prɛvɛduva
соодветство	sɔɔdvɛtstvɔ
недосечен	nɛdɔsɛt͡ʃɛn
пловност	pɫɔvnɔst
следбеничка	slɛdbɛnit͡ʃka
модул	mɔduɫ
мастилен	mastilɛn
благ	bɫak
загрижувачки	zaɡriʒuvat͡ʃki
децана	dɛt͡sana
муцка	mut͡ska
црква	t͡sr̩kva
мажа	maʒa
стакленце	staklɛnt͡sɛ
замисленост	zamislɛnɔst
пепелник	pɛpɛɫnik
допушува	dɔpuʃuva
акумулација	akumuɫat͡sija
омекнувач	ɔmɛknuvat͡ʃ
завеса	zavɛsa
брада	brada
хеликоптер	xɛlikɔptɛr
прежива	prɛʒiva
мувливост	muvlivɔst
распространетост	rasprɔstranɛtɔst
дотура	dɔtuɾa
настани	nastani
допржува	dɔpr̩ʒuva
денов	dɛnɔf
изречен	izrɛt͡ʃɛn
нагазува	naɡazuva
доварува	dɔvaɾuva
размер	razmɛr
женине	ʒɛninɛ
камионче	kamijɔnt͡ʃɛ
сноп	snɔp
чиниче	t͡ʃinit͡ʃɛ
ѓакон	ɟakɔn
никаквец	nikakvɛt͡s
височина	visɔt͡ʃina
извидува	izviduva
полисемија	pɔlisɛmija
неоладен	nɛɔɫadɛn
легализација	lɛɡalizat͡sija
почука	pɔt͡ʃuka
предводи	prɛdvɔdi
авенија	avɛnija
луна	ɫuna
ѓавол	ɟavɔɫ
јаглерод	jaɡlɛɾɔt
госпоѓа	ɡɔspɔɟa
ненаправен	nɛnapravɛn
трнка	tr̩n̩ka
закркорува	zakr̩kɔɾuva
намрштеност	namr̩ʃtɛnɔst
одвојува	ɔdvɔjuva
крадец	kradɛt͡s
блуз	bɫus
бели	bɛli
отпловува	ɔtpɫɔvuva
необновливост	nɛɔbnɔvlivɔst
капак	kapak
инаетчија	inaɛtt͡ʃija
снеговит	snɛɡɔvit
крои	krɔi
снопче	snɔpt͡ʃɛ
граматикализација	ɡramatikalizat͡sija
небеса	nɛbɛsa
делбен	dɛɫbɛn
чукало	t͡ʃukaɫɔ
обврзник	ɔbvr̩znik
аквариум	akvaɾijum
куповен	kupɔvɛn
засипнатост	zasipnatɔst
ние	nijɛ
алат	aɫat
лавчиња	ɫaft͡ʃiɲa
чудесија	t͡ʃudɛsija
порта	pɔrta
рудник	rudnik
’рскавичен	r̩skavit͡ʃɛn
итрина	itrina
распис	raspis
напоменува	napɔmɛnuva
самрачен	samrat͡ʃɛn
едногласност	ɛdnɔɡɫasnɔst
ровкост	rɔfkɔst
џагор	d͡ʒaɡɔr
задорко	zadɔrkɔ
ливада	livada
замесува	zamɛsuva
цигарче	t͡siɡart͡ʃɛ
парчуле	part͡ʃulɛ
пристрасност	pristrasnɔst
елка	ɛɫka
јаве	javɛ
самовластие	samɔvɫastijɛ
само	samɔ
множеник	mnɔʒɛnik
подлизне	pɔdliznɛ
штрајк	ʃtrajk
непроветрен	nɛprɔvɛtrɛn
држава	dr̩ʒava
доработува	dɔɾabɔtuva
одговор	ɔdɡɔvɔr
гнилост	ɡniɫɔst
тригонометрија	triɡɔnɔmɛtrija
четири	t͡ʃɛtiɾi
пљампа	plampa
одбојка	ɔdbɔjka
вклучителност	fkɫut͡ʃitɛɫnɔst
сеприсутност	sɛprisutnɔst
џинови	d͡ʒinɔvi
пеперутче	pɛpɛɾutt͡ʃɛ
кравче	kraft͡ʃɛ
пробој	prɔbɔj
пајаков	pajakɔf
неа	nɛa
глоса	ɡɫɔsa
исплатливост	ispɫatlivɔst
контурен	kɔntuɾɛn
фаличност	falit͡ʃnɔst
безмалку	bɛzmaɫku
ничкум	nit͡ʃkum
снегулче	snɛɡuɫt͡ʃɛ
кошарка	kɔʃarka
биро	birɔ
зимурливост	zimurlivɔst
нагостува	naɡɔstuva
работник	rabɔtnik
бок	bɔk
загорува	zaɡɔɾuva
хамбургер	xamburɡɛr
високообразовен	visɔkɔɔbrazɔvɛn
трансфобија	transfɔbija
во	vɔ
декември	dɛkɛɱvri
бротче	brɔtt͡ʃɛ
шаткин	ʃatkin
ласка	ɫaska
почестува	pɔt͡ʃɛstuva
дедов	dɛdɔf
скришност	skriʃnɔst
клавичембало	kɫavit͡ʃɛmbaɫɔ
опашува	ɔpaʃuva
уникатност	unikatnɔst
џакартски	d͡ʒakartski
кибернетика	kibɛrnɛtika
невалиден	nɛvalidɛn
фармација	farmat͡sija
прсте	pr̩stɛ
монах	mɔnax
однесува	ɔdnɛsuva
раби	rabi
глина	ɡlina
негостопримливост	nɛɡɔstɔprimlivɔst
мачорски	mat͡ʃɔrski
тих	tix
редакција	rɛdakt͡sija
ентропија	ɛntrɔpija
мирта	mirta
слива	sliva
сердарски	sɛrdarski
расели	rasɛli
неуспех	nɛuspɛx
репрезентација	rɛprɛzɛntat͡sija
негов	nɛɡɔf
словенка	sɫɔvɛŋka
турчинка	turt͡ʃiŋka
олабави	ɔɫabavi
избирачки	izbiɾat͡ʃki
поклати	pɔkɫati
минливост	minlivɔst
домат	dɔmat
нивје	nivjɛ
ресичен	rɛsit͡ʃɛn
стадо	stadɔ
трескот	trɛskɔt
в’лтава	vəɫtava
матичен	matit͡ʃɛn
џуџе	d͡ʒud͡ʒɛ
подзаборави	pɔdzabɔɾavi
осуммина	ɔsummina
прастар	prastar
деновине	dɛnɔvinɛ
потсече	pɔtsɛt͡ʃɛ
децата	dɛt͡sata
одгризува	ɔdɡrizuva
ноќ	nɔc
стави	stavi
жабји	ʒabji
напнува	napnuva
натопорува	natɔpɔɾuva
жолтило	ʒɔɫtiɫɔ
вујче	vujt͡ʃɛ
ѓаволче	ɟavɔɫt͡ʃɛ
дрдорко	dr̩dɔrkɔ
содржаен	sɔdr̩ʒaɛn
ѕвер	d͡zvɛr
љубљански	lublanski
мачка	mat͡ʃka
пикадо	pikadɔ
забрзаност	zabr̩zanɔst
печурка	pɛt͡ʃurka
озарува	ɔzaɾuva
скопјанка	skɔpjaŋka
мал	maɫ
крцнува	kr̩t͡snuva
подмрдне	pɔdmr̩dnɛ
апелациски	apɛɫat͡siski
лидер	lidɛr
в	və
волан	vɔɫan
заклокотува	zakɫɔkɔtuva
кина	kina
кралоубиство	kraɫɔubistvɔ
менторство	mɛntɔrstvɔ
виена	vijɛna
необјаснив	nɛɔbjasnif
измрзнува	izmr̩znuva
курвинство	kurvinstvɔ
вулгаризација	vuɫɡaɾizat͡sija
всушност	fsuʃnɔst
гнасотија	ɡnasɔtija
закрпува	zakr̩puva
бескарактерност	bɛskaraktɛrnɔst
аргументација	arɡumɛntat͡sija
заклучен	zakɫut͡ʃɛn
истрелува	istrɛɫuva
поулавува	pɔuɫavuva
оториноларингологија	ɔtɔɾinɔɫaɾiŋɡɔɫɔɡija
пишувам	piʃuvam
предава	prɛdava
змиски	zmiski
деградација	dɛɡradat͡sija
блеснува	blɛsnuva
нерешен	nɛɾɛʃɛn
испупченост	ispupt͡ʃɛnɔst
жонглерски	ʒɔŋɡlɛrski
ајвани	ajvani
седумнаесет	sɛdumnaɛsɛt
безгрижност	bɛzɡriʒnɔst
лондон	ɫɔndɔn
надвикува	nadvikuva
габа	ɡaba
теза	tɛza
неусогласеност	nɛusɔɡɫasɛnɔst
свикува	svikuva
недопечен	nɛdɔpɛt͡ʃɛn
гнезденце	ɡnɛzdɛnt͡sɛ
мирољубивост	miɾɔlubivɔst
многу	nɔɡu
избувливост	izbuvlivɔst
клетка	klɛtka
кошничка	kɔʃnit͡ʃka
избацува	izbat͡suva
коцка	kɔt͡ska
снаодливост	snaɔdlivɔst
платина	pɫatina
грамаѓе	ɡramaɟɛ
испокорне	ispɔkɔrnɛ
релација	rɛɫat͡sija
трансформација	transfɔrmat͡sija
разбушавеност	razbuʃavɛnɔst
надреденост	nadrɛdɛnɔst
поѕвечи	pɔd͡zvɛt͡ʃi
јатрвин	jatr̩vin
население	nasɛlɛnijɛ
повиси	pɔvisi
неразјаснетост	nɛɾazjasnɛtɔst
ајде	ajdɛ
воѓе	vɔɟɛ
стилизација	stilizat͡sija
непогрешливост	nɛpɔɡrɛʃlivɔst
усмртува	usmr̩tuva
изнавитка	iznavitka
непреодност	nɛprɛɔdnɔst
древен	drɛvɛn
одвратност	ɔdvratnɔst
едноумие	ɛdnɔumijɛ
анафора	anafɔɾa
стопува	stɔpuva
близу	blizu
кумулација	kumuɫat͡sija
’рбетен	r̩bɛtɛn
довикува	dɔvikuva
носталгичност	nɔstaɫɡit͡ʃnɔst
симетричност	simɛtrit͡ʃnɔst
тенденција	tɛndɛnt͡sija
напорност	napɔrnɔst
ноќе	nɔcɛ
наплеска	naplɛska
пермутација	pɛrmutat͡sija
ѓаволест	ɟavɔlɛst
исфаќа	isfaca
мост	mɔst
изложбен	izɫɔʒbɛn
аристократија	aɾistɔkratija
враг	vrak
разузданост	razuzdanɔst
опера	ɔpɛɾa
превива	prɛviva
љубљана	lublana
гусарство	ɡusarstvɔ
археологија	arxɛɔɫɔɡija
докачи	dɔkat͡ʃi
пивар	pivar
попати	pɔpati
москва	mɔskva
самохран	samɔxran
русе	rusɛ
забележливост	zabɛlɛʒlivɔst
бејрутски	bɛjrutski
замрсува	zamr̩suva
згодност	zɡɔdnɔst
осцилациски	ɔst͡siɫat͡siski
брод	brɔt
дисквалификација	diskvalifikat͡sija
милион	milijɔn
април	apriɫ
поевтинува	pɔɛftinuva
растројство	rastrɔjstvɔ
славеј	sɫavɛj
окрвавува	ɔkr̩vavuva
нафрла	nafr̩ɫa
музика	muzika
изнаголта	iznaɡɔɫta
шеќерче	ʃɛcɛrt͡ʃɛ
грутка	ɡrutka
прозвучи	prɔzvut͡ʃi
гостилница	ɡɔstiɫnit͡sa
одредиште	ɔdrɛdiʃtɛ
окупаторски	ɔkupatɔrski
копула	kɔpuɫa
глаголица	ɡɫaɡɔlit͡sa
нас	nas
рано	ranɔ
невооружан	nɛvɔɔɾuʒan
писнува	pisnuva
изненадност	iznɛnadnɔst
