ayam	ʔajɐm
bansag	bɐnsaɡ
hapis	hapɪs
habhab	habhɐb
dilig	dɪliɡ
dalubtalaan	dɐlubtalɐʔan
banig	bɐniɡ
alitan	ʔɐlitɐn
dalubtauhan	dɐlubtaʔʊhan
pagkabilanggo	pɐɡkɐbɪlɐŋɡoʔ
dalubkabibihan	dɐlubkabɪbɪhan
halo	hɐlo
latag	lɐtaɡ
lechias	let͡ʃiɐs
tipaklong	tipɐkloŋ
itak	ʔɪtak
apa	ʔɐpaʔ
hadlang	hɐdlaŋ
bumaba	bʊmɐba
inmoralidad	ʔɪmoɾɐlɪdad
pasulo	pɐsulo
bunyag	bʊɲaɡ
ika	ʔɪxaʔ
hamak	hamɐk
alpa	ʔɐlpa
magbakal	mɐɡbɐxal
lukob	luxob
hirasol	hɪɾɐsol
macaranas	mɐxɐɾanɐs
jimenez	hɪmenes
kalibugan	kxɐlɪbuɰɐn
manindigan	mɐnɪndiɰɐn
lungad	lʊŋad
bansa	bɐnsaʔ
haynayan	haɪ̯najɐn
adwa	ʔɐdwaʔ
dentista	dentistɐ
bulihala	bʊlɪhalɐʔ
pagtripan	pɐɡtɾɪpan
buturan	butʊɾan
liyama	ljɐmɐ
nabasa	nɐbasɐ
israel	ʔɪsɾɐʔel
banyera	bɐɲeɾɐ
fronda	fɾondɐ
lingid	lɪŋid
encarnado	ʔeŋkɐɾnado
kabanata	kxɐbɐnatɐʔ
tiozon	t͡ʃoson
propesyon	pɾopeʃon
tugtugin	tʊɡtuɰɪn
agapay	ʔɐɰapaɪ̯
mustasa	mʊstasɐ
politikal	polɪtɪxal
aspin	ʔaspɪn
bitsin	bɪt͡ʃin
amil	ʔamɪl
dinagipik	dɪnɐɰipɪk
paz	pɐs
cainta	kxɐʔɪntaʔ
hulma	hʊlma
gan	ɡɐn
lola	lolɐ
epal	ʔepɐl
halika	hɐlɪxa
antique	ʔɐntixe
eskrima	ʔeskɾimɐ
aso	ʔɐso
galawan	ɡɐlawɐn
ika	ʔixɐʔ
masabon	mɐsɐbon
lantod	lɐntod
tinapa	tɪnɐpa
laksante	lɐksante
batar	bɐtaɾ
aa	ʔɐɐ
tren	trɛn
asarol	ʔɐsɐɾol
dyas	d͡ʒɐs
halakhak	hɐlɐkhak
catanduanes	kxɐtɐndwɐnes
konserbatoryo	kxonseɾbɐtoɾjo
iglesya	ʔɪɡleʃɐ
ligta	lɪɡtaʔ
paskuwa	pɐskuɐ
maghingalo	mɐɡhɪŋɐlo
batik	bɐtik
liig	lɪʔiɡ
felicidad	felɪsɪdad
bakin	baxɪn
atensiyon	ʔɐtenʃon
agoy	ʔaɰoɪ̯
balnibulog	bɐlnɪbʊloɡ
tira	tiɾɐʔ
agap	ʔaɰɐp
konsentihin	kxonsentɪhin
mabini	mɐbinɪ
grasya	ɡɾaʃɐ
lupit	lʊpit
lamas	lɐmas
maghiganti	mɐɡhɪɰɐnti
legwas	leɡwɐs
cavan	kxɐban
ahang	ʔahɐŋ
daga	daɰɐ
larga	lɐɾɡa
hatiin	hɐtɪʔin
wahoy	wahoɪ̯
calaunan	kxɐlɐʔunɐn
matalo	mɐtalo
aktibidades	ʔɐktɪbɪdades
buhay	buhaɪ̯
duag	dwaɡ
aprikano	ʔɐpɾɪxano
layaw	lɐjaʊ̯
bunganga	bʊŋaŋɐʔ
lawit	lawɪt
welga	welɡɐ
baklain	bɐklɐʔin
banta	bɐntaʔ
baron	bɐɾon
duwag	dwaɡ
kahalayan	kxɐhɐlajɐn
sabater	sɐbateɾ
aktuwal	ʔɐktwal
balagat	bɐlaɰɐt
garapon	ɡɐɾɐpon
bayabasan	bajɐbɐsan
poon	pʊn
dama	dɐma
iskolar	ʔɪskolɐɾ
kompleto	kxumpleto
inain	ʔɪnɐʔin
limatik	lɪmɐtik
giling	ɡilɪŋ
alam	ʔɐlam
protekta	pɾotektɐ
hagikgik	hɐɰɪkɡik
pagbasehan	pɐɡbɐsehɐn
mabuti	mɐbutɪ
laog	lɐʔoɡ
ikog	ʔixoɡ
hesusmaryosep	hesusmɐɾjosep
hangos	hɐŋos
hiyaw	hɪaʊ̯
bignay	bɪɡnaɪ̯
amis	ʔamɪs
lipi	lipɪʔ
hangarin	hɐŋaɾɪn
lao	laʊ̯
buhag	buhɐɡ
almasiga	ʔɐlmɐsiɰɐ
tsinelas	t͡ʃɪnelɐs
krisma	kxɾismɐ
pasakalye	pɐsɐxalje
gayunman	ɡɐjʊmman
maabilidad	mɐʔɐbɪlɪdad
trapik	tɾapɪk
balintataw	bɐlɪntɐtɐʔo
humpay	humpaɪ̯
lukob	lʊxob
lohika	lohɪxa
bihis	bɪhis
alog	ʔɐloɡ
haka	haxɐʔ
villareal	bɪllaɾeɐl
alkansya	ʔɐlkanʃɐ
mondragon	mondɾaɰon
gunaw	ɡunaʊ̯
istorya	ʔɪstoɾjɐ
dalubwikaan	dɐlubwixɐʔan
tumingin	tʊmɪŋin
libis	lɪbis
hangad	hɐŋad
samid	sɐmid
amihan	ʔɐmihɐn
korap	kxoɾap
k	kx
pekulyaridad	pexʊljɐɾɪdad
gaga	ɡaɰɐ
hispanismo	hɪspɐnismo
larang	laɾɐŋ
kalendaryo	kxɐlendaɾjo
awtopsiya	ʔaʊ̯topʃa
magwala	mɐɡwɐlaʔ
kumunoy	kxʊmʊnoɪ̯
butaw	bʊtaʊ̯
pekulyar	pexʊljaɾ
van	bɐn
opeña	ʔopeɲɐ
garing	ɡaɾɪŋ
solis	solɪs
hidwa	hɪdwaʔ
indones	ʔɪndones
iwas	ʔiwɐs
tigang	tɪɰaŋ
amen	ʔɐmen
laab	lɐba
ubas	ʔubɐs
pamamahagi	pɐmɐmɐhaɰɪʔ
hitad	hitɐd
budista	bʊdistɐ
bawi	bawɪʔ
disenyo	dɪseɲo
kulangi	kxʊlaŋɪʔ
danay	danaɪ̯
mahistrado	mɐhɪstɾado
maglalang	mɐɡlalɐŋ
basbasan	bɐsbɐsan
bruselas	bɾʊselɐs
atupag	ʔɐtupɐɡ
umawat	ʔʊmawɐt
masahiro	mɐsɐhiɾo
hapon	hɐpon
tanikala	tɐnɪxɐlaʔ
biscocho	bɪskot͡ʃo
bilis	bɪlis
kaloob	kxɐloʔob
anghang	ʔɐŋhaŋ
kahandaan	kxɐhɐndɐʔan
bangkal	bɐŋkal
kontakin	kxontaxɪn
imbes	ʔɪmbes
labakara	lɐbɐxaɾɐ
lugi	luɰɪ
kinalaman	kxɪnalɐman
empake	ʔempaxe
dawis	dawɪs
abante	ʔɐbante
luway	lwaɪ̯
albay	ʔɐlbaɪ̯
danumbulog	danumbʊloɡ
balitado	bɐlɪtado
lupasay	lʊpasaɪ̯
lilim	lilɪm
abuluyan	ʔɐbʊlujɐn
bayo	bɐjo
hapones	hɐpones
batingaw	bɐtɪŋaʊ̯
lakad	laxɐd
pasyente	pɐʃente
hagkan	hɐɡkan
leksiyon	lɪkʃon
bangkete	bɐŋkete
luwalhati	lʊɐlhatɪʔ
bulol	bʊlol
suazo	swɐso
nobuhisa	nobʊhisɐ
ahiya	ʔɐhiɐ
lulon	lʊlon
banat	bɐnat
bitsuwelas	bɪt͡ʃʊelɐs
iriga	ʔɪɾɪɰa
lasap	lɐsap
betsin	bet͡ʃɪn
destinasyon	destɪnɐʃon
tiris	tɪɾis
kakahuyan	kxɐxɐhʊjan
kliyente	kljente
daliri	dɐliɾɪʔ
marapao	mɐɾapɐo
sais	sɐʔis
dara	dɐɾa
balangay	bɐlaŋaɪ̯
nganga	ŋaŋɐʔ
suan	swɐn
yari	jɐɾɪ
hudas	hudɐs
paasa	pɐʔasɐ
maliwanag	mɐlɪwanɐɡ
biyenan	bɪenan
ginhawa	ɡɪŋhawɐ
awstralya	ʔaʊ̯stɾɐljɐ
kidlat	kxɪdlat
lengguwahe	leŋɡwɐhe
isauli	ʔɪsolɪʔ
libag	lɪbaɡ
bahay	bahaɪ̯
lipot	lɪpot
binabae	bɪnɐbaʔe
ebaporada	ʔebɐpoɾadɐ
buntutan	bʊntʊtan
alimango	ʔɐlɪmaŋo
griyego	ɡɾjeɰo
dalubkulisapan	dɐlubkulɪsapɐn
bagabag	bɐɰɐbaɡ
pipi	pɪpiʔ
diyalogo	d͡ʒaloɰo
kulugo	kxʊlʊɰo
cenizal	senisɐl
baley	bɐleɪ̯
diskusyon	dɪskʊʃon
ingklusyon	ʔɪŋklʊʃon
alimuom	ʔɐlɪmuʔom
hiyo	hɪo
balisawsaw	bɐlɪsaʊ̯saʊ̯
bapor	bɐpoɾ
kabo	kxabo
dumausdos	dʊmɐʔʊsdos
dalurok	dɐluɾok
kaalit	kxaɐlɪt
dugyot	dʊɡjot
cadayona	kxɐdɐjonɐ
malas	malɐs
lago	laɰo
montejo	ʔɐlkaɪ̯de
banga	baŋɐʔ
kababaan	kxɐbɐbaʔɐn
inapo	ʔɪnɐpo
desidido	desɪdido
cagalingan	kxɐɰɐliŋɐn
gladyador	ɡlɐd͡ʒɐdoɾ
atigin	ʔɐtɪɰin
ikabilanggo	ʔɪxɐbɪlɐŋɡoʔ
bugarin	bʊɰaɾɪn
lagusan	laɰusɐn
bataraza	bɐtɐɾasɐ
mangagat	mɐŋɐɰat
parke	pɐɾke
hasa	hɐsaʔ
aninaw	ʔɐninaʊ̯
alpapa	ʔɐlpapɐ
hiya	hɪaʔ
yari	jaɾɪʔ
gawi	ɡɐwiʔ
angot	ʔɐŋot
akit	ʔɐxit
dakdak	dɐkdak
balatong	bɐlatoŋ
biyay	bjaɪ̯
utang	ʔutɐŋ
bungangero	bʊŋɐŋeɾo
marani	mɐɾɐniʔ
alberto	ʔɐlbeɾto
mabulaklak	mɐbʊlɐklak
virrey	biɾɾeɪ̯
dagindas	dɐɰɪndas
laberinto	lɐbeɾinto
sangkot	sɐŋkot
berdugo	beɾduɰo
ipodromo	ʔɪpodɾomo
kabiguan	kxɐbiɰuʔɐn
husgado	hʊsɡado
disiplinahin	dɪsɪplɪnahɪn
humaling	hʊmalɪŋ
hita	hɪtaʔ
bangas	bɐŋas
igi	ʔiɰɪ
lisok	lɪsok
labo	lɐboʔ
simento	sɪmento
belarusya	belɐɾuʃɐ
daluhong	dɐluhoŋ
hinlog	hɪnloɡ
papansin	pɐpansɪn
magbulakbol	mɐɡbʊlɐkbol
kotse	kxot͡ʃe
gancayco	ɡɐŋkaɪ̯xo
pahamak	pɐhamɐk
dalit	dɐlit
bola	bolɐ
kababaihan	kxɐbɐbɐʔihɐn
tsismis	t͡ʃismɪs
daga	dɐɰaʔ
huwisyo	hʊɪʃo
karakter	kxɐɾakteɾ
arnibal	ʔɐɾnibɐl
atsara	ʔɐt͡ʃaɾɐ
esmeralda	ʔesmeɾaldɐ
calamba	kxɐlɐmba
angis	ʔɐŋis
bumbunan	bumbunɐn
abono	ʔɐbono
hayag	hɐjaɡ
jaramillo	hɐɾɐmiljo
ata	ʔatɐ
sidras	sidɾɐs
rajah	ɾahɐ
katuwang	kxɐtwaŋ
lulod	lʊlod
fuentebella	pʊentebeljɐ
ikawalo	ʔɪxɐwɐlo
sabsab	sabsɐb
buumbilang	bʊʔumbilɐŋ
ikuko	ʔɪxuko
ining	ʔɪniŋ
tapos	tɐpos
mambuwisit	mɐmbwisɪt
sabangan	sɐbaŋɐn
garay	ɡaɾaɪ̯
tiyahin	t͡ʃahɪn
guniguni	ɡʊniɰʊni
gobernador	ɡobeɾnɐdoɾ
buwan	bwan
malakanyang	mɐlɐxaɲɐŋ
bonilla	boniljɐ
layter	laɪ̯teɾ
bunag	bunɐɡ
maya	majɐ
lokalidad	loxɐlɪdad
olivares	ʔolɪbaɾes
kaliwete	kxɐlɪwete
marinduque	mɐɾɪnduxe
babasahin	bɐbɐsahɪn
nakakahawa	nɐxɐkɐhawɐ
adres	ʔɐdɾes
baliw	balɪʊ̯
fontelera	fonteleɾɐ
tabas	tɐbas
dumilim	dʊmɪlim
brasil	bɾɐsil
hila	hilɐ
diit	dɪʔit
nagbaon	nɐɡbaʔon
dayuhan	dɐjʊhan
industriya	ʔɪndustɾja
alupag	ʔɐlʊpaɡ
apitong	ʔɐpitoŋ
baiki	bɐʔixɪʔ
donat	donɐt
balat	balɐt
iskultor	ʔɪskʊltoɾ
isakay	ʔɪsɐxaɪ̯
mamamahayag	mɐmɐmɐhɐjaɡ
balinsasayaw	bɐlinsɐsɐjaʊ̯
arwa	ʔɐɾwaʔ
desyerto	deʃeɾto
sioson	ʃoson
olivera	ʔolɪbeɾɐ
ampiteatro	ʔɐmpɪteɐtɾo
sundang	sʊndaŋ
lamyerda	lɐmjeɾdɐ
pilantropo	pɪlantɾopo
kaopisina	kxɐopɪsinɐ
abril	ʔɐbɾil
balakat	bɐlaxɐt
tubo	tʊbo
latin	lɐtin
kungyari	kxʊŋjaɾɪ
tirahan	tɪɾɐhan
papagtalunan	papɐɡtɐlunɐn
gapok	ɡɐpok
aysing	ʔaɪ̯sɪŋ
idea	ʔɪdejɐ
abokado	ʔɐboxado
luzano	lʊsano
pinapagtawanan	pɪnapɐɡtɐwanɐn
lakwatsera	lɐkwɐt͡ʃeɾɐ
vinoya	bɪnojɐ
lakansugo	lɐxɐnsuɰoʔ
bulahaw	bʊlahaʊ̯
inumin	ʔɪnʊmin
langhap	lɐŋhap
lagong	laɰoŋ
bugbog	bʊɡboɡ
lasaw	lɐsaʊ̯
gitata	ɡɪtatɐʔ
astaka	ʔɐstɐxaʔ
patayin	pɐtɐjin
busangot	bʊsaŋot
tapales	tɐpales
bangkuta	bɐŋkutɐʔ
introduksiyon	ʔɪntɾodʊkʃon
lagayan	lɐɰɐjan
tungkos	tʊŋkos
bukot	bʊxot
agaw	ʔaɰaʊ̯
habilog	hɐbɪloɡ
karambola	kxɐɾɐmbolɐ
lumaki	lʊmɐxi
umasinta	ʔʊmɐsɪnta
buga	bʊɰa
harang	hɐɾaŋ
magboo	mɐɡboo
palaspas	pɐlɐspas
balbas	bɐlbas
bugso	bʊɡsoʔ
sadya	sɐd͡ʒaʔ
tagapangasiwa	tɐɰɐpɐŋɐsiwɐʔ
lugot	lʊɰot
humalili	hʊmɐlilɪ
uwak	ʔʊak
hilaga	hɪlaɰɐʔ
alamang	ʔɐlɐmaŋ
carrillo	kxɐɾɾillo
liturhiya	lɪtuɾhɪa
sumagot	sʊmɐɰot
lang	lɐŋ
buyon	bʊjon
talag	talɐɡ
dimaapi	dɪmaɐpɪ
arabya	ʔɐɾabjɐ
siyampu	ʃɐmpʊ
gaan	ɡɐʔan
mahumaling	mɐhʊmɐliŋ
lutay	lʊtaɪ̯
tirona	tɪɾonɐ
gangsal	ɡɐŋsal
banto	bɐntoʔ
canina	kxɐninɐ
arkanghel	ʔɐɾkaŋhel
bayugo	bɐjuɰo
manghawa	mɐŋhawɐ
iparusa	ʔɪpɐɾusɐ
hayon	hɐjon
hiwatig	hɪwatɪɡ
lihi	lɪhi
pastora	pɐstoɾɐ
biyudo	bjʊdo
langil	laŋɪl
dalang	dalɐŋ
suka	suxɐʔ
dutdot	dʊtdot
rizal	ɾɪsal
angkop	ʔɐŋkop
abatan	ʔabatɐn
mahirap	mɐhiɾɐp
pumarada	pʊmɐɾadɐ
lingil	liŋɪl
humagulhol	hʊmɐɰʊlhol
zamboanga	sɐmbwɐŋɡɐ
almusal	ʔɐlmʊsal
imbestigasyon	ʔɪmbestɪɰɐʃon
kotse	kxot͡se
haba	habɐ
pangatnig	pɐŋɐtniɡ
lityo	lit͡ʃo
diktadora	dɪktɐdoɾɐ
bulgar	bʊlɡaɾ
maglaway	mɐɡlɐwaɪ̯
lumangoy	lʊmɐŋoɪ̯
irak	ʔɪɾak
hambog	hɐmboɡ
lingindayat	lɪŋɪndajɐt
tseke	t͡ʃexe
huwag	hʊaɡ
eba	ʔebɐ
ikapito	ʔɪxɐpɪto
lamukos	lɐmʊxos
bali	balɪ
mamamakyaw	mɐmɐmɐkjaʊ̯
lumiit	lʊmɪʔit
kampana	kxɐmpanɐʔ
israelita	ʔɪsɾɐʔelitɐ
kainan	kxɐʔɪnan
ani	ʔanɪ
mata	mɐta
corcuera	kxoɾkweɾɐ
lunukin	lʊnʊxin
benipayo	benɪpajo
pagtalunan	pɐɡtɐlʊnan
gumulo	ɡʊmʊlo
tiya	tiɐ
piskalya	pɪskɐlja
ayaw	ʔajaʊ̯
hantik	hɐntik
sampalok	sɐmpalok
lupog	lʊpoɡ
liknayan	lɪknajɐn
andar	ʔɐndaɾ
diktador	dɪktɐdoɾ
bangkas	bɐŋkas
hasa	hasɐʔ
lumabo	lʊmaboʔ
rebisa	ɾebɪsa
tanlap	tɐnlap
sustento	sʊstento
aksyon	ʔɐkʃon
bigo	bɪɰoʔ
ihagis	ʔɪhaɰɪs
armado	ʔɐɾmado
ahensiya	ʔɐhenʃa
lubo	lʊbo
labimpito	lɐbɪmpɪto
gaano	ɡɐʔɐno
korona	kxoɾonɐ
dominikano	domɪnɪxano
mahangin	mɐhaŋɪn
bista	bistɐ
alyas	ʔaljɐs
lagislis	lɐɰɪslis
bulandal	bʊlɐndal
hanapin	hɐnapɪn
awtorisado	ʔotoɾɪsado
lunday	lʊndaɪ̯
atras	ʔɐtɾas
hagonoy	hɐɰonoɪ̯
lundag	lʊndaɡ
akwarela	ʔɐkwɐɾelɐ
akasya	ʔɐxaʃɐ
balani	bɐlanɪʔ
institusyon	ʔɪnstɪtʊʃon
alulod	ʔɐlʊlod
logarta	loɰaɾtɐ
hasmin	hɐsmin
kinina	kxɪninɐ
ewan	ʔewɐn
balaghan	bɐlɐɡhan
gastadora	ɡɐstɐdoɾɐ
abog	ʔɐboɡ
iksi	ʔɪksiʔ
coquia	kxoxɪɐ
limanlaksa	lɪmɐnlɐksaʔ
itey	ʔɪteɪ̯
cauilan	kxɐwilɐn
diskuwalipikado	dɪskʊɐlɪpɪxado
bisig	bisɪɡ
estrella	ʔestɾellɐ
diplomatiko	dɪplomɐtɪxo
deportasyon	depoɾtɐʃon
amama	ʔɐmamɐ
kastiguhin	kxɐstɪɰuhɪn
apurado	ʔɐpʊɾado
langis	lɐŋis
amugis	ʔɐmuɰɪs
abobot	ʔɐbobot
ladya	lɐd͡ʒaʔ
hudikatura	hʊdɪxɐtuɾɐ
komunidad	kxomʊnɪdad
administratibo	ʔɐdmɪnɪstɾɐtibo
sugok	sʊɰok
aninaw	ʔɐnɪnaʊ̯
buquid	buxɪd
atribida	ʔɐtɾɪbidɐ
asunto	ʔɐsunto
daktao	dɐktaʔo
aberya	ʔɐbeɾja
haya	hajɐʔ
mangutang	mɐŋutɐŋ
suntukin	sʊntʊxin
kutis	kxutɪs
bulyaw	bʊljaʊ̯
baliskad	bɐlɪskad
daks	dɐks
chan	t͡ʃɐn
manlalaro	mɐnlɐlaɾoʔ
peñaflor	peɲɐfloɾ
alimuran	ʔɐlɪmʊɾan
labintatlo	lɐbintɐtlo
bubuyog	bʊbujoɡ
prayoridad	pɾɐjoɾidɐd
manlalakbay	mɐnlɐlɐkbaɪ̯
desbentaha	desbentahɐ
isnabero	ʔɪsnɐbeɾo
halimunmon	hɐlɪmʊmmon
luya	lujɐ
bati	bɐti
yolanda	jolandɐ
alaala	ʔɐlɐʔɐla
bottomesa	botomesɐ
mapangutya	mɐpaŋʊt͡ʃaʔ
galabok	ɡɐlɐbok
antukin	ʔɐntʊxin
batayan	bɐtajɐn
mambugaw	mɐmbuɰaʊ̯
ganoon	ɡɐnoʔon
bukad	bʊxad
labong	lɐboŋ
moises	moɪ̯ses
establisimiyento	ʔestɐblɪsɪmjento
manunugal	mɐnʊnuɰɐl
destiyero	dest͡ʃeɾo
lahat	lɐhat
maniobra	mɐniobɾɐ
urong	ʔʊɾoŋ
gapang	ɡapɐŋ
puyat	pujɐt
hipig	hɪpiɡ
amyendahan	ʔɐmjendɐhan
kinakapatid	kxɪnaxɐpɐtid
awtorisasyon	ʔaʊ̯toɾɪsɐʃon
bacas	bɐxas
binaysok	bɪnaɪ̯sok
awayan	ʔɐwɐjan
tirahan	tɪɾahɐn
depresyon	depɾeʃon
kilabot	kxɪlabot
bangis	bɐŋis
acuzar	ʔɐxusɐɾ
imoral	ʔɪmoɾal
punso	pʊnsoʔ
balindas	bɐlɪndas
aparador	ʔɐpɐɾɐdoɾ
lapisa	lɐpɪsaʔ
bagets	bɐɰet͡s
figueras	pɪɰeɾɐs
tantiya	tɐnt͡ʃa
abutab	ʔɐbʊtab
zapanta	sɐpantɐ
itay	ʔɪtaɪ̯
pinsan	pinsɐn
gambi	ɡɐmbi
pugad	puɰɐd
gata	ɡɐtaʔ
nakakatakot	nɐxɐkɐtaxot
pagbati	pɐɡbatɪʔ
payatot	pɐjatot
bimbin	bɪmbin
magdaspan	mɐɡdaspɐn
gramatika	ɡɾɐmatɪxa
lagasaw	lɐɰɐsaʊ̯
malutong	mɐlʊtoŋ
bukana	bʊxanɐ
pugutan	pʊɰutɐn
abubot	ʔɐbubot
ligawgaw	lɪɰaʊ̯ɰaʊ̯
luglog	lʊɡloɡ
amorsiko	ʔɐmoɾsixo
pangulo	pɐŋulo
dagan	dɐɰan
banga	bɐŋaʔ
imbitado	ʔɪmbɪtado
calan	kxɐlan
bana	banɐ
villamin	bɪllamɪn
tauhan	tɐʔuhɐn
mallare	mɐllaɾe
bagito	bɐɰito
yasay	jasaɪ̯
magbabakal	mɐɡbɐbɐxal
sipon	sɪpon
dahilig	dɐhilɪɡ
gawak	ɡɐwak
ayson	ʔaɪ̯son
isuot	ʔɪsʊʔot
nakakabwisit	nɐxɐkɐbwisɪt
asanorya	ʔɐsɐnoɾjɐ
lumagui	lʊmaɰɪ
limahid	lɪmɐhid
gilas	ɡilɐs
bolera	boleɾɐ
inmigrasyon	ʔɪmɪɡɾɐʃon
liban	libɐn
bakaw	bɐxaʊ̯
hinguto	hɪŋuto
agahas	ʔɐɰɐhas
maako	mɐʔɐxo
panirahanan	pɐnɪɾɐhanɐn
dinsol	dɪnsol
lahad	lahɐd
anila	ʔɐnilɐ
kulasi	kxʊlase
alingasaw	ʔɐlɪŋasaʊ̯
disiplina	dɪsɪplinɐ
pantablay	pɐntɐblaɪ̯
pala	palɐʔ
danumtigilan	dɐnʊmtiɰɪlan
laya	lajɐʔ
kurikong	kxʊɾɪxoŋ
pinlandya	pɪnland͡ʒɐ
dumagit	dʊmaɰɪt
sapak	sɐpak
antanda	ʔɐntɐndaʔ
lumi	lʊmiʔ
dekametro	dexametɾo
mapagsamantala	mɐpɐɡsɐmɐntɐla
sya	ʃa
dinamarka	dɪnɐmaɾkɐ
galing	ɡalɪŋ
bulagta	bʊlɐɡtaʔ
bangga	bɐŋɡaʔ
adyenda	ʔɐd͡ʒendɐ
dinastiya	dɪnɐstiɐ
vigilante	bɪd͡ʒɪlante
hinuha	hɪnuhɐʔ
antas	ʔɐntas
militar	mɪlɪtaɾ
bulig	bʊliɡ
pantoja	pɐntohɐ
anis	ʔɐnis
alimpungat	ʔɐlɪmpʊŋat
bartolina	bɐɾtolinɐ
laya	lajɐ
lagay	lɐɰaɪ̯
bernakulo	beɾnaxʊlo
hatinig	hɐtinɪɡ
altapresyon	ʔɐltɐpɾeʃon
domantay	domantaɪ̯
agata	ʔaɰɐta
balandra	bɐlandɾɐ
batuktok	batʊktok
itlog	ʔɪtloɡ
biik	bɪʔik
lubig	lʊbiɡ
imposibilidad	ʔɪmposɪbɪlɪdad
usap	ʔusɐp
aniya	ʔɐɲa
asyano	ʔɐʃɐno
labhan	lɐbhan
buhangin	bʊhaŋɪn
maghitso	mɐɡhɪt͡ʃo
ensemada	ʔensemadɐ
indiyo	ʔɪnd͡ʒo
lamad	lamɐd
panukala	pɐnʊxalɐʔ
lalik	lalɪk
asukal	ʔɐsuxɐl
pahina	pahɪnɐ
kandila	kxɐndilɐʔ
gunting	ɡʊntiŋ
tupada	tʊpadɐ
analisador	ʔɐnɐlɪsɐdoɾ
danumhaynayan	dɐnʊmhaɪ̯najɐn
lanap	lanɐp
hugpong	hʊɡpoŋ
anayin	ʔɐnajɪn
dramatiko	dɾɐmatɪxo
dekwatin	dekwɐtin
pudpod	pʊdpod
bus	bʊs
cruzat	kxɾʊsɐt
desmaya	desmɐja
emosyonal	ʔemoʃonal
nacpil	nakpɪl
kaldero	kxɐldeɾo
yari	jaɾɪ
anggulo	ʔaŋɡʊlo
nicdao	nikdɐo
baraka	bɐɾaxɐ
ipit	ʔipɪt
kilusan	kxɪlʊsan
bantayan	bɐntajɐn
amo	ʔɐmoʔ
dagas	dɐɰas
ingit	ʔɪŋit
lumbang	lumbɐŋ
intuwisyon	ʔɪntʊɪʃon
literasiya	lɪteɾɐsiɐ
lagnatin	lɐɡnɐtin
bumasa	bʊmɐsaʔ
dibdib	dɪbdib
langasngas	lɐŋɐsŋas
bigla	bɪɡlaʔ
biyola	bjolɐ
abrazado	ʔɐbɾɐsado
hatak	hatɐk
himnasta	hɪmnastɐ
banawa	bɐnawɐ
saboy	saboɪ̯
lutang	lʊtaŋ
maghinala	mɐɡhɪnalɐʔ
naman	nɐman
litograpiya	lɪtoɡɾɐpiɐ
danum	dɐnum
atangya	ʔɐtɐŋja
tambalan	tɐmbalɐn
garil	ɡɐɾil
hantungan	hɐntuŋɐn
tiwali	tɪwɐliʔ
at	ʔɐt
inyo	ʔɪɲo
agwahe	ʔɐɡwahe
batsilyer	bɐt͡ʃɪljeɾ
ganti	ɡɐnti
laba	labɐʔ
limonsito	lɪmonsito
cañete	kxɐɲete
litrato	lɪtɾato
manggulo	mɐŋɡʊlo
palitada	pɐlɪtadɐ
ikalabingwalo	ʔɪxɐlɐbiŋwɐlo
bungal	bʊŋal
alvarez	ʔalbɐɾes
ruta	ɾutɐ
kontak	kxontɐk
isputing	ʔɪsputɪŋ
estrada	ʔestɾadɐ
abrasete	ʔɐbɾɐsete
dinsulan	dɪnsulɐn
dilawdinsol	dɪlaʊ̯dɪnsol
diwa	diwɐ
hirap	hɪɾap
ikagalit	ʔɪxɐɰalɪt
gipos	ɡɪpos
habonete	hɐbonete
harapan	hɐɾɐpan
industriyalisasyon	ʔɪndustɾɪɐlɪsɐʃon
ahas	ʔahɐs
tren	tɾɛn
casanova	kxɐsɐnobɐ
peras	peɾɐs
itapon	ʔɪtapon
bigat	bɪɰat
heograpiya	heoɡɾɐpiɐ
lapnit	lɐpnit
danumkapnayan	dɐnʊmkɐpnajɐn
lamas	lamɐs
ihalintulad	ʔɪhɐlɪntulɐd
dukwangin	dʊkwɐŋin
gantihan	ɡantihɐn
duhansipat	dʊhɐnsipɐt
karpintero	kxɐɾpɪnteɾo
muñoz	mʊɲos
maghawak	mɐɡhawɐk
diyan	d͡ʒan
aya	ʔajɐʔ
apat	ʔapɐt
asbok	ʔɐsbok
dagitban	dɐɰɪtban
negosyante	neɰoʃɐnte
abdikasyon	ʔɐbdɪxɐʃon
dagilusaw	dɐɰɪlʊsaʊ̯
manakit	mɐnɐxit
baklad	bɐklad
adan	ʔɐdan
liya	liɐʔ
cancio	kxansɪo
gantimpala	ɡɐntɪmpalɐʔ
luklukan	lʊkluxɐn
hubo	hʊboʔ
elegante	ʔeleɰante
inakay	ʔɪnɐxaɪ̯
bugaw	buɰaʊ̯
lagsang	lɐɡsaŋ
kalatas	kxɐlɐtas
tancinco	tɐnsiŋko
bagansiya	bɐɰanʃa
opisyales	ʔopɪʃɐles
tikbalang	tɪkbalɐŋ
lasinggero	lɐsɪŋɡeɾo
bumaba	bʊmabɐʔ
mapera	mɐpeɾɐ
ignorante	ʔɪɡnoɾante
embahador	ʔembɐhɐdoɾ
aba	ʔɐbaʔ
dagabdab	dɐɰɐbdab
linay	linaɪ̯
gatchalian	ɡɐtt͡ʃaljɐn
amarilyo	ʔɐmɐɾiljo
eksaherasyon	ʔeksɐheɾɐʃon
